Orthogroup	Polistes_dominula	Tribolium_castaneum
OG0006296	XP_015183232.1	XP_975638.1
OG0006297	XP_015178724.1	XP_008197797.1
OG0006298	XP_015184178.1	XP_968109.1
OG0006299	XP_015177804.1	XP_008201533.1
OG0006300	XP_015177051.1	XP_008192925.1
OG0006301	XP_015173175.1	XP_008200121.1
OG0006302	XP_015174950.1	XP_975194.2
OG0006303	XP_015183008.1, XP_015183011.1	XP_008197566.1
OG0006304	XP_015180906.1	XP_967396.1
OG0006305	XP_015180664.1	XP_008192163.1
OG0006306	XP_015190046.1	XP_008198935.1
OG0006307	XP_015183641.1	XP_008194418.1
OG0006308	XP_015187848.1	XP_972593.1
OG0006309	XP_015179424.1	XP_969584.1
OG0006310	XP_015184184.1	XP_008199323.1
OG0006311	XP_015176224.1	XP_975769.1
OG0006312	XP_015180248.1	XP_008201336.1
OG0006313	XP_015185338.1	XP_967788.1
OG0006314	XP_015174156.1	XP_008197803.1
OG0006315	XP_015182705.1	XP_015838682.1
OG0006316	XP_015176808.1	XP_001814047.1
OG0006317	XP_015178957.1, XP_015178958.1	XP_971377.1
OG0006318	XP_015174104.1	XP_015840161.1
OG0006319	XP_015171520.1	XP_973781.1
OG0006320	XP_015174379.1	XP_974032.3
OG0006321	XP_015174675.1	XP_015837795.1, XP_015837794.1
OG0006322	XP_015180129.1	XP_969081.1
OG0006323	XP_015175829.1	XP_969881.1
OG0006324	XP_015185048.1	XP_015839977.1
OG0006325	XP_015171138.1	XP_975115.1
OG0006326	XP_015181589.1	XP_008193707.1
OG0006327	XP_015186762.1	XP_973265.1
OG0006328	XP_015178800.1	XP_973520.1
OG0006329	XP_015175762.1	XP_008200453.1
OG0006330	XP_015172187.1	XP_008196849.1
OG0006331	XP_015190998.1	XP_970043.2
OG0006332	XP_015191351.1	XP_966737.1
OG0006333	XP_015190357.1	XP_967150.1
OG0006334	XP_015185889.1	XP_970258.3
OG0006335	XP_015181016.1	XP_975679.2
OG0006336	XP_015184944.1	XP_974732.3
OG0006337	XP_015182260.1	XP_008193898.1
OG0006338	XP_015180938.1, XP_015180936.1	XP_008198894.1
OG0006339	XP_015179477.1	XP_969974.2
OG0006340	XP_015180810.1	XP_969014.1
OG0006341	XP_015184902.1	XP_969694.1
OG0006343	XP_015190002.1	XP_008197440.1
OG0006344	XP_015184355.1	XP_967064.1
OG0006345	XP_015190741.1	XP_008194877.1
OG0006346	XP_015172747.1	XP_975242.1
OG0006347	XP_015173245.1	XP_967413.1
OG0006348	XP_015171420.1	XP_008197900.1
OG0006349	XP_015184764.1	XP_971770.1
OG0006350	XP_015181661.1	XP_008191855.1
OG0006351	XP_015186353.1, XP_015186356.1	XP_008201369.1
OG0006352	XP_015178974.1	XP_008199164.1
OG0006353	XP_015186808.1	XP_008196657.1
OG0006355	XP_015186198.1	XP_008197719.1
OG0006356	XP_015172605.1	XP_973551.1
OG0006357	XP_015180131.1	XP_008194944.1
OG0006358	XP_015191156.1	XP_966409.1
OG0006359	XP_015186187.1	XP_015834095.1
OG0006360	XP_015171160.1	XP_968892.1
OG0006361	XP_015172371.1	XP_008194669.1
OG0006362	XP_015175406.1	XP_015833389.1, XP_008190921.1
OG0006363	XP_015182909.1	XP_968124.2
OG0006364	XP_015171476.1	XP_008191418.1
OG0006365	XP_015181786.1	XP_968712.2
OG0006366	XP_015182642.1	XP_008191093.1
OG0006368	XP_015179708.1	XP_974191.1
OG0006369	XP_015186276.1	XP_015839149.1
OG0006370	XP_015174855.1	XP_968179.1
OG0006371	XP_015172089.1	XP_967247.2
OG0006372	XP_015184899.1	XP_974114.2
OG0006373	XP_015176287.1	XP_008193147.1
OG0006374	XP_015188072.1	XP_971689.1
OG0006375	XP_015175503.1, XP_015175504.1	XP_008198624.1
OG0006376	XP_015187859.1	XP_008195117.1
OG0006377	XP_015185391.1	XP_008190836.1
OG0006378	XP_015172990.1	XP_970244.1
OG0006379	XP_015186120.1	XP_015833902.1, XP_972461.1
OG0006380	XP_015185178.1	XP_975069.1
OG0006381	XP_015176466.1	XP_008192680.1
OG0006382	XP_015176193.1	XP_008198299.1
OG0006383	XP_015180701.1	XP_966740.1
OG0006384	XP_015180226.1	XP_008200069.1, XP_008200070.1
OG0006385	XP_015172632.1	XP_008200175.1
OG0006386	XP_015189543.1	XP_971252.1
OG0006387	XP_015181183.1	XP_015836426.1, XP_015836408.1
OG0006388	XP_015191204.1, XP_015191203.1	XP_008190611.1
OG0006389	XP_015189510.1	XP_967510.2
OG0006390	XP_015191468.1	XP_974784.1
OG0006391	XP_015179194.1	XP_008201022.1
OG0006392	XP_015177311.1	XP_969056.1
OG0006393	XP_015183604.1	XP_968347.1
OG0006394	XP_015180245.1	XP_008193619.1
OG0006395	XP_015173332.1	XP_008201476.1, XP_008201477.1
OG0006396	XP_015179956.1	XP_015835444.1
OG0006397	XP_015173114.1	XP_008193042.1
OG0006398	XP_015187806.1	XP_974084.1
OG0006399	XP_015186776.1	XP_015838133.1
OG0006400	XP_015190771.1	XP_015837215.1
OG0006401	XP_015183870.1	XP_008194829.2
OG0006402	XP_015173322.1	XP_008196798.1
OG0006403	XP_015188580.1	XP_015833396.1
OG0006404	XP_015186767.1	XP_973226.1
OG0006405	XP_015172443.1	XP_968294.1
OG0006406	XP_015187778.1	XP_008199618.1
OG0006407	XP_015182172.1	XP_008197696.1
OG0006408	XP_015190057.1	XP_008199399.1
OG0006409	XP_015176214.1	XP_968188.1
OG0006410	XP_015187008.1	XP_008197354.1
OG0006411	XP_015183522.1	XP_973116.1, XP_008195776.1
OG0006412	XP_015183517.1	XP_968536.1
OG0006413	XP_015175431.1	XP_008192636.1
OG0006415	XP_015182052.1	XP_015837698.1, XP_015837695.1
OG0006416	XP_015190853.1	XP_973026.1
OG0006417	XP_015183289.1	XP_008195262.1
OG0006418	XP_015173460.1	XP_015834030.1
OG0006419	XP_015184126.1	XP_975423.1
OG0006420	XP_015182579.1	XP_975447.1
OG0006421	XP_015183016.1	XP_015839225.1
OG0006423	XP_015190614.1	XP_008193406.1
OG0006424	XP_015190991.1	XP_008197285.1
OG0006425	XP_015176670.1	XP_967594.1
OG0006426	XP_015175197.1	XP_970005.1
OG0006427	XP_015184300.1	XP_967239.1
OG0006428	XP_015175383.1	XP_015835351.1
OG0006429	XP_015187556.1	XP_015838597.1, XP_015838592.1
OG0006431	XP_015190319.1	XP_967482.1
OG0006432	XP_015174338.1	XP_008192443.1
OG0006433	XP_015175665.1	XP_008195500.1
OG0006434	XP_015184684.1	XP_008198977.1
OG0006435	XP_015185623.1	XP_008196000.1
OG0006437	XP_015176250.1	XP_008190829.1
OG0006438	XP_015174680.1	XP_974586.1
OG0006439	XP_015174076.1	XP_972658.1
OG0006440	XP_015179251.1	XP_973240.2
OG0006441	XP_015188522.1	XP_973953.2
OG0006442	XP_015186615.1	XP_967088.1
OG0006443	XP_015185511.1	XP_970720.1
OG0006444	XP_015179162.1	XP_968770.1
OG0006445	XP_015189108.1	XP_968396.2
OG0006446	XP_015181426.1	XP_008193494.1
OG0006447	XP_015177644.1	XP_008198789.1
OG0006448	XP_015191369.1	XP_966816.1
OG0006449	XP_015171247.1	XP_008191527.1, XP_008200414.1
OG0006450	XP_015186812.1	XP_008196630.1
OG0006451	XP_015174465.1	XP_972120.1
OG0006452	XP_015186799.1	XP_969562.1
OG0006454	XP_015182271.1	XP_001810629.1
OG0006455	XP_015181572.1	XP_015840692.1
OG0006456	XP_015187030.1	XP_975491.1
OG0006457	XP_015187520.1	XP_971596.1
OG0006459	XP_015183569.1	XP_015840501.1
OG0006460	XP_015174025.1	XP_008194721.1
OG0006462	XP_015176160.1	XP_008190692.1, NP_001034526.1
OG0006463	XP_015186911.1	XP_971577.2
OG0006464	XP_015188095.1	XP_001813884.2
OG0006465	XP_015185382.1	XP_008193545.1, XP_008193544.1
OG0006466	XP_015174250.1, XP_015174249.1	XP_970735.1
OG0006467	XP_015171727.1	XP_008193210.1
OG0006468	XP_015180401.1	XP_970419.2, XP_015836661.1, XP_015840389.1
OG0006469	XP_015180133.1	XP_008199426.1
OG0006470	XP_015190543.1	XP_015838948.1, XP_015838947.1
OG0006471	XP_015180918.1	XP_015838045.1
OG0006472	XP_015185797.1	XP_008197389.1
OG0006473	XP_015182328.1	XP_015839075.1
OG0006474	XP_015173689.1	XP_015838946.1, XP_015840119.1
OG0006476	XP_015187219.1	XP_967236.1
OG0006477	XP_015191442.1	XP_966732.1
OG0006478	XP_015188850.1	XP_015839380.1
OG0006480	XP_015180296.1	XP_974460.1
OG0006481	XP_015190636.1	XP_015840848.1, XP_008195976.1
OG0006482	XP_015172193.1	XP_008195897.1
OG0006483	XP_015187081.1	XP_015840054.1
OG0006484	XP_015183297.1	XP_015833919.1
OG0006485	XP_015171600.1	XP_970704.1
OG0006486	XP_015189406.1	NP_001034501.1
OG0006487	XP_015188418.1	XP_008191452.1
OG0006488	XP_015190575.1	XP_975046.1
OG0006489	XP_015189568.1	XP_975178.1
OG0006490	XP_015184318.1	XP_008200796.2
OG0006491	XP_015174364.1	XP_974195.1
OG0006493	XP_015174674.1	XP_974653.1
OG0006494	XP_015190085.1	XP_015836407.1
OG0006495	XP_015182699.1	XP_008193526.1
OG0006496	XP_015171280.1	XP_015835810.1
OG0006497	XP_015176990.1	XP_968788.2
OG0006498	XP_015172172.1	XP_968216.1
OG0006499	XP_015187986.1	XP_015837754.1
OG0006500	XP_015174134.1	XP_008201619.1
OG0006501	XP_015189995.1	XP_971919.1
OG0006502	XP_015185917.1	XP_008190868.1
OG0006503	XP_015181145.1	XP_008197741.1
OG0006504	XP_015185796.1	XP_015838512.1
OG0006505	XP_015177342.1	XP_972170.1
OG0006506	XP_015178853.1	XP_008191365.1
OG0006507	XP_015188513.1	XP_015837209.1
OG0006508	XP_015181081.1	XP_972197.1
OG0006509	XP_015175870.1	XP_008197902.1
OG0006510	XP_015178950.1	XP_970302.1
OG0006511	XP_015181972.1	XP_008192857.1
OG0006512	XP_015179919.1	XP_015840657.1
OG0006513	XP_015180746.1	XP_966706.1
OG0006514	XP_015186024.1	XP_015839674.1
OG0006515	XP_015181022.1	XP_008199871.2
OG0006516	XP_015171857.1	XP_968072.1
OG0006517	XP_015176572.1	XP_008196560.1
OG0006518	XP_015185859.1	XP_969385.2, XP_008193040.1
OG0006519	XP_015185020.1	XP_974169.1
OG0006520	XP_015183786.1	XP_008192744.1
OG0006521	XP_015176608.1	XP_975406.1
OG0006522	XP_015190436.1	XP_008195578.1
OG0006523	XP_015174969.1	XP_015834602.1
OG0006524	XP_015180554.1	XP_975575.1
OG0006525	XP_015180917.1	XP_973643.1
OG0006526	XP_015175032.1	XP_008200345.1
OG0006527	XP_015175958.1	XP_970294.2
OG0006528	XP_015175723.1	XP_015833785.1
OG0006529	XP_015184285.1	XP_972074.1
OG0006530	XP_015184087.1	XP_970036.2
OG0006531	XP_015178766.1, XP_015178767.1	XP_015836152.1, XP_001812872.1, XP_015836153.1
OG0006532	XP_015186174.1	XP_975337.1
OG0006533	XP_015175263.1	XP_974988.1
OG0006534	XP_015186242.1	XP_008198523.1, XP_015839091.1
OG0006535	XP_015178066.1	XP_001810533.2
OG0006536	XP_015185748.1	XP_008196325.1
OG0006537	XP_015173451.1	XP_008195255.1
OG0006538	XP_015182769.1	NP_001280506.1
OG0006539	XP_015184161.1	XP_967878.1
OG0006540	XP_015190340.1	XP_015834054.1
OG0006541	XP_015180235.1	XP_975332.1
OG0006542	XP_015175405.1	XP_969181.2
OG0006543	XP_015181501.1	XP_967443.3
OG0006544	XP_015171993.1	XP_015834618.1
OG0006545	XP_015177321.1	XP_008194661.1, XP_015836341.1
OG0006546	XP_015191632.1	XP_973591.1
OG0006547	XP_015172906.1	XP_973505.1
OG0006548	XP_015172173.1	XP_008196394.1
OG0006549	XP_015179257.1	XP_967047.1
OG0006550	XP_015172118.1	XP_967967.1
OG0006551	XP_015173386.1	XP_008192790.1
OG0006552	XP_015179802.1	XP_008195219.1
OG0006553	XP_015188645.1	XP_015835850.1
OG0006554	XP_015184858.1	XP_968301.1
OG0006555	XP_015180356.1	XP_972655.1
OG0006556	XP_015182388.1	XP_015836858.1
OG0006557	XP_015173514.1	XP_008201037.1
OG0006558	XP_015175525.1	XP_008197665.1
OG0006559	XP_015189780.1	XP_015839389.1
OG0006560	XP_015184701.1	XP_008200220.1
OG0006561	XP_015173496.1, XP_015173495.1	XP_975968.1
OG0006562	XP_015176130.1	XP_015840271.1, XP_966939.1
OG0006563	XP_015190251.1	XP_969170.1
OG0006565	XP_015171235.1	XP_008195658.1
OG0006566	XP_015186163.1	XP_015839213.1
OG0006568	XP_015191822.1	XP_974413.2
OG0006570	XP_015171943.1	XP_008195778.1, XP_015837542.1
OG0006571	XP_015190136.1	XP_008200123.1
OG0006572	XP_015178659.1	XP_008194128.1
OG0006573	XP_015189289.1	XP_001812698.1
OG0006574	XP_015190029.1	XP_015836129.1
OG0006575	XP_015175135.1	XP_001810245.1, XP_970143.1
OG0006576	XP_015180177.1	XP_001814014.1
OG0006577	XP_015187155.1	XP_008195043.1
OG0006578	XP_015179458.1	XP_015834847.1
OG0006579	XP_015189137.1	XP_008196799.1
OG0006580	XP_015173143.1	XP_969232.1
OG0006581	XP_015188168.1	XP_008198570.1
OG0006582	XP_015173070.1	XP_008197636.1
OG0006583	XP_015188655.1	XP_008191437.1
OG0006584	XP_015191344.1	XP_974486.2
OG0006585	XP_015180402.1	XP_975633.1
OG0006586	XP_015178786.1	XP_001811993.1
OG0006587	XP_015174962.1	XP_971352.1
OG0006588	XP_015175758.1	XP_971928.3
OG0006589	XP_015187735.1, XP_015187732.1	XP_974815.1
OG0006590	XP_015178667.1	XP_008194131.1
OG0006591	XP_015189139.1	XP_968338.2
OG0006592	XP_015176496.1	XP_969575.1
OG0006593	XP_015174698.1	XP_015839312.1
OG0006594	XP_015184511.1	XP_970747.3
OG0006595	XP_015182907.1	XP_008192400.1
OG0006596	XP_015174239.1	XP_969219.2
OG0006597	XP_015171155.1	XP_008197106.1
OG0006598	XP_015186628.1	XP_001812786.1
OG0006599	XP_015172941.1	XP_008201205.1
OG0006600	XP_015174399.1	XP_015835340.1
OG0006602	XP_015171225.1	XP_015838644.1
OG0006603	XP_015173620.1	XP_001812268.1
OG0006604	XP_015185190.1	XP_008200193.1
OG0006605	XP_015175027.1, XP_015175026.1	XP_968777.1
OG0006606	XP_015181556.1	XP_008201281.1
OG0006607	XP_015183552.1	XP_015833320.1
OG0006608	XP_015179865.1	XP_975582.3
OG0006609	XP_015190610.1	XP_015836966.1
OG0006610	XP_015173469.1	XP_970236.1
OG0006611	XP_015191026.1	XP_015832873.1
OG0006612	XP_015183715.1	XP_001811995.1
OG0006614	XP_015178626.1	XP_015837421.1
OG0006615	XP_015173546.1	XP_008192595.1
OG0006616	XP_015177079.1	XP_974463.1
OG0006617	XP_015181378.1	XP_970707.2
OG0006618	XP_015186642.1	XP_008199450.1
OG0006619	XP_015184846.1	XP_971096.1
OG0006620	XP_015180876.1	XP_015834239.1
OG0006621	XP_015184196.1	XP_015839076.1
OG0006622	XP_015187968.1, XP_015187964.1	XP_972125.2
OG0006623	XP_015177313.1	XP_008193284.1
OG0006624	XP_015190856.1, XP_015190868.1	XP_008195886.1
OG0006625	XP_015190116.1	XP_008196488.1, XP_971042.2
OG0006626	XP_015181400.1	XP_015836069.1
OG0006627	XP_015184925.1	XP_008195334.1
OG0006628	XP_015190369.1	XP_970549.1
OG0006629	XP_015181088.1	XP_967779.1
OG0006630	XP_015173184.1	XP_008191652.1
OG0006631	XP_015183495.1	XP_015839544.1
OG0006632	XP_015188113.1	XP_974395.1
OG0006634	XP_015178023.1	XP_008193940.1
OG0006635	XP_015185877.1	XP_966682.1
OG0006636	XP_015179740.1	XP_008198300.1
OG0006637	XP_015176750.1, XP_015176751.1	XP_008190846.1
OG0006638	XP_015183070.1	XP_008195200.1
OG0006639	XP_015180647.1	XP_001809693.1
OG0006641	XP_015180076.1	XP_015838319.1
OG0006642	XP_015182017.1	XP_969290.1
OG0006643	XP_015174116.1, XP_015174115.1	XP_971303.1
OG0006644	XP_015180001.1	XP_008197454.1
OG0006645	XP_015186804.1	XP_008191049.1
OG0006646	XP_015180237.1	XP_969314.1
OG0006647	XP_015178151.1	XP_971753.1
OG0006648	XP_015177082.1	XP_974443.1
OG0006649	XP_015174926.1	XP_015835408.1
OG0006650	XP_015177002.1	XP_015840844.1
OG0006651	XP_015172199.1	NP_001164316.1
OG0006652	XP_015176488.1	XP_015840704.1
OG0006653	XP_015190828.1	XP_015835038.1
OG0006654	XP_015190565.1, XP_015190566.1	XP_975015.2
OG0006655	XP_015183234.1	XP_008201159.1
OG0006656	XP_015186107.1	XP_008200689.1
OG0006658	XP_015172656.1	XP_008195756.1
OG0006659	XP_015185733.1	NP_001034500.1
OG0006660	XP_015174319.1	XP_974079.1
OG0006661	XP_015173257.1	XP_970246.2
OG0006662	XP_015185043.1	XP_015834463.1
OG0006663	XP_015180645.1	XP_969233.2
OG0006664	XP_015178744.1	XP_015836349.1
OG0006665	XP_015172368.1	XP_008197421.1
OG0006666	XP_015181398.1	XP_015838197.1
OG0006667	XP_015191800.1	XP_015834568.1, XP_008192104.1
OG0006668	XP_015187340.1	XP_973618.1
OG0006669	XP_015188651.1	XP_008192367.1, XP_008192368.1
OG0006670	XP_015188617.1	XP_008200740.1
OG0006671	XP_015190944.1	XP_008195132.1
OG0006672	XP_015180326.1	XP_008191966.1
OG0006673	XP_015189789.1	XP_970412.1
OG0006674	XP_015171928.1	XP_015839554.1
OG0006675	XP_015188242.1	XP_973940.1, XP_008193334.1
OG0006676	XP_015172685.1	XP_967082.1
OG0006679	XP_015177788.1, XP_015177789.1	XP_001808926.2
OG0006681	XP_015190405.1	XP_969055.2
OG0006682	XP_015184910.1	XP_968578.2
OG0006683	XP_015175477.1	XP_971628.1
OG0006684	XP_015178462.1	XP_975522.1
OG0006685	XP_015179503.1	XP_008191780.1
OG0006687	XP_015177809.1	XP_974665.1
OG0006688	XP_015181587.1	XP_008193708.1
OG0006689	XP_015178649.1	XP_975139.1
OG0006690	XP_015189150.1	XP_972919.1
OG0006691	XP_015184890.1	XP_969962.1
OG0006692	XP_015180778.1	XP_975260.1
OG0006693	XP_015178541.1	XP_015835689.1
OG0006694	XP_015182740.1, XP_015182741.1, XP_015182739.1	XP_008193306.1
OG0006695	XP_015181536.1	XP_008198934.1
OG0006696	XP_015176087.1	XP_008192904.1
OG0006698	XP_015172588.1, XP_015172589.1	XP_008191226.1
OG0006699	XP_015181174.1	XP_971167.2
OG0006700	XP_015191596.1	XP_970813.1
OG0006701	XP_015171825.1	XP_971600.1
OG0006702	XP_015185550.1	XP_970182.1
OG0006703	XP_015179700.1	XP_008190969.1
OG0006704	XP_015171599.1	XP_008195726.1
OG0006705	XP_015187680.1	XP_967295.2
OG0006706	XP_015177006.1	XP_008195161.2, XP_015836743.1
OG0006707	XP_015185271.1	XP_008195856.1
OG0006708	XP_015184696.1	XP_967066.1
OG0006710	XP_015181383.1	XP_967766.1
OG0006711	XP_015175797.1	XP_008195936.1
OG0006713	XP_015188727.1	XP_969942.3
OG0006714	XP_015181744.1	XP_015833500.1
OG0006716	XP_015191014.1	XP_975456.1
OG0006717	XP_015183388.1	XP_008197051.1, XP_008197052.1
OG0006719	XP_015185236.1	NP_001092297.1, XP_015837047.1, NP_001092296.1
OG0006720	XP_015190479.1, XP_015190478.1, XP_015190477.1	XP_008195359.1
OG0006721	XP_015177798.1	XP_001812516.2
OG0006722	XP_015187908.1	XP_001809969.1
OG0006723	XP_015174009.1	XP_967484.2
OG0006724	XP_015189284.1, XP_015189291.1	XP_001807996.1
OG0006725	XP_015179193.1	XP_008193676.1
OG0006726	XP_015179670.1	XP_015836060.1
OG0006728	XP_015187001.1	XP_008200363.1
OG0006729	XP_015178923.1	XP_972129.2
OG0006730	XP_015190551.1	XP_008193956.1, XP_015835007.1
OG0006731	XP_015191494.1	XP_971647.1
OG0006732	XP_015183526.1	XP_008196374.1
OG0006733	XP_015178313.1	XP_008193363.1
OG0006734	XP_015189168.1	XP_008200728.1
OG0006735	XP_015185968.1	XP_970436.2
OG0006736	XP_015178409.1, XP_015178408.1	XP_015835201.1, NP_001164137.1
OG0006738	XP_015183099.1	XP_008198534.1, XP_015837961.1
OG0006739	XP_015179500.1, XP_015179498.1	XP_008196292.1
OG0006740	XP_015171707.1, XP_015171706.1	XP_008194222.1
OG0006741	XP_015185123.1	XP_008198080.1
OG0006743	XP_015190726.1	XP_015838972.1
OG0006744	XP_015175889.1, XP_015175880.1	XP_015833992.1
OG0006745	XP_015181211.1	XP_015840725.1, XP_015840721.1
OG0006746	XP_015184289.1	XP_974080.1
OG0006748	XP_015182672.1	XP_008195654.1
OG0006749	XP_015176159.1	XP_972111.1
OG0006750	XP_015176074.1	XP_015840393.1
OG0006751	XP_015187391.1	XP_973030.2
OG0006752	XP_015173131.1	XP_015836531.1
OG0006753	XP_015171634.1, XP_015171635.1	XP_008197689.1
OG0006754	XP_015190869.1	XP_967095.1
OG0006755	XP_015191821.1	XP_001816157.1
OG0006757	XP_015178666.1	XP_015834455.1
OG0006762	XP_015173652.1	XP_976191.3
OG0006773	XP_015187941.1	XP_008192764.1
OG0006776	XP_015172336.1	XP_008197428.1
OG0006777	XP_015181916.1	XP_015834564.1
OG0006788	XP_015190923.1	XP_015835633.1
OG0006792	XP_015175606.1	XP_008200867.1
OG0006793	XP_015177256.1	NP_001103252.1
OG0006798	XP_015184302.1	XP_972156.1
OG0006799	XP_015174140.1	XP_968358.1
OG0006800	XP_015173624.1	XP_971874.2
OG0006801	XP_015172981.1	XP_970194.1
OG0006802	XP_015190490.1	XP_968776.1
OG0006803	XP_015173986.1	XP_015840093.1
OG0006804	XP_015171054.1	XP_968727.1
OG0006805	XP_015180725.1	XP_968120.1
OG0006806	XP_015180804.1	XP_971841.2
OG0006807	XP_015183226.1	XP_974360.1
OG0006808	XP_015173503.1	XP_008192808.1
OG0006809	XP_015176374.1	XP_971419.1
OG0006810	XP_015190018.1	XP_969231.1
OG0006811	XP_015177934.1	XP_015838314.1
OG0006812	XP_015189298.1	XP_973149.1
OG0006814	XP_015183751.1	XP_975476.1
OG0006815	XP_015182001.1	XP_008195168.1
OG0006816	XP_015181755.1	XP_975241.2
OG0006817	XP_015175426.1	XP_008191759.1
OG0006818	XP_015183945.1	XP_970060.2
OG0006819	XP_015171747.1	XP_008191840.1
OG0006820	XP_015190621.1	XP_975661.1
OG0006821	XP_015176765.1	XP_971657.1
OG0006822	XP_015171512.1	XP_974622.1
OG0006823	XP_015183086.1	XP_967663.2
OG0006824	XP_015176928.1	XP_015834011.1
OG0006825	XP_015178222.1	XP_974101.1
OG0006826	XP_015174951.1	XP_975493.2
OG0006827	XP_015178753.1	XP_973381.1
OG0006828	XP_015173223.1	XP_969284.1
OG0006829	XP_015191101.1	XP_971328.2
OG0006831	XP_015173399.1	XP_968495.1
OG0006832	XP_015188010.1	XP_968351.1
OG0006833	XP_015179658.1	XP_971748.1
OG0006834	XP_015173107.1	XP_970231.1
OG0006835	XP_015185801.1	XP_972583.1
OG0006836	XP_015173152.1	XP_968280.1
OG0006837	XP_015179372.1	XP_976032.1
OG0006838	XP_015177609.1	XP_008191171.1
OG0006839	XP_015178735.1	XP_008191122.1
OG0006841	XP_015189270.1	XP_967620.1
OG0006842	XP_015176885.1	XP_973689.1
OG0006843	XP_015186926.1	XP_968265.1
OG0006844	XP_015191165.1	XP_970635.1
OG0006845	XP_015181513.1	XP_008194739.1
OG0006846	XP_015190784.1	XP_008200228.1
OG0006847	XP_015173695.1	XP_968855.1
OG0006848	XP_015182887.1	XP_966912.1
OG0006849	XP_015177686.1	XP_973889.1
OG0006850	XP_015176507.1	XP_968036.1
OG0006851	XP_015188805.1	XP_008191501.1
OG0006852	XP_015177209.1	XP_972612.1
OG0006853	XP_015179628.1	XP_015838861.1, XP_015838550.1
OG0006854	XP_015190708.1	XP_008198303.1
OG0006855	XP_015175557.1	XP_967365.1
OG0006857	XP_015182904.1	XP_970243.1
OG0006858	XP_015175589.1	XP_974639.2
OG0006859	XP_015189642.1	XP_972684.2
OG0006861	XP_015184801.1	XP_973169.1
OG0006862	XP_015188774.1	XP_973840.1
OG0006863	XP_015181523.1	XP_008195646.1
OG0006864	XP_015190183.1	XP_971028.1
OG0006865	XP_015175051.1	XP_008199716.1
OG0006866	XP_015181765.1	XP_972465.1
OG0006867	XP_015177895.1	XP_970573.1
OG0006868	XP_015187305.1	NP_001073566.1
OG0006869	XP_015184639.1	XP_969347.1
OG0006870	XP_015185149.1	XP_974317.1
OG0006871	XP_015189446.1	XP_008195652.1
OG0006872	XP_015174417.1	XP_974477.1
OG0006873	XP_015190355.1	XP_967096.2
OG0006874	XP_015187348.1	XP_015840782.1
OG0006875	XP_015172560.1	XP_974756.1
OG0006876	XP_015175496.1	XP_967493.1
OG0006877	XP_015175984.1	XP_008196773.1
OG0006878	XP_015179927.1	XP_971683.1
OG0006879	XP_015176879.1	XP_972215.1
OG0006880	XP_015179373.1	XP_001814678.1
OG0006881	XP_015174968.1	XP_008195305.1
OG0006882	XP_015184819.1	XP_969550.1
OG0006883	XP_015190670.1	XP_001810604.1
OG0006884	XP_015177155.1	XP_969487.1
OG0006885	XP_015181939.1	XP_968609.1
OG0006886	XP_015187408.1	XP_001808466.1
OG0006887	XP_015187918.1	XP_008195222.1
OG0006888	XP_015183150.1	XP_975355.1
OG0006889	XP_015177350.1	XP_008193286.1, XP_001812086.2
OG0006890	XP_015175482.1	XP_970659.1
OG0006891	XP_015180434.1	XP_967650.1
OG0006892	XP_015171461.1	XP_967727.1
OG0006893	XP_015179926.1	XP_001809758.1
OG0006894	XP_015175576.1	XP_008197375.1
OG0006895	XP_015183006.1	XP_970263.1
OG0006896	XP_015185276.1	XP_971537.1
OG0006897	XP_015176248.1	XP_967765.1
OG0006898	XP_015189275.1	XP_008198813.1
OG0006899	XP_015190778.1	XP_008193923.1
OG0006900	XP_015176952.1	XP_973438.1
OG0006901	XP_015177780.1	XP_008200465.1
OG0006902	XP_015181899.1	XP_971215.1
OG0006903	XP_015187120.1	XP_975500.1
OG0006904	XP_015185717.1	XP_975208.1
OG0006906	XP_015184521.1	XP_008197831.1
OG0006907	XP_015180156.1	XP_971517.1
OG0006908	XP_015177892.1	NP_001161316.1
OG0006909	XP_015179623.1	XP_970132.1
OG0006910	XP_015188732.1	XP_975276.2
OG0006911	XP_015187558.1	XP_973298.1
OG0006912	XP_015181641.1	XP_976374.2, XP_972708.1
OG0006914	XP_015190727.1	XP_008195322.1
OG0006915	XP_015186393.1	XP_974961.2
OG0006916	XP_015172898.1	XP_008195174.1
OG0006917	XP_015175696.1	XP_971422.1
OG0006918	XP_015175767.1	XP_975625.1
OG0006919	XP_015174168.1	XP_966691.1, XP_015836563.1
OG0006920	XP_015185849.1	XP_967471.1
OG0006921	XP_015177546.1	XP_969427.1
OG0006922	XP_015184174.1	XP_969227.1
OG0006923	XP_015173201.1	XP_008201338.1
OG0006924	XP_015172557.1	XP_971629.2
OG0006925	XP_015177615.1	XP_969171.1
OG0006927	XP_015186950.1	XP_971530.1
OG0006928	XP_015181998.1	XP_008193413.1
OG0006929	XP_015187514.1	XP_970082.1
OG0006930	XP_015178557.1	XP_974995.1
OG0006931	XP_015182280.1	XP_973754.1
OG0006932	XP_015186633.1	XP_008195383.1
OG0006933	XP_015173569.1	XP_015838764.1
OG0006935	XP_015177560.1	XP_966334.1
OG0006937	XP_015179502.1	XP_968403.3
OG0006938	XP_015184774.1	XP_969840.1
OG0006939	XP_015187616.1	XP_972739.1
OG0006940	XP_015183752.1	XP_008199995.1
