Orthogroup	Polistes_dominula	Anopheles_gambiae
OG0006473	XP_015182328.1	XP_001237982.2
OG0006474	XP_015173689.1	XP_320296.4
OG0006475	XP_015190486.1, XP_015190487.1	XP_314841.2
OG0006476	XP_015187219.1	XP_315428.3
OG0006477	XP_015191442.1	XP_319787.3
OG0006478	XP_015188850.1	XP_552757.1
OG0006480	XP_015180296.1	XP_315869.2
OG0006481	XP_015190636.1	XP_001237679.2
OG0006482	XP_015172193.1	XP_308442.4
OG0006483	XP_015187081.1	XP_308970.4
OG0006484	XP_015183297.1	XP_321463.5
OG0006485	XP_015171600.1	XP_320360.4
OG0006486	XP_015189406.1	XP_318146.2
OG0006487	XP_015188418.1	XP_320441.3
OG0006488	XP_015190575.1	XP_562540.3
OG0006490	XP_015184318.1	XP_319463.4
OG0006491	XP_015174364.1	XP_311076.5
OG0006493	XP_015174674.1	XP_313416.4
OG0006494	XP_015190085.1	XP_321886.5
OG0006495	XP_015182699.1	XP_319720.4
OG0006496	XP_015171280.1	XP_321614.4
OG0006497	XP_015176990.1	XP_001689355.2
OG0006498	XP_015172172.1	XP_001237621.1
OG0006499	XP_015187986.1	XP_320545.3
OG0006500	XP_015174134.1	XP_552696.3
OG0006501	XP_015189995.1	XP_556035.3
OG0006502	XP_015185917.1	XP_560368.3
OG0006503	XP_015181145.1	XP_309245.5
OG0006504	XP_015185796.1	XP_001688640.1
OG0006505	XP_015177342.1	XP_317355.4, XP_317356.3
OG0006506	XP_015178853.1	XP_312333.3
OG0006507	XP_015188513.1	XP_003436004.1, XP_321040.4
OG0006508	XP_015181081.1	XP_316682.4
OG0006509	XP_015175870.1	XP_309677.5
OG0006510	XP_015178950.1	XP_316657.3
OG0006511	XP_015181972.1	XP_319387.4
OG0006512	XP_015179919.1	XP_311738.5
OG0006513	XP_015180746.1	XP_001230836.2
OG0006514	XP_015186024.1	XP_003435968.1, XP_321162.5
OG0006515	XP_015181022.1	XP_310728.5, XP_003436978.1
OG0006516	XP_015171857.1	XP_311420.4
OG0006517	XP_015176572.1	XP_309247.3
OG0006518	XP_015185859.1	XP_556653.3
OG0006519	XP_015185020.1	XP_307804.4
OG0006520	XP_015183786.1	XP_312209.4
OG0006521	XP_015176608.1	XP_317814.4
OG0006522	XP_015190436.1	XP_311309.5
OG0006523	XP_015174969.1	XP_319447.2
OG0006524	XP_015180554.1	XP_001689029.1
OG0006525	XP_015180917.1	XP_320986.2
OG0006526	XP_015175032.1	XP_322005.5
OG0006527	XP_015175958.1	XP_003436937.1, XP_566191.4
OG0006528	XP_015175723.1	XP_309160.5
OG0006530	XP_015184087.1	XP_311021.5
OG0006532	XP_015186174.1	XP_315591.4
OG0006533	XP_015175263.1	XP_307497.3, XP_314269.3
OG0006534	XP_015186242.1	XP_312104.5
OG0006535	XP_015178066.1	XP_311521.3
OG0006536	XP_015185748.1	XP_308373.4, XP_001687911.1
OG0006537	XP_015173451.1	XP_558461.2, XP_313950.4
OG0006538	XP_015182769.1	XP_319661.4
OG0006539	XP_015184161.1	XP_566106.4
OG0006540	XP_015190340.1	XP_314800.4
OG0006541	XP_015180235.1	XP_313411.2
OG0006542	XP_015175405.1	XP_319721.4
OG0006543	XP_015181501.1	XP_318647.4
OG0006544	XP_015171993.1	XP_559348.4, XP_003437073.1
OG0006545	XP_015177321.1	XP_309571.4
OG0006546	XP_015191632.1	XP_308602.4
OG0006547	XP_015172906.1	XP_563662.3
OG0006548	XP_015172173.1	XP_317101.3
OG0006549	XP_015179257.1	XP_311020.4
OG0006551	XP_015173386.1	XP_310533.5
OG0006552	XP_015179802.1	XP_319760.4
OG0006553	XP_015188645.1	XP_306959.4, XP_321030.5
OG0006554	XP_015184858.1	XP_308391.3
OG0006555	XP_015180356.1	XP_313633.4, XP_003436791.1
OG0006556	XP_015182388.1	XP_321946.4
OG0006558	XP_015175525.1	XP_315425.4
OG0006559	XP_015189780.1	XP_307835.4, XP_310102.4
OG0006560	XP_015184701.1	XP_562222.4
OG0006561	XP_015173496.1, XP_015173495.1	XP_318955.3
OG0006562	XP_015176130.1	XP_001230898.1
OG0006563	XP_015190251.1	XP_001689302.1
OG0006565	XP_015171235.1	XP_312014.5
OG0006566	XP_015186163.1	XP_565482.2, XP_001688154.1
OG0006568	XP_015191822.1	XP_317070.4
OG0006570	XP_015171943.1	XP_315786.4
OG0006571	XP_015190136.1	XP_319960.4
OG0006573	XP_015189289.1	XP_315933.3
OG0006574	XP_015190029.1	XP_319836.3
OG0006575	XP_015175135.1	XP_001237748.2
OG0006576	XP_015180177.1	XP_563067.4
OG0006577	XP_015187155.1	XP_310268.7
OG0006579	XP_015189137.1	XP_554796.1
OG0006580	XP_015173143.1	XP_307243.2, XP_313190.5
OG0006581	XP_015188168.1	XP_001237728.2
OG0006582	XP_015173070.1	XP_562070.4, XP_313607.4
OG0006583	XP_015188655.1	XP_319115.4
OG0006585	XP_015180402.1	XP_001689229.1
OG0006586	XP_015178786.1	XP_316374.4
OG0006587	XP_015174962.1	XP_316380.2
OG0006588	XP_015175758.1	XP_310896.5
OG0006589	XP_015187735.1, XP_015187732.1	XP_552179.3
OG0006590	XP_015178667.1	XP_320073.4
OG0006591	XP_015189139.1	XP_312592.4
OG0006592	XP_015176496.1	XP_318951.3
OG0006593	XP_015174698.1	XP_310590.3
OG0006594	XP_015184511.1	XP_314132.4
OG0006595	XP_015182907.1	XP_315117.4
OG0006596	XP_015174239.1	XP_308198.5
OG0006597	XP_015171155.1	XP_310498.5
OG0006598	XP_015186628.1	XP_563334.4
OG0006599	XP_015172941.1	XP_310737.5
OG0006600	XP_015174399.1	XP_317590.4
OG0006601	XP_015184338.1	XP_312126.5
OG0006602	XP_015171225.1	XP_003435771.1, XP_321957.3
OG0006603	XP_015173620.1	XP_563445.4
OG0006604	XP_015185190.1	XP_556379.3
OG0006605	XP_015175027.1, XP_015175026.1	XP_001238256.1
OG0006606	XP_015181556.1	XP_312586.5
OG0006607	XP_015183552.1	XP_308635.4
OG0006608	XP_015179865.1	XP_559663.4
OG0006609	XP_015190610.1	XP_309606.5
OG0006610	XP_015173469.1	XP_559175.3
OG0006611	XP_015191026.1	XP_319457.4
OG0006612	XP_015183715.1	XP_307137.2
OG0006614	XP_015178626.1	XP_321544.1, XP_003435880.1
OG0006615	XP_015173546.1	XP_319698.3
OG0006616	XP_015177079.1	XP_315894.2
OG0006617	XP_015181378.1	XP_319576.4
OG0006618	XP_015186642.1	XP_314274.5
OG0006619	XP_015184846.1	XP_313360.3
OG0006621	XP_015184196.1	XP_562267.4, XP_003436830.1
OG0006623	XP_015177313.1	XP_319185.3, XP_560906.4
OG0006624	XP_015190856.1, XP_015190868.1	XP_308189.4
OG0006625	XP_015190116.1	XP_317755.3
OG0006626	XP_015181400.1	XP_319225.4
OG0006627	XP_015184925.1	XP_003435808.1, XP_551520.3
OG0006628	XP_015190369.1	XP_311287.5
OG0006629	XP_015181088.1	XP_309873.2
OG0006630	XP_015173184.1	XP_319865.4
OG0006631	XP_015183495.1	XP_319921.4
OG0006632	XP_015188113.1	XP_318631.4
OG0006633	XP_015185282.1	XP_312524.5
OG0006634	XP_015178023.1	XP_308593.4
OG0006635	XP_015185877.1	XP_310224.3, XP_001230739.1
OG0006637	XP_015176750.1, XP_015176751.1	XP_001688647.1
OG0006638	XP_015183070.1	XP_319519.4
OG0006639	XP_015180647.1	XP_003436950.1, XP_310869.5
OG0006640	XP_015179729.1	XP_313026.4
OG0006641	XP_015180076.1	XP_308355.3, XP_001687903.1
OG0006642	XP_015182017.1	XP_001230358.1, XP_314285.4
OG0006643	XP_015174116.1, XP_015174115.1	XP_314899.3
OG0006644	XP_015180001.1	XP_001688763.1, XP_316007.4
OG0006645	XP_015186804.1	XP_553427.3
OG0006646	XP_015180237.1	XP_551765.3
OG0006647	XP_015178151.1	XP_003436275.1
OG0006648	XP_015177082.1	XP_315893.3
OG0006649	XP_015174926.1	XP_312669.5, XP_003436085.1
OG0006650	XP_015177002.1	XP_003437040.1
OG0006652	XP_015176488.1	XP_566417.4
OG0006653	XP_015190828.1	XP_318424.4
OG0006654	XP_015190565.1, XP_015190566.1	XP_313453.5
OG0006655	XP_015183234.1	XP_312572.5
OG0006656	XP_015186107.1	XP_308394.4
OG0006658	XP_015172656.1	XP_314067.3
OG0006659	XP_015185733.1	XP_315983.2
OG0006660	XP_015174319.1	XP_309341.4
OG0006661	XP_015173257.1	XP_311944.4
OG0006662	XP_015185043.1	XP_318518.4
OG0006663	XP_015180645.1	XP_310293.3
OG0006665	XP_015172368.1	XP_311375.4
OG0006666	XP_015181398.1	XP_318055.4
OG0006667	XP_015191800.1	XP_555063.3
OG0006668	XP_015187340.1	XP_311149.3
OG0006669	XP_015188651.1	XP_311601.4
OG0006670	XP_015188617.1	XP_563913.5
OG0006671	XP_015190944.1	XP_310883.5, XP_003436947.1
OG0006672	XP_015180326.1	XP_310328.7
OG0006673	XP_015189789.1	XP_312976.5
OG0006674	XP_015171928.1	XP_312851.3
OG0006675	XP_015188242.1	XP_308798.4
OG0006676	XP_015172685.1	XP_315867.3
OG0006678	XP_015187629.1	XP_308488.4
OG0006679	XP_015177788.1, XP_015177789.1	XP_001237215.2
OG0006681	XP_015190405.1	XP_311957.5
OG0006683	XP_015175477.1	XP_313566.5
OG0006684	XP_015178462.1	XP_001687868.1, XP_308219.4
OG0006685	XP_015179503.1	XP_320843.4
OG0006686	XP_015175608.1	XP_312413.4
OG0006687	XP_015177809.1	XP_309994.3
OG0006689	XP_015178649.1	XP_309563.4
OG0006690	XP_015189150.1	XP_318619.4
OG0006691	XP_015184890.1	XP_312595.5, XP_312598.4
OG0006692	XP_015180778.1	XP_320319.4
OG0006693	XP_015178541.1	XP_320012.4
OG0006694	XP_015182740.1, XP_015182741.1, XP_015182739.1	XP_306324.3, XP_003436484.1
OG0006695	XP_015181536.1	XP_321270.5
OG0006696	XP_015176087.1	XP_308777.4
OG0006698	XP_015172588.1, XP_015172589.1	XP_551101.3
OG0006699	XP_015181174.1	XP_001238168.1, XP_311885.3
OG0006700	XP_015191596.1	XP_319886.4
OG0006701	XP_015171825.1	XP_001238217.1
OG0006702	XP_015185550.1	XP_309521.4
OG0006703	XP_015179700.1	XP_315842.3
OG0006704	XP_015171599.1	XP_320139.3
OG0006705	XP_015187680.1	XP_001689030.1
OG0006706	XP_015177006.1	XP_555988.2
OG0006707	XP_015185271.1	XP_306780.4, XP_319297.4
OG0006708	XP_015184696.1	XP_311171.2
OG0006709	XP_015173427.1, XP_015173428.1	XP_319247.1
OG0006710	XP_015181383.1	XP_320934.4
OG0006711	XP_015175797.1	XP_313623.5
OG0006713	XP_015188727.1	XP_307638.3, XP_315226.3
OG0006714	XP_015181744.1	XP_313663.5
OG0006716	XP_015191014.1	XP_308324.3
OG0006717	XP_015183388.1	XP_315695.4
OG0006719	XP_015185236.1	XP_308677.4
OG0006720	XP_015190479.1, XP_015190478.1, XP_015190477.1	XP_308982.4
OG0006721	XP_015177798.1	XP_308575.4
OG0006722	XP_015187908.1	XP_316315.4
OG0006723	XP_015174009.1	XP_314091.4
OG0006724	XP_015189284.1, XP_015189291.1	XP_001687969.2
OG0006725	XP_015179193.1	XP_319593.4
OG0006726	XP_015179670.1	XP_319094.3
OG0006728	XP_015187001.1	XP_003437053.1, XP_311188.5
OG0006729	XP_015178923.1	XP_314789.4
OG0006730	XP_015190551.1	XP_001237598.1
OG0006731	XP_015191494.1	XP_317335.2
OG0006732	XP_015183526.1	XP_319743.3
OG0006733	XP_015178313.1	XP_553768.3
OG0006734	XP_015189168.1	XP_310126.4
OG0006735	XP_015185968.1	XP_316836.5
OG0006736	XP_015178409.1, XP_015178408.1	XP_318816.4
OG0006738	XP_015183099.1	XP_307868.4
OG0006739	XP_015179500.1, XP_015179498.1	XP_001689012.1
OG0006740	XP_015171707.1, XP_015171706.1	XP_309313.4
OG0006741	XP_015185123.1	XP_003437006.1, XP_310609.4, XP_003437007.1
OG0006742	XP_015175481.1	XP_563692.3
OG0006744	XP_015175889.1, XP_015175880.1	XP_313363.4, XP_313364.5
OG0006745	XP_015181211.1	XP_312520.4
OG0006746	XP_015184289.1	XP_320491.4
OG0006747	XP_015173325.1	XP_307904.5
OG0006748	XP_015182672.1	XP_560488.2, XP_563132.3
OG0006749	XP_015176159.1	XP_317813.4
OG0006750	XP_015176074.1	XP_561078.5, XP_312885.5
OG0006751	XP_015187391.1	XP_003435755.1, XP_322019.5
OG0006752	XP_015173131.1	XP_309890.4, XP_307079.4, XP_309887.4
OG0006753	XP_015171634.1, XP_015171635.1	XP_001230813.2
OG0006754	XP_015190869.1	XP_312563.4
OG0006757	XP_015178666.1	XP_003435718.1
OG0006759	XP_015188721.1	XP_555903.4
OG0006798	XP_015184302.1	XP_309749.4
OG0006799	XP_015174140.1	XP_310207.3
OG0006800	XP_015173624.1	XP_319038.4
OG0006801	XP_015172981.1	XP_559226.2
OG0006802	XP_015190490.1	XP_318388.2
OG0006803	XP_015173986.1	XP_316594.2
OG0006804	XP_015171054.1	XP_550819.1
OG0006805	XP_015180725.1	XP_321584.5
OG0006806	XP_015180804.1	XP_310431.5
OG0006807	XP_015183226.1	XP_319443.3
OG0006808	XP_015173503.1	XP_317632.3
OG0006809	XP_015176374.1	XP_309508.3
OG0006810	XP_015190018.1	XP_312426.2
OG0006811	XP_015177934.1	XP_318643.3
OG0006812	XP_015189298.1	XP_312889.2
OG0006814	XP_015183751.1	XP_321389.2
OG0006815	XP_015182001.1	XP_319471.3
OG0006816	XP_015181755.1	XP_317417.3
OG0006818	XP_015183945.1	XP_315392.3
OG0006819	XP_015171747.1	XP_322023.2
OG0006820	XP_015190621.1	XP_318678.2
OG0006821	XP_015176765.1	XP_308804.2
OG0006822	XP_015171512.1	XP_320796.3
OG0006823	XP_015183086.1	XP_315881.3
OG0006824	XP_015176928.1	XP_312551.1
OG0006825	XP_015178222.1	XP_318676.3
OG0006826	XP_015174951.1	XP_321467.4
OG0006827	XP_015178753.1	XP_318687.4
OG0006828	XP_015173223.1	XP_311759.5
OG0006829	XP_015191101.1	XP_314290.2
OG0006830	XP_015180954.1	XP_312922.4
OG0006831	XP_015173399.1	XP_308803.4
OG0006832	XP_015188010.1	XP_309401.4
OG0006833	XP_015179658.1	XP_314297.3
OG0006834	XP_015173107.1	XP_001688182.1
OG0006835	XP_015185801.1	XP_320178.2
OG0006836	XP_015173152.1	XP_314877.2
OG0006838	XP_015177609.1	XP_310515.2
OG0006839	XP_015178735.1	XP_308297.3
OG0006840	XP_015173238.1	XP_001230863.2
OG0006841	XP_015189270.1	XP_312567.3
OG0006842	XP_015176885.1	XP_308019.4
OG0006843	XP_015186926.1	XP_320254.2
OG0006844	XP_015191165.1	XP_318245.2
OG0006845	XP_015181513.1	XP_308936.4
OG0006846	XP_015190784.1	XP_001237112.2
OG0006847	XP_015173695.1	XP_315096.4
OG0006848	XP_015182887.1	XP_310655.5
OG0006849	XP_015177686.1	XP_001238318.2
OG0006850	XP_015176507.1	XP_309484.3
OG0006851	XP_015188805.1	XP_321485.5
OG0006852	XP_015177209.1	XP_313763.2
OG0006853	XP_015179628.1	XP_315868.2
OG0006854	XP_015190708.1	XP_321477.2
OG0006855	XP_015175557.1	XP_317641.2
OG0006856	XP_015188294.1	XP_001688103.1
OG0006857	XP_015182904.1	XP_307966.3
OG0006858	XP_015175589.1	XP_316680.3
OG0006859	XP_015189642.1	XP_317733.3
OG0006861	XP_015184801.1	XP_309959.3
OG0006862	XP_015188774.1	XP_309756.4
OG0006863	XP_015181523.1	XP_311496.3
OG0006864	XP_015190183.1	XP_308669.2
OG0006865	XP_015175051.1	XP_315787.4
OG0006866	XP_015181765.1	XP_003437090.1, XP_311283.5
OG0006867	XP_015177895.1	XP_316784.4
OG0006868	XP_015187305.1	XP_318884.4
OG0006869	XP_015184639.1	XP_001237757.1
OG0006870	XP_015185149.1	XP_309058.3
OG0006871	XP_015189446.1	XP_315939.2
OG0006872	XP_015174417.1	XP_319979.4
OG0006874	XP_015187348.1	XP_309148.5
OG0006875	XP_015172560.1	XP_556725.3
OG0006876	XP_015175496.1	XP_316317.4
OG0006877	XP_015175984.1	XP_318880.4
OG0006878	XP_015179927.1	XP_312214.4
OG0006879	XP_015176879.1	XP_554756.3
OG0006880	XP_015179373.1	XP_003436524.1
OG0006881	XP_015174968.1	XP_312794.3
OG0006882	XP_015184819.1	XP_319892.4
OG0006884	XP_015177155.1	XP_319011.4
OG0006885	XP_015181939.1	XP_317849.4
OG0006886	XP_015187408.1	XP_310380.2
OG0006887	XP_015187918.1	XP_314711.4
OG0006888	XP_015183150.1	XP_315900.2
OG0006890	XP_015175482.1	XP_319830.2
OG0006891	XP_015180434.1	XP_311467.3
OG0006892	XP_015171461.1	XP_308945.4
OG0006893	XP_015179926.1	XP_316859.4
OG0006894	XP_015175576.1	XP_316297.4
OG0006895	XP_015183006.1	XP_310117.3
OG0006896	XP_015185276.1	XP_317628.1
OG0006897	XP_015176248.1	XP_312998.4
OG0006898	XP_015189275.1	XP_317654.4
OG0006899	XP_015190778.1	XP_320753.4
OG0006900	XP_015176952.1	XP_320085.4
OG0006901	XP_015177780.1	XP_319827.2
OG0006902	XP_015181899.1	XP_319816.4
OG0006903	XP_015187120.1	XP_312105.2
OG0006904	XP_015185717.1	XP_309936.2
OG0006905	XP_015184929.1	XP_561529.3, XP_313923.3
OG0006906	XP_015184521.1	XP_315631.3
OG0006907	XP_015180156.1	XP_320232.4
OG0006908	XP_015177892.1	XP_003436976.1, XP_001237305.3
OG0006909	XP_015179623.1	XP_308695.4
OG0006910	XP_015188732.1	XP_315220.5
OG0006911	XP_015187558.1	XP_320701.2
OG0006912	XP_015181641.1	XP_319828.3
OG0006913	XP_015177825.1	XP_312391.5
OG0006914	XP_015190727.1	XP_308657.2
OG0006915	XP_015186393.1	XP_001688892.1
OG0006916	XP_015172898.1	XP_318835.4
OG0006917	XP_015175696.1	XP_311882.5
OG0006918	XP_015175767.1	XP_309056.3
OG0006919	XP_015174168.1	XP_317515.4
OG0006920	XP_015185849.1	XP_313789.5
OG0006921	XP_015177546.1	XP_311234.5
OG0006922	XP_015184174.1	XP_315043.4
OG0006923	XP_015173201.1	XP_321856.5
OG0006924	XP_015172557.1	XP_308268.3
OG0006925	XP_015177615.1	XP_313154.4
OG0006927	XP_015186950.1	XP_315413.3
OG0006928	XP_015181998.1	XP_563754.3
OG0006929	XP_015187514.1	XP_319554.4
OG0006930	XP_015178557.1	XP_310702.5
OG0006931	XP_015182280.1	XP_321039.5
OG0006932	XP_015186633.1	XP_314924.3
OG0006933	XP_015173569.1	XP_316230.4
OG0006935	XP_015177560.1	XP_314018.2
OG0006937	XP_015179502.1	XP_310253.6
OG0006938	XP_015184774.1	XP_317575.3
OG0006939	XP_015187616.1	XP_310987.5
OG0006940	XP_015183752.1	XP_319634.4
OG0006941	XP_015172143.1	XP_001688687.1
OG0006943	XP_015183845.1	XP_318802.4
OG0006944	XP_015181341.1	XP_321196.5
OG0006945	XP_015173991.1	XP_316830.5
OG0006946	XP_015188016.1	XP_320720.3
OG0006948	XP_015187679.1, XP_015187678.1	XP_314144.2
OG0006949	XP_015172067.1	XP_317493.4
OG0006950	XP_015179121.1	XP_313695.5
OG0006951	XP_015171424.1	XP_307858.3
OG0006952	XP_015189773.1	XP_319981.3
OG0006953	XP_015188290.1	XP_313053.5
OG0006954	XP_015190678.1	XP_308716.2
OG0006955	XP_015188344.1	XP_310400.3
OG0006956	XP_015173151.1	XP_314013.1
OG0006957	XP_015190495.1	XP_313972.3
OG0006958	XP_015172145.1	XP_314007.3, XP_001688505.1
OG0006959	XP_015182487.1, XP_015182486.1	XP_315948.4
OG0006960	XP_015185163.1	XP_308558.3
OG0006961	XP_015174064.1	XP_308347.1
OG0006962	XP_015179542.1	XP_318051.4
OG0006963	XP_015175955.1, XP_015175956.1	XP_319588.4
OG0006967	XP_015174218.1	XP_309061.4
OG0006968	XP_015179350.1	XP_314572.4
OG0006969	XP_015177950.1	XP_003435802.1
OG0006970	XP_015172713.1	XP_001237853.2
OG0006971	XP_015180838.1	XP_318402.5
OG0006972	XP_015177475.1	XP_317169.2
OG0006973	XP_015185474.1	XP_310613.2
OG0006974	XP_015186441.1	XP_321248.5
OG0006975	XP_015183712.1	XP_312142.5
OG0006976	XP_015178915.1	XP_565171.3
OG0006979	XP_015175409.1	XP_319137.4
OG0006980	XP_015173024.1	XP_001238556.3
OG0006981	XP_015188229.1	XP_001689038.1
OG0006982	XP_015185480.1	XP_316120.4
OG0006983	XP_015185193.1	XP_315744.4
OG0006984	XP_015179597.1	XP_309338.4
OG0006985	XP_015172882.1	XP_308256.3
OG0006986	XP_015189190.1	XP_555462.3
OG0006987	XP_015179712.1	XP_308210.3
OG0006988	XP_015177957.1	XP_317573.3
OG0006989	XP_015173533.1	XP_551404.1
OG0006990	XP_015173187.1	XP_317545.4
OG0006991	XP_015182783.1	XP_308647.4
OG0006992	XP_015171598.1	XP_315935.4
OG0006993	XP_015174360.1	XP_319418.4
OG0006994	XP_015176446.1	XP_315384.3
OG0006996	XP_015179697.1	XP_001687782.2
OG0006998	XP_015189662.1	XP_313672.5
OG0006999	XP_015174164.1	XP_312926.5
OG0007001	XP_015184168.1	XP_308299.2
OG0007002	XP_015177838.1	XP_315477.2
OG0007003	XP_015180995.1	XP_312244.5
OG0007004	XP_015184746.1	XP_313776.4
OG0007005	XP_015181343.1	XP_310993.5
OG0007006	XP_015189376.1	XP_312412.4
OG0007007	XP_015177694.1	XP_316782.3
OG0007008	XP_015181110.1	XP_001689354.1
OG0007009	XP_015181087.1	XP_317543.4
OG0007010	XP_015182178.1	XP_310539.4
OG0007012	XP_015180363.1	XP_313920.4
OG0007013	XP_015191633.1	XP_315851.4
OG0007014	XP_015181283.1	XP_310958.5
OG0007015	XP_015171773.1	XP_321966.5
OG0007016	XP_015186133.1	XP_312887.5
OG0007017	XP_015190437.1	XP_318573.3
OG0007018	XP_015179944.1	XP_318286.5
OG0007020	XP_015177430.1	XP_313346.3
OG0007021	XP_015186293.1	XP_320870.3
OG0007022	XP_015176212.1	XP_307942.5
OG0007023	XP_015176940.1	XP_311352.5
OG0007024	XP_015172714.1	XP_309799.4
OG0007025	XP_015190366.1	XP_321935.4
OG0007026	XP_015183600.1	XP_321225.3
OG0007027	XP_015182187.1	XP_320530.4
OG0007028	XP_015187474.1	XP_309038.2
OG0007029	XP_015180480.1	XP_321283.5
OG0007030	XP_015172462.1	XP_312161.3
OG0007031	XP_015189442.1	XP_319111.4
OG0007032	XP_015185981.1	XP_315789.4
OG0007033	XP_015172695.1	XP_001237863.2
OG0007034	XP_015173349.1, XP_015173348.1	XP_313094.4
OG0007035	XP_015183711.1	XP_317779.3
OG0007036	XP_015191783.1	XP_308273.4
OG0007037	XP_015183929.1	XP_003436665.1, XP_318390.5
OG0007038	XP_015181743.1	XP_315595.3
OG0007039	XP_015174532.1	XP_315056.4
OG0007040	XP_015188919.1	XP_314733.4
OG0007041	XP_015184102.1	XP_312938.4
OG0007042	XP_015183063.1	XP_003436141.1
OG0007043	XP_015188574.1	XP_316670.4
OG0007044	XP_015191448.1	XP_314072.3
OG0007045	XP_015185174.1	XP_307889.3
OG0007046	XP_015182335.1	XP_320818.4
OG0007047	XP_015188622.1	XP_319108.4
OG0007049	XP_015185320.1	XP_308469.4
OG0007050	XP_015178994.1	XP_316513.4
OG0007051	XP_015184193.1	XP_314341.1
OG0007052	XP_015180009.1	XP_308556.3
OG0007053	XP_015176646.1	XP_313113.4
OG0007054	XP_015183397.1	XP_320188.4
OG0007055	XP_015182660.1	XP_313909.4
OG0007056	XP_015188841.1	XP_311936.4
OG0007057	XP_015176628.1	XP_001688190.1
OG0007058	XP_015184695.1	XP_320533.4
OG0007060	XP_015190260.1	XP_318050.4
OG0007061	XP_015178689.1	XP_318376.5
OG0007062	XP_015185677.1	XP_321316.4, XP_309120.4
OG0007063	XP_015177086.1	XP_320546.4
OG0007064	XP_015186278.1	XP_309901.3
OG0007065	XP_015184922.1	XP_311147.5
OG0007066	XP_015185829.1	XP_317566.4
OG0007067	XP_015184192.1	XP_320877.4
OG0007068	XP_015184343.1	XP_320057.3
OG0007070	XP_015183196.1	XP_316104.4
OG0007071	XP_015174430.1	XP_319165.3
OG0007072	XP_015177697.1	XP_315050.2
OG0007073	XP_015172464.1	XP_315362.4
OG0007074	XP_015190663.1	XP_317065.3
OG0007075	XP_015173330.1	XP_311136.2, XP_001238542.2
OG0007076	XP_015173202.1	XP_551799.2
OG0007077	XP_015185089.1	XP_313299.1
OG0007078	XP_015176333.1	XP_319140.3
OG0007080	XP_015172335.1	XP_321598.5
OG0007081	XP_015178841.1	XP_319486.4
OG0007082	XP_015182138.1	XP_315910.3
OG0007083	XP_015181330.1	XP_310152.4
OG0007084	XP_015177171.1	XP_551659.3
OG0007086	XP_015187519.1	XP_308573.4
OG0007087	XP_015181305.1	XP_313306.5
OG0007088	XP_015186103.1	XP_321706.5
OG0007089	XP_015172566.1	XP_320470.4
OG0007090	XP_015191715.1	XP_313806.5
OG0007091	XP_015176855.1	XP_001689007.1
OG0007092	XP_015180157.1	XP_314552.2
OG0007094	XP_015180592.1	XP_320768.4
OG0007095	XP_015184635.1	XP_310668.5
OG0007096	XP_015188772.1	XP_311867.4
OG0007097	XP_015188852.1	XP_001687824.2
OG0007098	XP_015176877.1	XP_319643.4
OG0007099	XP_015183627.1	XP_319936.4
OG0007100	XP_015184648.1	XP_312182.5
OG0007102	XP_015182428.1	XP_558349.4
OG0007103	XP_015175239.1	XP_321631.5
OG0007104	XP_015175542.1	XP_315644.3
OG0007105	XP_015189569.1	XP_308014.5
OG0007106	XP_015191820.1	XP_316001.4
OG0007107	XP_015185850.1	XP_001689008.1
OG0007108	XP_015187123.1	XP_321934.5
OG0007109	XP_015172845.1	XP_317984.3
OG0007110	XP_015176499.1	XP_318486.5
OG0007111	XP_015186025.1	XP_001689319.2
OG0007112	XP_015189120.1	XP_315635.2
OG0007113	XP_015181434.1	XP_321679.3
OG0007115	XP_015177249.1	XP_309360.3
OG0007116	XP_015173019.1	XP_315554.3
OG0007117	XP_015186592.1	XP_320413.3
OG0007118	XP_015178098.1	XP_315790.3
OG0007119	XP_015176216.1	XP_320740.4
OG0007120	XP_015179086.1	XP_312908.4
OG0007121	XP_015183658.1	XP_313091.4
OG0007122	XP_015174947.1	XP_317120.3
OG0007123	XP_015181047.1	XP_308497.4
OG0007124	XP_015176834.1	XP_311865.4
OG0007125	XP_015183385.1	XP_308338.4
OG0007126	XP_015173763.1	XP_315991.4
OG0007127	XP_015180787.1	XP_319629.4
OG0007128	XP_015190420.1	XP_309181.5
OG0007129	XP_015182671.1	XP_320408.4
OG0007130	XP_015181039.1	XP_319365.4
OG0007131	XP_015180353.1	XP_314852.3
OG0007132	XP_015179620.1	XP_314729.4
OG0007134	XP_015182250.1	XP_317136.4
OG0007135	XP_015180239.1	XP_309937.4
OG0007136	XP_015172905.1	XP_308188.4
OG0007137	XP_015172174.1	XP_313303.5
OG0007138	XP_015191024.1	XP_308400.4
OG0007139	XP_015177799.1	XP_319040.3
OG0007140	XP_015191514.1	XP_315659.1
OG0007141	XP_015181106.1	XP_315089.3
OG0007142	XP_015188318.1	XP_315374.4
OG0007143	XP_015179582.1	XP_311995.4
OG0007144	XP_015179249.1	XP_310410.3
OG0007145	XP_015184536.1	XP_320056.4
OG0007146	XP_015176266.1	XP_322018.5
OG0007147	XP_015173398.1	XP_308802.3
OG0007148	XP_015175505.1	XP_312549.3
OG0007149	XP_015187336.1	XP_310217.4
OG0007150	XP_015174673.1	XP_320697.4
OG0007151	XP_015173538.1	XP_317372.3
OG0007152	XP_015177114.1	XP_319449.3
