Orthogroup	Habropoda_laboriosa	Megachile_rotundata
OG0007918	XP_017790505.1	XP_003706570.2
OG0007919	XP_017790443.1	XP_003706566.1
OG0007920	XP_017792948.1	XP_003708635.1
OG0007921	XP_017792353.1	XP_003702056.1
OG0007922	XP_017799051.1	XP_003707938.1
OG0007923	XP_017799062.1	XP_003707937.1
OG0007924	XP_017791507.1	XP_003706824.1
OG0007925	XP_017792676.1	XP_003701849.2
OG0007926	XP_017795009.1	XP_003704124.1
OG0007927	XP_017794788.1	XP_003699634.1
OG0007928	XP_017798859.1	XP_012137181.1
OG0007929	XP_017790643.1	XP_003707357.1
OG0007930	XP_017790269.1	XP_012138687.1
OG0007931	XP_017794700.1	XP_003701920.1
OG0007932	XP_017789575.1	XP_003701374.1
OG0007933	XP_017793251.1	XP_003705699.1
OG0007934	XP_017795116.1	XP_003705930.1
OG0007935	XP_017796333.1	XP_012148514.1
OG0007936	XP_017791674.1	XP_003700339.1
OG0007937	XP_017791770.1	XP_003700051.1
OG0007938	XP_017799598.1	XP_003700022.1
OG0007939	XP_017787407.1	XP_003701170.1
OG0007940	XP_017789401.1	XP_003708159.1
OG0007941	XP_017793332.1	XP_012134986.1
OG0007942	XP_017788681.1	XP_003700642.1
OG0007943	XP_017788646.1	XP_003707272.1
OG0007944	XP_017788078.1	XP_003704053.1
OG0007945	XP_017791688.1	XP_012142233.1
OG0007946	XP_017788128.1	XP_012151063.1
OG0007947	XP_017792961.1	XP_012154566.1
OG0007948	XP_017797310.1	XP_012144265.1
OG0007949	XP_017799248.1	XP_012147866.1
OG0007950	XP_017795147.1	XP_003708502.2
OG0007951	XP_017793075.1	XP_003700561.1
OG0007952	XP_017798894.1	XP_003703466.1
OG0007953	XP_017791113.1	XP_012144740.1
OG0007954	XP_017797166.1	XP_012152858.1
OG0007955	XP_017798224.1	XP_003708407.1
OG0007956	XP_017792582.1	XP_003702215.1
OG0007957	XP_017794058.1	XP_003701273.1
OG0007958	XP_017791217.1	XP_003705086.1
OG0007959	XP_017791921.1	XP_003700338.1
OG0007960	XP_017797880.1	XP_003700250.1
OG0007961	XP_017794000.1	XP_003701264.1
OG0007962	XP_017788140.1	XP_003704038.1
OG0007963	XP_017794235.1	XP_003703075.1
OG0007964	XP_017796485.1	XP_003701464.1
OG0007965	XP_017791399.1	XP_003704985.1
OG0007966	XP_017790908.1	XP_003706236.1
OG0007967	XP_017790858.1	XP_003702519.1
OG0007968	XP_017799102.1	XP_012151821.1
OG0007969	XP_017792248.1	XP_003702090.1
OG0007970	XP_017790517.1	XP_012141454.1
OG0007971	XP_017788326.1	XP_003706672.1
OG0007972	XP_017791721.1	XP_003704015.1
OG0007973	XP_017797840.1	XP_012148197.1
OG0007974	XP_017789479.1	XP_003699838.1
OG0007975	XP_017798650.1	XP_003702992.1
OG0007976	XP_017793927.1	XP_003706951.1
OG0007977	XP_017792440.1	XP_003704935.1
OG0007978	XP_017787992.1	XP_003707128.1
OG0007979	XP_017791339.1	XP_003700773.1
OG0007980	XP_017792111.1	XP_003701090.1
OG0007981	XP_017791152.1	XP_003700335.1
OG0007982	XP_017791178.1	XP_003705096.1
OG0007983	XP_017789571.1	XP_003701351.1
OG0007984	XP_017790154.1	XP_003700760.1
OG0007985	XP_017799224.1	XP_003703807.1
OG0007986	XP_017796033.1	XP_003701886.1
OG0007987	XP_017793406.1	XP_003699373.1
OG0007988	XP_017793297.1	XP_012138667.1
OG0007989	XP_017797082.1	XP_012135011.1
OG0007990	XP_017798415.1	XP_003700532.1
OG0007991	XP_017797890.1	XP_003700310.1
OG0007992	XP_017797894.1	XP_003701037.1
OG0007993	XP_017790171.1	XP_012137003.1
OG0007994	XP_017792628.1	XP_003702349.1
OG0007995	XP_017789350.1	XP_003708147.1
OG0007996	XP_017792735.1	XP_012149835.1, XP_003707193.1
OG0007997	XP_017790111.1	XP_003706812.1
OG0007998	XP_017788590.1	XP_003699539.1
OG0007999	XP_017792193.1	XP_012139116.1
OG0008000	XP_017787868.1	XP_003702024.1
OG0008001	XP_017789136.1	XP_003703367.1
OG0008002	XP_017790945.1	XP_003704477.1
OG0008003	XP_017796413.1	XP_003699445.1
OG0008004	XP_017797204.1	XP_003703022.1
OG0008005	XP_017799065.1	XP_012151423.1
OG0008006	XP_017791414.1	XP_003700768.1
OG0008007	XP_017795228.1	XP_003706300.1
OG0008008	XP_017792566.1	XP_003701942.1
OG0008009	XP_017789788.1	XP_012154069.1
OG0008010	XP_017791208.1	XP_003707503.1
OG0008011	XP_017794455.1	XP_003700951.1
OG0008012	XP_017793017.1	XP_003700619.1
OG0008013	XP_017790765.1	XP_003707343.1
OG0008014	XP_017787896.1	XP_003706303.1
OG0008015	XP_017794347.1	XP_003707654.1
OG0008016	XP_017788350.1	XP_003706669.1
OG0008017	XP_017794879.1	XP_003704141.1
OG0008018	XP_017787872.1	XP_012149883.1
OG0008019	XP_017797371.1	XP_003699585.1
OG0008020	XP_017799166.1	XP_012153484.1
OG0008021	XP_017790161.1	XP_003705720.1
OG0008022	XP_017792055.1	XP_012138133.1
OG0008023	XP_017789040.1	XP_012140661.1
OG0008024	XP_017790285.1	XP_003699378.1
OG0008025	XP_017791474.1	XP_012146165.1
OG0008026	XP_017788064.1	XP_012147354.1
OG0008027	XP_017788106.1	XP_003705020.1
OG0008028	XP_017793638.1	XP_003706738.1
OG0008029	XP_017795248.1	XP_003706299.1
OG0008030	XP_017794699.1	XP_003701937.1
OG0008031	XP_017797430.1	XP_003707240.1
OG0008032	XP_017789956.1	XP_012148486.1
OG0008033	XP_017798303.1	XP_012154181.1
OG0008034	XP_017797777.1	XP_003702846.1
OG0008035	XP_017795828.1	XP_003703243.1
OG0008036	XP_017796594.1	XP_003704743.2, XP_012143918.1
OG0008037	XP_017796654.1	XP_012143916.1
OG0008038	XP_017793571.1	XP_003708036.1
OG0008039	XP_017792155.1	XP_003702668.2
OG0008040	XP_017792192.1	XP_003707268.1
OG0008041	XP_017799494.1	XP_012139289.1
OG0008042	XP_017787711.1	XP_003700272.1
OG0008043	XP_017794706.1	XP_012142392.1
OG0008044	XP_017793732.1	XP_012140854.1
OG0008045	XP_017791710.1	XP_003704043.1
OG0008046	XP_017793039.1	XP_012153686.1
OG0008047	XP_017799137.1	XP_003705041.1
OG0008048	XP_017793919.1	XP_003704592.2
OG0008049	XP_017798919.1	XP_003703591.1
OG0008050	XP_017797775.1	XP_003708087.1
OG0008051	XP_017790429.1	XP_003701509.1
OG0008052	XP_017790245.1	XP_012141115.1
OG0008053	XP_017790497.1	XP_012144101.1
OG0008054	XP_017790499.1	XP_003704813.1
OG0008055	XP_017790178.1	XP_003703458.1
OG0008056	XP_017790925.1	XP_003702620.1
OG0008057	XP_017796486.1	XP_003701547.1
OG0008058	XP_017788231.1	XP_012146224.1
OG0008059	XP_017795135.1	XP_003705318.1
OG0008060	XP_017793424.1	XP_003699287.2
OG0008061	XP_017793360.1	XP_003699366.1
OG0008062	XP_017793850.1	XP_012143882.1
OG0008063	XP_017787908.1	XP_003705439.1
OG0008064	XP_017791233.1	XP_003705068.1
OG0008065	XP_017797768.1	XP_003708271.2
OG0008066	XP_017795186.1	XP_003708474.1
OG0008067	XP_017795633.1	XP_003702209.1
OG0008068	XP_017795636.1	XP_003702210.1
OG0008069	XP_017789461.1	XP_003699861.2
OG0008070	XP_017796164.1	XP_003706080.2
OG0008071	XP_017793034.1	XP_003707781.2
OG0008072	XP_017793052.1	XP_003707739.1
OG0008073	XP_017788015.1	XP_003707121.1
OG0008074	XP_017789472.1	XP_003699840.1
OG0008075	XP_017794989.1	XP_012152799.1
OG0008076	XP_017793995.1	XP_003707518.1
OG0008077	XP_017795624.1	XP_003702205.1
OG0008078	XP_017787833.1	XP_003704639.1
OG0008079	XP_017799372.1	XP_003707891.1
OG0008080	XP_017798274.1	XP_003708398.1
OG0008081	XP_017798278.1	XP_003708396.1
OG0008082	XP_017797228.1	XP_003706367.1
OG0008083	XP_017798461.1	XP_012154365.1
OG0008084	XP_017794561.1	XP_012147888.1
OG0008085	XP_017799273.1	XP_003703873.1
OG0008086	XP_017790097.1	XP_003700691.1
OG0008087	XP_017794018.1, XP_017794017.1	XP_003702534.1
OG0008088	XP_017798890.1	XP_003703439.1
OG0008090	XP_017794043.1	XP_003701268.1
OG0008091	XP_017791728.1	XP_003703974.1
OG0008092	XP_017799252.1	XP_003703719.1
OG0008093	XP_017799251.1	XP_003703721.1
OG0008094	XP_017791184.1	XP_012135682.1
OG0008095	XP_017787579.1	XP_003700676.1
OG0008096	XP_017788836.1	XP_003699879.2
OG0008098	XP_017790785.1	XP_012139146.1
OG0008099	XP_017790771.1	XP_012139203.1
OG0008100	XP_017798732.1	XP_003702802.1
OG0008101	XP_017798351.1	XP_012145486.1
OG0008102	XP_017789488.1	XP_012146147.1
OG0008103	XP_017789702.1	XP_003699687.1
OG0008104	XP_017790106.1	XP_003703672.1
OG0008105	XP_017797858.1	XP_003700251.1
OG0008106	XP_017792447.1	XP_003704917.1
OG0008107	XP_017794672.1	XP_003701959.1
OG0008108	XP_017787881.1	XP_003706327.1
OG0008109	XP_017797788.1	XP_003702856.1
OG0008110	XP_017798936.1	XP_003703474.1
OG0008111	XP_017794746.1	XP_012151312.1
OG0008112	XP_017797306.1	XP_003699561.1
OG0008113	XP_017793354.1	XP_003705752.1
OG0008114	XP_017792577.1	XP_003701944.2
OG0008115	XP_017787484.1	XP_003701146.1
OG0008116	XP_017794649.1	XP_003706115.1
OG0008117	XP_017788180.1	XP_012148313.1
OG0008118	XP_017791771.1	XP_012149035.1
OG0008119	XP_017788210.1	XP_003706598.1
OG0008120	XP_017788239.1	XP_003707660.1
OG0008121	XP_017795344.1	XP_003700358.1
OG0008122	XP_017796530.1	XP_003701525.1
OG0008123	XP_017789013.1	XP_012138402.1
OG0008124	XP_017797303.1	XP_003699563.1
OG0008125	XP_017789188.1	XP_003703311.1
OG0008126	XP_017794266.1	XP_003703502.1
OG0008127	XP_017789750.1	XP_003706800.1
OG0008128	XP_017794667.1	XP_003699797.1
OG0008129	XP_017788583.1	XP_003702258.1
OG0008130	XP_017790685.1	XP_012150290.1
OG0008131	XP_017792947.1	XP_003708643.1
OG0008132	XP_017799339.1	XP_003708019.1
OG0008133	XP_017788372.1	XP_003701461.1
OG0008134	XP_017794452.1	XP_003700869.1
OG0008135	XP_017798133.1	XP_003700829.1
OG0008136	XP_017799574.1	XP_012138892.1
OG0008137	XP_017796326.1	XP_012148551.1
OG0008138	XP_017789705.1	XP_003699695.1
OG0008139	XP_017789585.1	XP_003703426.1
OG0008140	XP_017797495.1	XP_012137037.1
OG0008141	XP_017796931.1	XP_003704440.2
OG0008142	XP_017794001.1	XP_003702560.1
OG0008143	XP_017795927.1	XP_003705333.1
OG0008144	XP_017787814.1	XP_003702146.1
OG0008145	XP_017788637.1	XP_003707279.1
OG0008146	XP_017789076.1	XP_012146752.1
OG0008147	XP_017794244.1	XP_003708061.1
OG0008148	XP_017789309.1	XP_003708202.1
OG0008149	XP_017796500.1	XP_012136634.1
OG0008150	XP_017795115.1	XP_003701663.1
OG0008151	XP_017795704.1	XP_003706427.1
OG0008152	XP_017791407.1	XP_003700778.1
OG0008153	XP_017798330.1	XP_003700423.1
OG0008154	XP_017789419.1	XP_003699851.1
OG0008155	XP_017789344.1	XP_003699887.1
OG0008156	XP_017797221.1	XP_003703946.1
OG0008157	XP_017795324.1	XP_003704553.1
OG0008158	XP_017794958.1	XP_012145554.1
OG0008159	XP_017789708.1	XP_003701371.1
OG0008160	XP_017790682.1	XP_012150316.1
OG0008161	XP_017798010.1	XP_003706457.1
OG0008162	XP_017789676.1	XP_003705324.1
OG0008163	XP_017789594.1	XP_012152115.1
OG0008164	XP_017799220.1	XP_003707911.1
OG0008165	XP_017793720.1	XP_012137051.1
OG0008166	XP_017789110.1	XP_003703290.1
OG0008167	XP_017794963.1	XP_003708052.1
OG0008168	XP_017788336.1	XP_012144715.1
OG0008169	XP_017790112.1	XP_003703527.1
OG0008170	XP_017790411.1	XP_012137639.1
OG0008171	XP_017787880.1	XP_003706326.1
OG0008172	XP_017793373.1	XP_003700615.1
OG0008173	XP_017799170.1	XP_003705046.1
OG0008174	XP_017788261.1	XP_012136752.1
OG0008175	XP_017797761.1	XP_003708273.1
OG0008176	XP_017794941.1	XP_003705357.1
OG0008177	XP_017797713.1	XP_003699796.1
OG0008178	XP_017796149.1	XP_003704027.1
OG0008179	XP_017790233.1	XP_003703515.1
OG0008180	XP_017794467.1	XP_003700856.1
OG0008181	XP_017788977.1	XP_003708180.1
OG0008182	XP_017795413.1	XP_003707030.2
OG0008183	XP_017797959.1	XP_003705532.2
OG0008184	XP_017797509.1	XP_012147815.1
OG0008185	XP_017797886.1	XP_003706555.1
OG0008186	XP_017796089.1	XP_003705419.1
OG0008187	XP_017789051.1	XP_012140726.1
OG0008188	XP_017797016.1	XP_012142093.1
OG0008189	XP_017797897.1	XP_003706578.1
OG0008190	XP_017788313.1	XP_003706686.1
OG0008191	XP_017794291.1	XP_003708485.1
OG0008192	XP_017791489.1	XP_012153017.1
OG0008193	XP_017797503.1	XP_012146719.1
OG0008194	XP_017788612.1	XP_012143335.1
OG0008195	XP_017794902.1	XP_003705377.1
OG0008196	XP_017788591.1	XP_003704562.2
OG0008197	XP_017789487.1	XP_003699927.1
OG0008198	XP_017788321.1	XP_003706667.1
OG0008199	XP_017790413.1	XP_003702216.1
OG0008200	XP_017796056.1	XP_003705426.1
OG0008201	XP_017793081.1	XP_003700558.1
OG0008202	XP_017790163.1	XP_003701992.1
OG0008203	XP_017793033.1	XP_003699276.1
OG0008204	XP_017794844.1	XP_003705410.2
OG0008205	XP_017792049.1	XP_012148992.1
OG0008206	XP_017791841.1	XP_012153358.1
OG0008207	XP_017795322.1	XP_012145130.1
OG0008208	XP_017794361.1	XP_003707651.1
OG0008209	XP_017799542.1	XP_003702550.2
OG0008210	XP_017796502.1	XP_003701553.1
OG0008211	XP_017792033.1	XP_003702102.1
OG0008212	XP_017791616.1	XP_003706891.1
OG0008213	XP_017789835.1	XP_003701736.1
OG0008214	XP_017798996.1	XP_003703797.1
OG0008215	XP_017789109.1	XP_003705797.1
OG0008216	XP_017792280.1	XP_003703136.1
OG0008217	XP_017790388.1	XP_003703698.1
OG0008218	XP_017794669.1	XP_003707112.1
OG0008219	XP_017797189.1	XP_012152876.1
OG0008220	XP_017789987.1	XP_003703554.1
OG0008221	XP_017788144.1	XP_003705013.1
OG0008222	XP_017799268.1	XP_003703798.1
OG0008223	XP_017789650.1	XP_012148187.1
OG0008224	XP_017791042.1	XP_003699213.1
OG0008225	XP_017791607.1	XP_003706885.1
OG0008226	XP_017792324.1	XP_003702042.1
OG0008227	XP_017798025.1	XP_003704475.1
OG0008228	XP_017791225.1	XP_003705102.1
OG0008229	XP_017799511.1	XP_003699614.1
OG0008230	XP_017798031.1	XP_003704476.1
OG0008231	XP_017793408.1	XP_003700549.1
OG0008232	XP_017797073.1	XP_003703048.1
OG0008233	XP_017798019.1	XP_003706450.1
OG0008234	XP_017790132.1	XP_003706808.1
OG0008235	XP_017791440.1	XP_003699181.1
OG0008236	XP_017798366.1	XP_003700420.1
OG0008237	XP_017796213.1	XP_003699461.2
OG0008238	XP_017792549.1	XP_003701799.2
OG0008239	XP_017790155.1	XP_003700690.2
OG0008240	XP_017794179.1	XP_012140194.1
OG0008241	XP_017799578.1	XP_003701440.1
OG0008242	XP_017787808.1	XP_003704641.1
OG0008243	XP_017790062.1	XP_012148942.1
OG0008244	XP_017799363.1	XP_003703724.1
OG0008245	XP_017788342.1	XP_003703782.1
OG0008246	XP_017788299.1	XP_012141855.1
OG0008247	XP_017793345.1	XP_003699952.1
OG0008248	XP_017793623.1	XP_003705186.2
OG0008249	XP_017794680.1	XP_003701917.1
OG0008250	XP_017794199.1	XP_003703148.1
OG0008251	XP_017798809.1	XP_012139789.1
OG0008252	XP_017788132.1	XP_003708075.1
OG0008253	XP_017787473.1	XP_003701154.1
OG0008254	XP_017793530.1	XP_003706014.1
OG0008255	XP_017798152.1	XP_003706227.1
OG0008256	XP_017789490.1	XP_003708142.1
OG0008257	XP_017794809.1	XP_003701414.1
OG0008258	XP_017797327.1	XP_003704874.1
OG0008259	XP_017794459.1	XP_003700952.1
OG0008260	XP_017787895.1	XP_003707246.1
OG0008261	XP_017793901.1	XP_003706870.1
OG0008262	XP_017796503.1	XP_003701487.1
OG0008263	XP_017788849.1	XP_012142916.1
OG0008264	XP_017789427.1	XP_003699862.1
OG0008265	XP_017794011.1	XP_003701107.1
OG0008266	XP_017795674.1	XP_003702179.1
OG0008267	XP_017794015.1	XP_012135647.1
OG0008268	XP_017789686.1	XP_003707707.1
OG0008269	XP_017790929.1	XP_003699396.1
OG0008270	XP_017789693.1	XP_003707708.1
OG0008271	XP_017799194.1	XP_003708026.1
OG0008272	XP_017798969.1	XP_012151584.1
OG0008273	XP_017788240.1	XP_003707671.1
OG0008274	XP_017793110.1	XP_003699256.1
OG0008275	XP_017792303.1	XP_003702061.1
OG0008276	XP_017799158.1	XP_003703870.1
OG0008277	XP_017795346.1	XP_003705284.1
OG0008278	XP_017792362.1	XP_003702048.1
OG0008279	XP_017788595.1	XP_003699876.2
OG0008280	XP_017789329.1	XP_003708227.1
OG0008281	XP_017794500.1	XP_003706237.1
OG0008282	XP_017795404.1	XP_003700373.1
OG0008283	XP_017791341.1	XP_012134629.1
OG0008284	XP_017792462.1	XP_012144351.1
OG0008285	XP_017790971.1	XP_012139046.1
OG0008286	XP_017796505.1	XP_003701466.1
OG0008287	XP_017788909.1	XP_012142933.1
OG0008288	XP_017793006.1	XP_003706353.1
OG0008289	XP_017793288.1	XP_003703627.1
OG0008290	XP_017797307.1	XP_012144118.1
OG0008291	XP_017789440.1	XP_003708170.1
OG0008292	XP_017798035.1	XP_003707509.1
OG0008293	XP_017794802.1	XP_012136319.1
OG0008294	XP_017798880.1	XP_003703524.1
OG0008295	XP_017789263.1	XP_012150975.1
OG0008296	XP_017788636.1	XP_003707452.1
OG0008297	XP_017793091.1	XP_003706527.1
OG0008298	XP_017797372.1	XP_003706424.1
OG0008299	XP_017798138.1	XP_003706155.1
OG0008300	XP_017790816.1	XP_003702691.1
OG0008301	XP_017794931.1	XP_003707836.1
OG0008302	XP_017796935.1	XP_003702608.1
OG0008303	XP_017798388.1	XP_003700461.1
OG0008304	XP_017798130.1	XP_003706156.1
OG0008305	XP_017792651.1	XP_003707243.1
OG0008306	XP_017794792.1	XP_003700942.1
OG0008307	XP_017797217.1	XP_003703757.1
OG0008308	XP_017792393.1	XP_003706587.1
OG0008309	XP_017793681.1	XP_003707289.1
OG0008310	XP_017790138.1	XP_012149222.1
OG0008311	XP_017790914.1	XP_003704893.1
OG0008312	XP_017788023.1	XP_003699835.1
OG0008313	XP_017798267.1	XP_003699494.1
OG0008315	XP_017792727.1	XP_003702362.1
OG0008316	XP_017796752.1	XP_003704571.1
OG0008317	XP_017794364.1	XP_012150627.1
OG0008318	XP_017798883.1	XP_012140926.1
OG0008319	XP_017787989.1	XP_012145354.1
OG0008320	XP_017798386.1	XP_003700457.1
OG0008321	XP_017792095.1	XP_003699728.1
OG0008322	XP_017792883.1	XP_003707802.1
OG0008323	XP_017796620.1	XP_003705976.1
OG0008324	XP_017798443.1	XP_012154142.1
OG0008325	XP_017798673.1	XP_003702812.1
OG0008326	XP_017795744.1	XP_003700035.1
OG0008327	XP_017799564.1	XP_012144909.1
OG0008328	XP_017795737.1	XP_003700036.1
OG0008329	XP_017792553.1	XP_003706793.1
OG0008330	XP_017794067.1	XP_012150485.1
OG0008331	XP_017793447.1	XP_003705761.2
OG0008332	XP_017788076.1	XP_003704067.1
OG0008333	XP_017790705.1	XP_012145060.1
OG0008334	XP_017797321.1	XP_012144273.1
OG0008335	XP_017798389.1	XP_003700483.1
OG0008336	XP_017794961.1	XP_003704139.1
OG0008337	XP_017793392.1	XP_012146398.1
OG0008338	XP_017789993.1	XP_003706339.1
OG0008339	XP_017798721.1	XP_003702795.1
OG0008340	XP_017796427.1	XP_003701551.1
OG0008341	XP_017791536.1	XP_003700694.1
OG0008342	XP_017795581.1	XP_003699252.1
OG0008343	XP_017797154.1	XP_012135015.1
OG0008344	XP_017790962.1	XP_003699408.1
OG0008345	XP_017798661.1	XP_003702798.1
OG0008346	XP_017797172.1	XP_012142098.1
OG0008347	XP_017798685.1	XP_003702764.1
OG0008348	XP_017789524.1	XP_003708197.1
OG0008349	XP_017789277.1	XP_003707681.1
OG0008350	XP_017789981.1	XP_003703602.2
OG0008351	XP_017795312.1	XP_003700365.1
OG0008352	XP_017792829.1	XP_012147569.1
OG0008353	XP_017787576.1	XP_003708684.1
OG0008354	XP_017797810.1	XP_003702861.1
OG0008355	XP_017795881.1	XP_003699606.1
OG0008356	XP_017797728.1	XP_003708276.1
OG0008357	XP_017795884.1	XP_012140909.1
OG0008358	XP_017796746.1	XP_003706101.1
OG0008359	XP_017787536.1	XP_012134809.1
OG0008360	XP_017796032.1	XP_003707307.1
OG0008361	XP_017796754.1	XP_003706096.1
OG0008362	XP_017794210.1	XP_003708522.1
OG0008363	XP_017787689.1	XP_003708565.1
OG0008364	XP_017794934.1	XP_003704123.1
OG0008365	XP_017787919.1	XP_003706329.1
OG0008366	XP_017794828.1	XP_003704128.2
OG0008367	XP_017796645.1	XP_003708577.1
OG0008368	XP_017789643.1	XP_012137597.1
OG0008369	XP_017796662.1	XP_003701428.1
OG0008370	XP_017795587.1	XP_003701004.1
OG0008371	XP_017798156.1	XP_012152788.1
OG0008372	XP_017791896.1	XP_012143928.1
OG0008373	XP_017791853.1	XP_003704746.1
OG0008374	XP_017791791.1	XP_003708581.1
OG0008375	XP_017798217.1	XP_003706162.1
OG0008376	XP_017796238.1	XP_003703891.1
OG0008377	XP_017798146.1	XP_003708451.1
OG0008378	XP_017793541.1	XP_012146886.1
OG0008379	XP_017789354.1	XP_012152386.1
OG0008380	XP_017792315.1	XP_003706593.1
OG0008381	XP_017795733.1	XP_012150608.1, XP_003707569.1
OG0008382	XP_017791737.1	XP_012142301.1, XP_003704032.1
OG0008385	XP_017787774.1, XP_017787775.1	XP_003704787.1
OG0008386	XP_017795528.1	XP_003700064.1
OG0008387	XP_017794126.1	XP_003707578.1
OG0008388	XP_017789315.1	XP_003699208.1
OG0008389	XP_017793948.1	XP_003699793.1
OG0008390	XP_017793858.1	XP_012143590.1
OG0008391	XP_017792872.1	XP_012151156.1
OG0008392	XP_017794814.1	XP_012151887.1, XP_012151885.1, XP_012151888.1, XP_012151886.1
OG0008393	XP_017791526.1	XP_012134771.1
OG0008395	XP_017794738.1	XP_012145764.1, XP_012145765.1
OG0008396	XP_017791845.1, XP_017794684.1	XP_012153343.1
OG0008397	XP_017793218.1	XP_003705781.1
OG0008398	XP_017794014.1	XP_012135713.1
OG0008399	XP_017798131.1	XP_003706196.2
OG0008400	XP_017790629.1	XP_003705207.1
OG0008401	XP_017792551.1	XP_003705570.2
OG0008402	XP_017787780.1	XP_012143714.1
OG0008404	XP_017793863.1	XP_003706948.1
OG0008405	XP_017789961.1	XP_012137744.1
OG0008406	XP_017797975.1	XP_003705711.1
OG0008407	XP_017797898.1	XP_003700254.1
OG0008409	XP_017794929.1	XP_003707704.1
OG0008410	XP_017791716.1	XP_012142165.1
OG0008411	XP_017791944.1	XP_012149013.1
OG0008412	XP_017788016.1	XP_012145680.1
OG0008413	XP_017799031.1	XP_012151756.1
OG0008415	XP_017792226.1	XP_003702178.1
OG0008417	XP_017788502.1	XP_003704447.1
OG0008418	XP_017790547.1	XP_003702270.1
OG0008419	XP_017796193.1, XP_017796191.1	XP_012142395.1
OG0008420	XP_017788352.1	XP_003702245.1
OG0008421	XP_017792486.1	XP_012143888.1, XP_012147983.1, XP_012152462.1
OG0008424	XP_017797014.1, XP_017796389.1	XP_012152411.1
OG0008424	XP_017797129.1	XP_012153195.1
OG0008426	XP_017791665.1	XP_012138540.1, XP_012138542.1, XP_012138541.1
OG0008428	XP_017790287.1	XP_012151143.1, XP_012143764.1, XP_012153187.1
OG0008430	XP_017798006.1	XP_012143521.1, XP_003704516.1, XP_003704528.2
OG0008431	XP_017795028.1	XP_012135769.1, XP_012145357.1, XP_012153690.1, XP_012148625.1, XP_012151929.1, XP_012145358.1, XP_012140868.1, XP_012135797.1, XP_012152451.1
OG0008433	XP_017791531.1	XP_012144480.1
OG0008434	XP_017795804.1	XP_003705057.1
OG0008435	XP_017797178.1	XP_012152889.1
OG0008439	XP_017797177.1	XP_003708386.2
OG0008440	XP_017797163.1	XP_003708385.1
OG0008442	XP_017792627.1	XP_012138446.1
OG0008443	XP_017798957.1	XP_012151651.1
OG0008444	XP_017795948.1	XP_003700933.2, XP_003700932.1
OG0008445	XP_017798855.1	XP_012141146.1
OG0008446	XP_017799442.1	XP_003700093.1
OG0008447	XP_017796265.1	XP_012141976.1
OG0008449	XP_017788727.1	XP_003704320.2
OG0008450	XP_017797778.1	XP_003708272.1
OG0008451	XP_017799269.1	XP_003706434.1
OG0008452	XP_017787970.1	XP_003706418.1
OG0008453	XP_017789363.1	XP_003708209.1
OG0008454	XP_017790526.1	XP_003700948.1
OG0008455	XP_017797207.1	XP_012136856.1
OG0008456	XP_017790378.1	XP_012141474.1
OG0008457	XP_017799094.1	XP_003706432.1
OG0008458	XP_017795198.1	XP_012146625.1
OG0008459	XP_017798972.1	XP_003707872.1
OG0008460	XP_017790318.1	XP_012138949.1
OG0008462	XP_017797643.1	XP_003705450.2
OG0008463	XP_017791410.1	XP_012134621.1, XP_003700707.1
OG0008464	XP_017787959.1	XP_012142006.1
OG0008465	XP_017798058.1	XP_003706466.1
OG0008466	XP_017789979.1	XP_003700684.1
OG0008467	XP_017798405.1	XP_003706467.1
OG0008468	XP_017790504.1	XP_003702228.1
OG0008469	XP_017792724.1	XP_003707248.1
OG0008470	XP_017787669.1	XP_003708564.1
OG0008471	XP_017793633.1	XP_012145443.1
OG0008472	XP_017790346.1	XP_012138968.1
OG0008474	XP_017788468.1	XP_003708105.2
OG0008476	XP_017791421.1	XP_012134646.1
OG0008479	XP_017788293.1	XP_012141891.1
OG0008481	XP_017795677.1	XP_012138164.1
OG0008482	XP_017788397.1	XP_003702299.1
OG0008484	XP_017799024.1	XP_012147984.1
OG0008485	XP_017796644.1	XP_012146815.1
OG0008487	XP_017795343.1	XP_012135088.1, XP_003700833.1
OG0008488	XP_017792546.1	XP_012140340.1
OG0008489	XP_017796872.1	XP_012138189.1
OG0008490	XP_017789335.1	XP_003699844.1
OG0008491	XP_017791237.1	XP_003705131.1, XP_012144872.1
OG0008492	XP_017799453.1	XP_012152478.1
OG0008493	XP_017799416.1	XP_003700141.1
OG0008495	XP_017787715.1	XP_012153879.1
OG0008497	XP_017793089.1	XP_003707777.1
OG0008498	XP_017793875.1	XP_003703523.2
OG0008499	XP_017788888.1	XP_003704280.1
OG0008500	XP_017795944.1	XP_003702261.1
OG0008501	XP_017796074.1	XP_012134968.1
OG0008503	XP_017789725.1	XP_012148570.1
OG0008504	XP_017797320.1	XP_012140620.1
OG0008507	XP_017791235.1	XP_003707533.1
OG0008508	XP_017790402.1	XP_003706531.1
OG0008509	XP_017788768.1	XP_012142685.1
OG0008510	XP_017795113.1, XP_017795111.1, XP_017795114.1	XP_012146994.1
OG0008511	XP_017789414.1	XP_003699916.1
OG0008512	XP_017789511.1	XP_003699850.1
OG0008514	XP_017788882.1	XP_003704230.1
OG0008515	XP_017790202.1	XP_003703685.1
OG0008516	XP_017790203.1	XP_012141436.1
OG0008518	XP_017796876.1	XP_003700835.1
OG0008519	XP_017798903.1	XP_003703552.1
OG0008520	XP_017795080.1	XP_003704865.1
OG0008521	XP_017799414.1	XP_003700144.1
