Orthogroup	Habropoda_laboriosa	Apis_mellifera
OG0007857	XP_017787955.1	XP_394503.6
OG0007858	XP_017797159.1	XP_394516.2
OG0007859	XP_017797194.1	XP_394517.4
OG0007860	XP_017796969.1	XP_394527.2
OG0007861	XP_017790751.1	XP_394543.3
OG0007862	XP_017790809.1	XP_394546.3
OG0007863	XP_017790668.1	XP_394550.2
OG0007864	XP_017796087.1	XP_394555.2
OG0007865	XP_017796047.1	XP_394559.1
OG0007866	XP_017790808.1	XP_394578.4
OG0007867	XP_017792191.1	XP_394599.3
OG0007868	XP_017791472.1	XP_394662.6
OG0007869	XP_017791473.1	XP_394663.3
OG0007870	XP_017792378.1	XP_394667.3
OG0007871	XP_017792406.1	XP_394669.2
OG0007872	XP_017798169.1	XP_394680.3
OG0007873	XP_017791035.1	XP_394689.3
OG0007874	XP_017795656.1	XP_394692.3
OG0007875	XP_017793887.1	XP_394700.4
OG0007876	XP_017793809.1	XP_394701.3
OG0007877	XP_017790002.1	XP_394705.3
OG0007878	XP_017793947.1	XP_394713.3
OG0007879	XP_017787420.1	XP_394714.3
OG0007880	XP_017794125.1	XP_394733.2
OG0007881	XP_017798866.1	XP_394739.4
OG0007882	XP_017787474.1	XP_394752.3
OG0007883	XP_017787448.1	XP_394753.2
OG0007884	XP_017794531.1	XP_394767.3
OG0007885	XP_017794516.1	XP_394769.2
OG0007886	XP_017794512.1	XP_394770.5
OG0007887	XP_017795397.1	XP_394772.3
OG0007888	XP_017799507.1	XP_394781.4
OG0007889	XP_017799608.1	XP_394795.1
OG0007890	XP_017794368.1	XP_394812.3
OG0007891	XP_017794124.1	XP_394814.1
OG0007892	XP_017794827.1	XP_394822.5
OG0007893	XP_017787413.1	XP_394827.4
OG0007894	XP_017790296.1	XP_394838.3
OG0007895	XP_017793266.1	XP_394846.2
OG0007896	XP_017793844.1	XP_394854.2
OG0007897	XP_017794866.1	XP_394855.4
OG0007898	XP_017789113.1	XP_394861.4
OG0007899	XP_017794359.1	XP_394921.3
OG0007900	XP_017794330.1	XP_394922.3
OG0007901	XP_017798364.1	XP_394944.4
OG0007902	XP_017795087.1	XP_394952.4
OG0007903	XP_017795712.1	XP_394964.5
OG0007904	XP_017798694.1	XP_394968.3
OG0007905	XP_017799521.1	XP_394976.4
OG0007906	XP_017798162.1	XP_394987.4
OG0007907	XP_017798559.1	XP_394993.2
OG0007908	XP_017797180.1	XP_395004.3
OG0007909	XP_017794952.1	XP_395009.2
OG0007910	XP_017794128.1	XP_395013.3
OG0007911	XP_017794873.1	XP_395016.2
OG0007912	XP_017793456.1	XP_395025.2
OG0007913	XP_017794259.1	XP_395055.3
OG0007914	XP_017794994.1	XP_395092.2
OG0007915	XP_017794885.1	XP_395096.4
OG0007916	XP_017795478.1	XP_395122.1
OG0007917	XP_017794662.1	XP_395130.4
OG0007918	XP_017790505.1	XP_395151.3
OG0007919	XP_017790443.1	XP_395153.3
OG0007920	XP_017792948.1	XP_395162.2
OG0007921	XP_017792353.1	XP_395163.2
OG0007922	XP_017799051.1	XP_395172.2
OG0007923	XP_017799062.1	XP_395173.2
OG0007924	XP_017791507.1	XP_395179.2
OG0007925	XP_017792676.1	XP_395197.2
OG0007926	XP_017795009.1	XP_395207.4
OG0007927	XP_017794788.1	XP_395210.2
OG0007928	XP_017798859.1	XP_395217.4
OG0007929	XP_017790643.1	XP_395225.2
OG0007930	XP_017790269.1	XP_395236.2
OG0007931	XP_017794700.1	XP_395245.2
OG0007932	XP_017789575.1	XP_395256.3
OG0007933	XP_017793251.1	XP_395260.2
OG0007934	XP_017795116.1	XP_395264.3
OG0007935	XP_017796333.1	XP_395280.4
OG0007936	XP_017791674.1	XP_395282.2
OG0007937	XP_017791770.1	XP_395299.2
OG0007938	XP_017799598.1	XP_395304.3
OG0007939	XP_017787407.1	XP_395323.2
OG0007940	XP_017789401.1	XP_395325.3
OG0007941	XP_017793332.1	XP_395329.2
OG0007942	XP_017788681.1	XP_395332.2
OG0007943	XP_017788646.1	XP_395357.3
OG0007944	XP_017788078.1	XP_395360.3
OG0007945	XP_017791688.1	XP_395364.3
OG0007946	XP_017788128.1	XP_395373.3
OG0007947	XP_017792961.1	XP_395387.5
OG0007948	XP_017797310.1	XP_395391.3
OG0007949	XP_017799248.1	XP_395396.2
OG0007950	XP_017795147.1	XP_395412.2
OG0007951	XP_017793075.1	XP_395464.3
OG0007952	XP_017798894.1	XP_395493.4
OG0007953	XP_017791113.1	XP_395507.4
OG0007954	XP_017797166.1	XP_395533.2
OG0007955	XP_017798224.1	XP_395538.2
OG0007956	XP_017792582.1	XP_395542.2
OG0007957	XP_017794058.1	XP_395545.1
OG0007958	XP_017791217.1	XP_395548.2
OG0007959	XP_017791921.1	XP_395563.4
OG0007960	XP_017797880.1	XP_395584.4
OG0007961	XP_017794000.1	XP_395614.3
OG0007962	XP_017788140.1	XP_395623.2
OG0007963	XP_017794235.1	XP_395627.4
OG0007964	XP_017796485.1	XP_395638.3
OG0007965	XP_017791399.1	XP_395643.2
OG0007966	XP_017790908.1	XP_395652.1
OG0007967	XP_017790858.1	XP_395653.2
OG0007968	XP_017799102.1	XP_395654.5
OG0007969	XP_017792248.1	XP_395686.2
OG0007970	XP_017790517.1	XP_395721.5
OG0007971	XP_017788326.1	XP_395724.2
OG0007972	XP_017791721.1	XP_395729.3
OG0007973	XP_017797840.1	XP_395743.3
OG0007974	XP_017789479.1	XP_395755.2
OG0007975	XP_017798650.1	XP_395757.3
OG0007976	XP_017793927.1	XP_395767.4
OG0007977	XP_017792440.1	XP_395770.1
OG0007978	XP_017787992.1	XP_395774.2
OG0007979	XP_017791339.1	XP_395787.4
OG0007980	XP_017792111.1	XP_395789.1
OG0007981	XP_017791152.1	XP_395810.4
OG0007982	XP_017791178.1	XP_395811.2
OG0007983	XP_017789571.1	XP_395812.4
OG0007984	XP_017790154.1	XP_395827.2
OG0007985	XP_017799224.1	XP_395864.3
OG0007986	XP_017796033.1	XP_395865.5
OG0007987	XP_017793406.1	XP_395866.2
OG0007988	XP_017793297.1	XP_395879.4
OG0007989	XP_017797082.1	XP_395913.3
OG0007990	XP_017798415.1	XP_395927.4
OG0007991	XP_017797890.1	XP_395930.3
OG0007992	XP_017797894.1	XP_395937.6
OG0007993	XP_017790171.1	XP_395945.2
OG0007994	XP_017792628.1	XP_395961.4
OG0007995	XP_017789350.1	XP_395962.2
OG0007996	XP_017792735.1	XP_395972.4
OG0007997	XP_017790111.1	XP_395981.2
OG0007998	XP_017788590.1	XP_395986.4
OG0007999	XP_017792193.1	XP_396004.2
OG0008000	XP_017787868.1	XP_396015.2
OG0008001	XP_017789136.1	XP_396028.5
OG0008002	XP_017790945.1	XP_396039.6
OG0008003	XP_017796413.1	XP_396044.4
OG0008004	XP_017797204.1	XP_396051.1
OG0008005	XP_017799065.1	XP_396056.5
OG0008006	XP_017791414.1	XP_396090.2
OG0008007	XP_017795228.1	XP_396131.3
OG0008008	XP_017792566.1	XP_396134.2
OG0008009	XP_017789788.1	XP_396142.4
OG0008010	XP_017791208.1	XP_396143.4
OG0008011	XP_017794455.1	XP_396155.4
OG0008012	XP_017793017.1	XP_396159.2
OG0008013	XP_017790765.1	XP_396160.4
OG0008014	XP_017787896.1	XP_396164.7
OG0008015	XP_017794347.1	XP_396167.1
OG0008016	XP_017788350.1	XP_396187.2
OG0008017	XP_017794879.1	XP_396194.3
OG0008018	XP_017787872.1	XP_396212.2
OG0008019	XP_017797371.1	XP_396217.2
OG0008020	XP_017799166.1	XP_396227.5
OG0008021	XP_017790161.1	XP_396235.5
OG0008022	XP_017792055.1	XP_396270.5
OG0008023	XP_017789040.1	XP_396275.3
OG0008024	XP_017790285.1	XP_396284.2
OG0008025	XP_017791474.1	XP_396292.3
OG0008026	XP_017788064.1	XP_396295.4
OG0008027	XP_017788106.1	XP_396298.2
OG0008028	XP_017793638.1	XP_396310.3
OG0008029	XP_017795248.1	XP_396321.3
OG0008030	XP_017794699.1	XP_396379.4
OG0008031	XP_017797430.1	XP_396382.3
OG0008032	XP_017789956.1	XP_396388.5
OG0008033	XP_017798303.1	XP_396394.3
OG0008034	XP_017797777.1	XP_396426.5
OG0008035	XP_017795828.1	XP_396436.3
OG0008036	XP_017796594.1	XP_396447.3
OG0008037	XP_017796654.1	XP_396448.1
OG0008038	XP_017793571.1	XP_396456.4
OG0008039	XP_017792155.1	XP_396462.2
OG0008040	XP_017792192.1	XP_396465.2
OG0008041	XP_017799494.1	XP_396502.5
OG0008042	XP_017787711.1	XP_396506.4
OG0008043	XP_017794706.1	XP_396511.3
OG0008044	XP_017793732.1	XP_396527.6
OG0008045	XP_017791710.1	XP_396540.4
OG0008046	XP_017793039.1	XP_396542.5
OG0008047	XP_017799137.1	XP_396550.2
OG0008048	XP_017793919.1	XP_396552.3
OG0008049	XP_017798919.1	XP_396554.4
OG0008050	XP_017797775.1	XP_396561.1
OG0008051	XP_017790429.1	XP_396581.5
OG0008052	XP_017790245.1	XP_396603.5
OG0008053	XP_017790497.1	XP_396634.2
OG0008054	XP_017790499.1	XP_396635.2
OG0008055	XP_017790178.1	XP_396642.2
OG0008056	XP_017790925.1	XP_396645.4
OG0008057	XP_017796486.1	XP_396658.3
OG0008058	XP_017788231.1	XP_396685.2
OG0008059	XP_017795135.1	XP_396696.4
OG0008060	XP_017793424.1	XP_396705.4
OG0008061	XP_017793360.1	XP_396706.4
OG0008062	XP_017793850.1	XP_396715.5
OG0008063	XP_017787908.1	XP_396723.3
OG0008064	XP_017791233.1	XP_396738.2
OG0008065	XP_017797768.1	XP_396750.5
OG0008066	XP_017795186.1	XP_396802.3
OG0008067	XP_017795633.1	XP_396806.3
OG0008068	XP_017795636.1	XP_396807.4
OG0008069	XP_017789461.1	XP_396835.3
OG0008070	XP_017796164.1	XP_396848.4
OG0008071	XP_017793034.1	XP_396871.5
OG0008072	XP_017793052.1	XP_396873.2
OG0008073	XP_017788015.1	XP_396879.3
OG0008074	XP_017789472.1	XP_396892.2
OG0008075	XP_017794989.1	XP_396894.4
OG0008076	XP_017793995.1	XP_396906.3
OG0008077	XP_017795624.1	XP_396937.4
OG0008078	XP_017787833.1	XP_396939.2
OG0008079	XP_017799372.1	XP_396943.1
OG0008080	XP_017798274.1	XP_396963.2
OG0008081	XP_017798278.1	XP_396966.2
OG0008082	XP_017797228.1	XP_396967.4
OG0008083	XP_017798461.1	XP_396976.2
OG0008084	XP_017794561.1	XP_397001.3
OG0008085	XP_017799273.1	XP_397017.3
OG0008086	XP_017790097.1	XP_397030.3
OG0008087	XP_017794018.1, XP_017794017.1	XP_397054.2
OG0008088	XP_017798890.1	XP_397061.1
OG0008090	XP_017794043.1	XP_397094.2
OG0008091	XP_017791728.1	XP_397097.2
OG0008092	XP_017799252.1	XP_397113.1
OG0008093	XP_017799251.1	XP_397116.4
OG0008094	XP_017791184.1	XP_397120.4
OG0008095	XP_017787579.1	XP_397171.3
OG0008096	XP_017788836.1	XP_397177.5
OG0008097	XP_017789155.1	XP_397185.2
OG0008098	XP_017790785.1	XP_397201.2
OG0008099	XP_017790771.1	XP_397202.1
OG0008100	XP_017798732.1	XP_397233.2
OG0008101	XP_017798351.1	XP_397241.4
OG0008102	XP_017789488.1	XP_397251.4
OG0008103	XP_017789702.1	XP_397266.3
OG0008104	XP_017790106.1	XP_397270.3
OG0008105	XP_017797858.1	XP_397273.4
OG0008106	XP_017792447.1	XP_397281.4
OG0008107	XP_017794672.1	XP_397293.3
OG0008108	XP_017787881.1	XP_397308.1
OG0008109	XP_017797788.1	XP_397317.2
OG0008110	XP_017798936.1	XP_397354.3
OG0008111	XP_017794746.1	XP_397367.1
OG0008112	XP_017797306.1	XP_397372.4
OG0008113	XP_017793354.1	XP_397380.1
OG0008114	XP_017792577.1	XP_397392.5
OG0008115	XP_017787484.1	XP_397412.2
OG0008116	XP_017794649.1	XP_397413.3
OG0008117	XP_017788180.1	XP_397439.4
OG0008118	XP_017791771.1	XP_397463.2
OG0008119	XP_017788210.1	XP_397545.2
OG0008120	XP_017788239.1	XP_397552.4
OG0008121	XP_017795344.1	XP_397589.3
OG0008122	XP_017796530.1	XP_623060.3
OG0008123	XP_017789013.1	XP_623061.2
OG0008124	XP_017797303.1	XP_623063.1
OG0008125	XP_017789188.1	XP_623075.1
OG0008126	XP_017794266.1	XP_623084.1
OG0008127	XP_017789750.1	XP_623120.1
OG0008128	XP_017794667.1	XP_623128.1
OG0008129	XP_017788583.1	XP_623132.1
OG0008130	XP_017790685.1	XP_623146.2
OG0008131	XP_017792947.1	XP_623160.1
OG0008132	XP_017799339.1	XP_623181.2
OG0008133	XP_017788372.1	XP_623197.2
OG0008134	XP_017794452.1	XP_623198.1
OG0008135	XP_017798133.1	XP_623206.1
OG0008136	XP_017799574.1	XP_623213.1
OG0008137	XP_017796326.1	XP_623247.1
OG0008138	XP_017789705.1	XP_623274.2
OG0008139	XP_017789585.1	XP_623278.2
OG0008140	XP_017797495.1	XP_623283.1
OG0008141	XP_017796931.1	XP_623287.2
OG0008142	XP_017794001.1	XP_623289.1
OG0008143	XP_017795927.1	XP_623300.2
OG0008144	XP_017787814.1	XP_623341.1
OG0008145	XP_017788637.1	XP_623363.1
OG0008146	XP_017789076.1	XP_623365.1
OG0008147	XP_017794244.1	XP_623372.1
OG0008148	XP_017789309.1	XP_623376.5
OG0008149	XP_017796500.1	XP_623390.4
OG0008150	XP_017795115.1	XP_623407.3
OG0008151	XP_017795704.1	XP_623429.3
OG0008152	XP_017791407.1	XP_623433.1
OG0008153	XP_017798330.1	XP_623438.1
OG0008154	XP_017789419.1	XP_623456.1
OG0008155	XP_017789344.1	XP_623484.1
OG0008156	XP_017797221.1	XP_623486.1
OG0008157	XP_017795324.1	XP_623503.1
OG0008158	XP_017794958.1	XP_623505.2
OG0008159	XP_017789708.1	XP_623518.1
OG0008160	XP_017790682.1	XP_623527.1
OG0008161	XP_017798010.1	XP_623530.1
OG0008162	XP_017789676.1	XP_623539.1
OG0008163	XP_017789594.1	XP_623546.1
OG0008164	XP_017799220.1	XP_623554.3
OG0008165	XP_017793720.1	XP_623573.2
OG0008166	XP_017789110.1	XP_623585.4
OG0008167	XP_017794963.1	XP_623596.2
OG0008168	XP_017788336.1	XP_623605.2
OG0008169	XP_017790112.1	XP_623623.2
OG0008170	XP_017790411.1	XP_623624.3
OG0008171	XP_017787880.1	XP_623670.3
OG0008172	XP_017793373.1	XP_623673.3
OG0008173	XP_017799170.1	XP_623678.2
OG0008174	XP_017788261.1	XP_623690.5
OG0008175	XP_017797761.1	XP_623705.3
OG0008176	XP_017794941.1	XP_623715.2
OG0008177	XP_017797713.1	XP_623727.2
OG0008178	XP_017796149.1	XP_623732.1
OG0008179	XP_017790233.1	XP_623749.3
OG0008180	XP_017794467.1	XP_623764.2
OG0008181	XP_017788977.1	XP_623765.3
OG0008182	XP_017795413.1	XP_623770.2
OG0008183	XP_017797959.1	XP_623774.2
OG0008184	XP_017797509.1	XP_623779.1
OG0008185	XP_017797886.1	XP_623781.3
OG0008186	XP_017796089.1	XP_623794.1
OG0008187	XP_017789051.1	XP_623795.2
OG0008188	XP_017797016.1	XP_623800.3
OG0008189	XP_017797897.1	XP_623807.3
OG0008190	XP_017788313.1	XP_623813.1
OG0008191	XP_017794291.1	XP_623820.2
OG0008192	XP_017791489.1	XP_623821.1
OG0008193	XP_017797503.1	XP_623827.3
OG0008194	XP_017788612.1	XP_623829.4
OG0008195	XP_017794902.1	XP_623832.1
OG0008196	XP_017788591.1	XP_623840.1
OG0008197	XP_017789487.1	XP_623853.1
OG0008198	XP_017788321.1	XP_623870.2
OG0008199	XP_017790413.1	XP_623875.1
OG0008200	XP_017796056.1	XP_623878.1
OG0008201	XP_017793081.1	XP_623891.2
OG0008202	XP_017790163.1	XP_623893.3
OG0008203	XP_017793033.1	XP_623897.1
OG0008204	XP_017794844.1	XP_623902.1
OG0008205	XP_017792049.1	XP_623914.1
OG0008206	XP_017791841.1	XP_623915.2
OG0008207	XP_017795322.1	XP_623918.4
OG0008208	XP_017794361.1	XP_623921.1
OG0008209	XP_017799542.1	XP_623950.2
OG0008210	XP_017796502.1	XP_623958.2
OG0008211	XP_017792033.1	XP_623975.1
OG0008212	XP_017791616.1	XP_623981.1
OG0008213	XP_017789835.1	XP_623982.2
OG0008214	XP_017798996.1	XP_624000.1
OG0008215	XP_017789109.1	XP_624001.1
OG0008216	XP_017792280.1	XP_624006.3
OG0008217	XP_017790388.1	XP_624007.4
OG0008218	XP_017794669.1	XP_624008.2
OG0008219	XP_017797189.1	XP_624023.2
OG0008220	XP_017789987.1	XP_624038.2
OG0008221	XP_017788144.1	XP_624047.2
OG0008222	XP_017799268.1	XP_624057.3
OG0008223	XP_017789650.1	XP_624060.4
OG0008224	XP_017791042.1	XP_624070.1
OG0008225	XP_017791607.1	XP_624074.1
OG0008226	XP_017792324.1	XP_624088.2
OG0008227	XP_017798025.1	XP_624093.3
OG0008228	XP_017791225.1	XP_624109.1
OG0008229	XP_017799511.1	XP_624112.1
OG0008230	XP_017798031.1	XP_624118.1
OG0008231	XP_017793408.1	XP_624125.1
OG0008232	XP_017797073.1	XP_624136.4
OG0008233	XP_017798019.1	XP_624144.2
OG0008234	XP_017790132.1	XP_624147.2
OG0008235	XP_017791440.1	XP_624153.3
OG0008236	XP_017798366.1	XP_624161.1
OG0008237	XP_017796213.1	XP_624164.1
OG0008238	XP_017792549.1	XP_624166.2
OG0008239	XP_017790155.1	XP_624199.2
OG0008240	XP_017794179.1	XP_624206.2
OG0008241	XP_017799578.1	XP_624213.3
OG0008242	XP_017787808.1	XP_624226.2
OG0008243	XP_017790062.1	XP_624228.1
OG0008244	XP_017799363.1	XP_624231.2
OG0008245	XP_017788342.1	XP_624282.1
OG0008246	XP_017788299.1	XP_624295.4
OG0008247	XP_017793345.1	XP_624301.1
OG0008248	XP_017793623.1	XP_624317.2
OG0008249	XP_017794680.1	XP_624319.1
OG0008250	XP_017794199.1	XP_624325.2
OG0008251	XP_017798809.1	XP_624330.3
OG0008252	XP_017788132.1	XP_624333.2
OG0008253	XP_017787473.1	XP_624335.1
OG0008254	XP_017793530.1	XP_624343.2
OG0008255	XP_017798152.1	XP_624346.1
OG0008256	XP_017789490.1	XP_624351.3
OG0008257	XP_017794809.1	XP_624354.1
OG0008258	XP_017797327.1	XP_624358.1
OG0008259	XP_017794459.1	XP_624378.1
OG0008260	XP_017787895.1	XP_624382.3
OG0008261	XP_017793901.1	XP_624384.4
OG0008262	XP_017796503.1	XP_624395.3
OG0008263	XP_017788849.1	XP_624399.2
OG0008264	XP_017789427.1	XP_624406.2
OG0008265	XP_017794011.1	XP_624408.3
OG0008266	XP_017795674.1	XP_624432.1
OG0008267	XP_017794015.1	XP_624437.4
OG0008268	XP_017789686.1	XP_624438.1
OG0008269	XP_017790929.1	XP_624464.3
OG0008270	XP_017789693.1	XP_624466.1
OG0008271	XP_017799194.1	XP_624472.3
OG0008272	XP_017798969.1	XP_624475.1
OG0008273	XP_017788240.1	XP_624477.3
OG0008274	XP_017793110.1	XP_624480.4
OG0008275	XP_017792303.1	XP_624508.1
OG0008276	XP_017799158.1	XP_624511.1
OG0008277	XP_017795346.1	XP_624513.2
OG0008278	XP_017792362.1	XP_624522.1
OG0008279	XP_017788595.1	XP_624529.2
OG0008280	XP_017789329.1	XP_624530.3
OG0008281	XP_017794500.1	XP_624534.3
OG0008282	XP_017795404.1	XP_624543.3
OG0008283	XP_017791341.1	XP_624552.1
OG0008284	XP_017792462.1	XP_624559.3
OG0008285	XP_017790971.1	XP_624561.1
OG0008286	XP_017796505.1	XP_624564.1
OG0008287	XP_017788909.1	XP_624571.2
OG0008288	XP_017793006.1	XP_624581.2
OG0008289	XP_017793288.1	XP_624594.1
OG0008290	XP_017797307.1	XP_624597.2
OG0008291	XP_017789440.1	XP_624613.1
OG0008292	XP_017798035.1	XP_624616.1
OG0008293	XP_017794802.1	XP_624637.2
OG0008294	XP_017798880.1	XP_624642.1
OG0008295	XP_017789263.1	XP_624661.1
OG0008296	XP_017788636.1	XP_624678.1
OG0008297	XP_017793091.1	XP_624690.4
OG0008298	XP_017797372.1	XP_624693.1
OG0008299	XP_017798138.1	XP_624700.1
OG0008300	XP_017790816.1	XP_624701.1
OG0008301	XP_017794931.1	XP_624703.1
OG0008302	XP_017796935.1	XP_624710.1
OG0008303	XP_017798388.1	XP_624713.1
OG0008304	XP_017798130.1	XP_624715.1
OG0008305	XP_017792651.1	XP_624722.1
OG0008306	XP_017794792.1	XP_624725.1
OG0008307	XP_017797217.1	XP_624749.4
OG0008308	XP_017792393.1	XP_624751.3
OG0008309	XP_017793681.1	XP_624758.3
OG0008310	XP_017790138.1	XP_624768.1
OG0008311	XP_017790914.1	XP_624777.3
OG0008312	XP_017788023.1	XP_624801.1
OG0008313	XP_017798267.1	XP_624805.1
OG0008315	XP_017792727.1	XP_624811.3
OG0008316	XP_017796752.1	XP_624815.2
OG0008317	XP_017794364.1	XP_624818.1
OG0008318	XP_017798883.1	XP_624820.3
OG0008319	XP_017787989.1	XP_624821.1
OG0008320	XP_017798386.1	XP_624824.3
OG0008321	XP_017792095.1	XP_624836.1
OG0008322	XP_017792883.1	XP_624837.1
OG0008323	XP_017796620.1	XP_624838.1
OG0008324	XP_017798443.1	XP_624846.2
OG0008325	XP_017798673.1	XP_624861.2
OG0008326	XP_017795744.1	XP_624863.2
OG0008327	XP_017799564.1	XP_624871.1
OG0008328	XP_017795737.1	XP_624877.1
OG0008329	XP_017792553.1	XP_624879.1
OG0008330	XP_017794067.1	XP_624881.1
OG0008331	XP_017793447.1	XP_624890.1
OG0008332	XP_017788076.1	XP_624898.3
OG0008333	XP_017790705.1	XP_624902.1
OG0008334	XP_017797321.1	XP_624908.3
OG0008335	XP_017798389.1	XP_624910.1
OG0008336	XP_017794961.1	XP_624913.1
OG0008337	XP_017793392.1	XP_624936.3
OG0008338	XP_017789993.1	XP_624938.1
OG0008339	XP_017798721.1	XP_624958.3
OG0008340	XP_017796427.1	XP_624971.1
OG0008341	XP_017791536.1	XP_624987.1
OG0008342	XP_017795581.1	XP_624989.2
OG0008343	XP_017797154.1	XP_624998.3
OG0008344	XP_017790962.1	XP_625005.1
OG0008345	XP_017798661.1	XP_625009.2
OG0008346	XP_017797172.1	XP_625031.3
OG0008347	XP_017798685.1	XP_625050.3
OG0008348	XP_017789524.1	XP_625059.4
OG0008349	XP_017789277.1	XP_625093.1
OG0008350	XP_017789981.1	XP_625095.1
OG0008351	XP_017795312.1	XP_625098.1
OG0008352	XP_017792829.1	XP_625101.1
OG0008353	XP_017787576.1	XP_625103.3
OG0008354	XP_017797810.1	XP_625104.2
OG0008355	XP_017795881.1	XP_625108.2
OG0008356	XP_017797728.1	XP_625113.1
OG0008357	XP_017795884.1	XP_625114.2
OG0008358	XP_017796746.1	XP_625119.1
OG0008359	XP_017787536.1	XP_625120.4
OG0008360	XP_017796032.1	XP_625143.2
OG0008361	XP_017796754.1	XP_625146.1
OG0008362	XP_017794210.1	XP_625157.2
OG0008363	XP_017787689.1	XP_625159.2
OG0008364	XP_017794934.1	XP_625165.1
OG0008365	XP_017787919.1	XP_625166.2
OG0008366	XP_017794828.1	XP_625184.4
OG0008367	XP_017796645.1	XP_625196.1
OG0008368	XP_017789643.1	XP_625201.3
OG0008369	XP_017796662.1	XP_625205.1
OG0008370	XP_017795587.1	XP_625206.1
OG0008371	XP_017798156.1	XP_625214.3
OG0008372	XP_017791896.1	XP_625223.2
OG0008373	XP_017791853.1	XP_625224.4
OG0008374	XP_017791791.1	XP_625227.2
OG0008375	XP_017798217.1	XP_625254.1
OG0008376	XP_017796238.1	XP_625261.1
OG0008377	XP_017798146.1	XP_625265.1
OG0008378	XP_017793541.1	XP_625274.4
OG0008379	XP_017789354.1	XP_625275.2
OG0008380	XP_017792315.1	XP_625277.1
OG0008381	XP_017795733.1	XP_625284.1
OG0008433	XP_017791531.1	NP_001011638.1
OG0008434	XP_017795804.1	NP_001072129.1, XP_026298840.1
OG0008435	XP_017797178.1	NP_001078814.1
OG0008436	XP_017792860.1, XP_017797060.1	NP_001119715.2, XP_026299326.1
OG0008439	XP_017797177.1	NP_001167615.1
OG0008440	XP_017797163.1	NP_001167616.1
OG0008442	XP_017792627.1	NP_001229486.1, XP_026302164.1
OG0008443	XP_017798957.1	NP_001229506.1
OG0008444	XP_017795948.1	NP_001229900.1
OG0008445	XP_017798855.1	NP_001257751.1
OG0008446	XP_017799442.1	NP_001257752.1
OG0008447	XP_017796265.1	NP_001257758.1
OG0008449	XP_017788727.1	NP_001318046.1
OG0008450	XP_017797778.1	XP_001119883.1
OG0008451	XP_017799269.1	XP_001119966.1
OG0008452	XP_017787970.1	XP_001119967.1
OG0008453	XP_017789363.1	XP_001119995.3
OG0008454	XP_017790526.1	XP_001120007.2
OG0008455	XP_017797207.1	XP_001120012.2
OG0008456	XP_017790378.1	XP_001120020.1
OG0008457	XP_017799094.1	XP_001120032.3
OG0008458	XP_017795198.1	XP_001120052.1
OG0008459	XP_017798972.1	XP_001120153.2
OG0008460	XP_017790318.1	XP_001120182.3
OG0008462	XP_017797643.1	XP_001120291.5
OG0008463	XP_017791410.1	XP_001120351.1
OG0008464	XP_017787959.1	XP_001120384.3
OG0008465	XP_017798058.1	XP_001120425.1
OG0008466	XP_017789979.1	XP_001120432.1
OG0008467	XP_017798405.1	XP_001120482.1
OG0008468	XP_017790504.1	XP_001120540.2
OG0008469	XP_017792724.1	XP_001120556.1
OG0008470	XP_017787669.1	XP_001120581.3
OG0008471	XP_017793633.1	XP_001120636.1
OG0008472	XP_017790346.1	XP_001120665.2
OG0008474	XP_017788468.1	XP_001120956.3
OG0008476	XP_017791421.1	XP_001120975.1
OG0008479	XP_017788293.1	XP_001121032.2
OG0008480	XP_017791045.1	XP_001121132.2
OG0008481	XP_017795677.1	XP_001121190.3
OG0008482	XP_017788397.1	XP_001121218.1
OG0008483	XP_017798227.1	XP_001121220.1
OG0008484	XP_017799024.1	XP_001121241.3
OG0008485	XP_017796644.1	XP_001121277.2
OG0008487	XP_017795343.1	XP_001121453.1
OG0008488	XP_017792546.1	XP_001121539.3
OG0008489	XP_017796872.1	XP_001121566.1
OG0008490	XP_017789335.1	XP_001121598.1
OG0008491	XP_017791237.1	XP_001121670.2
OG0008492	XP_017799453.1	XP_001121754.3
OG0008493	XP_017799416.1	XP_001122039.4
OG0008494	XP_017793393.1	XP_001122049.2
OG0008495	XP_017787715.1	XP_001122183.1
OG0008497	XP_017793089.1	XP_001122306.2
OG0008498	XP_017793875.1	XP_001122377.3
OG0008499	XP_017788888.1	XP_001122399.1, XP_026300527.1
OG0008500	XP_017795944.1	XP_001122434.2
OG0008501	XP_017796074.1	XP_001122445.1
OG0008503	XP_017789725.1	XP_001122615.2
OG0008504	XP_017797320.1	XP_001122734.2
OG0008505	XP_017798723.1	XP_001122848.2
OG0008507	XP_017791235.1	XP_001123277.1
OG0008508	XP_017790402.1	XP_003249082.2
OG0008509	XP_017788768.1	XP_003249184.2
OG0008510	XP_017795113.1, XP_017795111.1, XP_017795114.1	XP_003249254.1, XP_006558300.1
OG0008511	XP_017789414.1	XP_003249300.1
OG0008512	XP_017789511.1	XP_003249307.1
OG0008514	XP_017788882.1	XP_003249325.1
OG0008515	XP_017790202.1	XP_003249567.2
OG0008516	XP_017790203.1	XP_003249575.3
OG0008517	XP_017788840.1	XP_003249681.1
OG0008518	XP_017796876.1	XP_003249809.1
OG0008519	XP_017798903.1	XP_003249878.1
OG0008520	XP_017795080.1	XP_003249893.4
OG0008521	XP_017799414.1	XP_003249929.1
OG0008522	XP_017791350.1	XP_003250043.1
OG0008523	XP_017791343.1	XP_003250048.2
