Orthogroup	Habropoda_laboriosa	Osmia_lignaria
OG0006302	XP_017791799.1	XP_034193892.1
OG0006303	XP_017791797.1	XP_034193930.1
OG0006304	XP_017791883.1	XP_034193873.1
OG0006305	XP_017791874.1	XP_034179745.1
OG0006306	XP_017791792.1	XP_034179751.1
OG0006307	XP_017791851.1	XP_034179619.1
OG0006308	XP_017791878.1	XP_034179603.1
OG0006309	XP_017796590.1	XP_034179205.1
OG0006310	XP_017796596.1	XP_034193717.1
OG0006311	XP_017796705.1	XP_034193725.1
OG0006312	XP_017796612.1	XP_034193576.1
OG0006313	XP_017796673.1	XP_034193548.1
OG0006314	XP_017796584.1	XP_034193547.1
OG0006315	XP_017796698.1	XP_034179895.1
OG0006316	XP_017796649.1	XP_034179305.1
OG0006317	XP_017796617.1	XP_034179304.1
OG0006318	XP_017796711.1	XP_034179703.1
OG0006319	XP_017791585.1	XP_034194016.1
OG0006320	XP_017791596.1	XP_034194004.1
OG0006321	XP_017791591.1	XP_034194006.1
OG0006322	XP_017792844.1	XP_034180939.1
OG0006323	XP_017793173.1	XP_034192356.1
OG0006324	XP_017792738.1	XP_034179008.1
OG0006325	XP_017792997.1	XP_034193482.1
OG0006326	XP_017798005.1	XP_034184895.1
OG0006327	XP_017791785.1	XP_034179529.1
OG0006328	XP_017798885.1	XP_034181061.1
OG0006329	XP_017798918.1	XP_034181001.1
OG0006330	XP_017788090.1	XP_034188606.1
OG0006331	XP_017796160.1	XP_034182785.1
OG0006332	XP_017796152.1	XP_034182626.1
OG0006333	XP_017796195.1	XP_034182620.1
OG0006334	XP_017788476.1	XP_034182027.1
OG0006335	XP_017788478.1	XP_034182020.1
OG0006336	XP_017788465.1	XP_034182387.1
OG0006337	XP_017793286.1	XP_034176471.1
OG0006338	XP_017797551.1	XP_034176098.1
OG0006339	XP_017789855.1	XP_034178462.1
OG0006340	XP_017789881.1	XP_034178472.1
OG0006341	XP_017789869.1	XP_034178467.1
OG0006342	XP_017797599.1	XP_034195429.1
OG0006343	XP_017794492.1, XP_017794491.1	XP_034185372.1
OG0006344	XP_017796082.1	XP_034177497.1
OG0006345	XP_017796067.1	XP_034177018.1
OG0006346	XP_017795999.1	XP_034177180.1
OG0006347	XP_017796026.1	XP_034177171.1
OG0006348	XP_017795997.1	XP_034177889.1
OG0006349	XP_017795992.1	XP_034177864.1
OG0006350	XP_017796100.1	XP_034177375.1
OG0006351	XP_017796070.1	XP_034177220.1
OG0006353	XP_017796042.1	XP_034177224.1
OG0006354	XP_017787742.1	XP_034171674.1
OG0006355	XP_017798690.1	XP_034185258.1
OG0006356	XP_017798913.1	XP_034185264.1
OG0006357	XP_017798870.1	XP_034185265.1
OG0006358	XP_017792508.1	XP_034185029.1
OG0006359	XP_017794485.1	XP_034184999.1
OG0006360	XP_017793307.1	XP_034175280.1
OG0006361	XP_017790260.1	XP_034175874.1
OG0006362	XP_017790258.1	XP_034176201.1
OG0006363	XP_017795536.1	XP_034176397.1
OG0006364	XP_017795561.1	XP_034176405.1
OG0006365	XP_017788328.1	XP_034182179.1
OG0006366	XP_017792011.1	XP_034183471.1
OG0006367	XP_017791285.1	XP_034189818.1
OG0006368	XP_017789748.1	XP_034183571.1
OG0006369	XP_017789537.1	XP_034190129.1
OG0006370	XP_017791094.1	XP_034185804.1
OG0006371	XP_017791105.1	XP_034185809.1
OG0006372	XP_017791073.1	XP_034185895.1
OG0006373	XP_017789760.1	XP_034185901.1
OG0006374	XP_017793969.1	XP_034190302.1
OG0006375	XP_017794106.1	XP_034190338.1
OG0006376	XP_017794022.1	XP_034185447.1
OG0006377	XP_017787504.1	XP_034185241.1
OG0006378	XP_017787447.1	XP_034185234.1
OG0006379	XP_017787458.1	XP_034185233.1
OG0006380	XP_017787500.1	XP_034184872.1
OG0006381	XP_017794041.1	XP_034185471.1
OG0006382	XP_017791932.1	XP_034177265.1
OG0006383	XP_017793671.1	XP_034177289.1
OG0006384	XP_017793684.1	XP_034177303.1
OG0006386	XP_017798528.1	XP_034192016.1
OG0006387	XP_017798749.1	XP_034191988.1
OG0006389	XP_017798612.1	XP_034180744.1
OG0006390	XP_017798580.1	XP_034180379.1
OG0006391	XP_017798810.1	XP_034180170.1
OG0006392	XP_017798493.1	XP_034180583.1
OG0006393	XP_017798807.1	XP_034191617.1
OG0006394	XP_017798491.1	XP_034191599.1
OG0006395	XP_017798611.1	XP_034192120.1
OG0006396	XP_017798523.1	XP_034192141.1
OG0006397	XP_017797711.1	XP_034191525.1
OG0006398	XP_017797987.1	XP_034185974.1
OG0006399	XP_017798499.1	XP_034185987.1
OG0006400	XP_017796198.1	XP_034178605.1
OG0006401	XP_017796205.1	XP_034178598.1
OG0006402	XP_017795774.1	XP_034178140.1
OG0006403	XP_017787785.1	XP_034181674.1
OG0006404	XP_017792461.1	XP_034186468.1
OG0006405	XP_017792430.1	XP_034186424.1
OG0006406	XP_017792451.1	XP_034186405.1
OG0006407	XP_017787572.1	XP_034182982.1
OG0006408	XP_017787544.1	XP_034183145.1
OG0006409	XP_017787717.1	XP_034187310.1
OG0006410	XP_017795152.1	XP_034178397.1
OG0006411	XP_017789139.1	XP_034195106.1
OG0006412	XP_017789007.1	XP_034195064.1
OG0006413	XP_017789178.1	XP_034194959.1
OG0006414	XP_017789093.1	XP_034196335.1
OG0006415	XP_017793810.1	XP_034174592.1
OG0006416	XP_017792510.1	XP_034185533.1
OG0006417	XP_017792531.1	XP_034185520.1
OG0006418	XP_017792515.1	XP_034185424.1, XP_034185423.1
OG0006419	XP_017790955.1	XP_034189658.1
OG0006420	XP_017790628.1	XP_034176726.1
OG0006421	XP_017798668.1	XP_034180800.1
OG0006422	XP_017798811.1	XP_034180840.1
OG0006423	XP_017798763.1	XP_034180862.1
OG0006424	XP_017798534.1	XP_034180837.1
OG0006425	XP_017798712.1	XP_034180806.1
OG0006426	XP_017798733.1	XP_034180148.1
OG0006427	XP_017798711.1	XP_034191825.1
OG0006428	XP_017798687.1	XP_034192085.1
OG0006429	XP_017794466.1	XP_034171945.1
OG0006430	XP_017794443.1	XP_034171672.1
OG0006431	XP_017794429.1	XP_034196619.1
OG0006432	XP_017796842.1	XP_034174761.1
OG0006433	XP_017797757.1	XP_034191874.1
OG0006434	XP_017797708.1	XP_034192055.1
OG0006435	XP_017789742.1	XP_034186074.1
OG0006436	XP_017789349.1	XP_034186049.1
OG0006437	XP_017790706.1	XP_034186328.1
OG0006438	XP_017790102.1	XP_034185790.1
OG0006439	XP_017789906.1	XP_034186039.1
OG0006440	XP_017789916.1	XP_034189486.1
OG0006441	XP_017789458.1	XP_034189500.1
OG0006442	XP_017789875.1	XP_034186168.1
OG0006443	XP_017790625.1	XP_034185730.1
OG0006444	XP_017788890.1	XP_034186213.1
OG0006445	XP_017789820.1	XP_034186242.1
OG0006446	XP_017789808.1	XP_034189901.1
OG0006447	XP_017789805.1	XP_034185811.1
OG0006448	XP_017795541.1	XP_034193224.1
OG0006449	XP_017795542.1	XP_034193100.1
OG0006450	XP_017795572.1	XP_034193070.1
OG0006451	XP_017795604.1	XP_034175372.1
OG0006452	XP_017795545.1	XP_034175388.1
OG0006453	XP_017795583.1	XP_034176019.1
OG0006454	XP_017795550.1	XP_034176026.1
OG0006455	XP_017795577.1	XP_034174997.1
OG0006456	XP_017792849.1	XP_034174910.1
OG0006457	XP_017792835.1	XP_034176289.1
OG0006458	XP_017792838.1	XP_034176572.1
OG0006459	XP_017792821.1	XP_034175923.1
OG0006460	XP_017792847.1	XP_034176580.1
OG0006461	XP_017792889.1	XP_034176503.1
OG0006462	XP_017792870.1	XP_034176532.1
OG0006463	XP_017792888.1	XP_034174971.1
OG0006464	XP_017792858.1	XP_034175926.1
OG0006465	XP_017789260.1	XP_034175766.1
OG0006466	XP_017789262.1	XP_034174963.1
OG0006467	XP_017789292.1	XP_034176588.1
OG0006468	XP_017789240.1	XP_034175150.1
OG0006469	XP_017789258.1	XP_034176665.1
OG0006470	XP_017789221.1	XP_034175168.1
OG0006471	XP_017793362.1	XP_034175894.1
OG0006472	XP_017793452.1	XP_034193448.1
OG0006473	XP_017793386.1	XP_034175710.1
OG0006474	XP_017793363.1	XP_034175954.1
OG0006475	XP_017793489.1	XP_034193106.1
OG0006476	XP_017793365.1	XP_034193125.1
OG0006477	XP_017793338.1	XP_034193344.1
OG0006478	XP_017793443.1	XP_034175370.1
OG0006479	XP_017793119.1	XP_034176492.1
OG0006480	XP_017793094.1	XP_034176496.1
OG0006481	XP_017793057.1	XP_034175312.1
OG0006482	XP_017793077.1	XP_034175299.1
OG0006483	XP_017791697.1	XP_034182701.1
OG0006484	XP_017791704.1	XP_034188640.1
OG0006485	XP_017791706.1	XP_034188234.1
OG0006486	XP_017791375.1	XP_034190712.1
OG0006487	XP_017791413.1	XP_034183290.1
OG0006488	XP_017791334.1	XP_034183175.1
OG0006489	XP_017795041.1	XP_034182926.1
OG0006490	XP_017795043.1	XP_034186931.1
OG0006491	XP_017795038.1	XP_034186392.1
OG0006492	XP_017795040.1	XP_034191008.1
OG0006493	XP_017797152.1	XP_034174361.1
OG0006495	XP_017798245.1	XP_034187519.1
OG0006496	XP_017798193.1	XP_034187641.1
OG0006497	XP_017798063.1	XP_034187645.1
OG0006498	XP_017798232.1	XP_034187628.1
OG0006499	XP_017798204.1	XP_034173788.1
OG0006501	XP_017791972.1	XP_034174705.1
OG0006502	XP_017796908.1	XP_034187539.1
OG0006503	XP_017798231.1	XP_034173696.1
OG0006504	XP_017791131.1	XP_034184389.1
OG0006505	XP_017795745.1	XP_034178795.1
OG0006506	XP_017795729.1	XP_034178722.1
OG0006507	XP_017795720.1	XP_034180389.1
OG0006508	XP_017795709.1	XP_034180457.1
OG0006509	XP_017791088.1	XP_034184120.1
OG0006510	XP_017788664.1	XP_034177350.1
OG0006511	XP_017788632.1	XP_034177687.1
OG0006512	XP_017788617.1	XP_034177431.1
OG0006513	XP_017788678.1	XP_034192670.1
OG0006514	XP_017788673.1	XP_034192707.1
OG0006515	XP_017788653.1	XP_034192699.1
OG0006516	XP_017788593.1	XP_034192890.1
OG0006517	XP_017788592.1	XP_034174675.1
OG0006518	XP_017788520.1	XP_034174650.1
OG0006519	XP_017790066.1	XP_034181137.1
OG0006520	XP_017793645.1	XP_034174632.1
OG0006521	XP_017792183.1	XP_034192874.1
OG0006522	XP_017793617.1	XP_034173963.1
OG0006523	XP_017793586.1	XP_034174691.1
OG0006524	XP_017790850.1	XP_034192739.1
OG0006525	XP_017790641.1	XP_034176911.1
OG0006526	XP_017790745.1	XP_034177809.1
OG0006527	XP_017790639.1	XP_034177581.1
OG0006528	XP_017790638.1	XP_034177554.1
OG0006529	XP_017790633.1	XP_034177631.1
OG0006530	XP_017791739.1	XP_034188210.1
OG0006531	XP_017791693.1	XP_034188403.1
OG0006532	XP_017791715.1	XP_034182209.1
OG0006533	XP_017791711.1	XP_034182077.1
OG0006534	XP_017791698.1	XP_034194732.1
OG0006535	XP_017791701.1	XP_034188348.1
OG0006536	XP_017791671.1	XP_034188617.1
OG0006537	XP_017799586.1	XP_034185620.1
OG0006538	XP_017799512.1	XP_034184679.1
OG0006539	XP_017799532.1	XP_034185532.1
OG0006540	XP_017791312.1	XP_034178150.1
OG0006541	XP_017794407.1	XP_034188118.1
OG0006542	XP_017792059.1	XP_034184459.1
OG0006543	XP_017792057.1	XP_034179836.1
OG0006544	XP_017792064.1	XP_034179847.1
OG0006545	XP_017790578.1	XP_034172041.1
OG0006546	XP_017790471.1	XP_034171527.1
OG0006547	XP_017790353.1	XP_034170958.1
OG0006548	XP_017790528.1	XP_034171208.1
OG0006549	XP_017790451.1	XP_034170828.1
OG0006550	XP_017789137.1	XP_034194690.1
OG0006552	XP_017793532.1	XP_034185407.1
OG0006553	XP_017794312.1	XP_034185404.1
OG0006554	XP_017795638.1	XP_034183603.1
OG0006555	XP_017795657.1	XP_034181766.1
OG0006556	XP_017795676.1	XP_034181784.1
OG0006557	XP_017787768.1	XP_034184952.1
OG0006558	XP_017791027.1	XP_034191313.1
OG0006559	XP_017791011.1	XP_034189865.1
OG0006560	XP_017787823.1	XP_034184037.1
OG0006561	XP_017787800.1	XP_034184019.1
OG0006562	XP_017787811.1	XP_034184009.1
OG0006563	XP_017787835.1	XP_034179905.1
OG0006564	XP_017787840.1	XP_034179821.1
OG0006565	XP_017796156.1	XP_034188409.1
OG0006566	XP_017796187.1	XP_034188425.1
OG0006567	XP_017789519.1	XP_034181982.1
OG0006568	XP_017798043.1	XP_034185631.1
OG0006569	XP_017794204.1	XP_034187075.1
OG0006570	XP_017794156.1	XP_034180895.1
OG0006571	XP_017794202.1	XP_034179377.1
OG0006572	XP_017794200.1	XP_034175028.1
OG0006573	XP_017794188.1	XP_034174699.1
OG0006574	XP_017794274.1	XP_034174729.1
OG0006575	XP_017794287.1	XP_034174587.1
OG0006576	XP_017796479.1	XP_034189250.1
OG0006577	XP_017796499.1	XP_034189262.1
OG0006578	XP_017796546.1	XP_034188915.1
OG0006579	XP_017796477.1	XP_034188683.1
OG0006580	XP_017796468.1	XP_034188716.1
OG0006582	XP_017796523.1	XP_034171076.1
OG0006583	XP_017796516.1	XP_034196504.1
OG0006584	XP_017788428.1	XP_034171535.1
OG0006585	XP_017788403.1	XP_034171240.1
OG0006587	XP_017788455.1	XP_034171209.1
OG0006588	XP_017787590.1	XP_034171337.1
OG0006589	XP_017787929.1	XP_034171351.1
OG0006590	XP_017788260.1	XP_034170902.1
OG0006591	XP_017796394.1	XP_034196487.1
OG0006592	XP_017796396.1	XP_034171309.1
OG0006593	XP_017796399.1	XP_034171312.1
OG0006594	XP_017790613.1	XP_034172024.1
OG0006595	XP_017789943.1	XP_034187203.1
OG0006596	XP_017791622.1	XP_034189817.1
OG0006597	XP_017791599.1	XP_034183481.1
OG0006598	XP_017791592.1	XP_034183480.1
OG0006599	XP_017796376.1	XP_034182448.1
OG0006600	XP_017796383.1	XP_034182759.1
OG0006601	XP_017798123.1	XP_034187592.1
OG0006602	XP_017798158.1	XP_034187397.1
OG0006603	XP_017798076.1	XP_034187408.1
OG0006604	XP_017798208.1	XP_034174276.1
OG0006605	XP_017798214.1	XP_034187619.1
OG0006606	XP_017791482.1	XP_034191202.1
OG0006607	XP_017792408.1	XP_034181255.1
OG0006608	XP_017792407.1	XP_034195574.1
OG0006609	XP_017792359.1	XP_034172922.1, XP_034172932.1
OG0006610	XP_017792074.1	XP_034196317.1
OG0006611	XP_017787803.1	XP_034184742.1
OG0006612	XP_017791253.1	XP_034182966.1
OG0006613	XP_017792237.1	XP_034177685.1
OG0006614	XP_017792348.1	XP_034193168.1
OG0006615	XP_017792323.1	XP_034176149.1
OG0006616	XP_017792381.1	XP_034179221.1
OG0006617	XP_017792389.1	XP_034179196.1
OG0006618	XP_017792292.1	XP_034179286.1
OG0006619	XP_017792396.1	XP_034178821.1
OG0006620	XP_017792314.1	XP_034176205.1
OG0006621	XP_017792364.1	XP_034176582.1
OG0006622	XP_017790131.1	XP_034181305.1
OG0006623	XP_017789936.1	XP_034181339.1
OG0006624	XP_017798038.1	XP_034190700.1
OG0006625	XP_017797957.1	XP_034185502.1
OG0006626	XP_017788610.1	XP_034180202.1
OG0006627	XP_017795329.1	XP_034171437.1
OG0006628	XP_017793174.1	XP_034171371.1
OG0006629	XP_017795323.1	XP_034194118.1
OG0006630	XP_017790974.1	XP_034171376.1
OG0006631	XP_017790900.1	XP_034171439.1
OG0006632	XP_017797960.1	XP_034185691.1
OG0006633	XP_017790939.1	XP_034188963.1
OG0006634	XP_017795231.1	XP_034182678.1
OG0006635	XP_017798024.1	XP_034171164.1
OG0006636	XP_017791562.1	XP_034187082.1
OG0006637	XP_017796738.1	XP_034186947.1
OG0006638	XP_017794962.1	XP_034191254.1
OG0006639	XP_017794831.1	XP_034191239.1
OG0006640	XP_017795004.1	XP_034191274.1
OG0006641	XP_017789023.1	XP_034195564.1
OG0006642	XP_017792278.1	XP_034177585.1
OG0006643	XP_017792390.1	XP_034182283.1
OG0006644	XP_017792265.1	XP_034182697.1
OG0006645	XP_017792242.1	XP_034182154.1
OG0006646	XP_017792412.1	XP_034182029.1
OG0006647	XP_017792340.1	XP_034190503.1
OG0006648	XP_017792377.1	XP_034179935.1
OG0006649	XP_017788245.1	XP_034181351.1
OG0006650	XP_017788255.1	XP_034181459.1
OG0006651	XP_017788197.1	XP_034180906.1
OG0006652	XP_017794858.1	XP_034191037.1
OG0006653	XP_017794852.1	XP_034191051.1
OG0006654	XP_017794891.1	XP_034190950.1
OG0006655	XP_017792213.1	XP_034177325.1
OG0006656	XP_017792165.1	XP_034177326.1
OG0006657	XP_017792125.1	XP_034177327.1
OG0006658	XP_017792146.1	XP_034176802.1
OG0006659	XP_017792132.1	XP_034177490.1
OG0006660	XP_017792971.1	XP_034175330.1
OG0006661	XP_017793020.1	XP_034176129.1
OG0006663	XP_017789126.1	XP_034196205.1
OG0006664	XP_017789067.1	XP_034196211.1
OG0006665	XP_017795811.1	XP_034192557.1
OG0006666	XP_017799325.1	XP_034172748.1
OG0006667	XP_017799250.1	XP_034172365.1
OG0006668	XP_017799218.1	XP_034172366.1
OG0006669	XP_017789212.1	XP_034195952.1
OG0006670	XP_017789029.1	XP_034195961.1
OG0006671	XP_017795791.1	XP_034192153.1
OG0006672	XP_017798947.1	XP_034173163.1
OG0006673	XP_017799130.1	XP_034173153.1
OG0006674	XP_017799225.1	XP_034172799.1
OG0006675	XP_017799407.1	XP_034172898.1
OG0006676	XP_017799053.1	XP_034172800.1
OG0006677	XP_017799211.1	XP_034173379.1
OG0006678	XP_017799370.1	XP_034173503.1
OG0006679	XP_017797494.1	XP_034194694.1
OG0006680	XP_017797508.1	XP_034194141.1
OG0006681	XP_017797455.1	XP_034196021.1
OG0006682	XP_017797416.1	XP_034194034.1
OG0006683	XP_017797438.1	XP_034194052.1
OG0006684	XP_017789070.1	XP_034195959.1
OG0006685	XP_017788691.1	XP_034189301.1
OG0006686	XP_017791436.1	XP_034171028.1
OG0006687	XP_017799173.1	XP_034172198.1
OG0006688	XP_017799290.1	XP_034172200.1
OG0006689	XP_017799385.1	XP_034172990.1
OG0006690	XP_017799052.1	XP_034172115.1
OG0006691	XP_017799156.1	XP_034172120.1
OG0006692	XP_017798973.1	XP_034172605.1
OG0006694	XP_017799394.1	XP_034172694.1
OG0006695	XP_017799206.1	XP_034173058.1
OG0006696	XP_017799340.1	XP_034173570.1
OG0006697	XP_017799293.1	XP_034173462.1
OG0006698	XP_017799098.1	XP_034172250.1
OG0006699	XP_017799216.1	XP_034172182.1
OG0006700	XP_017799101.1	XP_034172179.1
OG0006701	XP_017799276.1	XP_034172567.1
OG0006702	XP_017799139.1	XP_034172559.1
OG0006703	XP_017799066.1	XP_034172562.1
OG0006704	XP_017788282.1	XP_034173635.1
OG0006705	XP_017788286.1	XP_034172676.1
OG0006706	XP_017788290.1	XP_034172857.1
OG0006707	XP_017797574.1	XP_034173641.1
OG0006708	XP_017797734.1	XP_034173238.1
OG0006709	XP_017787632.1	XP_034173242.1
OG0006710	XP_017788366.1	XP_034173549.1
OG0006711	XP_017788295.1	XP_034173592.1
OG0006712	XP_017788351.1	XP_034172093.1
OG0006713	XP_017788359.1	XP_034172298.1
OG0006714	XP_017796781.1	XP_034194772.1
OG0006715	XP_017792485.1	XP_034194026.1
OG0006716	XP_017793222.1	XP_034178987.1
OG0006717	XP_017792496.1	XP_034179142.1
OG0006718	XP_017795349.1	XP_034189557.1
OG0006719	XP_017795352.1	XP_034189626.1
OG0006720	XP_017790491.1	XP_034190105.1
OG0006722	XP_017789627.1	XP_034175976.1
OG0006723	XP_017795423.1	XP_034192208.1
OG0006724	XP_017794823.1	XP_034191234.1
OG0006725	XP_017794938.1	XP_034191228.1
OG0006726	XP_017794818.1	XP_034186652.1
OG0006727	XP_017792707.1	XP_034187757.1
OG0006728	XP_017799129.1	XP_034172544.1
OG0006729	XP_017797382.1	XP_034176329.1
OG0006730	XP_017795332.1	XP_034177784.1
OG0006732	XP_017795100.1	XP_034177768.1
OG0006733	XP_017794872.1	XP_034187186.1
OG0006734	XP_017796953.1	XP_034188953.1
OG0006736	XP_017790355.1	XP_034170939.1
OG0006737	XP_017790452.1	XP_034170829.1
OG0006738	XP_017796420.1	XP_034189401.1, XP_034189397.1
OG0006739	XP_017788379.1	XP_034196674.1
OG0006740	XP_017790350.1	XP_034170932.1
OG0006741	XP_017796453.1	XP_034189147.1
OG0006742	XP_017790407.1	XP_034171326.1
OG0006743	XP_017794444.1	XP_034171247.1
OG0006744	XP_017787678.1	XP_034187281.1
OG0006745	XP_017794543.1	XP_034171951.1
OG0006746	XP_017792734.1	XP_034187749.1
OG0006747	XP_017788187.1	XP_034188537.1
OG0006748	XP_017789482.1	XP_034194230.1
OG0006749	XP_017793817.1	XP_034171159.1
OG0006750	XP_017795302.1	XP_034181961.1
OG0006751	XP_017789460.1	XP_034182300.1
OG0006752	XP_017789120.1	XP_034182152.1
OG0006753	XP_017788096.1	XP_034194756.1
OG0006754	XP_017796188.1	XP_034182796.1
OG0006755	XP_017789528.1	XP_034182251.1
OG0006756	XP_017789425.1	XP_034182253.1
OG0006757	XP_017791691.1	XP_034188325.1
OG0006758	XP_017788469.1	XP_034182082.1
OG0006759	XP_017788052.1	XP_034194396.1
OG0006760	XP_017791686.1	XP_034188225.1
OG0006761	XP_017799038.1	XP_034172151.1
OG0006762	XP_017788164.1	XP_034188560.1
OG0006763	XP_017788811.1	XP_034182596.1
OG0006764	XP_017788487.1	XP_034194713.1
OG0006765	XP_017798615.1	XP_034186289.1
OG0006766	XP_017796363.1	XP_034182455.1
OG0006767	XP_017788694.1	XP_034182111.1
OG0006768	XP_017791744.1	XP_034182687.1
OG0006769	XP_017788466.1	XP_034182031.1
OG0006770	XP_017789333.1	XP_034182267.1
OG0006771	XP_017796323.1	XP_034174360.1
OG0006772	XP_017796952.1	XP_034174371.1
OG0006773	XP_017796518.1	XP_034174083.1
OG0006774	XP_017796155.1	XP_034174520.1
OG0006775	XP_017797174.1	XP_034174449.1
OG0006776	XP_017798163.1	XP_034174027.1
OG0006777	XP_017798223.1	XP_034187451.1
OG0006778	XP_017798109.1	XP_034174030.1
OG0006779	XP_017797229.1	XP_034187811.1
OG0006780	XP_017797162.1	XP_034174452.1
OG0006781	XP_017798057.1	XP_034187595.1
OG0006782	XP_017798165.1	XP_034187611.1
OG0006783	XP_017799135.1	XP_034173311.1
OG0006784	XP_017798142.1	XP_034187521.1
OG0006785	XP_017797517.1	XP_034174219.1
OG0006786	XP_017796030.1	XP_034173740.1
OG0006787	XP_017787950.1	XP_034173741.1
OG0006788	XP_017791970.1	XP_034174471.1
OG0006789	XP_017798067.1	XP_034187467.1
OG0006790	XP_017791982.1	XP_034173819.1
OG0006791	XP_017791959.1	XP_034174859.1
OG0006792	XP_017796448.1	XP_034174535.1
OG0006793	XP_017796918.1	XP_034196426.1
OG0006794	XP_017796407.1	XP_034187359.1
OG0006795	XP_017787956.1	XP_034174849.1
OG0006796	XP_017796194.1	XP_034174862.1
OG0006797	XP_017790676.1	XP_034192783.1
OG0006798	XP_017790833.1	XP_034192744.1
OG0006799	XP_017790834.1	XP_034192762.1
OG0006800	XP_017796073.1	XP_034177017.1
OG0006801	XP_017795338.1	XP_034182116.1
OG0006802	XP_017793692.1	XP_034177684.1
OG0006803	XP_017793613.1	XP_034177739.1
OG0006804	XP_017788634.1	XP_034177699.1
OG0006805	XP_017790675.1	XP_034177433.1
OG0006806	XP_017790811.1	XP_034192637.1
OG0006807	XP_017793685.1	XP_034177278.1
OG0006808	XP_017789777.1	XP_034177826.1
OG0006809	XP_017791084.1	XP_034184756.1
OG0006810	XP_017793629.1	XP_034177602.1
OG0006811	XP_017795989.1	XP_034192882.1
OG0006812	XP_017792180.1	XP_034177047.1
OG0006813	XP_017789781.1	XP_034177651.1
OG0006815	XP_017797429.1	XP_034176635.1
OG0006816	XP_017790053.1	XP_034188029.1
OG0006817	XP_017797667.1	XP_034196169.1
OG0006818	XP_017796115.1	XP_034193347.1
OG0006819	XP_017789005.1, XP_017789205.1	XP_034195072.1
OG0006820	XP_017793211.1	XP_034189859.1
OG0006821	XP_017797515.1	XP_034195582.1
OG0006822	XP_017789994.1	XP_034195865.1
OG0006823	XP_017797459.1	XP_034194063.1
OG0006824	XP_017789170.1	XP_034193497.1
OG0006825	XP_017789039.1	XP_034193453.1
OG0006826	XP_017789907.1	XP_034181905.1
OG0006827	XP_017791668.1	XP_034176898.1
OG0006828	XP_017790395.1	XP_034187968.1
OG0006829	XP_017790441.1	XP_034188077.1
OG0006830	XP_017791651.1	XP_034190737.1
OG0006831	XP_017790054.1	XP_034192440.1
OG0006832	XP_017792342.1	XP_034176290.1
OG0006833	XP_017792026.1	XP_034176232.1
OG0006834	XP_017789909.1	XP_034181027.1
OG0006835	XP_017792530.1	XP_034185519.1
OG0006836	XP_017797999.1	XP_034190582.1
OG0006837	XP_017790188.1	XP_034181231.1
OG0006838	XP_017790094.1	XP_034181029.1
OG0006839	XP_017795642.1	XP_034179615.1
OG0006840	XP_017791096.1	XP_034190612.1
OG0006841	XP_017790486.1	XP_034187928.1
OG0006842	XP_017787497.1	XP_034184747.1
OG0006843	XP_017793825.1	XP_034185382.1
OG0006844	XP_017791115.1	XP_034185073.1
OG0006845	XP_017794112.1	XP_034190589.1
OG0006846	XP_017794109.1	XP_034190523.1
OG0006847	XP_017798001.1	XP_034184799.1
OG0006848	XP_017794120.1	XP_034185284.1
OG0006849	XP_017794277.1	XP_034181800.1
OG0006850	XP_017793978.1	XP_034190345.1
OG0006851	XP_017788230.1	XP_034173664.1
OG0006852	XP_017787396.1	XP_034185638.1
OG0006853	XP_017799465.1	XP_034185319.1
OG0006854	XP_017799527.1	XP_034185318.1
OG0006855	XP_017794075.1	XP_034190319.1
OG0006856	XP_017793334.1	XP_034181509.1
OG0006857	XP_017798857.1	XP_034192341.1
OG0006858	XP_017789913.1	XP_034187902.1
OG0006859	XP_017790494.1	XP_034181342.1
OG0006860	XP_017794035.1	XP_034185467.1
OG0006861	XP_017798827.1	XP_034187996.1
OG0006862	XP_017798826.1	XP_034188015.1, XP_034188016.1
OG0006863	XP_017799490.1	XP_034184680.1
OG0006864	XP_017791201.1	XP_034190226.1
OG0006865	XP_017790874.1	XP_034184417.1
OG0006866	XP_017799455.1	XP_034180240.1
OG0006867	XP_017794378.1	XP_034186110.1
OG0006868	XP_017791761.1	XP_034175075.1
OG0006869	XP_017791572.1	XP_034194790.1
OG0006870	XP_017791172.1	XP_034184099.1
OG0006871	XP_017799591.1	XP_034171908.1
OG0006872	XP_017795380.1	XP_034184002.1
OG0006873	XP_017789400.1	XP_034186071.1
OG0006874	XP_017789966.1	XP_034190147.1
OG0006875	XP_017790119.1	XP_034189971.1
OG0006876	XP_017790176.1	XP_034186729.1
OG0006877	XP_017790636.1	XP_034186135.1
OG0006878	XP_017790118.1	XP_034189691.1
OG0006879	XP_017795417.1	XP_034185731.1
OG0006880	XP_017789768.1	XP_034183565.1
OG0006881	XP_017789749.1	XP_034183574.1
OG0006882	XP_017788339.1	XP_034172282.1
OG0006883	XP_017797784.1	XP_034191884.1
OG0006884	XP_017793889.1	XP_034190101.1
OG0006885	XP_017791313.1	XP_034189792.1
OG0006886	XP_017793899.1	XP_034190102.1
OG0006887	XP_017790148.1	XP_034185791.1
OG0006888	XP_017789542.1	XP_034183521.1
OG0006889	XP_017791730.1	XP_034185887.1
OG0006890	XP_017791826.1	XP_034189920.1
OG0006891	XP_017791245.1	XP_034185864.1
OG0006892	XP_017793847.1	XP_034185829.1
OG0006893	XP_017795154.1	XP_034178477.1
OG0006894	XP_017793067.1	XP_034175873.1
