Orthogroup	Habropoda_laboriosa	Dufourea_novaeangliae
OG0007308	XP_017791551.1	XP_015431258.1
OG0007309	XP_017795440.1	XP_015438545.1
OG0007310	XP_017791566.1	XP_015431250.1
OG0007311	XP_017791567.1	XP_015438533.1
OG0007312	XP_017790237.1	XP_015434260.1
OG0007313	XP_017789721.1	XP_015437693.1
OG0007314	XP_017789783.1	XP_015437650.1
OG0007315	XP_017792202.1	XP_015431283.1
OG0007316	XP_017792411.1	XP_015431281.1
OG0007317	XP_017791467.1	XP_015438432.1
OG0007318	XP_017789971.1	XP_015438403.1
OG0007319	XP_017790080.1	XP_015434635.1
OG0007320	XP_017795410.1	XP_015433426.1
OG0007321	XP_017789895.1	XP_015437656.1
OG0007322	XP_017789767.1	XP_015428887.1
OG0007323	XP_017789967.1	XP_015438373.1
OG0007324	XP_017789617.1	XP_015428902.1
OG0007325	XP_017792371.1	XP_015431379.1
OG0007326	XP_017789964.1	XP_015438464.1
OG0007327	XP_017791560.1	XP_015431310.1
OG0007328	XP_017795441.1	XP_015438426.1
OG0007329	XP_017795411.1	XP_015438425.1
OG0007330	XP_017790717.1	XP_015437665.1
OG0007331	XP_017789462.1	XP_015435850.1
OG0007332	XP_017793866.1	XP_015438498.1
OG0007333	XP_017789544.1	XP_015431286.1
OG0007334	XP_017789968.1	XP_015438372.1
OG0007335	XP_017791430.1	XP_015428900.1
OG0007336	XP_017789947.1	XP_015432531.1
OG0007337	XP_017791633.1	XP_015428938.1
OG0007339	XP_017787741.1	XP_015430605.1
OG0007340	XP_017790798.1	XP_015438560.1
OG0007341	XP_017789710.1	XP_015428873.1
OG0007342	XP_017791556.1	XP_015431362.1
OG0007343	XP_017791553.1	XP_015431327.1
OG0007344	XP_017793957.1	XP_015431339.1
OG0007345	XP_017793958.1	XP_015431294.1
OG0007346	XP_017793893.1	XP_015433418.1
OG0007347	XP_017792554.1	XP_015434021.1
OG0007348	XP_017793320.1	XP_015437028.1
OG0007349	XP_017789703.1	XP_015433833.1
OG0007350	XP_017793005.1	XP_015437803.1
OG0007351	XP_017789607.1	XP_015436649.1
OG0007352	XP_017792891.1	XP_015435562.1
OG0007353	XP_017789251.1	XP_015438826.1
OG0007354	XP_017793061.1	XP_015440487.1
OG0007355	XP_017789598.1	XP_015433867.1
OG0007356	XP_017795551.1	XP_015435565.1
OG0007357	XP_017795538.1	XP_015435559.1
OG0007358	XP_017795549.1	XP_015435487.1
OG0007359	XP_017795576.1	XP_015435490.1
OG0007360	XP_017797450.1	XP_015435492.1
OG0007361	XP_017792861.1	XP_015435477.1
OG0007362	XP_017793155.1	XP_015440439.1
OG0007363	XP_017794213.1	XP_015438296.1
OG0007364	XP_017789727.1	XP_015434921.1
OG0007365	XP_017789726.1	XP_015434935.1
OG0007366	XP_017793142.1	XP_015438791.1
OG0007367	XP_017793137.1	XP_015438817.1
OG0007368	XP_017789253.1	XP_015438834.1
OG0007369	XP_017794215.1	XP_015437038.1
OG0007370	XP_017792717.1	XP_015428789.1
OG0007371	XP_017790305.1	XP_015436691.1
OG0007372	XP_017797908.1	XP_015428584.1
OG0007373	XP_017795144.1	XP_015429794.1
OG0007374	XP_017793070.1	XP_015437757.1
OG0007375	XP_017794239.1	XP_015435963.1
OG0007376	XP_017794150.1	XP_015436087.1
OG0007377	XP_017792857.1	XP_015435566.1
OG0007378	XP_017789738.1	XP_015428805.1
OG0007379	XP_017793492.1	XP_015437024.1
OG0007380	XP_017793464.1	XP_015437041.1
OG0007381	XP_017795543.1	XP_015435494.1
OG0007382	XP_017792765.1	XP_015430583.1
OG0007383	XP_017789229.1	XP_015438798.1
OG0007384	XP_017793472.1	XP_015438820.1
OG0007385	XP_017793414.1	XP_015438850.1
OG0007386	XP_017794192.1	XP_015435977.1
OG0007387	XP_017792034.1	XP_015429861.1
OG0007388	XP_017792746.1	XP_015428811.1
OG0007389	XP_017797543.1	XP_015436609.1
OG0007390	XP_017793051.1	XP_015437800.1
OG0007391	XP_017793054.1	XP_015437781.1
OG0007392	XP_017791483.1	XP_015430026.1
OG0007393	XP_017795163.1	XP_015429907.1
OG0007394	XP_017793159.1	XP_015437413.1
OG0007395	XP_017793131.1	XP_015437785.1
OG0007396	XP_017793066.1	XP_015437728.1
OG0007397	XP_017793080.1	XP_015437731.1
OG0007398	XP_017794865.1	XP_015432774.1
OG0007399	XP_017791342.1	XP_015434603.1
OG0007400	XP_017794821.1	XP_015432694.1
OG0007401	XP_017791385.1	XP_015437568.1
OG0007402	XP_017791492.1	XP_015438643.1
OG0007403	XP_017791398.1	XP_015432275.1
OG0007404	XP_017792423.1	XP_015432116.1
OG0007405	XP_017787558.1	XP_015438717.1
OG0007406	XP_017789747.1	XP_015435738.1
OG0007407	XP_017792426.1	XP_015432099.1
OG0007408	XP_017792424.1	XP_015432198.1
OG0007409	XP_017791428.1	XP_015432277.1
OG0007410	XP_017794893.1	XP_015432169.1
OG0007411	XP_017794982.1	XP_015432077.1
OG0007412	XP_017787526.1	XP_015432230.1
OG0007413	XP_017789560.1	XP_015430128.1
OG0007414	XP_017799256.1	XP_015432985.1
OG0007415	XP_017791417.1	XP_015432257.1
OG0007416	XP_017789713.1	XP_015431913.1
OG0007417	XP_017796308.1	XP_015439338.1
OG0007418	XP_017797875.1	XP_015428759.1
OG0007419	XP_017795031.1	XP_015432095.1
OG0007420	XP_017789618.1	XP_015430126.1
OG0007421	XP_017787549.1	XP_015432127.1
OG0007422	XP_017791337.1	XP_015432279.1
OG0007423	XP_017794940.1	XP_015432238.1
OG0007424	XP_017792464.1, XP_017792465.1, XP_017792466.1	XP_015432153.1
OG0007425	XP_017787612.1	XP_015432109.1
OG0007426	XP_017787597.1	XP_015438657.1
OG0007427	XP_017796281.1	XP_015437923.1
OG0007428	XP_017796321.1	XP_015430193.1
OG0007430	XP_017795053.1	XP_015438666.1
OG0007431	XP_017795060.1	XP_015438706.1
OG0007432	XP_017794985.1	XP_015432164.1
OG0007433	XP_017791373.1	XP_015434623.1
OG0007434	XP_017799100.1	XP_015435417.1
OG0007435	XP_017788758.1	XP_015432332.1
OG0007436	XP_017788825.1	XP_015432358.1
OG0007438	XP_017789838.1	XP_015432905.1
OG0007439	XP_017799275.1	XP_015432824.1
OG0007440	XP_017788725.1	XP_015428513.1
OG0007441	XP_017788810.1	XP_015428638.1
OG0007442	XP_017788821.1	XP_015428569.1
OG0007443	XP_017788851.1	XP_015433624.1
OG0007444	XP_017788719.1	XP_015428602.1
OG0007445	XP_017798978.1	XP_015432843.1
OG0007446	XP_017797676.1	XP_015436460.1
OG0007447	XP_017797678.1	XP_015438957.1
OG0007448	XP_017798483.1	XP_015436480.1
OG0007449	XP_017790503.1	XP_015432616.1
OG0007450	XP_017798632.1	XP_015439191.1
OG0007451	XP_017794721.1	XP_015437426.1
OG0007452	XP_017794619.1	XP_015438748.1
OG0007453	XP_017787997.1	XP_015430212.1
OG0007454	XP_017787984.1	XP_015430210.1
OG0007455	XP_017797697.1	XP_015439122.1
OG0007456	XP_017798697.1	XP_015439069.1
OG0007457	XP_017798788.1	XP_015434189.1
OG0007458	XP_017794705.1	XP_015435209.1
OG0007459	XP_017798675.1	XP_015439064.1
OG0007460	XP_017794611.1	XP_015438909.1
OG0007461	XP_017797791.1	XP_015434040.1
OG0007462	XP_017797151.1	XP_015438945.1
OG0007463	XP_017794625.1	XP_015432530.1
OG0007464	XP_017798626.1	XP_015439276.1
OG0007465	XP_017798725.1	XP_015436488.1
OG0007466	XP_017794607.1	XP_015431884.1
OG0007467	XP_017790459.1	XP_015430151.1
OG0007468	XP_017799147.1	XP_015435377.1
OG0007469	XP_017794703.1	XP_015435724.1
OG0007470	XP_017797689.1	XP_015434119.1
OG0007471	XP_017787987.1	XP_015439111.1
OG0007472	XP_017797756.1	XP_015439127.1
OG0007473	XP_017798594.1	XP_015430215.1
OG0007475	XP_017794616.1	XP_015439172.1
OG0007476	XP_017798495.1	XP_015438964.1
OG0007477	XP_017797682.1	XP_015438959.1
OG0007478	XP_017794615.1	XP_015439091.1
OG0007479	XP_017798503.1	XP_015434030.1
OG0007480	XP_017787677.1	XP_015429703.1
OG0007481	XP_017798752.1	XP_015434080.1
OG0007482	XP_017798686.1	XP_015439046.1
OG0007483	XP_017794594.1	XP_015438915.1
OG0007484	XP_017799486.1	XP_015439446.1
OG0007485	XP_017799315.1	XP_015439308.1
OG0007486	XP_017796694.1	XP_015432514.1
OG0007487	XP_017795891.1	XP_015434856.1
OG0007488	XP_017792863.1	XP_015433917.1
OG0007490	XP_017790990.1	XP_015435656.1
OG0007491	XP_017799270.1	XP_015439303.1
OG0007492	XP_017799467.1	XP_015439334.1
OG0007493	XP_017794785.1	XP_015434842.1
OG0007494	XP_017795905.1	XP_015434903.1
OG0007495	XP_017794811.1	XP_015435648.1
OG0007496	XP_017799271.1	XP_015433041.1
OG0007497	XP_017796625.1	XP_015432468.1
OG0007498	XP_017791881.1	XP_015439449.1
OG0007499	XP_017791808.1	XP_015435590.1
OG0007500	XP_017789739.1	XP_015434910.1
OG0007501	XP_017792831.1	XP_015433771.1
OG0007502	XP_017795118.1	XP_015434919.1
OG0007503	XP_017799393.1	XP_015433307.1
OG0007504	XP_017796632.1	XP_015433150.1
OG0007505	XP_017799381.1	XP_015438492.1
OG0007506	XP_017790916.1	XP_015430150.1
OG0007507	XP_017796601.1	XP_015433169.1
OG0007508	XP_017799292.1	XP_015439309.1
OG0007509	XP_017799395.1	XP_015433058.1
OG0007510	XP_017794765.1	XP_015433163.1
OG0007511	XP_017793548.1	XP_015434879.1
OG0007512	XP_017794842.1	XP_015432761.1
OG0007513	XP_017794840.1	XP_015432671.1
OG0007514	XP_017798474.1	XP_015430287.1
OG0007515	XP_017798304.1	XP_015430355.1
OG0007516	XP_017791332.1	XP_015428831.1
OG0007517	XP_017794913.1	XP_015432673.1
OG0007518	XP_017798321.1	XP_015432746.1
OG0007519	XP_017792800.1	XP_015428421.1
OG0007520	XP_017794896.1	XP_015428490.1
OG0007521	XP_017794997.1	XP_015434600.1
OG0007522	XP_017791521.1	XP_015434730.1
OG0007523	XP_017796010.1, XP_017792609.1	XP_015430492.1
OG0007524	XP_017788184.1	XP_015429818.1
OG0007525	XP_017792596.1	XP_015437548.1
OG0007526	XP_017798414.1	XP_015430305.1
OG0007527	XP_017788247.1	XP_015429946.1
OG0007529	XP_017798409.1	XP_015430361.1
OG0007530	XP_017791539.1	XP_015434694.1
OG0007531	XP_017798317.1	XP_015428413.1
OG0007532	XP_017791140.1	XP_015428834.1
OG0007533	XP_017798296.1	XP_015430251.1
OG0007534	XP_017798472.1	XP_015430248.1
OG0007535	XP_017798365.1	XP_015428435.1
OG0007536	XP_017798398.1	XP_015430356.1
OG0007537	XP_017790412.1	XP_015436800.1
OG0007538	XP_017798720.1	XP_015439165.1
OG0007539	XP_017798604.1	XP_015436462.1
OG0007540	XP_017795488.1	XP_015434519.1
OG0007541	XP_017788360.1	XP_015436847.1
OG0007542	XP_017798521.1	XP_015433470.1
OG0007543	XP_017790996.1	XP_015434343.1
OG0007544	XP_017798200.1	XP_015431036.1
OG0007546	XP_017799105.1	XP_015435355.1
OG0007547	XP_017799103.1	XP_015435444.1
OG0007548	XP_017799400.1	XP_015435434.1
OG0007549	XP_017798964.1	XP_015435254.1
OG0007550	XP_017799091.1	XP_015432978.1
OG0007551	XP_017799409.1	XP_015435424.1
OG0007552	XP_017798940.1	XP_015435347.1
OG0007553	XP_017799396.1	XP_015435406.1
OG0007554	XP_017787638.1	XP_015430473.1
OG0007556	XP_017793260.1	XP_015435580.1
OG0007557	XP_017797852.1	XP_015429729.1
OG0007558	XP_017794308.1	XP_015438250.1
OG0007559	XP_017794303.1	XP_015437080.1
OG0007560	XP_017799196.1	XP_015432860.1
OG0007561	XP_017792264.1	XP_015436331.1
OG0007562	XP_017792008.1	XP_015429827.1
OG0007563	XP_017799200.1	XP_015432982.1
OG0007564	XP_017797326.1	XP_015430353.1
OG0007565	XP_017797893.1	XP_015429736.1
OG0007566	XP_017792809.1	XP_015430606.1
OG0007567	XP_017794433.1	XP_015429011.1
OG0007568	XP_017796874.1	XP_015428991.1
OG0007569	XP_017792756.1	XP_015437839.1
OG0007570	XP_017792685.1	XP_015429059.1
OG0007571	XP_017796861.1	XP_015440325.1
OG0007572	XP_017787904.1	XP_015431826.1
OG0007573	XP_017788421.1	XP_015432302.1
OG0007574	XP_017796538.1	XP_015434016.1
OG0007575	XP_017796504.1	XP_015434944.1
OG0007576	XP_017792703.1	XP_015431832.1
OG0007577	XP_017790056.1	XP_015434621.1
OG0007578	XP_017790166.1	XP_015431924.1
OG0007579	XP_017791363.1	XP_015439581.1
OG0007580	XP_017793873.1	XP_015431413.1
OG0007581	XP_017793384.1	XP_015440430.1
OG0007582	XP_017793122.1	XP_015440513.1
OG0007583	XP_017792990.1	XP_015438822.1
OG0007584	XP_017792842.1	XP_015440490.1
OG0007585	XP_017789255.1	XP_015440473.1
OG0007586	XP_017796283.1	XP_015437944.1
OG0007587	XP_017791329.1	XP_015432192.1
OG0007588	XP_017788780.1	XP_015432400.1
OG0007589	XP_017788820.1	XP_015432402.1
OG0007590	XP_017788860.1	XP_015428514.1
OG0007591	XP_017788777.1	XP_015428562.1
OG0007592	XP_017788855.1	XP_015428574.1
OG0007593	XP_017788933.1	XP_015433613.1
OG0007594	XP_017788796.1	XP_015428542.1
OG0007595	XP_017789856.1	XP_015428622.1
OG0007596	XP_017789866.1	XP_015433615.1
OG0007597	XP_017798780.1	XP_015434118.1
OG0007598	XP_017798589.1	XP_015434079.1
OG0007599	XP_017794685.1	XP_015439137.1
OG0007600	XP_017798684.1	XP_015430235.1
OG0007601	XP_017798606.1	XP_015439136.1
OG0007602	XP_017798640.1	XP_015439068.1
OG0007603	XP_017798767.1, XP_017798768.1	XP_015436467.1
OG0007604	XP_017796655.1	XP_015437925.1
OG0007605	XP_017791849.1	XP_015439379.1
OG0007606	XP_017791882.1	XP_015439450.1
OG0007607	XP_017787804.1	XP_015433206.1
OG0007608	XP_017787468.1	XP_015433226.1
OG0007609	XP_017787702.1	XP_015433204.1
OG0007610	XP_017787663.1	XP_015432260.1
OG0007611	XP_017792779.1	XP_015428453.1
OG0007612	XP_017792620.1	XP_015438708.1
OG0007613	XP_017799028.1	XP_015432964.1
OG0007614	XP_017799215.1	XP_015435374.1
OG0007615	XP_017798976.1	XP_015435376.1
OG0007616	XP_017792350.1	XP_015436645.1
OG0007617	XP_017792296.1	XP_015437331.1
OG0007618	XP_017798230.1	XP_015431155.1
OG0007619	XP_017793241.1	XP_015434591.1
OG0007620	XP_017797206.1	XP_015429971.1
OG0007621	XP_017788370.1	XP_015429841.1
OG0007622	XP_017796456.1	XP_015434979.1
OG0007623	XP_017788235.1	XP_015431809.1
OG0007625	XP_017787754.1	XP_015429079.1
OG0007626	XP_017795249.1	XP_015430881.1
OG0007628	XP_017796852.1	XP_015432568.1
OG0007629	XP_017788529.1	XP_015431461.1
OG0007630	XP_017789525.1	XP_015429789.1
OG0007631	XP_017789336.1	XP_015433683.1
OG0007632	XP_017797156.1	XP_015436903.1
OG0007633	XP_017793806.1	XP_015440419.1
OG0007634	XP_017797153.1	XP_015439440.1
OG0007635	XP_017791937.1	XP_015439892.1
OG0007636	XP_017790693.1	XP_015439833.1
OG0007637	XP_017790836.1	XP_015439976.1
OG0007638	XP_017790649.1	XP_015439887.1
OG0007639	XP_017789095.1	XP_015432057.1
OG0007640	XP_017796772.1	XP_015438245.1
OG0007641	XP_017792329.1	XP_015429938.1
OG0007642	XP_017798177.1	XP_015436924.1
OG0007643	XP_017791034.1	XP_015434501.1
OG0007644	XP_017798769.1	XP_015440306.1
OG0007645	XP_017789988.1	XP_015435101.1
OG0007646	XP_017789894.1	XP_015435151.1
OG0007647	XP_017790918.1	XP_015437880.1
OG0007648	XP_017794517.1	XP_015436218.1
OG0007649	XP_017794508.1	XP_015436426.1
OG0007650	XP_017795130.1	XP_015436257.1
OG0007651	XP_017796816.1	XP_015436263.1
OG0007652	XP_017799498.1	XP_015430438.1
OG0007653	XP_017792457.1	XP_015432240.1
OG0007654	XP_017789889.1	XP_015436860.1
OG0007655	XP_017792520.1	XP_015430162.1
OG0007656	XP_017791298.1	XP_015433536.1
OG0007657	XP_017797979.1	XP_015435689.1
OG0007658	XP_017792376.1	XP_015438181.1
OG0007659	XP_017790029.1	XP_015435991.1
OG0007660	XP_017797820.1	XP_015434207.1
OG0007661	XP_017792354.1	XP_015438158.1
OG0007662	XP_017792039.1	XP_015429881.1
OG0007663	XP_017791666.1	XP_015439585.1
OG0007664	XP_017798848.1	XP_015440296.1
OG0007665	XP_017788309.1	XP_015436843.1
OG0007666	XP_017795272.1	XP_015431726.1
OG0007667	XP_017798182.1	XP_015430840.1
OG0007668	XP_017794965.1	XP_015432735.1
OG0007669	XP_017793381.1	XP_015437047.1
OG0007670	XP_017793971.1	XP_015430910.1
OG0007671	XP_017792012.1	XP_015436309.1
OG0007672	XP_017795280.1	XP_015431698.1
OG0007673	XP_017789595.1	XP_015433737.1
OG0007674	XP_017787602.1	XP_015439413.1
OG0007675	XP_017799594.1	XP_015430507.1
OG0007676	XP_017794668.1	XP_015439106.1
OG0007677	XP_017799227.1	XP_015432943.1
OG0007678	XP_017797360.1	XP_015430290.1
OG0007679	XP_017789849.1	XP_015436858.1
OG0007680	XP_017796393.1	XP_015431995.1
OG0007681	XP_017787461.1	XP_015433501.1
OG0007682	XP_017793412.1	XP_015437383.1
OG0007683	XP_017788318.1	XP_015430930.1
OG0007684	XP_017791774.1	XP_015433847.1
OG0007685	XP_017794351.1	XP_015436157.1
OG0007686	XP_017797606.1	XP_015431974.1
OG0007687	XP_017797742.1	XP_015438937.1
OG0007688	XP_017796147.1	XP_015434320.1
OG0007689	XP_017799202.1	XP_015435356.1
OG0007690	XP_017791169.1	XP_015436121.1
OG0007691	XP_017794367.1	XP_015436303.1
OG0007692	XP_017790845.1	XP_015433384.1
OG0007693	XP_017791255.1	XP_015433493.1
OG0007694	XP_017788167.1	XP_015434249.1
OG0007695	XP_017788092.1	XP_015434285.1
OG0007696	XP_017795155.1	XP_015429858.1
OG0007697	XP_017791433.1	XP_015428549.1
OG0007698	XP_017790513.1	XP_015434612.1
OG0007699	XP_017791581.1	XP_015438474.1
OG0007700	XP_017791091.1	XP_015436249.1
OG0007701	XP_017794082.1	XP_015437524.1
OG0007702	XP_017789674.1	XP_015428866.1
OG0007703	XP_017794044.1	XP_015429304.1
OG0007704	XP_017791676.1	XP_015431573.1
OG0007705	XP_017798737.1	XP_015436483.1
OG0007706	XP_017790049.1	XP_015435960.1
OG0007707	XP_017790867.1	XP_015434726.1
OG0007708	XP_017798454.1	XP_015430304.1
OG0007709	XP_017796437.1	XP_015435054.1
OG0007710	XP_017797426.1	XP_015438764.1
OG0007711	XP_017790055.1	XP_015430595.1
OG0007712	XP_017792630.1	XP_015429765.1
OG0007713	XP_017795879.1	XP_015434791.1
OG0007714	XP_017792687.1	XP_015429063.1
OG0007715	XP_017792194.1	XP_015433306.1
OG0007716	XP_017797481.1	XP_015431080.1
OG0007717	XP_017795584.1	XP_015435521.1
OG0007718	XP_017791224.1	XP_015433513.1
OG0007719	XP_017792244.1	XP_015437819.1
OG0007720	XP_017788656.1	XP_015439822.1
OG0007721	XP_017795473.1	XP_015433335.1
OG0007722	XP_017788512.1	XP_015431195.1
OG0007723	XP_017797335.1	XP_015436203.1
OG0007724	XP_017787709.1	XP_015429762.1
OG0007725	XP_017796656.1	XP_015439423.1
OG0007726	XP_017798716.1	XP_015434089.1
OG0007727	XP_017797991.1	XP_015428754.1
OG0007728	XP_017788102.1	XP_015431535.1
OG0007729	XP_017788091.1	XP_015435851.1
OG0007730	XP_017789818.1	XP_015438539.1
OG0007731	XP_017789409.1	XP_015429338.1
OG0007732	XP_017791825.1	XP_015433113.1
OG0007733	XP_017791817.1	XP_015437948.1
OG0007734	XP_017787862.1	XP_015434478.1
OG0007735	XP_017794551.1	XP_015430095.1
OG0007736	XP_017796682.1	XP_015439324.1
OG0007737	XP_017792152.1, XP_017792153.1	XP_015439839.1
OG0007738	XP_017792176.1	XP_015439702.1
OG0007739	XP_017791308.1	XP_015436807.1
OG0007740	XP_017788200.1	XP_015436538.1
OG0007741	XP_017798914.1	XP_015429288.1
OG0007742	XP_017798896.1	XP_015429603.1
OG0007743	XP_017797155.1	XP_015430677.1
OG0007744	XP_017792719.1	XP_015437843.1
OG0007745	XP_017792173.1	XP_015439902.1
OG0007746	XP_017793994.1	XP_015429596.1
OG0007747	XP_017793719.1	XP_015431969.1
OG0007748	XP_017793682.1	XP_015439853.1
OG0007749	XP_017788818.1	XP_015428618.1
OG0007750	XP_017794708.1	XP_015428494.1
OG0007751	XP_017791008.1	XP_015435740.1
OG0007752	XP_017795315.1	XP_015434316.1
OG0007753	XP_017792263.1	XP_015437414.1
OG0007754	XP_017796249.1	XP_015439346.1
OG0007755	XP_017788330.1	XP_015436840.1
OG0007756	XP_017791703.1	XP_015434798.1
OG0007757	XP_017793538.1	XP_015432460.1
OG0007758	XP_017793913.1	XP_015431385.1
OG0007759	XP_017787704.1	XP_015433095.1
OG0007760	XP_017795179.1	XP_015429967.1
OG0007761	XP_017787844.1	XP_015434480.1
OG0007762	XP_017797489.1	XP_015438465.1
OG0007763	XP_017793101.1	XP_015437373.1
OG0007764	XP_017788014.1	XP_015430229.1
OG0007765	XP_017794016.1	XP_015430932.1
OG0007766	XP_017794061.1	XP_015430958.1
OG0007767	XP_017797648.1	XP_015431004.1
OG0007768	XP_017799367.1	XP_015432936.1
OG0007769	XP_017795427.1	XP_015438489.1
OG0007770	XP_017796930.1	XP_015440327.1
OG0007771	XP_017788793.1	XP_015428544.1
OG0007772	XP_017791333.1	XP_015432286.1
OG0007773	XP_017794404.1	XP_015439524.1
OG0007774	XP_017796360.1	XP_015437831.1
OG0007775	XP_017791187.1	XP_015430493.1
OG0007776	XP_017794176.1	XP_015437748.1
OG0007777	XP_017797748.1	XP_015438992.1
OG0007778	XP_017797755.1	XP_015439124.1
OG0007779	XP_017789811.1	XP_015430604.1
OG0007780	XP_017796493.1	XP_015434008.1
OG0007781	XP_017796465.1	XP_015434968.1
OG0007782	XP_017790022.1	XP_015438600.1
OG0007783	XP_017791582.1	XP_015438422.1
OG0007784	XP_017791884.1	XP_015428892.1
OG0007785	XP_017791685.1	XP_015438461.1
OG0007786	XP_017792309.1	XP_015431329.1
OG0007787	XP_017792618.1	XP_015431308.1
OG0007788	XP_017789532.1	XP_015431297.1
OG0007789	XP_017793321.1	XP_015437029.1
OG0007790	XP_017793008.1	XP_015440532.1, XP_015440533.1
OG0007791	XP_017793078.1	XP_015438855.1
OG0007792	XP_017791481.1	XP_015438114.1
OG0007793	XP_017791478.1	XP_015429944.1
OG0007794	XP_017790292.1	XP_015436602.1
OG0007795	XP_017795571.1	XP_015435531.1
OG0007796	XP_017792818.1	XP_015440476.1
OG0007797	XP_017792820.1	XP_015435523.1
OG0007798	XP_017792887.1	XP_015435548.1
OG0007799	XP_017792879.1	XP_015440463.1
OG0007800	XP_017792885.1	XP_015440443.1
OG0007801	XP_017789281.1	XP_015440454.1
OG0007802	XP_017789266.1	XP_015440455.1
OG0007803	XP_017789283.1	XP_015440434.1
OG0007804	XP_017796309.1	XP_015437966.1
OG0007805	XP_017791354.1	XP_015428835.1
OG0007806	XP_017791387.1	XP_015428836.1
OG0007807	XP_017795048.1	XP_015432174.1
OG0007808	XP_017795039.1	XP_015438681.1
OG0007809	XP_017788773.1	XP_015432367.1
OG0007810	XP_017788802.1	XP_015432339.1
OG0007811	XP_017788755.1	XP_015432396.1
OG0007812	XP_017788722.1	XP_015428653.1
OG0007813	XP_017788848.1	XP_015432356.1
OG0007814	XP_017789877.1	XP_015433596.1
OG0007815	XP_017794727.1	XP_015439246.1
OG0007816	XP_017794599.1	XP_015438912.1
OG0007817	XP_017787999.1	XP_015434195.1
OG0007818	XP_017788022.1	XP_015430234.1
OG0007819	XP_017798717.1	XP_015436473.1
OG0007820	XP_017796765.1	XP_015436468.1
OG0007821	XP_017797766.1	XP_015436494.1
OG0007822	XP_017798623.1	XP_015439200.1
OG0007823	XP_017798781.1	XP_015438972.1
OG0007824	XP_017798706.1	XP_015439144.1
OG0007825	XP_017798698.1	XP_015439139.1
OG0007826	XP_017798689.1	XP_015438934.1
OG0007827	XP_017798643.1	XP_015430242.1
OG0007828	XP_017798654.1	XP_015430223.1
OG0007829	XP_017798820.1	XP_015439039.1
OG0007830	XP_017796581.1	XP_015432420.1
OG0007831	XP_017791786.1	XP_015439401.1
OG0007832	XP_017792931.1	XP_015433183.1
OG0007833	XP_017788362.1	XP_015430636.1
OG0007834	XP_017799152.1	XP_015432871.1
OG0007835	XP_017799122.1	XP_015433005.1
OG0007836	XP_017798558.1	XP_015431224.1
OG0007837	XP_017793263.1	XP_015437626.1
OG0007838	XP_017793242.1	XP_015436146.1
OG0007839	XP_017791064.1	XP_015434535.1
OG0007840	XP_017797183.1	XP_015430014.1
OG0007841	XP_017790530.1	XP_015429147.1
OG0007842	XP_017790522.1	XP_015429088.1
OG0007843	XP_017794469.1	XP_015429045.1
OG0007844	XP_017794462.1	XP_015439611.1
OG0007845	XP_017794471.1	XP_015429072.1
OG0007846	XP_017792578.1	XP_015429005.1
OG0007847	XP_017792571.1	XP_015429003.1
OG0007848	XP_017787899.1	XP_015431856.1
OG0007849	XP_017788143.1	XP_015435873.1
OG0007850	XP_017789020.1	XP_015435824.1
OG0007851	XP_017789042.1	XP_015435895.1
OG0007852	XP_017789395.1	XP_015433685.1
OG0007853	XP_017798074.1	XP_015437596.1
OG0007854	XP_017798202.1	XP_015430758.1
OG0007855	XP_017798288.1	XP_015430848.1
OG0007856	XP_017798134.1	XP_015430661.1
OG0007857	XP_017787955.1	XP_015431677.1
OG0007858	XP_017797159.1	XP_015430759.1
OG0007859	XP_017797194.1	XP_015439643.1
OG0007860	XP_017796969.1	XP_015436885.1
OG0007861	XP_017790751.1	XP_015440016.1
OG0007862	XP_017790809.1	XP_015440049.1
OG0007863	XP_017790668.1	XP_015439953.1
OG0007864	XP_017796087.1	XP_015440013.1
OG0007865	XP_017796047.1	XP_015440064.1
OG0007866	XP_017790808.1	XP_015440108.1
OG0007867	XP_017792191.1	XP_015439995.1
OG0007868	XP_017791472.1	XP_015436657.1
OG0007869	XP_017791473.1	XP_015438205.1
OG0007870	XP_017792378.1	XP_015438028.1
OG0007871	XP_017792406.1	XP_015429986.1
OG0007872	XP_017798169.1	XP_015436917.1
OG0007873	XP_017791035.1	XP_015434511.1
OG0007874	XP_017795656.1	XP_015434558.1
OG0007875	XP_017793887.1	XP_015435999.1
OG0007876	XP_017793809.1	XP_015429214.1
OG0007877	XP_017790002.1	XP_015435089.1
OG0007878	XP_017793947.1	XP_015429189.1
OG0007879	XP_017787420.1	XP_015437502.1
OG0007880	XP_017794125.1	XP_015429568.1
OG0007881	XP_017798866.1	XP_015429203.1
OG0007882	XP_017787474.1	XP_015430923.1
OG0007883	XP_017787448.1	XP_015430900.1
OG0007884	XP_017794531.1	XP_015436306.1
OG0007885	XP_017794516.1	XP_015436214.1
OG0007886	XP_017794512.1	XP_015436328.1
OG0007887	XP_017795397.1	XP_015436063.1
OG0007888	XP_017799507.1	XP_015436230.1
OG0007889	XP_017799608.1	XP_015436433.1
OG0007890	XP_017794368.1	XP_015436213.1
OG0007891	XP_017794124.1	XP_015436124.1
OG0007892	XP_017794827.1	XP_015431818.1
OG0007893	XP_017787413.1	XP_015430887.1
OG0007894	XP_017790296.1	XP_015436595.1
OG0007895	XP_017793266.1	XP_015434144.1
OG0007896	XP_017793844.1	XP_015431349.1
