Orthogroup	Habropoda_laboriosa	Ceratina_calcarata
OG0007282	XP_017790893.1	XP_026666896.1
OG0007283	XP_017791145.1	XP_026667408.1, XP_017876052.1
OG0007284	XP_017796017.1	XP_017882952.1
OG0007285	XP_017787368.1	XP_026669181.1
OG0007286	XP_017799415.1	XP_017875111.2
OG0007287	XP_017791243.1	XP_017875984.1
OG0007288	XP_017799447.1	XP_026669964.1
OG0007289	XP_017797969.1	XP_017877678.1
OG0007290	XP_017790879.1	XP_026675563.1
OG0007291	XP_017794375.1	XP_026670111.1
OG0007292	XP_017795193.1	XP_026670716.1
OG0007293	XP_017791079.1	XP_017877279.1
OG0007294	XP_017791151.1	XP_026670502.1
OG0007295	XP_017788568.1	XP_026675376.1
OG0007296	XP_017790878.1	XP_026672443.1, XP_026673417.1
OG0007297	XP_017797311.1	XP_017885472.1
OG0007298	XP_017799412.1	XP_017886550.1
OG0007299	XP_017794388.1	XP_026670118.1
OG0007300	XP_017794372.1	XP_026670077.1
OG0007301	XP_017794505.1	XP_017889275.1
OG0007302	XP_017794522.1	XP_017889276.1
OG0007303	XP_017794142.1	XP_017882936.1
OG0007304	XP_017797355.1	XP_017885474.1
OG0007305	XP_017797330.1	XP_017885459.1
OG0007306	XP_017788530.1	XP_017886513.2
OG0007307	XP_017794336.1	XP_026669951.1
OG0007308	XP_017791551.1	XP_017882145.1
OG0007309	XP_017795440.1	XP_017883800.1
OG0007310	XP_017791566.1	XP_017882174.1
OG0007311	XP_017791567.1	XP_017882173.1
OG0007312	XP_017790237.1	XP_017889997.1
OG0007313	XP_017789721.1	XP_017884774.1
OG0007314	XP_017789783.1	XP_017876723.1
OG0007315	XP_017792202.1	XP_017876467.1
OG0007316	XP_017792411.1	XP_017876685.1
OG0007317	XP_017791467.1	XP_017883814.1
OG0007318	XP_017789971.1	XP_026670273.1
OG0007319	XP_017790080.1	XP_017888879.1
OG0007320	XP_017795410.1	XP_026670447.1
OG0007321	XP_017789895.1	XP_017875648.1
OG0007322	XP_017789767.1	XP_017882117.1
OG0007323	XP_017789967.1	XP_017882054.1
OG0007324	XP_017789617.1	XP_017891823.1
OG0007325	XP_017792371.1	XP_017876553.1
OG0007326	XP_017789964.1	XP_026670385.1
OG0007327	XP_017791560.1	XP_017885675.1, XP_017885674.1
OG0007328	XP_017795441.1	XP_017882289.1
OG0007329	XP_017795411.1	XP_017881920.2
OG0007330	XP_017790717.1	XP_017875706.1
OG0007331	XP_017789462.1	XP_017883612.1
OG0007332	XP_017793866.1	XP_017876545.1
OG0007333	XP_017789544.1	XP_017876446.1
OG0007334	XP_017789968.1	XP_026670246.1
OG0007335	XP_017791430.1	XP_017891897.1
OG0007336	XP_017789947.1	XP_017891627.1
OG0007337	XP_017791633.1	XP_017892133.1
OG0007339	XP_017787741.1	XP_026667666.1
OG0007340	XP_017790798.1	XP_017882183.1
OG0007341	XP_017789710.1	XP_017875748.1
OG0007342	XP_017791556.1	XP_017875731.1
OG0007343	XP_017791553.1	XP_026670375.1
OG0007344	XP_017793957.1	XP_017876582.1
OG0007345	XP_017793958.1	XP_017876585.1
OG0007346	XP_017793893.1	XP_026668883.1
OG0007347	XP_017792554.1	XP_017889647.1
OG0007348	XP_017793320.1	XP_026669427.1
OG0007349	XP_017789703.1	XP_017881087.1
OG0007350	XP_017793005.1	XP_017877596.1
OG0007351	XP_017789607.1	XP_026669848.1
OG0007352	XP_017792891.1	XP_017878640.1
OG0007353	XP_017789251.1	XP_017881121.1
OG0007354	XP_017793061.1	XP_017876384.1
OG0007355	XP_017789598.1	XP_017887486.1
OG0007356	XP_017795551.1	XP_017890435.1
OG0007357	XP_017795538.1	XP_017883040.2
OG0007358	XP_017795549.1	XP_017876261.1
OG0007359	XP_017795576.1	XP_017876275.1
OG0007360	XP_017797450.1	XP_026667495.1
OG0007361	XP_017792861.1	XP_017878377.1
OG0007362	XP_017793155.1	XP_026668546.1
OG0007363	XP_017794213.1	XP_017887993.1
OG0007364	XP_017789727.1	XP_026674543.1
OG0007365	XP_017789726.1	XP_017890456.1
OG0007366	XP_017793142.1	XP_017880020.1
OG0007367	XP_017793137.1	XP_017879983.1
OG0007368	XP_017789253.1	XP_017876900.1
OG0007369	XP_017794215.1	XP_017888000.1
OG0007370	XP_017792717.1	XP_017887441.1
OG0007371	XP_017790305.1	XP_017891415.1
OG0007372	XP_017797908.1	XP_026671865.1
OG0007373	XP_017795144.1	XP_017887527.1
OG0007374	XP_017793070.1	XP_017880294.1
OG0007375	XP_017794239.1	XP_017881522.1
OG0007376	XP_017794150.1	XP_017885188.1
OG0007377	XP_017792857.1	XP_017879061.1
OG0007378	XP_017789738.1	XP_017881109.1
OG0007379	XP_017793492.1	XP_026668600.1
OG0007380	XP_017793464.1	XP_017878385.1
OG0007381	XP_017795543.1	XP_017892610.2
OG0007382	XP_017792765.1	XP_017875578.1
OG0007383	XP_017789229.1	XP_026668596.1
OG0007384	XP_017793472.1	XP_017882050.1
OG0007385	XP_017793414.1	XP_017882300.1
OG0007386	XP_017794192.1	XP_017881365.1
OG0007387	XP_017792034.1	XP_026669491.1, XP_026669492.1
OG0007388	XP_017792746.1	XP_017878940.2
OG0007389	XP_017797543.1	XP_017883958.1
OG0007390	XP_017793051.1	XP_017879007.1
OG0007391	XP_017793054.1	XP_017879004.1
OG0007392	XP_017791483.1	XP_026670039.1
OG0007393	XP_017795163.1	XP_026673112.1
OG0007394	XP_017793159.1	XP_017879990.1
OG0007395	XP_017793131.1	XP_026668566.1
OG0007396	XP_017793066.1	XP_026674511.1
OG0007397	XP_017793080.1	XP_017888311.1
OG0007398	XP_017794865.1	XP_017886666.2
OG0007399	XP_017791342.1	XP_026673856.1
OG0007400	XP_017794821.1	XP_026672772.1
OG0007401	XP_017791385.1	XP_026672623.1
OG0007402	XP_017791492.1	XP_017888455.1
OG0007403	XP_017791398.1	XP_017879903.1
OG0007404	XP_017792423.1	XP_017888465.1
OG0007405	XP_017787558.1	XP_026672626.1
OG0007406	XP_017789747.1	XP_017887471.1
OG0007407	XP_017792426.1	XP_017877460.1
OG0007408	XP_017792424.1	XP_017877086.1
OG0007409	XP_017791428.1	XP_017875348.1
OG0007410	XP_017794893.1	XP_017886930.1
OG0007411	XP_017794982.1	XP_026672773.1
OG0007412	XP_017787526.1	XP_017877109.1
OG0007413	XP_017789560.1	XP_017891470.1
OG0007414	XP_017799256.1	XP_026667106.1
OG0007415	XP_017791417.1	XP_017881848.2
OG0007416	XP_017789713.1	XP_026668475.1
OG0007417	XP_017796308.1	XP_017886480.1
OG0007418	XP_017797875.1	XP_026671870.1
OG0007419	XP_017795031.1	XP_017892682.1
OG0007420	XP_017789618.1	XP_026675019.1
OG0007421	XP_017787549.1	XP_017886913.1
OG0007422	XP_017791337.1	XP_026670622.1
OG0007423	XP_017794940.1	XP_017886649.1
OG0007424	XP_017792464.1, XP_017792465.1, XP_017792466.1	XP_017888351.1
OG0007425	XP_017787612.1	XP_017884128.1
OG0007426	XP_017787597.1	XP_017880258.1
OG0007427	XP_017796281.1	XP_017882886.1
OG0007428	XP_017796321.1	XP_017883301.1
OG0007429	XP_017791345.1	XP_017883785.1, XP_026673570.1
OG0007430	XP_017795053.1	XP_017877559.1
OG0007431	XP_017795060.1	XP_026667999.1
OG0007432	XP_017794985.1	XP_026667931.1
OG0007433	XP_017791373.1	XP_026669966.1
OG0007434	XP_017799100.1	XP_017879725.1
OG0007435	XP_017788758.1	XP_017892115.1
OG0007436	XP_017788825.1	XP_017887121.1
OG0007438	XP_017789838.1	XP_017880901.1
OG0007439	XP_017799275.1	XP_026670055.1
OG0007440	XP_017788725.1	XP_026672817.1
OG0007441	XP_017788810.1	XP_017893504.1
OG0007442	XP_017788821.1	XP_017875248.1
OG0007443	XP_017788851.1	XP_017888554.2
OG0007444	XP_017788719.1	XP_017893390.1
OG0007445	XP_017798978.1	XP_017888264.1
OG0007446	XP_017797676.1	XP_017888054.1
OG0007447	XP_017797678.1	XP_017875543.1, XP_026667153.1
OG0007448	XP_017798483.1	XP_017877347.1
OG0007449	XP_017790503.1	XP_026675079.1
OG0007450	XP_017798632.1	XP_017885001.1
OG0007451	XP_017794721.1	XP_026671937.1
OG0007452	XP_017794619.1	XP_017876374.1
OG0007453	XP_017787997.1	XP_017890250.1
OG0007454	XP_017787984.1	XP_017890271.1
OG0007455	XP_017797697.1	XP_017884885.1
OG0007456	XP_017798697.1	XP_017875433.1
OG0007457	XP_017798788.1	XP_017884578.1
OG0007458	XP_017794705.1	XP_026666639.1, XP_026666641.1
OG0007459	XP_017798675.1	XP_026670464.1
OG0007460	XP_017794611.1	XP_017875012.1
OG0007461	XP_017797791.1	XP_026671510.1, XP_017885007.1
OG0007462	XP_017797151.1	XP_017884547.1
OG0007463	XP_017794625.1	XP_017888733.1
OG0007464	XP_017798626.1	XP_026671735.1
OG0007465	XP_017798725.1	XP_017892153.1
OG0007466	XP_017794607.1	XP_026671940.1
OG0007467	XP_017790459.1	XP_017883324.1
OG0007468	XP_017799147.1	XP_017888187.1
OG0007469	XP_017794703.1	XP_017893316.1
OG0007470	XP_017797689.1	XP_017884484.1
OG0007471	XP_017787987.1	XP_017884375.2
OG0007472	XP_017797756.1	XP_017884926.1
OG0007473	XP_017798594.1	XP_026675310.1
OG0007474	XP_017794623.1	XP_017883171.1, XP_017888918.1
OG0007475	XP_017794616.1	XP_026672912.1
OG0007476	XP_017798495.1	XP_017884440.1
OG0007477	XP_017797682.1	XP_017884393.1
OG0007478	XP_017794615.1	XP_017887179.1
OG0007479	XP_017798503.1	XP_017884644.1
OG0007480	XP_017787677.1	XP_017890867.1
OG0007481	XP_017798752.1	XP_026671811.1
OG0007482	XP_017798686.1	XP_026671561.1
OG0007483	XP_017794594.1	XP_017882282.1
OG0007484	XP_017799486.1	XP_026672493.1
OG0007485	XP_017799315.1	XP_026672496.1
OG0007486	XP_017796694.1	XP_017889577.1
OG0007487	XP_017795891.1	XP_017892588.1
OG0007488	XP_017792863.1	XP_026672144.1
OG0007490	XP_017790990.1	XP_026670937.1
OG0007491	XP_017799270.1	XP_017886503.1
OG0007492	XP_017799467.1	XP_017891525.1
OG0007493	XP_017794785.1	XP_017889474.1
OG0007494	XP_017795905.1	XP_017878189.1
OG0007495	XP_017794811.1	XP_026674104.1
OG0007496	XP_017799271.1	XP_026667185.1
OG0007497	XP_017796625.1	XP_017886454.1
OG0007498	XP_017791881.1	XP_017886457.1
OG0007499	XP_017791808.1	XP_026674026.1
OG0007500	XP_017789739.1	XP_017882837.2
OG0007501	XP_017792831.1	XP_026672186.1
OG0007502	XP_017795118.1	XP_017878116.1
OG0007503	XP_017799393.1	XP_026673979.1
OG0007504	XP_017796632.1	XP_017889818.1
OG0007505	XP_017799381.1	XP_017889410.1
OG0007506	XP_017790916.1	XP_017891138.1
OG0007507	XP_017796601.1	XP_017892567.1
OG0007508	XP_017799292.1	XP_026672561.1
OG0007509	XP_017799395.1	XP_017890774.1
OG0007510	XP_017794765.1	XP_017889446.1
OG0007511	XP_017793548.1	XP_017889784.1
OG0007512	XP_017794842.1	XP_017877336.1
OG0007513	XP_017794840.1	XP_017877316.1
OG0007514	XP_017798474.1	XP_026672747.1
OG0007515	XP_017798304.1	XP_017887106.1
OG0007516	XP_017791332.1	XP_026669358.1
OG0007517	XP_017794913.1	XP_017886688.1
OG0007518	XP_017798321.1	XP_017875325.1
OG0007519	XP_017792800.1	XP_017892674.1
OG0007520	XP_017794896.1	XP_017886871.1
OG0007521	XP_017794997.1	XP_017877134.1
OG0007522	XP_017791521.1	XP_017888474.1
OG0007523	XP_017796010.1, XP_017792609.1	XP_017886654.1
OG0007524	XP_017788184.1	XP_017887529.1
OG0007525	XP_017792596.1	XP_017886883.2
OG0007526	XP_017798414.1	XP_017890648.2
OG0007527	XP_017788247.1	XP_026673090.1
OG0007528	XP_017788185.1	XP_026673091.1
OG0007529	XP_017798409.1	XP_017883726.1
OG0007530	XP_017791539.1	XP_017888452.1
OG0007531	XP_017798317.1	XP_026673622.1, XP_017886661.1
OG0007532	XP_017791140.1	XP_017886642.1
OG0007533	XP_017798296.1	XP_017877200.1
OG0007534	XP_017798472.1	XP_017882564.1
OG0007535	XP_017798365.1	XP_017888692.1
OG0007536	XP_017798398.1	XP_017883703.1
OG0007537	XP_017790412.1	XP_026671200.1
OG0007538	XP_017798720.1	XP_017875425.1
OG0007539	XP_017798604.1	XP_017884404.1
OG0007540	XP_017795488.1	XP_017885763.1
OG0007541	XP_017788360.1	XP_017876155.1
OG0007542	XP_017798521.1	XP_026667897.1
OG0007543	XP_017790996.1	XP_017879485.1
OG0007544	XP_017798200.1	XP_017892329.1
OG0007545	XP_017792007.1	XP_026669477.1
OG0007546	XP_017799105.1	XP_017883974.1
OG0007547	XP_017799103.1	XP_026670982.1
OG0007548	XP_017799400.1	XP_026673744.1
OG0007549	XP_017798964.1	XP_026667274.1
OG0007550	XP_017799091.1	XP_017888949.1
OG0007551	XP_017799409.1	XP_017877053.1
OG0007552	XP_017798940.1	XP_017877886.1
OG0007553	XP_017799396.1	XP_017881048.1
OG0007554	XP_017787638.1	XP_026674270.1
OG0007556	XP_017793260.1	XP_017877005.1
OG0007557	XP_017797852.1	XP_017875807.1
OG0007559	XP_017794303.1	XP_017887922.1
OG0007560	XP_017799196.1	XP_017890639.1
OG0007561	XP_017792264.1	XP_017892433.1
OG0007562	XP_017792008.1	XP_026669478.1
OG0007563	XP_017799200.1	XP_017890727.1
OG0007564	XP_017797326.1	XP_017876055.1
OG0007565	XP_017797893.1	XP_017889115.1
OG0007566	XP_017792809.1	XP_026673853.1
OG0007567	XP_017794433.1	XP_017880546.1
OG0007568	XP_017796874.1	XP_026675628.1
OG0007569	XP_017792756.1	XP_017887884.1
OG0007570	XP_017792685.1	XP_017892868.1
OG0007571	XP_017796861.1	XP_017877607.1
OG0007572	XP_017787904.1	XP_017893573.1
OG0007573	XP_017788421.1	XP_017876772.1
OG0007574	XP_017796538.1	XP_017879316.1
OG0007575	XP_017796504.1	XP_017879166.1
OG0007576	XP_017792703.1	XP_017884300.1
OG0007577	XP_017790056.1	XP_017888953.1
OG0007578	XP_017790166.1	XP_017882583.1
OG0007579	XP_017791363.1	XP_017883921.1
OG0007580	XP_017793873.1	XP_017876465.1
OG0007581	XP_017793384.1	XP_017887451.1
OG0007582	XP_017793122.1	XP_017880005.1
OG0007583	XP_017792990.1	XP_026669249.1
OG0007584	XP_017792842.1	XP_017887519.1
OG0007585	XP_017789255.1	XP_026668860.1
OG0007586	XP_017796283.1	XP_026670793.1
OG0007587	XP_017791329.1	XP_017875339.1
OG0007588	XP_017788780.1	XP_017892137.1
OG0007589	XP_017788820.1	XP_017892134.1
OG0007590	XP_017788860.1	XP_026666746.1
OG0007591	XP_017788777.1	XP_017875257.1
OG0007592	XP_017788855.1	XP_017890289.1
OG0007593	XP_017788933.1	XP_017890290.1
OG0007594	XP_017788796.1	XP_017892107.1
OG0007595	XP_017789856.1	XP_017888566.1
OG0007596	XP_017789866.1	XP_026671080.1
OG0007597	XP_017798780.1	XP_017884858.1
OG0007598	XP_017798589.1	XP_017884448.1
OG0007599	XP_017794685.1	XP_026670264.1
OG0007600	XP_017798684.1	XP_017892152.1
OG0007601	XP_017798606.1	XP_017875514.1
OG0007602	XP_017798640.1	XP_017884935.1
OG0007603	XP_017798767.1, XP_017798768.1	XP_017884458.1
OG0007604	XP_017796655.1	XP_017889845.1
OG0007605	XP_017791849.1	XP_017889928.2
OG0007606	XP_017791882.1	XP_017886458.1
OG0007607	XP_017787804.1	XP_017891516.1
OG0007608	XP_017787468.1	XP_017891604.1
OG0007609	XP_017787702.1	XP_017891489.1
OG0007610	XP_017787663.1	XP_017886578.1
OG0007611	XP_017792779.1	XP_017883710.1
OG0007612	XP_017792620.1	XP_017882780.1
OG0007613	XP_017799028.1	XP_017877117.1
OG0007614	XP_017799215.1	XP_017889063.1
OG0007615	XP_017798976.1	XP_017888263.1
OG0007616	XP_017792350.1	XP_017885897.1
OG0007617	XP_017792296.1	XP_017885891.1
OG0007618	XP_017798230.1	XP_017885641.1
OG0007619	XP_017793241.1	XP_017887870.1
OG0007620	XP_017797206.1	XP_026671538.1
OG0007621	XP_017788370.1	XP_017878072.1
OG0007622	XP_017796456.1	XP_017883961.1
OG0007623	XP_017788235.1	XP_017884001.1
OG0007625	XP_017787754.1	XP_017891458.1
OG0007626	XP_017795249.1	XP_017878731.1
OG0007628	XP_017796852.1	XP_017892126.2
OG0007629	XP_017788529.1	XP_017882485.1
OG0007630	XP_017789525.1	XP_017882471.1
OG0007631	XP_017789336.1	XP_017880892.1
OG0007633	XP_017793806.1	XP_017886587.1
OG0007634	XP_017797153.1	XP_017881725.1
OG0007635	XP_017791937.1	XP_017879818.1
OG0007636	XP_017790693.1	XP_017882374.1
OG0007637	XP_017790836.1	XP_017890124.1
OG0007638	XP_017790649.1	XP_017883576.1
OG0007639	XP_017789095.1	XP_017885928.1
OG0007640	XP_017796772.1	XP_026674729.1
OG0007641	XP_017792329.1	XP_017885848.1
OG0007642	XP_017798177.1	XP_017878844.1
OG0007643	XP_017791034.1	XP_017887941.1
OG0007644	XP_017798769.1	XP_017878301.1
OG0007645	XP_017789988.1	XP_017885582.1
OG0007646	XP_017789894.1	XP_017885504.1
OG0007647	XP_017790918.1	XP_017893216.1
OG0007648	XP_017794517.1	XP_017882947.1
OG0007649	XP_017794508.1	XP_017889300.1
OG0007650	XP_017795130.1	XP_017875237.2
OG0007651	XP_017796816.1	XP_017881336.1
OG0007652	XP_017799498.1	XP_017875993.1
OG0007653	XP_017792457.1	XP_017882608.1
OG0007654	XP_017789889.1	XP_017881221.1
OG0007655	XP_017792520.1	XP_017889384.1
OG0007656	XP_017791298.1	XP_026669988.1
OG0007657	XP_017797979.1	XP_017889427.1
OG0007658	XP_017792376.1	XP_017887553.1
OG0007659	XP_017790029.1	XP_017880224.1
OG0007660	XP_017797820.1	XP_017884557.1
OG0007661	XP_017792354.1	XP_017892438.1
OG0007662	XP_017792039.1	XP_017887894.1
OG0007663	XP_017791666.1	XP_017892014.1
OG0007664	XP_017798848.1	XP_017881304.1
OG0007665	XP_017788309.1	XP_026668370.1
OG0007666	XP_017795272.1	XP_017878399.1
OG0007667	XP_017798182.1	XP_017877971.1
OG0007668	XP_017794965.1	XP_017886820.1
OG0007669	XP_017793381.1	XP_017887496.1
OG0007670	XP_017793971.1	XP_017880043.1
OG0007671	XP_017792012.1	XP_017885230.1
OG0007672	XP_017795280.1	XP_017882530.2
OG0007673	XP_017789595.1	XP_017879026.1
OG0007674	XP_017787602.1	XP_017886448.1
OG0007675	XP_017799594.1	XP_017877127.1
OG0007676	XP_017794668.1	XP_017875006.1
OG0007677	XP_017799227.1	XP_017881619.1
OG0007678	XP_017797360.1	XP_017882963.1
OG0007679	XP_017789849.1	XP_017881331.1
OG0007680	XP_017796393.1	XP_017889795.1
OG0007681	XP_017787461.1	XP_017877655.1
OG0007682	XP_017793412.1	XP_017890542.1
OG0007683	XP_017788318.1	XP_017875971.1
OG0007684	XP_017791774.1	XP_017876196.1
OG0007685	XP_017794351.1	XP_017881237.1
OG0007686	XP_017797606.1	XP_017892740.1
OG0007687	XP_017797742.1	XP_017884470.1
OG0007688	XP_017796147.1	XP_017886088.1
OG0007689	XP_017799202.1	XP_017877103.2
OG0007690	XP_017791169.1	XP_017884753.1
OG0007691	XP_017794367.1	XP_017892037.1
OG0007692	XP_017790845.1	XP_017890193.1
OG0007693	XP_017791255.1	XP_017881513.1
OG0007694	XP_017788167.1	XP_017880642.1
OG0007695	XP_017788092.1	XP_017880646.1
OG0007696	XP_017795155.1	XP_017887721.1
OG0007697	XP_017791433.1	XP_017890320.1
OG0007698	XP_017790513.1	XP_026670190.1
OG0007699	XP_017791581.1	XP_026671227.1
OG0007700	XP_017791091.1	XP_017877498.1
OG0007701	XP_017794082.1	XP_017877234.1
OG0007702	XP_017789674.1	XP_017885779.1
OG0007703	XP_017794044.1	XP_017885500.1
OG0007704	XP_017791676.1	XP_017880815.1
OG0007705	XP_017798737.1	XP_026671605.1
OG0007706	XP_017790049.1	XP_017889658.1
OG0007707	XP_017790867.1	XP_017877027.1
OG0007708	XP_017798454.1	XP_017874992.1
OG0007709	XP_017796437.1	XP_017879359.1
OG0007710	XP_017797426.1	XP_017877122.1
OG0007711	XP_017790055.1	XP_017876972.1
OG0007712	XP_017792630.1	XP_017884303.1
OG0007713	XP_017795879.1	XP_026668488.1
OG0007714	XP_017792687.1	XP_017892837.1
OG0007715	XP_017792194.1	XP_017879521.1
OG0007716	XP_017797481.1	XP_017882939.2
OG0007717	XP_017795584.1	XP_017888333.1
OG0007718	XP_017791224.1	XP_017881452.1
OG0007719	XP_017792244.1	XP_017892314.1
OG0007720	XP_017788656.1	XP_017890068.1
OG0007721	XP_017795473.1	XP_017883052.1
OG0007722	XP_017788512.1	XP_017879509.1
OG0007723	XP_017797335.1	XP_017887819.1
OG0007724	XP_017787709.1	XP_017883972.1
OG0007725	XP_017796656.1	XP_017886414.1
OG0007726	XP_017798716.1	XP_017884584.1
OG0007727	XP_017797991.1	XP_017888810.1
OG0007728	XP_017788102.1	XP_017880698.1
OG0007729	XP_017788091.1	XP_017880604.1
OG0007730	XP_017789818.1	XP_017886569.1
OG0007731	XP_017789409.1	XP_017887289.1
OG0007732	XP_017791825.1	XP_017889932.1
OG0007733	XP_017791817.1	XP_017889851.1
OG0007734	XP_017787862.1	XP_017875046.1
OG0007735	XP_017794551.1	XP_017875804.1
OG0007736	XP_017796682.1	XP_017886417.1
OG0007737	XP_017792152.1, XP_017792153.1	XP_017879479.2
OG0007738	XP_017792176.1	XP_017883128.1
OG0007739	XP_017791308.1	XP_026668689.1
OG0007740	XP_017788200.1	XP_017893125.1
OG0007741	XP_017798914.1	XP_017892251.1
OG0007742	XP_017798896.1	XP_017891155.1
OG0007743	XP_017797155.1	XP_017877799.1
OG0007744	XP_017792719.1	XP_017892300.1
OG0007745	XP_017792173.1	XP_026674309.1
OG0007746	XP_017793994.1	XP_017883182.1
OG0007747	XP_017793719.1	XP_017883288.1
OG0007748	XP_017793682.1	XP_017883066.1
OG0007749	XP_017788818.1	XP_017880929.1
OG0007750	XP_017794708.1	XP_017877238.1
OG0007751	XP_017791008.1	XP_017892054.1
OG0007752	XP_017795315.1	XP_017891814.1
OG0007753	XP_017792263.1	XP_017892432.1
OG0007754	XP_017796249.1	XP_017889854.1
OG0007755	XP_017788330.1	XP_017876135.1
OG0007756	XP_017791703.1	XP_026669886.1
OG0007757	XP_017793538.1	XP_017889916.1
OG0007758	XP_017793913.1	XP_017882640.1
OG0007759	XP_017787704.1	XP_017877164.1
OG0007760	XP_017795179.1	XP_017887878.1
OG0007761	XP_017787844.1	XP_017885220.1
OG0007762	XP_017797489.1	XP_026667845.1
OG0007763	XP_017793101.1	XP_017892902.1
OG0007764	XP_017788014.1	XP_017884994.1
OG0007765	XP_017794016.1	XP_017881446.1
OG0007766	XP_017794061.1	XP_017881475.1
OG0007767	XP_017797648.1	XP_017875049.1
OG0007768	XP_017799367.1	XP_017881046.1
OG0007769	XP_017795427.1	XP_017876486.1
OG0007770	XP_017796930.1	XP_017876457.1
OG0007771	XP_017788793.1	XP_017890348.1
OG0007772	XP_017791333.1	XP_017875364.1
OG0007773	XP_017794404.1	XP_017882725.2
OG0007774	XP_017796360.1	XP_017890355.1
OG0007775	XP_017791187.1	XP_017888752.1
OG0007776	XP_017794176.1	XP_017885192.1
OG0007777	XP_017797748.1	XP_017881605.1
OG0007778	XP_017797755.1	XP_017881600.1
OG0007779	XP_017789811.1	XP_017876581.1
OG0007780	XP_017796493.1	XP_017884222.1
OG0007781	XP_017796465.1	XP_026671407.1
OG0007782	XP_017790022.1	XP_017882135.1
OG0007783	XP_017791582.1	XP_017893367.1
OG0007784	XP_017791884.1	XP_017876732.1
OG0007785	XP_017791685.1	XP_017883896.1
OG0007786	XP_017792309.1	XP_017876636.1
OG0007787	XP_017792618.1	XP_026667596.1
OG0007788	XP_017789532.1	XP_017876649.1
OG0007789	XP_017793321.1	XP_026669434.1
OG0007790	XP_017793008.1	XP_026673006.1, XP_026673004.1
OG0007791	XP_017793078.1	XP_026669278.1
OG0007792	XP_017791481.1	XP_017881509.1
OG0007793	XP_017791478.1	XP_017881532.1
OG0007794	XP_017790292.1	XP_017892833.2
OG0007795	XP_017795571.1	XP_017876279.1
OG0007796	XP_017792818.1	XP_017878390.1
OG0007797	XP_017792820.1	XP_017878532.1
OG0007798	XP_017792887.1	XP_017878422.1
OG0007799	XP_017792879.1	XP_017878678.1
OG0007800	XP_017792885.1	XP_017878677.1
OG0007801	XP_017789281.1	XP_017878693.1
OG0007802	XP_017789266.1	XP_017878583.1
OG0007803	XP_017789283.1	XP_017878588.1
OG0007804	XP_017796309.1	XP_017882842.1
OG0007805	XP_017791354.1	XP_026670737.1
OG0007806	XP_017791387.1	XP_017882785.1
OG0007807	XP_017795048.1	XP_017880255.1
OG0007808	XP_017795039.1	XP_017877548.1
OG0007809	XP_017788773.1	XP_017890322.1
OG0007810	XP_017788802.1	XP_017890274.1
OG0007811	XP_017788755.1	XP_017891849.1
OG0007812	XP_017788722.1	XP_017893381.2
OG0007813	XP_017788848.1	XP_017877469.1
OG0007814	XP_017789877.1	XP_017883444.1
OG0007815	XP_017794727.1	XP_017882140.1
OG0007816	XP_017794599.1	XP_026670261.1
OG0007817	XP_017787999.1	XP_017888102.1
OG0007818	XP_017788022.1	XP_017890122.1
OG0007819	XP_017798717.1	XP_026675307.1
OG0007820	XP_017796765.1	XP_017888108.1
OG0007821	XP_017797766.1	XP_017888151.1
OG0007822	XP_017798623.1	XP_017875448.1
OG0007823	XP_017798781.1	XP_017877568.1
OG0007824	XP_017798706.1	XP_017884822.1
OG0007825	XP_017798698.1	XP_017884455.1
OG0007826	XP_017798689.1	XP_017881953.1
OG0007827	XP_017798643.1	XP_017884985.1
OG0007828	XP_017798654.1	XP_017885013.1
OG0007829	XP_017798820.1	XP_017884944.1
OG0007830	XP_017796581.1	XP_017886308.1
OG0007831	XP_017791786.1	XP_026674123.1
OG0007832	XP_017792931.1	XP_017887409.1
OG0007833	XP_017788362.1	XP_017879701.2
OG0007834	XP_017799152.1	XP_017889100.1
OG0007835	XP_017799122.1	XP_017875947.1
OG0007836	XP_017798558.1	XP_026672201.1
OG0007837	XP_017793263.1	XP_017875820.1
OG0007838	XP_017793242.1	XP_026673467.1
OG0007839	XP_017791064.1	XP_017887571.1
OG0007840	XP_017797183.1	XP_017885003.1
OG0007841	XP_017790530.1	XP_017884364.1
OG0007842	XP_017790522.1	XP_017884361.1
OG0007843	XP_017794469.1	XP_026671421.1
OG0007844	XP_017794462.1	XP_017884169.1
OG0007845	XP_017794471.1	XP_017879345.2
OG0007846	XP_017792578.1	XP_017892773.2
OG0007847	XP_017792571.1	XP_017892767.2
OG0007848	XP_017787899.1	XP_017893569.1
OG0007849	XP_017788143.1	XP_017882327.1
OG0007850	XP_017789020.1	XP_017887348.1
OG0007851	XP_017789042.1	XP_017887244.1
OG0007852	XP_017789395.1	XP_017880896.1
OG0007853	XP_017798074.1	XP_017878779.1
OG0007854	XP_017798202.1	XP_017881773.1
OG0007855	XP_017798288.1	XP_017893624.1
OG0007856	XP_017798134.1	XP_017893587.1
OG0007857	XP_017787955.1	XP_026668202.1
OG0007858	XP_017797159.1	XP_017877795.1
OG0007859	XP_017797194.1	XP_017881728.1
OG0007860	XP_017796969.1	XP_017875599.1
OG0007861	XP_017790751.1	XP_017879563.1
OG0007862	XP_017790809.1	XP_026669058.1
OG0007863	XP_017790668.1	XP_017890186.1
OG0007864	XP_017796087.1	XP_017891310.1
OG0007865	XP_017796047.1	XP_017879829.1
