Orthogroup	Vespa_mandarinia	Tribolium_castaneum
OG0007076	XP_035744071.1	XP_008200897.1
OG0007077	XP_035731081.1	XP_001814707.1
OG0007078	XP_035729451.1	XP_973267.1
OG0007079	XP_035741854.1	XP_008197621.1
OG0007080	XP_035721011.1	XP_008196696.1
OG0007081	XP_035734601.1	XP_974701.1
OG0007082	XP_035728557.1	XP_008193543.1
OG0007083	XP_035737541.1	XP_972683.3
OG0007084	XP_035730418.1	XP_015836586.1
OG0007085	XP_035725542.1, XP_035725535.1	XP_970857.2
OG0007086	XP_035740452.1	XP_008198238.1
OG0007088	XP_035740390.1	XP_971540.1
OG0007089	XP_035723390.1	XP_008191778.1
OG0007090	XP_035729601.1	XP_015833371.1
OG0007091	XP_035734764.1	XP_015835224.1
OG0007092	XP_035717117.1	XP_972003.1
OG0007093	XP_035736048.1	XP_971236.1
OG0007094	XP_035718676.1	XP_970123.1
OG0007095	XP_035725474.1, XP_035725473.1	XP_975675.1
OG0007096	XP_035722920.1	XP_008190416.1
OG0007097	XP_035743626.1	XP_008197904.1
OG0007098	XP_035736130.1	XP_008193305.1
OG0007099	XP_035741588.1	XP_008194038.1
OG0007100	XP_035725435.1	XP_008201411.1
OG0007101	XP_035723928.1	XP_966919.1
OG0007102	XP_035738976.1	XP_974278.2
OG0007103	XP_035739860.1	XP_969098.1
OG0007104	XP_035728443.1	XP_966692.1
OG0007105	XP_035743718.1	XP_972929.2
OG0007106	XP_035732289.1	XP_008191478.1
OG0007107	XP_035730338.1	XP_001810630.1
OG0007108	XP_035732544.1	XP_008196119.1
OG0007109	XP_035743007.1	XP_008192381.1
OG0007110	XP_035717108.1	XP_971072.1
OG0007111	XP_035737598.1	XP_008190418.1
OG0007112	XP_035737016.1	XP_969599.2
OG0007113	XP_035737635.1	XP_974276.1
OG0007114	XP_035738592.1	XP_015839247.1
OG0007115	XP_035722762.1	XP_015835463.1
OG0007117	XP_035733800.1	XP_015833128.1
OG0007118	XP_035725030.1	XP_971485.1
OG0007119	XP_035721236.1	XP_008192226.1
OG0007120	XP_035739732.1	XP_015840874.1
OG0007121	XP_035741595.1	XP_972051.1
OG0007122	XP_035739394.1	XP_015835775.1
OG0007123	XP_035733591.1	XP_001809966.1
OG0007124	XP_035730468.1	XP_975626.3
OG0007125	XP_035739072.1	XP_008193970.1
OG0007126	XP_035741308.1	XP_001812383.1
OG0007127	XP_035739071.1	XP_972542.1
OG0007128	XP_035743733.1	XP_015833446.1
OG0007129	XP_035730070.1	XP_971515.1
OG0007130	XP_035732907.1	XP_015840059.1
OG0007131	XP_035736268.1	XP_015838202.1
OG0007132	XP_035735646.1	XP_973337.1
OG0007133	XP_035731579.1	XP_969706.1
OG0007134	XP_035727347.1	XP_973727.1
OG0007135	XP_035744103.1	XP_008196769.1
OG0007136	XP_035725113.1	XP_008198288.1
OG0007137	XP_035732406.1	XP_971875.2
OG0007138	XP_035743182.1, XP_035736978.1	XP_008196761.1
OG0007139	XP_035736280.1	XP_015835882.1
OG0007140	XP_035737879.1	XP_971592.1
OG0007141	XP_035736339.1	XP_969519.1, XP_967683.1
OG0007142	XP_035719273.1	XP_008190912.1
OG0007143	XP_035735612.1	XP_008192184.1
OG0007144	XP_035742654.1, XP_035742653.1	XP_975269.1
OG0007145	XP_035729153.1	XP_966534.1
OG0007146	XP_035729692.1	XP_969419.1
OG0007147	XP_035721258.1	XP_015833137.1
OG0007148	XP_035742489.1	XP_966613.1
OG0007149	XP_035742349.1	NP_001161912.1
OG0007150	XP_035729272.1	XP_008197796.1
OG0007151	XP_035721092.1	XP_008194161.1
OG0007152	XP_035727710.1	XP_008200700.1
OG0007153	XP_035735324.1	XP_971137.1
OG0007154	XP_035723686.1	XP_971457.1
OG0007155	XP_035730962.1	XP_008199264.1
OG0007156	XP_035721026.1	XP_971047.1
OG0007157	XP_035742072.1	XP_008190697.1
OG0007158	XP_035736375.1	XP_015838005.1
OG0007159	XP_035743150.1	XP_966996.1
OG0007160	XP_035717920.1	XP_969040.2
OG0007161	XP_035729585.1	XP_967197.1
OG0007162	XP_035739615.1	XP_008192313.1
OG0007164	XP_035719015.1	XP_973842.1
OG0007165	XP_035739320.1	XP_008194930.1
OG0007166	XP_035740994.1	XP_967328.1
OG0007168	XP_035741271.1	XP_974633.1
OG0007169	XP_035733774.1	XP_969130.2
OG0007171	XP_035737634.1	XP_969670.3
OG0007173	XP_035737017.1	XP_974792.1
OG0007174	XP_035731148.1	XP_975635.1
OG0007176	XP_035735681.1	XP_008199627.1
OG0007177	XP_035730743.1	XP_008199911.1
OG0007178	XP_035731449.1	XP_969971.1
OG0007179	XP_035725016.1	XP_015838696.1
OG0007180	XP_035728750.1	XP_015838690.1
OG0007181	XP_035733697.1	XP_008198645.1, XP_008198647.1
OG0007182	XP_035738723.1	XP_968551.1
OG0007183	XP_035721135.1	XP_008195882.1
OG0007184	XP_035734055.1	XP_015832906.1
OG0007185	XP_035737156.1	XP_008196296.1
OG0007186	XP_035717191.1	XP_015839447.1
OG0007187	XP_035734541.1	XP_968231.1
OG0007188	XP_035739799.1	XP_971149.1
OG0007189	XP_035733587.1	XP_015838931.1, NP_001036036.1
OG0007190	XP_035727395.1	XP_969008.2
OG0007192	XP_035719064.1	XP_975105.3
OG0007194	XP_035736395.1	XP_008201563.1
OG0007195	XP_035722919.1	XP_001815629.1
OG0007196	XP_035743883.1	XP_008192248.1
OG0007197	XP_035734153.1	XP_008195661.1
OG0007198	XP_035741217.1, XP_035741216.1	XP_975504.1
OG0007199	XP_035740438.1	XP_967923.1
OG0007200	XP_035729342.1	XP_008190461.1
OG0007201	XP_035732433.1	XP_008192657.1
OG0007203	XP_035730594.1, XP_035730558.1	XP_001814107.1
OG0007204	XP_035731574.1	XP_008201248.1, NP_001038090.1, NP_001036813.1
OG0007205	XP_035734079.1	XP_008197825.1
OG0007206	XP_035742455.1	XP_008195323.1
OG0007208	XP_035728045.1	XP_968840.1
OG0007209	XP_035730185.1	XP_008195715.1
OG0007210	XP_035727662.1	XP_015840541.1
OG0007211	XP_035726299.1	XP_008193025.1
OG0007212	XP_035736235.1	XP_966496.1
OG0007213	XP_035718018.1	XP_015835477.1
OG0007214	XP_035742855.1	XP_015837044.1, NP_001034536.1
OG0007216	XP_035740618.1	XP_015833514.1
OG0007217	XP_035733945.1	XP_008194411.1
OG0007218	XP_035724940.1	XP_001815244.2
OG0007220	XP_035727848.1	XP_971766.1
OG0007221	XP_035727033.1	XP_015840172.1, XP_015840182.1
OG0007222	XP_035727058.1	XP_973105.1
OG0007223	XP_035732340.1	XP_967839.1
OG0007225	XP_035719032.1	XP_971019.1
OG0007226	XP_035719314.1	XP_969731.1
OG0007227	XP_035742005.1	XP_968441.2
OG0007228	XP_035733021.1	XP_975059.2
OG0007229	XP_035743430.1	XP_975201.1
OG0007230	XP_035725214.1	XP_969003.3
OG0007231	XP_035726256.1	XP_008191602.1
OG0007232	XP_035724425.1	XP_969887.1
OG0007233	XP_035737195.1	NP_001034494.1
OG0007234	XP_035729462.1	XP_008200633.1
OG0007235	XP_035735095.1	XP_015838601.1
OG0007236	XP_035738577.1	XP_015834042.1
OG0007237	XP_035741081.1	XP_008198009.2
OG0007238	XP_035735689.1	XP_969925.2
OG0007239	XP_035726205.1	XP_967995.2
OG0007240	XP_035734482.1	XP_008198372.1
OG0007241	XP_035733189.1	XP_001812287.1
OG0007242	XP_035735925.1	XP_015840640.1
OG0007243	XP_035725455.1	XP_967524.1
OG0007244	XP_035726686.1	XP_008198257.1
OG0007245	XP_035721587.1	XP_973962.1
OG0007247	XP_035732485.1	XP_008193996.1
OG0007248	XP_035723902.1	XP_008195420.1
OG0007249	XP_035738147.1	XP_008191719.1
OG0007250	XP_035724847.1	XP_971879.2
OG0007251	XP_035724103.1	XP_969311.1
OG0007252	XP_035741159.1	XP_015833838.1
OG0007253	XP_035723299.1	XP_969241.1
OG0007254	XP_035737945.1	XP_001811450.1
OG0007256	XP_035736854.1	XP_008200730.1
OG0007257	XP_035735763.1	XP_008191981.1
OG0007259	XP_035741229.1	XP_008190963.1
OG0007260	XP_035738774.1	XP_008193034.1
OG0007262	XP_035721687.1	XP_008190807.1
OG0007263	XP_035719029.1	XP_973446.3
OG0007264	XP_035732644.1	XP_015840525.1
OG0007265	XP_035737414.1	XP_970112.1
OG0007267	XP_035743506.1, XP_035743507.1	XP_015838527.1
OG0007268	XP_035735481.1	XP_001812757.1
OG0007269	XP_035741460.1	XP_967400.1
OG0007270	XP_035739065.1	XP_008190728.1
OG0007271	XP_035743167.1	XP_974100.1
OG0007272	XP_035721671.1	XP_975616.1
OG0007273	XP_035723013.1	XP_008201268.1
OG0007276	XP_035718954.1	XP_971936.1
OG0007277	XP_035733345.1	XP_008192620.1
OG0007278	XP_035723570.1	XP_967748.1
OG0007279	XP_035722836.1	XP_008193020.1
OG0007280	XP_035738016.1	XP_008200287.1
OG0007281	XP_035740976.1	XP_001807104.1
OG0007282	XP_035733217.1	XP_972905.1
OG0007283	XP_035743930.1	XP_973892.2
OG0007284	XP_035722500.1	XP_008190394.1
OG0007285	XP_035732796.1	XP_970257.1
OG0007286	XP_035743715.1	XP_008196323.1
OG0007287	XP_035722885.1	XP_969070.1
OG0007288	XP_035731624.1	XP_015839619.1, NP_001164152.1
OG0007289	XP_035730374.1	XP_001809986.1
OG0007290	XP_035729594.1	XP_972144.1
OG0007291	XP_035727940.1	XP_974635.1
OG0007293	XP_035728702.1	XP_008200359.1
OG0007294	XP_035735078.1	XP_968165.1
OG0007295	XP_035727503.1	XP_008200637.1
OG0007296	XP_035733936.1	XP_008199223.2
OG0007297	XP_035732379.1	XP_969394.1
OG0007298	XP_035724829.1	XP_966727.1
OG0007299	XP_035724355.1	XP_967657.1
OG0007300	XP_035743301.1	XP_008201418.1
OG0007301	XP_035729613.1	XP_975432.1
OG0007302	XP_035719130.1	XP_008196093.1
OG0007303	XP_035726161.1	XP_967428.1
OG0007304	XP_035727889.1	XP_008199397.1
OG0007305	XP_035738310.1	XP_008191060.1
OG0007306	XP_035740257.1	XP_008191539.1
OG0007307	XP_035718712.1	XP_974006.1
OG0007308	XP_035726379.1	XP_015840372.1
OG0007309	XP_035730210.1	XP_008195093.1, XP_008195092.1
OG0007311	XP_035724365.1	XP_968887.1
OG0007312	XP_035728260.1	XP_973963.1
OG0007313	XP_035718856.1	XP_968704.1
OG0007314	XP_035739882.1	XP_015838869.1
OG0007315	XP_035734109.1	XP_008191493.1
OG0007316	XP_035731435.1	XP_015835093.1
OG0007317	XP_035724489.1	XP_008193043.1
OG0007318	XP_035724238.1	XP_971349.1
OG0007319	XP_035739426.1	XP_968103.1
OG0007320	XP_035729865.1	XP_969453.1
OG0007321	XP_035729731.1	XP_008198269.1
OG0007322	XP_035718410.1	XP_008192069.1
OG0007323	XP_035724978.1	XP_008197212.1
OG0007324	XP_035734245.1	XP_974603.1
OG0007325	XP_035721148.1	XP_008192969.1
OG0007326	XP_035735873.1	XP_974584.2
OG0007327	XP_035738127.1	XP_975414.2
OG0007328	XP_035739132.1, XP_035739135.1	XP_008193320.1
OG0007330	XP_035730294.1	XP_008201148.1
OG0007331	XP_035735531.1	XP_969224.2
OG0007332	XP_035739822.1	XP_971037.1
OG0007333	XP_035733830.1, XP_035733831.1	XP_015832914.1
OG0007334	XP_035742094.1	XP_015838807.1
OG0007335	XP_035736182.1	XP_971953.1
OG0007336	XP_035730311.1	XP_008194234.2
OG0007337	XP_035736310.1	XP_008191355.1
OG0007338	XP_035719328.1	XP_008197688.1
OG0007339	XP_035718774.1	XP_015840528.1
OG0007340	XP_035719946.1	XP_008191178.1, NP_001164142.1
OG0007341	XP_035725098.1	XP_001810176.2
OG0007342	XP_035734134.1	XP_972350.2
OG0007343	XP_035723139.1	XP_008194632.1
OG0007344	XP_035724062.1	XP_015837006.1
OG0007345	XP_035722995.1	NP_001034499.1
OG0007346	XP_035738028.1	XP_015835530.1
OG0007347	XP_035726425.1	XP_008190899.1
OG0007348	XP_035722098.1	XP_008193614.1
OG0007349	XP_035737611.1	XP_015840822.1
OG0007350	XP_035737822.1	XP_015838467.1
OG0007351	XP_035740348.1	XP_972294.2
OG0007352	XP_035733100.1	XP_008201623.1
OG0007353	XP_035741350.1	XP_971778.1
OG0007355	XP_035726978.1	XP_008195845.1
OG0007356	XP_035730880.1	XP_970427.1
OG0007357	XP_035728108.1	XP_972041.1
OG0007358	XP_035722000.1	XP_008197965.1
OG0007359	XP_035723872.1	XP_015834573.1
OG0007360	XP_035721753.1	XP_008192581.1
OG0007361	XP_035728772.1	XP_015838693.1
OG0007362	XP_035738479.1	XP_008192342.1
OG0007364	XP_035718107.1	XP_972870.1
OG0007365	XP_035728338.1	XP_975158.1
OG0007366	XP_035735279.1	XP_008199209.1
OG0007367	XP_035743140.1	XP_008197362.1
OG0007368	XP_035717122.1	XP_973716.2
OG0007369	XP_035727234.1	XP_008200052.1
OG0007370	XP_035717674.1	XP_967040.1
OG0007371	XP_035743800.1	XP_969497.1
OG0007372	XP_035731600.1, XP_035731603.1	XP_967896.1
OG0007374	XP_035726145.1	XP_015840615.1
OG0007375	XP_035730864.1	XP_015835021.1
OG0007376	XP_035718462.1	XP_008199884.1
OG0007377	XP_035733846.1	XP_015834849.1
OG0007378	XP_035719721.1	XP_008194255.1
OG0007379	XP_035718990.1	XP_008194717.1
OG0007380	XP_035735545.1	XP_008196564.1
OG0007381	XP_035743562.1	XP_015834977.1
OG0007382	XP_035718823.1	XP_008196370.1
OG0007383	XP_035722974.1	XP_008199108.1
OG0007384	XP_035734715.1	XP_008195826.1
OG0007385	XP_035726922.1	XP_015838449.1
OG0007386	XP_035717931.1	XP_008201422.1
OG0007387	XP_035737350.1	XP_008195616.1
OG0007388	XP_035732716.1	XP_015834926.1
OG0007389	XP_035737343.1	XP_967416.1
OG0007390	XP_035734454.1	XP_015837796.1
OG0007391	XP_035731444.1	XP_015834734.1, XP_015834735.1, XP_015834736.1
OG0007392	XP_035733720.1	XP_015836550.1
OG0007393	XP_035721447.1	XP_008192063.2
OG0007394	XP_035729391.1	XP_974748.1
OG0007395	XP_035727312.1	XP_015834017.1
OG0007396	XP_035729033.1	XP_008190721.1
OG0007397	XP_035737349.1	XP_969461.1
OG0007398	XP_035722863.1	XP_008198081.1
OG0007399	XP_035731980.1	XP_975345.2
OG0007401	XP_035732743.1	XP_008194941.1
OG0007402	XP_035735964.1	XP_008196910.1
OG0007403	XP_035736644.1	NP_001164293.1
OG0007404	XP_035723301.1	XP_008196416.1
OG0007405	XP_035731978.1	XP_008200386.1
OG0007406	XP_035729024.1, XP_035729023.1, XP_035729025.1	XP_015835690.1
OG0007407	XP_035725835.1	XP_015833344.1
OG0007408	XP_035741057.1	XP_008198691.1
OG0007409	XP_035744291.1	XP_008201165.1
OG0007410	XP_035730114.1	XP_969609.1
OG0007411	XP_035739656.1	XP_008195877.1
OG0007412	XP_035733886.1, XP_035733885.1	XP_015836078.1
OG0007413	XP_035743059.1	XP_968346.2
OG0007414	XP_035740073.1	XP_968074.1
OG0007415	XP_035738138.1	XP_970543.1
OG0007416	XP_035739378.1	XP_008193121.1
OG0007417	XP_035723522.1	XP_008195391.1
OG0007418	XP_035723278.1, XP_035723274.1	XP_008194460.1
OG0007419	XP_035729557.1	XP_970878.1
OG0007420	XP_035743893.1	XP_972406.2
OG0007421	XP_035727155.1	XP_970052.1, XP_969906.2
OG0007422	XP_035743499.1	XP_967756.1
OG0007423	XP_035723014.1	XP_008191818.1
OG0007424	XP_035726972.1, XP_035726974.1, XP_035726973.1	XP_008191009.1
OG0007425	XP_035734858.1	XP_008195160.1
OG0007426	XP_035730169.1	XP_008192974.1
OG0007427	XP_035738922.1	XP_015839209.1
OG0007428	XP_035722947.1	XP_015837641.1
OG0007429	XP_035726690.1	XP_974929.1
OG0007430	XP_035726857.1	XP_971970.1
OG0007431	XP_035729728.1	XP_972831.1
OG0007432	XP_035724550.1	XP_015834570.1
OG0007433	XP_035730608.1	XP_008193451.1
OG0007434	XP_035728933.1	XP_971391.1
OG0007435	XP_035731325.1	XP_008196148.1
OG0007436	XP_035731663.1	XP_008199883.1
OG0007437	XP_035736791.1	XP_008194162.1
OG0007438	XP_035743877.1	XP_008191282.1
OG0007439	XP_035737642.1	XP_008193999.1
OG0007440	XP_035729969.1	XP_008190900.1
OG0007441	XP_035729614.1	XP_008199194.1
OG0007442	XP_035717602.1	XP_967193.1
OG0007443	XP_035722176.1	XP_008190293.1
OG0007444	XP_035734231.1	XP_015834518.1
OG0007445	XP_035717936.1	XP_015837450.1
OG0007446	XP_035727300.1	XP_008191462.1
OG0007447	XP_035719804.1	XP_969728.1
OG0007449	XP_035722751.1	XP_015838817.1
OG0007450	XP_035735762.1	XP_972477.1
OG0007452	XP_035731402.1	XP_008199691.1
OG0007453	XP_035731748.1	XP_008193139.1
OG0007454	XP_035731544.1	XP_008190905.1
OG0007455	XP_035722356.1	XP_015833802.1
OG0007456	XP_035728737.1	XP_015834828.1
OG0007457	XP_035742867.1	XP_970749.1
OG0007458	XP_035735928.1	XP_974194.1
OG0007459	XP_035718114.1	XP_008193745.1
OG0007460	XP_035728876.1	XP_008190591.1
OG0007461	XP_035729800.1	XP_015834965.1
OG0007462	XP_035738489.1	NP_001034531.1
OG0007464	XP_035742438.1	XP_966432.2
OG0007465	XP_035742121.1	XP_008195772.1
OG0007466	XP_035727339.1	XP_015836195.1
OG0007467	XP_035737624.1	XP_971322.1
OG0007468	XP_035733999.1	XP_015834526.1
OG0007469	XP_035736064.1	XP_008198516.1
OG0007470	XP_035720586.1	XP_969586.1
OG0007472	XP_035719035.1	XP_972377.2
OG0007473	XP_035733240.1	XP_008193355.1
OG0007474	XP_035720393.1	XP_967725.2
OG0007475	XP_035727089.1	XP_008191920.1
OG0007477	XP_035718232.1	XP_967694.1
OG0007478	XP_035733516.1	XP_972381.1
OG0007479	XP_035722635.1	XP_973835.1
OG0007480	XP_035727413.1	XP_008193260.1
OG0007481	XP_035725814.1	XP_973616.1
OG0007485	XP_035724327.1	XP_008194935.1
OG0007486	XP_035724876.1	XP_008195648.1
OG0007487	XP_035733701.1	XP_008196154.1
OG0007488	XP_035728868.1	XP_008190463.1
OG0007489	XP_035719264.1	XP_970660.2
OG0007490	XP_035730573.1	XP_008196291.1
OG0007493	XP_035730272.1	XP_008192162.1
OG0007494	XP_035743760.1	XP_008195924.1
OG0007495	XP_035722821.1	XP_973930.2
OG0007496	XP_035719968.1	XP_015837516.1
OG0007497	XP_035742985.1	XP_008191147.1, XP_008194938.1
OG0007498	XP_035728236.1	XP_008192759.1
OG0007499	XP_035726638.1	XP_001811946.1
OG0007500	XP_035732627.1	XP_008192118.1
OG0007503	XP_035719966.1	XP_969558.2
OG0007504	XP_035743129.1	XP_970938.2
OG0007505	XP_035740957.1	XP_008193681.1
OG0007507	XP_035739608.1	XP_008192894.1
OG0007508	XP_035727223.1	XP_008193477.1
OG0007510	XP_035729022.1	XP_008193962.1
OG0007511	XP_035728248.1	XP_008191919.1
OG0007512	XP_035730494.1	XP_966999.1
OG0007513	XP_035742231.1	XP_974728.1
OG0007514	XP_035732706.1	XP_001812159.2
OG0007515	XP_035735094.1	XP_008196340.1
OG0007516	XP_035724033.1	XP_008195754.1
OG0007518	XP_035722027.1	XP_015833011.1
OG0007519	XP_035737294.1, XP_035737293.1	XP_008192044.1
OG0007521	XP_035728196.1	XP_008198722.1
OG0007522	XP_035737159.1	XP_015837282.1, XP_015837281.1
OG0007523	XP_035733950.1	XP_008191445.1
OG0007524	XP_035724599.1	XP_015833329.1
OG0007525	XP_035730530.1	XP_008196952.1
OG0007526	XP_035730280.1	XP_008200682.1
OG0007527	XP_035729200.1	NP_001164080.1
OG0007528	XP_035725104.1	XP_971754.1
OG0007529	XP_035724398.1	XP_015832883.1
OG0007530	XP_035725077.1	XP_970894.2
OG0007532	XP_035743208.1	XP_972008.1
OG0007533	XP_035733568.1	XP_015834668.1
OG0007534	XP_035729294.1	XP_008197109.1
OG0007535	XP_035721282.1	XP_008198217.1
OG0007537	XP_035724533.1	XP_008192161.1
OG0007538	XP_035739160.1	XP_008193664.1, XP_008193657.1
OG0007539	XP_035739500.1	XP_008193687.1
OG0007540	XP_035731582.1	XP_015835159.1
OG0007541	XP_035744069.1	XP_008191271.1
OG0007542	XP_035737344.1	XP_008194714.1
OG0007543	XP_035719649.1	XP_008195808.1
OG0007544	XP_035742449.1	XP_015834338.1
OG0007545	XP_035729759.1	XP_008201444.1
OG0007546	XP_035737542.1	XP_008198814.1
OG0007547	XP_035723705.1, XP_035723704.1	XP_008194165.1
OG0007548	XP_035730577.1	XP_008201168.1
OG0007549	XP_035742163.1	NP_001107772.1, XP_015834302.1
OG0007552	XP_035734354.1	XP_015837411.1
OG0007553	XP_035719759.1	XP_015836242.1
OG0007554	XP_035727475.1	XP_972371.2
OG0007555	XP_035719664.1	XP_008199763.1
OG0007556	XP_035720963.1	XP_975227.1
OG0007558	XP_035734373.1	XP_008195666.1
OG0007559	XP_035722605.1	XP_008199455.1
OG0007560	XP_035738849.1, XP_035738847.1, XP_035738848.1	XP_008200076.1
OG0007562	XP_035732098.1	XP_008199932.1
OG0007563	XP_035738528.1	XP_971684.1
OG0007565	XP_035738819.1, XP_035738816.1, XP_035738818.1, XP_035738820.1, XP_035738817.1	XP_008197591.1
OG0007569	XP_035742614.1	XP_008198086.1
OG0007574	XP_035727815.1	XP_001811535.1
OG0007579	XP_035721810.1, XP_035721815.1	XP_008196691.1
OG0007582	XP_035723462.1, XP_035723463.1	XP_008200907.1
OG0007584	XP_035725021.1	XP_001809288.1
OG0007586	XP_035729442.1	XP_008197399.2
OG0007587	XP_035724337.1	XP_015835824.1
OG0007588	XP_035742652.1	XP_008198592.2, XP_015838624.1, XP_008198593.1
OG0007589	XP_035732423.1	XP_008192872.2, XP_015835075.1
OG0007590	XP_035719669.1, XP_035719676.1	XP_008195458.1
OG0007592	XP_035738690.1	XP_008198163.1
OG0007595	XP_035727043.1, XP_035727048.1	XP_008193428.1
OG0007597	XP_035721386.1	XP_969145.1
OG0007605	XP_035727963.1	XP_973806.2
OG0007606	XP_035735463.1	XP_968933.1
OG0007607	XP_035723273.1	XP_015838598.1
OG0007608	XP_035726406.1	XP_008192763.1
OG0007610	XP_035725095.1	XP_972163.1
OG0007611	XP_035725945.1	XP_968424.2
OG0007612	XP_035739146.1	XP_969336.1
OG0007614	XP_035728658.1	XP_973250.1, XP_008200502.1, XP_008200501.1, XP_015835343.1
OG0007615	XP_035718658.1	XP_008195196.1
OG0007616	XP_035735218.1	NP_001161908.1
OG0007618	XP_035728858.1	XP_008190827.1
OG0007619	XP_035717777.1	NP_001193391.1
OG0007620	XP_035738334.1	XP_966721.1
OG0007621	XP_035723218.1	XP_972967.1
OG0007622	XP_035728621.1	XP_968275.2
OG0007624	XP_035722715.1	XP_008197463.1
OG0007625	XP_035722791.1	XP_970146.1
OG0007627	XP_035730293.1	XP_008190864.1
OG0007628	XP_035719778.1	XP_008193444.1
OG0007629	XP_035730813.1	XP_008200605.1
OG0007631	XP_035718299.1	XP_008200115.2, XP_015840385.1
OG0007632	XP_035721125.1	XP_973436.3
OG0007633	XP_035721856.1	XP_970994.1
OG0007635	XP_035736209.1	XP_008198709.1
OG0007636	XP_035729458.1	XP_967907.1
OG0007637	XP_035724608.1	XP_968605.2
OG0007638	XP_035726061.1	XP_008190557.1
OG0007639	XP_035729512.1	XP_968749.2
OG0007641	XP_035733956.1	XP_967121.2
OG0007643	XP_035731795.1	XP_008201419.1
OG0007644	XP_035735902.1, XP_035735903.1	XP_015836431.1
OG0007649	XP_035722539.1	XP_966911.1
OG0007650	XP_035738752.1	XP_015833347.1
OG0007651	XP_035717908.1	XP_008196749.1
OG0007652	XP_035720749.1	XP_015834096.1
OG0007653	XP_035728769.1	XP_015835841.1
OG0007654	XP_035744255.1	XP_974912.1
OG0007655	XP_035721432.1	XP_973627.1
OG0007656	XP_035740498.1	XP_015838713.1
OG0007658	XP_035725071.1	XP_008201041.1
OG0007660	XP_035740375.1	XP_967487.1
OG0007661	XP_035717574.1	XP_008193939.1
OG0007662	XP_035743142.1	XP_972927.1
OG0007664	XP_035723228.1	XP_008191007.1
OG0007666	XP_035727091.1	XP_008191781.1
OG0007667	XP_035731326.1	XP_015832985.1
OG0007668	XP_035743832.1	XP_969829.1
OG0007669	XP_035723473.1	XP_008199135.1
OG0007671	XP_035741318.1	XP_969832.1
OG0007672	XP_035723186.1	XP_008197150.1
OG0007673	XP_035729970.1	XP_973708.1
OG0007674	XP_035734521.1	XP_967083.1
OG0007675	XP_035742096.1	XP_969580.1
OG0007676	XP_035739854.1	XP_974826.2
OG0007678	XP_035724932.1	XP_966565.1
OG0007681	XP_035729359.1	XP_008190460.1
OG0007682	XP_035733412.1	XP_015834396.1
OG0007683	XP_035721207.1	XP_973768.1
OG0007684	XP_035724108.1	XP_008198108.1
OG0007686	XP_035718689.1, XP_035718688.1	XP_008199375.1
OG0007687	XP_035728797.1	XP_015836023.1
OG0007688	XP_035718147.1	XP_966764.1
OG0007689	XP_035728792.1	XP_015840864.1
OG0007690	XP_035719286.1	XP_966951.1
OG0007694	XP_035728126.1	XP_966791.1
OG0007695	XP_035727568.1, XP_035727567.1	XP_972760.1
OG0007696	XP_035718283.1	XP_008192295.1
OG0007697	XP_035734883.1	XP_008191126.1
OG0007698	XP_035735009.1, XP_035735011.1, XP_035735010.1	XP_015839547.1
OG0007699	XP_035722070.1	XP_008198314.1
OG0007702	XP_035732745.1	XP_001811836.1
OG0007703	XP_035733243.1	XP_015836923.1, XP_001807502.3
OG0007704	XP_035729680.1	XP_008198433.1
OG0007705	XP_035726336.1	XP_001810067.1
OG0007706	XP_035734842.1	XP_967209.1
OG0007708	XP_035722997.1	XP_970512.2
OG0007709	XP_035733668.1	XP_015836032.1
OG0007711	XP_035743191.1	XP_015834812.1
OG0007712	XP_035733638.1	XP_008198410.1, XP_008198409.1
OG0007713	XP_035743104.1	XP_967446.1
OG0007714	XP_035731581.1	XP_008190531.1
OG0007716	XP_035721418.1	XP_008197980.1
OG0007717	XP_035721458.1, XP_035721464.1	XP_015833813.1
OG0007718	XP_035733842.1	XP_015837122.1
OG0007720	XP_035743946.1	NP_001163995.1
OG0007722	XP_035744034.1	XP_001812694.1
OG0007723	XP_035720973.1	XP_015833177.1
OG0007726	XP_035728177.1	XP_968254.2
OG0007728	XP_035735775.1	XP_001815436.1
OG0007729	XP_035743653.1	NP_001139378.1
OG0007730	XP_035733178.1	XP_970617.1
OG0007733	XP_035723076.1	XP_008200692.1
OG0007735	XP_035744119.1	XP_008201456.1
OG0007736	XP_035731692.1	XP_969213.1
OG0007737	XP_035721160.1	XP_008197187.1
OG0007738	XP_035725518.1	XP_001814310.1
OG0007739	XP_035742553.1	XP_008199035.1
OG0007740	XP_035718166.1	XP_008198327.1
OG0007741	XP_035727637.1	XP_008192487.2
OG0007743	XP_035743456.1	XP_008194870.1
OG0007744	XP_035721910.1	XP_968151.1
OG0007745	XP_035742774.1	XP_008195016.1
OG0007746	XP_035723840.1	XP_008198106.1
OG0007747	XP_035728296.1	XP_008197674.1
OG0007748	XP_035730666.1	XP_015837996.1
OG0007751	XP_035735408.1	XP_008201134.1
OG0007752	XP_035722082.1	XP_008198359.2
OG0007753	XP_035742947.1	XP_008200350.1
OG0007754	XP_035722279.1	XP_008192366.1
OG0007755	XP_035731339.1	XP_015834714.1
OG0007757	XP_035736435.1	XP_008194010.1
OG0007758	XP_035731829.1	XP_015833931.1
OG0007759	XP_035723420.1	XP_015835950.1
OG0007760	XP_035723842.1	XP_008194489.1
OG0007761	XP_035728372.1	XP_973935.1
