Orthogroup	Vespa_mandarinia	Anopheles_gambiae
OG0005450	XP_035727542.1	XP_317375.3
OG0005451	XP_035724516.1	XP_317358.4
OG0005452	XP_035729270.1	XP_564589.3
OG0005453	XP_035726992.1	XP_317119.2
OG0005454	XP_035732172.1	XP_003435897.1, XP_001238478.3
OG0005455	XP_035743233.1	XP_563079.4, XP_003436355.1
OG0005456	XP_035725057.1	XP_316249.4
OG0005458	XP_035722418.1	XP_309093.4
OG0005459	XP_035734759.1	XP_320821.3
OG0005460	XP_035724098.1	XP_309572.4
OG0005461	XP_035734967.1	XP_317925.4
OG0005463	XP_035725476.1	XP_003436349.1
OG0005466	XP_035740645.1	XP_001688532.1, XP_314134.4
OG0005467	XP_035726642.1	XP_312421.4
OG0005469	XP_035731016.1	XP_001237187.1
OG0005471	XP_035724605.1	XP_001688293.2
OG0005472	XP_035718388.1	XP_552886.2
OG0005473	XP_035724896.1	XP_310921.1
OG0005474	XP_035735844.1	XP_318439.3
OG0005475	XP_035725032.1, XP_035725031.1	XP_310541.3
OG0005477	XP_035726359.1	XP_313268.4
OG0005478	XP_035733810.1, XP_035733811.1	XP_001237644.1
OG0005479	XP_035738968.1	XP_312490.2
OG0005481	XP_035727615.1	XP_308706.3
OG0005482	XP_035724853.1	XP_001238147.1
OG0005483	XP_035738930.1	XP_310478.3
OG0005484	XP_035739493.1	XP_309872.4
OG0005485	XP_035743247.1	XP_310213.4
OG0005486	XP_035723895.1	XP_312559.4
OG0005487	XP_035732471.1	XP_321425.4
OG0005489	XP_035721158.1	XP_558472.3
OG0005490	XP_035728950.1, XP_035728949.1	XP_315849.4
OG0005491	XP_035740503.1	XP_001688643.1, XP_315353.3
OG0005492	XP_035735254.1	XP_555970.1
OG0005493	XP_035723639.1	XP_557464.4
OG0005495	XP_035739886.1	XP_321715.4
OG0005496	XP_035723072.1	XP_001688151.2
OG0005497	XP_035727297.1	XP_316139.4, XP_001688782.1
OG0005498	XP_035723866.1	XP_308480.4, XP_001238803.2
OG0005499	XP_035723939.1	XP_312283.5
OG0005500	XP_035718678.1	XP_316300.3
OG0005501	XP_035721942.1	XP_309392.4
OG0005502	XP_035740905.1	XP_317427.4
OG0005503	XP_035742942.1	XP_310608.5
OG0005506	XP_035729030.1	XP_309394.3
OG0005507	XP_035736368.1	XP_001688749.1, XP_315934.4
OG0005508	XP_035744265.1	XP_313616.5
OG0005509	XP_035731525.1	XP_316872.5
OG0005511	XP_035719355.1	XP_314089.3
OG0005512	XP_035738286.1	XP_319815.4
OG0005513	XP_035722286.1	XP_309461.4, XP_309458.4
OG0005514	XP_035718384.1, XP_035718386.1	XP_317154.4
OG0005515	XP_035730917.1	XP_316319.4
OG0005517	XP_035724725.1	XP_317685.4
OG0005519	XP_035726502.1, XP_035726503.1, XP_035726501.1	XP_308383.2
OG0005520	XP_035741345.1	XP_001687825.2
OG0005521	XP_035740285.1	XP_564680.3
OG0005522	XP_035742239.1	XP_308351.4
OG0005523	XP_035727489.1	XP_314836.3
OG0005524	XP_035724319.1	XP_320537.3
OG0005525	XP_035723720.1	XP_316083.3
OG0005526	XP_035731875.1	XP_318758.4
OG0005527	XP_035731599.1	XP_321849.5
OG0005528	XP_035725296.1	XP_001688849.1, XP_001688848.1, XP_316366.4
OG0005529	XP_035740891.1	XP_317420.3
OG0005530	XP_035728431.1	XP_317499.4, XP_315940.3, XP_001688752.1
OG0005531	XP_035735021.1	XP_313161.5
OG0005533	XP_035722906.1, XP_035722892.1	XP_317818.4
OG0005534	XP_035739189.1	XP_319372.4
OG0005535	XP_035729556.1	XP_309340.4
OG0005537	XP_035717578.1	XP_311385.3
OG0005538	XP_035734692.1, XP_035734693.1	XP_310378.7
OG0005539	XP_035732516.1	XP_003437079.1, XP_311259.5
OG0005540	XP_035741828.1	XP_316705.4
OG0005541	XP_035743577.1, XP_035740903.1	XP_311215.4
OG0005544	XP_035736665.1	XP_312585.5
OG0005545	XP_035741512.1	XP_306081.1, XP_312973.4
OG0005546	XP_035735448.1	XP_311131.5
OG0005547	XP_035721336.1	XP_314468.4
OG0005548	XP_035735498.1	XP_310001.4, XP_001688259.1
OG0005549	XP_035725466.1	XP_001687914.1, XP_001687913.1
OG0005550	XP_035735409.1	XP_317622.4
OG0005551	XP_035733871.1, XP_035733872.1	XP_311407.4
OG0005552	XP_035736621.1	XP_312636.4
OG0005553	XP_035737345.1	XP_313620.5
OG0005554	XP_035721977.1	XP_313938.4
OG0005555	XP_035724114.1	XP_001237407.3
OG0005556	XP_035718266.1	XP_307565.4, XP_309576.4
OG0005557	XP_035728778.1	XP_312324.5
OG0005558	XP_035729309.1	XP_318041.4
OG0005559	XP_035741584.1	XP_309028.4
OG0005560	XP_035732720.1, XP_035732729.1	XP_320084.4
OG0005561	XP_035725318.1	XP_314761.4
OG0005562	XP_035731879.1	XP_321825.4
OG0005563	XP_035724177.1	XP_001237659.2
OG0005564	XP_035728832.1	XP_003435987.1
OG0005565	XP_035718472.1	XP_316061.3, XP_001688774.1
OG0005566	XP_035738107.1	XP_001688081.1, XP_308780.4
OG0005567	XP_035725637.1	XP_319502.1
OG0005568	XP_035732302.1	XP_316626.4
OG0005569	XP_035722557.1	XP_310792.5, XP_003436972.1, XP_317634.3
OG0005571	XP_035738861.1	XP_315888.4
OG0005572	XP_035718745.1, XP_035718751.1	XP_317541.3
OG0005573	XP_035741008.1	XP_308458.4
OG0005574	XP_035717581.1, XP_035717582.1	XP_311419.4
OG0005575	XP_035728237.1	XP_317076.1
OG0005576	XP_035725460.1	XP_321226.5
OG0005577	XP_035744195.1	XP_311397.4
OG0005578	XP_035722749.1, XP_035722748.1	XP_321708.4
OG0005579	XP_035739558.1	XP_309653.5
OG0005580	XP_035722244.1	XP_307915.5, XP_003436075.1
OG0005581	XP_035726744.1, XP_035726745.1	XP_309536.4
OG0005582	XP_035718505.1	XP_321116.5
OG0005583	XP_035726465.1	XP_314898.4
OG0005584	XP_035727041.1	XP_562821.2, XP_312747.5
OG0005585	XP_035720689.1	XP_322007.4
OG0005586	XP_035728689.1	XP_310720.4, XP_310723.5
OG0005587	XP_035734789.1	XP_318036.4
OG0005588	XP_035740408.1, XP_035740407.1	XP_312268.5
OG0005589	XP_035741965.1	XP_309312.4
OG0005590	XP_035733866.1	XP_312240.5, XP_003436209.1
OG0005591	XP_035731891.1, XP_035731890.1	XP_315813.4, XP_003435729.1
OG0005593	XP_035740978.1	XP_316337.4
OG0005594	XP_035729633.1	XP_311710.4
OG0005595	XP_035731369.1	XP_316868.5
OG0005596	XP_035735643.1	XP_315965.2
OG0005597	XP_035742487.1	XP_320696.4
OG0005598	XP_035723049.1	XP_321141.5
OG0005599	XP_035732041.1	XP_311947.5
OG0005600	XP_035728581.1	XP_314337.4
OG0005601	XP_035732576.1	XP_003437019.1, XP_310554.5
OG0005602	XP_035717466.1, XP_035717464.1	XP_313785.3
OG0005603	XP_035741416.1	XP_003436921.1, XP_311036.5, XP_003436920.1
OG0005604	XP_035725687.1	XP_308977.4
OG0005606	XP_035736169.1	XP_001688721.1, XP_001688722.1, XP_315753.4
OG0005607	XP_035720591.1	XP_312633.5
OG0005608	XP_035725751.1	XP_317275.4
OG0005609	XP_035739219.1, XP_035739220.1	XP_315489.2
OG0005610	XP_035739198.1	XP_316472.4
OG0005611	XP_035727152.1	XP_320820.3
OG0005612	XP_035721389.1	XP_308526.4
OG0005613	XP_035729606.1	XP_311833.1, XP_003436363.1
OG0005614	XP_035728485.1	XP_309637.5
OG0005615	XP_035735109.1	XP_313470.4
OG0005616	XP_035737269.1	XP_308017.5
OG0005617	XP_035721744.1	XP_561487.4, XP_312848.5
OG0005619	XP_035721675.1	XP_317033.2
OG0005620	XP_035735273.1	XP_308182.4
OG0005621	XP_035732175.1	XP_318017.4
OG0005622	XP_035741523.1	XP_312455.4
OG0005623	XP_035741015.1	XP_309119.5
OG0005625	XP_035738578.1	XP_319779.4
OG0005626	XP_035721475.1	XP_311117.5
OG0005627	XP_035717972.1	XP_316655.4
OG0005628	XP_035717996.1	XP_316676.3
OG0005629	XP_035717132.1	XP_311825.5
OG0005630	XP_035735065.1	XP_001688450.2, XP_313591.5
OG0005631	XP_035737980.1	XP_562525.3, XP_003436557.1
OG0005632	XP_035717624.1	XP_316549.4
OG0005633	XP_035723167.1	XP_309487.4
OG0005634	XP_035737136.1	XP_312950.5
OG0005635	XP_035727318.1	XP_317917.3
OG0005637	XP_035738678.1	XP_317367.4
OG0005638	XP_035729674.1	XP_001688695.1
OG0005639	XP_035717212.1	XP_320591.3
OG0005640	XP_035720190.1	XP_315334.4
OG0005641	XP_035735551.1	XP_312433.5
OG0005642	XP_035743505.1	XP_321625.2, XP_003435852.1, XP_003435853.1
OG0005643	XP_035734128.1	XP_314952.3
OG0005644	XP_035724392.1	XP_561359.1, XP_321213.4
OG0005645	XP_035729763.1	XP_001689350.1
OG0005646	XP_035743302.1	XP_315526.4
OG0005647	XP_035719189.1	XP_317983.3
OG0005649	XP_035732360.1	XP_313787.4
OG0005650	XP_035732381.1	XP_314266.5
OG0005651	XP_035724770.1	XP_319339.4
OG0005652	XP_035741811.1	XP_003437043.1, XP_310477.4
OG0005653	XP_035724721.1	XP_310433.5
OG0005654	XP_035732714.1, XP_035732713.1	XP_001688367.2
OG0005655	XP_035744283.1	XP_319682.4
OG0005656	XP_035735485.1	XP_311394.2
OG0005657	XP_035723690.1	XP_561168.5, XP_024667072.1
OG0005658	XP_035733951.1, XP_035733952.1	XP_565673.4
OG0005659	XP_035742326.1	XP_003436738.1, XP_313086.5
OG0005660	XP_035741486.1	XP_001688457.1
OG0005661	XP_035737391.1	XP_319416.4
OG0005662	XP_035736103.1	XP_320070.4
OG0005663	XP_035721208.1	XP_313491.3, XP_313489.1
OG0005664	XP_035729635.1	XP_560633.4, XP_311757.5
OG0005665	XP_035742540.1	XP_317596.4
OG0005666	XP_035734630.1	XP_312356.3, XP_312355.3
OG0005667	XP_035736226.1, XP_035736227.1	XP_318611.3
OG0005668	XP_035732422.1	XP_001238251.2
OG0005669	XP_035740568.1	XP_316175.4
OG0005670	XP_035732425.1	XP_315207.3
OG0005671	XP_035722246.1	XP_001688368.2
OG0005672	XP_035739699.1	XP_319037.3
OG0005673	XP_035734551.1	XP_313649.4
OG0005674	XP_035734510.1	XP_307891.5
OG0005675	XP_035717678.1, XP_035717673.1	XP_003436081.1
OG0005676	XP_035718920.1	XP_003436775.1, XP_313563.4
OG0005677	XP_035722017.1	XP_308296.3
OG0005678	XP_035730802.1, XP_035730801.1	XP_551171.4
OG0005679	XP_035720785.1	XP_003437097.1, XP_311317.5
OG0005682	XP_035744161.1	XP_001689032.1
OG0005683	XP_035739794.1	XP_316724.1
OG0005684	XP_035737798.1	XP_001688320.1
OG0005685	XP_035738214.1	XP_001688518.1, XP_314071.4
OG0005686	XP_035739839.1	XP_553504.3
OG0005687	XP_035720072.1, XP_035720070.1	XP_320190.4
OG0005688	XP_035733711.1	XP_001238575.3
OG0005689	XP_035728047.1	XP_320801.3, XP_314671.3
OG0005690	XP_035718941.1	XP_321328.5
OG0005691	XP_035735650.1	XP_317482.4
OG0005692	XP_035735584.1	XP_309009.4
OG0005693	XP_035730330.1	XP_003437042.1, XP_003437041.1, XP_310482.4
OG0005695	XP_035730005.1, XP_035730004.1	XP_312453.4
OG0005696	XP_035732593.1, XP_035732570.1	XP_314474.4
OG0005697	XP_035724397.1	XP_317286.4
OG0005698	XP_035726186.1	XP_315628.4
OG0005700	XP_035742786.1	XP_001688161.2
OG0005701	XP_035733704.1	XP_312121.5, XP_312123.5
OG0005702	XP_035725299.1	XP_314886.4
OG0005704	XP_035732203.1	XP_314365.4
OG0005705	XP_035728956.1	XP_320923.5
OG0005706	XP_035727789.1, XP_035727804.1	XP_309354.4
OG0005707	XP_035742840.1	XP_312096.5
OG0005708	XP_035729311.1	XP_313514.5
OG0005709	XP_035726868.1, XP_035726877.1	XP_316918.4
OG0005710	XP_035729453.1	XP_552016.3
OG0005711	XP_035731639.1, XP_035731638.1	XP_001688960.2
OG0005712	XP_035729173.1	XP_309158.3
OG0005713	XP_035733832.1	XP_321114.1
OG0005714	XP_035722970.1	XP_556147.3
OG0005715	XP_035725718.1	XP_317097.4
OG0005716	XP_035731060.1	XP_314524.4
OG0005717	XP_035729765.1	XP_001238304.2
OG0005718	XP_035734924.1	XP_321065.4
OG0005719	XP_035726175.1, XP_035726173.1	XP_308260.5
OG0005720	XP_035726520.1	XP_318831.4
OG0005721	XP_035723078.1	XP_310424.4
OG0005722	XP_035738013.1	XP_315752.4
OG0005724	XP_035731573.1	XP_318756.2
OG0005725	XP_035720136.1	XP_317853.3
OG0005727	XP_035742478.1	XP_320880.4
OG0005728	XP_035734522.1	XP_318418.4, XP_003436673.1
OG0005729	XP_035724686.1	XP_551819.3
OG0005730	XP_035738128.1	XP_024667081.1, XP_001230947.2, XP_313490.5
OG0005731	XP_035722103.1	XP_553840.2
OG0005732	XP_035723460.1	XP_001689194.1
OG0005733	XP_035741661.1	XP_312442.5
OG0005734	XP_035742306.1	XP_321276.4
OG0005735	XP_035719969.1	XP_321395.5
OG0005736	XP_035724003.1	XP_319796.4
OG0005737	XP_035722094.1	XP_313715.5
OG0005738	XP_035727435.1	XP_001689106.1, XP_001689107.1, XP_318183.4
OG0005740	XP_035720787.1	XP_309976.4
OG0005741	XP_035735534.1	XP_319609.4
OG0005742	XP_035719790.1	XP_311901.5, XP_003436338.1
OG0005743	XP_035724933.1	XP_310575.5
OG0005744	XP_035736482.1	XP_317524.4
OG0005745	XP_035733344.1	XP_321169.5
OG0005746	XP_035740300.1	XP_319061.3
OG0005747	XP_035734361.1	XP_318517.3
OG0005748	XP_035722314.1	XP_313587.5
OG0005750	XP_035743089.1	XP_315361.4
OG0005751	XP_035739651.1	XP_310789.4
OG0005752	XP_035743708.1	XP_317139.4
OG0005753	YP_009915667.1, XP_035733905.1, XP_035741851.1	NP_008076.1
OG0005754	XP_035727086.1	XP_319651.2
OG0005755	XP_035721114.1	XP_316630.4
OG0005756	XP_035740224.1	XP_311917.5
OG0005757	XP_035720844.1	XP_310879.5
OG0005758	XP_035719173.1	XP_312753.5, XP_001237487.2, XP_001237486.1
OG0005759	XP_035717998.1	XP_318815.4
OG0005760	XP_035743723.1	XP_321744.5
OG0005762	XP_035742440.1	XP_310886.5
OG0005763	XP_035731894.1	XP_317018.3
OG0005764	XP_035739675.1, XP_035739674.1	XP_317022.4
OG0005765	XP_035729049.1	XP_001230707.2
OG0005766	XP_035738339.1	XP_317508.3
OG0005767	XP_035733276.1	XP_320983.2
OG0005768	XP_035742743.1	XP_314002.4, XP_001688502.1
OG0005769	XP_035742958.1, XP_035742957.1, XP_035742959.1	XP_318716.4
OG0005770	XP_035730989.1	XP_317830.4
OG0005771	XP_035728687.1	XP_003436262.1, XP_312071.5
OG0005772	XP_035740053.1, XP_035740052.1, XP_035740051.1	XP_314015.4
OG0005773	XP_035739510.1	XP_001689281.1
OG0005774	XP_035720856.1	XP_312202.4
OG0005775	XP_035717147.1	XP_001688998.1
OG0005776	XP_035742244.1	XP_319783.4
OG0005777	XP_035728380.1	XP_318979.4
OG0005778	XP_035739967.1, XP_035740241.1, XP_035740063.1, XP_035740154.1	XP_313130.5
OG0005779	XP_035727652.1	XP_315118.4
OG0005780	XP_035741028.1	XP_318877.4
OG0005781	XP_035740145.1, XP_035740143.1	XP_319176.2
OG0005782	XP_035723235.1	XP_003435815.1
OG0005784	XP_035725577.1	XP_320638.3
OG0005785	XP_035743871.1, XP_035743869.1, XP_035743870.1	XP_001688116.1
OG0005786	XP_035740887.1	XP_317425.4
OG0005787	XP_035728749.1	XP_314306.2, XP_001688556.1, XP_001688555.1
OG0005788	XP_035738355.1	XP_319067.3
OG0005789	XP_035717607.1, XP_035717603.1	XP_562507.4, XP_306966.4
OG0005790	XP_035742189.1, XP_035742187.1	XP_001237372.3
OG0005791	XP_035726979.1	XP_001237369.2
OG0005792	XP_035734470.1	XP_310713.5
OG0005793	XP_035738673.1	XP_315811.2
OG0005794	XP_035741032.1, XP_035741040.1	XP_564779.1
OG0005795	XP_035728473.1	XP_314049.4
OG0005796	XP_035728528.1	XP_001688935.1
OG0005798	XP_035733012.1, XP_035733004.1, XP_035732997.1, XP_035732986.1	XP_312935.5
OG0005799	XP_035730112.1	XP_319126.4
OG0005800	XP_035731868.1	XP_319186.4
OG0005801	XP_035742157.1	XP_307303.4, XP_001230714.2
OG0005802	XP_035736063.1	XP_001689332.2
OG0005803	XP_035740580.1	XP_316925.4, XP_308029.3
OG0005804	XP_035742960.1	XP_311074.5
OG0005805	XP_035741349.1	XP_314791.4
OG0005806	XP_035743949.1	XP_317442.4
OG0005807	XP_035741428.1	XP_001688598.1, XP_314981.2
OG0005808	XP_035722313.1	XP_321034.5
OG0005809	XP_035727576.1	XP_320787.4
OG0005810	XP_035736896.1	XP_308002.5
OG0005811	XP_035739612.1, XP_035739609.1	XP_309768.4
OG0005813	XP_035738031.1	XP_317937.4
OG0005814	XP_035720201.1	XP_001238364.2
OG0005815	XP_035738897.1	XP_321156.5
OG0005816	XP_035723823.1	XP_321796.4
OG0005817	XP_035722735.1, XP_035722736.1	XP_563834.4
OG0005818	XP_035741642.1	XP_315807.4
OG0005845	XP_035728829.1	XP_318648.4
OG0005846	XP_035742566.1	XP_309930.2
OG0005847	XP_035721826.1	XP_309516.3
OG0005848	XP_035733631.1	XP_313355.4
OG0005849	XP_035736889.1	XP_313357.3
OG0005850	XP_035726240.1	XP_552148.2
OG0005851	XP_035718594.1	XP_319222.2
OG0005852	XP_035729424.1	XP_321877.2
OG0005853	XP_035724440.1	XP_314292.2
OG0005854	XP_035742170.1	XP_310998.2
OG0005855	XP_035726796.1	XP_311570.4
OG0005856	XP_035722739.1	XP_312465.2
OG0005857	XP_035725081.1	XP_319401.2
OG0005858	XP_035735414.1	XP_320428.3
OG0005859	XP_035719309.1	XP_318743.3
OG0005860	XP_035739359.1	XP_309142.3
OG0005861	XP_035741955.1	XP_317010.3
OG0005862	XP_035725711.1	XP_317626.4
OG0005863	XP_035739769.1	XP_308251.4
OG0005864	XP_035743553.1	XP_001687910.1
OG0005865	XP_035738606.1	XP_558608.3
OG0005866	XP_035717930.1	XP_317219.3
OG0005867	XP_035730838.1	XP_318656.4
OG0005868	XP_035735642.1	XP_319355.3
OG0005869	XP_035738873.1	XP_309616.5, XP_003436701.1
OG0005870	XP_035717114.1	XP_553409.3
OG0005871	XP_035724427.1	XP_315909.4
OG0005872	XP_035725360.1	XP_001230917.2
OG0005873	XP_035718535.1	XP_320327.2
OG0005875	XP_035733165.1	XP_001237521.2
OG0005876	XP_035722734.1	XP_320442.4, XP_320447.4
OG0005877	XP_035722202.1	XP_314349.4, XP_001688565.1
OG0005878	XP_035729191.1	XP_001238010.2
OG0005879	XP_035725035.1	XP_316875.5
OG0005880	XP_035727545.1	XP_316219.4
OG0005881	XP_035733424.1	XP_320776.2
OG0005883	XP_035736656.1	XP_312545.3
OG0005884	XP_035739678.1	XP_320585.1
OG0005886	XP_035744222.1	XP_310246.2, XP_310245.5
OG0005887	XP_035740913.1	XP_003435741.1
OG0005888	XP_035733840.1	XP_313729.3
OG0005889	XP_035729798.1	XP_309349.3
OG0005890	XP_035729968.1	XP_316178.4
OG0005891	XP_035733423.1	XP_320488.3
OG0005892	XP_035730553.1	XP_309477.3
OG0005893	XP_035729070.1	XP_564611.3
OG0005894	XP_035731565.1	XP_308392.4
OG0005895	XP_035726936.1	XP_316970.3
OG0005896	XP_035724640.1	XP_320237.3
OG0005897	XP_035728989.1	XP_321087.2
OG0005898	XP_035733248.1	XP_312872.4
OG0005899	XP_035719221.1	XP_321925.2
OG0005900	XP_035739801.1	XP_308501.2
OG0005901	XP_035721520.1	XP_312196.1
OG0005902	XP_035730882.1	XP_316147.4
OG0005903	XP_035743770.1	XP_318387.2
OG0005904	XP_035742490.1	XP_313653.4
OG0005905	XP_035740583.1	XP_321335.3
OG0005906	XP_035727116.1	XP_319028.4
OG0005907	XP_035729331.1	XP_316392.3
OG0005908	XP_035740519.1	XP_317351.1
OG0005909	XP_035743876.1	XP_316000.1
OG0005910	XP_035738692.1	XP_318952.3
OG0005911	XP_035727547.1	XP_318301.4
OG0005912	XP_035728361.1	XP_315439.4
OG0005913	XP_035737490.1	XP_310416.7
OG0005914	XP_035732122.1	XP_311398.3
OG0005915	XP_035719847.1	XP_001689215.1
OG0005916	XP_035733745.1	XP_318683.2
OG0005917	XP_035734602.1	XP_318076.3
OG0005918	XP_035729869.1	XP_321189.4
OG0005919	XP_035735017.1	XP_316602.1
OG0005920	XP_035732668.1	XP_319141.3
OG0005921	XP_035739935.1	XP_320969.4
OG0005922	XP_035744197.1	XP_308676.4
OG0005924	XP_035737108.1	XP_315750.3
OG0005925	XP_035733672.1	XP_320424.4
OG0005926	XP_035721324.1	XP_318954.3
OG0005927	XP_035737953.1	XP_316402.2
OG0005928	XP_035719084.1	XP_309652.2
OG0005929	XP_035721571.1	XP_554509.2
OG0005930	XP_035724855.1	XP_555357.2
OG0005931	XP_035729579.1	XP_310578.5
OG0005932	XP_035734145.1	XP_306849.2, XP_318426.5
OG0005933	XP_035724870.1	XP_315192.4
OG0005934	XP_035733069.1	XP_314737.4
OG0005935	XP_035739541.1	XP_310818.3
OG0005936	XP_035730898.1	XP_316159.4
OG0005937	XP_035729399.1	XP_320871.3
OG0005939	XP_035731923.1	XP_309192.2
OG0005940	XP_035742127.1	XP_313374.4, XP_003436536.1
OG0005941	XP_035719688.1	XP_313276.4
OG0005942	XP_035738496.1, XP_035738495.1	XP_003435965.1
OG0005944	XP_035740351.1	XP_308117.4
OG0005945	XP_035739494.1	XP_319985.2
OG0005946	XP_035722156.1	XP_320743.4
OG0005947	XP_035720114.1	XP_314532.3
OG0005948	XP_035729415.1	XP_311498.2
OG0005949	XP_035723666.1	XP_560261.3, XP_003437181.1
OG0005950	XP_035733809.1	XP_315327.3
OG0005951	XP_035731914.1	XP_001237910.2
OG0005952	XP_035725354.1	XP_316820.5
OG0005956	XP_035727170.1	XP_316555.4
OG0005957	XP_035725563.1	XP_316854.4
OG0005958	XP_035720363.1	XP_320211.4
OG0005959	XP_035728799.1	XP_321077.2
OG0005960	XP_035726793.1	XP_313381.4
OG0005961	XP_035721462.1	XP_316218.4
OG0005962	XP_035743704.1	XP_308162.3
OG0005963	XP_035729401.1	XP_001688932.1, XP_316642.2
OG0005965	XP_035728498.1	XP_319870.3
OG0005966	XP_035735692.1	XP_320754.1
OG0005967	XP_035721068.1	XP_314432.2
OG0005968	XP_035721008.1	XP_307560.4, XP_314356.4
OG0005969	XP_035735982.1	XP_311293.5
OG0005970	XP_035724720.1	XP_312921.3
OG0005972	XP_035737746.1	XP_321994.5
OG0005973	XP_035723659.1	XP_308350.2
OG0005974	XP_035725600.1	XP_308441.4
OG0005975	XP_035737995.1	XP_318437.3
OG0005976	XP_035738695.1	XP_319573.4
OG0005977	XP_035731988.1	XP_003435736.1
OG0005978	XP_035722157.1	XP_314355.4
OG0005979	XP_035729263.1	XP_321323.3
OG0005980	XP_035717646.1	XP_314717.3
OG0005981	XP_035726766.1	XP_319347.2
OG0005982	XP_035743043.1	XP_001237213.1
OG0005983	XP_035736288.1	XP_309929.3
OG0005984	XP_035717722.1	XP_311211.5
OG0005985	XP_035740894.1	XP_317419.4
OG0005986	XP_035734382.1	XP_316306.3
OG0005987	XP_035743721.1	XP_001688635.1
OG0005988	XP_035730002.1	XP_308018.4
OG0005989	XP_035721320.1	XP_308418.4
OG0005990	XP_035718392.1	XP_317151.4
OG0005991	XP_035722163.1	XP_321527.2
OG0005992	XP_035733930.1	XP_558141.3
OG0005993	XP_035734517.1	XP_317836.3
OG0005994	XP_035724357.1	XP_001238545.2
OG0005995	XP_035734524.1	XP_308101.3
OG0005996	XP_035723264.1	XP_314715.3
OG0005997	XP_035735227.1	XP_319155.2
OG0005999	XP_035731899.1	XP_311981.5
OG0006000	XP_035726051.1	XP_311295.4
OG0006001	XP_035717861.1	XP_310192.3
OG0006002	XP_035734655.1	XP_314559.4
OG0006003	XP_035722638.1, XP_035722639.1	XP_312519.3
OG0006004	XP_035725051.1	XP_317017.4
OG0006005	XP_035741207.1	XP_316595.4
OG0006006	XP_035729045.1	XP_321082.5, XP_003435983.1
OG0006007	XP_035739803.1	XP_003436548.1, XP_313423.5
OG0006008	XP_035741209.1	XP_321399.5
OG0006009	XP_035735221.1	XP_308135.4
OG0006010	XP_035732521.1	XP_560072.4
OG0006011	XP_035718125.1	XP_317717.3
OG0006012	XP_035717631.1	XP_312197.3
OG0006013	XP_035723020.1	XP_311858.5
OG0006014	XP_035724050.1	XP_319649.4
OG0006015	XP_035736639.1, XP_035736640.1	XP_311424.1
OG0006016	XP_035729514.1	XP_314636.3
OG0006017	XP_035737112.1	XP_566290.4
OG0006018	XP_035729064.1	XP_001687753.2
OG0006019	XP_035738370.1	XP_321352.4
OG0006020	XP_035738397.1	XP_556934.3
OG0006021	XP_035729909.1	XP_321822.5
OG0006022	XP_035741049.1	XP_560198.4
OG0006023	XP_035719967.1	XP_312466.2
OG0006024	XP_035735778.1	XP_309524.4
OG0006025	XP_035728139.1	XP_307919.5
OG0006026	XP_035737425.1	XP_322015.3
OG0006028	XP_035720023.1	XP_311455.4
OG0006029	XP_035737451.1	XP_564621.3
OG0006030	XP_035734855.1	XP_319583.4
OG0006031	XP_035734207.1	XP_317220.3, XP_307671.3
OG0006032	XP_035728004.1	XP_319939.4
OG0006033	XP_035727613.1	XP_315419.5, XP_001688659.2
OG0006036	XP_035726200.1	XP_321782.4
OG0006037	XP_035738332.1	XP_308567.4
OG0006038	XP_035720782.1	XP_319464.4
OG0006039	XP_035731637.1	XP_001237172.1
OG0006040	XP_035726518.1	XP_320467.4
OG0006042	XP_035728064.1	XP_308792.4
OG0006043	XP_035717150.1	XP_316344.4
OG0006044	XP_035717598.1	XP_315527.3
OG0006045	XP_035729246.1	XP_321324.2
OG0006046	XP_035719073.1	XP_313818.4
OG0006047	XP_035731705.1	XP_319728.4
OG0006048	XP_035728240.1	XP_320719.3
OG0006049	XP_035730261.1	XP_309566.4
OG0006050	XP_035743094.1	XP_311900.4
OG0006051	XP_035718413.1	XP_317666.4
OG0006052	XP_035738714.1	XP_317609.3
OG0006053	XP_035724316.1	XP_312571.3, XP_003436104.1
OG0006054	XP_035742882.1	XP_315435.4
OG0006055	XP_035719728.1, XP_035719727.1	XP_312429.5
OG0006056	XP_035718161.1	XP_317753.4
OG0006057	XP_035721537.1	XP_319596.4
OG0006058	XP_035731255.1	XP_316473.2
OG0006059	XP_035740058.1	XP_319454.4
OG0006060	XP_035721540.1	XP_552222.3
OG0006061	XP_035737991.1	XP_309679.5
OG0006062	XP_035738929.1	XP_320688.4
OG0006063	XP_035732147.1	XP_312441.4
OG0006064	XP_035725910.1	XP_312882.5
OG0006065	XP_035717550.1	XP_317279.4
OG0006067	XP_035725730.1	XP_312390.4
OG0006069	XP_035717804.1	XP_317558.4
OG0006070	XP_035731398.1	XP_321844.5
OG0006071	XP_035737592.1	XP_312594.1
OG0006072	XP_035735733.1	XP_310529.5
OG0006073	XP_035733505.1, XP_035733504.1	XP_559033.3
OG0006074	XP_035720713.1	XP_309991.2
OG0006075	XP_035735503.1	XP_310122.4, XP_307094.2
OG0006076	XP_035728470.1	XP_312315.5
OG0006077	XP_035733995.1	XP_564713.3
OG0006078	XP_035725585.1	XP_318953.4
OG0006079	XP_035721557.1	XP_311489.4
OG0006080	XP_035728674.1	XP_315698.4
OG0006081	XP_035736897.1	XP_310354.1
OG0006082	XP_035739754.1	XP_314553.3
OG0006083	XP_035722771.1	XP_314172.1
