Orthogroup	Vespa_mandarinia	Polistes_dominula
OG0006544	XP_035742133.1	XP_015171993.1
OG0006545	XP_035722065.1	XP_015177321.1
OG0006546	XP_035728725.1	XP_015191632.1
OG0006547	XP_035725282.1	XP_015172906.1
OG0006548	XP_035741080.1	XP_015172173.1
OG0006549	XP_035736654.1	XP_015179257.1
OG0006550	XP_035727255.1	XP_015172118.1
OG0006551	XP_035724641.1	XP_015173386.1
OG0006552	XP_035735581.1	XP_015179802.1
OG0006553	XP_035720618.1	XP_015188645.1
OG0006554	XP_035732372.1	XP_015184858.1
OG0006555	XP_035732498.1	XP_015180356.1
OG0006556	XP_035738830.1	XP_015182388.1
OG0006557	XP_035721883.1	XP_015173514.1
OG0006558	XP_035728756.1, XP_035728757.1	XP_015175525.1
OG0006559	XP_035743811.1	XP_015189780.1
OG0006560	XP_035739201.1	XP_015184701.1
OG0006561	XP_035721326.1	XP_015173496.1, XP_015173495.1
OG0006562	XP_035721511.1	XP_015176130.1
OG0006563	XP_035723298.1	XP_015190251.1
OG0006565	XP_035719897.1	XP_015171235.1
OG0006566	XP_035740338.1	XP_015186163.1
OG0006568	XP_035729672.1	XP_015191822.1
OG0006570	XP_035742848.1	XP_015171943.1
OG0006571	XP_035741053.1	XP_015190136.1
OG0006572	XP_035728337.1, XP_035728336.1	XP_015178659.1
OG0006573	XP_035736352.1	XP_015189289.1
OG0006574	XP_035717700.1	XP_015190029.1
OG0006575	XP_035742871.1	XP_015175135.1
OG0006576	XP_035734440.1	XP_015180177.1
OG0006577	XP_035735921.1	XP_015187155.1
OG0006578	XP_035735152.1	XP_015179458.1
OG0006579	XP_035738887.1	XP_015189137.1
OG0006580	XP_035717539.1	XP_015173143.1
OG0006581	XP_035736213.1	XP_015188168.1
OG0006582	XP_035744065.1	XP_015173070.1
OG0006583	XP_035717293.1	XP_015188655.1
OG0006584	XP_035743369.1	XP_015191344.1
OG0006585	XP_035731176.1, XP_035731175.1	XP_015180402.1
OG0006586	XP_035722586.1	XP_015178786.1
OG0006587	XP_035740304.1	XP_015174962.1
OG0006588	XP_035737399.1	XP_015175758.1
OG0006589	XP_035734041.1	XP_015187735.1, XP_015187732.1
OG0006590	XP_035734507.1	XP_015178667.1
OG0006591	XP_035743682.1	XP_015189139.1
OG0006592	XP_035717130.1	XP_015176496.1
OG0006593	XP_035723579.1	XP_015174698.1
OG0006594	XP_035719210.1	XP_015184511.1
OG0006595	XP_035727649.1	XP_015182907.1
OG0006596	XP_035739403.1	XP_015174239.1
OG0006597	XP_035719380.1	XP_015171155.1
OG0006598	XP_035726318.1	XP_015186628.1
OG0006599	XP_035722860.1	XP_015172941.1
OG0006600	XP_035738548.1	XP_015174399.1
OG0006601	XP_035742899.1	XP_015184338.1
OG0006602	XP_035718983.1	XP_015171225.1
OG0006603	XP_035741338.1, XP_035741337.1	XP_015173620.1
OG0006604	XP_035725588.1	XP_015185190.1
OG0006605	XP_035739358.1	XP_015175027.1, XP_015175026.1
OG0006606	XP_035736538.1	XP_015181556.1
OG0006607	XP_035729807.1	XP_015183552.1
OG0006608	XP_035732709.1	XP_015179865.1
OG0006609	XP_035725768.1	XP_015190610.1
OG0006610	XP_035721259.1	XP_015173469.1
OG0006611	XP_035735231.1	XP_015191026.1
OG0006612	XP_035741639.1	XP_015183715.1
OG0006614	XP_035727920.1	XP_015178626.1
OG0006615	XP_035721778.1	XP_015173546.1
OG0006616	XP_035727671.1	XP_015177079.1
OG0006617	XP_035722164.1	XP_015181378.1
OG0006618	XP_035742816.1	XP_015186642.1
OG0006619	XP_035721469.1	XP_015184846.1
OG0006620	XP_035743517.1	XP_015180876.1
OG0006621	XP_035727397.1	XP_015184196.1
OG0006622	XP_035737947.1, XP_035737948.1	XP_015187968.1, XP_015187964.1
OG0006623	XP_035731871.1	XP_015177313.1
OG0006624	XP_035725907.1	XP_015190856.1, XP_015190868.1
OG0006625	XP_035743846.1	XP_015190116.1
OG0006626	XP_035737630.1	XP_015181400.1
OG0006627	XP_035727977.1	XP_015184925.1
OG0006628	XP_035743935.1	XP_015190369.1
OG0006629	XP_035732912.1	XP_015181088.1
OG0006630	XP_035723619.1	XP_015173184.1
OG0006631	XP_035736803.1	XP_015183495.1
OG0006632	XP_035724811.1	XP_015188113.1
OG0006633	XP_035722215.1	XP_015185282.1
OG0006634	XP_035721513.1	XP_015178023.1
OG0006635	XP_035730355.1	XP_015185877.1
OG0006636	XP_035735596.1	XP_015179740.1
OG0006637	XP_035729295.1	XP_015176750.1, XP_015176751.1
OG0006638	XP_035727165.1	XP_015183070.1
OG0006639	XP_035718075.1	XP_015180647.1
OG0006640	XP_035735865.1	XP_015179729.1
OG0006641	XP_035717482.1	XP_015180076.1
OG0006642	XP_035725248.1	XP_015182017.1
OG0006643	XP_035733640.1	XP_015174116.1, XP_015174115.1
OG0006644	XP_035744038.1	XP_015180001.1
OG0006645	XP_035730241.1	XP_015186804.1
OG0006646	XP_035723521.1	XP_015180237.1
OG0006647	XP_035724234.1	XP_015178151.1
OG0006648	XP_035727674.1	XP_015177082.1
OG0006649	XP_035739356.1	XP_015174926.1
OG0006650	XP_035725802.1	XP_015177002.1
OG0006651	XP_035720144.1	XP_015172199.1
OG0006652	XP_035744076.1	XP_015176488.1
OG0006653	XP_035725785.1	XP_015190828.1
OG0006654	XP_035733117.1	XP_015190565.1, XP_015190566.1
OG0006655	XP_035727088.1	XP_015183234.1
OG0006656	XP_035740352.1	XP_015186107.1
OG0006658	XP_035726201.1	XP_015172656.1
OG0006659	XP_035718214.1	XP_015185733.1
OG0006660	XP_035738699.1	XP_015174319.1
OG0006661	XP_035722596.1	XP_015173257.1
OG0006662	XP_035724939.1	XP_015185043.1
OG0006663	XP_035718770.1	XP_015180645.1
OG0006664	XP_035736907.1	XP_015178744.1
OG0006665	XP_035720867.1	XP_015172368.1
OG0006666	XP_035729204.1	XP_015181398.1
OG0006667	XP_035729537.1	XP_015191800.1
OG0006668	XP_035737259.1	XP_015187340.1
OG0006669	XP_035720955.1	XP_015188651.1
OG0006670	XP_035720612.1	XP_015188617.1
OG0006671	XP_035726059.1	XP_015190944.1
OG0006672	XP_035736203.1, XP_035736204.1	XP_015180326.1
OG0006673	XP_035741872.1	XP_015189789.1
OG0006674	XP_035740764.1	XP_015171928.1
OG0006675	XP_035719169.1	XP_015188242.1
OG0006676	XP_035734661.1	XP_015172685.1
OG0006678	XP_035744150.1	XP_015187629.1
OG0006679	XP_035743608.1	XP_015177788.1, XP_015177789.1
OG0006681	XP_035744166.1	XP_015190405.1
OG0006682	XP_035728277.1, XP_035728276.1	XP_015184910.1
OG0006683	XP_035728466.1	XP_015175477.1
OG0006684	XP_035718409.1	XP_015178462.1
OG0006685	XP_035735170.1	XP_015179503.1
OG0006686	XP_035735195.1	XP_015175608.1
OG0006687	XP_035736688.1	XP_015177809.1
OG0006688	XP_035739532.1	XP_015181587.1
OG0006689	XP_035728166.1	XP_015178649.1
OG0006690	XP_035718128.1	XP_015189150.1
OG0006691	XP_035728378.1	XP_015184890.1
OG0006692	XP_035738913.1	XP_015180778.1
OG0006693	XP_035718359.1	XP_015178541.1
OG0006694	XP_035738777.1	XP_015182740.1, XP_015182741.1, XP_015182739.1
OG0006695	XP_035739685.1	XP_015181536.1
OG0006696	XP_035741438.1	XP_015176087.1
OG0006697	XP_035733541.1	XP_015184045.1
OG0006699	XP_035736433.1, XP_035736434.1, XP_035736431.1	XP_015181174.1
OG0006700	XP_035729578.1	XP_015191596.1
OG0006701	XP_035734244.1	XP_015171825.1
OG0006702	XP_035726797.1	XP_015185550.1
OG0006703	XP_035725700.1	XP_015179700.1
OG0006704	XP_035741876.1	XP_015171599.1
OG0006705	XP_035720530.1	XP_015187680.1
OG0006706	XP_035727758.1	XP_015177006.1
OG0006707	XP_035724311.1	XP_015185271.1
OG0006708	XP_035741667.1	XP_015184696.1
OG0006709	XP_035721360.1, XP_035721361.1	XP_015173427.1, XP_015173428.1
OG0006710	XP_035722165.1	XP_015181383.1
OG0006711	XP_035737241.1	XP_015175797.1
OG0006713	XP_035734336.1	XP_015188727.1
OG0006714	XP_035723245.1	XP_015181744.1
OG0006716	XP_035734306.1	XP_015191014.1
OG0006717	XP_035719998.1	XP_015183388.1
OG0006719	XP_035717756.1	XP_015185236.1
OG0006720	XP_035743972.1	XP_015190479.1, XP_015190478.1, XP_015190477.1
OG0006721	XP_035741342.1	XP_015177798.1
OG0006722	XP_035736894.1	XP_015187908.1
OG0006723	XP_035740080.1	XP_015174009.1
OG0006724	XP_035723386.1, XP_035723385.1, XP_035723384.1	XP_015189284.1, XP_015189291.1
OG0006725	XP_035742660.1	XP_015179193.1
OG0006726	XP_035732144.1	XP_015179670.1
OG0006728	XP_035726442.1	XP_015187001.1
OG0006729	XP_035736950.1	XP_015178923.1
OG0006730	XP_035733005.1	XP_015190551.1
OG0006731	XP_035743376.1	XP_015191494.1
OG0006732	XP_035718414.1	XP_015183526.1
OG0006733	XP_035718476.1	XP_015178313.1
OG0006734	XP_035733953.1	XP_015189168.1
OG0006735	XP_035723782.1	XP_015185968.1
OG0006736	XP_035718005.1	XP_015178409.1, XP_015178408.1
OG0006739	XP_035737180.1	XP_015179500.1, XP_015179498.1
OG0006740	XP_035743538.1, XP_035743537.1	XP_015171707.1, XP_015171706.1
OG0006741	XP_035729089.1	XP_015185123.1
OG0006742	XP_035728467.1	XP_015175481.1
OG0006743	XP_035725990.1, XP_035725989.1	XP_015190726.1
OG0006744	XP_035742753.1	XP_015175889.1, XP_015175880.1
OG0006745	XP_035740753.1, XP_035740754.1	XP_015181211.1
OG0006746	XP_035726324.1	XP_015184289.1
OG0006747	XP_035728945.1, XP_035728928.1	XP_015173325.1
OG0006748	XP_035740251.1	XP_015182672.1
OG0006749	XP_035742067.1	XP_015176159.1
OG0006750	XP_035721716.1	XP_015176074.1
OG0006751	XP_035743993.1	XP_015187391.1
OG0006752	XP_035723347.1	XP_015173131.1
OG0006753	XP_035740331.1	XP_015171634.1
OG0006754	XP_035718013.1	XP_015190869.1
OG0006755	XP_035729671.1	XP_015191821.1
OG0006757	XP_035728373.1	XP_015178666.1
OG0006759	XP_035717282.1	XP_015188721.1
OG0006760	XP_035719118.1	XP_015171358.1
OG0006762	XP_035728535.1	XP_015173652.1
OG0006763	XP_035738866.1	XP_015180881.1
OG0006764	XP_035739820.1	XP_015174930.1
OG0006766	XP_035727084.1, XP_035727083.1	XP_015183152.1
OG0006771	XP_035721281.1	XP_015184815.1
OG0006772	XP_035738080.1, XP_035738001.1, XP_035738256.1, XP_035738164.1, XP_035737911.1	XP_015174725.1
OG0006773	XP_035728221.1	XP_015187941.1
OG0006776	XP_035721012.1, XP_035721015.1	XP_015172336.1
OG0006777	XP_035733997.1	XP_015181916.1
OG0006778	XP_035741966.1	XP_015186053.1
OG0006779	XP_035720167.1	XP_015181176.1
OG0006780	XP_035734250.1	XP_015171875.1
OG0006781	XP_035724209.1	XP_015178039.1
OG0006782	XP_035724069.1	XP_015178061.1
OG0006784	XP_035717975.1	XP_015174754.1, XP_015174753.1
OG0006785	XP_035723260.1	XP_015185059.1
OG0006787	XP_035729040.1	XP_015181598.1
OG0006788	XP_035733010.1	XP_015190923.1
OG0006790	XP_035728861.1	XP_015187379.1
OG0006792	XP_035735180.1	XP_015175606.1
OG0006793	XP_035737075.1, XP_035737076.1, XP_035737077.1, XP_035737074.1	XP_015177256.1
OG0006796	XP_035739231.1	XP_015189941.1
OG0006798	XP_035726523.1	XP_015184302.1
OG0006799	XP_035738418.1	XP_015174140.1
OG0006800	XP_035741364.1	XP_015173624.1
OG0006801	XP_035725743.1	XP_015172981.1
OG0006802	XP_035743771.1	XP_015190490.1
OG0006803	XP_035741191.1	XP_015173986.1
OG0006804	XP_035719498.1	XP_015171054.1
OG0006805	XP_035718110.1	XP_015180725.1
OG0006806	XP_035738874.1	XP_015180804.1
OG0006807	XP_035727067.1	XP_015183226.1
OG0006808	XP_035721926.1	XP_015173503.1
OG0006809	XP_035744100.1	XP_015176374.1
OG0006810	XP_035717473.1	XP_015190018.1
OG0006811	XP_035721588.1	XP_015177934.1
OG0006812	XP_035722494.1	XP_015189298.1
OG0006814	XP_035732486.1	XP_015183751.1
OG0006815	XP_035733548.1	XP_015182001.1
OG0006816	XP_035730922.1	XP_015181755.1
OG0006817	XP_035727266.1	XP_015175426.1
OG0006818	XP_035718615.1	XP_015183945.1
OG0006819	XP_035743544.1	XP_015171747.1
OG0006820	XP_035742341.1	XP_015190621.1
OG0006821	XP_035720449.1	XP_015176765.1
OG0006822	XP_035731422.1	XP_015171512.1
OG0006823	XP_035727327.1	XP_015183086.1
OG0006824	XP_035719809.1	XP_015176928.1
OG0006825	XP_035724057.1	XP_015178222.1
OG0006826	XP_035739341.1	XP_015174951.1
OG0006827	XP_035736785.1	XP_015178753.1
OG0006828	XP_035729560.1	XP_015173223.1
OG0006829	XP_035728942.1	XP_015191101.1
OG0006830	XP_035732430.1	XP_015180954.1
OG0006831	XP_035721267.1	XP_015173399.1
OG0006832	XP_035743728.1	XP_015188010.1
OG0006833	XP_035735564.1	XP_015179658.1
OG0006834	XP_035728898.1	XP_015173107.1
OG0006835	XP_035718092.1	XP_015185801.1
OG0006836	XP_035723675.1	XP_015173152.1
OG0006837	XP_035734893.1	XP_015179372.1
OG0006838	XP_035735517.1	XP_015177609.1
OG0006839	XP_035728118.1	XP_015178735.1
OG0006840	XP_035723485.1	XP_015173238.1
OG0006841	XP_035723195.1	XP_015189270.1
OG0006842	XP_035721316.1	XP_015176885.1
OG0006843	XP_035721741.1	XP_015186926.1
OG0006844	XP_035734568.1	XP_015191165.1
OG0006845	XP_035728471.1	XP_015181513.1
OG0006846	XP_035741112.1	XP_015190784.1
OG0006847	XP_035741237.1	XP_015173695.1
OG0006849	XP_035735412.1	XP_015177686.1
OG0006850	XP_035744159.1	XP_015176507.1
OG0006851	XP_035736810.1	XP_015188805.1
OG0006852	XP_035722572.1	XP_015177209.1
OG0006853	XP_035735690.1	XP_015179628.1
OG0006854	XP_035726050.1	XP_015190708.1
OG0006855	XP_035731922.1	XP_015175557.1
OG0006856	XP_035726710.1	XP_015188294.1
OG0006857	XP_035727537.1	XP_015182904.1
OG0006858	XP_035737415.1	XP_015175589.1
OG0006859	XP_035732403.1	XP_015189642.1
OG0006861	XP_035739170.1	XP_015184801.1
OG0006862	XP_035722923.1	XP_015188774.1
OG0006863	XP_035739672.1	XP_015181523.1
OG0006864	XP_035717917.1	XP_015190183.1
OG0006865	XP_035739821.1	XP_015175051.1
OG0006866	XP_035717660.1	XP_015181765.1
OG0006867	XP_035742132.1	XP_015177895.1
OG0006868	XP_035735213.1	XP_015187305.1
OG0006869	XP_035725491.1	XP_015184639.1
OG0006870	XP_035729091.1	XP_015185149.1
OG0006871	XP_035724061.1	XP_015189446.1
OG0006872	XP_035738724.1	XP_015174417.1
OG0006873	XP_035741108.1, XP_035741106.1	XP_015190355.1
OG0006874	XP_035719976.1	XP_015187348.1
OG0006875	XP_035723435.1	XP_015172560.1
OG0006876	XP_035735556.1	XP_015175496.1
OG0006877	XP_035721504.1	XP_015175984.1
OG0006878	XP_035732725.1	XP_015179927.1
OG0006879	XP_035738751.1	XP_015176879.1
OG0006880	XP_035735062.1	XP_015179373.1
OG0006882	XP_035721622.1	XP_015184819.1
OG0006883	XP_035733233.1, XP_035733234.1	XP_015190670.1
OG0006884	XP_035730415.1	XP_015177155.1
OG0006885	XP_035738034.1	XP_015181939.1
OG0006886	XP_035743300.1	XP_015187408.1
OG0006887	XP_035728059.1	XP_015187918.1
OG0006888	XP_035726836.1	XP_015183150.1
OG0006890	XP_035728402.1	XP_015175482.1
OG0006891	XP_035741764.1	XP_015180434.1
OG0006892	XP_035720350.1	XP_015171461.1
OG0006893	XP_035732719.1	XP_015179926.1
OG0006894	XP_035731467.1	XP_015175576.1
OG0006895	XP_035721050.1	XP_015183006.1
OG0006896	XP_035724438.1	XP_015185276.1
OG0006897	XP_035732101.1	XP_015176248.1
OG0006898	XP_035724859.1	XP_015189275.1
OG0006899	XP_035718820.1	XP_015190778.1
OG0006900	XP_035718580.1	XP_015176952.1
OG0006901	XP_035736731.1	XP_015177780.1
OG0006902	XP_035738078.1	XP_015181899.1
OG0006903	XP_035733578.1	XP_015187120.1
OG0006904	XP_035742568.1	XP_015185717.1
OG0006905	XP_035728029.1	XP_015184929.1
OG0006906	XP_035719856.1	XP_015184521.1
OG0006907	XP_035717577.1	XP_015180156.1
OG0006908	XP_035743527.1	XP_015177892.1
OG0006909	XP_035735849.1	XP_015179623.1
OG0006910	XP_035734330.1	XP_015188732.1
OG0006911	XP_035719114.1	XP_015187558.1
OG0006912	XP_035736606.1	XP_015181641.1
OG0006913	XP_035737901.1	XP_015177825.1
OG0006914	XP_035725810.1	XP_015190727.1
OG0006915	XP_035729779.1	XP_015186393.1
OG0006916	XP_035725281.1	XP_015172898.1
OG0006917	XP_035737217.1	XP_015175696.1
OG0006918	XP_035737158.1	XP_015175767.1
OG0006919	XP_035738402.1	XP_015174168.1
OG0006920	XP_035732567.1	XP_015185849.1
OG0006921	XP_035735269.1	XP_015177546.1
OG0006922	XP_035733829.1	XP_015184174.1
OG0006923	XP_035717177.1	XP_015173201.1
OG0006924	XP_035723428.1	XP_015172557.1
OG0006925	XP_035731775.1	XP_015177615.1
OG0006926	XP_035728384.1	XP_015183805.1
OG0006927	XP_035720451.1	XP_015186950.1
OG0006928	XP_035722917.1	XP_015181998.1
OG0006929	XP_035740345.1	XP_015187514.1
OG0006930	XP_035734439.1	XP_015178557.1
OG0006931	XP_035729511.1	XP_015182280.1
OG0006932	XP_035731114.1	XP_015186633.1
OG0006933	XP_035721627.1	XP_015173569.1
OG0006934	XP_035727139.1	XP_015175562.1
OG0006935	XP_035735393.1	XP_015177560.1
OG0006937	XP_035735135.1	XP_015179502.1
OG0006938	XP_035721297.1	XP_015184774.1
OG0006939	XP_035744084.1	XP_015187616.1
OG0006940	XP_035729386.1	XP_015183752.1
OG0006941	XP_035720562.1	XP_015172143.1
OG0006943	XP_035737831.1	XP_015183845.1
OG0006944	XP_035737426.1	XP_015181341.1
OG0006945	XP_035740209.1	XP_015173991.1
OG0006946	XP_035737878.1, XP_035737877.1	XP_015188016.1
OG0006947	XP_035730561.1	XP_015177185.1
OG0006948	XP_035720951.1	XP_015187679.1, XP_015187678.1
OG0006949	XP_035727112.1	XP_015172067.1
OG0006950	XP_035739577.1	XP_015179121.1
OG0006951	XP_035719461.1	XP_015171424.1
OG0006952	XP_035723217.1	XP_015189773.1
OG0006953	XP_035728158.1	XP_015188290.1
OG0006954	XP_035725840.1	XP_015190678.1
OG0006955	XP_035719501.1	XP_015188344.1
OG0006956	XP_035723680.1	XP_015173151.1
OG0006957	XP_035743765.1, XP_035743766.1	XP_015190495.1
OG0006958	XP_035720371.1	XP_015172145.1
OG0006959	XP_035730722.1	XP_015182487.1, XP_015182486.1
OG0006960	XP_035738213.1	XP_015185163.1
OG0006961	XP_035733670.1	XP_015174064.1
OG0006962	XP_035742501.1	XP_015179542.1
OG0006963	XP_035733209.1	XP_015175955.1, XP_015175956.1
OG0006965	XP_035718119.1	XP_015189128.1
OG0006966	XP_035742668.1	XP_015179301.1
OG0006967	XP_035739904.1	XP_015174218.1
OG0006968	XP_035734991.1	XP_015179350.1
OG0006969	XP_035721466.1	XP_015177950.1
OG0006970	XP_035741773.1	XP_015172713.1
OG0006971	XP_035738875.1	XP_015180838.1
OG0006972	XP_035733673.1	XP_015177475.1
OG0006973	XP_035737580.1	XP_015185474.1
OG0006974	XP_035729347.1	XP_015186441.1
OG0006975	XP_035729382.1	XP_015183712.1
OG0006976	XP_035737120.1	XP_015178915.1
OG0006977	XP_035741143.1	XP_015172309.1, XP_015172298.1
OG0006978	XP_035723447.1	XP_015187072.1
OG0006979	XP_035726124.1	XP_015175409.1
OG0006980	XP_035723344.1	XP_015173024.1
OG0006981	XP_035719170.1	XP_015188229.1
OG0006982	XP_035722495.1	XP_015185480.1
OG0006983	XP_035725672.1	XP_015185193.1
OG0006984	XP_035735609.1	XP_015179597.1
OG0006985	XP_035725528.1	XP_015172882.1
OG0006986	XP_035726616.1	XP_015189190.1
OG0006987	XP_035734412.1	XP_015179712.1
OG0006988	XP_035721715.1	XP_015177957.1
OG0006989	XP_035721470.1	XP_015173533.1
OG0006990	XP_035723574.1	XP_015173187.1
OG0006991	XP_035739805.1	XP_015182783.1
OG0006992	XP_035741857.1	XP_015171598.1
OG0006993	XP_035739877.1	XP_015174360.1
OG0006994	XP_035744241.1	XP_015176446.1
OG0006996	XP_035735813.1	XP_015179697.1
OG0006997	XP_035719891.1	XP_015189607.1
OG0006998	XP_035740483.1, XP_035740481.1	XP_015189662.1
OG0006999	XP_035738440.1	XP_015174164.1
OG0007000	XP_035740820.1	XP_015181241.1
OG0007001	XP_035733686.1	XP_015184168.1
OG0007002	XP_035743326.1	XP_015177838.1
OG0007003	XP_035730781.1	XP_015180995.1
OG0007004	XP_035721076.1	XP_015184746.1
OG0007005	XP_035737697.1	XP_015181343.1
OG0007006	XP_035719682.1	XP_015189376.1
OG0007007	XP_035739502.1	XP_015177694.1
OG0007008	XP_035736398.1	XP_015181110.1
OG0007009	XP_035732910.1	XP_015181087.1
OG0007010	XP_035726505.1	XP_015182178.1
OG0007011	XP_035718519.1	XP_015176972.1
OG0007012	XP_035731606.1	XP_015180363.1
OG0007013	XP_035728729.1	XP_015191633.1
OG0007014	XP_035742278.1	XP_015181283.1
OG0007015	XP_035734131.1	XP_015171773.1
OG0007016	XP_035740522.1	XP_015186133.1
OG0007017	XP_035717903.1	XP_015190437.1
OG0007018	XP_035732618.1	XP_015179944.1
OG0007019	XP_035740388.1	XP_015186104.1
OG0007020	XP_035736146.1	XP_015177430.1
OG0007021	XP_035725624.1	XP_015186293.1
OG0007022	XP_035721531.1	XP_015176212.1
OG0007023	XP_035718997.1	XP_015176940.1
OG0007024	XP_035741789.1	XP_015172714.1
OG0007025	XP_035743934.1	XP_015190366.1
OG0007026	XP_035741508.1	XP_015183600.1
OG0007027	XP_035726728.1	XP_015182187.1
OG0007028	XP_035729954.1	XP_015187474.1
OG0007029	XP_035732823.1	XP_015180480.1
OG0007030	XP_035720447.1	XP_015172462.1
OG0007031	XP_035723828.1	XP_015189442.1
OG0007032	XP_035723793.1	XP_015185981.1
OG0007033	XP_035734603.1	XP_015172695.1
OG0007034	XP_035728600.1	XP_015173349.1, XP_015173348.1
OG0007035	XP_035741617.1	XP_015183711.1
OG0007036	XP_035726212.1	XP_015191783.1
OG0007037	XP_035718454.1	XP_015183929.1
OG0007038	XP_035723799.1	XP_015181743.1
OG0007039	XP_035729640.1	XP_015174532.1
OG0007040	XP_035723593.1	XP_015188919.1
OG0007041	XP_035733536.1	XP_015184102.1
OG0007042	XP_035741681.1	XP_015183063.1
OG0007043	XP_035719580.1	XP_015188574.1
OG0007044	XP_035743209.1	XP_015191448.1
OG0007045	XP_035721029.1	XP_015185174.1
OG0007046	XP_035736523.1	XP_015182335.1
OG0007047	XP_035720225.1	XP_015188622.1
OG0007048	XP_035737064.1	XP_015177262.1
OG0007049	XP_035726261.1	XP_015185320.1
OG0007050	XP_035736766.1	XP_015178994.1
OG0007051	XP_035727389.1	XP_015184193.1
OG0007052	XP_035744191.1	XP_015180009.1
OG0007053	XP_035718784.1	XP_015176646.1
OG0007054	XP_035732758.1	XP_015183397.1
OG0007055	XP_035724967.1	XP_015182660.1
OG0007056	XP_035739771.1	XP_015188841.1
OG0007057	XP_035725815.1	XP_015176628.1
OG0007058	XP_035739209.1	XP_015184695.1
OG0007059	XP_035736403.1	XP_015181173.1
OG0007060	XP_035723124.1	XP_015190260.1
OG0007061	XP_035728263.1	XP_015178689.1
OG0007062	XP_035725315.1	XP_015185677.1
OG0007063	XP_035727683.1	XP_015177086.1
OG0007064	XP_035741744.1	XP_015186278.1
OG0007065	XP_035728129.1	XP_015184922.1
OG0007066	XP_035730362.1	XP_015185829.1
OG0007067	XP_035727693.1	XP_015184192.1
OG0007068	XP_035731106.1	XP_015184343.1
OG0007069	XP_035730269.1	XP_015186758.1
OG0007070	XP_035727071.1	XP_015183196.1
OG0007071	XP_035738645.1	XP_015174430.1
OG0007072	XP_035737187.1	XP_015177697.1
OG0007073	XP_035720399.1	XP_015172464.1
OG0007074	XP_035732942.1	XP_015190663.1
OG0007075	XP_035725024.1	XP_015173330.1
OG0007076	XP_035744071.1	XP_015173202.1
OG0007077	XP_035731081.1	XP_015185089.1
OG0007078	XP_035729451.1	XP_015176333.1
OG0007079	XP_035741854.1	XP_015180212.1
OG0007080	XP_035721011.1	XP_015172335.1
OG0007081	XP_035734601.1	XP_015178841.1
OG0007082	XP_035728557.1	XP_015182138.1
OG0007083	XP_035737541.1	XP_015181330.1
OG0007084	XP_035730418.1	XP_015177171.1
OG0007085	XP_035725542.1, XP_035725535.1	XP_015176688.1
OG0007086	XP_035740452.1	XP_015187519.1
OG0007087	XP_035740680.1	XP_015181305.1
OG0007088	XP_035740390.1	XP_015186103.1
OG0007089	XP_035723390.1	XP_015172566.1
OG0007090	XP_035729601.1	XP_015191715.1
OG0007091	XP_035734764.1	XP_015176855.1
OG0007092	XP_035717117.1	XP_015180157.1
OG0007093	XP_035736048.1	XP_015177474.1, XP_015177472.1
OG0007094	XP_035718676.1	XP_015180592.1
OG0007095	XP_035725474.1, XP_035725473.1	XP_015184635.1
OG0007096	XP_035722920.1	XP_015188772.1
OG0007097	XP_035743626.1	XP_015188852.1
OG0007098	XP_035736130.1	XP_015176877.1
OG0007099	XP_035741588.1	XP_015183627.1
OG0007100	XP_035725435.1	XP_015184648.1
OG0007101	XP_035723928.1	XP_015175382.1
OG0007102	XP_035738976.1	XP_015182428.1
OG0007103	XP_035739860.1	XP_015175239.1
OG0007104	XP_035728443.1	XP_015175542.1
OG0007105	XP_035743718.1	XP_015189569.1
OG0007106	XP_035732289.1	XP_015191820.1
OG0007107	XP_035730338.1	XP_015185850.1
OG0007108	XP_035732544.1	XP_015187123.1
OG0007109	XP_035743007.1	XP_015172845.1
OG0007110	XP_035717108.1	XP_015176499.1
OG0007111	XP_035737598.1	XP_015186025.1
OG0007112	XP_035737016.1	XP_015189120.1
OG0007113	XP_035737635.1	XP_015181434.1
OG0007114	XP_035738592.1	XP_015174415.1
OG0007115	XP_035722762.1	XP_015177249.1
OG0007117	XP_035733800.1	XP_015186592.1
OG0007118	XP_035725030.1	XP_015178098.1
OG0007119	XP_035721236.1	XP_015176216.1
OG0007120	XP_035739732.1	XP_015179086.1
OG0007121	XP_035741595.1	XP_015183658.1
OG0007122	XP_035739394.1	XP_015174947.1
OG0007123	XP_035733591.1	XP_015181047.1
OG0007124	XP_035730468.1	XP_015176834.1
OG0007125	XP_035739072.1	XP_015183385.1
OG0007126	XP_035741308.1	XP_015173763.1
OG0007127	XP_035739071.1	XP_015180787.1
OG0007128	XP_035743733.1	XP_015190420.1
OG0007129	XP_035730070.1	XP_015182671.1
OG0007130	XP_035732907.1	XP_015181039.1
OG0007131	XP_035736268.1	XP_015180353.1
OG0007132	XP_035735646.1	XP_015179620.1
OG0007134	XP_035727347.1	XP_015182250.1
OG0007135	XP_035744103.1	XP_015180239.1
OG0007136	XP_035725113.1	XP_015172905.1
OG0007137	XP_035732406.1	XP_015172174.1
OG0007138	XP_035743182.1, XP_035736978.1	XP_015191024.1
OG0007139	XP_035736280.1	XP_015177799.1
OG0007140	XP_035737879.1	XP_015191514.1
OG0007141	XP_035736339.1	XP_015181106.1
OG0007142	XP_035719273.1	XP_015188318.1
OG0007143	XP_035735612.1	XP_015179582.1
OG0007144	XP_035742654.1, XP_035742653.1	XP_015179249.1
