Orthogroup	Vespa_mandarinia	Apis_mellifera
OG0005984	XP_035717722.1	XP_006559330.1
OG0005985	XP_035740894.1	XP_006562866.2
OG0005986	XP_035734382.1	XP_394467.1
OG0005987	XP_035743721.1	XP_392626.3
OG0005988	XP_035730002.1	XP_393287.2
OG0005989	XP_035721320.1	XP_396350.2
OG0005990	XP_035718392.1	XP_026302224.1
OG0005991	XP_035722163.1	XP_001120253.1
OG0005992	XP_035733930.1	XP_006565422.1
OG0005993	XP_035734517.1	XP_397061.1
OG0005994	XP_035724357.1	XP_624806.3
OG0005995	XP_035734524.1	XP_624713.1
OG0005996	XP_035723264.1	XP_026298037.1
OG0005998	XP_035738966.1	XP_003249381.1
OG0005999	XP_035731899.1	XP_397030.3
OG0006000	XP_035726051.1	XP_396842.4
OG0006001	XP_035717861.1	XP_006570843.1
OG0006002	XP_035734655.1	XP_392172.1
OG0006003	XP_035722638.1, XP_035722639.1	XP_006559627.1
OG0006004	XP_035725051.1	XP_006567972.1
OG0006005	XP_035741207.1	XP_393191.2
OG0006006	XP_035729045.1	XP_396217.2
OG0006007	XP_035739803.1	XP_026295861.1
OG0006008	XP_035741209.1	XP_623754.1
OG0006009	XP_035735221.1	XP_396165.2
OG0006010	XP_035732521.1	XP_026296778.1
OG0006011	XP_035718125.1	XP_006569920.1
OG0006012	XP_035717631.1	XP_394287.5, XP_026294639.1
OG0006013	XP_035723020.1	XP_393870.2
OG0006014	XP_035724050.1	XP_001121422.2
OG0006015	XP_035736639.1, XP_035736640.1	XP_395332.2
OG0006016	XP_035729514.1	XP_006563442.2
OG0006017	XP_035737112.1	XP_006568670.1
OG0006018	XP_035729064.1	XP_026298286.1
OG0006019	XP_035738370.1	XP_624559.3
OG0006020	XP_035738397.1	XP_623827.3
OG0006021	XP_035729909.1	XP_393162.3
OG0006022	XP_035741049.1	XP_003250450.1
OG0006023	XP_035719967.1	XP_006567927.1
OG0006024	XP_035735778.1	XP_006564938.1
OG0006025	XP_035728139.1	XP_016770050.2, NP_001314893.1
OG0006026	XP_035737425.1	XP_624815.2
OG0006027	XP_035727398.1	XP_001121092.2
OG0006028	XP_035720023.1	XP_006564419.1
OG0006029	XP_035737451.1	XP_395348.2, XP_016769004.1
OG0006030	XP_035734855.1	XP_392262.4
OG0006031	XP_035734207.1	XP_026297236.1
OG0006032	XP_035728004.1	XP_016771652.1
OG0006033	XP_035727613.1	NP_001191680.1
OG0006036	XP_035726200.1	XP_006569495.1
OG0006037	XP_035738332.1	XP_026300079.1
OG0006038	XP_035720782.1	XP_026297040.1
OG0006039	XP_035731637.1	XP_006567241.2
OG0006040	XP_035726518.1	XP_001121513.2
OG0006041	XP_035718912.1, XP_035718922.1, XP_035718902.1	XP_006558963.1
OG0006042	XP_035728064.1	XP_006571964.2
OG0006043	XP_035717150.1	XP_003251725.1
OG0006044	XP_035717598.1	XP_006564574.1
OG0006045	XP_035729246.1	XP_392515.2
OG0006046	XP_035719073.1	XP_026297409.1
OG0006047	XP_035731705.1	XP_393796.4
OG0006048	XP_035728240.1	XP_006567474.1
OG0006049	XP_035730261.1	XP_016769238.1
OG0006050	XP_035743094.1	XP_396155.4
OG0006051	XP_035718413.1	XP_026299089.1
OG0006052	XP_035738714.1	XP_396646.1
OG0006053	XP_035724316.1	XP_026297563.1
OG0006054	XP_035742882.1	XP_016766900.1
OG0006055	XP_035719728.1, XP_035719727.1	XP_624088.2
OG0006056	XP_035718161.1	XP_006564112.2
OG0006057	XP_035721537.1	XP_395724.2
OG0006058	XP_035731255.1	XP_026296419.1
OG0006059	XP_035740058.1	XP_006566475.1
OG0006060	XP_035721540.1	XP_006571628.1
OG0006061	XP_035737991.1	XP_001120484.2
OG0006062	XP_035738929.1	XP_624164.1
OG0006063	XP_035732147.1	XP_393234.2
OG0006064	XP_035725910.1	XP_624475.1
OG0006065	XP_035717550.1	XP_006559651.1
OG0006067	XP_035725730.1	XP_394739.4
OG0006069	XP_035717804.1	XP_026296653.1
OG0006070	XP_035731398.1	XP_624998.3
OG0006071	XP_035737592.1	XP_006559031.1
OG0006072	XP_035735733.1	XP_006563093.1
OG0006073	XP_035733505.1, XP_035733504.1	XP_026294878.1
OG0006074	XP_035720713.1	XP_006565092.1
OG0006075	XP_035735503.1	XP_001120377.2
OG0006076	XP_035728470.1	XP_026299444.1
OG0006077	XP_035733995.1	XP_006570672.1
OG0006078	XP_035725585.1	XP_395962.2
OG0006079	XP_035721557.1	XP_003249538.1
OG0006080	XP_035728674.1	XP_016769070.2
OG0006081	XP_035736897.1	XP_016773377.1, NP_001314891.1
OG0006082	XP_035739754.1	XP_623832.1
OG0006083	XP_035722771.1	XP_623213.1
OG0006084	XP_035722208.1	XP_016768670.1
OG0006085	XP_035732007.1	XP_026296546.1
OG0006086	XP_035722308.1	XP_026297500.1
OG0006087	XP_035735623.1	XP_001121010.1
OG0006088	XP_035743753.1	XP_016767283.1
OG0006089	XP_035730263.1	XP_006559671.1
OG0006090	XP_035726333.1	XP_006570432.1
OG0006091	XP_035719937.1	XP_001122159.1
OG0006092	XP_035744158.1	XP_026298147.1
OG0006093	XP_035738871.1	XP_624382.3
OG0006094	XP_035717978.1	XP_006571303.2
OG0006095	XP_035736286.1	XP_624576.1
OG0006096	XP_035743654.1	XP_393374.3
OG0006097	XP_035735728.1	XP_001119962.3
OG0006098	XP_035738836.1, XP_035738835.1	XP_026294719.1
OG0006099	XP_035729450.1	XP_026297865.1
OG0006100	XP_035738032.1	XP_026299743.1, XP_026299744.1
OG0006101	XP_035721718.1	XP_006559118.2
OG0006102	XP_035738573.1	XP_026295442.1
OG0006103	XP_035730208.1	XP_006564118.1
OG0006104	XP_035718500.1	XP_026300091.1
OG0006105	XP_035723000.1	XP_395496.2
OG0006106	XP_035717170.1	XP_026299235.1
OG0006107	XP_035724137.1	XP_394713.3
OG0006108	XP_035726685.1	XP_006571541.1
OG0006109	XP_035740119.1	XP_006566457.1
OG0006110	XP_035732339.1	XP_016768739.2
OG0006111	XP_035727876.1	XP_026301242.1
OG0006112	XP_035727771.1	XP_393776.5
OG0006113	XP_035738413.1	XP_623549.2, XP_006561427.1
OG0006114	XP_035740489.1	XP_001122063.2
OG0006115	XP_035725858.1	XP_006557644.1, XP_395910.3
OG0006116	XP_035732773.1	XP_392521.3
OG0006117	XP_035733507.1	XP_026294969.1
OG0006118	XP_035727251.1, XP_035727250.1	XP_026300762.1
OG0006119	XP_035725394.1	XP_393961.3
OG0006120	XP_035744274.1	XP_393604.4
OG0006121	XP_035721106.1	XP_026296222.1
OG0006122	XP_035717193.1	XP_006566152.2
OG0006123	XP_035721108.1	XP_623937.2
OG0006124	XP_035733221.1	XP_396462.2
OG0006125	XP_035735641.1	XP_392951.3
OG0006126	XP_035727800.1	XP_624161.1
OG0006127	XP_035742238.1	XP_006563276.1
OG0006128	XP_035740616.1	XP_003249325.1
OG0006130	XP_035722263.1	XP_394908.4
OG0006131	XP_035743087.1	XP_006557964.1
OG0006132	XP_035729510.1	XP_006572176.2
OG0006133	XP_035730742.1	XP_003249420.1, XP_006559073.1
OG0006134	XP_035736990.1	XP_006563988.3
OG0006135	XP_035732512.1	XP_026296149.1
OG0006136	XP_035722339.1	XP_026295223.1
OG0006137	XP_035739172.1	XP_006568615.2
OG0006138	XP_035717538.1	XP_006564519.2
OG0006139	XP_035742283.1	XP_006560615.1
OG0006140	XP_035718754.1	XP_624169.3
OG0006141	XP_035742100.1	XP_393300.2
OG0006142	XP_035736965.1	XP_003250974.1
OG0006143	XP_035726927.1	XP_026296223.1
OG0006144	XP_035729400.1	XP_026301491.1
OG0006145	XP_035733270.1	XP_001123195.2
OG0006146	XP_035735582.1	XP_625080.1
OG0006147	XP_035740454.1	XP_397439.4
OG0006149	XP_035740615.1	XP_006559738.2
OG0006150	XP_035738794.1	XP_006568341.1
OG0006151	XP_035729148.1	XP_003249603.2
OG0006152	XP_035742510.1	XP_624710.1
OG0006153	XP_035723265.1	XP_006558836.3
OG0006154	XP_035724875.1	NP_001011632.1, XP_006568297.1
OG0006155	XP_035727092.1	XP_026296196.1
OG0006156	XP_035743443.1	XP_026298919.1
OG0006157	XP_035721414.1	XP_392774.4
OG0006158	XP_035731680.1	XP_001120045.3
OG0006159	XP_035728258.1	XP_006557736.1
OG0006160	XP_035736026.1	XP_026301351.1
OG0006161	XP_035730099.1	XP_026300169.1
OG0006162	XP_035734500.1	XP_006557331.2
OG0006163	XP_035729291.1, XP_035729292.1	XP_016767194.1
OG0006164	XP_035727974.1	XP_003249694.1
OG0006166	XP_035742637.1	XP_395013.3
OG0006167	XP_035723694.1	XP_026300054.1
OG0006168	XP_035725728.1	NP_001135436.1
OG0006169	XP_035723099.1	XP_006559585.1
OG0006170	XP_035723510.1	XP_006569788.2
OG0006171	XP_035744217.1	XP_624613.1
OG0006172	XP_035736562.1	XP_394966.1
OG0006173	XP_035723417.1	XP_001121915.3
OG0006174	XP_035723553.1	XP_392065.2
OG0006175	XP_035726429.1	XP_016766449.2
OG0006176	XP_035742016.1	XP_016769539.1
OG0006177	XP_035726320.1	XP_624395.3
OG0006178	XP_035726758.1	XP_625120.4
OG0006179	XP_035733515.1	XP_001120540.2
OG0006180	XP_035728605.1	XP_026298304.1
OG0006181	XP_035730331.1	XP_001121606.2
OG0006182	XP_035724017.1	XP_016766925.1
OG0006183	XP_035741957.1	XP_006567758.1
OG0006184	XP_035739300.1	XP_397120.4
OG0006185	XP_035729703.1	XP_006558638.1
OG0006186	XP_035733450.1	XP_395686.2
OG0006187	XP_035735342.1	XP_397266.3
OG0006188	XP_035725306.1	XP_391991.1
OG0006189	XP_035738783.1	XP_026296952.1
OG0006191	XP_035732474.1	XP_026295807.1
OG0006192	XP_035733716.1	XP_026299704.1
OG0006193	XP_035719965.1	XP_026297831.1
OG0006194	XP_035733684.1	XP_391920.3
OG0006195	XP_035728261.1	XP_396642.2
OG0006196	XP_035717854.1	XP_623672.1
OG0006197	XP_035724509.1	XP_016767463.1
OG0006198	XP_035721373.1	XP_394040.3
OG0006199	XP_035727329.1	XP_395807.2
OG0006200	XP_035723713.1	XP_006564800.1
OG0006201	XP_035727833.1	XP_006563721.2
OG0006202	XP_035734572.1	XP_392265.4
OG0006203	XP_035727607.1	XP_001120141.1
OG0006204	XP_035736330.1	XP_001122254.2
OG0006205	XP_035741244.1	XP_026295603.1
OG0006206	XP_035726139.1	XP_016771364.2
OG0006208	XP_035735069.1	XP_006559092.2
OG0006209	XP_035732063.1	XP_006562815.1
OG0006210	XP_035734335.1	XP_006557397.1
OG0006211	XP_035719133.1	XP_016772964.1
OG0006212	XP_035733969.1	XP_393819.4
OG0006213	XP_035725430.1	XP_006562326.2
OG0006214	XP_035741863.1	XP_006564045.1
OG0006215	XP_035717571.1	XP_006571886.1
OG0006216	XP_035722534.1	XP_392430.1
OG0006217	XP_035742613.1	XP_026299680.1
OG0006218	XP_035723107.1	XP_001120184.2
OG0006219	XP_035729323.1	XP_392722.1
OG0006221	XP_035743351.1	XP_624446.3
OG0006222	XP_035727147.1	XP_006570259.2
OG0006223	XP_035718324.1	XP_026295029.1
OG0006224	XP_035739614.1	NP_001257758.1
OG0006225	XP_035731870.1	XP_006565530.1
OG0006226	XP_035729222.1	XP_026300866.1
OG0006227	XP_035740813.1	XP_026300295.1
OG0006228	XP_035719504.1	XP_006569244.2
OG0006229	XP_035741239.1	XP_395373.3
OG0006230	XP_035721647.1, XP_035721648.1	XP_001120950.1
OG0006231	XP_035736749.1	XP_003251718.1
OG0006232	XP_035723691.1	XP_397354.3
OG0006233	XP_035737091.1	XP_026302173.1
OG0006234	XP_035734315.1	XP_396275.3
OG0006235	XP_035740876.1	XP_026298485.1
OG0006236	XP_035724836.1	XP_016772662.1
OG0006238	XP_035726384.1	XP_394637.2
OG0006239	XP_035729172.1	XP_001121941.2
OG0006240	XP_035721980.1	XP_006571826.2
OG0006241	XP_035736297.1	XP_026298925.1
OG0006242	XP_035727773.1	XP_003249526.1
OG0006244	XP_035736296.1, XP_035736294.1	XP_006560738.1
OG0006245	XP_035720315.1	XP_391989.2
OG0006246	XP_035739596.1	XP_625205.1
OG0006247	XP_035741780.1	XP_016766283.1
OG0006248	XP_035743123.1	XP_026301433.1
OG0006249	XP_035742235.1	XP_395225.2
OG0006250	XP_035741664.1	XP_397293.3
OG0006251	XP_035718452.1, XP_035718451.1, XP_035718453.1	XP_006566224.2
OG0006252	XP_035742294.1	XP_001120202.2
OG0006253	XP_035717351.1	XP_392367.3
OG0006254	XP_035731753.1	XP_026295298.1
OG0006255	XP_035740525.1	XP_001120040.2
OG0006256	XP_035740081.1	XP_026299349.1, NP_001035327.1
OG0006257	XP_035738116.1	XP_623813.1
OG0006258	XP_035718085.1	XP_393948.3
OG0006259	XP_035737194.1	XP_006569795.3
OG0006260	XP_035730580.1	XP_001122083.2
OG0006261	XP_035735299.1	XP_016773003.2
OG0006262	XP_035726319.1	XP_392611.4
OG0006263	XP_035721448.1	XP_026297748.1
OG0006264	XP_035740492.1	XP_624007.4
OG0006265	XP_035721864.1	XP_006559775.2
OG0006266	XP_035738789.1	XP_006559709.1
OG0006267	XP_035720631.1	XP_396738.2
OG0006268	XP_035731804.1	XP_006572161.1
OG0006269	XP_035721473.1	XP_394711.4
OG0006270	XP_035734939.1	XP_623958.2
OG0006271	XP_035735003.1	XP_391917.2
OG0006272	XP_035732419.1	XP_016767415.1
OG0006273	XP_035727439.1	XP_001119916.1
OG0006274	XP_035741131.1	XP_026298831.1, XP_026298829.1
OG0006275	XP_035718557.1	XP_006561747.1
OG0006276	XP_035728123.1	XP_394952.4
OG0006277	XP_035726025.1	XP_623598.1
OG0006278	XP_035719829.1	XP_396015.2
OG0006279	XP_035744223.1	XP_624513.2
OG0006280	XP_035735160.1	XP_006571839.1
OG0006281	XP_035728220.1, XP_035728219.1	XP_003249809.1
OG0006282	XP_035733804.1	XP_001120178.3
OG0006283	XP_035734093.1	XP_016767523.1
OG0006284	XP_035739933.1	XP_006558457.2, XP_026295585.1
OG0006285	XP_035717991.1	XP_396943.1
OG0006286	XP_035725977.1	XP_003251418.2
OG0006287	XP_035735900.1	XP_624861.2
OG0006288	XP_035721501.1	XP_624093.3
OG0006289	XP_035735336.1	XP_624466.1
OG0006290	XP_035718767.1	XP_006570354.1
OG0006291	XP_035742020.1	XP_392190.2
OG0006292	XP_035736337.1	XP_393883.3
OG0006293	XP_035737979.1	XP_397113.1
OG0006294	XP_035723500.1	XP_623893.3
OG0006295	XP_035734537.1	NP_001265608.1
OG0006296	XP_035727143.1	XP_006569554.2
OG0006297	XP_035727844.1	XP_393867.2
OG0006298	XP_035733685.1	XP_006559305.1
OG0006299	XP_035742060.1	XP_026296113.1
OG0006300	XP_035727660.1	XP_391978.2
OG0006301	XP_035717240.1	XP_393350.4
OG0006302	XP_035739337.1	XP_396972.6
OG0006303	XP_035720890.1	XP_006557400.2
OG0006304	XP_035738865.1	XP_396966.2
OG0006305	XP_035718752.1	XP_395207.4
OG0006306	XP_035723512.1	XP_003251352.1
OG0006307	XP_035741631.1	XP_016769299.2
OG0006308	XP_035721672.1	XP_392366.2
OG0006309	XP_035734911.1	XP_006560659.1
OG0006310	XP_035727656.1, XP_035727657.1	XP_006569641.1
OG0006311	XP_035721824.1	XP_625050.3
OG0006312	XP_035744162.1	XP_392837.4
OG0006313	XP_035729762.1	XP_006571393.1
OG0006314	XP_035738517.1	XP_016766741.1
OG0006315	XP_035738607.1	XP_026295179.1
OG0006316	XP_035720629.1	XP_001119959.2
OG0006317	XP_035736813.1	XP_006571875.2
OG0006318	XP_035733632.1	XP_006561370.1
OG0006319	XP_035720019.1	XP_393599.2
OG0006320	XP_035728883.1	XP_006571498.1
OG0006321	XP_035729676.1	XP_016772373.1, XP_001120192.2
OG0006322	XP_035723717.1	XP_026295457.1
OG0006323	XP_035718708.1	XP_624674.1
OG0006324	XP_035731072.1	XP_006563577.1
OG0006325	XP_035719964.1	XP_006564587.1
OG0006326	XP_035739535.1	XP_003251674.2
OG0006327	XP_035730668.1	XP_026299286.1
OG0006328	XP_035741046.1	XP_026298167.1
OG0006329	XP_035735107.1	XP_392993.2
OG0006330	XP_035720869.1	XP_006565836.1
OG0006331	XP_035731636.1	XP_016771790.2, XP_026300809.1
OG0006332	XP_035743267.1	XP_001122049.2
OG0006333	XP_035743798.1	XP_624393.1
OG0006334	XP_035724004.1	XP_623552.1
OG0006335	XP_035732806.1	XP_003250988.1
OG0006336	XP_035729119.1, XP_035729121.1, XP_035729120.1	XP_394646.4
OG0006337	XP_035726960.1	XP_006562013.1
OG0006338	XP_035728157.1	NP_001166189.1
OG0006339	XP_035737278.1	XP_003251195.1
OG0006340	XP_035738896.1	XP_026297145.1
OG0006341	XP_035728080.1, XP_035728079.1	XP_392880.5
OG0006343	XP_035743827.1	XP_026299549.1, XP_393124.4
OG0006344	XP_035740851.1	XP_006566104.2
OG0006345	XP_035718539.1	XP_006569064.1
OG0006346	XP_035734513.1	XP_026299449.1
OG0006347	XP_035741004.1	XP_394674.3
OG0006348	XP_035719290.1	XP_624708.2
OG0006349	XP_035721901.1	XP_006563869.2, XP_006563867.2
OG0006350	XP_035739676.1	XP_625039.1
OG0006352	XP_035734532.1	XP_026295522.1, XP_026295521.1
OG0006353	XP_035730248.1	XP_001122738.2
OG0006355	XP_035740370.1	XP_006564673.2
OG0006356	XP_035723234.1	XP_623749.3
OG0006357	XP_035723119.1	XP_006557330.1
OG0006358	XP_035734262.1	XP_393700.2
OG0006359	XP_035740387.1	XP_624437.4
OG0006360	XP_035719925.1	XP_016768436.1
OG0006361	XP_035720533.1	XP_394029.5
OG0006362	XP_035724408.1	XP_396436.3
OG0006363	XP_035727378.1	XP_006569451.2
OG0006364	XP_035743550.1	XP_026297442.1
OG0006365	XP_035721663.1	XP_006563531.2
OG0006366	XP_035724324.1	XP_006563344.1
OG0006367	XP_035732359.1	XP_006571898.1
OG0006368	XP_035735793.1	XP_016771837.1
OG0006369	XP_035725166.1	XP_001121186.3
OG0006370	XP_035744112.1	XP_396879.3
OG0006371	XP_035734158.1	XP_006557406.1
OG0006372	XP_035728025.1	XP_016772364.1
OG0006373	XP_035732231.1	XP_026300481.1
OG0006374	XP_035742915.1	XP_395961.4
OG0006375	XP_035742480.1	XP_026294824.1
OG0006376	XP_035721383.1, XP_035721384.1, XP_035721385.1	XP_026298857.1
OG0006377	XP_035735741.1	XP_006570173.2
OG0006378	XP_035725138.1	XP_001120974.1, XP_026300268.1
OG0006379	XP_035740574.1	XP_003250470.1
OG0006380	XP_035733928.1	XP_026300648.1
OG0006381	XP_035734555.1	XP_016769115.1
OG0006382	XP_035721150.1	XP_393397.5
OG0006383	XP_035726209.1	XP_016770942.2
OG0006384	XP_035723715.1	XP_001122306.2
OG0006385	XP_035723231.1	XP_006561652.2
OG0006386	XP_035743762.1	XP_026294856.1
OG0006387	XP_035740834.1	XP_026298039.1
OG0006388	XP_035743349.1	XP_624898.3
OG0006389	XP_035722969.1	XP_026299028.1
OG0006390	XP_035737736.1	XP_006571053.2, XP_016768321.2
OG0006391	XP_035742677.1	XP_026295256.1
OG0006392	XP_035722833.1	XP_395043.3
OG0006393	XP_035741673.1	XP_392996.1
OG0006394	XP_035723221.1	XP_016771524.1
OG0006395	XP_035725101.1	XP_006558948.1
OG0006396	XP_035732436.1	XP_026298931.1
OG0006397	XP_035723567.1	XP_391940.2
OG0006398	XP_035720758.1	XP_006564782.1, XP_026302234.1
OG0006399	XP_035730656.1	XP_016766829.1
OG0006400	XP_035718794.1	XP_016769201.1
OG0006401	XP_035728246.1	XP_001122422.1
OG0006402	XP_035728357.1	XP_006561066.2
OG0006403	XP_035727829.1	XP_026299822.1
OG0006404	XP_035730326.1	XP_006563309.1
OG0006405	XP_035742116.1	XP_026300426.1
OG0006406	XP_035730284.1, XP_035730283.1	XP_001120955.2
OG0006407	XP_035726245.1	XP_016768935.1
OG0006408	XP_035728886.1	XP_006558941.1
OG0006409	XP_035721289.1	XP_016767438.1
OG0006410	XP_035735532.1	XP_016771457.1
OG0006411	XP_035718852.1	XP_026296831.1
OG0006412	XP_035718145.1	XP_026298627.1
OG0006413	XP_035727258.1	XP_006568085.2
OG0006414	XP_035719763.1	XP_006569250.2, XP_006569257.2
OG0006415	XP_035723383.1	XP_623829.4
OG0006416	XP_035718819.1	XP_006571218.1
OG0006417	XP_035730072.1	XP_016769989.1
OG0006418	XP_035721245.1	XP_006565765.2
OG0006419	XP_035733833.1	XP_003249878.1
OG0006420	XP_035724980.1	XP_003250103.1
OG0006421	XP_035735472.1	XP_026295391.1
OG0006422	XP_035733025.1	XP_006567516.1
OG0006423	XP_035725826.1, XP_035725829.1	XP_006571263.1
OG0006424	XP_035743576.1	XP_026300706.1, XP_026300704.1
OG0006425	XP_035720415.1	XP_392577.4
OG0006426	XP_035742870.1	XP_392284.2
OG0006427	XP_035726526.1	XP_006561440.1
OG0006428	XP_035724471.1	XP_026299955.1
OG0006429	XP_035719955.1	XP_003249297.2
OG0006430	XP_035719738.1	XP_026296876.1
OG0006431	XP_035743872.1	XP_026295328.1
OG0006432	XP_035722588.1	XP_006569034.2
OG0006433	XP_035737245.1	XP_001122139.1
OG0006434	XP_035741670.1	XP_624819.1
OG0006435	XP_035725321.1	XP_006569755.1
OG0006437	XP_035732102.1	XP_625067.1
OG0006438	XP_035728669.1	XP_026301079.1
OG0006439	XP_035738487.1	XP_006557362.1
OG0006440	XP_035736641.1	XP_006564220.1
OG0006441	XP_035726581.1	XP_624511.1
OG0006442	XP_035726309.1	XP_001120233.1
OG0006443	XP_035737489.1	XP_394517.4
OG0006444	XP_035742729.1	XP_624173.1
OG0006445	XP_035737012.1	XP_393141.2
OG0006446	XP_035737058.1	XP_397001.3
OG0006447	XP_035735489.1	XP_394596.2
OG0006448	XP_035743134.1	XP_026296935.1
OG0006449	XP_035719012.1	XP_001122101.2
OG0006450	XP_035730707.1	XP_016766566.1
OG0006451	XP_035728927.1	XP_395299.2
OG0006452	XP_035730684.1	XP_396160.4
OG0006453	XP_035730960.1	XP_392602.4
OG0006454	XP_035726852.1, XP_035726853.1	XP_006572101.1
OG0006455	XP_035736667.1	XP_395217.4
OG0006456	XP_035742000.1	XP_394275.2
OG0006457	XP_035740347.1	XP_393051.1
OG0006458	XP_035722656.1	XP_624221.1
OG0006459	XP_035725684.1	XP_026301622.1
OG0006460	XP_035733790.1	XP_026301194.1
OG0006462	XP_035742064.1, XP_035742061.1	XP_006571299.1, NP_001239361.1
OG0006463	XP_035722571.1	XP_016766807.2
OG0006464	XP_035724730.1	XP_006562211.1
OG0006465	XP_035734098.1	XP_026300280.1
OG0006466	XP_035738679.1	XP_395643.2
OG0006467	XP_035738857.1	XP_624384.4
OG0006468	XP_035731149.1	XP_016767115.1
OG0006469	XP_035717633.1	XP_006561789.1
OG0006470	XP_035726009.1	XP_026301171.1
OG0006471	XP_035736706.1	XP_026295433.1, XP_006563941.2
OG0006472	XP_035718621.1	XP_006572241.1
OG0006473	XP_035736599.1	XP_003251347.2
OG0006474	XP_035741379.1	XP_396142.4
OG0006475	XP_035743769.1, XP_035743767.1	XP_006571388.1
OG0006476	XP_035743090.1	XP_623747.1
OG0006477	XP_035739428.1	XP_006566359.1
OG0006478	XP_035723470.1	XP_395835.2
OG0006480	XP_035730851.1	XP_394550.2
OG0006481	XP_035725884.1	XP_006560080.1
OG0006482	XP_035728819.1, XP_035728817.1	XP_016773045.1
OG0006483	XP_035723311.1	XP_006559059.1
OG0006484	XP_035738987.1	XP_026294641.1
OG0006485	XP_035741600.1	XP_395173.2
OG0006486	XP_035722481.1	XP_006558032.1
OG0006487	XP_035730997.1	XP_016770746.1
OG0006488	XP_035732976.1	XP_001120208.2, XP_026301492.1
OG0006489	XP_035740727.1	XP_395016.2
OG0006490	XP_035726627.1	XP_026301995.1, XP_026301993.1
OG0006493	XP_035728407.1	XP_026300036.1
OG0006494	XP_035723171.1	XP_026294725.1
OG0006495	XP_035739924.1	XP_395921.4
OG0006496	XP_035719930.1	XP_016769113.2
OG0006497	XP_035725366.1	XP_026301617.1
OG0006498	XP_035728739.1	XP_006557347.1
OG0006499	XP_035719016.1	XP_397273.4
OG0006500	XP_035738572.1	XP_026295499.1
OG0006501	XP_035717474.1	XP_392651.2
OG0006502	XP_035724453.1	XP_006563262.2
OG0006503	XP_035736410.1	XP_006557863.1, NP_001172034.1
OG0006504	XP_035718129.1	XP_016767363.2
OG0006505	XP_035722854.1	XP_006570241.1
OG0006506	XP_035722663.1	XP_016772823.1
OG0006507	XP_035726366.1	XP_026295127.1
OG0006508	XP_035733599.1	XP_026298944.1
OG0006509	XP_035717941.1	XP_006560766.2
OG0006510	XP_035742287.1	XP_006570058.1
OG0006511	XP_035733909.1	XP_395342.4
OG0006512	XP_035741401.1	XP_006559452.1
OG0006513	XP_035741434.1	XP_006559448.1
OG0006514	XP_035730135.1	XP_006561341.1
OG0006515	XP_035736107.1	XP_026301153.1
OG0006516	XP_035731452.1	XP_001120915.2
OG0006517	XP_035734584.1	XP_623635.3
OG0006518	XP_035730313.1	XP_397251.4
OG0006519	XP_035724972.1	NP_001071292.1, XP_026295144.1
OG0006520	XP_035730995.1	XP_006566708.1
OG0006521	XP_035717586.1	XP_623492.4
OG0006522	XP_035717197.1	XP_026297455.1
OG0006523	XP_035740210.1	XP_026298789.1
OG0006524	XP_035732672.1	XP_392753.2
OG0006525	XP_035738953.1	XP_006568814.1
OG0006526	XP_035739496.1	XP_006572335.2
OG0006527	XP_035741735.1	XP_016767365.2
OG0006528	XP_035735137.1	XP_026298428.1
OG0006529	XP_035726407.1	XP_396134.2
OG0006530	XP_035733559.1	XP_006572216.1
OG0006531	XP_035722573.1	XP_016769761.1
OG0006533	XP_035724613.1	XP_006572261.1
OG0006534	XP_035741749.1	XP_397097.2
OG0006535	XP_035724211.1, XP_035724212.1, XP_035724210.1	XP_006562160.1
OG0006536	XP_035718618.1	XP_006564269.1
OG0006537	XP_035721884.1	XP_016768732.1
OG0006538	XP_035730039.1	XP_393709.3
OG0006539	XP_035733819.1	XP_026301093.1
OG0006540	XP_035743963.1	XP_026302168.1
OG0006541	XP_035717226.1	XP_394155.4
OG0006542	XP_035724241.1	XP_026301011.1
OG0006543	XP_035728447.1	XP_026296497.1
OG0006544	XP_035742133.1	XP_006559905.1
OG0006545	XP_035722065.1	XP_395545.1
OG0006546	XP_035728725.1	XP_395929.2
OG0006547	XP_035725282.1	XP_016767161.1
OG0006548	XP_035728816.1	XP_001121783.2
OG0006549	XP_035736654.1	XP_394555.2
OG0006550	XP_035727255.1	XP_016771788.1
OG0006551	XP_035724641.1	XP_006568300.1
OG0006552	XP_035735581.1	XP_001120779.3
OG0006553	XP_035720618.1	XP_006570815.1
OG0006554	XP_035732372.1	XP_624690.4
OG0006556	XP_035738830.1	XP_026298573.1
OG0006557	XP_035721883.1	XP_026297775.1
OG0006558	XP_035728756.1, XP_035728757.1	XP_392919.3
OG0006559	XP_035743811.1	XP_026295437.1
OG0006560	XP_035739201.1	XP_006568026.2
OG0006562	XP_035721511.1	XP_016767439.1
OG0006563	XP_035723298.1	XP_016768078.2
OG0006565	XP_035719897.1	XP_003250531.1
OG0006566	XP_035740338.1	XP_026295641.1
OG0006568	XP_035729672.1	XP_394503.6
OG0006570	XP_035742848.1	XP_016767742.2
OG0006571	XP_035741053.1	XP_026297436.1
OG0006572	XP_035728337.1, XP_035728336.1	XP_006569712.2
OG0006573	XP_035736352.1	XP_006569529.1
OG0006574	XP_035717700.1	XP_026301637.1
OG0006575	XP_035742871.1	XP_006561020.1
OG0006576	XP_035734440.1	XP_001121177.2
OG0006577	XP_035735921.1	XP_006568876.1
OG0006578	XP_035735152.1	XP_006563433.2
