Orthogroup	Vespa_mandarinia	Nomia_melanderi
OG0007397	XP_035737349.1	XP_031828803.1
OG0007398	XP_035722863.1	XP_031830939.1
OG0007399	XP_035731980.1	XP_031825535.1
OG0007400	XP_035736763.1	XP_031842750.1
OG0007401	XP_035732743.1	XP_031825378.1
OG0007402	XP_035735964.1	XP_031832937.1
OG0007403	XP_035736644.1	XP_031825633.1
OG0007404	XP_035723301.1	XP_031833726.1
OG0007405	XP_035731978.1	XP_031848273.1
OG0007406	XP_035729024.1, XP_035729023.1, XP_035729025.1	XP_031837000.1
OG0007407	XP_035725835.1	XP_031844709.1
OG0007408	XP_035741057.1	XP_031838811.1
OG0007409	XP_035744291.1	XP_031845180.1
OG0007410	XP_035730114.1	XP_031839432.1
OG0007411	XP_035739656.1	XP_031847420.1
OG0007412	XP_035733886.1, XP_035733885.1	XP_031850153.1
OG0007413	XP_035743059.1	XP_031850005.1
OG0007414	XP_035740073.1	XP_031849456.1
OG0007415	XP_035738138.1	XP_031849137.1
OG0007416	XP_035739378.1	XP_031848749.1
OG0007417	XP_035723522.1	XP_031837484.1
OG0007418	XP_035723278.1, XP_035723274.1	XP_031827379.1
OG0007419	XP_035729557.1	XP_031847032.1
OG0007420	XP_035743893.1	XP_031831957.1
OG0007421	XP_035727155.1	XP_031838059.1
OG0007422	XP_035743499.1	XP_031838360.1
OG0007423	XP_035723014.1	XP_031837126.1
OG0007424	XP_035726972.1, XP_035726974.1, XP_035726973.1	XP_031837086.1
OG0007425	XP_035734858.1	XP_031847650.1
OG0007426	XP_035730169.1	XP_031843789.1
OG0007428	XP_035722947.1	XP_031839431.1
OG0007429	XP_035726690.1	XP_031827340.1
OG0007430	XP_035726857.1	XP_031845866.1
OG0007431	XP_035729728.1	XP_031836752.1
OG0007432	XP_035724550.1	XP_031838831.1
OG0007433	XP_035730608.1	XP_031829153.1
OG0007434	XP_035728933.1	XP_031846786.1
OG0007435	XP_035731325.1	XP_031848539.1
OG0007436	XP_035731663.1	XP_031849898.1
OG0007437	XP_035736791.1	XP_031835369.1
OG0007438	XP_035743877.1	XP_031834428.1
OG0007439	XP_035737642.1	XP_031829274.1
OG0007440	XP_035729969.1	XP_031828012.1
OG0007441	XP_035729614.1	XP_031831332.1
OG0007442	XP_035717602.1	XP_031846484.1
OG0007443	XP_035722176.1	XP_031841115.1
OG0007444	XP_035734231.1	XP_031845368.1
OG0007445	XP_035717936.1	XP_031833458.1
OG0007446	XP_035727300.1	XP_031847255.1
OG0007447	XP_035719804.1	XP_031832376.1
OG0007449	XP_035722751.1	XP_031830214.1
OG0007450	XP_035735762.1	XP_031826238.1
OG0007452	XP_035731402.1	XP_031843305.1
OG0007453	XP_035731748.1	XP_031842274.1
OG0007454	XP_035731544.1	XP_031826133.1
OG0007455	XP_035722356.1	XP_031826534.1
OG0007456	XP_035728737.1	XP_031848357.1
OG0007457	XP_035742867.1	XP_031844563.1
OG0007458	XP_035735928.1	XP_031838317.1
OG0007459	XP_035718114.1	XP_031850356.1
OG0007460	XP_035728876.1	XP_031825909.1
OG0007461	XP_035729800.1	XP_031841749.1
OG0007462	XP_035738489.1	XP_031830498.1
OG0007463	XP_035717225.1	XP_031837453.1
OG0007464	XP_035742438.1	XP_031844146.1
OG0007465	XP_035742121.1	XP_031832377.1
OG0007466	XP_035727339.1	XP_031837109.1
OG0007467	XP_035737624.1	XP_031840826.1
OG0007468	XP_035733999.1	XP_031828729.1
OG0007469	XP_035736064.1	XP_031848209.1
OG0007470	XP_035720586.1	XP_031839517.1
OG0007471	XP_035728392.1	XP_031832386.1
OG0007472	XP_035719035.1	XP_031827149.1
OG0007473	XP_035733240.1	XP_031841055.1
OG0007474	XP_035720393.1	XP_031834646.1
OG0007475	XP_035727089.1	XP_031846144.1
OG0007477	XP_035718232.1	XP_031836015.1
OG0007478	XP_035733516.1	XP_031834605.1
OG0007479	XP_035722635.1	XP_031848450.1
OG0007480	XP_035727413.1	XP_031838755.1
OG0007481	XP_035725814.1	XP_031832563.1
OG0007482	XP_035720543.1	XP_031836583.1
OG0007483	XP_035724358.1	XP_031846130.1
OG0007484	XP_035743797.1	XP_031849286.1
OG0007485	XP_035724327.1	XP_031843661.1, XP_031843662.1
OG0007486	XP_035724876.1	XP_031825680.1
OG0007487	XP_035733701.1	XP_031843300.1
OG0007488	XP_035728868.1	XP_031827313.1, XP_031827312.1
OG0007489	XP_035719264.1	XP_031825682.1
OG0007490	XP_035730573.1	XP_031832823.1
OG0007491	XP_035743808.1	XP_031849241.1
OG0007492	XP_035721117.1	XP_031826051.1
OG0007493	XP_035730272.1	XP_031838129.1
OG0007494	XP_035743760.1	XP_031825513.1
OG0007495	XP_035722821.1	XP_031841132.1
OG0007496	XP_035719968.1	XP_031833704.1
OG0007497	XP_035742985.1	XP_031830406.1, XP_031830407.1
OG0007498	XP_035728236.1	XP_031832212.1
OG0007499	XP_035726638.1	XP_031841974.1
OG0007500	XP_035732627.1	XP_031836873.1
OG0007501	XP_035725391.1, XP_035725388.1	XP_031837528.1
OG0007502	XP_035718123.1	XP_031847992.1
OG0007503	XP_035719966.1	XP_031833693.1
OG0007504	XP_035743129.1	XP_031840405.1
OG0007505	XP_035740957.1	XP_031845321.1
OG0007506	XP_035731990.1	XP_031831335.1
OG0007507	XP_035739608.1	XP_031838334.1
OG0007508	XP_035727223.1	XP_031844677.1
OG0007509	XP_035731556.1	XP_031841458.1, XP_031841459.1
OG0007511	XP_035728248.1	XP_031834743.1
OG0007512	XP_035730494.1	XP_031835936.1
OG0007513	XP_035742231.1	XP_031840124.1
OG0007514	XP_035732706.1	XP_031831058.1
OG0007515	XP_035735094.1	XP_031842917.1
OG0007516	XP_035724033.1	XP_031845604.1
OG0007517	XP_035721746.1	XP_031833037.1
OG0007518	XP_035722027.1	XP_031846435.1
OG0007519	XP_035737294.1, XP_035737293.1	XP_031839651.1
OG0007521	XP_035728196.1	XP_031836470.1, XP_031836469.1
OG0007522	XP_035737159.1	XP_031833455.1
OG0007524	XP_035724599.1	XP_031838173.1
OG0007525	XP_035730530.1	XP_031835218.1
OG0007526	XP_035730280.1	XP_031846816.1
OG0007527	XP_035729200.1	XP_031842171.1
OG0007528	XP_035725104.1	XP_031846967.1
OG0007529	XP_035724398.1	XP_031834471.1
OG0007530	XP_035725077.1	XP_031826923.1
OG0007531	XP_035735914.1	XP_031849430.1
OG0007532	XP_035743208.1	XP_031828063.1
OG0007533	XP_035733568.1	XP_031839856.1
OG0007534	XP_035729294.1	XP_031845011.1
OG0007535	XP_035721282.1	XP_031839209.1
OG0007537	XP_035724533.1	XP_031846991.1
OG0007538	XP_035739160.1	XP_031848341.1
OG0007539	XP_035739500.1	XP_031841745.1
OG0007540	XP_035731582.1	XP_031847800.1
OG0007541	XP_035744069.1	XP_031849013.1
OG0007542	XP_035737344.1	XP_031845750.1, XP_031845749.1
OG0007543	XP_035719649.1	XP_031833727.1
OG0007544	XP_035742449.1	XP_031834539.1
OG0007545	XP_035729759.1	XP_031844814.1
OG0007546	XP_035737542.1	XP_031829202.1
OG0007547	XP_035723705.1, XP_035723704.1	XP_031827408.1
OG0007548	XP_035730577.1	XP_031828607.1
OG0007550	XP_035726480.1	XP_031838816.1
OG0007551	XP_035722979.1	XP_031839596.1
OG0007552	XP_035734354.1	XP_031845669.1
OG0007553	XP_035719759.1	XP_031828863.1
OG0007554	XP_035727475.1	XP_031838723.1
OG0007555	XP_035719664.1	XP_031833614.1
OG0007556	XP_035720963.1	XP_031837686.1
OG0007557	XP_035721666.1	XP_031845656.1
OG0007558	XP_035734373.1	XP_031845679.1
OG0007559	XP_035722605.1	XP_031841133.1
OG0007560	XP_035738849.1, XP_035738847.1, XP_035738848.1	XP_031836285.1
OG0007562	XP_035732098.1	XP_031846027.1
OG0007563	XP_035738528.1	XP_031850018.1
OG0007564	XP_035723413.1	XP_031835479.1, XP_031835480.1
OG0007565	XP_035738819.1, XP_035738816.1, XP_035738818.1, XP_035738820.1, XP_035738817.1	XP_031827880.1
OG0007566	XP_035737939.1, XP_035737941.1	XP_031841282.1
OG0007568	XP_035737282.1	XP_031831983.1, XP_031831985.1, XP_031831984.1, XP_031831982.1
OG0007569	XP_035742614.1	XP_031832240.1
OG0007570	XP_035730642.1	XP_031829197.1, XP_031829198.1
OG0007571	XP_035723256.1	XP_031836728.1, XP_031836729.1
OG0007572	XP_035736013.1	XP_031829480.1
OG0007573	XP_035724236.1	XP_031833649.1
OG0007574	XP_035727815.1	XP_031828821.1
OG0007575	XP_035728921.1	XP_031846689.1
OG0007576	XP_035740314.1	XP_031846538.1, XP_031846528.1
OG0007578	XP_035721487.1	XP_031841836.1
OG0007579	XP_035721810.1, XP_035721815.1	XP_031827225.1
OG0007580	XP_035740536.1	XP_031838216.1
OG0007581	XP_035720990.1	XP_031834733.1
OG0007582	XP_035723462.1, XP_035723463.1	XP_031837674.1
OG0007583	XP_035719357.1, XP_035719358.1	XP_031830583.1, XP_031830580.1, XP_031830581.1, XP_031830587.1, XP_031830596.1
OG0007584	XP_035725021.1	XP_031835493.1
OG0007586	XP_035729442.1	XP_031842885.1
OG0007587	XP_035724337.1	XP_031837799.1
OG0007588	XP_035742652.1	XP_031827990.1, XP_031827986.1
OG0007589	XP_035732423.1	XP_031825312.1
OG0007590	XP_035719669.1, XP_035719676.1	XP_031833734.1
OG0007591	XP_035723268.1	XP_031840215.1
OG0007592	XP_035738690.1	XP_031843527.1
OG0007593	XP_035737907.1, XP_035737906.1, XP_035737908.1	XP_031841270.1
OG0007595	XP_035727043.1, XP_035727048.1	XP_031837225.1, XP_031837217.1
OG0007597	XP_035721386.1	XP_031834173.1
OG0007604	XP_035724899.1	XP_031842769.1
OG0007605	XP_035727963.1	XP_031838217.1
OG0007606	XP_035735463.1	XP_031841306.1
OG0007607	XP_035723273.1	XP_031839268.1
OG0007608	XP_035726406.1	XP_031834585.1
OG0007609	XP_035731112.1	XP_031841065.1
OG0007610	XP_035725095.1	XP_031827357.1
OG0007611	XP_035725945.1	XP_031836286.1
OG0007612	XP_035739146.1	XP_031839537.1
OG0007615	XP_035718658.1	XP_031835964.1
OG0007616	XP_035735218.1	XP_031841000.1
OG0007618	XP_035728858.1	XP_031830824.1
OG0007619	XP_035717777.1	XP_031833402.1
OG0007620	XP_035738334.1	XP_031825953.1
OG0007621	XP_035723218.1	XP_031832199.1
OG0007622	XP_035728621.1	XP_031834841.1
OG0007624	XP_035722715.1	XP_031837184.1
OG0007625	XP_035722791.1	XP_031835368.1
OG0007626	XP_035738932.1	XP_031830384.1
OG0007627	XP_035730293.1	XP_031826269.1
OG0007628	XP_035719778.1	XP_031825316.1
OG0007629	XP_035730813.1	XP_031831789.1
OG0007631	XP_035718299.1	XP_031840640.1
OG0007632	XP_035721125.1	XP_031847851.1
OG0007633	XP_035721856.1	XP_031846688.1
OG0007634	XP_035739921.1	XP_031845287.1
OG0007635	XP_035736209.1	XP_031843170.1
OG0007636	XP_035729458.1	XP_031828923.1
OG0007637	XP_035724608.1	XP_031830966.1
OG0007638	XP_035726061.1	XP_031827867.1
OG0007639	XP_035729512.1	XP_031842611.1
OG0007641	XP_035733956.1	XP_031827971.1
OG0007642	XP_035738797.1	XP_031828277.1
OG0007643	XP_035731795.1	XP_031826790.1
OG0007644	XP_035735902.1, XP_035735903.1	XP_031832734.1
OG0007646	XP_035731472.1	XP_031843294.1
OG0007647	XP_035731992.1, XP_035731993.1	XP_031840916.1
OG0007649	XP_035722539.1	XP_031836580.1
OG0007650	XP_035738752.1	XP_031846191.1
OG0007651	XP_035717908.1	XP_031831738.1
OG0007652	XP_035720749.1	XP_031843306.1
OG0007653	XP_035728769.1	XP_031835438.1
OG0007654	XP_035744255.1	XP_031841085.1
OG0007655	XP_035721432.1	XP_031829369.1
OG0007656	XP_035740498.1	XP_031829864.1
OG0007657	XP_035737692.1	XP_031844597.1
OG0007658	XP_035725071.1	XP_031834025.1
OG0007660	XP_035740375.1	XP_031845182.1
OG0007661	XP_035717574.1	XP_031841169.1
OG0007662	XP_035743142.1	XP_031840291.1
OG0007663	XP_035738423.1, XP_035738434.1	XP_031847830.1
OG0007664	XP_035723228.1	XP_031845872.1
OG0007665	XP_035723441.1	XP_031847315.1
OG0007666	XP_035727091.1	XP_031833217.1
OG0007667	XP_035731326.1	XP_031837795.1
OG0007668	XP_035743832.1	XP_031846096.1
OG0007669	XP_035723473.1	XP_031830463.1
OG0007671	XP_035741318.1	XP_031834577.1
OG0007672	XP_035723186.1	XP_031830107.1
OG0007673	XP_035729970.1	XP_031843908.1
OG0007674	XP_035734521.1	XP_031834204.1
OG0007675	XP_035742096.1	XP_031847160.1
OG0007676	XP_035739854.1	XP_031840674.1
OG0007677	XP_035735913.1	XP_031835806.1
OG0007678	XP_035724932.1	XP_031838950.1
OG0007679	XP_035740776.1	XP_031827317.1
OG0007680	XP_035738277.1	XP_031845138.1
OG0007681	XP_035729359.1	XP_031836801.1
OG0007682	XP_035733412.1	XP_031834600.1
OG0007683	XP_035721207.1	XP_031831579.1
OG0007684	XP_035724108.1	XP_031843376.1
OG0007685	XP_035729474.1	XP_031843590.1
OG0007686	XP_035718689.1, XP_035718688.1	XP_031839809.1
OG0007687	XP_035728797.1	XP_031840639.1
OG0007688	XP_035718147.1	XP_031830698.1
OG0007689	XP_035728792.1	XP_031837449.1
OG0007690	XP_035719286.1	XP_031826400.1
OG0007694	XP_035728126.1	XP_031846092.1
OG0007695	XP_035727568.1, XP_035727567.1	XP_031827720.1
OG0007696	XP_035718283.1	XP_031830469.1
OG0007698	XP_035735009.1, XP_035735011.1, XP_035735010.1	XP_031842598.1
OG0007699	XP_035722070.1	XP_031844032.1
OG0007701	XP_035725009.1	XP_031835483.1, XP_031835486.1
OG0007702	XP_035732745.1	XP_031834454.1
OG0007703	XP_035733243.1	XP_031843674.1
OG0007704	XP_035729680.1	XP_031847362.1
OG0007705	XP_035726336.1	XP_031835452.1
OG0007706	XP_035734842.1	XP_031842174.1
OG0007707	XP_035723913.1	XP_031838943.1
OG0007708	XP_035722997.1	XP_031839996.1
OG0007709	XP_035733668.1	XP_031848896.1
OG0007710	XP_035743672.1	XP_031842979.1
OG0007711	XP_035743191.1	XP_031836388.1
OG0007712	XP_035733638.1	XP_031842643.1
OG0007713	XP_035743104.1	XP_031847358.1
OG0007715	XP_035740755.1	XP_031848990.1
OG0007716	XP_035721418.1	XP_031847352.1
OG0007717	XP_035721458.1, XP_035721464.1	XP_031836560.1
OG0007718	XP_035733842.1	XP_031848774.1
OG0007720	XP_035743946.1	XP_031832420.1
OG0007722	XP_035744034.1	XP_031834413.1, XP_031834412.1
OG0007723	XP_035720973.1	XP_031834817.1
OG0007724	XP_035738438.1, XP_035738427.1	XP_031844118.1
OG0007725	XP_035732610.1	XP_031825488.1
OG0007726	XP_035728177.1	XP_031850373.1
OG0007728	XP_035735775.1	XP_031832733.1
OG0007729	XP_035743653.1	XP_031848619.1, XP_031834516.1
OG0007730	XP_035733178.1	XP_031838406.1
OG0007732	XP_035730110.1	XP_031840226.1
OG0007733	XP_035723076.1	XP_031837048.1
OG0007735	XP_035744119.1	XP_031830115.1
OG0007736	XP_035731692.1	XP_031839455.1
OG0007737	XP_035721160.1	XP_031831512.1
OG0007738	XP_035725518.1	XP_031847919.1
OG0007739	XP_035742553.1	XP_031825595.1
OG0007740	XP_035718166.1	XP_031844365.1
OG0007741	XP_035727637.1	XP_031830273.1
OG0007743	XP_035743456.1	XP_031834552.1
OG0007744	XP_035721910.1	XP_031846228.1
OG0007745	XP_035742774.1	XP_031846515.1
OG0007746	XP_035723840.1	XP_031833918.1
OG0007747	XP_035728296.1	XP_031836654.1
OG0007748	XP_035730666.1	XP_031850300.1
OG0007750	XP_035733095.1	XP_031828725.1
OG0007751	XP_035735408.1	XP_031844124.1
OG0007752	XP_035722082.1	XP_031835630.1
OG0007753	XP_035742947.1	XP_031848985.1
OG0007754	XP_035722279.1	XP_031826373.1
OG0007755	XP_035731339.1	XP_031829370.1
OG0007756	XP_035730850.1	XP_031831360.1
OG0007757	XP_035736435.1	XP_031826866.1
OG0007758	XP_035731829.1	XP_031841644.1
OG0007759	XP_035723420.1	XP_031843406.1
OG0007760	XP_035723842.1	XP_031843601.1
OG0007761	XP_035728372.1	XP_031834752.1
OG0007762	XP_035730435.1, XP_035730426.1	XP_031833816.1
OG0007763	XP_035744164.1	XP_031849031.1
OG0007764	XP_035738488.1	XP_031830670.1
OG0007768	XP_035723824.1	XP_031837375.1
OG0007769	XP_035726786.1	XP_031832973.1
OG0007771	XP_035720189.1	XP_031834936.1, XP_031834934.1
OG0007772	XP_035739150.1	XP_031840435.1
OG0007773	XP_035717753.1	XP_031833063.1
OG0007774	XP_035724093.1	XP_031834424.1
OG0007775	XP_035725891.1	XP_031833419.1, XP_031833420.1
OG0007776	XP_035722194.1	XP_031841120.1
OG0007777	XP_035725703.1	XP_031828293.1
OG0007778	XP_035737599.1	XP_031840656.1
OG0007779	XP_035721392.1	XP_031834160.1, XP_031834141.1
OG0007780	XP_035727691.1	XP_031827706.1
OG0007781	XP_035719413.1	XP_031831055.1
OG0007782	XP_035744092.1	XP_031825309.1
OG0007783	XP_035735577.1	XP_031832684.1
OG0007784	XP_035720518.1	XP_031836406.1
OG0007785	XP_035738979.1, XP_035738978.1	XP_031833852.1
OG0007787	XP_035735050.1	XP_031831761.1
OG0007788	XP_035718435.1	XP_031831104.1
OG0007789	XP_035717202.1	XP_031845258.1
OG0007790	XP_035740800.1	XP_031834139.1
OG0007791	XP_035735347.1	XP_031845563.1
OG0007792	XP_035729531.1	XP_031847405.1
OG0007793	XP_035735212.1	XP_031841003.1
OG0007794	XP_035743173.1	XP_031840578.1, XP_031840568.1, XP_031840559.1
OG0007795	XP_035736986.1	XP_031837552.1
OG0007796	XP_035742368.1	XP_031827497.1
OG0007797	XP_035740497.1, XP_035740496.1, XP_035740495.1	XP_031834147.1
OG0007798	XP_035740737.1	XP_031847327.1
OG0007799	XP_035735698.1	XP_031832664.1
OG0007801	XP_035742115.1	XP_031834726.1
OG0007802	XP_035717379.1	XP_031844159.1
OG0007803	XP_035724903.1, XP_035724904.1, XP_035724902.1	XP_031842777.1, XP_031842778.1
OG0007804	XP_035722138.1	XP_031839727.1
OG0007805	XP_035743415.1	XP_031844940.1
OG0007806	XP_035723219.1	XP_031832028.1, XP_031832031.1
OG0007808	XP_035739121.1	XP_031834033.1
OG0007809	XP_035723515.1	XP_031829768.1
OG0007810	XP_035743447.1	XP_031828117.1
OG0007811	XP_035744273.1	XP_031832241.1
OG0007812	XP_035730747.1	XP_031828336.1
OG0007813	XP_035720320.1	XP_031848244.1
OG0007814	XP_035732509.1	XP_031833047.1
OG0007815	XP_035736629.1	XP_031847877.1
OG0007816	XP_035718411.1	XP_031847603.1
OG0007817	XP_035741611.1, XP_035741610.1	XP_031830062.1
OG0007818	XP_035729919.1	XP_031836525.1
OG0007819	XP_035743419.1	XP_031834721.1
OG0007820	XP_035741453.1	XP_031850512.1
OG0007821	XP_035720663.1	XP_031846622.1
OG0007822	XP_035743459.1	XP_031845745.1
OG0007823	XP_035727117.1	XP_031843534.1
OG0007824	XP_035730966.1	XP_031827854.1
OG0007826	XP_035737967.1	XP_031841550.1
OG0007827	XP_035732046.1	XP_031849069.1
OG0007828	XP_035730292.1	XP_031831334.1
OG0007830	XP_035719256.1	XP_031828502.1
OG0007831	XP_035735058.1	XP_031831776.1
OG0007832	XP_035743681.1	XP_031839069.1
OG0007834	XP_035732571.1	XP_031827879.1
OG0007836	XP_035722654.1	XP_031834384.1
OG0007837	XP_035723345.1	XP_031841612.1
OG0007838	XP_035730991.1	XP_031849275.1
OG0007839	XP_035740487.1	XP_031838828.1
OG0007840	XP_035721683.1	XP_031846637.1
OG0007841	XP_035737009.1	XP_031846177.1
OG0007844	XP_035739338.1	XP_031844095.1
OG0007845	XP_035721436.1	XP_031829345.1
OG0007846	XP_035718992.1	XP_031841770.1
OG0007847	XP_035738319.1	XP_031835441.1
OG0007849	XP_035719610.1	XP_031848412.1
OG0007850	XP_035720344.1	XP_031837871.1
OG0007851	XP_035720133.1	XP_031832635.1
OG0007852	XP_035728230.1	XP_031831888.1
OG0007853	XP_035723726.1	XP_031827604.1
OG0007854	XP_035731124.1	XP_031831435.1
OG0007855	XP_035724484.1	XP_031846164.1
OG0007856	XP_035737468.1	XP_031839695.1
OG0007857	XP_035744211.1	XP_031837752.1
OG0007858	XP_035729067.1	XP_031825822.1
OG0007859	XP_035720964.1	XP_031826413.1
OG0007860	XP_035721816.1	XP_031845883.1
OG0007861	XP_035732960.1	XP_031839591.1
OG0007862	XP_035721359.1	XP_031832611.1
OG0007863	XP_035722626.1	XP_031830019.1
OG0007864	XP_035733215.1	XP_031839714.1
OG0007865	XP_035729721.1	XP_031830525.1
OG0007866	XP_035736432.1, XP_035736412.1	XP_031827820.1
OG0007867	XP_035732759.1	XP_031849894.1
OG0007868	XP_035744243.1	XP_031849164.1
OG0007869	XP_035720905.1	XP_031837618.1
OG0007870	XP_035737383.1, XP_035737373.1	XP_031831057.1
OG0007871	XP_035723269.1	XP_031830179.1
OG0007872	XP_035731118.1	XP_031832976.1
OG0007874	XP_035740062.1	XP_031850295.1
OG0007875	XP_035740146.1	XP_031838538.1
OG0007876	XP_035725322.1	XP_031829318.1
OG0007878	XP_035737768.1	XP_031836151.1
OG0007879	XP_035727110.1	XP_031829756.1
OG0007880	XP_035739762.1	XP_031847726.1
OG0007882	XP_035728242.1	XP_031831899.1
OG0007883	XP_035743027.1	XP_031836956.1
OG0007884	XP_035741171.1	XP_031842113.1
OG0007885	XP_035717693.1	XP_031841741.1
OG0007886	XP_035741679.1	XP_031841636.1
OG0007887	XP_035719761.1	XP_031837023.1
OG0007888	XP_035722800.1	XP_031841153.1
OG0007889	XP_035719756.1	XP_031839006.1
OG0007890	XP_035719141.1	XP_031828583.1
OG0007891	XP_035721534.1, XP_035721535.1	XP_031841983.1
OG0007892	XP_035720861.1	XP_031833382.1
OG0007893	XP_035732195.1	XP_031829818.1
OG0007894	XP_035720608.1	XP_031828092.1
OG0007895	XP_035727780.1	XP_031845438.1
OG0007896	XP_035740248.1	XP_031846179.1
OG0007897	XP_035733821.1	XP_031825720.1
OG0007898	XP_035724008.1	XP_031843325.1
OG0007899	XP_035743133.1	XP_031837154.1
OG0007900	XP_035719888.1	XP_031850003.1
OG0007901	XP_035730387.1	XP_031848247.1
OG0007902	XP_035724517.1	XP_031833706.1
OG0007903	XP_035724506.1	XP_031825288.1
OG0007904	XP_035720138.1	XP_031832785.1
OG0007905	XP_035722705.1	XP_031827082.1
OG0007906	XP_035733939.1	XP_031850173.1
OG0007907	XP_035719216.1	XP_031826161.1
OG0007908	XP_035742815.1	XP_031838871.1, XP_031838870.1
OG0007910	XP_035717821.1	XP_031844896.1
OG0007911	XP_035736704.1, XP_035736703.1	XP_031847895.1
OG0007912	XP_035733026.1, XP_035733027.1	XP_031846828.1
OG0007913	XP_035727827.1	XP_031830046.1, XP_031830047.1, XP_031830048.1
OG0007914	XP_035740866.1	XP_031839634.1
OG0007915	XP_035727687.1	XP_031827707.1
OG0007916	XP_035733972.1	XP_031850126.1
OG0007917	XP_035740242.1	XP_031843982.1
OG0007919	XP_035732526.1	XP_031833666.1
OG0007920	XP_035725864.1	XP_031828069.1
OG0007921	XP_035725231.1	XP_031844909.1
OG0007923	XP_035733031.1	XP_031836117.1
OG0007924	XP_035719239.1, XP_035719240.1, XP_035719238.1, XP_035719237.1, XP_035719236.1, XP_035719234.1	XP_031845829.1
OG0007925	XP_035740361.1	XP_031825730.1
OG0007926	XP_035735679.1, XP_035735688.1, XP_035735713.1, XP_035735696.1, XP_035735705.1	XP_031836068.1
OG0007927	XP_035717900.1	XP_031846680.1
OG0007928	XP_035718590.1	XP_031830878.1, XP_031830879.1
OG0007929	XP_035719924.1, XP_035719923.1	XP_031831050.1
OG0007930	XP_035741339.1	XP_031833703.1, XP_031833701.1, XP_031833702.1, XP_031833700.1
OG0007931	XP_035732786.1	XP_031847854.1, XP_031847855.1
OG0007932	XP_035728679.1	XP_031828132.1
OG0007933	XP_035728204.1, XP_035728203.1, XP_035728206.1	XP_031834912.1
OG0007934	XP_035739704.1	XP_031834097.1
OG0007936	XP_035741898.1	XP_031832263.1
OG0007937	XP_035738071.1	XP_031850209.1, XP_031850207.1, XP_031850208.1, XP_031850211.1
OG0007938	XP_035736874.1	XP_031836217.1
OG0007939	XP_035733163.1	XP_031846849.1
OG0007941	XP_035736199.1	XP_031850235.1
OG0007942	XP_035743165.1	XP_031839835.1
OG0007946	XP_035742209.1, XP_035742208.1, XP_035742207.1, XP_035742206.1, XP_035742204.1	XP_031849060.1, XP_031848670.1
OG0007957	XP_035721740.1	XP_031826708.1
OG0007959	XP_035739864.1	XP_031849472.1
OG0007961	XP_035735932.1	XP_031829817.1, XP_031829816.1
OG0007962	XP_035728057.1	XP_031834612.1
OG0007963	XP_035734896.1	XP_031840969.1
OG0007964	XP_035742872.1	XP_031833262.1
OG0007966	XP_035734701.1	XP_031830570.1, XP_031830569.1
OG0007967	XP_035729218.1	XP_031827814.1
OG0007968	XP_035737596.1, XP_035737595.1	XP_031827217.1
OG0007970	XP_035720439.1	XP_031834816.1
OG0007971	XP_035725055.1	XP_031845947.1
OG0007972	XP_035725076.1	XP_031833071.1
OG0007973	XP_035730265.1	XP_031830709.1
OG0007975	XP_035722216.1	XP_031837209.1
OG0007976	XP_035718415.1	XP_031836002.1
OG0007977	XP_035737850.1	XP_031825888.1
OG0007978	XP_035721978.1	XP_031841079.1
OG0007981	XP_035718993.1	XP_031843380.1
OG0007982	XP_035722297.1	XP_031825843.1
OG0007983	XP_035725778.1	XP_031844834.1
OG0007984	XP_035722581.1	XP_031825854.1
OG0007985	XP_035724773.1	XP_031825469.1
OG0007986	XP_035741925.1	XP_031834771.1
OG0007987	XP_035743296.1	XP_031841009.1
OG0007988	XP_035741022.1	XP_031826459.1
OG0007989	XP_035736425.1	XP_031835965.1
OG0007991	XP_035725359.1	XP_031829293.1
OG0007992	XP_035738276.1	XP_031845152.1
OG0007995	XP_035744051.1	XP_031845186.1
OG0007996	XP_035726305.1	XP_031841309.1
OG0007997	XP_035741990.1	XP_031847234.1
OG0007999	XP_035719784.1, XP_035719780.1	XP_031840594.1
OG0008000	XP_035742362.1	XP_031840062.1
OG0008001	XP_035724030.1	XP_031835556.1
OG0008002	XP_035730068.1	XP_031847907.1
OG0008004	XP_035724465.1	XP_031834068.1
OG0008005	XP_035727802.1	XP_031828807.1
OG0008006	XP_035731756.1, XP_035731757.1	XP_031826545.1
OG0008009	XP_035729425.1	XP_031850082.1
OG0008012	XP_035737243.1	XP_031842814.1
OG0008013	XP_035743810.1	XP_031832431.1
OG0008014	XP_035726338.1, XP_035726337.1	XP_031835403.1
OG0008015	XP_035733567.1	XP_031839665.1
OG0008016	XP_035724439.1	XP_031837047.1
OG0008017	XP_035734309.1	XP_031845782.1
OG0008018	XP_035722137.1	XP_031830125.1
OG0008019	XP_035719681.1	XP_031825661.1
OG0008020	XP_035743332.1	XP_031833078.1
OG0008021	XP_035725170.1	XP_031831706.1
OG0008024	XP_035728002.1	XP_031837864.1
OG0008025	XP_035743185.1	XP_031847492.1, XP_031847490.1
OG0008027	XP_035719643.1	XP_031825553.1
OG0008028	XP_035739920.1	XP_031831952.1
OG0008032	XP_035741075.1	XP_031830240.1
OG0008033	XP_035722867.1	XP_031830942.1, XP_031830945.1
OG0008039	XP_035719220.1	XP_031838358.1
OG0008040	XP_035742311.1	XP_031827537.1
OG0008041	XP_035728859.1	XP_031836998.1
OG0008042	XP_035721783.1	XP_031839161.1
