Orthogroup	Vespa_mandarinia	Osmia_bicornis
OG0005988	XP_035730002.1	XP_029052038.1
OG0005989	XP_035721320.1	XP_029035951.1
OG0005990	XP_035718392.1	XP_029041568.1
OG0005991	XP_035722163.1	XP_029035041.1
OG0005992	XP_035733930.1	XP_029048100.1
OG0005993	XP_035734517.1	XP_029038147.1
OG0005994	XP_035724357.1	XP_029040136.1
OG0005995	XP_035734524.1	XP_029048637.1
OG0005996	XP_035723264.1	XP_029035015.1
OG0005997	XP_035735227.1	XP_029041281.1
OG0005998	XP_035738966.1	XP_029032136.1
OG0005999	XP_035731899.1	XP_029042012.1
OG0006000	XP_035726051.1	XP_029053740.1
OG0006001	XP_035717861.1	XP_029051979.1
OG0006002	XP_035734655.1	XP_029042843.1, XP_029042279.1
OG0006003	XP_035722638.1, XP_035722639.1	XP_029052968.1
OG0006004	XP_035725051.1	XP_029052551.1
OG0006005	XP_035741207.1	XP_029047291.1
OG0006006	XP_035729045.1	XP_029044805.1
OG0006007	XP_035739803.1	XP_029034275.1
OG0006008	XP_035741209.1	XP_029035264.1, XP_029035265.1
OG0006009	XP_035735221.1	XP_029053929.1
OG0006010	XP_035732521.1	XP_029042828.1, XP_029042829.1
OG0006011	XP_035718125.1	XP_029032941.1
OG0006012	XP_035717631.1	XP_029034211.1
OG0006013	XP_035723020.1	XP_029034622.1
OG0006014	XP_035724050.1	XP_029038812.1
OG0006015	XP_035736639.1, XP_035736640.1	XP_029052806.1
OG0006016	XP_035729514.1	XP_029045935.1
OG0006017	XP_035737112.1	XP_029055414.1
OG0006018	XP_035729064.1	XP_029042240.1
OG0006019	XP_035738370.1	XP_029040325.1
OG0006020	XP_035738397.1	XP_029042060.1
OG0006021	XP_035729909.1	XP_029052494.1
OG0006022	XP_035741049.1	XP_029035131.1
OG0006023	XP_035719967.1	XP_029036583.1
OG0006024	XP_035735778.1	XP_029039246.1
OG0006025	XP_035728139.1	XP_029040483.1
OG0006026	XP_035737425.1	XP_029041965.1
OG0006027	XP_035727398.1	XP_029048066.1
OG0006028	XP_035720023.1	XP_029035455.1
OG0006029	XP_035737451.1	XP_029046822.1
OG0006030	XP_035734855.1	XP_029033721.1
OG0006031	XP_035734207.1	XP_029053018.1
OG0006032	XP_035728004.1	XP_029045337.1
OG0006033	XP_035727613.1	XP_029046932.1
OG0006036	XP_035726200.1	XP_029032661.1
OG0006037	XP_035738332.1	XP_029045143.1
OG0006038	XP_035720782.1	XP_029043860.1, XP_029043834.1
OG0006039	XP_035731637.1	XP_029035908.1
OG0006040	XP_035726518.1	XP_029056585.1
OG0006041	XP_035718912.1, XP_035718922.1, XP_035718902.1	XP_029053174.1
OG0006042	XP_035728064.1	XP_029042782.1
OG0006043	XP_035717150.1	XP_029037862.1
OG0006044	XP_035717598.1	XP_029044202.1
OG0006045	XP_035729246.1	XP_029036487.1
OG0006046	XP_035719073.1	XP_029038154.1
OG0006047	XP_035731705.1	XP_029049184.1
OG0006048	XP_035728240.1	XP_029041479.1
OG0006049	XP_035730261.1	XP_029041188.1
OG0006050	XP_035743094.1	XP_029056599.1
OG0006051	XP_035718413.1	XP_029052460.1
OG0006052	XP_035738714.1	XP_029056521.1
OG0006053	XP_035724316.1	XP_029047395.1
OG0006054	XP_035742882.1	XP_029049553.1
OG0006055	XP_035719728.1, XP_035719727.1	XP_029032293.1
OG0006056	XP_035718161.1	XP_029035699.1
OG0006057	XP_035721537.1	XP_029040719.1
OG0006058	XP_035731255.1	XP_029042315.1
OG0006059	XP_035740058.1	XP_029038553.1
OG0006060	XP_035721540.1	XP_029040806.1
OG0006061	XP_035737991.1	XP_029042553.1
OG0006062	XP_035738929.1	XP_029032107.1
OG0006063	XP_035732147.1	XP_029050081.1
OG0006064	XP_035725910.1	XP_029050918.1
OG0006065	XP_035717550.1	XP_029045295.1
OG0006067	XP_035725730.1	XP_029041237.1
OG0006069	XP_035717804.1	XP_029051982.1
OG0006070	XP_035731398.1	XP_029033499.1
OG0006071	XP_035737592.1	XP_029032378.1
OG0006072	XP_035735733.1	XP_029043431.1
OG0006073	XP_035733505.1, XP_035733504.1	XP_029043167.1
OG0006074	XP_035720713.1	XP_029049967.1
OG0006075	XP_035735503.1	XP_029042605.1
OG0006076	XP_035728470.1	XP_029048349.1
OG0006077	XP_035733995.1	XP_029049445.1
OG0006078	XP_035725585.1	XP_029049908.1
OG0006079	XP_035721557.1	XP_029046764.1
OG0006080	XP_035728674.1	XP_029052267.1
OG0006081	XP_035736897.1	XP_029037963.1
OG0006082	XP_035739754.1	XP_029042383.1
OG0006083	XP_035722771.1	XP_029044241.1
OG0006084	XP_035722208.1	XP_029034857.1
OG0006085	XP_035732007.1	XP_029036530.1
OG0006086	XP_035722308.1	XP_029039930.1, XP_029039939.1
OG0006087	XP_035735623.1	XP_029042906.1
OG0006088	XP_035743753.1	XP_029042954.1
OG0006089	XP_035730263.1	XP_029041200.1
OG0006090	XP_035726333.1	XP_029050157.1
OG0006091	XP_035719937.1	XP_029052338.1
OG0006092	XP_035744158.1	XP_029038414.1
OG0006093	XP_035738871.1	XP_029036241.1
OG0006094	XP_035717978.1	XP_029034011.1
OG0006095	XP_035736286.1	XP_029052572.1
OG0006096	XP_035743654.1	XP_029051774.1
OG0006097	XP_035735728.1	XP_029053721.1
OG0006098	XP_035738836.1, XP_035738835.1	XP_029034307.1
OG0006099	XP_035729450.1	XP_029034937.1
OG0006100	XP_035738032.1	XP_029038564.1
OG0006101	XP_035721718.1	XP_029040092.1
OG0006102	XP_035738573.1	XP_029037117.1
OG0006103	XP_035730208.1	XP_029035679.1
OG0006104	XP_035718500.1	XP_029034068.1
OG0006105	XP_035723000.1	XP_029048294.1
OG0006106	XP_035717170.1	XP_029039990.1
OG0006107	XP_035724137.1	XP_029038200.1
OG0006108	XP_035726685.1	XP_029037947.1
OG0006109	XP_035740119.1	XP_029035410.1
OG0006110	XP_035732339.1	XP_029043732.1
OG0006111	XP_035727876.1	XP_029036857.1
OG0006112	XP_035727771.1	XP_029047242.1, XP_029047243.1
OG0006113	XP_035738413.1	XP_029042282.1
OG0006114	XP_035740489.1	XP_029048891.1
OG0006115	XP_035725858.1	XP_029034721.1
OG0006116	XP_035732773.1	XP_029041367.1
OG0006117	XP_035733507.1	XP_029043612.1
OG0006118	XP_035727251.1, XP_035727250.1	XP_029038391.1
OG0006119	XP_035725394.1	XP_029046851.1
OG0006120	XP_035744274.1	XP_029043340.1
OG0006121	XP_035721106.1	XP_029035950.1
OG0006122	XP_035717193.1	XP_029033646.1, XP_029033661.1
OG0006123	XP_035721108.1	XP_029031885.1
OG0006124	XP_035733221.1	XP_029052538.1
OG0006125	XP_035735641.1	XP_029032345.1
OG0006126	XP_035727800.1	XP_029049851.1
OG0006127	XP_035742238.1	XP_029032445.1
OG0006128	XP_035740616.1	XP_029050364.1
OG0006130	XP_035722263.1	XP_029051231.1
OG0006131	XP_035743087.1	XP_029042857.1
OG0006132	XP_035729510.1	XP_029042099.1
OG0006133	XP_035730742.1	XP_029044008.1, XP_029043976.1
OG0006134	XP_035736990.1	XP_029050059.1
OG0006135	XP_035732512.1	XP_029035997.1
OG0006136	XP_035722339.1	XP_029052845.1
OG0006137	XP_035739172.1	XP_029047460.1
OG0006138	XP_035717538.1	XP_029034481.1
OG0006139	XP_035742283.1	XP_029044330.1
OG0006140	XP_035718754.1	XP_029047070.1
OG0006141	XP_035742100.1	XP_029048844.1
OG0006142	XP_035736965.1	XP_029041668.1
OG0006143	XP_035726927.1	XP_029038386.1
OG0006144	XP_035729400.1	XP_029042380.1
OG0006145	XP_035733270.1	XP_029043554.1
OG0006146	XP_035735582.1	XP_029039150.1
OG0006147	XP_035740454.1	XP_029055573.1
OG0006149	XP_035740615.1	XP_029044587.1
OG0006150	XP_035738794.1	XP_029048506.1
OG0006151	XP_035729148.1	XP_029032766.1
OG0006152	XP_035742510.1	XP_029043133.1
OG0006153	XP_035723265.1	XP_029037505.1
OG0006154	XP_035724875.1	XP_029034924.1
OG0006155	XP_035727092.1	XP_029033566.1
OG0006156	XP_035743443.1	XP_029040442.1, XP_029040441.1
OG0006157	XP_035721414.1	XP_029047345.1
OG0006158	XP_035731680.1	XP_029049270.1
OG0006159	XP_035728258.1	XP_029046986.1, XP_029046987.1
OG0006160	XP_035736026.1	XP_029034812.1
OG0006161	XP_035730099.1	XP_029056314.1
OG0006162	XP_035734500.1	XP_029053652.1
OG0006163	XP_035729291.1, XP_035729292.1	XP_029035563.1
OG0006164	XP_035727974.1	XP_029047213.1
OG0006166	XP_035742637.1	XP_029038218.1
OG0006167	XP_035723694.1	XP_029034585.1
OG0006168	XP_035725728.1	XP_029046944.1
OG0006169	XP_035723099.1	XP_029051532.1
OG0006170	XP_035723510.1	XP_029038481.1
OG0006171	XP_035744217.1	XP_029046174.1
OG0006172	XP_035736562.1	XP_029044093.1
OG0006173	XP_035723417.1	XP_029049289.1
OG0006174	XP_035723553.1	XP_029040938.1, XP_029040937.1
OG0006175	XP_035726429.1	XP_029055910.1
OG0006176	XP_035742016.1	XP_029052911.1
OG0006177	XP_035726320.1	XP_029031941.1
OG0006178	XP_035726758.1	XP_029056150.1
OG0006179	XP_035733515.1	XP_029043619.1
OG0006180	XP_035728605.1	XP_029050307.1
OG0006181	XP_035730331.1	XP_029037005.1
OG0006182	XP_035724017.1	XP_029049014.1, XP_029049012.1
OG0006183	XP_035741957.1	XP_029053358.1
OG0006184	XP_035739300.1	XP_029047110.1
OG0006185	XP_035729703.1	XP_029035357.1
OG0006186	XP_035733450.1	XP_029032610.1
OG0006187	XP_035735342.1	XP_029053933.1
OG0006188	XP_035725306.1	XP_029046863.1
OG0006189	XP_035738783.1	XP_029036749.1
OG0006191	XP_035732474.1	XP_029047044.1
OG0006192	XP_035733716.1	XP_029051061.1
OG0006193	XP_035719965.1	XP_029047098.1
OG0006194	XP_035733684.1	XP_029034838.1
OG0006195	XP_035728261.1	XP_029046996.1
OG0006196	XP_035717854.1	XP_029043482.1
OG0006197	XP_035724509.1	XP_029040183.1
OG0006198	XP_035721373.1	XP_029041937.1
OG0006199	XP_035727329.1	XP_029040992.1
OG0006200	XP_035723713.1	XP_029041317.1
OG0006201	XP_035727833.1	XP_029036689.1
OG0006202	XP_035734572.1	XP_029032903.1
OG0006203	XP_035727607.1	XP_029048053.1
OG0006204	XP_035736330.1	XP_029052402.1
OG0006205	XP_035741244.1	XP_029033088.1
OG0006206	XP_035726139.1	XP_029050884.1
OG0006208	XP_035735069.1	XP_029047649.1
OG0006209	XP_035732063.1	XP_029044542.1
OG0006210	XP_035734335.1	XP_029046697.1
OG0006211	XP_035719133.1	XP_029048339.1
OG0006212	XP_035733969.1	XP_029038334.1
OG0006213	XP_035725430.1	XP_029041683.1
OG0006214	XP_035741863.1	XP_029038622.1
OG0006215	XP_035717571.1	XP_029039742.1
OG0006216	XP_035722534.1	XP_029055192.1
OG0006217	XP_035742613.1	XP_029035389.1
OG0006218	XP_035723107.1	XP_029039596.1
OG0006219	XP_035729323.1	XP_029032690.1
OG0006221	XP_035743351.1	XP_029037427.1
OG0006222	XP_035727147.1	XP_029045201.1
OG0006223	XP_035718324.1	XP_029048275.1
OG0006224	XP_035739614.1	XP_029039300.1
OG0006225	XP_035731870.1	XP_029033333.1
OG0006226	XP_035729222.1	XP_029039410.1
OG0006227	XP_035740813.1	XP_029052985.1
OG0006228	XP_035719504.1	XP_029034444.1
OG0006229	XP_035741239.1	XP_029033012.1
OG0006230	XP_035721647.1, XP_035721648.1	XP_029045462.1
OG0006231	XP_035736749.1	XP_029038057.1
OG0006232	XP_035723691.1	XP_029046310.1
OG0006233	XP_035737091.1	XP_029031913.1
OG0006234	XP_035734315.1	XP_029055600.1
OG0006235	XP_035740876.1	XP_029047906.1
OG0006236	XP_035724836.1	XP_029035296.1
OG0006238	XP_035726384.1	XP_029037276.1
OG0006239	XP_035729172.1	XP_029039399.1
OG0006240	XP_035721980.1	XP_029053510.1
OG0006241	XP_035736297.1	XP_029052424.1
OG0006242	XP_035727773.1	XP_029050766.1
OG0006243	XP_035739847.1	XP_029042767.1
OG0006244	XP_035736296.1, XP_035736294.1	XP_029044387.1
OG0006245	XP_035720315.1	XP_029050660.1
OG0006246	XP_035739596.1	XP_029040947.1
OG0006247	XP_035741780.1	XP_029041611.1
OG0006248	XP_035743123.1	XP_029045927.1
OG0006249	XP_035742235.1	XP_029036404.1
OG0006250	XP_035741664.1	XP_029041773.1
OG0006251	XP_035718452.1, XP_035718451.1, XP_035718453.1	XP_029051125.1
OG0006252	XP_035742294.1	XP_029036766.1
OG0006253	XP_035717351.1	XP_029045533.1
OG0006254	XP_035731753.1	XP_029037153.1
OG0006255	XP_035740525.1	XP_029039164.1
OG0006256	XP_035740081.1	XP_029037391.1
OG0006257	XP_035738116.1	XP_029040743.1
OG0006258	XP_035718085.1	XP_029035700.1
OG0006259	XP_035737194.1	XP_029036299.1
OG0006260	XP_035730580.1	XP_029044688.1
OG0006261	XP_035735299.1	XP_029037493.1
OG0006262	XP_035726319.1	XP_029031951.1
OG0006263	XP_035721448.1	XP_029039660.1
OG0006264	XP_035740492.1	XP_029045095.1
OG0006265	XP_035721864.1	XP_029052659.1
OG0006266	XP_035738789.1	XP_029045051.1
OG0006267	XP_035720631.1	XP_029051477.1
OG0006268	XP_035731804.1	XP_029045190.1
OG0006269	XP_035721473.1	XP_029053584.1
OG0006270	XP_035734939.1	XP_029034213.1
OG0006271	XP_035735003.1	XP_029054010.1
OG0006272	XP_035732419.1	XP_029047012.1
OG0006273	XP_035727439.1	XP_029045199.1
OG0006274	XP_035741131.1	XP_029037508.1
OG0006275	XP_035718557.1	XP_029052935.1
OG0006276	XP_035728123.1	XP_029047943.1
OG0006277	XP_035726025.1	XP_029034684.1
OG0006278	XP_035719829.1	XP_029032209.1
OG0006279	XP_035744223.1	XP_029035117.1
OG0006280	XP_035735160.1	XP_029039650.1
OG0006281	XP_035728220.1, XP_035728219.1	XP_029056602.1
OG0006282	XP_035733804.1	XP_029037706.1
OG0006283	XP_035734093.1	XP_029032094.1
OG0006284	XP_035739933.1	XP_029046257.1
OG0006285	XP_035717991.1	XP_029034040.1
OG0006286	XP_035725977.1	XP_029035303.1
OG0006287	XP_035735900.1	XP_029039140.1
OG0006288	XP_035721501.1	XP_029031902.1
OG0006289	XP_035735336.1	XP_029054604.1
OG0006290	XP_035718767.1	XP_029049707.1
OG0006291	XP_035742020.1	XP_029043066.1
OG0006292	XP_035736337.1	XP_029052396.1
OG0006293	XP_035737979.1	XP_029042540.1
OG0006294	XP_035723500.1	XP_029041090.1
OG0006295	XP_035734537.1	XP_029054336.1
OG0006296	XP_035727143.1	XP_029038870.1
OG0006297	XP_035727844.1	XP_029041945.1
OG0006298	XP_035733685.1	XP_029034841.1
OG0006299	XP_035742060.1	XP_029039331.1
OG0006300	XP_035727660.1	XP_029049219.1
OG0006301	XP_035717240.1	XP_029032582.1
OG0006302	XP_035739337.1	XP_029051037.1
OG0006303	XP_035720890.1	XP_029048213.1
OG0006304	XP_035738865.1	XP_029042903.1
OG0006305	XP_035718752.1	XP_029045210.1
OG0006306	XP_035723512.1	XP_029033074.1
OG0006307	XP_035741631.1	XP_029051259.1
OG0006308	XP_035721672.1	XP_029045520.1
OG0006309	XP_035734911.1	XP_029035633.1
OG0006310	XP_035727656.1, XP_035727657.1	XP_029035262.1
OG0006311	XP_035721824.1	XP_029039409.1
OG0006312	XP_035744162.1	XP_029038773.1
OG0006313	XP_035729762.1	XP_029037991.1
OG0006314	XP_035738517.1	XP_029032836.1
OG0006315	XP_035738607.1	XP_029032848.1
OG0006316	XP_035720629.1	XP_029037417.1
OG0006317	XP_035736813.1	XP_029039980.1
OG0006318	XP_035733632.1	XP_029042356.1
OG0006319	XP_035720019.1	XP_029055478.1
OG0006320	XP_035728883.1	XP_029035793.1
OG0006321	XP_035729676.1	XP_029045888.1
OG0006322	XP_035723717.1	XP_029032980.1
OG0006323	XP_035718708.1	XP_029046516.1
OG0006324	XP_035731072.1	XP_029036807.1
OG0006325	XP_035719964.1	XP_029047104.1
OG0006326	XP_035739535.1	XP_029054128.1, XP_029053345.1
OG0006327	XP_035730668.1	XP_029041531.1, XP_029041811.1
OG0006328	XP_035741046.1	XP_029051048.1
OG0006329	XP_035735107.1	XP_029036945.1
OG0006330	XP_035720869.1	XP_029050644.1
OG0006331	XP_035731636.1	XP_029041795.1
OG0006332	XP_035743267.1	XP_029046555.1
OG0006333	XP_035743798.1	XP_029039202.1
OG0006334	XP_035724004.1	XP_029052291.1
OG0006335	XP_035732806.1	XP_029046669.1
OG0006336	XP_035729119.1, XP_035729121.1, XP_035729120.1	XP_029037290.1
OG0006337	XP_035726960.1	XP_029043194.1
OG0006338	XP_035728157.1	XP_029036758.1
OG0006339	XP_035737278.1	XP_029041648.1
OG0006340	XP_035738896.1	XP_029048049.1
OG0006341	XP_035728080.1, XP_035728079.1	XP_029047954.1
OG0006343	XP_035743827.1	XP_029042222.1
OG0006344	XP_035740851.1	XP_029039592.1
OG0006345	XP_035718539.1	XP_029056561.1
OG0006346	XP_035734513.1	XP_029054521.1
OG0006347	XP_035741004.1	XP_029044623.1
OG0006348	XP_035719290.1	XP_029033134.1
OG0006349	XP_035721901.1	XP_029034968.1
OG0006350	XP_035739676.1	XP_029037854.1
OG0006351	XP_035731126.1	XP_029035162.1
OG0006352	XP_035734532.1	XP_029032916.1
OG0006353	XP_035730248.1	XP_029039641.1
OG0006355	XP_035740370.1	XP_029044213.1
OG0006356	XP_035723234.1	XP_029041034.1
OG0006357	XP_035723119.1	XP_029053654.1
OG0006358	XP_035734262.1	XP_029045560.1
OG0006359	XP_035740387.1	XP_029044201.1
OG0006360	XP_035719925.1	XP_029046343.1
OG0006361	XP_035720533.1	XP_029051377.1
OG0006362	XP_035724408.1	XP_029053843.1
OG0006363	XP_035727378.1	XP_029052189.1, XP_029052207.1
OG0006364	XP_035743550.1	XP_029032279.1
OG0006365	XP_035721663.1	XP_029040832.1
OG0006366	XP_035724324.1	XP_029044679.1
OG0006367	XP_035732359.1	XP_029041080.1
OG0006368	XP_035735793.1	XP_029043304.1, XP_029043305.1
OG0006369	XP_035725166.1	XP_029033784.1
OG0006370	XP_035744112.1	XP_029037657.1
OG0006371	XP_035734158.1	XP_029047601.1
OG0006372	XP_035728025.1	XP_029056378.1, XP_029056377.1
OG0006373	XP_035732231.1	XP_029044517.1
OG0006374	XP_035742915.1	XP_029034261.1
OG0006375	XP_035742480.1	XP_029055895.1
OG0006376	XP_035721383.1, XP_035721384.1, XP_035721385.1	XP_029038408.1, XP_029038399.1
OG0006377	XP_035735741.1	XP_029035227.1
OG0006378	XP_035725138.1	XP_029041768.1
OG0006379	XP_035740574.1	XP_029040015.1
OG0006380	XP_035733928.1	XP_029050358.1
OG0006381	XP_035734555.1	XP_029033415.1
OG0006382	XP_035721150.1	XP_029050088.1
OG0006383	XP_035726209.1	XP_029035356.1
OG0006384	XP_035723715.1	XP_029048355.1
OG0006385	XP_035723231.1	XP_029038805.1
OG0006386	XP_035743762.1	XP_029032055.1
OG0006387	XP_035740834.1	XP_029051816.1
OG0006388	XP_035743349.1	XP_029050058.1
OG0006389	XP_035722969.1	XP_029039912.1
OG0006390	XP_035737736.1	XP_029036209.1
OG0006391	XP_035742677.1	XP_029046177.1
OG0006392	XP_035722833.1	XP_029053091.1
OG0006393	XP_035741673.1	XP_029052042.1
OG0006394	XP_035723221.1	XP_029037906.1
OG0006395	XP_035725101.1	XP_029053175.1
OG0006396	XP_035732436.1	XP_029042019.1
OG0006397	XP_035723567.1	XP_029034569.1
OG0006398	XP_035720758.1	XP_029032130.1
OG0006399	XP_035730656.1	XP_029033814.1
OG0006400	XP_035718794.1	XP_029053463.1
OG0006401	XP_035728246.1	XP_029046995.1
OG0006402	XP_035728357.1	XP_029049286.1
OG0006403	XP_035727829.1	XP_029048513.1
OG0006404	XP_035730326.1	XP_029036688.1
OG0006405	XP_035742116.1	XP_029044961.1
OG0006406	XP_035730284.1, XP_035730283.1	XP_029034241.1
OG0006407	XP_035726245.1	XP_029047119.1
OG0006408	XP_035728886.1	XP_029046298.1
OG0006409	XP_035721289.1	XP_029044329.1
OG0006410	XP_035735532.1	XP_029042570.1, XP_029042573.1
OG0006411	XP_035718852.1	XP_029048688.1
OG0006412	XP_035718145.1	XP_029050819.1
OG0006413	XP_035727258.1	XP_029044187.1
OG0006414	XP_035719763.1	XP_029034499.1
OG0006415	XP_035723383.1	XP_029039098.1
OG0006416	XP_035718819.1	XP_029033917.1
OG0006417	XP_035730072.1	XP_029039775.1
OG0006418	XP_035721245.1	XP_029041923.1
OG0006419	XP_035733833.1	XP_029044593.1
OG0006420	XP_035724980.1	XP_029039504.1
OG0006421	XP_035735472.1	XP_029047565.1
OG0006423	XP_035725826.1, XP_035725829.1	XP_029034078.1
OG0006424	XP_035743576.1	XP_029045405.1
OG0006425	XP_035720415.1	XP_029035684.1
OG0006426	XP_035742870.1	XP_029049542.1
OG0006427	XP_035726526.1	XP_029042385.1
OG0006428	XP_035724471.1	XP_029034571.1
OG0006429	XP_035719955.1	XP_029038561.1
OG0006430	XP_035719738.1	XP_029043820.1
OG0006431	XP_035743872.1	XP_029040669.1
OG0006432	XP_035722588.1	XP_029054945.1
OG0006433	XP_035737245.1	XP_029036578.1
OG0006434	XP_035741670.1	XP_029041776.1
OG0006435	XP_035725321.1	XP_029041186.1
OG0006437	XP_035732102.1	XP_029049980.1
OG0006438	XP_035728669.1	XP_029045779.1
OG0006439	XP_035738487.1	XP_029050948.1
OG0006440	XP_035736641.1	XP_029043925.1
OG0006441	XP_035726581.1	XP_029050935.1
OG0006442	XP_035726309.1	XP_029037291.1
OG0006443	XP_035737489.1	XP_029035598.1
OG0006444	XP_035742729.1	XP_029032311.1
OG0006445	XP_035737012.1	XP_029050077.1
OG0006446	XP_035737058.1	XP_029040384.1
OG0006447	XP_035735489.1	XP_029042357.1
OG0006448	XP_035743134.1	XP_029040146.1
OG0006449	XP_035719012.1	XP_029041304.1
OG0006450	XP_035730707.1	XP_029040684.1
OG0006451	XP_035728927.1	XP_029041430.1
OG0006452	XP_035730684.1	XP_029054374.1
OG0006453	XP_035730960.1	XP_029035078.1
OG0006454	XP_035726852.1, XP_035726853.1	XP_029050152.1
OG0006455	XP_035736667.1	XP_029049398.1
OG0006456	XP_035742000.1	XP_029043082.1
OG0006457	XP_035740347.1	XP_029049617.1
OG0006459	XP_035725684.1	XP_029043006.1
OG0006460	XP_035733790.1	XP_029045878.1
OG0006462	XP_035742064.1, XP_035742061.1	XP_029034007.1, XP_029034004.1
OG0006463	XP_035722571.1	XP_029040699.1
OG0006464	XP_035724730.1	XP_029048228.1
OG0006465	XP_035734098.1	XP_029038828.1
OG0006466	XP_035738679.1	XP_029041724.1
OG0006467	XP_035738857.1	XP_029053551.1
OG0006468	XP_035731149.1	XP_029035593.1
OG0006469	XP_035717633.1	XP_029038770.1
OG0006470	XP_035726009.1	XP_029039456.1
OG0006471	XP_035736706.1	XP_029044075.1
OG0006472	XP_035718621.1	XP_029054023.1
OG0006473	XP_035736599.1	XP_029032950.1
OG0006474	XP_035741379.1	XP_029036630.1
OG0006475	XP_035743769.1, XP_035743767.1	XP_029037994.1
OG0006476	XP_035743090.1	XP_029040681.1
OG0006477	XP_035739428.1	XP_029052857.1
OG0006478	XP_035723470.1	XP_029034980.1
OG0006480	XP_035730851.1	XP_029048201.1
OG0006481	XP_035725884.1	XP_029055804.1
OG0006482	XP_035728819.1, XP_035728817.1	XP_029038141.1
OG0006483	XP_035723311.1	XP_029054034.1
OG0006484	XP_035738987.1	XP_029034331.1
OG0006485	XP_035741600.1	XP_029050880.1
OG0006486	XP_035722481.1	XP_029037042.1
OG0006487	XP_035730997.1	XP_029038505.1
OG0006488	XP_035732976.1	XP_029042492.1
OG0006489	XP_035740727.1	XP_029045155.1
OG0006490	XP_035726627.1	XP_029051723.1
OG0006491	XP_035742419.1	XP_029037849.1, XP_029037850.1
OG0006493	XP_035728407.1	XP_029049984.1
OG0006494	XP_035723171.1	XP_029056529.1
OG0006495	XP_035739924.1	XP_029046237.1
OG0006496	XP_035719930.1	XP_029052332.1
OG0006497	XP_035725366.1	XP_029042391.1
OG0006498	XP_035728739.1	XP_029051033.1
OG0006499	XP_035719016.1	XP_029042770.1
OG0006500	XP_035738572.1	XP_029049880.1
OG0006501	XP_035717474.1	XP_029035767.1
OG0006502	XP_035724453.1	XP_029043267.1
OG0006503	XP_035736410.1	XP_029049939.1
OG0006504	XP_035718129.1	XP_029035587.1
OG0006505	XP_035722854.1	XP_029045132.1
OG0006506	XP_035722663.1	XP_029047251.1
OG0006507	XP_035726366.1	XP_029049492.1
OG0006508	XP_035733599.1	XP_029039769.1
OG0006509	XP_035717941.1	XP_029039567.1
OG0006510	XP_035742287.1	XP_029032590.1
OG0006511	XP_035733909.1	XP_029050433.1
OG0006512	XP_035741401.1	XP_029050710.1
OG0006513	XP_035741434.1	XP_029050739.1
OG0006514	XP_035730135.1	XP_029050161.1
OG0006515	XP_035736107.1	XP_029044396.1
OG0006516	XP_035731452.1	XP_029046364.1
OG0006517	XP_035734584.1	XP_029033190.1
OG0006518	XP_035730313.1	XP_029050220.1
OG0006519	XP_035724972.1	XP_029052678.1
OG0006520	XP_035730995.1	XP_029049800.1
OG0006521	XP_035717586.1	XP_029054492.1
OG0006522	XP_035717197.1	XP_029032322.1
OG0006523	XP_035740210.1	XP_029038082.1
OG0006524	XP_035732672.1	XP_029038121.1
OG0006525	XP_035738953.1	XP_029043189.1
OG0006526	XP_035739496.1	XP_029046235.1
OG0006527	XP_035741735.1	XP_029032826.1
OG0006528	XP_035735137.1	XP_029053976.1, XP_029053919.1
OG0006529	XP_035726407.1	XP_029031970.1
OG0006530	XP_035733559.1	XP_029032413.1
OG0006531	XP_035722573.1	XP_029033516.1
OG0006533	XP_035724613.1	XP_029042930.1
OG0006534	XP_035741749.1	XP_029051742.1
OG0006535	XP_035724211.1, XP_035724212.1, XP_035724210.1	XP_029053049.1
OG0006536	XP_035718618.1	XP_029042125.1
OG0006537	XP_035721884.1	XP_029051852.1
OG0006538	XP_035730039.1	XP_029040534.1
OG0006539	XP_035733819.1	XP_029044385.1
OG0006540	XP_035743963.1	XP_029048300.1
OG0006541	XP_035717226.1	XP_029047354.1
OG0006542	XP_035724241.1	XP_029050314.1
OG0006543	XP_035728447.1	XP_029038887.1
OG0006544	XP_035742133.1	XP_029048853.1
OG0006545	XP_035722065.1	XP_029047069.1
OG0006547	XP_035725282.1	XP_029033049.1
OG0006548	XP_035728816.1	XP_029033397.1
OG0006549	XP_035736654.1	XP_029043932.1
OG0006550	XP_035727255.1	XP_029038395.1, XP_029038394.1
OG0006551	XP_035724641.1	XP_029040651.1
OG0006552	XP_035735581.1	XP_029039149.1
OG0006553	XP_035720618.1	XP_029037920.1
OG0006554	XP_035732372.1	XP_029041006.1
OG0006555	XP_035732498.1	XP_029052650.1
OG0006556	XP_035738830.1	XP_029046839.1
OG0006557	XP_035721883.1	XP_029050146.1
OG0006558	XP_035728756.1, XP_035728757.1	XP_029040621.1
OG0006559	XP_035743811.1	XP_029033114.1
OG0006560	XP_035739201.1	XP_029037088.1
OG0006561	XP_035721326.1	XP_029035994.1
OG0006562	XP_035721511.1	XP_029044369.1
OG0006563	XP_035723298.1	XP_029050180.1
OG0006565	XP_035719897.1	XP_029042069.1
OG0006566	XP_035740338.1	XP_029031870.1
OG0006568	XP_035729672.1	XP_029032456.1
OG0006570	XP_035742848.1	XP_029055710.1
OG0006571	XP_035741053.1	XP_029032161.1
OG0006572	XP_035728337.1, XP_035728336.1	XP_029039877.1, XP_029039878.1
