Orthogroup	Vespa_mandarinia	Bombyx_mori
OG0005543	XP_035719890.1	XP_037870807.1
OG0005544	XP_035736665.1	XP_037867491.1
OG0005545	XP_035741512.1	XP_004930572.1
OG0005546	XP_035735448.1	XP_037869410.1
OG0005547	XP_035721336.1	XP_004922525.1
OG0005548	XP_035735498.1	XP_021202490.2
OG0005550	XP_035735409.1	XP_004931704.1
OG0005551	XP_035733871.1, XP_035733872.1	XP_037870916.1
OG0005552	XP_035736621.1	XP_012545407.1
OG0005553	XP_035737345.1	XP_037876190.1
OG0005554	XP_035721977.1	XP_037873760.1
OG0005555	XP_035724114.1	XP_004928877.1
OG0005556	XP_035718266.1	XP_004923181.3
OG0005557	XP_035728778.1	XP_004928201.2
OG0005558	XP_035729309.1	XP_004930694.1
OG0005559	XP_035741584.1	XP_004930020.1
OG0005560	XP_035732720.1, XP_035732729.1	XP_004923522.1
OG0005561	XP_035725318.1	XP_004924238.1
OG0005562	XP_035731879.1	XP_004929215.2
OG0005563	XP_035724177.1	XP_037868532.1, XP_037868531.1
OG0005565	XP_035718472.1	NP_001138794.1
OG0005566	XP_035738107.1	XP_037871276.1
OG0005567	XP_035725637.1	NP_001040243.1
OG0005568	XP_035732302.1	NP_001093309.1
OG0005569	XP_035722557.1	XP_004930980.1
OG0005571	XP_035738861.1	XP_012551178.1
OG0005572	XP_035718745.1, XP_035718751.1	NP_001116811.1
OG0005573	XP_035741008.1	XP_037869466.1, XP_037869468.1, XP_037869467.1
OG0005574	XP_035717581.1, XP_035717582.1	XP_037873847.1
OG0005575	XP_035728237.1	XP_012547190.1
OG0005576	XP_035725460.1	XP_004926642.2
OG0005577	XP_035744195.1	XP_037870757.1
OG0005579	XP_035739558.1	XP_021208146.1
OG0005580	XP_035722244.1	XP_004933436.1
OG0005582	XP_035718505.1	XP_004927342.2
OG0005583	XP_035726465.1	XP_012546992.3
OG0005584	XP_035727041.1	XP_004929505.1
OG0005585	XP_035720689.1	XP_021204125.1
OG0005586	XP_035728689.1	XP_037868471.1
OG0005587	XP_035734789.1	NP_001245292.1, XP_012553370.1
OG0005588	XP_035740408.1, XP_035740407.1	XP_004922401.3
OG0005589	XP_035741965.1	XP_012548301.1, NP_001037061.2
OG0005590	XP_035733866.1	XP_004926007.1
OG0005591	XP_035731891.1, XP_035731890.1	XP_004923003.1
OG0005593	XP_035740978.1	XP_004922476.1
OG0005594	XP_035729633.1	XP_037869745.1
OG0005595	XP_035731369.1	XP_037873906.1
OG0005596	XP_035735643.1	XP_037867785.1
OG0005597	XP_035742487.1	XP_012545263.1
OG0005598	XP_035723049.1	XP_037869926.1
OG0005599	XP_035732041.1	XP_037870045.1
OG0005600	XP_035728581.1	XP_012546713.1, NP_001191408.1, XP_012553221.1
OG0005601	XP_035732576.1	XP_012543899.2
OG0005602	XP_035717466.1, XP_035717464.1	XP_021206678.1
OG0005603	XP_035741416.1	XP_037870714.1
OG0005604	XP_035725687.1	XP_004927034.1
OG0005606	XP_035736169.1	XP_021208210.1
OG0005607	XP_035720591.1	XP_012546705.1, NP_001036895.2
OG0005608	XP_035725751.1	NP_001140194.1, XP_012544559.2
OG0005609	XP_035739219.1, XP_035739220.1	XP_004930347.1
OG0005610	XP_035739198.1	XP_037869436.1
OG0005611	XP_035727152.1	XP_004923644.1
OG0005612	XP_035721389.1	XP_004926211.1
OG0005613	XP_035729606.1	XP_004923335.1
OG0005614	XP_035728485.1	XP_004924573.1
OG0005615	XP_035735109.1	XP_012551672.1
OG0005616	XP_035737269.1	XP_004929125.1
OG0005617	XP_035721744.1	XP_012550689.1, NP_001119722.1
OG0005618	XP_035720931.1	XP_037874532.1
OG0005619	XP_035721675.1	XP_004930947.2
OG0005620	XP_035735273.1	XP_004931551.1
OG0005621	XP_035732175.1	XP_037874508.1
OG0005622	XP_035741523.1	XP_021204530.1
OG0005623	XP_035741015.1	NP_001040357.1
OG0005624	XP_035717752.1	XP_037874330.1
OG0005625	XP_035738578.1	XP_004923670.1
OG0005626	XP_035721475.1	XP_012549456.1
OG0005627	XP_035717972.1	NP_001166195.1
OG0005628	XP_035717996.1	XP_037867206.1
OG0005629	XP_035717132.1	XP_004921747.1
OG0005630	XP_035735065.1	XP_012546971.2
OG0005631	XP_035737980.1	XP_004922107.1, XP_004930600.1
OG0005632	XP_035717624.1	XP_004927392.1
OG0005633	XP_035723167.1	XP_012546786.2, XP_012546787.2
OG0005634	XP_035737136.1	XP_004931378.1
OG0005635	XP_035727318.1	XP_012545153.1
OG0005636	XP_035730974.1	XP_021207465.1
OG0005637	XP_035738678.1	XP_037872029.1
OG0005638	XP_035729674.1	XP_004932216.1
OG0005639	XP_035717212.1	XP_021206232.1
OG0005640	XP_035720190.1	XP_004921969.2, XP_037872845.1
OG0005642	XP_035743505.1	XP_021205047.1
OG0005643	XP_035734128.1	XP_012544473.1, XP_012549023.1
OG0005645	XP_035729763.1	XP_004925220.1
OG0005646	XP_035743302.1	XP_037870919.1
OG0005647	XP_035719189.1	XP_004931757.2
OG0005648	XP_035731222.1, XP_035731223.1	XP_037875335.1
OG0005649	XP_035732360.1	XP_012551912.1
OG0005650	XP_035732381.1	XP_037872986.1
OG0005651	XP_035724770.1	XP_004929503.1
OG0005652	XP_035741811.1	XP_004923707.1
OG0005653	XP_035724721.1	XP_037871745.1, XP_037871744.1, XP_037871743.1
OG0005654	XP_035732714.1, XP_035732713.1	XP_012547544.3
OG0005655	XP_035744283.1	XP_004933459.1
OG0005656	XP_035735485.1	XP_037868300.1
OG0005657	XP_035723690.1	XP_021206279.1
OG0005658	XP_035733951.1, XP_035733952.1	XP_004930996.2
OG0005659	XP_035742326.1	XP_037875989.1
OG0005661	XP_035737391.1	XP_004924681.1
OG0005662	XP_035736103.1	XP_037866685.1
OG0005663	XP_035721208.1	XP_021203208.2
OG0005664	XP_035729635.1	NP_001129361.1
OG0005665	XP_035742540.1	XP_037872902.1
OG0005666	XP_035734630.1	XP_004930145.1
OG0005667	XP_035736226.1, XP_035736227.1	XP_004933860.1
OG0005668	XP_035732422.1	XP_037866829.1
OG0005669	XP_035740568.1	XP_021209163.1
OG0005670	XP_035732425.1	NP_001108459.1
OG0005671	XP_035722246.1	XP_004932919.1
OG0005672	XP_035739699.1	XP_037866669.1
OG0005673	XP_035734551.1	XP_004928724.1
OG0005674	XP_035734510.1	XP_037876510.1
OG0005675	XP_035717678.1, XP_035717673.1	XP_012548038.1
OG0005676	XP_035718920.1	XP_037876384.1
OG0005677	XP_035722017.1	XP_004931632.2
OG0005678	XP_035730802.1, XP_035730801.1	XP_037866972.1
OG0005679	XP_035720785.1	XP_012550199.1
OG0005681	XP_035737751.1	NP_001037666.1
OG0005682	XP_035744161.1	XP_037876174.1
OG0005683	XP_035739794.1	XP_012547863.1
OG0005684	XP_035737798.1	XP_004921718.1
OG0005685	XP_035738214.1	XP_012549774.2
OG0005686	XP_035739839.1	XP_021205630.1
OG0005687	XP_035720072.1, XP_035720070.1	XP_012547176.1
OG0005688	XP_035733711.1	XP_037869957.1
OG0005689	XP_035728047.1	XP_012548262.1
OG0005690	XP_035718941.1	XP_037869656.1
OG0005691	XP_035735650.1	XP_037868390.1
OG0005692	XP_035735584.1	XP_021205817.2
OG0005693	XP_035730330.1	XP_004924153.1
OG0005694	XP_035734843.1	XP_021206400.2
OG0005695	XP_035730005.1, XP_035730004.1	XP_037873303.1
OG0005696	XP_035732593.1, XP_035732570.1	XP_037874270.1
OG0005697	XP_035724397.1	XP_004929614.3
OG0005698	XP_035726186.1	XP_037877039.1
OG0005700	XP_035742786.1	XP_037867841.1
OG0005701	XP_035733704.1	XP_037875617.1
OG0005702	XP_035725299.1	XP_012546468.3
OG0005704	XP_035732203.1	XP_021208439.1
OG0005705	XP_035728956.1	XP_037873183.1
OG0005706	XP_035727789.1, XP_035727804.1	XP_004930492.1
OG0005707	XP_035742840.1	XP_004925813.1
OG0005708	XP_035729311.1	XP_012546139.3
OG0005709	XP_035726868.1, XP_035726877.1	XP_004927249.1
OG0005710	XP_035729453.1	XP_037873926.1
OG0005711	XP_035731639.1, XP_035731638.1	XP_037867477.1
OG0005712	XP_035729173.1	NP_001166819.1
OG0005713	XP_035733832.1	XP_004925102.1
OG0005714	XP_035722970.1	XP_012544183.1
OG0005715	XP_035725718.1	XP_012544577.1
OG0005716	XP_035731060.1	XP_004927343.1, XP_037876021.1
OG0005717	XP_035729765.1	XP_004923753.2
OG0005718	XP_035734924.1	XP_012551393.2
OG0005719	XP_035726175.1, XP_035726173.1	XP_037877050.1
OG0005720	XP_035726520.1	NP_001040501.1, XP_004930219.1
OG0005721	XP_035723078.1	XP_004924705.1
OG0005722	XP_035738013.1	XP_004927187.2
OG0005724	XP_035731573.1	NP_001040226.1
OG0005725	XP_035720136.1	XP_037874923.1
OG0005726	XP_035722569.1	XP_037876555.1
OG0005727	XP_035742478.1	XP_037873984.1
OG0005728	XP_035734522.1	XP_004931289.1
OG0005729	XP_035724686.1	XP_004927955.1
OG0005730	XP_035738128.1	XP_004928844.3
OG0005731	XP_035722103.1	XP_037871394.1, XP_037871389.1
OG0005732	XP_035723460.1	XP_004933014.1
OG0005733	XP_035741661.1	XP_004928279.2
OG0005734	XP_035742306.1	XP_037867334.1
OG0005736	XP_035724003.1	XP_004931619.3
OG0005737	XP_035722094.1	XP_012550791.2
OG0005738	XP_035727435.1	XP_012551509.2
OG0005740	XP_035720787.1	XP_037873851.1
OG0005741	XP_035735534.1	XP_004926291.2
OG0005742	XP_035719790.1	XP_037871906.1
OG0005743	XP_035724933.1	XP_021204711.1
OG0005744	XP_035736482.1	XP_004932124.1
OG0005745	XP_035733344.1	XP_004928906.1
OG0005746	XP_035740300.1	NP_001162054.2
OG0005747	XP_035734361.1	XP_037876132.1
OG0005749	XP_035720603.1	XP_037868455.1
OG0005750	XP_035743089.1	XP_021204372.1
OG0005751	XP_035739651.1	XP_021206856.1
OG0005752	XP_035743708.1	XP_037866621.1
OG0005753	YP_009915667.1, XP_035733905.1, XP_035741851.1	NP_059469.1, XP_037877335.1, XP_037877334.1
OG0005754	XP_035727086.1	XP_004932914.1, XP_004932915.1
OG0005756	XP_035740224.1	XP_021203323.1, XP_012545356.2
OG0005759	XP_035717998.1	XP_037866617.1
OG0005760	XP_035743723.1	XP_004923366.1
OG0005761	XP_035742075.1, XP_035742078.1	XP_021207619.1
OG0005762	XP_035742440.1	NP_001191410.1, XP_021204051.1
OG0005763	XP_035731894.1	XP_004932911.2
OG0005764	XP_035739675.1, XP_035739674.1	XP_037870471.1
OG0005765	XP_035729049.1	XP_004923009.1, XP_004923011.1
OG0005766	XP_035738339.1	XP_037874355.1, XP_037874353.1
OG0005767	XP_035733276.1	XP_037876232.1
OG0005769	XP_035742958.1, XP_035742957.1, XP_035742959.1	XP_037866532.1
OG0005770	XP_035730989.1	XP_004930218.1
OG0005771	XP_035728687.1	XP_004926347.1
OG0005772	XP_035740053.1, XP_035740052.1, XP_035740051.1	XP_004929213.2
OG0005773	XP_035739510.1	XP_004923979.1
OG0005774	XP_035720856.1	XP_012548256.2
OG0005775	XP_035717147.1	XP_012546324.1, NP_001243910.1
OG0005776	XP_035742244.1	XP_037871571.1, XP_037871572.1
OG0005777	XP_035728380.1	XP_037877709.1
OG0005778	XP_035739967.1, XP_035740241.1, XP_035740063.1, XP_035740154.1	XP_004933007.1
OG0005779	XP_035727652.1	XP_012548899.2
OG0005780	XP_035741028.1	XP_037869113.1, XP_004924878.2
OG0005781	XP_035740145.1, XP_035740143.1	XP_004930988.1
OG0005782	XP_035723235.1	NP_001266293.1
OG0005783	XP_035720045.1	XP_004925130.1
OG0005785	XP_035743871.1, XP_035743869.1, XP_035743870.1	XP_012551889.1
OG0005787	XP_035728749.1	NP_001095933.1
OG0005788	XP_035738355.1	XP_012548305.1, NP_001040215.1
OG0005789	XP_035717607.1, XP_035717603.1	XP_037874791.1
OG0005790	XP_035742189.1, XP_035742187.1	XP_037870712.1, XP_037870713.1
OG0005791	XP_035726979.1	NP_001182633.1
OG0005792	XP_035734470.1	XP_021202672.2
OG0005793	XP_035738673.1	XP_004928513.1
OG0005794	XP_035741032.1, XP_035741040.1	XP_037873131.1
OG0005795	XP_035728473.1	XP_037873763.1
OG0005796	XP_035728528.1	XP_004928961.2
OG0005797	XP_035731672.1	NP_001165389.1, NP_001104822.1, XP_021203197.2, XP_004927161.1
OG0005798	XP_035733012.1, XP_035733004.1, XP_035732997.1, XP_035732986.1	XP_021206238.1
OG0005799	XP_035730112.1	XP_004923944.1
OG0005800	XP_035731868.1	XP_012548509.1
OG0005801	XP_035742157.1	XP_004922820.1
OG0005804	XP_035742960.1	XP_037867393.1
OG0005805	XP_035741349.1	XP_037872278.1, XP_004930113.1
OG0005806	XP_035743949.1	XP_021208328.1, XP_021208324.1
OG0005807	XP_035741428.1	XP_037871024.1
OG0005808	XP_035722313.1	XP_037871573.1
OG0005809	XP_035727576.1	XP_021204878.2, XP_021204877.2
OG0005811	XP_035739612.1, XP_035739609.1	NP_001037482.1
OG0005813	XP_035738031.1	XP_004930974.1
OG0005814	XP_035720201.1	XP_037875230.1, XP_037875231.1
OG0005815	XP_035738897.1	XP_037877160.1, XP_037877163.1
OG0005817	XP_035722735.1, XP_035722736.1	XP_037868161.1
OG0005818	XP_035741642.1	XP_037869465.1
OG0005819	XP_035719226.1	XP_037877279.1, XP_037876939.1
OG0005820	XP_035741926.1	XP_004922647.1, XP_012551815.1, XP_037871267.1
OG0005822	XP_035742167.1	XP_004927245.1
OG0005824	XP_035728214.1, XP_035728217.1	XP_037873274.1
OG0005826	XP_035731314.1	XP_004922907.1
OG0005827	XP_035723143.1	XP_021203128.1
OG0005831	XP_035721137.1	XP_037866630.1
OG0005833	XP_035735738.1, XP_035735737.1	XP_004930401.2
OG0005835	XP_035738569.1	XP_037876912.1, XP_037866554.1
OG0005845	XP_035728829.1	XP_021202175.1
OG0005846	XP_035742566.1	NP_001040534.1
OG0005847	XP_035721826.1	XP_004924510.1, NP_001093279.1
OG0005848	XP_035733631.1	XP_037875046.1
OG0005849	XP_035736889.1	NP_001040526.1
OG0005850	XP_035726240.1	NP_001093278.1
OG0005851	XP_035718594.1	NP_001037150.1
OG0005852	XP_035729424.1	NP_001037209.1
OG0005853	XP_035724440.1	NP_001037267.1
OG0005854	XP_035742170.1	XP_004929459.1
OG0005855	XP_035726796.1	XP_037877660.1, NP_001037269.1
OG0005856	XP_035722739.1	NP_001040448.1
OG0005857	XP_035725081.1	NP_001037231.1
OG0005858	XP_035735414.1	NP_001037520.1
OG0005859	XP_035719309.1	NP_001040337.1
OG0005860	XP_035739359.1	NP_001037247.1
OG0005861	XP_035741955.1	XP_004929274.1
OG0005862	XP_035725711.1	XP_012546903.1, NP_001243947.1
OG0005863	XP_035739769.1	NP_001157384.1, XP_012547721.1
OG0005864	XP_035743553.1	XP_012545314.1
OG0005865	XP_035738606.1	XP_004924163.1
OG0005866	XP_035717930.1	XP_004933262.1
OG0005867	XP_035730838.1	XP_004925667.2
OG0005868	XP_035735642.1	NP_001036940.1
OG0005869	XP_035738873.1	XP_012544927.2
OG0005870	XP_035717114.1	XP_012550682.1
OG0005871	XP_035724427.1	XP_004931988.1
OG0005872	XP_035725360.1	NP_001091753.1
OG0005873	XP_035718535.1	NP_001040438.1
OG0005874	XP_035728119.1	XP_004931801.1
OG0005875	XP_035733165.1	NP_001040261.1
OG0005876	XP_035722734.1	XP_004930705.1
OG0005877	XP_035722202.1	XP_004931441.1, XP_012550496.2
OG0005878	XP_035729191.1	NP_001040270.1
OG0005879	XP_035725035.1	NP_001093285.1
OG0005880	XP_035727545.1	XP_004930782.1
OG0005881	XP_035733424.1	NP_001093286.1
OG0005882	XP_035720883.1	NP_001091763.1
OG0005883	XP_035736656.1	XP_004927123.1
OG0005884	XP_035739678.1	XP_004930993.1
OG0005886	XP_035744222.1	XP_004927079.1
OG0005887	XP_035740913.1	NP_001040170.1
OG0005888	XP_035733840.1	XP_012551317.1, NP_001040236.1
OG0005889	XP_035729798.1	NP_001037147.1
OG0005890	XP_035729968.1	XP_004931901.1
OG0005891	XP_035733423.1	XP_004922592.1
OG0005892	XP_035730553.1	NP_001037215.1
OG0005893	XP_035729070.1	NP_001040373.1, NP_001040162.1
OG0005894	XP_035731565.1	XP_004923890.1
OG0005895	XP_035726936.1	XP_004929165.1
OG0005896	XP_035724640.1	NP_001040476.1
OG0005897	XP_035728989.1	NP_001040427.1
OG0005898	XP_035733248.1	XP_021202549.2
OG0005899	XP_035719221.1	XP_004931280.1
OG0005900	XP_035739801.1	XP_012547935.1, XP_021205155.1
OG0005901	XP_035721520.1	XP_004926440.1
OG0005902	XP_035730882.1	NP_001037642.1
OG0005903	XP_035743770.1	NP_001040459.1
OG0005904	XP_035742490.1	NP_001040463.1
OG0005905	XP_035740583.1	NP_001040278.1
OG0005906	XP_035727116.1	XP_004922416.1
OG0005907	XP_035729331.1	NP_001037578.1
OG0005908	XP_035740519.1	XP_004926929.1
OG0005909	XP_035743876.1	NP_001037138.1
OG0005910	XP_035738692.1	XP_021202191.1
OG0005911	XP_035727547.1	NP_001040510.1
OG0005912	XP_035728361.1	XP_012550382.1, NP_001091796.1
OG0005913	XP_035737490.1	XP_004931309.1
OG0005914	XP_035732122.1	XP_012544881.2
OG0005916	XP_035733745.1	XP_004927833.1
OG0005917	XP_035734602.1	XP_004928888.1
OG0005918	XP_035729869.1	NP_001040325.1
OG0005919	XP_035735017.1	XP_004931468.1
OG0005920	XP_035732668.1	NP_001106708.1
OG0005921	XP_035739935.1	NP_001040265.1
OG0005922	XP_035744197.1	XP_004922426.3
OG0005923	XP_035743106.1	XP_004925129.2
OG0005924	XP_035737108.1	XP_004932835.2
OG0005925	XP_035733672.1	XP_004928267.1
OG0005926	XP_035721324.1	XP_004929435.1
OG0005927	XP_035737953.1	XP_004928693.1
OG0005928	XP_035719084.1	XP_004933051.2
OG0005929	XP_035721571.1	XP_004931616.1
OG0005930	XP_035724855.1	XP_004925539.1
OG0005931	XP_035729579.1	XP_037871107.1
OG0005932	XP_035734145.1	NP_001040361.1
OG0005933	XP_035724870.1	XP_004924239.1
OG0005934	XP_035733069.1	XP_004931812.1
OG0005935	XP_035739541.1	NP_001040529.1
OG0005937	XP_035729399.1	XP_004926126.1
OG0005938	XP_035718320.1	XP_004927022.1
OG0005939	XP_035731923.1	XP_004924436.1
OG0005940	XP_035742127.1	NP_001040235.1
OG0005941	XP_035719688.1	NP_001040116.1
OG0005942	XP_035738496.1, XP_035738495.1	NP_001040492.1
OG0005943	XP_035726711.1	XP_021204052.1
OG0005944	XP_035740351.1	XP_004933023.1
OG0005945	XP_035739494.1	XP_004930423.1
OG0005946	XP_035722156.1	XP_004932633.1
OG0005947	XP_035720114.1	XP_012550051.1
OG0005948	XP_035729415.1	NP_001037616.1, XP_012548760.2
OG0005949	XP_035723666.1	XP_012551005.1
OG0005950	XP_035733809.1	XP_004923471.1
OG0005951	XP_035731914.1	XP_004924604.2
OG0005952	XP_035725354.1	XP_037874095.1
OG0005954	XP_035736600.1	XP_004923387.1
OG0005955	XP_035728533.1, XP_035728534.1	XP_021204243.2, XP_004927084.2, XP_037876375.1, XP_004927087.1
OG0005956	XP_035727170.1	NP_001040202.1
OG0005957	XP_035725563.1	NP_001037434.1
OG0005958	XP_035720363.1	XP_004923115.1
OG0005959	XP_035728799.1	NP_001036986.1
OG0005960	XP_035726793.1	XP_037877661.1, NP_001040106.1
OG0005961	XP_035721462.1	XP_004930979.1
OG0005962	XP_035743704.1	XP_037868918.1
OG0005963	XP_035729401.1	NP_001037664.1
OG0005964	XP_035729329.1, XP_035729330.1	XP_037867348.1
OG0005965	XP_035728498.1	XP_037874721.1
OG0005966	XP_035735692.1	XP_004927953.1
OG0005967	XP_035721068.1	XP_037869950.1
OG0005968	XP_035721008.1	XP_004932938.1
OG0005969	XP_035735982.1	NP_001091743.1
OG0005970	XP_035724720.1	XP_004927445.1
OG0005972	XP_035737746.1	XP_004923063.1
OG0005973	XP_035723659.1	XP_004922925.1
OG0005974	XP_035725600.1	XP_004930444.1
OG0005975	XP_035737995.1	XP_012553378.1, NP_001040258.1
OG0005976	XP_035738695.1	XP_004928667.1
OG0005977	XP_035731988.1	XP_004926037.1, XP_037874001.1
OG0005978	XP_035722157.1	XP_004931608.1
OG0005979	XP_035729263.1	NP_001040173.1
OG0005980	XP_035717646.1	XP_021205726.2
OG0005981	XP_035726766.1	NP_001041703.1
OG0005982	XP_035743043.1	XP_004932544.1
OG0005983	XP_035736288.1	NP_001040523.1
OG0005984	XP_035717722.1	XP_004925210.1
OG0005985	XP_035740894.1	XP_004929263.1
OG0005986	XP_035734382.1	XP_004926045.1
OG0005987	XP_035743721.1	XP_004924156.1
OG0005988	XP_035730002.1	NP_001040535.1
OG0005989	XP_035721320.1	XP_004932388.1
OG0005990	XP_035718392.1	XP_004927759.1
OG0005991	XP_035722163.1	XP_021203329.2
OG0005992	XP_035733930.1	XP_004927747.1
OG0005993	XP_035734517.1	NP_001040442.1
OG0005994	XP_035724357.1	NP_001040386.1
OG0005995	XP_035734524.1	XP_037870852.1
OG0005996	XP_035723264.1	XP_004924802.1
OG0005997	XP_035735227.1	XP_004922245.1
OG0005998	XP_035738966.1	XP_004933567.1
OG0005999	XP_035731899.1	NP_001138800.1, XP_012547716.1
OG0006000	XP_035726051.1	NP_001091811.1
OG0006001	XP_035717861.1	XP_004926557.1
OG0006002	XP_035734655.1	XP_004929273.2
OG0006003	XP_035722638.1, XP_035722639.1	XP_004928722.1
OG0006004	XP_035725051.1	XP_004921847.1
OG0006005	XP_035741207.1	XP_004922007.1
OG0006006	XP_035729045.1	XP_012552770.1, NP_001091769.1
OG0006007	XP_035739803.1	XP_012549644.2
OG0006008	XP_035741209.1	XP_037874882.1
OG0006010	XP_035732521.1	XP_021202677.1
OG0006011	XP_035718125.1	XP_037866631.1, XP_004929152.2
OG0006012	XP_035717631.1	XP_012548841.2
OG0006013	XP_035723020.1	XP_004925975.1
OG0006014	XP_035724050.1	XP_004931499.2
OG0006015	XP_035736639.1, XP_035736640.1	XP_004927272.2
OG0006016	XP_035729514.1	XP_037867998.1
OG0006017	XP_035737112.1	XP_037867898.1
OG0006018	XP_035729064.1	XP_021203070.2
OG0006019	XP_035738370.1	XP_037871809.1
OG0006020	XP_035738397.1	XP_004922077.4
OG0006021	XP_035729909.1	XP_012551683.1
OG0006022	XP_035741049.1	XP_021203461.1, NP_001040137.1
OG0006023	XP_035719967.1	XP_004924093.1
OG0006024	XP_035735778.1	XP_012545923.1
OG0006025	XP_035728139.1	XP_012552810.2
OG0006026	XP_035737425.1	XP_037872614.1
OG0006027	XP_035727398.1	XP_004925181.2
OG0006028	XP_035720023.1	XP_037875643.1
OG0006029	XP_035737451.1	XP_037872194.1
OG0006030	XP_035734855.1	XP_012547930.2
OG0006031	XP_035734207.1	XP_012548996.1
OG0006032	XP_035728004.1	XP_004922016.1
OG0006033	XP_035727613.1	XP_037869765.1
OG0006036	XP_035726200.1	XP_012550261.1
OG0006037	XP_035738332.1	NP_001037678.1
OG0006038	XP_035720782.1	XP_012544940.2
OG0006039	XP_035731637.1	XP_021203091.1
OG0006040	XP_035726518.1	XP_004923163.2
OG0006042	XP_035728064.1	XP_037866902.1
OG0006043	XP_035717150.1	XP_037875260.1
OG0006044	XP_035717598.1	XP_021207466.1
OG0006045	XP_035729246.1	XP_004923360.1
OG0006046	XP_035719073.1	XP_012546828.1
OG0006047	XP_035731705.1	XP_037867906.1
OG0006048	XP_035728240.1	XP_004932952.1
OG0006049	XP_035730261.1	XP_037873904.1
OG0006050	XP_035743094.1	XP_037874266.1
OG0006051	XP_035718413.1	XP_021209311.1
OG0006052	XP_035738714.1	XP_004930407.1
OG0006053	XP_035724316.1	XP_004925265.2
OG0006054	XP_035742882.1	XP_037869446.1
OG0006055	XP_035719728.1, XP_035719727.1	XP_004925775.1
OG0006056	XP_035718161.1	XP_012545704.3
OG0006057	XP_035721537.1	XP_037867169.1
OG0006058	XP_035731255.1	XP_037874460.1
OG0006059	XP_035740058.1	NP_001157371.1
OG0006060	XP_035721540.1	XP_004931664.1
OG0006062	XP_035738929.1	XP_037873839.1, XP_037873838.1
OG0006063	XP_035732147.1	XP_004928272.1
OG0006064	XP_035725910.1	XP_004922915.1
OG0006065	XP_035717550.1	XP_021207187.1, XP_021207195.1
OG0006067	XP_035725730.1	XP_004933463.1
OG0006069	XP_035717804.1	XP_037870641.1
OG0006070	XP_035731398.1	XP_004922631.1
OG0006071	XP_035737592.1	XP_004921947.1
OG0006072	XP_035735733.1	XP_004922465.1
OG0006073	XP_035733505.1, XP_035733504.1	XP_037870881.1
OG0006074	XP_035720713.1	XP_012543984.1
OG0006075	XP_035735503.1	XP_021202319.2
OG0006076	XP_035728470.1	XP_037873084.1
OG0006077	XP_035733995.1	XP_004928466.1
OG0006078	XP_035725585.1	XP_037874703.1
OG0006079	XP_035721557.1	NP_001040349.1
OG0006080	XP_035728674.1	XP_037876044.1, XP_021203773.1
OG0006081	XP_035736897.1	XP_004925773.1
OG0006082	XP_035739754.1	NP_001073348.1
OG0006083	XP_035722771.1	XP_037874640.1, NP_001037620.1
OG0006084	XP_035722208.1	NP_001189464.1
OG0006085	XP_035732007.1	NP_001040302.1, XP_037866754.1
OG0006086	XP_035722308.1	XP_004932228.1
OG0006087	XP_035735623.1	XP_004926807.1
OG0006088	XP_035743753.1	NP_001182135.1
OG0006089	XP_035730263.1	XP_004927283.1
OG0006090	XP_035726333.1	XP_004932252.1
OG0006091	XP_035719937.1	XP_004930767.1, XP_012549876.1
OG0006092	XP_035744158.1	XP_004932363.1, XP_021207689.1
OG0006093	XP_035738871.1	XP_037877104.1
OG0006094	XP_035717978.1	XP_037866541.1
OG0006095	XP_035736286.1	XP_004933398.1
OG0006096	XP_035743654.1	XP_004925257.1
OG0006097	XP_035735728.1	XP_037869445.1
OG0006098	XP_035738836.1, XP_035738835.1	XP_037875624.1
OG0006099	XP_035729450.1	XP_037872191.1
OG0006100	XP_035738032.1	XP_004923313.2
OG0006101	XP_035721718.1	XP_037870970.1
OG0006102	XP_035738573.1	XP_037869258.1
OG0006103	XP_035730208.1	XP_004921658.1
OG0006104	XP_035718500.1	NP_001037315.1
OG0006105	XP_035723000.1	XP_004923802.1
OG0006106	XP_035717170.1	NP_001040511.1
OG0006107	XP_035724137.1	XP_037875680.1
OG0006108	XP_035726685.1	XP_037868096.1
OG0006109	XP_035740119.1	XP_004929283.2
OG0006110	XP_035732339.1	XP_037866596.1
OG0006111	XP_035727876.1	XP_004927345.2, XP_037875806.1
OG0006112	XP_035727771.1	XP_004932338.1
OG0006113	XP_035738413.1	XP_004931326.1
OG0006114	XP_035740489.1	XP_004928884.1
OG0006115	XP_035725858.1	XP_004932649.1
OG0006116	XP_035732773.1	XP_004922481.2
OG0006117	XP_035733507.1	XP_037872359.1
OG0006118	XP_035727251.1, XP_035727250.1	XP_037872841.1
OG0006119	XP_035725394.1	XP_004932563.3
OG0006120	XP_035744274.1	XP_004927042.1
OG0006121	XP_035721106.1	XP_004926949.2
OG0006122	XP_035717193.1	XP_021208081.1
OG0006123	XP_035721108.1	NP_001036917.1
OG0006124	XP_035733221.1	XP_004922460.1
OG0006125	XP_035735641.1	XP_004922459.1
OG0006126	XP_035727800.1	XP_037874960.1, XP_004926452.2
OG0006127	XP_035742238.1	NP_001040544.1
OG0006128	XP_035740616.1	NP_001040288.1, XP_012553379.1
OG0006130	XP_035722263.1	XP_004926215.2
OG0006131	XP_035743087.1	XP_012544448.1
OG0006134	XP_035736990.1	XP_012549007.1
OG0006135	XP_035732512.1	XP_004929468.1
OG0006136	XP_035722339.1	XP_012547897.1
