Orthogroup	Vespa_mandarinia	Acyrthosiphon_pisum
OG0006303	XP_035720890.1	XP_001951140.2
OG0006304	XP_035738865.1	XP_029346145.1, XP_001951193.1
OG0006305	XP_035718752.1	XP_001951196.2
OG0006306	XP_035723512.1	XP_001951228.1, XP_029347040.1
OG0006307	XP_035741631.1	XP_001951240.1
OG0006308	XP_035721672.1	XP_001951256.2
OG0006309	XP_035734911.1	XP_001951269.1, XP_003243126.2
OG0006310	XP_035727656.1, XP_035727657.1	XP_001951275.2
OG0006311	XP_035721824.1	XP_001951283.1
OG0006312	XP_035744162.1	XP_016661943.1, XP_001951404.1
OG0006313	XP_035729762.1	XP_001951431.1
OG0006314	XP_035738517.1	XP_001951508.2
OG0006315	XP_035738607.1	XP_001951525.1, XP_029341147.1
OG0006316	XP_035720629.1	XP_001951564.1
OG0006317	XP_035736813.1	XP_001951589.1
OG0006318	XP_035733632.1	XP_001951599.1
OG0006319	XP_035720019.1	XP_001951746.1
OG0006320	XP_035728883.1	XP_001951847.1
OG0006321	XP_035729676.1	XP_001951856.1, XP_003242069.1
OG0006322	XP_035723717.1	XP_001951872.1
OG0006323	XP_035718708.1	XP_001951873.2
OG0006324	XP_035731072.1	XP_001951881.2, XP_029341267.1
OG0006325	XP_035719964.1	XP_001951913.1
OG0006326	XP_035739535.1	XP_001952046.2
OG0006327	XP_035730668.1	XP_001952114.1
OG0006328	XP_035741046.1	XP_001952178.1
OG0006329	XP_035735107.1	XP_001952191.1
OG0006330	XP_035720869.1	XP_001952205.1
OG0006331	XP_035731636.1	XP_001952207.3
OG0006332	XP_035743267.1	XP_001952310.1
OG0006333	XP_035743798.1	XP_001952313.2
OG0006334	XP_035724004.1	XP_001952329.1
OG0006335	XP_035732806.1	XP_001952339.1
OG0006336	XP_035729119.1, XP_035729121.1, XP_035729120.1	XP_001952356.2, XP_008184405.1
OG0006337	XP_035726960.1	XP_001952443.1
OG0006338	XP_035728157.1	XP_001952515.3
OG0006339	XP_035737278.1	XP_001952568.2
OG0006340	XP_035738896.1	XP_001952603.2
OG0006341	XP_035728080.1, XP_035728079.1	XP_029347280.1, XP_001952631.1, XP_029345837.1
OG0006343	XP_035743827.1	XP_001952649.2
OG0006344	XP_035740851.1	XP_001952671.2
OG0006345	XP_035718539.1	XP_001952750.2, XP_003247754.1
OG0006346	XP_035734513.1	XP_001952785.1, XP_008187347.1
OG0006347	XP_035741004.1	XP_001952801.1
OG0006348	XP_035719290.1	XP_001952823.2
OG0006349	XP_035721901.1	XP_001952837.2
OG0006350	XP_035739676.1	XP_001952840.2
OG0006351	XP_035731126.1	XP_001952856.2
OG0006352	XP_035734532.1	XP_003240026.1
OG0006353	XP_035730248.1	XP_003240136.1
OG0006355	XP_035740370.1	XP_008186816.1, XP_003240695.1
OG0006356	XP_035723234.1	XP_003240876.1
OG0006357	XP_035723119.1	XP_008179083.1, XP_003240911.3
OG0006358	XP_035734262.1	XP_008183288.1, XP_003240955.1
OG0006359	XP_035740387.1	XP_003241149.1
OG0006360	XP_035719925.1	XP_003241191.1, XP_029347708.1
OG0006361	XP_035720533.1	XP_003241237.1
OG0006362	XP_035724408.1	XP_003241317.1
OG0006363	XP_035727378.1	XP_003241486.1
OG0006364	XP_035743550.1	XP_003241670.1
OG0006365	XP_035721663.1	XP_003241759.1
OG0006366	XP_035724324.1	XP_003241877.1, XP_029342416.1
OG0006367	XP_035732359.1	XP_003241888.1
OG0006368	XP_035735793.1	XP_003241894.1
OG0006369	XP_035725166.1	XP_003242010.1
OG0006370	XP_035744112.1	XP_003242244.1
OG0006371	XP_035734158.1	XP_003242252.1, XP_003242253.1
OG0006372	XP_035728025.1	XP_003242379.1
OG0006373	XP_035732231.1	XP_003242448.1
OG0006374	XP_035742915.1	XP_003242697.1
OG0006375	XP_035742480.1	XP_003242764.1
OG0006376	XP_035721383.1, XP_035721384.1, XP_035721385.1	XP_003242846.1
OG0006377	XP_035735741.1	XP_003243116.1
OG0006378	XP_035725138.1	XP_003243368.1
OG0006379	XP_035740574.1	XP_003243625.1
OG0006380	XP_035733928.1	XP_003243641.2
OG0006381	XP_035734555.1	XP_003243749.1
OG0006382	XP_035721150.1	XP_003243802.1
OG0006383	XP_035726209.1	XP_003244015.1
OG0006384	XP_035723715.1	XP_003244062.1
OG0006385	XP_035723231.1	XP_003244090.1
OG0006386	XP_035743762.1	XP_003244104.2
OG0006387	XP_035740834.1	XP_003244136.1
OG0006388	XP_035743349.1	XP_003244213.1
OG0006389	XP_035722969.1	XP_003244454.1
OG0006390	XP_035737736.1	XP_003244558.1
OG0006391	XP_035742677.1	XP_003244597.1
OG0006392	XP_035722833.1	XP_003244666.1
OG0006393	XP_035741673.1	XP_003244712.1
OG0006394	XP_035723221.1	XP_003244745.1
OG0006395	XP_035725101.1	XP_003244825.1
OG0006396	XP_035732436.1	XP_003244927.1
OG0006397	XP_035723567.1	XP_008183846.1, XP_003245057.1
OG0006398	XP_035720758.1	XP_003245088.1
OG0006399	XP_035730656.1	XP_003245128.1
OG0006400	XP_035718794.1	XP_003245193.1, XP_029342087.1
OG0006401	XP_035728246.1	XP_003245335.1
OG0006402	XP_035728357.1	XP_016660961.1, XP_003245407.1, XP_029342591.1
OG0006403	XP_035727829.1	XP_003245438.1
OG0006404	XP_035730326.1	XP_003245526.1, XP_029344215.1
OG0006405	XP_035742116.1	XP_003245615.1, XP_016661270.1
OG0006406	XP_035730284.1, XP_035730283.1	XP_003245669.1
OG0006407	XP_035726245.1	XP_003245819.1
OG0006408	XP_035728886.1	XP_003245833.1, XP_003245832.1
OG0006409	XP_035721289.1	XP_003245897.1
OG0006410	XP_035735532.1	XP_003246161.1
OG0006411	XP_035718852.1	XP_003246175.1
OG0006412	XP_035718145.1	XP_008185670.1, XP_003246270.1
OG0006413	XP_035727258.1	XP_003246335.1
OG0006414	XP_035719763.1	XP_003246346.2
OG0006415	XP_035723383.1	XP_003246390.1
OG0006416	XP_035718819.1	XP_003246449.1
OG0006417	XP_035730072.1	XP_003246632.1
OG0006418	XP_035721245.1	XP_003246810.2, XP_029348632.1
OG0006419	XP_035733833.1	XP_003247173.1
OG0006420	XP_035724980.1	XP_003247184.1
OG0006421	XP_035735472.1	XP_003247201.1
OG0006422	XP_035733025.1	XP_003247301.1, XP_016661461.1
OG0006423	XP_035725826.1, XP_035725829.1	XP_003247452.1
OG0006424	XP_035743576.1	XP_003247629.1
OG0006425	XP_035720415.1	XP_003247702.1
OG0006426	XP_035742870.1	XP_003247938.1
OG0006427	XP_035726526.1	XP_003247943.1
OG0006428	XP_035724471.1	XP_003247997.1
OG0006429	XP_035719955.1	XP_003248166.1
OG0006430	XP_035719738.1	XP_003248237.1
OG0006431	XP_035743872.1	XP_008178148.1
OG0006432	XP_035722588.1	XP_008178177.1
OG0006433	XP_035737245.1	XP_008178640.1
OG0006434	XP_035741670.1	XP_008178683.1
OG0006435	XP_035725321.1	XP_008178686.1
OG0006437	XP_035732102.1	XP_008178831.1, XP_008178830.1
OG0006438	XP_035728669.1	XP_008178863.1
OG0006439	XP_035738487.1	XP_008178919.1
OG0006440	XP_035736641.1	XP_008178920.1, XP_016656597.1
OG0006441	XP_035726581.1	XP_008178985.1
OG0006442	XP_035726309.1	XP_008178991.1
OG0006443	XP_035737489.1	XP_029342213.1, XP_008178993.1
OG0006444	XP_035742729.1	XP_008179097.1
OG0006445	XP_035737012.1	XP_008179181.1, XP_008179182.1
OG0006446	XP_035737058.1	XP_008179298.3
OG0006447	XP_035735489.1	XP_008179372.1
OG0006448	XP_035743134.1	XP_008179416.1
OG0006449	XP_035719012.1	XP_008179451.3
OG0006450	XP_035730707.1	XP_008179524.1
OG0006451	XP_035728927.1	XP_008179625.2
OG0006452	XP_035730684.1	XP_008179694.1, XP_008179693.1
OG0006453	XP_035730960.1	XP_008179877.1, XP_008179876.1
OG0006454	XP_035726852.1, XP_035726853.1	XP_008180045.1
OG0006455	XP_035736667.1	XP_008180062.1
OG0006456	XP_035742000.1	XP_008180168.1
OG0006457	XP_035740347.1	XP_008180170.1
OG0006458	XP_035722656.1	XP_008180181.1
OG0006459	XP_035725684.1	XP_008180343.1
OG0006460	XP_035733790.1	XP_008180364.1
OG0006462	XP_035742064.1, XP_035742061.1	XP_008180802.1
OG0006463	XP_035722571.1	XP_008180895.1
OG0006464	XP_035724730.1	XP_008180955.1
OG0006465	XP_035734098.1	XP_008181054.1
OG0006466	XP_035738679.1	XP_008181294.1
OG0006467	XP_035738857.1	XP_016658698.1, XP_008181343.2
OG0006468	XP_035731149.1	XP_008181372.1
OG0006469	XP_035717633.1	XP_008181449.2
OG0006470	XP_035726009.1	XP_008181522.3, XP_029348707.1
OG0006471	XP_035736706.1	XP_008181728.1
OG0006472	XP_035718621.1	XP_008181895.1
OG0006473	XP_035736599.1	XP_008181943.2
OG0006474	XP_035741379.1	XP_008181960.1
OG0006475	XP_035743769.1, XP_035743767.1	XP_008182114.1
OG0006476	XP_035743090.1	XP_008182139.1
OG0006477	XP_035739428.1	XP_008182234.1
OG0006478	XP_035723470.1	XP_008182373.1
OG0006480	XP_035730851.1	XP_008182487.1, XP_008182488.1
OG0006481	XP_035725884.1	XP_008182500.2
OG0006482	XP_035728819.1, XP_035728817.1	XP_008182517.1
OG0006483	XP_035723311.1	XP_008182534.1
OG0006484	XP_035738987.1	XP_008182546.1
OG0006485	XP_035741600.1	XP_008182577.1
OG0006486	XP_035722481.1	XP_008182670.1
OG0006487	XP_035730997.1	XP_008182684.1
OG0006488	XP_035732976.1	XP_008182940.2
OG0006489	XP_035740727.1	XP_008183074.1
OG0006490	XP_035726627.1	XP_008183092.2
OG0006491	XP_035742419.1	XP_008183222.1
OG0006493	XP_035728407.1	XP_008183419.1
OG0006494	XP_035723171.1	XP_008183565.1, XP_008183564.1
OG0006495	XP_035739924.1	XP_016660550.1, XP_008183683.1, XP_008183582.1
OG0006496	XP_035719930.1	XP_008183779.1
OG0006497	XP_035725366.1	XP_008183783.1, XP_008183784.1
OG0006498	XP_035728739.1	XP_008183797.1
OG0006499	XP_035719016.1	XP_008183802.2, XP_008185219.1
OG0006500	XP_035738572.1	XP_008183931.1
OG0006501	XP_035717474.1	XP_008183935.1
OG0006502	XP_035724453.1	XP_008183951.1
OG0006503	XP_035736410.1	XP_008183996.1
OG0006504	XP_035718129.1	XP_008184243.1
OG0006505	XP_035722854.1	XP_008184579.1
OG0006506	XP_035722663.1	XP_008184597.1
OG0006507	XP_035726366.1	XP_008184788.1
OG0006508	XP_035733599.1	XP_008184807.1
OG0006509	XP_035717941.1	XP_008185014.2
OG0006510	XP_035742287.1	XP_029348512.1, XP_008185167.1
OG0006511	XP_035733909.1	XP_008185287.1
OG0006512	XP_035741401.1	XP_008185342.1
OG0006513	XP_035741434.1	XP_008185345.1
OG0006514	XP_035730135.1	XP_008185472.1
OG0006515	XP_035736107.1	XP_008185775.1
OG0006516	XP_035731452.1	XP_008185811.1
OG0006517	XP_035734584.1	XP_008185932.1
OG0006518	XP_035730313.1	XP_008186152.1
OG0006519	XP_035724972.1	XP_008186190.1
OG0006520	XP_035730995.1	XP_008186244.1
OG0006521	XP_035717586.1	XP_008186296.1
OG0006522	XP_035717197.1	XP_008186299.1, XP_016662586.1
OG0006523	XP_035740210.1	XP_029343354.1, XP_008186396.1
OG0006524	XP_035732672.1	XP_008186510.1
OG0006525	XP_035738953.1	XP_008186525.1
OG0006526	XP_035739496.1	XP_008186676.1
OG0006527	XP_035741735.1	XP_008186679.1
OG0006528	XP_035735137.1	XP_008186714.1
OG0006529	XP_035726407.1	XP_008186778.1
OG0006530	XP_035733559.1	XP_008186907.1
OG0006531	XP_035722573.1	XP_008187024.1
OG0006533	XP_035724613.1	XP_008187106.1
OG0006534	XP_035741749.1	XP_008187122.1
OG0006535	XP_035724211.1, XP_035724212.1, XP_035724210.1	XP_008187131.1
OG0006536	XP_035718618.1	XP_008187179.1
OG0006537	XP_035721884.1	XP_008187316.1
OG0006538	XP_035730039.1	XP_008187462.1
OG0006539	XP_035733819.1	XP_008187525.1
OG0006540	XP_035743963.1	XP_008187602.1
OG0006541	XP_035717226.1	XP_008187606.2
OG0006542	XP_035724241.1	XP_008187714.2
OG0006543	XP_035728447.1	XP_008187748.1
OG0006544	XP_035742133.1	XP_008187882.1
OG0006545	XP_035722065.1	XP_008187926.1
OG0006546	XP_035728725.1	XP_008188066.2, XP_008188067.2
OG0006547	XP_035725282.1	XP_016663920.1, XP_008188068.1
OG0006548	XP_035728816.1, XP_035741080.1	XP_008188128.1
OG0006549	XP_035736654.1	XP_008188145.1, XP_008188146.1
OG0006550	XP_035727255.1	XP_008188248.1, XP_016664091.1
OG0006551	XP_035724641.1	XP_008188294.1
OG0006552	XP_035735581.1	XP_008188299.1
OG0006553	XP_035720618.1	XP_008188561.2
OG0006554	XP_035732372.1	XP_008188736.1, XP_016658051.1
OG0006555	XP_035732498.1	XP_008188744.1
OG0006556	XP_035738830.1	XP_008189342.1, XP_008189345.1
OG0006557	XP_035721883.1	XP_008189525.1, XP_029342554.1
OG0006558	XP_035728756.1, XP_035728757.1	XP_008190020.1
OG0006559	XP_035743811.1	XP_008190197.1
OG0006560	XP_035739201.1	XP_029343318.1, XP_016655755.1
OG0006561	XP_035721326.1	XP_016655765.1
OG0006562	XP_035721511.1	XP_016655999.1
OG0006563	XP_035723298.1	XP_016656069.1, XP_016656067.1, XP_016656068.1
OG0006565	XP_035719897.1	XP_016656665.1
OG0006566	XP_035740338.1	XP_016656818.1
OG0006568	XP_035729672.1	XP_016657343.1
OG0006570	XP_035742848.1	XP_016658528.1
OG0006571	XP_035741053.1	XP_029343067.1, XP_016658542.1
OG0006572	XP_035728337.1, XP_035728336.1	XP_016658728.1, XP_016658734.1
OG0006573	XP_035736352.1	XP_016658857.1
OG0006574	XP_035717700.1	XP_016658943.1
OG0006575	XP_035742871.1	XP_016659241.1
OG0006576	XP_035734440.1	XP_016659350.1
OG0006577	XP_035735921.1	XP_016659351.1, XP_029346211.1
OG0006578	XP_035735152.1	XP_016659365.1
OG0006579	XP_035738887.1	XP_016659419.2
OG0006580	XP_035717539.1	XP_016659466.1
OG0006581	XP_035736213.1	XP_016659678.1
OG0006582	XP_035744065.1	XP_016660278.1
OG0006583	XP_035717293.1	XP_016660283.2
OG0006584	XP_035743369.1	XP_016660296.1
OG0006585	XP_035731176.1, XP_035731175.1	XP_016660451.1
OG0006586	XP_035722586.1	XP_016660492.1
OG0006587	XP_035740304.1	XP_016660931.1
OG0006588	XP_035737399.1	XP_016661040.1
OG0006589	XP_035734041.1	XP_016661108.2
OG0006590	XP_035734507.1	XP_029341701.1, XP_016661118.1
OG0006591	XP_035743682.1	XP_016661440.1
OG0006592	XP_035717130.1	XP_016661734.1
OG0006593	XP_035723579.1	XP_016661801.1
OG0006594	XP_035719210.1	XP_029345567.1, XP_016661994.1
OG0006595	XP_035727649.1	XP_016662490.1
OG0006596	XP_035739403.1	XP_016662538.1, XP_016662539.1
OG0006597	XP_035719380.1	XP_016662635.1
OG0006598	XP_035726318.1	XP_016662766.1
OG0006599	XP_035722860.1	XP_016662811.1
OG0006600	XP_035738548.1	XP_016662821.1
OG0006601	XP_035742899.1	XP_016663050.1
OG0006602	XP_035718983.1	XP_016663388.1
OG0006603	XP_035741338.1, XP_035741337.1	XP_016663490.1
OG0006604	XP_035725588.1	XP_016663568.1
OG0006605	XP_035739358.1	XP_016663620.1
OG0006606	XP_035736538.1	XP_016663809.1
OG0006607	XP_035729807.1	XP_016663812.1
OG0006608	XP_035732709.1	XP_016663861.1
OG0006609	XP_035725768.1	XP_016663864.1
OG0006610	XP_035721259.1	XP_016663928.1
OG0006611	XP_035735231.1	XP_016663975.1
OG0006612	XP_035741639.1	XP_016664430.1
OG0006614	XP_035727920.1	XP_029340929.1
OG0006615	XP_035721778.1	XP_029340964.1
OG0006616	XP_035727671.1	XP_029341407.1
OG0006617	XP_035722164.1	XP_029342012.1
OG0006618	XP_035742816.1	XP_029342868.1, XP_029342075.1
OG0006619	XP_035721469.1	XP_029342082.1
OG0006620	XP_035743517.1	XP_029342174.1
OG0006621	XP_035727397.1	XP_029342207.1
OG0006622	XP_035737947.1, XP_035737948.1	XP_029342525.1
OG0006623	XP_035731871.1	XP_029342571.1
OG0006624	XP_035725907.1	XP_029342782.1
OG0006625	XP_035743846.1	XP_029342955.1
OG0006626	XP_035737630.1	XP_029343123.1
OG0006627	XP_035727977.1	XP_029343299.1
OG0006628	XP_035743935.1	XP_029343420.1
OG0006629	XP_035732912.1	XP_029343530.1
OG0006630	XP_035723619.1	XP_029343744.1
OG0006631	XP_035736803.1	XP_029343753.1
OG0006632	XP_035724811.1	XP_029343804.1
OG0006633	XP_035722215.1	XP_029344052.1
OG0006634	XP_035721513.1	XP_029344056.1
OG0006635	XP_035730355.1	XP_029344217.1
OG0006636	XP_035735596.1	XP_029344219.1
OG0006637	XP_035729295.1	XP_029344368.1
OG0006638	XP_035727165.1	XP_029344379.1
OG0006639	XP_035718075.1	XP_029344508.1
OG0006640	XP_035735865.1	XP_029344533.1
OG0006641	XP_035717482.1	XP_029344632.1
OG0006642	XP_035725248.1	XP_029344647.1
OG0006643	XP_035733640.1	XP_029344657.1
OG0006644	XP_035744038.1	XP_029344759.1
OG0006645	XP_035730241.1	XP_029344827.1
OG0006646	XP_035723521.1	XP_029344878.1
OG0006647	XP_035724234.1	XP_029344879.1
OG0006648	XP_035727674.1	XP_029345410.1
OG0006649	XP_035739356.1	XP_029345468.1
OG0006650	XP_035725802.1	XP_029345497.1
OG0006651	XP_035720144.1	XP_029345628.1
OG0006652	XP_035744076.1	XP_029345830.1
OG0006653	XP_035725785.1	XP_029345883.1
OG0006654	XP_035733117.1	XP_029345919.1
OG0006655	XP_035727088.1	XP_029346008.1
OG0006656	XP_035740352.1	XP_029346459.1
OG0006658	XP_035726201.1	XP_029346772.1
OG0006659	XP_035718214.1	XP_029346780.1
OG0006660	XP_035738699.1	XP_029346826.1
OG0006661	XP_035722596.1	XP_029346975.1
OG0006662	XP_035724939.1	XP_029347060.1
OG0006663	XP_035718770.1	XP_029347080.1
OG0006664	XP_035736907.1	XP_029347086.1
OG0006665	XP_035720867.1	XP_029347314.1
OG0006666	XP_035729204.1	XP_029347420.1
OG0006667	XP_035729537.1	XP_029347494.1
OG0006668	XP_035737259.1	XP_029347624.1
OG0006669	XP_035720955.1	XP_029348695.1
OG0006670	XP_035720612.1	XP_029348704.1
OG0006671	XP_035726059.1	XP_029348716.1
OG0006798	XP_035726523.1	NP_001119640.2
OG0006799	XP_035738418.1	NP_001119667.1
OG0006800	XP_035741364.1	NP_001119668.1
OG0006801	XP_035725743.1	NP_001119673.1
OG0006802	XP_035743771.1	NP_001153822.1, NP_001280470.1
OG0006803	XP_035741191.1	NP_001153823.1
OG0006804	XP_035719498.1	NP_001153869.1
OG0006805	XP_035718110.1	NP_001155373.1
OG0006806	XP_035738874.1	NP_001155381.1
OG0006807	XP_035727067.1	NP_001155385.1
OG0006808	XP_035721926.1	NP_001155388.1
OG0006809	XP_035744100.1	NP_001155398.1
OG0006810	XP_035717473.1	NP_001155407.1
OG0006811	XP_035721588.1	NP_001155408.1
OG0006812	XP_035722494.1	NP_001155416.1
OG0006813	XP_035729360.1	NP_001155428.1
OG0006814	XP_035732486.1	NP_001155429.1
OG0006815	XP_035733548.1	NP_001155494.1
OG0006816	XP_035730922.1	NP_001155510.1
OG0006817	XP_035727266.1	NP_001155535.1, XP_008183560.1
OG0006818	XP_035718615.1	NP_001155552.1
OG0006819	XP_035743544.1	NP_001155559.1
OG0006820	XP_035742341.1	NP_001155573.1
OG0006821	XP_035720449.1	NP_001155590.1
OG0006822	XP_035731422.1	NP_001155615.1
OG0006823	XP_035727327.1	NP_001155641.1
OG0006824	XP_035719809.1	NP_001155650.1
OG0006825	XP_035724057.1	NP_001155675.1
OG0006826	XP_035739341.1	NP_001155676.1
OG0006827	XP_035736785.1	NP_001155688.1
OG0006828	XP_035729560.1	NP_001155697.1
OG0006829	XP_035728942.1	NP_001155723.1
OG0006830	XP_035732430.1	NP_001155730.1
OG0006831	XP_035721267.1	NP_001155738.1
OG0006832	XP_035743728.1	NP_001155784.1
OG0006833	XP_035735564.1	NP_001155792.1
OG0006834	XP_035728898.1	NP_001155799.1
OG0006835	XP_035718092.1	NP_001155808.1
OG0006836	XP_035723675.1	NP_001155831.1
OG0006837	XP_035734893.1	NP_001155906.1
OG0006838	XP_035735517.1	NP_001155929.1
OG0006839	XP_035728118.1	XP_016663016.1, NP_001156059.1
OG0006840	XP_035723485.1	NP_001156069.1
OG0006841	XP_035723195.1	NP_001156073.1
OG0006842	XP_035721316.1	NP_001156077.1
OG0006843	XP_035721741.1	NP_001156088.1, XP_008186450.1
OG0006844	XP_035734568.1	NP_001156090.1
OG0006845	XP_035728471.1	NP_001156114.1
OG0006846	XP_035741112.1	NP_001156116.1
OG0006847	XP_035741237.1	NP_001156136.1
OG0006849	XP_035735412.1	NP_001156145.1
OG0006850	XP_035744159.1	NP_001156165.1
OG0006851	XP_035736810.1	NP_001156184.1
OG0006852	XP_035722572.1	NP_001156188.1
OG0006853	XP_035735690.1	NP_001156199.1
OG0006854	XP_035726050.1	NP_001156203.1
OG0006855	XP_035731922.1	NP_001156210.1
OG0006856	XP_035726710.1	NP_001156224.2
OG0006857	XP_035727537.1	NP_001156252.1
OG0006858	XP_035737415.1	NP_001156254.1
OG0006859	XP_035732403.1	NP_001156285.1
OG0006860	XP_035725401.1	NP_001156315.1
OG0006861	XP_035739170.1	NP_001156653.1
OG0006862	XP_035722923.1	NP_001156679.1
OG0006863	XP_035739672.1	NP_001156699.1
OG0006864	XP_035717917.1	NP_001156707.1
OG0006865	XP_035739821.1	NP_001161896.1
OG0006866	XP_035717660.1	NP_001165435.1
OG0006867	XP_035742132.1	NP_001165735.1
OG0006868	XP_035735213.1	NP_001165857.1
OG0006869	XP_035725491.1	NP_001191868.1
OG0006870	XP_035729091.1	NP_001191870.1
OG0006871	XP_035724061.1	NP_001191894.1
OG0006872	XP_035738724.1	NP_001191987.1
OG0006873	XP_035741108.1, XP_035741106.1	NP_001192074.1, XP_008182087.1
OG0006874	XP_035719976.1	NP_001192092.1
OG0006875	XP_035723435.1	NP_001232934.1
OG0006876	XP_035735556.1	NP_001232941.1
OG0006877	XP_035721504.1	NP_001232942.1, XP_008180433.1
OG0006878	XP_035732725.1	NP_001232963.1
OG0006879	XP_035738751.1	NP_001232969.1
OG0006880	XP_035735062.1	NP_001232985.1
OG0006882	XP_035721622.1	NP_001233003.1
OG0006883	XP_035733233.1, XP_035733234.1	NP_001233015.1, XP_008188381.1
OG0006884	XP_035730415.1	NP_001233016.1
OG0006885	XP_035738034.1	NP_001233018.1
OG0006886	XP_035743300.1	NP_001233034.1
OG0006887	XP_035728059.1	NP_001233041.1
OG0006888	XP_035726836.1	NP_001233048.1
OG0006890	XP_035728402.1	NP_001233060.1
OG0006891	XP_035741764.1	NP_001233085.1
OG0006892	XP_035720350.1	NP_001280291.1
OG0006893	XP_035732719.1	NP_001280299.1
OG0006894	XP_035731467.1	NP_001280310.1
OG0006895	XP_035721050.1	NP_001280326.1
OG0006896	XP_035724438.1	NP_001280328.1
OG0006897	XP_035732101.1	NP_001280362.1
OG0006898	XP_035724859.1	NP_001280364.1
OG0006899	XP_035718820.1	NP_001280384.1
OG0006900	XP_035718580.1	NP_001280398.1
OG0006901	XP_035736731.1	XP_008182039.1, NP_001280421.1
OG0006902	XP_035738078.1	NP_001280455.1
OG0006903	XP_035733578.1	NP_001280466.1
OG0006904	XP_035742568.1	NP_001280476.1, XP_029342100.1
OG0006905	XP_035728029.1	NP_001280480.1
OG0006906	XP_035719856.1	NP_001280483.1
OG0006907	XP_035717577.1	NP_001280640.1
OG0006908	XP_035743527.1	NP_001313564.1
OG0006909	XP_035735849.1	NP_001313578.1
OG0006910	XP_035734330.1	XP_001942527.2
OG0006911	XP_035719114.1	XP_001942545.1
OG0006912	XP_035736606.1	XP_001942566.2
OG0006913	XP_035737901.1	XP_016663532.1, XP_001942698.3
OG0006914	XP_035725810.1	XP_001942717.1
OG0006915	XP_035729779.1	XP_001942795.1
OG0006916	XP_035725281.1	XP_003247172.1, XP_001942811.1
OG0006917	XP_035737217.1	XP_001942837.1
OG0006918	XP_035737158.1	XP_001942897.1
OG0006919	XP_035738402.1	XP_001942911.2
OG0006920	XP_035732567.1	XP_001942954.2
OG0006921	XP_035735269.1	XP_001942963.2
OG0006922	XP_035733829.1	XP_001942992.1
OG0006923	XP_035717177.1	XP_001943057.1
OG0006924	XP_035723428.1	XP_001943061.1
OG0006925	XP_035731775.1	XP_001943068.1
OG0006926	XP_035728384.1	XP_001943091.2, XP_003245432.1
OG0006927	XP_035720451.1	XP_001943100.1
OG0006928	XP_035722917.1	XP_001943169.2
OG0006929	XP_035740345.1	XP_001943196.1
OG0006930	XP_035734439.1	XP_001943197.1
OG0006931	XP_035729511.1	XP_001943217.1
OG0006932	XP_035731114.1	XP_001943237.4
OG0006933	XP_035721627.1	XP_001943328.1
OG0006934	XP_035727139.1	XP_008181423.1, XP_001943346.2
OG0006935	XP_035735393.1	XP_001943349.1
OG0006936	XP_035735823.1	XP_001943355.3
OG0006937	XP_035735135.1	XP_001943410.1
OG0006938	XP_035721297.1	XP_001943432.2
OG0006939	XP_035744084.1	XP_029345686.1, XP_029345685.1, XP_029345688.1, XP_029345687.1, XP_016660895.1, XP_001943434.2
OG0006940	XP_035729386.1	XP_001943446.1
OG0006941	XP_035720562.1	XP_001943447.1
OG0006943	XP_035737831.1	XP_001943579.1
OG0006944	XP_035737426.1	XP_001943596.1
OG0006945	XP_035740209.1	XP_001943618.2
OG0006946	XP_035737878.1, XP_035737877.1	XP_001943619.1
OG0006947	XP_035730561.1	XP_001943691.1
OG0006948	XP_035720951.1	XP_001943779.2
OG0006949	XP_035727112.1	XP_001943838.2
OG0006950	XP_035739577.1	XP_001943854.1
OG0006951	XP_035719461.1	XP_001943855.1
OG0006952	XP_035723217.1	XP_001943874.1
OG0006953	XP_035728158.1	XP_001943877.2
OG0006954	XP_035725840.1	XP_001943883.2
OG0006955	XP_035719501.1	XP_001943884.1
OG0006956	XP_035723680.1	XP_001943982.1
OG0006957	XP_035743765.1, XP_035743766.1	XP_001944012.3
OG0006958	XP_035720371.1	XP_001944046.2
OG0006959	XP_035730722.1	XP_001944049.2
OG0006960	XP_035738213.1	XP_001944073.2
OG0006961	XP_035733670.1	XP_001944078.1
OG0006962	XP_035742501.1	XP_001944084.1
OG0006963	XP_035733209.1	XP_001944117.1, XP_008186067.1, XP_016662386.1
OG0006964	XP_035736462.1	XP_001944128.2
OG0006965	XP_035718119.1	XP_001944165.3, XP_016656194.1
OG0006966	XP_035742668.1	XP_001944182.1
OG0006967	XP_035739904.1	XP_016660275.1, XP_001944209.2
OG0006968	XP_035734991.1	XP_001944227.2, XP_008185430.1
OG0006969	XP_035721466.1	XP_001944304.1
OG0006970	XP_035741773.1	XP_001944338.2
OG0006971	XP_035738875.1	XP_001944426.2
OG0006972	XP_035733673.1	XP_001944432.2
OG0006973	XP_035737580.1	XP_001944470.1
OG0006974	XP_035729347.1	XP_001944483.2
OG0006975	XP_035729382.1	XP_001944622.3
OG0006976	XP_035737120.1	XP_001944698.3
OG0006977	XP_035741143.1	XP_001944724.2
OG0006978	XP_035723447.1	XP_001944727.1
OG0006979	XP_035726124.1	XP_001944757.2
OG0006980	XP_035723344.1	XP_001944776.2
OG0006981	XP_035719170.1	XP_001944836.2
OG0006982	XP_035722495.1	XP_001944845.2
OG0006983	XP_035725672.1	XP_001944883.2
OG0006984	XP_035735609.1	XP_003244546.1, XP_001944908.1
