Orthogroup	Vespa_mandarinia	Drosophila_melanogaster
OG0005489	XP_035721158.1	NP_001260781.1
OG0005490	XP_035728950.1, XP_035728949.1	NP_996018.2
OG0005491	XP_035740503.1	NP_726322.1
OG0005492	XP_035735254.1	NP_647700.2
OG0005493	XP_035723639.1	NP_524461.2
OG0005494	XP_035730881.1	NP_732768.1
OG0005495	XP_035739886.1	NP_732553.2
OG0005496	XP_035723072.1	NP_647819.3
OG0005497	XP_035727297.1	NP_523716.2
OG0005498	XP_035723866.1	NP_723186.2
OG0005499	XP_035723939.1	NP_731669.2
OG0005500	XP_035718678.1	NP_649253.1
OG0005501	XP_035721942.1	NP_611016.2
OG0005502	XP_035740905.1	NP_524931.1
OG0005503	XP_035742942.1	NP_001262808.1
OG0005504	XP_035724430.1, XP_035724429.1	NP_724239.1
OG0005505	XP_035725362.1	NP_996345.3
OG0005506	XP_035729030.1	NP_477060.1
OG0005507	XP_035736368.1	NP_523950.2
OG0005508	XP_035744265.1	NP_001263000.1
OG0005509	XP_035731525.1	NP_651321.1
OG0005510	XP_035738394.1	NP_001036323.1
OG0005511	XP_035719355.1	NP_001262910.1
OG0005512	XP_035738286.1	NP_001259829.1
OG0005514	XP_035718384.1, XP_035718386.1	NP_001036448.1
OG0005515	XP_035730917.1	NP_523620.1
OG0005517	XP_035724725.1	NP_001162935.1
OG0005519	XP_035726502.1, XP_035726503.1, XP_035726501.1	NP_648163.1
OG0005521	XP_035740285.1	NP_995827.2
OG0005523	XP_035727489.1	NP_609045.2
OG0005524	XP_035724319.1	NP_001286691.1
OG0005525	XP_035723720.1	NP_001356972.1
OG0005526	XP_035731875.1	NP_609218.1
OG0005527	XP_035731599.1	NP_733041.2
OG0005528	XP_035725296.1	NP_524823.1
OG0005529	XP_035740891.1	NP_001260619.1
OG0005530	XP_035728431.1	NP_001260667.1, NP_001261565.1
OG0005531	XP_035735021.1	NP_729778.1
OG0005532	XP_035717922.1	NP_647662.1
OG0005533	XP_035722906.1, XP_035722892.1	NP_001137651.1
OG0005534	XP_035739189.1	NP_608857.2
OG0005535	XP_035729556.1	NP_611232.1
OG0005536	XP_035743455.1	NP_611639.1
OG0005537	XP_035717578.1	NP_788922.1
OG0005538	XP_035734692.1, XP_035734693.1	NP_001262943.1
OG0005539	XP_035732516.1	NP_001245581.1
OG0005540	XP_035741828.1	NP_001261581.1
OG0005541	XP_035743577.1, XP_035740903.1	NP_995608.1
OG0005543	XP_035719890.1	NP_650946.3
OG0005544	XP_035736665.1	NP_732373.1
OG0005545	XP_035741512.1	NP_649889.1
OG0005546	XP_035735448.1	NP_001162777.1
OG0005547	XP_035721336.1	NP_573238.1
OG0005548	XP_035735498.1	NP_001260212.1
OG0005549	XP_035725466.1	NP_610680.2
OG0005550	XP_035735409.1	NP_001162967.1
OG0005551	XP_035733871.1, XP_035733872.1	NP_001286296.1
OG0005552	XP_035736621.1	NP_650367.1
OG0005553	XP_035737345.1	NP_001262293.1
OG0005554	XP_035721977.1	NP_001303342.1
OG0005555	XP_035724114.1	NP_001096883.3
OG0005556	XP_035718266.1	NP_730511.1
OG0005557	XP_035728778.1	NP_001356899.1
OG0005558	XP_035729309.1	NP_651659.2
OG0005559	XP_035741584.1	NP_001303449.2
OG0005560	XP_035732720.1, XP_035732729.1	NP_001259891.2
OG0005561	XP_035725318.1	NP_001286847.1
OG0005562	XP_035731879.1	NP_001262163.1
OG0005563	XP_035724177.1	NP_611247.3
OG0005564	XP_035728832.1	NP_001246918.1
OG0005565	XP_035718472.1	NP_001286955.1
OG0005566	XP_035738107.1	NP_610216.1
OG0005567	XP_035725637.1	NP_001262105.1
OG0005568	XP_035732302.1	NP_476641.1
OG0005569	XP_035722557.1	NP_001188571.1
OG0005571	XP_035738861.1	NP_611891.1
OG0005572	XP_035718745.1, XP_035718751.1	NP_001027219.1
OG0005573	XP_035741008.1	NP_611256.1
OG0005574	XP_035717581.1, XP_035717582.1	NP_611467.1
OG0005575	XP_035728237.1	NP_001285615.1
OG0005576	XP_035725460.1	NP_001259085.1
OG0005577	XP_035744195.1	NP_611895.1
OG0005578	XP_035722749.1, XP_035722748.1	NP_733184.2
OG0005579	XP_035739558.1	NP_001263013.1
OG0005580	XP_035722244.1	NP_477347.1
OG0005581	XP_035726744.1, XP_035726745.1	NP_730546.1
OG0005582	XP_035718505.1	NP_001262963.1
OG0005583	XP_035726465.1	NP_650821.2
OG0005584	XP_035727041.1	NP_651226.1
OG0005585	XP_035720689.1	NP_730934.1
OG0005586	XP_035728689.1	NP_001259317.1
OG0005587	XP_035734789.1	NP_001262167.1
OG0005588	XP_035740408.1, XP_035740407.1	NP_609648.1
OG0005589	XP_035741965.1	NP_001286406.1
OG0005590	XP_035733866.1	NP_651976.1
OG0005591	XP_035731891.1, XP_035731890.1	NP_001246685.1
OG0005593	XP_035740978.1	NP_572810.1
OG0005594	XP_035729633.1	NP_524219.1
OG0005595	XP_035731369.1	NP_001189016.1
OG0005596	XP_035735643.1	NP_001246807.1
OG0005597	XP_035742487.1	NP_610705.1
OG0005598	XP_035723049.1	NP_611578.1
OG0005599	XP_035732041.1	NP_001356947.1
OG0005600	XP_035728581.1	NP_001245908.1
OG0005601	XP_035732576.1	NP_001259569.1
OG0005602	XP_035717466.1, XP_035717464.1	NP_001245939.1
OG0005603	XP_035741416.1	NP_001285225.1
OG0005604	XP_035725687.1	NP_001286362.1
OG0005606	XP_035736169.1	NP_001246678.1
OG0005607	XP_035720591.1	NP_001262897.1
OG0005608	XP_035725751.1	NP_610575.1
OG0005609	XP_035739219.1, XP_035739220.1	NP_648092.1
OG0005610	XP_035739198.1	NP_730591.2
OG0005611	XP_035727152.1	NP_524690.1
OG0005612	XP_035721389.1	NP_648550.1
OG0005613	XP_035729606.1	NP_730894.2
OG0005614	XP_035728485.1	NP_001369000.1
OG0005615	XP_035735109.1	NP_001247343.2
OG0005616	XP_035737269.1	NP_477412.1
OG0005617	XP_035721744.1	NP_001163606.1
OG0005619	XP_035721675.1	NP_001260638.1
OG0005620	XP_035735273.1	NP_001261502.1
OG0005621	XP_035732175.1	NP_001163477.1
OG0005623	XP_035741015.1	NP_650402.1
OG0005624	XP_035717752.1	NP_729654.1
OG0005625	XP_035738578.1	NP_001260132.1
OG0005626	XP_035721475.1	NP_001138153.1
OG0005627	XP_035717972.1	NP_609037.1
OG0005628	XP_035717996.1	NP_477209.2
OG0005629	XP_035717132.1	NP_650694.2
OG0005630	XP_035735065.1	NP_001247267.1
OG0005631	XP_035737980.1	NP_733291.1
OG0005632	XP_035717624.1	NP_647785.3
OG0005633	XP_035723167.1	NP_001247129.1
OG0005634	XP_035737136.1	NP_650866.1, NP_524240.1
OG0005636	XP_035730974.1	NP_649091.1
OG0005637	XP_035738678.1	NP_728308.1
OG0005638	XP_035729674.1	NP_648286.1
OG0005639	XP_035717212.1	NP_001246491.1
OG0005640	XP_035720190.1	NP_001014529.1
OG0005641	XP_035735551.1	NP_511099.2
OG0005642	XP_035743505.1	NP_001259165.1
OG0005643	XP_035734128.1	NP_995914.1
OG0005644	XP_035724392.1	NP_572499.2
OG0005645	XP_035729763.1	NP_572307.1
OG0005646	XP_035743302.1	NP_729748.3, NP_727348.2
OG0005647	XP_035719189.1	NP_648906.1
OG0005649	XP_035732360.1	NP_608729.1
OG0005650	XP_035732381.1	NP_001163551.1
OG0005651	XP_035724770.1	NP_001260291.1
OG0005652	XP_035741811.1	NP_001259135.1
OG0005653	XP_035724721.1	NP_001247284.1
OG0005654	XP_035732714.1, XP_035732713.1	NP_001245484.1
OG0005655	XP_035744283.1	NP_001285868.1
OG0005656	XP_035735485.1	NP_611396.1
OG0005657	XP_035723690.1	NP_649831.1
OG0005658	XP_035733951.1, XP_035733952.1	NP_001188757.1
OG0005659	XP_035742326.1	NP_649124.1, NP_524061.1
OG0005660	XP_035741486.1	NP_524273.1
OG0005661	XP_035737391.1	NP_001247391.1
OG0005662	XP_035736103.1	NP_001303314.1, NP_001303493.1
OG0005663	XP_035721208.1	NP_651673.1
OG0005664	XP_035729635.1	NP_649639.1
OG0005665	XP_035742540.1	NP_001246282.1
OG0005666	XP_035734630.1	NP_001262615.1
OG0005667	XP_035736226.1, XP_035736227.1	NP_001188762.1
OG0005668	XP_035732422.1	NP_001097140.1
OG0005669	XP_035740568.1	NP_649305.1
OG0005670	XP_035732425.1	NP_001262563.1
OG0005671	XP_035722246.1	NP_001285454.1
OG0005672	XP_035739699.1	NP_001260637.1
OG0005673	XP_035734551.1	NP_001189159.1, NP_648686.3, NP_788705.1
OG0005674	XP_035734510.1	NP_650956.1
OG0005676	XP_035718920.1	NP_001287520.1
OG0005677	XP_035722017.1	NP_648048.1
OG0005678	XP_035730802.1, XP_035730801.1	NP_524860.2
OG0005679	XP_035720785.1	NP_733401.3
OG0005682	XP_035744161.1	NP_611875.1
OG0005683	XP_035739794.1	NP_001261286.1
OG0005684	XP_035737798.1	NP_001261646.1
OG0005685	XP_035738214.1	NP_610342.1
OG0005686	XP_035739839.1	NP_001188782.2, NP_723592.1
OG0005687	XP_035720072.1, XP_035720070.1	NP_730167.2
OG0005688	XP_035733711.1	NP_572962.1
OG0005689	XP_035728047.1	NP_001259238.1
OG0005690	XP_035718941.1	NP_001260903.1
OG0005691	XP_035735650.1	NP_608656.1
OG0005692	XP_035735584.1	NP_001036333.1
OG0005693	XP_035730330.1	NP_001036265.1
OG0005695	XP_035730005.1, XP_035730004.1	NP_649985.1
OG0005696	XP_035732593.1, XP_035732570.1	NP_001284887.1
OG0005697	XP_035724397.1	NP_001285914.1
OG0005698	XP_035726186.1	NP_001261685.1
OG0005700	XP_035742786.1	NP_001097775.2
OG0005701	XP_035733704.1	NP_001261017.1
OG0005702	XP_035725299.1	NP_001285682.1
OG0005704	XP_035732203.1	NP_610636.1
OG0005705	XP_035728956.1	NP_001285176.1
OG0005706	XP_035727789.1, XP_035727804.1	NP_611010.4
OG0005707	XP_035742840.1	NP_523919.1
OG0005708	XP_035729311.1	NP_001189281.1
OG0005709	XP_035726868.1, XP_035726877.1	NP_608574.2
OG0005710	XP_035729453.1	NP_001014513.1
OG0005711	XP_035731639.1, XP_035731638.1	NP_476613.1
OG0005712	XP_035729173.1	NP_523927.2
OG0005713	XP_035733832.1	NP_536750.2
OG0005714	XP_035722970.1	NP_610534.3
OG0005715	XP_035725718.1	NP_001285726.1
OG0005716	XP_035731060.1	NP_726441.1
OG0005717	XP_035729765.1	NP_725856.1
OG0005718	XP_035734924.1	NP_572530.1
OG0005719	XP_035726175.1, XP_035726173.1	NP_523815.2
OG0005720	XP_035726520.1	NP_001163836.1
OG0005721	XP_035723078.1	NP_524919.2
OG0005722	XP_035738013.1	NP_648245.2
OG0005724	XP_035731573.1	NP_609217.1
OG0005725	XP_035720136.1	NP_001261921.1
OG0005726	XP_035722569.1	NP_001015498.5, NP_651541.2, NP_651540.1
OG0005727	XP_035742478.1	NP_001262178.1
OG0005728	XP_035734522.1	NP_001303484.1
OG0005729	XP_035724686.1	NP_648452.1
OG0005730	XP_035738128.1	NP_572335.1
OG0005731	XP_035722103.1	NP_001137775.1
OG0005732	XP_035723460.1	NP_611498.1
OG0005733	XP_035741661.1	NP_650702.1
OG0005734	XP_035742306.1	NP_001247135.1
OG0005735	XP_035719969.1	NP_001262686.1
OG0005736	XP_035724003.1	NP_523760.1
OG0005737	XP_035722094.1	NP_001162796.1
OG0005738	XP_035727435.1	NP_001303555.1
OG0005740	XP_035720787.1	NP_649255.1
OG0005741	XP_035735534.1	NP_787969.1
OG0005742	XP_035719790.1	NP_001138013.2
OG0005743	XP_035724933.1	NP_001259366.1
OG0005744	XP_035736482.1	NP_610086.3
OG0005745	XP_035733344.1	NP_001262400.1
OG0005746	XP_035740300.1	NP_536735.2
OG0005747	XP_035734361.1	NP_001097990.2
OG0005748	XP_035722314.1	NP_001027049.1
OG0005749	XP_035720603.1	NP_001137629.2
OG0005750	XP_035743089.1	NP_648633.2
OG0005751	XP_035739651.1	NP_001285238.1
OG0005752	XP_035743708.1	NP_609486.2
OG0005753	YP_009915667.1, XP_035733905.1, XP_035741851.1	YP_009047273.1
OG0005754	XP_035727086.1	NP_001286929.1
OG0005755	XP_035721114.1	NP_647734.1
OG0005756	XP_035740224.1	NP_001369031.1, NP_651262.1
OG0005757	XP_035720844.1	NP_001259780.1
OG0005758	XP_035719173.1	NP_731751.1
OG0005759	XP_035717998.1	NP_609109.3
OG0005760	XP_035743723.1	NP_001097638.1
OG0005761	XP_035742075.1, XP_035742078.1	NP_001188957.1
OG0005762	XP_035742440.1	NP_001262565.1
OG0005763	XP_035731894.1	NP_572520.1
OG0005764	XP_035739675.1, XP_035739674.1	NP_001285735.1
OG0005765	XP_035729049.1	NP_001027448.1
OG0005766	XP_035738339.1	NP_001015389.1
OG0005767	XP_035733276.1	NP_001285298.1
OG0005768	XP_035742743.1	NP_609901.5
OG0005769	XP_035742958.1, XP_035742957.1, XP_035742959.1	NP_610111.3
OG0005770	XP_035730989.1	NP_001036571.2
OG0005771	XP_035728687.1	NP_608336.1, NP_608333.1
OG0005772	XP_035740053.1, XP_035740052.1, XP_035740051.1	NP_725169.3
OG0005773	XP_035739510.1	NP_609898.1
OG0005774	XP_035720856.1	NP_001259694.1
OG0005775	XP_035717147.1	NP_001033973.1
OG0005776	XP_035742244.1	NP_001260711.1
OG0005778	XP_035739967.1, XP_035740241.1, XP_035740063.1, XP_035740154.1	NP_524493.1
OG0005779	XP_035727652.1	NP_001261778.1
OG0005780	XP_035741028.1	NP_610019.2
OG0005781	XP_035740145.1, XP_035740143.1	NP_001285907.1
OG0005782	XP_035723235.1	NP_733083.1, NP_001303579.2, NP_523572.1, NP_573012.1
OG0005783	XP_035720045.1	NP_001262518.1
OG0005784	XP_035725577.1	NP_001262950.1
OG0005785	XP_035743871.1, XP_035743869.1, XP_035743870.1	NP_611304.1
OG0005786	XP_035740887.1	NP_476817.1
OG0005787	XP_035728749.1	NP_001261474.1
OG0005788	XP_035738355.1	NP_001245912.1
OG0005789	XP_035717607.1, XP_035717603.1	NP_732202.2
OG0005790	XP_035742189.1, XP_035742187.1	NP_001284849.1
OG0005791	XP_035726979.1	NP_573090.3
OG0005792	XP_035734470.1	NP_001259610.1, NP_573125.1
OG0005793	XP_035738673.1	NP_648162.2
OG0005794	XP_035741032.1, XP_035741040.1	NP_648462.1
OG0005795	XP_035728473.1	NP_001163165.1
OG0005798	XP_035733012.1, XP_035733004.1, XP_035732997.1, XP_035732986.1	NP_649926.2
OG0005799	XP_035730112.1	NP_652664.2, NP_723704.1
OG0005800	XP_035731868.1	NP_608989.1
OG0005801	XP_035742157.1	NP_651710.1
OG0005803	XP_035740580.1	NP_001245809.1
OG0005804	XP_035742960.1	NP_001356888.1
OG0005805	XP_035741349.1	NP_649945.1
OG0005806	XP_035743949.1	NP_001097270.1
OG0005807	XP_035741428.1	NP_572720.2
OG0005808	XP_035722313.1	NP_001259494.1
OG0005809	XP_035727576.1	NP_001262185.1
OG0005810	XP_035736896.1	NP_732443.4
OG0005812	XP_035741763.1, XP_035741762.1	NP_001162674.1
OG0005813	XP_035738031.1	NP_001246760.1
OG0005814	XP_035720201.1	NP_610724.1
OG0005815	XP_035738897.1	NP_650697.1
OG0005817	XP_035722735.1, XP_035722736.1	NP_001027078.1
OG0005818	XP_035741642.1	NP_001286910.1
OG0005832	XP_035743744.1, XP_035743745.1	NP_001303422.1
OG0005845	XP_035728829.1	NP_477223.2
OG0005846	XP_035742566.1	NP_611604.1
OG0005847	XP_035721826.1	NP_001287401.1
OG0005848	XP_035733631.1	NP_524357.2
OG0005849	XP_035736889.1	NP_524358.2
OG0005850	XP_035726240.1	NP_477034.1
OG0005851	XP_035718594.1	NP_524819.1
OG0005852	XP_035729424.1	NP_611136.1
OG0005853	XP_035724440.1	NP_524002.1
OG0005855	XP_035726796.1	NP_476964.1
OG0005856	XP_035722739.1	NP_476969.1
OG0005857	XP_035725081.1	NP_001285895.1
OG0005858	XP_035735414.1	NP_001260537.1
OG0005859	XP_035719309.1	NP_722745.1
OG0005860	XP_035739359.1	NP_001259561.1, NP_611757.1
OG0005861	XP_035741955.1	NP_609095.1
OG0005862	XP_035725711.1	NP_609504.2
OG0005863	XP_035739769.1	NP_001287144.1
OG0005864	XP_035743553.1	NP_001259878.1
OG0005865	XP_035738606.1	NP_725672.2
OG0005866	XP_035717930.1	NP_523707.1
OG0005867	XP_035730838.1	NP_001287067.1
OG0005868	XP_035735642.1	NP_001285131.1
OG0005869	XP_035738873.1	NP_001285072.1
OG0005870	XP_035717114.1	NP_001261214.1
OG0005871	XP_035724427.1	NP_648058.1
OG0005872	XP_035725360.1	NP_001285737.1
OG0005873	XP_035718535.1	NP_001261849.1
OG0005874	XP_035728119.1	NP_723568.1, NP_573347.1
OG0005875	XP_035733165.1	NP_001263094.1, NP_001097975.1
OG0005876	XP_035722734.1	NP_610986.1
OG0005877	XP_035722202.1	NP_724594.1
OG0005878	XP_035729191.1	NP_001285869.1
OG0005879	XP_035725035.1	NP_573196.1
OG0005880	XP_035727545.1	NP_649783.2
OG0005881	XP_035733424.1	NP_001286781.1
OG0005882	XP_035720883.1	NP_001247279.1
OG0005883	XP_035736656.1	NP_731252.1
OG0005884	XP_035739678.1	NP_524185.1
OG0005886	XP_035744222.1	NP_650338.1
OG0005887	XP_035740913.1	NP_648312.3
OG0005888	XP_035733840.1	NP_651884.1
OG0005889	XP_035729798.1	NP_648514.1
OG0005890	XP_035729968.1	NP_001246806.1
OG0005891	XP_035733423.1	NP_001262845.1
OG0005892	XP_035730553.1	NP_001286614.1
OG0005893	XP_035729070.1	NP_649969.1
OG0005894	XP_035731565.1	NP_001285148.1
OG0005895	XP_035726936.1	NP_001259997.1
OG0005896	XP_035724640.1	NP_001014522.2
OG0005897	XP_035728989.1	NP_650975.1
OG0005898	XP_035733248.1	NP_001246833.1
OG0005899	XP_035719221.1	NP_647772.1
OG0005900	XP_035739801.1	NP_610238.2
OG0005901	XP_035721520.1	NP_001259579.1
OG0005902	XP_035730882.1	NP_651066.2
OG0005903	XP_035743770.1	NP_524837.2, NP_001163078.1
OG0005904	XP_035742490.1	NP_524467.1
OG0005905	XP_035740583.1	NP_649527.1
OG0005906	XP_035727116.1	NP_523598.2
OG0005907	XP_035729331.1	NP_610454.2
OG0005908	XP_035740519.1	NP_609247.1
OG0005909	XP_035743876.1	NP_001284944.1
OG0005910	XP_035738692.1	NP_650619.1
OG0005911	XP_035727547.1	NP_651323.3
OG0005912	XP_035728361.1	NP_648848.1
OG0005913	XP_035737490.1	NP_001246916.1
OG0005914	XP_035732122.1	NP_611983.2, NP_001246514.1
OG0005916	XP_035733745.1	NP_610057.1
OG0005917	XP_035734602.1	NP_001284862.1
OG0005918	XP_035729869.1	NP_001259714.1
OG0005919	XP_035735017.1	NP_649293.1
OG0005920	XP_035732668.1	NP_725114.1
OG0005921	XP_035739935.1	NP_788762.1
OG0005922	XP_035744197.1	NP_573385.1
OG0005923	XP_035743106.1	NP_001286315.1
OG0005924	XP_035737108.1	NP_648242.1
OG0005925	XP_035733672.1	NP_523397.1
OG0005926	XP_035721324.1	NP_648167.1
OG0005927	XP_035737953.1	NP_611224.1
OG0005928	XP_035719084.1	NP_001303457.1
OG0005929	XP_035721571.1	NP_611731.1
OG0005930	XP_035724855.1	NP_733074.1
OG0005931	XP_035729579.1	NP_001285026.1
OG0005932	XP_035734145.1	NP_524321.1
OG0005933	XP_035724870.1	NP_611078.1
OG0005934	XP_035733069.1	NP_610067.1, NP_001286113.1
OG0005935	XP_035739541.1	NP_001262997.1
OG0005936	XP_035730898.1	NP_524113.1
OG0005937	XP_035729399.1	NP_651001.2
OG0005938	XP_035718320.1	NP_649057.1
OG0005939	XP_035731923.1	NP_001246062.1
OG0005940	XP_035742127.1	NP_611072.2
OG0005941	XP_035719688.1	NP_001137933.1
OG0005942	XP_035738496.1, XP_035738495.1	NP_001245490.1
OG0005943	XP_035726711.1	NP_001137646.1
OG0005944	XP_035740351.1	NP_651335.2
OG0005945	XP_035739494.1	NP_609836.1
OG0005946	XP_035722156.1	NP_001260048.1
OG0005947	XP_035720114.1	NP_001303388.1
OG0005948	XP_035729415.1	NP_524022.1
OG0005949	XP_035723666.1	NP_572572.1
OG0005950	XP_035733809.1	NP_001163220.1
OG0005951	XP_035731914.1	NP_001285220.1
OG0005952	XP_035725354.1	NP_523420.1
OG0005953	XP_035731416.1, XP_035731417.1	NP_001287207.1
OG0005954	XP_035736600.1	NP_001303571.1
OG0005955	XP_035728533.1, XP_035728534.1	NP_649357.1, NP_996139.1
OG0005956	XP_035727170.1	NP_648910.1
OG0005957	XP_035725563.1	NP_476792.1
OG0005958	XP_035720363.1	NP_001262085.1
OG0005959	XP_035728799.1	NP_001262270.1
OG0005960	XP_035726793.1	NP_001284975.1
OG0005961	XP_035721462.1	NP_648769.2
OG0005962	XP_035743704.1	NP_648064.1
OG0005963	XP_035729401.1	NP_001286260.1
OG0005964	XP_035729329.1, XP_035729330.1	NP_001036321.2
OG0005965	XP_035728498.1	NP_001097110.1
OG0005966	XP_035735692.1	NP_609246.1
OG0005967	XP_035721068.1	NP_001163390.1
OG0005968	XP_035721008.1	NP_610314.1
OG0005969	XP_035735982.1	NP_569916.1
OG0005970	XP_035724720.1	NP_647889.2
OG0005972	XP_035737746.1	NP_651458.1
OG0005973	XP_035723659.1	NP_001015354.3
OG0005974	XP_035725600.1	NP_724484.1
OG0005975	XP_035737995.1	NP_611243.1
OG0005976	XP_035738695.1	NP_001260688.1
OG0005977	XP_035731988.1	NP_610662.1
OG0005978	XP_035722157.1	NP_610313.1
OG0005979	XP_035729263.1	NP_001262295.1
OG0005980	XP_035717646.1	NP_608902.1
OG0005981	XP_035726766.1	NP_001260218.1
OG0005982	XP_035743043.1	NP_730354.2
OG0005983	XP_035736288.1	NP_524742.1
OG0005984	XP_035717722.1	NP_651556.2
OG0005985	XP_035740894.1	NP_523606.1
OG0005986	XP_035734382.1	NP_648582.1
OG0005987	XP_035743721.1	NP_001097261.1
OG0005988	XP_035730002.1	NP_001285378.1
OG0005989	XP_035721320.1	NP_477225.1
OG0005990	XP_035718392.1	NP_609202.1
OG0005991	XP_035722163.1	NP_650767.1
OG0005992	XP_035733930.1	NP_001163480.1
OG0005993	XP_035734517.1	NP_001285455.1
OG0005994	XP_035724357.1	NP_001027191.1
OG0005995	XP_035734524.1	NP_648603.1
OG0005996	XP_035723264.1	NP_573314.1
OG0005997	XP_035735227.1	NP_650252.1
OG0005998	XP_035738966.1	NP_001260437.1
OG0005999	XP_035731899.1	NP_511074.1
OG0006000	XP_035726051.1	NP_524606.1
OG0006001	XP_035717861.1	NP_524867.2
OG0006002	XP_035734655.1	NP_652605.1
OG0006003	XP_035722638.1, XP_035722639.1	NP_647633.1
OG0006004	XP_035725051.1	NP_651715.1
OG0006005	XP_035741207.1	NP_649295.1, NP_649294.1
OG0006007	XP_035739803.1	NP_524288.3
OG0006008	XP_035741209.1	NP_730996.2
OG0006009	XP_035735221.1	NP_572329.3
OG0006010	XP_035732521.1	NP_001262302.1
OG0006011	XP_035718125.1	NP_001014475.1
OG0006012	XP_035717631.1	NP_001285314.1
OG0006013	XP_035723020.1	NP_001015241.3
OG0006014	XP_035724050.1	NP_001162944.1
OG0006015	XP_035736639.1, XP_035736640.1	NP_523588.2
OG0006016	XP_035729514.1	NP_649710.1
OG0006017	XP_035737112.1	NP_996434.2
OG0006018	XP_035729064.1	NP_001334699.1, NP_001263046.1
OG0006019	XP_035738370.1	NP_001262932.1
OG0006020	XP_035738397.1	NP_649703.1
OG0006021	XP_035729909.1	NP_001261597.1
OG0006022	XP_035741049.1	NP_001027262.1
OG0006023	XP_035719967.1	NP_650257.1
OG0006024	XP_035735778.1	NP_788346.1, NP_725314.1
OG0006025	XP_035728139.1	NP_001262138.1
OG0006026	XP_035737425.1	NP_650705.1
OG0006027	XP_035727398.1	NP_523743.1
OG0006028	XP_035720023.1	NP_001286439.1, NP_001036532.1
OG0006029	XP_035737451.1	NP_001286155.1
OG0006030	XP_035734855.1	NP_725048.1
OG0006031	XP_035734207.1	NP_476999.1
OG0006032	XP_035728004.1	NP_001036415.2
OG0006033	XP_035727613.1	NP_001097456.2
OG0006036	XP_035726200.1	NP_650428.1
OG0006037	XP_035738332.1	NP_524043.1
OG0006038	XP_035720782.1	NP_477133.1
OG0006039	XP_035731637.1	NP_610675.1
OG0006040	XP_035726518.1	NP_001286717.1
OG0006041	XP_035718912.1, XP_035718922.1, XP_035718902.1	NP_001027443.1
OG0006042	XP_035728064.1	NP_001262058.1
OG0006043	XP_035717150.1	NP_001260714.1
OG0006045	XP_035729246.1	NP_001246932.1
OG0006046	XP_035719073.1	NP_001262252.1
OG0006047	XP_035731705.1	NP_524999.2
OG0006048	XP_035728240.1	NP_648607.3
OG0006049	XP_035730261.1	NP_001286188.1
OG0006050	XP_035743094.1	NP_726036.2
OG0006051	XP_035718413.1	NP_001285881.1
OG0006052	XP_035738714.1	NP_001261482.1
OG0006053	XP_035724316.1	NP_649471.3
OG0006054	XP_035742882.1	NP_001261750.1
OG0006055	XP_035719728.1, XP_035719727.1	NP_648642.1
OG0006056	XP_035718161.1	NP_001137842.2
OG0006057	XP_035721537.1	NP_476573.1
OG0006058	XP_035731255.1	NP_001246712.1
OG0006059	XP_035740058.1	NP_001247193.1
OG0006060	XP_035721540.1	NP_001262018.1
OG0006061	XP_035737991.1	NP_651356.1
OG0006062	XP_035738929.1	NP_477378.1
OG0006063	XP_035732147.1	NP_569845.2
OG0006064	XP_035725910.1	NP_477281.1
OG0006065	XP_035717550.1	NP_001334737.1
OG0006067	XP_035725730.1	NP_609378.1
OG0006069	XP_035717804.1	NP_477497.1
OG0006070	XP_035731398.1	NP_001262263.1
OG0006071	XP_035737592.1	NP_001285391.1
OG0006072	XP_035735733.1	NP_001285492.1
OG0006073	XP_035733505.1, XP_035733504.1	NP_611426.1
OG0006074	XP_035720713.1	NP_612053.1
OG0006075	XP_035735503.1	NP_610427.2
OG0006076	XP_035728470.1	NP_649580.1
OG0006077	XP_035733995.1	NP_608579.1
OG0006078	XP_035725585.1	NP_001284992.1
OG0006079	XP_035721557.1	NP_001259667.1
OG0006080	XP_035728674.1	NP_001261414.1
OG0006081	XP_035736897.1	NP_001262442.1
OG0006082	XP_035739754.1	NP_610418.1
OG0006083	XP_035722771.1	NP_001356961.1
OG0006084	XP_035722208.1	NP_001262557.1
OG0006085	XP_035732007.1	NP_648408.1
OG0006086	XP_035722308.1	NP_647985.1
OG0006087	XP_035735623.1	NP_608734.2
OG0006088	XP_035743753.1	NP_651237.1
OG0006089	XP_035730263.1	NP_523765.1
OG0006090	XP_035726333.1	NP_649083.2
OG0006091	XP_035719937.1	NP_001259101.1
OG0006092	XP_035744158.1	NP_647852.1
OG0006093	XP_035738871.1	NP_995833.1
OG0006094	XP_035717978.1	NP_523503.2
OG0006095	XP_035736286.1	NP_001261575.1
OG0006096	XP_035743654.1	NP_650582.1, NP_001259842.1
OG0006097	XP_035735728.1	NP_609899.1
OG0006098	XP_035738836.1, XP_035738835.1	NP_608860.1
OG0006099	XP_035729450.1	NP_001284815.1
OG0006100	XP_035738032.1	NP_651176.1
OG0006101	XP_035721718.1	NP_001303349.1
OG0006102	XP_035738573.1	NP_650124.1
OG0006103	XP_035730208.1	NP_001286173.1
OG0006104	XP_035718500.1	NP_523502.1
OG0006105	XP_035723000.1	NP_001245926.1
OG0006106	XP_035717170.1	NP_477156.1
OG0006107	XP_035724137.1	NP_651750.1
OG0006108	XP_035726685.1	NP_001262702.1
OG0006109	XP_035740119.1	NP_001262062.1
OG0006110	XP_035732339.1	NP_610849.1
OG0006111	XP_035727876.1	NP_001104390.2
