Orthogroup	Vespa_mandarinia	Osmia_lignaria
OG0006353	XP_035730248.1	XP_034189641.1
OG0006355	XP_035740370.1	XP_034185233.1
OG0006356	XP_035723234.1	XP_034181486.1
OG0006357	XP_035723119.1	XP_034192525.1
OG0006358	XP_035734262.1	XP_034189743.1
OG0006359	XP_035740387.1	XP_034185249.1
OG0006360	XP_035719925.1	XP_034181905.1
OG0006361	XP_035720533.1	XP_034180249.1
OG0006362	XP_035724408.1	XP_034192846.1
OG0006363	XP_035727378.1	XP_034191202.1
OG0006364	XP_035743550.1	XP_034174281.1
OG0006365	XP_035721663.1	XP_034178877.1
OG0006366	XP_035724324.1	XP_034189079.1
OG0006367	XP_035732359.1	XP_034181842.1
OG0006368	XP_035735793.1	XP_034191466.1
OG0006369	XP_035725166.1	XP_034194711.1
OG0006370	XP_035744112.1	XP_034191750.1
OG0006371	XP_035734158.1	XP_034174001.1
OG0006372	XP_035728025.1	XP_034179229.1
OG0006373	XP_035732231.1	XP_034178440.1
OG0006374	XP_035742915.1	XP_034188745.1
OG0006375	XP_035742480.1	XP_034196648.1
OG0006376	XP_035721383.1, XP_035721384.1, XP_035721385.1	XP_034184083.1
OG0006377	XP_035735741.1	XP_034181351.1
OG0006378	XP_035725138.1	XP_034183195.1
OG0006379	XP_035740574.1	XP_034189828.1
OG0006380	XP_035733928.1	XP_034178257.1
OG0006381	XP_035734555.1	XP_034185638.1
OG0006382	XP_035721150.1	XP_034188620.1
OG0006383	XP_035726209.1	XP_034179164.1
OG0006385	XP_035723231.1	XP_034184499.1
OG0006386	XP_035743762.1	XP_034171033.1
OG0006387	XP_035740834.1	XP_034188035.1
OG0006388	XP_035743349.1	XP_034188500.1
OG0006389	XP_035722969.1	XP_034189954.1
OG0006390	XP_035737736.1	XP_034196444.1
OG0006391	XP_035742677.1	XP_034194309.1
OG0006392	XP_035722833.1	XP_034190241.1
OG0006393	XP_035741673.1	XP_034182619.1
OG0006394	XP_035723221.1	XP_034172162.1
OG0006395	XP_035725101.1	XP_034192502.1
OG0006396	XP_035732436.1	XP_034196374.1
OG0006397	XP_035723567.1	XP_034183301.1
OG0006398	XP_035720758.1	XP_034196600.1
OG0006399	XP_035730656.1	XP_034188325.1
OG0006400	XP_035718794.1	XP_034192341.1
OG0006401	XP_035728246.1	XP_034180967.1
OG0006403	XP_035727829.1	XP_034190979.1
OG0006404	XP_035730326.1	XP_034190144.1
OG0006405	XP_035742116.1	XP_034178297.1
OG0006406	XP_035730284.1, XP_035730283.1	XP_034189112.1
OG0006407	XP_035726245.1	XP_034190523.1
OG0006408	XP_035728886.1	XP_034181467.1
OG0006409	XP_035721289.1	XP_034173819.1
OG0006410	XP_035735532.1	XP_034178283.1, XP_034178288.1
OG0006411	XP_035718852.1	XP_034176972.1
OG0006412	XP_035718145.1	XP_034190489.1
OG0006413	XP_035727258.1	XP_034184679.1
OG0006414	XP_035719763.1	XP_034183412.1
OG0006415	XP_035723383.1	XP_034191909.1
OG0006416	XP_035718819.1	XP_034172990.1
OG0006417	XP_035730072.1	XP_034185791.1
OG0006418	XP_035721245.1	XP_034180840.1
OG0006420	XP_035724980.1	XP_034196300.1
OG0006421	XP_035735472.1	XP_034181960.1
OG0006422	XP_035733025.1	XP_034173489.1
OG0006423	XP_035725826.1, XP_035725829.1	XP_034172694.1
OG0006424	XP_035743576.1	XP_034180481.1
OG0006425	XP_035720415.1	XP_034178380.1
OG0006426	XP_035742870.1	XP_034182005.1
OG0006427	XP_035726526.1	XP_034191399.1
OG0006428	XP_035724471.1	XP_034183302.1
OG0006429	XP_035719955.1	XP_034176487.1
OG0006430	XP_035719738.1	XP_034177924.1
OG0006431	XP_035743872.1	XP_034182136.1
OG0006432	XP_035722588.1	XP_034196638.1
OG0006433	XP_035737245.1	XP_034192648.1
OG0006434	XP_035741670.1	XP_034180048.1
OG0006435	XP_035725321.1	XP_034181339.1
OG0006437	XP_035732102.1	XP_034178856.1
OG0006438	XP_035728669.1	XP_034193495.1
OG0006439	XP_035738487.1	XP_034187012.1
OG0006440	XP_035736641.1	XP_034177497.1
OG0006441	XP_035726581.1	XP_034172950.1
OG0006442	XP_035726309.1	XP_034194565.1
OG0006443	XP_035737489.1	XP_034174093.1
OG0006444	XP_035742729.1	XP_034177693.1
OG0006445	XP_035737012.1	XP_034188614.1
OG0006447	XP_035735489.1	XP_034191314.1
OG0006448	XP_035743134.1	XP_034196331.1
OG0006449	XP_035719012.1	XP_034181194.1
OG0006450	XP_035730707.1	XP_034182150.1
OG0006451	XP_035728927.1	XP_034180803.1
OG0006452	XP_035730684.1	XP_034177574.1
OG0006453	XP_035730960.1	XP_034185574.1
OG0006454	XP_035726852.1, XP_035726853.1	XP_034175976.1
OG0006455	XP_035736667.1	XP_034185250.1
OG0006456	XP_035742000.1	XP_034189273.1
OG0006457	XP_035740347.1	XP_034184875.1
OG0006458	XP_035722656.1	XP_034184810.1, XP_034184809.1, XP_034184808.1
OG0006459	XP_035725684.1	XP_034186387.1
OG0006460	XP_035733790.1	XP_034193467.1
OG0006462	XP_035742064.1, XP_035742061.1	XP_034172073.1, XP_034172070.1
OG0006463	XP_035722571.1	XP_034182080.1
OG0006464	XP_035724730.1	XP_034177342.1
OG0006465	XP_035734098.1	XP_034186650.1
OG0006466	XP_035738679.1	XP_034183253.1
OG0006467	XP_035738857.1	XP_034185847.1
OG0006468	XP_035731149.1	XP_034174083.1
OG0006469	XP_035717633.1	XP_034184525.1
OG0006470	XP_035726009.1	XP_034179953.1
OG0006471	XP_035736706.1	XP_034188170.1
OG0006472	XP_035718621.1	XP_034192168.1
OG0006473	XP_035736599.1	XP_034182443.1
OG0006474	XP_035741379.1	XP_034192920.1
OG0006475	XP_035743769.1, XP_035743767.1	XP_034172567.1
OG0006476	XP_035743090.1	XP_034182144.1
OG0006477	XP_035739428.1	XP_034176019.1
OG0006478	XP_035723470.1	XP_034185138.1
OG0006480	XP_035730851.1	XP_034177452.1
OG0006481	XP_035725884.1	XP_034177859.1
OG0006482	XP_035728819.1, XP_035728817.1	XP_034181028.1
OG0006483	XP_035723311.1	XP_034190892.1
OG0006484	XP_035738987.1	XP_034188882.1
OG0006485	XP_035741600.1	XP_034172111.1
OG0006486	XP_035722481.1	XP_034182259.1
OG0006487	XP_035730997.1	XP_034176583.1
OG0006488	XP_035732976.1	XP_034172225.1
OG0006489	XP_035740727.1	XP_034190954.1
OG0006490	XP_035726627.1	XP_034173482.1
OG0006491	XP_035742419.1	XP_034173642.1
OG0006493	XP_035728407.1	XP_034179886.1
OG0006494	XP_035723171.1	XP_034189123.1
OG0006495	XP_035739924.1	XP_034194227.1
OG0006496	XP_035719930.1	XP_034185408.1
OG0006497	XP_035725366.1	XP_034191257.1
OG0006498	XP_035728739.1	XP_034187038.1
OG0006499	XP_035719016.1	XP_034176558.1
OG0006500	XP_035738572.1	XP_034194358.1
OG0006501	XP_035717474.1	XP_034173607.1
OG0006502	XP_035724453.1	XP_034190793.1
OG0006503	XP_035736410.1	XP_034178370.1
OG0006504	XP_035718129.1	XP_034173740.1
OG0006505	XP_035722854.1	XP_034191037.1
OG0006506	XP_035722663.1	XP_034175518.1
OG0006507	XP_035726366.1	XP_034173138.1
OG0006508	XP_035733599.1	XP_034186033.1
OG0006509	XP_035717941.1	XP_034178949.1
OG0006510	XP_035742287.1	XP_034177585.1
OG0006511	XP_035733909.1	XP_034195482.1
OG0006512	XP_035741401.1	XP_034186980.1
OG0006513	XP_035741434.1	XP_034186860.1
OG0006514	XP_035730135.1	XP_034176613.1
OG0006515	XP_035736107.1	XP_034179673.1
OG0006516	XP_035731452.1	XP_034174267.1
OG0006517	XP_035734584.1	XP_034186672.1
OG0006518	XP_035730313.1	XP_034194512.1
OG0006519	XP_035724972.1	XP_034188476.1
OG0006520	XP_035730995.1	XP_034193280.1
OG0006521	XP_035717586.1	XP_034192457.1
OG0006522	XP_035717197.1	XP_034181084.1
OG0006523	XP_035740210.1	XP_034184239.1
OG0006524	XP_035732672.1	XP_034173646.1
OG0006525	XP_035738953.1	XP_034189262.1
OG0006526	XP_035739496.1	XP_034194218.1
OG0006527	XP_035741735.1	XP_034173741.1
OG0006528	XP_035735137.1	XP_034184062.1
OG0006529	XP_035726407.1	XP_034188828.1
OG0006530	XP_035733559.1	XP_034171319.1
OG0006531	XP_035722573.1	XP_034186071.1
OG0006533	XP_035724613.1	XP_034187461.1
OG0006534	XP_035741749.1	XP_034188660.1
OG0006535	XP_035724211.1, XP_035724212.1, XP_035724210.1	XP_034177242.1
OG0006536	XP_035718618.1	XP_034177375.1
OG0006537	XP_035721884.1	XP_034190582.1
OG0006538	XP_035730039.1	XP_034183467.1
OG0006539	XP_035733819.1	XP_034178904.1
OG0006540	XP_035743963.1	XP_034171983.1
OG0006541	XP_035717226.1	XP_034172865.1
OG0006543	XP_035728447.1	XP_034186824.1
OG0006544	XP_035742133.1	XP_034174901.1
OG0006545	XP_035722065.1	XP_034190551.1
OG0006546	XP_035728725.1	XP_034174765.1
OG0006547	XP_035725282.1	XP_034174449.1
OG0006548	XP_035728816.1	XP_034184944.1
OG0006549	XP_035736654.1	XP_034177504.1
OG0006550	XP_035727255.1	XP_034180516.1, XP_034180517.1
OG0006551	XP_035724641.1	XP_034194646.1
OG0006552	XP_035735581.1	XP_034192026.1
OG0006553	XP_035720618.1	XP_034172898.1
OG0006554	XP_035732372.1	XP_034181746.1
OG0006555	XP_035732498.1	XP_034194138.1
OG0006556	XP_035738830.1	XP_034190256.1
OG0006557	XP_035721883.1	XP_034176156.1
OG0006558	XP_035728756.1, XP_035728757.1	XP_034188427.1
OG0006559	XP_035743811.1	XP_034182579.1
OG0006560	XP_035739201.1	XP_034182209.1
OG0006561	XP_035721326.1	XP_034187745.1
OG0006562	XP_035721511.1	XP_034174859.1
OG0006563	XP_035723298.1	XP_034176635.1
OG0006565	XP_035719897.1	XP_034177384.1
OG0006566	XP_035740338.1	XP_034171166.1
OG0006568	XP_035729672.1	XP_034174585.1
OG0006570	XP_035742848.1	XP_034177739.1
OG0006571	XP_035741053.1	XP_034184639.1
OG0006572	XP_035728337.1, XP_035728336.1	XP_034190178.1, XP_034190179.1
OG0006573	XP_035736352.1	XP_034196317.1
OG0006574	XP_035717700.1	XP_034190748.1
OG0006576	XP_035734440.1	XP_034189024.1
OG0006577	XP_035735921.1	XP_034171076.1
OG0006578	XP_035735152.1	XP_034193899.1, XP_034193900.1
OG0006579	XP_035738887.1	XP_034175547.1
OG0006580	XP_035717539.1	XP_034183574.1
OG0006581	XP_035736213.1	XP_034179745.1
OG0006582	XP_035744065.1	XP_034170850.1
OG0006583	XP_035717293.1	XP_034182779.1
OG0006584	XP_035743369.1	XP_034171180.1
OG0006585	XP_035731176.1, XP_035731175.1	XP_034177448.1
OG0006586	XP_035722586.1	XP_034186090.1
OG0006587	XP_035740304.1	XP_034177020.1
OG0006588	XP_035737399.1	XP_034182384.1
OG0006589	XP_035734041.1	XP_034185967.1
OG0006590	XP_035734507.1	XP_034189382.1
OG0006591	XP_035743682.1	XP_034181270.1
OG0006592	XP_035717130.1	XP_034174817.1
OG0006593	XP_035723579.1	XP_034176102.1
OG0006594	XP_035719210.1	XP_034192872.1
OG0006595	XP_035727649.1	XP_034185769.1
OG0006596	XP_035739403.1	XP_034185592.1
OG0006597	XP_035719380.1	XP_034180302.1
OG0006598	XP_035726318.1	XP_034195410.1
OG0006599	XP_035722860.1	XP_034193923.1
OG0006600	XP_035738548.1	XP_034186489.1
OG0006601	XP_035742899.1	XP_034189574.1
OG0006602	XP_035718983.1	XP_034187159.1
OG0006603	XP_035741338.1, XP_035741337.1	XP_034190712.1
OG0006604	XP_035725588.1	XP_034189848.1
OG0006605	XP_035739358.1	XP_034184790.1
OG0006606	XP_035736538.1	XP_034185279.1, XP_034185222.1
OG0006607	XP_035729807.1	XP_034182612.1
OG0006608	XP_035732709.1	XP_034176405.1
OG0006609	XP_035725768.1	XP_034177749.1
OG0006610	XP_035721259.1	XP_034180847.1
OG0006611	XP_035735231.1	XP_034177760.1
OG0006612	XP_035741639.1	XP_034184655.1
OG0006614	XP_035727920.1	XP_034179244.1
OG0006615	XP_035721778.1	XP_034187592.1
OG0006616	XP_035727671.1	XP_034178829.1
OG0006617	XP_035722164.1	XP_034182069.1
OG0006618	XP_035742816.1	XP_034192870.1
OG0006619	XP_035721469.1	XP_034187810.1
OG0006621	XP_035727397.1	XP_034186707.1
OG0006622	XP_035737947.1, XP_035737948.1	XP_034193781.1
OG0006623	XP_035731871.1	XP_034184403.1
OG0006624	XP_035725907.1	XP_034172532.1
OG0006625	XP_035743846.1	XP_034181350.1
OG0006626	XP_035737630.1	XP_034172556.1
OG0006627	XP_035727977.1	XP_034179839.1
OG0006628	XP_035743935.1	XP_034187760.1
OG0006629	XP_035732912.1	XP_034173708.1
OG0006630	XP_035723619.1	XP_034173659.1
OG0006631	XP_035736803.1	XP_034173818.1
OG0006632	XP_035724811.1	XP_034177575.1
OG0006633	XP_035722215.1	XP_034194734.1, XP_034194799.1
OG0006634	XP_035721513.1	XP_034183039.1
OG0006635	XP_035730355.1	XP_034190192.1
OG0006636	XP_035735596.1	XP_034187392.1
OG0006637	XP_035729295.1	XP_034175851.1, XP_034175852.1, XP_034175853.1, XP_034175850.1
OG0006638	XP_035727165.1	XP_034192016.1
OG0006639	XP_035718075.1	XP_034189361.1
OG0006640	XP_035735865.1	XP_034187377.1
OG0006641	XP_035717482.1	XP_034171371.1
OG0006642	XP_035725248.1	XP_034176768.1
OG0006643	XP_035733640.1	XP_034193681.1
OG0006644	XP_035744038.1	XP_034182796.1
OG0006645	XP_035730241.1	XP_034183482.1
OG0006646	XP_035723521.1	XP_034172615.1
OG0006647	XP_035724234.1	XP_034177220.1
OG0006648	XP_035727674.1	XP_034178833.1
OG0006649	XP_035739356.1	XP_034186981.1
OG0006650	XP_035725802.1	XP_034179055.1
OG0006651	XP_035720144.1	XP_034191832.1
OG0006652	XP_035744076.1	XP_034172662.1
OG0006653	XP_035725785.1	XP_034173609.1
OG0006654	XP_035733117.1	XP_034172743.1
OG0006655	XP_035727088.1	XP_034187820.1
OG0006656	XP_035740352.1	XP_034189818.1
OG0006658	XP_035726201.1	XP_034178989.1
OG0006659	XP_035718214.1	XP_034174491.1
OG0006660	XP_035738699.1	XP_034184081.1
OG0006661	XP_035722596.1	XP_034194769.1, XP_034194018.1
OG0006662	XP_035724939.1	XP_034195369.1
OG0006663	XP_035718770.1	XP_034191772.1
OG0006664	XP_035736907.1	XP_034181436.1
OG0006665	XP_035720867.1	XP_034191792.1
OG0006666	XP_035729204.1	XP_034194050.1
OG0006667	XP_035729537.1	XP_034181144.1
OG0006668	XP_035737259.1	XP_034193630.1
OG0006669	XP_035720955.1	XP_034185431.1
OG0006670	XP_035720612.1	XP_034172889.1
OG0006671	XP_035726059.1	XP_034172324.1
OG0006672	XP_035736203.1, XP_035736204.1	XP_034185986.1
OG0006673	XP_035741872.1	XP_034193297.1, XP_034193294.1
OG0006674	XP_035740764.1	XP_034179311.1
OG0006676	XP_035734661.1	XP_034188557.1, XP_034188559.1
OG0006677	XP_035717542.1, XP_035717543.1	XP_034183576.1
OG0006678	XP_035744150.1	XP_034174115.1, XP_034174114.1
OG0006679	XP_035743608.1	XP_034188324.1
OG0006681	XP_035744166.1	XP_034185857.1
OG0006682	XP_035728277.1, XP_035728276.1	XP_034178874.1
OG0006683	XP_035728466.1	XP_034181820.1
OG0006684	XP_035718409.1	XP_034175742.1
OG0006685	XP_035735170.1	XP_034193963.1
OG0006686	XP_035735195.1	XP_034179663.1
OG0006687	XP_035736688.1	XP_034178045.1
OG0006688	XP_035739532.1	XP_034183930.1
OG0006689	XP_035728166.1	XP_034178709.1
OG0006690	XP_035718128.1	XP_034182680.1
OG0006691	XP_035728378.1	XP_034178862.1
OG0006692	XP_035738913.1	XP_034185622.1, XP_034184613.1
OG0006693	XP_035718359.1	XP_034174987.1, XP_034174983.1
OG0006694	XP_035738777.1	XP_034175674.1
OG0006695	XP_035739685.1	XP_034186176.1
OG0006696	XP_035741438.1	XP_034182833.1
OG0006697	XP_035733541.1	XP_034172090.1
OG0006699	XP_035736433.1, XP_035736434.1, XP_035736431.1	XP_034186762.1
OG0006700	XP_035729578.1	XP_034181661.1
OG0006701	XP_035734244.1	XP_034187520.1
OG0006702	XP_035726797.1	XP_034196630.1
OG0006703	XP_035725700.1	XP_034190882.1
OG0006704	XP_035741876.1	XP_034172799.1
OG0006705	XP_035720530.1	XP_034188914.1
OG0006706	XP_035727758.1	XP_034178802.1
OG0006707	XP_035724311.1	XP_034195025.1
OG0006708	XP_035741667.1	XP_034187880.1
OG0006709	XP_035721360.1, XP_035721361.1	XP_034180787.1
OG0006710	XP_035722165.1	XP_034181919.1
OG0006711	XP_035737241.1	XP_034192645.1, XP_034192644.1
OG0006713	XP_035734336.1	XP_034173764.1, XP_034173763.1
OG0006714	XP_035723245.1	XP_034178886.1
OG0006716	XP_035734306.1	XP_034173821.1
OG0006717	XP_035719998.1	XP_034191640.1
OG0006718	XP_035735427.1	XP_034186582.1
OG0006719	XP_035717756.1	XP_034180389.1
OG0006720	XP_035743972.1	XP_034172830.1
OG0006721	XP_035741342.1	XP_034183130.1
OG0006722	XP_035736894.1	XP_034182103.1
OG0006723	XP_035740080.1	XP_034173146.1
OG0006724	XP_035723386.1, XP_035723385.1, XP_035723384.1	XP_034184885.1
OG0006725	XP_035742660.1	XP_034185083.1, XP_034185082.1
OG0006726	XP_035732144.1	XP_034178029.1
OG0006727	XP_035732488.1	XP_034187372.1, XP_034187371.1
OG0006728	XP_035726442.1	XP_034170942.1
OG0006729	XP_035736950.1	XP_034182943.1
OG0006731	XP_035743376.1	XP_034175821.1, XP_034175822.1, XP_034175820.1
OG0006732	XP_035718414.1	XP_034178191.1
OG0006733	XP_035718476.1	XP_034173118.1
OG0006734	XP_035733953.1	XP_034176516.1
OG0006735	XP_035723782.1	XP_034188466.1
OG0006736	XP_035718005.1	XP_034173104.1
OG0006739	XP_035737180.1	XP_034171051.1
OG0006740	XP_035743538.1, XP_035743537.1	XP_034177776.1
OG0006741	XP_035729089.1	XP_034178839.1
OG0006742	XP_035728467.1	XP_034175415.1
OG0006743	XP_035725990.1, XP_035725989.1	XP_034179942.1, XP_034179941.1
OG0006745	XP_035740753.1, XP_035740754.1	XP_034179304.1
OG0006746	XP_035726324.1	XP_034171289.1
OG0006747	XP_035728945.1, XP_035728928.1	XP_034179153.1
OG0006749	XP_035742067.1	XP_034173082.1
OG0006750	XP_035721716.1	XP_034191287.1
OG0006751	XP_035743993.1	XP_034178527.1
OG0006752	XP_035723347.1	XP_034182930.1
OG0006753	XP_035740331.1	XP_034194035.1
OG0006754	XP_035718013.1	XP_034193724.1, XP_034193723.1
OG0006755	XP_035729671.1	XP_034173934.1, XP_034173932.1
OG0006757	XP_035728373.1	XP_034171718.1
OG0006759	XP_035717282.1	XP_034182780.1
OG0006760	XP_035719118.1	XP_034192478.1, XP_034192479.1
OG0006763	XP_035738866.1	XP_034188704.1
OG0006764	XP_035739820.1	XP_034176239.1, XP_034176243.1
OG0006766	XP_035727084.1, XP_035727083.1	XP_034180186.1
OG0006770	XP_035726726.1	XP_034195396.1, XP_034195397.1
OG0006771	XP_035721281.1	XP_034184884.1
OG0006772	XP_035738080.1, XP_035738001.1, XP_035738256.1, XP_035738164.1, XP_035737911.1	XP_034187964.1
OG0006773	XP_035728221.1	XP_034171140.1, XP_034171139.1, XP_034171138.1
OG0006775	XP_035737955.1, XP_035737954.1	XP_034174164.1
OG0006776	XP_035721012.1, XP_035721015.1	XP_034180100.1
OG0006777	XP_035733997.1	XP_034195965.1, XP_034195964.1, XP_034195962.1, XP_034195966.1
OG0006778	XP_035741966.1	XP_034171610.1, XP_034171620.1, XP_034171627.1
OG0006780	XP_035734250.1	XP_034187506.1
OG0006781	XP_035724209.1	XP_034176892.1
OG0006782	XP_035724069.1	XP_034177258.1
OG0006783	XP_035733358.1	XP_034194143.1, XP_034194142.1, XP_034194140.1, XP_034171607.1, XP_034171599.1
OG0006784	XP_035717975.1	XP_034182788.1, XP_034182787.1, XP_034182793.1
OG0006785	XP_035723260.1	XP_034177731.1, XP_034177732.1
OG0006787	XP_035729040.1	XP_034185997.1, XP_034186007.1
OG0006788	XP_035733010.1	XP_034173185.1
OG0006790	XP_035728861.1	XP_034178586.1, XP_034178264.1
OG0006792	XP_035735180.1	XP_034179668.1
OG0006793	XP_035737075.1, XP_035737076.1, XP_035737077.1, XP_035737074.1	XP_034179524.1
OG0006796	XP_035739231.1	XP_034194637.1, XP_034194534.1, XP_034195360.1, XP_034195359.1, XP_034195362.1
OG0006798	XP_035726523.1	XP_034183145.1
OG0006799	XP_035738418.1	XP_034196408.1
OG0006800	XP_035741364.1	XP_034188299.1
OG0006801	XP_035725743.1	XP_034174206.1
OG0006802	XP_035743771.1	XP_034172962.1
OG0006803	XP_035741191.1	XP_034194187.1
OG0006804	XP_035719498.1	XP_034181225.1
OG0006805	XP_035718110.1	XP_034178131.1
OG0006806	XP_035738874.1	XP_034187902.1
OG0006807	XP_035727067.1	XP_034192072.1
OG0006808	XP_035721926.1	XP_034187429.1
OG0006809	XP_035744100.1	XP_034180464.1
OG0006810	XP_035717473.1	XP_034193433.1
OG0006811	XP_035721588.1	XP_034192356.1
OG0006812	XP_035722494.1	XP_034176496.1
OG0006813	XP_035729360.1	XP_034180388.1
OG0006814	XP_035732486.1	XP_034180918.1
OG0006815	XP_035733548.1	XP_034178239.1
OG0006816	XP_035730922.1	XP_034176098.1
OG0006817	XP_035727266.1	XP_034184681.1
OG0006818	XP_035718615.1	XP_034181702.1
OG0006819	XP_035743544.1	XP_034188760.1
OG0006820	XP_035742341.1	XP_034184814.1
OG0006821	XP_035720449.1	XP_034183662.1
OG0006822	XP_035731422.1	XP_034189637.1
OG0006823	XP_035727327.1	XP_034194063.1
OG0006824	XP_035719809.1	XP_034192653.1
OG0006825	XP_035724057.1	XP_034180168.1
OG0006826	XP_035739341.1	XP_034186787.1
OG0006827	XP_035736785.1	XP_034193434.1
OG0006828	XP_035729560.1	XP_034179239.1
OG0006829	XP_035728942.1	XP_034172545.1
OG0006830	XP_035732430.1	XP_034173691.1
OG0006831	XP_035721267.1	XP_034180863.1
OG0006832	XP_035743728.1	XP_034172046.1
OG0006833	XP_035735564.1	XP_034192141.1
OG0006834	XP_035728898.1	XP_034170831.1
OG0006835	XP_035718092.1	XP_034190522.1
OG0006836	XP_035723675.1	XP_034174868.1
OG0006837	XP_035734893.1	XP_034179915.1
OG0006838	XP_035735517.1	XP_034188790.1
OG0006839	XP_035728118.1	XP_034185709.1
OG0006840	XP_035723485.1	XP_034179152.1
OG0006841	XP_035723195.1	XP_034195114.1
OG0006842	XP_035721316.1	XP_034174372.1
OG0006843	XP_035721741.1	XP_034193665.1
OG0006844	XP_035734568.1	XP_034189855.1
OG0006845	XP_035728471.1	XP_034184796.1
OG0006846	XP_035741112.1	XP_034182061.1
OG0006847	XP_035741237.1	XP_034173088.1
OG0006849	XP_035735412.1	XP_034186402.1
OG0006850	XP_035744159.1	XP_034172276.1
OG0006851	XP_035736810.1	XP_034172322.1
OG0006852	XP_035722572.1	XP_034180583.1
OG0006853	XP_035735690.1	XP_034192035.1
OG0006854	XP_035726050.1	XP_034178943.1
OG0006855	XP_035731922.1	XP_034186729.1
OG0006856	XP_035726710.1	XP_034173608.1
OG0006857	XP_035727537.1	XP_034186866.1
OG0006858	XP_035737415.1	XP_034186147.1
OG0006859	XP_035732403.1	XP_034191773.1
OG0006860	XP_035725401.1	XP_034180686.1
OG0006862	XP_035722923.1	XP_034182269.1
OG0006863	XP_035739672.1	XP_034196021.1
OG0006864	XP_035717917.1	XP_034175196.1, XP_034175195.1
OG0006865	XP_035739821.1	XP_034176238.1
OG0006866	XP_035717660.1	XP_034179591.1
OG0006867	XP_035742132.1	XP_034187346.1
OG0006868	XP_035735213.1	XP_034194746.1
OG0006869	XP_035725491.1	XP_034180755.1
OG0006870	XP_035729091.1	XP_034178843.1
OG0006871	XP_035724061.1	XP_034194971.1
OG0006872	XP_035738724.1	XP_034172656.1
OG0006873	XP_035741108.1, XP_035741106.1	XP_034185462.1
OG0006874	XP_035719976.1	XP_034190345.1
OG0006875	XP_035723435.1	XP_034175523.1
OG0006876	XP_035735556.1	XP_034189567.1
OG0006877	XP_035721504.1	XP_034196688.1
OG0006878	XP_035732725.1	XP_034175371.1
OG0006879	XP_035738751.1	XP_034179829.1
OG0006882	XP_035721622.1	XP_034176808.1
OG0006883	XP_035733233.1, XP_035733234.1	XP_034192868.1
OG0006884	XP_035730415.1	XP_034171573.1
OG0006885	XP_035738034.1	XP_034176095.1
OG0006886	XP_035743300.1	XP_034190670.1
OG0006887	XP_035728059.1	XP_034171501.1
OG0006888	XP_035726836.1	XP_034192087.1
OG0006890	XP_035728402.1	XP_034189670.1
OG0006891	XP_035741764.1	XP_034174849.1
OG0006892	XP_035720350.1	XP_034173022.1
OG0006893	XP_035732719.1	XP_034175359.1
OG0006894	XP_035731467.1	XP_034171204.1
OG0006895	XP_035721050.1	XP_034185490.1
OG0006896	XP_035724438.1	XP_034177787.1
OG0006897	XP_035732101.1	XP_034179874.1
OG0006898	XP_035724859.1	XP_034181924.1
OG0006899	XP_035718820.1	XP_034192352.1
OG0006900	XP_035718580.1	XP_034183889.1
OG0006901	XP_035736731.1	XP_034176741.1
OG0006902	XP_035738078.1	XP_034176580.1
OG0006903	XP_035733578.1	XP_034182199.1
OG0006904	XP_035742568.1	XP_034178404.1
OG0006905	XP_035728029.1	XP_034172605.1
OG0006906	XP_035719856.1	XP_034176975.1
OG0006907	XP_035717577.1	XP_034181901.1
OG0006908	XP_035743527.1	XP_034187488.1
OG0006909	XP_035735849.1	XP_034192023.1
OG0006910	XP_035734330.1	XP_034173722.1
OG0006911	XP_035719114.1	XP_034180201.1
OG0006912	XP_035736606.1	XP_034187530.1
OG0006913	XP_035737901.1	XP_034180955.1
OG0006914	XP_035725810.1	XP_034173492.1
OG0006915	XP_035729779.1	XP_034172511.1
OG0006916	XP_035725281.1	XP_034174441.1
OG0006917	XP_035737217.1	XP_034175110.1
OG0006918	XP_035737158.1	XP_034176816.1
OG0006919	XP_035738402.1	XP_034187030.1
OG0006920	XP_035732567.1	XP_034196049.1
OG0006921	XP_035735269.1	XP_034179847.1
OG0006922	XP_035733829.1	XP_034179584.1
OG0006923	XP_035717177.1	XP_034183523.1
OG0006924	XP_035723428.1	XP_034190668.1
OG0006925	XP_035731775.1	XP_034173872.1
OG0006926	XP_035728384.1	XP_034181082.1
OG0006927	XP_035720451.1	XP_034178140.1
OG0006928	XP_035722917.1	XP_034187942.1
OG0006929	XP_035740345.1	XP_034184859.1
OG0006930	XP_035734439.1	XP_034184417.1
OG0006931	XP_035729511.1	XP_034193216.1
OG0006932	XP_035731114.1	XP_034193548.1
OG0006933	XP_035721627.1	XP_034182448.1
OG0006934	XP_035727139.1	XP_034186486.1
OG0006935	XP_035735393.1	XP_034179759.1
OG0006936	XP_035735823.1	XP_034192120.1
OG0006937	XP_035735135.1	XP_034193946.1
OG0006938	XP_035721297.1	XP_034174027.1
OG0006940	XP_035729386.1	XP_034180357.1
OG0006941	XP_035720562.1	XP_034180084.1
OG0006943	XP_035737831.1	XP_034183878.1
OG0006944	XP_035737426.1	XP_034181982.1
OG0006945	XP_035740209.1	XP_034184514.1
OG0006946	XP_035737878.1, XP_035737877.1	XP_034178589.1
OG0006947	XP_035730561.1	XP_034171569.1
OG0006948	XP_035720951.1	XP_034191881.1
OG0006949	XP_035727112.1	XP_034175792.1
OG0006950	XP_035739577.1	XP_034193647.1
OG0006951	XP_035719461.1	XP_034187240.1
