Orthogroup	Vespa_mandarinia	Aedes_aegypti
OG0005499	XP_035723939.1	XP_021708872.1
OG0005500	XP_035718678.1	XP_001654503.1
OG0005501	XP_035721942.1	XP_001663047.1
OG0005502	XP_035740905.1	XP_001660807.2
OG0005503	XP_035742942.1	XP_001663597.2
OG0005505	XP_035725362.1	XP_021694224.1
OG0005506	XP_035729030.1	XP_021708740.1
OG0005507	XP_035736368.1	XP_001653646.2
OG0005508	XP_035744265.1	XP_021713207.1
OG0005509	XP_035731525.1	XP_021712890.1, XP_021694556.1, XP_021712393.1
OG0005510	XP_035738394.1	XP_021708967.1
OG0005511	XP_035719355.1	XP_001655640.2
OG0005512	XP_035738286.1	XP_021703888.1
OG0005513	XP_035722286.1	XP_021704787.1, XP_001648238.1
OG0005514	XP_035718384.1, XP_035718386.1	XP_001653390.1
OG0005515	XP_035730917.1	XP_021697652.1
OG0005517	XP_035724725.1	XP_021701205.1, XP_021701201.1
OG0005519	XP_035726502.1, XP_035726503.1, XP_035726501.1	XP_001651131.1
OG0005520	XP_035741345.1	XP_021712995.1
OG0005521	XP_035740285.1	XP_001661330.2
OG0005522	XP_035742239.1	XP_021696446.1
OG0005523	XP_035727489.1	XP_001656323.1
OG0005524	XP_035724319.1	XP_021707075.1
OG0005525	XP_035723720.1	XP_011493344.1
OG0005526	XP_035731875.1	XP_001658295.1, XP_021712378.1
OG0005527	XP_035731599.1	XP_021712011.1, XP_001653056.1
OG0005528	XP_035725296.1	XP_021696331.1
OG0005529	XP_035740891.1	XP_021695374.1
OG0005530	XP_035728431.1	XP_021701707.1
OG0005531	XP_035735021.1	XP_021708756.1
OG0005532	XP_035717922.1	XP_001655507.2
OG0005533	XP_035722906.1, XP_035722892.1	XP_021709067.1
OG0005534	XP_035739189.1	XP_021700855.1
OG0005535	XP_035729556.1	XP_001663521.2
OG0005537	XP_035717578.1	XP_001659252.2
OG0005538	XP_035734692.1, XP_035734693.1	XP_021707195.1, XP_021707190.1
OG0005539	XP_035732516.1	XP_021696795.1
OG0005540	XP_035741828.1	XP_001662857.2
OG0005541	XP_035743577.1, XP_035740903.1	XP_021697242.1
OG0005543	XP_035719890.1	XP_001661807.2
OG0005544	XP_035736665.1	XP_021712799.1, XP_021712999.1
OG0005545	XP_035741512.1	XP_001660554.2
OG0005546	XP_035735448.1	XP_021694910.1
OG0005547	XP_035721336.1	XP_001657836.1
OG0005548	XP_035735498.1	XP_021702943.1
OG0005549	XP_035725466.1	XP_021695717.1
OG0005550	XP_035735409.1	XP_021710070.1
OG0005551	XP_035733871.1, XP_035733872.1	XP_021704985.1
OG0005552	XP_035736621.1	XP_021708963.1
OG0005553	XP_035737345.1	XP_021693037.1
OG0005554	XP_035721977.1	XP_001659381.2, XP_021699652.1
OG0005555	XP_035724114.1	XP_001655775.1, XP_021706181.1
OG0005556	XP_035718266.1	XP_001654438.2
OG0005557	XP_035728778.1	XP_021712745.1, XP_021705420.1
OG0005558	XP_035729309.1	XP_021694994.1
OG0005559	XP_035741584.1	XP_021711790.1, XP_001661758.1
OG0005560	XP_035732720.1, XP_035732729.1	XP_001658249.2
OG0005561	XP_035725318.1	XP_021700330.1
OG0005562	XP_035731879.1	XP_021709331.1
OG0005563	XP_035724177.1	XP_001652194.1
OG0005564	XP_035728832.1	XP_021706226.1, XP_021706227.1
OG0005565	XP_035718472.1	XP_011493493.2
OG0005566	XP_035738107.1	XP_021699477.1, XP_021699482.1
OG0005567	XP_035725637.1	XP_001661879.1, XP_021707888.1, XP_021707889.1
OG0005568	XP_035732302.1	XP_021697769.1
OG0005569	XP_035722557.1	XP_021697607.1
OG0005571	XP_035738861.1	XP_021698054.1
OG0005572	XP_035718745.1, XP_035718751.1	XP_001650265.1
OG0005573	XP_035741008.1	XP_021696239.1
OG0005574	XP_035717581.1, XP_035717582.1	XP_001653437.1
OG0005575	XP_035728237.1	XP_021702178.1
OG0005576	XP_035725460.1	XP_021707150.1
OG0005577	XP_035744195.1	XP_001654766.1
OG0005578	XP_035722749.1, XP_035722748.1	XP_021693055.1, XP_021693056.1
OG0005579	XP_035739558.1	XP_021693516.1
OG0005580	XP_035722244.1	XP_001661752.1
OG0005581	XP_035726744.1, XP_035726745.1	XP_021704245.1
OG0005582	XP_035718505.1	XP_001656741.1, XP_021708496.1
OG0005583	XP_035726465.1	XP_001657871.2
OG0005584	XP_035727041.1	XP_021713159.1, XP_001658106.1
OG0005585	XP_035720689.1	XP_001655117.1
OG0005586	XP_035728689.1	XP_021694802.1, XP_021694801.1
OG0005587	XP_035734789.1	XP_001659986.2
OG0005588	XP_035740408.1, XP_035740407.1	XP_021713186.1, XP_021713185.1
OG0005589	XP_035741965.1	XP_001651293.1
OG0005590	XP_035733866.1	XP_021706755.1
OG0005591	XP_035731891.1, XP_035731890.1	XP_021695577.1
OG0005593	XP_035740978.1	XP_021697020.1
OG0005594	XP_035729633.1	XP_021693198.1
OG0005595	XP_035731369.1	XP_001658556.1
OG0005596	XP_035735643.1	XP_021696953.1, XP_001656116.1
OG0005597	XP_035742487.1	XP_001662422.2
OG0005598	XP_035723049.1	XP_001652402.1
OG0005599	XP_035732041.1	XP_021713166.1, XP_021712070.1, XP_021712364.1
OG0005600	XP_035728581.1	XP_001661408.2
OG0005601	XP_035732576.1	XP_021694948.1
OG0005602	XP_035717466.1, XP_035717464.1	XP_021694074.1
OG0005603	XP_035741416.1	XP_021692939.1
OG0005604	XP_035725687.1	XP_021697543.1
OG0005606	XP_035736169.1	XP_021699592.1, XP_021699583.1
OG0005607	XP_035720591.1	XP_021708900.1
OG0005608	XP_035725751.1	XP_001658264.2
OG0005609	XP_035739219.1, XP_035739220.1	XP_021696080.1
OG0005610	XP_035739198.1	XP_021696083.1
OG0005611	XP_035727152.1	XP_021706163.1
OG0005612	XP_035721389.1	XP_001659705.2
OG0005613	XP_035729606.1	XP_001649210.1
OG0005614	XP_035728485.1	XP_021693091.1
OG0005615	XP_035735109.1	XP_021713162.1, XP_001658107.2, XP_021712560.1
OG0005616	XP_035737269.1	XP_021706703.1
OG0005617	XP_035721744.1	XP_021693314.1
OG0005618	XP_035720931.1	XP_021700091.1, XP_021700092.1
OG0005619	XP_035721675.1	XP_001656563.1
OG0005620	XP_035735273.1	XP_001649256.2
OG0005621	XP_035732175.1	XP_021707763.1
OG0005622	XP_035741523.1	XP_021705109.1, XP_001651895.1
OG0005623	XP_035741015.1	XP_001650896.2
OG0005624	XP_035717752.1	XP_001654311.1
OG0005625	XP_035738578.1	XP_021702622.1
OG0005626	XP_035721475.1	XP_021694519.1
OG0005627	XP_035717972.1	XP_021698114.1
OG0005628	XP_035717996.1	XP_001664064.2
OG0005629	XP_035717132.1	XP_001649208.2
OG0005630	XP_035735065.1	XP_021694041.1
OG0005631	XP_035737980.1	XP_021709999.1
OG0005632	XP_035717624.1	XP_021696132.1
OG0005633	XP_035723167.1	XP_021706616.1
OG0005634	XP_035737136.1	XP_021704529.1
OG0005635	XP_035727318.1	XP_001656010.2
OG0005637	XP_035738678.1	XP_021713334.1
OG0005638	XP_035729674.1	XP_021697328.1, XP_021697327.1, XP_011493059.2, XP_001653719.2
OG0005639	XP_035717212.1	XP_021710800.1
OG0005640	XP_035720190.1	XP_021695966.1
OG0005641	XP_035735551.1	XP_021712883.1, XP_021712880.1, XP_021712879.1, XP_021712882.1, XP_021712881.1, XP_001658094.2
OG0005642	XP_035743505.1	XP_021708469.1
OG0005643	XP_035734128.1	XP_021702637.1
OG0005644	XP_035724392.1	XP_001658977.2, XP_021708701.1, XP_001663362.1
OG0005645	XP_035729763.1	XP_001649398.2
OG0005646	XP_035743302.1	XP_021698438.1
OG0005647	XP_035719189.1	XP_001659861.2
OG0005649	XP_035732360.1	XP_001657570.1
OG0005650	XP_035732381.1	XP_001662902.1
OG0005651	XP_035724770.1	XP_001653377.1
OG0005652	XP_035741811.1	XP_021694834.1, XP_021694835.1
OG0005653	XP_035724721.1	XP_021706793.1
OG0005654	XP_035732714.1, XP_035732713.1	XP_021706270.1
OG0005655	XP_035744283.1	XP_021703045.1
OG0005656	XP_035735485.1	XP_001660834.1, XP_021704340.1
OG0005657	XP_035723690.1	XP_021707808.1, XP_021707809.1
OG0005658	XP_035733951.1, XP_035733952.1	XP_021700085.1
OG0005659	XP_035742326.1	XP_021708544.1
OG0005660	XP_035741486.1	XP_001654548.2, XP_021693462.1
OG0005661	XP_035737391.1	XP_001654405.1
OG0005662	XP_035736103.1	XP_021703538.1
OG0005663	XP_035721208.1	XP_001663412.1, XP_021712944.1
OG0005664	XP_035729635.1	XP_001656223.1
OG0005665	XP_035742540.1	XP_021703934.1
OG0005666	XP_035734630.1	XP_021705904.1
OG0005667	XP_035736226.1, XP_035736227.1	XP_001654880.1
OG0005668	XP_035732422.1	XP_021703193.1
OG0005669	XP_035740568.1	XP_021697834.1
OG0005670	XP_035732425.1	XP_021693210.1
OG0005671	XP_035722246.1	XP_001661219.1
OG0005672	XP_035739699.1	XP_011493097.1
OG0005673	XP_035734551.1	XP_001650875.1
OG0005674	XP_035734510.1	XP_021712744.1
OG0005675	XP_035717678.1, XP_035717673.1	XP_021707022.1
OG0005676	XP_035718920.1	XP_021710890.1
OG0005677	XP_035722017.1	XP_001659262.2
OG0005678	XP_035730802.1, XP_035730801.1	XP_021713415.1
OG0005679	XP_035720785.1	XP_021699347.1
OG0005682	XP_035744161.1	XP_021703270.1
OG0005683	XP_035739794.1	XP_021699209.1
OG0005684	XP_035737798.1	XP_021708011.1
OG0005685	XP_035738214.1	XP_021698257.1
OG0005686	XP_035739839.1	XP_021702395.1
OG0005687	XP_035720072.1, XP_035720070.1	XP_021708013.1
OG0005688	XP_035733711.1	XP_021706983.1
OG0005689	XP_035728047.1	XP_021704159.1
OG0005690	XP_035718941.1	XP_021710519.1
OG0005691	XP_035735650.1	XP_001664223.1
OG0005692	XP_035735584.1	XP_021698874.1
OG0005693	XP_035730330.1	XP_001659295.2
OG0005695	XP_035730005.1, XP_035730004.1	XP_001648087.1
OG0005696	XP_035732593.1, XP_035732570.1	XP_021709415.1
OG0005697	XP_035724397.1	XP_021700878.1
OG0005698	XP_035726186.1	XP_021697754.1
OG0005700	XP_035742786.1	XP_021693854.1, XP_021693870.1
OG0005701	XP_035733704.1	XP_021709128.1
OG0005702	XP_035725299.1	XP_021701030.1, XP_021701029.1
OG0005704	XP_035732203.1	XP_001653286.2
OG0005705	XP_035728956.1	XP_021711437.1
OG0005706	XP_035727789.1, XP_035727804.1	XP_021710240.1
OG0005707	XP_035742840.1	XP_021707695.1
OG0005708	XP_035729311.1	XP_021693132.1
OG0005709	XP_035726868.1, XP_035726877.1	XP_001662634.2
OG0005710	XP_035729453.1	XP_021708830.1, XP_021711825.1
OG0005711	XP_035731639.1, XP_035731638.1	XP_001650511.2
OG0005712	XP_035729173.1	XP_001660921.1
OG0005713	XP_035733832.1	XP_001656738.1
OG0005714	XP_035722970.1	XP_021699693.1
OG0005715	XP_035725718.1	XP_021702211.1
OG0005716	XP_035731060.1	XP_021707235.1
OG0005717	XP_035729765.1	XP_021708798.1
OG0005718	XP_035734924.1	XP_001661139.1
OG0005719	XP_035726175.1, XP_035726173.1	XP_021695903.1, XP_021695904.1
OG0005720	XP_035726520.1	XP_001654451.1
OG0005721	XP_035723078.1	XP_001659247.1
OG0005722	XP_035738013.1	XP_021699580.1
OG0005724	XP_035731573.1	XP_001658297.1
OG0005725	XP_035720136.1	XP_021708086.1
OG0005726	XP_035722569.1	XP_021710262.1, XP_021711907.1
OG0005727	XP_035742478.1	XP_021706187.1
OG0005728	XP_035734522.1	XP_001658963.1
OG0005729	XP_035724686.1	XP_021710239.1
OG0005730	XP_035738128.1	XP_001657231.1
OG0005732	XP_035723460.1	XP_001659130.2
OG0005733	XP_035741661.1	XP_001652387.1
OG0005734	XP_035742306.1	XP_001654071.1
OG0005735	XP_035719969.1	XP_021707136.1
OG0005736	XP_035724003.1	XP_021701842.1, XP_001658464.2
OG0005737	XP_035722094.1	XP_021709659.1
OG0005738	XP_035727435.1	XP_021707684.1
OG0005740	XP_035720787.1	XP_001664113.2
OG0005741	XP_035735534.1	XP_001659131.2
OG0005742	XP_035719790.1	XP_021708526.1, XP_021708522.1
OG0005743	XP_035724933.1	XP_021694724.1
OG0005744	XP_035736482.1	XP_001652102.2
OG0005745	XP_035733344.1	XP_021708396.1, XP_001659006.2, XP_021711743.1, XP_021711744.1
OG0005746	XP_035740300.1	XP_001655140.1
OG0005747	XP_035734361.1	XP_001651608.1
OG0005748	XP_035722314.1	XP_021704788.1
OG0005749	XP_035720603.1	XP_021711360.1
OG0005750	XP_035743089.1	XP_001661373.2
OG0005751	XP_035739651.1	XP_021712079.1, XP_001653614.2
OG0005752	XP_035743708.1	XP_021701680.1
OG0005753	YP_009915667.1, XP_035733905.1, XP_035741851.1	YP_009389267.1
OG0005754	XP_035727086.1	XP_001647695.2
OG0005755	XP_035721114.1	XP_001648157.1
OG0005756	XP_035740224.1	XP_001648276.2, XP_001648277.2
OG0005757	XP_035720844.1	XP_001648484.2
OG0005758	XP_035719173.1	XP_001648725.1, XP_001648727.1, XP_001648726.1
OG0005759	XP_035717998.1	XP_001649191.2, XP_021703003.1, XP_021703001.1
OG0005760	XP_035743723.1	XP_001649382.2
OG0005761	XP_035742075.1, XP_035742078.1	XP_001651005.2
OG0005762	XP_035742440.1	XP_001651967.2
OG0005763	XP_035731894.1	XP_001652439.1
OG0005764	XP_035739675.1, XP_035739674.1	XP_001652932.1
OG0005765	XP_035729049.1	XP_001653029.1
OG0005766	XP_035738339.1	XP_001653462.1
OG0005767	XP_035733276.1	XP_001654174.2
OG0005768	XP_035742743.1	XP_001654308.1, XP_011493529.1
OG0005769	XP_035742958.1, XP_035742957.1, XP_035742959.1	XP_001654894.1
OG0005770	XP_035730989.1	XP_001655423.2
OG0005771	XP_035728687.1	XP_001655489.1, XP_001655487.1, XP_021707422.1, XP_021707421.1
OG0005772	XP_035740053.1, XP_035740052.1, XP_035740051.1	XP_001655911.1
OG0005773	XP_035739510.1	XP_001655996.2
OG0005774	XP_035720856.1	XP_001656458.2
OG0005775	XP_035717147.1	XP_001656558.1
OG0005776	XP_035742244.1	XP_001656615.2
OG0005777	XP_035728380.1	XP_001656679.2
OG0005778	XP_035739967.1, XP_035740241.1, XP_035740063.1, XP_035740154.1	XP_001658235.3
OG0005779	XP_035727652.1	XP_001658394.2
OG0005780	XP_035741028.1	XP_001658432.1
OG0005781	XP_035740145.1, XP_035740143.1	XP_021712236.1, XP_001658596.1
OG0005782	XP_035723235.1	XP_001658869.1
OG0005783	XP_035720045.1	XP_001658967.2
OG0005784	XP_035725577.1	XP_001660021.2
OG0005785	XP_035743871.1, XP_035743869.1, XP_035743870.1	XP_001660512.1
OG0005786	XP_035740887.1	XP_001660806.2
OG0005787	XP_035728749.1	XP_001662150.1
OG0005788	XP_035738355.1	XP_021701704.1, XP_001662959.1
OG0005789	XP_035717607.1, XP_035717603.1	XP_021693093.1
OG0005790	XP_035742189.1, XP_035742187.1	XP_021693209.1, XP_021694927.1
OG0005791	XP_035726979.1	XP_021694939.1, XP_021694940.1
OG0005792	XP_035734470.1	XP_021694976.1
OG0005793	XP_035738673.1	XP_021695576.1
OG0005794	XP_035741032.1, XP_035741040.1	XP_021696606.1
OG0005795	XP_035728473.1	XP_021697337.1
OG0005796	XP_035728528.1	XP_021698430.1, XP_021698432.1, XP_021698431.1, XP_021698433.1
OG0005797	XP_035731672.1	XP_021713257.1, XP_021698889.1
OG0005798	XP_035733012.1, XP_035733004.1, XP_035732997.1, XP_035732986.1	XP_021700109.1
OG0005799	XP_035730112.1	XP_021700428.1
OG0005800	XP_035731868.1	XP_021700476.1
OG0005801	XP_035742157.1	XP_021701068.1
OG0005802	XP_035736063.1	XP_021701217.1
OG0005803	XP_035740580.1	XP_021701525.1, XP_021709660.1
OG0005804	XP_035742960.1	XP_021702264.1
OG0005805	XP_035741349.1	XP_021702499.1
OG0005806	XP_035743949.1	XP_021703206.1
OG0005807	XP_035741428.1	XP_021703985.1
OG0005808	XP_035722313.1	XP_021704643.1
OG0005809	XP_035727576.1	XP_021704878.1, XP_021704880.1
OG0005810	XP_035736896.1	XP_021705482.1
OG0005811	XP_035739612.1, XP_035739609.1	XP_021705974.1
OG0005812	XP_035741763.1, XP_035741762.1	XP_021706292.1
OG0005813	XP_035738031.1	XP_021706702.1
OG0005814	XP_035720201.1	XP_021712012.1, XP_021708780.1
OG0005815	XP_035738897.1	XP_021710073.1
OG0005816	XP_035723823.1	XP_021710192.1
OG0005817	XP_035722735.1, XP_035722736.1	XP_021713411.1
OG0005845	XP_035728829.1	XP_021701334.1
OG0005846	XP_035742566.1	XP_001651796.1
OG0005847	XP_035721826.1	XP_001649125.1
OG0005848	XP_035733631.1	XP_021709631.1
OG0005849	XP_035736889.1	XP_001655005.1
OG0005850	XP_035726240.1	XP_001648107.1, XP_001648108.1
OG0005851	XP_035718594.1	XP_001647834.1
OG0005852	XP_035729424.1	XP_001661827.1
OG0005853	XP_035724440.1	XP_021712413.1, XP_001648567.1
OG0005854	XP_035742170.1	XP_001663154.1, XP_021701844.1, XP_021701840.1
OG0005855	XP_035726796.1	XP_001660320.1
OG0005856	XP_035722739.1	XP_001655376.1
OG0005857	XP_035725081.1	XP_001659139.1
OG0005858	XP_035735414.1	XP_001655992.1
OG0005859	XP_035719309.1	XP_001655159.1
OG0005860	XP_035739359.1	XP_011493218.1
OG0005861	XP_035741955.1	XP_021703642.1
OG0005862	XP_035725711.1	XP_021704087.1
OG0005863	XP_035739769.1	XP_021695920.1
OG0005864	XP_035743553.1	XP_001659904.1
OG0005865	XP_035738606.1	XP_001661551.2
OG0005866	XP_035717930.1	XP_021703581.1, XP_021703582.1
OG0005867	XP_035730838.1	XP_021701161.1, XP_001650904.1
OG0005868	XP_035735642.1	XP_001652665.1
OG0005869	XP_035738873.1	XP_001651182.2
OG0005870	XP_035717114.1	XP_001658185.1
OG0005871	XP_035724427.1	XP_001653151.2
OG0005872	XP_035725360.1	XP_001648064.1
OG0005873	XP_035718535.1	XP_001656828.1
OG0005875	XP_035733165.1	XP_001657213.1
OG0005876	XP_035722734.1	XP_001656000.1
OG0005877	XP_035722202.1	XP_021699957.1
OG0005878	XP_035729191.1	XP_021710242.1
OG0005879	XP_035725035.1	XP_001656310.2
OG0005880	XP_035727545.1	XP_001650442.1
OG0005881	XP_035733424.1	XP_001652542.1, XP_001658052.2
OG0005882	XP_035720883.1	XP_021712825.1, XP_001657476.1
OG0005883	XP_035736656.1	XP_001658323.1
OG0005884	XP_035739678.1	XP_001656814.2
OG0005886	XP_035744222.1	XP_001650844.2
OG0005887	XP_035740913.1	XP_001658790.2
OG0005888	XP_035733840.1	XP_001648060.1
OG0005889	XP_035729798.1	XP_001656504.1
OG0005890	XP_035729968.1	XP_021697115.1
OG0005891	XP_035733423.1	XP_001650980.2
OG0005892	XP_035730553.1	XP_001663129.1
OG0005893	XP_035729070.1	XP_001650506.1
OG0005894	XP_035731565.1	XP_001658389.1
OG0005895	XP_035726936.1	XP_001654974.1
OG0005896	XP_035724640.1	XP_001652273.1
OG0005897	XP_035728989.1	XP_001662944.2
OG0005898	XP_035733248.1	XP_001662341.2
OG0005899	XP_035719221.1	XP_021706104.1, XP_001655818.2
OG0005900	XP_035739801.1	XP_001653076.1
OG0005901	XP_035721520.1	XP_001656446.1
OG0005902	XP_035730882.1	XP_001655849.1
OG0005903	XP_035743770.1	XP_001654091.1
OG0005904	XP_035742490.1	XP_001654851.1
OG0005905	XP_035740583.1	XP_001662201.1
OG0005906	XP_035727116.1	XP_001657133.1
OG0005907	XP_035729331.1	XP_001652167.1
OG0005908	XP_035740519.1	XP_021702147.1
OG0005909	XP_035743876.1	XP_021702823.1
OG0005910	XP_035738692.1	XP_021701319.1
OG0005911	XP_035727547.1	XP_021702328.1
OG0005912	XP_035728361.1	XP_001652052.1
OG0005913	XP_035737490.1	XP_001654707.1
OG0005915	XP_035719847.1	XP_001659682.2
OG0005916	XP_035733745.1	XP_021712109.1, XP_001649019.1
OG0005917	XP_035734602.1	XP_001658907.1
OG0005918	XP_035729869.1	XP_001653814.1
OG0005919	XP_035735017.1	XP_001655512.2
OG0005920	XP_035732668.1	XP_001655146.1
OG0005921	XP_035739935.1	XP_021707753.1
OG0005922	XP_035744197.1	XP_001663929.2
OG0005923	XP_035743106.1	XP_001663469.1
OG0005924	XP_035737108.1	XP_001663087.2
OG0005925	XP_035733672.1	XP_001652288.1, XP_021712654.1
OG0005926	XP_035721324.1	XP_001658165.2
OG0005927	XP_035737953.1	XP_001650598.2
OG0005928	XP_035719084.1	XP_001658413.1
OG0005929	XP_035721571.1	XP_001664192.2
OG0005930	XP_035724855.1	XP_001657637.2
OG0005931	XP_035729579.1	XP_001655305.2
OG0005932	XP_035734145.1	XP_001658955.1
OG0005933	XP_035724870.1	XP_001655787.1
OG0005934	XP_035733069.1	XP_001649339.1
OG0005935	XP_035739541.1	XP_021693196.1
OG0005936	XP_035730898.1	XP_001650607.1
OG0005937	XP_035729399.1	XP_021705245.1
OG0005938	XP_035718320.1	XP_001650252.1
OG0005939	XP_035731923.1	XP_001648368.1
OG0005940	XP_035742127.1	XP_001658877.1
OG0005941	XP_035719688.1	XP_001651592.1
OG0005942	XP_035738496.1, XP_035738495.1	XP_001658980.2
OG0005943	XP_035726711.1	XP_001656556.3
OG0005944	XP_035740351.1	XP_001657418.1, XP_021711980.1
OG0005945	XP_035739494.1	XP_021702014.1
OG0005946	XP_035722156.1	XP_021706173.1
OG0005947	XP_035720114.1	XP_001657467.1
OG0005948	XP_035729415.1	XP_001658945.1
OG0005949	XP_035723666.1	XP_021700021.1
OG0005950	XP_035733809.1	XP_021697148.1, XP_021697149.1, XP_021697150.1, XP_021697147.1
OG0005951	XP_035731914.1	XP_001648343.1
OG0005952	XP_035725354.1	XP_021706990.1
OG0005954	XP_035736600.1	XP_021705988.1
OG0005956	XP_035727170.1	XP_001656371.1
OG0005957	XP_035725563.1	XP_001658066.2, XP_001652469.2
OG0005958	XP_035720363.1	XP_021704184.1
OG0005959	XP_035728799.1	XP_001663472.2
OG0005960	XP_035726793.1	XP_001654684.1
OG0005961	XP_035721462.1	XP_001655459.2
OG0005962	XP_035743704.1	XP_001661327.1
OG0005963	XP_035729401.1	XP_001662374.1
OG0005965	XP_035728498.1	XP_021702732.1
OG0005966	XP_035735692.1	XP_001656796.2
OG0005967	XP_035721068.1	XP_021698314.1
OG0005968	XP_035721008.1	XP_001660155.1
OG0005969	XP_035735982.1	XP_001648601.2
OG0005970	XP_035724720.1	XP_001648630.1
OG0005972	XP_035737746.1	XP_001651995.1
OG0005973	XP_035723659.1	XP_021696447.1
OG0005974	XP_035725600.1	XP_021711869.1, XP_001656848.2
OG0005975	XP_035737995.1	XP_001661410.2
OG0005976	XP_035738695.1	XP_001663356.2
OG0005977	XP_035731988.1	XP_001661520.1
OG0005978	XP_035722157.1	XP_021699960.1
OG0005979	XP_035729263.1	XP_001652782.1
OG0005980	XP_035717646.1	XP_001657933.2
OG0005981	XP_035726766.1	XP_001663282.1
OG0005982	XP_035743043.1	XP_001647963.1
OG0005983	XP_035736288.1	XP_001651798.1
OG0005984	XP_035717722.1	XP_001655177.1
OG0005985	XP_035740894.1	XP_001660797.2
OG0005986	XP_035734382.1	XP_001652173.1
OG0005987	XP_035743721.1	XP_001659332.1
OG0005988	XP_035730002.1	XP_001651019.1
OG0005989	XP_035721320.1	XP_001659177.2
OG0005990	XP_035718392.1	XP_001663059.1, XP_021702043.1
OG0005991	XP_035722163.1	XP_001663717.1
OG0005992	XP_035733930.1	XP_001657494.2
OG0005993	XP_035734517.1	XP_021710266.1
OG0005994	XP_035724357.1	XP_001658149.1
OG0005995	XP_035734524.1	XP_001656059.1
OG0005996	XP_035723264.1	XP_001648370.1
OG0005997	XP_035735227.1	XP_001661638.1
OG0005998	XP_035738966.1	XP_001663263.1
OG0005999	XP_035731899.1	XP_001647934.2
OG0006000	XP_035726051.1	XP_021694846.1
OG0006001	XP_035717861.1	XP_001652823.2
OG0006002	XP_035734655.1	XP_021694973.1
OG0006003	XP_035722638.1, XP_035722639.1	XP_001661201.1
OG0006004	XP_035725051.1	XP_021700664.1
OG0006005	XP_035741207.1	XP_021697915.1
OG0006006	XP_035729045.1	XP_021706799.1
OG0006007	XP_035739803.1	XP_021693531.1
OG0006008	XP_035741209.1	XP_021704210.1
OG0006009	XP_035735221.1	XP_001661450.1
OG0006010	XP_035732521.1	XP_021713400.1, XP_021708566.1
OG0006011	XP_035718125.1	XP_011493072.1
OG0006012	XP_035717631.1	XP_001656445.1
OG0006013	XP_035723020.1	XP_001651356.2
OG0006014	XP_035724050.1	XP_001658437.2
OG0006015	XP_035736639.1, XP_035736640.1	XP_001653427.2
OG0006016	XP_035729514.1	XP_001661948.1
OG0006017	XP_035737112.1	XP_021694297.1, XP_021711896.1
OG0006018	XP_035729064.1	XP_021695067.1
OG0006019	XP_035738370.1	XP_001649511.2
OG0006020	XP_035738397.1	XP_021699051.1
OG0006021	XP_035729909.1	XP_021711092.1
OG0006022	XP_035741049.1	XP_001655300.2
OG0006023	XP_035719967.1	XP_001655231.2
OG0006024	XP_035735778.1	XP_021708658.1
OG0006025	XP_035728139.1	XP_021705604.1
OG0006026	XP_035737425.1	XP_001648996.2
OG0006027	XP_035727398.1	XP_021706774.1
OG0006028	XP_035720023.1	XP_021704838.1
OG0006029	XP_035737451.1	XP_021695918.1
OG0006030	XP_035734855.1	XP_001656929.2
OG0006031	XP_035734207.1	XP_021703577.1
OG0006032	XP_035728004.1	XP_021695290.1
OG0006033	XP_035727613.1	XP_021697075.1
OG0006036	XP_035726200.1	XP_001661928.2
OG0006037	XP_035738332.1	XP_021697880.1
OG0006038	XP_035720782.1	XP_011493159.2
OG0006039	XP_035731637.1	XP_021694425.1
OG0006040	XP_035726518.1	XP_001648109.1
OG0006041	XP_035718912.1, XP_035718922.1, XP_035718902.1	XP_001659197.1
OG0006042	XP_035728064.1	XP_021697520.1
OG0006043	XP_035717150.1	XP_021697029.1
OG0006044	XP_035717598.1	XP_021712133.1, XP_021699888.1
OG0006045	XP_035729246.1	XP_001652784.1
OG0006046	XP_035719073.1	XP_021713379.1
OG0006047	XP_035731705.1	XP_021701486.1
OG0006048	XP_035728240.1	XP_021712433.1, XP_001655696.1
OG0006049	XP_035730261.1	XP_001654429.1
OG0006050	XP_035743094.1	XP_021704493.1, XP_001656074.1
OG0006051	XP_035718413.1	XP_021701146.1
OG0006052	XP_035738714.1	XP_001652129.1
OG0006053	XP_035724316.1	XP_001647995.2
OG0006054	XP_035742882.1	XP_001652050.1
OG0006055	XP_035719728.1, XP_035719727.1	XP_001661907.1
OG0006056	XP_035718161.1	XP_021700723.1
OG0006057	XP_035721537.1	XP_001650717.1
OG0006058	XP_035731255.1	XP_001661185.1
OG0006059	XP_035740058.1	XP_021710439.1
OG0006060	XP_035721540.1	XP_021706897.1
OG0006061	XP_035737991.1	XP_021693611.1
OG0006062	XP_035738929.1	XP_001661254.1
OG0006063	XP_035732147.1	XP_001652386.1
OG0006064	XP_035725910.1	XP_021710500.1, XP_001658653.1
OG0006065	XP_035717550.1	XP_021695262.1
OG0006067	XP_035725730.1	XP_021711726.1, XP_001657519.1
OG0006069	XP_035717804.1	XP_021695392.1
OG0006070	XP_035731398.1	XP_021705981.1
OG0006071	XP_035737592.1	XP_001655028.1
OG0006072	XP_035735733.1	XP_001648636.2
OG0006073	XP_035733505.1, XP_035733504.1	XP_001648929.2
OG0006074	XP_035720713.1	XP_011493488.1
OG0006075	XP_035735503.1	XP_021711453.1
OG0006076	XP_035728470.1	XP_021704446.1
