Orthogroup	Apis_mellifera	Bombus_terrestris	Ceratina_calcarata	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria
OG0000010	NP_001229913.1, XP_006563549.2, XP_016772002.2, XP_016772004.2, XP_026301357.1, XP_026301413.1, XP_394081.6	XP_003401115.1, XP_003401116.2, XP_003401176.1, XP_003401178.1, XP_003403027.1, XP_003403233.3, XP_003403234.2, XP_003403422.1, XP_003403423.2, XP_020722486.1, XP_020722487.1, XP_020722488.1, XP_020722589.1, XP_020722596.1, XP_020722597.1, XP_020722598.1	XP_017889349.2, XP_017889350.1, XP_026674182.1, XP_026674208.1, XP_026674209.1	XP_015437926.1, XP_015437927.1	XP_017758034.1	XP_017796643.1	XP_003704733.2, XP_012143890.1, XP_012143891.1, XP_012143893.1, XP_012143985.1, XP_012143986.1, XP_012143988.1	XP_033339803.1, XP_033339806.1	XP_031847370.1, XP_031847371.1, XP_031847372.1, XP_031847521.1, XP_031847522.1	XP_029040871.1, XP_029040920.1, XP_029040922.1, XP_029040923.1, XP_029040924.1, XP_029040927.1, XP_029040928.1, XP_029040929.1, XP_029040930.1	XP_034179208.1, XP_034179211.1, XP_034179212.1, XP_034179214.1, XP_034179226.1, XP_034179507.1, XP_034179508.1
OG0000011	XP_026300136.1, XP_026300137.1, XP_026300138.1, XP_026300139.1	XP_003399794.1, XP_012170379.1, XP_012170380.1, XP_012170385.1, XP_012170386.1, XP_012170387.1, XP_020721435.1, XP_020721436.1	XP_026672740.1, XP_026672741.1, XP_026672742.1	XP_015432704.1, XP_015432705.1	XP_017762097.1	XP_017794869.1	XP_003704922.1, XP_012144535.1, XP_012144536.1, XP_012144537.1, XP_012144538.1	XP_033332435.1, XP_033332436.1, XP_033332438.1	XP_031841395.1, XP_031841396.1, XP_031841397.1, XP_031841398.1, XP_031841399.1, XP_031841400.1, XP_031841402.1, XP_031841403.1, XP_031841404.1, XP_031841405.1, XP_031841406.1, XP_031841407.1, XP_031841408.1, XP_031841409.1	XP_029038950.1, XP_029038951.1, XP_029038952.1, XP_029038953.1, XP_029038954.1, XP_029038955.1	XP_034186654.1, XP_034186655.1, XP_034186656.1, XP_034186658.1, XP_034186659.1, XP_034186660.1, XP_034186661.1, XP_034186662.1, XP_034186663.1, XP_034186664.1, XP_034186665.1, XP_034186666.1, XP_034186667.1, XP_034186669.1, XP_034186670.1
OG0000012	XP_006565259.1, XP_006565261.1, XP_006565262.1	XP_012170538.1, XP_012170539.1, XP_012170540.1, XP_012170541.1, XP_012170542.1, XP_012170543.1, XP_012170544.1, XP_020721690.1	XP_017877808.2	XP_015432146.1	XP_017756205.1, XP_017756206.1, XP_017756207.1, XP_017756208.1, XP_017756209.1, XP_017756210.1, XP_017756211.1, XP_017756212.1	XP_017792472.1, XP_017792473.1, XP_017792474.1, XP_017792475.1, XP_017792476.1	XP_003704990.1, XP_012144439.1, XP_012144440.1, XP_012144441.1, XP_012144442.1, XP_012144443.1, XP_012144445.1, XP_012144446.1, XP_012144447.1, XP_012144448.1, XP_012144449.1	XP_033326361.1	XP_031825979.1, XP_031825989.1, XP_031825998.1, XP_031826006.1, XP_031826014.1, XP_031826024.1	XP_029040332.1, XP_029040333.1, XP_029040334.1, XP_029040335.1, XP_029040336.1, XP_029040337.1, XP_029040338.1	XP_034186454.1, XP_034186455.1, XP_034186457.1, XP_034186458.1, XP_034186459.1, XP_034186460.1, XP_034186461.1, XP_034186462.1, XP_034186463.1, XP_034186464.1
OG0000013		XP_012175517.1, XP_012175540.2, XP_012175813.1, XP_020723772.1	XP_017878373.1, XP_017878763.1, XP_017884306.1, XP_017891439.1, XP_017892959.1, XP_026668765.1, XP_026675334.1, XP_026675337.1, XP_026675630.1, XP_026675631.1	XP_015433591.1, XP_015435180.1, XP_015436653.1, XP_015437428.1, XP_015438096.1, XP_015438310.1, XP_015438886.1, XP_015438891.1, XP_015440032.1, XP_015440395.1	XP_017766957.1	XP_017796994.1, XP_017797009.1	XP_012135752.1, XP_012141582.1, XP_012142648.1, XP_012145822.1, XP_012146322.1, XP_012146605.1, XP_012147489.1, XP_012148353.1, XP_012148641.1, XP_012150531.1, XP_012150588.1, XP_012152709.1, XP_012152965.1, XP_012153435.1	XP_033321457.1, XP_033324994.1, XP_033334291.1, XP_033334295.1, XP_033334493.1, XP_033337658.1	XP_031828440.1, XP_031843910.1	XP_029051957.1, XP_029053691.1, XP_029054619.1, XP_029054642.1, XP_029054856.1, XP_029054936.1, XP_029055014.1	XP_034172342.1, XP_034174822.1, XP_034177369.1, XP_034182100.1, XP_034194692.1
OG0000014	XP_003251221.1, XP_003251624.1, XP_006570863.1, XP_016773376.1	XP_003392964.1, XP_003392970.1, XP_003393115.1, XP_012166136.1	XP_017875198.1, XP_017887569.1, XP_017887602.1, XP_017888171.1	XP_015435403.1, XP_015435405.1, XP_015435411.1, XP_015438103.1, XP_015440405.1	XP_017754149.1, XP_017764549.1, XP_017764550.1	XP_017795687.1, XP_017799302.1, XP_017799307.1, XP_017799308.1	XP_003703730.1, XP_003703732.1, XP_012137782.1, XP_012151723.1	XP_033328626.1, XP_033328627.1, XP_033328773.1, XP_033328968.1, XP_033328969.1	XP_031839376.1, XP_031839490.1, XP_031839491.1	XP_029035639.1, XP_029035641.1, XP_029051689.1, XP_029051993.1, XP_029053373.1, XP_029053459.1, XP_029053460.1, XP_029053959.1, XP_029053960.1, XP_029054966.1	XP_034171801.1, XP_034172089.1, XP_034172221.1, XP_034172344.1, XP_034172482.1, XP_034173430.1, XP_034173516.1, XP_034173945.1, XP_034173947.1, XP_034174017.1, XP_034184143.1, XP_034195019.1
OG0000015	XP_016771361.2, XP_026300578.1	XP_012171125.2, XP_012174398.2, XP_020721957.1	XP_017883370.2	XP_015432301.1	XP_017766522.1	XP_017788741.1, XP_017788742.1, XP_017788743.1, XP_017789847.1, XP_017797133.1	XP_003704370.1, XP_003704378.1, XP_012143125.1, XP_012143126.1, XP_012143127.1, XP_012143128.1, XP_012143129.1, XP_012143130.1	XP_033331526.1, XP_033331527.1, XP_033331528.1, XP_033331536.1, XP_033331537.1, XP_033331538.1, XP_033331539.1, XP_033331540.1, XP_033331542.1, XP_033331543.1, XP_033331544.1, XP_033332227.1, XP_033332229.1, XP_033332230.1, XP_033332231.1, XP_033332232.1, XP_033332233.1, XP_033332235.1	XP_031827663.1, XP_031827713.1, XP_031827714.1, XP_031827715.1, XP_031827716.1	XP_029036170.1, XP_029036173.1, XP_029036174.1, XP_029036176.1, XP_029036177.1	XP_034178499.1, XP_034178500.1, XP_034178503.1, XP_034178504.1, XP_034178505.1, XP_034178513.1, XP_034178575.1, XP_034178576.1, XP_034178578.1
OG0000016	XP_026295331.1, XP_026295332.1, XP_026295333.1, XP_026295334.1, XP_026295335.1, XP_026295336.1, XP_026295337.1, XP_026295338.1, XP_026295339.1, XP_026295340.1, XP_026295341.1, XP_026295342.1, XP_026295343.1, XP_026295344.1, XP_026295345.1, XP_026295346.1, XP_026295347.1, XP_026295348.1, XP_026295349.1, XP_026295350.1, XP_026295351.1, XP_026295352.1, XP_026295353.1, XP_026295354.1, XP_026295355.1, XP_026295356.1, XP_026295357.1, XP_026295358.1, XP_026295359.1, XP_026295360.1, XP_026295361.1, XP_026295362.1, XP_026295363.1, XP_026295364.1, XP_026295365.1, XP_026295366.1, XP_026295367.1, XP_026295368.1, XP_026295369.1, XP_026295370.1, XP_026295371.1, XP_026295372.1	XP_003398577.1, XP_020720493.1	XP_017883869.1, XP_026671237.1	XP_015438494.1	XP_017764768.1	XP_017790433.1	XP_012149455.1	XP_033330470.1, XP_033330472.1	XP_031843734.1	XP_029039967.1, XP_029039971.1	XP_034190095.1, XP_034190100.1
OG0000017	XP_001120014.1, XP_001120889.1, XP_003251406.1, XP_003251626.1	XP_003396974.1, XP_012165320.1, XP_012175550.1	XP_017881017.1, XP_017887547.1, XP_017888175.1, XP_017892537.1, XP_026673239.1	XP_015435373.1, XP_015435410.1, XP_015438105.1	XP_017754148.1, XP_017761097.1, XP_017764548.1, XP_017765135.1	XP_017792294.1, XP_017795648.1, XP_017799140.1, XP_017799301.1	XP_003702158.1	XP_033328493.1, XP_033328495.1, XP_033328578.1, XP_033328607.1, XP_033328772.1, XP_033337165.1, XP_033337190.1	XP_031826007.1, XP_031839375.1, XP_031839489.1	XP_029051696.1, XP_029051697.1, XP_029051698.1, XP_029051991.1, XP_029053360.1, XP_029053456.1, XP_029053457.1, XP_029053953.1, XP_029053954.1, XP_029054086.1, XP_029054574.1, XP_029054575.1, XP_029055089.1	XP_034171788.1, XP_034171836.1, XP_034171974.1, XP_034173428.1, XP_034173514.1, XP_034173515.1, XP_034173938.1, XP_034183944.1, XP_034195016.1
OG0000018	XP_006568157.1, XP_006568159.1, XP_026300511.1, XP_396912.1	XP_003398706.1, XP_003398707.1	XP_017877141.1, XP_017877142.1, XP_017877143.1, XP_017877144.1, XP_017877145.1	XP_015429717.1	XP_017765540.1, XP_017765541.1, XP_017765542.1, XP_017765543.1, XP_017765544.1, XP_017765545.1, XP_017765546.1	XP_017787680.1, XP_017787681.1, XP_017787682.1, XP_017787683.1, XP_017787684.1, XP_017787685.1, XP_017787686.1, XP_017787687.1	XP_003700281.2	XP_033339546.1, XP_033339547.1, XP_033339548.1, XP_033339549.1, XP_033339550.1	XP_031828710.1, XP_031828711.1, XP_031828712.1, XP_031828713.1, XP_031828714.1, XP_031828715.1, XP_031828716.1, XP_031828718.1, XP_031828719.1, XP_031828720.1, XP_031828721.1, XP_031828722.1, XP_031828723.1, XP_031828724.1	XP_029050469.1, XP_029050471.1, XP_029050472.1, XP_029050473.1	XP_034187719.1, XP_034187720.1, XP_034187722.1, XP_034187723.1, XP_034187724.1
OG0000019	XP_026297157.1, XP_026297158.1, XP_026297159.1, XP_026297160.1	XP_012164839.1	XP_017878668.1, XP_017878669.1, XP_026668667.1, XP_026668668.1, XP_026668669.1, XP_026668670.1	XP_015437181.1	XP_017759439.1, XP_017759448.1	XP_017789119.1	XP_003703399.2	XP_033323686.1, XP_033323687.1, XP_033323688.1, XP_033323689.1, XP_033323690.1, XP_033323691.1, XP_033323692.1, XP_033323694.1	XP_031838635.1, XP_031838636.1, XP_031838637.1, XP_031838638.1, XP_031838640.1, XP_031838641.1, XP_031838642.1, XP_031838643.1	XP_029036672.1, XP_029036756.1, XP_029036850.1, XP_029036938.1, XP_029037019.1, XP_029037101.1, XP_029037363.1, XP_029037448.1, XP_029037535.1, XP_029037621.1, XP_029037702.1, XP_029037788.1, XP_029037873.1	XP_034195714.1, XP_034195715.1, XP_034195716.1, XP_034195717.1, XP_034195718.1, XP_034195719.1, XP_034195720.1, XP_034195721.1, XP_034195722.1, XP_034195724.1, XP_034195725.1
OG0000020	XP_003249229.1	XP_003401565.2, XP_020720720.1	XP_017879450.1, XP_017881630.1, XP_017891472.2, XP_026669011.1, XP_026674945.1		XP_017766923.1, XP_017766924.1, XP_017766928.1, XP_017766929.1, XP_017766932.1, XP_017766939.1, XP_017766952.1	XP_017796294.1	XP_012142615.1, XP_012142616.1		XP_031844739.1, XP_031849056.1	XP_029052576.1, XP_029052577.1, XP_029052579.1, XP_029052586.1, XP_029053123.1, XP_029053126.1, XP_029053127.1, XP_029053128.1, XP_029053131.1, XP_029053590.1, XP_029053754.1, XP_029053755.1, XP_029054129.1, XP_029054131.1, XP_029054135.1, XP_029054368.1, XP_029054369.1, XP_029054370.1	XP_034178945.1, XP_034178946.1, XP_034179001.1, XP_034179104.1, XP_034179105.1, XP_034179106.1, XP_034179107.1, XP_034179109.1, XP_034179112.1, XP_034179326.1, XP_034179327.1, XP_034179496.1, XP_034179497.1, XP_034179515.1, XP_034179567.1, XP_034179568.1, XP_034192240.1
OG0000021		XP_012167645.1, XP_012171988.1, XP_012174214.1, XP_012175449.1, XP_012175527.2, XP_020723723.1, XP_020723728.1	XP_017881150.1, XP_017887382.1, XP_017889188.1	XP_015430609.1, XP_015437070.1, XP_015437076.1, XP_015437828.1, XP_015437897.1	XP_017759127.1, XP_017763841.1, XP_017765002.1, XP_017765120.1, XP_017765495.1	XP_017793544.1, XP_017795070.1, XP_017795387.1, XP_017796209.1, XP_017796728.1, XP_017796989.1	XP_012142411.1, XP_012145356.1, XP_012146123.1, XP_012151895.1	XP_033320862.1, XP_033323534.1, XP_033323536.1, XP_033323544.1, XP_033331103.1, XP_033332580.1	XP_031836775.1, XP_031848883.1, XP_031848885.1	XP_029053767.1, XP_029053864.1, XP_029053970.1, XP_029053972.1, XP_029054361.1, XP_029054436.1, XP_029054545.1, XP_029054640.1, XP_029054752.1, XP_029055086.1, XP_029055248.1	XP_034177277.1, XP_034194632.1, XP_034194642.1, XP_034194686.1, XP_034196681.1
OG0000022	XP_006564637.1, XP_006564638.1, XP_006564639.1, XP_006564640.1, XP_006564641.1, XP_016768964.1	XP_012173067.1, XP_012173068.1, XP_012173069.1, XP_012173070.1, XP_012173071.1, XP_012173075.1	XP_017876039.1, XP_026667391.1, XP_026667392.1, XP_026667393.1, XP_026667394.1	XP_015433494.1	XP_017752519.1, XP_017752521.1, XP_017752522.1, XP_017752523.1, XP_017752524.1, XP_017752525.1	XP_017794026.1, XP_017794027.1, XP_017794028.1, XP_017794029.1, XP_017794030.1, XP_017794031.1	XP_003701272.1, XP_012135668.1, XP_012135669.1, XP_012135670.1, XP_012135671.1, XP_012135673.1, XP_012135674.1	XP_033337897.1, XP_033337898.1, XP_033337899.1, XP_033337900.1, XP_033337901.1	XP_031830368.1	XP_029047059.1	XP_034190542.1, XP_034190543.1, XP_034190544.1, XP_034190545.1, XP_034190547.1, XP_034190548.1, XP_034190549.1, XP_034190550.1
OG0000023		XP_003396672.1, XP_003399806.1, XP_012175515.1, XP_020722898.1	XP_017884089.1, XP_026671442.1	XP_015437540.1, XP_015437622.1, XP_015440316.1	XP_017753050.1, XP_017757975.1, XP_017759096.1, XP_017759221.1, XP_017760971.1, XP_017762861.1, XP_017762901.1, XP_017765503.1	XP_017792763.1, XP_017794734.1, XP_017795068.1, XP_017795921.1, XP_017796386.1, XP_017796807.1, XP_017796976.1, XP_017796999.1	XP_003708235.1, XP_012142569.1, XP_012145948.1, XP_012151017.1, XP_012152733.1, XP_012152967.1, XP_012153556.1, XP_012153684.1	XP_033323539.1, XP_033334494.1, XP_033335211.1, XP_033335543.1, XP_033339814.1, XP_033342845.1	XP_031836773.1, XP_031848014.1, XP_031848017.1, XP_031848018.1, XP_031850304.1	XP_029043188.1, XP_029054531.1, XP_029054728.1, XP_029055059.1, XP_029055109.1, XP_029055135.1, XP_029055222.1	XP_034194812.1
OG0000024				XP_015428709.1	XP_017763357.1		XP_012135348.1, XP_012135354.1, XP_012135355.1, XP_012143884.1		XP_031829397.1, XP_031829398.1, XP_031829399.1, XP_031836242.1, XP_031836264.1, XP_031841206.1, XP_031842134.1	XP_029039303.1, XP_029039304.1, XP_029039305.1, XP_029039306.1, XP_029039307.1, XP_029053771.1, XP_029053772.1, XP_029053773.1, XP_029053774.1, XP_029053775.1, XP_029053776.1, XP_029053777.1, XP_029053865.1, XP_029054093.1, XP_029054109.1, XP_029054751.1, XP_029054756.1, XP_029054758.1, XP_029054853.1, XP_029054919.1, XP_029054975.1, XP_029055093.1, XP_029055141.1, XP_029055143.1, XP_029055168.1, XP_029055242.1, XP_029055290.1, XP_029055318.1	XP_034183419.1, XP_034187268.1, XP_034187269.1, XP_034187270.1, XP_034187271.1, XP_034192177.1, XP_034194556.1, XP_034194575.1, XP_034194883.1, XP_034194909.1, XP_034195153.1
OG0000025	NP_001011571.1, XP_016772382.1	XP_003402194.1, XP_012173626.1, XP_012173627.1, XP_020723218.1, XP_020723219.1, XP_020723220.1	XP_017890658.1, XP_026674596.1, XP_026674597.1, XP_026674598.1, XP_026674600.1	XP_015428496.1	XP_017753604.1, XP_017753605.1, XP_017753606.1, XP_017753607.1, XP_017753608.1	XP_017792776.1	XP_012154268.1, XP_012154269.1, XP_012154270.1, XP_012154271.1, XP_012154272.1, XP_012154273.1, XP_012154274.1, XP_012154275.1	XP_033325047.1, XP_033325048.1, XP_033325049.1, XP_033325050.1, XP_033325051.1, XP_033325052.1, XP_033325053.1, XP_033325054.1, XP_033325055.1	XP_031846352.1	XP_029049807.1, XP_029049817.1, XP_029049826.1, XP_029049833.1, XP_029049843.1, XP_029049849.1	XP_034182850.1, XP_034182851.1, XP_034182852.1, XP_034182854.1, XP_034182855.1, XP_034182856.1, XP_034182857.1
OG0000026	XP_006561279.1	XP_003398369.1, XP_012168083.1, XP_012168084.1, XP_012168085.1, XP_012168086.1	XP_017882102.1, XP_017882103.1, XP_017882104.1, XP_017882105.1, XP_026670298.1	XP_015431416.1, XP_015431417.1, XP_015431419.1, XP_015431420.1, XP_015431421.1	XP_017760517.1, XP_017760518.1, XP_017760519.1, XP_017760520.1, XP_017760521.1, XP_017760522.1, XP_017760523.1, XP_017760524.1	XP_017790033.1, XP_017790034.1, XP_017790035.1, XP_017790036.1, XP_017790037.1	XP_003706871.1, XP_012149137.1, XP_012149138.1, XP_012149139.1, XP_012149140.1	XP_033321450.1, XP_033321451.1, XP_033321452.1	XP_031830536.1, XP_031830537.1, XP_031830538.1, XP_031830540.1	XP_029040057.1, XP_029040058.1, XP_029040060.1, XP_029040061.1, XP_029040062.1	XP_034189434.1, XP_034189435.1, XP_034189436.1, XP_034189437.1, XP_034189438.1
OG0000027	XP_003251836.1, XP_006571982.1, XP_006571984.1, XP_006571986.1, XP_016772787.1	XP_003398638.1, XP_012168484.1, XP_012168485.1, XP_012168486.1, XP_012168487.1, XP_012168488.1, XP_012168489.1, XP_012168490.1	XP_017887874.1, XP_026673235.1, XP_026673236.1	XP_015436027.1	XP_017753388.1	XP_017792739.1	XP_012149825.1, XP_012149826.1, XP_012149827.1, XP_012149828.1, XP_012149829.1, XP_012149830.1, XP_012149831.1	XP_033337219.1, XP_033337227.1, XP_033337236.1, XP_033337245.1, XP_033337252.1, XP_033337260.1	XP_031848647.1, XP_031848648.1	XP_029038375.1, XP_029038376.1, XP_029038377.1, XP_029038378.1, XP_029038379.1, XP_029038380.1, XP_029038381.1, XP_029038382.1	XP_034176171.1, XP_034176172.1, XP_034176173.1, XP_034176174.1, XP_034176175.1, XP_034176176.1, XP_034176177.1, XP_034176178.1
OG0000028	XP_026295477.1, XP_026295478.1, XP_026295479.1, XP_026295480.1, XP_026295481.1, XP_026295482.1, XP_026295483.1	XP_003402871.1, XP_012174599.1, XP_012174600.1, XP_012174601.1, XP_012174602.1, XP_012174604.1	XP_017875900.1, XP_017875902.1, XP_026667337.1, XP_026667338.1, XP_026667339.1	XP_015429673.1, XP_015429674.1, XP_015429675.1	XP_017754494.1, XP_017754495.1	XP_017798041.1, XP_017798042.1	XP_003704470.2	XP_033330319.1, XP_033330405.1, XP_033330486.1, XP_033330568.1, XP_033330647.1, XP_033330738.1, XP_033330816.1	XP_031850486.1, XP_031850487.1, XP_031850488.1, XP_031850490.1, XP_031850491.1, XP_031850492.1, XP_031850493.1, XP_031850494.1	XP_029031892.1, XP_029031893.1, XP_029031894.1, XP_029031895.1, XP_029031896.1	XP_034171188.1, XP_034171189.1, XP_034171190.1, XP_034171191.1
OG0000029	XP_026296924.1, XP_026296925.1, XP_026296926.1, XP_026296927.1, XP_026296928.1, XP_026296929.1, XP_026296930.1	XP_003397633.1, XP_012167208.1, XP_012167209.1, XP_012167210.1, XP_012167211.1, XP_012167212.1	XP_017885077.1, XP_017885081.1, XP_017885082.1, XP_017885083.1, XP_017885084.1, XP_017885085.1, XP_026671916.1	XP_015435654.1, XP_015435655.1	XP_017760448.1, XP_017760449.1, XP_017760450.1, XP_017760451.1, XP_017760452.1	XP_017796921.1, XP_017796922.1, XP_017796923.1, XP_017796924.1, XP_017796925.1, XP_017796926.1	XP_003702607.2	XP_033333520.1, XP_033333521.1	XP_031829219.1	XP_029043147.1, XP_029043148.1, XP_029043149.1, XP_029043150.1, XP_029043151.1, XP_029043152.1, XP_029043153.1, XP_029043155.1, XP_029043156.1, XP_029043157.1, XP_029043158.1	XP_034189051.1, XP_034189052.1
OG0000030	NP_001229919.1, NP_001229920.1, XP_006562027.2, XP_006562033.1, XP_016767059.1, XP_016772777.2, XP_026296276.1, XP_026296277.1, XP_026296278.1, XP_026296279.1, XP_026300304.1, XP_026300418.1, XP_026300419.1, XP_026300422.1, XP_026300431.1, XP_026300464.1, XP_026300465.1, XP_026300491.1, XP_026300504.1, XP_026300571.1	XP_020718520.1, XP_020718521.1, XP_020718522.1, XP_020718524.1, XP_020718526.1, XP_020718527.1, XP_020718528.1, XP_020718529.1	XP_026668857.1, XP_026668859.1, XP_026668863.1, XP_026672362.1		XP_017759129.1, XP_017759130.1			XP_033323499.1, XP_033327583.1, XP_033332400.1, XP_033332404.1, XP_033332405.1, XP_033332411.1, XP_033332813.1, XP_033335180.1, XP_033335183.1	XP_031834455.1, XP_031848852.1, XP_031849041.1	XP_029046676.1	XP_034173942.1, XP_034174216.1
OG0000031	NP_001180219.1, XP_006565210.1	XP_020721716.1	XP_017888800.1, XP_017888809.1, XP_017888818.1, XP_017888829.1	XP_015432264.1, XP_015432266.1, XP_015432267.1	XP_017756939.1, XP_017757028.1, XP_017757105.1, XP_017757183.1, XP_017757262.1, XP_017764156.1, XP_017764164.1, XP_017764173.1, XP_017764182.1, XP_017764190.1	XP_017792478.1	XP_003704987.1, XP_012144429.1, XP_012144430.1, XP_012144432.1, XP_012144433.1, XP_012144434.1, XP_012144435.1	XP_033326344.1, XP_033326345.1, XP_033326346.1, XP_033326347.1, XP_033326348.1, XP_033326349.1, XP_033326351.1, XP_033326352.1	XP_031827527.1	XP_029040317.1, XP_029040318.1, XP_029040320.1, XP_029040321.1, XP_029040322.1	XP_034187148.1, XP_034187149.1, XP_034187150.1, XP_034187151.1, XP_034187152.1, XP_034187153.1
OG0000032	XP_003249883.2, XP_016768850.2	XP_003397322.1, XP_003397323.1, XP_003397324.1, XP_012166697.1, XP_012166700.1	XP_017879467.1, XP_017879474.1, XP_026669096.1, XP_026669105.1, XP_026669111.1	XP_015429641.1, XP_015429642.1, XP_015429643.1, XP_015429644.1	XP_017760292.1, XP_017760293.1, XP_017760294.1, XP_017760295.1, XP_017760296.1, XP_017760298.1, XP_017760299.1	XP_017790592.1, XP_017790593.1, XP_017790594.1, XP_017790595.1, XP_017790596.1, XP_017790597.1, XP_017790598.1	XP_003706562.1, XP_012148157.1, XP_012148158.1, XP_012148159.1, XP_012148160.1, XP_012148161.1	XP_033329242.1, XP_033329243.1, XP_033329244.1	XP_031841904.1, XP_031841905.1, XP_031841906.1	XP_029053161.1, XP_029053162.1, XP_029053163.1	XP_034188074.1, XP_034188075.1, XP_034188076.1
OG0000033	XP_006560073.1, XP_006560074.1, XP_026300815.1, XP_026300816.1, XP_026300817.1, XP_623977.2	XP_003400937.1, XP_012171929.1, XP_012171930.1, XP_020721993.1	XP_017893183.1, XP_017893184.1, XP_017893185.1	XP_015437422.1, XP_015437423.1	XP_017757081.1, XP_017757082.1, XP_017757083.1, XP_017757084.1	XP_017794675.1, XP_017794676.1, XP_017794677.1, XP_017794678.1, XP_017794679.1	XP_003701918.1, XP_012137454.1, XP_012137455.1, XP_012137456.1	XP_033336003.1, XP_033336004.1, XP_033336005.1, XP_033336006.1, XP_033336007.1, XP_033336008.1, XP_033336009.1	XP_031837386.1, XP_031837387.1, XP_031837388.1, XP_031837389.1, XP_031837391.1, XP_031837392.1	XP_029032767.1, XP_029032768.1, XP_029032769.1	XP_034180402.1, XP_034180403.1, XP_034180404.1, XP_034180406.1
OG0000034	XP_026301958.1	XP_003393447.1, XP_012164119.1, XP_012164120.1, XP_012164121.1, XP_020721193.1, XP_020721198.1, XP_020721202.1	XP_017875842.1, XP_017875843.1, XP_017877070.1, XP_017877071.1, XP_017877072.1, XP_026667285.1, XP_026667896.1	XP_015435294.1, XP_015435295.1, XP_015439801.1	XP_017755245.1, XP_017764859.1	XP_017792148.1, XP_017792149.1, XP_017792150.1, XP_017799321.1	XP_003707471.1, XP_003707862.1, XP_012149993.1, XP_012151555.1, XP_012151556.1	XP_033324165.1, XP_033341112.1, XP_033341113.1	XP_031846647.1	XP_029048708.1, XP_029048709.1, XP_029048710.1, XP_029048711.1, XP_029048714.1, XP_029048715.1, XP_029048716.1, XP_029048717.1	XP_034176953.1, XP_034176954.1, XP_034176955.1, XP_034176956.1, XP_034176957.1, XP_034176958.1, XP_034176959.1
OG0000035	XP_006560019.1, XP_006560020.1	XP_012172814.1, XP_012172815.1, XP_012172816.1, XP_012172817.1	XP_017889483.1, XP_026674098.1, XP_026674099.1, XP_026674100.1	XP_015434866.1, XP_015434867.1, XP_015434868.1, XP_015434869.1, XP_015434870.1, XP_015434871.1	XP_017753788.1, XP_017753789.1	XP_017794775.1, XP_017794776.1	XP_012141604.1	XP_033324677.1, XP_033324678.1, XP_033324679.1, XP_033324680.1	XP_031842562.1, XP_031842563.1, XP_031842564.1, XP_031842565.1, XP_031842566.1, XP_031842567.1, XP_031842568.1, XP_031842569.1, XP_031842571.1, XP_031842572.1	XP_029045880.1, XP_029045881.1, XP_029045882.1, XP_029045883.1, XP_029045884.1, XP_029045886.1	XP_034193470.1, XP_034193472.1, XP_034193473.1, XP_034193474.1, XP_034193475.1, XP_034193476.1
OG0000036	XP_006562291.2, XP_006562293.2, XP_006562294.2, XP_016770836.2	XP_003399621.1, XP_012169871.1, XP_012169872.1, XP_012169873.1	XP_017888467.1, XP_017888468.1, XP_017888469.1, XP_017888470.1, XP_017888471.1	XP_015438705.1	XP_017753439.1, XP_017753440.1	XP_017791515.1	XP_012152961.1, XP_012152963.1, XP_012152968.1, XP_012152971.1	XP_033335341.1, XP_033335342.1, XP_033335343.1, XP_033335344.1, XP_033335345.1	XP_031841460.1, XP_031841461.1, XP_031841462.1, XP_031841463.1, XP_031841465.1, XP_031841466.1	XP_029056274.1, XP_029056276.1, XP_029056277.1, XP_029056278.1, XP_029056279.1, XP_029056306.1, XP_029056307.1, XP_029056308.1, XP_029056309.1	XP_034186576.1, XP_034186577.1, XP_034186578.1, XP_034186579.1, XP_034186580.1, XP_034186581.1
OG0000037	XP_006570154.1, XP_016768502.1, XP_016768503.1, XP_016768504.1	XP_003396400.1	XP_017887760.1, XP_017887761.1, XP_017887762.1, XP_017887763.1, XP_026673086.1, XP_026673087.1	XP_015429868.1	XP_017764881.1	XP_017788212.1, XP_017788213.1, XP_017788214.1, XP_017788215.1, XP_017788216.1	XP_012150894.1	XP_033328345.1, XP_033328346.1, XP_033328347.1, XP_033328348.1, XP_033328349.1, XP_033328352.1, XP_033328353.1, XP_033328354.1, XP_033328355.1, XP_033328356.1	XP_031828373.1, XP_031828374.1, XP_031828375.1, XP_031828376.1, XP_031828377.1, XP_031828378.1, XP_031828379.1, XP_031828380.1, XP_031828382.1, XP_031828383.1, XP_031828384.1, XP_031828385.1, XP_031828386.1, XP_031828387.1, XP_031828388.1, XP_031828389.1	XP_029035328.1	XP_034172064.1
