Orthogroup	Nomia_melanderi	Drosophila_melanogaster
OG0005398	XP_031834379.1	NP_648767.1
OG0005399	XP_031847859.1	NP_569919.2
OG0005400	XP_031842501.1	NP_649239.1
OG0005401	XP_031840020.1	NP_649716.1, NP_573111.1
OG0005402	XP_031847295.1	NP_001189221.1
OG0005403	XP_031826163.1	NP_523931.1
OG0005404	XP_031831491.1	NP_523411.1, NP_649376.3
OG0005405	XP_031842009.1	NP_001027248.1
OG0005406	XP_031830522.1, XP_031830521.1	NP_001286172.1
OG0005407	XP_031830294.1	NP_001285655.1
OG0005408	XP_031839332.1	NP_649868.1
OG0005409	XP_031845223.1	NP_001260250.1
OG0005410	XP_031827250.1	NP_001260026.1
OG0005411	XP_031840910.1	NP_001014547.1
OG0005412	XP_031834853.1	NP_001137769.2
OG0005413	XP_031834298.1	NP_573324.1, NP_573325.1
OG0005414	XP_031835064.1	NP_610090.1
OG0005415	XP_031844775.1	NP_729454.1
OG0005416	XP_031827121.1	NP_001247010.1
OG0005417	XP_031829046.1, XP_031829044.1	NP_001262394.1
OG0005419	XP_031847004.1	NP_001188678.1
OG0005420	XP_031832302.1	NP_001014460.1
OG0005421	XP_031842534.1	NP_650917.1
OG0005423	XP_031842852.1	NP_524220.1
OG0005424	XP_031834909.1	NP_001262009.1
OG0005425	XP_031828617.1	NP_001259491.1
OG0005426	XP_031841523.1, XP_031841524.1, XP_031841522.1	NP_001163080.1
OG0005427	XP_031836531.1	NP_649484.3
OG0005428	XP_031825471.1	NP_523984.1
OG0005429	XP_031835885.1, XP_031835876.1	NP_477006.1
OG0005430	XP_031831697.1	NP_610284.1, NP_523847.2
OG0005431	XP_031835897.1	NP_523976.1
OG0005432	XP_031845303.1	NP_001262235.1
OG0005433	XP_031839877.1	NP_001033975.2
OG0005434	XP_031825669.1	NP_648231.1
OG0005435	XP_031847143.1	NP_727796.1
OG0005436	XP_031826225.1	NP_001286089.1
OG0005437	XP_031850079.1	NP_523444.1
OG0005439	XP_031834498.1	NP_001356959.1
OG0005440	XP_031829496.1	NP_001263014.1
OG0005441	XP_031838178.1, XP_031838179.1	NP_609451.1
OG0005442	XP_031847784.1	NP_001259259.1
OG0005443	XP_031828820.1	NP_649341.1
OG0005444	XP_031830343.1	NP_001262430.1
OG0005445	XP_031832006.1, XP_031832004.1, XP_031832005.1	NP_651507.1
OG0005446	XP_031838172.1	NP_608836.1
OG0005447	XP_031835023.1, XP_031835022.1, XP_031835024.1	NP_650858.1
OG0005448	XP_031825295.1	NP_001303492.1
OG0005449	XP_031835462.1, XP_031835460.1, XP_031835461.1	NP_001097474.1
OG0005450	XP_031846225.1	NP_001014608.1
OG0005451	XP_031846740.1, XP_031846730.1, XP_031846748.1	NP_001286471.1
OG0005452	XP_031847751.1, XP_031847750.1	NP_001246234.1
OG0005453	XP_031828843.1	NP_648278.1
OG0005454	XP_031831494.1	NP_651560.2
OG0005455	XP_031840781.1	NP_001259588.1
OG0005456	XP_031828534.1	NP_001286415.1
OG0005458	XP_031841100.1	NP_001036747.1
OG0005459	XP_031848294.1	NP_001162702.1
OG0005460	XP_031838964.1	NP_648625.1
OG0005461	XP_031831588.1	NP_523661.2
OG0005462	XP_031844427.1, XP_031844426.1	NP_001262199.1
OG0005465	XP_031829311.1	NP_001097107.1, NP_523499.2
OG0005466	XP_031841361.1	NP_001188915.1
OG0005467	XP_031839366.1	NP_001246877.1
OG0005469	XP_031847013.1	NP_609596.1
OG0005470	XP_031850562.1, XP_031850558.1	NP_001285256.1, NP_648643.1, NP_001260771.1
OG0005471	XP_031838175.1	NP_523467.1
OG0005472	XP_031846940.1	NP_001260628.1, NP_001260626.1
OG0005473	XP_031838624.1	NP_733416.2
OG0005474	XP_031832839.1	NP_001097800.1
OG0005475	XP_031835328.1	NP_001014533.1
OG0005477	XP_031836170.1	NP_649557.2
OG0005478	XP_031843569.1	NP_001036564.1
OG0005480	XP_031841122.1	NP_610701.2
OG0005481	XP_031827648.1, XP_031827651.1	NP_001137759.1
OG0005482	XP_031828856.1	NP_609609.1
OG0005483	XP_031833264.1	NP_001259606.1
OG0005484	XP_031848871.1, XP_031848870.1	NP_648210.1
OG0005485	XP_031840996.1, XP_031840994.1	NP_723994.2
OG0005486	XP_031833590.1	NP_524494.1
OG0005487	XP_031841780.1	NP_001263038.1
OG0005489	XP_031832136.1	NP_001260781.1
OG0005490	XP_031846793.1	NP_996018.2
OG0005491	XP_031830304.1	NP_726322.1
OG0005492	XP_031829806.1	NP_647700.2
OG0005493	XP_031835878.1	NP_524461.2
OG0005494	XP_031849911.1, XP_031849914.1	NP_732768.1
OG0005495	XP_031845445.1	NP_732553.2
OG0005496	XP_031832541.1	NP_647819.3
OG0005497	XP_031832739.1	NP_523716.2
OG0005498	XP_031826388.1	NP_723186.2
OG0005499	XP_031838681.1	NP_731669.2
OG0005500	XP_031827744.1, XP_031827742.1	NP_649253.1
OG0005501	XP_031839346.1	NP_611016.2
OG0005502	XP_031843892.1	NP_524931.1
OG0005503	XP_031848776.1, XP_031847359.1	NP_001262808.1
OG0005504	XP_031848947.1	NP_724239.1
OG0005505	XP_031830515.1	NP_996345.3
OG0005506	XP_031847690.1	NP_477060.1
OG0005507	XP_031846739.1	NP_523950.2
OG0005508	XP_031830040.1	NP_001263000.1
OG0005509	XP_031840710.1	NP_651321.1
OG0005510	XP_031834048.1	NP_001036323.1
OG0005511	XP_031850176.1	NP_001262910.1
OG0005512	XP_031850228.1	NP_001259829.1
OG0005514	XP_031846937.1	NP_001036448.1
OG0005515	XP_031828419.1	NP_523620.1
OG0005517	XP_031825670.1	NP_001162935.1
OG0005519	XP_031836305.1	NP_648163.1
OG0005520	XP_031848924.1	NP_001356916.1
OG0005521	XP_031831530.1	NP_995827.2
OG0005523	XP_031843441.1	NP_609045.2
OG0005524	XP_031835066.1	NP_001286691.1
OG0005525	XP_031829800.1	NP_001356972.1
OG0005526	XP_031844425.1	NP_609218.1
OG0005527	XP_031845353.1	NP_733041.2
OG0005528	XP_031844592.1	NP_524823.1
OG0005529	XP_031843890.1	NP_001260619.1
OG0005530	XP_031846394.1	NP_001260667.1, NP_001261565.1
OG0005531	XP_031847476.1	NP_729778.1
OG0005532	XP_031836688.1	NP_647662.1
OG0005533	XP_031844878.1	NP_001137651.1
OG0005534	XP_031840436.1, XP_031840439.1	NP_608857.2
OG0005535	XP_031847702.1	NP_611232.1
OG0005536	XP_031834551.1, XP_031834550.1	NP_611639.1
OG0005537	XP_031840983.1	NP_788922.1
OG0005538	XP_031830524.1	NP_001262943.1
OG0005539	XP_031833950.1	NP_001245581.1
OG0005540	XP_031848980.1, XP_031848538.1	NP_001261581.1
OG0005541	XP_031832697.1	NP_995608.1
OG0005542	XP_031831896.1, XP_031831895.1	NP_001262399.1
OG0005543	XP_031828203.1, XP_031827798.1	NP_650946.3
OG0005544	XP_031848942.1	NP_732373.1
OG0005545	XP_031841548.1	NP_649889.1
OG0005546	XP_031836146.1	NP_001162777.1
OG0005547	XP_031838724.1	NP_573238.1
OG0005548	XP_031848397.1, XP_031848398.1	NP_001260212.1
OG0005549	XP_031826475.1	NP_610680.2
OG0005550	XP_031849165.1	NP_001162967.1
OG0005551	XP_031849039.1, XP_031849043.1	NP_001286296.1
OG0005552	XP_031848706.1	NP_650367.1
OG0005553	XP_031831535.1	NP_001262293.1
OG0005554	XP_031829189.1	NP_001303342.1
OG0005555	XP_031843633.1	NP_001096883.3
OG0005556	XP_031846846.1	NP_730511.1
OG0005557	XP_031830827.1	NP_001356899.1
OG0005558	XP_031842614.1	NP_651659.2
OG0005559	XP_031830069.1	NP_001303449.2
OG0005560	XP_031845823.1	NP_001259891.2
OG0005561	XP_031830442.1	NP_001286847.1
OG0005562	XP_031841492.1	NP_001262163.1
OG0005563	XP_031835327.1	NP_611247.3
OG0005564	XP_031842194.1, XP_031842205.1	NP_001246918.1
OG0005565	XP_031826596.1	NP_001286955.1
OG0005566	XP_031838708.1	NP_610216.1
OG0005567	XP_031826620.1	NP_001262105.1
OG0005568	XP_031836743.1	NP_476641.1
OG0005569	XP_031850555.1	NP_001188571.1
OG0005570	XP_031826959.1, XP_031826960.1, XP_031826961.1, XP_031826962.1	NP_648559.1
OG0005571	XP_031839270.1	NP_611891.1
OG0005572	XP_031835108.1	NP_001027219.1
OG0005573	XP_031840459.1	NP_611256.1
OG0005574	XP_031834227.1	NP_611467.1
OG0005575	XP_031831894.1	NP_001285615.1
OG0005576	XP_031841889.1	NP_001259085.1
OG0005577	XP_031831383.1	NP_611895.1
OG0005578	XP_031833745.1	NP_733184.2
OG0005579	XP_031825724.1	NP_001263013.1
OG0005580	XP_031827947.1, XP_031827946.1	NP_477347.1
OG0005581	XP_031839924.1, XP_031839922.1	NP_730546.1
OG0005582	XP_031842514.1	NP_001262963.1
OG0005583	XP_031828779.1	NP_650821.2
OG0005584	XP_031846143.1	NP_651226.1
OG0005585	XP_031833891.1	NP_730934.1
OG0005586	XP_031848286.1	NP_001259317.1
OG0005587	XP_031840877.1	NP_001262167.1
OG0005588	XP_031843866.1	NP_609648.1
OG0005589	XP_031840852.1	NP_001286406.1
OG0005590	XP_031843387.1	NP_651976.1
OG0005591	XP_031826175.1	NP_001246685.1
OG0005593	XP_031845301.1	NP_572810.1
OG0005594	XP_031842535.1	NP_524219.1
OG0005595	XP_031842368.1, XP_031842367.1	NP_001189016.1
OG0005596	XP_031827960.1	NP_001246807.1
OG0005597	XP_031843283.1, XP_031843284.1	NP_610705.1
OG0005598	XP_031835187.1	NP_611578.1
OG0005599	XP_031841890.1	NP_001356947.1
OG0005600	XP_031834785.1	NP_001245908.1
OG0005601	XP_031839075.1	NP_001259569.1
OG0005602	XP_031837601.1	NP_001245939.1
OG0005603	XP_031827253.1	NP_001285225.1
OG0005604	XP_031835088.1, XP_031835086.1, XP_031835087.1	NP_001286362.1
OG0005605	XP_031847736.1	NP_001137792.1
OG0005606	XP_031826088.1	NP_001246678.1
OG0005607	XP_031833381.1	NP_001262897.1
OG0005608	XP_031842322.1	NP_610575.1
OG0005609	XP_031828888.1	NP_648092.1
OG0005610	XP_031828887.1	NP_730591.2
OG0005611	XP_031836863.1	NP_524690.1
OG0005612	XP_031840495.1	NP_648550.1
OG0005613	XP_031829006.1	NP_730894.2
OG0005614	XP_031848739.1, XP_031848740.1	NP_001369000.1
OG0005615	XP_031842918.1	NP_001247343.2
OG0005616	XP_031847007.1	NP_477412.1
OG0005617	XP_031841552.1	NP_001163606.1
OG0005619	XP_031848443.1	NP_001260638.1
OG0005620	XP_031840514.1	NP_001261502.1
OG0005621	XP_031836466.1	NP_001163477.1
OG0005623	XP_031825978.1	NP_650402.1
OG0005624	XP_031827760.1	NP_729654.1
OG0005625	XP_031833337.1	NP_001260132.1
OG0005626	XP_031850497.1	NP_001138153.1
OG0005627	XP_031835532.1	NP_609037.1
OG0005628	XP_031830664.1	NP_477209.2
OG0005629	XP_031831520.1	NP_650694.2
OG0005630	XP_031847502.1, XP_031847539.1	NP_001247267.1
OG0005631	XP_031846823.1	NP_733291.1
OG0005632	XP_031844599.1	NP_647785.3
OG0005633	XP_031837840.1	NP_001247129.1
OG0005634	XP_031837481.1	NP_650866.1, NP_524240.1
OG0005636	XP_031827116.1, XP_031827118.1	NP_649091.1
OG0005637	XP_031849345.1	NP_728308.1
OG0005639	XP_031847161.1	NP_001246491.1
OG0005640	XP_031831531.1	NP_001014529.1
OG0005641	XP_031832648.1	NP_511099.2
OG0005642	XP_031835458.1	NP_001259165.1
OG0005643	XP_031839038.1	NP_995914.1
OG0005644	XP_031833853.1	NP_572499.2
OG0005645	XP_031847125.1	NP_572307.1
OG0005646	XP_031845331.1	NP_729748.3, NP_727348.2
OG0005647	XP_031849368.1	NP_648906.1
OG0005649	XP_031845967.1	NP_608729.1
OG0005650	XP_031841118.1, XP_031841119.1	NP_001163551.1
OG0005651	XP_031829255.1, XP_031829258.1	NP_001260291.1
OG0005652	XP_031840387.1	NP_001259135.1
OG0005653	XP_031834302.1	NP_001247284.1
OG0005654	XP_031848279.1, XP_031849267.1	NP_001245484.1
OG0005655	XP_031833985.1	NP_001285868.1
OG0005656	XP_031844553.1	NP_611396.1
OG0005657	XP_031843060.1	NP_649831.1
OG0005658	XP_031850270.1	NP_001188757.1
OG0005659	XP_031847376.1	NP_649124.1, NP_524061.1
OG0005660	XP_031833867.1	NP_524273.1
OG0005661	XP_031843768.1	NP_001247391.1
OG0005662	XP_031827665.1	NP_001303314.1, NP_001303493.1
OG0005663	XP_031842246.1	NP_651673.1
OG0005664	XP_031847468.1	NP_649639.1
OG0005665	XP_031844404.1	NP_001246282.1
OG0005666	XP_031846233.1	NP_001262615.1
OG0005667	XP_031848237.1	NP_001188762.1
OG0005668	XP_031825315.1	NP_001097140.1
OG0005669	XP_031841023.1	NP_649305.1
OG0005670	XP_031847394.1	NP_001262563.1
OG0005671	XP_031829244.1	NP_001285454.1
OG0005672	XP_031829249.1	NP_001260637.1
OG0005673	XP_031850022.1	NP_001189159.1, NP_648686.3, NP_788705.1
OG0005674	XP_031838296.1	NP_650956.1
OG0005676	XP_031833528.1	NP_001287520.1
OG0005677	XP_031846274.1	NP_648048.1
OG0005678	XP_031831787.1, XP_031831788.1	NP_524860.2
OG0005679	XP_031842302.1	NP_733401.3
OG0005682	XP_031826986.1	NP_611875.1
OG0005683	XP_031849558.1	NP_001261286.1
OG0005684	XP_031836047.1	NP_001261646.1
OG0005685	XP_031827485.1	NP_610342.1
OG0005686	XP_031849795.1	NP_001188782.2, NP_723592.1
OG0005687	XP_031840460.1	NP_730167.2
OG0005688	XP_031847684.1	NP_572962.1
OG0005689	XP_031834221.1	NP_001259238.1
OG0005690	XP_031825952.1	NP_001260903.1
OG0005691	XP_031849281.1	NP_608656.1
OG0005692	XP_031837948.1	NP_001036333.1
OG0005693	XP_031826103.1	NP_001036265.1
OG0005695	XP_031842461.1	NP_649985.1
OG0005696	XP_031849976.1	NP_001284887.1
OG0005697	XP_031848427.1	NP_001285914.1
OG0005698	XP_031827925.1	NP_001261685.1
OG0005700	XP_031849135.1	NP_001097775.2
OG0005701	XP_031834214.1	NP_001261017.1
OG0005702	XP_031848025.1, XP_031848036.1	NP_001285682.1
OG0005704	XP_031825496.1	NP_610636.1
OG0005705	XP_031831113.1	NP_001285176.1
OG0005706	XP_031828576.1	NP_611010.4
OG0005707	XP_031826089.1	NP_523919.1
OG0005708	XP_031832927.1	NP_001189281.1
OG0005709	XP_031832132.1	NP_608574.2
OG0005710	XP_031847153.1	NP_001014513.1
OG0005711	XP_031826899.1, XP_031826898.1	NP_476613.1
OG0005712	XP_031837105.1	NP_523927.2
OG0005713	XP_031829430.1	NP_536750.2
OG0005714	XP_031839571.1	NP_610534.3
OG0005715	XP_031842271.1	NP_001285726.1
OG0005716	XP_031842705.1	NP_726441.1
OG0005717	XP_031832488.1	NP_725856.1
OG0005718	XP_031834910.1	NP_572530.1
OG0005719	XP_031827937.1	NP_523815.2
OG0005720	XP_031826469.1	NP_001163836.1
OG0005721	XP_031837667.1	NP_524919.2
OG0005722	XP_031828831.1	NP_648245.2
OG0005723	XP_031836866.1	NP_001287408.1
OG0005724	XP_031844187.1	NP_609217.1
OG0005725	XP_031837806.1	NP_001261921.1
OG0005726	XP_031849128.1	NP_001015498.5, NP_651541.2, NP_651540.1
OG0005727	XP_031847237.1	NP_001262178.1
OG0005728	XP_031826130.1	NP_001303484.1
OG0005729	XP_031836681.1	NP_648452.1
OG0005730	XP_031838676.1	NP_572335.1
OG0005731	XP_031839872.1	NP_001137775.1
OG0005732	XP_031843192.1	NP_611498.1
OG0005733	XP_031839789.1	NP_650702.1
OG0005734	XP_031827262.1	NP_001247135.1
OG0005735	XP_031832281.1, XP_031832280.1, XP_031832279.1, XP_031832282.1	NP_001262686.1
OG0005736	XP_031837895.1	NP_523760.1
OG0005737	XP_031829630.1	NP_001162796.1
OG0005738	XP_031827091.1	NP_001303555.1
OG0005740	XP_031842237.1	NP_649255.1
OG0005741	XP_031840583.1	NP_787969.1
OG0005742	XP_031830774.1	NP_001138013.2
OG0005743	XP_031838905.1	NP_001259366.1
OG0005744	XP_031836888.1	NP_610086.3
OG0005745	XP_031834845.1	NP_001262400.1
OG0005746	XP_031825345.1	NP_536735.2
OG0005747	XP_031833675.1	NP_001097990.2
OG0005748	XP_031830825.1	NP_001027049.1
OG0005749	XP_031829694.1	NP_001137629.2
OG0005750	XP_031831853.1	NP_648633.2
OG0005751	XP_031827480.1	NP_001285238.1
OG0005752	XP_031827295.1, XP_031827294.1	NP_609486.2
OG0005754	XP_031829999.1	NP_001286929.1
OG0005755	XP_031840477.1, XP_031840476.1, XP_031840478.1, XP_031840475.1	NP_647734.1
OG0005756	XP_031845481.1	NP_001369031.1, NP_651262.1
OG0005757	XP_031834572.1	NP_001259780.1
OG0005758	XP_031838359.1	NP_731751.1
OG0005759	XP_031847560.1	NP_609109.3
OG0005760	XP_031825660.1	NP_001097638.1
OG0005761	XP_031847186.1, XP_031847185.1, XP_031847187.1	NP_001188957.1
OG0005762	XP_031844765.1	NP_001262565.1
OG0005763	XP_031828230.1, XP_031828231.1	NP_572520.1
OG0005764	XP_031833568.1	NP_001285735.1
OG0005765	XP_031842125.1	NP_001027448.1
OG0005766	XP_031835528.1, XP_031835529.1	NP_001015389.1
OG0005767	XP_031848532.1	NP_001285298.1
OG0005768	XP_031832987.1	NP_609901.5
OG0005769	XP_031833321.1	NP_610111.3
OG0005770	XP_031849271.1	NP_001036571.2
OG0005771	XP_031840126.1	NP_608336.1, NP_608333.1
OG0005772	XP_031849843.1	NP_725169.3
OG0005773	XP_031831081.1	NP_609898.1
OG0005774	XP_031828524.1	NP_001259694.1
OG0005775	XP_031845819.1	NP_001033973.1
OG0005776	XP_031844174.1	NP_001260711.1
OG0005778	XP_031825729.1	NP_524493.1
OG0005779	XP_031828127.1	NP_001261778.1
OG0005780	XP_031826177.1	NP_610019.2
OG0005781	XP_031838537.1	NP_001285907.1
OG0005782	XP_031832034.1	NP_733083.1, NP_001303579.2, NP_523572.1, NP_573012.1
OG0005783	XP_031839492.1	NP_001262518.1
OG0005784	XP_031838478.1	NP_001262950.1
OG0005785	XP_031845969.1	NP_611304.1
OG0005786	XP_031843876.1, XP_031843875.1	NP_476817.1
OG0005787	XP_031827848.1	NP_001261474.1
OG0005788	XP_031850105.1, XP_031850107.1	NP_001245912.1
OG0005789	XP_031846443.1	NP_732202.2
OG0005790	XP_031848842.1	NP_001284849.1
OG0005791	XP_031837675.1	NP_573090.3
OG0005792	XP_031846306.1	NP_001259610.1, NP_573125.1
OG0005793	XP_031830946.1	NP_648162.2
OG0005794	XP_031827416.1	NP_648462.1
OG0005795	XP_031834731.1	NP_001163165.1
OG0005798	XP_031830684.1	NP_649926.2
OG0005799	XP_031849744.1	NP_652664.2, NP_723704.1
OG0005800	XP_031845035.1	NP_608989.1
OG0005801	XP_031846554.1	NP_651710.1
OG0005803	XP_031847762.1	NP_001245809.1
OG0005804	XP_031844881.1, XP_031844715.1, XP_031844799.1, XP_031844978.1	NP_001356888.1
OG0005805	XP_031829809.1	NP_649945.1
OG0005806	XP_031827358.1, XP_031832505.1, XP_031832504.1	NP_001097270.1
OG0005807	XP_031827131.1	NP_572720.2
OG0005808	XP_031844322.1	NP_001259494.1
OG0005809	XP_031849086.1	NP_001262185.1
OG0005810	XP_031839420.1	NP_732443.4
OG0005812	XP_031845992.1, XP_031845993.1	NP_001162674.1
OG0005813	XP_031849390.1, XP_031849389.1	NP_001246760.1
OG0005814	XP_031839968.1, XP_031839969.1, XP_031839971.1	NP_610724.1
OG0005815	XP_031850033.1, XP_031850034.1	NP_650697.1
OG0005817	XP_031827059.1, XP_031827060.1	NP_001027078.1
OG0005818	XP_031830050.1, XP_031830051.1	NP_001286910.1
OG0005832	XP_031831993.1, XP_031831992.1, XP_031831997.1, XP_031831995.1, XP_031831996.1, XP_031831994.1	NP_001303422.1
OG0005845	XP_031831012.1	NP_477223.2
OG0005846	XP_031837446.1, XP_031837447.1	NP_611604.1
OG0005847	XP_031845950.1	NP_001287401.1
OG0005848	XP_031826966.1	NP_524357.2
OG0005849	XP_031840013.1	NP_524358.2
OG0005850	XP_031840014.1	NP_477034.1
OG0005851	XP_031830510.1	NP_524819.1
OG0005852	XP_031832257.1	NP_611136.1
OG0005853	XP_031837024.1	NP_524002.1
OG0005855	XP_031837207.1	NP_476964.1
OG0005856	XP_031838911.1	NP_476969.1
OG0005857	XP_031826987.1	NP_001285895.1
OG0005858	XP_031837661.1	NP_001260537.1
OG0005859	XP_031834312.1	NP_722745.1
OG0005860	XP_031830001.1	NP_001259561.1, NP_611757.1
OG0005861	XP_031835174.1	NP_609095.1
OG0005862	XP_031825603.1	NP_609504.2
OG0005863	XP_031826170.1	NP_001287144.1
OG0005864	XP_031834244.1	NP_001259878.1
OG0005865	XP_031830995.1	NP_725672.2
OG0005866	XP_031836011.1	NP_523707.1
OG0005867	XP_031832232.1	NP_001287067.1
OG0005868	XP_031849307.1	NP_001285131.1
OG0005869	XP_031825878.1	NP_001285072.1
OG0005870	XP_031832721.1	NP_001261214.1
OG0005871	XP_031831464.1	NP_648058.1
OG0005872	XP_031829295.1	NP_001285737.1
OG0005873	XP_031842970.1	NP_001261849.1
OG0005874	XP_031841434.1	NP_723568.1, NP_573347.1
OG0005875	XP_031846840.1	NP_001263094.1, NP_001097975.1
OG0005876	XP_031827240.1	NP_610986.1
OG0005877	XP_031827881.1	NP_724594.1
OG0005878	XP_031837933.1	NP_001285869.1
OG0005879	XP_031835499.1	NP_573196.1
OG0005880	XP_031841643.1	NP_649783.2
OG0005881	XP_031846208.1	NP_001286781.1
OG0005882	XP_031843448.1	NP_001247279.1
OG0005883	XP_031825638.1	NP_731252.1
OG0005884	XP_031828998.1	NP_524185.1
OG0005885	XP_031847005.1	NP_001287612.1
OG0005886	XP_031830108.1	NP_650338.1
OG0005887	XP_031843785.1	NP_648312.3
OG0005888	XP_031838340.1	NP_651884.1
OG0005889	XP_031839019.1	NP_648514.1
OG0005890	XP_031843802.1	NP_001246806.1
OG0005891	XP_031846189.1	NP_001262845.1
OG0005892	XP_031848660.1	NP_001286614.1
OG0005893	XP_031838399.1	NP_649969.1
OG0005894	XP_031839507.1, XP_031839515.1	NP_001285148.1
OG0005895	XP_031829448.1	NP_001259997.1
OG0005896	XP_031843552.1	NP_001014522.2
OG0005897	XP_031840311.1	NP_650975.1
OG0005898	XP_031829844.1	NP_001246833.1
OG0005899	XP_031838020.1	NP_647772.1
OG0005900	XP_031849493.1	NP_610238.2
OG0005901	XP_031826337.1	NP_001259579.1
OG0005902	XP_031849916.1	NP_651066.2
OG0005903	XP_031827301.1	NP_524837.2, NP_001163078.1
OG0005904	XP_031843285.1	NP_524467.1
OG0005905	XP_031847817.1	NP_649527.1
OG0005906	XP_031849874.1	NP_523598.2
OG0005907	XP_031837287.1	NP_610454.2
OG0005908	XP_031835126.1	NP_609247.1
OG0005909	XP_031839066.1	NP_001284944.1
OG0005910	XP_031828454.1	NP_650619.1
OG0005911	XP_031829994.1	NP_651323.3
OG0005912	XP_031830771.1	NP_648848.1
OG0005913	XP_031845160.1	NP_001246916.1
OG0005914	XP_031840059.1	NP_611983.2, NP_001246514.1
OG0005916	XP_031828673.1	NP_610057.1
OG0005917	XP_031835131.1	NP_001284862.1
OG0005918	XP_031835863.1	NP_001259714.1
OG0005919	XP_031844074.1	NP_649293.1
OG0005920	XP_031833506.1	NP_725114.1
OG0005921	XP_031836878.1	NP_788762.1
OG0005922	XP_031837985.1	NP_573385.1
OG0005923	XP_031831403.1	NP_001286315.1
OG0005924	XP_031846173.1	NP_648242.1
OG0005925	XP_031842694.1	NP_523397.1
OG0005926	XP_031833188.1	NP_648167.1
OG0005927	XP_031842696.1, XP_031842697.1	NP_611224.1
OG0005928	XP_031843059.1	NP_001303457.1
OG0005929	XP_031844020.1	NP_611731.1
OG0005930	XP_031828995.1	NP_733074.1
OG0005931	XP_031828864.1	NP_001285026.1
OG0005932	XP_031832313.1	NP_524321.1
OG0005933	XP_031828905.1	NP_611078.1
OG0005934	XP_031830784.1, XP_031830792.1	NP_610067.1, NP_001286113.1
OG0005935	XP_031832104.1	NP_001262997.1
OG0005936	XP_031835463.1	NP_524113.1
OG0005937	XP_031825811.1	NP_651001.2
OG0005938	XP_031839145.1	NP_649057.1
OG0005939	XP_031841482.1	NP_001246062.1
OG0005940	XP_031828004.1	NP_611072.2
OG0005941	XP_031825630.1	NP_001137933.1
OG0005942	XP_031830601.1	NP_001245490.1
OG0005943	XP_031827371.1	NP_001137646.1
OG0005944	XP_031830279.1	NP_651335.2
OG0005945	XP_031844493.1	NP_609836.1
OG0005946	XP_031843949.1	NP_001260048.1
OG0005947	XP_031834588.1	NP_001303388.1
OG0005948	XP_031847473.1	NP_524022.1
OG0005949	XP_031825420.1	NP_572572.1
OG0005950	XP_031843557.1	NP_001163220.1
OG0005951	XP_031825537.1	NP_001285220.1
OG0005952	XP_031845021.1, XP_031845020.1	NP_523420.1
OG0005953	XP_031848531.1	NP_001287207.1
OG0005954	XP_031842156.1	NP_001303571.1
OG0005955	XP_031834578.1	NP_649357.1, NP_996139.1
OG0005956	XP_031836813.1	NP_648910.1
OG0005957	XP_031828663.1	NP_476792.1
OG0005958	XP_031834515.1	NP_001262085.1
OG0005959	XP_031842169.1	NP_001262270.1
OG0005960	XP_031833298.1	NP_001284975.1
OG0005961	XP_031850563.1	NP_648769.2
OG0005962	XP_031848048.1	NP_648064.1
OG0005963	XP_031831508.1	NP_001286260.1
OG0005964	XP_031846724.1	NP_001036321.2
OG0005965	XP_031848493.1	NP_001097110.1
OG0005966	XP_031832873.1	NP_609246.1
OG0005967	XP_031837188.1	NP_001163390.1
OG0005968	XP_031826435.1	NP_610314.1
OG0005969	XP_031829551.1	NP_569916.1
OG0005970	XP_031847357.1, XP_031847349.1	NP_647889.2
OG0005971	XP_031830655.1	NP_001260465.1
OG0005972	XP_031844707.1	NP_651458.1
OG0005973	XP_031834446.1	NP_001015354.3
OG0005974	XP_031849625.1	NP_724484.1
OG0005975	XP_031833609.1	NP_611243.1
OG0005976	XP_031848418.1	NP_001260688.1
OG0005977	XP_031847491.1	NP_610662.1
OG0005978	XP_031849875.1	NP_610313.1
OG0005979	XP_031843096.1	NP_001262295.1
OG0005980	XP_031848236.1	NP_608902.1
OG0005981	XP_031828997.1	NP_001260218.1
OG0005982	XP_031836966.1	NP_730354.2
OG0005983	XP_031828114.1	NP_524742.1
OG0005984	XP_031829478.1	NP_651556.2
OG0005985	XP_031843898.1	NP_523606.1
OG0005986	XP_031845350.1	NP_648582.1
OG0005987	XP_031826200.1	NP_001097261.1
OG0005988	XP_031844984.1	NP_001285378.1
OG0005989	XP_031845532.1	NP_477225.1
OG0005990	XP_031831797.1	NP_609202.1
OG0005991	XP_031838574.1	NP_650767.1
OG0005992	XP_031840233.1	NP_001163480.1
OG0005993	XP_031838325.1	NP_001285455.1
OG0005994	XP_031833213.1	NP_001027191.1
OG0005995	XP_031826909.1	NP_648603.1
OG0005996	XP_031828909.1	NP_573314.1
OG0005997	XP_031846393.1	NP_650252.1
OG0005998	XP_031833352.1	NP_001260437.1
OG0005999	XP_031825525.1	NP_511074.1
OG0006000	XP_031829442.1	NP_524606.1
OG0006001	XP_031839378.1	NP_524867.2
OG0006002	XP_031844093.1	NP_652605.1
OG0006003	XP_031830280.1	NP_647633.1
OG0006004	XP_031825623.1	NP_651715.1
OG0006005	XP_031826026.1	NP_649295.1, NP_649294.1
OG0006007	XP_031845292.1	NP_524288.3
OG0006008	XP_031828167.1	NP_730996.2
OG0006009	XP_031841984.1	NP_572329.3
OG0006010	XP_031831846.1	NP_001262302.1
