Orthogroup	Nomia_melanderi	Polistes_dominula
OG0007487	XP_031843300.1	XP_015186602.1
OG0007488	XP_031827313.1, XP_031827312.1	XP_015172678.1
OG0007489	XP_031825682.1	XP_015171110.1
OG0007492	XP_031826051.1	XP_015177987.1
OG0007493	XP_031838129.1	XP_015186442.1
OG0007494	XP_031825513.1	XP_015189562.1
OG0007495	XP_031841132.1	XP_015173393.1, XP_015173400.1
OG0007496	XP_031833704.1	XP_015184547.1
OG0007497	XP_031830406.1, XP_031830407.1	XP_015178552.1
OG0007498	XP_031832212.1	XP_015178668.1
OG0007499	XP_031841974.1	XP_015189211.1, XP_015189212.1
OG0007500	XP_031836873.1	XP_015187284.1
OG0007501	XP_031837528.1	XP_015175057.1
OG0007502	XP_031847992.1	XP_015187448.1
OG0007503	XP_031833693.1	XP_015184444.1
OG0007504	XP_031840405.1	XP_015171637.1
OG0007505	XP_031845321.1	XP_015191196.1
OG0007506	XP_031831335.1	XP_015177629.1
OG0007507	XP_031838334.1	XP_015179055.1
OG0007508	XP_031844677.1	XP_015171838.1
OG0007509	XP_031841458.1, XP_031841459.1	XP_015175183.1
OG0007511	XP_031834743.1	XP_015183861.1
OG0007512	XP_031835936.1	XP_015176831.1
OG0007513	XP_031840124.1	XP_015181302.1
OG0007514	XP_031831058.1	XP_015183392.1
OG0007515	XP_031842917.1	XP_015179457.1
OG0007516	XP_031845604.1	XP_015189437.1
OG0007518	XP_031846435.1	XP_015189515.1
OG0007519	XP_031839651.1	XP_015179507.1
OG0007521	XP_031836470.1, XP_031836469.1	XP_015174880.1
OG0007522	XP_031833455.1	XP_015175585.1
OG0007524	XP_031838173.1	XP_015175352.1
OG0007525	XP_031835218.1	XP_015177158.1
OG0007526	XP_031846816.1	XP_015187773.1, XP_015187772.1
OG0007527	XP_031842171.1	XP_015185181.1
OG0007528	XP_031846967.1	XP_015185636.1
OG0007529	XP_031834471.1	XP_015188980.1
OG0007530	XP_031826923.1	XP_015176764.1, XP_015176791.1
OG0007531	XP_031849430.1	XP_015172223.1, XP_015172222.1
OG0007532	XP_031828063.1	XP_015191508.1
OG0007533	XP_031839856.1	XP_015183954.1
OG0007534	XP_031845011.1	XP_015185120.1
OG0007535	XP_031839209.1	XP_015184429.1
OG0007536	XP_031832991.1	XP_015174644.1
OG0007537	XP_031846991.1	XP_015178247.1
OG0007538	XP_031848341.1	XP_015176019.1
OG0007539	XP_031841745.1	XP_015175209.1
OG0007540	XP_031847800.1	XP_015179358.1
OG0007541	XP_031849013.1	XP_015187526.1
OG0007542	XP_031845750.1, XP_031845749.1	XP_015185406.1
OG0007543	XP_031833727.1	XP_015171296.1
OG0007544	XP_031834539.1	XP_015174326.1
OG0007545	XP_031844814.1	XP_015174916.1
OG0007546	XP_031829202.1	XP_015181329.1
OG0007547	XP_031827408.1	XP_015173127.1
OG0007548	XP_031828607.1	XP_015177124.1
OG0007550	XP_031838816.1	XP_015186631.1
OG0007551	XP_031839596.1	XP_015191818.1
OG0007552	XP_031845669.1	XP_015171954.1
OG0007553	XP_031828863.1	XP_015184452.1
OG0007554	XP_031838723.1	XP_015182861.1
OG0007555	XP_031833614.1	XP_015171031.1
OG0007556	XP_031837686.1	XP_015188665.1, XP_015188666.1
OG0007558	XP_031845679.1	XP_015171906.1
OG0007559	XP_031841133.1	XP_015171219.1
OG0007560	XP_031836285.1	XP_015171460.1
OG0007561	XP_031830925.1, XP_031830929.1, XP_031830927.1, XP_031830926.1, XP_031830928.1, XP_031830930.1	XP_015183725.1
OG0007562	XP_031846027.1	XP_015171457.1
OG0007563	XP_031850018.1	XP_015174252.1, XP_015174251.1
OG0007564	XP_031835479.1, XP_031835480.1	XP_015172565.1
OG0007565	XP_031827880.1	XP_015174921.1, XP_015175076.1
OG0007566	XP_031841282.1	XP_015188070.1
OG0007568	XP_031831983.1, XP_031831985.1, XP_031831984.1, XP_031831982.1	XP_015177785.1
OG0007569	XP_031832240.1	XP_015185707.1
OG0007570	XP_031829197.1, XP_031829198.1	XP_015186511.1
OG0007571	XP_031836728.1, XP_031836729.1	XP_015173375.1
OG0007572	XP_031829480.1	XP_015177408.1
OG0007573	XP_031833649.1	XP_015178185.1
OG0007574	XP_031828821.1	XP_015177076.1, XP_015177075.1
OG0007575	XP_031846689.1	XP_015191509.1, XP_015191518.1
OG0007576	XP_031846538.1, XP_031846528.1	XP_015182689.1, XP_015182690.1
OG0007577	XP_031843456.1, XP_031843457.1, XP_031843458.1, XP_031843459.1, XP_031843455.1	XP_015182237.1
OG0007578	XP_031841836.1	XP_015185226.1, XP_015185224.1, XP_015185227.1, XP_015185225.1, XP_015185228.1
OG0007579	XP_031827225.1	XP_015175978.1
OG0007580	XP_031838216.1	XP_015186668.1
OG0007581	XP_031834733.1	XP_015182373.1
OG0007582	XP_031837674.1	XP_015172554.1
OG0007583	XP_031830583.1, XP_031830580.1, XP_031830581.1, XP_031830587.1, XP_031830596.1	XP_015188553.1
OG0007584	XP_031835493.1	XP_015178092.1, XP_015178091.1
OG0007586	XP_031842885.1	XP_015191841.1
OG0007587	XP_031837799.1	XP_015175271.1
OG0007588	XP_031827990.1, XP_031827986.1	XP_015179248.1
OG0007589	XP_031825312.1	XP_015188348.1
OG0007590	XP_031833734.1	XP_015171120.1
OG0007591	XP_031840215.1	XP_015181676.1, XP_015181698.1
OG0007592	XP_031843527.1	XP_015174919.1
OG0007593	XP_031841270.1	XP_015188066.1
OG0007594	XP_031843007.1, XP_031843012.1, XP_031842946.1, XP_031842962.1, XP_031843033.1, XP_031842988.1, XP_031842952.1, XP_031842978.1, XP_031842971.1, XP_031842998.1, XP_031843023.1, XP_031843041.1	XP_015181190.1
OG0007595	XP_031837225.1, XP_031837217.1	XP_015185572.1, XP_015185570.1
OG0007597	XP_031834173.1	XP_015184832.1, XP_015184831.1
OG0007604	XP_031842769.1	XP_015182605.1
OG0007605	XP_031838217.1	XP_015178642.1
OG0007606	XP_031841306.1	XP_015177581.1
OG0007607	XP_031839268.1	XP_015180183.1
OG0007608	XP_031834585.1	XP_015185343.1
OG0007609	XP_031841065.1	XP_015184394.1
OG0007610	XP_031827357.1	XP_015172772.1
OG0007611	XP_031836286.1	XP_015190561.1
OG0007612	XP_031839537.1	XP_015180886.1
OG0007615	XP_031835964.1	XP_015180747.1
OG0007616	XP_031841000.1	XP_015187322.1
OG0007618	XP_031830824.1	XP_015174224.1
OG0007620	XP_031825953.1	XP_015181914.1
OG0007621	XP_031832199.1	XP_015189766.1
OG0007622	XP_031834841.1	XP_015173712.1
OG0007623	XP_031835874.1	XP_015190642.1
OG0007624	XP_031837184.1	XP_015177252.1
OG0007625	XP_031835368.1	XP_015185487.1
OG0007626	XP_031830384.1	XP_015180769.1
OG0007627	XP_031826269.1	XP_015186893.1
OG0007628	XP_031825316.1	XP_015184587.1
OG0007629	XP_031831789.1	XP_015180998.1
OG0007630	XP_031838298.1	XP_015175957.1
OG0007631	XP_031840640.1	XP_015178475.1
OG0007632	XP_031847851.1	XP_015178007.1
OG0007633	XP_031846688.1	XP_015188461.1
OG0007634	XP_031845287.1	XP_015174216.1
OG0007635	XP_031843170.1	XP_015188175.1
OG0007636	XP_031828923.1	XP_015176334.1
OG0007637	XP_031830966.1	XP_015175318.1
OG0007638	XP_031827867.1	XP_015185243.1
OG0007639	XP_031842611.1	XP_015187450.1
OG0007641	XP_031827971.1	XP_015189176.1, XP_015189174.1
OG0007643	XP_031826790.1	XP_015186315.1
OG0007644	XP_031832734.1	XP_015179657.1
OG0007646	XP_031843294.1	XP_015175582.1
OG0007647	XP_031840916.1	XP_015179851.1
OG0007648	XP_031849139.1	XP_015191592.1
OG0007649	XP_031836580.1	XP_015189521.1
OG0007650	XP_031846191.1	XP_015174143.1, XP_015174142.1, XP_015174145.1
OG0007651	XP_031831738.1	XP_015190185.1
OG0007652	XP_031843306.1	XP_015187814.1
OG0007653	XP_031835438.1	XP_015173706.1
OG0007654	XP_031841085.1	XP_015176584.1
OG0007655	XP_031829369.1	XP_015184718.1
OG0007656	XP_031829864.1	XP_015186099.1
OG0007657	XP_031844597.1	XP_015181339.1
OG0007658	XP_031834025.1	XP_015184685.1
OG0007659	XP_031834393.1	XP_015177874.1
OG0007660	XP_031845182.1	XP_015186209.1
OG0007661	XP_031841169.1	XP_015180050.1
OG0007662	XP_031840291.1	XP_015191370.1
OG0007663	XP_031847830.1	XP_015183416.1
OG0007664	XP_031845872.1	XP_015172619.1
OG0007665	XP_031847315.1	XP_015173230.1
OG0007666	XP_031833217.1	XP_015183261.1
OG0007667	XP_031837795.1	XP_015172121.1
OG0007668	XP_031846096.1	XP_015174572.1
OG0007669	XP_031830463.1	XP_015188906.1
OG0007670	XP_031846296.1	XP_015182911.1
OG0007671	XP_031834577.1	XP_015173674.1
OG0007672	XP_031830107.1	XP_015188932.1
OG0007673	XP_031843908.1	XP_015182501.1
OG0007674	XP_031834204.1	XP_015180930.1
OG0007675	XP_031847160.1	XP_015184839.1
OG0007676	XP_031840674.1	XP_015175157.1
OG0007677	XP_031835806.1	XP_015172503.1
OG0007678	XP_031838950.1	XP_015185055.1
OG0007679	XP_031827317.1	XP_015181206.1, XP_015181207.1
OG0007680	XP_031845138.1	XP_015185166.1
OG0007681	XP_031836801.1	XP_015181435.1
OG0007682	XP_031834600.1	XP_015184007.1
OG0007683	XP_031831579.1	XP_015184414.1
OG0007684	XP_031843376.1	XP_015175255.1
OG0007685	XP_031843590.1	XP_015191794.1
OG0007686	XP_031839809.1	XP_015190564.1
OG0007687	XP_031840639.1	XP_015171582.1
OG0007688	XP_031830698.1	XP_015183512.1
OG0007689	XP_031837449.1	XP_015177815.1
OG0007690	XP_031826400.1	XP_015174823.1
OG0007692	XP_031838700.1	XP_015183687.1
OG0007694	XP_031846092.1	XP_015184948.1
OG0007695	XP_031827720.1	XP_015177058.1
OG0007698	XP_031842598.1	XP_015179369.1
OG0007701	XP_031835483.1, XP_031835486.1	XP_015178088.1, XP_015178086.1
OG0007702	XP_031834454.1	XP_015177699.1
OG0007703	XP_031843674.1	XP_015191654.1
OG0007705	XP_031835452.1	XP_015182194.1
OG0007706	XP_031842174.1	XP_015172892.1
OG0007707	XP_031838943.1	XP_015184979.1
OG0007708	XP_031839996.1	XP_015190710.1
OG0007709	XP_031848896.1	XP_015184166.1
OG0007710	XP_031842979.1	XP_015189115.1
OG0007711	XP_031836388.1	XP_015171616.1
OG0007712	XP_031842643.1	XP_015174114.1
OG0007713	XP_031847358.1	XP_015188855.1
OG0007715	XP_031848990.1	XP_015171914.1
OG0007716	XP_031847352.1	XP_015184723.1
OG0007717	XP_031836560.1	XP_015173390.1
OG0007718	XP_031848774.1	XP_015184134.1
OG0007719	XP_031836495.1	XP_015179274.1
OG0007720	XP_031832420.1	XP_015187917.1
OG0007722	XP_031834413.1, XP_031834412.1	XP_015190384.1
OG0007723	XP_031834817.1	XP_015182414.1
OG0007724	XP_031844118.1	XP_015174128.1
OG0007725	XP_031825488.1	XP_015179837.1
OG0007726	XP_031850373.1	XP_015183900.1
OG0007728	XP_031832733.1	XP_015191679.1, XP_015191683.1, XP_015191682.1
OG0007729	XP_031848619.1, XP_031834516.1	XP_015183443.1
OG0007730	XP_031838406.1	XP_015190661.1
OG0007731	XP_031846139.1	XP_015175461.1
OG0007732	XP_031840226.1	XP_015174704.1
OG0007733	XP_031837048.1	XP_015190528.1
OG0007735	XP_031830115.1	XP_015190411.1
OG0007736	XP_031839455.1	XP_015180114.1
OG0007737	XP_031831512.1	XP_015184442.1
OG0007738	XP_031847919.1	XP_015185643.1
OG0007739	XP_031825595.1	XP_015185778.1
OG0007740	XP_031844365.1	XP_015185756.1
OG0007741	XP_031830273.1	XP_015177090.1
OG0007742	XP_031826602.1	XP_015183946.1
OG0007743	XP_031834552.1	XP_015191374.1
OG0007744	XP_031846228.1	XP_015184767.1
OG0007745	XP_031846515.1	XP_015191500.1
OG0007746	XP_031833918.1	XP_015175284.1
OG0007747	XP_031836654.1	XP_015174664.1
OG0007748	XP_031850300.1	XP_015186817.1
OG0007750	XP_031828725.1	XP_015175805.1
OG0007751	XP_031844124.1	XP_015177558.1
OG0007752	XP_031835630.1	XP_015185502.1
OG0007753	XP_031848985.1	XP_015176368.1
OG0007754	XP_031826373.1	XP_015182066.1
OG0007755	XP_031829370.1	XP_015172349.1
OG0007756	XP_031831360.1	XP_015180300.1
OG0007757	XP_031826866.1	XP_015181149.1
OG0007758	XP_031841644.1	XP_015186219.1
OG0007759	XP_031843406.1	XP_015172547.1
OG0007760	XP_031843601.1	XP_015182615.1
OG0007761	XP_031834752.1	XP_015178662.1
OG0007762	XP_031833816.1	XP_015177131.1
OG0007763	XP_031849031.1	XP_015180229.1
OG0007764	XP_031830670.1	XP_015174096.1
OG0007768	XP_031837375.1	XP_015189439.1
OG0007769	XP_031832973.1	XP_015183174.1
OG0007770	XP_031835034.1	XP_015183194.1
OG0007771	XP_031834936.1, XP_031834934.1	XP_015182307.1
OG0007772	XP_031840435.1	XP_015176008.1
OG0007773	XP_031833063.1	XP_015173032.1
OG0007774	XP_031834424.1	XP_015182547.1
OG0007775	XP_031833419.1, XP_031833420.1	XP_015190620.1
OG0007776	XP_031841120.1	XP_015189043.1
OG0007777	XP_031828293.1	XP_015175070.1
OG0007778	XP_031840656.1	XP_015186033.1
OG0007779	XP_031834160.1, XP_031834141.1	XP_015184763.1, XP_015184762.1
OG0007780	XP_031827706.1	XP_015177081.1
OG0007782	XP_031825309.1	XP_015176371.1
OG0007783	XP_031832684.1	XP_015179797.1
OG0007784	XP_031836406.1	XP_015182969.1
OG0007785	XP_031833852.1	XP_015182429.1
OG0007787	XP_031831761.1	XP_015179400.1
OG0007788	XP_031831104.1	XP_015183924.1
OG0007789	XP_031845258.1	XP_015176459.1
OG0007790	XP_031834139.1	XP_015181233.1
OG0007791	XP_031845563.1	XP_015183275.1
OG0007792	XP_031847405.1	XP_015176256.1
OG0007793	XP_031841003.1	XP_015187258.1
OG0007794	XP_031840578.1, XP_031840568.1, XP_031840559.1	XP_015183470.1
OG0007795	XP_031837552.1	XP_015189038.1
OG0007796	XP_031827497.1	XP_015183799.1
OG0007797	XP_031834147.1	XP_015186097.1
OG0007798	XP_031847327.1	XP_015171927.1
OG0007799	XP_031832664.1	XP_015179781.1
OG0007801	XP_031834726.1	XP_015181232.1
OG0007802	XP_031844159.1	XP_015176578.1
OG0007803	XP_031842777.1, XP_031842778.1	XP_015184962.1
OG0007804	XP_031839727.1	XP_015173842.1
OG0007805	XP_031844940.1	XP_015191224.1
OG0007806	XP_031832028.1, XP_031832031.1	XP_015172579.1
OG0007808	XP_031834033.1	XP_015187173.1
OG0007809	XP_031829768.1	XP_015190063.1
OG0007810	XP_031828117.1	XP_015191520.1
OG0007811	XP_031832241.1	XP_015187422.1
OG0007812	XP_031828336.1	XP_015186571.1
OG0007813	XP_031848244.1	XP_015172445.1
OG0007814	XP_031833047.1	XP_015180494.1
OG0007815	XP_031847877.1	XP_015179273.1
OG0007816	XP_031847603.1	XP_015178447.1
OG0007817	XP_031830062.1	XP_015183639.1
OG0007818	XP_031836525.1	XP_015182519.1
OG0007819	XP_031834721.1	XP_015191226.1
OG0007820	XP_031850512.1	XP_015176063.1
OG0007821	XP_031846622.1	XP_015171661.1
OG0007822	XP_031845745.1	XP_015185471.1
OG0007823	XP_031843534.1	XP_015182246.1
OG0007824	XP_031827854.1	XP_015186373.1
OG0007826	XP_031841550.1	XP_015188021.1
OG0007827	XP_031849069.1	XP_015176326.1
OG0007828	XP_031831334.1	XP_015186729.1
OG0007830	XP_031828502.1	XP_015171345.1
OG0007831	XP_031831776.1	XP_015179412.1
OG0007832	XP_031839069.1	XP_015189126.1
OG0007834	XP_031827879.1	XP_015184879.1
OG0007835	XP_031827264.1	XP_015175342.1
OG0007836	XP_031834384.1	XP_015179039.1
OG0007837	XP_031841612.1	XP_015173129.1
OG0007838	XP_031849275.1	XP_015183597.1
OG0007839	XP_031838828.1	XP_015189663.1
OG0007840	XP_031846637.1	XP_015184377.1
OG0007841	XP_031846177.1	XP_015189117.1
OG0007843	XP_031839425.1, XP_031839426.1	XP_015188804.1
OG0007844	XP_031844095.1	XP_015175207.1
OG0007845	XP_031829345.1	XP_015184719.1
OG0007846	XP_031841770.1	XP_015184524.1
OG0007847	XP_031835441.1	XP_015181949.1
OG0007848	XP_031828033.1	XP_015184874.1
OG0007849	XP_031848412.1	XP_015171065.1
OG0007850	XP_031837871.1	XP_015182961.1
OG0007851	XP_031832635.1	XP_015172194.1
OG0007852	XP_031831888.1	XP_015178678.1
OG0007853	XP_031827604.1	XP_015173079.1
OG0007854	XP_031831435.1	XP_015181003.1
OG0007856	XP_031839695.1	XP_015181437.1
OG0007857	XP_031837752.1	XP_015174908.1
OG0007858	XP_031825822.1	XP_015174689.1
OG0007859	XP_031826413.1	XP_015188630.1
OG0007860	XP_031845883.1	XP_015176001.1
OG0007861	XP_031839591.1	XP_015178537.1
OG0007862	XP_031832611.1	XP_015173563.1
OG0007863	XP_031830019.1	XP_015177248.1
OG0007864	XP_031839714.1	XP_015190822.1
OG0007865	XP_031830525.1	XP_015182513.1
OG0007866	XP_031827820.1	XP_015177803.1
OG0007867	XP_031849894.1	XP_015180437.1
OG0007868	XP_031849164.1	XP_015180190.1
OG0007869	XP_031837618.1	XP_015171526.1
OG0007870	XP_031831057.1	XP_015183393.1
OG0007871	XP_031830179.1	XP_015188883.1
OG0007872	XP_031832976.1	XP_015188161.1
OG0007874	XP_031850295.1	XP_015173966.1
OG0007875	XP_031838538.1	XP_015173953.1
OG0007876	XP_031829318.1	XP_015172917.1
OG0007878	XP_031836151.1	XP_015187057.1
OG0007879	XP_031829756.1	XP_015183206.1
OG0007880	XP_031847726.1	XP_015191483.1
OG0007882	XP_031831899.1	XP_015183868.1
OG0007883	XP_031836956.1	XP_015182463.1
OG0007884	XP_031842113.1	XP_015190809.1
OG0007885	XP_031841741.1	XP_015190023.1
OG0007886	XP_031841636.1	XP_015181177.1
OG0007887	XP_031837023.1	XP_015184469.1
OG0007888	XP_031841153.1	XP_015174671.1
OG0007889	XP_031839006.1	XP_015184445.1
OG0007890	XP_031828583.1	XP_015187982.1
OG0007891	XP_031841983.1	XP_015175977.1
OG0007892	XP_031833382.1	XP_015187612.1
OG0007893	XP_031829818.1	XP_015191548.1
OG0007894	XP_031828092.1	XP_015188689.1
OG0007895	XP_031845438.1	XP_015184237.1
OG0007896	XP_031846179.1	XP_015182692.1
OG0007897	XP_031825720.1	XP_015184127.1
OG0007899	XP_031837154.1	XP_015171654.1
OG0007900	XP_031850003.1	XP_015187537.1
OG0007901	XP_031848247.1	XP_015186788.1
OG0007902	XP_031833706.1	XP_015178244.1
OG0007903	XP_031825288.1	XP_015184981.1
OG0007904	XP_031832785.1	XP_015172492.1
OG0007905	XP_031827082.1	XP_015190381.1
OG0007906	XP_031850173.1	XP_015174448.1, XP_015174445.1, XP_015174446.1, XP_015174447.1
OG0007907	XP_031826161.1	XP_015187559.1
OG0007908	XP_031838871.1, XP_031838870.1	XP_015186197.1
OG0007910	XP_031844896.1	XP_015188184.1
OG0007911	XP_031847895.1	XP_015179282.1
OG0007912	XP_031846828.1	XP_015190975.1
OG0007913	XP_031830046.1, XP_031830047.1, XP_031830048.1	XP_015177100.1
OG0007914	XP_031839634.1	XP_015188128.1
OG0007916	XP_031850126.1	XP_015174464.1
OG0007917	XP_031843982.1	XP_015182674.1
OG0007918	XP_031845514.1	XP_015179235.1
OG0007919	XP_031833666.1	XP_015179871.1
OG0007920	XP_031828069.1	XP_015185992.1
OG0007921	XP_031844909.1	XP_015183537.1
OG0007923	XP_031836117.1	XP_015190893.1, XP_015190901.1
OG0007924	XP_031845829.1	XP_015171404.1, XP_015171403.1
OG0007925	XP_031825730.1	XP_015188845.1, XP_015188847.1
OG0007926	XP_031836068.1	XP_015188830.1, XP_015188828.1
OG0007927	XP_031846680.1	XP_015190375.1
OG0007928	XP_031830878.1, XP_031830879.1	XP_015183933.1
OG0007929	XP_031831050.1	XP_015188546.1
OG0007930	XP_031833703.1, XP_031833701.1, XP_031833702.1, XP_031833700.1	XP_015173774.1
OG0007931	XP_031847854.1, XP_031847855.1	XP_015180474.1
OG0007932	XP_031828132.1	XP_015182072.1
OG0007933	XP_031834912.1	XP_015187916.1
OG0007934	XP_031834097.1	XP_015181671.1, XP_015181672.1
OG0007936	XP_031832263.1	XP_015191127.1
OG0007937	XP_031850209.1, XP_031850207.1, XP_031850208.1, XP_031850211.1	XP_015174444.1
OG0007938	XP_031836217.1	XP_015178758.1, XP_015178757.1
OG0007939	XP_031846849.1	XP_015190552.1
OG0007941	XP_031850235.1	XP_015180311.1
OG0007942	XP_031839835.1	XP_015187134.1, XP_015187136.1
OG0007946	XP_031849060.1, XP_031848670.1	XP_015189942.1
OG0007957	XP_031826708.1	XP_015176079.1
OG0007959	XP_031849472.1	XP_015175124.1
OG0007961	XP_031829817.1, XP_031829816.1	XP_015187112.1
OG0007962	XP_031834612.1	XP_015187955.1
OG0007963	XP_031840969.1	XP_015187321.1
OG0007964	XP_031833262.1	XP_015175136.1
OG0007965	XP_031825645.1	XP_015172977.1
OG0007966	XP_031830570.1, XP_031830569.1	XP_015172644.1
OG0007967	XP_031827814.1	XP_015185270.1
OG0007968	XP_031827217.1	XP_015185492.1
OG0007970	XP_031834816.1	XP_015189493.1
OG0007971	XP_031845947.1	XP_015185632.1
OG0007973	XP_031830709.1	XP_015187759.1
OG0007974	XP_031828140.1	XP_015189339.1
OG0007975	XP_031837209.1	XP_015177354.1
OG0007977	XP_031825888.1	XP_015180927.1
OG0007978	XP_031841079.1	XP_015177932.1
OG0007981	XP_031843380.1	XP_015184495.1
OG0007982	XP_031825843.1	XP_015178789.1
OG0007983	XP_031844834.1	XP_015176633.1
OG0007984	XP_031825854.1	XP_015178785.1
OG0007985	XP_031825469.1	XP_015188099.1
OG0007986	XP_031834771.1	XP_015185335.1
OG0007987	XP_031841009.1	XP_015191272.1
OG0007988	XP_031826459.1	XP_015178977.1
OG0007989	XP_031835965.1	XP_015181097.1
OG0007991	XP_031829293.1	XP_015172829.1
OG0007994	XP_031835269.1	XP_015189388.1
OG0007995	XP_031845186.1	XP_015176410.1
OG0007996	XP_031841309.1	XP_015186632.1
OG0007997	XP_031847234.1	XP_015186061.1, XP_015186062.1, XP_015186063.1, XP_015186060.1
OG0007998	XP_031825649.1, XP_031825648.1	XP_015187929.1
OG0007999	XP_031840594.1	XP_015188309.1
OG0008000	XP_031840062.1	XP_015175768.1
OG0008001	XP_031835556.1	XP_015185936.1
OG0008002	XP_031847907.1	XP_015182650.1
OG0008005	XP_031828807.1	XP_015177061.1
OG0008006	XP_031826545.1	XP_015177917.1
OG0008009	XP_031850082.1	XP_015182240.1
OG0008011	XP_031849477.1	XP_015177302.1
OG0008012	XP_031842814.1	XP_015183453.1
OG0008013	XP_031832431.1	XP_015190494.1
OG0008014	XP_031835403.1	XP_015182149.1
OG0008015	XP_031839665.1	XP_015184041.1
OG0008016	XP_031837047.1	XP_015175292.1
OG0008018	XP_031830125.1	XP_015188930.1
OG0008020	XP_031833078.1	XP_015177758.1
OG0008021	XP_031831706.1	XP_015186247.1
OG0008024	XP_031837864.1	XP_015184939.1
OG0008025	XP_031847492.1, XP_031847490.1	XP_015183507.1
OG0008027	XP_031825553.1	XP_015171213.1
OG0008028	XP_031831952.1	XP_015185418.1, XP_015185419.1
OG0008031	XP_031826695.1	XP_015175378.1
OG0008032	XP_031830240.1	XP_015190270.1
OG0008033	XP_031830942.1, XP_031830945.1	XP_015171800.1
OG0008039	XP_031838358.1	XP_015181784.1
OG0008040	XP_031827537.1	XP_015186365.1
OG0008041	XP_031836998.1	XP_015172206.1
OG0008042	XP_031839161.1	XP_015184384.1
OG0008043	XP_031830208.1, XP_031830178.1	XP_015177199.1
OG0008044	XP_031827061.1	XP_015190529.1
OG0008046	XP_031842949.1	XP_015184135.1
OG0008047	XP_031848451.1	XP_015191273.1
OG0008049	XP_031841797.1	XP_015185918.1
OG0008055	XP_031833238.1	XP_015178191.1
OG0008056	XP_031826509.1	XP_015181999.1
OG0008058	XP_031839439.1	XP_015188292.1
OG0008059	XP_031833268.1	XP_015175150.1
OG0008060	XP_031840552.1	XP_015182012.1
OG0008061	XP_031837307.1	XP_015185551.1
OG0008062	XP_031848986.1	XP_015176422.1
OG0008063	XP_031828552.1	XP_015176734.1
OG0008064	XP_031832632.1	XP_015172197.1, XP_015172196.1
OG0008065	XP_031843503.1	XP_015188160.1
OG0008066	XP_031832385.1	XP_015172134.1
OG0008067	XP_031825765.1	XP_015176324.1
OG0008069	XP_031828549.1	XP_015176738.1
OG0008070	XP_031826982.1	XP_015185569.1
OG0008071	XP_031825467.1	XP_015171177.1
OG0008072	XP_031841639.1	XP_015183622.1
OG0008073	XP_031839848.1	XP_015188085.1
OG0008074	XP_031833167.1	XP_015173920.1
OG0008076	XP_031847374.1	XP_015173249.1
OG0008077	XP_031845729.1	XP_015182813.1
OG0008078	XP_031836153.1	XP_015171071.1
OG0008079	XP_031834767.1	XP_015178348.1
OG0008080	XP_031825704.1	XP_015177508.1
OG0008081	XP_031827520.1	XP_015187245.1
OG0008085	XP_031838520.1	XP_015191183.1
OG0008086	XP_031829885.1	XP_015180462.1
OG0008088	XP_031839424.1	XP_015188803.1
OG0008089	XP_031825749.1	XP_015174535.1
OG0008090	XP_031847364.1	XP_015173228.1
OG0008091	XP_031825644.1, XP_031825643.1	XP_015171122.1, XP_015171121.1
OG0008092	XP_031843098.1	XP_015181681.1
OG0008093	XP_031827254.1	XP_015172811.1
OG0008094	XP_031848873.1	XP_015172106.1
OG0008095	XP_031837938.1, XP_031837939.1	XP_015173517.1
OG0008096	XP_031846943.1	XP_015184322.1
OG0008097	XP_031839763.1	XP_015177129.1
OG0008099	XP_031833549.1	XP_015187957.1
OG0008100	XP_031835976.1	XP_015181128.1
OG0008101	XP_031845088.1	XP_015172259.1
OG0008102	XP_031841659.1	XP_015189087.1
OG0008103	XP_031840834.1	XP_015184794.1
OG0008104	XP_031838655.1	XP_015185386.1
OG0008105	XP_031840209.1	XP_015173246.1
OG0008107	XP_031848855.1, XP_031846552.1, XP_031846553.1	XP_015186597.1
OG0008109	XP_031842591.1	XP_015181800.1
OG0008110	XP_031850072.1	XP_015180340.1
OG0008111	XP_031835513.1	XP_015181926.1
OG0008113	XP_031846842.1	XP_015183827.1
OG0008114	XP_031833007.1	XP_015173601.1
OG0008115	XP_031845612.1	XP_015189443.1
OG0008116	XP_031841336.1	XP_015172646.1
OG0008117	XP_031848276.1	XP_015174849.1
OG0008118	XP_031847787.1	XP_015179265.1
OG0008119	XP_031834362.1	XP_015177724.1
OG0008120	XP_031836967.1	XP_015172749.1
OG0008121	XP_031830065.1	XP_015183629.1
OG0008122	XP_031825913.1	XP_015178743.1
OG0008124	XP_031828522.1	XP_015172725.1
OG0008125	XP_031832305.1	XP_015171910.1
OG0008126	XP_031850006.1	XP_015187272.1
OG0008127	XP_031827647.1	XP_015175570.1
OG0008128	XP_031830623.1	XP_015188551.1
OG0008129	XP_031836229.1	XP_015189245.1
OG0008130	XP_031829188.1	XP_015177503.1
OG0008131	XP_031832992.1	XP_015174652.1
OG0008132	XP_031828833.1	XP_015182254.1
OG0008133	XP_031842074.1	XP_015181660.1
OG0008134	XP_031841171.1	XP_015191846.1
OG0008135	XP_031836784.1	XP_015182080.1
OG0008136	XP_031848305.1, XP_031848306.1	XP_015173575.1
OG0008138	XP_031849127.1	XP_015181555.1
OG0008140	XP_031831773.1, XP_031831771.1	XP_015179403.1
OG0008141	XP_031834364.1	XP_015177730.1, XP_015177728.1, XP_015177729.1, XP_015177727.1
