Orthogroup	Nomia_melanderi	Acyrthosiphon_pisum
OG0006848	XP_031843444.1	NP_001156138.1
OG0006849	XP_031837660.1	NP_001156145.1
OG0006850	XP_031846811.1	NP_001156165.1
OG0006851	XP_031839442.1	NP_001156184.1
OG0006852	XP_031832612.1	NP_001156188.1
OG0006853	XP_031832870.1	NP_001156199.1
OG0006854	XP_031842210.1	NP_001156203.1
OG0006855	XP_031827636.1	NP_001156210.1
OG0006856	XP_031827351.1	NP_001156224.2
OG0006857	XP_031827093.1	NP_001156252.1
OG0006858	XP_031843774.1	NP_001156254.1
OG0006859	XP_031832998.1	NP_001156285.1
OG0006860	XP_031837671.1	NP_001156315.1
OG0006861	XP_031833034.1	NP_001156653.1
OG0006862	XP_031840714.1	NP_001156679.1
OG0006863	XP_031848593.1	NP_001156699.1
OG0006864	XP_031831774.1	NP_001156707.1
OG0006865	XP_031835792.1	NP_001161896.1
OG0006866	XP_031842559.1	NP_001165435.1
OG0006867	XP_031834403.1	NP_001165735.1
OG0006868	XP_031850355.1	NP_001165857.1
OG0006869	XP_031837771.1	NP_001191868.1
OG0006870	XP_031844766.1	NP_001191870.1
OG0006871	XP_031845615.1	NP_001191894.1
OG0006872	XP_031841987.1	NP_001191987.1
OG0006873	XP_031830237.1	NP_001192074.1, XP_008182087.1
OG0006874	XP_031829924.1	NP_001192092.1
OG0006875	XP_031835359.1	NP_001232934.1
OG0006876	XP_031826488.1	NP_001232941.1
OG0006877	XP_031850565.1	NP_001232942.1, XP_008180433.1
OG0006878	XP_031849251.1	NP_001232963.1
OG0006879	XP_031847493.1	NP_001232969.1
OG0006880	XP_031847482.1	NP_001232985.1
OG0006882	XP_031825349.1	NP_001233003.1
OG0006883	XP_031831289.1, XP_031831290.1	NP_001233015.1, XP_008188381.1
OG0006884	XP_031833768.1	NP_001233016.1
OG0006885	XP_031849392.1	NP_001233018.1
OG0006886	XP_031829868.1	NP_001233034.1
OG0006887	XP_031834723.1	NP_001233041.1
OG0006888	XP_031832994.1	NP_001233048.1
OG0006889	XP_031844665.1, XP_031844637.1, XP_031844657.1, XP_031844647.1	NP_001233052.1
OG0006890	XP_031843859.1	NP_001233060.1
OG0006891	XP_031845995.1	NP_001233085.1
OG0006892	XP_031840413.1	NP_001280291.1
OG0006893	XP_031848767.1	NP_001280299.1
OG0006894	XP_031843288.1	NP_001280310.1
OG0006895	XP_031829693.1	NP_001280326.1
OG0006896	XP_031831473.1	NP_001280328.1
OG0006897	XP_031825769.1	NP_001280362.1
OG0006898	XP_031834313.1	NP_001280364.1
OG0006899	XP_031831986.1	NP_001280384.1
OG0006900	XP_031830509.1	NP_001280398.1
OG0006901	XP_031833757.1	XP_008182039.1, NP_001280421.1
OG0006902	XP_031850237.1	NP_001280455.1
OG0006903	XP_031836855.1	NP_001280466.1
OG0006904	XP_031844424.1	NP_001280476.1, XP_029342100.1
OG0006905	XP_031844703.1	NP_001280480.1
OG0006906	XP_031825410.1	NP_001280483.1
OG0006907	XP_031834040.1	NP_001280640.1
OG0006908	XP_031834410.1	NP_001313564.1
OG0006909	XP_031832844.1	NP_001313578.1
OG0006910	XP_031842303.1	XP_001942527.2
OG0006911	XP_031848046.1	XP_001942545.1
OG0006912	XP_031835173.1	XP_001942566.2
OG0006913	XP_031847006.1	XP_016663532.1, XP_001942698.3
OG0006914	XP_031832558.1	XP_001942717.1
OG0006915	XP_031832513.1	XP_001942795.1
OG0006916	XP_031842340.1	XP_003247172.1, XP_001942811.1
OG0006917	XP_031838582.1	XP_001942837.1
OG0006918	XP_031833607.1	XP_001942897.1
OG0006919	XP_031827195.1	XP_001942911.2
OG0006920	XP_031844023.1	XP_001942954.2
OG0006921	XP_031828259.1	XP_001942963.2
OG0006922	XP_031842940.1	XP_001942992.1
OG0006923	XP_031843833.1	XP_001943057.1
OG0006924	XP_031841195.1	XP_001943061.1
OG0006925	XP_031846034.1	XP_001943068.1
OG0006926	XP_031834179.1	XP_001943091.2, XP_003245432.1
OG0006927	XP_031836025.1	XP_001943100.1
OG0006928	XP_031832265.1	XP_001943169.2
OG0006929	XP_031830270.1	XP_001943196.1
OG0006930	XP_031838220.1	XP_001943197.1
OG0006931	XP_031850266.1	XP_001943217.1
OG0006932	XP_031842593.1	XP_001943237.4
OG0006933	XP_031840943.1	XP_001943328.1
OG0006934	XP_031843473.1	XP_008181423.1, XP_001943346.2
OG0006935	XP_031828232.1	XP_001943349.1
OG0006936	XP_031832792.1	XP_001943355.3
OG0006937	XP_031847285.1	XP_001943410.1
OG0006938	XP_031833256.1	XP_001943432.2
OG0006939	XP_031834415.1	XP_029345686.1, XP_029345685.1, XP_029345688.1, XP_029345687.1, XP_016660895.1, XP_001943434.2
OG0006940	XP_031832899.1	XP_001943446.1
OG0006941	XP_031848208.1	XP_001943447.1
OG0006942	XP_031843417.1, XP_031843420.1	XP_001943543.2
OG0006944	XP_031844327.1	XP_001943596.1
OG0006945	XP_031828061.1	XP_001943618.2
OG0006946	XP_031840170.1	XP_001943619.1
OG0006947	XP_031833731.1, XP_031833735.1	XP_001943691.1
OG0006948	XP_031836790.1	XP_001943779.2
OG0006949	XP_031850010.1	XP_001943838.2
OG0006950	XP_031842575.1	XP_001943854.1
OG0006951	XP_031841710.1	XP_001943855.1
OG0006952	XP_031831927.1	XP_001943874.1
OG0006953	XP_031829518.1	XP_001943877.2
OG0006954	XP_031844733.1	XP_001943883.2
OG0006955	XP_031830628.1	XP_001943884.1
OG0006956	XP_031834491.1	XP_001943982.1
OG0006957	XP_031832441.1	XP_001944012.3
OG0006958	XP_031849314.1	XP_001944046.2
OG0006960	XP_031826062.1	XP_001944073.2
OG0006961	XP_031842665.1	XP_001944078.1
OG0006962	XP_031845611.1	XP_001944084.1
OG0006963	XP_031831173.1	XP_001944117.1, XP_008186067.1, XP_016662386.1
OG0006964	XP_031846773.1	XP_001944128.2
OG0006965	XP_031835389.1	XP_001944165.3, XP_016656194.1
OG0006966	XP_031836979.1	XP_001944182.1
OG0006967	XP_031845304.1	XP_016660275.1, XP_001944209.2
OG0006968	XP_031842478.1	XP_001944227.2, XP_008185430.1
OG0006969	XP_031829675.1	XP_001944304.1
OG0006970	XP_031828687.1	XP_001944338.2
OG0006971	XP_031829928.1	XP_001944426.2
OG0006972	XP_031828654.1	XP_001944432.2
OG0006973	XP_031845748.1	XP_001944470.1
OG0006974	XP_031832703.1	XP_001944483.2
OG0006975	XP_031832894.1	XP_001944622.3
OG0006976	XP_031828366.1	XP_001944698.3
OG0006977	XP_031845897.1	XP_001944724.2
OG0006978	XP_031840416.1	XP_001944727.1
OG0006979	XP_031826675.1	XP_001944757.2
OG0006980	XP_031841611.1	XP_001944776.2
OG0006981	XP_031826586.1	XP_001944836.2
OG0006982	XP_031835570.1	XP_001944845.2
OG0006983	XP_031826672.1	XP_001944883.2
OG0006984	XP_031837492.1	XP_003244546.1, XP_001944908.1
OG0006985	XP_031842329.1	XP_001944966.2
OG0006986	XP_031843989.1	XP_001944991.2
OG0006987	XP_031835089.1	XP_001945003.1
OG0006988	XP_031846612.1	XP_001945024.1
OG0006989	XP_031848339.1	XP_001945035.1
OG0006990	XP_031845548.1	XP_001945046.2
OG0006991	XP_031844573.1	XP_001945072.1
OG0006992	XP_031839500.1	XP_001945117.1
OG0006993	XP_031840427.1	XP_001945124.2
OG0006994	XP_031825399.1	XP_001945135.1
OG0006995	XP_031828413.1	XP_001945138.1
OG0006996	XP_031829578.1	XP_001945162.1
OG0006997	XP_031826699.1	XP_001945174.1
OG0006998	XP_031838741.1	XP_001945320.1
OG0006999	XP_031845505.1	XP_001945386.2
OG0007000	XP_031834142.1	XP_001945409.2, XP_016660019.1, XP_016660017.1
OG0007001	XP_031829435.1	XP_001945459.1
OG0007002	XP_031828020.1	XP_001945624.2
OG0007003	XP_031831786.1	XP_001945685.2
OG0007004	XP_031847550.1	XP_001945841.2
OG0007005	XP_031844608.1	XP_001945881.1
OG0007006	XP_031825611.1	XP_001945895.2
OG0007007	XP_031834365.1	XP_001945915.1
OG0007008	XP_031847627.1	XP_001945988.4
OG0007009	XP_031845577.1	XP_001945994.2
OG0007010	XP_031838807.1	XP_001946036.2
OG0007011	XP_031830484.1, XP_031830483.1	XP_001946040.2
OG0007012	XP_031833210.1	XP_001946043.2
OG0007013	XP_031833348.1	XP_001946051.1
OG0007014	XP_031840768.1	XP_001946059.2
OG0007015	XP_031848775.1, XP_031832304.1	XP_001946082.2
OG0007016	XP_031845385.1	XP_001946118.2
OG0007017	XP_031846749.1	XP_001946184.1
OG0007018	XP_031828504.1	XP_001946221.1
OG0007019	XP_031829961.1	XP_001946402.2
OG0007020	XP_031843227.1	XP_001946406.1
OG0007022	XP_031832553.1	XP_001946423.2
OG0007023	XP_031831362.1	XP_001946427.2
OG0007024	XP_031832165.1	XP_001946447.2
OG0007025	XP_031846541.1	XP_001946458.1
OG0007026	XP_031825896.1	XP_001946466.2
OG0007027	XP_031829951.1	XP_001946527.2
OG0007028	XP_031832448.1	XP_001946546.2
OG0007029	XP_031835636.1	XP_001946583.2
OG0007030	XP_031848192.1	XP_001946695.2
OG0007031	XP_031842415.1	XP_001946697.2
OG0007032	XP_031846911.1	XP_001946744.2, XP_016663817.1
OG0007033	XP_031844083.1	XP_001946761.2
OG0007034	XP_031847369.1	XP_001946857.2
OG0007035	XP_031829700.1	XP_001946925.1
OG0007036	XP_031828291.1	XP_001946968.2
OG0007038	XP_031843057.1	XP_001947063.1
OG0007039	XP_031837371.1	XP_001947092.2
OG0007040	XP_031847747.1	XP_001947114.2
OG0007041	XP_031827907.1	XP_001947212.1
OG0007042	XP_031840324.1	XP_001947234.1, XP_016661436.1
OG0007043	XP_031830828.1	XP_001947278.2
OG0007044	XP_031838552.1	XP_001947280.1
OG0007045	XP_031827064.1	XP_001947310.2
OG0007046	XP_031843913.1	XP_003247424.1, XP_001947358.2
OG0007047	XP_031837252.1	XP_001947417.2
OG0007048	XP_031843275.1	XP_029348026.1, XP_029348027.1, XP_008187955.2, XP_001947508.1
OG0007049	XP_031834656.1	XP_001947557.2, XP_003240736.1
OG0007050	XP_031839428.1	XP_001947581.1
OG0007051	XP_031826924.1	XP_001947627.2
OG0007052	XP_031844303.1	XP_001947638.1
OG0007053	XP_031848595.1	XP_001947642.2
OG0007054	XP_031826312.1	XP_001947667.2
OG0007055	XP_031841816.1	XP_001947770.2
OG0007056	XP_031825723.1	XP_001947790.2
OG0007057	XP_031844804.1	XP_001947892.2
OG0007058	XP_031843911.1	XP_001947913.2
OG0007059	XP_031847617.1	XP_001947923.1
OG0007060	XP_031837057.1	XP_001947931.2
OG0007061	XP_031840667.1	XP_001947975.1
OG0007062	XP_031827376.1	XP_001948008.1
OG0007063	XP_031827708.1	XP_001948057.1
OG0007064	XP_031837411.1	XP_001948131.1
OG0007065	XP_031842791.1	XP_003247083.1, XP_001948136.3
OG0007066	XP_031843627.1	XP_001948151.2
OG0007067	XP_031827168.1	XP_001948247.2
OG0007068	XP_031841056.1	XP_001948332.1
OG0007069	XP_031844364.1	XP_003244438.1, XP_001948333.2
OG0007070	XP_031835103.1	XP_001948353.2
OG0007071	XP_031849729.1	XP_001948355.1
OG0007072	XP_031828027.1	XP_001948478.1
OG0007073	XP_031848194.1	XP_001948491.2
OG0007074	XP_031838327.1	XP_001948539.2
OG0007075	XP_031831678.1	XP_001948551.2
OG0007076	XP_031830397.1	XP_001948566.1
OG0007077	XP_031842726.1	XP_001948576.2
OG0007078	XP_031830364.1	XP_001948613.1
OG0007079	XP_031836872.1	XP_001948615.1
OG0007080	XP_031833132.1	XP_001948659.2
OG0007081	XP_031846988.1	XP_001948716.2
OG0007082	XP_031831009.1	XP_001948723.2
OG0007083	XP_031828766.1	XP_001948731.2
OG0007084	XP_031828782.1	XP_001948782.1
OG0007085	XP_031840286.1	XP_001948865.2
OG0007086	XP_031828952.1	XP_001948871.2
OG0007087	XP_031837898.1	XP_001948900.2
OG0007088	XP_031829963.1	XP_001948937.1
OG0007089	XP_031832542.1	XP_001949062.2
OG0007090	XP_031846001.1	XP_001949074.1
OG0007091	XP_031848345.1	XP_001949296.2
OG0007092	XP_031826812.1	XP_001949304.1
OG0007093	XP_031848837.1	XP_001949317.1
OG0007094	XP_031838075.1	XP_001949319.1
OG0007095	XP_031826446.1	XP_001949339.2
OG0007096	XP_031840654.1	XP_001949348.1
OG0007097	XP_031847356.1	XP_001949357.1
OG0007098	XP_031846874.1	XP_001949369.1
OG0007099	XP_031830049.1	XP_001949454.1
OG0007100	XP_031838372.1	XP_001949468.2
OG0007101	XP_031833857.1	XP_001949481.1
OG0007102	XP_031833842.1	XP_001949545.2
OG0007103	XP_031849498.1	XP_001949577.1
OG0007104	XP_031846405.1	XP_001949588.1
OG0007105	XP_031825646.1	XP_001949596.2
OG0007106	XP_031838772.1	XP_001949645.1
OG0007107	XP_031840230.1	XP_001949750.1
OG0007108	XP_031839947.1	XP_001949864.2
OG0007109	XP_031827257.1	XP_001949877.1
OG0007110	XP_031845181.1	XP_001949913.2
OG0007111	XP_031840810.1	XP_001950063.1
OG0007112	XP_031840736.1	XP_001950107.2
OG0007113	XP_031839114.1	XP_001950126.1
OG0007114	XP_031849678.1, XP_031849677.1	XP_008188954.1, XP_001950154.1
OG0007115	XP_031830217.1	XP_001950170.1
OG0007116	XP_031840905.1	XP_001950189.1
OG0007117	XP_031843199.1	XP_001950200.2
OG0007118	XP_031835498.1	XP_001950215.1
OG0007119	XP_031848190.1	XP_001950234.3
OG0007120	XP_031825772.1	XP_001950245.2
OG0007121	XP_031827575.1	XP_001950254.2
OG0007122	XP_031827048.1	XP_001950342.2
OG0007123	XP_031840689.1	XP_001950354.2
OG0007124	XP_031835924.1	XP_001950389.2
OG0007125	XP_031833474.1	XP_001950419.1
OG0007126	XP_031827138.1	XP_001950464.1
OG0007127	XP_031845724.1	XP_001950506.1
OG0007128	XP_031847126.1	XP_001950534.1
OG0007129	XP_031847908.1	XP_001950641.3
OG0007130	XP_031845572.1	XP_001950745.1
OG0007131	XP_031828424.1	XP_001950773.1
OG0007132	XP_031829583.1	XP_001950801.2
OG0007133	XP_031848277.1	XP_001950841.1
OG0007134	XP_031843548.1	XP_001950907.1
OG0007135	XP_031844343.1	XP_001950927.1
OG0007136	XP_031842293.1	XP_001951013.1
OG0007137	XP_031832997.1	XP_001951042.1
OG0007138	XP_031839443.1	XP_001951061.1
OG0007139	XP_031827815.1	XP_001951085.1
OG0007140	XP_031835439.1	XP_001951091.1
OG0007141	XP_031844378.1	XP_001951095.1
OG0007142	XP_031840611.1	XP_001951142.1
OG0007143	XP_031829560.1	XP_001951205.1
OG0007144	XP_031828131.1	XP_001951254.1
OG0007145	XP_031837133.1	XP_001951262.1
OG0007146	XP_031830866.1	XP_001951271.1
OG0007147	XP_031833150.1	XP_001951294.2
OG0007148	XP_031849956.1	XP_001951360.1
OG0007149	XP_031840067.1	XP_001951383.1
OG0007150	XP_031836806.1	XP_001951476.1
OG0007151	XP_031841344.1	XP_001951482.1
OG0007152	XP_031849334.1	XP_001951503.1
OG0007153	XP_031833292.1	XP_001951507.1
OG0007154	XP_031847054.1	XP_001951514.1
OG0007155	XP_031826993.1	XP_001951545.1
OG0007156	XP_031829671.1	XP_001951584.1
OG0007157	XP_031847194.1	XP_001951649.2, XP_016662427.1, XP_008186095.1
OG0007158	XP_031846774.1	XP_001951716.2
OG0007159	XP_031827698.1	XP_001951734.1
OG0007160	XP_031836769.1	XP_001951752.1, XP_016661744.1
OG0007161	XP_031847408.1	XP_001951787.1
OG0007162	XP_031838295.1	XP_001951809.1
OG0007163	XP_031848130.1	XP_001951879.1
OG0007164	XP_031834042.1	XP_001951891.1
OG0007165	XP_031829987.1	XP_001952015.2
OG0007166	XP_031826115.1	XP_001952072.2
OG0007168	XP_031844510.1	XP_001952116.1
OG0007169	XP_031827930.1	XP_001952124.2
OG0007170	XP_031828396.1	XP_001952199.1, XP_029344098.1
OG0007171	XP_031839113.1	XP_001952215.1
OG0007172	XP_031826060.1	XP_001952225.1
OG0007173	XP_031844226.1	XP_001952236.1
OG0007174	XP_031831320.1	XP_001952242.1
OG0007175	XP_031833756.1	XP_001952286.2, XP_016664855.2
OG0007176	XP_031832814.1	XP_001952338.1
OG0007178	XP_031845617.1	XP_001952417.2
OG0007179	XP_031835487.1	XP_001952428.2
OG0007180	XP_031848354.1	XP_001952448.1
OG0007181	XP_031842532.1	XP_001952519.1
OG0007182	XP_031840942.1	XP_001952535.2
OG0007183	XP_031844284.1	XP_001952559.2
OG0007184	XP_031834205.1	XP_001952573.1
OG0007185	XP_031833545.1	XP_001952607.2
OG0007186	XP_031844229.1	XP_001952661.2
OG0007187	XP_031844702.1	XP_001952672.2
OG0007188	XP_031850144.1	XP_001952701.1
OG0007189	XP_031840457.1	XP_001952734.2
OG0007190	XP_031840626.1	XP_001952794.2
OG0007192	XP_031829975.1	XP_001952805.2
OG0007193	XP_031829810.1	XP_003240961.1, XP_001952870.2
OG0007194	XP_031847629.1	XP_003240028.1
OG0007195	XP_031840713.1	XP_003240098.1
OG0007196	XP_031829782.1	XP_003240259.1
OG0007197	XP_031843331.1	XP_003240404.1
OG0007198	XP_031826745.1	XP_003240406.1
OG0007199	XP_031842131.1	XP_003240504.1, XP_029341428.1, XP_029341429.1
OG0007200	XP_031836797.1	XP_003240510.1, XP_016658495.1
OG0007201	XP_031849253.1	XP_003240664.1, XP_029347612.1
OG0007202	XP_031831871.1	XP_003240767.3
OG0007203	XP_031834170.1	XP_003240960.1
OG0007204	XP_031846350.1	XP_003241417.1, XP_003244174.1
OG0007205	XP_031836314.1	XP_003241532.2
OG0007206	XP_031843867.1	XP_003241691.1
OG0007207	XP_031839106.1, XP_031839107.1	XP_003241744.1, XP_008180952.1
OG0007208	XP_031832269.1	XP_003241907.1
OG0007209	XP_031832367.1	XP_003242038.1
OG0007210	XP_031838716.1	XP_003242077.1
OG0007211	XP_031838648.1	XP_003242312.1
OG0007212	XP_031833651.1	XP_003242779.1
OG0007213	XP_031836856.1	XP_003242987.1
OG0007214	XP_031831209.1	XP_008186828.1, XP_003243139.2
OG0007216	XP_031830242.1	XP_003243527.1
OG0007217	XP_031850146.1	XP_003243528.1
OG0007218	XP_031833910.1	XP_003244024.1, XP_029345931.1
OG0007219	XP_031836997.1	XP_003244209.1
OG0007220	XP_031827066.1	XP_003244709.1
OG0007221	XP_031846109.1	XP_003244733.1
OG0007222	XP_031846378.1	XP_003244866.1
OG0007223	XP_031845561.1	XP_003244893.1
OG0007225	XP_031837859.1	XP_003245046.1
OG0007226	XP_031825915.1	XP_003245136.1
OG0007227	XP_031836200.1	XP_003245207.1
OG0007228	XP_031846831.1	XP_003245303.1
OG0007229	XP_031826424.1	XP_003245310.1
OG0007230	XP_031830572.1	XP_003245487.1
OG0007231	XP_031834917.1	XP_003245494.1
OG0007232	XP_031834468.1, XP_031834467.1	XP_016661289.1, XP_003245643.1
OG0007233	XP_031832834.1	XP_003245762.2
OG0007234	XP_031842902.1	XP_003245979.1
OG0007235	XP_031843104.1	XP_003246105.1
OG0007236	XP_031835060.1	XP_003246166.1
OG0007237	XP_031830015.1	XP_003246362.1
OG0007238	XP_031832868.1, XP_031832869.1	XP_003246375.1, XP_016662170.1
OG0007239	XP_031828174.1	XP_003246382.1
OG0007240	XP_031838370.1	XP_003246391.1
OG0007241	XP_031829579.1	XP_003246542.1
OG0007242	XP_031830112.1	XP_003246575.1
OG0007243	XP_031842247.1	XP_003246737.1
OG0007244	XP_031838584.1	XP_003246803.1
OG0007245	XP_031832540.1	XP_003246997.1
OG0007246	XP_031838240.1	XP_003247253.1
OG0007247	XP_031843072.1	XP_003247307.1
OG0007248	XP_031833603.1	XP_003247708.1
OG0007249	XP_031825812.1	XP_003247842.1
OG0007250	XP_031828155.1	XP_003247907.1
OG0007251	XP_031841737.1	XP_003248103.1
OG0007252	XP_031836994.1	XP_003248290.1, XP_008188600.3
OG0007253	XP_031838271.1	XP_008178244.1
OG0007254	XP_031840005.1	XP_008178257.1, XP_029341711.1
OG0007255	XP_031837442.1	XP_008178297.1
OG0007256	XP_031839204.1	XP_008178306.1
OG0007257	XP_031838310.1	XP_016656196.1, XP_008178412.2
OG0007259	XP_031826371.1	XP_008178891.1
OG0007260	XP_031848083.1	XP_008178967.1
OG0007262	XP_031849700.1	XP_008179201.1
OG0007263	XP_031830385.1	XP_008179376.1
OG0007264	XP_031825457.1	XP_008179413.1
OG0007265	XP_031847135.1	XP_008179438.1
OG0007266	XP_031842727.1	XP_008179487.1
OG0007267	XP_031835466.1, XP_031835467.1	XP_008179504.1
OG0007268	XP_031844562.1	XP_008179660.1
OG0007269	XP_031827018.1	XP_008179881.1, XP_008179880.1
OG0007270	XP_031845783.1	XP_008180099.1
OG0007271	XP_031849198.1	XP_008180257.1
OG0007272	XP_031846628.1	XP_008180331.1
OG0007273	XP_031849474.1	XP_008180630.1
OG0007274	XP_031827356.1	XP_008180641.2
OG0007275	XP_031829447.1	XP_008180679.1
OG0007276	XP_031825942.1	XP_008180797.1
OG0007277	XP_031834867.1, XP_031834858.1	XP_008180836.1
OG0007278	XP_031832198.1	XP_008180922.1
OG0007279	XP_031846525.1	XP_008181248.1
OG0007280	XP_031839802.1	XP_008181279.1
OG0007281	XP_031825976.1	XP_008181309.1
OG0007282	XP_031839429.1	XP_008181310.1
OG0007283	XP_031828746.1	XP_008181335.1
OG0007284	XP_031845473.1	XP_008181565.1
OG0007285	XP_031849926.1	XP_008181633.1
OG0007286	XP_031825642.1	XP_008181985.1
OG0007287	XP_031849468.1	XP_008182075.1
OG0007288	XP_031833220.1	XP_008182098.1
OG0007289	XP_031849102.1	XP_008182103.1
OG0007290	XP_031847363.1	XP_008182307.1
OG0007291	XP_031840673.1	XP_008182489.1
OG0007292	XP_031836983.1	XP_016657331.1
OG0007293	XP_031834956.1	XP_008182756.1
OG0007294	XP_031827482.1	XP_008182931.1
OG0007295	XP_031848841.1	XP_008182953.1
OG0007297	XP_031850383.1	XP_008183109.1
OG0007298	XP_031825679.1	XP_008183274.1
OG0007299	XP_031846071.1	XP_008183329.1
OG0007300	XP_031826447.1	XP_008183485.1
OG0007301	XP_031846016.1	XP_008183523.1
OG0007302	XP_031828605.1	XP_008183806.1
OG0007303	XP_031831169.1	XP_008183826.1
OG0007304	XP_031842599.1	XP_008183893.1
OG0007305	XP_031835503.1	XP_008183977.1
OG0007306	XP_031840765.1	XP_008184307.1
OG0007307	XP_031850255.1	XP_008184321.1
OG0007308	XP_031841291.1	XP_008184349.1
OG0007309	XP_031847467.1	XP_008184466.1
OG0007310	XP_031835001.1	XP_008184472.2, XP_008187833.2
OG0007311	XP_031833326.1	XP_008184581.1
OG0007312	XP_031834768.1, XP_031848874.1	XP_008184628.1
OG0007313	XP_031835774.1	XP_008184639.1
OG0007314	XP_031845102.1	XP_008184720.1
OG0007315	XP_031838618.1	XP_008184751.1
OG0007316	XP_031845512.1	XP_008184760.1
OG0007317	XP_031831014.1	XP_008184813.1, XP_016661342.1
OG0007318	XP_031833581.1	XP_008184885.1
OG0007319	XP_031846363.1	XP_008185065.1
OG0007320	XP_031847122.1	XP_008185186.1
OG0007321	XP_031835249.1	XP_008185362.2
OG0007322	XP_031831892.1	XP_008185457.1
OG0007323	XP_031835221.1	XP_008185489.1
OG0007324	XP_031845381.1	XP_008185615.1
OG0007325	XP_031847555.1	XP_008185640.1
OG0007326	XP_031829367.1	XP_008185646.1
OG0007327	XP_031838675.1	XP_008185667.1
OG0007328	XP_031833949.1	XP_008185801.2, XP_029343196.1
OG0007329	XP_031842314.1	XP_008185838.1, XP_008185837.1, XP_029345367.1
OG0007330	XP_031849503.1	XP_008185876.1
OG0007331	XP_031848653.1	XP_008185895.1
OG0007332	XP_031850154.1	XP_008185900.1
OG0007333	XP_031843226.1	XP_008185973.2
OG0007334	XP_031829674.1	XP_008186002.1
OG0007335	XP_031826100.1	XP_008186292.1
OG0007336	XP_031840218.1	XP_008186455.1
OG0007337	XP_031846659.1	XP_008186472.1
OG0007338	XP_031850219.1	XP_008186485.1
OG0007339	XP_031836586.1	XP_008186518.1
OG0007340	XP_031849684.1	XP_008186579.1
OG0007341	XP_031848580.1, XP_031848579.1	XP_008186678.1
OG0007342	XP_031835986.1	XP_008186802.1
OG0007343	XP_031835739.1	XP_008186855.2
OG0007344	XP_031843769.1	XP_008186886.1
OG0007345	XP_031839995.1	XP_008186997.1
OG0007346	XP_031849387.1	XP_008187002.1
OG0007347	XP_031831329.1, XP_031839670.1	XP_008187027.1
OG0007348	XP_031829686.1	XP_008187213.1
OG0007349	XP_031840666.1	XP_029343127.1, XP_029343126.1, XP_008187341.1
OG0007350	XP_031826244.1	XP_008187564.1
OG0007351	XP_031830274.1	XP_008187652.1
OG0007352	XP_031828606.1	XP_008188199.1
OG0007353	XP_031834740.1, XP_031834739.1	XP_008188206.1
OG0007354	XP_031848478.1	XP_008188480.1
OG0007355	XP_031826958.1	XP_008188638.1
OG0007356	XP_031829062.1	XP_008188692.3
OG0007357	XP_031840080.1	XP_008188806.1
OG0007358	XP_031848160.1	XP_008188888.1
OG0007359	XP_031833200.1	XP_008189294.1
OG0007360	XP_031847974.1	XP_008189412.1
OG0007361	XP_031848310.1	XP_008190018.1
OG0007362	XP_031830862.1	XP_008190032.1
OG0007363	XP_031832406.1	XP_016655941.1
OG0007364	XP_031849226.1	XP_016655995.1
OG0007365	XP_031830748.1	XP_016656027.1
OG0007366	XP_031845884.1	XP_016656631.1
OG0007367	XP_031850177.1	XP_016657497.1
OG0007368	XP_031831515.1	XP_016657833.2
OG0007369	XP_031844687.1	XP_016657983.1
OG0007370	XP_031842560.1	XP_016658068.1
OG0007371	XP_031849290.1	XP_016658251.1
OG0007372	XP_031845256.1	XP_016658292.1, XP_016665009.2
OG0007373	XP_031836569.1	XP_016658509.1
OG0007374	XP_031840237.1	XP_016658703.1
OG0007375	XP_031849354.1	XP_016658773.1
OG0007376	XP_031836019.1	XP_016658798.1
OG0007377	XP_031848635.1	XP_016658858.1
OG0007378	XP_031843762.1	XP_016659139.1
OG0007379	XP_031841763.1	XP_016659151.1
OG0007380	XP_031832578.1	XP_016659386.1
OG0007381	XP_031845811.1	XP_016659484.1
OG0007382	XP_031848680.1	XP_016659656.1
OG0007383	XP_031841435.1	XP_016659766.1
OG0007384	XP_031847635.1	XP_016659974.1
OG0007385	XP_031837286.1	XP_016660664.2
OG0007386	XP_031846134.1	XP_016661027.1
OG0007387	XP_031833803.1	XP_016661093.1
OG0007388	XP_031829020.1	XP_016661148.1
OG0007389	XP_031839869.1	XP_016661152.1
OG0007390	XP_031849850.1	XP_016661255.1
OG0007391	XP_031845540.1	XP_016661309.1
OG0007392	XP_031847657.1	XP_016661336.1
OG0007393	XP_031845566.1	XP_016661596.1
OG0007394	XP_031838802.1	XP_016661814.1
OG0007395	XP_031832747.1	XP_016661939.1
OG0007396	XP_031837009.1	XP_016661998.1, XP_016661997.1
OG0007397	XP_031828803.1	XP_016662260.1
OG0007398	XP_031830939.1	XP_016662432.1
OG0007399	XP_031825535.1	XP_016662583.1
OG0007400	XP_031842750.1	XP_016663094.1
OG0007401	XP_031825378.1	XP_016663144.1
OG0007402	XP_031832937.1	XP_016663475.2
OG0007403	XP_031825633.1	XP_016663984.1
OG0007404	XP_031833726.1	XP_016664236.1
OG0007405	XP_031848273.1	XP_016664314.1
OG0007406	XP_031837000.1	XP_016664446.1
OG0007407	XP_031844709.1	XP_016664510.1
OG0007408	XP_031838811.1	XP_029344628.1, XP_016664940.1, XP_029347938.1
OG0007409	XP_031845180.1	XP_016665107.2
OG0007410	XP_031839432.1	XP_016665108.1
OG0007411	XP_031847420.1	XP_016665123.1
