Orthogroup	Nomia_melanderi	Ceratina_calcarata
OG0006112	XP_031828166.1	XP_017881512.1
OG0006113	XP_031827072.1	XP_017877286.1
OG0006114	XP_031847084.1	XP_017884447.1
OG0006115	XP_031844808.1, XP_031844807.1	XP_017878129.1
OG0006116	XP_031837663.1	XP_017881336.1
OG0006117	XP_031834594.1, XP_031834595.1	XP_026667733.1, XP_017876765.1
OG0006118	XP_031837325.1	XP_017884885.1
OG0006119	XP_031837557.1	XP_017882140.1
OG0006120	XP_031832989.1	XP_017881600.1
OG0006121	XP_031845564.1	XP_026670515.1, XP_017891720.1
OG0006122	XP_031847753.1	XP_017891824.1
OG0006123	XP_031850483.1	XP_017875908.1, XP_026667336.1
OG0006124	XP_031825415.1	XP_017883127.1
OG0006125	XP_031827949.1	XP_017881395.1
OG0006126	XP_031827169.1	XP_017890011.1
OG0006127	XP_031843443.1	XP_017875799.1
OG0006129	XP_031830211.1	XP_017892975.1
OG0006130	XP_031829229.1	XP_017881462.1
OG0006131	XP_031831859.1	XP_026668311.1
OG0006132	XP_031831437.1	XP_026670873.1
OG0006133	XP_031828324.1	XP_017875097.1
OG0006134	XP_031844259.1	XP_026669604.1
OG0006135	XP_031828846.1	XP_017888154.1
OG0006136	XP_031844326.1	XP_017880658.1
OG0006137	XP_031840440.1	XP_017888008.1
OG0006138	XP_031831026.1	XP_017876637.1
OG0006139	XP_031848590.1	XP_017886891.1
OG0006140	XP_031846369.1	XP_017880075.1
OG0006141	XP_031838922.1	XP_017883288.1
OG0006142	XP_031845664.1	XP_017875358.1
OG0006143	XP_031828523.1	XP_026670211.1
OG0006144	XP_031826948.1	XP_017877336.1
OG0006145	XP_031848541.1	XP_017884706.1
OG0006146	XP_031832689.1, XP_031832690.1, XP_031832691.1	XP_017888143.1
OG0006147	XP_031827877.1	XP_017887660.1
OG0006149	XP_031838398.1	XP_017883227.1
OG0006150	XP_031826068.1	XP_017887704.1
OG0006151	XP_031837230.1	XP_026666598.1
OG0006152	XP_031829001.1	XP_026667922.1
OG0006153	XP_031840437.1	XP_017892078.1
OG0006154	XP_031838622.1	XP_017878580.1
OG0006156	XP_031830615.1	XP_026669448.1
OG0006157	XP_031837507.1	XP_017875971.1
OG0006158	XP_031846348.1	XP_026674601.1
OG0006159	XP_031832038.1	XP_017879661.1
OG0006160	XP_031844777.1, XP_031844781.1	XP_026670746.1
OG0006161	XP_031827472.1	XP_017886913.1
OG0006162	XP_031841855.1	XP_017876350.1
OG0006163	XP_031845008.1	XP_026670127.1
OG0006164	XP_031840737.1	XP_017880590.1
OG0006165	XP_031841053.1	XP_017886123.1
OG0006166	XP_031843660.1	XP_017885466.1
OG0006167	XP_031827394.1	XP_017875348.1
OG0006168	XP_031826674.1	XP_017887579.1
OG0006169	XP_031829991.1	XP_017876051.1
OG0006170	XP_031848047.1	XP_017886003.1
OG0006171	XP_031844244.1	XP_017887248.1
OG0006172	XP_031841034.1	XP_017885473.1
OG0006173	XP_031847474.1	XP_017891511.1
OG0006174	XP_031843035.1	XP_017889682.1
OG0006175	XP_031835329.1	XP_017876901.1
OG0006176	XP_031835298.1	XP_017890275.1
OG0006177	XP_031839937.1	XP_017876781.1
OG0006178	XP_031825831.1	XP_017886694.1
OG0006179	XP_031834604.1	XP_017876897.1
OG0006180	XP_031828783.1, XP_031828776.1	XP_017886215.1
OG0006181	XP_031847390.1	XP_026674724.1
OG0006182	XP_031837693.1	XP_017885774.1
OG0006183	XP_031838316.1	XP_017885648.2
OG0006184	XP_031830029.1	XP_017878760.2
OG0006185	XP_031841641.1	XP_017879608.1
OG0006186	XP_031840481.1	XP_017887739.1
OG0006187	XP_031833297.1	XP_017890451.1, XP_017890450.1
OG0006188	XP_031837936.1	XP_026670264.1
OG0006189	XP_031847642.1	XP_017890928.1
OG0006191	XP_031834438.1	XP_017878140.1
OG0006192	XP_031842055.1	XP_017875578.1
OG0006193	XP_031830014.1	XP_017877247.1
OG0006194	XP_031829428.1	XP_026670793.1
OG0006195	XP_031831920.1	XP_017879783.1
OG0006196	XP_031836317.1, XP_031836309.1	XP_017884960.1
OG0006197	XP_031833192.1	XP_017876660.1
OG0006198	XP_031833130.1, XP_031833129.1, XP_031833126.1, XP_031833125.1, XP_031833128.1	XP_017884815.1
OG0006199	XP_031846420.1	XP_017880298.1
OG0006200	XP_031833544.1	XP_017890063.1
OG0006201	XP_031829406.1	XP_017878096.1
OG0006202	XP_031850370.1	XP_017892126.2
OG0006203	XP_031849105.1, XP_031849106.1	XP_017879760.1
OG0006204	XP_031847619.1	XP_017890354.1
OG0006205	XP_031844636.1	XP_017877535.1
OG0006206	XP_031839458.1	XP_026667878.1
OG0006207	XP_031837265.1	XP_017887180.1
OG0006208	XP_031843197.1, XP_031843193.1	XP_017888915.1
OG0006209	XP_031844382.1	XP_017885120.1
OG0006210	XP_031842438.1	XP_017878714.1
OG0006211	XP_031836567.1	XP_017888999.1
OG0006212	XP_031849439.1	XP_017878678.1
OG0006213	XP_031841326.1	XP_026672982.1, XP_017892561.1
OG0006214	XP_031836925.1	XP_017882458.1
OG0006215	XP_031849371.1	XP_026672900.1
OG0006216	XP_031826629.1	XP_017885848.1
OG0006217	XP_031850158.1	XP_017878385.1
OG0006218	XP_031843761.1	XP_017875690.1
OG0006219	XP_031837278.1	XP_017875006.1
OG0006220	XP_031830574.1, XP_031830573.1	XP_017876474.1
OG0006221	XP_031828501.1	XP_017875805.1, XP_017875806.1
OG0006222	XP_031826814.1	XP_017887057.1
OG0006223	XP_031839646.1	XP_017884344.1
OG0006224	XP_031834360.1	XP_026667860.1
OG0006225	XP_031848794.1	XP_017882736.1
OG0006226	XP_031837177.1	XP_017892153.1
OG0006227	XP_031826832.1	XP_017886734.1, XP_026672666.1
OG0006228	XP_031830911.1	XP_017893368.1
OG0006229	XP_031844550.1	XP_017877506.1
OG0006230	XP_031837122.1	XP_017878873.1
OG0006231	XP_031839430.1	XP_017881620.1
OG0006232	XP_031832120.1	XP_017891136.1
OG0006233	XP_031839928.1	XP_017879209.1
OG0006234	XP_031848733.1	XP_017885284.1
OG0006235	XP_031838003.1	XP_017889890.1
OG0006236	XP_031828153.1	XP_017885943.1
OG0006237	XP_031831370.1	XP_017879859.1, XP_017879861.1
OG0006238	XP_031838903.1	XP_026675530.1, XP_017892602.1
OG0006239	XP_031837237.1	XP_017892169.1
OG0006240	XP_031847218.1	XP_026674734.1, XP_017890847.1
OG0006241	XP_031831142.1	XP_017882173.1
OG0006242	XP_031829712.1	XP_017888581.1
OG0006243	XP_031835540.1, XP_031835541.1	XP_017886241.1
OG0006244	XP_031842799.1, XP_031842800.1	XP_017891519.1
OG0006245	XP_031833053.1	XP_017884448.1
OG0006246	XP_031843103.1	XP_017889418.1
OG0006247	XP_031846329.1	XP_017891411.1
OG0006248	XP_031842502.1	XP_017886316.1
OG0006249	XP_031833621.1, XP_031833622.1	XP_017890695.1
OG0006250	XP_031846231.1	XP_017889247.1
OG0006251	XP_031831048.1	XP_017876461.1
OG0006252	XP_031847518.1	XP_017890984.1
OG0006253	XP_031845659.1	XP_017882374.1
OG0006254	XP_031848347.1	XP_017880850.1
OG0006255	XP_031845881.1	XP_017875489.1
OG0006256	XP_031850191.1	XP_017878978.1
OG0006257	XP_031832562.1	XP_017876143.1
OG0006258	XP_031836014.1	XP_017883011.1
OG0006259	XP_031826513.1	XP_017891957.1
OG0006260	XP_031828609.1	XP_017890617.1, XP_026668157.1
OG0006261	XP_031845892.1, XP_031845891.1	XP_017875475.1
OG0006262	XP_031839936.1, XP_031839934.1, XP_031839935.1	XP_017879393.1
OG0006263	XP_031826049.1	XP_026670686.1
OG0006264	XP_031834030.1	XP_017892242.1
OG0006265	XP_031848438.1	XP_017884039.1
OG0006266	XP_031838396.1	XP_017892244.1
OG0006267	XP_031830322.1	XP_017883439.1
OG0006268	XP_031826883.1	XP_017886934.1
OG0006269	XP_031837161.1	XP_017893214.1
OG0006270	XP_031839570.1	XP_026668959.1
OG0006271	XP_031849775.1	XP_026668860.1
OG0006272	XP_031834434.1	XP_017878086.1
OG0006273	XP_031826759.1	XP_017890674.1
OG0006274	XP_031838021.1	XP_017892001.1
OG0006275	XP_031835287.1	XP_017884813.1
OG0006276	XP_031840705.1	XP_017882265.1
OG0006277	XP_031829424.1	XP_017886495.1
OG0006278	XP_031846726.1	XP_017885941.1
OG0006279	XP_031844208.1	XP_017879696.2
OG0006280	XP_031840297.1	XP_026668724.1
OG0006281	XP_031834566.1	XP_017891599.1
OG0006282	XP_031843287.1	XP_017882764.1
OG0006283	XP_031833353.1	XP_017891694.1
OG0006284	XP_031849560.1	XP_017885448.1
OG0006285	XP_031847592.1	XP_017875715.1
OG0006286	XP_031828080.1	XP_017886010.1
OG0006287	XP_031832822.1	XP_017877562.1
OG0006288	XP_031850403.1	XP_017888645.2
OG0006289	XP_031833296.1	XP_026674568.1
OG0006290	XP_031849296.1	XP_017877616.1
OG0006291	XP_031833051.1	XP_017878200.1
OG0006292	XP_031848875.1	XP_017890322.1
OG0006293	XP_031846822.1	XP_017881030.1
OG0006294	XP_031846995.1	XP_017881844.1
OG0006295	XP_031850021.1	XP_026675527.1
OG0006296	XP_031835975.1	XP_017880241.1
OG0006297	XP_031843491.1	XP_017877548.1
OG0006298	XP_031829401.1	XP_017879890.1
OG0006299	XP_031834497.1	XP_017881278.1
OG0006300	XP_031827705.1	XP_017892107.1
OG0006301	XP_031826579.1, XP_031826580.1	XP_017893135.1
OG0006302	XP_031827034.1	XP_017876914.1
OG0006303	XP_031842219.1	XP_017878721.1
OG0006304	XP_031845401.1	XP_026668579.1
OG0006305	XP_031826828.1	XP_017887060.1
OG0006306	XP_031840970.1	XP_017890304.1
OG0006307	XP_031830185.1	XP_017876011.1
OG0006308	XP_031845673.1, XP_031845674.1	XP_017883540.1
OG0006310	XP_031828158.1	XP_026672299.1
OG0006311	XP_031845874.1	XP_017885018.1
OG0006312	XP_031839416.1	XP_017892037.1
OG0006313	XP_031847123.1	XP_017888257.1
OG0006314	XP_031841002.1	XP_017885686.1
OG0006315	XP_031840929.1	XP_017886191.1
OG0006316	XP_031833863.1	XP_017890896.1
OG0006317	XP_031843739.1	XP_017875714.1
OG0006318	XP_031826968.1	XP_017886897.1
OG0006319	XP_031840469.1	XP_017885192.1
OG0006320	XP_031827327.1, XP_031827326.1	XP_026671286.1
OG0006321	XP_031842573.1	XP_017889489.1
OG0006322	XP_031850305.1	XP_017878845.1
OG0006324	XP_031842708.1	XP_026672505.1
OG0006325	XP_031830023.1	XP_017877248.1
OG0006326	XP_031828498.1	XP_017884522.1
OG0006327	XP_031828443.1	XP_017879423.1
OG0006328	XP_031832267.1	XP_017891042.1
OG0006329	XP_031843106.1	XP_026668488.1
OG0006330	XP_031837255.1	XP_017884748.1
OG0006331	XP_031833088.1	XP_026671789.1
OG0006332	XP_031849747.1	XP_017880383.1
OG0006333	XP_031837642.1	XP_017885921.1
OG0006334	XP_031838776.1	XP_017878083.2
OG0006335	XP_031845555.1	XP_017877897.1
OG0006336	XP_031838801.1, XP_031838800.1	XP_017875209.1
OG0006337	XP_031843501.1	XP_017891877.1
OG0006338	XP_031829444.1	XP_017878160.1
OG0006339	XP_031839658.1	XP_017891306.1
OG0006340	XP_031840202.1	XP_017875207.1
OG0006341	XP_031835183.1	XP_017877498.1
OG0006342	XP_031848252.1, XP_031848081.1, XP_031848165.1, XP_031848501.1, XP_031848426.1, XP_031848013.1, XP_031848334.1	XP_017879579.1
OG0006343	XP_031829780.1	XP_017887432.1
OG0006344	XP_031847905.1	XP_026667206.1
OG0006345	XP_031839725.1	XP_026667762.1
OG0006346	XP_031845619.1	XP_017887486.1
OG0006347	XP_031825988.1	XP_017879543.1
OG0006348	XP_031841707.1	XP_017882553.1
OG0006349	XP_031846442.1	XP_017881408.1
OG0006350	XP_031842032.1	XP_026674349.1
OG0006352	XP_031850567.1, XP_031850569.1	XP_017892106.1
OG0006353	XP_031840567.1	XP_017875890.1
OG0006355	XP_031829892.1	XP_017876022.2
OG0006356	XP_031832007.1	XP_026669222.1
OG0006357	XP_031841860.1	XP_017876367.2
OG0006358	XP_031845497.1	XP_017887134.1
OG0006359	XP_031829967.1	XP_017877300.1
OG0006360	XP_031845744.1	XP_017885728.1
OG0006361	XP_031837398.1	XP_017881953.1
OG0006362	XP_031847628.1	XP_017891096.1
OG0006363	XP_031827845.1	XP_017881403.1
OG0006364	XP_031846272.1	XP_017892528.1
OG0006365	XP_031843267.1	XP_026674194.1
OG0006366	XP_031835065.1	XP_017883274.1
OG0006367	XP_031829668.1	XP_017879043.1
OG0006368	XP_031829558.1	XP_017888077.1
OG0006369	XP_031849595.1	XP_026670529.1, XP_017875639.1
OG0006370	XP_031832967.1	XP_026673376.1
OG0006371	XP_031842238.1	XP_017878781.1
OG0006372	XP_031837920.1	XP_017882834.1
OG0006373	XP_031835957.1	XP_017893504.1
OG0006374	XP_031848650.1	XP_017892539.1
OG0006375	XP_031843290.1	XP_017889783.1
OG0006376	XP_031844091.1, XP_031839959.1	XP_017885136.1
OG0006377	XP_031828135.1	XP_017875084.1
OG0006378	XP_031841323.1	XP_017876992.1
OG0006379	XP_031847809.1	XP_017891885.1
OG0006380	XP_031832364.1	XP_017893390.1
OG0006381	XP_031831165.1	XP_017880037.1
OG0006382	XP_031840827.1	XP_026669886.1
OG0006383	XP_031828172.1	XP_017885866.1
OG0006384	XP_031850265.1	XP_017878513.1
OG0006385	XP_031844219.1	XP_017886219.1
OG0006386	XP_031835285.1	XP_017876817.1
OG0006387	XP_031834028.1	XP_026675338.1
OG0006388	XP_031844251.1	XP_017880614.1
OG0006389	XP_031831131.1	XP_017882054.1
OG0006390	XP_031828485.1	XP_017882295.1
OG0006391	XP_031844307.1	XP_026672060.1
OG0006392	XP_031828252.1	XP_017885851.1
OG0006393	XP_031844989.1	XP_017892837.1
OG0006394	XP_031844039.1	XP_017882962.1
OG0006395	XP_031831924.1, XP_031831923.1	XP_026671226.1
OG0006396	XP_031828446.1	XP_017884774.1
OG0006397	XP_031827407.1	XP_017875339.1
OG0006398	XP_031843318.1	XP_017883320.1
OG0006399	XP_031836838.1	XP_017875273.1
OG0006400	XP_031831934.1	XP_026670292.1
OG0006401	XP_031831913.1	XP_017879427.1
OG0006402	XP_031847524.1, XP_031847529.1	XP_017891637.1
OG0006403	XP_031828200.1	XP_026670039.1
OG0006404	XP_031843582.1	XP_017877074.1
OG0006405	XP_031832389.1	XP_017887121.1
OG0006406	XP_031839561.1	XP_017878232.1
OG0006407	XP_031829880.1	XP_017876012.1
OG0006408	XP_031832055.1	XP_017891234.1
OG0006409	XP_031848591.1	XP_017881747.1
OG0006411	XP_031850584.1	XP_017879659.1
OG0006412	XP_031829214.1	XP_017875984.1
OG0006413	XP_031845784.1	XP_017888348.1
OG0006414	XP_031830445.1	XP_017886606.1
OG0006415	XP_031837737.1	XP_026675491.1
OG0006416	XP_031846914.1	XP_017888955.1
OG0006417	XP_031847912.1	XP_017876673.1
OG0006418	XP_031832936.1	XP_017884898.1
OG0006419	XP_031845798.1	XP_017893190.1
OG0006420	XP_031846770.1	XP_017880280.1
OG0006421	XP_031849681.1	XP_026670584.1
OG0006422	XP_031837796.1	XP_017881183.1
OG0006423	XP_031844723.1	XP_017887790.1
OG0006425	XP_031844392.1	XP_017881221.1
OG0006426	XP_031844566.1	XP_017880587.1
OG0006427	XP_031826985.1	XP_017877306.1
OG0006428	XP_031827418.1	XP_026672623.1
OG0006429	XP_031837869.1	XP_017889241.1
OG0006430	XP_031831379.1	XP_017891358.1
OG0006431	XP_031834280.1	XP_017875643.1
OG0006432	XP_031839679.1	XP_026669504.1
OG0006433	XP_031831303.1	XP_017883013.1
OG0006434	XP_031837669.1	XP_017887171.1
OG0006435	XP_031846950.1	XP_017888638.1
OG0006437	XP_031847519.1	XP_017889661.1
OG0006438	XP_031842608.1	XP_026672493.1
OG0006439	XP_031827191.1	XP_017883727.1
OG0006440	XP_031825631.1	XP_017891368.1
OG0006441	XP_031839380.1	XP_017875354.1
OG0006442	XP_031840181.1	XP_026669299.1
OG0006443	XP_031845159.1	XP_017881728.1
OG0006444	XP_031826474.1	XP_017892421.1
OG0006445	XP_031844227.1	XP_017880604.1
OG0006446	XP_031837426.1, XP_031837425.1	XP_017875293.1, XP_026667051.1
OG0006447	XP_031827081.1	XP_017880245.1
OG0006448	XP_031840288.1	XP_017889132.1
OG0006449	XP_031845694.1	XP_017892225.1
OG0006450	XP_031850379.1, XP_031850378.1	XP_017887126.1
OG0006451	XP_031840682.1	XP_017885781.1
OG0006452	XP_031833479.1	XP_017884271.1
OG0006453	XP_031844213.1	XP_017889427.1
OG0006454	XP_031846429.1	XP_017878672.1
OG0006455	XP_031849691.1	XP_026672959.1
OG0006456	XP_031831744.1	XP_017878203.1
OG0006457	XP_031830272.1	XP_017877654.1
OG0006458	XP_031830124.1	XP_017888811.1
OG0006459	XP_031850066.1	XP_017888474.1
OG0006460	XP_031842531.1	XP_017889474.1
OG0006462	XP_031847563.1	XP_017889136.1
OG0006463	XP_031850461.1	XP_017875251.1
OG0006464	XP_031825675.1	XP_017879562.1
OG0006465	XP_031841582.1	XP_026667931.1
OG0006466	XP_031845676.1	XP_017879916.1
OG0006467	XP_031825871.1	XP_026667711.1
OG0006468	XP_031845025.1	XP_026668229.1
OG0006469	XP_031842513.1	XP_017892034.1
OG0006470	XP_031825685.1	XP_017886409.1
OG0006471	XP_031841050.1	XP_026672404.1
OG0006472	XP_031846499.1	XP_017881112.1
OG0006473	XP_031848371.1	XP_026675216.1
OG0006474	XP_031831312.1	XP_017890212.1
OG0006476	XP_031850299.1	XP_026666718.1, XP_026666717.1
OG0006477	XP_031849949.1	XP_017890561.1
OG0006478	XP_031830435.1	XP_017883449.1
OG0006480	XP_031831358.1	XP_017890186.1
OG0006481	XP_031847987.1	XP_026669187.1, XP_026669186.1
OG0006482	XP_031839089.1	XP_017893264.1
OG0006483	XP_031828309.1	XP_026675482.1
OG0006484	XP_031831928.1	XP_026668905.1
OG0006485	XP_031839389.1	XP_017880386.1
OG0006486	XP_031840863.1	XP_017877496.1
OG0006487	XP_031833864.1	XP_017889559.1
OG0006488	XP_031839379.1	XP_026673395.1
OG0006489	XP_031826711.1	XP_017886866.1
OG0006490	XP_031839335.1	XP_026669798.1
OG0006491	XP_031842037.1	XP_017889357.1
OG0006492	XP_031848421.1	XP_026672925.1
OG0006493	XP_031842211.1	XP_017887471.1
OG0006494	XP_031834569.1	XP_017891636.1
OG0006496	XP_031829351.1	XP_017885394.2
OG0006497	XP_031827251.1	XP_017877134.1
OG0006498	XP_031827212.1	XP_017883687.1
OG0006499	XP_031828786.1	XP_017889102.1
OG0006500	XP_031848384.1	XP_026669739.1
OG0006501	XP_031837563.1	XP_026668370.1
OG0006503	XP_031835991.1	XP_026675206.1
OG0006504	XP_031845996.1	XP_026673632.1
OG0006505	XP_031826891.1	XP_026672765.1
OG0006506	XP_031826567.1	XP_017885917.1
OG0006507	XP_031846852.1	XP_017876080.1
OG0006508	XP_031847906.1	XP_017876723.1
OG0006509	XP_031825789.1	XP_017886433.1
OG0006510	XP_031826462.1	XP_017887662.1
OG0006511	XP_031848051.1	XP_017875580.1
OG0006512	XP_031826989.1	XP_017875360.1
OG0006513	XP_031827076.1	XP_017875337.1
OG0006514	XP_031838241.1	XP_017877022.1
OG0006515	XP_031842801.1	XP_017891525.1
OG0006516	XP_031829296.1	XP_017877966.1
OG0006517	XP_031841640.1	XP_017886644.1
OG0006518	XP_031849514.1	XP_017880730.1
OG0006519	XP_031844271.1	XP_017887322.1
OG0006520	XP_031835599.1	XP_017890497.1, XP_017890496.1
OG0006521	XP_031834228.1	XP_017886598.1, XP_026669407.1
OG0006522	XP_031846750.1	XP_017887866.1
OG0006523	XP_031840052.1	XP_017889276.1
OG0006524	XP_031841970.1, XP_031848911.1	XP_017882963.1
OG0006525	XP_031831436.1	XP_017883904.1
OG0006526	XP_031844102.1, XP_031844106.1	XP_017881196.1
OG0006527	XP_031845987.1	XP_017878412.1
OG0006528	XP_031840101.1	XP_017877411.1
OG0006529	XP_031834919.1	XP_017891284.1
OG0006530	XP_031846690.1	XP_026671952.1
OG0006531	XP_031835892.1	XP_017875651.1
OG0006532	XP_031848269.1	XP_017891889.1
OG0006534	XP_031840829.1	XP_017877493.1
OG0006535	XP_031843348.1	XP_017891777.1
OG0006536	XP_031833632.1	XP_017883105.1
OG0006537	XP_031834111.1	XP_017879414.1
OG0006538	XP_031843823.1	XP_017876636.1
OG0006539	XP_031825743.1	XP_026672534.1, XP_017886484.1
OG0006540	XP_031835805.1	XP_017880546.1
OG0006541	XP_031837448.1	XP_017892367.1
OG0006542	XP_031849930.1, XP_031849931.1	XP_017890867.1
OG0006543	XP_031833199.1	XP_026669099.1
OG0006544	XP_031847695.1	XP_026671676.1
OG0006545	XP_031829884.1	XP_017876040.1
OG0006546	XP_031833344.1	XP_017877916.1
OG0006548	XP_031838405.1	XP_017885743.1
OG0006549	XP_031825636.1	XP_017891310.1
OG0006550	XP_031837334.1	XP_017884889.1
OG0006551	XP_031838729.1	XP_017878681.1
OG0006552	XP_031832688.1	XP_026673330.1
OG0006553	XP_031839460.1	XP_017889072.1
OG0006554	XP_031841127.1	XP_026672905.1
OG0006555	XP_031848016.1	XP_017883779.1
OG0006556	XP_031841162.1	XP_017877263.1
OG0006557	XP_031833995.1	XP_017882929.2, XP_026672363.1
OG0006558	XP_031848253.1	XP_017880815.1
OG0006559	XP_031834321.1	XP_017875629.2
OG0006560	XP_031848364.1	XP_026669719.1
OG0006561	XP_031833190.1	XP_017879108.1
OG0006562	XP_031848581.1	XP_017881784.1
OG0006563	XP_031838264.1	XP_017877035.1
OG0006565	XP_031833511.1	XP_017883147.1
OG0006566	XP_031850313.1	XP_017875893.1
OG0006568	XP_031845999.1	XP_026668202.1
OG0006570	XP_031831200.1	XP_026674920.1
OG0006571	XP_031836934.1	XP_026675488.1
OG0006572	XP_031830746.1	XP_017881921.1
OG0006573	XP_031846687.1	XP_017881372.1
OG0006574	XP_031841735.1	XP_017882782.1
OG0006576	XP_031835025.1	XP_017891288.1
OG0006577	XP_031839832.1	XP_017879248.1
OG0006578	XP_031842931.1, XP_031842933.1, XP_031842934.1	XP_026674169.1
OG0006579	XP_031850031.1	XP_017892861.1
OG0006580	XP_031831024.1	XP_017876643.1
OG0006581	XP_031843174.1	XP_017889521.1
OG0006582	XP_031839647.1	XP_017884345.1
OG0006583	XP_031844627.1	XP_017886069.1
OG0006584	XP_031833839.1	XP_017876348.2
OG0006585	XP_031831605.1	XP_017883569.1
OG0006586	XP_031835903.1	XP_017875729.1
OG0006587	XP_031831323.1	XP_017891323.1
OG0006588	XP_031840727.1	XP_017882492.1
OG0006589	XP_031837867.1, XP_031837868.1	XP_017891721.1
OG0006590	XP_031834981.1	XP_017891138.1
OG0006591	XP_031839074.1	XP_017885619.1
OG0006592	XP_031845234.1, XP_031845235.1	XP_017885343.1
OG0006593	XP_031849750.1	XP_026669427.1
OG0006594	XP_031831291.1	XP_017890170.1
OG0006595	XP_031827966.1	XP_017885830.2
OG0006596	XP_031830290.1	XP_017892974.2
OG0006597	XP_031837359.1	XP_017882225.1
OG0006598	XP_031840175.1	XP_017880564.1
OG0006599	XP_031842600.1	XP_017886466.1
OG0006600	XP_031825874.1	XP_017886693.1
OG0006601	XP_031830695.1	XP_017876626.1
OG0006602	XP_031850232.1	XP_017877184.1
OG0006603	XP_031841725.1	XP_017882568.1
OG0006604	XP_031826670.1	XP_017887571.1
OG0006606	XP_031849109.1	XP_026669953.1
OG0006607	XP_031844985.1	XP_017892868.1
OG0006608	XP_031828988.1	XP_017881660.1
OG0006609	XP_031848923.1	XP_017879881.1
OG0006610	XP_031833131.1	XP_017884974.1
OG0006611	XP_031833784.1	XP_017885370.1
OG0006612	XP_031829941.1, XP_031829942.1	XP_017888872.1
OG0006614	XP_031838283.1	XP_026675046.1
OG0006615	XP_031829316.1	XP_017878813.1
OG0006616	XP_031827652.1	XP_017888574.1
OG0006617	XP_031844317.1	XP_017880673.1
OG0006618	XP_031838923.1	XP_017875878.1
OG0006619	XP_031846387.1	XP_017876242.1
OG0006620	XP_031826237.1	XP_026672350.1, XP_017885931.1
OG0006621	XP_031827164.1	XP_017889982.1
OG0006622	XP_031842690.1, XP_031842691.1	XP_017889460.1
OG0006623	XP_031844302.1	XP_017885459.1
OG0006624	XP_031839144.1	XP_026668378.1
OG0006625	XP_031846462.1	XP_017878940.2
OG0006626	XP_031839109.1	XP_017877053.1
OG0006627	XP_031842785.1	XP_017889784.1
OG0006628	XP_031846542.1	XP_017878997.1
OG0006629	XP_031845579.1	XP_017878069.1
OG0006630	XP_031845633.1	XP_017877979.1
OG0006631	XP_031848589.1	XP_017881746.1
OG0006632	XP_031833480.1	XP_026672449.1
OG0006633	XP_031840482.1	XP_017878246.2
OG0006634	XP_031841484.1	XP_017888382.1
OG0006635	XP_031843588.1	XP_017877098.1
OG0006636	XP_031829352.1, XP_031829350.1, XP_031829353.1	XP_026675062.1, XP_017891671.1
OG0006637	XP_031831592.1	XP_026674007.1
OG0006638	XP_031832674.1	XP_017884915.2
OG0006639	XP_031827973.1	XP_017881426.1
OG0006640	XP_031829346.1	XP_026675050.1
OG0006641	XP_031826552.1	XP_017887674.1
OG0006642	XP_031826332.1	XP_017887947.1
OG0006643	XP_031842648.1	XP_017889662.1
OG0006644	XP_031848503.1	XP_017884028.1
OG0006645	XP_031830603.1, XP_031830614.1	XP_017880998.1
OG0006646	XP_031844044.1	XP_017882972.1
OG0006647	XP_031833578.1	XP_017876399.1
OG0006648	XP_031827697.1	XP_017888560.1
OG0006649	XP_031827114.1	XP_017890648.2
OG0006650	XP_031829421.1, XP_031829422.1	XP_017886299.1
OG0006651	XP_031832623.1	XP_017884819.1
OG0006652	XP_031846803.1	XP_017879764.1
OG0006653	XP_031832440.1, XP_031832433.1	XP_017890795.1
OG0006654	XP_031839298.1	XP_017888177.1
OG0006655	XP_031846141.1	XP_017877899.1
OG0006656	XP_031847758.1	XP_017891883.1
OG0006657	XP_031849525.1	XP_017880759.1, XP_017880758.1
OG0006658	XP_031828287.1	XP_017885891.1
OG0006659	XP_031846052.1	XP_017888715.1
OG0006660	XP_031828455.1	XP_017876958.1
OG0006661	XP_031841163.1	XP_026667099.1
OG0006662	XP_031838829.1	XP_026674850.1
OG0006663	XP_031832977.1	XP_017888064.1
OG0006664	XP_031832205.1	XP_017881447.1
OG0006665	XP_031837190.1	XP_026671617.1
OG0006666	XP_031837234.1	XP_026675307.1
OG0006667	XP_031847065.1	XP_026668436.1
OG0006668	XP_031838872.1	XP_017891041.1
OG0006670	XP_031839453.1	XP_026673744.1
OG0006671	XP_031839190.1	XP_026670982.1
OG0006673	XP_031835611.1	XP_017890479.1
OG0006674	XP_031847335.1	XP_017889406.1
OG0006675	XP_031835363.1	XP_017876911.1
OG0006676	XP_031840760.1	XP_017880592.1
OG0006677	XP_031830714.1	XP_026667678.1, XP_026667679.1
OG0006678	XP_031834396.1	XP_017893330.2
OG0006679	XP_031840780.1	XP_017887011.1
OG0006680	XP_031848228.1	XP_017887545.1
OG0006681	XP_031847831.1	XP_017891899.1
OG0006682	XP_031838233.1	XP_026675001.1, XP_017891613.1
OG0006683	XP_031838422.1	XP_017885537.1
OG0006684	XP_031835772.1	XP_017878439.1
OG0006685	XP_031847288.1	XP_026672470.1, XP_017886441.1
OG0006686	XP_031843083.1	XP_017878190.1
OG0006687	XP_031827754.1	XP_017890351.1
OG0006688	XP_031828495.1	XP_017884520.1
OG0006689	XP_031840184.1	XP_026666898.1
OG0006690	XP_031834286.1	XP_017880837.1
OG0006691	XP_031829517.1	XP_017882877.1
