Orthogroup	Nomia_melanderi	Solenopsis_invicta
OG0006686	XP_031843083.1	XP_039314418.1
OG0006687	XP_031827754.1	XP_011167703.1
OG0006688	XP_031828495.1	XP_011173080.1
OG0006689	XP_031840184.1	XP_011160932.1, XP_025995140.1
OG0006690	XP_031834286.1	XP_011167391.1
OG0006691	XP_031829517.1	XP_011167820.1
OG0006693	XP_031838549.1	XP_011168205.2
OG0006694	XP_031849756.1	XP_011161846.1
OG0006695	XP_031840157.1	XP_025990102.1
OG0006696	XP_031826969.1, XP_031826970.1	XP_011170507.1
OG0006697	XP_031828136.1	XP_025995690.1, XP_039313546.1, XP_011176304.1
OG0006698	XP_031844205.1	XP_011156862.1
OG0006699	XP_031826876.1	XP_025991565.1
OG0006700	XP_031837022.1	XP_011156083.2
OG0006701	XP_031845380.1	XP_011163585.1
OG0006702	XP_031847265.1	XP_039313986.1
OG0006703	XP_031828342.1, XP_031828344.1	XP_011173493.1
OG0006704	XP_031839336.1	XP_011175299.1
OG0006705	XP_031832413.1	XP_011161036.2, XP_025990692.2
OG0006706	XP_031827722.1	XP_011158054.1
OG0006707	XP_031841441.1	XP_011163412.1
OG0006708	XP_031833973.1, XP_031833971.1, XP_031833972.1	XP_025990886.1
OG0006709	XP_031832874.1	XP_011167017.2
OG0006710	XP_031844324.1	XP_011159959.2
OG0006711	XP_031831878.1	XP_011166138.1
OG0006714	XP_031843058.1	XP_011161962.1
OG0006715	XP_031839385.1	XP_025990099.1, XP_025990098.1
OG0006716	XP_031842458.1	XP_039305032.1
OG0006717	XP_031838982.1	XP_039304472.1, XP_011157516.1
OG0006718	XP_031841375.1	XP_025987145.2
OG0006719	XP_031843119.1	XP_039308751.1
OG0006720	XP_031827352.1	XP_011165522.2
OG0006721	XP_031841285.1	XP_011171450.1, XP_011171451.1
OG0006722	XP_031844507.1, XP_031844508.1	XP_039308756.1, XP_011171737.1
OG0006723	XP_031846860.1	XP_011165305.1
OG0006724	XP_031830186.1	XP_011172003.1
OG0006725	XP_031846433.1	XP_025988998.1
OG0006726	XP_031840042.1	XP_011160250.1, XP_011160252.1
OG0006727	XP_031828559.1	XP_011172051.1, XP_011172050.1
OG0006728	XP_031846336.1	XP_011158718.2
OG0006729	XP_031841357.1	XP_025990624.1, XP_011171400.1
OG0006730	XP_031837909.1	XP_039306665.1
OG0006731	XP_031849883.1	XP_039312451.1
OG0006732	XP_031835955.1	XP_011164035.1
OG0006733	XP_031847604.1	XP_025994450.1
OG0006734	XP_031850180.1	XP_011168153.2
OG0006735	XP_031844256.1	XP_011167244.1
OG0006736	XP_031848479.1	XP_025994441.1
OG0006737	XP_031844577.1	XP_039308760.1, XP_039308761.1, XP_039308759.1
OG0006739	XP_031835004.1	XP_011158763.1
OG0006740	XP_031831439.1	XP_039308504.1
OG0006741	XP_031844810.1	XP_025990760.1
OG0006742	XP_031850275.1	XP_039307646.1
OG0006743	XP_031825692.1	XP_011165379.1
OG0006745	XP_031847333.1	XP_039315010.1
OG0006746	XP_031839972.1	XP_025990677.2
OG0006747	XP_031847314.1	XP_011166019.1, XP_039311082.1, XP_011166018.1
OG0006748	XP_031844036.1	XP_011166498.2
OG0006749	XP_031847562.1	XP_025992966.1
OG0006750	XP_031826768.1	XP_039309345.1
OG0006751	XP_031847652.1	XP_039311216.1
OG0006752	XP_031841447.1	XP_025993852.1
OG0006753	XP_031848183.1	XP_011175156.1
OG0006754	XP_031842555.1	XP_025993452.2
OG0006755	XP_031846032.1	XP_011159381.2
OG0006757	XP_031834766.1, XP_031834765.1	XP_011162516.1
OG0006760	XP_031832292.1, XP_031832293.1	XP_011169804.1
OG0006761	XP_031841006.1, XP_031841018.1	XP_011157711.2
OG0006762	XP_031838077.1	XP_011159532.2
OG0006763	XP_031839527.1	XP_011155842.1
OG0006764	XP_031835795.1, XP_031835793.1	XP_011162397.1
OG0006765	XP_031849591.1	XP_011159906.1
OG0006766	XP_031833006.1	XP_011167230.1, XP_025991176.1
OG0006768	XP_031832999.1	XP_011156503.2
OG0006770	XP_031838707.1, XP_031838706.1	XP_011166742.2, XP_011166743.2
OG0006771	XP_031836059.1	XP_011172002.1
OG0006772	XP_031834124.1, XP_031834126.1, XP_031834125.1	XP_025989464.1
OG0006773	XP_031834769.1	XP_011162526.2
OG0006775	XP_031841232.1	XP_011171010.1, XP_011171009.1, XP_025991045.1
OG0006776	XP_031833140.1, XP_031833137.1	XP_025992137.1
OG0006777	XP_031839008.1, XP_031839009.1	XP_039313464.1
OG0006779	XP_031834823.1	XP_039309970.1
OG0006780	XP_031845458.1	XP_011165688.1
OG0006781	XP_031833634.1	XP_011175112.2, XP_011175110.2, XP_039308413.1, XP_039308415.1, XP_039308414.1
OG0006782	XP_031843374.1	XP_011164955.1
OG0006784	XP_031844286.1	XP_039313528.1, XP_039313529.1
OG0006785	XP_031833444.1	XP_025991667.2, XP_011159708.2
OG0006787	XP_031842112.1	XP_011171087.3
OG0006788	XP_031837905.1	XP_039306784.1
OG0006790	XP_031832363.1	XP_039309682.1
OG0006791	XP_031829635.1, XP_031829631.1, XP_031829632.1, XP_031829633.1, XP_031829634.1	XP_025991395.1, XP_011167600.1
OG0006792	XP_031843034.1	XP_039314108.1
OG0006793	XP_031842883.1	XP_025994007.1
OG0006798	XP_031825736.1	XP_025990007.1
OG0006799	XP_031838663.1	XP_025996658.1
OG0006800	XP_031840949.1	XP_011168715.1
OG0006801	XP_031842277.1	XP_011163166.1
OG0006802	XP_031827302.1	XP_011167408.1
OG0006803	XP_031826023.1	XP_039307041.1
OG0006804	XP_031832023.1	XP_025991944.1
OG0006805	XP_031827711.1	XP_011168302.2
OG0006806	XP_031831991.1	XP_025987393.2
OG0006807	XP_031836202.1	XP_011162160.1
OG0006808	XP_031829312.1	XP_011165604.1
OG0006809	XP_031837944.1	XP_011172828.1
OG0006810	XP_031849955.1	XP_011155977.1
OG0006811	XP_031841212.1	XP_011170297.1
OG0006812	XP_031835469.1	XP_011169017.1
OG0006813	XP_031832707.1	XP_011161226.1
OG0006814	XP_031837986.1	NP_001291537.1
OG0006815	XP_031832351.1	XP_011161467.1
OG0006816	XP_031829077.1	XP_025991711.1
OG0006817	XP_031849084.1	XP_011167682.1
OG0006818	XP_031826601.1	XP_011157662.1
OG0006819	XP_031831449.1	XP_011158807.1
OG0006820	XP_031830323.1	XP_011155675.1
OG0006821	XP_031830652.1	XP_039303711.1
OG0006822	XP_031848808.1	XP_011176399.1
OG0006823	XP_031840113.1	XP_039303593.1, XP_025993025.1
OG0006824	XP_031831371.1	XP_011158447.1
OG0006825	XP_031832929.1	XP_011168951.1
OG0006826	XP_031827054.1	XP_011155370.1
OG0006827	XP_031849295.1	XP_011156375.1
OG0006828	XP_031847469.1	XP_011163922.1
OG0006829	XP_031846792.1	XP_011168351.1
OG0006830	XP_031845565.1	XP_011162147.2
OG0006831	XP_031845949.1	XP_011161999.1
OG0006832	XP_031835536.1	XP_011172082.1
OG0006833	XP_031832647.1	XP_011161189.1
OG0006834	XP_031836021.1	XP_025987630.1
OG0006836	XP_031833354.1	XP_011169117.1
OG0006837	XP_031847457.1, XP_031847458.1	XP_025985986.1
OG0006838	XP_031843559.1	XP_011168540.1
OG0006839	XP_031840081.1	XP_025988539.1
OG0006840	XP_031847471.1	XP_011163936.2
OG0006841	XP_031829755.1	XP_011155627.1
OG0006842	XP_031827923.1	XP_011172417.1
OG0006843	XP_031836536.1	XP_011158275.1
OG0006844	XP_031845499.1	XP_011161410.1
OG0006845	XP_031841080.1	XP_011156516.1
OG0006846	XP_031841010.1	XP_011165194.1, XP_011165191.1
OG0006847	XP_031840621.1	XP_011157965.1
OG0006848	XP_031843444.1	XP_011166844.1
OG0006849	XP_031837660.1	XP_011170969.1
OG0006850	XP_031846811.1	XP_011162559.1
OG0006851	XP_031839442.1	XP_011168599.1
OG0006852	XP_031832612.1	XP_039306913.1
OG0006853	XP_031832870.1	XP_011175199.1
OG0006854	XP_031842210.1	XP_011161500.1
OG0006855	XP_031827636.1	XP_039304202.1
OG0006856	XP_031827351.1	XP_011155864.2
OG0006857	XP_031827093.1	XP_011167091.1
OG0006858	XP_031843774.1	XP_011166355.1
OG0006859	XP_031832998.1	XP_025991358.2
OG0006860	XP_031837671.1	XP_011170328.2
OG0006861	XP_031833034.1	XP_039312819.1
OG0006862	XP_031840714.1	XP_011170995.1
OG0006863	XP_031848593.1	XP_011172628.1
OG0006864	XP_031831774.1	XP_011164043.1
OG0006865	XP_031835792.1	XP_025995970.1
OG0006866	XP_031842559.1	XP_025992525.1
OG0006867	XP_031834403.1	XP_011163140.1
OG0006868	XP_031850355.1	XP_011164146.1
OG0006869	XP_031837771.1	XP_011170318.1
OG0006870	XP_031844766.1	XP_011165354.1
OG0006871	XP_031845615.1	XP_011160858.1
OG0006872	XP_031841987.1	XP_011170427.1
OG0006873	XP_031830237.1	XP_011175896.1
OG0006874	XP_031829924.1	XP_025997118.1
OG0006875	XP_031835359.1	XP_011173376.2
OG0006876	XP_031826488.1	XP_011156047.1
OG0006877	XP_031850565.1	XP_011168125.1
OG0006878	XP_031849251.1	XP_039307986.1
OG0006879	XP_031847493.1	XP_025986620.1
OG0006880	XP_031847482.1	XP_011164983.1
OG0006882	XP_031825349.1	XP_011170726.1
OG0006883	XP_031831289.1, XP_031831290.1	XP_011159332.2
OG0006884	XP_031833768.1	XP_011158660.1
OG0006885	XP_031849392.1	XP_011172260.1
OG0006886	XP_031829868.1	XP_011155598.2
OG0006887	XP_031834723.1	XP_011162472.1
OG0006888	XP_031832994.1	XP_011170187.1
OG0006889	XP_031844665.1, XP_031844637.1, XP_031844657.1, XP_031844647.1	XP_039312642.1
OG0006890	XP_031843859.1	XP_025990083.1
OG0006891	XP_031845995.1	XP_011155931.1
OG0006892	XP_031840413.1	XP_011172426.1
OG0006893	XP_031848767.1	XP_011162880.2
OG0006894	XP_031843288.1	XP_011164954.1
OG0006895	XP_031829693.1	XP_011163228.1
OG0006896	XP_031831473.1	XP_011157724.1
OG0006897	XP_031825769.1	XP_025991950.1
OG0006898	XP_031834313.1	XP_011175550.2
OG0006899	XP_031831986.1	XP_025996263.1
OG0006900	XP_031830509.1	XP_039304227.1
OG0006901	XP_031833757.1	XP_011160403.2
OG0006902	XP_031850237.1	XP_025992813.1
OG0006903	XP_031836855.1	XP_011168087.1
OG0006904	XP_031844424.1	XP_039304896.1, XP_039311131.1
OG0006905	XP_031844703.1	XP_011165312.2
OG0006906	XP_031825410.1	XP_011169153.1
OG0006907	XP_031834040.1	XP_011160303.1
OG0006908	XP_031834410.1	XP_011163154.1
OG0006909	XP_031832844.1	XP_011175183.1
OG0006910	XP_031842303.1	XP_011158113.2
OG0006911	XP_031848046.1	XP_025988214.2
OG0006912	XP_031835173.1	XP_011158190.3
OG0006913	XP_031847006.1	XP_025990575.1
OG0006914	XP_031832558.1	XP_011162567.1
OG0006915	XP_031832513.1	XP_011165510.1
OG0006916	XP_031842340.1	XP_039309219.1
OG0006917	XP_031838582.1	XP_011159779.2
OG0006918	XP_031833607.1	XP_011176373.1
OG0006919	XP_031827195.1	XP_011163389.1
OG0006920	XP_031844023.1	XP_039302652.1
OG0006921	XP_031828259.1	XP_011168364.1
OG0006922	XP_031842940.1	XP_011166044.1
OG0006923	XP_031843833.1	XP_011167013.1
OG0006924	XP_031841195.1	XP_039301806.1
OG0006925	XP_031846034.1	XP_025987983.1
OG0006926	XP_031834179.1	XP_039310015.1
OG0006927	XP_031836025.1	XP_011173517.1
OG0006928	XP_031832265.1	XP_039307264.1
OG0006929	XP_031830270.1	XP_025988918.1
OG0006930	XP_031838220.1	XP_011166430.2
OG0006931	XP_031850266.1	XP_025986323.1
OG0006932	XP_031842593.1	XP_025990985.1
OG0006933	XP_031840943.1	XP_011175428.1
OG0006934	XP_031843473.1	XP_011168932.2
OG0006935	XP_031828232.1	XP_011168311.1
OG0006936	XP_031832792.1	XP_011161177.1, XP_011161178.1
OG0006937	XP_031847285.1	XP_025991919.1
OG0006938	XP_031833256.1	XP_011161422.1
OG0006939	XP_031834415.1	XP_011173708.3
OG0006940	XP_031832899.1	XP_011158521.1
OG0006941	XP_031848208.1	XP_025992126.1
OG0006942	XP_031843417.1, XP_031843420.1	XP_039301927.1
OG0006944	XP_031844327.1	XP_011163294.1
OG0006945	XP_031828061.1	XP_011164397.1
OG0006946	XP_031840170.1	XP_011155489.1
OG0006947	XP_031833731.1, XP_031833735.1	XP_025989324.1
OG0006948	XP_031836790.1	XP_011166086.1
OG0006949	XP_031850010.1	XP_025996968.1
OG0006950	XP_031842575.1	XP_011174346.1
OG0006951	XP_031841710.1	XP_011161131.1
OG0006952	XP_031831927.1	XP_011169317.1
OG0006953	XP_031829518.1	XP_039312037.1
OG0006954	XP_031844733.1	XP_039310217.1
OG0006955	XP_031830628.1	XP_011160597.1
OG0006956	XP_031834491.1	XP_011173656.1
OG0006957	XP_031832441.1	XP_025986244.1
OG0006958	XP_031849314.1	XP_011155483.1
OG0006960	XP_031826062.1	XP_011167698.1
OG0006961	XP_031842665.1	XP_039303774.1
OG0006962	XP_031845611.1	XP_011173461.1
OG0006963	XP_031831173.1	XP_011159331.1
OG0006964	XP_031846773.1	XP_011167714.1
OG0006965	XP_031835389.1	XP_011158266.1
OG0006966	XP_031836979.1	XP_039314503.1, XP_011172368.1
OG0006967	XP_031845304.1	XP_039305151.1, XP_039305917.1
OG0006968	XP_031842478.1	XP_011166196.1
OG0006969	XP_031829675.1	XP_039308918.1
OG0006970	XP_031828687.1	XP_039310580.1
OG0006971	XP_031829928.1	XP_025994196.2
OG0006972	XP_031828654.1	XP_039311409.1
OG0006973	XP_031845748.1	XP_011162679.1
OG0006974	XP_031832703.1	XP_011167602.1
OG0006975	XP_031832894.1	XP_025991372.1
OG0006976	XP_031828366.1	XP_011169432.1
OG0006977	XP_031845897.1	XP_011173387.2
OG0006978	XP_031840416.1	XP_039314419.1, XP_039314422.1, XP_011160166.2, XP_025987787.2
OG0006979	XP_031826675.1	XP_039310946.1
OG0006980	XP_031841611.1	XP_039313697.1
OG0006981	XP_031826586.1	XP_039310706.1
OG0006982	XP_031835570.1	XP_039302772.1
OG0006983	XP_031826672.1	XP_011165080.1
OG0006984	XP_031837492.1	XP_011161849.2
OG0006986	XP_031843989.1	XP_011160990.1
OG0006987	XP_031835089.1	XP_011175088.2
OG0006988	XP_031846612.1	XP_011169651.1
OG0006989	XP_031848339.1	XP_039313035.1
OG0006990	XP_031845548.1	XP_025993792.1
OG0006991	XP_031844573.1	XP_025987100.1
OG0006992	XP_031839500.1	XP_011165343.1
OG0006993	XP_031840427.1	XP_011160117.1
OG0006994	XP_031825399.1	XP_011162641.1
OG0006995	XP_031828413.1	XP_025992398.1
OG0006996	XP_031829578.1	XP_011172767.1, XP_039306116.1
OG0006997	XP_031826699.1	XP_025990003.2, XP_039310062.1, XP_039310059.1
OG0006998	XP_031838741.1	XP_011155476.1
OG0006999	XP_031845505.1	XP_011162081.1
OG0007000	XP_031834142.1	XP_011161358.2
OG0007001	XP_031829435.1	XP_011159151.1
OG0007002	XP_031828020.1	XP_011172219.1
OG0007003	XP_031831786.1	XP_011169753.1
OG0007004	XP_031847550.1	XP_011175367.1
OG0007005	XP_031844608.1	XP_039304731.1, XP_011159278.2
OG0007006	XP_031825611.1	XP_025988671.1
OG0007007	XP_031834365.1	XP_011163145.1
OG0007008	XP_031847627.1	XP_011161461.2
OG0007009	XP_031845577.1	XP_011158265.1
OG0007010	XP_031838807.1	XP_011166750.2
OG0007011	XP_031830484.1, XP_031830483.1	XP_011159307.1
OG0007012	XP_031833210.1	XP_011163036.2
OG0007013	XP_031833348.1	XP_011162159.2
OG0007014	XP_031840768.1	XP_011165985.1
OG0007016	XP_031845385.1	XP_025987671.2
OG0007017	XP_031846749.1	XP_011170700.1
OG0007018	XP_031828504.1	XP_039305581.1
OG0007019	XP_031829961.1	XP_011155604.1
OG0007020	XP_031843227.1	XP_011168107.1
OG0007022	XP_031832553.1	XP_011169202.2
OG0007023	XP_031831362.1	XP_011170823.1
OG0007024	XP_031832165.1	XP_011162780.1
OG0007025	XP_031846541.1	XP_011157253.1
OG0007026	XP_031825896.1	XP_011176022.1
OG0007027	XP_031829951.1	XP_011164839.1
OG0007028	XP_031832448.1	XP_011165475.2
OG0007029	XP_031835636.1	XP_011156320.1
OG0007030	XP_031848192.1	XP_011157354.1
OG0007031	XP_031842415.1	XP_025988099.1
OG0007033	XP_031844083.1	XP_025995728.1
OG0007035	XP_031829700.1	XP_011176335.1
OG0007036	XP_031828291.1	XP_011163949.1
OG0007038	XP_031843057.1	XP_011161961.1
OG0007039	XP_031837371.1	XP_011169192.1
OG0007040	XP_031847747.1	XP_011156533.1
OG0007041	XP_031827907.1	XP_011165140.2
OG0007042	XP_031840324.1	XP_011175952.1
OG0007043	XP_031830828.1	XP_011160556.1
OG0007044	XP_031838552.1	XP_011168958.1
OG0007045	XP_031827064.1	XP_011170377.1
OG0007046	XP_031843913.1	XP_039307073.1
OG0007047	XP_031837252.1	XP_039310629.1
OG0007048	XP_031843275.1	XP_011165831.1
OG0007049	XP_031834656.1	XP_011167183.1
OG0007050	XP_031839428.1	XP_011168577.1
OG0007051	XP_031826924.1	XP_039302677.1
OG0007052	XP_031844303.1	XP_011175681.1
OG0007053	XP_031848595.1	XP_025989960.1
OG0007054	XP_031826312.1	XP_039308859.1
OG0007055	XP_031841816.1	XP_011166888.1
OG0007056	XP_031825723.1	XP_011170370.3
OG0007057	XP_031844804.1	XP_011170070.1
OG0007058	XP_031843911.1	XP_011169677.1
OG0007059	XP_031847617.1	XP_039310695.1, XP_039310694.1
OG0007060	XP_031837057.1	XP_025988132.1
OG0007061	XP_031840667.1	XP_011167466.2
OG0007062	XP_031827376.1	XP_011172112.1
OG0007063	XP_031827708.1	XP_011158039.2
OG0007064	XP_031837411.1	XP_039309501.1
OG0007065	XP_031842791.1	XP_011165834.1
OG0007066	XP_031843627.1	XP_039315639.1
OG0007067	XP_031827168.1	XP_011164084.1
OG0007068	XP_031841056.1	XP_011168586.1
OG0007069	XP_031844364.1	XP_011168324.1
OG0007070	XP_031835103.1	XP_011172842.2
OG0007071	XP_031849729.1	XP_011168557.1
OG0007072	XP_031828027.1	XP_011162800.1
OG0007073	XP_031848194.1	XP_011157353.2
OG0007074	XP_031838327.1	XP_011163872.1
OG0007075	XP_031831678.1	XP_039309852.1
OG0007076	XP_031830397.1	XP_011167002.2
OG0007077	XP_031842726.1	XP_011169423.1
OG0007078	XP_031830364.1	XP_011172242.1
OG0007079	XP_031836872.1	XP_011162720.1
OG0007080	XP_031833132.1	XP_025992136.2
OG0007081	XP_031846988.1	XP_011163711.2
OG0007082	XP_031831009.1	XP_039312455.1
OG0007083	XP_031828766.1	XP_025990315.1
OG0007084	XP_031828782.1	XP_039308846.1
OG0007085	XP_031840286.1	XP_011164342.1
OG0007086	XP_031828952.1	XP_011156307.1
OG0007087	XP_031837898.1	XP_011166471.1
OG0007088	XP_031829963.1	XP_011155603.1
OG0007089	XP_031832542.1	XP_011162550.1
OG0007090	XP_031846001.1	XP_011159375.1
OG0007091	XP_031848345.1	XP_011176314.1
OG0007092	XP_031826812.1	XP_011170759.1
OG0007093	XP_031848837.1	XP_025996304.1
OG0007094	XP_031838075.1	XP_025990162.1
OG0007095	XP_031826446.1	XP_025992081.1
OG0007096	XP_031840654.1	XP_025991049.1
OG0007097	XP_031847356.1	XP_025992054.2
OG0007098	XP_031846874.1	XP_025993641.1
OG0007099	XP_031830049.1	XP_011158455.1
OG0007100	XP_031838372.1	XP_025992631.2
OG0007101	XP_031833857.1	XP_011155461.1
OG0007102	XP_031833842.1	XP_011173309.2
OG0007103	XP_031849498.1	XP_011168763.1
OG0007104	XP_031846405.1	XP_011167409.1
OG0007105	XP_031825646.1	XP_011169899.1
OG0007106	XP_031838772.1	XP_011175561.1
OG0007107	XP_031840230.1	XP_011157689.1
OG0007108	XP_031839947.1	XP_025987943.1
OG0007109	XP_031827257.1	XP_011159487.1
OG0007110	XP_031845181.1	XP_039314908.1
OG0007111	XP_031840810.1	XP_039310525.1
OG0007112	XP_031840736.1	XP_011162847.1
OG0007113	XP_031839114.1	XP_011170420.1
OG0007114	XP_031849678.1, XP_031849677.1	XP_025988243.1
OG0007115	XP_031830217.1	XP_039302605.1
OG0007116	XP_031840905.1	XP_011159317.1
OG0007117	XP_031843199.1	XP_011166238.1
OG0007118	XP_031835498.1	XP_011162165.1
OG0007119	XP_031848190.1	XP_011176230.1
OG0007120	XP_031825772.1	XP_011159236.1
OG0007121	XP_031827575.1	XP_011171931.1
OG0007122	XP_031827048.1	XP_011167849.1
OG0007123	XP_031840689.1	XP_039304125.1
OG0007124	XP_031835924.1	XP_011163527.1
OG0007125	XP_031833474.1	XP_025989282.1
OG0007126	XP_031827138.1	XP_011175389.1
OG0007127	XP_031845724.1	XP_011162699.2
OG0007128	XP_031847126.1	XP_011169031.1
OG0007129	XP_031847908.1	XP_011165940.1
OG0007130	XP_031845572.1	XP_011168268.1
OG0007131	XP_031828424.1	XP_011173192.1
OG0007132	XP_031829583.1	XP_025991366.1
OG0007133	XP_031848277.1	XP_011171480.1
OG0007134	XP_031843548.1	XP_025989925.1
OG0007135	XP_031844343.1	XP_025995355.1
OG0007136	XP_031842293.1	XP_039312164.1
OG0007137	XP_031832997.1	XP_011166865.1
OG0007139	XP_031827815.1	XP_011157982.1
OG0007140	XP_031835439.1	XP_025996711.1
OG0007141	XP_031844378.1	XP_011160898.1
OG0007142	XP_031840611.1	XP_011157969.1
OG0007143	XP_031829560.1	XP_011156488.1
OG0007144	XP_031828131.1	XP_011173361.1
OG0007145	XP_031837133.1	XP_011157855.1
OG0007146	XP_031830866.1	XP_011164086.1
OG0007147	XP_031833150.1	XP_039302198.1
OG0007148	XP_031849956.1	XP_011165309.1
OG0007149	XP_031840067.1	XP_011166399.1
OG0007150	XP_031836806.1	XP_039304207.1
OG0007151	XP_031841344.1	XP_011167301.1
OG0007152	XP_031849334.1	XP_011169061.1
OG0007153	XP_031833292.1	XP_011172791.1
OG0007154	XP_031847054.1	XP_011173386.1
OG0007155	XP_031826993.1	XP_011173164.1
OG0007156	XP_031829671.1	XP_011163335.1
OG0007157	XP_031847194.1	XP_025992965.1
OG0007158	XP_031846774.1	XP_011161427.1
OG0007159	XP_031827698.1	XP_011167980.2
OG0007160	XP_031836769.1	XP_011173203.1
OG0007161	XP_031847408.1	XP_011163935.1
OG0007162	XP_031838295.1	XP_011161910.1
OG0007163	XP_031848130.1	XP_011175687.1
OG0007164	XP_031834042.1	XP_011157940.1
OG0007165	XP_031829987.1	XP_011163996.1
OG0007166	XP_031826115.1	XP_025992974.1
OG0007168	XP_031844510.1	XP_011171738.1
OG0007169	XP_031827930.1	XP_011164442.2
OG0007170	XP_031828396.1	XP_011160423.1
OG0007171	XP_031839113.1	XP_025996834.2
OG0007172	XP_031826060.1	XP_011175626.1
OG0007173	XP_031844226.1	XP_011159351.1
OG0007174	XP_031831320.1	XP_011172317.1
OG0007175	XP_031833756.1	XP_011155477.1
OG0007176	XP_031832814.1	XP_039306522.1
OG0007178	XP_031845617.1	XP_011163602.1
OG0007179	XP_031835487.1	XP_011176375.1
OG0007180	XP_031848354.1	XP_011164538.2
OG0007181	XP_031842532.1	XP_039304190.1
OG0007182	XP_031840942.1	XP_011155695.2
OG0007183	XP_031844284.1	XP_011157094.1
OG0007184	XP_031834205.1	XP_011175125.1
OG0007185	XP_031833545.1	XP_011159697.1
OG0007186	XP_031844229.1	XP_011163279.2
OG0007187	XP_031844702.1	XP_011168526.1
OG0007188	XP_031850144.1	XP_011169145.2
OG0007189	XP_031840457.1	XP_025986173.2
OG0007190	XP_031840626.1	XP_025993612.1
OG0007192	XP_031829975.1	XP_025995052.2
OG0007193	XP_031829810.1	XP_011155447.1
OG0007194	XP_031847629.1	XP_011161455.2
OG0007195	XP_031840713.1	XP_011171000.1
OG0007197	XP_031843331.1	XP_025989652.1
OG0007198	XP_031826745.1	XP_011172545.1
OG0007199	XP_031842131.1	XP_011171864.1
OG0007200	XP_031836797.1	XP_039302243.1
OG0007201	XP_031849253.1	XP_039307987.1
OG0007202	XP_031831871.1	XP_011158786.2
OG0007205	XP_031836314.1	XP_039311225.1
OG0007206	XP_031843867.1	XP_025992694.2
OG0007207	XP_031839106.1, XP_031839107.1	XP_039307978.1, XP_039307977.1
OG0007208	XP_031832269.1	XP_011158822.1
OG0007209	XP_031832367.1	XP_039311086.1
OG0007210	XP_031838716.1	XP_025991130.2
OG0007211	XP_031838648.1	XP_039301939.1
OG0007212	XP_031833651.1	XP_025993266.2
OG0007213	XP_031836856.1	XP_025990411.1
OG0007214	XP_031831209.1	XP_039307291.1
OG0007216	XP_031830242.1	XP_011175814.1
OG0007217	XP_031850146.1	XP_011168168.1
OG0007218	XP_031833910.1	XP_011155469.1, XP_039308917.1
OG0007219	XP_031836997.1	XP_011170967.2
OG0007220	XP_031827066.1	XP_011165226.1
OG0007221	XP_031846109.1	XP_011163513.3
OG0007222	XP_031846378.1	XP_025991171.1
OG0007223	XP_031845561.1	XP_011156907.1
OG0007225	XP_031837859.1	XP_039312564.1
OG0007226	XP_031825915.1	XP_011168939.1
OG0007227	XP_031836200.1	XP_025992250.2
OG0007228	XP_031846831.1	XP_011161556.1
OG0007229	XP_031826424.1	XP_025995796.1
OG0007230	XP_031830572.1	XP_011164882.1
OG0007231	XP_031834917.1	XP_011162503.1
OG0007232	XP_031834468.1, XP_031834467.1	XP_011158144.1
OG0007233	XP_031832834.1	XP_011159031.1
OG0007234	XP_031842902.1	XP_039315048.1
OG0007235	XP_031843104.1	XP_011156707.1
OG0007236	XP_031835060.1	XP_025988253.1
OG0007237	XP_031830015.1	XP_011175895.1
OG0007238	XP_031832868.1, XP_031832869.1	XP_011175204.1
OG0007239	XP_031828174.1	XP_011165791.1
OG0007240	XP_031838370.1	XP_025987312.1, XP_025987311.1
OG0007241	XP_031829579.1	XP_011158482.1
OG0007242	XP_031830112.1	XP_025987788.1
OG0007243	XP_031842247.1	XP_011176329.1
OG0007244	XP_031838584.1	XP_011176207.1
OG0007245	XP_031832540.1	XP_011169206.1
OG0007246	XP_031838240.1	XP_039302308.1, XP_039302310.1
OG0007247	XP_031843072.1	XP_011163440.1
OG0007248	XP_031833603.1	XP_011159695.1
OG0007249	XP_031825812.1	XP_039314194.1
OG0007250	XP_031828155.1	XP_011156199.1
OG0007251	XP_031841737.1	XP_025991713.1
OG0007252	XP_031836994.1	XP_011172448.1
OG0007253	XP_031838271.1	XP_011175494.1
OG0007254	XP_031840005.1	XP_011157766.1
OG0007255	XP_031837442.1	XP_011162478.1
OG0007256	XP_031839204.1	XP_011167384.2, XP_011167385.2, XP_039305424.1, XP_011167383.2
OG0007257	XP_031838310.1	XP_025995290.1
OG0007259	XP_031826371.1	XP_011168409.1
OG0007260	XP_031848083.1	XP_011157025.1
OG0007262	XP_031849700.1	XP_025994158.1
OG0007263	XP_031830385.1	XP_011161690.1
OG0007264	XP_031825457.1	XP_011171194.1
OG0007265	XP_031847135.1	XP_011168075.1
OG0007266	XP_031842727.1	XP_025994111.2
OG0007268	XP_031844562.1	XP_011176140.1
OG0007269	XP_031827018.1	XP_025992736.2
OG0007270	XP_031845783.1	XP_011162694.1
OG0007271	XP_031849198.1	XP_039312139.1
OG0007272	XP_031846628.1	XP_011172380.1
OG0007273	XP_031849474.1	XP_039311476.1
OG0007274	XP_031827356.1	XP_025986132.1
OG0007275	XP_031829447.1	XP_011155900.1
OG0007276	XP_031825942.1	XP_039312839.1
OG0007277	XP_031834867.1, XP_031834858.1	XP_011158855.1
OG0007278	XP_031832198.1	XP_011169309.1
