Orthogroup	Nomia_melanderi	Bombyx_mori
OG0005496	XP_031832541.1	XP_037873180.1
OG0005497	XP_031832739.1	XP_037871323.1
OG0005498	XP_031826388.1	XP_012545821.1
OG0005499	XP_031838681.1	XP_012548812.1
OG0005500	XP_031827744.1, XP_031827742.1	NP_001040266.1
OG0005501	XP_031839346.1	XP_004924915.2
OG0005502	XP_031843892.1	XP_004930995.1
OG0005503	XP_031848776.1, XP_031847359.1	XP_004933055.2
OG0005506	XP_031847690.1	XP_037875719.1
OG0005507	XP_031846739.1	XP_037867653.1, XP_037867648.1
OG0005508	XP_031830040.1	XP_012545684.2
OG0005509	XP_031840710.1	XP_021202735.2
OG0005510	XP_031834048.1	XP_021208531.1
OG0005511	XP_031850176.1	XP_037869018.1
OG0005512	XP_031850228.1	XP_012548432.1
OG0005513	XP_031825889.1	XP_004921738.3, XP_004921739.1
OG0005514	XP_031846937.1	XP_037877341.1, XP_021203440.2
OG0005515	XP_031828419.1	XP_004921733.1, XP_012549085.2
OG0005516	XP_031847634.1	XP_037869282.1, XP_037869281.1
OG0005517	XP_031825670.1	XP_021206268.2
OG0005518	XP_031825869.1	XP_021202425.1, XP_004924336.2
OG0005519	XP_031836305.1	NP_001091816.1
OG0005520	XP_031848924.1	XP_021202566.2
OG0005521	XP_031831530.1	XP_004928880.1
OG0005522	XP_031844993.1	XP_012550160.1
OG0005523	XP_031843441.1	XP_021207162.2
OG0005524	XP_031835066.1	XP_004923650.1
OG0005525	XP_031829800.1	NP_001037229.1
OG0005526	XP_031844425.1	XP_004924191.1
OG0005527	XP_031845353.1	XP_037867901.1
OG0005528	XP_031844592.1	XP_004932106.1
OG0005529	XP_031843890.1	XP_004927937.1
OG0005531	XP_031847476.1	XP_021206643.2
OG0005532	XP_031836688.1	XP_004926883.1
OG0005533	XP_031844878.1	XP_037870823.1
OG0005534	XP_031840436.1, XP_031840439.1	XP_021205656.1, XP_004929383.1
OG0005535	XP_031847702.1	XP_012550513.1
OG0005536	XP_031834551.1, XP_031834550.1	XP_004924617.1
OG0005537	XP_031840983.1	XP_037871937.1
OG0005538	XP_031830524.1	XP_004924605.1
OG0005539	XP_031833950.1	XP_037866790.1
OG0005540	XP_031848980.1, XP_031848538.1	XP_037868221.1
OG0005541	XP_031832697.1	XP_004925879.2
OG0005542	XP_031831896.1, XP_031831895.1	XP_004928910.1
OG0005543	XP_031828203.1, XP_031827798.1	XP_037870807.1
OG0005544	XP_031848942.1	XP_037867491.1
OG0005545	XP_031841548.1	XP_004930572.1
OG0005546	XP_031836146.1	XP_037869410.1
OG0005547	XP_031838724.1	XP_004922525.1
OG0005548	XP_031848397.1, XP_031848398.1	XP_021202490.2
OG0005550	XP_031849165.1	XP_004931704.1
OG0005551	XP_031849039.1, XP_031849043.1	XP_037870916.1
OG0005552	XP_031848706.1	XP_012545407.1
OG0005553	XP_031831535.1	XP_037876190.1
OG0005554	XP_031829189.1	XP_037873760.1
OG0005555	XP_031843633.1	XP_004928877.1
OG0005556	XP_031846846.1	XP_004923181.3
OG0005557	XP_031830827.1	XP_004928201.2
OG0005558	XP_031842614.1	XP_004930694.1
OG0005559	XP_031830069.1	XP_004930020.1
OG0005560	XP_031845823.1	XP_004923522.1
OG0005561	XP_031830442.1	XP_004924238.1
OG0005562	XP_031841492.1	XP_004929215.2
OG0005563	XP_031835327.1	XP_037868532.1, XP_037868531.1
OG0005565	XP_031826596.1	NP_001138794.1
OG0005566	XP_031838708.1	XP_037871276.1
OG0005567	XP_031826620.1	NP_001040243.1
OG0005568	XP_031836743.1	NP_001093309.1
OG0005569	XP_031850555.1	XP_004930980.1
OG0005570	XP_031826959.1, XP_031826960.1, XP_031826961.1, XP_031826962.1	XP_004932546.1
OG0005571	XP_031839270.1	XP_012551178.1
OG0005572	XP_031835108.1	NP_001116811.1
OG0005573	XP_031840459.1	XP_037869466.1, XP_037869468.1, XP_037869467.1
OG0005574	XP_031834227.1	XP_037873847.1
OG0005575	XP_031831894.1	XP_012547190.1
OG0005576	XP_031841889.1	XP_004926642.2
OG0005577	XP_031831383.1	XP_037870757.1
OG0005579	XP_031825724.1	XP_021208146.1
OG0005580	XP_031827947.1, XP_031827946.1	XP_004933436.1
OG0005582	XP_031842514.1	XP_004927342.2
OG0005583	XP_031828779.1	XP_012546992.3
OG0005584	XP_031846143.1	XP_004929505.1
OG0005585	XP_031833891.1	XP_021204125.1
OG0005586	XP_031848286.1	XP_037868471.1
OG0005587	XP_031840877.1	NP_001245292.1, XP_012553370.1
OG0005588	XP_031843866.1	XP_004922401.3
OG0005589	XP_031840852.1	XP_012548301.1, NP_001037061.2
OG0005590	XP_031843387.1	XP_004926007.1
OG0005591	XP_031826175.1	XP_004923003.1
OG0005593	XP_031845301.1	XP_004922476.1
OG0005594	XP_031842535.1	XP_037869745.1
OG0005595	XP_031842368.1, XP_031842367.1	XP_037873906.1
OG0005596	XP_031827960.1	XP_037867785.1
OG0005597	XP_031843283.1, XP_031843284.1	XP_012545263.1
OG0005598	XP_031835187.1	XP_037869926.1
OG0005599	XP_031841890.1	XP_037870045.1
OG0005600	XP_031834785.1	XP_012546713.1, NP_001191408.1, XP_012553221.1
OG0005601	XP_031839075.1	XP_012543899.2
OG0005602	XP_031837601.1	XP_021206678.1
OG0005603	XP_031827253.1	XP_037870714.1
OG0005604	XP_031835088.1, XP_031835086.1, XP_031835087.1	XP_004927034.1
OG0005605	XP_031847736.1	XP_004923610.1
OG0005606	XP_031826088.1	XP_021208210.1
OG0005607	XP_031833381.1	XP_012546705.1, NP_001036895.2
OG0005608	XP_031842322.1	NP_001140194.1, XP_012544559.2
OG0005609	XP_031828888.1	XP_004930347.1
OG0005610	XP_031828887.1	XP_037869436.1
OG0005611	XP_031836863.1	XP_004923644.1
OG0005612	XP_031840495.1	XP_004926211.1
OG0005613	XP_031829006.1	XP_004923335.1
OG0005614	XP_031848739.1, XP_031848740.1	XP_004924573.1
OG0005615	XP_031842918.1	XP_012551672.1
OG0005616	XP_031847007.1	XP_004929125.1
OG0005617	XP_031841552.1	XP_012550689.1, NP_001119722.1
OG0005618	XP_031832938.1	XP_037874532.1
OG0005619	XP_031848443.1	XP_004930947.2
OG0005620	XP_031840514.1	XP_004931551.1
OG0005621	XP_031836466.1	XP_037874508.1
OG0005622	XP_031835927.1	XP_021204530.1
OG0005623	XP_031825978.1	NP_001040357.1
OG0005624	XP_031827760.1	XP_037874330.1
OG0005625	XP_031833337.1	XP_004923670.1
OG0005626	XP_031850497.1	XP_012549456.1
OG0005627	XP_031835532.1	NP_001166195.1
OG0005628	XP_031830664.1	XP_037867206.1
OG0005629	XP_031831520.1	XP_004921747.1
OG0005630	XP_031847502.1, XP_031847539.1	XP_012546971.2
OG0005631	XP_031846823.1	XP_004922107.1, XP_004930600.1
OG0005632	XP_031844599.1	XP_004927392.1
OG0005633	XP_031837840.1	XP_012546786.2, XP_012546787.2
OG0005634	XP_031837481.1	XP_004931378.1
OG0005635	XP_031832960.1	XP_012545153.1
OG0005636	XP_031827116.1, XP_031827118.1	XP_021207465.1
OG0005637	XP_031849345.1	XP_037872029.1
OG0005639	XP_031847161.1	XP_021206232.1
OG0005640	XP_031831531.1	XP_004921969.2, XP_037872845.1
OG0005642	XP_031835458.1	XP_021205047.1
OG0005643	XP_031839038.1	XP_012544473.1, XP_012549023.1
OG0005645	XP_031847125.1	XP_004925220.1
OG0005646	XP_031845331.1	XP_037870919.1
OG0005647	XP_031849368.1	XP_004931757.2
OG0005648	XP_031848011.1, XP_031848012.1	XP_037875335.1
OG0005649	XP_031845967.1	XP_012551912.1
OG0005650	XP_031841118.1, XP_031841119.1	XP_037872986.1
OG0005651	XP_031829255.1, XP_031829258.1	XP_004929503.1
OG0005652	XP_031840387.1	XP_004923707.1
OG0005653	XP_031834302.1	XP_037871745.1, XP_037871744.1, XP_037871743.1
OG0005654	XP_031848279.1, XP_031849267.1	XP_012547544.3
OG0005655	XP_031833985.1	XP_004933459.1
OG0005656	XP_031844553.1	XP_037868300.1
OG0005657	XP_031843060.1	XP_021206279.1
OG0005658	XP_031850270.1	XP_004930996.2
OG0005659	XP_031847376.1	XP_037875989.1
OG0005661	XP_031843768.1	XP_004924681.1
OG0005662	XP_031827665.1	XP_037866685.1
OG0005663	XP_031842246.1	XP_021203208.2
OG0005664	XP_031847468.1	NP_001129361.1
OG0005665	XP_031844404.1	XP_037872902.1
OG0005666	XP_031846233.1	XP_004930145.1
OG0005667	XP_031848237.1	XP_004933860.1
OG0005668	XP_031825315.1	XP_037866829.1
OG0005669	XP_031841023.1	XP_021209163.1
OG0005670	XP_031847394.1	NP_001108459.1
OG0005671	XP_031829244.1	XP_004932919.1
OG0005672	XP_031829249.1	XP_037866669.1
OG0005673	XP_031850022.1	XP_004928724.1
OG0005674	XP_031838296.1	XP_037876510.1
OG0005675	XP_031827536.1	XP_012548038.1
OG0005676	XP_031833528.1	XP_037876384.1
OG0005677	XP_031846274.1	XP_004931632.2
OG0005678	XP_031831787.1, XP_031831788.1	XP_037866972.1
OG0005679	XP_031842302.1	XP_012550199.1
OG0005681	XP_031844982.1	NP_001037666.1
OG0005682	XP_031826986.1	XP_037876174.1
OG0005683	XP_031849558.1	XP_012547863.1
OG0005684	XP_031836047.1	XP_004921718.1
OG0005685	XP_031827485.1	XP_012549774.2
OG0005686	XP_031849795.1	XP_021205630.1
OG0005687	XP_031840460.1	XP_012547176.1
OG0005688	XP_031847684.1	XP_037869957.1
OG0005689	XP_031834221.1	XP_012548262.1
OG0005690	XP_031825952.1	XP_037869656.1
OG0005691	XP_031849281.1	XP_037868390.1
OG0005692	XP_031837948.1	XP_021205817.2
OG0005693	XP_031826103.1	XP_004924153.1
OG0005694	XP_031836853.1	XP_021206400.2
OG0005695	XP_031842461.1	XP_037873303.1
OG0005696	XP_031849976.1	XP_037874270.1
OG0005697	XP_031848427.1	XP_004929614.3
OG0005698	XP_031827925.1	XP_037877039.1
OG0005699	XP_031836114.1	XP_012546376.2
OG0005700	XP_031849135.1	XP_037867841.1
OG0005701	XP_031834214.1	XP_037875617.1
OG0005702	XP_031848025.1, XP_031848036.1	XP_012546468.3
OG0005704	XP_031825496.1	XP_021208439.1
OG0005705	XP_031831113.1	XP_037873183.1
OG0005706	XP_031828576.1	XP_004930492.1
OG0005707	XP_031826089.1	XP_004925813.1
OG0005708	XP_031832927.1	XP_012546139.3
OG0005709	XP_031832132.1	XP_004927249.1
OG0005710	XP_031847153.1	XP_037873926.1
OG0005711	XP_031826899.1, XP_031826898.1	XP_037867477.1
OG0005712	XP_031837105.1	NP_001166819.1
OG0005713	XP_031829430.1	XP_004925102.1
OG0005714	XP_031839571.1	XP_012544183.1
OG0005715	XP_031842271.1	XP_012544577.1
OG0005716	XP_031842705.1	XP_004927343.1, XP_037876021.1
OG0005717	XP_031832488.1	XP_004923753.2
OG0005718	XP_031834910.1	XP_012551393.2
OG0005719	XP_031827937.1	XP_037877050.1
OG0005720	XP_031826469.1	NP_001040501.1, XP_004930219.1
OG0005721	XP_031837667.1	XP_004924705.1
OG0005722	XP_031828831.1	XP_004927187.2
OG0005723	XP_031836866.1	NP_001275941.1, XP_012545491.1
OG0005724	XP_031844187.1	NP_001040226.1
OG0005725	XP_031837806.1	XP_037874923.1
OG0005726	XP_031849128.1	XP_037876555.1
OG0005727	XP_031847237.1	XP_037873984.1
OG0005728	XP_031826130.1	XP_004931289.1
OG0005729	XP_031836681.1	XP_004927955.1
OG0005730	XP_031838676.1	XP_004928844.3
OG0005731	XP_031839872.1	XP_037871394.1, XP_037871389.1
OG0005732	XP_031843192.1	XP_004933014.1
OG0005733	XP_031839789.1	XP_004928279.2
OG0005734	XP_031827262.1	XP_037867334.1
OG0005736	XP_031837895.1	XP_004931619.3
OG0005737	XP_031829630.1	XP_012550791.2
OG0005738	XP_031827091.1	XP_012551509.2
OG0005740	XP_031842237.1	XP_037873851.1
OG0005741	XP_031840583.1	XP_004926291.2
OG0005742	XP_031830774.1	XP_037871906.1
OG0005743	XP_031838905.1	XP_021204711.1
OG0005744	XP_031836888.1	XP_004932124.1
OG0005745	XP_031834845.1	XP_004928906.1
OG0005746	XP_031825345.1	NP_001162054.2
OG0005747	XP_031833675.1	XP_037876132.1
OG0005749	XP_031829694.1	XP_037868455.1
OG0005750	XP_031831853.1	XP_021204372.1
OG0005751	XP_031827480.1	XP_021206856.1
OG0005752	XP_031827295.1, XP_031827294.1	XP_037866621.1
OG0005754	XP_031829999.1	XP_004932914.1, XP_004932915.1
OG0005756	XP_031845481.1	XP_021203323.1, XP_012545356.2
OG0005759	XP_031847560.1	XP_037866617.1
OG0005760	XP_031825660.1	XP_004923366.1
OG0005761	XP_031847186.1, XP_031847185.1, XP_031847187.1	XP_021207619.1
OG0005762	XP_031844765.1	NP_001191410.1, XP_021204051.1
OG0005763	XP_031828230.1, XP_031828231.1	XP_004932911.2
OG0005764	XP_031833568.1	XP_037870471.1
OG0005765	XP_031842125.1	XP_004923009.1, XP_004923011.1
OG0005766	XP_031835528.1, XP_031835529.1	XP_037874355.1, XP_037874353.1
OG0005767	XP_031848532.1	XP_037876232.1
OG0005769	XP_031833321.1	XP_037866532.1
OG0005770	XP_031849271.1	XP_004930218.1
OG0005771	XP_031840126.1	XP_004926347.1
OG0005772	XP_031849843.1	XP_004929213.2
OG0005773	XP_031831081.1	XP_004923979.1
OG0005774	XP_031828524.1	XP_012548256.2
OG0005775	XP_031845819.1	XP_012546324.1, NP_001243910.1
OG0005776	XP_031844174.1	XP_037871571.1, XP_037871572.1
OG0005777	XP_031829854.1	XP_037877709.1
OG0005778	XP_031825729.1	XP_004933007.1
OG0005779	XP_031828127.1	XP_012548899.2
OG0005780	XP_031826177.1	XP_037869113.1, XP_004924878.2
OG0005781	XP_031838537.1	XP_004930988.1
OG0005782	XP_031832034.1	NP_001266293.1
OG0005783	XP_031839492.1	XP_004925130.1
OG0005785	XP_031845969.1	XP_012551889.1
OG0005787	XP_031827848.1	NP_001095933.1
OG0005788	XP_031850105.1, XP_031850107.1	XP_012548305.1, NP_001040215.1
OG0005789	XP_031846443.1	XP_037874791.1
OG0005790	XP_031848842.1	XP_037870712.1, XP_037870713.1
OG0005791	XP_031837675.1	NP_001182633.1
OG0005792	XP_031846306.1	XP_021202672.2
OG0005793	XP_031830946.1	XP_004928513.1
OG0005794	XP_031827416.1	XP_037873131.1
OG0005795	XP_031834731.1	XP_037873763.1
OG0005796	XP_031834575.1	XP_004928961.2
OG0005797	XP_031846091.1	NP_001165389.1, NP_001104822.1, XP_021203197.2, XP_004927161.1
OG0005798	XP_031830684.1	XP_021206238.1
OG0005799	XP_031849744.1	XP_004923944.1
OG0005800	XP_031845035.1	XP_012548509.1
OG0005801	XP_031846554.1	XP_004922820.1
OG0005804	XP_031844881.1, XP_031844715.1, XP_031844799.1, XP_031844978.1	XP_037867393.1
OG0005805	XP_031829809.1	XP_037872278.1, XP_004930113.1
OG0005806	XP_031827358.1, XP_031832505.1, XP_031832504.1	XP_021208328.1, XP_021208324.1
OG0005807	XP_031827131.1	XP_037871024.1
OG0005808	XP_031844322.1	XP_037871573.1
OG0005809	XP_031849086.1	XP_021204878.2, XP_021204877.2
OG0005811	XP_031828562.1, XP_031828561.1	NP_001037482.1
OG0005813	XP_031849390.1, XP_031849389.1	XP_004930974.1
OG0005814	XP_031839968.1, XP_031839969.1, XP_031839971.1	XP_037875230.1, XP_037875231.1
OG0005815	XP_031850033.1, XP_031850034.1	XP_037877160.1, XP_037877163.1
OG0005817	XP_031827059.1, XP_031827060.1	XP_037868161.1
OG0005818	XP_031830050.1, XP_031830051.1	XP_037869465.1
OG0005819	XP_031845827.1	XP_037877279.1, XP_037876939.1
OG0005820	XP_031834587.1, XP_031834586.1	XP_004922647.1, XP_012551815.1, XP_037871267.1
OG0005822	XP_031836633.1, XP_031836631.1	XP_004927245.1
OG0005824	XP_031834914.1	XP_037873274.1
OG0005826	XP_031841663.1	XP_004922907.1
OG0005827	XP_031835743.1, XP_031835744.1	XP_021203128.1
OG0005831	XP_031838726.1	XP_037866630.1
OG0005833	XP_031843560.1	XP_004930401.2
OG0005835	XP_031837953.1, XP_031837954.1	XP_037876912.1, XP_037866554.1
OG0005845	XP_031831012.1	XP_021202175.1
OG0005846	XP_031837446.1, XP_031837447.1	NP_001040534.1
OG0005847	XP_031845950.1	XP_004924510.1, NP_001093279.1
OG0005848	XP_031826966.1	XP_037875046.1
OG0005849	XP_031840013.1	NP_001040526.1
OG0005850	XP_031840014.1	NP_001093278.1
OG0005851	XP_031830510.1	NP_001037150.1
OG0005852	XP_031832257.1	NP_001037209.1
OG0005853	XP_031837024.1	NP_001037267.1
OG0005854	XP_031834496.1	XP_004929459.1
OG0005855	XP_031837207.1	XP_037877660.1, NP_001037269.1
OG0005856	XP_031838911.1	NP_001040448.1
OG0005857	XP_031826987.1	NP_001037231.1
OG0005858	XP_031837661.1	NP_001037520.1
OG0005859	XP_031834312.1	NP_001040337.1
OG0005860	XP_031830001.1	NP_001037247.1
OG0005861	XP_031835174.1	XP_004929274.1
OG0005862	XP_031825603.1	XP_012546903.1, NP_001243947.1
OG0005863	XP_031826170.1	NP_001157384.1, XP_012547721.1
OG0005864	XP_031834244.1	XP_012545314.1
OG0005865	XP_031830995.1	XP_004924163.1
OG0005866	XP_031836011.1	XP_004933262.1
OG0005867	XP_031832232.1	XP_004925667.2
OG0005868	XP_031849307.1	NP_001036940.1
OG0005869	XP_031825878.1	XP_012544927.2
OG0005870	XP_031832721.1	XP_012550682.1
OG0005871	XP_031831464.1	XP_004931988.1
OG0005872	XP_031829295.1	NP_001091753.1
OG0005873	XP_031842970.1	NP_001040438.1
OG0005874	XP_031841434.1	XP_004931801.1
OG0005875	XP_031846840.1	NP_001040261.1
OG0005876	XP_031827240.1	XP_004930705.1
OG0005877	XP_031827881.1	XP_004931441.1, XP_012550496.2
OG0005878	XP_031837933.1	NP_001040270.1
OG0005879	XP_031835499.1	NP_001093285.1
OG0005880	XP_031841643.1	XP_004930782.1
OG0005881	XP_031846208.1	NP_001093286.1
OG0005882	XP_031843448.1	NP_001091763.1
OG0005883	XP_031825638.1	XP_004927123.1
OG0005884	XP_031828998.1	XP_004930993.1
OG0005885	XP_031847005.1	XP_021204395.1
OG0005886	XP_031830108.1	XP_004927079.1
OG0005887	XP_031843785.1	NP_001040170.1
OG0005888	XP_031838340.1	XP_012551317.1, NP_001040236.1
OG0005889	XP_031839019.1	NP_001037147.1
OG0005890	XP_031843802.1	XP_004931901.1
OG0005891	XP_031846189.1	XP_004922592.1
OG0005892	XP_031848660.1	NP_001037215.1
OG0005893	XP_031838399.1	NP_001040373.1, NP_001040162.1
OG0005894	XP_031839507.1, XP_031839515.1	XP_004923890.1
OG0005895	XP_031829448.1	XP_004929165.1
OG0005896	XP_031843552.1	NP_001040476.1
OG0005897	XP_031840311.1	NP_001040427.1
OG0005898	XP_031829844.1	XP_021202549.2
OG0005899	XP_031838020.1	XP_004931280.1
OG0005900	XP_031849493.1	XP_012547935.1, XP_021205155.1
OG0005901	XP_031826337.1	XP_004926440.1
OG0005902	XP_031849916.1	NP_001037642.1
OG0005903	XP_031827301.1	NP_001040459.1
OG0005904	XP_031843285.1	NP_001040463.1
OG0005905	XP_031847817.1	NP_001040278.1
OG0005906	XP_031849874.1	XP_004922416.1
OG0005907	XP_031837287.1	NP_001037578.1
OG0005908	XP_031835126.1	XP_004926929.1
OG0005909	XP_031839066.1	NP_001037138.1
OG0005910	XP_031828454.1	XP_021202191.1
OG0005911	XP_031829994.1	NP_001040510.1
OG0005912	XP_031830771.1	XP_012550382.1, NP_001091796.1
OG0005913	XP_031845160.1	XP_004931309.1
OG0005914	XP_031840059.1	XP_012544881.2
OG0005916	XP_031828673.1	XP_004927833.1
OG0005917	XP_031835131.1	XP_004928888.1
OG0005918	XP_031835863.1	NP_001040325.1
OG0005919	XP_031844074.1	XP_004931468.1
OG0005920	XP_031833506.1	NP_001106708.1
OG0005921	XP_031836878.1	NP_001040265.1
OG0005922	XP_031837985.1	XP_004922426.3
OG0005923	XP_031831403.1	XP_004925129.2
OG0005924	XP_031846173.1	XP_004932835.2
OG0005925	XP_031842694.1	XP_004928267.1
OG0005926	XP_031833188.1	XP_004929435.1
OG0005927	XP_031842696.1, XP_031842697.1	XP_004928693.1
OG0005928	XP_031843059.1	XP_004933051.2
OG0005929	XP_031844020.1	XP_004931616.1
OG0005930	XP_031828995.1	XP_004925539.1
OG0005931	XP_031828864.1	XP_037871107.1
OG0005932	XP_031832313.1	NP_001040361.1
OG0005933	XP_031828905.1	XP_004924239.1
OG0005934	XP_031830784.1, XP_031830792.1	XP_004931812.1
OG0005935	XP_031832104.1	NP_001040529.1
OG0005937	XP_031825811.1	XP_004926126.1
OG0005938	XP_031839145.1	XP_004927022.1
OG0005939	XP_031841482.1	XP_004924436.1
OG0005940	XP_031828004.1	NP_001040235.1
OG0005941	XP_031825630.1	NP_001040116.1
OG0005942	XP_031830601.1	NP_001040492.1
OG0005943	XP_031827371.1	XP_021204052.1
OG0005944	XP_031830279.1	XP_004933023.1
OG0005945	XP_031844493.1	XP_004930423.1
OG0005946	XP_031843949.1	XP_004932633.1
OG0005947	XP_031834588.1	XP_012550051.1
OG0005948	XP_031847473.1	NP_001037616.1, XP_012548760.2
OG0005949	XP_031825420.1	XP_012551005.1
OG0005950	XP_031843557.1	XP_004923471.1
OG0005951	XP_031825537.1	XP_004924604.2
OG0005952	XP_031845021.1, XP_031845020.1	XP_037874095.1
OG0005954	XP_031842156.1	XP_004923387.1
OG0005955	XP_031834578.1	XP_021204243.2, XP_004927084.2, XP_037876375.1, XP_004927087.1
OG0005956	XP_031836813.1	NP_001040202.1
OG0005957	XP_031828663.1	NP_001037434.1
OG0005958	XP_031834515.1	XP_004923115.1
OG0005959	XP_031842169.1	NP_001036986.1
OG0005960	XP_031833298.1	XP_037877661.1, NP_001040106.1
OG0005961	XP_031850563.1	XP_004930979.1
OG0005962	XP_031848048.1	XP_037868918.1
OG0005963	XP_031831508.1	NP_001037664.1
OG0005964	XP_031846724.1	XP_037867348.1
OG0005965	XP_031848493.1	XP_037874721.1
OG0005966	XP_031832873.1	XP_004927953.1
OG0005967	XP_031837188.1	XP_037869950.1
OG0005968	XP_031826435.1	XP_004932938.1
OG0005969	XP_031829551.1	NP_001091743.1
OG0005970	XP_031847357.1, XP_031847349.1	XP_004927445.1
OG0005971	XP_031830655.1	XP_004931482.1
OG0005972	XP_031844707.1	XP_004923063.1
OG0005973	XP_031834446.1	XP_004922925.1
OG0005974	XP_031849625.1	XP_004930444.1
OG0005975	XP_031833609.1	XP_012553378.1, NP_001040258.1
OG0005976	XP_031848418.1	XP_004928667.1
OG0005977	XP_031847491.1	XP_004926037.1, XP_037874001.1
OG0005978	XP_031849875.1	XP_004931608.1
OG0005979	XP_031843096.1	NP_001040173.1
OG0005980	XP_031848236.1	XP_021205726.2
OG0005981	XP_031828997.1	NP_001041703.1
OG0005982	XP_031836966.1	XP_004932544.1
OG0005983	XP_031828114.1	NP_001040523.1
OG0005984	XP_031829478.1	XP_004925210.1
OG0005985	XP_031843898.1	XP_004929263.1
OG0005986	XP_031845350.1	XP_004926045.1
OG0005987	XP_031826200.1	XP_004924156.1
OG0005988	XP_031844984.1	NP_001040535.1
OG0005989	XP_031845532.1	XP_004932388.1
OG0005990	XP_031831797.1	XP_004927759.1
OG0005991	XP_031838574.1	XP_021203329.2
OG0005992	XP_031840233.1	XP_004927747.1
OG0005993	XP_031838325.1	NP_001040442.1
OG0005994	XP_031833213.1	NP_001040386.1
OG0005995	XP_031826909.1	XP_037870852.1
OG0005996	XP_031828909.1	XP_004924802.1
OG0005997	XP_031846393.1	XP_004922245.1
OG0005998	XP_031833352.1	XP_004933567.1
OG0005999	XP_031825525.1	NP_001138800.1, XP_012547716.1
OG0006000	XP_031829442.1	NP_001091811.1
OG0006001	XP_031839378.1	XP_004926557.1
OG0006002	XP_031844093.1	XP_004929273.2
OG0006003	XP_031830280.1	XP_004928722.1
OG0006004	XP_031825623.1	XP_004921847.1
OG0006005	XP_031826026.1	XP_004922007.1
OG0006006	XP_031841596.1	XP_012552770.1, NP_001091769.1
OG0006007	XP_031845292.1	XP_012549644.2
OG0006008	XP_031828167.1	XP_037874882.1
OG0006010	XP_031831846.1	XP_021202677.1
OG0006011	XP_031834332.1	XP_037866631.1, XP_004929152.2
OG0006012	XP_031839553.1	XP_012548841.2
OG0006013	XP_031841467.1, XP_031841468.1	XP_004925975.1
OG0006014	XP_031842912.1	XP_004931499.2
OG0006015	XP_031829242.1	XP_004927272.2
OG0006016	XP_031842930.1, XP_031842929.1	XP_037867998.1
OG0006017	XP_031828357.1	XP_037867898.1
OG0006018	XP_031838381.1	XP_021203070.2
OG0006019	XP_031827543.1	XP_037871809.1
OG0006020	XP_031840179.1	XP_004922077.4
OG0006021	XP_031843038.1	XP_012551683.1
OG0006022	XP_031838573.1	XP_021203461.1, NP_001040137.1
OG0006023	XP_031833697.1	XP_004924093.1
OG0006024	XP_031832908.1	XP_012545923.1
OG0006025	XP_031830889.1	XP_012552810.2
OG0006026	XP_031826213.1	XP_037872614.1
OG0006027	XP_031847048.1, XP_031847057.1	XP_004925181.2
OG0006028	XP_031850004.1	XP_037875643.1
OG0006029	XP_031829710.1	XP_037872194.1
OG0006030	XP_031850428.1	XP_012547930.2
OG0006031	XP_031839055.1	XP_012548996.1
OG0006032	XP_031833014.1	XP_004922016.1
OG0006033	XP_031826340.1	XP_037869765.1
OG0006034	XP_031826376.1	XP_004932811.2
OG0006035	XP_031836957.1	XP_004921996.2
OG0006036	XP_031826065.1	XP_012550261.1
OG0006037	XP_031826885.1	NP_001037678.1
OG0006038	XP_031836562.1	XP_012544940.2
OG0006039	XP_031845249.1	XP_021203091.1
OG0006040	XP_031840012.1	XP_004923163.2
OG0006042	XP_031831201.1	XP_037866902.1
OG0006043	XP_031847094.1	XP_037875260.1
OG0006044	XP_031846481.1	XP_021207466.1
OG0006045	XP_031843054.1	XP_004923360.1
OG0006046	XP_031832283.1	XP_012546828.1
OG0006047	XP_031849902.1	XP_037867906.1
OG0006048	XP_031840197.1	XP_004932952.1
OG0006049	XP_031841882.1	XP_037873904.1
OG0006050	XP_031835490.1	XP_037874266.1
OG0006051	XP_031830501.1	XP_021209311.1
OG0006052	XP_031843490.1	XP_004930407.1
OG0006053	XP_031837592.1	XP_004925265.2
OG0006054	XP_031844521.1	XP_037869446.1
OG0006055	XP_031826178.1	XP_004925775.1
OG0006056	XP_031836018.1	XP_012545704.3
OG0006057	XP_031827308.1	XP_037867169.1
OG0006058	XP_031827289.1	XP_037874460.1
OG0006059	XP_031835430.1, XP_031848851.1	NP_001157371.1
OG0006060	XP_031837499.1	XP_004931664.1
OG0006062	XP_031833345.1	XP_037873839.1, XP_037873838.1
OG0006063	XP_031836218.1	XP_004928272.1
OG0006064	XP_031839151.1	XP_004922915.1
OG0006065	XP_031834216.1	XP_021207187.1, XP_021207195.1
OG0006066	XP_031844937.1, XP_031844939.1, XP_031844938.1	XP_004928248.2
OG0006067	XP_031849029.1	XP_004933463.1
OG0006068	XP_031847643.1	XP_004924994.1
OG0006069	XP_031839457.1	XP_037870641.1
OG0006070	XP_031845028.1	XP_004922631.1
OG0006071	XP_031840540.1	XP_004921947.1
OG0006072	XP_031829639.1	XP_004922465.1
OG0006073	XP_031839780.1	XP_037870881.1
OG0006074	XP_031836027.1, XP_031836028.1	XP_012543984.1
OG0006075	XP_031836208.1	XP_021202319.2
OG0006076	XP_031850273.1	XP_037873084.1
OG0006077	XP_031846925.1	XP_004928466.1
OG0006078	XP_031844160.1	XP_037874703.1
OG0006079	XP_031829716.1	NP_001040349.1
