Orthogroup	Nomia_melanderi	Osmia_bicornis
OG0006965	XP_031835389.1	XP_029037571.1
OG0006966	XP_031836979.1	XP_029032512.1
OG0006967	XP_031845304.1	XP_029034118.1
OG0006968	XP_031842478.1	XP_029052499.1
OG0006969	XP_031829675.1	XP_029035158.1
OG0006970	XP_031828687.1	XP_029039183.1
OG0006971	XP_031829928.1	XP_029046809.1
OG0006972	XP_031828654.1	XP_029053430.1
OG0006973	XP_031845748.1	XP_029038241.1
OG0006974	XP_031832703.1	XP_029045346.1
OG0006975	XP_031832894.1	XP_029045383.1
OG0006976	XP_031828366.1	XP_029055438.1
OG0006977	XP_031845897.1	XP_029037411.1
OG0006978	XP_031840416.1	XP_029047409.1
OG0006979	XP_031826675.1	XP_029032198.1
OG0006980	XP_031841611.1	XP_029034651.1
OG0006981	XP_031826586.1	XP_029035257.1
OG0006982	XP_031835570.1	XP_029042693.1
OG0006983	XP_031826672.1	XP_029046946.1
OG0006984	XP_031837492.1	XP_029033909.1
OG0006985	XP_031842329.1	XP_029033767.1
OG0006986	XP_031843989.1	XP_029037863.1
OG0006987	XP_031835089.1	XP_029043118.1
OG0006988	XP_031846612.1	XP_029048753.1
OG0006989	XP_031848339.1	XP_029052692.1
OG0006990	XP_031845548.1	XP_029047556.1
OG0006991	XP_031844573.1	XP_029033723.1
OG0006992	XP_031839500.1	XP_029050906.1
OG0006993	XP_031840427.1	XP_029047456.1
OG0006994	XP_031825399.1	XP_029054886.1
OG0006995	XP_031828413.1	XP_029038893.1
OG0006996	XP_031829578.1	XP_029043444.1
OG0006997	XP_031826699.1	XP_029049924.1
OG0006998	XP_031838741.1	XP_029041392.1
OG0006999	XP_031845505.1	XP_029041713.1
OG0007000	XP_031834142.1	XP_029051813.1
OG0007001	XP_031829435.1	XP_029034848.1
OG0007002	XP_031828020.1	XP_029055411.1
OG0007003	XP_031831786.1	XP_029046457.1
OG0007004	XP_031847550.1	XP_029042944.1
OG0007005	XP_031844608.1	XP_029041187.1
OG0007006	XP_031825611.1	XP_029043888.1
OG0007007	XP_031834365.1	XP_029039301.1
OG0007008	XP_031847627.1	XP_029052393.1
OG0007009	XP_031845577.1	XP_029046413.1
OG0007010	XP_031838807.1	XP_029050470.1
OG0007011	XP_031830484.1, XP_031830483.1	XP_029051457.1
OG0007012	XP_031833210.1	XP_029034736.1
OG0007013	XP_031833348.1	XP_029032122.1
OG0007014	XP_031840768.1	XP_029033768.1
OG0007015	XP_031832304.1	XP_029038176.1
OG0007016	XP_031845385.1	XP_029035592.1
OG0007017	XP_031846749.1	XP_029032321.1
OG0007018	XP_031828504.1	XP_029037422.1
OG0007019	XP_031829961.1	XP_029044249.1
OG0007020	XP_031843227.1	XP_029044411.1
OG0007022	XP_031832553.1	XP_029040737.1
OG0007023	XP_031831362.1	XP_029046049.1
OG0007024	XP_031832165.1	XP_029046354.1
OG0007025	XP_031846541.1	XP_029035846.1
OG0007026	XP_031825896.1	XP_029040545.1
OG0007027	XP_031829951.1	XP_029047125.1
OG0007028	XP_031832448.1	XP_029048779.1
OG0007029	XP_031835636.1	XP_029049761.1
OG0007030	XP_031848192.1	XP_029052166.1
OG0007031	XP_031842415.1	XP_029054364.1
OG0007032	XP_031846911.1	XP_029039888.1
OG0007033	XP_031844083.1	XP_029040863.1
OG0007034	XP_031847369.1	XP_029056391.1
OG0007035	XP_031829700.1	XP_029051917.1
OG0007036	XP_031828291.1	XP_029035182.1
OG0007038	XP_031843057.1	XP_029040834.1
OG0007039	XP_031837371.1	XP_029032731.1
OG0007040	XP_031847747.1	XP_029045625.1
OG0007041	XP_031827907.1	XP_029035282.1
OG0007042	XP_031840324.1	XP_029036390.1
OG0007043	XP_031830828.1	XP_029049002.1
OG0007044	XP_031838552.1	XP_029048860.1
OG0007045	XP_031827064.1	XP_029048651.1
OG0007046	XP_031843913.1	XP_029055811.1
OG0007047	XP_031837252.1	XP_029043476.1
OG0007048	XP_031843275.1	XP_029039518.1
OG0007049	XP_031834656.1	XP_029036256.1
OG0007050	XP_031839428.1	XP_029038058.1
OG0007051	XP_031826924.1	XP_029050711.1
OG0007052	XP_031844303.1	XP_029033003.1
OG0007053	XP_031848595.1	XP_029051762.1
OG0007054	XP_031826312.1	XP_029040072.1
OG0007055	XP_031841816.1	XP_029053661.1
OG0007056	XP_031825723.1	XP_029034687.1
OG0007057	XP_031844804.1	XP_029034716.1
OG0007058	XP_031843911.1	XP_029056524.1
OG0007059	XP_031847617.1	XP_029052410.1
OG0007060	XP_031837057.1	XP_029049089.1
OG0007061	XP_031840667.1	XP_029047208.1
OG0007062	XP_031827376.1	XP_029051721.1
OG0007063	XP_031827708.1	XP_029049206.1
OG0007064	XP_031837411.1	XP_029047348.1
OG0007065	XP_031842791.1	XP_029045799.1
OG0007066	XP_031843627.1	XP_029036984.1
OG0007067	XP_031827168.1	XP_029050723.1
OG0007068	XP_031841056.1	XP_029050814.1
OG0007069	XP_031844364.1	XP_029044955.1
OG0007070	XP_031835103.1	XP_029041481.1
OG0007071	XP_031849729.1	XP_029050335.1
OG0007072	XP_031828027.1	XP_029055441.1
OG0007073	XP_031848194.1	XP_029052167.1
OG0007074	XP_031838327.1	XP_029036546.1
OG0007075	XP_031831678.1	XP_029038552.1
OG0007076	XP_031830397.1	XP_029034460.1
OG0007077	XP_031842726.1	XP_029036816.1
OG0007078	XP_031830364.1	XP_029035017.1
OG0007079	XP_031836872.1	XP_029038619.1
OG0007080	XP_031833132.1	XP_029041918.1
OG0007081	XP_031846988.1	XP_029041192.1
OG0007082	XP_031831009.1	XP_029039920.1
OG0007083	XP_031828766.1	XP_029040721.1
OG0007084	XP_031828782.1	XP_029054543.1
OG0007085	XP_031840286.1	XP_029042773.1, XP_029043081.1
OG0007086	XP_031828952.1	XP_029051894.1
OG0007087	XP_031837898.1	XP_029041498.1
OG0007088	XP_031829963.1	XP_029044254.1
OG0007089	XP_031832542.1	XP_029040720.1
OG0007090	XP_031846001.1	XP_029032575.1
OG0007091	XP_031848345.1	XP_029052709.1
OG0007092	XP_031826812.1	XP_029049882.1
OG0007093	XP_031848837.1	XP_029036640.1
OG0007094	XP_031838075.1	XP_029052882.1
OG0007095	XP_031826446.1	XP_029032384.1
OG0007096	XP_031840654.1	XP_029037184.1
OG0007097	XP_031847356.1	XP_029049974.1
OG0007098	XP_031846874.1	XP_029049510.1
OG0007099	XP_031830049.1	XP_029046780.1
OG0007100	XP_031838372.1	XP_029047020.1
OG0007101	XP_031833857.1	XP_029036450.1
OG0007102	XP_031833842.1	XP_029052713.1
OG0007103	XP_031849498.1	XP_029046204.1
OG0007104	XP_031846405.1	XP_029041077.1
OG0007105	XP_031825646.1	XP_029052512.1
OG0007106	XP_031838772.1	XP_029044480.1, XP_029044359.1
OG0007107	XP_031840230.1	XP_029040148.1
OG0007108	XP_031839947.1	XP_029031914.1
OG0007109	XP_031827257.1	XP_029048636.1
OG0007110	XP_031845181.1	XP_029046566.1
OG0007111	XP_031840810.1	XP_029037199.1
OG0007112	XP_031840736.1	XP_029037136.1
OG0007113	XP_031839114.1	XP_029037892.1
OG0007114	XP_031849678.1, XP_031849677.1	XP_029037174.1
OG0007115	XP_031830217.1	XP_029044221.1
OG0007116	XP_031840905.1	XP_029033900.1
OG0007117	XP_031843199.1	XP_029038979.1
OG0007118	XP_031835498.1	XP_029048943.1
OG0007119	XP_031848190.1	XP_029038470.1
OG0007120	XP_031825772.1	XP_029039476.1
OG0007121	XP_031827575.1	XP_029034598.1
OG0007122	XP_031827048.1	XP_029053004.1
OG0007123	XP_031840689.1	XP_029046246.1
OG0007124	XP_031835924.1	XP_029045554.1
OG0007125	XP_031833474.1	XP_029034355.1
OG0007126	XP_031827138.1	XP_029033211.1
OG0007127	XP_031845724.1	XP_029051195.1
OG0007128	XP_031847126.1	XP_029037858.1
OG0007129	XP_031847908.1	XP_029039584.1
OG0007130	XP_031845572.1	XP_029046338.1
OG0007131	XP_031828424.1	XP_029032255.1
OG0007132	XP_031829583.1	XP_029043311.1
OG0007133	XP_031848277.1	XP_029033503.1, XP_029033697.1
OG0007134	XP_031843548.1	XP_029056514.1
OG0007135	XP_031844343.1	XP_029032990.1
OG0007136	XP_031842293.1	XP_029044377.1
OG0007137	XP_031832997.1	XP_029037563.1
OG0007138	XP_031839443.1	XP_029037809.1
OG0007139	XP_031827815.1	XP_029049266.1
OG0007140	XP_031835439.1	XP_029037445.1
OG0007141	XP_031844378.1	XP_029045020.1
OG0007142	XP_031840611.1	XP_029055376.1
OG0007143	XP_031829560.1	XP_029043306.1
OG0007144	XP_031828131.1	XP_029038906.1
OG0007145	XP_031837133.1	XP_029032770.1
OG0007146	XP_031830866.1	XP_029034992.1
OG0007147	XP_031833150.1	XP_029041777.1
OG0007148	XP_031849956.1	XP_029055905.1
OG0007149	XP_031840067.1	XP_029051932.1
OG0007150	XP_031836806.1	XP_029049985.1
OG0007151	XP_031841344.1	XP_029048804.1
OG0007152	XP_031849334.1	XP_029049687.1
OG0007153	XP_031833292.1	XP_029054603.1
OG0007154	XP_031847054.1	XP_029048859.1
OG0007155	XP_031826993.1	XP_029050967.1
OG0007156	XP_031829671.1	XP_029051272.1
OG0007157	XP_031847194.1	XP_029033976.1
OG0007158	XP_031846774.1	XP_029055397.1
OG0007159	XP_031827698.1	XP_029043795.1
OG0007160	XP_031836769.1	XP_029043567.1
OG0007161	XP_031847408.1	XP_029050000.1
OG0007162	XP_031838295.1	XP_029037400.1
OG0007163	XP_031848130.1	XP_029050443.1
OG0007164	XP_031834042.1	XP_029053589.1
OG0007165	XP_031829987.1	XP_029051521.1
OG0007166	XP_031826115.1	XP_029044631.1
OG0007168	XP_031844510.1	XP_029033031.1
OG0007169	XP_031827930.1	XP_029032252.1
OG0007170	XP_031828396.1	XP_029035332.1
OG0007171	XP_031839113.1	XP_029037891.1
OG0007172	XP_031826060.1	XP_029046960.1
OG0007173	XP_031844226.1	XP_029037137.1
OG0007174	XP_031831320.1	XP_029048250.1
OG0007175	XP_031833756.1	XP_029036668.1
OG0007176	XP_031832814.1	XP_029039034.1
OG0007178	XP_031845617.1	XP_029035872.1
OG0007179	XP_031835487.1	XP_029048961.1
OG0007180	XP_031848354.1	XP_029040601.1
OG0007181	XP_031842532.1	XP_029045879.1
OG0007182	XP_031840942.1	XP_029032863.1
OG0007183	XP_031844284.1	XP_029052670.1
OG0007184	XP_031834205.1	XP_029038187.1
OG0007185	XP_031833545.1	XP_029041318.1
OG0007186	XP_031844229.1	XP_029050256.1
OG0007187	XP_031844702.1	XP_029054139.1
OG0007188	XP_031850144.1	XP_029037360.1
OG0007189	XP_031840457.1	XP_029032538.1
OG0007190	XP_031840626.1	XP_029055461.1
OG0007192	XP_031829975.1	XP_029047054.1
OG0007193	XP_031829810.1	XP_029046832.1
OG0007194	XP_031847629.1	XP_029052413.1
OG0007195	XP_031840713.1	XP_029037181.1
OG0007196	XP_031829782.1	XP_029054205.1
OG0007197	XP_031843331.1	XP_029036538.1
OG0007198	XP_031826745.1	XP_029045204.1
OG0007199	XP_031842131.1	XP_029038884.1
OG0007200	XP_031836797.1	XP_029040081.1
OG0007201	XP_031849253.1	XP_029046494.1
OG0007202	XP_031831871.1	XP_029043065.1
OG0007203	XP_031834170.1	XP_029045069.1
OG0007205	XP_031836314.1	XP_029035669.1
OG0007206	XP_031843867.1	XP_029038730.1
OG0007207	XP_031839106.1, XP_031839107.1	XP_029037980.1, XP_029037981.1
OG0007208	XP_031832269.1	XP_029041262.1
OG0007209	XP_031832367.1	XP_029050378.1
OG0007210	XP_031838716.1	XP_029031890.1
OG0007211	XP_031838648.1	XP_029053394.1, XP_029053176.1
OG0007212	XP_031833651.1	XP_029052522.1
OG0007213	XP_031836856.1	XP_029033827.1
OG0007214	XP_031831209.1	XP_029055712.1
OG0007216	XP_031830242.1	XP_029044290.1
OG0007217	XP_031850146.1	XP_029038342.1
OG0007218	XP_031833910.1	XP_029036448.1
OG0007219	XP_031836997.1	XP_029035575.1
OG0007220	XP_031827066.1	XP_029048656.1
OG0007221	XP_031846109.1	XP_029045693.1
OG0007222	XP_031846378.1	XP_029040993.1
OG0007223	XP_031845561.1	XP_029053934.1
OG0007225	XP_031837859.1	XP_029038549.1
OG0007226	XP_031825915.1	XP_029050551.1
OG0007227	XP_031836200.1	XP_029054779.1
OG0007228	XP_031846831.1	XP_029042516.1
OG0007229	XP_031826424.1	XP_029032505.1
OG0007230	XP_031830572.1	XP_029047155.1
OG0007231	XP_031834917.1	XP_029032101.1
OG0007232	XP_031834468.1, XP_031834467.1	XP_029044367.1
OG0007233	XP_031832834.1	XP_029054363.1
OG0007234	XP_031842902.1	XP_029045813.1
OG0007235	XP_031843104.1	XP_029047620.1
OG0007236	XP_031835060.1	XP_029044675.1
OG0007237	XP_031830015.1	XP_029052296.1
OG0007238	XP_031832868.1, XP_031832869.1	XP_029039040.1
OG0007239	XP_031828174.1	XP_029055392.1
OG0007240	XP_031838370.1	XP_029047485.1
OG0007241	XP_031829579.1	XP_029037623.1
OG0007242	XP_031830112.1	XP_029034884.1
OG0007243	XP_031842247.1	XP_029048529.1
OG0007244	XP_031838584.1	XP_029046601.1
OG0007245	XP_031832540.1	XP_029040735.1
OG0007246	XP_031838240.1	XP_029052478.1, XP_029052480.1
OG0007247	XP_031843072.1	XP_029038063.1, XP_029038055.1
OG0007248	XP_031833603.1	XP_029036381.1
OG0007249	XP_031825812.1	XP_029045861.1
OG0007250	XP_031828155.1	XP_029035297.1
OG0007251	XP_031841737.1	XP_029050124.1
OG0007252	XP_031836994.1	XP_029032511.1
OG0007253	XP_031838271.1	XP_029050184.1
OG0007254	XP_031840005.1	XP_029031860.1
OG0007255	XP_031837442.1	XP_029047390.1
OG0007256	XP_031839204.1	XP_029054428.1
OG0007257	XP_031838310.1	XP_029051180.1
OG0007259	XP_031826371.1	XP_029055287.1
OG0007260	XP_031848083.1	XP_029043469.1
OG0007262	XP_031849700.1	XP_029037063.1
OG0007263	XP_031830385.1	XP_029033316.1
OG0007264	XP_031825457.1	XP_029045486.1
OG0007265	XP_031847135.1	XP_029054461.1
OG0007266	XP_031842727.1	XP_029036866.1
OG0007267	XP_031835466.1, XP_031835467.1	XP_029042456.1
OG0007268	XP_031844562.1	XP_029053205.1
OG0007269	XP_031827018.1	XP_029050735.1
OG0007270	XP_031845783.1	XP_029051187.1
OG0007271	XP_031849198.1	XP_029046524.1
OG0007272	XP_031846628.1	XP_029045734.1
OG0007273	XP_031849474.1	XP_029037125.1
OG0007274	XP_031827356.1	XP_029042533.1
OG0007275	XP_031829447.1	XP_029036762.1
OG0007276	XP_031825942.1	XP_029050526.1, XP_029050527.1
OG0007277	XP_031834867.1, XP_031834858.1	XP_029043689.1
OG0007278	XP_031832198.1	XP_029041239.1
OG0007279	XP_031846525.1	XP_029054793.1
OG0007280	XP_031839802.1	XP_029041462.1
OG0007281	XP_031825976.1	XP_029053093.1
OG0007282	XP_031839429.1	XP_029038445.1
OG0007283	XP_031828746.1	XP_029042219.1
OG0007284	XP_031845473.1	XP_029035534.1
OG0007285	XP_031849926.1	XP_029049119.1
OG0007286	XP_031825642.1	XP_029036372.1
OG0007287	XP_031849468.1	XP_029052037.1
OG0007288	XP_031833220.1	XP_029034770.1
OG0007289	XP_031849102.1	XP_029055678.1
OG0007290	XP_031847363.1	XP_029050006.1
OG0007291	XP_031840673.1	XP_029047212.1
OG0007292	XP_031836983.1	XP_029054840.1
OG0007293	XP_031834956.1	XP_029031974.1
OG0007294	XP_031827482.1	XP_029038959.1
OG0007295	XP_031848841.1	XP_029041282.1
OG0007297	XP_031850383.1	XP_029031867.1
OG0007298	XP_031825679.1	XP_029048231.1
OG0007299	XP_031846071.1	XP_029044375.1
OG0007300	XP_031826447.1	XP_029032626.1
OG0007301	XP_031846016.1	XP_029032659.1
OG0007302	XP_031828605.1	XP_029042639.1, XP_029042640.1
OG0007303	XP_031831169.1	XP_029055806.1
OG0007304	XP_031842599.1	XP_029040882.1
OG0007305	XP_031835503.1	XP_029044170.1
OG0007306	XP_031840765.1	XP_029037913.1
OG0007307	XP_031850255.1	XP_029046514.1
OG0007308	XP_031841291.1	XP_029038830.1
OG0007309	XP_031847467.1	XP_029037004.1
OG0007311	XP_031833326.1	XP_029034934.1
OG0007312	XP_031834768.1, XP_031848874.1	XP_029036325.1
OG0007313	XP_031835774.1	XP_029049774.1
OG0007314	XP_031845102.1	XP_029035642.1
OG0007315	XP_031838618.1	XP_029038689.1
OG0007316	XP_031845512.1	XP_029035928.1
OG0007317	XP_031831014.1	XP_029039927.1
OG0007318	XP_031833581.1	XP_029042185.1
OG0007319	XP_031846363.1	XP_029050327.1
OG0007320	XP_031847122.1	XP_029042502.1
OG0007321	XP_031835249.1	XP_029047982.1
OG0007322	XP_031831892.1	XP_029051618.1
OG0007323	XP_031835221.1	XP_029044740.1
OG0007324	XP_031845381.1	XP_029035975.1
OG0007325	XP_031847555.1	XP_029047486.1
OG0007326	XP_031829367.1	XP_029042900.1
OG0007327	XP_031838675.1	XP_029050384.1
OG0007328	XP_031833949.1	XP_029042149.1
OG0007329	XP_031842314.1	XP_029049392.1
OG0007330	XP_031849503.1	XP_029046239.1
OG0007331	XP_031848653.1	XP_029034145.1
OG0007332	XP_031850154.1	XP_029037365.1
OG0007333	XP_031843226.1	XP_029044474.1
OG0007334	XP_031829674.1	XP_029035157.1
OG0007335	XP_031826100.1	XP_029055530.1
OG0007336	XP_031840218.1	XP_029048058.1
OG0007337	XP_031846659.1	XP_029055617.1
OG0007338	XP_031850219.1	XP_029040341.1
OG0007339	XP_031836586.1	XP_029048449.1
OG0007340	XP_031849684.1	XP_029049548.1
OG0007341	XP_031848580.1, XP_031848579.1	XP_029044368.1
OG0007342	XP_031835986.1	XP_029049953.1
OG0007343	XP_031835739.1	XP_029048858.1
OG0007344	XP_031843769.1	XP_029039621.1
OG0007345	XP_031839995.1	XP_029036226.1
OG0007346	XP_031849387.1	XP_029044851.1
OG0007347	XP_031839670.1	XP_029034148.1
OG0007348	XP_031829686.1	XP_029050781.1
OG0007349	XP_031840666.1	XP_029037100.1
OG0007350	XP_031826244.1	XP_029035205.1
OG0007351	XP_031830274.1	XP_029049619.1
OG0007352	XP_031828606.1	XP_029050492.1
OG0007353	XP_031834740.1, XP_031834739.1	XP_029056605.1
OG0007354	XP_031848478.1	XP_029055514.1
OG0007355	XP_031826958.1	XP_029042343.1
OG0007356	XP_031829062.1	XP_029044893.1
OG0007357	XP_031840080.1	XP_029039102.1
OG0007358	XP_031848160.1	XP_029053817.1
OG0007359	XP_031833200.1	XP_029034804.1
OG0007360	XP_031847974.1	XP_029042993.1
OG0007361	XP_031848310.1	XP_029040606.1
OG0007362	XP_031830862.1	XP_029047712.1
OG0007363	XP_031832406.1	XP_029052098.1
OG0007364	XP_031849226.1	XP_029049824.1
OG0007365	XP_031830748.1	XP_029039788.1
OG0007366	XP_031845884.1	XP_029037490.1
OG0007367	XP_031850177.1	XP_029046530.1
OG0007368	XP_031831515.1	XP_029043881.1
OG0007369	XP_031844687.1	XP_029052060.1
OG0007370	XP_031842560.1	XP_029047757.1
OG0007371	XP_031849290.1	XP_029049813.1
OG0007373	XP_031836569.1	XP_029050505.1
OG0007374	XP_031840237.1	XP_029041665.1
OG0007375	XP_031849354.1	XP_029053383.1
OG0007376	XP_031836019.1	XP_029035698.1
OG0007377	XP_031848635.1	XP_029037284.1
OG0007378	XP_031843762.1	XP_029039657.1
OG0007379	XP_031841763.1	XP_029040262.1
OG0007380	XP_031832578.1	XP_029038455.1
OG0007381	XP_031845811.1	XP_029038240.1
OG0007382	XP_031848680.1	XP_029050933.1
OG0007383	XP_031841435.1	XP_029045262.1
OG0007384	XP_031847635.1	XP_029052365.1
OG0007385	XP_031837286.1	XP_029032818.1
OG0007386	XP_031846134.1	XP_029035647.1
OG0007387	XP_031833803.1	XP_029041320.1
OG0007388	XP_031829020.1	XP_029048887.1
OG0007389	XP_031839869.1	XP_029034383.1
OG0007390	XP_031849850.1	XP_029049129.1
OG0007391	XP_031845540.1	XP_029035885.1
OG0007392	XP_031847657.1	XP_029050377.1
OG0007393	XP_031845566.1	XP_029035943.1
OG0007394	XP_031838802.1	XP_029037297.1
OG0007395	XP_031832747.1	XP_029037677.1
OG0007396	XP_031837009.1	XP_029052264.1
OG0007397	XP_031828803.1	XP_029044885.1
OG0007398	XP_031830939.1	XP_029040065.1
OG0007399	XP_031825535.1	XP_029048658.1
OG0007400	XP_031842750.1	XP_029036784.1
OG0007401	XP_031825378.1	XP_029046723.1
OG0007402	XP_031832937.1	XP_029051213.1
OG0007404	XP_031833726.1	XP_029041310.1
OG0007405	XP_031848273.1	XP_029045637.1, XP_029045638.1
OG0007406	XP_031837000.1	XP_029052256.1, XP_029052258.1
OG0007407	XP_031844709.1	XP_029033947.1
OG0007408	XP_031838811.1	XP_029048022.1
OG0007409	XP_031845180.1	XP_029046552.1
OG0007410	XP_031839432.1	XP_029037838.1
OG0007411	XP_031847420.1	XP_029040941.1
OG0007412	XP_031850153.1	XP_029038255.1
OG0007413	XP_031850005.1	XP_029049294.1
OG0007414	XP_031849456.1	XP_029048835.1
OG0007415	XP_031849137.1	XP_029050450.1
OG0007416	XP_031848749.1	XP_029052997.1
OG0007417	XP_031837484.1	XP_029034095.1
OG0007418	XP_031827379.1	XP_029056095.1, XP_029056099.1
OG0007419	XP_031847032.1	XP_029053412.1
OG0007420	XP_031831957.1	XP_029040985.1
OG0007421	XP_031838059.1	XP_029037501.1
OG0007422	XP_031838360.1	XP_029051059.1
OG0007423	XP_031837126.1	XP_029039405.1
OG0007424	XP_031837086.1	XP_029038396.1
OG0007425	XP_031847650.1	XP_029052352.1
OG0007426	XP_031843789.1	XP_029040476.1
OG0007428	XP_031839431.1	XP_029038065.1
OG0007429	XP_031827340.1	XP_029035821.1
OG0007430	XP_031845866.1	XP_029046632.1
OG0007431	XP_031836752.1	XP_029032422.1
OG0007432	XP_031838831.1	XP_029052880.1
OG0007433	XP_031829153.1	XP_029043579.1
OG0007434	XP_031846786.1	XP_029055662.1
OG0007435	XP_031848539.1	XP_029043535.1
OG0007436	XP_031849898.1	XP_029049188.1
OG0007437	XP_031835369.1	XP_029037573.1
OG0007438	XP_031834428.1	XP_029035544.1
OG0007439	XP_031829274.1	XP_029040070.1
OG0007440	XP_031828012.1	XP_029032401.1
OG0007441	XP_031831332.1	XP_029038340.1
OG0007442	XP_031846484.1	XP_029044197.1
OG0007443	XP_031841115.1	XP_029044419.1
OG0007444	XP_031845368.1	XP_029035956.1
OG0007445	XP_031833458.1	XP_029042046.1
OG0007446	XP_031847255.1	XP_029040613.1
OG0007447	XP_031832376.1	XP_029044984.1
OG0007448	XP_031842160.1	XP_029038908.1
OG0007449	XP_031830214.1	XP_029044286.1
OG0007450	XP_031826238.1	XP_029035202.1
OG0007451	XP_031826516.1	XP_029055537.1
OG0007452	XP_031843305.1	XP_029034410.1
OG0007453	XP_031842274.1	XP_029033340.1
OG0007454	XP_031826133.1	XP_029047292.1
OG0007455	XP_031826534.1	XP_029052391.1
OG0007456	XP_031848357.1	XP_029050436.1
OG0007457	XP_031844563.1	XP_029049536.1
OG0007458	XP_031838317.1	XP_029038823.1
OG0007459	XP_031850356.1	XP_029033846.1
OG0007460	XP_031825909.1	XP_029051430.1
OG0007461	XP_031841749.1	XP_029040304.1
OG0007462	XP_031830498.1	XP_029048261.1
OG0007463	XP_031837453.1	XP_029047351.1
OG0007464	XP_031844146.1	XP_029049894.1
OG0007465	XP_031832377.1	XP_029044982.1
OG0007466	XP_031837109.1	XP_029032798.1
OG0007467	XP_031840826.1	XP_029037209.1
OG0007468	XP_031828729.1	XP_029050503.1
OG0007469	XP_031848209.1	XP_029052652.1
OG0007470	XP_031839517.1	XP_029034105.1
OG0007471	XP_031832386.1	XP_029052099.1
OG0007472	XP_031827149.1	XP_029049828.1
OG0007473	XP_031841055.1	XP_029050813.1
OG0007474	XP_031834646.1	XP_029053513.1
OG0007475	XP_031846144.1	XP_029045980.1
OG0007477	XP_031836015.1	XP_029035695.1
OG0007478	XP_031834605.1	XP_029043623.1
OG0007479	XP_031848450.1	XP_029037094.1
OG0007480	XP_031838755.1	XP_029048114.1
OG0007481	XP_031832563.1	XP_029044951.1
OG0007482	XP_031836583.1	XP_029048461.1
OG0007483	XP_031846130.1	XP_029044674.1
OG0007484	XP_031849286.1	XP_029037452.1
OG0007485	XP_031843661.1, XP_031843662.1	XP_029047532.1
OG0007486	XP_031825680.1	XP_029036536.1
OG0007487	XP_031843300.1	XP_029041491.1
OG0007488	XP_031827313.1, XP_031827312.1	XP_029035784.1
OG0007489	XP_031825682.1	XP_029056272.1
OG0007490	XP_031832823.1	XP_029041587.1
OG0007491	XP_031849241.1	XP_029037488.1
OG0007492	XP_031826051.1	XP_029039651.1
OG0007493	XP_031838129.1	XP_029039214.1
OG0007494	XP_031825513.1	XP_029048204.1
OG0007495	XP_031841132.1	XP_029044447.1
OG0007496	XP_031833704.1	XP_029036588.1
OG0007497	XP_031830406.1, XP_031830407.1	XP_029047519.1
OG0007498	XP_031832212.1	XP_029051639.1
OG0007499	XP_031841974.1	XP_029047358.1
OG0007500	XP_031836873.1	XP_029038824.1
OG0007501	XP_031837528.1	XP_029046869.1
OG0007502	XP_031847992.1	XP_029050431.1
OG0007505	XP_031845321.1	XP_029032897.1
OG0007506	XP_031831335.1	XP_029046050.1
OG0007507	XP_031838334.1	XP_029037784.1
OG0007508	XP_031844677.1	XP_029052053.1
OG0007509	XP_031841458.1, XP_031841459.1	XP_029033245.1
OG0007511	XP_031834743.1	XP_029055887.1
OG0007512	XP_031835936.1	XP_029045557.1
OG0007513	XP_031840124.1	XP_029041115.1
OG0007515	XP_031842917.1	XP_029045959.1
OG0007516	XP_031845604.1	XP_029053746.1
OG0007517	XP_031833037.1	XP_029041783.1
OG0007518	XP_031846435.1	XP_029034981.1
OG0007519	XP_031839651.1	XP_029034393.1
OG0007521	XP_031836470.1, XP_031836469.1	XP_029049302.1
OG0007522	XP_031833455.1	XP_029041334.1
OG0007524	XP_031838173.1	XP_029038290.1
OG0007525	XP_031835218.1	XP_029053514.1
OG0007526	XP_031846816.1	XP_029040770.1
OG0007527	XP_031842171.1	XP_029037793.1
OG0007528	XP_031846967.1	XP_029041211.1
OG0007529	XP_031834471.1	XP_029044361.1
OG0007530	XP_031826923.1	XP_029056090.1
OG0007531	XP_031849430.1	XP_029046585.1
OG0007532	XP_031828063.1	XP_029035375.1
OG0007533	XP_031839856.1	XP_029053523.1
OG0007534	XP_031845011.1	XP_029035564.1
OG0007535	XP_031839209.1	XP_029050264.1
OG0007536	XP_031832991.1	XP_029045391.1
OG0007537	XP_031846991.1	XP_029039625.1
OG0007538	XP_031848341.1	XP_029053221.1
OG0007539	XP_031841745.1	XP_029043294.1, XP_029043295.1
OG0007540	XP_031847800.1	XP_029033448.1, XP_029033602.1
OG0007541	XP_031849013.1	XP_029051812.1
OG0007542	XP_031845750.1, XP_031845749.1	XP_029038212.1
OG0007543	XP_031833727.1	XP_029036596.1
OG0007544	XP_031834539.1	XP_029040687.1
OG0007545	XP_031844814.1	XP_029047760.1
OG0007546	XP_031829202.1	XP_029051604.1
OG0007547	XP_031827408.1	XP_029034608.1
OG0007548	XP_031828607.1	XP_029044682.1
OG0007550	XP_031838816.1	XP_029053099.1, XP_029052782.1
OG0007551	XP_031839596.1	XP_029036183.1
OG0007552	XP_031845669.1	XP_029046446.1
OG0007553	XP_031828863.1	XP_029050479.1
OG0007554	XP_031838723.1	XP_029048122.1, XP_029048123.1
OG0007555	XP_031833614.1	XP_029036609.1
OG0007556	XP_031837686.1	XP_029037539.1
OG0007557	XP_031845656.1	XP_029045522.1
