Orthogroup	Nomia_melanderi	Megalopta_genalis
OG0007077	XP_031842726.1	XP_033324763.1
OG0007078	XP_031830364.1	XP_033337562.1, XP_033339941.1
OG0007079	XP_031836872.1	XP_033329834.1
OG0007080	XP_031833132.1	XP_033335671.1
OG0007081	XP_031846988.1	XP_033324491.1
OG0007082	XP_031831009.1	XP_033340968.1
OG0007083	XP_031828766.1	XP_033339493.1
OG0007084	XP_031828782.1	XP_033329715.1
OG0007085	XP_031840286.1	XP_033329116.1
OG0007086	XP_031828952.1	XP_033332617.1
OG0007087	XP_031837898.1	XP_033320856.1
OG0007088	XP_031829963.1	XP_033337607.1
OG0007089	XP_031832542.1	XP_033340082.1
OG0007090	XP_031846001.1	XP_033333889.1
OG0007091	XP_031848345.1	XP_033323245.1
OG0007092	XP_031826812.1	XP_033338508.1
OG0007093	XP_031848837.1	XP_033321259.1
OG0007094	XP_031838075.1	XP_033325975.1
OG0007095	XP_031826446.1	XP_033340570.1
OG0007096	XP_031840654.1	XP_033322041.1
OG0007097	XP_031847356.1	XP_033340736.1
OG0007098	XP_031846874.1	XP_033341398.1
OG0007099	XP_031830049.1	XP_033321867.1
OG0007100	XP_031838372.1	XP_033329307.1
OG0007101	XP_031833857.1	XP_033328158.1
OG0007103	XP_031849498.1	XP_033327939.1
OG0007104	XP_031846405.1	XP_033334987.1
OG0007105	XP_031825646.1	XP_033324288.1
OG0007106	XP_031838772.1	XP_033331049.1
OG0007107	XP_031840230.1	XP_033321061.1
OG0007108	XP_031839947.1	XP_033323624.1
OG0007109	XP_031827257.1	XP_033338686.1
OG0007110	XP_031845181.1	XP_033336905.1
OG0007111	XP_031840810.1	XP_033321735.1
OG0007112	XP_031840736.1	XP_033325908.1
OG0007113	XP_031839114.1	XP_033341304.1
OG0007114	XP_031849678.1, XP_031849677.1	XP_033331228.1
OG0007115	XP_031830217.1	XP_033332566.1
OG0007116	XP_031840905.1	XP_033321755.1
OG0007117	XP_031843199.1	XP_033323331.1
OG0007118	XP_031835498.1	XP_033342596.1
OG0007119	XP_031848190.1	XP_033324031.1
OG0007120	XP_031825772.1	XP_033341634.1
OG0007121	XP_031827575.1	XP_033325118.1
OG0007122	XP_031827048.1	XP_033338781.1
OG0007123	XP_031840689.1	XP_033321979.1
OG0007124	XP_031835924.1	XP_033325515.1
OG0007125	XP_031833474.1	XP_033321581.1
OG0007126	XP_031827138.1	XP_033323618.1
OG0007127	XP_031845724.1	XP_033333173.1
OG0007128	XP_031847126.1	XP_033328534.1
OG0007129	XP_031847908.1	XP_033325706.1
OG0007130	XP_031845572.1	XP_033336891.1
OG0007131	XP_031828424.1	XP_033340526.1
OG0007132	XP_031829583.1	XP_033336408.1
OG0007133	XP_031848277.1	XP_033325948.1
OG0007134	XP_031843548.1	XP_033325884.1
OG0007135	XP_031844343.1	XP_033321854.1
OG0007136	XP_031842293.1	XP_033333827.1
OG0007137	XP_031832997.1	XP_033336661.1
OG0007138	XP_031839443.1	XP_033323023.1
OG0007139	XP_031827815.1	XP_033332037.1
OG0007140	XP_031835439.1	XP_033342697.1
OG0007141	XP_031844378.1	XP_033330250.1
OG0007142	XP_031840611.1	XP_033340542.1
OG0007143	XP_031829560.1	XP_033336371.1
OG0007144	XP_031828131.1	XP_033322548.1
OG0007145	XP_031837133.1	XP_033335709.1
OG0007146	XP_031830866.1	XP_033337932.1
OG0007147	XP_031833150.1	XP_033330847.1
OG0007148	XP_031849956.1	XP_033324830.1
OG0007150	XP_031836806.1	XP_033323117.1
OG0007151	XP_031841344.1	XP_033335315.1
OG0007152	XP_031849334.1	XP_033343067.1
OG0007153	XP_031833292.1	XP_033336734.1
OG0007154	XP_031847054.1	XP_033331665.1
OG0007155	XP_031826993.1	XP_033338578.1
OG0007156	XP_031829671.1	XP_033337574.1
OG0007157	XP_031847194.1	XP_033328915.1
OG0007158	XP_031846774.1	XP_033340211.1
OG0007159	XP_031827698.1	XP_033334163.1
OG0007160	XP_031836769.1	XP_033336079.1
OG0007161	XP_031847408.1	XP_033340287.1
OG0007162	XP_031838295.1	XP_033339222.1
OG0007163	XP_031848130.1	XP_033322771.1
OG0007164	XP_031834042.1	XP_033333966.1
OG0007165	XP_031829987.1	XP_033330330.1
OG0007166	XP_031826115.1	XP_033331819.1
OG0007168	XP_031844510.1	XP_033323166.1
OG0007169	XP_031827930.1	XP_033326821.1
OG0007170	XP_031828396.1	XP_033328289.1
OG0007171	XP_031839113.1	XP_033341302.1
OG0007172	XP_031826060.1	XP_033328866.1
OG0007173	XP_031844226.1	XP_033321964.1
OG0007174	XP_031831320.1	XP_033338990.1
OG0007175	XP_031833756.1	XP_033322551.1
OG0007176	XP_031832814.1	XP_033336283.1
OG0007178	XP_031845617.1	XP_033338086.1
OG0007179	XP_031835487.1	XP_033342563.1
OG0007180	XP_031848354.1	XP_033322003.1
OG0007181	XP_031842532.1	XP_033324676.1
OG0007182	XP_031840942.1	XP_033326119.1
OG0007183	XP_031844284.1	XP_033321616.1
OG0007184	XP_031834205.1	XP_033329358.1
OG0007185	XP_031833545.1	XP_033338326.1
OG0007186	XP_031844229.1	XP_033325812.1
OG0007187	XP_031844702.1	XP_033341087.1
OG0007188	XP_031850144.1	XP_033342957.1
OG0007189	XP_031840457.1	XP_033340301.1
OG0007190	XP_031840626.1	XP_033340652.1
OG0007192	XP_031829975.1	XP_033337634.1
OG0007193	XP_031829810.1	XP_033332658.1
OG0007194	XP_031847629.1	XP_033339286.1, XP_033339341.1
OG0007195	XP_031840713.1	XP_033321831.1
OG0007196	XP_031829782.1	XP_033337529.1
OG0007197	XP_031843331.1	XP_033339263.1
OG0007198	XP_031826745.1	XP_033326267.1
OG0007200	XP_031836797.1	XP_033323722.1
OG0007201	XP_031849253.1	XP_033342490.1
OG0007202	XP_031831871.1	XP_033334179.1, XP_033334177.1, XP_033334178.1
OG0007205	XP_031836314.1	XP_033333572.1
OG0007206	XP_031843867.1	XP_033321349.1
OG0007207	XP_031839106.1, XP_031839107.1	XP_033341291.1
OG0007208	XP_031832269.1	XP_033333267.1
OG0007209	XP_031832367.1	XP_033331980.1
OG0007210	XP_031838716.1	XP_033329158.1
OG0007211	XP_031838648.1	XP_033322814.1
OG0007212	XP_031833651.1	XP_033324081.1
OG0007213	XP_031836856.1	XP_033323233.1
OG0007216	XP_031830242.1	XP_033337857.1
OG0007217	XP_031850146.1	XP_033335050.1
OG0007218	XP_031833910.1	XP_033328110.1
OG0007219	XP_031836997.1	XP_033325618.1
OG0007220	XP_031827066.1	XP_033326290.1
OG0007221	XP_031846109.1	XP_033332179.1
OG0007222	XP_031846378.1	XP_033334900.1
OG0007223	XP_031845561.1	XP_033327170.1
OG0007225	XP_031837859.1	XP_033322179.1
OG0007226	XP_031825915.1	XP_033325462.1
OG0007227	XP_031836200.1	XP_033332284.1
OG0007228	XP_031846831.1	XP_033328740.1
OG0007230	XP_031830572.1	XP_033327485.1
OG0007231	XP_031834917.1	XP_033321507.1
OG0007232	XP_031834468.1, XP_031834467.1	XP_033326404.1
OG0007234	XP_031842902.1	XP_033327683.1
OG0007235	XP_031843104.1	XP_033342139.1
OG0007236	XP_031835060.1	XP_033330401.1
OG0007237	XP_031830015.1	XP_033337430.1
OG0007238	XP_031832868.1, XP_031832869.1	XP_033335783.1
OG0007239	XP_031828174.1	XP_033340601.1
OG0007240	XP_031838370.1	XP_033333108.1
OG0007241	XP_031829579.1	XP_033330819.1
OG0007242	XP_031830112.1	XP_033337892.1
OG0007243	XP_031842247.1	XP_033343076.1
OG0007244	XP_031838584.1	XP_033334511.1
OG0007245	XP_031832540.1	XP_033340118.1
OG0007246	XP_031838240.1	XP_033341874.1
OG0007247	XP_031843072.1	XP_033333747.1
OG0007248	XP_031833603.1	XP_033338329.1
OG0007249	XP_031825812.1	XP_033341410.1
OG0007250	XP_031828155.1	XP_033340685.1
OG0007251	XP_031841737.1	XP_033330016.1
OG0007252	XP_031836994.1	XP_033333328.1
OG0007253	XP_031838271.1	XP_033342019.1
OG0007254	XP_031840005.1	XP_033341932.1
OG0007255	XP_031837442.1	XP_033326145.1
OG0007257	XP_031838310.1	XP_033329404.1
OG0007259	XP_031826371.1	XP_033331911.1
OG0007260	XP_031848083.1	XP_033336053.1
OG0007262	XP_031849700.1	XP_033321720.1
OG0007263	XP_031830385.1	XP_033327618.1
OG0007264	XP_031825457.1	XP_033326505.1
OG0007265	XP_031847135.1	XP_033328744.1
OG0007266	XP_031842727.1	XP_033324730.1, XP_033324731.1, XP_033324728.1
OG0007267	XP_031835466.1, XP_031835467.1	XP_033342615.1, XP_033342616.1
OG0007268	XP_031844562.1	XP_033321767.1
OG0007269	XP_031827018.1	XP_033338421.1
OG0007270	XP_031845783.1	XP_033333162.1
OG0007271	XP_031849198.1	XP_033343053.1
OG0007272	XP_031846628.1	XP_033324042.1
OG0007273	XP_031849474.1	XP_033326200.1
OG0007274	XP_031827356.1	XP_033323000.1
OG0007275	XP_031829447.1	XP_033324866.1
OG0007276	XP_031825942.1	XP_033340593.1, XP_033340594.1
OG0007278	XP_031832198.1	XP_033329383.1
OG0007279	XP_031846525.1	XP_033337921.1
OG0007280	XP_031839802.1	XP_033333761.1
OG0007281	XP_031825976.1	XP_033340906.1
OG0007282	XP_031839429.1	XP_033332810.1
OG0007283	XP_031828746.1	XP_033327403.1
OG0007284	XP_031845473.1	XP_033324146.1
OG0007285	XP_031849926.1	XP_033334836.1
OG0007286	XP_031825642.1	XP_033324287.1
OG0007287	XP_031849468.1	XP_033327640.1
OG0007288	XP_031833220.1	XP_033327055.1
OG0007289	XP_031849102.1	XP_033322823.1
OG0007290	XP_031847363.1	XP_033340380.1
OG0007291	XP_031840673.1	XP_033323304.1
OG0007294	XP_031827482.1	XP_033322522.1
OG0007295	XP_031848841.1	XP_033329213.1
OG0007297	XP_031850383.1	XP_033327472.1
OG0007298	XP_031825679.1	XP_033324346.1
OG0007299	XP_031846071.1	XP_033325309.1
OG0007300	XP_031826447.1	XP_033340992.1
OG0007301	XP_031846016.1	XP_033333898.1
OG0007302	XP_031828605.1	XP_033339538.1
OG0007303	XP_031831169.1	XP_033332142.1
OG0007304	XP_031842599.1	XP_033341693.1
OG0007305	XP_031835503.1	XP_033342283.1
OG0007306	XP_031840765.1	XP_033327908.1
OG0007307	XP_031850255.1	XP_033334740.1
OG0007308	XP_031841291.1	XP_033335504.1
OG0007309	XP_031847467.1	XP_033330948.1
OG0007310	XP_031835001.1	XP_033330545.1
OG0007311	XP_031833326.1	XP_033327047.1
OG0007313	XP_031835774.1	XP_033342603.1
OG0007314	XP_031845102.1	XP_033336755.1
OG0007315	XP_031838618.1	XP_033329683.1
OG0007316	XP_031845512.1	XP_033338083.1
OG0007317	XP_031831014.1	XP_033340967.1
OG0007318	XP_031833581.1	XP_033337239.1
OG0007319	XP_031846363.1	XP_033337712.1
OG0007320	XP_031847122.1	XP_033341507.1
OG0007321	XP_031835249.1	XP_033331755.1
OG0007322	XP_031831892.1	XP_033329475.1
OG0007323	XP_031835221.1	XP_033331790.1
OG0007324	XP_031845381.1	XP_033327124.1
OG0007325	XP_031847555.1	XP_033326511.1
OG0007326	XP_031829367.1	XP_033336912.1
OG0007327	XP_031838675.1	XP_033321091.1
OG0007329	XP_031842314.1	XP_033325335.1
OG0007330	XP_031849503.1	XP_033340249.1
OG0007331	XP_031848653.1	XP_033330614.1
OG0007332	XP_031850154.1	XP_033342763.1
OG0007333	XP_031843226.1	XP_033324896.1, XP_033324897.1
OG0007334	XP_031829674.1	XP_033329926.1
OG0007335	XP_031826100.1	XP_033328442.1
OG0007336	XP_031840218.1	XP_033321063.1
OG0007337	XP_031846659.1	XP_033340040.1, XP_033340041.1
OG0007338	XP_031850219.1	XP_033335253.1
OG0007339	XP_031836586.1	XP_033333805.1
OG0007340	XP_031849684.1	XP_033321684.1
OG0007342	XP_031835986.1	XP_033330247.1
OG0007343	XP_031835739.1	XP_033343023.1
OG0007344	XP_031843769.1	XP_033330434.1
OG0007345	XP_031839995.1	XP_033323570.1
OG0007346	XP_031849387.1	XP_033342318.1
OG0007347	XP_031839670.1	XP_033341903.1
OG0007348	XP_031829686.1	XP_033337489.1
OG0007349	XP_031840666.1	XP_033321587.1
OG0007350	XP_031826244.1	XP_033331843.1
OG0007351	XP_031830274.1	XP_033337865.1
OG0007352	XP_031828606.1	XP_033339556.1
OG0007354	XP_031848478.1	XP_033326887.1
OG0007355	XP_031826958.1	XP_033338859.1
OG0007356	XP_031829062.1	XP_033334433.1
OG0007357	XP_031840080.1	XP_033327897.1
OG0007358	XP_031848160.1	XP_033330832.1
OG0007359	XP_031833200.1	XP_033327174.1
OG0007360	XP_031847974.1	XP_033338063.1
OG0007361	XP_031848310.1	XP_033322011.1
OG0007362	XP_031830862.1	XP_033320940.1
OG0007363	XP_031832406.1	XP_033330243.1
OG0007364	XP_031849226.1	XP_033334928.1
OG0007365	XP_031830748.1	XP_033330543.1
OG0007366	XP_031845884.1	XP_033336506.1
OG0007367	XP_031850177.1	XP_033334558.1
OG0007368	XP_031831515.1	XP_033335585.1
OG0007369	XP_031844687.1	XP_033322060.1
OG0007370	XP_031842560.1	XP_033340974.1
OG0007371	XP_031849290.1	XP_033334693.1
OG0007372	XP_031845256.1	XP_033327234.1
OG0007373	XP_031836569.1	XP_033330980.1
OG0007374	XP_031840237.1	XP_033329148.1
OG0007375	XP_031849354.1	XP_033342333.1
OG0007376	XP_031836019.1	XP_033339310.1
OG0007377	XP_031848635.1	XP_033329178.1
OG0007378	XP_031843762.1	XP_033330478.1
OG0007379	XP_031841763.1	XP_033338452.1
OG0007380	XP_031832578.1	XP_033335786.1
OG0007381	XP_031845811.1	XP_033332762.1
OG0007382	XP_031848680.1	XP_033323069.1
OG0007383	XP_031841435.1	XP_033326107.1
OG0007384	XP_031847635.1	XP_033339091.1
OG0007385	XP_031837286.1	XP_033330835.1
OG0007386	XP_031846134.1	XP_033329789.1
OG0007387	XP_031833803.1	XP_033338366.1
OG0007388	XP_031829020.1	XP_033335126.1
OG0007389	XP_031839869.1	XP_033321558.1
OG0007390	XP_031849850.1	XP_033334982.1
OG0007391	XP_031845540.1	XP_033338077.1
OG0007392	XP_031847657.1	XP_033341255.1
OG0007394	XP_031838802.1	XP_033326863.1
OG0007395	XP_031832747.1	XP_033336521.1
OG0007396	XP_031837009.1	XP_033334426.1
OG0007397	XP_031828803.1	XP_033334463.1
OG0007398	XP_031830939.1	XP_033340949.1
OG0007399	XP_031825535.1	XP_033328218.1
OG0007400	XP_031842750.1	XP_033324794.1
OG0007401	XP_031825378.1	XP_033328093.1
OG0007402	XP_031832937.1	XP_033330810.1
OG0007403	XP_031825633.1	XP_033337274.1
OG0007404	XP_031833726.1	XP_033339771.1
OG0007405	XP_031848273.1	XP_033325935.1
OG0007406	XP_031837000.1	XP_033334420.1
OG0007407	XP_031844709.1	XP_033341440.1
OG0007409	XP_031845180.1	XP_033336903.1
OG0007410	XP_031839432.1	XP_033323021.1
OG0007412	XP_031850153.1	XP_033334674.1
OG0007413	XP_031850005.1	XP_033332474.1
OG0007414	XP_031849456.1	XP_033342620.1
OG0007415	XP_031849137.1	XP_033322762.1
OG0007416	XP_031848763.1, XP_031848749.1	XP_033338820.1
OG0007417	XP_031837484.1	XP_033326164.1
OG0007418	XP_031827379.1	XP_033325078.1
OG0007419	XP_031847032.1	XP_033324832.1
OG0007420	XP_031831957.1	XP_033329510.1, XP_033329511.1, XP_033329512.1
OG0007421	XP_031838059.1	XP_033337638.1
OG0007422	XP_031838360.1	XP_033329409.1
OG0007423	XP_031837126.1	XP_033323883.1
OG0007424	XP_031837086.1	XP_033335770.1
OG0007425	XP_031847650.1	XP_033339300.1
OG0007426	XP_031843789.1	XP_033339318.1
OG0007428	XP_031839431.1	XP_033341147.1
OG0007429	XP_031827340.1	XP_033341390.1
OG0007430	XP_031845866.1	XP_033322431.1
OG0007431	XP_031836752.1	XP_033330991.1
OG0007432	XP_031838831.1	XP_033323742.1
OG0007433	XP_031829153.1	XP_033339738.1
OG0007434	XP_031846786.1	XP_033340393.1
OG0007435	XP_031848539.1	XP_033336653.1
OG0007436	XP_031849898.1	XP_033334840.1
OG0007437	XP_031835369.1	XP_033342347.1
OG0007438	XP_031834428.1	XP_033332374.1
OG0007439	XP_031829274.1	XP_033330440.1
OG0007440	XP_031828012.1	XP_033329969.1
OG0007442	XP_031846484.1	XP_033337359.1
OG0007443	XP_031841115.1	XP_033323026.1
OG0007444	XP_031845368.1	XP_033327092.1
OG0007445	XP_031833458.1	XP_033337152.1
OG0007447	XP_031832376.1	XP_033331455.1
OG0007448	XP_031842160.1	XP_033329760.1
OG0007449	XP_031830214.1	XP_033330294.1
OG0007450	XP_031826238.1	XP_033331840.1
OG0007451	XP_031826516.1	XP_033328410.1
OG0007453	XP_031842274.1	XP_033335147.1
OG0007454	XP_031826133.1	XP_033340107.1
OG0007455	XP_031826534.1	XP_033340265.1
OG0007456	XP_031848357.1	XP_033322840.1
OG0007457	XP_031844563.1	XP_033322083.1
OG0007458	XP_031838317.1	XP_033321743.1
OG0007459	XP_031850356.1	XP_033323231.1
OG0007460	XP_031825909.1	XP_033320974.1
OG0007461	XP_031841749.1	XP_033338897.1
OG0007462	XP_031830498.1	XP_033320952.1
OG0007463	XP_031837453.1	XP_033340022.1
OG0007464	XP_031844146.1	XP_033339040.1
OG0007465	XP_031832377.1	XP_033331425.1
OG0007466	XP_031837109.1	XP_033336249.1
OG0007467	XP_031840826.1	XP_033321737.1
OG0007468	XP_031828729.1	XP_033332309.1
OG0007469	XP_031848209.1	XP_033323958.1
OG0007470	XP_031839517.1	XP_033339481.1
OG0007471	XP_031832386.1	XP_033331521.1
OG0007472	XP_031827149.1	XP_033338477.1
OG0007473	XP_031841055.1	XP_033329965.1
OG0007474	XP_031834646.1	XP_033341824.1
OG0007475	XP_031846144.1	XP_033332084.1
OG0007477	XP_031836015.1	XP_033334358.1
OG0007479	XP_031848450.1	XP_033322175.1
OG0007480	XP_031838755.1	XP_033339955.1
OG0007481	XP_031832563.1	XP_033340037.1
OG0007482	XP_031836583.1	XP_033322958.1
OG0007483	XP_031846130.1	XP_033325461.1
OG0007485	XP_031843661.1, XP_031843662.1	XP_033338946.1
OG0007486	XP_031825680.1	XP_033324347.1
OG0007487	XP_031843300.1	XP_033323350.1
OG0007488	XP_031827313.1, XP_031827312.1	XP_033332596.1
OG0007489	XP_031825682.1	XP_033325077.1
OG0007490	XP_031832823.1	XP_033341871.1
OG0007491	XP_031849241.1	XP_033335155.1, XP_033335154.1
OG0007492	XP_031826051.1	XP_033328370.1
OG0007493	XP_031838129.1	XP_033321732.1
OG0007494	XP_031825513.1	XP_033324130.1
OG0007495	XP_031841132.1	XP_033328861.1
OG0007496	XP_031833704.1	XP_033328192.1, XP_033328193.1
OG0007497	XP_031830406.1, XP_031830407.1	XP_033331594.1
OG0007498	XP_031832212.1	XP_033329456.1
OG0007499	XP_031841974.1	XP_033329872.1
OG0007500	XP_031836873.1	XP_033329518.1, XP_033322417.1
OG0007501	XP_031837528.1	XP_033324024.1
OG0007502	XP_031847992.1	XP_033322837.1, XP_033322839.1, XP_033322838.1, XP_033322836.1
OG0007503	XP_031833693.1	XP_033328164.1
OG0007504	XP_031840405.1	XP_033328971.1
OG0007505	XP_031845321.1	XP_033326957.1
OG0007506	XP_031831335.1	XP_033332074.1, XP_033332073.1
OG0007507	XP_031838334.1	XP_033339168.1
OG0007508	XP_031844677.1	XP_033322052.1
OG0007509	XP_031841458.1, XP_031841459.1	XP_033338618.1
OG0007512	XP_031835936.1	XP_033325519.1
OG0007514	XP_031831058.1	XP_033331621.1
OG0007515	XP_031842917.1	XP_033322191.1
OG0007516	XP_031845604.1	XP_033327236.1, XP_033327235.1
OG0007517	XP_031833037.1	XP_033330896.1
OG0007518	XP_031846435.1	XP_033337928.1
OG0007519	XP_031839651.1	XP_033321548.1
OG0007521	XP_031836470.1, XP_031836469.1	XP_033338110.1
OG0007522	XP_031833455.1	XP_033338327.1
OG0007525	XP_031835218.1	XP_033340999.1
OG0007526	XP_031846816.1	XP_033340080.1
OG0007527	XP_031842171.1	XP_033327347.1
OG0007528	XP_031846967.1	XP_033324417.1
OG0007529	XP_031834471.1	XP_033326396.1
OG0007530	XP_031826923.1	XP_033335241.1
OG0007531	XP_031849430.1	XP_033342711.1
OG0007532	XP_031828063.1	XP_033328300.1
OG0007533	XP_031839856.1	XP_033341795.1
OG0007534	XP_031845011.1	XP_033336763.1, XP_033336762.1, XP_033336761.1
OG0007535	XP_031839209.1	XP_033341187.1
OG0007536	XP_031832991.1	XP_033336263.1
OG0007537	XP_031846991.1	XP_033320816.1
OG0007538	XP_031848341.1	XP_033331268.1, XP_033331184.1
OG0007539	XP_031841745.1	XP_033330068.1
OG0007540	XP_031847800.1	XP_033331429.1
OG0007541	XP_031849013.1	XP_033329624.1, XP_033329623.1
OG0007542	XP_031845750.1, XP_031845749.1	XP_033332944.1
OG0007543	XP_031833727.1	XP_033328172.1
OG0007544	XP_031834539.1	XP_033338215.1
OG0007545	XP_031844814.1	XP_033340203.1
OG0007546	XP_031829202.1	XP_033330511.1
OG0007547	XP_031827408.1	XP_033325127.1
OG0007548	XP_031828607.1	XP_033329722.1
OG0007550	XP_031838816.1	XP_033322727.1
OG0007551	XP_031839596.1	XP_033339925.1, XP_033323682.1
OG0007552	XP_031845669.1	XP_033324100.1
OG0007555	XP_031833614.1	XP_033328241.1
OG0007556	XP_031837686.1	XP_033338002.1
OG0007557	XP_031845656.1	XP_033333978.1
OG0007558	XP_031845679.1	XP_033324348.1
OG0007559	XP_031841133.1	XP_033322966.1
OG0007560	XP_031836285.1	XP_033334285.1
OG0007562	XP_031846027.1	XP_033329772.1
OG0007563	XP_031850018.1	XP_033325102.1
OG0007564	XP_031835479.1, XP_031835480.1	XP_033342556.1
OG0007565	XP_031827880.1	XP_033340777.1
OG0007566	XP_031841282.1	XP_033334335.1
OG0007568	XP_031831983.1, XP_031831985.1, XP_031831984.1, XP_031831982.1	XP_033329335.1, XP_033329336.1
OG0007569	XP_031832240.1	XP_033339095.1, XP_033339097.1
OG0007570	XP_031829197.1, XP_031829198.1	XP_033339759.1, XP_033339758.1, XP_033339757.1, XP_033339756.1
OG0007571	XP_031836728.1, XP_031836729.1	XP_033330962.1
OG0007572	XP_031829480.1	XP_033322318.1
OG0007573	XP_031833649.1	XP_033337229.1
OG0007574	XP_031828821.1	XP_033337609.1
OG0007575	XP_031846689.1	XP_033340188.1
OG0007576	XP_031846538.1, XP_031846528.1	XP_033333288.1
OG0007577	XP_031843456.1, XP_031843457.1, XP_031843458.1, XP_031843459.1, XP_031843455.1	XP_033325686.1
OG0007578	XP_031841836.1	XP_033335540.1, XP_033336292.1
OG0007579	XP_031827225.1	XP_033338670.1
OG0007580	XP_031838216.1	XP_033337475.1
OG0007581	XP_031834733.1	XP_033341893.1
OG0007582	XP_031837674.1	XP_033337829.1
OG0007583	XP_031830583.1, XP_031830580.1, XP_031830581.1, XP_031830587.1, XP_031830596.1	XP_033341057.1
OG0007584	XP_031835493.1	XP_033342571.1
OG0007585	XP_031829048.1	XP_033342896.1
OG0007586	XP_031842885.1	XP_033327667.1
OG0007587	XP_031837799.1	XP_033339603.1, XP_033339602.1
OG0007588	XP_031827990.1, XP_031827986.1	XP_033322524.1
OG0007589	XP_031825312.1	XP_033331150.1
OG0007590	XP_031833734.1	XP_033328185.1
OG0007591	XP_031840215.1	XP_033329132.1, XP_033329131.1, XP_033329130.1
OG0007592	XP_031843527.1	XP_033325891.1
OG0007593	XP_031841270.1	XP_033332936.1
OG0007594	XP_031843007.1, XP_031843012.1, XP_031842946.1, XP_031842962.1, XP_031843033.1, XP_031842988.1, XP_031842952.1, XP_031842978.1, XP_031842971.1, XP_031842998.1, XP_031843023.1, XP_031843041.1	XP_033334344.1
OG0007595	XP_031837225.1, XP_031837217.1	XP_033336250.1
OG0007597	XP_031834173.1	XP_033342203.1
OG0007599	XP_031848468.1	XP_033331113.1, XP_033339378.1
OG0007604	XP_031842769.1	XP_033324847.1
OG0007605	XP_031838217.1	XP_033339403.1
OG0007606	XP_031841306.1	XP_033330040.1
OG0007607	XP_031839268.1	XP_033322910.1
OG0007609	XP_031841065.1	XP_033329960.1
OG0007610	XP_031827357.1	XP_033338684.1
OG0007612	XP_031839537.1	XP_033339406.1, XP_033339407.1
OG0007613	XP_031831499.1	XP_033332088.1
OG0007615	XP_031835964.1	XP_033330293.1
OG0007616	XP_031841000.1	XP_033323128.1
OG0007618	XP_031830824.1	XP_033320998.1
OG0007619	XP_031833402.1	XP_033323663.1
OG0007620	XP_031825953.1	XP_033327559.1
OG0007621	XP_031832199.1	XP_033329384.1
OG0007624	XP_031837184.1	XP_033323939.1
OG0007625	XP_031835368.1	XP_033342447.1
OG0007626	XP_031830384.1	XP_033327617.1
OG0007627	XP_031826269.1	XP_033328899.1
OG0007628	XP_031825316.1	XP_033334030.1
OG0007629	XP_031831789.1	XP_033338989.1
OG0007630	XP_031838298.1	XP_033332785.1
OG0007631	XP_031840640.1	XP_033328837.1
OG0007632	XP_031847851.1	XP_033331468.1
OG0007633	XP_031846688.1	XP_033328728.1
OG0007634	XP_031845287.1	XP_033338180.1
OG0007635	XP_031843170.1	XP_033340790.1
OG0007636	XP_031828923.1	XP_033337547.1
OG0007637	XP_031830966.1	XP_033320875.1
OG0007638	XP_031827867.1	XP_033331828.1
OG0007640	XP_031830700.1	XP_033330532.1
OG0007641	XP_031827971.1	XP_033322683.1
OG0007643	XP_031826790.1	XP_033326313.1
OG0007644	XP_031832734.1	XP_033335970.1
OG0007647	XP_031840916.1	XP_033334680.1
OG0007648	XP_031849139.1	XP_033326852.1
OG0007649	XP_031836580.1	XP_033335775.1
OG0007650	XP_031846191.1	XP_033321291.1
OG0007652	XP_031843306.1	XP_033342185.1
OG0007654	XP_031841085.1	XP_033329911.1
OG0007655	XP_031829369.1	XP_033337089.1
OG0007656	XP_031829864.1	XP_033337608.1
OG0007657	XP_031844597.1	XP_033321757.1
OG0007658	XP_031834025.1	XP_033334012.1, XP_033334010.1, XP_033334011.1
OG0007659	XP_031834393.1	XP_033335170.1
OG0007660	XP_031845182.1	XP_033336857.1
OG0007661	XP_031841169.1	XP_033338019.1
OG0007662	XP_031840291.1	XP_033321039.1
OG0007663	XP_031847830.1	XP_033331461.1
OG0007664	XP_031845872.1	XP_033321437.1
OG0007665	XP_031847315.1	XP_033341533.1
OG0007666	XP_031833217.1	XP_033327160.1
OG0007668	XP_031846096.1	XP_033332356.1
OG0007669	XP_031830463.1	XP_033327420.1
OG0007670	XP_031846296.1	XP_033334387.1
OG0007672	XP_031830107.1	XP_033327577.1
OG0007673	XP_031843908.1	XP_033340724.1
OG0007674	XP_031834204.1	XP_033332769.1
OG0007675	XP_031847160.1	XP_033328540.1
OG0007676	XP_031840674.1	XP_033321741.1
OG0007677	XP_031835806.1	XP_033342934.1
OG0007678	XP_031838950.1	XP_033327754.1
OG0007679	XP_031827317.1	XP_033340017.1
OG0007680	XP_031845138.1	XP_033321300.1
OG0007681	XP_031836801.1	XP_033323729.1
OG0007684	XP_031843376.1	XP_033327974.1
OG0007685	XP_031843590.1	XP_033337848.1
OG0007686	XP_031839809.1	XP_033321578.1
OG0007687	XP_031840639.1	XP_033333466.1
OG0007688	XP_031830698.1	XP_033329955.1
OG0007689	XP_031837449.1	XP_033338721.1
OG0007690	XP_031826400.1	XP_033328497.1
OG0007692	XP_031838700.1	XP_033333777.1
OG0007694	XP_031846092.1	XP_033332370.1
OG0007695	XP_031827720.1	XP_033334844.1
OG0007696	XP_031830469.1	XP_033331743.1
OG0007698	XP_031842598.1	XP_033322258.1
