Orthogroup	Drosophila_melanogaster	Dufourea_novaeangliae
OG0006587	NP_649025.1	XP_015440022.1
OG0006588	NP_524861.2	XP_015434378.1
OG0006589	NP_648662.1	XP_015431188.1
OG0006590	NP_001260230.1	XP_015430150.1
OG0006591	NP_651326.1	XP_015429258.1
OG0006592	NP_001260421.1	XP_015430761.1
OG0006593	NP_001261850.1	XP_015437028.1
OG0006594	NP_788400.1	XP_015440114.1
OG0006595	NP_524046.2, NP_524045.2	XP_015429981.1
OG0006597	NP_722974.1	XP_015439213.1
OG0006598	NP_001284859.1	XP_015431964.1
OG0006599	NP_573025.2	XP_015439320.1
OG0006600	NP_001027571.3	XP_015438624.1
OG0006601	NP_001245448.1	XP_015438410.1
OG0006602	NP_726062.2	XP_015432765.1
OG0006603	NP_001285466.1	XP_015436988.1
OG0006604	NP_728614.1	XP_015434535.1
OG0006605	NP_728903.1, NP_647831.1	XP_015430404.1
OG0006606	NP_477004.5	XP_015440297.1
OG0006607	NP_477023.1	XP_015429059.1
OG0006608	NP_001259183.2	XP_015435558.1
OG0006609	NP_001247045.1	XP_015439873.1
OG0006610	NP_001137709.1	XP_015434104.1
OG0006611	NP_650795.2	XP_015439726.1
OG0006612	NP_610042.1	XP_015437467.1
OG0006614	NP_001263024.1	XP_015430127.1
OG0006615	NP_608822.1	XP_015437602.1
OG0006616	NP_001261396.1	XP_015433602.1
OG0006617	NP_610963.1	XP_015435892.1
OG0006618	NP_001261779.1	XP_015437193.1
OG0006619	NP_651353.1	XP_015436078.1
OG0006620	NP_001260170.1	XP_015438243.1
OG0006621	NP_733258.4	XP_015430380.1
OG0006623	NP_650894.1	XP_015436436.1
OG0006625	NP_001303445.1	XP_015428811.1
OG0006626	NP_001259401.1	XP_015435424.1
OG0006627	NP_001262497.1	XP_015434879.1
OG0006628	NP_001027085.1	XP_015428761.1
OG0006629	NP_612086.1	XP_015430640.1
OG0006630	NP_995605.1	XP_015431632.1
OG0006631	NP_723849.1	XP_015436962.1
OG0006632	NP_611544.1	XP_015433310.1
OG0006633	NP_648447.2	XP_015436345.1
OG0006634	NP_647753.1	XP_015428431.1
OG0006635	NP_723746.1	XP_015435883.1
OG0006638	NP_001259129.1	XP_015438979.1
OG0006639	NP_001303569.1	XP_015436729.1
OG0006640	NP_647681.2	XP_015436912.1
OG0006641	NP_523860.2	XP_015433889.1
OG0006642	NP_001246701.1	XP_015430015.1
OG0006643	NP_524593.1	XP_015439403.1
OG0006644	NP_001246636.1	XP_015431594.1
OG0006645	NP_001036712.1	XP_015431304.1
OG0006646	NP_648976.2	XP_015430191.1
OG0006647	NP_001262661.1	XP_015433303.1
OG0006648	NP_524830.2	XP_015433619.1
OG0006649	NP_001097795.1	XP_015430305.1
OG0006650	NP_651043.2	XP_015430177.1
OG0006651	NP_001246417.1	XP_015439260.1
OG0006652	NP_511114.2	XP_015429752.1
OG0006653	NP_001260807.1	XP_015432805.1
OG0006654	NP_732637.1	XP_015433018.1
OG0006655	NP_733334.1	XP_015438079.1
OG0006656	NP_476751.1	XP_015428961.1
OG0006657	NP_001261752.1	XP_015433681.1
OG0006658	NP_610341.2	XP_015437331.1
OG0006659	NP_523651.4	XP_015431687.1
OG0006661	NP_652072.1	XP_015438335.1
OG0006662	NP_001036369.3	XP_015431958.1
OG0006663	NP_524322.1	XP_015434154.1
OG0006664	NP_001284962.1	XP_015435955.1
OG0006665	NP_573020.2	XP_015439265.1
OG0006666	NP_001261244.1	XP_015436473.1
OG0006667	NP_001260066.1	XP_015435218.1
OG0006668	NP_572884.1	XP_015437200.1
OG0006669	NP_001261806.1	XP_015431887.1
OG0006670	NP_001261884.1	XP_015435434.1
OG0006671	NP_511168.3	XP_015435444.1
OG0006672	NP_644677.1, NP_572976.1	XP_015431035.1
OG0006673	NP_610851.2	XP_015437309.1
OG0006674	NP_001097906.1	XP_015433109.1
OG0006675	NP_733018.1	XP_015431802.1
OG0006676	NP_650650.1	XP_015435905.1
OG0006677	NP_001246788.1	XP_015431290.1
OG0006678	NP_610656.1, NP_001097232.2, NP_610408.2, NP_611156.3, NP_610405.3	XP_015436989.1
OG0006679	NP_001286616.1	XP_015434331.1
OG0006680	NP_524157.2	XP_015433746.1
OG0006681	NP_001287422.2	XP_015428907.1
OG0006682	NP_001263002.1	XP_015436810.1
OG0006683	NP_001259114.1	XP_015429640.1
OG0006684	NP_610264.1	XP_015437365.1
OG0006685	NP_650146.1	XP_015432490.1
OG0006686	NP_001286984.1	XP_015434885.1
OG0006687	NP_001261219.1	XP_015428545.1
OG0006688	NP_608608.2	XP_015430065.1
OG0006689	NP_001261251.1	XP_015436314.1
OG0006690	NP_001260675.1	XP_015431588.1
OG0006692	NP_726368.2	XP_015430870.1
OG0006693	NP_001246066.1	XP_015440475.1
OG0006695	NP_001262588.1	XP_015436301.1
OG0006696	NP_001262544.1, NP_611915.1	XP_015430354.1
OG0006697	NP_001027093.1	XP_015429818.1
OG0006698	NP_001261300.1	XP_015431169.1
OG0006699	NP_648574.1	XP_015430251.1
OG0006700	NP_609380.1	XP_015433086.1
OG0006702	NP_650138.1, NP_650140.1, NP_650139.3	XP_015428449.1
OG0006703	NP_650646.1	XP_015429857.1
OG0006704	NP_788522.1	XP_015435367.1
OG0006706	NP_001286635.1	XP_015428601.1
OG0006707	NP_609052.1	XP_015436291.1
OG0006708	NP_572755.1	XP_015429235.1
OG0006709	NP_001285859.1	XP_015439210.1
OG0006710	NP_572332.1	XP_015435900.1
OG0006711	NP_732533.1	XP_015440048.1
OG0006713	NP_651682.1	XP_015431686.1
OG0006714	NP_647783.3	XP_015430187.1
OG0006715	NP_001137703.1	XP_015436173.1
OG0006716	NP_001262649.1	XP_015436880.1
OG0006717	NP_647898.3	XP_015432606.1
OG0006718	NP_612024.4	XP_015438707.1
OG0006719	NP_725178.2	XP_015436172.1
OG0006720	NP_724619.2	XP_015432925.1
OG0006721	NP_001261159.1	XP_015432249.1
OG0006722	NP_001284773.1	XP_015434875.1
OG0006723	NP_001246283.1	XP_015432823.1
OG0006724	NP_573137.1	XP_015430542.1
OG0006725	NP_001260554.1	XP_015433480.1
OG0006726	NP_609327.3	XP_015428543.1
OG0006728	NP_001096908.1	XP_015429101.1
OG0006729	NP_611531.2	XP_015434624.1
OG0006731	NP_609190.2	XP_015438847.1
OG0006732	NP_610434.1	XP_015428582.1
OG0006733	NP_609564.1	XP_015432998.1
OG0006734	NP_608979.2	XP_015435514.1
OG0006735	NP_001284725.1	XP_015435773.1
OG0006736	NP_001260188.1	XP_015432969.1
OG0006737	NP_609193.1	XP_015435592.1
OG0006738	NP_788038.1	XP_015431563.1
OG0006739	NP_001286748.1	XP_015431245.1
OG0006740	NP_611642.2	XP_015433389.1
OG0006741	NP_001036740.2	XP_015433171.1
OG0006742	NP_649180.1, NP_649181.1, NP_648465.2, NP_648466.1	XP_015440452.1
OG0006743	NP_651085.2	XP_015434914.1
OG0006744	NP_001261340.1	XP_015435657.1
OG0006745	NP_649211.1	XP_015433225.1
OG0006746	NP_001261799.1	XP_015435036.1
OG0006747	NP_648204.1	XP_015434808.1
OG0006748	NP_001097901.2, NP_001189279.1, NP_001097900.2	XP_015439511.1
OG0006749	NP_523705.2, NP_612571.1	XP_015432854.1
OG0006750	NP_524048.2	XP_015428436.1
OG0006751	NP_001260992.1	XP_015432340.1
OG0006752	NP_001097174.1	XP_015432095.1
OG0006753	NP_725497.1	XP_015438748.1
OG0006754	NP_651223.2	XP_015439319.1
OG0006757	NP_651129.1, NP_788549.1	XP_015429093.1, XP_015429092.1, XP_015429091.1, XP_015429090.1
OG0006760	NP_001262493.1	XP_015435134.1
OG0006762	NP_001247238.1, NP_731779.1, NP_524342.3	XP_015431186.1
OG0006768	NP_730416.1, NP_730413.2, NP_730410.2, NP_001262045.1, NP_649115.2, NP_001262046.1, NP_649113.1, NP_648856.1, NP_649112.1	XP_015434045.1
OG0006779	NP_650351.2, NP_649786.1, NP_651433.1, NP_001097348.1, NP_650350.1, NP_573255.1, NP_650349.1, NP_649787.2	XP_015431807.1
OG0006782	NP_511146.2	XP_015440045.1
OG0006786	NP_649750.1	XP_015436089.1, XP_015436093.1, XP_015436092.1, XP_015436094.1
OG0006792	NP_611101.1	XP_015434906.1
OG0006798	NP_001246276.1	XP_015432268.1
OG0006799	NP_609142.1, NP_001036353.1	XP_015438429.1
OG0006800	NP_001188691.1	XP_015434315.1
OG0006801	NP_652014.1	XP_015436917.1
OG0006802	NP_649645.1	XP_015432924.1
OG0006803	NP_001014599.2	XP_015434460.1
OG0006804	NP_524328.1	XP_015429596.1
OG0006805	NP_511058.1	XP_015432356.1
OG0006806	NP_728489.2	XP_015436008.1
OG0006807	NP_523813.1	XP_015438937.1
OG0006808	NP_723327.1	XP_015437608.1
OG0006809	NP_649089.2	XP_015435724.1
OG0006810	NP_649202.1	XP_015435540.1
OG0006811	NP_001260339.1	XP_015428708.1
OG0006812	NP_524180.1	XP_015437371.1
OG0006813	NP_649243.1	XP_015436494.1
OG0006814	NP_650961.2	XP_015431147.1
OG0006815	NP_001036720.1	XP_015428653.1
OG0006816	NP_610024.1	XP_015436574.1
OG0006817	NP_001285512.1	XP_015433749.1
OG0006818	NP_523923.1	XP_015438902.1
OG0006819	NP_524284.1	XP_015434010.1
OG0006820	NP_001260563.1	XP_015430432.1
OG0006821	NP_648880.1	XP_015431382.1
OG0006822	NP_725343.1	XP_015433894.1
OG0006823	NP_001246059.1	XP_015438687.1
OG0006824	NP_001287182.1	XP_015439952.1
OG0006825	NP_001097372.1	XP_015439075.1
OG0006826	NP_788764.1	XP_015430345.1
OG0006827	NP_609086.1	XP_015437772.1
OG0006828	NP_649641.1	XP_015433203.1
OG0006829	NP_001287013.1	XP_015430034.1
OG0006830	NP_648351.1	XP_015430643.1
OG0006831	NP_524104.2	XP_015436467.1
OG0006832	NP_523817.1	XP_015429012.1
OG0006833	NP_001260735.1	XP_015439175.1
OG0006834	NP_648500.1	XP_015431871.1
OG0006835	NP_725106.1	XP_015430494.1
OG0006836	NP_609789.1	XP_015437885.1
OG0006838	NP_001285012.1	XP_015434532.1
OG0006839	NP_001033848.1, NP_608634.1	XP_015436079.1
OG0006840	NP_001287192.1	XP_015433208.1
OG0006841	NP_001163644.1	XP_015437487.1
OG0006842	NP_001285334.1	XP_015437274.1
OG0006843	NP_001286407.1	XP_015430997.1
OG0006844	NP_477419.1	XP_015428928.1
OG0006845	NP_647981.1	XP_015433836.1
OG0006846	NP_001027074.1	XP_015428528.1
OG0006847	NP_524115.1	XP_015438241.1
OG0006848	NP_572354.1	XP_015434591.1
OG0006850	NP_650067.1	XP_015430436.1
OG0006851	NP_001286784.1	XP_015432830.1
OG0006852	NP_651660.1	XP_015439158.1
OG0006854	NP_524586.1	XP_015430141.1
OG0006855	NP_608895.1	XP_015431923.1
OG0006856	NP_609949.1	XP_015430102.1
OG0006857	NP_788610.1	XP_015430352.1
OG0006858	NP_523785.2	XP_015438349.1
OG0006859	NP_651972.1	XP_015434136.1
OG0006860	NP_649184.1	XP_015439248.1
OG0006861	NP_611065.1	XP_015439166.1
OG0006862	NP_572390.1	XP_015429768.1
OG0006863	NP_001188867.1	XP_015432036.1
OG0006864	NP_611695.1	XP_015438323.1
OG0006865	NP_477080.1	XP_015440449.1
OG0006867	NP_651829.1	XP_015437582.1
OG0006868	NP_609339.1	XP_015432637.1
OG0006869	NP_650470.1	XP_015438912.1
OG0006870	NP_651118.1	XP_015433140.1
OG0006871	NP_722456.1	XP_015433863.1
OG0006872	NP_001260069.1	XP_015430461.1
OG0006874	NP_001247368.1	XP_015437476.1
OG0006875	NP_648027.3	XP_015437373.1
OG0006876	NP_995816.1	XP_015435198.1
OG0006877	NP_001285699.1	XP_015437881.1
OG0006878	NP_001285170.1	XP_015437288.1
OG0006879	NP_001246480.1	XP_015432479.1
OG0006880	NP_650954.1	XP_015435630.1
OG0006881	NP_001138075.1	XP_015436242.1, XP_015436240.1
OG0006882	NP_609926.1	XP_015439907.1
OG0006884	NP_001286868.1	XP_015431418.1
OG0006885	NP_001260836.2	XP_015440434.1
OG0006886	NP_611840.1	XP_015437516.1
OG0006887	NP_610547.1	XP_015429062.1
OG0006888	NP_524910.1	XP_015430234.1
OG0006890	NP_609936.1	XP_015431302.1
OG0006891	NP_524032.2	XP_015431704.1
OG0006892	NP_523893.1	XP_015436098.1
OG0006893	NP_001189308.1	XP_015437339.1
OG0006894	NP_611686.2	XP_015429126.1
OG0006895	NP_536733.1	XP_015430900.1
OG0006896	NP_001259877.1	XP_015433335.1
OG0006897	NP_001262986.1	XP_015437533.1
OG0006898	NP_610737.1	XP_015434304.1
OG0006899	NP_651331.1	XP_015435100.1
OG0006900	NP_001259892.1	XP_015438529.1
OG0006901	NP_001285438.1	XP_015439290.1
OG0006902	NP_524940.1	XP_015440521.1
OG0006903	NP_572170.1	XP_015434316.1
OG0006905	NP_001189105.1	XP_015435386.1
OG0006906	NP_648409.1	XP_015440095.1
OG0006907	NP_001350856.1	XP_015429208.1
OG0006908	NP_651529.2	XP_015439043.1
OG0006909	NP_650865.1	XP_015439069.1
OG0006910	NP_001097963.1	XP_015431795.1
OG0006911	NP_610702.1	XP_015436999.1
OG0006912	NP_723735.2	XP_015436282.1
OG0006913	NP_001262769.1	XP_015436499.1
OG0006914	NP_610670.2	XP_015429937.1
OG0006915	NP_730192.2	XP_015433081.1
OG0006916	NP_609981.1	XP_015436929.1
OG0006917	NP_573099.1	XP_015435517.1
OG0006918	NP_476886.1	XP_015440064.1
OG0006919	NP_001033932.2	XP_015430389.1
OG0006920	NP_477145.1	XP_015429389.1
OG0006921	NP_573128.2	XP_015429942.1
OG0006922	NP_648439.1	XP_015439394.1
OG0006923	NP_001368991.1	XP_015428874.1
OG0006924	NP_611871.2	XP_015430567.1
OG0006925	NP_524450.2	XP_015431726.1
OG0006927	NP_524776.1	XP_015437435.1
OG0006928	NP_001368954.1	XP_015436005.1
OG0006929	NP_001262456.1	XP_015433487.1
OG0006930	NP_651857.2	XP_015439499.1
OG0006931	NP_001285095.1	XP_015440488.1
OG0006932	NP_609209.2	XP_015432493.1
OG0006933	NP_610169.1	XP_015428566.1
OG0006934	NP_651044.1	XP_015432098.1
OG0006935	NP_726243.1	XP_015429881.1
OG0006936	NP_001188848.1, NP_649978.2	XP_015439252.1
OG0006937	NP_001287400.1	XP_015432486.1
OG0006938	NP_001259806.1	XP_015430708.1
OG0006940	NP_525099.3	XP_015436468.1
OG0006941	NP_647798.1	XP_015430232.1
OG0006943	NP_649512.1	XP_015431250.1
OG0006944	NP_727785.1	XP_015435938.1
OG0006945	NP_542443.4	XP_015429875.1
OG0006946	NP_001287052.1	XP_015436295.1
OG0006948	NP_001286684.1	XP_015439011.1
OG0006949	NP_001260196.1	XP_015438826.1
OG0006950	NP_651079.2	XP_015437969.1
OG0006951	NP_001188706.1	XP_015432240.1
OG0006952	NP_524834.2	XP_015435986.1
OG0006953	NP_650554.3	XP_015439316.1
OG0006954	NP_001097646.1	XP_015435360.1
OG0006955	NP_996147.1	XP_015438505.1
OG0006956	NP_611693.1	XP_015440419.1
OG0006957	NP_726006.3	XP_015430671.1
OG0006958	NP_611961.1	XP_015437771.1
OG0006959	NP_652607.1	XP_015430001.1
OG0006960	NP_001036597.1	XP_015429913.1
OG0006961	NP_001284813.1	XP_015433163.1
OG0006962	NP_524212.2	XP_015430721.1
OG0006963	NP_609478.1	XP_015439658.1
OG0006964	NP_001261957.1, NP_730182.1	XP_015437006.1
OG0006965	NP_001259286.1	XP_015437361.1
OG0006966	NP_001261722.1	XP_015433742.1
OG0006967	NP_651754.1	XP_015430630.1
OG0006968	NP_001036460.1	XP_015439425.1
OG0006969	NP_524894.1	XP_015428743.1
OG0006970	NP_733329.1	XP_015428515.1
OG0006971	NP_001163786.1	XP_015433562.1
OG0006972	NP_001285589.1	XP_015429688.1
OG0006973	NP_569954.1	XP_015429580.1
OG0006974	NP_650486.1	XP_015436460.1
OG0006975	NP_650542.1	XP_015436470.1
OG0006976	NP_476710.2	XP_015438234.1
OG0006979	NP_609738.1	XP_015437355.1
OG0006980	NP_729983.1	XP_015432195.1
OG0006981	NP_001259941.1	XP_015440402.1
OG0006982	NP_001261577.1	XP_015438792.1
OG0006983	NP_001261373.1	XP_015434536.1
OG0006984	NP_001286565.1	XP_015436833.1
OG0006985	NP_001286577.1	XP_015436915.1
OG0006986	NP_001284797.1	XP_015429624.1
OG0006987	NP_001286807.1	XP_015430163.1
OG0006988	NP_001286070.1	XP_015440168.1
OG0006990	NP_723971.1	XP_015431633.1
OG0006991	NP_609305.1	XP_015435869.1
OG0006992	NP_477502.1	XP_015435291.1
OG0006993	NP_610642.2	XP_015437080.1
OG0006994	NP_523910.1	XP_015433306.1
OG0006995	NP_001036711.1	XP_015434588.1
OG0006996	NP_650704.1	XP_015434152.1
OG0006998	NP_609370.2	XP_015437206.1
OG0006999	NP_476593.2	XP_015437556.1
OG0007000	NP_001246950.1	XP_015429547.1
OG0007001	NP_649318.1	XP_015437947.1
OG0007002	NP_001303402.1	XP_015437113.1
OG0007003	NP_001163721.1	XP_015439916.1
OG0007004	NP_608841.1	XP_015437596.1
OG0007005	NP_573239.1	XP_015435785.1
OG0007006	NP_001137996.2	XP_015439865.1
OG0007007	NP_524596.1	XP_015438927.1
OG0007008	NP_573026.1	XP_015432311.1
OG0007009	NP_524939.1	XP_015430749.1
OG0007010	NP_001259381.1	XP_015436768.1
OG0007012	NP_611862.1	XP_015433564.1
OG0007013	NP_723549.1	XP_015431629.1
OG0007014	NP_001259837.1	XP_015434250.1
OG0007015	NP_001096864.1	XP_015435080.1
OG0007016	NP_648755.1	XP_015439440.1
OG0007017	NP_610048.2	XP_015434481.1
OG0007018	NP_001015187.2	XP_015429727.1
OG0007020	NP_647737.1	XP_015434805.1
OG0007021	NP_001261795.1	XP_015435907.1
OG0007022	NP_650431.1	XP_015432887.1
OG0007023	NP_609607.1	XP_015440023.1
OG0007024	NP_477271.1	XP_015435153.1
OG0007025	NP_650520.1	XP_015428760.1
OG0007026	NP_001162645.1	XP_015428864.1
OG0007027	NP_649129.1	XP_015437493.1
OG0007028	NP_647901.1	XP_015433012.1
OG0007029	NP_001163639.1	XP_015437395.1
OG0007030	NP_652724.1	XP_015430242.1
OG0007031	NP_001246473.1	XP_015433737.1
OG0007032	NP_001246256.1	XP_015437179.1
OG0007033	NP_001260200.1	XP_015429636.1
OG0007034	NP_649965.2	XP_015433205.1
OG0007035	NP_608521.1	XP_015437490.1
OG0007036	NP_477432.3	XP_015438219.1
OG0007038	NP_611363.2	XP_015430189.1
OG0007039	NP_610292.2	XP_015438915.1
OG0007040	NP_476946.1	XP_015428938.1
OG0007041	NP_001104452.1	XP_015429887.1
OG0007043	NP_477242.1	XP_015438504.1
OG0007044	NP_648247.1	XP_015440497.1
OG0007045	NP_651182.2	XP_015432746.1
OG0007046	NP_001261051.1	XP_015430793.1
OG0007047	NP_001033884.2	XP_015438984.1
OG0007048	NP_650457.2	XP_015434832.1
OG0007049	NP_001369036.1	XP_015432784.1
OG0007050	NP_611080.1	XP_015432826.1
OG0007051	NP_001260871.1	XP_015430335.1
OG0007052	NP_609452.1	XP_015431521.1
OG0007053	NP_001262893.1	XP_015439852.1
OG0007054	NP_001263142.1	XP_015433917.1
OG0007055	NP_001259133.1	XP_015429260.1
OG0007056	NP_001285218.1	XP_015434464.1
OG0007057	NP_610997.1	XP_015434919.1
OG0007058	NP_648787.2	XP_015433963.1
OG0007059	NP_523403.2	XP_015432339.1
OG0007060	NP_001262717.1	XP_015428759.1
OG0007061	NP_001163511.1	XP_015434249.1
OG0007062	NP_650401.1	XP_015432936.1
OG0007063	NP_611008.2	XP_015433601.1
OG0007064	NP_477039.1	XP_015436840.1
OG0007065	NP_001285509.1	XP_015432435.1
OG0007066	NP_609058.2	XP_015434204.1
OG0007067	NP_001262000.1	XP_015430283.1
OG0007068	NP_001259972.1	XP_015433571.1
OG0007070	NP_001303376.1	XP_015436135.1
OG0007071	NP_477416.1	XP_015431461.1
OG0007072	NP_649072.1	XP_015438069.1
OG0007074	NP_573119.1	XP_015434211.1
OG0007075	NP_001097002.1	XP_015435071.1
OG0007076	NP_524757.1	XP_015431297.1
OG0007077	NP_650955.1	XP_015432420.1
OG0007078	NP_001286617.1	XP_015433491.1
OG0007079	NP_524199.1	XP_015431496.1
OG0007080	NP_610761.2	XP_015434189.1
OG0007081	NP_001261138.1	XP_015436554.1
OG0007082	NP_648944.1	XP_015431344.1
OG0007083	NP_476708.1	XP_015432503.1
OG0007084	NP_524764.1	XP_015430069.1
OG0007085	NP_524107.2	XP_015437219.1
OG0007086	NP_610928.1	XP_015430897.1
OG0007087	NP_524071.2	XP_015436234.1
OG0007088	NP_651601.1	XP_015437523.1
OG0007089	NP_001246428.1	XP_015430942.1
OG0007090	NP_001163531.1	XP_015431713.1
OG0007091	NP_650459.1	XP_015434253.1
OG0007092	NP_652063.1	XP_015432177.1
OG0007093	NP_611113.1	XP_015439990.1
OG0007094	NP_001262001.1	XP_015439530.1
OG0007095	NP_524549.1	XP_015438090.1
OG0007096	NP_001027032.1	XP_015429779.1
OG0007097	NP_001262804.1	XP_015433226.1
OG0007098	NP_001259946.1	XP_015433070.1
OG0007099	NP_610000.1	XP_015433655.1
OG0007100	NP_001162899.1	XP_015429574.1
OG0007101	NP_648819.2	XP_015439966.1
OG0007102	NP_573075.1, NP_611459.1	XP_015431894.1
OG0007103	NP_001285190.1	XP_015433670.1
OG0007104	NP_001097249.1	XP_015428732.1
OG0007105	NP_001287545.1	XP_015439689.1
OG0007106	NP_612112.1	XP_015436707.1
OG0007107	NP_650111.3	XP_015432018.1
OG0007108	NP_649777.1	XP_015434946.1
OG0007109	NP_001246599.1	XP_015428434.1
OG0007110	NP_650128.1	XP_015430794.1
OG0007111	NP_001259457.1	XP_015429789.1
OG0007112	NP_612045.1	XP_015434325.1
OG0007113	NP_001097853.1	XP_015435278.1
OG0007115	NP_725369.1	XP_015430427.1
OG0007116	NP_001027109.2	XP_015435878.1
OG0007117	NP_001262220.1	XP_015433890.1
OG0007118	NP_648205.1	XP_015440489.1
OG0007119	NP_524737.2	XP_015440408.1
OG0007120	NP_001246323.1	XP_015434911.1
OG0007121	NP_001259175.1	XP_015432259.1
OG0007122	NP_609999.2	XP_015430379.1
OG0007123	NP_001097549.1	XP_015433685.1
OG0007124	NP_001259172.1	XP_015438474.1
OG0007125	NP_001246856.1	XP_015433960.1
OG0007126	NP_001014589.1	XP_015428836.1
OG0007127	NP_609237.1	XP_015429585.1
OG0007128	NP_001259621.1	XP_015435358.1
OG0007129	NP_648489.1	XP_015437656.1
OG0007130	NP_477354.1	XP_015430732.1
OG0007131	NP_001036375.2	XP_015438296.1
OG0007132	NP_609151.2	XP_015434135.1
OG0007133	NP_996213.1	XP_015438424.1
OG0007134	NP_608525.1	XP_015435095.1
OG0007135	NP_610760.1	XP_015431533.1
OG0007136	NP_726175.3	XP_015431720.1
OG0007137	NP_524316.1	XP_015434063.1
OG0007138	NP_524364.2	XP_015432926.1
OG0007139	NP_001246108.1	XP_015428635.1
OG0007140	NP_001303371.1	XP_015437716.1
OG0007141	NP_001259148.1	XP_015432372.1
OG0007142	NP_647880.1	XP_015438238.1
OG0007143	NP_572836.1	XP_015434115.1
OG0007144	NP_652555.1	XP_015434644.1
OG0007145	NP_723789.2	XP_015437855.1
OG0007146	NP_651978.2	XP_015433527.1
OG0007147	NP_001036609.1	XP_015434049.1
OG0007148	NP_650083.1	XP_015428655.1
OG0007149	NP_650734.2	XP_015431059.1
OG0007150	NP_001189165.1	XP_015431931.1
OG0007151	NP_609490.1	XP_015432152.1
OG0007152	NP_001262729.1	XP_015437383.1
OG0007153	NP_648553.1	XP_015432595.1
OG0007154	NP_001027089.1	XP_015428390.1
OG0007155	NP_651986.2	XP_015430374.1
OG0007156	NP_650553.1	XP_015430905.1
OG0007158	NP_725476.1	XP_015438212.1
OG0007159	NP_001259934.1	XP_015433615.1
OG0007160	NP_730600.1	XP_015439159.1
OG0007161	NP_649626.1	XP_015433198.1
OG0007162	NP_572673.1	XP_015439541.1
OG0007163	NP_728468.1	XP_015436764.1
OG0007164	NP_001303440.1	XP_015434507.1
OG0007165	NP_001285679.1	XP_015430521.1
OG0007166	NP_728573.1	XP_015429433.1
OG0007168	NP_001138001.1	XP_015435187.1
OG0007169	NP_611959.2	XP_015429799.1
OG0007170	NP_001137876.1	XP_015429820.1
OG0007171	NP_612003.1	XP_015435356.1
OG0007172	NP_649713.1	XP_015434511.1
OG0007173	NP_652037.1	XP_015435891.1
OG0007174	NP_525105.2	XP_015440216.1
OG0007175	NP_647995.1	XP_015439763.1
OG0007176	NP_650307.2	XP_015439200.1
OG0007178	NP_001036342.1	XP_015430758.1
OG0007179	NP_001262895.1	XP_015438834.1
OG0007180	NP_001261188.1	XP_015431575.1
OG0007182	NP_523665.2	XP_015431587.1
OG0007184	NP_572576.1	XP_015429214.1
OG0007187	NP_647623.1	XP_015434726.1
OG0007188	NP_573000.1	XP_015440481.1
OG0007189	NP_001259576.1	XP_015438175.1
OG0007190	NP_611676.1	XP_015436319.1
OG0007192	NP_001259914.1	XP_015430945.1
OG0007193	NP_001097981.1	XP_015430407.1
OG0007195	NP_511069.3	XP_015429776.1
OG0007196	NP_572710.1	XP_015428716.1
OG0007197	NP_001260166.1	XP_015439887.1
OG0007198	NP_001284938.1	XP_015432178.1
OG0007200	NP_648178.1	XP_015430994.1
OG0007201	NP_001259184.1	XP_015437289.1
OG0007202	NP_524626.1	XP_015433954.1
OG0007205	NP_728621.1	XP_015432905.1
OG0007206	NP_524831.2	XP_015436106.1
OG0007208	NP_001284796.1	XP_015435980.1
OG0007209	NP_610267.2	XP_015428514.1
OG0007210	NP_001027138.2	XP_015431938.1
OG0007212	NP_477064.1	XP_015433296.1
OG0007213	NP_001260649.1	XP_015434261.1
OG0007214	NP_476762.1	XP_015439747.1
OG0007217	NP_649573.2	XP_015435562.1
OG0007219	NP_001260144.1	XP_015434356.1
OG0007220	NP_001287225.1	XP_015432716.1
OG0007222	NP_477448.1	XP_015428741.1
OG0007223	NP_001284786.1	XP_015434921.1
OG0007225	NP_650752.2	XP_015431024.1
OG0007226	NP_524756.2	XP_015439565.1
OG0007227	NP_524535.2	XP_015431869.1
OG0007228	NP_477324.1	XP_015433013.1
OG0007229	NP_609325.2, NP_001015502.3	XP_015434518.1
OG0007230	NP_511096.2	XP_015430911.1
OG0007231	NP_477401.2	XP_015429173.1
OG0007232	NP_511094.1	XP_015438008.1
OG0007233	NP_996087.2	XP_015432313.1
OG0007234	NP_001188596.1	XP_015437930.1
OG0007235	NP_611100.1	XP_015434897.1
OG0007236	NP_001260712.1	XP_015434787.1
OG0007237	NP_650000.1	XP_015433484.1
OG0007238	NP_477330.1	XP_015439181.1
OG0007239	NP_001286990.1	XP_015438253.1
OG0007241	NP_649546.1	XP_015434087.1
OG0007242	NP_001162756.1	XP_015430493.1
OG0007243	NP_001286836.1	XP_015436931.1
OG0007244	NP_611422.2	XP_015435539.1
OG0007245	NP_610610.1	XP_015432889.1
OG0007247	NP_730812.3	XP_015436423.1
OG0007248	NP_651581.2	XP_015439727.1
OG0007249	NP_001259560.1	XP_015435648.1
OG0007250	NP_609790.1	XP_015438187.1
OG0007251	NP_524333.1	XP_015436979.1
OG0007253	NP_651885.1	XP_015438751.1
OG0007254	NP_001287029.1	XP_015431196.1
OG0007255	NP_477449.1	XP_015436853.1
OG0007257	NP_001368973.1	XP_015429603.1
OG0007259	NP_001286252.1	XP_015430016.1
OG0007260	NP_650775.2	XP_015439178.1
OG0007262	NP_001259535.1	XP_015435931.1
OG0007263	NP_001015384.1	XP_015429396.1
