Orthogroup	Drosophila_melanogaster	Habropoda_laboriosa
OG0006497	NP_001286123.1	XP_017794997.1
OG0006498	NP_609547.2	XP_017797069.1
OG0006499	NP_001260984.1	XP_017797858.1
OG0006500	NP_995745.1	XP_017789438.1
OG0006501	NP_001260732.1	XP_017788309.1
OG0006502	NP_001262121.1	XP_017792597.1
OG0006503	NP_001259149.1	XP_017788959.1
OG0006504	NP_001033801.3	XP_017796030.1
OG0006505	NP_724254.1	XP_017794858.1
OG0006506	NP_001286906.1	XP_017787777.1
OG0006507	NP_001261432.1	XP_017798950.1
OG0006508	NP_001261229.1	XP_017789783.1
OG0006509	NP_651753.2	XP_017799589.1
OG0006510	NP_001246855.1	XP_017792278.1
OG0006512	NP_001287497.1	XP_017798426.1
OG0006513	NP_001189278.1	XP_017798428.1
OG0006514	NP_001261924.1	XP_017797445.1
OG0006515	NP_728163.2	XP_017799467.1
OG0006516	NP_611466.2	XP_017798078.1
OG0006517	NP_650708.1	XP_017794820.1
OG0006518	NP_001097501.1	XP_017789488.1
OG0006519	NP_001284996.1	XP_017788112.1
OG0006520	NP_569844.2	XP_017793436.1
OG0006521	NP_609503.2	XP_017790375.1
OG0006522	NP_650208.1	XP_017795658.1
OG0006523	NP_001261780.1	XP_017794522.1
OG0006524	NP_610456.4	XP_017797360.1
OG0006525	NP_651048.1	XP_017796499.1
OG0006526	NP_001260222.1	XP_017789470.1
OG0006527	NP_001096877.1	XP_017787950.1
OG0006528	NP_001097814.1	XP_017795061.1, XP_017796354.1
OG0006529	NP_001027175.1	XP_017792566.1
OG0006530	NP_573183.2	XP_017787796.1
OG0006532	NP_001286828.1	XP_017791051.1
OG0006533	NP_652341.1	XP_017791942.1
OG0006534	NP_649565.1	XP_017791728.1
OG0006535	NP_001246384.1	XP_017796050.1
OG0006536	NP_573330.3	XP_017796100.1
OG0006537	NP_001097361.1	XP_017797999.1
OG0006538	NP_001260672.1	XP_017792309.1
OG0006539	NP_648879.1	XP_017787408.1
OG0006540	NP_001245851.1	XP_017794433.1
OG0006541	NP_524382.1	XP_017788354.1
OG0006542	NP_001260462.1, NP_610500.2	XP_017787677.1
OG0006543	NP_651400.1	XP_017790007.1
OG0006544	NP_001245588.1	XP_017797860.1
OG0006545	NP_001285789.1	XP_017794058.1
OG0006546	NP_524871.1	XP_017797202.1
OG0006547	NP_652007.1	XP_017797174.1
OG0006548	NP_511119.2	XP_017788576.1
OG0006549	NP_732721.1	XP_017796087.1
OG0006551	NP_001163782.1	XP_017789209.1
OG0006552	NP_609401.2	XP_017798556.1
OG0006553	NP_001097723.1	XP_017799407.1
OG0006554	NP_648102.2	XP_017793091.1
OG0006556	NP_001246837.1	XP_017791129.1
OG0006558	NP_648782.2	XP_017791676.1
OG0006559	NP_001260606.1	XP_017795260.1
OG0006560	NP_611246.1	XP_017791715.1
OG0006561	NP_523966.2	XP_017798131.1
OG0006562	NP_001189228.1	XP_017791959.1
OG0006563	NP_651886.1	XP_017797429.1
OG0006565	NP_001262415.1	XP_017793712.1
OG0006566	NP_001368934.1	XP_017793819.1
OG0006568	NP_573334.1	XP_017787955.1
OG0006570	NP_610467.1	XP_017793613.1
OG0006571	NP_611965.2	XP_017795637.1
OG0006573	NP_524202.1	XP_017792074.1
OG0006574	NP_001260559.1	XP_017792599.1
OG0006575	NP_647645.1, NP_728477.1	XP_017788222.1
OG0006576	NP_572311.1	XP_017790943.1
OG0006577	NP_725221.1	XP_017796523.1
OG0006579	NP_610995.1	XP_017790285.1
OG0006580	NP_648182.1	XP_017789749.1
OG0006581	NP_001284841.1	XP_017791874.1
OG0006582	NP_651320.1	XP_017790413.1
OG0006583	NP_001259968.1	XP_017788049.1
OG0006584	NP_611708.2	XP_017790872.1, XP_017790873.1
OG0006586	NP_573166.1	XP_017790159.1
OG0006587	NP_649025.1	XP_017796056.1
OG0006588	NP_524861.2	XP_017791751.1
OG0006589	NP_648662.1	XP_017798281.1
OG0006590	NP_001260230.1	XP_017790916.1
OG0006591	NP_651326.1	XP_017794078.1
OG0006592	NP_001260421.1	XP_017798210.1
OG0006593	NP_001261850.1	XP_017793320.1
OG0006594	NP_788400.1	XP_017795404.1
OG0006595	NP_524046.2, NP_524045.2	XP_017791474.1
OG0006597	NP_722974.1	XP_017794665.1
OG0006598	NP_001284859.1	XP_017797477.1
OG0006599	NP_573025.2	XP_017787377.1
OG0006600	NP_001027571.3	XP_017787582.1
OG0006601	NP_001245448.1	XP_017795443.1
OG0006602	NP_726062.2	XP_017794850.1
OG0006603	NP_001285466.1	XP_017791375.1
OG0006604	NP_728614.1	XP_017791064.1
OG0006605	NP_728903.1, NP_647831.1	XP_017799575.1
OG0006606	NP_477004.5	XP_017798702.1
OG0006607	NP_477023.1	XP_017792685.1
OG0006608	NP_001259183.2	XP_017795561.1
OG0006609	NP_001247045.1	XP_017793612.1
OG0006610	NP_001137709.1	XP_017798600.1
OG0006611	NP_650795.2	XP_017790680.1
OG0006612	NP_610042.1	XP_017787444.1
OG0006614	NP_001263024.1	XP_017789653.1
OG0006615	NP_608822.1	XP_017798123.1
OG0006616	NP_001261396.1	XP_017788839.1
OG0006617	NP_610963.1	XP_017789437.1
OG0006618	NP_001261779.1	XP_017789046.1
OG0006619	NP_651353.1	XP_017794382.1
OG0006620	NP_001260170.1	XP_017792403.1, XP_017792401.1
OG0006621	NP_733258.4	XP_017798451.1
OG0006623	NP_650894.1	XP_017797330.1
OG0006624	NP_725875.3	XP_017799175.1
OG0006625	NP_001303445.1	XP_017792746.1
OG0006626	NP_001259401.1	XP_017799409.1
OG0006627	NP_001262497.1	XP_017793548.1
OG0006628	NP_001027085.1	XP_017792704.1
OG0006629	NP_612086.1	XP_017798224.1
OG0006630	NP_995605.1	XP_017791989.1
OG0006631	NP_723849.1	XP_017791980.1
OG0006632	NP_611544.1	XP_017790685.1
OG0006633	NP_648447.2	XP_017795740.1
OG0006634	NP_647753.1	XP_017794947.1
OG0006635	NP_723746.1	XP_017798636.1
OG0006638	NP_001259129.1	XP_017798528.1
OG0006639	NP_001303569.1	XP_017794315.1
OG0006640	NP_647681.2	XP_017798075.1
OG0006641	NP_523860.2	XP_017793174.1
OG0006642	NP_001246701.1	XP_017791636.1
OG0006643	NP_524593.1	XP_017794763.1
OG0006644	NP_001246636.1	XP_017796188.1
OG0006645	NP_001036712.1	XP_017791600.1
OG0006646	NP_648976.2	XP_017797228.1
OG0006647	NP_001262661.1	XP_017796070.1
OG0006648	NP_524830.2	XP_017788844.1
OG0006649	NP_001097795.1	XP_017798414.1
OG0006650	NP_651043.2	XP_017796286.1
OG0006651	NP_001246417.1	XP_017798616.1
OG0006652	NP_511114.2	XP_017788304.1
OG0006653	NP_001260807.1	XP_017788306.1
OG0006654	NP_732637.1	XP_017799246.1
OG0006655	NP_733334.1	XP_017797161.1
OG0006656	NP_476751.1	XP_017791285.1
OG0006657	NP_001261752.1	XP_017789339.1
OG0006658	NP_610341.2	XP_017792296.1
OG0006659	NP_523651.4	XP_017796461.1
OG0006661	NP_652072.1	XP_017795497.1
OG0006662	NP_001036369.3	XP_017796107.1
OG0006663	NP_524322.1	XP_017787973.1
OG0006664	NP_001284962.1	XP_017789904.1
OG0006665	NP_573020.2	XP_017798568.1
OG0006666	NP_001261244.1	XP_017798717.1
OG0006667	NP_001260066.1	XP_017797870.1
OG0006668	NP_572884.1	XP_017789103.1
OG0006669	NP_001261806.1	XP_017788515.1
OG0006670	NP_001261884.1	XP_017799400.1
OG0006671	NP_511168.3	XP_017799103.1
OG0006672	NP_644677.1, NP_572976.1	XP_017797928.1
OG0006673	NP_610851.2	XP_017793396.1
OG0006674	NP_001097906.1	XP_017796568.1
OG0006675	NP_733018.1	XP_017794717.1
OG0006676	NP_650650.1	XP_017788952.1
OG0006677	NP_001246788.1	XP_017789746.1
OG0006678	NP_610656.1, NP_001097232.2, NP_610408.2, NP_611156.3, NP_610405.3	XP_017793801.1
OG0006679	NP_001286616.1	XP_017795313.1
OG0006680	NP_524157.2	XP_017791995.1
OG0006681	NP_001287422.2	XP_017791708.1
OG0006682	NP_001263002.1	XP_017789641.1
OG0006683	NP_001259114.1	XP_017794114.1
OG0006684	NP_610264.1	XP_017793505.1
OG0006685	NP_650146.1	XP_017795897.1
OG0006686	NP_001286984.1	XP_017795900.1
OG0006687	NP_001261219.1	XP_017788794.1
OG0006688	NP_608608.2	XP_017796127.1
OG0006689	NP_001261251.1	XP_017795744.1
OG0006691	NP_610602.2, NP_611525.1, NP_611519.2	XP_017789725.1
OG0006692	NP_726368.2	XP_017796964.1
OG0006693	NP_001246066.1	XP_017792817.1
OG0006695	NP_001262588.1	XP_017797353.1
OG0006696	NP_001262544.1, NP_611915.1	XP_017792803.1
OG0006697	NP_001027093.1	XP_017788184.1
OG0006698	NP_001261300.1	XP_017797671.1
OG0006699	NP_648574.1	XP_017798296.1
OG0006700	NP_609380.1	XP_017795859.1
OG0006701	NP_610031.1	XP_017798248.1
OG0006702	NP_650138.1, NP_650140.1, NP_650139.3	XP_017795016.1
OG0006703	NP_650646.1	XP_017794269.1
OG0006704	NP_788522.1	XP_017799225.1
OG0006706	NP_001286635.1	XP_017789879.1
OG0006707	NP_609052.1	XP_017795715.1
OG0006708	NP_572755.1	XP_017790405.1
OG0006709	NP_001285859.1	XP_017798774.1, XP_017798773.1
OG0006710	NP_572332.1	XP_017789457.1
OG0006711	NP_732533.1	XP_017790770.1
OG0006713	NP_651682.1	XP_017796484.1
OG0006714	NP_647783.3	XP_017791862.1
OG0006715	NP_001137703.1	XP_017797318.1
OG0006716	NP_001262649.1	XP_017791978.1
OG0006717	NP_647898.3	XP_017793517.1
OG0006718	NP_612024.4	XP_017791499.1
OG0006719	NP_725178.2	XP_017795720.1
OG0006720	NP_724619.2	XP_017799150.1
OG0006721	NP_001261159.1	XP_017791338.1
OG0006722	NP_001284773.1	XP_017788115.1
OG0006723	NP_001246283.1	XP_017799097.1
OG0006724	NP_573137.1	XP_017787489.1
OG0006725	NP_001260554.1	XP_017791134.1
OG0006726	NP_609327.3	XP_017788819.1
OG0006728	NP_001096908.1	XP_017790418.1
OG0006729	NP_611531.2	XP_017791414.1
OG0006731	NP_609190.2	XP_017789233.1
OG0006732	NP_610434.1	XP_017788924.1
OG0006733	NP_609564.1	XP_017799374.1
OG0006734	NP_608979.2	XP_017792833.1
OG0006735	NP_001284725.1	XP_017788083.1
OG0006736	NP_001260188.1	XP_017799208.1
OG0006737	NP_609193.1	XP_017788042.1
OG0006738	NP_788038.1	XP_017788916.1
OG0006739	NP_001286748.1	XP_017795941.1
OG0006740	NP_611642.2	XP_017795322.1
OG0006741	NP_001036740.2	XP_017794808.1
OG0006742	NP_649180.1, NP_649181.1, NP_648465.2, NP_648466.1	XP_017793022.1
OG0006743	NP_651085.2	XP_017787849.1
OG0006744	NP_001261340.1	XP_017792760.1, XP_017797931.1
OG0006745	NP_649211.1	XP_017796617.1
OG0006746	NP_001261799.1	XP_017796527.1
OG0006747	NP_648204.1	XP_017792929.1, XP_017792930.1
OG0006748	NP_001097901.2, NP_001189279.1, NP_001097900.2	XP_017799414.1
OG0006749	NP_523705.2, NP_612571.1	XP_017799219.1
OG0006750	NP_524048.2	XP_017794897.1
OG0006751	NP_001260992.1	XP_017788953.1
OG0006752	NP_001097174.1	XP_017795031.1
OG0006753	NP_725497.1	XP_017794619.1
OG0006754	NP_651223.2	XP_017794753.1
OG0006760	NP_001262493.1	XP_017794032.1
OG0006762	NP_001247238.1, NP_731779.1, NP_524342.3	XP_017788513.1
OG0006779	NP_650351.2, NP_649786.1, NP_651433.1, NP_001097348.1, NP_650350.1, NP_573255.1, NP_650349.1, NP_649787.2	XP_017795698.1
OG0006782	NP_511146.2	XP_017796068.1
OG0006786	NP_649750.1	XP_017799582.1, XP_017799487.1
OG0006792	NP_611101.1	XP_017795907.1
OG0006798	NP_001246276.1	XP_017787544.1
OG0006799	NP_609142.1, NP_001036353.1	XP_017797501.1
OG0006800	NP_001188691.1	XP_017788118.1
OG0006801	NP_652014.1	XP_017798169.1
OG0006802	NP_649645.1	XP_017799267.1
OG0006803	NP_001014599.2	XP_017787858.1
OG0006804	NP_524328.1	XP_017793994.1
OG0006805	NP_511058.1	XP_017788848.1
OG0006806	NP_728489.2	XP_017789913.1
OG0006807	NP_523813.1	XP_017797742.1
OG0006808	NP_723327.1	XP_017798150.1
OG0006809	NP_649089.2	XP_017794703.1
OG0006810	NP_649202.1	XP_017795587.1
OG0006811	NP_001260339.1	XP_017793173.1
OG0006812	NP_524180.1	XP_017793094.1
OG0006813	NP_649243.1	XP_017797766.1
OG0006814	NP_650961.2	XP_017788601.1
OG0006815	NP_001036720.1	XP_017788722.1
OG0006816	NP_610024.1	XP_017797551.1
OG0006817	NP_001285512.1	XP_017787358.1
OG0006818	NP_523923.1	XP_017787819.1
OG0006819	NP_524284.1	XP_017796427.1
OG0006820	NP_001260563.1	XP_017791240.1
OG0006821	NP_648880.1	XP_017795478.1
OG0006822	NP_725343.1	XP_017797067.1
OG0006823	NP_001246059.1	XP_017797459.1
OG0006824	NP_001287182.1	XP_017795312.1
OG0006825	NP_001097372.1	XP_017798809.1
OG0006826	NP_788764.1	XP_017798406.1
OG0006827	NP_609086.1	XP_017793017.1
OG0006828	NP_649641.1	XP_017787724.1
OG0006829	NP_001287013.1	XP_017792025.1
OG0006830	NP_648351.1	XP_017798082.1
OG0006831	NP_524104.2	XP_017798768.1, XP_017798767.1
OG0006832	NP_523817.1	XP_017794459.1
OG0006833	NP_001260735.1	XP_017798523.1
OG0006834	NP_648500.1	XP_017794768.1
OG0006835	NP_725106.1	XP_017799588.1, XP_017799590.1
OG0006836	NP_609789.1	XP_017796229.1
OG0006838	NP_001285012.1	XP_017790890.1
OG0006840	NP_001287192.1	XP_017787793.1
OG0006841	NP_001163644.1	XP_017791225.1
OG0006842	NP_001285334.1	XP_017794210.1
OG0006843	NP_001286407.1	XP_017797637.1
OG0006844	NP_477419.1	XP_017792095.1
OG0006845	NP_647981.1	XP_017798032.1
OG0006846	NP_001027074.1	XP_017796361.1
OG0006847	NP_524115.1	XP_017792353.1
OG0006848	NP_572354.1	XP_017793241.1
OG0006850	NP_650067.1	XP_017788342.1
OG0006851	NP_001286784.1	XP_017798990.1
OG0006852	NP_651660.1	XP_017798493.1
OG0006854	NP_524586.1	XP_017789636.1
OG0006855	NP_608895.1	XP_017790176.1
OG0006856	NP_609949.1	XP_017794564.1
OG0006857	NP_788610.1	XP_017798309.1
OG0006858	NP_523785.2	XP_017789561.1
OG0006859	NP_651972.1	XP_017788023.1
OG0006860	NP_649184.1	XP_017794729.1
OG0006861	NP_611065.1	XP_017798708.1
OG0006862	NP_572390.1	XP_017789419.1
OG0006863	NP_001188867.1	XP_017797455.1
OG0006864	NP_611695.1	XP_017790309.1
OG0006865	NP_477080.1	XP_017793150.1
OG0006867	NP_651829.1	XP_017796757.1
OG0006869	NP_650470.1	XP_017794599.1
OG0006870	NP_651118.1	XP_017794810.1
OG0006871	NP_722456.1	XP_017789705.1
OG0006872	NP_001260069.1	XP_017795704.1
OG0006874	NP_001247368.1	XP_017793978.1
OG0006875	NP_648027.3	XP_017793101.1
OG0006877	NP_001285699.1	XP_017798031.1
OG0006878	NP_001285170.1	XP_017793488.1
OG0006879	NP_001246480.1	XP_017792947.1
OG0006880	NP_650954.1	XP_017792913.1
OG0006881	NP_001138075.1	XP_017797328.1
OG0006882	NP_609926.1	XP_017792147.1
OG0006885	NP_001260836.2	XP_017789283.1
OG0006886	NP_611840.1	XP_017793966.1
OG0006887	NP_610547.1	XP_017787747.1
OG0006888	NP_524910.1	XP_017788022.1
OG0006889	NP_001285658.1, NP_728367.3	XP_017797308.1
OG0006890	NP_609936.1	XP_017792553.1
OG0006891	NP_524032.2	XP_017787956.1
OG0006892	NP_523893.1	XP_017794199.1
OG0006894	NP_611686.2	XP_017796212.1
OG0006895	NP_536733.1	XP_017787448.1
OG0006896	NP_001259877.1	XP_017795473.1
OG0006897	NP_001262986.1	XP_017787676.1
OG0006898	NP_610737.1	XP_017795256.1
OG0006899	NP_651331.1	XP_017798883.1
OG0006900	NP_001259892.1	XP_017795477.1
OG0006901	NP_001285438.1	XP_017793633.1
OG0006902	NP_524940.1	XP_017792847.1
OG0006903	NP_572170.1	XP_017795315.1
OG0006905	NP_001189105.1	XP_017798973.1
OG0006906	NP_648409.1	XP_017792192.1
OG0006907	NP_001350856.1	XP_017790535.1
OG0006908	NP_651529.2	XP_017796256.1
OG0006909	NP_650865.1	XP_017798697.1
OG0006910	NP_001097963.1	XP_017797167.1
OG0006911	NP_610702.1	XP_017788604.1
OG0006912	NP_723735.2	XP_017794363.1
OG0006913	NP_001262769.1	XP_017789930.1
OG0006914	NP_610670.2	XP_017788350.1
OG0006915	NP_730192.2	XP_017799068.1
OG0006916	NP_609981.1	XP_017797164.1
OG0006917	NP_573099.1	XP_017790277.1
OG0006918	NP_476886.1	XP_017796047.1
OG0006919	NP_001033932.2	XP_017798338.1
OG0006920	NP_477145.1	XP_017796336.1
OG0006921	NP_573128.2	XP_017792064.1
OG0006922	NP_648439.1	XP_017791860.1
OG0006923	NP_001368991.1	XP_017789737.1
OG0006924	NP_611871.2	XP_017799611.1
OG0006925	NP_524450.2	XP_017795272.1
OG0006927	NP_524776.1	XP_017795774.1
OG0006928	NP_001368954.1	XP_017790201.1
OG0006929	NP_001262456.1	XP_017787449.1
OG0006930	NP_651857.2	XP_017790874.1
OG0006931	NP_001285095.1	XP_017793052.1
OG0006932	NP_609209.2	XP_017796673.1
OG0006933	NP_610169.1	XP_017796376.1
OG0006934	NP_651044.1	XP_017787525.1
OG0006935	NP_726243.1	XP_017792039.1
OG0006936	NP_001188848.1, NP_649978.2	XP_017798611.1
OG0006937	NP_001287400.1	XP_017795896.1
OG0006938	NP_001259806.1	XP_017798163.1
OG0006940	NP_525099.3	XP_017796765.1
OG0006941	NP_647798.1	XP_017798516.1
OG0006943	NP_649512.1	XP_017791566.1
OG0006944	NP_727785.1	XP_017789519.1
OG0006945	NP_542443.4	XP_017795183.1
OG0006946	NP_001287052.1	XP_017795736.1
OG0006948	NP_001286684.1	XP_017797785.1
OG0006949	NP_001260196.1	XP_017789251.1
OG0006950	NP_651079.2	XP_017796645.1
OG0006951	NP_001188706.1	XP_017792457.1
OG0006952	NP_524834.2	XP_017790135.1
OG0006953	NP_650554.3	XP_017796292.1
OG0006954	NP_001097646.1	XP_017799401.1
OG0006955	NP_996147.1	XP_017791622.1
OG0006956	NP_611693.1	XP_017793806.1
OG0006957	NP_726006.3	XP_017799269.1
OG0006958	NP_611961.1	XP_017793469.1
OG0006959	NP_652607.1	XP_017794163.1
OG0006960	NP_001036597.1	XP_017792362.1
OG0006961	NP_001284813.1	XP_017794765.1
OG0006962	NP_524212.2	XP_017798154.1
OG0006964	NP_001261957.1, NP_730182.1	XP_017792055.1
OG0006965	NP_001259286.1	XP_017793075.1
OG0006966	NP_001261722.1	XP_017795642.1
OG0006967	NP_651754.1	XP_017798059.1
OG0006968	NP_001036460.1	XP_017796605.1
OG0006969	NP_524894.1	XP_017798018.1
OG0006970	NP_733329.1	XP_017794689.1
OG0006971	NP_001163786.1	XP_017791142.1
OG0006972	NP_001285589.1	XP_017797840.1
OG0006973	NP_569954.1	XP_017790059.1
OG0006974	NP_650486.1	XP_017797676.1
OG0006975	NP_650542.1	XP_017796763.1
OG0006976	NP_476710.2	XP_017794183.1
OG0006979	NP_609738.1	XP_017792272.1
OG0006980	NP_729983.1	XP_017795054.1
OG0006981	NP_001259941.1	XP_017795685.1
OG0006982	NP_001261577.1	XP_017792989.1
OG0006983	NP_001261373.1	XP_017791011.1
OG0006984	NP_001286565.1	XP_017788295.1
OG0006985	NP_001286577.1	XP_017798171.1
OG0006986	NP_001284797.1	XP_017787632.1
OG0006987	NP_001286807.1	XP_017790894.1
OG0006988	NP_001286070.1	XP_017792125.1
OG0006990	NP_723971.1	XP_017791972.1
OG0006991	NP_609305.1	XP_017788096.1
OG0006992	NP_477502.1	XP_017799051.1
OG0006993	NP_610642.2	XP_017794303.1
OG0006994	NP_523910.1	XP_017792194.1
OG0006995	NP_001036711.1	XP_017790905.1
OG0006996	NP_650704.1	XP_017798756.1
OG0006998	NP_609370.2	XP_017789151.1
OG0006999	NP_476593.2	XP_017791317.1
OG0007000	NP_001246950.1	XP_017790482.1
OG0007001	NP_649318.1	XP_017796326.1
OG0007002	NP_001303402.1	XP_017794188.1
OG0007003	NP_001163721.1	XP_017796033.1
OG0007004	NP_608841.1	XP_017798074.1
OG0007005	NP_573239.1	XP_017788977.1
OG0007006	NP_001137996.2	XP_017796032.1
OG0007007	NP_524596.1	XP_017796258.1
OG0007008	NP_573026.1	XP_017788871.1
OG0007009	NP_524939.1	XP_017798205.1
OG0007010	NP_001259381.1	XP_017797603.1
OG0007012	NP_611862.1	XP_017796889.1
OG0007013	NP_723549.1	XP_017797203.1
OG0007014	NP_001259837.1	XP_017796149.1
OG0007015	NP_001096864.1	XP_017793510.1
OG0007016	NP_648755.1	XP_017797153.1
OG0007017	NP_610048.2	XP_017795624.1
OG0007018	NP_001015187.2	XP_017797880.1
OG0007020	NP_647737.1	XP_017799368.1
OG0007021	NP_001261795.1	XP_017789054.1, XP_017789062.1
OG0007022	NP_650431.1	XP_017788321.1
OG0007023	NP_609607.1	XP_017789781.1
OG0007024	NP_477271.1	XP_017789996.1
OG0007025	NP_650520.1	XP_017792707.1
OG0007026	NP_001162645.1	XP_017791440.1
OG0007027	NP_649129.1	XP_017794043.1
OG0007028	NP_647901.1	XP_017799290.1
OG0007029	NP_001163639.1	XP_017793489.1
OG0007030	NP_652724.1	XP_017798643.1
OG0007031	NP_001246473.1	XP_017789595.1
OG0007032	NP_001246256.1	XP_017789072.1
OG0007033	NP_001260200.1	XP_017796781.1
OG0007034	NP_649965.2	XP_017792939.1
OG0007035	NP_608521.1	XP_017791209.1
OG0007036	NP_477432.3	XP_017792292.1
OG0007037	NP_001137648.1, NP_611151.1	XP_017790057.1
OG0007038	NP_611363.2	XP_017791853.1
OG0007039	NP_610292.2	XP_017794594.1
OG0007040	NP_476946.1	XP_017791633.1
OG0007041	NP_001104452.1	XP_017788240.1
OG0007043	NP_477242.1	XP_017789805.1
OG0007044	NP_648247.1	XP_017792849.1
OG0007045	NP_651182.2	XP_017798321.1
OG0007046	NP_001261051.1	XP_017797633.1
OG0007047	NP_001033884.2	XP_017797708.1
OG0007048	NP_650457.2	XP_017791820.1
OG0007049	NP_001369036.1	XP_017788445.1
OG0007050	NP_611080.1	XP_017799135.1
OG0007051	NP_001260871.1	XP_017798307.1
OG0007052	NP_609452.1	XP_017796164.1
OG0007053	NP_001262893.1	XP_017796275.1
OG0007054	NP_001263142.1	XP_017792863.1
OG0007055	NP_001259133.1	XP_017790483.1
OG0007056	NP_001285218.1	XP_017799417.1
OG0007057	NP_610997.1	XP_017795118.1
OG0007058	NP_648787.2	XP_017796953.1
OG0007059	NP_523403.2	XP_017788802.1
OG0007060	NP_001262717.1	XP_017797875.1
OG0007061	NP_001163511.1	XP_017788167.1
OG0007062	NP_650401.1	XP_017799367.1
OG0007063	NP_611008.2	XP_017788883.1
OG0007064	NP_477039.1	XP_017788330.1
OG0007065	NP_001285509.1	XP_017793557.1
OG0007066	NP_609058.2	XP_017797794.1
OG0007067	NP_001262000.1	XP_017798330.1
OG0007068	NP_001259972.1	XP_017791081.1
OG0007070	NP_001303376.1	XP_017794329.1
OG0007071	NP_477416.1	XP_017788529.1
OG0007072	NP_649072.1	XP_017794220.1
OG0007073	NP_001286637.1	XP_017798714.1
OG0007074	NP_573119.1	XP_017788593.1
OG0007075	NP_001097002.1	XP_017790347.1
OG0007076	NP_524757.1	XP_017789532.1
OG0007077	NP_650955.1	XP_017796581.1
OG0007078	NP_001286617.1	XP_017791117.1
OG0007079	NP_524199.1	XP_017788480.1
OG0007080	NP_610761.2	XP_017798788.1
OG0007081	NP_001261138.1	XP_017790131.1
OG0007082	NP_648944.1	XP_017791607.1
OG0007083	NP_476708.1	XP_017790117.1
OG0007084	NP_524764.1	XP_017788687.1
OG0007085	NP_524107.2	XP_017795838.1
OG0007086	NP_610928.1	XP_017794001.1
OG0007087	NP_524071.2	XP_017794134.1
OG0007088	NP_651601.1	XP_017794000.1
OG0007089	NP_001246428.1	XP_017788286.1
OG0007090	NP_001163531.1	XP_017787945.1
OG0007091	NP_650459.1	XP_017788140.1
OG0007092	NP_652063.1	XP_017787572.1
OG0007093	NP_611113.1	XP_017788637.1
OG0007094	NP_001262001.1	XP_017791088.1
OG0007095	NP_524549.1	XP_017792390.1
OG0007096	NP_001027032.1	XP_017789425.1
OG0007097	NP_001262804.1	XP_017787468.1
OG0007098	NP_001259946.1	XP_017799130.1
OG0007099	NP_610000.1	XP_017791213.1
OG0007100	NP_001162899.1	XP_017798853.1
OG0007101	NP_648819.2	XP_017790834.1
OG0007102	NP_573075.1, NP_611459.1	XP_017793630.1
OG0007103	NP_001285190.1	XP_017789337.1
OG0007104	NP_001097249.1	XP_017792844.1
OG0007105	NP_001287545.1	XP_017792180.1
OG0007106	NP_612112.1	XP_017797630.1
OG0007107	NP_650111.3	XP_017789147.1
OG0007108	NP_649777.1	XP_017796521.1
OG0007109	NP_001246599.1	XP_017798471.1
OG0007110	NP_650128.1	XP_017797221.1
OG0007111	NP_001259457.1	XP_017789525.1
OG0007112	NP_612045.1	XP_017788144.1
OG0007113	NP_001097853.1	XP_017799161.1
OG0007115	NP_725369.1	XP_017799527.1
OG0007116	NP_001027109.2	XP_017788757.1, XP_017788765.1
OG0007117	NP_001262220.1	XP_017794138.1
OG0007118	NP_648205.1	XP_017789263.1
OG0007119	NP_524737.2	XP_017788559.1
OG0007120	NP_001246323.1	XP_017791878.1
OG0007121	NP_001259175.1	XP_017791334.1
OG0007122	NP_609999.2	XP_017798461.1
OG0007123	NP_001097549.1	XP_017789395.1
OG0007124	NP_001259172.1	XP_017791581.1
OG0007125	NP_001246856.1	XP_017796486.1
OG0007126	NP_001014589.1	XP_017791387.1
OG0007127	NP_609237.1	XP_017790113.1
OG0007128	NP_001259621.1	XP_017799139.1
OG0007129	NP_648489.1	XP_017789895.1
OG0007131	NP_001036375.2	XP_017794213.1
OG0007132	NP_609151.2	XP_017798691.1
OG0007133	NP_996213.1	XP_017790825.1
OG0007134	NP_608525.1	XP_017790939.1
OG0007135	NP_610760.1	XP_017796160.1
OG0007136	NP_726175.3	XP_017797052.1
OG0007137	NP_524316.1	XP_017787989.1
OG0007138	NP_524364.2	XP_017799197.1
OG0007139	NP_001246108.1	XP_017788699.1
OG0007140	NP_001303371.1	XP_017793081.1
OG0007141	NP_001259148.1	XP_017788862.1
OG0007142	NP_647880.1	XP_017792220.1
OG0007143	NP_572836.1	XP_017798670.1
OG0007144	NP_652555.1	XP_017796746.1
OG0007145	NP_723789.2	XP_017794680.1
OG0007146	NP_651978.2	XP_017791178.1
OG0007147	NP_001036609.1	XP_017798534.1
OG0007148	NP_650083.1	XP_017797306.1
OG0007149	NP_650734.2	XP_017795091.1
OG0007150	NP_001189165.1	XP_017789571.1
OG0007151	NP_609490.1	XP_017794879.1
OG0007152	NP_001262729.1	XP_017793412.1
OG0007153	NP_648553.1	XP_017789686.1
OG0007154	NP_001027089.1	XP_017797855.1
OG0007155	NP_651986.2	XP_017798415.1
OG0007156	NP_650553.1	XP_017787484.1
OG0007158	NP_725476.1	XP_017792026.1
OG0007159	NP_001259934.1	XP_017789866.1
OG0007160	NP_730600.1	XP_017797777.1
OG0007161	NP_649626.1	XP_017799060.1
OG0007162	NP_572673.1	XP_017787364.1
OG0007163	NP_728468.1	XP_017789099.1
OG0007164	NP_001303440.1	XP_017795423.1
