Orthogroup	Drosophila_melanogaster	Eufriesea_mexicana
OG0006414	NP_001286371.1	XP_017758348.1
OG0006415	NP_649200.2	XP_017757963.1
OG0006416	NP_609105.1	XP_017766008.1
OG0006417	NP_650573.1	XP_017767448.1
OG0006418	NP_001137711.1	XP_017767269.1
OG0006419	NP_650701.1	XP_017765809.1
OG0006420	NP_001303455.1	XP_017760178.1
OG0006421	NP_609552.1	XP_017762364.1
OG0006422	NP_611963.5	XP_017758829.1
OG0006423	NP_001286661.1	XP_017765993.1
OG0006425	NP_511118.2	XP_017753011.1
OG0006426	NP_523783.1	XP_017766649.1
OG0006427	NP_523662.1	XP_017760044.1, XP_017760038.1
OG0006428	NP_001245616.1	XP_017763631.1
OG0006429	NP_524521.1	XP_017759152.1
OG0006430	NP_001262867.1	XP_017755585.1
OG0006431	NP_572872.1	XP_017762925.1
OG0006432	NP_476821.1	XP_017766451.1
OG0006433	NP_651194.1	XP_017757615.1
OG0006434	NP_996032.1	XP_017755469.1
OG0006435	NP_523932.2	XP_017756526.1
OG0006437	NP_612075.1	XP_017752253.1
OG0006439	NP_650742.2	XP_017764457.1
OG0006440	NP_732771.2	XP_017767686.1
OG0006441	NP_001163682.1	XP_017754053.1
OG0006442	NP_523829.2	XP_017761730.1
OG0006443	NP_650656.1	XP_017765940.1
OG0006444	NP_572656.1	XP_017761173.1
OG0006445	NP_524106.3	XP_017755399.1
OG0006446	NP_731221.2	XP_017764286.1
OG0006447	NP_524654.2	XP_017759711.1, XP_017761782.1
OG0006448	NP_001284744.1	XP_017756771.1
OG0006449	NP_001263041.1	XP_017752298.1
OG0006450	NP_722679.1	XP_017753094.1
OG0006451	NP_001303431.1	XP_017759238.1
OG0006452	NP_608868.1	XP_017757498.1
OG0006453	NP_001036635.1	XP_017760428.1
OG0006454	NP_609947.1	XP_017760009.1
OG0006455	NP_001261249.1	XP_017765567.1
OG0006456	NP_001286247.1	XP_017755151.1
OG0006457	NP_652608.1	XP_017761995.1
OG0006458	NP_572712.1	XP_017756032.1
OG0006459	NP_001368976.1	XP_017765278.1
OG0006460	NP_476661.1	XP_017753791.1
OG0006463	NP_648712.1	XP_017759551.1
OG0006464	NP_731085.2	XP_017758747.1
OG0006465	NP_001189248.1	XP_017761032.1
OG0006466	NP_523430.1	XP_017764071.1
OG0006467	NP_727512.3	XP_017760091.1
OG0006469	NP_788381.1	XP_017758874.1
OG0006470	NP_001015505.5	XP_017752205.1
OG0006471	NP_724130.4	XP_017767027.1
OG0006472	NP_524177.1	XP_017759985.1
OG0006473	NP_610765.1	XP_017766173.1
OG0006474	NP_651669.1	XP_017762958.1
OG0006475	NP_001260616.1	XP_017763270.1
OG0006476	NP_610666.1	XP_017756777.1
OG0006477	NP_001260457.1, NP_573049.2	XP_017754794.1
OG0006478	NP_610897.1, NP_001163564.1	XP_017764532.1
OG0006480	NP_611573.1	XP_017752669.1
OG0006482	NP_610192.1	XP_017763069.1
OG0006483	NP_001286994.1	XP_017752635.1
OG0006484	NP_001162825.1	XP_017762719.1
OG0006485	NP_001246454.1	XP_017754024.1
OG0006486	NP_001259592.1	XP_017755681.1
OG0006487	NP_609081.1	XP_017762394.1
OG0006488	NP_524433.1	XP_017759173.1
OG0006489	NP_650854.1	XP_017762099.1
OG0006490	NP_001260049.1	XP_017759093.1
OG0006491	NP_001262064.1	XP_017765456.1
OG0006492	NP_477132.1	XP_017757294.1
OG0006493	NP_001287323.1	XP_017766953.1
OG0006494	NP_523415.1	XP_017754698.1
OG0006495	NP_652039.2	XP_017765339.1
OG0006496	NP_648451.1	XP_017754982.1
OG0006497	NP_001286123.1	XP_017760092.1
OG0006498	NP_609547.2	XP_017764414.1
OG0006499	NP_001260984.1	XP_017762840.1
OG0006500	NP_995745.1	XP_017757301.1
OG0006501	NP_001260732.1	XP_017753507.1
OG0006502	NP_001262121.1	XP_017766869.1
OG0006503	NP_001259149.1	XP_017766842.1
OG0006504	NP_001033801.3	XP_017758552.1
OG0006505	NP_724254.1	XP_017762205.1
OG0006506	NP_001286906.1	XP_017763753.1
OG0006507	NP_001261432.1	XP_017754168.1
OG0006508	NP_001261229.1	XP_017767311.1
OG0006509	NP_651753.2	XP_017754422.1
OG0006510	NP_001246855.1	XP_017761231.1
OG0006512	NP_001287497.1	XP_017754609.1
OG0006513	NP_001189278.1	XP_017754680.1
OG0006514	NP_001261924.1	XP_017761325.1
OG0006515	NP_728163.2	XP_017752863.1
OG0006516	NP_611466.2	XP_017765628.1, XP_017765608.1
OG0006517	NP_650708.1	XP_017762089.1
OG0006518	NP_001097501.1	XP_017765201.1
OG0006519	NP_001284996.1	XP_017755374.1
OG0006520	NP_569844.2	XP_017760792.1
OG0006521	NP_609503.2	XP_017753119.1
OG0006522	NP_650208.1	XP_017755003.1
OG0006523	NP_001261780.1	XP_017765660.1
OG0006524	NP_610456.4	XP_017765434.1
OG0006525	NP_651048.1	XP_017755253.1
OG0006526	NP_001260222.1	XP_017757273.1
OG0006527	NP_001096877.1	XP_017754580.1
OG0006528	NP_001097814.1	XP_017761182.1
OG0006529	NP_001027175.1	XP_017754695.1
OG0006530	NP_573183.2	XP_017763804.1, XP_017763798.1
OG0006532	NP_001286828.1	XP_017767331.1
OG0006533	NP_652341.1	XP_017763511.1
OG0006534	NP_649565.1	XP_017754342.1
OG0006535	NP_001246384.1	XP_017753673.1
OG0006536	NP_573330.3	XP_017767739.1
OG0006537	NP_001097361.1	XP_017760419.1
OG0006538	NP_001260672.1	XP_017766256.1
OG0006539	NP_648879.1	XP_017752806.1
OG0006540	NP_001245851.1	XP_017758679.1
OG0006541	NP_524382.1	XP_017762582.1, XP_017762580.1
OG0006542	NP_001260462.1, NP_610500.2	XP_017764605.1
OG0006543	NP_651400.1	XP_017752741.1
OG0006544	NP_001245588.1	XP_017764939.1
OG0006545	NP_001285789.1	XP_017752537.1
OG0006546	NP_524871.1	XP_017765847.1
OG0006547	NP_652007.1	XP_017767112.1
OG0006548	NP_511119.2	XP_017754474.1
OG0006549	NP_732721.1	XP_017767649.1
OG0006551	NP_001163782.1	XP_017759564.1
OG0006552	NP_609401.2	XP_017759858.1
OG0006553	NP_001097723.1	XP_017754151.1
OG0006554	NP_648102.2	XP_017759518.1
OG0006558	NP_648782.2	XP_017759473.1
OG0006559	NP_001260606.1	XP_017762916.1
OG0006560	NP_611246.1	XP_017759494.1
OG0006561	NP_523966.2	XP_017760134.1, XP_017760133.1
OG0006562	NP_001189228.1	XP_017767171.1
OG0006563	NP_651886.1	XP_017761317.1
OG0006565	NP_001262415.1	XP_017757553.1
OG0006566	NP_001368934.1	XP_017762340.1
OG0006568	NP_573334.1	XP_017754545.1
OG0006570	NP_610467.1	XP_017758223.1
OG0006571	NP_611965.2	XP_017765125.1
OG0006573	NP_524202.1	XP_017762802.1
OG0006574	NP_001260559.1	XP_017766887.1
OG0006575	NP_647645.1, NP_728477.1	XP_017766527.1
OG0006576	NP_572311.1	XP_017764228.1
OG0006577	NP_725221.1	XP_017756340.1
OG0006579	NP_610995.1	XP_017759030.1
OG0006580	NP_648182.1	XP_017757855.1
OG0006581	NP_001284841.1	XP_017761830.1
OG0006582	NP_651320.1	XP_017765721.1
OG0006583	NP_001259968.1	XP_017752425.1
OG0006584	NP_611708.2	XP_017753613.1
OG0006586	NP_573166.1	XP_017767442.1
OG0006587	NP_649025.1	XP_017767703.1
OG0006588	NP_524861.2	XP_017766183.1
OG0006589	NP_648662.1	XP_017764624.1
OG0006590	NP_001260230.1	XP_017765804.1
OG0006591	NP_651326.1	XP_017753927.1, XP_017753928.1
OG0006592	NP_001260421.1	XP_017757186.1
OG0006593	NP_001261850.1	XP_017760719.1
OG0006594	NP_788400.1	XP_017755656.1
OG0006595	NP_524046.2, NP_524045.2	XP_017759844.1
OG0006597	NP_722974.1	XP_017753898.1
OG0006598	NP_001284859.1	XP_017761721.1
OG0006599	NP_573025.2	XP_017752792.1
OG0006600	NP_001027571.3	XP_017752943.1
OG0006601	NP_001245448.1	XP_017758499.1, XP_017758355.1
OG0006602	NP_726062.2	XP_017761041.1
OG0006603	NP_001285466.1	XP_017767133.1
OG0006604	NP_728614.1	XP_017757126.1
OG0006605	NP_728903.1, NP_647831.1	XP_017764193.1
OG0006606	NP_477004.5	XP_017764337.1
OG0006607	NP_477023.1	XP_017765302.1
OG0006608	NP_001259183.2	XP_017754872.1
OG0006609	NP_001247045.1	XP_017765988.1
OG0006610	NP_001137709.1	XP_017767281.1, XP_017765626.1
OG0006611	NP_650795.2	XP_017758742.1
OG0006612	NP_610042.1	XP_017756020.1
OG0006614	NP_001263024.1	XP_017765773.1
OG0006615	NP_608822.1	XP_017760125.1
OG0006616	NP_001261396.1	XP_017766575.1
OG0006617	NP_610963.1	XP_017767111.1
OG0006618	NP_001261779.1	XP_017766105.1
OG0006619	NP_651353.1	XP_017758799.1
OG0006620	NP_001260170.1	XP_017764380.1
OG0006621	NP_733258.4	XP_017754646.1
OG0006623	NP_650894.1	XP_017755785.1
OG0006624	NP_725875.3	XP_017764869.1
OG0006625	NP_001303445.1	XP_017755119.1
OG0006626	NP_001259401.1	XP_017764868.1
OG0006627	NP_001262497.1	XP_017753816.1
OG0006628	NP_001027085.1	XP_017765758.1, XP_017765757.1
OG0006629	NP_612086.1	XP_017756263.1
OG0006630	NP_995605.1	XP_017756521.1
OG0006631	NP_723849.1	XP_017767245.1
OG0006632	NP_611544.1	XP_017757602.1
OG0006633	NP_648447.2	XP_017764062.1
OG0006634	NP_647753.1	XP_017761011.1
OG0006635	NP_723746.1	XP_017759648.1
OG0006638	NP_001259129.1	XP_017761521.1
OG0006639	NP_001303569.1	XP_017752615.1
OG0006640	NP_647681.2	XP_017760096.1
OG0006641	NP_523860.2	XP_017760655.1
OG0006642	NP_001246701.1	XP_017759676.1
OG0006643	NP_524593.1	XP_017753831.1
OG0006644	NP_001246636.1	XP_017755406.1
OG0006645	NP_001036712.1	XP_017756459.1
OG0006646	NP_648976.2	XP_017759053.1
OG0006647	NP_001262661.1	XP_017767665.1
OG0006648	NP_524830.2	XP_017766633.1
OG0006649	NP_001097795.1	XP_017764395.1
OG0006650	NP_651043.2	XP_017762002.1
OG0006651	NP_001246417.1	XP_017761559.1, XP_017761564.1
OG0006652	NP_511114.2	XP_017764258.1, XP_017765632.1
OG0006653	NP_001260807.1	XP_017753728.1
OG0006654	NP_732637.1	XP_017759162.1
OG0006655	NP_733334.1	XP_017758586.1
OG0006656	NP_476751.1	XP_017767533.1
OG0006657	NP_001261752.1	XP_017765130.1, XP_017765116.1, XP_017765122.1
OG0006658	NP_610341.2	XP_017753337.1
OG0006659	NP_523651.4	XP_017758625.1
OG0006661	NP_652072.1	XP_017759695.1
OG0006662	NP_001036369.3	XP_017764042.1
OG0006663	NP_524322.1	XP_017760630.1
OG0006664	NP_001284962.1	XP_017754293.1
OG0006665	NP_573020.2	XP_017761550.1
OG0006666	NP_001261244.1	XP_017759387.1
OG0006667	NP_001260066.1	XP_017764932.1
OG0006668	NP_572884.1	XP_017767776.1
OG0006669	NP_001261806.1	XP_017754493.1
OG0006670	NP_001261884.1	XP_017754202.1
OG0006671	NP_511168.3	XP_017764663.1
OG0006672	NP_644677.1, NP_572976.1	XP_017765144.1, XP_017765067.1
OG0006673	NP_610851.2	XP_017760783.1
OG0006674	NP_001097906.1	XP_017765227.1
OG0006675	NP_733018.1	XP_017765475.1
OG0006676	NP_650650.1	XP_017766743.1, XP_017767043.1
OG0006677	NP_001246788.1	XP_017757854.1
OG0006678	NP_610656.1, NP_001097232.2, NP_610408.2, NP_611156.3, NP_610405.3	XP_017753047.1
OG0006679	NP_001286616.1	XP_017753079.1, XP_017753078.1
OG0006680	NP_524157.2	XP_017759419.1
OG0006681	NP_001287422.2	XP_017767388.1
OG0006682	NP_001263002.1	XP_017753962.1, XP_017753961.1
OG0006683	NP_001259114.1	XP_017753950.1
OG0006684	NP_610264.1	XP_017760884.1
OG0006685	NP_650146.1	XP_017753772.1
OG0006686	NP_001286984.1	XP_017753813.1, XP_017753811.1
OG0006687	NP_001261219.1	XP_017766556.1
OG0006688	NP_608608.2	XP_017758238.1
OG0006689	NP_001261251.1	XP_017764086.1
OG0006690	NP_001260675.1	XP_017762354.1
OG0006691	NP_610602.2, NP_611525.1, NP_611519.2	XP_017760508.1
OG0006692	NP_726368.2	XP_017754361.1
OG0006693	NP_001246066.1	XP_017761928.1
OG0006695	NP_001262588.1	XP_017755806.1
OG0006696	NP_001262544.1, NP_611915.1	XP_017752190.1
OG0006697	NP_001027093.1	XP_017764878.1
OG0006698	NP_001261300.1	XP_017759440.1
OG0006699	NP_648574.1	XP_017764467.1
OG0006700	NP_609380.1	XP_017760247.1
OG0006701	NP_610031.1	XP_017757200.1
OG0006702	NP_650138.1, NP_650140.1, NP_650139.3	XP_017754528.1
OG0006703	NP_650646.1	XP_017752614.1
OG0006704	NP_788522.1	XP_017754026.1
OG0006706	NP_001286635.1	XP_017766659.1
OG0006707	NP_609052.1	XP_017764051.1
OG0006708	NP_572755.1	XP_017760282.1
OG0006709	NP_001285859.1	XP_017767215.1
OG0006710	NP_572332.1	XP_017767114.1
OG0006711	NP_732533.1	XP_017757614.1
OG0006713	NP_651682.1	XP_017763666.1
OG0006714	NP_647783.3	XP_017758095.1
OG0006715	NP_001137703.1	XP_017755862.1
OG0006716	NP_001262649.1	XP_017767645.1
OG0006717	NP_647898.3	XP_017762239.1
OG0006718	NP_612024.4	XP_017753403.1
OG0006719	NP_725178.2	XP_017764099.1
OG0006720	NP_724619.2	XP_017761130.1
OG0006721	NP_001261159.1	XP_017756163.1
OG0006722	NP_001284773.1	XP_017755438.1
OG0006723	NP_001246283.1	XP_017754228.1
OG0006724	NP_573137.1	XP_017761229.1
OG0006725	NP_001260554.1	XP_017754478.1
OG0006726	NP_609327.3	XP_017766773.1
OG0006728	NP_001096908.1	XP_017765700.1
OG0006729	NP_611531.2	XP_017756137.1
OG0006731	NP_609190.2	XP_017761479.1
OG0006732	NP_610434.1	XP_017766631.1
OG0006733	NP_609564.1	XP_017754232.1
OG0006734	NP_608979.2	XP_017761943.1
OG0006735	NP_001284725.1	XP_017755358.1
OG0006736	NP_001260188.1	XP_017754088.1
OG0006737	NP_609193.1	XP_017755436.1
OG0006738	NP_788038.1	XP_017762379.1
OG0006739	NP_001286748.1	XP_017759699.1
OG0006740	NP_611642.2	XP_017755638.1
OG0006741	NP_001036740.2	XP_017752840.1
OG0006742	NP_649180.1, NP_649181.1, NP_648465.2, NP_648466.1	XP_017763385.1
OG0006743	NP_651085.2	XP_017752362.1
OG0006744	NP_001261340.1	XP_017761879.1
OG0006745	NP_649211.1	XP_017765240.1
OG0006746	NP_001261799.1	XP_017756359.1
OG0006747	NP_648204.1	XP_017764945.1
OG0006748	NP_001097901.2, NP_001189279.1, NP_001097900.2	XP_017758793.1
OG0006749	NP_523705.2, NP_612571.1	XP_017754021.1
OG0006750	NP_524048.2	XP_017760115.1, XP_017760105.1
OG0006751	NP_001260992.1	XP_017764636.1
OG0006752	NP_001097174.1	XP_017758706.1
OG0006753	NP_725497.1	XP_017755481.1
OG0006754	NP_651223.2	XP_017753731.1
OG0006757	NP_651129.1, NP_788549.1	XP_017754718.1
OG0006760	NP_001262493.1	XP_017752254.1
OG0006762	NP_001247238.1, NP_731779.1, NP_524342.3	XP_017757905.1, XP_017757906.1, XP_017757904.1
OG0006768	NP_730416.1, NP_730413.2, NP_730410.2, NP_001262045.1, NP_649115.2, NP_001262046.1, NP_649113.1, NP_648856.1, NP_649112.1	XP_017767196.1
OG0006779	NP_650351.2, NP_649786.1, NP_651433.1, NP_001097348.1, NP_650350.1, NP_573255.1, NP_650349.1, NP_649787.2	XP_017753374.1
OG0006782	NP_511146.2	XP_017753678.1
OG0006786	NP_649750.1	XP_017756892.1, XP_017756885.1
OG0006792	NP_611101.1	XP_017753844.1
OG0006798	NP_001246276.1	XP_017752941.1
OG0006799	NP_609142.1, NP_001036353.1	XP_017761727.1
OG0006800	NP_001188691.1	XP_017752352.1
OG0006801	NP_652014.1	XP_017766333.1
OG0006802	NP_649645.1	XP_017761148.1
OG0006803	NP_001014599.2	XP_017763742.1
OG0006804	NP_524328.1	XP_017752275.1
OG0006805	NP_511058.1	XP_017766576.1
OG0006806	NP_728489.2	XP_017763045.1
OG0006807	NP_523813.1	XP_017763193.1
OG0006808	NP_723327.1	XP_017760135.1
OG0006809	NP_649089.2	XP_017755470.1
OG0006810	NP_649202.1	XP_017754828.1
OG0006811	NP_001260339.1	XP_017759548.1
OG0006812	NP_524180.1	XP_017760819.1
OG0006813	NP_649243.1	XP_017759328.1
OG0006814	NP_650961.2	XP_017757962.1
OG0006815	NP_001036720.1	XP_017766570.1
OG0006816	NP_610024.1	XP_017764394.1
OG0006817	NP_001285512.1	XP_017752496.1
OG0006818	NP_523923.1	XP_017755005.1
OG0006819	NP_524284.1	XP_017756352.1
OG0006820	NP_001260563.1	XP_017761660.1
OG0006821	NP_648880.1	XP_017758441.1
OG0006822	NP_725343.1	XP_017756517.1
OG0006823	NP_001246059.1	XP_017753648.1
OG0006824	NP_001287182.1	XP_017755637.1
OG0006825	NP_001097372.1	XP_017759872.1
OG0006826	NP_788764.1	XP_017764425.1
OG0006827	NP_609086.1	XP_017754195.1
OG0006828	NP_649641.1	XP_017752302.1
OG0006829	NP_001287013.1	XP_017763851.1
OG0006830	NP_648351.1	XP_017755890.1
OG0006831	NP_524104.2	XP_017767223.1
OG0006832	NP_523817.1	XP_017758670.1
OG0006833	NP_001260735.1	XP_017759855.1
OG0006834	NP_648500.1	XP_017762223.1
OG0006835	NP_725106.1	XP_017764195.1
OG0006836	NP_609789.1	XP_017765881.1
OG0006838	NP_001285012.1	XP_017757692.1
OG0006839	NP_001033848.1, NP_608634.1	XP_017756872.1
OG0006840	NP_001287192.1	XP_017752434.1, XP_017752399.1
OG0006841	NP_001163644.1	XP_017760496.1
OG0006842	NP_001285334.1	XP_017755177.1
OG0006844	NP_477419.1	XP_017767414.1
OG0006845	NP_647981.1	XP_017765797.1
OG0006846	NP_001027074.1	XP_017765017.1
OG0006847	NP_524115.1	XP_017762794.1
OG0006848	NP_572354.1	XP_017766292.1
OG0006850	NP_650067.1	XP_017753722.1
OG0006851	NP_001286784.1	XP_017765974.1
OG0006852	NP_651660.1	XP_017759919.1
OG0006854	NP_524586.1	XP_017766954.1
OG0006855	NP_608895.1	XP_017759287.1
OG0006856	NP_609949.1	XP_017762029.1
OG0006857	NP_788610.1	XP_017754632.1
OG0006858	NP_523785.2	XP_017764713.1
OG0006859	NP_651972.1	XP_017760621.1
OG0006860	NP_649184.1	XP_017763218.1
OG0006861	NP_611065.1	XP_017756801.1
OG0006862	NP_572390.1	XP_017760418.1
OG0006863	NP_001188867.1	XP_017761078.1
OG0006864	NP_611695.1	XP_017763047.1
OG0006865	NP_477080.1	XP_017762292.1
OG0006867	NP_651829.1	XP_017753100.1
OG0006868	NP_609339.1	XP_017766114.1
OG0006869	NP_650470.1	XP_017763219.1
OG0006870	NP_651118.1	XP_017752843.1
OG0006871	NP_722456.1	XP_017760016.1
OG0006872	NP_001260069.1	XP_017765435.1
OG0006874	NP_001247368.1	XP_017756270.1
OG0006875	NP_648027.3	XP_017762298.1
OG0006876	NP_995816.1	XP_017763736.1, XP_017763788.1
OG0006877	NP_001285699.1	XP_017754513.1
OG0006878	NP_001285170.1	XP_017760873.1
OG0006879	NP_001246480.1	XP_017764965.1
OG0006880	NP_650954.1	XP_017764967.1
OG0006881	NP_001138075.1	XP_017755816.1
OG0006882	NP_609926.1	XP_017755237.1
OG0006884	NP_001286868.1	XP_017756281.1, XP_017754604.1
OG0006885	NP_001260836.2	XP_017761471.1
OG0006886	NP_611840.1	XP_017756248.1
OG0006887	NP_610547.1	XP_017754741.1
OG0006888	NP_524910.1	XP_017759306.1
OG0006890	NP_609936.1	XP_017766236.1
OG0006891	NP_524032.2	XP_017754561.1
OG0006892	NP_523893.1	XP_017753222.1
OG0006893	NP_001189308.1	XP_017760870.1
OG0006894	NP_611686.2	XP_017756563.1
OG0006895	NP_536733.1	XP_017762367.1
OG0006896	NP_001259877.1	XP_017755675.1
OG0006897	NP_001262986.1	XP_017752802.1
OG0006898	NP_610737.1	XP_017756221.1
OG0006899	NP_651331.1	XP_017763494.1
OG0006900	NP_001259892.1	XP_017758435.1
OG0006901	NP_001285438.1	XP_017755958.1
OG0006902	NP_524940.1	XP_017761903.1
OG0006903	NP_572170.1	XP_017763908.1
OG0006905	NP_001189105.1	XP_017766010.1
OG0006906	NP_648409.1	XP_017763884.1
OG0006907	NP_001350856.1	XP_017761745.1
OG0006908	NP_651529.2	XP_017759976.1
OG0006909	NP_650865.1	XP_017759888.1
OG0006910	NP_001097963.1	XP_017763693.1
OG0006911	NP_610702.1	XP_017757972.1
OG0006912	NP_723735.2	XP_017758786.1
OG0006913	NP_001262769.1	XP_017752719.1
OG0006914	NP_610670.2	XP_017753719.1
OG0006915	NP_730192.2	XP_017761177.1
OG0006916	NP_609981.1	XP_017767270.1
OG0006917	NP_573099.1	XP_017758843.1
OG0006918	NP_476886.1	XP_017767704.1
OG0006919	NP_001033932.2	XP_017764460.1
OG0006920	NP_477145.1	XP_017759080.1
OG0006921	NP_573128.2	XP_017754390.1
OG0006922	NP_648439.1	XP_017762994.1
OG0006923	NP_001368991.1	XP_017757853.1
OG0006924	NP_611871.2	XP_017758987.1
OG0006925	NP_524450.2	XP_017761099.1
OG0006927	NP_524776.1	XP_017757753.1
OG0006928	NP_001368954.1	XP_017763082.1
OG0006929	NP_001262456.1	XP_017761990.1
OG0006930	NP_651857.2	XP_017755720.1
OG0006931	NP_001285095.1	XP_017763387.1
OG0006932	NP_609209.2	XP_017765069.1
OG0006933	NP_610169.1	XP_017765015.1
OG0006934	NP_651044.1	XP_017752874.1
OG0006935	NP_726243.1	XP_017754376.1
OG0006936	NP_001188848.1, NP_649978.2	XP_017759952.1
OG0006937	NP_001287400.1	XP_017753771.1
OG0006938	NP_001259806.1	XP_017760079.1
OG0006940	NP_525099.3	XP_017759320.1
OG0006941	NP_647798.1	XP_017761549.1
OG0006943	NP_649512.1	XP_017756425.1, XP_017756482.1
OG0006944	NP_727785.1	XP_017757383.1
OG0006945	NP_542443.4	XP_017755172.1
OG0006946	NP_001287052.1	XP_017764070.1
OG0006948	NP_001286684.1	XP_017763230.1
OG0006949	NP_001260196.1	XP_017761478.1
OG0006950	NP_651079.2	XP_017758078.1
OG0006951	NP_001188706.1	XP_017756156.1
OG0006952	NP_524834.2	XP_017754285.1
OG0006953	NP_650554.3	XP_017752994.1
OG0006954	NP_001097646.1	XP_017765115.1
OG0006955	NP_996147.1	XP_017759041.1
OG0006956	NP_611693.1	XP_017756719.1
OG0006957	NP_726006.3	XP_017763575.1
OG0006958	NP_611961.1	XP_017760830.1
OG0006959	NP_652607.1	XP_017752608.1
OG0006960	NP_001036597.1	XP_017762795.1
OG0006961	NP_001284813.1	XP_017753761.1
OG0006962	NP_524212.2	XP_017756308.1
OG0006964	NP_001261957.1, NP_730182.1	XP_017762782.1
OG0006965	NP_001259286.1	XP_017760922.1
OG0006966	NP_001261722.1	XP_017765142.1
OG0006967	NP_651754.1	XP_017757221.1
OG0006969	NP_524894.1	XP_017759519.1
OG0006970	NP_733329.1	XP_017756665.1
OG0006971	NP_001163786.1	XP_017758975.1
OG0006972	NP_001285589.1	XP_017764494.1
OG0006973	NP_569954.1	XP_017763046.1
OG0006974	NP_650486.1	XP_017759327.1
OG0006975	NP_650542.1	XP_017759311.1
OG0006976	NP_476710.2	XP_017753302.1
OG0006979	NP_609738.1	XP_017753331.1
OG0006980	NP_729983.1	XP_017758702.1
OG0006981	NP_001259941.1	XP_017765136.1
OG0006982	NP_001261577.1	XP_017760354.1, XP_017760355.1
OG0006983	NP_001261373.1	XP_017757088.1
OG0006984	NP_001286565.1	XP_017762587.1, XP_017762595.1
OG0006985	NP_001286577.1	XP_017766338.1
OG0006986	NP_001284797.1	XP_017757653.1
OG0006987	NP_001286807.1	XP_017761069.1
OG0006988	NP_001286070.1	XP_017755330.1
OG0006990	NP_723971.1	XP_017755930.1
OG0006991	NP_609305.1	XP_017767006.1
OG0006992	NP_477502.1	XP_017754002.1
OG0006993	NP_610642.2	XP_017753132.1
OG0006994	NP_523910.1	XP_017755295.1
OG0006995	NP_001036711.1	XP_017759623.1
OG0006996	NP_650704.1	XP_017759353.1
OG0006998	NP_609370.2	XP_017766108.1
OG0006999	NP_476593.2	XP_017763658.1
OG0007000	NP_001246950.1	XP_017760320.1
OG0007001	NP_649318.1	XP_017752949.1
OG0007002	NP_001303402.1	XP_017753368.1
OG0007003	NP_001163721.1	XP_017753670.1
OG0007004	NP_608841.1	XP_017760074.1
OG0007005	NP_573239.1	XP_017767008.1
OG0007006	NP_001137996.2	XP_017753672.1
OG0007007	NP_524596.1	XP_017753101.1
OG0007008	NP_573026.1	XP_017764640.1
OG0007009	NP_524939.1	XP_017756230.1
OG0007010	NP_001259381.1	XP_017761676.1
OG0007012	NP_611862.1	XP_017767557.1
OG0007013	NP_723549.1	XP_017765848.1
OG0007014	NP_001259837.1	XP_017756083.1
OG0007015	NP_001096864.1	XP_017752284.1
OG0007016	NP_648755.1	XP_017765849.1
OG0007017	NP_610048.2	XP_017755004.1
OG0007018	NP_001015187.2	XP_017762842.1
OG0007020	NP_647737.1	XP_017752820.1
OG0007021	NP_001261795.1	XP_017766630.1, XP_017766637.1
OG0007022	NP_650431.1	XP_017753054.1
OG0007023	NP_609607.1	XP_017760547.1
OG0007024	NP_477271.1	XP_017755931.1
OG0007025	NP_650520.1	XP_017765747.1
OG0007026	NP_001162645.1	XP_017767362.1
OG0007027	NP_649129.1	XP_017752552.1
OG0007028	NP_647901.1	XP_017766507.1
OG0007029	NP_001163639.1	XP_017760905.1
OG0007030	NP_652724.1	XP_017761536.1
OG0007031	NP_001246473.1	XP_017760003.1
OG0007032	NP_001246256.1	XP_017766150.1
OG0007033	NP_001260200.1	XP_017763606.1
OG0007034	NP_649965.2	XP_017764978.1
OG0007035	NP_608521.1	XP_017760494.1
OG0007036	NP_477432.3	XP_017753198.1
OG0007037	NP_001137648.1, NP_611151.1	XP_017758451.1
OG0007038	NP_611363.2	XP_017758097.1
OG0007039	NP_610292.2	XP_017753783.1
OG0007040	NP_476946.1	XP_017767344.1
OG0007041	NP_001104452.1	XP_017764900.1
OG0007043	NP_477242.1	XP_017758350.1
OG0007044	NP_648247.1	XP_017761934.1
OG0007045	NP_651182.2	XP_017763293.1
OG0007046	NP_001261051.1	XP_017760202.1
OG0007047	NP_001033884.2	XP_017763236.1
OG0007048	NP_650457.2	XP_017758141.1
OG0007049	NP_001369036.1	XP_017766427.1
OG0007050	NP_611080.1	XP_017765976.1
OG0007051	NP_001260871.1	XP_017754608.1
OG0007052	NP_609452.1	XP_017755376.1
OG0007053	NP_001262893.1	XP_017764692.1
OG0007054	NP_001263142.1	XP_017759577.1
OG0007055	NP_001259133.1	XP_017761757.1
OG0007056	NP_001285218.1	XP_017752799.1
OG0007057	NP_610997.1	XP_017762042.1
OG0007058	NP_648787.2	XP_017760472.1
OG0007059	NP_523403.2	XP_017764635.1
OG0007060	NP_001262717.1	XP_017755541.1
OG0007061	NP_001163511.1	XP_017752380.1
OG0007062	NP_650401.1	XP_017759084.1
OG0007063	NP_611008.2	XP_017766675.1
OG0007064	NP_477039.1	XP_017753511.1
OG0007065	NP_001285509.1	XP_017753807.1
OG0007066	NP_609058.2	XP_017759649.1
OG0007067	NP_001262000.1	XP_017754605.1
OG0007070	NP_001303376.1	XP_017758910.1
OG0007071	NP_477416.1	XP_017762389.1
OG0007072	NP_649072.1	XP_017753205.1
