Orthogroup	Drosophila_melanogaster	Bombyx_mori
OG0006573	NP_524202.1	NP_001239603.1, XP_012546676.1
OG0006574	NP_001260559.1	XP_021206849.1
OG0006575	NP_647645.1, NP_728477.1	XP_004930498.3
OG0006576	NP_572311.1	XP_037872239.1
OG0006577	NP_725221.1	XP_004929096.2
OG0006579	NP_610995.1	XP_004924104.1
OG0006580	NP_648182.1	XP_004928459.2
OG0006581	NP_001284841.1	XP_012553052.3
OG0006582	NP_651320.1	XP_004922095.2
OG0006583	NP_001259968.1	NP_001266413.1, XP_021207538.1
OG0006584	NP_611708.2	XP_021204463.2
OG0006586	NP_573166.1	XP_004931874.1
OG0006587	NP_649025.1	XP_004921822.1
OG0006588	NP_524861.2	XP_012550922.2
OG0006589	NP_648662.1	XP_037867891.1
OG0006590	NP_001260230.1	XP_021206841.1
OG0006591	NP_651326.1	XP_037868750.1
OG0006592	NP_001260421.1	XP_004925556.3
OG0006593	NP_001261850.1	XP_004921693.2
OG0006594	NP_788400.1	XP_004921602.1
OG0006595	NP_524046.2, NP_524045.2	XP_037867058.1
OG0006597	NP_722974.1	XP_037872791.1, XP_037877265.1
OG0006598	NP_001284859.1	XP_037870437.1
OG0006599	NP_573025.2	XP_037873048.1
OG0006600	NP_001027571.3	XP_037866483.1
OG0006601	NP_001245448.1	XP_012547626.1
OG0006602	NP_726062.2	XP_037874699.1
OG0006603	NP_001285466.1	XP_004933203.2
OG0006604	NP_728614.1	NP_001268818.1, XP_012550379.1
OG0006605	NP_728903.1, NP_647831.1	XP_004931938.1
OG0006606	NP_477004.5	XP_037867311.1
OG0006607	NP_477023.1	XP_021208054.1
OG0006608	NP_001259183.2	XP_037873088.1
OG0006609	NP_001247045.1	XP_021202506.1
OG0006610	NP_001137709.1	XP_012552943.1
OG0006611	NP_650795.2	XP_021209197.1
OG0006612	NP_610042.1	XP_004924152.1, XP_037869675.1, XP_012544154.1
OG0006614	NP_001263024.1	XP_037867397.1
OG0006615	NP_608822.1	XP_037870203.1
OG0006616	NP_001261396.1	XP_004925034.4
OG0006617	NP_610963.1	XP_004928629.1
OG0006618	NP_001261779.1	XP_037872274.1
OG0006619	NP_651353.1	XP_012552866.1
OG0006620	NP_001260170.1	XP_037866842.1, XP_021207772.1
OG0006621	NP_733258.4	XP_021207510.2
OG0006623	NP_650894.1	NP_001040184.1
OG0006624	NP_725875.3	XP_037874119.1
OG0006625	NP_001303445.1	XP_021203829.2
OG0006626	NP_001259401.1	XP_021206076.1
OG0006627	NP_001262497.1	XP_004925637.1
OG0006628	NP_001027085.1	NP_001040308.1
OG0006629	NP_612086.1	XP_004926934.2
OG0006630	NP_995605.1	NP_001165392.1, XP_037870177.1
OG0006631	NP_723849.1	XP_037868764.1
OG0006632	NP_611544.1	XP_004932371.1
OG0006633	NP_648447.2	XP_037872084.1
OG0006634	NP_647753.1	XP_004924790.1
OG0006638	NP_001259129.1	XP_037873064.1
OG0006639	NP_001303569.1	XP_021202837.2
OG0006640	NP_647681.2	XP_037870207.1, XP_037870206.1
OG0006641	NP_523860.2	XP_037872800.1
OG0006642	NP_001246701.1	XP_037870102.1
OG0006643	NP_524593.1	NP_001093290.1
OG0006644	NP_001246636.1	XP_021207605.1
OG0006645	NP_001036712.1	XP_037877845.1
OG0006646	NP_648976.2	XP_037875319.1, XP_037875324.1
OG0006647	NP_001262661.1	XP_004921853.1
OG0006648	NP_524830.2	NP_001040300.1
OG0006649	NP_001097795.1	NP_001108472.1
OG0006650	NP_651043.2	XP_012545057.3
OG0006651	NP_001246417.1	XP_037875249.1
OG0006652	NP_511114.2	XP_012551361.2
OG0006653	NP_001260807.1	XP_037876738.1
OG0006654	NP_732637.1	XP_004933123.2
OG0006655	NP_733334.1	XP_012548793.1
OG0006656	NP_476751.1	XP_037867270.1
OG0006657	NP_001261752.1	XP_021205234.1
OG0006658	NP_610341.2	XP_004933505.3
OG0006659	NP_523651.4	NP_001106135.1, XP_037869047.1
OG0006661	NP_652072.1	XP_021205357.1
OG0006662	NP_001036369.3	XP_037870706.1
OG0006663	NP_524322.1	XP_004927217.1
OG0006664	NP_001284962.1	XP_012548182.2, XP_012548181.2, XP_012548180.2
OG0006665	NP_573020.2	XP_004931727.1
OG0006666	NP_001261244.1	XP_021203912.2
OG0006667	NP_001260066.1	XP_012551608.1
OG0006668	NP_572884.1	XP_004927911.1
OG0006669	NP_001261806.1	XP_012547267.2, XP_012547270.2
OG0006670	NP_001261884.1	XP_021201893.2, XP_021201899.2
OG0006671	NP_511168.3	XP_004926028.2
OG0006672	NP_644677.1, NP_572976.1	XP_021205530.1, XP_021205528.2, XP_004928916.1
OG0006673	NP_610851.2	XP_004930712.1
OG0006674	NP_001097906.1	XP_004932740.1
OG0006675	NP_733018.1	XP_004925752.1
OG0006676	NP_650650.1	XP_004927291.1
OG0006677	NP_001246788.1	XP_037871991.1, XP_021202629.1
OG0006679	NP_001286616.1	XP_004931766.1
OG0006680	NP_524157.2	XP_037868051.1
OG0006681	NP_001287422.2	NP_001036937.1
OG0006682	NP_001263002.1	XP_004925521.1, XP_004925520.1
OG0006683	NP_001259114.1	XP_004928839.1, XP_004928838.1
OG0006684	NP_610264.1	XP_004933525.1
OG0006685	NP_650146.1	XP_004928864.1
OG0006687	NP_001261219.1	NP_001040271.1
OG0006688	NP_608608.2	XP_037866422.1
OG0006689	NP_001261251.1	XP_037869907.1
OG0006690	NP_001260675.1	XP_004929149.1
OG0006692	NP_726368.2	XP_004926977.1
OG0006693	NP_001246066.1	XP_037866673.1
OG0006695	NP_001262588.1	NP_001139536.1
OG0006696	NP_001262544.1, NP_611915.1	XP_021203907.1
OG0006697	NP_001027093.1	XP_004929911.1, XP_004929912.1, XP_037874924.1
OG0006698	NP_001261300.1	XP_004926847.2
OG0006700	NP_609380.1	XP_004926545.1
OG0006702	NP_650138.1, NP_650140.1, NP_650139.3	XP_004933152.1
OG0006704	NP_788522.1	XP_021207199.1, XP_021207200.1
OG0006706	NP_001286635.1	XP_004933347.1
OG0006707	NP_609052.1	XP_004930102.1
OG0006708	NP_572755.1	XP_004928707.1
OG0006709	NP_001285859.1	XP_004932925.1
OG0006710	NP_572332.1	XP_004931799.1
OG0006711	NP_732533.1	XP_004923358.1
OG0006714	NP_647783.3	XP_012550980.2, XP_004932222.2, XP_021207574.2
OG0006715	NP_001137703.1	XP_004933443.1, XP_012552006.1, XP_004933444.1
OG0006719	NP_725178.2	NP_001165928.1
OG0006720	NP_724619.2	XP_037871790.1, XP_004927423.2
OG0006721	NP_001261159.1	XP_037869121.1
OG0006722	NP_001284773.1	XP_004930214.1
OG0006723	NP_001246283.1	XP_004932447.2
OG0006724	NP_573137.1	XP_004933136.1
OG0006726	NP_609327.3	XP_004929204.1
OG0006728	NP_001096908.1	XP_037876895.1, XP_037876727.1
OG0006729	NP_611531.2	XP_004933423.1
OG0006731	NP_609190.2	XP_004931749.1
OG0006732	NP_610434.1	XP_037877448.1, XP_012544836.1, NP_001124360.1
OG0006733	NP_609564.1	XP_037866425.1, XP_037866426.1
OG0006734	NP_608979.2	XP_021208199.1
OG0006735	NP_001284725.1	XP_012550901.1
OG0006736	NP_001260188.1	XP_037866642.1
OG0006737	NP_609193.1	XP_012548334.1
OG0006739	NP_001286748.1	XP_037869177.1, XP_012549489.1
OG0006740	NP_611642.2	XP_037866539.1
OG0006741	NP_001036740.2	XP_004933060.2
OG0006743	NP_651085.2	XP_021205094.1
OG0006745	NP_649211.1	XP_004931358.1
OG0006746	NP_001261799.1	XP_021204858.1
OG0006749	NP_523705.2, NP_612571.1	XP_037875888.1
OG0006750	NP_524048.2	XP_037876839.1
OG0006751	NP_001260992.1	XP_037866684.1
OG0006752	NP_001097174.1	XP_037875485.1
OG0006754	NP_651223.2	XP_004933009.1
OG0006782	NP_511146.2	XP_004930266.1
OG0006790	NP_610871.1	XP_004933335.2
OG0006792	NP_611101.1	XP_037875836.1
OG0006798	NP_001246276.1	NP_001040234.1
OG0006799	NP_609142.1, NP_001036353.1	NP_001040398.1
OG0006800	NP_001188691.1	NP_001037249.1
OG0006801	NP_652014.1	XP_004922586.1
OG0006802	NP_649645.1	NP_001077096.1
OG0006803	NP_001014599.2	XP_012549002.1
OG0006804	NP_524328.1	NP_001040344.1
OG0006805	NP_511058.1	NP_001037646.1
OG0006806	NP_728489.2	XP_004921720.1
OG0006807	NP_523813.1	NP_001037227.1
OG0006808	NP_723327.1	XP_004929409.1
OG0006809	NP_649089.2	XP_021209025.1
OG0006810	NP_649202.1	XP_004925472.2
OG0006811	NP_001260339.1	XP_004927481.1
OG0006812	NP_524180.1	XP_004923294.1
OG0006813	NP_649243.1	XP_004932586.1
OG0006814	NP_650961.2	XP_004925710.1
OG0006815	NP_001036720.1	NP_001266320.1
OG0006816	NP_610024.1	XP_012543998.1
OG0006817	NP_001285512.1	XP_021203162.1
OG0006818	NP_523923.1	XP_004924732.1
OG0006819	NP_524284.1	XP_004931275.2
OG0006820	NP_001260563.1	XP_004927970.1
OG0006821	NP_648880.1	XP_004932940.1
OG0006822	NP_725343.1	XP_004930114.1
OG0006823	NP_001246059.1	XP_004925056.1
OG0006824	NP_001287182.1	NP_001040451.1
OG0006825	NP_001097372.1	NP_001040326.1
OG0006826	NP_788764.1	NP_001119730.1
OG0006827	NP_609086.1	XP_004930356.1
OG0006828	NP_649641.1	NP_001129359.1
OG0006829	NP_001287013.1	NP_001108475.1
OG0006830	NP_648351.1	XP_037870553.1
OG0006831	NP_524104.2	NP_001296532.1
OG0006832	NP_523817.1	XP_004923158.1
OG0006833	NP_001260735.1	XP_004928720.1
OG0006834	NP_648500.1	XP_037871017.1
OG0006835	NP_725106.1	XP_004929027.1
OG0006836	NP_609789.1	XP_037870372.1
OG0006838	NP_001285012.1	XP_004921586.2
OG0006839	NP_001033848.1, NP_608634.1	XP_004924193.1
OG0006841	NP_001163644.1	XP_004924804.2
OG0006842	NP_001285334.1	XP_004933146.1
OG0006843	NP_001286407.1	XP_004927918.1
OG0006844	NP_477419.1	NP_001040388.1
OG0006845	NP_647981.1	XP_037874834.1
OG0006847	NP_524115.1	NP_001093092.1
OG0006848	NP_572354.1	NP_001093081.1, XP_037873764.1
OG0006850	NP_650067.1	NP_001040458.1
OG0006851	NP_001286784.1	XP_012543791.1
OG0006852	NP_651660.1	XP_037866788.1
OG0006854	NP_524586.1	NP_001091813.1
OG0006855	NP_608895.1	XP_012544339.1
OG0006856	NP_609949.1	XP_004922939.1
OG0006857	NP_788610.1	XP_004931963.2
OG0006858	NP_523785.2	XP_004930138.1
OG0006859	NP_651972.1	NP_001040478.1
OG0006860	NP_649184.1	XP_004932562.1
OG0006861	NP_611065.1	XP_004924424.1
OG0006862	NP_572390.1	NP_001135959.1
OG0006863	NP_001188867.1	XP_037875974.1
OG0006864	NP_611695.1	NP_001040479.1
OG0006865	NP_477080.1	NP_001162053.1
OG0006867	NP_651829.1	NP_001166738.1
OG0006868	NP_609339.1	XP_004928625.2
OG0006869	NP_650470.1	XP_004921995.1
OG0006870	NP_651118.1	XP_004926155.1
OG0006871	NP_722456.1	XP_004925550.1
OG0006872	NP_001260069.1	XP_004921538.3
OG0006874	NP_001247368.1	XP_004931193.1
OG0006875	NP_648027.3	XP_004921607.1
OG0006876	NP_995816.1	XP_012548878.1, NP_001108474.1
OG0006877	NP_001285699.1	XP_004925191.3
OG0006878	NP_001285170.1	XP_004928134.1
OG0006879	NP_001246480.1	XP_004927877.1
OG0006880	NP_650954.1	NP_001139535.1, XP_012545246.1
OG0006882	NP_609926.1	NP_001040219.1
OG0006884	NP_001286868.1	NP_001040474.1
OG0006885	NP_001260836.2	XP_012552241.1
OG0006887	NP_610547.1	XP_004924995.1
OG0006888	NP_524910.1	NP_001040147.1
OG0006890	NP_609936.1	XP_004929268.1
OG0006891	NP_524032.2	XP_004925720.1
OG0006892	NP_523893.1	XP_004922258.1
OG0006893	NP_001189308.1	NP_001036852.1, XP_021204931.1
OG0006894	NP_611686.2	XP_004932523.1
OG0006895	NP_536733.1	XP_037868453.1
OG0006896	NP_001259877.1	NP_001040434.1
OG0006897	NP_001262986.1	XP_004926125.1
OG0006898	NP_610737.1	XP_004925361.3
OG0006899	NP_651331.1	XP_004924524.1
OG0006900	NP_001259892.1	NP_001040297.1
OG0006901	NP_001285438.1	NP_001093268.1
OG0006902	NP_524940.1	XP_004929170.1
OG0006903	NP_572170.1	NP_001243954.1
OG0006905	NP_001189105.1	XP_012549003.2
OG0006906	NP_648409.1	NP_001093287.1
OG0006907	NP_001350856.1	XP_004927852.1
OG0006908	NP_651529.2	NP_001166703.1
OG0006909	NP_650865.1	XP_004927589.1
OG0006910	NP_001097963.1	XP_037868804.1
OG0006911	NP_610702.1	XP_004925481.1
OG0006912	NP_723735.2	XP_004929279.1
OG0006913	NP_001262769.1	XP_037873553.1
OG0006914	NP_610670.2	XP_004933405.1
OG0006915	NP_730192.2	NP_001239601.1, XP_037877252.1
OG0006916	NP_609981.1	XP_012550767.2
OG0006917	NP_573099.1	XP_004927604.1
OG0006918	NP_476886.1	XP_004925700.1
OG0006919	NP_001033932.2	XP_012549793.1
OG0006920	NP_477145.1	XP_004932924.1
OG0006921	NP_573128.2	XP_004928876.1
OG0006922	NP_648439.1	XP_037869023.1
OG0006923	NP_001368991.1	XP_037871815.1
OG0006925	NP_524450.2	XP_004923560.1
OG0006927	NP_524776.1	XP_037871478.1
OG0006928	NP_001368954.1	XP_012553050.1
OG0006929	NP_001262456.1	XP_021207468.1
OG0006930	NP_651857.2	XP_004925205.2
OG0006931	NP_001285095.1	XP_004928361.1
OG0006932	NP_609209.2	XP_004927541.1
OG0006933	NP_610169.1	XP_004930452.1
OG0006934	NP_651044.1	XP_021202161.2
OG0006935	NP_726243.1	NP_001040233.1
OG0006936	NP_001188848.1, NP_649978.2	XP_004928146.3, XP_037873172.1
OG0006937	NP_001287400.1	XP_004922454.1
OG0006938	NP_001259806.1	XP_012548676.1
OG0006939	NP_001247033.1	XP_004929460.2, XP_037870349.1
OG0006940	NP_525099.3	XP_021207854.1
OG0006941	NP_647798.1	XP_037873326.1
OG0006943	NP_649512.1	XP_004931026.1
OG0006944	NP_727785.1	XP_021205314.1
OG0006945	NP_542443.4	XP_021207806.2
OG0006946	NP_001287052.1	XP_012550517.2
OG0006949	NP_001260196.1	XP_021207401.2
OG0006950	NP_651079.2	XP_004922074.1
OG0006951	NP_001188706.1	XP_004924305.2
OG0006952	NP_524834.2	NP_001036848.1
OG0006953	NP_650554.3	XP_037867488.1
OG0006954	NP_001097646.1	XP_012546225.3
OG0006955	NP_996147.1	XP_004932941.2
OG0006956	NP_611693.1	NP_001093077.1
OG0006957	NP_726006.3	XP_004933582.2
OG0006958	NP_611961.1	XP_004924362.1
OG0006959	NP_652607.1	XP_012550522.2
OG0006960	NP_001036597.1	NP_001040354.1
OG0006961	NP_001284813.1	XP_037876759.1
OG0006962	NP_524212.2	XP_037872416.1
OG0006963	NP_609478.1	XP_012552001.2
OG0006965	NP_001259286.1	XP_004923664.1
OG0006966	NP_001261722.1	NP_001040240.1
OG0006967	NP_651754.1	XP_021206539.2
OG0006968	NP_001036460.1	XP_012548475.1
OG0006969	NP_524894.1	XP_004922000.1
OG0006970	NP_733329.1	XP_037871300.1
OG0006971	NP_001163786.1	XP_004931977.2
OG0006972	NP_001285589.1	XP_037870884.1
OG0006973	NP_569954.1	XP_004925423.1
OG0006974	NP_650486.1	XP_021203634.1
OG0006975	NP_650542.1	XP_037872745.1
OG0006976	NP_476710.2	XP_012549036.2
OG0006979	NP_609738.1	XP_037877098.1
OG0006980	NP_729983.1	XP_004925527.1
OG0006981	NP_001259941.1	XP_037876579.1
OG0006983	NP_001261373.1	XP_037869574.1
OG0006985	NP_001286577.1	XP_021207273.2
OG0006986	NP_001284797.1	XP_037873541.1
OG0006987	NP_001286807.1	XP_037870638.1
OG0006988	NP_001286070.1	XP_004923973.1
OG0006990	NP_723971.1	XP_037870412.1
OG0006991	NP_609305.1	XP_037869278.1
OG0006993	NP_610642.2	XP_037868341.1
OG0006994	NP_523910.1	XP_004932244.1
OG0006995	NP_001036711.1	XP_012551710.2
OG0006996	NP_650704.1	XP_004923291.1
OG0006998	NP_609370.2	XP_004924229.1
OG0006999	NP_476593.2	XP_004926906.1
OG0007000	NP_001246950.1	XP_012553356.1
OG0007001	NP_649318.1	XP_037875343.1
OG0007002	NP_001303402.1	XP_037869242.1
OG0007003	NP_001163721.1	XP_004925739.1
OG0007004	NP_608841.1	XP_004925575.1
OG0007005	NP_573239.1	XP_037869330.1
OG0007006	NP_001137996.2	XP_004924654.1
OG0007009	NP_524939.1	NP_001296555.1
OG0007010	NP_001259381.1	XP_037868344.1
OG0007012	NP_611862.1	XP_012544578.3
OG0007013	NP_723549.1	XP_004929424.1
OG0007014	NP_001259837.1	XP_004924832.1
OG0007015	NP_001096864.1	XP_037874559.1, XP_037874588.1
OG0007016	NP_648755.1	XP_004931420.2
OG0007017	NP_610048.2	XP_037873526.1
OG0007018	NP_001015187.2	NP_001296558.1
OG0007020	NP_647737.1	XP_004926365.3
OG0007022	NP_650431.1	XP_012550344.1
OG0007023	NP_609607.1	XP_004924869.1
OG0007024	NP_477271.1	XP_004926895.2
OG0007025	NP_650520.1	XP_012546503.1
OG0007026	NP_001162645.1	XP_004928340.1
OG0007027	NP_649129.1	XP_037869094.1
OG0007028	NP_647901.1	XP_012547460.1
OG0007029	NP_001163639.1	XP_037867873.1
OG0007030	NP_652724.1	XP_004922469.1
OG0007031	NP_001246473.1	XP_021202890.2
OG0007032	NP_001246256.1	NP_001274759.1
OG0007033	NP_001260200.1	XP_037866681.1
OG0007034	NP_649965.2	NP_001129364.1, XP_012552764.1
OG0007035	NP_608521.1	XP_037875517.1
OG0007036	NP_477432.3	XP_004926206.1
OG0007038	NP_611363.2	XP_004922910.1
OG0007039	NP_610292.2	XP_021206382.2
OG0007040	NP_476946.1	XP_037867050.1
OG0007041	NP_001104452.1	XP_004926518.1
OG0007043	NP_477242.1	XP_004932440.1
OG0007044	NP_648247.1	XP_037866487.1
OG0007045	NP_651182.2	XP_004931973.2
OG0007046	NP_001261051.1	XP_021206812.1
OG0007047	NP_001033884.2	XP_037876961.1
OG0007048	NP_650457.2	XP_037870051.1
OG0007049	NP_001369036.1	XP_037871181.1
OG0007050	NP_611080.1	XP_037873675.1
OG0007051	NP_001260871.1	XP_037874856.1
OG0007052	NP_609452.1	XP_004932125.1
OG0007053	NP_001262893.1	XP_037867429.1
OG0007054	NP_001263142.1	XP_004923430.1
OG0007055	NP_001259133.1	XP_004929058.2
OG0007056	NP_001285218.1	XP_037872287.1
OG0007057	NP_610997.1	XP_037875498.1
OG0007058	NP_648787.2	XP_021204275.1
OG0007059	NP_523403.2	NP_001077078.1
OG0007060	NP_001262717.1	XP_021205868.1
OG0007061	NP_001163511.1	XP_037875198.1
OG0007062	NP_650401.1	XP_012551174.2
OG0007064	NP_477039.1	XP_021204636.1
OG0007065	NP_001285509.1	XP_004923868.1
OG0007066	NP_609058.2	NP_001177769.1
OG0007067	NP_001262000.1	NP_001037054.1
OG0007068	NP_001259972.1	XP_012552256.1
OG0007070	NP_001303376.1	XP_037869986.1
OG0007071	NP_477416.1	XP_004930342.1
OG0007072	NP_649072.1	XP_004924885.2
OG0007073	NP_001286637.1	XP_037871706.1
OG0007074	NP_573119.1	XP_012545250.1
OG0007075	NP_001097002.1	XP_012551503.2
OG0007076	NP_524757.1	XP_004921742.1
OG0007077	NP_650955.1	XP_004921725.1
OG0007078	NP_001286617.1	XP_004925107.1
OG0007079	NP_524199.1	NP_001188363.1, XP_012552960.1
OG0007080	NP_610761.2	XP_037874435.1
OG0007081	NP_001261138.1	XP_004923443.1
OG0007082	NP_648944.1	XP_037874805.1
OG0007083	NP_476708.1	XP_004933029.1
OG0007084	NP_524764.1	XP_012552367.2
OG0007085	NP_524107.2	XP_012548821.1
OG0007086	NP_610928.1	XP_004921601.2
OG0007087	NP_524071.2	XP_004923105.3
OG0007088	NP_651601.1	NP_001266403.1
OG0007089	NP_001246428.1	XP_012543783.1
OG0007090	NP_001163531.1	XP_021201841.1
OG0007091	NP_650459.1	XP_004929307.1
OG0007092	NP_652063.1	XP_037875162.1
OG0007093	NP_611113.1	XP_004921624.1
OG0007094	NP_001262001.1	XP_004927178.1
OG0007095	NP_524549.1	XP_021202446.1
OG0007096	NP_001027032.1	XP_004928543.1
OG0007097	NP_001262804.1	XP_021204471.1
OG0007098	NP_001259946.1	XP_037871084.1
OG0007099	NP_610000.1	XP_004933683.1
OG0007100	NP_001162899.1	XP_012544028.1
OG0007101	NP_648819.2	XP_037868204.1
OG0007102	NP_573075.1, NP_611459.1	XP_004932171.1
OG0007103	NP_001285190.1	XP_004925218.1
OG0007104	NP_001097249.1	NP_001037003.1
OG0007105	NP_001287545.1	XP_004924090.1
OG0007106	NP_612112.1	XP_004929858.1
OG0007107	NP_650111.3	XP_021205571.1
OG0007108	NP_649777.1	XP_004929110.1
OG0007109	NP_001246599.1	XP_004927948.2
OG0007110	NP_650128.1	XP_004930611.1
OG0007112	NP_612045.1	XP_004930049.1
OG0007113	NP_001097853.1	XP_037866899.1
OG0007115	NP_725369.1	XP_021201998.2
OG0007116	NP_001027109.2	XP_004924836.1
OG0007117	NP_001262220.1	XP_037869785.1
OG0007118	NP_648205.1	NP_001091820.2
OG0007119	NP_524737.2	XP_037870860.1
OG0007120	NP_001246323.1	XP_004930728.1
OG0007121	NP_001259175.1	NP_001040525.1
OG0007122	NP_609999.2	XP_004921564.1
OG0007123	NP_001097549.1	XP_004928631.2
OG0007124	NP_001259172.1	XP_004928328.1
OG0007125	NP_001246856.1	NP_001296538.1
OG0007126	NP_001014589.1	XP_004931968.1
OG0007127	NP_609237.1	XP_037876888.1
OG0007128	NP_001259621.1	XP_037875648.1
OG0007129	NP_648489.1	XP_037869934.1
OG0007130	NP_477354.1	NP_001036957.1
OG0007131	NP_001036375.2	XP_004932483.1
OG0007132	NP_609151.2	XP_004933592.1
OG0007133	NP_996213.1	XP_004924645.2
OG0007134	NP_608525.1	NP_001157381.1
OG0007135	NP_610760.1	XP_012553435.2
OG0007136	NP_726175.3	XP_012545811.2
OG0007137	NP_524316.1	NP_001037126.1
OG0007138	NP_524364.2	NP_001037356.1
OG0007139	NP_001246108.1	XP_037877861.1
OG0007140	NP_001303371.1	XP_004931733.2
OG0007141	NP_001259148.1	XP_021209144.1
OG0007142	NP_647880.1	XP_021208033.1
OG0007143	NP_572836.1	XP_037877663.1
OG0007144	NP_652555.1	XP_004930732.1
OG0007145	NP_723789.2	XP_012550526.1
OG0007146	NP_651978.2	XP_012552478.1
OG0007147	NP_001036609.1	XP_021207164.1
OG0007148	NP_650083.1	XP_021207926.1
OG0007149	NP_650734.2	XP_021206571.2
OG0007150	NP_001189165.1	XP_004926377.1
OG0007151	NP_609490.1	XP_004929216.2
OG0007152	NP_001262729.1	XP_004923292.1
OG0007153	NP_648553.1	XP_004932950.1
OG0007154	NP_001027089.1	XP_004925878.1
OG0007155	NP_651986.2	XP_004924304.1
OG0007156	NP_650553.1	XP_004932146.1
OG0007158	NP_725476.1	XP_037877154.1
OG0007159	NP_001259934.1	XP_004929309.2
OG0007161	NP_649626.1	NP_001136223.1
OG0007162	NP_572673.1	XP_037873291.1
OG0007163	NP_728468.1	XP_037870241.1
OG0007164	NP_001303440.1	XP_004921749.1
OG0007165	NP_001285679.1	XP_037871806.1
OG0007166	NP_728573.1	XP_004929822.2
OG0007168	NP_001138001.1	XP_004930208.1
OG0007169	NP_611959.2	XP_004927480.1
OG0007170	NP_001137876.1	XP_012545290.1
OG0007171	NP_612003.1	XP_004931953.3
OG0007172	NP_649713.1	XP_012548761.1, XP_021205949.1
OG0007173	NP_652037.1	NP_001037632.1
OG0007174	NP_525105.2	NP_001037593.1
OG0007175	NP_647995.1	XP_004933556.1
OG0007176	NP_650307.2	NP_001266310.1
OG0007177	NP_723226.1	XP_037870204.1, NP_001091768.1
OG0007178	NP_001036342.1	XP_004925537.1
OG0007179	NP_001262895.1	XP_037869363.1
OG0007180	NP_001261188.1	XP_004924858.2
OG0007182	NP_523665.2	XP_004921640.1
OG0007184	NP_572576.1	XP_012548822.2
OG0007185	NP_001287558.1	NP_001296487.1, XP_037876106.1
OG0007187	NP_647623.1	XP_004930417.1
OG0007188	NP_573000.1	XP_004926652.1
OG0007189	NP_001259576.1	XP_012550987.1
OG0007190	NP_611676.1	XP_012551247.2
OG0007192	NP_001259914.1	XP_012545912.1
OG0007193	NP_001097981.1	XP_004927514.3
OG0007195	NP_511069.3	XP_004928597.3
OG0007196	NP_572710.1	XP_004928339.1
OG0007197	NP_001260166.1	XP_012545469.1
OG0007198	NP_001284938.1	XP_004922832.2
OG0007199	NP_524942.1	NP_001108406.1
OG0007200	NP_648178.1	XP_012546014.2
OG0007201	NP_001259184.1	XP_004928331.1
OG0007204	NP_476793.1	XP_037867609.1, XP_037867753.1, XP_037867754.1, XP_021208908.2, XP_004930574.3, NP_001139537.1, XP_037867755.1, XP_021206509.2, XP_021206606.1, XP_037867734.1
OG0007205	NP_728621.1	XP_021209152.2
OG0007206	NP_524831.2	XP_037873646.1
OG0007208	NP_001284796.1	XP_037872284.1
OG0007209	NP_610267.2	XP_037872708.1
OG0007210	NP_001027138.2	XP_037870950.1
OG0007212	NP_477064.1	XP_037866996.1
OG0007213	NP_001260649.1	XP_037866470.1
OG0007214	NP_476762.1	XP_012549743.1
OG0007217	NP_649573.2	XP_004929376.2
OG0007219	NP_001260144.1	XP_021203792.1
OG0007220	NP_001287225.1	NP_001040168.1
OG0007222	NP_477448.1	XP_037866553.1
OG0007223	NP_001284786.1	XP_004932508.1
OG0007225	NP_650752.2	XP_037867453.1
OG0007226	NP_524756.2	XP_004932936.1
OG0007227	NP_524535.2	XP_004927979.1
OG0007228	NP_477324.1	XP_037876618.1
OG0007229	NP_609325.2, NP_001015502.3	XP_021207149.1
OG0007230	NP_511096.2	NP_001091799.1
OG0007231	NP_477401.2	XP_037871164.1
OG0007233	NP_996087.2	XP_004925496.2
OG0007234	NP_001188596.1	XP_037875671.1
OG0007235	NP_611100.1	XP_037876023.1
OG0007236	NP_001260712.1	XP_012553422.1
OG0007237	NP_650000.1	XP_037874807.1
OG0007239	NP_001286990.1	XP_037877145.1
OG0007241	NP_649546.1	XP_037872716.1
OG0007242	NP_001162756.1	XP_037874449.1
OG0007243	NP_001286836.1	NP_001037374.1
OG0007244	NP_611422.2	XP_004930368.1
OG0007245	NP_610610.1	XP_004921842.1
OG0007247	NP_730812.3	XP_012545303.1
OG0007248	NP_651581.2	XP_004921852.1
OG0007249	NP_001259560.1	XP_037870778.1
OG0007250	NP_609790.1	NP_001091745.1
OG0007251	NP_524333.1	XP_021206915.2
OG0007253	NP_651885.1	XP_012544909.2
OG0007254	NP_001287029.1	XP_012552938.1
OG0007257	NP_001368973.1	XP_037872328.1
OG0007259	NP_001286252.1	XP_012551751.1
OG0007260	NP_650775.2	XP_012551707.2
OG0007262	NP_001259535.1	XP_004929483.1
OG0007263	NP_001015384.1	XP_004926451.1
OG0007264	NP_001286339.1	XP_012545264.2
OG0007265	NP_659573.1	NP_001040517.1
OG0007268	NP_001287177.1	XP_012553423.2
OG0007269	NP_001245511.1	XP_037870427.1
OG0007270	NP_001262397.1	XP_012549241.1
OG0007272	NP_649658.1	XP_004921864.2
OG0007273	NP_001287617.1	XP_004928678.1, XP_012547828.1
OG0007275	NP_651778.1	XP_037867325.1, NP_001040218.1
OG0007276	NP_609491.1	XP_004931609.3
OG0007278	NP_573066.1	NP_001040108.1
OG0007279	NP_648804.1	XP_012548412.1
OG0007280	NP_649910.3	XP_037876358.1
