Orthogroup	Drosophila_melanogaster	Aedes_aegypti
OG0006019	NP_001262932.1	XP_001649511.2
OG0006020	NP_649703.1	XP_021699051.1
OG0006021	NP_001261597.1	XP_021711092.1
OG0006022	NP_001027262.1	XP_001655300.2
OG0006023	NP_650257.1	XP_001655231.2
OG0006024	NP_788346.1, NP_725314.1	XP_021708658.1
OG0006025	NP_001262138.1	XP_021705604.1
OG0006026	NP_650705.1	XP_001648996.2
OG0006027	NP_523743.1	XP_021706774.1
OG0006028	NP_001286439.1, NP_001036532.1	XP_021704838.1
OG0006029	NP_001286155.1	XP_021695918.1
OG0006030	NP_725048.1	XP_001656929.2
OG0006031	NP_476999.1	XP_021703577.1
OG0006032	NP_001036415.2	XP_021695290.1
OG0006033	NP_001097456.2	XP_021697075.1
OG0006034	NP_572162.2	XP_021704323.1
OG0006036	NP_650428.1	XP_001661928.2
OG0006037	NP_524043.1	XP_021697880.1
OG0006038	NP_477133.1	XP_011493159.2
OG0006039	NP_610675.1	XP_021694425.1
OG0006040	NP_001286717.1	XP_001648109.1
OG0006041	NP_001027443.1	XP_001659197.1
OG0006042	NP_001262058.1	XP_021697520.1
OG0006043	NP_001260714.1	XP_021697029.1
OG0006045	NP_001246932.1	XP_001652784.1
OG0006046	NP_001262252.1	XP_021713379.1
OG0006047	NP_524999.2	XP_021701486.1
OG0006048	NP_648607.3	XP_021712433.1, XP_001655696.1
OG0006049	NP_001286188.1	XP_001654429.1
OG0006050	NP_726036.2	XP_021704493.1, XP_001656074.1
OG0006051	NP_001285881.1	XP_021701146.1
OG0006052	NP_001261482.1	XP_001652129.1
OG0006053	NP_649471.3	XP_001647995.2
OG0006054	NP_001261750.1	XP_001652050.1
OG0006055	NP_648642.1	XP_001661907.1
OG0006056	NP_001137842.2	XP_021700723.1
OG0006057	NP_476573.1	XP_001650717.1
OG0006058	NP_001246712.1	XP_001661185.1
OG0006059	NP_001247193.1	XP_021710439.1
OG0006060	NP_001262018.1	XP_021706897.1
OG0006061	NP_651356.1	XP_021693611.1
OG0006062	NP_477378.1	XP_001661254.1
OG0006063	NP_569845.2	XP_001652386.1
OG0006064	NP_477281.1	XP_021710500.1, XP_001658653.1
OG0006065	NP_001334737.1	XP_021695262.1
OG0006066	NP_651276.2	XP_021704229.1
OG0006067	NP_609378.1	XP_021711726.1, XP_001657519.1
OG0006068	NP_524713.1	XP_001661468.1
OG0006069	NP_477497.1	XP_021695392.1
OG0006070	NP_001262263.1	XP_021705981.1
OG0006071	NP_001285391.1	XP_001655028.1
OG0006072	NP_001285492.1	XP_001648636.2
OG0006073	NP_611426.1	XP_001648929.2
OG0006074	NP_612053.1	XP_011493488.1
OG0006075	NP_610427.2	XP_021711453.1
OG0006076	NP_649580.1	XP_021704446.1
OG0006077	NP_608579.1	XP_001648973.2
OG0006078	NP_001284992.1	XP_001649736.1
OG0006079	NP_001259667.1	XP_001649558.1
OG0006080	NP_001261414.1	XP_021696913.1
OG0006081	NP_001262442.1	XP_021707579.1
OG0006082	NP_610418.1	XP_001662847.2
OG0006083	NP_001356961.1	XP_021699758.1
OG0006084	NP_001262557.1	XP_021708363.1
OG0006085	NP_648408.1	XP_021708770.1
OG0006086	NP_647985.1	XP_001657223.1
OG0006087	NP_608734.2	XP_021703167.1
OG0006088	NP_651237.1	XP_001649522.2
OG0006089	NP_523765.1	XP_021711510.1
OG0006090	NP_649083.2	XP_001649776.1
OG0006091	NP_001259101.1	XP_001652330.2
OG0006092	NP_647852.1	XP_001648652.1
OG0006093	NP_995833.1	XP_021710072.1
OG0006094	NP_523503.2	XP_021703004.1
OG0006095	NP_001261575.1	XP_001652810.1
OG0006096	NP_650582.1, NP_001259842.1	XP_001654349.2
OG0006097	NP_609899.1	XP_021700082.1
OG0006098	NP_608860.1	XP_021707208.1
OG0006099	NP_001284815.1	XP_021704688.1
OG0006100	NP_651176.1	XP_021694071.1
OG0006101	NP_001303349.1	XP_021705817.1
OG0006102	NP_650124.1	XP_021700393.1
OG0006103	NP_001286173.1	XP_001653341.1, XP_021702175.1
OG0006104	NP_523502.1	XP_021702999.1
OG0006106	NP_477156.1	XP_021700101.1
OG0006107	NP_651750.1	XP_021709529.1
OG0006108	NP_001262702.1	XP_001655114.1
OG0006109	NP_001262062.1	XP_001656823.1
OG0006110	NP_610849.1	XP_001659457.2
OG0006111	NP_001104390.2	XP_001664301.1
OG0006112	NP_648320.1	XP_001655069.1
OG0006113	NP_649898.1	XP_001654078.2
OG0006114	NP_001260811.1, NP_001104407.2	XP_001654917.1
OG0006116	NP_647763.1	XP_001659270.2, XP_001659269.1
OG0006117	NP_572505.1	XP_021704644.1
OG0006118	NP_477286.2	XP_001648749.2
OG0006119	NP_650586.2	XP_021694181.1
OG0006120	NP_648202.1	XP_021702450.1
OG0006121	NP_001261137.1	XP_001648670.1
OG0006123	NP_523915.1	XP_021696504.1
OG0006124	NP_001259982.1	XP_001650201.1
OG0006125	NP_524120.1	XP_001656115.2
OG0006126	NP_001260299.1	XP_001649726.1
OG0006127	NP_523835.2	XP_001660027.1
OG0006128	NP_726372.1	XP_001656113.1
OG0006130	NP_001163006.1	XP_021702437.1
OG0006131	NP_001027151.1	XP_021694314.1
OG0006134	NP_727526.2	XP_021713024.1
OG0006135	NP_001137821.1	XP_021701152.1
OG0006136	NP_001097030.1	XP_021699717.1
OG0006137	NP_572545.1	XP_021695931.1, XP_021695922.1
OG0006138	NP_725252.1	XP_021698409.1
OG0006139	NP_733421.1	XP_001650883.1, XP_021696255.1, XP_021712153.1
OG0006140	NP_649304.1	XP_021703752.1
OG0006141	NP_572524.1	XP_021694661.1
OG0006142	NP_727103.1, NP_001286037.1	XP_001649217.2, XP_021705469.1
OG0006143	NP_724277.2	XP_001654972.2, XP_021703376.1
OG0006144	NP_524471.2	XP_021712876.1
OG0006145	NP_001097600.1	XP_001651673.1
OG0006147	NP_649470.2	XP_021711767.1, XP_001658105.1
OG0006148	NP_651229.2	XP_021696849.1
OG0006149	NP_001286791.1	XP_001660024.2
OG0006150	NP_001189184.1	XP_021710551.1
OG0006152	NP_730244.1	XP_021696550.1
OG0006153	NP_611646.1	XP_001649570.2
OG0006154	NP_524603.2	XP_021696188.1
OG0006155	NP_524691.1	XP_021707090.1
OG0006156	NP_001259853.1	XP_021700807.1
OG0006157	NP_001262724.1	XP_001657524.1
OG0006158	NP_477201.1	XP_001660498.2
OG0006159	NP_649435.2	XP_001655573.2
OG0006160	NP_651514.1	XP_001655851.1
OG0006161	NP_476597.2	XP_021701325.1
OG0006162	NP_732563.2	XP_001661820.1
OG0006164	NP_608834.1	XP_001657798.1
OG0006165	NP_001260320.1	XP_001649657.2, XP_021712847.1
OG0006166	NP_524887.2	XP_001651530.1
OG0006167	NP_611885.3	XP_021695783.1
OG0006168	NP_523876.2	XP_001662181.2
OG0006169	NP_610399.1	XP_001658177.2
OG0006170	NP_001285142.1	XP_001653613.1
OG0006171	NP_477222.1	XP_001659248.1
OG0006172	NP_001027215.1	XP_001651760.1
OG0006173	NP_001262307.1	XP_021693381.1
OG0006174	NP_647745.1	XP_001663011.1
OG0006175	NP_001284899.1	XP_021693796.1
OG0006176	NP_001261682.1	XP_021710504.1
OG0006177	NP_001287536.1	XP_021707996.1
OG0006178	NP_001285196.1	XP_021704112.1
OG0006179	NP_001247201.1	XP_021706244.1, XP_001648502.2
OG0006180	NP_001097279.2	XP_021695635.1
OG0006181	NP_001261385.1	XP_021696820.1
OG0006182	NP_511129.3	XP_021708688.1
OG0006183	NP_001261920.1	XP_001653128.1
OG0006184	NP_723116.1	XP_001662027.2
OG0006185	NP_001015119.2	XP_001654454.1
OG0006186	NP_730508.1	XP_001648588.2
OG0006187	NP_727611.1	XP_021694638.1
OG0006188	NP_523389.3, NP_001285389.1	XP_021707431.1
OG0006189	NP_001097943.1	XP_021711889.1, XP_021710220.1
OG0006190	NP_001162922.1	XP_001650141.1, XP_021711809.1, XP_021711807.1, XP_021711805.1, XP_021711804.1, XP_021711811.1, XP_021711799.1, XP_021711800.1, XP_021711801.1, XP_021711802.1, XP_021711803.1, XP_021711812.1, XP_021711808.1, XP_021711798.1, XP_021711810.1
OG0006191	NP_001163710.1	XP_011493301.2
OG0006192	NP_647943.2	XP_001656421.2
OG0006193	NP_001287235.1	XP_001661836.1
OG0006194	NP_001285517.1	XP_021704882.1
OG0006195	NP_001247313.1	XP_001661894.2
OG0006196	NP_609579.1	XP_001652824.1
OG0006197	NP_651211.2	XP_001651465.2
OG0006199	NP_608931.1	XP_001662260.1
OG0006200	NP_650001.2	XP_001658056.1
OG0006201	NP_001036772.2	XP_001664046.2, XP_021701956.1
OG0006202	NP_611178.1, NP_001259623.1	XP_021710311.1
OG0006203	NP_524098.2	XP_001648164.1
OG0006204	NP_477499.1	XP_001658684.2
OG0006205	NP_611419.1	XP_021695219.1, XP_021708918.1
OG0006206	NP_733391.1	XP_021710132.1
OG0006207	NP_523959.2	XP_021699088.1
OG0006208	NP_731761.3	XP_021693067.1
OG0006209	NP_001245852.1	XP_021701922.1
OG0006210	NP_733077.3	XP_001662533.2
OG0006211	NP_001259340.1, NP_001262941.1	XP_021708017.1
OG0006212	NP_648758.1	XP_001653244.2
OG0006213	NP_001261417.1	XP_001659184.2
OG0006215	NP_477473.1	XP_001663131.1
OG0006216	NP_476596.1	XP_001658440.2
OG0006217	NP_573245.1	XP_001652243.1
OG0006218	NP_727306.1	XP_001658562.1
OG0006219	NP_524464.1	XP_001655453.1
OG0006220	NP_001303424.1	XP_021699522.1
OG0006221	NP_001162664.2	XP_021704979.1
OG0006222	NP_476702.1	XP_001649742.3, XP_021701013.1
OG0006223	NP_611600.1	XP_001653482.2
OG0006224	NP_651530.1	XP_001662971.1
OG0006225	NP_649835.1	XP_001656981.1
OG0006226	NP_651580.3	XP_001654182.2, XP_021708191.1
OG0006228	NP_649916.1	XP_001651257.2, XP_021705034.1
OG0006229	NP_523443.1	XP_001657927.2
OG0006230	NP_648400.1	XP_001652053.1
OG0006231	NP_524929.1	XP_021700747.1, XP_021700749.1
OG0006232	NP_650739.2	XP_021707754.1, XP_001652356.1
OG0006233	NP_611215.1	XP_021705050.1
OG0006234	NP_728264.1, NP_648139.1	XP_001664106.1
OG0006235	NP_001286524.1	XP_021702670.1
OG0006236	NP_610996.1	XP_001662680.2
OG0006237	NP_608950.3	XP_001649608.2
OG0006238	NP_001285439.1	XP_021710553.1
OG0006240	NP_001263068.1	XP_001663805.2
OG0006241	NP_524116.2	XP_001659483.1
OG0006242	NP_001285458.1	XP_001657363.2, XP_001657364.2
OG0006243	NP_723893.1	XP_001658449.1
OG0006244	NP_001245621.1	XP_021699725.1
OG0006245	NP_787990.1	XP_001653798.2, XP_021702939.1
OG0006246	NP_001138209.1	XP_001659450.1
OG0006247	NP_569958.2	XP_021701011.1
OG0006248	NP_001262556.1	XP_021693719.1
OG0006249	NP_001263082.1	XP_021696640.1
OG0006250	NP_647705.1	XP_021695603.1
OG0006251	NP_723730.2	XP_021701369.1
OG0006252	NP_001245944.1	XP_001652452.1
OG0006253	NP_648947.1, NP_647858.2	XP_001649404.1
OG0006254	NP_001286950.1	XP_021696559.1
OG0006255	NP_649130.2	XP_001653652.2
OG0006256	NP_001287243.1	XP_021699832.1, XP_021699834.1
OG0006257	NP_649560.1	XP_001660415.1, XP_021704810.1
OG0006258	NP_001014577.1	XP_001662100.1
OG0006259	NP_476833.1	XP_021698919.1
OG0006260	NP_524330.2	XP_021710032.1
OG0006261	NP_648837.2	XP_021713032.1
OG0006262	NP_001287107.1	XP_001654445.1
OG0006263	NP_001246449.1	XP_001658134.1
OG0006264	NP_001303458.1	XP_001658414.2
OG0006265	NP_001262396.1	XP_001656416.2
OG0006266	NP_726016.1	XP_001655142.1, XP_021712740.1
OG0006267	NP_611223.4	XP_021708664.1
OG0006268	NP_647979.1	XP_001662153.1
OG0006269	NP_649826.3	XP_001655113.1
OG0006270	NP_651665.2	XP_021705036.1
OG0006271	NP_001285268.1	XP_001659155.1
OG0006273	NP_732199.2	XP_001661529.1
OG0006274	NP_001286160.1	XP_021699399.1
OG0006275	NP_728606.1, NP_726727.1	XP_001656034.2
OG0006276	NP_524040.2	XP_001661085.2
OG0006277	NP_651757.1	XP_001654122.2
OG0006278	NP_477226.2	XP_021701929.1
OG0006279	NP_001285719.1	XP_001649464.1
OG0006280	NP_608318.5	XP_021706949.1
OG0006282	NP_649414.1	XP_021711621.1
OG0006283	NP_524100.1	XP_001662069.2
OG0006284	NP_572441.1	XP_001658130.2
OG0006285	NP_001163022.1, NP_001260629.1	XP_001656619.1
OG0006286	NP_001262267.1	XP_001657422.1
OG0006287	NP_523969.1	XP_001650345.1
OG0006288	NP_572901.1	XP_021697338.1
OG0006289	NP_650822.1	XP_001662357.1
OG0006290	NP_525063.1	XP_021695110.1
OG0006291	NP_648556.3	XP_021706632.1
OG0006292	NP_001259502.1	XP_001659750.2
OG0006293	NP_001262699.1	XP_001649003.1, XP_021707585.1
OG0006294	NP_649499.1	XP_001653052.1
OG0006295	NP_608738.1	XP_001650202.1
OG0006296	NP_609375.1	XP_021704011.1
OG0006297	NP_608779.1	XP_001658958.2
OG0006298	NP_001285902.1	XP_001662051.2
OG0006299	NP_001247105.1	XP_021695016.1, XP_021694917.1
OG0006300	NP_572930.3	XP_021693795.1
OG0006301	NP_611332.1	XP_021697011.1
OG0006302	NP_572215.1	XP_021706178.1
OG0006303	NP_001262065.1	XP_001657255.2
OG0006304	NP_651005.1	XP_021700110.1
OG0006305	NP_523357.2	XP_021694598.1
OG0006306	NP_610167.3	XP_001648253.1
OG0006307	NP_001261793.1	XP_021706343.1
OG0006308	NP_477318.1	XP_001648949.2
OG0006309	NP_001286949.1	XP_001662411.1
OG0006310	NP_001260349.1	XP_001650763.1
OG0006311	NP_001261955.1	XP_021696841.1, XP_001650609.2
OG0006312	NP_001246038.1	XP_001649746.1
OG0006313	NP_572308.3, NP_001287039.1	XP_001649399.1
OG0006314	NP_001286676.1	XP_021699555.1
OG0006315	NP_001097366.1	XP_021699711.1
OG0006316	NP_001285018.1	XP_021704286.1
OG0006317	NP_611265.1	XP_021696014.1
OG0006318	NP_001262587.1	XP_021709632.1
OG0006319	NP_001261559.1	XP_001662409.1
OG0006320	NP_001303467.1	XP_021698478.1
OG0006322	NP_648756.1	XP_011493441.1
OG0006323	NP_001303317.1	XP_011493383.1
OG0006324	NP_525123.2	XP_001649078.2
OG0006325	NP_608615.1	XP_021702947.1
OG0006326	NP_001356954.1	XP_001654401.2
OG0006327	NP_611270.1	XP_001658204.2
OG0006328	NP_724578.1	XP_001660887.1
OG0006329	NP_524303.2, NP_477371.1	XP_001659032.1
OG0006331	NP_648257.1	XP_001658276.1
OG0006332	NP_608996.1	XP_001653669.1, XP_001653667.1, XP_021707232.1
OG0006333	NP_477332.1	XP_001662996.1
OG0006334	NP_523663.1	XP_001663180.1
OG0006335	NP_001263028.1	XP_021710512.1
OG0006337	NP_001163572.1, NP_648007.1	XP_001661825.1
OG0006340	NP_001262553.1	XP_021693362.1
OG0006343	NP_610953.1	XP_021703591.1
OG0006344	NP_001247302.1	XP_001654070.2
OG0006345	NP_651390.2	XP_021709008.1
OG0006346	NP_650662.1	XP_001656402.1
OG0006347	NP_612080.1	XP_021696286.1
OG0006348	NP_647884.1	XP_001654328.1
OG0006349	NP_001259426.1	XP_001658824.2
OG0006350	NP_651099.1	XP_021706106.1
OG0006351	NP_651220.3	XP_021713409.1
OG0006352	NP_648347.2	XP_021706867.1
OG0006353	NP_001097319.1	XP_021705989.1
OG0006355	NP_001262542.1	XP_021693425.1
OG0006356	NP_651922.1	XP_001657729.1
OG0006357	NP_001259191.1	XP_021707656.1
OG0006358	NP_523374.2	XP_001652359.1
OG0006359	NP_001287135.1, NP_572757.2	XP_001660612.2
OG0006360	NP_611881.1	XP_021697513.1
OG0006361	NP_609441.1	XP_001660716.2
OG0006362	NP_610055.1	XP_001656892.1
OG0006363	NP_648043.1, NP_648045.2	XP_021699101.1
OG0006364	NP_001246952.1	XP_021710562.1, XP_021712143.1
OG0006365	NP_001247027.1	XP_021712422.1, XP_001657668.2
OG0006366	NP_001163243.1	XP_021707076.1
OG0006367	NP_608426.1	XP_021695172.1
OG0006368	NP_647932.1	XP_021705623.1
OG0006369	NP_001036574.1	XP_001657123.1
OG0006370	NP_611051.2	XP_001662032.1
OG0006373	NP_001260269.1	XP_001648654.2
OG0006374	NP_648111.1	XP_021712817.1, XP_001658799.2
OG0006375	NP_610929.2	XP_001663666.2
OG0006377	NP_001261387.1	XP_021695198.1
OG0006378	NP_524124.1	XP_001653879.2
OG0006379	NP_001097077.1	XP_021701522.1
OG0006380	NP_733372.1	XP_021710493.1
OG0006381	NP_001303418.1, NP_001137750.1	XP_021706258.1
OG0006382	NP_001261668.1	XP_001664244.2
OG0006383	NP_723346.2	XP_021702590.1
OG0006384	NP_572861.1	XP_001652638.1
OG0006385	NP_523814.1	XP_001648348.3
OG0006386	NP_611601.2	XP_001660840.2
OG0006387	NP_733205.3	XP_021709494.1
OG0006388	NP_611095.1	XP_021707726.1
OG0006389	NP_536736.2	XP_001653143.2
OG0006390	NP_001285318.1	XP_001652466.1
OG0006391	NP_996333.4	XP_001649858.2, XP_001649859.2
OG0006392	NP_001260321.1	XP_021703657.1
OG0006393	NP_648421.1	XP_001657121.1
OG0006394	NP_611637.1	XP_021706817.1
OG0006395	NP_650562.1	XP_021709944.1
OG0006396	NP_001014557.3	XP_001654731.2
OG0006397	NP_001261867.1	XP_001651394.2
OG0006398	NP_648445.1	XP_001658688.2
OG0006399	NP_572350.2	XP_021712108.1, XP_021695083.1
OG0006400	NP_001097320.1	XP_021698933.1
OG0006401	NP_001163598.1	XP_021704579.1
OG0006403	NP_001097237.1	XP_021695823.1
OG0006404	NP_001303320.1	XP_001653183.2
OG0006405	NP_612047.1	XP_021696127.1
OG0006406	NP_652499.2	XP_001656444.1
OG0006407	NP_001014591.1, NP_649111.1	XP_021706770.1
OG0006408	NP_001260842.1	XP_021695876.1
OG0006409	NP_001262665.1	XP_021694165.1, XP_021694166.1
OG0006411	NP_001286801.1	XP_021698270.1
OG0006412	NP_001259406.1	XP_001649124.1
OG0006413	NP_608646.3	XP_001653824.1, XP_001653823.1
OG0006414	NP_001286371.1	XP_021699025.1
OG0006415	NP_649200.2	XP_021708154.1
OG0006416	NP_609105.1	XP_021711898.1, XP_001661064.2
OG0006417	NP_650573.1	XP_021700324.1
OG0006418	NP_001137711.1	XP_021707602.1
OG0006419	NP_650701.1	XP_021708497.1
OG0006420	NP_001303455.1	XP_001657527.2
OG0006422	NP_611963.5	XP_001663654.1
OG0006423	NP_001286661.1	XP_021709939.1
OG0006425	NP_511118.2	XP_021709132.1
OG0006426	NP_523783.1	XP_001650919.1
OG0006427	NP_523662.1	XP_021709504.1
OG0006428	NP_001245616.1	XP_021706620.1, XP_021711982.1
OG0006429	NP_524521.1	XP_021712998.1
OG0006430	NP_001262867.1	XP_001663724.2
OG0006431	NP_572872.1	XP_021705127.1
OG0006432	NP_476821.1	XP_021694828.1
OG0006433	NP_651194.1	XP_001656845.2
OG0006434	NP_996032.1	XP_021698604.1
OG0006435	NP_523932.2	XP_001659327.1
OG0006437	NP_612075.1	XP_001653312.1
OG0006439	NP_650742.2	XP_001659227.2
OG0006440	NP_732771.2	XP_021701538.1
OG0006441	NP_001163682.1	XP_001654260.2
OG0006442	NP_523829.2	XP_001655350.2
OG0006443	NP_650656.1	XP_021705140.1
OG0006444	NP_572656.1	XP_001648196.1
OG0006445	NP_524106.3	XP_021708505.1
OG0006446	NP_731221.2	XP_021705676.1
OG0006447	NP_524654.2	XP_001648609.1
OG0006448	NP_001284744.1	XP_011493731.1
OG0006449	NP_001263041.1	XP_001650574.2
OG0006450	NP_722679.1	XP_021700848.1
OG0006451	NP_001303431.1	XP_001664282.1
OG0006452	NP_608868.1	XP_001659778.1
OG0006454	NP_609947.1	XP_021695339.1
OG0006455	NP_001261249.1	XP_021697448.1
OG0006456	NP_001286247.1	XP_001654061.2
OG0006457	NP_652608.1	XP_001649604.1
OG0006458	NP_572712.1	XP_001661916.1
OG0006459	NP_001368976.1	XP_021706028.1
OG0006460	NP_476661.1	XP_001661961.1
OG0006463	NP_648712.1	XP_001664316.1
OG0006464	NP_731085.2	XP_021707837.1
OG0006465	NP_001189248.1	XP_021709281.1
OG0006466	NP_523430.1	XP_021704187.1
OG0006467	NP_727512.3	XP_001654812.1
OG0006469	NP_788381.1	XP_021698220.1
OG0006470	NP_001015505.5	XP_021704077.1
OG0006471	NP_724130.4	XP_021703560.1
OG0006472	NP_524177.1	XP_001652850.2
OG0006473	NP_610765.1	XP_021709807.1
OG0006474	NP_651669.1	XP_001652417.2
OG0006475	NP_001260616.1	XP_021701211.1
OG0006476	NP_610666.1	XP_021697068.1
OG0006477	NP_001260457.1, NP_573049.2	XP_021700677.1
OG0006478	NP_610897.1, NP_001163564.1	XP_001656937.1
OG0006480	NP_611573.1	XP_001650487.2
OG0006482	NP_610192.1	XP_001648880.2
OG0006483	NP_001286994.1	XP_021697737.1
OG0006484	NP_001162825.1	XP_021713424.1
OG0006485	NP_001246454.1	XP_021709595.1, XP_021709594.1
OG0006486	NP_001259592.1	XP_021709153.1
OG0006487	NP_609081.1	XP_001659448.2
OG0006488	NP_524433.1	XP_001657902.2
OG0006489	NP_650854.1	XP_021694898.1
OG0006490	NP_001260049.1	XP_001660418.2
OG0006491	NP_001262064.1	XP_001660916.2
OG0006492	NP_477132.1	XP_021712273.1, XP_021694720.1
OG0006493	NP_001287323.1	XP_011493096.1
OG0006494	NP_523415.1	XP_021708500.1
OG0006495	NP_652039.2	XP_001649467.1
OG0006496	NP_648451.1	XP_021706328.1
OG0006497	NP_001286123.1	XP_021700020.1
OG0006498	NP_609547.2	XP_001650131.1
OG0006499	NP_001260984.1	XP_021707065.1
OG0006500	NP_995745.1	XP_001656926.2
OG0006501	NP_001260732.1	XP_001650005.1
OG0006502	NP_001262121.1	XP_001648450.1
OG0006503	NP_001259149.1	XP_001662670.1
OG0006505	NP_724254.1	XP_021702162.1
OG0006506	NP_001286906.1	XP_021712602.1, XP_001651261.1
OG0006507	NP_001261432.1	XP_021709249.1
OG0006508	NP_001261229.1	XP_021699337.1
OG0006509	NP_651753.2	XP_021711973.1, XP_021693609.1
OG0006510	NP_001246855.1	XP_001650335.1
OG0006512	NP_001287497.1	XP_021713034.1, XP_021712351.1
OG0006513	NP_001189278.1	XP_001654102.2
OG0006514	NP_001261924.1	XP_001659016.2
OG0006515	NP_728163.2	XP_021694817.1
OG0006516	NP_611466.2	XP_001653438.1
OG0006517	NP_650708.1	XP_021694575.1
OG0006518	NP_001097501.1	XP_021698137.1
OG0006519	NP_001284996.1	XP_021707312.1
OG0006520	NP_569844.2	XP_001656464.2
OG0006521	NP_609503.2	XP_001653443.2
OG0006522	NP_650208.1	XP_001655315.1
OG0006523	NP_001261780.1	XP_021699726.1
OG0006524	NP_610456.4	XP_021703268.1
OG0006525	NP_651048.1	XP_001654173.2, XP_021708087.1
OG0006526	NP_001260222.1	XP_021706331.1
OG0006527	NP_001096877.1	XP_021699671.1
OG0006528	NP_001097814.1	XP_021703214.1
OG0006529	NP_001027175.1	XP_001657348.1, XP_021711286.1
OG0006530	NP_573183.2	XP_021694164.1
OG0006532	NP_001286828.1	XP_001664109.2
OG0006533	NP_652341.1	XP_001662904.1
OG0006534	NP_649565.1	XP_001654737.1
OG0006535	NP_001246384.1	XP_001660944.1
OG0006536	NP_573330.3	XP_021695744.1
OG0006537	NP_001097361.1	XP_021697183.1
OG0006538	NP_001260672.1	XP_021701619.1
OG0006539	NP_648879.1	XP_021707172.1
OG0006540	NP_001245851.1	XP_001649665.2
OG0006541	NP_524382.1	XP_001650870.1
OG0006542	NP_001260462.1, NP_610500.2	XP_021701853.1
OG0006543	NP_651400.1	XP_021701331.1, XP_021701330.1, XP_001658184.1
OG0006544	NP_001245588.1	XP_021694656.1
OG0006545	NP_001285789.1	XP_021704327.1
OG0006546	NP_524871.1	XP_001661121.1
OG0006547	NP_652007.1	XP_001664204.1
OG0006548	NP_511119.2	XP_001662694.2
OG0006549	NP_732721.1	XP_001655852.1
OG0006551	NP_001163782.1	XP_001650886.2
OG0006552	NP_609401.2	XP_001663333.1
OG0006553	NP_001097723.1	XP_021707819.1
OG0006554	NP_648102.2	XP_001658388.1
OG0006555	NP_001286941.1	XP_011493288.2, XP_021693043.1
OG0006556	NP_001246837.1	XP_001654277.1
OG0006558	NP_648782.2	XP_021697069.1
OG0006559	NP_001260606.1	XP_021703739.1
OG0006560	NP_611246.1	XP_021700104.1
OG0006561	NP_523966.2	XP_001658164.1
OG0006562	NP_001189228.1	XP_021708171.1
OG0006563	NP_651886.1	XP_021705845.1
OG0006565	NP_001262415.1	XP_021693766.1
OG0006566	NP_001368934.1	XP_021698895.1
OG0006568	NP_573334.1	XP_001660405.1
OG0006570	NP_610467.1	XP_021699637.1
OG0006571	NP_611965.2	XP_021701970.1
OG0006573	NP_524202.1	XP_001656668.1
OG0006574	NP_001260559.1	XP_021702968.1
OG0006575	NP_647645.1, NP_728477.1	XP_021702168.1
OG0006576	NP_572311.1	XP_021705145.1
OG0006577	NP_725221.1	XP_021709301.1
OG0006579	NP_610995.1	XP_001656789.2
OG0006580	NP_648182.1	XP_021705060.1
OG0006581	NP_001284841.1	XP_021699941.1, XP_021699950.1, XP_021699935.1
OG0006582	NP_651320.1	XP_001650857.1
OG0006583	NP_001259968.1	XP_021700455.1
OG0006584	NP_611708.2	XP_001655336.2
OG0006586	NP_573166.1	XP_001662311.1
OG0006587	NP_649025.1	XP_001663056.2
OG0006588	NP_524861.2	XP_001662977.2
OG0006590	NP_001260230.1	XP_021703546.1
OG0006591	NP_651326.1	XP_001660548.1
OG0006592	NP_001260421.1	XP_001658166.2
OG0006593	NP_001261850.1	XP_021694750.1, XP_021694749.1
OG0006594	NP_788400.1	XP_021699913.1
OG0006595	NP_524046.2, NP_524045.2	XP_021699828.1
OG0006597	NP_722974.1	XP_021695160.1
OG0006598	NP_001284859.1	XP_021706205.1
OG0006599	NP_573025.2	XP_021703880.1
OG0006600	NP_001027571.3	XP_001658690.2
OG0006601	NP_001245448.1	XP_021709738.1
OG0006602	NP_726062.2	XP_001660447.1
OG0006603	NP_001285466.1	XP_021706843.1
OG0006604	NP_728614.1	XP_021698653.1
OG0006605	NP_728903.1, NP_647831.1	XP_001649766.2
OG0006606	NP_477004.5	XP_021713002.1
OG0006607	NP_477023.1	XP_021697634.1
OG0006608	NP_001259183.2	XP_021708619.1
OG0006609	NP_001247045.1	XP_021692953.1
OG0006610	NP_001137709.1	XP_021704132.1
OG0006611	NP_650795.2	XP_021706441.1
OG0006612	NP_610042.1	XP_001654859.1
OG0006614	NP_001263024.1	XP_021708235.1
OG0006615	NP_608822.1	XP_021712414.1, XP_021701511.1
OG0006616	NP_001261396.1	XP_001655801.1
OG0006617	NP_610963.1	XP_001656925.1
OG0006618	NP_001261779.1	XP_021710584.1
OG0006619	NP_651353.1	XP_021709530.1, XP_021712417.1
OG0006620	NP_001260170.1	XP_021702057.1
OG0006621	NP_733258.4	XP_021713359.1
OG0006623	NP_650894.1	XP_001647648.2
OG0006624	NP_725875.3	XP_021696038.1
OG0006625	NP_001303445.1	XP_021693017.1
OG0006626	NP_001259401.1	XP_021709882.1, XP_021709905.1
OG0006627	NP_001262497.1	XP_021704811.1
OG0006628	NP_001027085.1	XP_021712803.1
OG0006629	NP_612086.1	XP_001650268.1
OG0006630	NP_995605.1	XP_021702740.1
OG0006631	NP_723849.1	XP_021703476.1
OG0006632	NP_611544.1	XP_021703175.1
OG0006633	NP_648447.2	XP_021706356.1
