Orthogroup	Drosophila_melanogaster	Nasonia_vitripennis
OG0005870	NP_001261214.1	XP_001602456.1
OG0005871	NP_648058.1	XP_001607952.1
OG0005872	NP_001285737.1	XP_001602733.2
OG0005873	NP_001261849.1	XP_008202898.1
OG0005874	NP_723568.1, NP_573347.1	XP_001603667.1
OG0005875	NP_001263094.1, NP_001097975.1	XP_031785791.1
OG0005876	NP_610986.1	XP_001599248.1
OG0005878	NP_001285869.1	XP_008210586.1
OG0005879	NP_573196.1	XP_001605485.1
OG0005880	NP_649783.2	XP_008213869.1
OG0005881	NP_001286781.1	XP_001606297.1
OG0005882	NP_001247279.1	XP_031783876.1
OG0005883	NP_731252.1	XP_001600138.1
OG0005884	NP_524185.1	XP_001606134.1
OG0005885	NP_001287612.1	XP_001607665.1, XP_032454066.1
OG0005886	NP_650338.1	XP_003423949.1
OG0005887	NP_648312.3	XP_001607491.1
OG0005888	NP_651884.1	XP_031785087.1
OG0005889	NP_648514.1	XP_001605533.1
OG0005890	NP_001246806.1	XP_031780142.1
OG0005891	NP_001262845.1	XP_001603921.1
OG0005892	NP_001286614.1	XP_001607270.1
OG0005893	NP_649969.1	XP_001605432.1
OG0005894	NP_001285148.1	XP_001602177.1
OG0005895	NP_001259997.1	XP_001600566.1
OG0005896	NP_001014522.2	XP_001599128.1, XP_032454323.1
OG0005897	NP_650975.1	XP_001607072.1
OG0005898	NP_001246833.1	XP_016837951.1
OG0005899	NP_647772.1	XP_001607310.2
OG0005900	NP_610238.2	XP_003424081.1
OG0005901	NP_001259579.1	XP_031788387.1
OG0005902	NP_651066.2	XP_001600029.1
OG0005903	NP_524837.2, NP_001163078.1	XP_001607854.1
OG0005904	NP_524467.1	XP_001607333.2
OG0005905	NP_649527.1	XP_001600201.1
OG0005906	NP_523598.2	XP_001607973.1
OG0005907	NP_610454.2	XP_001604863.1
OG0005908	NP_609247.1	XP_001608154.1
OG0005909	NP_001284944.1	NP_001153326.1
OG0005910	NP_650619.1	XP_008202085.1
OG0005911	NP_651323.3	XP_016845464.1
OG0005912	NP_648848.1	XP_001602438.1
OG0005913	NP_001246916.1	XP_008205256.1
OG0005914	NP_611983.2, NP_001246514.1	XP_008211487.1
OG0005916	NP_610057.1	XP_008205142.1
OG0005917	NP_001284862.1	XP_001604135.1
OG0005918	NP_001259714.1	XP_001604565.1
OG0005919	NP_649293.1	XP_001607595.1
OG0005920	NP_725114.1	XP_008208376.1
OG0005921	NP_788762.1	XP_008207471.1
OG0005922	NP_573385.1	NP_001165782.1
OG0005923	NP_001286315.1	XP_001608266.1
OG0005924	NP_648242.1	XP_001605931.1
OG0005925	NP_523397.1	XP_001607951.2
OG0005927	NP_611224.1	XP_001608295.1
OG0005928	NP_001303457.1	XP_001607770.1
OG0005929	NP_611731.1	XP_001605922.1
OG0005930	NP_733074.1	XP_001603347.1
OG0005931	NP_001285026.1	XP_016839346.1
OG0005932	NP_524321.1	NP_001135857.1, XP_031789338.1
OG0005933	NP_611078.1	XP_001605162.1
OG0005935	NP_001262997.1	XP_001605065.2
OG0005936	NP_524113.1	XP_032455243.1, XP_032455244.1, XP_003426427.1
OG0005937	NP_651001.2	XP_003426692.1
OG0005938	NP_649057.1	XP_031777174.1
OG0005939	NP_001246062.1	XP_001607805.1
OG0005940	NP_611072.2	XP_031783750.1
OG0005941	NP_001137933.1	XP_001604394.2
OG0005942	NP_001245490.1	XP_016836845.1
OG0005943	NP_001137646.1	XP_008202401.3
OG0005944	NP_651335.2	XP_001603335.1
OG0005945	NP_609836.1	XP_016837194.1
OG0005946	NP_001260048.1	XP_008215617.1
OG0005947	NP_001303388.1	XP_001606253.1
OG0005948	NP_524022.1	XP_016845197.1
OG0005949	NP_572572.1	XP_031779851.1
OG0005950	NP_001163220.1	XP_003426547.1
OG0005951	NP_001285220.1	XP_008202280.1, XP_031783788.1
OG0005952	NP_523420.1	XP_032453208.1
OG0005953	NP_001287207.1	XP_001605375.1
OG0005954	NP_001303571.1	XP_016839246.1
OG0005956	NP_648910.1	XP_003426817.1
OG0005957	NP_476792.1	NP_001154977.1
OG0005958	NP_001262085.1	XP_031786725.1, NP_001135431.1
OG0005959	NP_001262270.1	XP_001607053.1
OG0005960	NP_001284975.1	XP_031777278.1
OG0005961	NP_648769.2	XP_001605347.1
OG0005962	NP_648064.1	XP_032458007.1
OG0005963	NP_001286260.1	XP_001606316.1
OG0005964	NP_001036321.2	XP_001604485.1
OG0005965	NP_001097110.1	XP_003427978.1
OG0005966	NP_609246.1	XP_016842052.1
OG0005967	NP_001163390.1	XP_031782368.1
OG0005968	NP_610314.1	XP_001602970.1
OG0005969	NP_569916.1	XP_031788749.1
OG0005970	NP_647889.2	XP_031785385.1
OG0005972	NP_651458.1	NP_001135814.1
OG0005973	NP_001015354.3	XP_031784509.1
OG0005974	NP_724484.1	XP_001605404.2, XP_031779356.1
OG0005975	NP_611243.1	XP_008206466.1
OG0005976	NP_001260688.1	XP_031779054.1
OG0005977	NP_610662.1	XP_001603539.1
OG0005978	NP_610313.1	XP_001601935.1
OG0005979	NP_001262295.1	XP_001608220.1
OG0005980	NP_608902.1	XP_001604828.1
OG0005981	NP_001260218.1	XP_032453525.1, XP_001600152.1
OG0005982	NP_730354.2	XP_031782785.1
OG0005983	NP_524742.1	NP_001162028.1
OG0005984	NP_651556.2	XP_001601355.2
OG0005985	NP_523606.1	XP_001605882.3
OG0005986	NP_648582.1	XP_001603514.1
OG0005988	NP_001285378.1	NP_001165785.1
OG0005989	NP_477225.1	XP_031781765.1
OG0005990	NP_609202.1	XP_001603475.2
OG0005991	NP_650767.1	XP_032455890.1, NP_001136101.1
OG0005992	NP_001163480.1	XP_016839874.1
OG0005993	NP_001285455.1	XP_031777303.1
OG0005994	NP_001027191.1	XP_008204595.1
OG0005995	NP_648603.1	XP_016839050.1
OG0005997	NP_650252.1	XP_008206066.1, XP_016843243.1
OG0005998	NP_001260437.1	XP_001603897.1
OG0005999	NP_511074.1	XP_001605626.2
OG0006000	NP_524606.1	XP_008210206.1
OG0006001	NP_524867.2	XP_032457716.1, XP_016837497.2
OG0006002	NP_652605.1	XP_001599556.1
OG0006003	NP_647633.1	XP_001600692.1
OG0006004	NP_651715.1	XP_001601002.1
OG0006005	NP_649295.1, NP_649294.1	XP_001599426.1
OG0006007	NP_524288.3	XP_008203476.1
OG0006008	NP_730996.2	XP_001608195.1
OG0006009	NP_572329.3	XP_003427046.1
OG0006010	NP_001262302.1	XP_031785417.1
OG0006011	NP_001014475.1	XP_001604202.1
OG0006012	NP_001285314.1	XP_031782247.1
OG0006013	NP_001015241.3	XP_031789510.1
OG0006014	NP_001162944.1	XP_016844758.1
OG0006015	NP_523588.2	XP_001606668.1
OG0006016	NP_649710.1	XP_031779595.1
OG0006017	NP_996434.2	XP_008208183.1
OG0006018	NP_001334699.1, NP_001263046.1	XP_031783770.1
OG0006019	NP_001262932.1	XP_016844807.1
OG0006020	NP_649703.1	XP_001604098.2
OG0006021	NP_001261597.1	XP_031787383.1
OG0006022	NP_001027262.1	XP_001604498.1
OG0006023	NP_650257.1	XP_001607743.2
OG0006024	NP_788346.1, NP_725314.1	XP_001601214.2
OG0006025	NP_001262138.1	XP_032455666.1
OG0006026	NP_650705.1	XP_016840721.1
OG0006027	NP_523743.1	XP_001602617.2, XP_016838265.1
OG0006028	NP_001286439.1, NP_001036532.1	XP_031782314.1
OG0006029	NP_001286155.1	XP_031785168.1
OG0006030	NP_725048.1	XP_008202496.1, XP_032457062.1, XP_031787715.1
OG0006031	NP_476999.1	XP_016844616.1
OG0006032	NP_001036415.2	XP_003424526.1
OG0006034	NP_572162.2	XP_031782504.1, XP_032451985.1
OG0006036	NP_650428.1	XP_001606324.1
OG0006037	NP_524043.1	NP_001166186.1, XP_016843822.1
OG0006038	NP_477133.1	XP_031781734.1
OG0006039	NP_610675.1	XP_008204327.2
OG0006040	NP_001286717.1	XP_031779132.1
OG0006041	NP_001027443.1	XP_031778165.1
OG0006042	NP_001262058.1	XP_008212081.1
OG0006043	NP_001260714.1	XP_001601346.4
OG0006045	NP_001246932.1	XP_003427585.1
OG0006046	NP_001262252.1	XP_003427626.1
OG0006047	NP_524999.2	XP_003428162.1, XP_031786639.1
OG0006048	NP_648607.3	XP_001605132.2
OG0006049	NP_001286188.1	XP_001602245.2
OG0006050	NP_726036.2	XP_001605333.2
OG0006051	NP_001285881.1	XP_008203329.1
OG0006052	NP_001261482.1	XP_001604171.1
OG0006053	NP_649471.3	XP_003426755.1
OG0006054	NP_001261750.1	XP_001601192.2
OG0006055	NP_648642.1	XP_031778708.1
OG0006056	NP_001137842.2	XP_001601788.1
OG0006057	NP_476573.1	XP_016838920.1
OG0006058	NP_001246712.1	XP_008215375.1
OG0006059	NP_001247193.1	XP_031786887.1
OG0006060	NP_001262018.1	XP_016843144.1
OG0006061	NP_651356.1	XP_001606487.1
OG0006062	NP_477378.1	XP_001606375.1
OG0006063	NP_569845.2	NP_001177939.1, XP_031785815.1
OG0006064	NP_477281.1	XP_001603137.2
OG0006065	NP_001334737.1	XP_031778542.1
OG0006066	NP_651276.2	NP_001122837.2
OG0006067	NP_609378.1	XP_001604957.1
OG0006069	NP_477497.1	XP_008215142.2
OG0006070	NP_001262263.1	XP_001606181.1, XP_031780141.1
OG0006071	NP_001285391.1	XP_001603015.1
OG0006072	NP_001285492.1	XP_001602504.1
OG0006073	NP_611426.1	XP_001606822.2
OG0006075	NP_610427.2	XP_016839148.1
OG0006076	NP_649580.1	XP_001600254.1
OG0006077	NP_608579.1	XP_016840081.1, XP_001603754.1
OG0006078	NP_001284992.1	XP_031777476.1, XP_032457316.1
OG0006079	NP_001259667.1	XP_001605876.1
OG0006080	NP_001261414.1	NP_001136347.1
OG0006081	NP_001262442.1	XP_003425768.2
OG0006082	NP_610418.1	XP_016845747.1
OG0006083	NP_001356961.1	XP_008211348.1
OG0006084	NP_001262557.1	XP_008203041.1, XP_008218058.1
OG0006085	NP_648408.1	XP_008208487.1
OG0006086	NP_647985.1	XP_008217932.1
OG0006087	NP_608734.2	XP_001605643.1
OG0006088	NP_651237.1	NP_001153325.1
OG0006089	NP_523765.1	XP_001603401.1
OG0006090	NP_649083.2	XP_031783619.1
OG0006091	NP_001259101.1	XP_008215214.1
OG0006092	NP_647852.1	XP_031787273.1
OG0006093	NP_995833.1	XP_016844737.1
OG0006094	NP_523503.2	XP_008202414.1
OG0006095	NP_001261575.1	XP_016843543.1
OG0006096	NP_650582.1, NP_001259842.1	XP_008211824.1
OG0006097	NP_609899.1	XP_001606262.2
OG0006098	NP_608860.1	XP_001605302.1
OG0006101	NP_001303349.1	NP_001136166.1, XP_008208814.1
OG0006102	NP_650124.1	XP_031778842.1
OG0006104	NP_523502.1	XP_008202421.1
OG0006105	NP_001245926.1	XP_016842155.1
OG0006106	NP_477156.1	XP_001604679.2
OG0006107	NP_651750.1	XP_008202373.1
OG0006108	NP_001262702.1	XP_001607171.2
OG0006109	NP_001262062.1	XP_031786349.1
OG0006110	NP_610849.1	XP_001601618.1
OG0006111	NP_001104390.2	XP_001605401.2
OG0006112	NP_648320.1	XP_008216006.1
OG0006113	NP_649898.1	XP_001600780.1
OG0006114	NP_001260811.1, NP_001104407.2	NP_001165805.1
OG0006116	NP_647763.1	XP_003426922.1
OG0006117	NP_572505.1	XP_008214303.1
OG0006118	NP_477286.2	XP_016845713.1
OG0006119	NP_650586.2	XP_001607992.1
OG0006120	NP_648202.1	XP_001602801.2, XP_016845218.1
OG0006123	NP_523915.1	XP_001607747.1
OG0006124	NP_001259982.1	XP_001599572.1
OG0006125	NP_524120.1	XP_016844582.1
OG0006126	NP_001260299.1	XP_001600756.1
OG0006127	NP_523835.2	XP_008207789.1
OG0006128	NP_726372.1	XP_016840135.1
OG0006130	NP_001163006.1	XP_001605720.1
OG0006131	NP_001027151.1	XP_031785423.1
OG0006134	NP_727526.2	XP_008210148.1
OG0006135	NP_001137821.1	XP_031780876.1
OG0006136	NP_001097030.1	XP_031779297.1
OG0006137	NP_572545.1	XP_008215838.1
OG0006138	NP_725252.1	XP_016840615.1
OG0006140	NP_649304.1	XP_001601694.3
OG0006141	NP_572524.1	XP_003426390.1
OG0006142	NP_727103.1, NP_001286037.1	XP_001600655.2
OG0006143	NP_724277.2	XP_016842475.1
OG0006144	NP_524471.2	XP_031784893.1
OG0006145	NP_001097600.1	XP_003425588.2
OG0006147	NP_649470.2	XP_001605611.1
OG0006148	NP_651229.2	XP_032455824.1, XP_003426945.1
OG0006149	NP_001286791.1	XP_001601605.2
OG0006150	NP_001189184.1	XP_031782429.1
OG0006152	NP_730244.1	XP_016838841.1
OG0006153	NP_611646.1	XP_001602396.1
OG0006154	NP_524603.2	XP_001602576.2
OG0006155	NP_524691.1	XP_001604031.2
OG0006156	NP_001259853.1	XP_031781388.1
OG0006157	NP_001262724.1	XP_001603354.2
OG0006158	NP_477201.1	XP_008205497.2
OG0006159	NP_649435.2	XP_016840254.2
OG0006160	NP_651514.1	XP_001605436.3
OG0006161	NP_476597.2	XP_031784399.1
OG0006162	NP_732563.2	XP_003424741.1
OG0006164	NP_608834.1	XP_031780500.1
OG0006165	NP_001260320.1	XP_031779092.1
OG0006166	NP_524887.2	XP_008217368.1
OG0006167	NP_611885.3	XP_031784854.1
OG0006168	NP_523876.2	NP_001135435.1
OG0006169	NP_610399.1	XP_003427083.1
OG0006170	NP_001285142.1	XP_001606516.3
OG0006171	NP_477222.1	NP_001153444.1, XP_032452219.1
OG0006172	NP_001027215.1	XP_001606400.1
OG0006173	NP_001262307.1	XP_001602362.1
OG0006174	NP_647745.1	XP_001607941.2
OG0006175	NP_001284899.1	XP_008209697.1, XP_016837572.1
OG0006176	NP_001261682.1	XP_016844432.1
OG0006177	NP_001287536.1	XP_016839350.1
OG0006178	NP_001285196.1	XP_016838420.1
OG0006179	NP_001247201.1	XP_016845655.1
OG0006180	NP_001097279.2	XP_016838107.2
OG0006181	NP_001261385.1	XP_008217609.1
OG0006182	NP_511129.3	XP_031787647.1
OG0006183	NP_001261920.1	XP_016840783.1
OG0006184	NP_723116.1	NP_001165852.1
OG0006185	NP_001015119.2	XP_031789574.1
OG0006186	NP_730508.1	XP_031780685.1
OG0006187	NP_727611.1	XP_001603708.2
OG0006188	NP_523389.3, NP_001285389.1	XP_001608004.1
OG0006189	NP_001097943.1	XP_003427881.1
OG0006191	NP_001163710.1	XP_031780146.1
OG0006192	NP_647943.2	XP_001605190.1, XP_008211868.1
OG0006193	NP_001287235.1	XP_001601643.2
OG0006194	NP_001285517.1	XP_001600943.1
OG0006195	NP_001247313.1	XP_001605845.1, XP_016842843.1
OG0006196	NP_609579.1	XP_001602691.1
OG0006197	NP_651211.2	XP_032453614.1, NP_001152812.1
OG0006199	NP_608931.1	XP_016845798.1
OG0006200	NP_650001.2	XP_003426267.1
OG0006201	NP_001036772.2	XP_008209099.1
OG0006202	NP_611178.1, NP_001259623.1	XP_001607774.1
OG0006203	NP_524098.2	XP_001599639.1
OG0006204	NP_477499.1	XP_016840545.1
OG0006205	NP_611419.1	XP_008208010.1
OG0006206	NP_733391.1	XP_032453124.1
OG0006207	NP_523959.2	XP_031784240.1
OG0006208	NP_731761.3	XP_031785345.1
OG0006209	NP_001245852.1	XP_008215110.1
OG0006210	NP_733077.3	XP_031784993.1
OG0006211	NP_001259340.1, NP_001262941.1	XP_031785013.1
OG0006212	NP_648758.1	XP_031784375.1
OG0006213	NP_001261417.1	XP_001607462.2
OG0006214	NP_001097658.1	XP_031779203.1
OG0006215	NP_477473.1	XP_001603253.1
OG0006216	NP_476596.1	XP_016839754.1
OG0006217	NP_573245.1	XP_016837608.1
OG0006218	NP_727306.1	XP_031787202.1
OG0006219	NP_524464.1	XP_001604886.1
OG0006220	NP_001303424.1	XP_003423979.1
OG0006221	NP_001162664.2	XP_001605478.2
OG0006222	NP_476702.1	XP_001605837.1
OG0006223	NP_611600.1	XP_016842446.1, XP_031788389.1
OG0006224	NP_651530.1	NP_001166279.1
OG0006225	NP_649835.1	XP_031777518.1, NP_001136327.1
OG0006226	NP_651580.3	XP_003425002.1
OG0006228	NP_649916.1	XP_031780298.1
OG0006229	NP_523443.1	XP_031779484.1
OG0006230	NP_648400.1	XP_031783877.1
OG0006231	NP_524929.1	XP_001600961.1
OG0006232	NP_650739.2	XP_031777290.1
OG0006233	NP_611215.1	XP_008213365.1
OG0006234	NP_728264.1, NP_648139.1	XP_001601880.2
OG0006235	NP_001286524.1	XP_001602905.3
OG0006236	NP_610996.1	XP_008216418.1
OG0006237	NP_608950.3	XP_016843442.2, XP_016843443.2
OG0006238	NP_001285439.1	XP_031781637.1
OG0006240	NP_001263068.1	XP_008210159.1
OG0006241	NP_524116.2	XP_001602414.3
OG0006242	NP_001285458.1	XP_001601599.2
OG0006243	NP_723893.1	NP_001177678.1
OG0006244	NP_001245621.1	XP_016840583.1
OG0006245	NP_787990.1	XP_001601240.4
OG0006246	NP_001138209.1	XP_001601035.1
OG0006247	NP_569958.2	XP_031782333.1
OG0006248	NP_001262556.1	XP_001604022.1
OG0006249	NP_001263082.1	XP_008207717.1
OG0006250	NP_647705.1	XP_001604139.2
OG0006252	NP_001245944.1	XP_001600229.1
OG0006253	NP_648947.1, NP_647858.2	XP_001600559.3
OG0006254	NP_001286950.1	XP_008209332.1
OG0006255	NP_649130.2	XP_001605709.1
OG0006256	NP_001287243.1	XP_003427343.1
OG0006257	NP_649560.1	XP_008213727.1
OG0006258	NP_001014577.1	NP_001267498.1
OG0006259	NP_476833.1	XP_031784897.1
OG0006260	NP_524330.2	XP_001606983.2
OG0006261	NP_648837.2	NP_001123293.1
OG0006262	NP_001287107.1	XP_031782494.1
OG0006263	NP_001246449.1	XP_001603605.6
OG0006264	NP_001303458.1	XP_031787332.1
OG0006266	NP_726016.1	XP_016843000.1
OG0006267	NP_611223.4	XP_001601344.1
OG0006268	NP_647979.1	XP_001604363.1
OG0006269	NP_649826.3	XP_001604914.2
OG0006270	NP_651665.2	XP_031782509.1
OG0006271	NP_001285268.1	NP_001153324.1
OG0006273	NP_732199.2	XP_001602042.1
OG0006274	NP_001286160.1	XP_001608190.2
OG0006275	NP_728606.1, NP_726727.1	XP_032456535.1
OG0006276	NP_524040.2	XP_031784248.1
OG0006277	NP_651757.1	XP_001607823.1
OG0006278	NP_477226.2	XP_031776673.1
OG0006279	NP_001285719.1	XP_008202920.1
OG0006280	NP_608318.5	XP_031785839.1
OG0006282	NP_649414.1	XP_032455055.1
OG0006283	NP_524100.1	XP_001602988.2
OG0006284	NP_572441.1	XP_001605963.1
OG0006285	NP_001163022.1, NP_001260629.1	XP_001607732.1
OG0006286	NP_001262267.1	XP_001600196.2
OG0006287	NP_523969.1	XP_031786830.1
OG0006288	NP_572901.1	XP_001601653.3
OG0006289	NP_650822.1	XP_001602657.1
OG0006290	NP_525063.1	XP_032454233.1
OG0006291	NP_648556.3	XP_001602144.1
OG0006292	NP_001259502.1	XP_008205188.1
OG0006293	NP_001262699.1	XP_008211560.1
OG0006294	NP_649499.1	XP_016837513.1, XP_032453463.1
OG0006295	NP_608738.1	XP_001601251.2
OG0006296	NP_609375.1	XP_001602110.1
OG0006297	NP_608779.1	XP_016845689.1
OG0006298	NP_001285902.1	XP_001605145.1
OG0006299	NP_001247105.1	XP_008204655.1
OG0006300	NP_572930.3	XP_008202595.1
OG0006301	NP_611332.1	XP_001605011.2
OG0006302	NP_572215.1	XP_031786229.1
OG0006303	NP_001262065.1	XP_008205822.1
OG0006304	NP_651005.1	XP_001601045.1
OG0006305	NP_523357.2	XP_031783430.1
OG0006306	NP_610167.3	XP_001606338.1
OG0006307	NP_001261793.1	NP_001177857.1
OG0006308	NP_477318.1	XP_031780464.1
OG0006309	NP_001286949.1	XP_031781898.1
OG0006310	NP_001260349.1	XP_001607291.1
OG0006311	NP_001261955.1	NP_001165809.1
OG0006312	NP_001246038.1	XP_008210216.1
OG0006313	NP_572308.3, NP_001287039.1	XP_016837564.1
OG0006314	NP_001286676.1	XP_031780341.1
OG0006315	NP_001097366.1	XP_016838189.1
OG0006316	NP_001285018.1, NP_611485.1	XP_008205982.1
OG0006317	NP_611265.1	XP_001601669.2
OG0006318	NP_001262587.1	XP_001607783.1
OG0006319	NP_001261559.1	XP_008215945.1, XP_031788361.1
OG0006320	NP_001303467.1	XP_016840419.1
OG0006322	NP_648756.1	XP_031781239.1
OG0006323	NP_001303317.1	XP_001605926.6
OG0006324	NP_525123.2	XP_016840586.1
OG0006325	NP_608615.1	XP_008209529.1
OG0006326	NP_001356954.1	XP_008212552.1
OG0006327	NP_611270.1	XP_031785359.1
OG0006328	NP_724578.1	XP_001606770.1
OG0006329	NP_524303.2, NP_477371.1	XP_031786684.1
OG0006331	NP_648257.1	XP_008211850.1
OG0006332	NP_608996.1	NP_001164365.1
OG0006333	NP_477332.1	NP_001135423.1
OG0006334	NP_523663.1	NP_001164377.1, XP_032454670.1
OG0006335	NP_001263028.1	XP_016838260.1
OG0006337	NP_001163572.1, NP_648007.1	XP_031779523.1
OG0006340	NP_001262553.1	XP_008208823.1
OG0006343	NP_610953.1	XP_016842414.1
OG0006344	NP_001247302.1	XP_003424125.1, XP_008203042.1
OG0006345	NP_651390.2	XP_008207344.1
OG0006346	NP_650662.1	XP_032454608.1
OG0006347	NP_612080.1	XP_016837882.1
OG0006348	NP_647884.1	XP_001604227.1
OG0006349	NP_001259426.1	XP_031787119.1
OG0006350	NP_651099.1	NP_001127798.2
OG0006352	NP_648347.2	XP_003424645.1
OG0006353	NP_001097319.1	XP_031789095.1, XP_001599352.1
OG0006355	NP_001262542.1	XP_008210247.1
OG0006356	NP_651922.1	XP_031787672.1
OG0006357	NP_001259191.1	XP_003427653.1
OG0006358	NP_523374.2	NP_001154944.1
OG0006359	NP_001287135.1, NP_572757.2	XP_031778277.1
OG0006360	NP_611881.1	XP_031777907.1
OG0006361	NP_609441.1	XP_001601025.2
OG0006362	NP_610055.1	XP_008204925.1
OG0006363	NP_648043.1, NP_648045.2	XP_031783678.1
OG0006364	NP_001246952.1	XP_016841601.1
OG0006365	NP_001247027.1	XP_031787412.1
OG0006366	NP_001163243.1	XP_031779592.1, XP_032452713.1
OG0006367	NP_608426.1	XP_031777719.1, XP_008202836.1
OG0006368	NP_647932.1	XP_001605772.2
OG0006369	NP_001036574.1	XP_001607889.1
OG0006370	NP_611051.2	XP_003425939.1
OG0006371	NP_001260450.1	XP_008205328.1
OG0006372	NP_001246894.1	XP_031777904.1, XP_008203158.2
OG0006373	NP_001260269.1	XP_031787059.1
OG0006374	NP_648111.1	XP_008207963.1
OG0006375	NP_610929.2	XP_001605402.1
OG0006377	NP_001261387.1	XP_031786723.1
OG0006378	NP_524124.1	XP_001607429.2
OG0006379	NP_001097077.1	XP_031785270.1
OG0006380	NP_733372.1	XP_008202024.1
OG0006381	NP_001303418.1, NP_001137750.1	NP_001153469.1
OG0006382	NP_001261668.1	XP_016838576.1
OG0006383	NP_723346.2	XP_001602941.1
OG0006384	NP_572861.1	XP_008204234.1, XP_008204227.1
OG0006385	NP_523814.1	XP_003426955.1
OG0006386	NP_611601.2	XP_001607970.1
OG0006387	NP_733205.3	XP_031780652.1
OG0006388	NP_611095.1	XP_001607351.2
OG0006389	NP_536736.2	XP_008215156.2
OG0006390	NP_001285318.1	XP_001606624.1
OG0006391	NP_996333.4	XP_031778974.1
OG0006392	NP_001260321.1	XP_003425756.1
OG0006393	NP_648421.1	XP_008206671.1, XP_008206670.1
OG0006394	NP_611637.1	XP_016838670.1
OG0006395	NP_650562.1	XP_031777949.1
OG0006396	NP_001014557.3	XP_031784524.1
OG0006397	NP_001261867.1	XP_001606827.1
OG0006398	NP_648445.1	XP_001603834.1
OG0006399	NP_572350.2	XP_016838230.1
OG0006400	NP_001097320.1	XP_032453786.1
OG0006401	NP_001163598.1	XP_016840057.1
OG0006402	NP_650781.2	XP_031787300.1, XP_008207034.1
OG0006403	NP_001097237.1	XP_008204749.1
OG0006404	NP_001303320.1	XP_031780070.1
OG0006405	NP_612047.1	XP_003427447.1
OG0006406	NP_652499.2	XP_031788183.1
OG0006407	NP_001014591.1, NP_649111.1	XP_008217031.1
OG0006408	NP_001260842.1	XP_031782728.1
OG0006409	NP_001262665.1	XP_001603998.1
OG0006410	NP_001260372.1	XP_003425987.1
OG0006411	NP_001286801.1	XP_003427576.1
OG0006412	NP_001259406.1	XP_001601773.1
OG0006413	NP_608646.3	XP_001606603.2
OG0006414	NP_001286371.1	XP_008217801.1
OG0006415	NP_649200.2	XP_031778092.1
OG0006416	NP_609105.1	XP_001603184.1
OG0006417	NP_650573.1	XP_031779275.1
OG0006418	NP_001137711.1	XP_016838028.1
OG0006419	NP_650701.1	XP_031784960.1, XP_031784959.1, XP_031784961.1
OG0006420	NP_001303455.1	XP_001605597.1
OG0006421	NP_609552.1	XP_016837049.2
OG0006422	NP_611963.5	XP_016842705.1, XP_008202438.1, XP_031777400.1
OG0006423	NP_001286661.1	XP_031777554.1
OG0006425	NP_511118.2	XP_008215911.1
OG0006426	NP_523783.1	XP_031780150.1
OG0006427	NP_523662.1	XP_003424561.1
OG0006428	NP_001245616.1	XP_016844586.1, XP_031786304.1
OG0006429	NP_524521.1	XP_003425474.2
OG0006430	NP_001262867.1	XP_008214936.1, XP_003428226.1, XP_031784003.1
OG0006431	NP_572872.1	XP_031784502.1, XP_031784501.1
OG0006432	NP_476821.1	XP_008213238.4
OG0006433	NP_651194.1	XP_003428196.1
OG0006434	NP_996032.1	XP_001606625.1
OG0006435	NP_523932.2	XP_016840617.1
OG0006437	NP_612075.1	XP_003424748.3
OG0006439	NP_650742.2	XP_001601225.2, XP_003427799.1
OG0006440	NP_732771.2	XP_001601004.2
OG0006441	NP_001163682.1	XP_016841065.1, XP_032456390.1
OG0006442	NP_523829.2	XP_031784581.1
OG0006443	NP_650656.1	XP_003426042.2
OG0006444	NP_572656.1	XP_001603154.1
OG0006445	NP_524106.3	XP_008210146.1
OG0006447	NP_524654.2	XP_031783662.1
OG0006448	NP_001284744.1	XP_032454263.1
OG0006449	NP_001263041.1	XP_008206336.1
OG0006450	NP_722679.1	XP_031778620.1
OG0006451	NP_001303431.1	XP_008205547.1
OG0006452	NP_608868.1	XP_001606806.1
OG0006453	NP_001036635.1	XP_001608204.2
OG0006454	NP_609947.1	XP_016839517.1
OG0006455	NP_001261249.1	XP_016843952.2
OG0006456	NP_001286247.1	XP_001607452.1
OG0006457	NP_652608.1	XP_032457199.1, XP_031783023.1
OG0006458	NP_572712.1	XP_003426993.1, XP_016845724.1
OG0006459	NP_001368976.1	XP_016837350.1
OG0006460	NP_476661.1	NP_001154953.1, XP_008205976.1
OG0006463	NP_648712.1	XP_031779505.1
OG0006464	NP_731085.2	XP_008211256.1
OG0006465	NP_001189248.1	XP_016845158.1
OG0006466	NP_523430.1	XP_016842101.1
OG0006467	NP_727512.3	XP_008217642.1
OG0006469	NP_788381.1	XP_016840788.1
OG0006470	NP_001015505.5	XP_008209980.1
OG0006471	NP_724130.4	XP_008212571.1
OG0006472	NP_524177.1	XP_001608068.2
OG0006473	NP_610765.1	XP_008212651.1
OG0006474	NP_651669.1	XP_031784462.1
OG0006475	NP_001260616.1	XP_001606736.1
OG0006476	NP_610666.1	XP_008208068.1
OG0006477	NP_001260457.1, NP_573049.2	XP_001600804.1
OG0006480	NP_611573.1	XP_031786919.1
OG0006482	NP_610192.1	XP_016839977.1
OG0006483	NP_001286994.1	XP_016845819.1
OG0006484	NP_001162825.1	XP_031778175.1
OG0006485	NP_001246454.1	XP_031787323.1
OG0006486	NP_001259592.1	XP_008212454.1
OG0006487	NP_609081.1	XP_016843988.2
OG0006488	NP_524433.1	XP_001600859.1
