Orthogroup	Drosophila_melanogaster	Tribolium_castaneum
OG0006053	NP_649471.3	XP_008201367.1
OG0006054	NP_001261750.1	XP_973804.1
OG0006055	NP_648642.1	XP_015838151.1
OG0006056	NP_001137842.2	XP_008195140.1, XP_015836736.1
OG0006057	NP_476573.1	XP_968863.2
OG0006058	NP_001246712.1	XP_001808147.1
OG0006059	NP_001247193.1	XP_008200063.1
OG0006060	NP_001262018.1	XP_015838089.1, XP_967353.1
OG0006061	NP_651356.1	XP_008197571.1
OG0006062	NP_477378.1	XP_975238.1
OG0006063	NP_569845.2	XP_974245.1
OG0006064	NP_477281.1	XP_015835819.1
OG0006065	NP_001334737.1	XP_008196033.1
OG0006066	NP_651276.2	XP_008192691.1
OG0006067	NP_609378.1	XP_971811.1
OG0006068	NP_524713.1	XP_972846.1
OG0006069	NP_477497.1	XP_971084.2
OG0006070	NP_001262263.1	XP_015840675.1
OG0006071	NP_001285391.1	XP_971483.1, XP_008197391.1
OG0006072	NP_001285492.1	XP_008195580.1
OG0006073	NP_611426.1	XP_008191932.1
OG0006074	NP_612053.1	XP_970611.1
OG0006075	NP_610427.2	XP_008197353.1
OG0006076	NP_649580.1	XP_008200459.1
OG0006077	NP_608579.1	XP_008193971.1
OG0006078	NP_001284992.1	XP_972184.1
OG0006079	NP_001259667.1	XP_968214.1
OG0006080	NP_001261414.1	XP_972784.2
OG0006081	NP_001262442.1	XP_969821.1
OG0006082	NP_610418.1	XP_975299.1
OG0006083	NP_001356961.1	XP_969292.2
OG0006084	NP_001262557.1	XP_975200.2
OG0006085	NP_648408.1	XP_008193426.1
OG0006086	NP_647985.1	XP_975172.1
OG0006087	NP_608734.2	XP_008191807.1
OG0006088	NP_651237.1	XP_015840737.1
OG0006089	NP_523765.1	XP_971921.1
OG0006090	NP_649083.2	XP_015837916.1
OG0006091	NP_001259101.1	XP_969328.1
OG0006092	NP_647852.1	XP_967408.1
OG0006093	NP_995833.1	XP_968117.1
OG0006094	NP_523503.2	XP_015835531.1
OG0006095	NP_001261575.1	XP_970606.1
OG0006096	NP_650582.1, NP_001259842.1	XP_969753.1
OG0006097	NP_609899.1	XP_008196003.1
OG0006098	NP_608860.1	XP_015833475.1
OG0006099	NP_001284815.1	XP_008191976.1
OG0006100	NP_651176.1	XP_970018.1
OG0006101	NP_001303349.1	NP_001136167.1
OG0006102	NP_650124.1	XP_008197945.1
OG0006103	NP_001286173.1	NP_001164117.1
OG0006104	NP_523502.1	NP_001107822.1, XP_008193162.1
OG0006105	NP_001245926.1	XP_015834586.1, XP_970787.2
OG0006106	NP_477156.1	NP_001153741.1, XP_008199600.1
OG0006107	NP_651750.1	XP_974190.1
OG0006109	NP_001262062.1	NP_001095946.1
OG0006110	NP_610849.1	XP_973449.1
OG0006111	NP_001104390.2	XP_969313.1
OG0006112	NP_648320.1	XP_971899.1
OG0006113	NP_649898.1	NP_001153722.1
OG0006114	NP_001260811.1, NP_001104407.2	XP_969197.1
OG0006116	NP_647763.1	XP_015836815.1
OG0006117	NP_572505.1	XP_008194939.1
OG0006118	NP_477286.2	XP_974055.1
OG0006119	NP_650586.2	XP_969793.1
OG0006120	NP_648202.1	XP_008196845.1
OG0006121	NP_001261137.1	XP_975394.1
OG0006123	NP_523915.1	XP_967947.2
OG0006124	NP_001259982.1	XP_968460.1
OG0006125	NP_524120.1	XP_972705.1
OG0006126	NP_001260299.1	XP_969150.1
OG0006127	NP_523835.2	XP_966585.1
OG0006128	NP_726372.1	XP_008196205.1
OG0006129	NP_572797.3	XP_015838761.1
OG0006130	NP_001163006.1	XP_967502.1
OG0006131	NP_001027151.1	XP_008195462.1
OG0006134	NP_727526.2	XP_008191343.1
OG0006135	NP_001137821.1	XP_967817.2
OG0006136	NP_001097030.1	XP_015839689.1
OG0006137	NP_572545.1	XP_968202.1
OG0006138	NP_725252.1	XP_015834406.1
OG0006139	NP_733421.1	XP_008194175.1
OG0006140	NP_649304.1	XP_008200089.1
OG0006141	NP_572524.1	XP_970646.1
OG0006143	NP_724277.2	XP_001811667.1
OG0006144	NP_524471.2	XP_008195509.1
OG0006145	NP_001097600.1	XP_970462.1
OG0006147	NP_649470.2	XP_973312.1
OG0006148	NP_651229.2	XP_974779.1, XP_008190958.1, XP_008194512.1
OG0006149	NP_001286791.1	XP_974377.1
OG0006150	NP_001189184.1	XP_970568.2
OG0006152	NP_730244.1	XP_973922.1
OG0006153	NP_611646.1	XP_008191866.1
OG0006154	NP_524603.2	XP_008192041.2
OG0006155	NP_524691.1	XP_008195300.1
OG0006156	NP_001259853.1	XP_967600.2
OG0006157	NP_001262724.1	XP_008194660.1
OG0006158	NP_477201.1	XP_008201238.1, NP_001034510.1
OG0006159	NP_649435.2	XP_001810169.2
OG0006160	NP_651514.1	XP_015835761.1
OG0006161	NP_476597.2	XP_015836311.1
OG0006162	NP_732563.2	XP_008195053.1
OG0006164	NP_608834.1	XP_968028.1
OG0006165	NP_001260320.1	XP_975134.2
OG0006166	NP_524887.2	XP_001807129.1
OG0006167	NP_611885.3	XP_015839012.1
OG0006168	NP_523876.2	XP_970015.2
OG0006169	NP_610399.1	XP_968057.1
OG0006170	NP_001285142.1	XP_008191382.2, XP_971029.1
OG0006171	NP_477222.1	XP_969175.1
OG0006172	NP_001027215.1	XP_967760.1
OG0006173	NP_001262307.1	XP_008198463.1
OG0006174	NP_647745.1	XP_966482.1
OG0006175	NP_001284899.1	XP_008190662.1
OG0006176	NP_001261682.1	XP_015833069.1
OG0006177	NP_001287536.1	XP_972963.1
OG0006178	NP_001285196.1	XP_008197383.1
OG0006179	NP_001247201.1	XP_008194805.1
OG0006180	NP_001097279.2	XP_972555.3
OG0006181	NP_001261385.1	XP_967438.2
OG0006182	NP_511129.3	XP_015836222.1
OG0006183	NP_001261920.1	XP_973095.1
OG0006184	NP_723116.1	NP_001161915.1
OG0006185	NP_001015119.2	XP_001808071.2
OG0006186	NP_730508.1	XP_008194151.1
OG0006187	NP_727611.1	XP_969860.2
OG0006188	NP_523389.3, NP_001285389.1	XP_969276.2
OG0006189	NP_001097943.1	XP_974964.1
OG0006191	NP_001163710.1	NP_001164154.1, XP_008200418.1
OG0006192	NP_647943.2	XP_008196113.1
OG0006193	NP_001287235.1	XP_008196472.1
OG0006194	NP_001285517.1	XP_008201501.1
OG0006195	NP_001247313.1	XP_971097.1
OG0006196	NP_609579.1	XP_973323.1
OG0006197	NP_651211.2	XP_967679.1
OG0006199	NP_608931.1	XP_973597.1
OG0006200	NP_650001.2	XP_008196414.1
OG0006201	NP_001036772.2	XP_008191241.1
OG0006202	NP_611178.1, NP_001259623.1	XP_971116.2
OG0006203	NP_524098.2	XP_973025.1
OG0006204	NP_477499.1	XP_008193768.1, XP_008193759.1
OG0006205	NP_611419.1	XP_008197358.1
OG0006206	NP_733391.1	XP_015833212.1
OG0006207	NP_523959.2	XP_008192481.1
OG0006208	NP_731761.3	XP_015835132.1
OG0006209	NP_001245852.1	XP_966390.1
OG0006210	NP_733077.3	XP_008201451.1
OG0006211	NP_001259340.1, NP_001262941.1	XP_008195304.1
OG0006212	NP_648758.1	XP_008194346.1
OG0006214	NP_001097658.1	XP_008198272.1
OG0006215	NP_477473.1	XP_972389.1
OG0006216	NP_476596.1	XP_015833492.1
OG0006217	NP_573245.1	XP_974716.1
OG0006218	NP_727306.1	XP_974418.1
OG0006219	NP_524464.1	XP_967673.1
OG0006220	NP_001303424.1	XP_968878.1
OG0006221	NP_001162664.2	XP_970593.2
OG0006222	NP_476702.1	XP_008192239.1
OG0006223	NP_611600.1	XP_008191963.1
OG0006224	NP_651530.1	XP_971011.1, XP_008201542.1
OG0006225	NP_649835.1	XP_967459.1
OG0006226	NP_651580.3	XP_015837923.1
OG0006228	NP_649916.1	XP_969161.2
OG0006229	NP_523443.1	XP_008196961.1, NP_001127850.1
OG0006230	NP_648400.1	XP_008198972.1
OG0006231	NP_524929.1	XP_008199267.1
OG0006232	NP_650739.2	XP_968899.1
OG0006233	NP_611215.1	XP_008194458.1
OG0006234	NP_728264.1, NP_648139.1	XP_015834942.1
OG0006235	NP_001286524.1	XP_970755.2
OG0006236	NP_610996.1	XP_971934.2
OG0006237	NP_608950.3	XP_008195326.1
OG0006238	NP_001285439.1	XP_008192284.1
OG0006240	NP_001263068.1	XP_008198164.1
OG0006241	NP_524116.2	XP_973652.1
OG0006242	NP_001285458.1	XP_972226.3
OG0006243	NP_723893.1	XP_974351.1
OG0006244	NP_001245621.1	XP_972740.1
OG0006245	NP_787990.1	XP_970678.1
OG0006246	NP_001138209.1	XP_967705.1
OG0006247	NP_569958.2	XP_975203.2
OG0006248	NP_001262556.1	XP_974638.1
OG0006249	NP_001263082.1	XP_015837072.1
OG0006250	NP_647705.1	XP_015840452.1, XP_969448.1
OG0006251	NP_723730.2	XP_973772.1
OG0006252	NP_001245944.1	NP_001034525.1
OG0006253	NP_648947.1, NP_647858.2	XP_008196309.1
OG0006254	NP_001286950.1	XP_971710.2
OG0006255	NP_649130.2	XP_968858.3
OG0006256	NP_001287243.1	XP_008192355.1
OG0006257	NP_649560.1	XP_974304.1
OG0006258	NP_001014577.1	NP_001107765.1
OG0006259	NP_476833.1	XP_969365.1
OG0006260	NP_524330.2	XP_015836489.1
OG0006261	NP_648837.2	XP_008199143.1
OG0006262	NP_001287107.1	XP_972829.1
OG0006263	NP_001246449.1	XP_015840946.1
OG0006264	NP_001303458.1	XP_001811917.1
OG0006266	NP_726016.1	XP_968122.1
OG0006267	NP_611223.4	XP_975078.2
OG0006268	NP_647979.1	XP_967117.1
OG0006269	NP_649826.3	XP_008195313.1
OG0006270	NP_651665.2	XP_968806.3
OG0006271	NP_001285268.1	XP_968366.1
OG0006273	NP_732199.2	XP_974567.2
OG0006274	NP_001286160.1	XP_973671.2
OG0006275	NP_728606.1, NP_726727.1	XP_975323.1
OG0006276	NP_524040.2	XP_008199318.1
OG0006277	NP_651757.1	XP_972150.2
OG0006278	NP_477226.2	XP_971450.1
OG0006279	NP_001285719.1	XP_008199174.1
OG0006280	NP_608318.5	XP_015835096.1
OG0006282	NP_649414.1	XP_008200283.1
OG0006283	NP_524100.1	NP_001164094.1, XP_008200461.1
OG0006284	NP_572441.1	XP_008201728.1
OG0006285	NP_001163022.1, NP_001260629.1	XP_967513.1
OG0006286	NP_001262267.1	XP_008195631.1
OG0006287	NP_523969.1	XP_015836430.1
OG0006288	NP_572901.1	XP_008192776.1
OG0006289	NP_650822.1	XP_972899.1
OG0006290	NP_525063.1	XP_968844.1
OG0006291	NP_648556.3	XP_015836383.1
OG0006292	NP_001259502.1	XP_971490.1, XP_015836264.1
OG0006293	NP_001262699.1	XP_968467.1, XP_967097.1
OG0006294	NP_649499.1	XP_966616.1
OG0006295	NP_608738.1	XP_008195028.1
OG0006296	NP_609375.1	XP_975638.1
OG0006297	NP_608779.1	XP_008197797.1
OG0006298	NP_001285902.1	XP_968109.1
OG0006299	NP_001247105.1	XP_008201533.1
OG0006300	NP_572930.3	XP_008192925.1
OG0006301	NP_611332.1	XP_008200121.1
OG0006302	NP_572215.1	XP_975194.2
OG0006303	NP_001262065.1	XP_008197566.1
OG0006304	NP_651005.1	XP_967396.1
OG0006305	NP_523357.2	XP_008192163.1
OG0006306	NP_610167.3	XP_008198935.1
OG0006307	NP_001261793.1	XP_008194418.1
OG0006308	NP_477318.1	XP_972593.1
OG0006309	NP_001286949.1	XP_969584.1
OG0006310	NP_001260349.1	XP_008199323.1
OG0006311	NP_001261955.1	XP_975769.1
OG0006312	NP_001246038.1	XP_008201336.1
OG0006313	NP_572308.3, NP_001287039.1	XP_967788.1
OG0006314	NP_001286676.1	XP_008197803.1
OG0006315	NP_001097366.1	XP_015838682.1
OG0006316	NP_001285018.1	XP_001814047.1
OG0006317	NP_611265.1	XP_971377.1
OG0006318	NP_001262587.1	XP_015840161.1
OG0006319	NP_001261559.1	XP_973781.1
OG0006320	NP_001303467.1	XP_974032.3
OG0006322	NP_648756.1	XP_969081.1
OG0006323	NP_001303317.1	XP_969881.1
OG0006324	NP_525123.2	XP_015839977.1
OG0006325	NP_608615.1	XP_975115.1
OG0006326	NP_001356954.1	XP_008193707.1
OG0006327	NP_611270.1	XP_973265.1
OG0006328	NP_724578.1	XP_973520.1
OG0006329	NP_524303.2, NP_477371.1	XP_008200453.1
OG0006331	NP_648257.1	XP_970043.2
OG0006332	NP_608996.1	XP_966737.1
OG0006333	NP_477332.1	XP_967150.1
OG0006334	NP_523663.1	XP_970258.3
OG0006335	NP_001263028.1	XP_975679.2
OG0006337	NP_001163572.1, NP_648007.1	XP_008193898.1
OG0006340	NP_001262553.1	XP_969014.1
OG0006343	NP_610953.1	XP_008197440.1
OG0006344	NP_001247302.1	XP_967064.1
OG0006345	NP_651390.2	XP_008194877.1
OG0006346	NP_650662.1	XP_975242.1
OG0006347	NP_612080.1	XP_967413.1
OG0006348	NP_647884.1	XP_008197900.1
OG0006349	NP_001259426.1	XP_971770.1
OG0006350	NP_651099.1	XP_008191855.1
OG0006351	NP_651220.3	XP_008201369.1
OG0006352	NP_648347.2	XP_008199164.1
OG0006353	NP_001097319.1	XP_008196657.1
OG0006355	NP_001262542.1	XP_008197719.1
OG0006356	NP_651922.1	XP_973551.1
OG0006357	NP_001259191.1	XP_008194944.1
OG0006358	NP_523374.2	XP_966409.1
OG0006359	NP_001287135.1, NP_572757.2	XP_015834095.1
OG0006360	NP_611881.1	XP_968892.1
OG0006361	NP_609441.1	XP_008194669.1
OG0006362	NP_610055.1	XP_015833389.1, XP_008190921.1
OG0006363	NP_648045.2	XP_968124.2
OG0006364	NP_001246952.1	XP_008191418.1
OG0006365	NP_001247027.1	XP_968712.2
OG0006366	NP_001163243.1	XP_008191093.1
OG0006368	NP_647932.1	XP_974191.1
OG0006369	NP_001036574.1	XP_015839149.1
OG0006370	NP_611051.2	XP_968179.1
OG0006371	NP_001260450.1	XP_967247.2
OG0006372	NP_001246894.1	XP_974114.2
OG0006373	NP_001260269.1	XP_008193147.1
OG0006374	NP_648111.1	XP_971689.1
OG0006375	NP_610929.2	XP_008198624.1
OG0006377	NP_001261387.1	XP_008190836.1
OG0006378	NP_524124.1	XP_970244.1
OG0006379	NP_001097077.1	XP_015833902.1, XP_972461.1
OG0006380	NP_733372.1	XP_975069.1
OG0006381	NP_001303418.1, NP_001137750.1	XP_008192680.1
OG0006382	NP_001261668.1	XP_008198299.1
OG0006383	NP_723346.2	XP_966740.1
OG0006384	NP_572861.1	XP_008200069.1, XP_008200070.1
OG0006385	NP_523814.1	XP_008200175.1
OG0006386	NP_611601.2	XP_971252.1
OG0006387	NP_733205.3	XP_015836426.1, XP_015836408.1
OG0006388	NP_611095.1	XP_008190611.1
OG0006389	NP_536736.2	XP_967510.2
OG0006390	NP_001285318.1	XP_974784.1
OG0006391	NP_996333.4	XP_008201022.1
OG0006392	NP_001260321.1	XP_969056.1
OG0006393	NP_648421.1	XP_968347.1
OG0006394	NP_611637.1	XP_008193619.1
OG0006395	NP_650562.1	XP_008201476.1, XP_008201477.1
OG0006396	NP_001014557.3	XP_015835444.1
OG0006397	NP_001261867.1	XP_008193042.1
OG0006398	NP_648445.1	XP_974084.1
OG0006399	NP_572350.2	XP_015838133.1
OG0006400	NP_001097320.1	XP_015837215.1
OG0006401	NP_001163598.1	XP_008194829.2
OG0006402	NP_650781.2	XP_008196798.1
OG0006403	NP_001097237.1	XP_015833396.1
OG0006404	NP_001303320.1	XP_973226.1
OG0006405	NP_612047.1	XP_968294.1
OG0006406	NP_652499.2	XP_008199618.1
OG0006407	NP_001014591.1, NP_649111.1	XP_008197696.1
OG0006408	NP_001260842.1	XP_008199399.1
OG0006409	NP_001262665.1	XP_968188.1
OG0006410	NP_001260372.1	XP_008197354.1
OG0006411	NP_001286801.1	XP_973116.1, XP_008195776.1
OG0006412	NP_001259406.1	XP_968536.1
OG0006413	NP_608646.3	XP_008192636.1
OG0006415	NP_649200.2	XP_015837698.1, XP_015837695.1
OG0006416	NP_609105.1	XP_973026.1
OG0006417	NP_650573.1	XP_008195262.1
OG0006418	NP_001137711.1	XP_015834030.1
OG0006419	NP_650701.1	XP_975423.1
OG0006420	NP_001303455.1	XP_975447.1
OG0006421	NP_609552.1	XP_015839225.1
OG0006422	NP_611963.5	XP_970089.1
OG0006423	NP_001286661.1	XP_008193406.1
OG0006425	NP_511118.2	XP_967594.1
OG0006426	NP_523783.1	XP_970005.1
OG0006427	NP_523662.1	XP_967239.1
OG0006428	NP_001245616.1	XP_015835351.1
OG0006429	NP_524521.1	XP_015838597.1, XP_015838592.1
OG0006431	NP_572872.1	XP_967482.1
OG0006432	NP_476821.1	XP_008192443.1
OG0006433	NP_651194.1	XP_008195500.1
OG0006434	NP_996032.1	XP_008198977.1
OG0006435	NP_523932.2	XP_008196000.1
OG0006437	NP_612075.1	XP_008190829.1
OG0006439	NP_650742.2	XP_972658.1
OG0006440	NP_732771.2	XP_973240.2
OG0006441	NP_001163682.1	XP_973953.2
OG0006442	NP_523829.2	XP_967088.1
OG0006443	NP_650656.1	XP_970720.1
OG0006444	NP_572656.1	XP_968770.1
OG0006445	NP_524106.3	XP_968396.2
OG0006446	NP_731221.2	XP_008193494.1
OG0006447	NP_524654.2	XP_008198789.1
OG0006448	NP_001284744.1	XP_966816.1
OG0006449	NP_001263041.1	XP_008191527.1, XP_008200414.1
OG0006450	NP_722679.1	XP_008196630.1
OG0006451	NP_001303431.1	XP_972120.1
OG0006452	NP_608868.1	XP_969562.1
OG0006454	NP_609947.1	XP_001810629.1
OG0006455	NP_001261249.1	XP_015840692.1
OG0006456	NP_001286247.1	XP_975491.1
OG0006457	NP_652608.1	XP_971596.1
OG0006459	NP_001368976.1	XP_015840501.1
OG0006460	NP_476661.1	XP_008194721.1
OG0006463	NP_648712.1	XP_971577.2
OG0006464	NP_731085.2	XP_001813884.2
OG0006465	NP_001189248.1	XP_008193545.1, XP_008193544.1
OG0006466	NP_523430.1	XP_970735.1
OG0006467	NP_727512.3	XP_008193210.1
OG0006469	NP_788381.1	XP_008199426.1
OG0006470	NP_001015505.5	XP_015838948.1, XP_015838947.1
OG0006471	NP_724130.4	XP_015838045.1
OG0006472	NP_524177.1	XP_008197389.1
OG0006473	NP_610765.1	XP_015839075.1
OG0006474	NP_651669.1	XP_015838946.1, XP_015840119.1
OG0006476	NP_610666.1	XP_967236.1
OG0006477	NP_001260457.1, NP_573049.2	XP_966732.1
OG0006478	NP_610897.1, NP_001163564.1	XP_015839380.1
OG0006480	NP_611573.1	XP_974460.1
OG0006482	NP_610192.1	XP_008195897.1
OG0006483	NP_001286994.1	XP_015840054.1
OG0006484	NP_001162825.1	XP_015833919.1
OG0006485	NP_001246454.1	XP_970704.1
OG0006486	NP_001259592.1	NP_001034501.1
OG0006487	NP_609081.1	XP_008191452.1
OG0006488	NP_524433.1	XP_975046.1
OG0006489	NP_650854.1	XP_975178.1
OG0006490	NP_001260049.1	XP_008200796.2
OG0006491	NP_001262064.1	XP_974195.1
OG0006492	NP_477132.1	XP_008198282.1, XP_015839108.1, XP_015839109.1, XP_974215.2
OG0006493	NP_001287323.1	XP_974653.1
OG0006494	NP_523415.1	XP_015836407.1
OG0006495	NP_652039.2	XP_008193526.1
OG0006496	NP_648451.1	XP_015835810.1
OG0006497	NP_001286123.1	XP_968788.2
OG0006498	NP_609547.2	XP_968216.1
OG0006499	NP_001260984.1	XP_015837754.1
OG0006500	NP_995745.1	XP_008201619.1
OG0006501	NP_001260732.1	XP_971919.1
OG0006502	NP_001262121.1	XP_008190868.1
OG0006503	NP_001259149.1	XP_008197741.1
OG0006504	NP_001033801.3	XP_015838512.1
OG0006505	NP_724254.1	XP_972170.1
OG0006506	NP_001286906.1	XP_008191365.1
OG0006507	NP_001261432.1	XP_015837209.1
OG0006508	NP_001261229.1	XP_972197.1
OG0006509	NP_651753.2	XP_008197902.1
OG0006510	NP_001246855.1	XP_970302.1
OG0006512	NP_001287497.1	XP_015840657.1
OG0006513	NP_001189278.1	XP_966706.1
OG0006514	NP_001261924.1	XP_015839674.1
OG0006515	NP_728163.2	XP_008199871.2
OG0006516	NP_611466.2	XP_968072.1
OG0006517	NP_650708.1	XP_008196560.1
OG0006518	NP_001097501.1	XP_969385.2, XP_008193040.1
OG0006519	NP_001284996.1	XP_974169.1
OG0006520	NP_569844.2	XP_008192744.1
OG0006521	NP_609503.2	XP_975406.1
OG0006522	NP_650208.1	XP_008195578.1
OG0006523	NP_001261780.1	XP_015834602.1
OG0006524	NP_610456.4	XP_975575.1
OG0006525	NP_651048.1	XP_973643.1
OG0006526	NP_001260222.1	XP_008200345.1
OG0006527	NP_001096877.1	XP_970294.2
OG0006528	NP_001097814.1	XP_015833785.1
OG0006529	NP_001027175.1	XP_972074.1
OG0006530	NP_573183.2	XP_970036.2
OG0006532	NP_001286828.1	XP_975337.1
OG0006533	NP_652341.1	XP_974988.1
OG0006534	NP_649565.1	XP_008198523.1, XP_015839091.1
OG0006535	NP_001246384.1	XP_001810533.2
OG0006536	NP_573330.3	XP_008196325.1
OG0006537	NP_001097361.1	XP_008195255.1
OG0006538	NP_001260672.1	NP_001280506.1
OG0006539	NP_648879.1	XP_967878.1
OG0006540	NP_001245851.1	XP_015834054.1
OG0006541	NP_524382.1	XP_975332.1
OG0006542	NP_001260462.1, NP_610500.2	XP_969181.2
OG0006543	NP_651400.1	XP_967443.3
OG0006544	NP_001245588.1	XP_015834618.1
OG0006545	NP_001285789.1	XP_008194661.1, XP_015836341.1
OG0006546	NP_524871.1	XP_973591.1
OG0006547	NP_652007.1	XP_973505.1
OG0006548	NP_511119.2	XP_008196394.1
OG0006549	NP_732721.1	XP_967047.1
OG0006551	NP_001163782.1	XP_008192790.1
OG0006552	NP_609401.2	XP_008195219.1
OG0006553	NP_001097723.1	XP_015835850.1
OG0006554	NP_648102.2	XP_968301.1
OG0006555	NP_001286941.1	XP_972655.1
OG0006556	NP_001246837.1	XP_015836858.1
OG0006558	NP_648782.2	XP_008197665.1
OG0006559	NP_001260606.1	XP_015839389.1
OG0006560	NP_611246.1	XP_008200220.1
OG0006561	NP_523966.2	XP_975968.1
OG0006562	NP_001189228.1	XP_015840271.1, XP_966939.1
OG0006563	NP_651886.1	XP_969170.1
OG0006565	NP_001262415.1	XP_008195658.1
OG0006566	NP_001368934.1	XP_015839213.1
OG0006568	NP_573334.1	XP_974413.2
OG0006570	NP_610467.1	XP_008195778.1, XP_015837542.1
OG0006571	NP_611965.2	XP_008200123.1
OG0006573	NP_524202.1	XP_001812698.1
OG0006574	NP_001260559.1	XP_015836129.1
OG0006575	NP_647645.1, NP_728477.1	XP_001810245.1, XP_970143.1
OG0006576	NP_572311.1	XP_001814014.1
OG0006577	NP_725221.1	XP_008195043.1
OG0006579	NP_610995.1	XP_008196799.1
OG0006580	NP_648182.1	XP_969232.1
OG0006581	NP_001284841.1	XP_008198570.1
OG0006582	NP_651320.1	XP_008197636.1
OG0006583	NP_001259968.1	XP_008191437.1
OG0006584	NP_611708.2	XP_974486.2
OG0006586	NP_573166.1	XP_001811993.1
OG0006587	NP_649025.1	XP_971352.1
OG0006588	NP_524861.2	XP_971928.3
OG0006589	NP_648662.1	XP_974815.1
OG0006590	NP_001260230.1	XP_008194131.1
OG0006591	NP_651326.1	XP_968338.2
OG0006592	NP_001260421.1	XP_969575.1
OG0006593	NP_001261850.1	XP_015839312.1
OG0006594	NP_788400.1	XP_970747.3
OG0006595	NP_524046.2, NP_524045.2	XP_008192400.1
OG0006597	NP_722974.1	XP_008197106.1
OG0006598	NP_001284859.1	XP_001812786.1
OG0006599	NP_573025.2	XP_008201205.1
OG0006600	NP_001027571.3	XP_015835340.1
OG0006602	NP_726062.2	XP_015838644.1
OG0006603	NP_001285466.1	XP_001812268.1
OG0006604	NP_728614.1	XP_008200193.1
OG0006605	NP_728903.1, NP_647831.1	XP_968777.1
OG0006606	NP_477004.5	XP_008201281.1
OG0006607	NP_477023.1	XP_015833320.1
OG0006608	NP_001259183.2	XP_975582.3
OG0006609	NP_001247045.1	XP_015836966.1
OG0006610	NP_001137709.1	XP_970236.1
OG0006611	NP_650795.2	XP_015832873.1
OG0006612	NP_610042.1	XP_001811995.1
OG0006614	NP_001263024.1	XP_015837421.1
OG0006615	NP_608822.1	XP_008192595.1
OG0006616	NP_001261396.1	XP_974463.1
OG0006617	NP_610963.1	XP_970707.2
OG0006618	NP_001261779.1	XP_008199450.1
OG0006619	NP_651353.1	XP_971096.1
OG0006620	NP_001260170.1	XP_015834239.1
OG0006621	NP_733258.4	XP_015839076.1
OG0006623	NP_650894.1	XP_008193284.1
OG0006624	NP_725875.3	XP_008195886.1
OG0006625	NP_001303445.1	XP_008196488.1, XP_971042.2
OG0006626	NP_001259401.1	XP_015836069.1
OG0006627	NP_001262497.1	XP_008195334.1
OG0006628	NP_001027085.1	XP_970549.1
OG0006629	NP_612086.1	XP_967779.1
OG0006630	NP_995605.1	XP_008191652.1
OG0006631	NP_723849.1	XP_015839544.1
OG0006632	NP_611544.1	XP_974395.1
OG0006634	NP_647753.1	XP_008193940.1
OG0006635	NP_723746.1	XP_966682.1
OG0006638	NP_001259129.1	XP_008195200.1
OG0006639	NP_001303569.1	XP_001809693.1
OG0006641	NP_523860.2	XP_015838319.1
OG0006642	NP_001246701.1	XP_969290.1
OG0006643	NP_524593.1	XP_971303.1
OG0006644	NP_001246636.1	XP_008197454.1
OG0006645	NP_001036712.1	XP_008191049.1
OG0006646	NP_648976.2	XP_969314.1
OG0006647	NP_001262661.1	XP_971753.1
OG0006648	NP_524830.2	XP_974443.1
OG0006649	NP_001097795.1	XP_015835408.1
OG0006650	NP_651043.2	XP_015840844.1
OG0006651	NP_001246417.1	NP_001164316.1
OG0006652	NP_511114.2	XP_015840704.1
OG0006653	NP_001260807.1	XP_015835038.1
OG0006654	NP_732637.1	XP_975015.2
OG0006655	NP_733334.1	XP_008201159.1
OG0006656	NP_476751.1	XP_008200689.1
OG0006657	NP_001261752.1	XP_975509.1, XP_008195939.1
OG0006658	NP_610341.2	XP_008195756.1
OG0006659	NP_523651.4	NP_001034500.1
OG0006661	NP_652072.1	XP_970246.2
OG0006662	NP_001036369.3	XP_015834463.1
OG0006663	NP_524322.1	XP_969233.2
OG0006664	NP_001284962.1	XP_015836349.1
OG0006665	NP_573020.2	XP_008197421.1
OG0006666	NP_001261244.1	XP_015838197.1
OG0006667	NP_001260066.1	XP_015834568.1, XP_008192104.1
OG0006668	NP_572884.1	XP_973618.1
OG0006669	NP_001261806.1	XP_008192367.1, XP_008192368.1
OG0006670	NP_001261884.1	XP_008200740.1
OG0006671	NP_511168.3	XP_008195132.1
OG0006672	NP_644677.1, NP_572976.1	XP_008191966.1
OG0006673	NP_610851.2	XP_970412.1
OG0006674	NP_001097906.1	XP_015839554.1
OG0006675	NP_733018.1	XP_973940.1, XP_008193334.1
OG0006676	NP_650650.1	XP_967082.1
OG0006677	NP_001246788.1	XP_008193090.1
OG0006679	NP_001286616.1	XP_001808926.2
OG0006680	NP_524157.2	XP_008194824.1
OG0006681	NP_001287422.2	XP_969055.2
OG0006682	NP_001263002.1	XP_968578.2
OG0006683	NP_001259114.1	XP_971628.1
OG0006684	NP_610264.1	XP_975522.1
OG0006685	NP_650146.1	XP_008191780.1
OG0006687	NP_001261219.1	XP_974665.1
OG0006688	NP_608608.2	XP_008193708.1
OG0006689	NP_001261251.1	XP_975139.1
OG0006690	NP_001260675.1	XP_972919.1
OG0006691	NP_610602.2, NP_611525.1, NP_611519.2	XP_969962.1
OG0006692	NP_726368.2	XP_975260.1
OG0006693	NP_001246066.1	XP_015835689.1
OG0006695	NP_001262588.1	XP_008198934.1
OG0006696	NP_001262544.1, NP_611915.1	XP_008192904.1
