Orthogroup	Drosophila_melanogaster	Polistes_dominula
OG0006256	NP_001287243.1	XP_015173929.1
OG0006257	NP_649560.1	XP_015191430.1
OG0006258	NP_001014577.1	XP_015189782.1
OG0006259	NP_476833.1	XP_015175764.1
OG0006260	NP_524330.2	XP_015177180.1
OG0006261	NP_648837.2	XP_015183136.1
OG0006262	NP_001287107.1	XP_015184292.1
OG0006263	NP_001246449.1	XP_015177988.1
OG0006264	NP_001303458.1	XP_015186095.1, XP_015186096.1
OG0006265	NP_001262396.1	XP_015173511.1
OG0006266	NP_726016.1	XP_015175031.1
OG0006267	NP_611223.4	XP_015188650.1
OG0006268	NP_647979.1	XP_015177961.1
OG0006269	NP_649826.3	XP_015176166.1
OG0006270	NP_651665.2	XP_015187275.1
OG0006271	NP_001285268.1	XP_015179363.1
OG0006273	NP_732199.2	XP_015182839.1
OG0006274	NP_001286160.1	XP_015172469.1
OG0006275	NP_728606.1, NP_726727.1	XP_015176970.1
OG0006276	NP_524040.2	XP_015176888.1
OG0006277	NP_651757.1	XP_015176968.1
OG0006278	NP_477226.2	XP_015189154.1, XP_015189155.1
OG0006279	NP_001285719.1	XP_015187447.1
OG0006280	NP_608318.5	XP_015171762.1
OG0006282	NP_649414.1	XP_015186605.1
OG0006283	NP_524100.1	XP_015171772.1
OG0006284	NP_572441.1	XP_015182701.1
OG0006285	NP_001163022.1, NP_001260629.1	XP_015178403.1
OG0006286	NP_001262267.1	XP_015185998.1
OG0006287	NP_523969.1	XP_015179796.1
OG0006288	NP_572901.1	XP_015176222.1
OG0006289	NP_650822.1	XP_015183130.1
OG0006290	NP_525063.1	XP_015180669.1
OG0006291	NP_648556.3	XP_015187035.1
OG0006292	NP_001259502.1	XP_015181103.1
OG0006293	NP_001262699.1	XP_015183896.1
OG0006294	NP_649499.1	XP_015190453.1
OG0006295	NP_608738.1	XP_015178890.1, XP_015178881.1
OG0006296	NP_609375.1	XP_015183232.1
OG0006297	NP_608779.1	XP_015178724.1
OG0006298	NP_001285902.1	XP_015184178.1
OG0006299	NP_001247105.1	XP_015177804.1
OG0006300	NP_572930.3	XP_015177051.1
OG0006301	NP_611332.1	XP_015173175.1
OG0006302	NP_572215.1	XP_015174950.1
OG0006303	NP_001262065.1	XP_015183008.1, XP_015183011.1
OG0006304	NP_651005.1	XP_015180906.1
OG0006305	NP_523357.2	XP_015180664.1
OG0006306	NP_610167.3	XP_015190046.1
OG0006307	NP_001261793.1	XP_015183641.1
OG0006308	NP_477318.1	XP_015187848.1
OG0006309	NP_001286949.1	XP_015179424.1
OG0006310	NP_001260349.1	XP_015184184.1
OG0006311	NP_001261955.1	XP_015176224.1
OG0006312	NP_001246038.1	XP_015180248.1
OG0006313	NP_572308.3, NP_001287039.1	XP_015185338.1
OG0006314	NP_001286676.1	XP_015174156.1
OG0006315	NP_001097366.1	XP_015182705.1
OG0006316	NP_001285018.1, NP_611485.1	XP_015176808.1
OG0006317	NP_611265.1	XP_015178957.1, XP_015178958.1
OG0006318	NP_001262587.1	XP_015174104.1
OG0006319	NP_001261559.1	XP_015171520.1
OG0006320	NP_001303467.1	XP_015174379.1
OG0006322	NP_648756.1	XP_015180129.1
OG0006323	NP_001303317.1	XP_015175829.1
OG0006324	NP_525123.2	XP_015185048.1
OG0006325	NP_608615.1	XP_015171138.1
OG0006326	NP_001356954.1	XP_015181589.1
OG0006327	NP_611270.1	XP_015186762.1
OG0006328	NP_724578.1	XP_015178800.1
OG0006329	NP_524303.2, NP_477371.1	XP_015175762.1
OG0006331	NP_648257.1	XP_015190998.1
OG0006332	NP_608996.1	XP_015191351.1
OG0006333	NP_477332.1	XP_015190357.1
OG0006334	NP_523663.1	XP_015185889.1
OG0006335	NP_001263028.1	XP_015181016.1
OG0006337	NP_001163572.1, NP_648007.1	XP_015182260.1
OG0006340	NP_001262553.1	XP_015180810.1
OG0006343	NP_610953.1	XP_015190002.1
OG0006344	NP_001247302.1	XP_015184355.1
OG0006345	NP_651390.2	XP_015190741.1
OG0006346	NP_650662.1	XP_015172747.1
OG0006347	NP_612080.1	XP_015173245.1
OG0006348	NP_647884.1	XP_015171420.1
OG0006349	NP_001259426.1	XP_015184764.1
OG0006350	NP_651099.1	XP_015181661.1
OG0006351	NP_651220.3	XP_015186353.1, XP_015186356.1
OG0006352	NP_648347.2	XP_015178974.1
OG0006353	NP_001097319.1	XP_015186808.1
OG0006355	NP_001262542.1	XP_015186198.1
OG0006356	NP_651922.1	XP_015172605.1
OG0006357	NP_001259191.1	XP_015180131.1
OG0006358	NP_523374.2	XP_015191156.1
OG0006359	NP_001287135.1, NP_572757.2	XP_015186187.1
OG0006360	NP_611881.1	XP_015171160.1
OG0006361	NP_609441.1	XP_015172371.1
OG0006362	NP_610055.1	XP_015175406.1
OG0006363	NP_648043.1, NP_648045.2	XP_015182909.1
OG0006364	NP_001246952.1	XP_015171476.1
OG0006365	NP_001247027.1	XP_015181786.1
OG0006366	NP_001163243.1	XP_015182642.1
OG0006367	NP_608426.1	XP_015172475.1
OG0006368	NP_647932.1	XP_015179708.1
OG0006369	NP_001036574.1	XP_015186276.1
OG0006370	NP_611051.2	XP_015174855.1
OG0006371	NP_001260450.1	XP_015172089.1
OG0006372	NP_001246894.1	XP_015184899.1
OG0006373	NP_001260269.1	XP_015176287.1
OG0006374	NP_648111.1	XP_015188072.1
OG0006375	NP_610929.2	XP_015175503.1, XP_015175504.1
OG0006377	NP_001261387.1	XP_015185391.1
OG0006378	NP_524124.1	XP_015172990.1
OG0006379	NP_001097077.1	XP_015186120.1
OG0006380	NP_733372.1	XP_015185178.1
OG0006381	NP_001303418.1, NP_001137750.1	XP_015176466.1
OG0006382	NP_001261668.1	XP_015176193.1
OG0006383	NP_723346.2	XP_015180701.1
OG0006384	NP_572861.1	XP_015180226.1
OG0006385	NP_523814.1	XP_015172632.1
OG0006386	NP_611601.2	XP_015189543.1
OG0006388	NP_611095.1	XP_015191204.1, XP_015191203.1
OG0006389	NP_536736.2	XP_015189510.1
OG0006390	NP_001285318.1	XP_015191468.1
OG0006391	NP_996333.4	XP_015179194.1
OG0006392	NP_001260321.1	XP_015177311.1
OG0006393	NP_648421.1	XP_015183604.1
OG0006394	NP_611637.1	XP_015180245.1
OG0006395	NP_650562.1	XP_015173332.1
OG0006396	NP_001014557.3	XP_015179956.1
OG0006397	NP_001261867.1	XP_015173114.1
OG0006398	NP_648445.1	XP_015187806.1
OG0006399	NP_572350.2	XP_015186776.1
OG0006400	NP_001097320.1	XP_015190771.1
OG0006401	NP_001163598.1	XP_015183870.1
OG0006402	NP_650781.2	XP_015173322.1
OG0006403	NP_001097237.1	XP_015188580.1
OG0006404	NP_001303320.1	XP_015186767.1
OG0006405	NP_612047.1	XP_015172443.1
OG0006406	NP_652499.2	XP_015187778.1
OG0006407	NP_001014591.1, NP_649111.1	XP_015182172.1
OG0006408	NP_001260842.1	XP_015190057.1
OG0006409	NP_001262665.1	XP_015176214.1
OG0006410	NP_001260372.1	XP_015187008.1
OG0006411	NP_001286801.1	XP_015183522.1
OG0006412	NP_001259406.1	XP_015183517.1
OG0006413	NP_608646.3	XP_015175431.1
OG0006414	NP_001286371.1	XP_015186421.1
OG0006415	NP_649200.2	XP_015182052.1
OG0006416	NP_609105.1	XP_015190853.1
OG0006417	NP_650573.1	XP_015183289.1
OG0006418	NP_001137711.1	XP_015173460.1
OG0006419	NP_650701.1	XP_015184126.1
OG0006420	NP_001303455.1	XP_015182579.1
OG0006421	NP_609552.1	XP_015183016.1
OG0006423	NP_001286661.1	XP_015190614.1
OG0006425	NP_511118.2	XP_015176670.1
OG0006426	NP_523783.1	XP_015175197.1
OG0006427	NP_523662.1	XP_015184300.1
OG0006428	NP_001245616.1	XP_015175383.1
OG0006429	NP_524521.1	XP_015187556.1
OG0006430	NP_001262867.1	XP_015176625.1
OG0006431	NP_572872.1	XP_015190319.1
OG0006432	NP_476821.1	XP_015174338.1
OG0006433	NP_651194.1	XP_015175665.1
OG0006434	NP_996032.1	XP_015184684.1
OG0006435	NP_523932.2	XP_015185623.1
OG0006437	NP_612075.1	XP_015176250.1
OG0006439	NP_650742.2	XP_015174076.1
OG0006440	NP_732771.2	XP_015179251.1
OG0006441	NP_001163682.1	XP_015188522.1
OG0006442	NP_523829.2	XP_015186615.1
OG0006443	NP_650656.1	XP_015185511.1
OG0006444	NP_572656.1	XP_015179162.1
OG0006445	NP_524106.3	XP_015189108.1
OG0006446	NP_731221.2	XP_015181426.1
OG0006447	NP_524654.2	XP_015177644.1
OG0006448	NP_001284744.1	XP_015191369.1
OG0006449	NP_001263041.1	XP_015171247.1
OG0006450	NP_722679.1	XP_015186812.1
OG0006451	NP_001303431.1	XP_015174465.1
OG0006452	NP_608868.1	XP_015186799.1
OG0006453	NP_001036635.1	XP_015186366.1
OG0006454	NP_609947.1	XP_015182271.1
OG0006455	NP_001261249.1	XP_015181572.1
OG0006456	NP_001286247.1	XP_015187030.1
OG0006457	NP_652608.1	XP_015187520.1
OG0006458	NP_572712.1	XP_015177383.1
OG0006459	NP_001368976.1	XP_015183569.1
OG0006460	NP_476661.1	XP_015174025.1
OG0006463	NP_648712.1	XP_015186911.1
OG0006464	NP_731085.2	XP_015188095.1
OG0006465	NP_001189248.1	XP_015185382.1
OG0006466	NP_523430.1	XP_015174250.1, XP_015174249.1
OG0006467	NP_727512.3	XP_015171727.1
OG0006469	NP_788381.1	XP_015180133.1
OG0006470	NP_001015505.5	XP_015190543.1
OG0006471	NP_724130.4	XP_015180918.1
OG0006472	NP_524177.1	XP_015185797.1
OG0006473	NP_610765.1	XP_015182328.1
OG0006474	NP_651669.1	XP_015173689.1
OG0006475	NP_001260616.1	XP_015190486.1, XP_015190487.1
OG0006476	NP_610666.1	XP_015187219.1
OG0006477	NP_001260457.1, NP_573049.2	XP_015191442.1
OG0006478	NP_610897.1, NP_001163564.1	XP_015188850.1
OG0006480	NP_611573.1	XP_015180296.1
OG0006482	NP_610192.1	XP_015172193.1
OG0006483	NP_001286994.1	XP_015187081.1
OG0006484	NP_001162825.1	XP_015183297.1
OG0006485	NP_001246454.1	XP_015171600.1
OG0006486	NP_001259592.1	XP_015189406.1
OG0006487	NP_609081.1	XP_015188418.1
OG0006488	NP_524433.1	XP_015190575.1
OG0006489	NP_650854.1	XP_015189568.1
OG0006490	NP_001260049.1	XP_015184318.1
OG0006491	NP_001262064.1	XP_015174364.1
OG0006493	NP_001287323.1	XP_015174674.1
OG0006494	NP_523415.1	XP_015190085.1
OG0006495	NP_652039.2	XP_015182699.1
OG0006496	NP_648451.1	XP_015171280.1
OG0006497	NP_001286123.1	XP_015176990.1
OG0006498	NP_609547.2	XP_015172172.1
OG0006499	NP_001260984.1	XP_015187986.1
OG0006500	NP_995745.1	XP_015174134.1
OG0006501	NP_001260732.1	XP_015189995.1
OG0006502	NP_001262121.1	XP_015185917.1
OG0006503	NP_001259149.1	XP_015181145.1
OG0006504	NP_001033801.3	XP_015185796.1
OG0006505	NP_724254.1	XP_015177342.1
OG0006506	NP_001286906.1	XP_015178853.1
OG0006507	NP_001261432.1	XP_015188513.1
OG0006508	NP_001261229.1	XP_015181081.1
OG0006509	NP_651753.2	XP_015175870.1
OG0006510	NP_001246855.1	XP_015178950.1
OG0006512	NP_001287497.1	XP_015179919.1
OG0006513	NP_001189278.1	XP_015180746.1
OG0006514	NP_001261924.1	XP_015186024.1
OG0006515	NP_728163.2	XP_015181022.1
OG0006516	NP_611466.2	XP_015171857.1
OG0006517	NP_650708.1	XP_015176572.1
OG0006518	NP_001097501.1	XP_015185859.1
OG0006519	NP_001284996.1	XP_015185020.1
OG0006520	NP_569844.2	XP_015183786.1
OG0006521	NP_609503.2	XP_015176608.1
OG0006522	NP_650208.1	XP_015190436.1
OG0006523	NP_001261780.1	XP_015174969.1
OG0006524	NP_610456.4	XP_015180554.1
OG0006525	NP_651048.1	XP_015180917.1
OG0006526	NP_001260222.1	XP_015175032.1
OG0006527	NP_001096877.1	XP_015175958.1
OG0006528	NP_001097814.1	XP_015175723.1
OG0006529	NP_001027175.1	XP_015184285.1
OG0006530	NP_573183.2	XP_015184087.1
OG0006532	NP_001286828.1	XP_015186174.1
OG0006533	NP_652341.1	XP_015175263.1
OG0006534	NP_649565.1	XP_015186242.1
OG0006535	NP_001246384.1	XP_015178066.1
OG0006536	NP_573330.3	XP_015185748.1
OG0006537	NP_001097361.1	XP_015173451.1
OG0006538	NP_001260672.1	XP_015182769.1
OG0006539	NP_648879.1	XP_015184161.1
OG0006540	NP_001245851.1	XP_015190340.1
OG0006541	NP_524382.1	XP_015180235.1
OG0006542	NP_001260462.1, NP_610500.2	XP_015175405.1
OG0006543	NP_651400.1	XP_015181501.1
OG0006544	NP_001245588.1	XP_015171993.1
OG0006545	NP_001285789.1	XP_015177321.1
OG0006546	NP_524871.1	XP_015191632.1
OG0006547	NP_652007.1	XP_015172906.1
OG0006548	NP_511119.2	XP_015172173.1
OG0006549	NP_732721.1	XP_015179257.1
OG0006551	NP_001163782.1	XP_015173386.1
OG0006552	NP_609401.2	XP_015179802.1
OG0006553	NP_001097723.1	XP_015188645.1
OG0006554	NP_648102.2	XP_015184858.1
OG0006555	NP_001286941.1	XP_015180356.1
OG0006556	NP_001246837.1	XP_015182388.1
OG0006558	NP_648782.2	XP_015175525.1
OG0006559	NP_001260606.1	XP_015189780.1
OG0006560	NP_611246.1	XP_015184701.1
OG0006561	NP_523966.2	XP_015173496.1, XP_015173495.1
OG0006562	NP_001189228.1	XP_015176130.1
OG0006563	NP_651886.1	XP_015190251.1
OG0006565	NP_001262415.1	XP_015171235.1
OG0006566	NP_001368934.1	XP_015186163.1
OG0006568	NP_573334.1	XP_015191822.1
OG0006570	NP_610467.1	XP_015171943.1
OG0006571	NP_611965.2	XP_015190136.1
OG0006573	NP_524202.1	XP_015189289.1
OG0006574	NP_001260559.1	XP_015190029.1
OG0006575	NP_647645.1, NP_728477.1	XP_015175135.1
OG0006576	NP_572311.1	XP_015180177.1
OG0006577	NP_725221.1	XP_015187155.1
OG0006579	NP_610995.1	XP_015189137.1
OG0006580	NP_648182.1	XP_015173143.1
OG0006581	NP_001284841.1	XP_015188168.1
OG0006582	NP_651320.1	XP_015173070.1
OG0006583	NP_001259968.1	XP_015188655.1
OG0006584	NP_611708.2	XP_015191344.1
OG0006586	NP_573166.1	XP_015178786.1
OG0006587	NP_649025.1	XP_015174962.1
OG0006588	NP_524861.2	XP_015175758.1
OG0006589	NP_648662.1	XP_015187735.1, XP_015187732.1
OG0006590	NP_001260230.1	XP_015178667.1
OG0006591	NP_651326.1	XP_015189139.1
OG0006592	NP_001260421.1	XP_015176496.1
OG0006593	NP_001261850.1	XP_015174698.1
OG0006594	NP_788400.1	XP_015184511.1
OG0006595	NP_524046.2, NP_524045.2	XP_015182907.1
OG0006597	NP_722974.1	XP_015171155.1
OG0006598	NP_001284859.1	XP_015186628.1
OG0006599	NP_573025.2	XP_015172941.1
OG0006600	NP_001027571.3	XP_015174399.1
OG0006601	NP_001245448.1	XP_015184338.1
OG0006602	NP_726062.2	XP_015171225.1
OG0006603	NP_001285466.1	XP_015173620.1
OG0006604	NP_728614.1	XP_015185190.1
OG0006605	NP_728903.1, NP_647831.1	XP_015175027.1, XP_015175026.1
OG0006606	NP_477004.5	XP_015181556.1
OG0006607	NP_477023.1	XP_015183552.1
OG0006608	NP_001259183.2	XP_015179865.1
OG0006609	NP_001247045.1	XP_015190610.1
OG0006610	NP_001137709.1	XP_015173469.1
OG0006611	NP_650795.2	XP_015191026.1
OG0006612	NP_610042.1	XP_015183715.1
OG0006614	NP_001263024.1	XP_015178626.1
OG0006615	NP_608822.1	XP_015173546.1
OG0006616	NP_001261396.1	XP_015177079.1
OG0006617	NP_610963.1	XP_015181378.1
OG0006618	NP_001261779.1	XP_015186642.1
OG0006619	NP_651353.1	XP_015184846.1
OG0006620	NP_001260170.1	XP_015180876.1
OG0006621	NP_733258.4	XP_015184196.1
OG0006623	NP_650894.1	XP_015177313.1
OG0006624	NP_725875.3	XP_015190856.1, XP_015190868.1
OG0006625	NP_001303445.1	XP_015190116.1
OG0006626	NP_001259401.1	XP_015181400.1
OG0006627	NP_001262497.1	XP_015184925.1
OG0006628	NP_001027085.1	XP_015190369.1
OG0006629	NP_612086.1	XP_015181088.1
OG0006630	NP_995605.1	XP_015173184.1
OG0006631	NP_723849.1	XP_015183495.1
OG0006632	NP_611544.1	XP_015188113.1
OG0006633	NP_648447.2	XP_015185282.1
OG0006634	NP_647753.1	XP_015178023.1
OG0006635	NP_723746.1	XP_015185877.1
OG0006638	NP_001259129.1	XP_015183070.1
OG0006639	NP_001303569.1	XP_015180647.1
OG0006640	NP_647681.2	XP_015179729.1
OG0006641	NP_523860.2	XP_015180076.1
OG0006642	NP_001246701.1	XP_015182017.1
OG0006643	NP_524593.1	XP_015174116.1, XP_015174115.1
OG0006644	NP_001246636.1	XP_015180001.1
OG0006645	NP_001036712.1	XP_015186804.1
OG0006646	NP_648976.2	XP_015180237.1
OG0006647	NP_001262661.1	XP_015178151.1
OG0006648	NP_524830.2	XP_015177082.1
OG0006649	NP_001097795.1	XP_015174926.1
OG0006650	NP_651043.2	XP_015177002.1
OG0006651	NP_001246417.1	XP_015172199.1
OG0006652	NP_511114.2	XP_015176488.1
OG0006653	NP_001260807.1	XP_015190828.1
OG0006654	NP_732637.1	XP_015190565.1, XP_015190566.1
OG0006655	NP_733334.1	XP_015183234.1
OG0006656	NP_476751.1	XP_015186107.1
OG0006658	NP_610341.2	XP_015172656.1
OG0006659	NP_523651.4	XP_015185733.1
OG0006661	NP_652072.1	XP_015173257.1
OG0006662	NP_001036369.3	XP_015185043.1
OG0006663	NP_524322.1	XP_015180645.1
OG0006664	NP_001284962.1	XP_015178744.1
OG0006665	NP_573020.2	XP_015172368.1
OG0006666	NP_001261244.1	XP_015181398.1
OG0006667	NP_001260066.1	XP_015191800.1
OG0006668	NP_572884.1	XP_015187340.1
OG0006669	NP_001261806.1	XP_015188651.1
OG0006670	NP_001261884.1	XP_015188617.1
OG0006671	NP_511168.3	XP_015190944.1
OG0006672	NP_644677.1, NP_572976.1	XP_015180326.1
OG0006673	NP_610851.2	XP_015189789.1
OG0006674	NP_001097906.1	XP_015171928.1
OG0006675	NP_733018.1	XP_015188242.1
OG0006676	NP_650650.1	XP_015172685.1
OG0006678	NP_610656.1, NP_001097232.2, NP_610408.2, NP_611156.3, NP_610405.3	XP_015187629.1
OG0006679	NP_001286616.1	XP_015177788.1, XP_015177789.1
OG0006681	NP_001287422.2	XP_015190405.1
OG0006682	NP_001263002.1	XP_015184910.1
OG0006683	NP_001259114.1	XP_015175477.1
OG0006684	NP_610264.1	XP_015178462.1
OG0006685	NP_650146.1	XP_015179503.1
OG0006686	NP_001286984.1	XP_015175608.1
OG0006687	NP_001261219.1	XP_015177809.1
OG0006688	NP_608608.2	XP_015181587.1
OG0006689	NP_001261251.1	XP_015178649.1
OG0006690	NP_001260675.1	XP_015189150.1
OG0006691	NP_610602.2, NP_611525.1, NP_611519.2	XP_015184890.1
OG0006692	NP_726368.2	XP_015180778.1
OG0006693	NP_001246066.1	XP_015178541.1
OG0006695	NP_001262588.1	XP_015181536.1
OG0006696	NP_001262544.1, NP_611915.1	XP_015176087.1
OG0006697	NP_001027093.1	XP_015184045.1
OG0006698	NP_001261300.1	XP_015172588.1, XP_015172589.1
OG0006699	NP_648574.1	XP_015181174.1
OG0006700	NP_609380.1	XP_015191596.1
OG0006701	NP_610031.1	XP_015171825.1
OG0006702	NP_650138.1, NP_650140.1, NP_650139.3	XP_015185550.1
OG0006703	NP_650646.1	XP_015179700.1
OG0006704	NP_788522.1	XP_015171599.1
OG0006706	NP_001286635.1	XP_015177006.1
OG0006707	NP_609052.1	XP_015185271.1
OG0006708	NP_572755.1	XP_015184696.1
OG0006709	NP_001285859.1	XP_015173427.1, XP_015173428.1
OG0006710	NP_572332.1	XP_015181383.1
OG0006711	NP_732533.1	XP_015175797.1
OG0006713	NP_651682.1	XP_015188727.1
OG0006714	NP_647783.3	XP_015181744.1
OG0006716	NP_001262649.1	XP_015191014.1
OG0006717	NP_647898.3	XP_015183388.1
OG0006719	NP_725178.2	XP_015185236.1
OG0006720	NP_724619.2	XP_015190479.1, XP_015190478.1, XP_015190477.1
OG0006721	NP_001261159.1	XP_015177798.1
OG0006722	NP_001284773.1	XP_015187908.1
OG0006723	NP_001246283.1	XP_015174009.1
OG0006724	NP_573137.1	XP_015189284.1, XP_015189291.1
OG0006725	NP_001260554.1	XP_015179193.1
OG0006726	NP_609327.3	XP_015179670.1
OG0006728	NP_001096908.1	XP_015187001.1
OG0006729	NP_611531.2	XP_015178923.1
OG0006731	NP_609190.2	XP_015191494.1
OG0006732	NP_610434.1	XP_015183526.1
OG0006733	NP_609564.1	XP_015178313.1
OG0006734	NP_608979.2	XP_015189168.1
OG0006735	NP_001284725.1	XP_015185968.1
OG0006736	NP_001260188.1	XP_015178409.1, XP_015178408.1
OG0006738	NP_788038.1	XP_015183099.1
OG0006739	NP_001286748.1	XP_015179500.1, XP_015179498.1
OG0006740	NP_611642.2	XP_015171707.1, XP_015171706.1
OG0006741	NP_001036740.2	XP_015185123.1
OG0006742	NP_649180.1, NP_649181.1, NP_648465.2, NP_648466.1	XP_015175481.1
OG0006743	NP_651085.2	XP_015190726.1
OG0006744	NP_001261340.1	XP_015175889.1, XP_015175880.1
OG0006745	NP_649211.1	XP_015181211.1
OG0006746	NP_001261799.1	XP_015184289.1
OG0006747	NP_648204.1	XP_015173325.1
OG0006748	NP_001097901.2, NP_001189279.1, NP_001097900.2	XP_015182672.1
OG0006749	NP_523705.2, NP_612571.1	XP_015176159.1
OG0006750	NP_524048.2	XP_015176074.1
OG0006751	NP_001260992.1	XP_015187391.1
OG0006752	NP_001097174.1	XP_015173131.1
OG0006753	NP_725497.1	XP_015171634.1, XP_015171635.1
OG0006754	NP_651223.2	XP_015190869.1
OG0006757	NP_651129.1, NP_788549.1	XP_015178666.1
OG0006760	NP_001262493.1	XP_015171358.1
OG0006762	NP_001247238.1, NP_731779.1, NP_524342.3	XP_015173652.1
OG0006779	NP_650351.2, NP_649786.1, NP_651433.1, NP_001097348.1, NP_650350.1, NP_573255.1, NP_650349.1, NP_649787.2	XP_015181176.1
OG0006782	NP_511146.2	XP_015178061.1
OG0006792	NP_611101.1	XP_015175606.1
OG0006798	NP_001246276.1	XP_015184302.1
OG0006799	NP_609142.1, NP_001036353.1	XP_015174140.1
OG0006800	NP_001188691.1	XP_015173624.1
OG0006801	NP_652014.1	XP_015172981.1
OG0006802	NP_649645.1	XP_015190490.1
OG0006803	NP_001014599.2	XP_015173986.1
OG0006804	NP_524328.1	XP_015171054.1
OG0006805	NP_511058.1	XP_015180725.1
OG0006806	NP_728489.2	XP_015180804.1
OG0006807	NP_523813.1	XP_015183226.1
OG0006808	NP_723327.1	XP_015173503.1
OG0006809	NP_649089.2	XP_015176374.1
OG0006810	NP_649202.1	XP_015190018.1
OG0006811	NP_001260339.1	XP_015177934.1
OG0006812	NP_524180.1	XP_015189298.1
OG0006814	NP_650961.2	XP_015183751.1
OG0006815	NP_001036720.1	XP_015182001.1
OG0006816	NP_610024.1	XP_015181755.1
OG0006817	NP_001285512.1	XP_015175426.1
OG0006818	NP_523923.1	XP_015183945.1
OG0006819	NP_524284.1	XP_015171747.1
OG0006820	NP_001260563.1	XP_015190621.1
OG0006821	NP_648880.1	XP_015176765.1
OG0006822	NP_725343.1	XP_015171512.1
OG0006823	NP_001246059.1	XP_015183086.1
OG0006824	NP_001287182.1	XP_015176928.1
OG0006825	NP_001097372.1	XP_015178222.1
OG0006826	NP_788764.1	XP_015174951.1
OG0006827	NP_609086.1	XP_015178753.1
OG0006828	NP_649641.1	XP_015173223.1
OG0006829	NP_001287013.1	XP_015191101.1
OG0006830	NP_648351.1	XP_015180954.1
OG0006831	NP_524104.2	XP_015173399.1
OG0006832	NP_523817.1	XP_015188010.1
OG0006833	NP_001260735.1	XP_015179658.1
OG0006834	NP_648500.1	XP_015173107.1
OG0006835	NP_725106.1	XP_015185801.1
OG0006836	NP_609789.1	XP_015173152.1
OG0006838	NP_001285012.1	XP_015177609.1
OG0006839	NP_001033848.1, NP_608634.1	XP_015178735.1
OG0006840	NP_001287192.1	XP_015173238.1
OG0006841	NP_001163644.1	XP_015189270.1
OG0006842	NP_001285334.1	XP_015176885.1
OG0006843	NP_001286407.1	XP_015186926.1
OG0006844	NP_477419.1	XP_015191165.1
OG0006845	NP_647981.1	XP_015181513.1
OG0006846	NP_001027074.1	XP_015190784.1
OG0006847	NP_524115.1	XP_015173695.1
OG0006848	NP_572354.1	XP_015182887.1
OG0006850	NP_650067.1	XP_015176507.1
OG0006851	NP_001286784.1	XP_015188805.1
OG0006852	NP_651660.1	XP_015177209.1
OG0006854	NP_524586.1	XP_015190708.1
OG0006855	NP_608895.1	XP_015175557.1
OG0006856	NP_609949.1	XP_015188294.1
OG0006857	NP_788610.1	XP_015182904.1
OG0006858	NP_523785.2	XP_015175589.1
OG0006859	NP_651972.1	XP_015189642.1
OG0006861	NP_611065.1	XP_015184801.1
OG0006862	NP_572390.1	XP_015188774.1
OG0006863	NP_001188867.1	XP_015181523.1
OG0006864	NP_611695.1	XP_015190183.1
OG0006865	NP_477080.1	XP_015175051.1
OG0006867	NP_651829.1	XP_015177895.1
OG0006868	NP_609339.1	XP_015187305.1
OG0006869	NP_650470.1	XP_015184639.1
OG0006870	NP_651118.1	XP_015185149.1
OG0006871	NP_722456.1	XP_015189446.1
OG0006872	NP_001260069.1	XP_015174417.1
OG0006874	NP_001247368.1	XP_015187348.1
OG0006875	NP_648027.3	XP_015172560.1
OG0006876	NP_995816.1	XP_015175496.1
OG0006877	NP_001285699.1	XP_015175984.1
OG0006878	NP_001285170.1	XP_015179927.1
OG0006879	NP_001246480.1	XP_015176879.1
OG0006880	NP_650954.1	XP_015179373.1
OG0006881	NP_001138075.1	XP_015174968.1
OG0006882	NP_609926.1	XP_015184819.1
OG0006884	NP_001286868.1	XP_015177155.1
OG0006885	NP_001260836.2	XP_015181939.1
OG0006886	NP_611840.1	XP_015187408.1
OG0006887	NP_610547.1	XP_015187918.1
OG0006888	NP_524910.1	XP_015183150.1
OG0006889	NP_001285658.1, NP_728367.3	XP_015177350.1
OG0006890	NP_609936.1	XP_015175482.1
OG0006891	NP_524032.2	XP_015180434.1
OG0006892	NP_523893.1	XP_015171461.1
OG0006893	NP_001189308.1	XP_015179926.1
OG0006894	NP_611686.2	XP_015175576.1
OG0006895	NP_536733.1	XP_015183006.1
OG0006896	NP_001259877.1	XP_015185276.1
OG0006897	NP_001262986.1	XP_015176248.1
OG0006898	NP_610737.1	XP_015189275.1
OG0006899	NP_651331.1	XP_015190778.1
OG0006900	NP_001259892.1	XP_015176952.1
OG0006901	NP_001285438.1	XP_015177780.1
OG0006902	NP_524940.1	XP_015181899.1
OG0006903	NP_572170.1	XP_015187120.1
OG0006905	NP_001189105.1	XP_015184929.1
OG0006906	NP_648409.1	XP_015184521.1
OG0006907	NP_001350856.1	XP_015180156.1
OG0006908	NP_651529.2	XP_015177892.1
OG0006909	NP_650865.1	XP_015179623.1
OG0006910	NP_001097963.1	XP_015188732.1
OG0006911	NP_610702.1	XP_015187558.1
OG0006912	NP_723735.2	XP_015181641.1
OG0006913	NP_001262769.1	XP_015177825.1
OG0006914	NP_610670.2	XP_015190727.1
OG0006915	NP_730192.2	XP_015186393.1
OG0006916	NP_609981.1	XP_015172898.1
OG0006917	NP_573099.1	XP_015175696.1
OG0006918	NP_476886.1	XP_015175767.1
OG0006919	NP_001033932.2	XP_015174168.1
OG0006920	NP_477145.1	XP_015185849.1
