Orthogroup	Drosophila_melanogaster	Solenopsis_invicta
OG0006693	NP_001246066.1	XP_011168205.2
OG0006695	NP_001262588.1	XP_025990102.1
OG0006696	NP_001262544.1, NP_611915.1	XP_011170507.1
OG0006697	NP_001027093.1	XP_025995690.1, XP_039313546.1, XP_011176304.1
OG0006698	NP_001261300.1	XP_011156862.1
OG0006699	NP_648574.1	XP_025991565.1
OG0006700	NP_609380.1	XP_011156083.2
OG0006701	NP_610031.1	XP_011163585.1
OG0006702	NP_650138.1, NP_650140.1, NP_650139.3	XP_039313986.1
OG0006703	NP_650646.1	XP_011173493.1
OG0006704	NP_788522.1	XP_011175299.1
OG0006706	NP_001286635.1	XP_011158054.1
OG0006707	NP_609052.1	XP_011163412.1
OG0006708	NP_572755.1	XP_025990886.1
OG0006709	NP_001285859.1	XP_011167017.2
OG0006710	NP_572332.1	XP_011159959.2
OG0006711	NP_732533.1	XP_011166138.1
OG0006714	NP_647783.3	XP_011161962.1
OG0006715	NP_001137703.1	XP_025990099.1, XP_025990098.1
OG0006716	NP_001262649.1	XP_039305032.1
OG0006717	NP_647898.3	XP_039304472.1, XP_011157516.1
OG0006718	NP_612024.4	XP_025987145.2
OG0006719	NP_725178.2	XP_039308751.1
OG0006720	NP_724619.2	XP_011165522.2
OG0006721	NP_001261159.1	XP_011171450.1, XP_011171451.1
OG0006722	NP_001284773.1	XP_039308756.1, XP_011171737.1
OG0006723	NP_001246283.1	XP_011165305.1
OG0006724	NP_573137.1	XP_011172003.1
OG0006725	NP_001260554.1	XP_025988998.1
OG0006726	NP_609327.3	XP_011160250.1, XP_011160252.1
OG0006728	NP_001096908.1	XP_011158718.2
OG0006729	NP_611531.2	XP_025990624.1, XP_011171400.1
OG0006731	NP_609190.2	XP_039312451.1
OG0006732	NP_610434.1	XP_011164035.1
OG0006733	NP_609564.1	XP_025994450.1
OG0006734	NP_608979.2	XP_011168153.2
OG0006735	NP_001284725.1	XP_011167244.1
OG0006736	NP_001260188.1	XP_025994441.1
OG0006737	NP_609193.1	XP_039308760.1, XP_039308761.1, XP_039308759.1
OG0006739	NP_001286748.1	XP_011158763.1
OG0006740	NP_611642.2	XP_039308504.1
OG0006741	NP_001036740.2	XP_025990760.1
OG0006742	NP_649180.1, NP_649181.1, NP_648465.2, NP_648466.1	XP_039307646.1
OG0006743	NP_651085.2	XP_011165379.1
OG0006744	NP_001261340.1	XP_025985937.1, XP_011175981.1
OG0006745	NP_649211.1	XP_039315010.1
OG0006746	NP_001261799.1	XP_025990677.2
OG0006747	NP_648204.1	XP_011166019.1, XP_039311082.1, XP_011166018.1
OG0006748	NP_001097901.2, NP_001189279.1, NP_001097900.2	XP_011166498.2
OG0006749	NP_523705.2, NP_612571.1	XP_025992966.1
OG0006750	NP_524048.2	XP_039309345.1
OG0006751	NP_001260992.1	XP_039311216.1
OG0006752	NP_001097174.1	XP_025993852.1
OG0006753	NP_725497.1	XP_011175156.1
OG0006754	NP_651223.2	XP_025993452.2
OG0006757	NP_651129.1, NP_788549.1	XP_011162516.1
OG0006760	NP_001262493.1	XP_011169804.1
OG0006762	NP_001247238.1, NP_731779.1, NP_524342.3	XP_011159532.2
OG0006768	NP_730416.1, NP_730413.2, NP_730410.2, NP_001262045.1, NP_649115.2, NP_001262046.1, NP_649113.1, NP_648856.1, NP_649112.1	XP_011156503.2
OG0006779	NP_650351.2, NP_649786.1, NP_651433.1, NP_001097348.1, NP_650350.1, NP_573255.1, NP_650349.1, NP_649787.2	XP_039309970.1
OG0006782	NP_511146.2	XP_011164955.1
OG0006792	NP_611101.1	XP_039314108.1
OG0006798	NP_001246276.1	XP_025990007.1
OG0006799	NP_609142.1, NP_001036353.1	XP_025996658.1
OG0006800	NP_001188691.1	XP_011168715.1
OG0006801	NP_652014.1	XP_011163166.1
OG0006802	NP_649645.1	XP_011167408.1
OG0006803	NP_001014599.2	XP_039307041.1
OG0006804	NP_524328.1	XP_025991944.1
OG0006805	NP_511058.1	XP_011168302.2
OG0006806	NP_728489.2	XP_025987393.2
OG0006807	NP_523813.1	XP_011162160.1
OG0006808	NP_723327.1	XP_011165604.1
OG0006809	NP_649089.2	XP_011172828.1
OG0006810	NP_649202.1	XP_011155977.1
OG0006811	NP_001260339.1	XP_011170297.1
OG0006812	NP_524180.1	XP_011169017.1
OG0006813	NP_649243.1	XP_011161226.1
OG0006814	NP_650961.2	NP_001291537.1
OG0006815	NP_001036720.1	XP_011161467.1
OG0006816	NP_610024.1	XP_025991711.1
OG0006817	NP_001285512.1	XP_011167682.1
OG0006818	NP_523923.1	XP_011157662.1
OG0006819	NP_524284.1	XP_011158807.1
OG0006820	NP_001260563.1	XP_011155675.1
OG0006821	NP_648880.1	XP_039303711.1
OG0006822	NP_725343.1	XP_011176399.1
OG0006823	NP_001246059.1	XP_039303593.1, XP_025993025.1
OG0006824	NP_001287182.1	XP_011158447.1
OG0006825	NP_001097372.1	XP_011168951.1
OG0006826	NP_788764.1	XP_011155370.1
OG0006827	NP_609086.1	XP_011156375.1
OG0006828	NP_649641.1	XP_011163922.1
OG0006829	NP_001287013.1	XP_011168351.1
OG0006830	NP_648351.1	XP_011162147.2
OG0006831	NP_524104.2	XP_011161999.1
OG0006832	NP_523817.1	XP_011172082.1
OG0006833	NP_001260735.1	XP_011161189.1
OG0006834	NP_648500.1	XP_025987630.1
OG0006835	NP_725106.1	XP_011166948.1
OG0006836	NP_609789.1	XP_011169117.1
OG0006838	NP_001285012.1	XP_011168540.1
OG0006839	NP_001033848.1, NP_608634.1	XP_025988539.1
OG0006840	NP_001287192.1	XP_011163936.2
OG0006841	NP_001163644.1	XP_011155627.1
OG0006842	NP_001285334.1	XP_011172417.1
OG0006843	NP_001286407.1	XP_011158275.1
OG0006844	NP_477419.1	XP_011161410.1
OG0006845	NP_647981.1	XP_011156516.1
OG0006846	NP_001027074.1	XP_011165194.1, XP_011165191.1
OG0006847	NP_524115.1	XP_011157965.1
OG0006848	NP_572354.1	XP_011166844.1
OG0006850	NP_650067.1	XP_011162559.1
OG0006851	NP_001286784.1	XP_011168599.1
OG0006852	NP_651660.1	XP_039306913.1
OG0006854	NP_524586.1	XP_011161500.1
OG0006855	NP_608895.1	XP_039304202.1
OG0006856	NP_609949.1	XP_011155864.2
OG0006857	NP_788610.1	XP_011167091.1
OG0006858	NP_523785.2	XP_011166355.1
OG0006859	NP_651972.1	XP_025991358.2
OG0006860	NP_649184.1	XP_011170328.2
OG0006861	NP_611065.1	XP_039312819.1
OG0006862	NP_572390.1	XP_011170995.1
OG0006863	NP_001188867.1	XP_011172628.1
OG0006864	NP_611695.1	XP_011164043.1
OG0006865	NP_477080.1	XP_025995970.1
OG0006867	NP_651829.1	XP_011163140.1
OG0006868	NP_609339.1	XP_011164146.1
OG0006869	NP_650470.1	XP_011170318.1
OG0006870	NP_651118.1	XP_011165354.1
OG0006871	NP_722456.1	XP_011160858.1
OG0006872	NP_001260069.1	XP_011170427.1
OG0006874	NP_001247368.1	XP_025997118.1
OG0006875	NP_648027.3	XP_011173376.2
OG0006876	NP_995816.1	XP_011156047.1
OG0006877	NP_001285699.1	XP_011168125.1
OG0006878	NP_001285170.1	XP_039307986.1
OG0006879	NP_001246480.1	XP_025986620.1
OG0006880	NP_650954.1	XP_011164983.1
OG0006881	NP_001138075.1	XP_011175115.1
OG0006882	NP_609926.1	XP_011170726.1
OG0006884	NP_001286868.1	XP_011158660.1
OG0006885	NP_001260836.2	XP_011172260.1
OG0006886	NP_611840.1	XP_011155598.2
OG0006887	NP_610547.1	XP_011162472.1
OG0006888	NP_524910.1	XP_011170187.1
OG0006889	NP_001285658.1, NP_728367.3	XP_039312642.1
OG0006890	NP_609936.1	XP_025990083.1
OG0006891	NP_524032.2	XP_011155931.1
OG0006892	NP_523893.1	XP_011172426.1
OG0006893	NP_001189308.1	XP_011162880.2
OG0006894	NP_611686.2	XP_011164954.1
OG0006895	NP_536733.1	XP_011163228.1
OG0006896	NP_001259877.1	XP_011157724.1
OG0006897	NP_001262986.1	XP_025991950.1
OG0006898	NP_610737.1	XP_011175550.2
OG0006899	NP_651331.1	XP_025996263.1
OG0006900	NP_001259892.1	XP_039304227.1
OG0006901	NP_001285438.1	XP_011160403.2
OG0006902	NP_524940.1	XP_025992813.1
OG0006903	NP_572170.1	XP_011168087.1
OG0006905	NP_001189105.1	XP_011165312.2
OG0006906	NP_648409.1	XP_011169153.1
OG0006907	NP_001350856.1	XP_011160303.1
OG0006908	NP_651529.2	XP_011163154.1
OG0006909	NP_650865.1	XP_011175183.1
OG0006910	NP_001097963.1	XP_011158113.2
OG0006911	NP_610702.1	XP_025988214.2
OG0006912	NP_723735.2	XP_011158190.3
OG0006913	NP_001262769.1	XP_025990575.1
OG0006914	NP_610670.2	XP_011162567.1
OG0006915	NP_730192.2	XP_011165510.1
OG0006916	NP_609981.1	XP_039309219.1
OG0006917	NP_573099.1	XP_011159779.2
OG0006918	NP_476886.1	XP_011176373.1
OG0006919	NP_001033932.2	XP_011163389.1
OG0006920	NP_477145.1	XP_039302652.1
OG0006921	NP_573128.2	XP_011168364.1
OG0006922	NP_648439.1	XP_011166044.1
OG0006923	NP_001368991.1	XP_011167013.1
OG0006924	NP_611871.2	XP_039301806.1
OG0006925	NP_524450.2	XP_025987983.1
OG0006927	NP_524776.1	XP_011173517.1
OG0006928	NP_001368954.1	XP_039307264.1
OG0006929	NP_001262456.1	XP_025988918.1
OG0006930	NP_651857.2	XP_011166430.2
OG0006931	NP_001285095.1	XP_025986323.1
OG0006932	NP_609209.2	XP_025990985.1
OG0006933	NP_610169.1	XP_011175428.1
OG0006934	NP_651044.1	XP_011168932.2
OG0006935	NP_726243.1	XP_011168311.1
OG0006936	NP_001188848.1, NP_649978.2	XP_011161177.1, XP_011161178.1
OG0006937	NP_001287400.1	XP_025991919.1
OG0006938	NP_001259806.1	XP_011161422.1
OG0006939	NP_001247033.1	XP_011173708.3
OG0006940	NP_525099.3	XP_011158521.1
OG0006941	NP_647798.1	XP_025992126.1
OG0006943	NP_649512.1	XP_011159500.1
OG0006944	NP_727785.1	XP_011163294.1
OG0006945	NP_542443.4	XP_011164397.1
OG0006946	NP_001287052.1	XP_011155489.1
OG0006948	NP_001286684.1	XP_011166086.1
OG0006949	NP_001260196.1	XP_025996968.1
OG0006950	NP_651079.2	XP_011174346.1
OG0006951	NP_001188706.1	XP_011161131.1
OG0006952	NP_524834.2	XP_011169317.1
OG0006953	NP_650554.3	XP_039312037.1
OG0006954	NP_001097646.1	XP_039310217.1
OG0006955	NP_996147.1	XP_025987217.2, XP_011160597.1
OG0006956	NP_611693.1	XP_011173656.1
OG0006957	NP_726006.3	XP_025986244.1
OG0006958	NP_611961.1	XP_011155483.1
OG0006959	NP_652607.1	XP_039314138.1
OG0006960	NP_001036597.1	XP_011167698.1
OG0006961	NP_001284813.1	XP_039303774.1
OG0006962	NP_524212.2	XP_011173461.1
OG0006963	NP_609478.1	XP_011159331.1
OG0006964	NP_001261957.1, NP_730182.1	XP_011167714.1
OG0006965	NP_001259286.1	XP_011158266.1
OG0006966	NP_001261722.1	XP_039314503.1, XP_011172368.1
OG0006967	NP_651754.1	XP_039305151.1, XP_039305917.1
OG0006968	NP_001036460.1	XP_011166196.1
OG0006969	NP_524894.1	XP_039308918.1
OG0006970	NP_733329.1	XP_039310580.1
OG0006971	NP_001163786.1	XP_025994196.2
OG0006972	NP_001285589.1	XP_039311409.1
OG0006973	NP_569954.1	XP_011162679.1
OG0006974	NP_650486.1	XP_011167602.1
OG0006975	NP_650542.1	XP_025991372.1
OG0006976	NP_476710.2	XP_011169432.1
OG0006979	NP_609738.1	XP_039310946.1
OG0006980	NP_729983.1	XP_039313697.1
OG0006981	NP_001259941.1	XP_039310706.1
OG0006982	NP_001261577.1	XP_039302772.1
OG0006983	NP_001261373.1	XP_011165080.1
OG0006984	NP_001286565.1	XP_011161849.2
OG0006986	NP_001284797.1	XP_011160990.1
OG0006987	NP_001286807.1	XP_011175088.2
OG0006988	NP_001286070.1	XP_011169651.1
OG0006990	NP_723971.1	XP_025993792.1
OG0006991	NP_609305.1	XP_025987100.1
OG0006992	NP_477502.1	XP_011165343.1
OG0006993	NP_610642.2	XP_011160117.1
OG0006994	NP_523910.1	XP_011162641.1
OG0006995	NP_001036711.1	XP_025992398.1
OG0006996	NP_650704.1	XP_011172767.1, XP_039306116.1
OG0006998	NP_609370.2	XP_011155476.1
OG0006999	NP_476593.2	XP_011162081.1
OG0007000	NP_001246950.1	XP_011161358.2
OG0007001	NP_649318.1	XP_011159151.1
OG0007002	NP_001303402.1	XP_011172219.1
OG0007003	NP_001163721.1	XP_011169753.1
OG0007004	NP_608841.1	XP_011175367.1
OG0007005	NP_573239.1	XP_039304731.1, XP_011159278.2
OG0007006	NP_001137996.2	XP_025988671.1
OG0007007	NP_524596.1	XP_011163145.1
OG0007008	NP_573026.1	XP_011161461.2
OG0007009	NP_524939.1	XP_011158265.1
OG0007010	NP_001259381.1	XP_011166750.2
OG0007012	NP_611862.1	XP_011163036.2
OG0007013	NP_723549.1	XP_011162159.2
OG0007014	NP_001259837.1	XP_011165985.1
OG0007016	NP_648755.1	XP_025987671.2
OG0007017	NP_610048.2	XP_011170700.1
OG0007018	NP_001015187.2	XP_039305581.1
OG0007020	NP_647737.1	XP_011168107.1
OG0007021	NP_001261795.1	XP_025993727.1
OG0007022	NP_650431.1	XP_011169202.2
OG0007023	NP_609607.1	XP_011170823.1
OG0007024	NP_477271.1	XP_011162780.1
OG0007025	NP_650520.1	XP_011157253.1
OG0007026	NP_001162645.1	XP_011176022.1
OG0007027	NP_649129.1	XP_011164839.1
OG0007028	NP_647901.1	XP_011165475.2
OG0007029	NP_001163639.1	XP_011156320.1
OG0007030	NP_652724.1	XP_011157354.1
OG0007031	NP_001246473.1	XP_025988099.1
OG0007033	NP_001260200.1	XP_025995728.1
OG0007035	NP_608521.1	XP_011176335.1
OG0007036	NP_477432.3	XP_011163949.1
OG0007038	NP_611363.2	XP_011161961.1
OG0007039	NP_610292.2	XP_011169192.1
OG0007040	NP_476946.1	XP_011156533.1
OG0007041	NP_001104452.1	XP_011165140.2
OG0007043	NP_477242.1	XP_011160556.1
OG0007044	NP_648247.1	XP_011168958.1
OG0007045	NP_651182.2	XP_011170377.1
OG0007046	NP_001261051.1	XP_039307073.1
OG0007047	NP_001033884.2	XP_039310629.1
OG0007048	NP_650457.2	XP_011165831.1
OG0007049	NP_001369036.1	XP_011167183.1
OG0007050	NP_611080.1	XP_011168577.1
OG0007051	NP_001260871.1	XP_039302677.1
OG0007052	NP_609452.1	XP_011175681.1
OG0007053	NP_001262893.1	XP_025989960.1
OG0007054	NP_001263142.1	XP_039308859.1
OG0007055	NP_001259133.1	XP_011166888.1
OG0007056	NP_001285218.1	XP_011170370.3
OG0007057	NP_610997.1	XP_011170070.1
OG0007058	NP_648787.2	XP_011169677.1
OG0007059	NP_523403.2	XP_039310695.1, XP_039310694.1
OG0007060	NP_001262717.1	XP_025988132.1
OG0007061	NP_001163511.1	XP_011167466.2
OG0007062	NP_650401.1	XP_011172112.1
OG0007063	NP_611008.2	XP_011158039.2
OG0007064	NP_477039.1	XP_039309501.1
OG0007065	NP_001285509.1	XP_011165834.1
OG0007066	NP_609058.2	XP_039315639.1
OG0007067	NP_001262000.1	XP_011164084.1
OG0007068	NP_001259972.1	XP_011168586.1
OG0007070	NP_001303376.1	XP_011172842.2
OG0007071	NP_477416.1	XP_011168557.1
OG0007072	NP_649072.1	XP_011162800.1
OG0007073	NP_001286637.1	XP_011157353.2
OG0007074	NP_573119.1	XP_011163872.1
OG0007075	NP_001097002.1	XP_039309852.1
OG0007076	NP_524757.1	XP_011167002.2
OG0007077	NP_650955.1	XP_011169423.1
OG0007078	NP_001286617.1	XP_011172242.1
OG0007079	NP_524199.1	XP_011162720.1
OG0007080	NP_610761.2	XP_025992136.2
OG0007081	NP_001261138.1	XP_011163711.2
OG0007082	NP_648944.1	XP_039312455.1
OG0007083	NP_476708.1	XP_025990315.1
OG0007084	NP_524764.1	XP_039308846.1
OG0007085	NP_524107.2	XP_011164342.1
OG0007086	NP_610928.1	XP_011156307.1
OG0007087	NP_524071.2	XP_011166471.1
OG0007088	NP_651601.1	XP_011155603.1
OG0007089	NP_001246428.1	XP_011162550.1
OG0007090	NP_001163531.1	XP_011159375.1
OG0007091	NP_650459.1	XP_011176314.1
OG0007092	NP_652063.1	XP_011170759.1
OG0007093	NP_611113.1	XP_025996304.1
OG0007094	NP_001262001.1	XP_025990162.1
OG0007095	NP_524549.1	XP_025992081.1
OG0007096	NP_001027032.1	XP_025991049.1
OG0007097	NP_001262804.1	XP_025992054.2
OG0007098	NP_001259946.1	XP_025993641.1
OG0007099	NP_610000.1	XP_011158455.1
OG0007100	NP_001162899.1	XP_025992631.2
OG0007101	NP_648819.2	XP_011155461.1
OG0007102	NP_573075.1, NP_611459.1	XP_011173309.2
OG0007103	NP_001285190.1	XP_011168763.1
OG0007104	NP_001097249.1	XP_011167409.1
OG0007105	NP_001287545.1	XP_011169899.1
OG0007106	NP_612112.1	XP_011175561.1
OG0007107	NP_650111.3	XP_011157689.1
OG0007108	NP_649777.1	XP_025987943.1
OG0007109	NP_001246599.1	XP_011159487.1
OG0007110	NP_650128.1	XP_039314908.1
OG0007111	NP_001259457.1	XP_039310525.1
OG0007112	NP_612045.1	XP_011162847.1
OG0007113	NP_001097853.1	XP_011170420.1
OG0007115	NP_725369.1	XP_039302605.1
OG0007116	NP_001027109.2	XP_011159317.1
OG0007117	NP_001262220.1	XP_011166238.1
OG0007118	NP_648205.1	XP_011162165.1
OG0007119	NP_524737.2	XP_011176230.1
OG0007120	NP_001246323.1	XP_011159236.1
OG0007121	NP_001259175.1	XP_011171931.1
OG0007122	NP_609999.2	XP_011167849.1
OG0007123	NP_001097549.1	XP_039304125.1
OG0007124	NP_001259172.1	XP_011163527.1
OG0007125	NP_001246856.1	XP_025989282.1
OG0007126	NP_001014589.1	XP_011175389.1
OG0007127	NP_609237.1	XP_011162699.2
OG0007128	NP_001259621.1	XP_011169031.1
OG0007129	NP_648489.1	XP_011165940.1
OG0007130	NP_477354.1	XP_011168268.1
OG0007131	NP_001036375.2	XP_011173192.1
OG0007132	NP_609151.2	XP_025991366.1
OG0007133	NP_996213.1	XP_011171480.1
OG0007134	NP_608525.1	XP_025989925.1
OG0007135	NP_610760.1	XP_025995355.1
OG0007136	NP_726175.3	XP_039312164.1
OG0007137	NP_524316.1	XP_011166865.1
OG0007139	NP_001246108.1	XP_011157982.1
OG0007140	NP_001303371.1	XP_025996711.1
OG0007141	NP_001259148.1	XP_011160898.1
OG0007142	NP_647880.1	XP_011157969.1
OG0007143	NP_572836.1	XP_011156488.1
OG0007144	NP_652555.1	XP_011173361.1
OG0007145	NP_723789.2	XP_011157855.1
OG0007146	NP_651978.2	XP_011164086.1
OG0007147	NP_001036609.1	XP_039302198.1
OG0007148	NP_650083.1	XP_011165309.1
OG0007149	NP_650734.2	XP_011166399.1
OG0007150	NP_001189165.1	XP_039304207.1
OG0007151	NP_609490.1	XP_011167301.1
OG0007152	NP_001262729.1	XP_011169061.1
OG0007153	NP_648553.1	XP_011172791.1
OG0007154	NP_001027089.1	XP_011173386.1
OG0007155	NP_651986.2	XP_011173164.1
OG0007156	NP_650553.1	XP_011163335.1
OG0007158	NP_725476.1	XP_011161427.1
OG0007159	NP_001259934.1	XP_011167980.2
OG0007160	NP_730600.1	XP_011173203.1
OG0007161	NP_649626.1	XP_011163935.1
OG0007162	NP_572673.1	XP_011161910.1
OG0007163	NP_728468.1	XP_011175687.1
OG0007164	NP_001303440.1	XP_011157940.1
OG0007165	NP_001285679.1	XP_011163996.1
OG0007166	NP_728573.1	XP_025992974.1
OG0007168	NP_001138001.1	XP_011171738.1
OG0007169	NP_611959.2	XP_011164442.2
OG0007170	NP_001137876.1	XP_011160423.1
OG0007171	NP_612003.1	XP_025996834.2
OG0007172	NP_649713.1	XP_011175626.1
OG0007173	NP_652037.1	XP_011159351.1
OG0007174	NP_525105.2	XP_011172317.1
OG0007175	NP_647995.1	XP_011155477.1
OG0007176	NP_650307.2	XP_039306522.1
OG0007177	NP_723226.1	XP_011166842.1
OG0007178	NP_001036342.1	XP_011163602.1
OG0007179	NP_001262895.1	XP_011176375.1
OG0007180	NP_001261188.1	XP_011164538.2
OG0007182	NP_523665.2	XP_011155695.2
OG0007184	NP_572576.1	XP_011175125.1
OG0007185	NP_001287558.1	XP_011159697.1
OG0007187	NP_647623.1	XP_011168526.1
OG0007188	NP_573000.1	XP_011169145.2
OG0007189	NP_001259576.1	XP_025986173.2
OG0007190	NP_611676.1	XP_025993612.1
OG0007192	NP_001259914.1	XP_025995052.2
OG0007193	NP_001097981.1	XP_011155447.1
OG0007195	NP_511069.3	XP_011171000.1
OG0007197	NP_001260166.1	XP_025989652.1
OG0007198	NP_001284938.1	XP_011172545.1
OG0007199	NP_524942.1	XP_011171864.1
OG0007200	NP_648178.1	XP_039302243.1
OG0007201	NP_001259184.1	XP_039307987.1
OG0007202	NP_524626.1	XP_011158786.2
OG0007205	NP_728621.1	XP_039311225.1
OG0007206	NP_524831.2	XP_025992694.2
OG0007208	NP_001284796.1	XP_011158822.1
OG0007209	NP_610267.2	XP_039311086.1
OG0007210	NP_001027138.2	XP_025991130.2
OG0007212	NP_477064.1	XP_025993266.2
OG0007213	NP_001260649.1	XP_025990411.1
OG0007214	NP_476762.1	XP_039307291.1
OG0007217	NP_649573.2	XP_011168168.1
OG0007219	NP_001260144.1	XP_011170967.2
OG0007220	NP_001287225.1	XP_011165226.1
OG0007222	NP_477448.1	XP_025991171.1
OG0007223	NP_001284786.1	XP_011156907.1
OG0007225	NP_650752.2	XP_039312564.1
OG0007226	NP_524756.2	XP_011168939.1
OG0007227	NP_524535.2	XP_025992250.2
OG0007228	NP_477324.1	XP_011161556.1
OG0007229	NP_609325.2, NP_001015502.3	XP_025995796.1
OG0007230	NP_511096.2	XP_011164882.1
OG0007231	NP_477401.2	XP_011162503.1
OG0007232	NP_511094.1	XP_011158144.1
OG0007233	NP_996087.2	XP_011159031.1
OG0007234	NP_001188596.1	XP_039315048.1
OG0007235	NP_611100.1	XP_011156707.1
OG0007236	NP_001260712.1	XP_025988253.1
OG0007237	NP_650000.1	XP_011175895.1
OG0007238	NP_477330.1	XP_011175204.1
OG0007239	NP_001286990.1	XP_011165791.1
OG0007241	NP_649546.1	XP_011158482.1
OG0007242	NP_001162756.1	XP_025987788.1
OG0007243	NP_001286836.1	XP_011176329.1
OG0007244	NP_611422.2	XP_011176207.1
OG0007245	NP_610610.1	XP_011169206.1
OG0007247	NP_730812.3	XP_011163440.1
OG0007248	NP_651581.2	XP_011159695.1
OG0007249	NP_001259560.1	XP_039314194.1
OG0007250	NP_609790.1	XP_011156199.1
OG0007251	NP_524333.1	XP_025991713.1
OG0007253	NP_651885.1	XP_011175494.1
OG0007254	NP_001287029.1	XP_011157766.1
OG0007255	NP_477449.1	XP_011162478.1
OG0007257	NP_001368973.1	XP_025995290.1
OG0007259	NP_001286252.1	XP_011168409.1
OG0007260	NP_650775.2	XP_011157025.1
OG0007262	NP_001259535.1	XP_025994158.1
OG0007263	NP_001015384.1	XP_011161690.1
OG0007264	NP_001286339.1	XP_011171194.1
OG0007265	NP_659573.1	XP_011168075.1
OG0007268	NP_001287177.1	XP_011176140.1
OG0007269	NP_001245511.1	XP_025992736.2
OG0007270	NP_001262397.1	XP_011162694.1
OG0007271	NP_524729.2	XP_039312139.1
OG0007272	NP_649658.1	XP_011172380.1
OG0007273	NP_001287617.1	XP_039311476.1
OG0007274	NP_001247269.1	XP_025986132.1
OG0007275	NP_651778.1	XP_011155900.1
OG0007276	NP_609491.1	XP_039312839.1
OG0007278	NP_573066.1	XP_011169309.1
OG0007279	NP_648804.1	XP_011157747.1
OG0007280	NP_649910.3	XP_039308830.1
OG0007281	NP_608491.3	XP_011156191.1
OG0007282	NP_001260335.1	XP_011156612.2
OG0007283	NP_001287287.1	XP_039307107.1
OG0007284	NP_610687.1	XP_011165673.1
OG0007285	NP_651727.1	XP_025994958.1
OG0007286	NP_001286797.1	XP_011169954.2
OG0007287	NP_001259489.1	XP_011171830.1
OG0007288	NP_001262822.1	XP_039311794.1
OG0007289	NP_001261910.1	XP_011175584.1
OG0007290	NP_649635.1	XP_011163927.1
OG0007291	NP_723700.1	XP_011167465.1
OG0007293	NP_524621.2	XP_011172116.2
OG0007294	NP_001096987.2	XP_011173632.1
OG0007295	NP_001247303.1	XP_039314827.1
OG0007296	NP_611229.2	XP_011166937.2
OG0007297	NP_001261699.1	XP_025990229.2
OG0007298	NP_001262832.1	XP_039305881.1
OG0007299	NP_001287215.1	XP_039305492.1
OG0007300	NP_524981.2	XP_011163904.1
OG0007301	NP_001036558.1, NP_649386.1	XP_011159370.1
OG0007302	NP_001097115.1	XP_039305582.1
OG0007303	NP_001262259.1	XP_011159456.1
OG0007304	NP_001163238.2	XP_011166214.1
OG0007305	NP_610203.2	XP_011169238.1
OG0007306	NP_001259418.1	XP_039310487.1
OG0007307	NP_001285000.1	XP_011169996.1
OG0007309	NP_001097088.3	XP_039315637.1
OG0007310	NP_001285953.1	XP_011172835.1
OG0007311	NP_001260017.1	XP_011162156.1
OG0007312	NP_648660.1	XP_011162504.1
OG0007313	NP_476602.1	XP_025996471.1
OG0007314	NP_001262857.1	XP_039305864.1
OG0007315	NP_476759.1	XP_039312027.1
OG0007316	NP_001246080.1	XP_025992610.1
OG0007317	NP_001286987.1	XP_039312905.1
OG0007318	NP_649946.1	XP_025989956.1
OG0007319	NP_649254.2	XP_039307475.1
OG0007320	NP_001260276.1	XP_011165583.1
OG0007321	NP_733239.1	XP_011166115.1
OG0007322	NP_001097354.1	XP_011162574.1
OG0007323	NP_001260513.1	XP_011167535.1
OG0007324	NP_608548.1	XP_011165682.1
OG0007325	NP_001162844.1	XP_025992094.1
OG0007326	NP_608742.2	XP_039305261.1
OG0007327	NP_732958.1	XP_011175641.2
OG0007329	NP_001285417.1	XP_011175933.1
OG0007330	NP_511075.3	XP_025996642.1
OG0007331	NP_001015316.1	XP_011155981.2
OG0007332	NP_001287279.1	XP_011169134.1
OG0007334	NP_573368.2	XP_011168120.1
OG0007335	NP_648241.1	XP_011166506.1
OG0007336	NP_001285296.1	XP_011157726.1
OG0007337	NP_610094.1	XP_039311145.1
OG0007338	NP_610746.1	XP_011155716.1
OG0007339	NP_651288.1	XP_011164312.1
OG0007340	NP_611843.2	XP_011164026.2
OG0007341	NP_001262288.1	XP_011168807.2
OG0007342	NP_001096945.1	XP_025986558.1
OG0007343	NP_573154.1	XP_011174180.2
OG0007344	NP_648968.2	XP_011166142.1
OG0007345	NP_511113.1	XP_011158927.1
OG0007346	NP_523363.2	XP_011172276.2
OG0007347	NP_001034073.1	XP_011158953.1
OG0007348	NP_610945.1	XP_011172087.1
OG0007350	NP_001163309.2	XP_039307507.1
OG0007351	NP_001259308.1	XP_011175819.2
OG0007352	NP_001284819.1	XP_011157417.1
OG0007353	NP_608490.1	XP_011172119.2
OG0007355	NP_001262705.1	XP_011165100.1
OG0007356	NP_610543.1	XP_011170091.1
OG0007358	NP_649469.2	XP_039311374.1
OG0007359	NP_001285078.1	XP_025986909.1
OG0007360	NP_001303307.1	XP_039305748.1
OG0007361	NP_001284756.1	XP_039313550.1
OG0007362	NP_001284854.1	XP_025990391.2
OG0007363	NP_001285587.1	XP_011167695.2
OG0007364	NP_523473.2	XP_011169126.1
OG0007365	NP_730465.1	XP_025990293.1
OG0007366	NP_648537.2	XP_011161992.2
OG0007367	NP_001260415.1	XP_011172040.1
OG0007368	NP_001286405.1	XP_011170808.1
