Orthogroup	Drosophila_melanogaster	Anopheles_gambiae
OG0007448	NP_001261648.1	XP_315818.5
OG0007449	NP_001260996.1	XP_314175.4
OG0007450	NP_476610.2	XP_308929.4
OG0007451	NP_001303362.1	XP_308243.4
OG0007452	NP_001097631.1	XP_001688945.1, XP_001688946.1
OG0007453	NP_611939.1	XP_309985.4
OG0007454	NP_001261504.1	XP_315840.4, XP_001688734.1
OG0007455	NP_001014714.1	XP_314428.4
OG0007457	NP_648279.1	XP_315926.2
OG0007458	NP_001188523.1	XP_558129.3
OG0007459	NP_610064.2	XP_319368.3
OG0007460	NP_001033999.2	XP_001689255.1
OG0007461	NP_001262364.1	XP_307970.5
OG0007462	NP_525049.1	XP_321187.4
OG0007463	NP_001246825.1	XP_321740.5
OG0007464	NP_572826.1	XP_310955.4
OG0007465	NP_477009.1	XP_314166.4
OG0007466	NP_650521.1	XP_309486.3
OG0007467	NP_569870.1	XP_313084.3
OG0007468	NP_001262211.1	XP_308102.4
OG0007469	NP_001245927.1	XP_314926.4
OG0007470	NP_001162871.1	XP_319694.4
OG0007472	NP_648814.3	XP_320298.4
OG0007473	NP_730506.1	XP_001688383.1
OG0007474	NP_652012.1	XP_311433.4
OG0007475	NP_650895.1	XP_312845.5
OG0007477	NP_476923.1	XP_320206.4
OG0007478	NP_573257.1	XP_321500.2
OG0007479	NP_730536.1	XP_318007.3
OG0007480	NP_001245976.1	XP_314506.4
OG0007482	NP_650440.2	XP_003436180.1, XP_312308.5
OG0007484	NP_610189.2, NP_523658.1, NP_524731.1, NP_524732.1	XP_314141.4, XP_314142.4
OG0007485	NP_001284741.1	XP_313567.4
OG0007486	NP_660194.1	XP_315016.4
OG0007488	NP_572549.2	XP_321609.4
OG0007489	NP_523463.2	XP_308753.2
OG0007490	NP_649866.1	XP_314048.4
OG0007491	NP_524517.1	XP_315791.3
OG0007492	NP_001286683.1	XP_001237131.1
OG0007494	NP_650454.2	XP_315244.4
OG0007495	NP_001261224.1	XP_307420.3
OG0007496	NP_608523.1	XP_312467.1
OG0007498	NP_725094.1	XP_320764.4
OG0007499	NP_611029.3	XP_317029.4
OG0007500	NP_001097303.2	XP_314560.4
OG0007501	NP_729346.1	XP_563881.1
OG0007505	NP_648021.1, NP_569999.1	XP_553061.3
OG0007507	NP_569901.1	XP_307796.5
OG0007508	NP_609397.2, NP_610129.3	XP_319935.4
OG0007509	NP_611182.1, NP_001261039.1	XP_559081.3
OG0007510	NP_001189191.1, NP_649733.2, NP_649735.1, NP_608588.2	XP_001688792.1
OG0007512	NP_524875.1	XP_314912.4
OG0007513	NP_723703.1, NP_001285858.1	XP_309635.4
OG0007514	NP_001137790.1	XP_552911.3
OG0007515	NP_651685.2	XP_310403.7
OG0007516	NP_001262317.1	XP_003436182.1
OG0007517	NP_730133.1	XP_001688802.1, XP_001688043.1, XP_321816.3
OG0007518	NP_001163171.1	XP_320878.2
OG0007519	NP_650988.1	XP_003436742.1
OG0007521	NP_001246983.1	XP_003435917.1, XP_001689326.2
OG0007523	NP_724982.1, NP_723031.1	XP_310683.3
OG0007524	NP_001261020.1	XP_315857.4, XP_001688737.1
OG0007525	NP_001284761.2	XP_308367.4
OG0007526	NP_001097225.1	XP_308265.4
OG0007527	NP_001246193.1	XP_308147.4
OG0007528	NP_651094.2	XP_318086.4
OG0007529	NP_649101.2	XP_308652.4
OG0007530	NP_477094.1	XP_308995.3
OG0007531	NP_001246747.1	XP_316428.3
OG0007532	NP_610784.1	XP_319238.4
OG0007533	NP_609230.2	XP_319228.4
OG0007534	NP_001285669.1	XP_553857.3
OG0007535	NP_652011.3	XP_555111.3
OG0007539	NP_610875.1	XP_321318.5
OG0007541	NP_650772.1	XP_307208.3
OG0007542	NP_524908.1	XP_311844.5
OG0007544	NP_733132.2	XP_312829.4, XP_003436404.1
OG0007545	NP_001036256.2, NP_001245738.1	XP_001688388.1, XP_001688387.1
OG0007548	NP_572324.1	XP_320926.4
OG0007549	NP_524131.1	XP_309302.4
OG0007550	NP_650070.1	XP_551275.4
OG0007551	NP_001285513.1	XP_314549.4, XP_001688577.1
OG0007552	NP_001262337.1	XP_003436164.1, XP_312357.5
OG0007553	NP_001137721.1	XP_003436223.1, XP_312200.3
OG0007554	NP_477249.3	XP_552560.2
OG0007555	NP_650305.1	XP_311688.5
OG0007556	NP_728186.1	XP_311265.3
OG0007557	NP_001097912.1	XP_307040.3, XP_313561.5
OG0007558	NP_001262460.1	XP_312274.4
OG0007559	NP_650242.1	XP_321457.5, XP_003435892.1
OG0007561	NP_001188534.1	XP_321622.4, XP_003435854.1
OG0007563	NP_573339.1	XP_003437139.1
OG0007604	NP_650690.1	XP_312809.4
OG0007606	NP_001260247.1	XP_316873.4
OG0007607	NP_001285625.1	XP_317155.2
OG0007608	NP_001285171.1	XP_308805.4
OG0007609	NP_001285162.1	XP_550679.3
OG0007611	NP_001189075.1	XP_308947.3
OG0007613	NP_525055.1	XP_562042.3
OG0007614	NP_001014461.1	XP_317589.4
OG0007615	NP_650552.3	XP_001238160.2
OG0007616	NP_523418.1	XP_560209.2
OG0007617	NP_001286270.1, NP_001286268.1	XP_001687878.1, XP_564616.1, XP_001687879.1
OG0007618	NP_609162.1	XP_311506.3
OG0007619	NP_001261289.1	XP_314769.4
OG0007620	NP_648100.2	XP_314354.2
OG0007621	NP_572241.2	XP_003436605.1
OG0007622	NP_725699.1	XP_309402.3
OG0007623	NP_001097727.1	XP_319547.5
OG0007624	NP_648101.1	XP_552548.2
OG0007625	NP_647747.1	XP_308840.4
OG0007628	NP_609026.1	XP_318593.4
OG0007629	NP_723797.3	XP_317284.4
OG0007630	NP_725536.1	XP_311070.5
OG0007634	NP_649951.1	XP_315214.5
OG0007635	NP_649519.1	XP_313296.4
OG0007636	NP_649865.1	XP_318083.4
OG0007637	NP_732797.1, NP_651095.1	XP_001230897.1
OG0007639	NP_650933.2	XP_312836.5
OG0007640	NP_001246971.1	XP_307958.5
OG0007642	NP_001137962.1	XP_001230977.2
OG0007643	NP_001014650.2	XP_311315.5
OG0007645	NP_610944.1	XP_311564.4, XP_309979.4
OG0007647	NP_001261746.1	XP_308332.3
OG0007648	NP_570054.2	XP_318469.4
OG0007651	NP_572245.1	XP_309348.4
OG0007652	NP_730941.1	XP_557157.3
OG0007653	NP_730954.2	XP_312810.2
OG0007654	NP_995767.1	XP_314182.3
OG0007655	NP_724049.1	XP_307731.2
OG0007656	NP_611456.1	XP_320618.4
OG0007657	NP_001162887.1	XP_318066.4
OG0007659	NP_001263130.1	XP_003436974.1
OG0007660	NP_001015319.1	XP_001237267.2
OG0007661	NP_647853.1	XP_316035.4
OG0007663	NP_523653.2	XP_313925.3
OG0007664	NP_612113.2	XP_308749.4
OG0007665	NP_649631.1	XP_003436722.1
OG0007666	NP_001245864.1	XP_319903.4
OG0007667	NP_524876.1	XP_308015.5
OG0007668	NP_651126.3	XP_310992.5
OG0007669	NP_524428.1	XP_321748.3
OG0007670	NP_729078.1	XP_316114.4
OG0007671	NP_477479.1	XP_319105.2
OG0007673	NP_609557.1	XP_314738.3
OG0007674	NP_728102.1	XP_311839.4
OG0007676	NP_001285651.1	XP_318571.3
OG0007677	NP_610801.1	XP_314298.3
OG0007681	NP_611400.1	XP_309322.3
OG0007682	NP_001262166.1	XP_320513.1
OG0007683	NP_001260353.1	XP_317020.4
OG0007685	NP_001036705.1	XP_321229.5
OG0007687	NP_649509.1	XP_003435988.1
OG0007688	NP_609222.1	XP_316953.2
OG0007689	NP_730096.2	XP_316127.4
OG0007690	NP_477173.1	XP_316025.4
OG0007691	NP_650164.1	XP_312397.4
OG0007692	NP_001259660.1	XP_309796.2
OG0007694	NP_650284.2	XP_313855.3
OG0007696	NP_001368974.1	XP_003436006.1
OG0007697	NP_650897.3	XP_321192.5
OG0007699	NP_476873.2	XP_313455.4
OG0007700	NP_001260475.1	XP_001238095.2
OG0007703	NP_650921.1	XP_311693.4
OG0007706	NP_001262999.1	XP_312261.5
OG0007709	NP_001246921.1	XP_003436694.1
OG0007713	NP_001262674.1	XP_310605.5
OG0007714	NP_724773.1	XP_001237862.2
OG0007715	NP_611870.3	XP_001237714.2
OG0007719	NP_650291.1	XP_313015.4
OG0007720	NP_001286654.1	XP_313975.4
OG0007721	NP_611187.1	XP_311547.4
OG0007723	NP_995865.2	XP_320807.4
OG0007731	NP_524840.2	XP_320939.3
OG0007732	NP_647793.1	XP_001688876.1
OG0007733	NP_651951.1	XP_566358.3
OG0007734	NP_001285037.1	XP_310423.3
OG0007735	NP_572355.1	XP_318380.5
OG0007737	NP_001286043.1	XP_317106.5
OG0007740	NP_524458.1	XP_310516.5
OG0007742	NP_648054.2	XP_316064.3
OG0007749	NP_611968.1	XP_001688476.1, XP_313927.4
OG0007750	NP_731331.1	XP_311054.5
OG0007751	NP_573302.1	XP_001237167.2
OG0007752	NP_729364.1	XP_316117.3
OG0007754	NP_524658.2	XP_308478.4
OG0007755	NP_609369.1	XP_310184.4
OG0007756	NP_608509.1	XP_309540.2
OG0007758	NP_001261081.1	XP_308267.3
OG0007759	NP_001097287.1	XP_003436457.1
OG0007760	NP_729947.2	XP_001689328.2
OG0007763	NP_648509.1	XP_315797.4
OG0007770	NP_001259730.1	XP_316510.4
OG0007773	NP_001246211.1	XP_318561.3
OG0007774	NP_476705.1	XP_320375.4
OG0007777	NP_523394.1	XP_312934.4
OG0007778	NP_001246033.1	XP_319474.3
OG0007781	NP_001262393.1	XP_311896.5
OG0007782	NP_650019.6	XP_001237525.1
OG0007784	NP_001097796.1	XP_310397.7
OG0007786	NP_610349.1	XP_318112.4
OG0007787	NP_001285757.1	XP_308548.4
OG0007788	NP_001286044.1	XP_314743.3
OG0007790	NP_476962.1	XP_316289.4
OG0007792	NP_610502.1	XP_001238306.1
OG0007795	NP_652334.2	XP_312092.5
OG0007796	NP_001014605.1	XP_321857.5
OG0007798	NP_001285404.1	XP_310734.4
OG0007799	NP_610591.1	XP_315537.4
OG0007800	NP_001285209.1, NP_648518.1	XP_001689352.2
OG0007801	NP_001286116.1	XP_314505.3
OG0007802	NP_611263.1	XP_308638.4
OG0007804	NP_001137830.2	XP_317008.4
OG0007807	NP_001162959.1	XP_001230687.1
OG0007807	NP_001260397.1, NP_001285848.1, NP_001285850.1, NP_001260398.1	XP_317577.3, XP_310163.2, XP_317819.4, XP_317576.3
OG0007808	NP_649465.6	XP_310614.4
OG0007809	NP_647644.2	XP_316080.4
OG0007812	NP_610817.1	XP_308274.3
OG0007813	NP_612060.2	XP_313838.4
OG0007814	NP_647814.1	XP_315795.4
OG0007815	NP_610551.1	XP_315882.4
OG0007816	NP_001260414.1	XP_319001.2
OG0007817	NP_001262725.1	XP_312103.4
OG0007818	NP_610178.2	XP_318608.3
OG0007819	NP_650438.2	XP_313356.4
OG0007820	NP_001188583.1	XP_311114.4
OG0007821	NP_731237.1	XP_313678.4
OG0007822	NP_001260251.1	XP_320760.4
OG0007823	NP_649347.1	XP_320586.4
OG0007824	NP_001163490.1	XP_320326.4, XP_001689252.1
OG0007825	NP_650104.2, NP_650103.1	XP_003436595.1, XP_003436594.1
OG0007828	NP_611205.1	XP_314946.3
OG0007829	NP_609219.1	XP_320311.3
OG0007830	NP_001284993.1	XP_316890.5
OG0007831	NP_647939.1	XP_003435994.1, XP_321047.2
OG0007832	NP_649695.1	XP_321676.3
OG0007833	NP_001262333.1	XP_321677.5, XP_003435840.1
OG0007834	NP_523659.1	XP_001688564.1
OG0007836	NP_730454.2	XP_315412.4
OG0007837	NP_001036401.1	XP_312183.4
OG0007840	NP_001284909.1	XP_562137.4
OG0007841	NP_648230.1	XP_001688720.1
OG0007842	NP_001285098.1	XP_307960.1
OG0007843	NP_648325.2	XP_316265.4
OG0007844	NP_523544.2	XP_318638.4
OG0007847	NP_608791.2	XP_003436926.1
OG0007849	NP_650382.3	XP_314771.2
OG0007850	NP_001162683.1	XP_308816.3
OG0007851	NP_572263.2	XP_310461.5
OG0007852	NP_001245554.1	XP_309114.5
OG0007853	NP_001138195.1	XP_309132.5
OG0007854	NP_647699.1	XP_001688771.1
OG0007855	NP_001262043.1	XP_316102.4
OG0007856	NP_001162676.1	XP_311233.5
OG0007857	NP_001261155.1	XP_315801.4
OG0007858	NP_788506.1	XP_001688605.1, XP_001688604.1
OG0007859	NP_001260788.1	XP_314353.3
OG0007860	NP_001138185.2	XP_003436998.1
OG0007861	NP_001014491.1	XP_319049.3
OG0007862	NP_001285688.1	XP_319058.4
OG0007863	NP_608762.3	XP_319333.4
OG0007864	NP_001285820.1	XP_318929.4
OG0007865	NP_729825.2	XP_318874.4
OG0007866	NP_608526.1	XP_317135.4
OG0007867	NP_524788.2	XP_001689169.1
OG0007868	NP_611469.1	XP_319795.4
OG0007869	NP_610293.3	XP_320001.2
OG0007871	NP_001097092.1	XP_314808.3
OG0007872	NP_001260064.1	XP_001687784.1
OG0007874	NP_722636.1	XP_319008.4
OG0007875	NP_001162874.1	XP_310199.4
OG0007876	NP_001259896.1	XP_310176.2
OG0007877	NP_649182.4	XP_311472.4
OG0007878	NP_476769.1	XP_563394.4
OG0007879	NP_651268.1	XP_559587.6
OG0007880	NP_649530.2	XP_563184.4
OG0007881	NP_573102.1	XP_003436216.1, XP_312220.4, XP_312221.5
OG0007882	NP_511139.2	XP_320802.4
OG0007883	NP_609403.2	XP_309426.4
OG0007885	NP_001246293.1	XP_312510.5
OG0007888	NP_001284736.1	XP_001231065.2
OG0007889	NP_001262281.1	XP_312377.5
OG0007891	NP_648507.1	XP_311503.4
OG0007892	NP_651206.3	XP_312634.5
OG0007893	NP_650760.1	XP_313106.2
OG0007895	NP_001246408.1	XP_309367.2
OG0007896	NP_732995.1	XP_001237404.1
OG0007897	NP_731367.2	XP_321788.3
OG0007898	NP_651343.1, NP_726137.2, NP_001262948.1	XP_003436206.1
OG0007899	NP_524073.2, NP_001246759.1	XP_001238270.2
OG0007901	NP_729715.2	XP_309864.4
OG0007902	NP_001246976.1	XP_311695.4
OG0007903	NP_524532.2	XP_318377.4
OG0007904	NP_001285247.1	XP_311263.5
OG0007905	NP_788911.2	XP_313842.5
OG0007906	NP_001285638.1	XP_317288.4
OG0007907	NP_610180.1	XP_317365.5
OG0007908	NP_001262638.1	XP_321278.5
OG0007957	NP_477314.1	XP_320713.3
OG0007958	NP_651459.2	XP_309339.2, XP_001688179.1
OG0007960	NP_724939.1	XP_319139.2
OG0007965	NP_730119.1	XP_316706.4
OG0007969	NP_523918.1	XP_001689190.1, XP_001238167.1
OG0007970	NP_729504.2	XP_321953.1
OG0007972	NP_728490.1	XP_308437.4
OG0007976	NP_001137622.1	XP_319744.4
OG0007977	NP_001188730.1	XP_319057.4
OG0007978	NP_732262.1	XP_001238453.1, XP_321237.4
OG0007979	NP_001188664.1, NP_608976.1, NP_608977.1	XP_318630.3
OG0007990	NP_611591.3	XP_314145.4
OG0007992	NP_650527.2	XP_001688348.2
OG0007993	NP_001260058.1	XP_310197.4
OG0007994	NP_001246838.1	XP_311511.4
OG0007999	NP_001261480.1	XP_558582.3, XP_314085.4
OG0008000	NP_001138080.1	XP_001230737.2
OG0008001	NP_001259838.1	XP_001238809.3
OG0008003	NP_001285237.1	XP_316826.4
OG0008004	NP_572963.1	XP_003436711.1
OG0008007	NP_572674.3	XP_554247.3, XP_318513.3
OG0008008	NP_001163093.1	XP_316030.4
OG0008009	NP_001096891.1	XP_001689189.1
OG0008010	NP_572998.1	XP_552406.2
OG0008012	NP_731873.1	XP_310617.4
OG0008013	NP_788420.1	XP_315326.4
OG0008018	NP_001262334.1	XP_321678.5
OG0008019	NP_001262899.1	XP_321833.4
OG0008022	NP_001261059.1	XP_314542.1
OG0008023	NP_725104.1	XP_554017.1
OG0008024	NP_477187.1	XP_314916.4
OG0008026	NP_609191.1	XP_320098.3
OG0008031	NP_726504.2	XP_001688562.1, XP_314345.2, XP_314346.4
OG0008038	NP_001261317.1	XP_308315.4
OG0008044	NP_001027079.1	XP_003436100.1
OG0008045	NP_608809.1	XP_319153.4
OG0008047	NP_001163108.1	XP_308747.4
OG0008051	NP_612008.1	XP_308967.3
OG0008053	NP_001259309.1	XP_321981.3
OG0008057	NP_649132.1	XP_312523.4
OG0008059	NP_608972.1	XP_001238150.1
OG0008063	NP_001260338.1	XP_552840.3
OG0008065	NP_001097011.1	XP_316809.4
OG0008066	NP_608823.2	XP_553911.2
OG0008067	NP_001097887.1	XP_001230942.3
OG0008068	NP_729101.2	XP_559110.3
OG0008070	NP_650709.3	XP_560272.2
OG0008075	NP_724152.1	XP_319595.4
OG0008076	NP_649618.1	XP_312999.4
OG0008077	NP_572948.1	XP_318519.4
OG0008080	NP_001163314.1	XP_312422.2
OG0008081	NP_610469.3	XP_320212.4
OG0008086	NP_001260501.1	XP_319734.4
OG0008087	NP_476684.1	XP_313586.5
OG0008089	NP_001259704.1	XP_001688201.2
OG0008090	NP_649636.1	XP_311754.3
OG0008091	NP_001262277.1	XP_003436389.1
OG0008092	NP_650718.2	XP_003436508.1
OG0008094	NP_573355.1	XP_311059.4
OG0008096	NP_001036552.1	XP_311987.3
OG0008097	NP_609075.1	XP_322069.5, XP_322047.5
OG0008100	NP_573143.1	XP_001687771.2
OG0008102	NP_728237.1	XP_309159.3
OG0008104	NP_648426.1	XP_316579.3, XP_001688894.1
OG0008105	NP_649692.2	XP_313708.3
OG0008108	NP_001189216.1	XP_003436839.1, XP_001237550.1
OG0008109	NP_001189223.1	XP_309062.5
OG0008110	NP_001096974.1	XP_003437023.1
OG0008111	NP_001259527.1	XP_310634.5
OG0008113	NP_001286931.1	XP_315389.3
OG0008118	NP_001286866.1	XP_314358.4
OG0008119	NP_001163658.1	XP_559389.3
OG0008120	NP_001260795.1	XP_317993.4
OG0008121	NP_001097362.1	XP_001230905.1
OG0008122	NP_723214.2	XP_317727.3
OG0008123	NP_995620.1	XP_319647.4
OG0008126	NP_001303333.1	XP_319420.1
OG0008129	NP_001262983.1	XP_312389.4
OG0008131	NP_724812.2	XP_309468.2
OG0008133	NP_001261846.1	XP_309925.4
OG0008134	NP_651480.1	XP_320967.4
OG0008136	NP_610706.1	XP_309820.4
OG0008138	NP_477138.1	XP_312587.5
OG0008141	NP_650846.1	XP_003437087.1
OG0008142	NP_647829.1	XP_565383.2
OG0008205	NP_649102.3	XP_001688079.1
OG0008208	NP_573061.2	XP_315385.4
OG0008213	NP_649371.2	XP_321730.5
OG0008220	NP_572999.1	XP_313286.3
OG0008222	NP_730271.1	XP_565605.4
OG0008223	NP_611239.1	XP_310278.7
OG0008225	NP_001014730.1	XP_003436908.1
OG0008230	NP_610241.1	XP_308862.3
OG0008233	NP_001259789.1	XP_319121.4
OG0008239	NP_001163345.1	XP_312094.5
OG0008246	NP_001261283.1	XP_557020.3
OG0008247	NP_001287355.1	XP_312135.5
OG0008248	NP_001262109.1	XP_320941.5
OG0008252	NP_001303355.1	XP_320651.4
OG0008254	NP_609289.1	XP_319337.3
OG0008260	NP_724347.3	XP_556988.3
OG0008263	NP_649647.1	XP_307951.5
OG0008264	NP_476895.1	XP_307827.4
OG0008268	NP_001285146.1	XP_309111.3
OG0008270	NP_001014717.1, NP_001285040.1	XP_566389.3
OG0008271	NP_001285550.1	XP_555854.2
OG0008274	NP_001261098.1	XP_312509.4
OG0008277	NP_001034034.1	XP_318060.3
OG0008279	NP_610777.1	XP_318986.3
OG0008280	NP_001284872.1	XP_315774.3
OG0008281	NP_995949.1	XP_556739.3
OG0008286	NP_725399.1	XP_317846.4
OG0008289	NP_001259144.1	XP_313313.2
OG0008291	NP_001356946.1	XP_311743.5
OG0008294	NP_001163119.1	XP_315566.3
OG0008297	NP_649649.1	XP_319205.3
OG0008298	NP_608572.1	XP_318686.3
OG0008299	NP_001033875.1	XP_001689224.1
OG0008301	NP_001163131.1	XP_001689222.1
OG0008302	NP_001188542.1	XP_309481.4
OG0008305	NP_651009.1	XP_003436718.1
OG0008307	NP_001262659.2	XP_313613.5
OG0008403	NP_001162693.1	XP_555840.2
OG0008405	NP_650695.1	XP_312546.4
OG0008406	NP_649778.1, NP_569932.1	XP_310667.1
OG0008407	NP_001137926.1	XP_311278.4
OG0008408	NP_610846.2	XP_318644.3
OG0008409	NP_573054.2	XP_551123.2
OG0008410	NP_727668.2	XP_001237190.2
OG0008412	NP_726013.2	XP_314790.4
OG0008418	NP_001097656.1, NP_788556.1, NP_788553.1	XP_312332.5
OG0008425	NP_001261848.1	XP_309965.4
OG0008426	NP_650036.2	XP_318703.4
OG0008427	NP_648627.1	XP_556004.3
OG0008430	NP_651391.1	XP_318445.5, XP_318449.4
OG0008432	NP_001137913.1	XP_001688839.1
OG0008436	NP_001137754.1	XP_320579.3, XP_552285.1
OG0008438	NP_650378.1	XP_001238193.1
OG0008439	NP_001036534.2	XP_001687883.1
OG0008444	NP_477492.1	XP_308201.3
OG0008450	NP_569833.1	XP_321038.3
OG0008451	NP_524034.2	XP_308333.4, XP_001687897.1
OG0008463	NP_001334732.1	XP_553659.3
OG0008467	NP_608460.1	XP_319679.2
OG0008469	NP_001247103.1	XP_309065.4
OG0008476	NP_001263071.1	XP_318586.4
OG0008478	NP_651517.1	XP_001238532.3
OG0008480	NP_001027234.1	XP_317320.4
OG0008484	NP_649510.2	XP_556882.3
OG0008485	NP_609073.2	XP_317719.4
OG0008486	NP_650607.1	XP_313796.4, XP_003436828.1
OG0008489	NP_608942.1, NP_608686.1, NP_608941.1, NP_650260.1	XP_556870.3
OG0008491	NP_001097274.1	XP_001237810.1
OG0008492	NP_476794.1	XP_003436884.1
OG0008493	NP_001138219.1	XP_310726.4
OG0008495	NP_611104.3, NP_572173.1	XP_001688389.2
OG0008501	NP_001286298.1	XP_311409.4
OG0008600	NP_609556.2	XP_314739.4
OG0008603	NP_001259772.1	XP_311751.4
OG0008607	NP_609206.1	XP_317347.3
OG0008609	NP_001245775.1	XP_317711.1
OG0008615	NP_650458.1	XP_307781.4
OG0008621	NP_727152.1	XP_319797.3
OG0008636	NP_573031.1	XP_311747.5
OG0008637	NP_573063.1	XP_001687843.2
OG0008638	NP_001245821.1	XP_316958.4
OG0008642	NP_001247300.1	XP_316870.5
OG0008645	NP_728821.2	XP_316184.4
OG0008648	NP_610288.1	XP_314010.4
OG0008649	NP_001262320.1	XP_309518.4
OG0008652	NP_001261248.1	XP_321827.5
OG0008653	YP_009047268.1	NP_008071.1
OG0008655	NP_609941.2	XP_320055.4
OG0008660	NP_001259871.1	XP_317198.4
OG0008661	NP_724811.1	XP_320628.4
OG0008662	NP_608835.1	XP_319697.2
OG0008663	NP_650137.3	XP_321684.4
OG0008664	NP_650471.2	XP_001230636.2
OG0008665	NP_648871.3, NP_648874.2, NP_648873.1, NP_648872.1, NP_001261936.1, NP_648869.1, NP_648868.2, NP_648867.1, NP_648870.1	XP_316208.3, XP_316206.2, XP_316207.4
OG0008668	NP_611787.2	XP_308874.4
OG0008669	NP_724595.1	XP_314350.4
OG0008673	NP_001138136.1	XP_003436818.1
OG0008674	NP_572823.1	XP_318091.4
OG0008675	NP_001287647.1	XP_551751.2
OG0008794	NP_001097595.1	XP_001689283.1
OG0008796	NP_001014576.1	XP_315720.4
OG0008804	NP_611615.1, NP_611404.1, NP_610504.4	XP_320240.4
OG0008809	NP_609939.1	XP_003436246.1, XP_003436247.1, XP_312125.4
OG0008823	NP_001097475.2	XP_316086.4
OG0008828	NP_001259865.1	XP_003436330.1
OG0008832	NP_729788.1	XP_001687898.1
OG0008836	NP_651239.1	XP_001237214.2
OG0008838	NP_001262324.1	XP_311863.3
OG0008839	NP_001163166.1, NP_611085.2	XP_315859.3, XP_315860.3, XP_001237724.1, XP_001237725.2, XP_001237723.2
OG0008845	NP_608516.1	XP_003436261.1
OG0008846	NP_001097122.1	XP_317272.3
OG0008850	NP_001188855.1	XP_001237928.2
OG0008851	NP_001189028.1	XP_564678.2
OG0008858	NP_001163568.1	XP_003436138.1
OG0008859	NP_001263012.2	XP_003436661.1
OG0008862	NP_001284789.1	XP_001688051.1
OG0008864	NP_001027263.1	XP_003437162.1
OG0008865	NP_001259146.1	XP_310454.2
OG0009007	NP_651111.1, NP_651114.1	XP_001230973.2, XP_311977.4, XP_314062.4, XP_001688515.1
OG0009019	NP_001162929.1	XP_554948.3
OG0009033	NP_650905.2	XP_311111.4
OG0009034	NP_610539.1	XP_562528.2, XP_003436558.1
OG0009037	NP_524244.2	XP_319538.1, XP_318760.1, XP_318761.1, XP_318763.1, XP_318789.1, XP_318786.1, XP_318764.1, XP_318795.1
OG0009038	NP_732261.1	XP_001238452.2
OG0009039	NP_650991.1	XP_315237.5
OG0009040	NP_001287195.1, NP_650605.1, NP_609601.1	XP_319826.3
OG0009042	NP_001097567.1	XP_556944.1
OG0009043	NP_649279.2	XP_315951.4
OG0009044	NP_001097451.1	XP_558285.3
OG0009045	NP_001015352.3	XP_001688473.1, XP_313913.4
OG0009048	NP_647637.1	XP_318559.3
OG0009049	NP_650057.1	XP_309358.1
OG0009050	NP_001262169.1	XP_313684.3, XP_001238820.1
OG0009154	NP_001286220.1	XP_001238152.1
OG0009157	NP_001286001.1	XP_318399.4
OG0009159	NP_001097297.1	XP_316660.2
OG0009160	NP_650429.1	XP_320526.4
OG0009161	NP_573132.1, NP_573024.1	XP_563485.4
OG0009164	NP_647779.2	XP_308323.4
OG0009166	NP_001036703.1	XP_003436442.1
OG0009174	NP_001285050.1	XP_001237319.2
OG0009176	NP_001259408.1	XP_001689080.1, XP_001689082.1
OG0009178	NP_731295.1	XP_313289.3, XP_003436519.1
OG0009180	YP_009047267.1	NP_008070.1
OG0009181	YP_009047277.1	NP_008080.1
OG0009182	NP_610669.1, NP_610812.1, NP_610959.2	XP_565443.1, XP_001688146.1, XP_001687968.1, XP_308533.2, XP_308532.3
OG0009183	NP_001261477.1, NP_001261767.1, NP_477304.1, NP_477297.1, NP_001097525.1, NP_648036.1	XP_309819.4
OG0009184	NP_996492.1	XP_565004.3
OG0009185	NP_648390.2	XP_003436940.1, XP_310907.1, XP_314478.1, XP_314477.1
OG0009186	NP_723504.1	XP_001238116.1, XP_319252.2, XP_319254.2, XP_001238117.1
OG0009189	NP_001246986.1	XP_311038.5
OG0009189	NP_001097054.1	XP_310165.4
OG0009190	NP_652638.2	XP_555580.2
OG0009192	NP_610521.1	XP_565268.2
OG0009193	NP_001246287.1	XP_001237055.1, XP_308262.3
OG0009195	NP_608691.1, NP_523472.2, NP_001285566.1	XP_001238224.2
OG0009198	NP_001014607.1	XP_317014.4, XP_315183.4
OG0009200	NP_001097771.1	XP_001688200.2
OG0009201	NP_001286277.1	XP_564504.3
OG0009202	NP_523505.1, NP_523421.2	XP_311996.2
OG0009207	NP_730181.1	XP_311015.2
OG0009311	NP_609479.1	XP_319329.3
OG0009312	NP_609355.1, NP_001247327.1	XP_003435937.1, XP_310373.6, XP_310374.3, XP_554957.2
OG0009313	NP_001036690.1	XP_003436204.1
OG0009315	NP_001285930.1	XP_319624.3
OG0009317	NP_649316.1	XP_318371.5
OG0009318	NP_001261471.1	XP_308421.4
OG0009319	NP_647729.1	XP_564983.3
OG0009321	NP_572356.1	XP_001688313.2
OG0009327	NP_001189256.1, NP_001303534.1, NP_001189262.3, NP_001303530.1, NP_001189259.1, NP_001287450.1	XP_003436900.1
OG0009328	NP_609916.5	XP_319027.4
OG0009331	NP_525098.1	XP_310203.3
OG0009333	NP_725044.1	XP_314136.4
OG0009335	YP_009047270.1	NP_008073.1
OG0009336	YP_009047278.1	NP_008081.1
OG0009339	NP_608689.2, NP_001259943.1, NP_608911.1, NP_608912.1, NP_001259464.1, NP_609694.1	XP_558354.4
