Orthogroup	Drosophila_melanogaster	Megalopta_genalis
OG0005856	NP_476969.1	XP_033334092.1
OG0005857	NP_001285895.1	XP_033335250.1
OG0005858	NP_001260537.1	XP_033330003.1
OG0005859	NP_722745.1	XP_033333694.1
OG0005860	NP_001259561.1, NP_611757.1	XP_033330334.1
OG0005861	NP_609095.1	XP_033333948.1
OG0005862	NP_609504.2	XP_033338283.1
OG0005863	NP_001287144.1	XP_033331106.1
OG0005864	NP_001259878.1	XP_033333988.1
OG0005865	NP_725672.2	XP_033320979.1
OG0005866	NP_523707.1	XP_033339998.1
OG0005867	NP_001287067.1	XP_033339313.1
OG0005868	NP_001285131.1	XP_033342634.1
OG0005869	NP_001285072.1	XP_033330374.1
OG0005870	NP_001261214.1	XP_033342212.1
OG0005871	NP_648058.1	XP_033321422.1
OG0005872	NP_001285737.1	XP_033327221.1
OG0005873	NP_001261849.1	XP_033341617.1
OG0005874	NP_723568.1, NP_573347.1	XP_033332426.1
OG0005875	NP_001263094.1, NP_001097975.1	XP_033322946.1
OG0005876	NP_610986.1	XP_033338880.1
OG0005877	NP_724594.1	XP_033340744.1
OG0005878	NP_001285869.1	XP_033321236.1
OG0005879	NP_573196.1	XP_033342600.1
OG0005880	NP_649783.2	XP_033332442.1
OG0005881	NP_001286781.1	XP_033342168.1
OG0005882	NP_001247279.1	XP_033327812.1
OG0005883	NP_731252.1	XP_033337277.1
OG0005884	NP_524185.1	XP_033333656.1
OG0005885	NP_001287612.1	XP_033326937.1
OG0005886	NP_650338.1	XP_033337871.1
OG0005887	NP_648312.3	XP_033326048.1, XP_033326049.1
OG0005888	NP_651884.1	XP_033329672.1
OG0005889	NP_648514.1	XP_033322585.1
OG0005890	NP_001246806.1	XP_033340597.1
OG0005891	NP_001262845.1	XP_033342163.1
OG0005892	NP_001286614.1	XP_033330613.1
OG0005893	NP_649969.1	XP_033332885.1
OG0005894	NP_001285148.1	XP_033333015.1
OG0005895	NP_001259997.1	XP_033340659.1
OG0005896	NP_001014522.2	XP_033330326.1
OG0005897	NP_650975.1	XP_033333393.1
OG0005898	NP_001246833.1	XP_033329931.1
OG0005899	NP_647772.1	XP_033339204.1
OG0005900	NP_610238.2	XP_033322166.1
OG0005901	NP_001259579.1	XP_033331126.1
OG0005902	NP_651066.2	XP_033324409.1
OG0005905	NP_649527.1	XP_033331440.1
OG0005906	NP_523598.2	XP_033323990.1
OG0005907	NP_610454.2	XP_033323923.1
OG0005908	NP_609247.1	XP_033323816.1
OG0005909	NP_001284944.1	XP_033329076.1
OG0005910	NP_650619.1	XP_033333660.1
OG0005911	NP_651323.3	XP_033330335.1
OG0005912	NP_648848.1	XP_033330498.1
OG0005913	NP_001246916.1	XP_033324156.1
OG0005914	NP_611983.2, NP_001246514.1	XP_033323382.1
OG0005916	NP_610057.1	XP_033332276.1
OG0005917	NP_001284862.1	XP_033325863.1
OG0005918	NP_001259714.1	XP_033325364.1
OG0005919	NP_649293.1	XP_033340807.1
OG0005920	NP_725114.1	XP_033326713.1
OG0005921	NP_788762.1	XP_033321790.1
OG0005922	NP_573385.1	XP_033337697.1
OG0005923	NP_001286315.1	XP_033325999.1
OG0005924	NP_648242.1	XP_033331627.1
OG0005925	NP_523397.1	XP_033324638.1
OG0005926	NP_648167.1	XP_033326607.1
OG0005927	NP_611224.1	XP_033324981.1
OG0005928	NP_001303457.1	XP_033331044.1
OG0005929	NP_611731.1	XP_033340016.1
OG0005930	NP_733074.1	XP_033323482.1, XP_033323483.1
OG0005931	NP_001285026.1	XP_033338208.1
OG0005932	NP_524321.1	XP_033333055.1
OG0005933	NP_611078.1	XP_033331620.1
OG0005934	NP_610067.1, NP_001286113.1	XP_033340666.1
OG0005935	NP_001262997.1	XP_033342797.1
OG0005936	NP_524113.1	XP_033342618.1
OG0005937	NP_651001.2	XP_033322350.1
OG0005938	NP_649057.1	XP_033328854.1, XP_033328853.1
OG0005939	NP_001246062.1	XP_033338411.1
OG0005940	NP_611072.2	XP_033329959.1
OG0005941	NP_001137933.1	XP_033337126.1, XP_033337127.1
OG0005942	NP_001245490.1	XP_033321004.1
OG0005943	NP_001137646.1	XP_033341159.1
OG0005944	NP_651335.2	XP_033337548.1
OG0005945	NP_609836.1	XP_033323323.1
OG0005946	NP_001260048.1	XP_033322919.1
OG0005947	NP_001303388.1	XP_033322019.1
OG0005948	NP_524022.1	XP_033340417.1
OG0005949	NP_572572.1	XP_033328145.1
OG0005950	NP_001163220.1	XP_033323335.1
OG0005951	NP_001285220.1	XP_033338311.1
OG0005952	NP_523420.1	XP_033327122.1
OG0005953	NP_001287207.1	XP_033335865.1
OG0005954	NP_001303571.1	XP_033342798.1
OG0005956	NP_648910.1	XP_033335878.1
OG0005957	NP_476792.1	XP_033324551.1
OG0005958	NP_001262085.1	XP_033334140.1
OG0005959	NP_001262270.1	XP_033333435.1
OG0005960	NP_001284975.1	XP_033336739.1
OG0005961	NP_648769.2	XP_033323109.1
OG0005962	NP_648064.1	XP_033324007.1
OG0005963	NP_001286260.1	XP_033324331.1
OG0005964	NP_001036321.2	XP_033323046.1
OG0005965	NP_001097110.1	XP_033326770.1
OG0005966	NP_609246.1	XP_033335778.1
OG0005967	NP_001163390.1	XP_033335721.1
OG0005969	NP_569916.1	XP_033336378.1
OG0005970	NP_647889.2	XP_033322651.1
OG0005971	NP_001260465.1	XP_033339623.1, XP_033339628.1
OG0005972	NP_651458.1	XP_033341131.1
OG0005973	NP_001015354.3	XP_033332406.1
OG0005974	NP_724484.1	XP_033329833.1
OG0005975	NP_611243.1	XP_033324079.1
OG0005976	NP_001260688.1	XP_033338999.1
OG0005977	NP_610662.1	XP_033322648.1
OG0005978	NP_610313.1	XP_033324000.1
OG0005979	NP_001262295.1	XP_033333752.1
OG0005981	NP_001260218.1	XP_033333655.1
OG0005982	NP_730354.2	XP_033333608.1
OG0005983	NP_524742.1	XP_033340697.1
OG0005984	NP_651556.2	XP_033322325.1
OG0005985	NP_523606.1	XP_033325979.1
OG0005986	NP_648582.1	XP_033338108.1
OG0005987	NP_001097261.1	XP_033340634.1
OG0005988	NP_001285378.1	XP_033330577.1
OG0005989	NP_477225.1	XP_033337026.1
OG0005990	NP_609202.1	XP_033334266.1
OG0005991	NP_650767.1	XP_033324435.1
OG0005992	NP_001163480.1	XP_033321056.1
OG0005993	NP_001285455.1	XP_033329260.1
OG0005994	NP_001027191.1	XP_033326445.1
OG0005995	NP_648603.1	XP_033338586.1
OG0005996	NP_573314.1	XP_033327578.1
OG0005997	NP_650252.1	XP_033333209.1
OG0005998	NP_001260437.1	XP_033327195.1
OG0005999	NP_511074.1	XP_033338310.1
OG0006000	NP_524606.1	XP_033322322.1
OG0006001	NP_524867.2	XP_033341310.1
OG0006003	NP_647633.1	XP_033337994.1
OG0006004	NP_651715.1	XP_033332753.1
OG0006005	NP_649295.1, NP_649294.1	XP_033332628.1
OG0006007	NP_524288.3	XP_033327017.1
OG0006008	NP_730996.2	XP_033340688.1
OG0006009	NP_572329.3	XP_033340172.1, XP_033340173.1
OG0006010	NP_001262302.1	XP_033339666.1
OG0006011	NP_001014475.1	XP_033341717.1
OG0006012	NP_001285314.1	XP_033341860.1
OG0006013	NP_001015241.3	XP_033335444.1
OG0006014	NP_001162944.1	XP_033334296.1
OG0006015	NP_523588.2	XP_033339779.1
OG0006016	NP_649710.1	XP_033339973.1
OG0006017	NP_996434.2	XP_033332041.1
OG0006018	NP_001334699.1, NP_001263046.1	XP_033332874.1
OG0006019	NP_001262932.1	XP_033325186.1
OG0006020	NP_649703.1	XP_033343128.1
OG0006021	NP_001261597.1	XP_033341580.1
OG0006022	NP_001027262.1	XP_033324488.1
OG0006023	NP_650257.1	XP_033328171.1
OG0006024	NP_788346.1, NP_725314.1	XP_033335613.1
OG0006025	NP_001262138.1	XP_033339591.1
OG0006026	NP_650705.1	XP_033322454.1
OG0006027	NP_523743.1	XP_033343116.1
OG0006028	NP_001286439.1, NP_001036532.1	XP_033334681.1
OG0006029	NP_001286155.1	XP_033332606.1
OG0006030	NP_725048.1	XP_033341711.1
OG0006031	NP_476999.1	XP_033329063.1
OG0006032	NP_001036415.2	XP_033335981.1
OG0006033	NP_001097456.2	XP_033325239.1
OG0006034	NP_572162.2	XP_033331918.1, XP_033331919.1
OG0006036	NP_650428.1	XP_033328469.1
OG0006037	NP_524043.1	XP_033326305.1
OG0006038	NP_477133.1	XP_033323723.1
OG0006039	NP_610675.1	XP_033327123.1
OG0006040	NP_001286717.1	XP_033341748.1
OG0006041	NP_001027443.1	XP_033333145.1
OG0006042	NP_001262058.1	XP_033339536.1, XP_033339534.1
OG0006043	NP_001260714.1	XP_033341527.1
OG0006045	NP_001246932.1	XP_033333745.1
OG0006046	NP_001262252.1	XP_033332740.1
OG0006047	NP_524999.2	XP_033335035.1
OG0006048	NP_648607.3	XP_033333726.1
OG0006049	NP_001286188.1	XP_033333122.1
OG0006050	NP_726036.2	XP_033334107.1
OG0006051	NP_001285881.1	XP_033339505.1
OG0006052	NP_001261482.1	XP_033325893.1
OG0006053	NP_649471.3	XP_033341176.1
OG0006054	NP_001261750.1	XP_033322093.1
OG0006055	NP_648642.1	XP_033328452.1
OG0006056	NP_001137842.2	XP_033339195.1
OG0006057	NP_476573.1	XP_033340119.1
OG0006058	NP_001246712.1	XP_033338604.1
OG0006059	NP_001247193.1	XP_033342434.1
OG0006060	NP_001262018.1	XP_033326168.1
OG0006061	NP_651356.1	XP_033322941.1
OG0006062	NP_477378.1	XP_033327192.1
OG0006063	NP_569845.2	XP_033326529.1
OG0006064	NP_477281.1	XP_033341342.1
OG0006065	NP_001334737.1	XP_033333944.1
OG0006066	NP_651276.2	XP_033330740.1
OG0006067	NP_609378.1	XP_033334046.1
OG0006068	NP_524713.1	XP_033339078.1
OG0006069	NP_477497.1	XP_033341284.1
OG0006070	NP_001262263.1	XP_033326969.1
OG0006071	NP_001285391.1	XP_033326832.1
OG0006072	NP_001285492.1	XP_033336476.1
OG0006073	NP_611426.1	XP_033342026.1
OG0006074	NP_612053.1	XP_033328351.1
OG0006075	NP_610427.2	XP_033339230.1
OG0006076	NP_649580.1	XP_033334949.1
OG0006077	NP_608579.1	XP_033341306.1
OG0006078	NP_001284992.1	XP_033331193.1
OG0006079	NP_001259667.1	XP_033332622.1
OG0006080	NP_001261414.1	XP_033340600.1
OG0006081	NP_001262442.1	XP_033341367.1
OG0006082	NP_610418.1	XP_033338503.1
OG0006083	NP_001356961.1	XP_033330311.1
OG0006084	NP_001262557.1	XP_033332199.1
OG0006085	NP_648408.1	XP_033324115.1
OG0006086	NP_647985.1	XP_033328729.1
OG0006087	NP_608734.2	XP_033336913.1
OG0006088	NP_651237.1	XP_033324245.1
OG0006089	NP_523765.1	XP_033333125.1
OG0006090	NP_649083.2	XP_033342827.1
OG0006091	NP_001259101.1	XP_033337408.1
OG0006092	NP_647852.1	XP_033323878.1
OG0006093	NP_995833.1	XP_033330710.1
OG0006094	NP_523503.2	XP_033328921.1
OG0006095	NP_001261575.1	XP_033324080.1
OG0006096	NP_650582.1, NP_001259842.1	XP_033325320.1
OG0006097	NP_609899.1	XP_033340851.1
OG0006098	NP_608860.1	XP_033334278.1
OG0006099	NP_001284815.1	XP_033337561.1, XP_033339940.1
OG0006100	NP_651176.1	XP_033342451.1, XP_033342452.1
OG0006101	NP_001303349.1	XP_033322741.1
OG0006102	NP_650124.1	XP_033329837.1
OG0006103	NP_001286173.1	XP_033334303.1
OG0006104	NP_523502.1	XP_033328738.1
OG0006105	NP_001245926.1	XP_033334147.1
OG0006106	NP_477156.1	XP_033341074.1
OG0006107	NP_651750.1	XP_033329545.1
OG0006108	NP_001262702.1	XP_033325275.1
OG0006109	NP_001262062.1	XP_033334860.1
OG0006110	NP_610849.1	XP_033329399.1
OG0006111	NP_001104390.2	XP_033324724.1
OG0006112	NP_648320.1	XP_033340774.1
OG0006113	NP_649898.1	XP_033338936.1
OG0006114	NP_001260811.1, NP_001104407.2	XP_033331660.1
OG0006116	NP_647763.1	XP_033321160.1
OG0006118	NP_477286.2	XP_033336221.1
OG0006119	NP_650586.2	XP_033324025.1
OG0006120	NP_648202.1	XP_033335713.1
OG0006121	NP_001261137.1	XP_033337021.1
OG0006123	NP_523915.1	XP_033326087.1
OG0006124	NP_001259982.1	XP_033327983.1
OG0006125	NP_524120.1	XP_033330228.1
OG0006126	NP_001260299.1	XP_033335292.1
OG0006127	NP_523835.2	XP_033327785.1, XP_033327786.1
OG0006128	NP_726372.1	XP_033330267.1
OG0006130	NP_001163006.1	XP_033337343.1
OG0006131	NP_001027151.1	XP_033339731.1
OG0006134	NP_727526.2	XP_033321686.1
OG0006135	NP_001137821.1	XP_033326837.1
OG0006136	NP_001097030.1	XP_033328154.1
OG0006137	NP_572545.1	XP_033330283.1
OG0006138	NP_725252.1	XP_033325375.1
OG0006139	NP_733421.1	XP_033335201.1
OG0006140	NP_649304.1	XP_033337564.1
OG0006141	NP_572524.1	XP_033327726.1
OG0006142	NP_727103.1, NP_001286037.1	XP_033331365.1
OG0006143	NP_724277.2	XP_033339672.1
OG0006144	NP_524471.2	XP_033338499.1
OG0006145	NP_001097600.1	XP_033336609.1
OG0006147	NP_649470.2	XP_033340764.1
OG0006149	NP_001286791.1	XP_033333977.1
OG0006150	NP_001189184.1	XP_033332686.1
OG0006152	NP_730244.1	XP_033333517.1
OG0006153	NP_611646.1	XP_033321543.1
OG0006154	NP_524603.2	XP_033323715.1
OG0006155	NP_524691.1	XP_033327161.1
OG0006156	NP_001259853.1	XP_033340875.1
OG0006157	NP_001262724.1	XP_033328683.1
OG0006158	NP_477201.1	XP_033325170.1
OG0006159	NP_649435.2	XP_033329359.1
OG0006160	NP_651514.1	XP_033322304.1, XP_033322305.1
OG0006161	NP_476597.2	XP_033331315.1
OG0006162	NP_732563.2	XP_033333111.1
OG0006164	NP_608834.1	XP_033323306.1
OG0006165	NP_001260320.1	XP_033323312.1
OG0006166	NP_524887.2	XP_033338651.1
OG0006167	NP_611885.3	XP_033325106.1
OG0006168	NP_523876.2	XP_033328512.1
OG0006169	NP_610399.1	XP_033330357.1
OG0006170	NP_001285142.1	XP_033323997.1
OG0006171	NP_477222.1	XP_033321784.1
OG0006172	NP_001027215.1	XP_033326170.1, XP_033326160.1
OG0006173	NP_001262307.1	XP_033340236.1
OG0006174	NP_647745.1	XP_033341606.1
OG0006175	NP_001284899.1	XP_033342169.1
OG0006176	NP_001261682.1	XP_033339525.1
OG0006177	NP_001287536.1	XP_033341988.1
OG0006178	NP_001285196.1	XP_033325030.1
OG0006180	NP_001097279.2	XP_033336576.1
OG0006181	NP_001261385.1	XP_033339389.1
OG0006182	NP_511129.3	XP_033337820.1
OG0006183	NP_001261920.1	XP_033334019.1
OG0006184	NP_723116.1	XP_033327354.1
OG0006185	NP_001015119.2	XP_033337847.1, XP_033337846.1
OG0006186	NP_730508.1	XP_033340439.1
OG0006187	NP_727611.1	XP_033327029.1
OG0006188	NP_523389.3, NP_001285389.1	XP_033336143.1
OG0006189	NP_001097943.1	XP_033339395.1
OG0006191	NP_001163710.1	XP_033332095.1
OG0006193	NP_001287235.1	XP_033337754.1
OG0006194	NP_001285517.1	XP_033324939.1
OG0006195	NP_001247313.1	XP_033329262.1
OG0006196	NP_609579.1	XP_033336600.1
OG0006197	NP_651211.2	XP_033326385.1
OG0006199	NP_608931.1	XP_033335141.1
OG0006200	NP_650001.2	XP_033338332.1
OG0006201	NP_001036772.2	XP_033324851.1
OG0006202	NP_611178.1, NP_001259623.1	XP_033323124.1
OG0006203	NP_524098.2	XP_033339339.1
OG0006204	NP_477499.1	XP_033339105.1
OG0006205	NP_611419.1	XP_033341761.1
OG0006206	NP_733391.1	XP_033341341.1
OG0006207	NP_523959.2	XP_033330800.1, XP_033330799.1, XP_033330801.1
OG0006208	NP_731761.3	XP_033341608.1
OG0006209	NP_001245852.1	XP_033330168.1
OG0006210	NP_733077.3	XP_033326813.1
OG0006211	NP_001259340.1, NP_001262941.1	XP_033333791.1
OG0006212	NP_648758.1	XP_033342978.1
OG0006213	NP_001261417.1	XP_033335470.1
OG0006214	NP_001097658.1	XP_033329820.1
OG0006215	NP_477473.1	XP_033337662.1
OG0006216	NP_476596.1	XP_033340361.1, XP_033340362.1
OG0006217	NP_573245.1	XP_033342528.1
OG0006218	NP_727306.1	XP_033330497.1
OG0006219	NP_524464.1	XP_033323948.1
OG0006220	NP_001303424.1	XP_033340537.1
OG0006221	NP_001162664.2	XP_033339489.1
OG0006222	NP_476702.1	XP_033326264.1
OG0006223	NP_611600.1	XP_033321492.1
OG0006225	NP_649835.1	XP_033335138.1
OG0006226	NP_651580.3	XP_033336067.1
OG0006228	NP_649916.1	XP_033325699.1
OG0006229	NP_523443.1	XP_033341557.1
OG0006230	NP_648400.1	XP_033323860.1
OG0006231	NP_524929.1	XP_033341153.1
OG0006232	NP_650739.2	XP_033329481.1
OG0006233	NP_611215.1	XP_033323620.1, XP_033323619.1
OG0006234	NP_728264.1, NP_648139.1	XP_033343083.1
OG0006235	NP_001286524.1	XP_033332799.1
OG0006236	NP_610996.1	XP_033340680.1
OG0006237	NP_608950.3	XP_033324443.1, XP_033324403.1
OG0006238	NP_001285439.1	XP_033327720.1
OG0006240	NP_001263068.1	XP_033322620.1
OG0006241	NP_524116.2	XP_033339571.1
OG0006242	NP_001285458.1	XP_033332621.1
OG0006243	NP_723893.1	XP_033343052.1
OG0006244	NP_001245621.1	XP_033324578.1
OG0006245	NP_787990.1	XP_033335809.1
OG0006246	NP_001138209.1	XP_033341607.1
OG0006247	NP_569958.2	XP_033338235.1
OG0006248	NP_001262556.1	XP_033324888.1, XP_033324649.1
OG0006249	NP_001263082.1	XP_033328138.1
OG0006250	NP_647705.1	XP_033331718.1
OG0006251	NP_723730.2	XP_033340694.1
OG0006252	NP_001245944.1	XP_033330988.1
OG0006253	NP_648947.1, NP_647858.2	XP_033321143.1
OG0006254	NP_001286950.1	XP_033331190.1
OG0006255	NP_649130.2	XP_033336618.1
OG0006256	NP_001287243.1	XP_033335066.1
OG0006257	NP_649560.1	XP_033340182.1
OG0006258	NP_001014577.1	XP_033339207.1, XP_033339220.1
OG0006259	NP_476833.1	XP_033337814.1
OG0006260	NP_524330.2	XP_033329725.1
OG0006261	NP_648837.2	XP_033336510.1
OG0006262	NP_001287107.1	XP_033342001.1
OG0006263	NP_001246449.1	XP_033328428.1, XP_033328396.1
OG0006264	NP_001303458.1	XP_033333098.1
OG0006265	NP_001262396.1	XP_033331206.1, XP_033331205.1
OG0006266	NP_726016.1	XP_033332884.1
OG0006267	NP_611223.4	XP_033337463.1
OG0006268	NP_647979.1	XP_033326298.1
OG0006269	NP_649826.3	XP_033326331.1
OG0006270	NP_651665.2	XP_033341985.1
OG0006271	NP_001285268.1	XP_033334785.1
OG0006273	NP_732199.2	XP_033335458.1, XP_033335459.1
OG0006274	NP_001286160.1	XP_033332699.1
OG0006275	NP_728606.1, NP_726727.1	XP_033331590.1
OG0006276	NP_524040.2	XP_033333103.1
OG0006277	NP_651757.1	XP_033322432.1
OG0006278	NP_477226.2	XP_033322988.1
OG0006279	NP_001285719.1	XP_033334795.1
OG0006280	NP_608318.5	XP_033337734.1
OG0006282	NP_649414.1	XP_033323352.1
OG0006283	NP_524100.1	XP_033327191.1
OG0006284	NP_572441.1	XP_033321984.1
OG0006285	NP_001163022.1, NP_001260629.1	XP_033328930.1
OG0006286	NP_001262267.1	XP_033340679.1
OG0006287	NP_523969.1	XP_033335969.1
OG0006288	NP_572901.1	XP_033332127.1
OG0006289	NP_650822.1	XP_033336737.1
OG0006290	NP_525063.1	XP_033334537.1
OG0006291	NP_648556.3	XP_033334182.1
OG0006292	NP_001259502.1	XP_033339352.1
OG0006293	NP_001262699.1	XP_033322928.1
OG0006294	NP_649499.1	XP_033324442.1
OG0006295	NP_608738.1	XP_033334657.1
OG0006296	NP_609375.1	XP_033321643.1
OG0006297	NP_608779.1	XP_033330032.1
OG0006298	NP_001285902.1	XP_033324829.1
OG0006299	NP_001247105.1	XP_033326458.1
OG0006300	NP_572930.3	XP_033333488.1
OG0006301	NP_611332.1	XP_033340565.1
OG0006302	NP_572215.1	XP_033338924.1
OG0006303	NP_001262065.1	XP_033326418.1
OG0006304	NP_651005.1	XP_033336930.1
OG0006305	NP_523357.2	XP_033326254.1
OG0006306	NP_610167.3	XP_033341646.1
OG0006307	NP_001261793.1	XP_033327413.1
OG0006308	NP_477318.1	XP_033333968.1
OG0006309	NP_001286949.1	XP_033336865.1
OG0006310	NP_001260349.1	XP_033340637.1
OG0006311	NP_001261955.1	XP_033335761.1
OG0006312	NP_001246038.1	XP_033334383.1
OG0006313	NP_572308.3, NP_001287039.1	XP_033341411.1
OG0006314	NP_001286676.1	XP_033327840.1
OG0006315	NP_001097366.1	XP_033326096.1
OG0006316	NP_001285018.1, NP_611485.1	XP_033341829.1
OG0006317	NP_611265.1	XP_033330484.1
OG0006318	NP_001262587.1	XP_033338543.1
OG0006319	NP_001261559.1	XP_033329465.1
OG0006320	NP_001303467.1	XP_033332598.1
OG0006322	NP_648756.1	XP_033333011.1
OG0006323	NP_001303317.1	XP_033334754.1
OG0006324	NP_525123.2	XP_033324741.1
OG0006325	NP_608615.1	XP_033337635.1
OG0006326	NP_001356954.1	XP_033333569.1
OG0006327	NP_611270.1	XP_033325599.1
OG0006328	NP_724578.1	XP_033339299.1
OG0006329	NP_524303.2, NP_477371.1	XP_033342162.1
OG0006331	NP_648257.1	XP_033335681.1
OG0006332	NP_608996.1	XP_033335168.1
OG0006333	NP_477332.1	XP_033322232.1, XP_033322244.1
OG0006334	NP_523663.1	XP_033322582.1
OG0006335	NP_001263028.1	XP_033336944.1
OG0006337	NP_001163572.1, NP_648007.1	XP_033325589.1
OG0006343	NP_610953.1	XP_033337551.1
OG0006344	NP_001247302.1	XP_033325702.1
OG0006345	NP_651390.2	XP_033341935.1
OG0006346	NP_650662.1	XP_033327166.1
OG0006347	NP_612080.1	XP_033331875.1
OG0006348	NP_647884.1	XP_033331304.1, XP_033340603.1
OG0006349	NP_001259426.1	XP_033337502.1, XP_033337504.1
OG0006350	NP_651099.1	XP_033340026.1
OG0006351	NP_651220.3	XP_033324494.1
OG0006353	NP_001097319.1	XP_033337856.1
OG0006355	NP_001262542.1	XP_033327384.1
OG0006356	NP_651922.1	XP_033334067.1
OG0006357	NP_001259191.1	XP_033332736.1
OG0006358	NP_523374.2	XP_033325655.1
OG0006359	NP_001287135.1, NP_572757.2	XP_033337585.1
OG0006360	NP_611881.1	XP_033329234.1
OG0006361	NP_609441.1	XP_033336215.1
OG0006362	NP_610055.1	XP_033329149.1
OG0006363	NP_648043.1, NP_648045.2	XP_033340808.1
OG0006364	NP_001246952.1	XP_033321326.1
OG0006366	NP_001163243.1	XP_033330412.1
OG0006367	NP_608426.1	XP_033329983.1
OG0006368	NP_647932.1	XP_033336368.1
OG0006369	NP_001036574.1	XP_033329892.1
OG0006370	NP_611051.2	XP_033336462.1, XP_033336458.1
OG0006371	NP_001260450.1	XP_033326539.1
OG0006372	NP_001246894.1	XP_033330752.1
OG0006373	NP_001260269.1	XP_033330223.1
OG0006374	NP_648111.1	XP_033330625.1
OG0006375	NP_610929.2	XP_033342200.1
OG0006377	NP_001261387.1	XP_033328377.1
OG0006378	NP_524124.1	XP_033335356.1
OG0006379	NP_001097077.1	XP_033331435.1
OG0006380	NP_733372.1	XP_033332035.1
OG0006381	NP_001303418.1, NP_001137750.1	XP_033336589.1
OG0006382	NP_001261668.1	XP_033329852.1
OG0006383	NP_723346.2	XP_033341056.1
OG0006384	NP_572861.1	XP_033335152.1
OG0006385	NP_523814.1	XP_033321360.1
OG0006388	NP_611095.1	XP_033321600.1
OG0006389	NP_536736.2	XP_033330370.1, XP_033339559.1
OG0006390	NP_001285318.1	XP_033333627.1
OG0006391	NP_996333.4	XP_033321786.1
OG0006392	NP_001260321.1	XP_033332347.1, XP_033332339.1
OG0006393	NP_648421.1	XP_033330673.1
OG0006394	NP_611637.1	XP_033340197.1, XP_033340145.1
OG0006396	NP_001014557.3	XP_033325690.1
OG0006397	NP_001261867.1	XP_033325114.1
OG0006398	NP_648445.1	XP_033342199.1
OG0006399	NP_572350.2	XP_033323196.1
OG0006400	NP_001097320.1	XP_033329296.1
OG0006401	NP_001163598.1	XP_033329484.1
OG0006402	NP_650781.2	XP_033339843.1
OG0006403	NP_001097237.1	XP_033331650.1
OG0006404	NP_001303320.1	XP_033323576.1
OG0006405	NP_612047.1	XP_033331209.1
OG0006406	NP_652499.2	XP_033341865.1
OG0006407	NP_001014591.1, NP_649111.1	XP_033337594.1
OG0006408	NP_001260842.1	XP_033329321.1
OG0006409	NP_001262665.1	XP_033335175.1
OG0006410	NP_001260372.1	XP_033323427.1, XP_033323423.1
OG0006411	NP_001286801.1	XP_033334006.1
OG0006412	NP_001259406.1	XP_033329909.1
OG0006413	NP_608646.3	XP_033330315.1
OG0006414	NP_001286371.1	XP_033325672.1
OG0006415	NP_649200.2	XP_033337699.1
OG0006416	NP_609105.1	XP_033341114.1
OG0006417	NP_650573.1	XP_033325382.1
OG0006418	NP_001137711.1	XP_033330872.1
OG0006419	NP_650701.1	XP_033332826.1
OG0006420	NP_001303455.1	XP_033321077.1, XP_033321078.1
OG0006421	NP_609552.1	XP_033329867.1
OG0006422	NP_611963.5	XP_033321168.1
OG0006423	NP_001286661.1	XP_033341461.1
OG0006425	NP_511118.2	XP_033330136.1
OG0006426	NP_523783.1	XP_033326749.1, XP_033322089.1
OG0006427	NP_523662.1	XP_033338505.1
OG0006428	NP_001245616.1	XP_033331353.1
OG0006429	NP_524521.1	XP_033337536.1
OG0006430	NP_001262867.1	XP_033332895.1
OG0006431	NP_572872.1	XP_033333642.1
OG0006432	NP_476821.1	XP_033334117.1, XP_033334118.1
OG0006433	NP_651194.1	XP_033339231.1
OG0006434	NP_996032.1	XP_033331679.1, XP_033331680.1
OG0006435	NP_523932.2	XP_033324410.1
OG0006437	NP_612075.1	XP_033341668.1
OG0006439	NP_650742.2	XP_033338600.1
OG0006440	NP_732771.2	XP_033337271.1
OG0006441	NP_001163682.1	XP_033341542.1
OG0006442	NP_523829.2	XP_033343111.1
OG0006443	NP_650656.1	XP_033324149.1
OG0006444	NP_572656.1	XP_033340278.1, XP_033340279.1
OG0006445	NP_524106.3	XP_033321943.1
OG0006447	NP_524654.2	XP_033338607.1
OG0006448	NP_001284744.1	XP_033329099.1
OG0006449	NP_001263041.1	XP_033329487.1
OG0006450	NP_722679.1	XP_033321922.1
OG0006451	NP_001303431.1	XP_033323336.1
OG0006452	NP_608868.1	XP_033324071.1
OG0006453	NP_001036635.1	XP_033335064.1
OG0006454	NP_609947.1	XP_033327286.1
OG0006455	NP_001261249.1	XP_033342538.1
OG0006456	NP_001286247.1	XP_033334180.1
OG0006457	NP_652608.1	XP_033337864.1
OG0006458	NP_572712.1	XP_033337954.1
OG0006459	NP_001368976.1	XP_033324428.1
OG0006460	NP_476661.1	XP_033331279.1
OG0006463	NP_648712.1	XP_033323179.1
OG0006464	NP_731085.2	XP_033324350.1
OG0006465	NP_001189248.1	XP_033332532.1
OG0006466	NP_523430.1	XP_033331372.1
OG0006467	NP_727512.3	XP_033330538.1
OG0006469	NP_788381.1	XP_033334312.1
OG0006471	NP_724130.4	XP_033323185.1
OG0006472	NP_524177.1	XP_033337917.1
OG0006473	NP_610765.1	XP_033338380.1
OG0006474	NP_651669.1	XP_033332072.1
OG0006475	NP_001260616.1	XP_033328538.1
OG0006476	NP_610666.1	XP_033321824.1
OG0006477	NP_001260457.1, NP_573049.2	XP_033334855.1
OG0006478	NP_610897.1, NP_001163564.1	XP_033327419.1
OG0006480	NP_611573.1	XP_033338358.1
