Orthogroup	Drosophila_melanogaster	Apis_mellifera
OG0005521	NP_995827.2	XP_006564240.1
OG0005523	NP_609045.2	XP_006562603.1
OG0005524	NP_001286691.1	XP_395652.1
OG0005525	NP_001356972.1	XP_393135.2
OG0005526	NP_609218.1	XP_395391.3
OG0005527	NP_733041.2	XP_006567243.1
OG0005528	NP_524823.1	XP_396540.4
OG0005529	NP_001260619.1	XP_016769807.1
OG0005530	NP_001260667.1, NP_001261565.1	XP_624581.2
OG0005531	NP_729778.1	XP_026301325.1
OG0005532	NP_647662.1	XP_001123348.1
OG0005533	NP_001137651.1	XP_016766300.1
OG0005534	NP_608857.2	XP_016773294.1
OG0005535	NP_611232.1	XP_003249581.1
OG0005536	NP_611639.1	XP_395844.3
OG0005537	NP_788922.1	XP_016766797.2, XP_006559816.2
OG0005538	NP_001262943.1	XP_624228.1
OG0005539	NP_001245581.1	XP_016767625.1
OG0005540	NP_001261581.1	XP_392608.4
OG0005541	NP_995608.1	XP_001122512.3
OG0005542	NP_001262399.1	XP_016769134.1
OG0005543	NP_650946.3	XP_026296442.1
OG0005544	NP_732373.1	XP_392650.4
OG0005545	NP_649889.1	XP_624667.3
OG0005546	NP_001162777.1	XP_001120437.3
OG0005547	NP_573238.1	XP_001120877.2, XP_026297080.1
OG0005548	NP_001260212.1	XP_026295503.1
OG0005549	NP_610680.2	XP_006557492.2
OG0005550	NP_001162967.1	XP_006566703.1
OG0005551	NP_001286296.1	XP_623489.2
OG0005552	NP_650367.1	XP_006564230.1
OG0005553	NP_001262293.1	XP_026296376.1
OG0005554	NP_001303342.1	XP_026298537.1
OG0005555	NP_001096883.3	XP_394225.4
OG0005556	NP_730511.1	XP_001120658.2
OG0005557	NP_001356899.1	XP_006560833.2
OG0005558	NP_651659.2	XP_016772142.1
OG0005559	NP_001303449.2	XP_006559521.1
OG0005560	NP_001259891.2	XP_003249678.1
OG0005561	NP_001286847.1	XP_396986.3
OG0005562	NP_001262163.1	XP_397171.3
OG0005563	NP_611247.3	XP_006566479.2
OG0005564	NP_001246918.1	XP_001122696.1
OG0005565	NP_001286955.1	XP_006565138.1, NP_001011633.1
OG0005566	NP_610216.1	XP_006570727.2
OG0005567	NP_001262105.1	XP_026297421.1
OG0005568	NP_476641.1	XP_396525.2
OG0005569	NP_001188571.1	XP_006568031.1
OG0005570	NP_648559.1	XP_001121123.3
OG0005571	NP_611891.1	XP_006571158.1
OG0005572	NP_001027219.1	XP_006561774.1
OG0005573	NP_611256.1	XP_006570131.1
OG0005574	NP_611467.1	XP_026297927.1
OG0005575	NP_001285615.1	XP_016768600.1, XP_006559231.1
OG0005576	NP_001259085.1	XP_026298285.1
OG0005577	NP_611895.1	XP_026296469.1
OG0005578	NP_733184.2	XP_006558611.1, XP_006558610.1
OG0005579	NP_001263013.1	XP_016772179.2
OG0005580	NP_477347.1	XP_026299593.1
OG0005581	NP_730546.1	XP_026302177.1, XP_026302175.1
OG0005582	NP_001262963.1	XP_026301139.1
OG0005583	NP_650821.2	XP_001121690.3
OG0005584	NP_651226.1	XP_395533.2
OG0005585	NP_730934.1	XP_006559902.2
OG0005586	NP_001259317.1	XP_006568014.1
OG0005587	NP_001262167.1	XP_006564021.2
OG0005588	NP_609648.1	XP_006561386.2
OG0005589	NP_001286406.1	XP_026295309.1
OG0005590	NP_651976.1	XP_395937.6
OG0005591	NP_001246685.1	XP_026296717.1
OG0005593	NP_572810.1	XP_006561654.2
OG0005594	NP_524219.1	XP_006563447.1
OG0005595	NP_001189016.1	XP_016767277.1
OG0005596	NP_001246807.1	XP_016772711.1
OG0005597	NP_610705.1	XP_006564290.2
OG0005598	NP_611578.1	XP_003251042.1
OG0005599	NP_001356947.1	XP_006561516.1
OG0005600	NP_001245908.1	XP_003250774.1
OG0005601	NP_001259569.1	XP_026298851.1
OG0005602	NP_001245939.1	XP_026297581.1
OG0005603	NP_001285225.1	XP_016772529.2
OG0005604	NP_001286362.1	XP_026295888.1
OG0005605	NP_001137792.1	XP_006566549.1
OG0005606	NP_001246678.1	XP_006569504.2, XP_006569501.2
OG0005607	NP_001262897.1	XP_395357.3
OG0005608	NP_610575.1	XP_026296012.1
OG0005609	NP_648092.1	XP_001120390.3
OG0005610	NP_730591.2	XP_026297299.1
OG0005611	NP_524690.1	XP_395729.3
OG0005612	NP_648550.1	XP_006558683.2, XP_026301820.1
OG0005613	NP_730894.2	XP_396690.2
OG0005614	NP_001369000.1	XP_006567974.1
OG0005615	NP_001247343.2	XP_006563437.1
OG0005616	NP_477412.1	XP_006567771.1
OG0005617	NP_001163606.1	XP_623596.2
OG0005619	NP_001260638.1	XP_395802.1
OG0005621	NP_001163477.1	XP_026297343.1
OG0005623	NP_650402.1	XP_026297533.1
OG0005624	NP_729654.1	XP_001120067.1
OG0005625	NP_001260132.1	XP_006560678.1
OG0005626	NP_001138153.1	XP_006570211.1
OG0005627	NP_609037.1	XP_016770426.1
OG0005628	NP_477209.2	XP_026299176.1, XP_026299175.1
OG0005629	NP_650694.2	XP_026296621.1
OG0005630	NP_001247267.1	XP_016772317.2
OG0005631	NP_733291.1	XP_006570882.1
OG0005632	NP_647785.3	XP_026295651.1
OG0005633	NP_001247129.1	XP_392874.5
OG0005634	NP_650866.1, NP_524240.1	XP_624295.4
OG0005636	NP_649091.1	XP_001122192.2
OG0005637	NP_728308.1	XP_395387.5
OG0005638	NP_648286.1	XP_001120913.2
OG0005639	NP_001246491.1	XP_026300435.1
OG0005640	NP_001014529.1	XP_026294849.1
OG0005641	NP_511099.2	XP_006564924.1
OG0005642	NP_001259165.1	XP_026299390.1
OG0005643	NP_995914.1	XP_396456.4
OG0005644	NP_572499.2	XP_016767627.1
OG0005645	NP_572307.1	XP_016771708.1
OG0005646	NP_729748.3, NP_727348.2	XP_006558731.2
OG0005647	NP_648906.1	XP_026299720.1
OG0005649	NP_608729.1	XP_006563107.1, XP_006563108.1
OG0005650	NP_001163551.1	XP_006563748.1
OG0005651	NP_001260291.1	XP_026299778.1
OG0005652	NP_001259135.1	XP_395627.4
OG0005653	NP_001247284.1	XP_026295156.1
OG0005654	NP_001245484.1	XP_016770292.2
OG0005655	NP_001285868.1	XP_026298059.1
OG0005656	NP_611396.1	XP_006559790.2
OG0005658	NP_001188757.1	XP_006566436.2
OG0005659	NP_649124.1, NP_524061.1	XP_026301419.1
OG0005660	NP_524273.1	XP_016767611.2, XP_006567837.2
OG0005661	NP_001247391.1	XP_026295314.1
OG0005662	NP_001303314.1, NP_001303493.1	XP_006560440.2
OG0005663	NP_651673.1	XP_001122008.1
OG0005664	NP_649639.1	XP_001121942.2
OG0005665	NP_001246282.1	XP_006562808.1
OG0005666	NP_001262615.1	XP_026299159.1
OG0005667	NP_001188762.1	XP_623503.1
OG0005668	NP_001097140.1	XP_001120111.2
OG0005669	NP_649305.1	XP_394426.4
OG0005670	NP_001262563.1	NP_001011595.1, XP_006563384.1
OG0005671	NP_001285454.1	XP_001122084.3
OG0005672	NP_001260637.1	XP_624833.2
OG0005673	NP_001189159.1, NP_648686.3, NP_788705.1	XP_006566326.2
OG0005674	NP_650956.1	XP_395374.2
OG0005676	NP_001287520.1	XP_397468.4
OG0005677	NP_648048.1	XP_026295005.1
OG0005678	NP_524860.2	XP_394554.1
OG0005679	NP_733401.3	XP_006557404.1
OG0005682	NP_611875.1	XP_394944.4
OG0005683	NP_001261286.1	XP_016766650.1
OG0005684	NP_001261646.1	XP_006559151.1
OG0005685	NP_610342.1	XP_006565238.1
OG0005686	NP_001188782.2, NP_723592.1	XP_006566462.1
OG0005687	NP_730167.2	XP_026299623.1
OG0005688	NP_572962.1	XP_006571805.1
OG0005689	NP_001259238.1	XP_026297406.1
OG0005690	NP_001260903.1	XP_006564561.2
OG0005691	NP_608656.1	XP_026299573.1
OG0005692	NP_001036333.1	XP_026298452.1
OG0005693	NP_001036265.1	XP_006568397.1
OG0005695	NP_649985.1	XP_003251064.1
OG0005696	NP_001284887.1	XP_006566373.1
OG0005697	NP_001285914.1	XP_006562525.1
OG0005698	NP_001261685.1	XP_006569684.1
OG0005700	NP_001097775.2	XP_026296938.1
OG0005701	NP_001261017.1	XP_006561500.1
OG0005702	NP_001285682.1	XP_624853.3
OG0005704	NP_610636.1	XP_016767910.1
OG0005705	NP_001285176.1	XP_026299278.1
OG0005706	NP_611010.4	XP_016773313.1
OG0005707	NP_523919.1	XP_006563756.3
OG0005708	NP_001189281.1	XP_006563003.1
OG0005709	NP_608574.2	XP_394705.3
OG0005710	NP_001014513.1	XP_006571817.1
OG0005711	NP_476613.1	XP_006559411.2
OG0005712	NP_523927.2	NP_001073028.1
OG0005713	NP_536750.2	XP_393834.2
OG0005714	NP_610534.3	XP_003251267.3
OG0005715	NP_001285726.1	XP_016767122.2
OG0005716	NP_726441.1	XP_026301255.1, XP_016772289.2
OG0005717	NP_725856.1	XP_395396.2
OG0005718	NP_572530.1	XP_395543.4
OG0005719	NP_523815.2	XP_006569676.1
OG0005720	NP_001163836.1	XP_016770902.1
OG0005721	NP_524919.2	XP_001121844.2
OG0005722	NP_648245.2	XP_016770178.2
OG0005723	NP_001287408.1	XP_006560231.1, NP_001071277.1
OG0005724	NP_609217.1	XP_026298826.1
OG0005725	NP_001261921.1	XP_026300715.1
OG0005726	NP_001015498.5, NP_651541.2, NP_651540.1	XP_026297221.1
OG0005727	NP_001262178.1	XP_026294981.1
OG0005728	NP_001303484.1	XP_394982.4
OG0005729	NP_648452.1	XP_006557579.1
OG0005730	NP_572335.1	XP_001120173.1
OG0005731	NP_001137775.1	XP_016773557.2
OG0005732	NP_611498.1	XP_026301414.1
OG0005733	NP_650702.1	XP_392710.3
OG0005734	NP_001247135.1	XP_006557761.1
OG0005735	NP_001262686.1	XP_006560904.1
OG0005736	NP_523760.1	XP_392150.4
OG0005737	NP_001162796.1	XP_393481.2
OG0005738	NP_001303555.1	XP_006559439.1
OG0005740	NP_649255.1	XP_396051.1
OG0005741	NP_787969.1	XP_001122463.2
OG0005742	NP_001138013.2	XP_003251334.1
OG0005743	NP_001259366.1	XP_006557567.2
OG0005744	NP_610086.3	XP_006564044.2
OG0005745	NP_001262400.1	XP_026294963.1
OG0005746	NP_536735.2	XP_026296394.1
OG0005747	NP_001097990.2	XP_006564809.1
OG0005748	NP_001027049.1	XP_623327.1, XP_006563863.1
OG0005749	NP_001137629.2	XP_001121847.4
OG0005750	NP_648633.2	XP_001120450.1
OG0005751	NP_001285238.1	XP_001121079.2
OG0005752	NP_609486.2	XP_396550.2
OG0005753	YP_009047273.1	NP_008089.1, XP_026301416.1
OG0005754	NP_001286929.1	XP_392884.1
OG0005755	NP_647734.1	XP_026302124.1
OG0005756	NP_001369031.1, NP_651262.1	XP_006561821.2
OG0005757	NP_001259780.1	XP_392237.2
OG0005758	NP_731751.1	XP_001119928.2
OG0005759	NP_609109.3	XP_396944.4
OG0005760	NP_001097638.1	XP_393291.2
OG0005761	NP_001188957.1	XP_001121760.2
OG0005762	NP_001262565.1	XP_624354.1
OG0005763	NP_572520.1	XP_026299183.1
OG0005764	NP_001285735.1	XP_395282.2
OG0005765	NP_001027448.1	XP_625151.1
OG0005766	NP_001015389.1	XP_623244.1
OG0005767	NP_001285298.1	XP_624469.3
OG0005768	NP_609901.5	XP_003251320.1
OG0005769	NP_610111.3	XP_623287.2
OG0005770	NP_001036571.2	XP_625222.4
OG0005771	NP_608336.1, NP_608333.1	XP_006570980.1
OG0005772	NP_725169.3	XP_624837.1
OG0005773	NP_609898.1	XP_001121734.3
OG0005774	NP_001259694.1	XP_006558674.1
OG0005775	NP_001033973.1	XP_003249317.1
OG0005776	NP_001260711.1	XP_016772738.1, XP_001123124.3
OG0005778	NP_524493.1	XP_624213.3
OG0005779	NP_001261778.1	XP_006559002.1
OG0005780	NP_610019.2	XP_006565156.2
OG0005781	NP_001285907.1	XP_625101.1
OG0005782	NP_733083.1, NP_001303579.2, NP_523572.1, NP_573012.1	XP_392925.3
OG0005784	NP_001262950.1	XP_396788.3, XP_006564431.1
OG0005785	NP_611304.1	XP_006563105.1
OG0005786	NP_476817.1	XP_026298964.1, XP_396093.4
OG0005787	NP_001261474.1	XP_394662.6
OG0005788	NP_001245912.1	XP_006566427.1
OG0005789	NP_732202.2	XP_395147.4
OG0005790	NP_001284849.1	XP_026301788.1
OG0005791	NP_573090.3	XP_026298420.1, NP_001071290.1
OG0005792	NP_001259610.1, NP_573125.1	XP_026298500.1
OG0005793	NP_648162.2	XP_624625.1
OG0005794	NP_648462.1	XP_006566979.1
OG0005795	NP_001163165.1	XP_006565909.1
OG0005798	NP_649926.2	XP_396235.5
OG0005799	NP_652664.2, NP_723704.1	XP_006566600.1, XP_006566601.1
OG0005800	NP_608989.1	XP_395619.4
OG0005801	NP_651710.1	XP_393044.4
OG0005803	NP_001245809.1	XP_026299300.1, XP_001122994.2
OG0005804	NP_001356888.1	XP_624094.3
OG0005805	NP_649945.1	XP_006559590.1, XP_006559589.1
OG0005806	NP_001097270.1	XP_026301441.1
OG0005807	NP_572720.2	XP_026301527.1
OG0005808	NP_001259494.1	XP_026298987.1, XP_001120897.2, XP_624521.1
OG0005809	NP_001262185.1	XP_623585.4
OG0005810	NP_732443.4	XP_026295549.1
OG0005812	NP_001162674.1	XP_026295991.1, XP_026295992.1
OG0005813	NP_001246760.1	XP_393830.3
OG0005814	NP_610724.1	XP_392612.3
OG0005815	NP_650697.1	XP_026299776.1
OG0005817	NP_001027078.1	XP_016772611.1
OG0005818	NP_001286910.1	XP_026298350.1, XP_026298351.1, XP_026298352.1
OG0005832	NP_001303422.1	XP_026297973.1
OG0005845	NP_477223.2	XP_026299251.1
OG0005846	NP_611604.1	XP_003251758.1
OG0005847	NP_001287401.1	XP_006565801.1
OG0005849	NP_524358.2	XP_392760.2
OG0005850	NP_477034.1	XP_006569061.1
OG0005851	NP_524819.1	XP_006572254.1, XP_006572255.1
OG0005852	NP_611136.1	XP_624038.2
OG0005853	NP_524002.1	XP_006561975.1
OG0005855	NP_476964.1	XP_625104.2
OG0005856	NP_476969.1	XP_624852.1
OG0005857	NP_001285895.1	XP_001119826.1
OG0005858	NP_001260537.1	XP_001122510.2
OG0005859	NP_722745.1	XP_396131.3
OG0005860	NP_001259561.1, NP_611757.1	XP_624871.1
OG0005861	NP_609095.1	XP_006561777.1
OG0005862	NP_609504.2	XP_016770082.2
OG0005863	NP_001287144.1	XP_026301298.1
OG0005864	NP_001259878.1	XP_006559666.1, XP_006559667.1
OG0005866	NP_523707.1	XP_393315.2
OG0005867	NP_001287067.1	XP_006558699.1
OG0005868	NP_001285131.1	XP_001122477.1, XP_006570356.1
OG0005869	NP_001285072.1	XP_026299124.1
OG0005870	NP_001261214.1	XP_001122052.1
OG0005871	NP_648058.1	XP_006572339.1
OG0005872	NP_001285737.1	XP_394987.4
OG0005873	NP_001261849.1	XP_625159.2
OG0005874	NP_723568.1, NP_573347.1	XP_623750.2
OG0005875	NP_001263094.1, NP_001097975.1	XP_006570876.1
OG0005876	NP_610986.1	XP_006557805.2
OG0005877	NP_724594.1	XP_624508.1
OG0005878	NP_001285869.1	XP_006561897.1
OG0005879	NP_573196.1	XP_391859.1
OG0005880	NP_649783.2	XP_623599.1
OG0005881	NP_001286781.1	XP_001120404.1
OG0005882	NP_001247279.1	XP_001122788.1
OG0005883	NP_731252.1	XP_623794.1
OG0005884	NP_524185.1	XP_395827.2
OG0005885	NP_001287612.1	XP_003251572.1
OG0005886	NP_650338.1	XP_006558913.1
OG0005887	NP_648312.3	XP_396163.2
OG0005888	NP_651884.1	XP_624594.1
OG0005889	NP_648514.1	XP_006563278.1
OG0005890	NP_001246806.1	XP_006557857.1
OG0005891	NP_001262845.1	XP_397174.4
OG0005892	NP_001286614.1	XP_006557708.2
OG0005893	NP_649969.1	XP_623624.3
OG0005894	NP_001285148.1	XP_001122344.1
OG0005895	NP_001259997.1	XP_026296227.1
OG0005896	NP_001014522.2	XP_006568093.2
OG0005897	NP_650975.1	XP_006561717.1
OG0005898	NP_001246833.1	XP_623530.1
OG0005899	NP_647772.1	XP_624358.1
OG0005900	NP_610238.2	XP_001120820.2
OG0005901	NP_001259579.1	XP_624993.1
OG0005902	NP_651066.2	XP_006564333.1
OG0005903	NP_524837.2, NP_001163078.1	XP_026296343.1, XP_026296337.1
OG0005904	NP_524467.1	XP_623063.1
OG0005905	NP_649527.1	XP_624232.2
OG0005906	NP_523598.2	XP_397367.1
OG0005907	NP_610454.2	XP_395245.2
OG0005908	NP_609247.1	XP_624818.1
OG0005909	NP_001284944.1	XP_393034.1
OG0005910	NP_650619.1	XP_026297185.1
OG0005911	NP_651323.3	XP_392556.3
OG0005912	NP_648848.1	XP_623981.1
OG0005913	NP_001246916.1	XP_003249705.1
OG0005914	NP_611983.2, NP_001246514.1	XP_006558537.1
OG0005916	NP_610057.1	XP_623807.3
OG0005917	NP_001284862.1	XP_006562000.1
OG0005918	NP_001259714.1	XP_397463.2
OG0005919	NP_649293.1	XP_001119891.2
OG0005920	NP_725114.1	XP_006562215.1
OG0005921	NP_788762.1	XP_003249300.1
OG0005922	NP_573385.1	XP_001123307.2
OG0005923	NP_001286315.1	XP_624607.1
OG0005924	NP_648242.1	XP_001122987.4
OG0005925	NP_523397.1	XP_395210.2
OG0005926	NP_648167.1	XP_624715.1
OG0005927	NP_611224.1	XP_623809.3
OG0005928	NP_001303457.1	XP_006563526.1
OG0005929	NP_611731.1	XP_624749.4
OG0005930	NP_733074.1	XP_395482.4
OG0005931	NP_001285026.1	XP_623781.3
OG0005932	NP_524321.1	XP_006560893.1, NP_001011641.1
OG0005933	NP_611078.1	XP_392162.2
OG0005934	NP_610067.1, NP_001286113.1	XP_003250814.1
OG0005935	NP_001262997.1	XP_006562632.1
OG0005936	NP_524113.1	XP_624480.4
OG0005937	NP_651001.2	XP_001121481.1
OG0005938	NP_649057.1	XP_006572353.1
OG0005939	NP_001246062.1	XP_001121654.1
OG0005940	NP_611072.2	XP_001120146.1
OG0005941	NP_001137933.1	XP_006562154.1
OG0005942	NP_001245490.1	XP_006560497.1
OG0005943	NP_001137646.1	XP_006570900.3
OG0005944	NP_651335.2	XP_395323.2
OG0005945	NP_609836.1	XP_624001.1
OG0005946	NP_001260048.1	XP_624123.1
OG0005947	NP_001303388.1	XP_395810.4
OG0005948	NP_524022.1	XP_006561048.2
OG0005949	NP_572572.1	XP_393223.1
OG0005951	NP_001285220.1	XP_395945.2
OG0005952	NP_523420.1	XP_026295982.1
OG0005953	NP_001287207.1	XP_006563128.1
OG0005954	NP_001303571.1	XP_001120551.1
OG0005955	NP_649357.1, NP_996139.1	XP_006565929.1
OG0005956	NP_648910.1	XP_006557610.1
OG0005957	NP_476792.1	NP_001091693.1
OG0005958	NP_001262085.1	XP_006565977.1
OG0005959	NP_001262270.1	XP_396220.3
OG0005960	NP_001284975.1	XP_623546.1
OG0005961	NP_648769.2	XP_623906.1
OG0005962	NP_648064.1	XP_016768816.2
OG0005963	NP_001286260.1	XP_397589.3
OG0005964	NP_001036321.2	XP_393353.2
OG0005965	NP_001097110.1	XP_006563774.1
OG0005966	NP_609246.1	XP_394004.2
OG0005967	NP_001163390.1	XP_006565726.1
OG0005968	NP_610314.1	XP_624432.1
OG0005969	NP_569916.1	XP_026300996.1
OG0005970	NP_647889.2	XP_397185.2
OG0005971	NP_001260465.1	XP_003251902.3, XP_016772925.2
OG0005972	NP_651458.1	XP_006571255.1
OG0005973	NP_001015354.3	XP_392824.2
OG0005974	NP_724484.1	XP_001120956.3
OG0005975	NP_611243.1	XP_397201.2
OG0005976	NP_001260688.1	XP_006571931.2
OG0005977	NP_610662.1	XP_625121.3
OG0005978	NP_610313.1	XP_006561185.1
OG0005979	NP_001262295.1	XP_006567441.1
OG0005980	NP_608902.1	XP_624764.3
OG0005981	NP_001260218.1	XP_392962.1
OG0005982	NP_730354.2	XP_003251225.1
OG0005983	NP_524742.1	XP_393417.3
OG0005984	NP_651556.2	XP_006559330.1
OG0005985	NP_523606.1	XP_006562866.2
OG0005986	NP_648582.1	XP_394467.1
OG0005987	NP_001097261.1	XP_392626.3
OG0005988	NP_001285378.1	XP_393287.2
OG0005989	NP_477225.1	XP_396350.2
OG0005990	NP_609202.1	XP_026302224.1
OG0005991	NP_650767.1	XP_001120253.1
OG0005992	NP_001163480.1	XP_006565422.1
OG0005993	NP_001285455.1	XP_397061.1
OG0005994	NP_001027191.1	XP_624806.3
OG0005995	NP_648603.1	XP_624713.1
OG0005996	NP_573314.1	XP_026298037.1
OG0005998	NP_001260437.1	XP_003249381.1
OG0005999	NP_511074.1	XP_397030.3
OG0006000	NP_524606.1	XP_396842.4
OG0006001	NP_524867.2	XP_006570843.1
OG0006002	NP_652605.1	XP_392172.1
OG0006003	NP_647633.1	XP_006559627.1
OG0006004	NP_651715.1	XP_006567972.1
OG0006005	NP_649295.1, NP_649294.1	XP_393191.2
OG0006007	NP_524288.3	XP_026295861.1
OG0006008	NP_730996.2	XP_623754.1
OG0006009	NP_572329.3	XP_396165.2
OG0006010	NP_001262302.1	XP_026296778.1
OG0006011	NP_001014475.1	XP_006569920.1
OG0006012	NP_001285314.1	XP_394287.5, XP_026294639.1
OG0006013	NP_001015241.3	XP_393870.2
OG0006014	NP_001162944.1	XP_001121422.2
OG0006015	NP_523588.2	XP_395332.2
OG0006016	NP_649710.1	XP_006563442.2
OG0006017	NP_996434.2	XP_006568670.1
OG0006018	NP_001334699.1, NP_001263046.1	XP_026298286.1
OG0006019	NP_001262932.1	XP_624559.3
OG0006020	NP_649703.1	XP_623827.3
OG0006021	NP_001261597.1	XP_393162.3
OG0006022	NP_001027262.1	XP_003250450.1
OG0006023	NP_650257.1	XP_006567927.1
OG0006024	NP_788346.1, NP_725314.1	XP_006564938.1
OG0006025	NP_001262138.1	XP_016770050.2, NP_001314893.1
OG0006026	NP_650705.1	XP_624815.2
OG0006027	NP_523743.1	XP_001121092.2
OG0006028	NP_001286439.1, NP_001036532.1	XP_006564419.1
OG0006029	NP_001286155.1	XP_395348.2, XP_016769004.1
OG0006030	NP_725048.1	XP_392262.4
OG0006031	NP_476999.1	XP_026297236.1
OG0006032	NP_001036415.2	XP_016771652.1
OG0006033	NP_001097456.2	NP_001191680.1
OG0006034	NP_572162.2	XP_026297510.1
OG0006036	NP_650428.1	XP_006569495.1
OG0006037	NP_524043.1	XP_026300079.1
OG0006038	NP_477133.1	XP_026297040.1
OG0006039	NP_610675.1	XP_006567241.2
OG0006040	NP_001286717.1	XP_001121513.2
OG0006041	NP_001027443.1	XP_006558963.1
OG0006042	NP_001262058.1	XP_006571964.2
OG0006043	NP_001260714.1	XP_003251725.1
OG0006045	NP_001246932.1	XP_392515.2
OG0006046	NP_001262252.1	XP_026297409.1
OG0006047	NP_524999.2	XP_393796.4
OG0006048	NP_648607.3	XP_006567474.1
OG0006049	NP_001286188.1	XP_016769238.1
OG0006050	NP_726036.2	XP_396155.4
OG0006051	NP_001285881.1	XP_026299089.1
OG0006052	NP_001261482.1	XP_396646.1
OG0006053	NP_649471.3	XP_026297563.1
OG0006054	NP_001261750.1	XP_016766900.1
OG0006055	NP_648642.1	XP_624088.2
OG0006056	NP_001137842.2	XP_006564112.2
OG0006057	NP_476573.1	XP_395724.2
OG0006058	NP_001246712.1	XP_026296419.1
OG0006059	NP_001247193.1	XP_006566475.1
OG0006060	NP_001262018.1	XP_006571628.1
OG0006061	NP_651356.1	XP_001120484.2
OG0006062	NP_477378.1	XP_624164.1
OG0006063	NP_569845.2	XP_393234.2
OG0006064	NP_477281.1	XP_624475.1
OG0006065	NP_001334737.1	XP_006559651.1
OG0006066	NP_651276.2	XP_001121363.2
OG0006067	NP_609378.1	XP_394739.4
OG0006068	NP_524713.1	XP_016771422.1
OG0006069	NP_477497.1	XP_026296653.1
OG0006070	NP_001262263.1	XP_624998.3
OG0006071	NP_001285391.1	XP_006559031.1
OG0006072	NP_001285492.1	XP_006563093.1
OG0006073	NP_611426.1	XP_026294878.1
OG0006074	NP_612053.1	XP_006565092.1
OG0006075	NP_610427.2	XP_001120377.2
OG0006076	NP_649580.1	XP_026299444.1
OG0006077	NP_608579.1	XP_006570672.1
OG0006078	NP_001284992.1	XP_395962.2
OG0006079	NP_001259667.1	XP_003249538.1
OG0006080	NP_001261414.1	XP_016769070.2
OG0006081	NP_001262442.1	XP_016773377.1, NP_001314891.1
OG0006082	NP_610418.1	XP_623832.1
OG0006083	NP_001356961.1	XP_623213.1
OG0006084	NP_001262557.1	XP_016768670.1
OG0006085	NP_648408.1	XP_026296546.1
OG0006086	NP_647985.1	XP_026297500.1
OG0006087	NP_608734.2	XP_001121010.1
OG0006088	NP_651237.1	XP_016767283.1
OG0006089	NP_523765.1	XP_006559671.1
OG0006090	NP_649083.2	XP_006570432.1
OG0006091	NP_001259101.1	XP_001122159.1
OG0006092	NP_647852.1	XP_026298147.1
OG0006093	NP_995833.1	XP_624382.3
OG0006094	NP_523503.2	XP_006571303.2
OG0006095	NP_001261575.1	XP_624576.1
OG0006096	NP_650582.1, NP_001259842.1	XP_393374.3
OG0006097	NP_609899.1	XP_001119962.3
OG0006098	NP_608860.1	XP_026294719.1
OG0006099	NP_001284815.1	XP_026297865.1
OG0006100	NP_651176.1	XP_026299743.1, XP_026299744.1
OG0006101	NP_001303349.1	XP_006559118.2
OG0006102	NP_650124.1	XP_026295442.1
OG0006103	NP_001286173.1	XP_006564118.1
OG0006104	NP_523502.1	XP_026300091.1
OG0006105	NP_001245926.1	XP_395496.2
OG0006106	NP_477156.1	XP_026299235.1
OG0006107	NP_651750.1	XP_394713.3
OG0006108	NP_001262702.1	XP_006571541.1
OG0006109	NP_001262062.1	XP_006566457.1
OG0006110	NP_610849.1	XP_016768739.2
OG0006111	NP_001104390.2	XP_026301242.1
OG0006112	NP_648320.1	XP_393776.5
OG0006113	NP_649898.1	XP_623549.2, XP_006561427.1
OG0006114	NP_001260811.1, NP_001104407.2	XP_001122063.2
OG0006116	NP_647763.1	XP_392521.3
OG0006117	NP_572505.1	XP_026294969.1
OG0006118	NP_477286.2	XP_026300762.1
OG0006119	NP_650586.2	XP_393961.3
OG0006120	NP_648202.1	XP_393604.4
OG0006121	NP_001261137.1	XP_026296222.1
OG0006123	NP_523915.1	XP_623937.2
OG0006124	NP_001259982.1	XP_396462.2
OG0006125	NP_524120.1	XP_392951.3
OG0006126	NP_001260299.1	XP_624161.1
OG0006127	NP_523835.2	XP_006563276.1
OG0006128	NP_726372.1	XP_003249325.1
OG0006129	NP_572797.3	XP_026297957.1, XP_006564610.2
OG0006130	NP_001163006.1	XP_394908.4
OG0006131	NP_001027151.1	XP_006557964.1
OG0006134	NP_727526.2	XP_006563988.3
OG0006135	NP_001137821.1	XP_026296149.1
OG0006136	NP_001097030.1	XP_026295223.1
OG0006137	NP_572545.1	XP_006568615.2
OG0006138	NP_725252.1	XP_006564519.2
OG0006139	NP_733421.1	XP_006560615.1
OG0006140	NP_649304.1	XP_624169.3
OG0006141	NP_572524.1	XP_393300.2
OG0006142	NP_727103.1, NP_001286037.1	XP_003250974.1
OG0006143	NP_724277.2	XP_026296223.1
OG0006144	NP_524471.2	XP_026301491.1
OG0006145	NP_001097600.1	XP_001123195.2
OG0006147	NP_649470.2	XP_397439.4
OG0006149	NP_001286791.1	XP_006559738.2
OG0006150	NP_001189184.1	XP_006568341.1
OG0006152	NP_730244.1	XP_624710.1
OG0006153	NP_611646.1	XP_006558836.3
OG0006154	NP_524603.2	NP_001011632.1, XP_006568297.1
OG0006155	NP_524691.1	XP_026296196.1
OG0006156	NP_001259853.1	XP_026298919.1
OG0006157	NP_001262724.1	XP_392774.4
OG0006158	NP_477201.1	XP_001120045.3
OG0006159	NP_649435.2	XP_006557736.1
