Orthogroup	Drosophila_melanogaster	Acyrthosiphon_pisum
OG0005605	NP_001137792.1	XP_008186225.2
OG0005606	NP_001246678.1	XP_008186291.1
OG0005607	NP_001262897.1	XP_008186386.1
OG0005608	NP_610575.1	XP_008186493.1
OG0005609	NP_648092.1	XP_008186642.1
OG0005610	NP_730591.2	XP_008186644.1, XP_008186643.1
OG0005611	NP_524690.1	XP_008186703.1, XP_029341521.1
OG0005612	NP_648550.1	XP_008186833.1
OG0005613	NP_730894.2	XP_008186955.1
OG0005614	NP_001369000.1	XP_008187097.1
OG0005615	NP_001247343.2	XP_008187136.1
OG0005616	NP_477412.1	XP_008187145.2
OG0005617	NP_001163606.1	XP_008187320.1
OG0005619	NP_001260638.1	XP_029343854.1, XP_008187426.1, XP_008187425.1
OG0005620	NP_001261502.1	XP_008187582.1, XP_008187583.1, XP_008187585.1, XP_029343872.1
OG0005621	NP_001163477.1	XP_008187674.1
OG0005623	NP_650402.1	XP_008187718.1
OG0005624	NP_729654.1	XP_008187905.1, XP_008187906.1
OG0005625	NP_001260132.1	XP_008187988.1
OG0005626	NP_001138153.1	XP_008188021.1
OG0005627	NP_609037.1	XP_029345503.1, XP_008188027.1
OG0005628	NP_477209.2	XP_008188055.1
OG0005629	NP_650694.2	XP_008188112.1
OG0005630	NP_001247267.1	XP_008188547.1
OG0005631	NP_733291.1	XP_008189814.1
OG0005632	NP_647785.3	XP_008189826.1
OG0005633	NP_001247129.1	XP_008189867.1
OG0005634	NP_650866.1, NP_524240.1	XP_008190158.1
OG0005636	NP_649091.1	XP_016656277.1
OG0005637	NP_728308.1	XP_029341327.1, XP_016656661.1, XP_029341633.1
OG0005638	NP_648286.1	XP_016656780.1, XP_016664451.1
OG0005639	NP_001246491.1	XP_016656810.1
OG0005640	NP_001014529.1	XP_016656908.1
OG0005641	NP_511099.2	XP_016657015.1
OG0005642	NP_001259165.1	XP_016657048.1
OG0005643	NP_995914.1	XP_016657185.1, XP_016657186.1
OG0005644	NP_572499.2	XP_016657374.1
OG0005645	NP_572307.1	XP_016657643.1
OG0005646	NP_729748.3, NP_727348.2	XP_016657940.1, XP_029345915.1
OG0005647	NP_648906.1	XP_016658194.1
OG0005649	NP_608729.1	XP_016658283.1
OG0005650	NP_001163551.1	XP_016658524.1
OG0005651	NP_001260291.1	XP_016658785.1
OG0005652	NP_001259135.1	XP_016659039.1
OG0005653	NP_001247284.1	XP_016659226.1
OG0005654	NP_001245484.1	XP_016659371.1
OG0005655	NP_001285868.1	XP_016659429.1, XP_016659427.1, XP_016659428.1
OG0005656	NP_611396.1	XP_016659623.1
OG0005657	NP_649831.1	XP_016659800.1
OG0005658	NP_001188757.1	XP_016659877.1
OG0005659	NP_649124.1, NP_524061.1	XP_016659948.1
OG0005660	NP_524273.1	XP_016660013.1
OG0005661	NP_001247391.1	XP_016660153.1
OG0005662	NP_001303314.1, NP_001303493.1	XP_016660213.2
OG0005663	NP_651673.1	XP_016660448.1
OG0005664	NP_649639.1	XP_016660460.1
OG0005665	NP_001246282.1	XP_016660662.1
OG0005666	NP_001262615.1	XP_016660691.1
OG0005667	NP_001188762.1	XP_016660693.1
OG0005668	NP_001097140.1	XP_016661060.1
OG0005669	NP_649305.1	XP_016661761.1
OG0005670	NP_001262563.1	XP_016661804.1
OG0005671	NP_001285454.1	XP_016661934.1, XP_029343444.1
OG0005672	NP_001260637.1	XP_016661951.1
OG0005673	NP_001189159.1, NP_648686.3, NP_788705.1	XP_016662088.1
OG0005674	NP_650956.1	XP_016662190.1
OG0005676	NP_001287520.1	XP_016662328.1
OG0005677	NP_648048.1	XP_016662372.1
OG0005678	NP_524860.2	XP_016662668.1
OG0005679	NP_733401.3	XP_016662713.1
OG0005682	NP_611875.1	XP_016663628.1
OG0005683	NP_001261286.1	XP_016663880.1
OG0005684	NP_001261646.1	XP_016664871.1
OG0005685	NP_610342.1	XP_029341024.1, XP_029341257.1
OG0005686	NP_001188782.2, NP_723592.1	XP_029341642.1
OG0005687	NP_730167.2	XP_029342024.1, XP_029342543.1
OG0005688	NP_572962.1	XP_029342068.1
OG0005689	NP_001259238.1	XP_029342094.1
OG0005690	NP_001260903.1	XP_029342119.1
OG0005691	NP_608656.1	XP_029342169.1
OG0005692	NP_001036333.1	XP_029342223.1
OG0005693	NP_001036265.1	XP_029342249.1
OG0005694	NP_001260287.1	XP_029344664.1
OG0005695	NP_649985.1	XP_029342306.1, XP_029342848.1
OG0005696	NP_001284887.1	XP_029348546.1, XP_029342418.1
OG0005697	NP_001285914.1	XP_029342426.1
OG0005698	NP_001261685.1	XP_029342437.1
OG0005700	NP_001097775.2	XP_029342733.1
OG0005701	NP_001261017.1	XP_029342754.1
OG0005702	NP_001285682.1	XP_029342779.1
OG0005704	NP_610636.1	XP_029343020.1
OG0005705	NP_001285176.1	XP_029343102.1
OG0005706	NP_611010.4	XP_029343182.1
OG0005707	NP_523919.1	XP_029343231.1
OG0005708	NP_001189281.1	XP_029343239.1
OG0005709	NP_608574.2	XP_029343593.1
OG0005710	NP_001014513.1	XP_029343735.1
OG0005711	NP_476613.1	XP_029343811.1
OG0005712	NP_523927.2	XP_029343813.1
OG0005713	NP_536750.2	XP_029343842.1
OG0005714	NP_610534.3	XP_029343883.1
OG0005715	NP_001285726.1	XP_029343886.1
OG0005716	NP_726441.1	XP_029343989.1
OG0005717	NP_725856.1	XP_029344047.1
OG0005718	NP_572530.1	XP_029344220.1
OG0005719	NP_523815.2	XP_029344289.1
OG0005720	NP_001163836.1	XP_029344319.1
OG0005721	NP_723933.1	XP_029344397.1
OG0005721	NP_524919.2	XP_029345368.1
OG0005722	NP_648245.2	XP_029344434.1
OG0005723	NP_001287408.1	XP_029344547.1
OG0005724	NP_609217.1	XP_029345044.1
OG0005725	NP_001261921.1	XP_029345132.1
OG0005726	NP_001015498.5, NP_651541.2, NP_651540.1	XP_029345225.1
OG0005727	NP_001262178.1	XP_029345235.1, XP_029346269.1
OG0005728	NP_001303484.1	XP_029345238.1
OG0005729	NP_648452.1	XP_029345419.1
OG0005730	NP_572335.1	XP_029345423.1
OG0005731	NP_001137775.1	XP_029345557.1
OG0005732	NP_611498.1	XP_029345808.1
OG0005733	NP_650702.1	XP_029345964.1
OG0005734	NP_001247135.1	XP_029346241.1, XP_029346242.1
OG0005735	NP_001262686.1	XP_029346255.1
OG0005736	NP_523760.1	XP_029346546.1
OG0005737	NP_001162796.1	XP_029346578.1
OG0005738	NP_001303555.1	XP_029346648.1
OG0005740	NP_649255.1	XP_029346759.1
OG0005741	NP_787969.1	XP_029346847.1
OG0005742	NP_001138013.2	XP_029346984.1
OG0005743	NP_001259366.1	XP_029347220.1, XP_029346986.1, XP_029347057.1
OG0005744	NP_610086.3	XP_029347014.1, XP_029347013.1
OG0005745	NP_001262400.1	XP_029347024.1
OG0005746	NP_536735.2	XP_029347026.1
OG0005747	NP_001097990.2	XP_029347049.1
OG0005748	NP_001027049.1	XP_029347147.1
OG0005749	NP_001137629.2	XP_029347158.1
OG0005750	NP_648633.2	XP_029347333.1
OG0005751	NP_001285238.1	XP_029348573.1
OG0005752	NP_609486.2	XP_029348674.1
OG0005753	YP_009047273.1	YP_002323937.1
OG0005845	NP_477223.2	NP_001119611.2, XP_029344722.1
OG0005846	NP_611604.1	NP_001119623.2
OG0005847	NP_001287401.1	NP_001119624.1
OG0005848	NP_524357.2	XP_016656103.1, XP_001948248.1, NP_001119634.2
OG0005849	NP_524358.2	XP_029341861.1, NP_001119636.1
OG0005850	NP_477034.1	NP_001119642.1
OG0005851	NP_524819.1	NP_001119643.1
OG0005852	NP_611136.1	NP_001119679.1, NP_001129592.1
OG0005853	NP_524002.1	NP_001119681.1
OG0005854	NP_001262578.1	NP_001119686.1
OG0005855	NP_476964.1	NP_001119689.1
OG0005856	NP_476969.1	NP_001119690.1
OG0005857	NP_001285895.1	NP_001119698.1
OG0005858	NP_001260537.1	NP_001119699.1
OG0005859	NP_722745.1	XP_008181451.1, NP_001128403.1
OG0005860	NP_001259561.1, NP_611757.1	NP_001129424.1
OG0005861	NP_609095.1	NP_001135965.1
OG0005862	NP_609504.2	XP_016662319.1, NP_001153592.1
OG0005863	NP_001287144.1	NP_001153809.1
OG0005864	NP_001259878.1	NP_001153816.1
OG0005865	NP_725672.2	NP_001153854.1
OG0005866	NP_523707.1	NP_001153860.1
OG0005867	NP_001287067.1	NP_001154181.1
OG0005868	NP_001285131.1	NP_001155376.1
OG0005869	NP_001285072.1	NP_001155392.1
OG0005870	NP_001261214.1	NP_001155394.1, XP_029344732.1
OG0005871	NP_648058.1	NP_001155396.1, XP_003240869.1
OG0005872	NP_001285737.1	XP_008181490.1, NP_001155403.1
OG0005873	NP_001261849.1	NP_001155412.1
OG0005874	NP_723568.1, NP_573347.1	NP_001155413.1, XP_016662282.1
OG0005875	NP_001263094.1, NP_001097975.1	NP_001155419.1, XP_008183988.1
OG0005876	NP_610986.1	NP_001155427.1
OG0005877	NP_724594.1	NP_001155433.1
OG0005878	NP_001285869.1	NP_001155439.1
OG0005879	NP_573196.1	NP_001155450.1
OG0005880	NP_649783.2	NP_001155478.1
OG0005881	NP_001286781.1	NP_001155489.1
OG0005882	NP_001247279.1	XP_008183574.1, NP_001155490.1
OG0005883	NP_731252.1	NP_001155496.1
OG0005884	NP_524185.1	NP_001155525.1, XP_008185681.1
OG0005885	NP_001287612.1	NP_001155540.1
OG0005886	NP_650338.1	NP_001155545.1
OG0005887	NP_648312.3	NP_001155555.1
OG0005888	NP_651884.1	NP_001155564.1
OG0005889	NP_648514.1	NP_001155568.1
OG0005890	NP_001246806.1	XP_016660060.1, NP_001155570.1
OG0005891	NP_001262845.1	NP_001155575.1
OG0005892	NP_001286614.1	NP_001155584.1, NP_001155753.1
OG0005893	NP_649969.1	NP_001155608.1
OG0005894	NP_001285148.1	NP_001155609.1
OG0005895	NP_001259997.1	XP_008178787.1, NP_001155618.1
OG0005896	NP_001014522.2	NP_001155623.1
OG0005897	NP_650975.1	NP_001155627.1
OG0005898	NP_001246833.1	NP_001155631.1
OG0005899	NP_647772.1	NP_001155645.1
OG0005900	NP_610238.2	NP_001155647.1
OG0005901	NP_001259579.1	NP_001155651.1
OG0005902	NP_651066.2	NP_001155653.1
OG0005903	NP_524837.2, NP_001163078.1	NP_001155664.1
OG0005904	NP_524467.1	XP_029343924.1, NP_001155689.1
OG0005905	NP_649527.1	NP_001155690.1
OG0005906	NP_523598.2	XP_029344789.1, NP_001155700.1
OG0005907	NP_610454.2	NP_001156236.1, NP_001155710.1
OG0005908	NP_609247.1	XP_016663936.1, NP_001155715.1
OG0005909	NP_001284944.1	NP_001155721.1
OG0005910	NP_650619.1	XP_008186522.1, NP_001155729.1
OG0005911	NP_651323.3	XP_003246769.1, NP_001155741.1
OG0005912	NP_648848.1	NP_001155744.1
OG0005913	NP_001246916.1	XP_001952365.1, NP_001155754.1
OG0005914	NP_611983.2, NP_001246514.1	XP_008180671.1, NP_001155762.1
OG0005916	NP_610057.1	NP_001155781.1
OG0005917	NP_001284862.1	NP_001155803.1
OG0005918	NP_001259714.1	NP_001155805.1
OG0005919	NP_649293.1	NP_001155812.1, XP_001943852.1
OG0005920	NP_725114.1	NP_001155823.1
OG0005921	NP_788762.1	NP_001155830.1, XP_008188010.1
OG0005922	NP_573385.1	NP_001155921.1
OG0005923	NP_001286315.1	NP_001155927.1
OG0005924	NP_648242.1	NP_001155942.1, XP_001947024.2
OG0005925	NP_523397.1	NP_001156050.1
OG0005926	NP_648167.1	XP_001945424.1, XP_008187178.1, NP_001156055.1
OG0005927	NP_611224.1	NP_001156082.1
OG0005928	NP_001303457.1	NP_001156086.1
OG0005929	NP_611731.1	NP_001156111.1, XP_003248911.1
OG0005930	NP_733074.1	NP_001156128.1
OG0005931	NP_001285026.1	NP_001156132.1
OG0005932	NP_524321.1	NP_001156147.1
OG0005933	NP_611078.1	NP_001156169.1
OG0005934	NP_610067.1, NP_001286113.1	NP_001156181.1
OG0005935	NP_001262997.1	NP_001156187.1
OG0005936	NP_524113.1	NP_001156190.1
OG0005937	NP_651001.2	NP_001156196.1, NP_001280433.1
OG0005938	NP_649057.1	NP_001156198.1, XP_008182088.1
OG0005939	NP_001246062.1	NP_001156208.1
OG0005940	NP_611072.2	NP_001156228.1
OG0005941	NP_001137933.1	NP_001156230.1
OG0005942	NP_001245490.1	NP_001156235.1
OG0005943	NP_001137646.1	NP_001156249.1, XP_008187390.1
OG0005944	NP_651335.2	NP_001156260.1
OG0005945	NP_609836.1	NP_001156261.1, XP_008185713.1
OG0005946	NP_001260048.1	NP_001156262.1
OG0005947	NP_001303388.1	NP_001156272.1, XP_008184373.1
OG0005948	NP_524022.1	NP_001156286.1
OG0005949	NP_572572.1	NP_001156436.1
OG0005950	NP_001163220.1	NP_001156457.1
OG0005951	NP_001285220.1	NP_001156458.1
OG0005952	NP_523420.1	NP_001156604.1
OG0005953	NP_001287207.1	XP_016657025.1, NP_001156676.1
OG0005954	NP_001303571.1	NP_001156841.1, XP_029342006.1
OG0005955	NP_649357.1, NP_996139.1	NP_001162106.1
OG0005956	NP_648910.1	NP_001165436.1, XP_003246548.1
OG0005957	NP_476792.1	NP_001165848.1, XP_029346308.1
OG0005958	NP_001262085.1	NP_001191853.1
OG0005959	NP_001262270.1	NP_001191889.1
OG0005960	NP_001284975.1	NP_001191921.1
OG0005961	NP_648769.2	NP_001191929.1
OG0005962	NP_648064.1	NP_001191942.1
OG0005963	NP_001286260.1	NP_001191944.1
OG0005964	NP_001036321.2	NP_001191951.1, XP_016661162.1
OG0005965	NP_001097110.1	NP_001192095.1, NP_001192094.1
OG0005966	NP_609246.1	NP_001229570.1
OG0005967	NP_001163390.1	NP_001232938.1, XP_008179279.1
OG0005968	NP_610314.1	NP_001232974.1
OG0005969	NP_569916.1	NP_001232976.1, XP_029344769.1
OG0005970	NP_647889.2	NP_001232986.1, XP_008186571.1
OG0005971	NP_001260465.1	NP_001232994.1
OG0005972	NP_651458.1	NP_001233010.1, XP_029342008.1
OG0005973	NP_001015354.3	NP_001233071.1
OG0005974	NP_724484.1	NP_001233076.1
OG0005975	NP_611243.1	NP_001233078.1
OG0005976	NP_001260688.1	NP_001233089.1
OG0005977	NP_610662.1	NP_001233097.1
OG0005978	NP_610313.1	NP_001233120.1, XP_016657692.1
OG0005979	NP_001262295.1	NP_001280255.1
OG0005980	NP_608902.1	NP_001280256.1
OG0005981	NP_001260218.1	NP_001280259.1
OG0005982	NP_730354.2	XP_008187894.1, NP_001280284.1
OG0005983	NP_524742.1	NP_001280302.1
OG0005984	NP_651556.2	NP_001280316.1, XP_001951901.2
OG0005985	NP_523606.1	XP_016658303.1, NP_001280319.1
OG0005986	NP_648582.1	XP_008187009.1, NP_001280335.1
OG0005987	NP_001097261.1	NP_001280341.1, XP_029341887.1, XP_001945194.2
OG0005988	NP_001285378.1	XP_001946901.1, NP_001280342.1
OG0005989	NP_477225.1	NP_001280352.1
OG0005990	NP_609202.1	NP_001280358.1
OG0005991	NP_650767.1	NP_001280381.1
OG0005992	NP_001163480.1	NP_001280395.1, XP_029346882.1
OG0005993	NP_001285455.1	NP_001280414.1, XP_008187414.1
OG0005994	NP_001027191.1	NP_001280420.1
OG0005995	NP_648603.1	XP_016663205.1, NP_001280430.1
OG0005996	NP_573314.1	XP_008181412.1, NP_001280449.1
OG0005997	NP_650252.1	NP_001280453.1
OG0005998	NP_001260437.1	NP_001280474.1, XP_001945013.2
OG0005999	NP_511074.1	NP_001280477.1
OG0006000	NP_524606.1	NP_001280485.1
OG0006001	NP_524867.2	NP_001313549.1
OG0006002	NP_652605.1	NP_001313554.1
OG0006003	NP_647633.1	NP_001313565.1
OG0006004	NP_651715.1	NP_001313570.1
OG0006005	NP_649295.1, NP_649294.1	NP_001313593.1
OG0006007	NP_524288.3	XP_001942573.2
OG0006008	NP_730996.2	XP_001942592.2
OG0006009	NP_572329.3	XP_001942663.1
OG0006010	NP_001262302.1	XP_001942728.1
OG0006011	NP_001014475.1	XP_001942737.1
OG0006012	NP_001285314.1	XP_001942745.1
OG0006013	NP_001015241.3	XP_001942746.2
OG0006014	NP_001162944.1	XP_003245638.1, XP_001942748.2
OG0006015	NP_523588.2	XP_001942780.2
OG0006016	NP_649710.1	XP_001942818.2
OG0006017	NP_996434.2	XP_001942820.2
OG0006018	NP_001334699.1, NP_001263046.1	XP_001942832.2
OG0006019	NP_001262932.1	XP_001942851.3, XP_029345849.1
OG0006020	NP_649703.1	XP_001942885.1
OG0006021	NP_001261597.1	XP_001942890.2
OG0006022	NP_001027262.1	XP_001942914.1
OG0006023	NP_650257.1	XP_001942922.1, XP_008182860.1
OG0006024	NP_788346.1, NP_725314.1	XP_001942930.2
OG0006025	NP_001262138.1	XP_001942943.2
OG0006026	NP_650705.1	XP_001942955.2
OG0006027	NP_523743.1	XP_001942957.2
OG0006028	NP_001286439.1, NP_001036532.1	XP_001942969.2
OG0006029	NP_001286155.1	XP_001943012.2
OG0006030	NP_725048.1	XP_001943013.2
OG0006031	NP_476999.1	XP_001943017.2
OG0006032	NP_001036415.2	XP_001943051.1
OG0006033	NP_001097456.2	XP_001943111.1
OG0006034	NP_572162.2	XP_001943122.1
OG0006036	NP_650428.1	XP_001943219.2
OG0006037	NP_524043.1	XP_001943223.1
OG0006038	NP_477133.1	XP_001943231.1
OG0006039	NP_610675.1	XP_001943272.1
OG0006040	NP_001286717.1	XP_001943293.1
OG0006041	NP_001027443.1	XP_001943300.2
OG0006042	NP_001262058.1	XP_001943338.2
OG0006043	NP_001260714.1	XP_001943365.2
OG0006045	NP_001246932.1	XP_001943407.1, XP_008185132.1
OG0006046	NP_001262252.1	XP_003243863.1, XP_001943453.2
OG0006047	NP_524999.2	XP_001943489.1
OG0006048	NP_648607.3	XP_001943558.3
OG0006049	NP_001286188.1	XP_001943651.2
OG0006050	NP_726036.2	XP_001943653.1
OG0006051	NP_001285881.1	XP_001946500.2, XP_001943674.1
OG0006052	NP_001261482.1	XP_001943727.1
OG0006053	NP_649471.3	XP_001943731.2
OG0006054	NP_001261750.1	XP_001943765.1
OG0006055	NP_648642.1	XP_001943831.2
OG0006056	NP_001137842.2	XP_001943840.2
OG0006057	NP_476573.1	XP_001943846.2, XP_003248904.2
OG0006058	NP_001246712.1	XP_001943886.1
OG0006059	NP_001247193.1	XP_001943895.2
OG0006060	NP_001262018.1	XP_001943933.2
OG0006061	NP_651356.1	XP_001943966.2
OG0006062	NP_477378.1	XP_001943983.1
OG0006063	NP_569845.2	XP_001944025.1
OG0006064	NP_477281.1	XP_001944044.1
OG0006065	NP_001334737.1	XP_001944107.2
OG0006066	NP_651276.2	XP_001944113.1
OG0006067	NP_609378.1	XP_001944116.1
OG0006068	NP_524713.1	XP_008179861.1, XP_016657351.1, XP_001944237.1
OG0006069	NP_477497.1	XP_001944272.2, XP_003247238.1
OG0006070	NP_001262263.1	XP_001944291.2
OG0006071	NP_001285391.1	XP_001944307.2
OG0006072	NP_001285492.1	XP_001944318.1
OG0006073	NP_611426.1	XP_001944319.2
OG0006074	NP_612053.1	XP_008189617.1, XP_001944385.1
OG0006075	NP_610427.2	XP_001944489.1
OG0006076	NP_649580.1	XP_016657449.1, XP_001944509.2
OG0006077	NP_608579.1	XP_001944540.1
OG0006078	NP_001284992.1	XP_001944546.2
OG0006079	NP_001259667.1	XP_001944560.1, XP_029344372.1
OG0006080	NP_001261414.1	XP_001944611.1
OG0006081	NP_001262442.1	XP_001944615.3
OG0006082	NP_610418.1	XP_001944638.1, XP_001946818.1
OG0006083	NP_001356961.1	XP_001944695.1
OG0006084	NP_001262557.1	XP_001944722.2
OG0006085	NP_648408.1	XP_001944743.2
OG0006086	NP_647985.1	XP_001944795.1
OG0006087	NP_608734.2	XP_001944891.1
OG0006088	NP_651237.1	XP_001944944.1
OG0006089	NP_523765.1	XP_001944971.1, XP_016658301.1
OG0006090	NP_649083.2	XP_001944973.1
OG0006091	NP_001259101.1	XP_001944977.1
OG0006092	NP_647852.1	XP_001944986.2
OG0006093	NP_995833.1	XP_001945086.1
OG0006094	NP_523503.2	XP_001945091.2, XP_008183120.1
OG0006095	NP_001261575.1	XP_001945092.1
OG0006096	NP_650582.1, NP_001259842.1	XP_001945125.2
OG0006097	NP_609899.1	XP_001945177.2
OG0006098	NP_608860.1	XP_001945184.2
OG0006099	NP_001284815.1	XP_016660591.1, XP_001945193.2
OG0006100	NP_651176.1	XP_001945247.1
OG0006101	NP_001303349.1	XP_001945259.1
OG0006102	NP_650124.1	XP_001945260.2
OG0006103	NP_001286173.1	XP_001945286.2
OG0006104	NP_523502.1	XP_001945295.1
OG0006105	NP_001245926.1	XP_001945306.2
OG0006106	NP_477156.1	XP_001945316.1
OG0006107	NP_651750.1	XP_001945391.2
OG0006108	NP_001262702.1	XP_001945415.1
OG0006109	NP_001262062.1	XP_001945418.2
OG0006110	NP_610849.1	XP_001945450.1, XP_003248783.2
OG0006111	NP_001104390.2	XP_001945496.2
OG0006112	NP_648320.1	XP_001945531.2
OG0006113	NP_649898.1	XP_001945591.2
OG0006114	NP_001260811.1, NP_001104407.2	XP_001945602.1
OG0006116	NP_647763.1	XP_001945628.2
OG0006117	NP_572505.1	XP_001945631.2
OG0006118	NP_477286.2	XP_001945645.2
OG0006119	NP_650586.2	XP_029346628.1, XP_001945655.1
OG0006120	NP_648202.1	XP_001945659.2
OG0006121	NP_001261137.1	XP_001945688.2
OG0006123	NP_523915.1	XP_001945771.1
OG0006124	NP_001259982.1	XP_001945803.2
OG0006125	NP_524120.1	XP_001945873.1
OG0006126	NP_001260299.1	XP_001945885.1
OG0006127	NP_523835.2	XP_001945887.2
OG0006128	NP_726372.1	XP_008181998.1, XP_001945913.1
OG0006129	NP_572797.3	XP_001945932.2, XP_016661485.1
OG0006130	NP_001163006.1	XP_001945945.1
OG0006131	NP_001027151.1	XP_001945995.1
OG0006134	NP_727526.2	XP_001946016.2
OG0006135	NP_001137821.1	XP_001951702.2, XP_001946049.2
OG0006136	NP_001097030.1	XP_001946064.2
OG0006137	NP_572545.1	XP_001946086.1
OG0006138	NP_725252.1	XP_001946120.3, XP_008182784.3
OG0006139	NP_733421.1	XP_001946136.1
OG0006140	NP_649304.1	XP_001946141.1
OG0006141	NP_572524.1	XP_001948721.1, XP_001946187.1
OG0006142	NP_727103.1, NP_001286037.1	XP_001946196.1
OG0006143	NP_724277.2	XP_001946235.2
OG0006144	NP_524471.2	XP_016661387.1, XP_001946260.2
OG0006145	NP_001097600.1	XP_001946335.1
OG0006147	NP_649470.2	XP_001946510.1
OG0006148	NP_651229.2	XP_029345817.1, XP_029343206.1, XP_001946566.2, XP_008185323.2, XP_029344245.1, XP_016661766.1, XP_029344244.1, XP_029344243.1, XP_029344241.1, XP_029344240.1, XP_029344239.1, XP_001949970.2, XP_016661604.1
OG0006149	NP_001286791.1	XP_001946641.1
OG0006150	NP_001189184.1	XP_001946664.2
OG0006152	NP_730244.1	XP_001946751.1
OG0006153	NP_611646.1	XP_001946781.1
OG0006154	NP_524603.2	XP_001946824.2
OG0006155	NP_524691.1	XP_008181592.1, XP_029341658.1, XP_001946855.2
OG0006156	NP_001259853.1	XP_001946877.1
OG0006157	NP_001262724.1	XP_001946888.1
OG0006158	NP_477201.1	XP_001946891.2
OG0006159	NP_649435.2	XP_001946893.2
OG0006160	NP_651514.1	XP_001946926.1, XP_016659077.1
OG0006161	NP_476597.2	XP_001946946.1, XP_001947929.1
OG0006162	NP_732563.2	XP_016659324.1, XP_001946989.2
OG0006164	NP_608834.1	XP_016660452.1, XP_001947006.2
OG0006165	NP_001260320.1	XP_001947011.2
OG0006166	NP_524887.2	XP_001947029.1
OG0006167	NP_611885.3	XP_001947067.2
OG0006168	NP_523876.2	XP_001947113.1
OG0006169	NP_610399.1	XP_003245500.1, XP_001947124.2
OG0006170	NP_001285142.1	XP_001947127.1
OG0006171	NP_477222.1	XP_001947142.1
OG0006172	NP_001027215.1	XP_001947201.2
OG0006173	NP_001262307.1	XP_001947233.2
OG0006174	NP_647745.1	XP_001947263.4
OG0006175	NP_001284899.1	XP_001947291.1
OG0006176	NP_001261682.1	XP_001947303.2, XP_008183197.1
OG0006177	NP_001287536.1	XP_016659891.1, XP_001947314.2
OG0006178	NP_001285196.1	XP_001947330.2
OG0006179	NP_001247201.1	XP_001947367.2
OG0006180	NP_001097279.2	XP_001947406.2
OG0006181	NP_001261385.1	XP_008179930.1, XP_001947431.2
OG0006182	NP_511129.3	XP_001947448.1
OG0006183	NP_001261920.1	XP_001947449.1
OG0006184	NP_723116.1	XP_001947458.1
OG0006185	NP_001015119.2	XP_001947527.1
OG0006186	NP_730508.1	XP_001947613.1, XP_008182530.1
OG0006187	NP_727611.1	XP_001947621.1
OG0006188	NP_523389.3, NP_001285389.1	XP_001947663.2
OG0006189	NP_001097943.1	XP_001947685.1
OG0006190	NP_001162922.1	XP_008183961.1, XP_001947737.1, XP_003248753.3
OG0006191	NP_001163710.1	XP_001947742.1
OG0006192	NP_647943.2	XP_001947849.1
OG0006193	NP_001287235.1	XP_001947942.2
OG0006194	NP_001285517.1	XP_001948002.2
OG0006195	NP_001247313.1	XP_001948073.1
OG0006196	NP_609579.1	XP_001948080.1
OG0006197	NP_651211.2	XP_001948129.1
OG0006199	NP_608931.1	XP_001948180.1
OG0006200	NP_650001.2	XP_001948203.1
OG0006201	NP_001036772.2	XP_001948245.2
OG0006202	NP_611178.1, NP_001259623.1	XP_001948281.1
OG0006203	NP_524098.2	XP_001948296.1
OG0006204	NP_477499.1	XP_001948330.1
OG0006205	NP_611419.1	XP_001948334.1
OG0006206	NP_733391.1	XP_001948347.4, XP_029341439.1
OG0006207	NP_523959.2	XP_001948376.1
OG0006208	NP_731761.3	XP_001948390.2
OG0006209	NP_001245852.1	XP_001948392.1
OG0006210	NP_733077.3	XP_029347879.1, XP_001948404.3
OG0006211	NP_001259340.1, NP_001262941.1	XP_001948412.2
OG0006212	NP_648758.1	XP_029341163.1, XP_001948436.1
OG0006213	NP_001261417.1	XP_001948459.1
OG0006214	NP_001097658.1	XP_001948484.2
OG0006215	NP_477473.1	XP_001948503.1
OG0006216	NP_476596.1	XP_001948537.1
OG0006217	NP_573245.1	XP_001948634.1
OG0006218	NP_727306.1	XP_001948686.1
OG0006219	NP_524464.1	XP_001948697.1
OG0006220	NP_001303424.1	XP_001948759.1
OG0006221	NP_001162664.2	XP_001948771.2
OG0006222	NP_476702.1	XP_001948776.2
OG0006223	NP_611600.1	XP_001948833.3
OG0006224	NP_651530.1	XP_001948884.1
OG0006225	NP_649835.1	XP_001948962.1
OG0006226	NP_651580.3	XP_001948971.2
OG0006228	NP_649916.1	XP_001949024.1
OG0006229	NP_523443.1	XP_001949027.1
OG0006230	NP_648400.1	XP_001949038.1
OG0006231	NP_524929.1	XP_001949040.2
OG0006232	NP_650739.2	XP_001949082.2
OG0006233	NP_611215.1	XP_001949083.2
OG0006234	NP_728264.1, NP_648139.1	XP_001949102.3
OG0006235	NP_001286524.1	XP_001949129.2, XP_029342198.1
OG0006236	NP_610996.1	XP_001949187.1
OG0006237	NP_608950.3	XP_001949199.2
OG0006238	NP_001285439.1	XP_001949207.2
OG0006240	NP_001263068.1	XP_001949216.2
OG0006241	NP_524116.2	XP_001949235.1, XP_003248530.3
OG0006242	NP_001285458.1	XP_001949236.2
OG0006243	NP_723893.1	XP_001949241.1
OG0006244	NP_001245621.1	XP_001949265.2
OG0006245	NP_787990.1	XP_001949377.2
OG0006246	NP_001138209.1	XP_001949387.1
OG0006247	NP_569958.2	XP_001949408.1, XP_003243065.1
OG0006248	NP_001262556.1	XP_001949435.1
OG0006249	NP_001263082.1	XP_001949439.2
OG0006250	NP_647705.1	XP_001949441.1
