Orthogroup	Drosophila_melanogaster	Ceratina_calcarata
OG0005573	NP_611256.1	XP_017892512.1
OG0005574	NP_611467.1	XP_017877753.1
OG0005575	NP_001285615.1	XP_017892877.1
OG0005576	NP_001259085.1	XP_017888623.2, XP_017879492.1
OG0005577	NP_611895.1	XP_026674911.1
OG0005578	NP_733184.2	XP_017889650.1
OG0005579	NP_001263013.1	XP_017878132.1
OG0005580	NP_477347.1	XP_017881376.1
OG0005581	NP_730546.1	XP_017879205.1
OG0005582	NP_001262963.1	XP_017886503.1
OG0005583	NP_650821.2	XP_017877285.1
OG0005584	NP_651226.1	XP_026668312.1
OG0005585	NP_730934.1	XP_017890898.1
OG0005586	NP_001259317.1	XP_017880885.1
OG0005587	NP_001262167.1	XP_017886073.1
OG0005588	NP_609648.1	XP_026669355.1
OG0005589	NP_001286406.1	XP_026672965.1, XP_017887275.1
OG0005590	NP_651976.1	XP_026668432.1
OG0005591	NP_001246685.1	XP_017882599.1
OG0005593	NP_572810.1	XP_026672444.1
OG0005594	NP_524219.1	XP_017889900.1
OG0005596	NP_001246807.1	XP_017881380.1
OG0005597	NP_610705.1	XP_017880576.1, XP_026669533.1
OG0005598	NP_611578.1	XP_017881199.1
OG0005599	NP_001356947.1	XP_017879428.1
OG0005600	NP_001245908.1	XP_017876849.1
OG0005601	NP_001259569.1	XP_026669951.1
OG0005602	NP_001245939.1	XP_017875836.1, XP_017875798.1
OG0005603	NP_001285225.1	XP_017888691.1
OG0005604	NP_001286362.1	XP_017893169.1
OG0005605	NP_001137792.1	XP_017878627.1, XP_017878629.1
OG0005607	NP_001262897.1	XP_017890075.1
OG0005608	NP_610575.1	XP_026668702.1, XP_017878833.1
OG0005609	NP_648092.1	XP_017875944.1
OG0005610	NP_730591.2	XP_017875936.1
OG0005611	NP_524690.1	XP_026672916.1
OG0005612	NP_648550.1	XP_017880792.1
OG0005613	NP_730894.2	XP_017889150.1
OG0005614	NP_001369000.1	XP_017890191.1, XP_026674342.1
OG0005615	NP_001247343.2	XP_017889919.1
OG0005616	NP_477412.1	XP_026667937.1
OG0005617	NP_001163606.1	XP_017886818.1
OG0005619	NP_001260638.1	XP_017886046.1
OG0005620	NP_001261502.1	XP_017887599.1, XP_017887600.1
OG0005621	NP_001163477.1	XP_017892946.1
OG0005623	NP_650402.1	XP_026675427.1, XP_026675426.1
OG0005624	NP_729654.1	XP_017893394.1
OG0005625	NP_001260132.1	XP_017876444.1
OG0005626	NP_001138153.1	XP_017888650.1
OG0005627	NP_609037.1	XP_017890467.1
OG0005628	NP_477209.2	XP_017876484.1, XP_017876483.1
OG0005629	NP_650694.2	XP_017878376.1
OG0005630	NP_001247267.1	XP_026674070.1
OG0005631	NP_733291.1	XP_017881036.1
OG0005632	NP_647785.3	XP_017882330.1
OG0005633	NP_001247129.1	XP_026670190.1
OG0005634	NP_650866.1, NP_524240.1	XP_026667453.1
OG0005636	NP_649091.1	XP_017883738.1
OG0005637	NP_728308.1	XP_017879027.1
OG0005639	NP_001246491.1	XP_017879243.1
OG0005640	NP_001014529.1	XP_017879339.1
OG0005641	NP_511099.2	XP_026667162.1
OG0005642	NP_001259165.1	XP_017877596.1
OG0005643	NP_995914.1	XP_017892722.1
OG0005644	NP_572499.2	XP_017890041.1
OG0005645	NP_572307.1	XP_017888258.1
OG0005646	NP_729748.3, NP_727348.2	XP_017881696.1
OG0005647	NP_648906.1	XP_017882050.1
OG0005649	NP_608729.1	XP_017884569.1
OG0005650	NP_001163551.1	XP_026666621.1
OG0005651	NP_001260291.1	XP_026669077.1
OG0005652	NP_001259135.1	XP_017892305.2
OG0005653	NP_001247284.1	XP_026670098.1
OG0005654	NP_001245484.1	XP_026668651.1
OG0005655	NP_001285868.1	XP_017893240.1
OG0005656	NP_611396.1	XP_017882463.1
OG0005657	NP_649831.1	XP_017886309.1
OG0005658	NP_001188757.1	XP_017878468.1
OG0005659	NP_649124.1, NP_524061.1	XP_017892567.1
OG0005660	NP_524273.1	XP_017875844.1
OG0005661	NP_001247391.1	XP_017875675.1
OG0005662	NP_001303314.1, NP_001303493.1	XP_026674425.1
OG0005663	NP_651673.1	XP_017878832.1
OG0005664	NP_649639.1	XP_017891514.1, XP_017882733.1
OG0005665	NP_001246282.1	XP_017881252.1
OG0005666	NP_001262615.1	XP_017891627.1
OG0005667	NP_001188762.1	XP_017893666.1
OG0005668	NP_001097140.1	XP_017890064.1
OG0005669	NP_649305.1	XP_017882346.1, XP_026670477.1, XP_026670476.1
OG0005670	NP_001262563.1	XP_026675510.1
OG0005671	NP_001285454.1	XP_017881459.1
OG0005672	NP_001260637.1	XP_017886169.1
OG0005673	NP_001189159.1, NP_648686.3, NP_788705.1	XP_017892642.1
OG0005674	NP_650956.1	XP_017879602.1
OG0005676	NP_001287520.1	XP_017883118.1
OG0005677	NP_648048.1	XP_017885654.1
OG0005678	NP_524860.2	XP_017879849.1
OG0005679	NP_733401.3	XP_017878729.1
OG0005682	NP_611875.1	XP_017876861.1
OG0005683	NP_001261286.1	XP_017885423.1, XP_026671869.1
OG0005684	NP_001261646.1	XP_017880519.1
OG0005685	NP_610342.1	XP_017888430.1
OG0005686	NP_001188782.2, NP_723592.1	XP_017878903.1
OG0005687	NP_730167.2	XP_017885188.1
OG0005688	NP_572962.1	XP_017876989.1
OG0005689	NP_001259238.1	XP_026675244.1
OG0005690	NP_001260903.1	XP_026667646.1
OG0005691	NP_608656.1	XP_017880371.2, XP_017880294.1
OG0005692	NP_001036333.1	XP_026674086.1, XP_026674089.1
OG0005693	NP_001036265.1	XP_017887577.1
OG0005695	NP_649985.1	XP_026674092.1
OG0005696	NP_001284887.1	XP_026667500.1
OG0005697	NP_001285914.1	XP_017884758.1
OG0005698	NP_001261685.1	XP_017885871.1
OG0005700	NP_001097775.2	XP_017892999.1
OG0005701	NP_001261017.1	XP_026669059.1
OG0005702	NP_001285682.1	XP_017888919.1
OG0005704	NP_610636.1	XP_017879614.1, XP_026669068.1
OG0005705	NP_001285176.1	XP_026668883.1
OG0005706	NP_611010.4	XP_017888957.1
OG0005707	NP_523919.1	XP_026670435.1
OG0005708	NP_001189281.1	XP_026673359.1
OG0005709	NP_608574.2	XP_026672151.1
OG0005710	NP_001014513.1	XP_017888247.1, XP_017888244.2
OG0005711	NP_476613.1	XP_017890675.1
OG0005712	NP_523927.2	XP_017876937.1
OG0005713	NP_536750.2	XP_017882842.1
OG0005714	NP_610534.3	XP_017879256.1
OG0005715	NP_001285726.1	XP_017878769.1, XP_026668699.1
OG0005716	NP_726441.1	XP_026672497.1
OG0005717	NP_725856.1	XP_026670050.1
OG0005718	NP_572530.1	XP_017891071.1, XP_017891091.1, XP_017890702.1
OG0005719	NP_523815.2	XP_017885863.1
OG0005720	NP_001163836.1	XP_017880236.1
OG0005721	NP_524919.2	XP_017888838.1
OG0005722	NP_648245.2	XP_017884693.1
OG0005723	NP_001287408.1	XP_026671635.1
OG0005724	NP_609217.1	XP_017885474.1
OG0005725	NP_001261921.1	XP_017885001.1
OG0005726	NP_001015498.5, NP_651541.2, NP_651540.1	XP_026674723.1
OG0005727	NP_001262178.1	XP_017889975.1
OG0005728	NP_001303484.1	XP_017886830.1
OG0005729	NP_648452.1	XP_026674769.1
OG0005730	NP_572335.1	XP_017891033.1
OG0005731	NP_001137775.1	XP_026671302.1
OG0005732	NP_611498.1	XP_017889336.1
OG0005733	NP_650702.1	XP_026670838.1
OG0005734	NP_001247135.1	XP_017886902.1, XP_026672675.1
OG0005735	NP_001262686.1	XP_017892289.1
OG0005736	NP_523760.1	XP_017885641.1
OG0005737	NP_001162796.1	XP_017881443.1, XP_017881442.1
OG0005738	NP_001303555.1	XP_017890007.1
OG0005740	NP_649255.1	XP_017878732.1
OG0005741	NP_787969.1	XP_017887977.1
OG0005742	NP_001138013.2	XP_017876563.1
OG0005743	NP_001259366.1	XP_017891099.1
OG0005744	NP_610086.3	XP_017882412.1
OG0005745	NP_001262400.1	XP_026667801.1
OG0005746	NP_536735.2	XP_017883042.1, XP_017883041.1
OG0005747	NP_001097990.2	XP_017883152.1
OG0005748	NP_001027049.1	XP_017881415.1
OG0005749	NP_001137629.2	XP_026673725.1
OG0005750	NP_648633.2	XP_017877691.1
OG0005751	NP_001285238.1	XP_017886559.1
OG0005752	NP_609486.2	XP_017889173.1
OG0005753	YP_009047273.1	XP_026668672.1
OG0005754	NP_001286929.1	XP_017875594.1
OG0005755	NP_647734.1	XP_026670717.1
OG0005756	NP_001369031.1, NP_651262.1	XP_017889197.1
OG0005758	NP_731751.1	XP_017885498.1
OG0005759	NP_609109.3	XP_026667379.1, XP_017875479.1
OG0005760	NP_001097638.1	XP_017886018.1, XP_026674309.1
OG0005761	NP_001188957.1	XP_017889071.1
OG0005762	NP_001262565.1	XP_026668404.1
OG0005763	NP_572520.1	XP_017876078.2, XP_017885993.1, XP_026672293.1
OG0005764	NP_001285735.1	XP_017886916.1, XP_017886919.1
OG0005765	NP_001027448.1	XP_026675637.1
OG0005766	NP_001015389.1	XP_017880000.1
OG0005767	NP_001285298.1	XP_026671704.1, XP_017884713.1
OG0005768	NP_609901.5	XP_017883826.1, XP_026671338.1
OG0005769	NP_610111.3	XP_017885692.1
OG0005770	NP_001036571.2	XP_017878386.1, XP_026668658.1, XP_026668657.1
OG0005771	NP_608336.1, NP_608333.1	XP_017890972.1
OG0005772	NP_725169.3	XP_017881984.1
OG0005773	NP_609898.1	XP_017882000.1
OG0005774	NP_001259694.1	XP_017883350.1
OG0005775	NP_001033973.1	XP_017893379.1
OG0005776	NP_001260711.1	XP_017887366.1
OG0005778	NP_524493.1	XP_017878134.1
OG0005779	NP_001261778.1	XP_017885834.1
OG0005780	NP_610019.2	XP_026671978.1
OG0005781	NP_001285907.1	XP_017881958.1
OG0005782	NP_733083.1, NP_001303579.2, NP_523572.1, NP_573012.1	XP_017889658.1
OG0005783	NP_001262518.1	XP_017892147.1, XP_017888228.1
OG0005784	NP_001262950.1	XP_017879067.2
OG0005785	NP_611304.1	XP_017883789.1, XP_026671705.1, XP_026671706.1
OG0005786	NP_476817.1	XP_017882196.1, XP_026670355.1
OG0005787	NP_001261474.1	XP_026669994.1
OG0005788	NP_001245912.1	XP_017879023.1, XP_017879021.1
OG0005789	NP_732202.2	XP_017880092.1
OG0005790	NP_001284849.1	XP_026667897.1
OG0005791	NP_573090.3	XP_017891959.1
OG0005792	NP_001259610.1, NP_573125.1	XP_026668285.1, XP_026670693.1
OG0005793	NP_648162.2	XP_017876699.1
OG0005794	NP_648462.1	XP_017875328.1, XP_017891014.1
OG0005795	NP_001163165.1	XP_017884227.1
OG0005798	NP_649926.2	XP_017882098.1
OG0005799	NP_652664.2, NP_723704.1	XP_017880381.1
OG0005800	NP_608989.1	XP_017885455.1
OG0005801	NP_651710.1	XP_017881452.1
OG0005803	NP_001245809.1	XP_017891888.1
OG0005804	NP_001356888.1	XP_017882386.1
OG0005806	NP_001097270.1	XP_017890774.1
OG0005807	NP_572720.2	XP_026673626.1
OG0005808	NP_001259494.1	XP_017887336.1
OG0005809	NP_001262185.1	XP_017879774.1
OG0005810	NP_732443.4	XP_017875938.1
OG0005812	NP_001162674.1	XP_017877764.2
OG0005813	NP_001246760.1	XP_017878587.1
OG0005814	NP_610724.1	XP_017876787.1
OG0005815	NP_650697.1	XP_017892930.1, XP_017892929.1
OG0005817	NP_001027078.1	XP_017892689.1
OG0005818	NP_001286910.1	XP_017881893.1
OG0005832	NP_001303422.1	XP_017891198.1
OG0005845	NP_477223.2	XP_017875731.1
OG0005846	NP_611604.1	XP_017876168.1
OG0005847	NP_001287401.1	XP_017884882.1
OG0005849	NP_524358.2	XP_017889795.1
OG0005850	NP_477034.1	XP_017889719.1
OG0005851	NP_524819.1	XP_017882208.1
OG0005852	NP_611136.1	XP_017891047.1
OG0005853	NP_524002.1	XP_017884480.1
OG0005855	NP_476964.1	XP_017884956.1
OG0005856	NP_476969.1	XP_017882084.1
OG0005857	NP_001285895.1	XP_017888462.1
OG0005858	NP_001260537.1	XP_017879035.1
OG0005859	NP_722745.1	XP_017881634.1
OG0005860	NP_001259561.1, NP_611757.1	XP_017875997.1
OG0005861	NP_609095.1	XP_026672579.1
OG0005862	NP_609504.2	XP_017889977.1
OG0005863	NP_001287144.1	XP_026672186.1
OG0005864	NP_001259878.1	XP_017893304.1
OG0005865	NP_725672.2	XP_017881969.1
OG0005866	NP_523707.1	XP_017880929.1
OG0005867	NP_001287067.1	XP_026674804.1
OG0005868	NP_001285131.1	XP_017886430.1
OG0005869	NP_001285072.1	XP_017876545.1
OG0005870	NP_001261214.1	XP_017884223.1
OG0005871	NP_648058.1	XP_017883048.1
OG0005872	NP_001285737.1	XP_017878059.1
OG0005873	NP_001261849.1	XP_017886311.1
OG0005874	NP_723568.1, NP_573347.1	XP_017890671.1
OG0005876	NP_610986.1	XP_017885650.1
OG0005877	NP_724594.1	XP_017885913.1
OG0005878	NP_001285869.1	XP_026667488.1
OG0005879	NP_573196.1	XP_017876934.1
OG0005880	NP_649783.2	XP_017882591.1
OG0005881	NP_001286781.1	XP_017886540.1
OG0005882	NP_001247279.1	XP_017890933.1
OG0005883	NP_731252.1	XP_017891311.1
OG0005884	NP_524185.1	XP_017876973.1
OG0005885	NP_001287612.1	XP_017877307.1, XP_017892998.1
OG0005886	NP_650338.1	XP_017876016.1
OG0005887	NP_648312.3	XP_017882548.1
OG0005888	NP_651884.1	XP_017885508.1, XP_017882772.1
OG0005889	NP_648514.1	XP_017886539.1, XP_017875142.1
OG0005890	NP_001246806.1	XP_017876740.1
OG0005891	NP_001262845.1	XP_017886537.1
OG0005892	NP_001286614.1	XP_017892378.1
OG0005893	NP_649969.1	XP_017892206.1
OG0005894	NP_001285148.1	XP_017887833.1
OG0005895	NP_001259997.1	XP_017888910.1
OG0005896	NP_001014522.2	XP_017880033.1
OG0005897	NP_650975.1	XP_017887820.1
OG0005898	NP_001246833.1	XP_017891752.1
OG0005899	NP_647772.1	XP_026669870.1
OG0005900	NP_610238.2	XP_017886034.1
OG0005901	NP_001259579.1	XP_017882305.1
OG0005902	NP_651066.2	XP_017878357.1
OG0005903	NP_524837.2, NP_001163078.1	XP_017888961.1
OG0005904	NP_524467.1	XP_017880578.1
OG0005905	NP_649527.1	XP_017891891.1, XP_017891892.1
OG0005906	NP_523598.2	XP_017884168.1
OG0005907	NP_610454.2	XP_017875007.1
OG0005908	NP_609247.1	XP_017885134.1
OG0005909	NP_001284944.1	XP_017892703.1, XP_017882939.2
OG0005910	NP_650619.1	XP_017876955.1
OG0005911	NP_651323.3	XP_017875993.1
OG0005912	NP_648848.1	XP_017877396.1
OG0005913	NP_001246916.1	XP_017881732.1
OG0005914	NP_611983.2, NP_001246514.1	XP_017893455.1
OG0005916	NP_610057.1	XP_017875834.1
OG0005917	NP_001284862.1	XP_017891044.1
OG0005918	NP_001259714.1	XP_017883819.1
OG0005919	NP_649293.1	XP_026667410.1
OG0005920	NP_725114.1	XP_017885367.1, XP_017885368.1
OG0005921	NP_788762.1	XP_017886158.1
OG0005922	NP_573385.1	XP_017892202.1
OG0005923	NP_001286315.1	XP_017890168.1
OG0005924	NP_648242.1	XP_017888865.1
OG0005925	NP_523397.1	XP_017889467.1
OG0005926	NP_648167.1	XP_017879107.1
OG0005927	NP_611224.1	XP_026673970.1
OG0005928	NP_001303457.1	XP_017889833.1
OG0005929	NP_611731.1	XP_017889433.1
OG0005930	NP_733074.1	XP_017885075.1
OG0005931	NP_001285026.1	XP_017876948.1
OG0005932	NP_524321.1	XP_026674810.1, XP_026674811.1
OG0005933	NP_611078.1	XP_017884696.1
OG0005934	NP_610067.1, NP_001286113.1	XP_017876482.1
OG0005935	NP_001262997.1	XP_017878349.1, XP_026668468.1
OG0005936	NP_524113.1	XP_017878976.1
OG0005937	NP_651001.2	XP_017878176.1
OG0005938	NP_649057.1	XP_017877978.1
OG0005939	NP_001246062.1	XP_017885274.1, XP_017880195.1
OG0005940	NP_611072.2	XP_017881390.1
OG0005941	NP_001137933.1	XP_026675155.1
OG0005942	NP_001245490.1	XP_017879135.1
OG0005943	NP_001137646.1	XP_017881212.1
OG0005944	NP_651335.2	XP_017877641.1
OG0005945	NP_609836.1	XP_017893439.1
OG0005946	NP_001260048.1	XP_017891997.1
OG0005947	NP_001303388.1	XP_017886648.1
OG0005948	NP_524022.1	XP_017891451.1
OG0005949	NP_572572.1	XP_017879479.2
OG0005950	NP_001163220.1	XP_017882908.1
OG0005951	NP_001285220.1	XP_017882613.1
OG0005952	NP_523420.1	XP_017893633.1
OG0005953	NP_001287207.1	XP_017884776.1
OG0005954	NP_001303571.1	XP_026672992.1
OG0005955	NP_649357.1, NP_996139.1	XP_017876853.1
OG0005956	NP_648910.1	XP_017884752.1
OG0005957	NP_476792.1	XP_017882706.1
OG0005958	NP_001262085.1	XP_017879381.1
OG0005959	NP_001262270.1	XP_017892817.1, XP_017887821.1
OG0005960	NP_001284975.1	XP_026668800.1
OG0005961	NP_648769.2	XP_017875263.1
OG0005962	NP_648064.1	XP_017885923.1
OG0005963	NP_001286260.1	XP_017891375.1
OG0005964	NP_001036321.2	XP_017885152.1
OG0005965	NP_001097110.1	XP_017883471.1
OG0005966	NP_609246.1	XP_026667127.1
OG0005967	NP_001163390.1	XP_026671837.1
OG0005968	NP_610314.1	XP_017892352.1
OG0005969	NP_569916.1	XP_017884644.1
OG0005970	NP_647889.2	XP_017884762.1
OG0005971	NP_001260465.1	XP_017882204.1
OG0005972	NP_651458.1	XP_017875949.1
OG0005973	NP_001015354.3	XP_017893116.1
OG0005974	NP_724484.1	XP_017880848.1
OG0005975	NP_611243.1	XP_017883086.1
OG0005976	NP_001260688.1	XP_026669724.1
OG0005978	NP_610313.1	XP_017884194.1
OG0005979	NP_001262295.1	XP_017889302.1
OG0005980	NP_608902.1	XP_017885412.1, XP_017875148.1
OG0005981	NP_001260218.1	XP_017876972.1
OG0005982	NP_730354.2	XP_017892471.1
OG0005983	NP_524742.1	XP_017887878.1
OG0005984	NP_651556.2	XP_017886306.1
OG0005985	NP_523606.1	XP_017882199.1
OG0005986	NP_648582.1	XP_017893624.1
OG0005987	NP_001097261.1	XP_017892438.1
OG0005988	NP_001285378.1	XP_017892300.1
OG0005989	NP_477225.1	XP_017882525.1
OG0005990	NP_609202.1	XP_017876772.1
OG0005991	NP_650767.1	XP_017889802.1
OG0005992	NP_001163480.1	XP_017882695.1
OG0005993	NP_001285455.1	XP_017891109.1
OG0005994	NP_001027191.1	XP_017876733.1
OG0005995	NP_648603.1	XP_017886892.1
OG0005996	NP_573314.1	XP_017883373.1
OG0005997	NP_650252.1	XP_017877593.1
OG0005998	NP_001260437.1	XP_017877921.1
OG0005999	NP_511074.1	XP_017882612.1
OG0006000	NP_524606.1	XP_017886298.1
OG0006001	NP_524867.2	XP_017875767.1
OG0006002	NP_652605.1	XP_017884411.1, XP_026671538.1
OG0006003	NP_647633.1	XP_017881500.1
OG0006004	NP_651715.1	XP_017877824.1
OG0006005	NP_649295.1, NP_649294.1	XP_017875046.1
OG0006007	NP_524288.3	XP_017877989.1
OG0006008	NP_730996.2	XP_026672300.1
OG0006009	NP_572329.3	XP_017889390.1
OG0006010	NP_001262302.1	XP_017878279.1
OG0006011	NP_001014475.1	XP_017880937.1
OG0006012	NP_001285314.1	XP_017876840.1
OG0006013	NP_001015241.3	XP_017889318.1
OG0006014	NP_001162944.1	XP_017892063.1
OG0006015	NP_523588.2	XP_017886839.1
OG0006016	NP_649710.1	XP_017889718.2
OG0006017	NP_996434.2	XP_026671516.1
OG0006018	NP_001334699.1, NP_001263046.1	XP_026675353.1
OG0006019	NP_001262932.1	XP_017888606.1
OG0006020	NP_649703.1	XP_017880721.1
OG0006021	NP_001261597.1	XP_017889932.1
OG0006022	NP_001027262.1	XP_017879708.1
OG0006023	NP_650257.1	XP_017891589.1
OG0006024	NP_788346.1, NP_725314.1	XP_017875498.1
OG0006025	NP_001262138.1	XP_017881977.1
OG0006026	NP_650705.1	XP_017881815.1
OG0006027	NP_523743.1	XP_017875380.1
OG0006028	NP_001286439.1, NP_001036532.1	XP_026675532.1
OG0006029	NP_001286155.1	XP_017890826.1
OG0006030	NP_725048.1	XP_017886108.1
OG0006031	NP_476999.1	XP_017892718.1
OG0006032	NP_001036415.2	XP_017884662.1
OG0006033	NP_001097456.2	XP_017892643.1
OG0006034	NP_572162.2	XP_017881458.1
OG0006036	NP_650428.1	XP_017885986.1
OG0006037	NP_524043.1	XP_017886930.1
OG0006038	NP_477133.1	XP_017892731.1
OG0006039	NP_610675.1	XP_017893580.2
OG0006040	NP_001286717.1	XP_017889832.2
OG0006041	NP_001027443.1	XP_017891126.1
OG0006042	NP_001262058.1	XP_017890027.1
OG0006043	NP_001260714.1	XP_017888230.1
OG0006045	NP_001246932.1	XP_017889300.1
OG0006046	NP_001262252.1	XP_017893280.2
OG0006047	NP_524999.2	XP_017876279.1
OG0006048	NP_648607.3	XP_026666899.1
OG0006049	NP_001286188.1	XP_017877361.1
OG0006050	NP_726036.2	XP_017879363.1
OG0006051	NP_001285881.1	XP_017882289.1
OG0006052	NP_001261482.1	XP_017892188.1
OG0006053	NP_649471.3	XP_026670818.1
OG0006054	NP_001261750.1	XP_017880627.1
OG0006055	NP_648642.1	XP_017875112.1
OG0006056	NP_001137842.2	XP_017883108.1
OG0006057	NP_476573.1	XP_017883329.1
OG0006058	NP_001246712.1	XP_017880156.1
OG0006059	NP_001247193.1	XP_017878632.1
OG0006060	NP_001262018.1	XP_017891831.1
OG0006061	NP_651356.1	XP_017881026.1
OG0006062	NP_477378.1	XP_017877917.1
OG0006063	NP_569845.2	XP_026668689.1
OG0006064	NP_477281.1	XP_017879926.1
OG0006065	NP_001334737.1	XP_017888178.1
OG0006066	NP_651276.2	XP_017886244.1
OG0006067	NP_609378.1	XP_017892277.1
OG0006068	NP_524713.1	XP_017893434.2
OG0006069	NP_477497.1	XP_017875765.1
OG0006070	NP_001262263.1	XP_017877787.1
OG0006071	NP_001285391.1	XP_017887537.1
OG0006072	NP_001285492.1	XP_017884641.1
OG0006073	NP_611426.1	XP_017879177.1
OG0006074	NP_612053.1	XP_017891798.1
OG0006075	NP_610427.2	XP_026669649.1
OG0006076	NP_649580.1	XP_017876384.1
OG0006077	NP_608579.1	XP_017889175.1
OG0006078	NP_001284992.1	XP_017887278.1
OG0006079	NP_001259667.1	XP_017888588.1
OG0006080	NP_001261414.1	XP_017892074.1
OG0006081	NP_001262442.1	XP_017891388.1
OG0006082	NP_610418.1	XP_017877168.1
OG0006083	NP_001356961.1	XP_017876185.1
OG0006084	NP_001262557.1	XP_026674110.1
OG0006085	NP_648408.1	XP_017879555.1
OG0006086	NP_647985.1	XP_017887974.1
OG0006087	NP_608734.2	XP_017891677.1, XP_017891676.1
OG0006088	NP_651237.1	XP_026672061.1
OG0006089	NP_523765.1	XP_017877342.1
OG0006090	NP_649083.2	XP_017879985.1
OG0006091	NP_001259101.1	XP_017893064.1
OG0006092	NP_647852.1	XP_017893658.1
OG0006093	NP_995833.1	XP_017876916.1
OG0006094	NP_523503.2	XP_017875418.1
OG0006095	NP_001261575.1	XP_017883085.1
OG0006096	NP_650582.1, NP_001259842.1	XP_017889854.1
OG0006097	NP_609899.1	XP_017883200.1
OG0006098	NP_608860.1	XP_026675646.1
OG0006099	NP_001284815.1	XP_017883450.1
OG0006100	NP_651176.1	XP_026668529.1
OG0006101	NP_001303349.1	XP_017875609.1
OG0006102	NP_650124.1	XP_017882415.1
OG0006103	NP_001286173.1	XP_026670524.1, XP_017882416.1
OG0006104	NP_523502.1	XP_026667106.1
OG0006105	NP_001245926.1	XP_017892783.1
OG0006106	NP_477156.1	XP_017875748.1
OG0006107	NP_651750.1	XP_026672147.1, XP_017882921.2
OG0006108	NP_001262702.1	XP_017889265.1, XP_017889313.1
OG0006109	NP_001262062.1	XP_017889193.2, XP_017892145.1, XP_017888594.2
OG0006110	NP_610849.1	XP_017885600.2
OG0006111	NP_001104390.2	XP_017886454.1
OG0006112	NP_648320.1	XP_017881512.1
OG0006113	NP_649898.1	XP_017877286.1
OG0006114	NP_001260811.1, NP_001104407.2	XP_017884447.1
OG0006116	NP_647763.1	XP_017881336.1
OG0006117	NP_572505.1	XP_026667733.1, XP_017876765.1
OG0006118	NP_477286.2	XP_017884885.1
OG0006119	NP_650586.2	XP_017882140.1
OG0006120	NP_648202.1	XP_017881600.1
OG0006121	NP_001261137.1	XP_026670515.1, XP_017891720.1
OG0006123	NP_523915.1	XP_017875908.1, XP_026667336.1
OG0006124	NP_001259982.1	XP_017883127.1
OG0006125	NP_524120.1	XP_017881395.1
OG0006126	NP_001260299.1	XP_017890011.1
OG0006127	NP_523835.2	XP_017875799.1
OG0006128	NP_726372.1	XP_026670668.1
OG0006129	NP_572797.3	XP_017892975.1
OG0006130	NP_001163006.1	XP_017881462.1
OG0006131	NP_001027151.1	XP_026668311.1
OG0006134	NP_727526.2	XP_026669604.1
OG0006135	NP_001137821.1	XP_017888154.1
OG0006136	NP_001097030.1	XP_017880658.1
OG0006137	NP_572545.1	XP_017888008.1
OG0006138	NP_725252.1	XP_017876637.1
OG0006139	NP_733421.1	XP_017886891.1
OG0006140	NP_649304.1	XP_017880075.1
OG0006141	NP_572524.1	XP_017883288.1
OG0006142	NP_727103.1, NP_001286037.1	XP_017875358.1
OG0006143	NP_724277.2	XP_026670211.1
OG0006144	NP_524471.2	XP_017877336.1
OG0006145	NP_001097600.1	XP_017884706.1
OG0006147	NP_649470.2	XP_017887660.1
OG0006149	NP_001286791.1	XP_017883227.1
OG0006150	NP_001189184.1	XP_017887704.1
OG0006152	NP_730244.1	XP_026667922.1
OG0006153	NP_611646.1	XP_017892078.1
OG0006154	NP_524603.2	XP_017878580.1
OG0006156	NP_001259853.1	XP_026669448.1
OG0006157	NP_001262724.1	XP_017875971.1
OG0006158	NP_477201.1	XP_026674601.1
OG0006159	NP_649435.2	XP_017879661.1
OG0006160	NP_651514.1	XP_026670746.1
OG0006161	NP_476597.2	XP_017886913.1
OG0006162	NP_732563.2	XP_017876350.1
OG0006164	NP_608834.1	XP_017880590.1
OG0006165	NP_001260320.1	XP_017886123.1
OG0006166	NP_524887.2	XP_017885466.1
OG0006167	NP_611885.3	XP_017875348.1
OG0006168	NP_523876.2	XP_017887579.1
OG0006169	NP_610399.1	XP_017876051.1
OG0006170	NP_001285142.1	XP_017886003.1
OG0006171	NP_477222.1	XP_017887248.1
OG0006172	NP_001027215.1	XP_017885473.1
OG0006173	NP_001262307.1	XP_017891511.1
OG0006174	NP_647745.1	XP_017889682.1
OG0006175	NP_001284899.1	XP_017876901.1
OG0006176	NP_001261682.1	XP_017890275.1
OG0006177	NP_001287536.1	XP_017876781.1
OG0006178	NP_001285196.1	XP_017886694.1
OG0006179	NP_001247201.1	XP_017876897.1
OG0006180	NP_001097279.2	XP_017886215.1
OG0006181	NP_001261385.1	XP_026674724.1
OG0006182	NP_511129.3	XP_017885774.1
OG0006183	NP_001261920.1	XP_017885648.2
OG0006184	NP_723116.1	XP_017878760.2
OG0006185	NP_001015119.2	XP_017879608.1
OG0006186	NP_730508.1	XP_017887739.1
OG0006187	NP_727611.1	XP_017890451.1, XP_017890450.1
OG0006188	NP_523389.3, NP_001285389.1	XP_026670264.1
OG0006189	NP_001097943.1	XP_017890928.1
OG0006191	NP_001163710.1	XP_017878140.1
OG0006192	NP_647943.2	XP_017875578.1
OG0006193	NP_001287235.1	XP_017877247.1
OG0006194	NP_001285517.1	XP_026670793.1
OG0006195	NP_001247313.1	XP_017879783.1
OG0006196	NP_609579.1	XP_017884960.1
OG0006197	NP_651211.2	XP_017876660.1
OG0006199	NP_608931.1	XP_017880298.1
