Orthogroup	Aedes_aegypti	Nasonia_vitripennis
OG0005359	XP_001649112.1	XP_031785147.1, XP_008211559.1, XP_001606538.2
OG0005360	XP_001659495.1	XP_031789409.1
OG0005361	XP_001648946.1	XP_032454905.1
OG0005362	XP_021694477.1, XP_021706153.1	XP_001601934.2
OG0005363	XP_021704554.1	XP_031777748.1
OG0005364	XP_001664173.2	XP_016842830.1, XP_031779774.1
OG0005365	XP_001648424.1	XP_001601538.2, XP_016844660.1
OG0005366	XP_021710973.1	XP_001608077.2
OG0005367	XP_021712860.1, XP_021697113.1, XP_021711789.1	XP_016844711.2
OG0005368	XP_021705428.1, XP_021705373.1, XP_001658833.1	XP_001606934.1
OG0005369	XP_021713031.1	XP_001605972.1
OG0005370	XP_021694175.1	XP_003428106.1
OG0005372	XP_001655027.1	XP_001601359.1
OG0005373	XP_001652722.1	XP_001600320.1
OG0005374	XP_001663973.1	XP_001602671.1
OG0005375	XP_021697300.1	XP_031787621.1, XP_031787623.1
OG0005376	XP_001650225.1	XP_031779617.1
OG0005377	XP_021705470.1, XP_001652843.1	XP_001607801.2
OG0005378	XP_001658595.1	XP_001605592.2
OG0005379	XP_021701564.1	XP_003426576.1
OG0005380	XP_001663396.2	XP_031783608.1
OG0005381	XP_021698252.1	XP_008208684.1
OG0005382	XP_021704299.1	XP_001604667.2
OG0005383	XP_001649990.2	XP_032455208.1, XP_031789529.1
OG0005384	XP_001649550.1, XP_001649551.1	XP_003426637.1
OG0005385	XP_001659673.1, XP_021700756.1, XP_021700757.1	XP_008209509.1
OG0005386	XP_001654683.1	XP_001605734.1
OG0005387	XP_021705363.1, XP_001663258.1	XP_008216233.1
OG0005388	XP_021702082.1	XP_008206087.1
OG0005389	XP_001656213.1	NP_001177675.1
OG0005390	XP_021698906.1, XP_021698907.1	XP_001603049.2
OG0005392	XP_001652256.1	XP_001607543.1
OG0005393	XP_001648155.1	XP_016844321.1
OG0005394	XP_001660170.1	XP_031784449.1
OG0005395	XP_001662427.1	XP_001607289.1
OG0005396	XP_001647606.2	XP_031789410.1
OG0005397	XP_021697850.1	XP_001606553.2
OG0005398	XP_001649367.2	XP_003426327.3
OG0005399	XP_001650527.1	XP_001599642.1
OG0005400	XP_021708752.1	XP_003424725.1
OG0005401	XP_021699844.1	XP_031783627.1
OG0005402	XP_001660515.1	NP_001165820.1
OG0005403	XP_021695011.1	XP_031787788.1
OG0005404	XP_021704708.1	XP_003425778.1
OG0005405	XP_001652098.2	XP_031786842.1
OG0005406	XP_001658312.1	XP_001607308.2
OG0005407	XP_021695107.1, XP_001653306.1, XP_021705515.1	XP_008212226.1, XP_032451852.1
OG0005408	XP_001662654.2	XP_008202406.1
OG0005409	XP_001654982.2	XP_001604141.1
OG0005410	XP_001654043.1	XP_001600071.1, XP_032457293.1
OG0005411	XP_001656912.2	NP_001127802.1
OG0005412	XP_001654152.1	XP_031778960.1
OG0005413	XP_001653630.1	XP_001600231.2
OG0005414	XP_001664143.2	XP_031778919.1
OG0005415	XP_001658423.1	XP_003424767.1
OG0005416	XP_001650059.1	XP_031786257.1
OG0005417	XP_001654902.2	XP_001607565.1
OG0005420	XP_001650135.1	XP_031778434.1
OG0005421	XP_001655791.1	XP_001607254.2
OG0005423	XP_001661885.1, XP_021706749.1	XP_031785275.1
OG0005424	XP_001650718.1	XP_003424532.1, XP_003424533.1
OG0005425	XP_021708955.1	XP_032454240.1
OG0005426	XP_001654142.1	XP_001607868.2
OG0005427	XP_021707416.1, XP_021707417.1	XP_001602968.1
OG0005428	XP_001657714.1	XP_001605610.1
OG0005429	XP_021705712.1, XP_001660603.1	XP_031782305.1
OG0005430	XP_021698549.1	XP_001601197.1
OG0005431	XP_001663234.1	XP_003428218.1
OG0005432	XP_001656091.1	NP_001165794.1
OG0005433	XP_021700084.1	XP_001608146.1
OG0005434	XP_001663070.2	XP_001603223.2
OG0005435	XP_001651399.1	XP_001602261.1
OG0005436	XP_001649728.1	XP_003425503.1
OG0005437	XP_001655809.1	XP_001600867.1
OG0005438	XP_021697832.1	XP_031780627.1
OG0005439	XP_021697211.1	XP_016840298.1, NP_001135818.1
OG0005440	XP_021711214.1, XP_021712757.1	XP_003426276.1
OG0005441	XP_021703929.1	XP_031785617.1
OG0005442	XP_001657984.1, XP_021694945.1, XP_021694944.1	XP_008214755.1
OG0005443	XP_021704124.1, XP_021704122.1, XP_021704123.1	XP_032453242.1
OG0005444	XP_001657748.2	NP_001155151.1, XP_032457091.1
OG0005445	XP_021694321.1	NP_001135859.1, XP_031787430.1
OG0005446	XP_001662997.2	XP_001605241.2
OG0005447	XP_021709566.1	XP_001606713.2
OG0005448	XP_021693302.1	XP_031784377.1, XP_031784376.1
OG0005449	XP_021696842.1	XP_001602164.2
OG0005450	XP_001654557.1	XP_001606058.1
OG0005451	XP_001651750.1	XP_031781615.1
OG0005452	XP_001652300.1	XP_008216749.1
OG0005454	XP_021693546.1	XP_031785458.1
OG0005455	XP_021708051.1	XP_031780221.1
OG0005458	XP_021693909.1	XP_016840664.1
OG0005459	XP_001657376.2	XP_008202151.1
OG0005460	XP_021704309.1	XP_031779993.1
OG0005461	XP_001656017.2	XP_016840300.1, NP_001123271.1
OG0005463	XP_021705356.1	XP_016837968.1, XP_016837966.1, XP_016837967.1, XP_008204310.1
OG0005465	XP_021704072.1	XP_003424160.1
OG0005466	XP_021699794.1	XP_008216847.1
OG0005467	XP_001652254.1	XP_016841448.1
OG0005469	XP_021712013.1, XP_001655670.2	XP_001600489.1
OG0005471	XP_021698454.1	XP_001605942.2
OG0005472	XP_001663352.2	XP_001607467.1
OG0005473	XP_021696198.1, XP_021696205.1, XP_021696206.1	XP_003426751.1
OG0005474	XP_001652713.1, XP_021700161.1	XP_032452705.1
OG0005475	XP_001661572.1	XP_001604736.1
OG0005477	XP_001655828.1	XP_008215536.1, XP_008215537.1
OG0005478	XP_021697146.1	XP_001608223.1
OG0005479	XP_021693373.1, XP_021693372.1	XP_032454067.1, XP_008216590.1
OG0005480	XP_021709310.1	XP_008215603.1
OG0005481	XP_021698709.1	XP_031788528.1
OG0005482	XP_021697002.1	XP_001603152.1, XP_031780721.1
OG0005483	XP_021694833.1	XP_031787874.1
OG0005484	XP_001650927.1	XP_008212490.1
OG0005485	XP_001652026.2	XP_001604779.1
OG0005486	XP_001662467.1	XP_001601373.1
OG0005487	XP_001656474.1, XP_021693559.1, XP_021693560.1	XP_016844183.2
OG0005488	XP_021705879.1, XP_021710756.1, XP_021710755.1	XP_016843818.1
OG0005489	XP_021697200.1	XP_031777532.1
OG0005490	XP_001653419.1	XP_001603233.1
OG0005491	XP_021699571.1	XP_001605313.2
OG0005492	XP_001650458.2	XP_031778151.1
OG0005493	XP_021694078.1	XP_031784894.1
OG0005495	XP_001656102.1	XP_001602215.1
OG0005496	XP_021698870.1	XP_008210387.1
OG0005497	XP_021695193.1	XP_001600356.2, XP_008207952.1
OG0005498	XP_021699292.1	XP_001605346.2
OG0005499	XP_021708872.1	XP_016845426.1, XP_016845430.1
OG0005500	XP_001654503.1	XP_031783434.1
OG0005501	XP_001663047.1	XP_016840767.1
OG0005502	XP_001660807.2	XP_016838134.1, XP_001605825.1
OG0005503	XP_001663597.2	XP_001601511.3
OG0005505	XP_021694224.1	XP_016845609.1, XP_008215332.1, XP_003423938.1
OG0005506	XP_021708740.1	XP_001604961.2
OG0005507	XP_001653646.2	XP_001601863.1
OG0005508	XP_021713207.1	XP_031777396.1
OG0005509	XP_021712890.1, XP_021694556.1, XP_021712393.1	XP_031779963.1
OG0005510	XP_021708967.1	XP_016841126.1, XP_032456802.1
OG0005511	XP_001655640.2	XP_001601829.1
OG0005512	XP_021703888.1	XP_016840490.1
OG0005513	XP_021704787.1, XP_001648238.1	XP_031788875.1
OG0005514	XP_001653390.1	XP_001607471.2
OG0005515	XP_021697652.1	NP_001153341.1, XP_008215024.1
OG0005517	XP_021701205.1, XP_021701201.1	XP_008211270.1
OG0005519	XP_001651131.1	XP_001604920.1
OG0005520	XP_021712995.1	XP_016840728.1
OG0005521	XP_001661330.2	XP_001600779.1
OG0005522	XP_021696446.1	XP_031780428.1
OG0005523	XP_001656323.1	NP_001123257.1
OG0005524	XP_021707075.1	XP_032452708.1, XP_032452709.1, XP_032452711.1
OG0005525	XP_011493344.1	XP_016842362.1
OG0005526	XP_001658295.1, XP_021712378.1	XP_008211400.1
OG0005527	XP_021712011.1, XP_001653056.1	XP_031780421.1, XP_031780422.1
OG0005528	XP_021696331.1	XP_008209871.1
OG0005529	XP_021695374.1	XP_032453582.1
OG0005530	XP_021701707.1	XP_031777575.1
OG0005531	XP_021708756.1	XP_031779287.1
OG0005532	XP_001655507.2	XP_032453391.1
OG0005533	XP_021709067.1	XP_031778124.1
OG0005534	XP_021700855.1	XP_001608048.1
OG0005535	XP_001663521.2	XP_008207781.1
OG0005537	XP_001659252.2	XP_008207379.1, XP_001601543.2
OG0005538	XP_021707195.1, XP_021707190.1	XP_008208758.1
OG0005539	XP_021696795.1	XP_031786696.1
OG0005540	XP_001662857.2	XP_016838081.1
OG0005541	XP_021697242.1	XP_008202752.1
OG0005543	XP_001661807.2	XP_031787944.1
OG0005544	XP_021712799.1, XP_021712999.1	XP_031785822.1
OG0005545	XP_001660554.2	XP_001607286.1
OG0005546	XP_021694910.1	XP_031785054.1, XP_008206653.1
OG0005547	XP_001657836.1	XP_001601910.1
OG0005548	XP_021702943.1	XP_008207780.1
OG0005549	XP_021695717.1	XP_031785319.1
OG0005550	XP_021710070.1	XP_008205211.1
OG0005551	XP_021704985.1	XP_031783199.1
OG0005552	XP_021708963.1	XP_032454982.1
OG0005553	XP_021693037.1	XP_001602629.2, XP_008204856.1
OG0005554	XP_001659381.2, XP_021699652.1	XP_032457388.1, XP_031779853.1
OG0005555	XP_001655775.1, XP_021706181.1	XP_001602582.2
OG0005556	XP_001654438.2	XP_031782281.1
OG0005557	XP_021712745.1, XP_021705420.1	NP_001127862.1, XP_031789360.1
OG0005558	XP_021694994.1	XP_001599545.1
OG0005559	XP_021711790.1, XP_001661758.1	XP_008214202.1
OG0005560	XP_001658249.2	XP_001602909.3
OG0005561	XP_021700330.1	XP_001606241.1
OG0005562	XP_021709331.1	XP_008202283.1, XP_001605655.2, XP_032452407.1
OG0005563	XP_001652194.1	XP_001605552.2
OG0005564	XP_021706226.1, XP_021706227.1	XP_001607045.1
OG0005565	XP_011493493.2	XP_008203627.1
OG0005566	XP_021699477.1, XP_021699482.1	XP_008217115.1
OG0005567	XP_001661879.1, XP_021707888.1, XP_021707889.1	XP_008202238.1
OG0005568	XP_021697769.1	XP_001604965.2
OG0005569	XP_021697607.1	XP_016838168.1
OG0005570	XP_001650026.1	NP_001127799.2
OG0005571	XP_021698054.1	NP_001123084.1
OG0005572	XP_001650265.1	XP_008211314.1
OG0005573	XP_021696239.1	XP_031778561.1
OG0005574	XP_001653437.1	XP_001604682.1
OG0005575	XP_021702178.1	XP_001605444.2
OG0005576	XP_021707150.1	XP_001604024.1
OG0005577	XP_001654766.1	XP_031782591.1, XP_032453943.1
OG0005578	XP_021693055.1, XP_021693056.1	XP_008203034.2
OG0005579	XP_021693516.1	XP_016845399.1
OG0005580	XP_001661752.1	XP_008209251.1
OG0005582	XP_001656741.1, XP_021708496.1	XP_008207481.1
OG0005583	XP_001657871.2	XP_008203748.1
OG0005584	XP_021713159.1, XP_001658106.1	NP_001123267.2
OG0005585	XP_001655117.1	XP_001599719.2
OG0005586	XP_021694802.1, XP_021694801.1	XP_031787991.1
OG0005587	XP_001659986.2	XP_031779056.1
OG0005588	XP_021713186.1, XP_021713185.1	XP_008211506.1
OG0005589	XP_001651293.1	XP_001602191.2
OG0005590	XP_021706755.1	XP_031780792.1
OG0005591	XP_021695577.1	XP_003425386.1
OG0005594	XP_021693198.1	XP_016841686.2
OG0005595	XP_001658556.1	XP_016845504.1
OG0005596	XP_021696953.1, XP_001656116.1	XP_016845903.1, XP_001600065.1, XP_008210828.1
OG0005597	XP_001662422.2	NP_001180222.1, XP_031787484.1
OG0005598	XP_001652402.1	XP_001600642.1
OG0005599	XP_021713166.1, XP_021712070.1, XP_021712364.1	XP_008209079.1
OG0005600	XP_001661408.2	XP_001603951.2
OG0005601	XP_021694948.1	XP_031784677.1
OG0005602	XP_021694074.1	XP_016839864.1
OG0005603	XP_021692939.1	XP_008203528.1
OG0005604	XP_021697543.1	XP_008218102.1
OG0005605	XP_001661622.1	XP_008206802.1
OG0005606	XP_021699592.1, XP_021699583.1	XP_031777277.1
OG0005607	XP_021708900.1	XP_031785505.1, XP_031785504.1
OG0005608	XP_001658264.2	XP_031781811.1
OG0005609	XP_021696080.1	XP_001606089.1
OG0005610	XP_021696083.1	XP_031788495.1
OG0005611	XP_021706163.1	XP_031777516.1, NP_001177682.1
OG0005612	XP_001659705.2	XP_008207079.1
OG0005613	XP_001649210.1	XP_031785292.1
OG0005614	XP_021693091.1	XP_008211196.1
OG0005615	XP_021713162.1, XP_001658107.2, XP_021712560.1	XP_031786265.1
OG0005616	XP_021706703.1	XP_001601436.1
OG0005617	XP_021693314.1	XP_001605282.1
OG0005618	XP_021700091.1, XP_021700092.1	XP_008209410.1
OG0005619	XP_001656563.1	XP_001600288.1, XP_016838590.1, XP_032453277.1, XP_003424858.1
OG0005620	XP_001649256.2	XP_001604373.3
OG0005621	XP_021707763.1	XP_031781888.1
OG0005622	XP_021705109.1, XP_001651895.1	XP_001600738.2
OG0005623	XP_001650896.2	XP_008202715.1
OG0005624	XP_001654311.1	XP_032456807.1, XP_001607417.1
OG0005625	XP_021702622.1	XP_031778472.1
OG0005626	XP_021694519.1	XP_031787208.1
OG0005627	XP_021698114.1	XP_001604632.1
OG0005629	XP_001649208.2	XP_008211265.1
OG0005630	XP_021694041.1	XP_016840578.1
OG0005632	XP_021696132.1	XP_001606110.2, XP_031788447.1
OG0005633	XP_021706616.1	XP_031787615.1
OG0005634	XP_021704529.1	XP_008215661.2
OG0005635	XP_001656010.2	XP_008204823.2
OG0005637	XP_021713334.1	XP_031788660.1
OG0005638	XP_021697328.1, XP_021697327.1, XP_011493059.2, XP_001653719.2	XP_016839802.1, XP_003426056.1
OG0005639	XP_021710800.1	XP_031785984.1
OG0005640	XP_021695966.1	XP_031782554.1
OG0005641	XP_021712883.1, XP_021712880.1, XP_021712879.1, XP_021712882.1, XP_021712881.1, XP_001658094.2	XP_031786968.1
OG0005642	XP_021708469.1	XP_031785032.1
OG0005643	XP_021702637.1	XP_016844619.1
OG0005644	XP_001658977.2, XP_021708701.1, XP_001663362.1	XP_001602207.2
OG0005645	XP_001649398.2	XP_008217681.1
OG0005646	XP_021698438.1	XP_031780058.1
OG0005647	XP_001659861.2	XP_008203506.1
OG0005650	XP_001662902.1	XP_001603456.1
OG0005651	XP_001653377.1	XP_016838194.1, XP_016838195.1
OG0005652	XP_021694834.1, XP_021694835.1	XP_031781227.1
OG0005653	XP_021706793.1	XP_031778687.1
OG0005654	XP_021706270.1	XP_031786554.1
OG0005655	XP_021703045.1	XP_008213480.1
OG0005656	XP_001660834.1, XP_021704340.1	XP_031780914.1
OG0005657	XP_021707808.1, XP_021707809.1	XP_016840461.1
OG0005658	XP_021700085.1	XP_032454956.1
OG0005659	XP_021708544.1	XP_031787398.1
OG0005661	XP_001654405.1	XP_031786762.1
OG0005662	XP_021703538.1	XP_031788604.1
OG0005663	XP_001663412.1, XP_021712944.1	XP_001603451.1
OG0005664	XP_001656223.1	XP_031786259.1
OG0005665	XP_021703934.1	XP_031783368.1, XP_008206412.1
OG0005666	XP_021705904.1	XP_008207279.1, XP_003426698.1
OG0005667	XP_001654880.1	XP_016842423.1
OG0005668	XP_021703193.1	XP_008214821.1, XP_008214820.1
OG0005669	XP_021697834.1	XP_031779304.1
OG0005670	XP_021693210.1	XP_016841350.1
OG0005671	XP_001661219.1	XP_032456592.1
OG0005672	XP_011493097.1	XP_008209848.1
OG0005673	XP_001650875.1	XP_001601273.2
OG0005674	XP_021712744.1	XP_001603509.2
OG0005675	XP_021707022.1	NP_001130003.1
OG0005676	XP_021710890.1	XP_031785525.1
OG0005677	XP_001659262.2	XP_016842298.1
OG0005678	XP_021713415.1	XP_001601387.1
OG0005679	XP_021699347.1	XP_031780283.1
OG0005682	XP_021703270.1	XP_003427414.1
OG0005683	XP_021699209.1	XP_016837466.1
OG0005684	XP_021708011.1	XP_032454450.1, XP_001607205.1
OG0005685	XP_021698257.1	XP_031789558.1
OG0005686	XP_021702395.1	XP_031776807.1
OG0005687	XP_021708013.1	XP_008210897.2
OG0005688	XP_021706983.1	XP_008214638.1
OG0005689	XP_021704159.1	XP_016840221.2
OG0005690	XP_021710519.1	XP_031777386.1
OG0005691	XP_001664223.1	XP_008203497.1
OG0005692	XP_021698874.1	XP_016838258.1
OG0005693	XP_001659295.2	XP_001603929.1
OG0005695	XP_001648087.1	XP_003426526.2
OG0005696	XP_021709415.1	XP_031785253.1
OG0005697	XP_021700878.1	XP_001599646.2
OG0005698	XP_021697754.1	XP_008213592.1
OG0005699	XP_021711309.1	XP_031785824.1
OG0005700	XP_021693854.1, XP_021693870.1	XP_031781643.1
OG0005701	XP_021709128.1	XP_001608177.2
OG0005702	XP_021701030.1, XP_021701029.1	XP_031781450.1
OG0005704	XP_001653286.2	XP_031784339.1
OG0005705	XP_021711437.1	XP_031776630.1
OG0005706	XP_021710240.1	XP_001603858.2
OG0005707	XP_021707695.1	XP_031784632.1, XP_031784631.1, XP_008206624.2
OG0005708	XP_021693132.1	XP_008203085.1, XP_031777821.1
OG0005709	XP_001662634.2	XP_032455494.1
OG0005710	XP_021708830.1, XP_021711825.1	XP_001599882.1
OG0005711	XP_001650511.2	XP_016840869.1
OG0005712	XP_001660921.1	NP_001234897.1
OG0005713	XP_001656738.1	XP_001601038.1
OG0005714	XP_021699693.1	XP_032454635.1
OG0005715	XP_021702211.1	XP_031781719.1
OG0005716	XP_021707235.1	XP_031778199.1
OG0005717	XP_021708798.1	XP_008217674.1
OG0005718	XP_001661139.1	XP_031782485.1
OG0005719	XP_021695903.1, XP_021695904.1	XP_031782656.1
OG0005720	XP_001654451.1	XP_032455542.1
OG0005721	XP_001659247.1	XP_031785348.1
OG0005722	XP_021699580.1	XP_008208750.1
OG0005724	XP_001658297.1	XP_001604288.2, XP_008204901.1
OG0005725	XP_021708086.1	XP_008207690.1
OG0005726	XP_021710262.1, XP_021711907.1	XP_008213220.1
OG0005727	XP_021706187.1	XP_031776599.1
OG0005728	XP_001658963.1	XP_016843455.1
OG0005729	XP_021710239.1	XP_008203541.1
OG0005730	XP_001657231.1	XP_008216031.1
OG0005732	XP_001659130.2	XP_008205959.1
OG0005733	XP_001652387.1	XP_031786961.1
OG0005734	XP_001654071.1	XP_001604876.1
OG0005735	XP_021707136.1	XP_008202987.1
OG0005736	XP_021701842.1, XP_001658464.2	XP_001603701.2
OG0005737	XP_021709659.1	XP_008211726.2, XP_016845549.1
OG0005738	XP_021707684.1	XP_016844333.1
OG0005740	XP_001664113.2	XP_001604781.1
OG0005741	XP_001659131.2	XP_001603491.2
OG0005742	XP_021708526.1, XP_021708522.1	XP_031786035.1
OG0005743	XP_021694724.1	XP_008203606.1
OG0005744	XP_001652102.2	XP_001602638.1
OG0005745	XP_021708396.1, XP_001659006.2, XP_021711743.1, XP_021711744.1	XP_001606028.1
OG0005746	XP_001655140.1	XP_031784512.1
OG0005747	XP_001651608.1	XP_016840632.1
OG0005748	XP_021704788.1	XP_008211015.1
OG0005750	XP_001661373.2	NP_001123272.1
OG0005751	XP_021712079.1, XP_001653614.2	XP_001603572.1
OG0005752	XP_021701680.1	XP_031786818.1, XP_031786817.1
OG0005754	XP_001647695.2	XP_031777652.1
OG0005756	XP_001648276.2, XP_001648277.2	XP_001607063.1
OG0005757	XP_001648484.2	XP_016839735.1, XP_016839737.1, XP_008213746.1, XP_008213747.1, XP_001607327.1
OG0005759	XP_001649191.2, XP_021703003.1, XP_021703001.1	XP_031788830.1
OG0005760	XP_001649382.2	XP_001601329.1
OG0005761	XP_001651005.2	XP_001605248.1
OG0005762	XP_001651967.2	XP_008211554.1
OG0005763	XP_001652439.1	XP_008202459.1
OG0005764	XP_001652932.1	XP_001606146.2, XP_031778551.1
OG0005765	XP_001653029.1	XP_001607814.1
OG0005766	XP_001653462.1	XP_001607410.1
OG0005767	XP_001654174.2	XP_001607524.2
OG0005768	XP_001654308.1, XP_011493529.1	XP_001600741.1
OG0005769	XP_001654894.1	XP_031779104.1
OG0005770	XP_001655423.2	XP_031784514.1
OG0005772	XP_001655911.1	XP_031786226.1
OG0005773	XP_001655996.2	XP_001605855.2
OG0005774	XP_001656458.2	XP_001602420.1
OG0005775	XP_001656558.1	XP_016842483.1
OG0005776	XP_001656615.2	XP_003427151.1
OG0005778	XP_001658235.3	XP_001606458.1
OG0005779	XP_001658394.2	XP_001604937.1
OG0005780	XP_001658432.1	XP_001599571.4
OG0005781	XP_021712236.1, XP_001658596.1	XP_001607598.1
OG0005782	XP_001658869.1	XP_031788222.1
OG0005783	XP_001658967.2	XP_016839412.1
OG0005784	XP_001660021.2	XP_001606460.1
OG0005785	XP_001660512.1	XP_031778477.1
OG0005786	XP_001660806.2	XP_031778625.1
OG0005787	XP_001662150.1	XP_001600217.1, XP_008210836.1
OG0005789	XP_021693093.1	XP_008215627.1
OG0005790	XP_021693209.1, XP_021694927.1	XP_016839247.1
OG0005791	XP_021694939.1, XP_021694940.1	XP_031783665.1
OG0005792	XP_021694976.1	XP_008214118.1
OG0005793	XP_021695576.1	XP_001606024.1
OG0005794	XP_021696606.1	XP_008205694.1, XP_008205693.1
OG0005795	XP_021697337.1	XP_001601283.1, XP_032453392.1
OG0005796	XP_021698430.1, XP_021698432.1, XP_021698431.1, XP_021698433.1	XP_031787889.1
OG0005797	XP_021713257.1, XP_021698889.1	XP_031781464.1, NP_001136104.1, XP_031781566.1
OG0005798	XP_021700109.1	XP_001605961.1
OG0005799	XP_021700428.1	XP_003424497.1
OG0005800	XP_021700476.1	XP_032455849.1, XP_031785138.1, XP_016843564.1
OG0005801	XP_021701068.1	XP_031781665.1, XP_001604001.2
OG0005802	XP_021701217.1	XP_031781191.1
OG0005803	XP_021701525.1, XP_021709660.1	XP_031785276.1
OG0005806	XP_021703206.1	XP_016841364.1
OG0005807	XP_021703985.1	XP_003425669.1
OG0005808	XP_021704643.1	XP_003424072.1
OG0005809	XP_021704878.1, XP_021704880.1	XP_031783044.1, NP_001135439.1
OG0005810	XP_021705482.1	XP_001604173.1
OG0005811	XP_021705974.1	XP_008212394.1, NP_001155063.1
OG0005812	XP_021706292.1	XP_008206255.2
OG0005813	XP_021706702.1	XP_001604744.2, XP_008211854.1
OG0005815	XP_021710073.1	XP_001600691.2
OG0005816	XP_021710192.1	XP_031786351.1
OG0005817	XP_021713411.1	XP_031777256.2
OG0005845	XP_021701334.1	XP_031779764.1
OG0005846	XP_001651796.1	XP_001606859.1
OG0005847	XP_001649125.1	NP_001161446.1
OG0005848	XP_021709631.1	XP_031779782.1
OG0005849	XP_001655005.1	NP_001165823.1
OG0005850	XP_001648107.1, XP_001648108.1	XP_001602492.1
OG0005851	XP_001647834.1	XP_001605642.1
OG0005852	XP_001661827.1	XP_001599736.1
OG0005853	XP_021712413.1, XP_001648567.1	XP_001599093.1
OG0005854	XP_001663154.1, XP_021701844.1, XP_021701840.1	XP_001605481.1
OG0005855	XP_001660320.1	XP_031786604.1
OG0005856	XP_001655376.1	XP_008204779.1
OG0005857	XP_001659139.1	XP_016845866.1
OG0005858	XP_001655992.1	XP_001607540.3
OG0005859	XP_001655159.1	XP_032452593.1
OG0005860	XP_011493218.1	XP_001601062.1
OG0005861	XP_021703642.1	XP_031782846.1, NP_001135964.1
OG0005862	XP_021704087.1	XP_031779215.1
OG0005863	XP_021695920.1	XP_031786861.1
OG0005864	XP_001659904.1	XP_001606754.1
OG0005865	XP_001661551.2	NP_001167608.1, XP_031783048.1
OG0005866	XP_021703581.1, XP_021703582.1	XP_001605758.1
OG0005867	XP_021701161.1, XP_001650904.1	NP_001135804.1
OG0005869	XP_001651182.2	XP_001603318.1
OG0005870	XP_001658185.1	XP_001602456.1
OG0005871	XP_001653151.2	XP_001607952.1
OG0005872	XP_001648064.1	XP_001602733.2
OG0005873	XP_001656828.1	XP_008202898.1
OG0005875	XP_001657213.1	XP_031785791.1
OG0005876	XP_001656000.1	XP_001599248.1
OG0005878	XP_021710242.1	XP_008210586.1
OG0005879	XP_001656310.2	XP_001605485.1
OG0005880	XP_001650442.1	XP_008213869.1
OG0005881	XP_001652542.1, XP_001658052.2	XP_001606297.1
OG0005882	XP_021712825.1, XP_001657476.1	XP_031783876.1
OG0005883	XP_001658323.1	XP_001600138.1
OG0005884	XP_001656814.2	XP_001606134.1
OG0005885	XP_021706593.1	XP_001607665.1, XP_032454066.1
OG0005886	XP_001650844.2	XP_003423949.1
OG0005887	XP_001658790.2	XP_001607491.1
OG0005888	XP_001648060.1	XP_031785087.1
OG0005889	XP_001656504.1	XP_001605533.1
OG0005890	XP_021697115.1	XP_031780142.1
OG0005891	XP_001650980.2	XP_001603921.1
OG0005892	XP_001663129.1	XP_001607270.1
OG0005893	XP_001650506.1	XP_001605432.1
OG0005894	XP_001658389.1	XP_001602177.1
OG0005895	XP_001654974.1	XP_001600566.1
OG0005896	XP_001652273.1	XP_001599128.1, XP_032454323.1
OG0005897	XP_001662944.2	XP_001607072.1
OG0005898	XP_001662341.2	XP_016837951.1
OG0005899	XP_021706104.1, XP_001655818.2	XP_001607310.2
OG0005900	XP_001653076.1	XP_003424081.1
OG0005901	XP_001656446.1	XP_031788387.1
OG0005902	XP_001655849.1	XP_001600029.1
OG0005903	XP_001654091.1	XP_001607854.1
OG0005904	XP_001654851.1	XP_001607333.2
OG0005905	XP_001662201.1	XP_001600201.1
OG0005906	XP_001657133.1	XP_001607973.1
OG0005907	XP_001652167.1	XP_001604863.1
OG0005908	XP_021702147.1	XP_001608154.1
OG0005909	XP_021702823.1	NP_001153326.1
OG0005910	XP_021701319.1	XP_008202085.1
OG0005911	XP_021702328.1	XP_016845464.1
OG0005912	XP_001652052.1	XP_001602438.1
OG0005913	XP_001654707.1	XP_008205256.1
OG0005915	XP_001659682.2	XP_031776694.1
OG0005916	XP_021712109.1, XP_001649019.1	XP_008205142.1
OG0005917	XP_001658907.1	XP_001604135.1
OG0005918	XP_001653814.1	XP_001604565.1
OG0005919	XP_001655512.2	XP_001607595.1
OG0005920	XP_001655146.1	XP_008208376.1
OG0005921	XP_021707753.1	XP_008207471.1
OG0005922	XP_001663929.2	NP_001165782.1
OG0005923	XP_001663469.1	XP_001608266.1
OG0005924	XP_001663087.2	XP_001605931.1
OG0005925	XP_001652288.1, XP_021712654.1	XP_001607951.2
OG0005927	XP_001650598.2	XP_001608295.1
OG0005928	XP_001658413.1	XP_001607770.1
OG0005929	XP_001664192.2	XP_001605922.1
OG0005930	XP_001657637.2	XP_001603347.1
OG0005931	XP_001655305.2	XP_016839346.1
OG0005932	XP_001658955.1	NP_001135857.1, XP_031789338.1
OG0005933	XP_001655787.1	XP_001605162.1
OG0005935	XP_021693196.1	XP_001605065.2
OG0005936	XP_001650607.1	XP_032455243.1, XP_032455244.1, XP_003426427.1
OG0005937	XP_021705245.1	XP_003426692.1
OG0005938	XP_001650252.1	XP_031777174.1
OG0005939	XP_001648368.1	XP_001607805.1
OG0005940	XP_001658877.1	XP_031783750.1
OG0005941	XP_001651592.1	XP_001604394.2
OG0005942	XP_001658980.2	XP_016836845.1
OG0005943	XP_001656556.3	XP_008202401.3
OG0005944	XP_001657418.1, XP_021711980.1	XP_001603335.1
OG0005945	XP_021702014.1	XP_016837194.1
OG0005946	XP_021706173.1	XP_008215617.1
