Orthogroup	Aedes_aegypti	Megachile_rotundata
OG0005075	XP_001663971.1	XP_003705814.1
OG0005076	XP_021709701.1	XP_012145398.1
OG0005077	XP_001661299.1, XP_021695560.1	XP_003705831.1
OG0005078	XP_021701416.1	XP_012147151.1
OG0005079	XP_001652323.1	XP_012148457.1
OG0005080	XP_001654595.2	XP_003705572.1
OG0005081	XP_001653246.2	XP_003707762.1
OG0005082	XP_001653165.1	XP_003706339.1
OG0005083	XP_021708031.1	XP_003699625.1
OG0005084	XP_001649973.1	XP_003699839.1
OG0005085	XP_001648384.2	XP_003702160.1
OG0005086	XP_021693308.1	XP_012138080.1
OG0005087	XP_001650441.1	XP_003700022.1
OG0005088	XP_021708917.1, XP_001651508.2	XP_003705451.1
OG0005090	XP_001656001.1	XP_003700491.1
OG0005091	XP_001652936.2	XP_003702748.1
OG0005092	XP_001651996.1	XP_003705959.1
OG0005093	XP_001660948.1	XP_012152369.1
OG0005094	XP_001649758.1	XP_003702145.1
OG0005095	XP_001659030.1	XP_003702044.1
OG0005097	XP_021701066.1	XP_003704267.1
OG0005098	XP_001660630.2	XP_003708317.1
OG0005099	XP_001657016.1	XP_003701868.1
OG0005100	XP_001656123.2	XP_003700898.1
OG0005101	XP_021701464.1	XP_003705696.1
OG0005102	XP_001654008.2	XP_003701069.2
OG0005103	XP_001651451.1	XP_003703499.1, XP_012141307.1
OG0005104	XP_001657823.1	XP_003700780.1
OG0005105	XP_001650420.1	XP_012147413.1
OG0005106	XP_001659261.1	XP_003700453.1
OG0005107	XP_001649768.1	XP_003703797.1
OG0005108	XP_021696269.1	XP_003702730.1
OG0005109	XP_001663109.2	XP_003706237.1
OG0005110	XP_001650228.1	XP_012141794.1
OG0005111	XP_001653087.2	XP_012151968.1
OG0005112	XP_001655596.2	XP_012147796.1
OG0005113	XP_001650600.1	XP_012147428.1, XP_003706221.1
OG0005114	XP_001662541.1	XP_003700769.1
OG0005115	XP_001659028.2	XP_003700519.1
OG0005116	XP_001658304.1	XP_003701090.1
OG0005117	XP_001660373.2, XP_021702417.1	XP_003708106.1
OG0005120	XP_001654255.1	XP_012134814.1
OG0005121	XP_001657986.2	XP_003703928.1
OG0005122	XP_001651458.1, XP_021712037.1	XP_003699614.1
OG0005123	XP_001651487.2	XP_003706722.1
OG0005124	XP_001648896.1	XP_003708145.1, XP_012152212.1
OG0005125	XP_001654329.2	XP_003700697.1
OG0005126	XP_001657693.2, XP_021712610.1	XP_012144941.1
OG0005127	XP_021705972.1	XP_003705427.1
OG0005128	XP_001655397.1	XP_003707225.2
OG0005129	XP_021696430.1, XP_021712544.1	XP_003703939.1
OG0005130	XP_021699343.1	XP_003706689.1
OG0005131	XP_021713327.1	XP_012143904.1
OG0005132	XP_001655936.1	XP_012152683.1
OG0005133	XP_021705790.1	XP_012137385.1, XP_012137382.1
OG0005134	XP_001656499.1	XP_012135745.1
OG0005135	XP_021693130.1, XP_001650848.1	XP_012149233.1, XP_012149232.1
OG0005137	XP_001656072.1	XP_012143264.1
OG0005138	XP_001657683.2	XP_003700027.1
OG0005139	XP_001659843.2	XP_012151848.1
OG0005140	XP_001653163.2	XP_003705735.1
OG0005141	XP_021693568.1	XP_012137170.1
OG0005142	XP_001649578.2, XP_021712556.1	XP_012141098.1
OG0005143	XP_001657532.1	XP_003706404.1
OG0005145	XP_001661533.1	XP_003704135.1
OG0005146	XP_021701383.1	XP_003699221.1
OG0005147	XP_021711352.1, XP_001654775.2	XP_012148378.1
OG0005148	XP_001662449.2	XP_003700711.1
OG0005149	XP_021696839.1, XP_021696838.1	XP_003707514.1
OG0005150	XP_021695571.1	XP_012150545.1
OG0005151	XP_001658241.2	XP_003704975.1
OG0005152	XP_021707776.1, XP_021707765.1	XP_003702414.2
OG0005153	XP_001664189.2	XP_003702559.1
OG0005154	XP_001662445.1	XP_012154505.1
OG0005155	XP_001659108.1	XP_003699797.1
OG0005156	XP_001658795.2	XP_003702073.1
OG0005157	XP_001650993.1	XP_003701651.1
OG0005158	XP_001661438.1	XP_012140997.1
OG0005159	XP_021701663.1	XP_012151821.1
OG0005160	XP_001660595.1	XP_003702713.1
OG0005161	XP_021710661.1, XP_021711848.1	XP_012135893.1
OG0005162	XP_021698953.1	XP_003704308.1
OG0005163	XP_021699994.1	XP_012140784.1
OG0005164	XP_021700854.1	XP_003707528.1
OG0005166	XP_001654367.2	XP_012144376.1
OG0005167	XP_001655975.1	XP_012137298.1
OG0005168	XP_021694153.1	XP_012153632.1
OG0005169	XP_001656443.1	XP_003707240.1
OG0005170	XP_001664017.2, XP_021707850.1, XP_021707861.1, XP_021707869.1	XP_003700639.1
OG0005171	XP_001650497.2	XP_003702501.1
OG0005172	XP_001653333.1	XP_012142814.1
OG0005173	XP_001650531.2	XP_003706810.1
OG0005174	XP_021695600.1	XP_012145156.1
OG0005175	XP_021697677.1	XP_012139691.1
OG0005176	XP_001660755.1	XP_003705882.1
OG0005177	XP_021707734.1	XP_012147371.1
OG0005178	XP_001654565.1	XP_003699667.2
OG0005179	XP_001662231.1	XP_012134629.1
OG0005180	XP_021711078.1	XP_012146608.1
OG0005181	XP_021698206.1	XP_012144893.1
OG0005182	XP_001651006.2	XP_012150950.1
OG0005183	XP_021707313.1	XP_003699639.1, XP_012141973.1
OG0005184	XP_001652918.2	XP_003701477.1
OG0005185	XP_021693415.1	XP_012140667.1, XP_003699648.1
OG0005186	XP_021697658.1, XP_021697657.1	XP_003699715.1
OG0005187	XP_001655318.1	XP_012145177.1, XP_012145176.1, XP_003705244.1
OG0005188	XP_021695335.1	XP_003699417.1
OG0005189	XP_001660442.2	XP_003701147.1
OG0005190	XP_001649283.2	XP_012144912.1
OG0005191	XP_021711079.1	XP_003700675.1
OG0005192	XP_001663916.1	XP_003700644.1
OG0005193	XP_001663262.1	XP_003707442.2
OG0005194	XP_001658796.1	XP_012138053.1
OG0005195	XP_021700011.1	XP_012140759.1
OG0005196	XP_021710267.1	XP_012142443.1
OG0005197	XP_021701531.1	XP_012148921.1, XP_012148919.1
OG0005198	XP_021703231.1	XP_003707527.1
OG0005199	XP_001655220.2	XP_003703368.1
OG0005200	XP_021710496.1	XP_012144826.1
OG0005201	XP_021709599.1	XP_003700967.2
OG0005202	XP_021696469.1	XP_003706925.1
OG0005203	XP_001653000.2	XP_003703486.1
OG0005204	XP_001649755.1	XP_012140016.1
OG0005205	XP_001658269.2	XP_003703927.1
OG0005206	XP_021701616.1	XP_003707949.1
OG0005207	XP_001648448.1	XP_003704529.1
OG0005208	XP_021712454.1, XP_001660105.2	XP_003703035.1
OG0005209	XP_001662347.2	XP_003704464.2
OG0005210	XP_021704702.1	XP_003705960.1
OG0005211	XP_021707466.1	XP_003706223.1
OG0005212	XP_021697681.1	XP_003706858.1
OG0005213	XP_021706985.1	XP_003699912.1
OG0005214	XP_021699699.1	XP_012138748.1
OG0005215	XP_021712930.1, XP_021700779.1	XP_012135810.1
OG0005216	XP_021711788.1, XP_001659940.1	XP_003706786.1
OG0005217	XP_001652976.1	XP_003706105.1
OG0005218	XP_001660280.2	XP_012146401.1
OG0005219	XP_021707578.1	XP_003707112.1
OG0005220	XP_001658311.1	XP_012135011.1
OG0005221	XP_001660161.1	XP_012142068.1
OG0005222	XP_021694208.1	XP_012154279.1
OG0005223	XP_021703866.1	XP_003706763.1
OG0005224	XP_021702935.1, XP_021702927.1	XP_003700294.1
OG0005225	XP_021700809.1, XP_021700810.1, XP_001654146.2	XP_012149177.1
OG0005226	XP_021693436.1, XP_001654529.1	XP_012150859.1
OG0005227	XP_021709495.1	XP_012150308.1
OG0005228	XP_001652191.1	XP_012146553.1
OG0005229	XP_001662288.2	XP_012151596.1
OG0005230	XP_001653969.1	XP_003702864.1
OG0005231	XP_021709335.1	XP_003700494.1
OG0005232	XP_001658314.1	XP_003707470.1
OG0005233	XP_001651320.2	XP_012153869.1
OG0005234	XP_021710079.1, XP_021710080.1, XP_001652238.2	XP_003699948.1
OG0005235	XP_021709572.1	XP_003705364.1
OG0005236	XP_001661381.1	XP_003702765.1
OG0005237	XP_021694151.1	XP_012145203.1
OG0005238	XP_021706691.1, XP_021706692.1	XP_012136624.1
OG0005239	XP_001652133.2	XP_003705410.2
OG0005240	XP_021698989.1	XP_012144217.1
OG0005241	XP_001657114.1	XP_012135571.1, XP_012135562.1
OG0005242	XP_021701664.1	XP_003700428.1
OG0005243	XP_001653622.2	XP_003707902.1
OG0005244	XP_001662577.2	XP_003707247.1
OG0005245	XP_001652785.1	XP_003704639.1
OG0005246	XP_001652658.1	XP_003705172.1
OG0005247	XP_021713123.1, XP_021713129.1, XP_001656273.2	XP_012152383.1
OG0005248	XP_001659411.1	XP_012146012.1
OG0005249	XP_001650398.1	XP_003701937.1
OG0005250	XP_021706399.1	XP_012138669.1
OG0005251	XP_021700450.1	XP_003706131.1
OG0005252	XP_001653009.1	XP_003705074.1
OG0005253	XP_001651772.1	XP_003702845.1
OG0005254	XP_021698308.1	XP_003707880.1
OG0005255	XP_011493308.1	XP_003706208.1
OG0005256	XP_021700653.1	XP_003705328.1
OG0005257	XP_001659794.1	XP_012143767.1
OG0005258	XP_001660375.1	XP_003707238.1
OG0005259	XP_021705692.1	XP_012141501.1
OG0005260	XP_021708014.1, XP_001661233.1	XP_012148888.1
OG0005261	XP_001648068.1	XP_012145283.1
OG0005262	XP_001653102.2	XP_003701650.1
OG0005263	XP_001659442.2	XP_003701535.1
OG0005264	XP_001652200.1	XP_012135264.1
OG0005265	XP_001648668.1	XP_003708005.2
OG0005266	XP_021709437.1, XP_001648316.1	XP_003703767.1
OG0005267	XP_001648447.1	XP_003701967.1
OG0005268	XP_001655160.1	XP_003699396.1
OG0005269	XP_011493653.2	XP_003706514.2
OG0005270	XP_001663732.1	XP_012136241.1
OG0005271	XP_001656963.1	XP_003703724.1
OG0005272	XP_021708225.1, XP_021712249.1	XP_012150056.1
OG0005273	XP_001658431.1	XP_003708547.2
OG0005274	XP_001658467.1	XP_012139417.1, XP_012139418.1
OG0005275	XP_001654239.2	XP_003702498.1
OG0005276	XP_001662961.1, XP_001653263.1	XP_003699373.1
OG0005277	XP_021697243.1, XP_021697244.1	XP_012140936.1
OG0005278	XP_001662458.2	XP_012140879.1
OG0005279	XP_001657918.2	XP_012151446.1
OG0005280	XP_021710322.1, XP_021710321.1	XP_003706795.1
OG0005282	XP_021710720.1	XP_003704146.2
OG0005283	XP_021709054.1	XP_012145622.1
OG0005284	XP_021698910.1	XP_012135927.1, XP_012135926.1
OG0005285	XP_001655331.2	XP_003706640.1
OG0005286	XP_021699709.1	XP_003703507.1
OG0005287	XP_021699897.1	XP_003704607.1
OG0005290	XP_021705328.1	XP_012134776.1
OG0005291	XP_021706597.1	XP_003699973.2, XP_012147991.1
OG0005292	XP_021710941.1, XP_021711862.1	XP_012147715.1
OG0005294	XP_021702789.1	XP_003707792.1
OG0005295	XP_001653120.1	XP_003699711.1
OG0005296	XP_021693697.1, XP_021695258.1, XP_021698967.1	XP_003707676.1
OG0005297	XP_001661753.2	XP_003703591.1
OG0005299	XP_001650136.1	XP_003706013.1
OG0005300	XP_001660152.2	XP_012154360.1
OG0005301	XP_021698668.1	XP_003699781.1
OG0005303	XP_021708355.1	XP_012145486.1
OG0005304	XP_021710372.1, XP_021710373.1, XP_001660597.1	XP_003706812.1
OG0005305	XP_001660393.2	XP_003700450.1
OG0005306	XP_021693722.1	XP_012145055.1
OG0005307	XP_001649747.1, XP_021695272.1	XP_003699287.2
OG0005308	XP_001656822.2	XP_003707797.1
OG0005309	XP_001659326.1	XP_003699350.1
OG0005310	XP_001663803.2, XP_001663802.2	XP_012136350.1
OG0005311	XP_021710757.1, XP_001662010.2	XP_003702009.2
OG0005312	XP_001651492.1	XP_003699958.1
OG0005313	XP_001653243.2	XP_003707817.1
OG0005314	XP_021706269.1, XP_021711960.1	XP_012152799.1
OG0005315	XP_001652518.2	XP_012154386.1
OG0005316	XP_001661022.2	XP_012141497.1, XP_003703707.1
OG0005317	XP_001652198.1	XP_003705805.1
OG0005318	XP_001660681.1, XP_021710069.1	XP_012140203.1, XP_012140202.1
OG0005319	XP_001649762.2	XP_003704420.2
OG0005321	XP_001653735.2	XP_003699260.1
OG0005322	XP_001649737.1	XP_012134980.1
OG0005323	XP_021694029.1	XP_003707460.2, XP_012150306.1
OG0005324	XP_001654452.1	XP_003700496.1
OG0005325	XP_001652155.2	XP_003705017.1
OG0005326	XP_021700512.1, XP_021700511.1	XP_012134984.1
OG0005328	XP_001650108.2	XP_003702057.1
OG0005329	XP_001652700.1	XP_003704848.1
OG0005330	XP_021699535.1, XP_021699532.1	XP_012149883.1
OG0005331	XP_021712797.1, XP_021700693.1	XP_012147839.1
OG0005332	XP_021703989.1	XP_012136989.1
OG0005333	XP_001655297.2, XP_021712271.1	XP_003701538.1
OG0005334	XP_021700483.1, XP_001658591.1	XP_012148187.1
OG0005335	XP_021709936.1, XP_021709937.1, XP_021709938.1	XP_012150990.1
OG0005336	XP_001655998.2, XP_001655997.2	XP_003706882.1
OG0005337	XP_001650959.1	XP_003703483.1
OG0005338	XP_001648220.1	XP_003708296.1
OG0005339	XP_001648356.2	XP_003699323.1
OG0005340	XP_021701961.1	XP_012151131.1
OG0005341	XP_021699366.1	XP_003703769.1
OG0005342	XP_001660468.2	XP_003706940.1
OG0005343	XP_021712828.1, XP_001657473.1	XP_003706194.1
OG0005344	XP_021708632.1	XP_012137229.1
OG0005345	XP_001648002.2	XP_012143998.1, XP_012143999.1
OG0005346	XP_021696429.1	XP_003700190.1
OG0005347	XP_001656224.1	XP_003705509.1
OG0005348	XP_001663093.2	XP_003708050.1
OG0005349	XP_021696086.1	XP_003700593.2, XP_012149078.1
OG0005350	XP_021698689.1, XP_021698688.1, XP_021698690.1	XP_012139652.1
OG0005351	XP_001651617.2	XP_003706381.1
OG0005352	XP_001660803.2	XP_012153864.1
OG0005353	XP_001662715.2	XP_003702653.2
OG0005354	XP_021703192.1	XP_012154249.1
OG0005355	XP_021709653.1	XP_012144641.1
OG0005356	XP_001650403.1	XP_003707702.2
OG0005357	XP_001647993.2	XP_012153502.1
OG0005358	XP_021698423.1	XP_012151836.1
OG0005359	XP_001649112.1	XP_012136289.1
OG0005360	XP_001659495.1	XP_003705019.1
OG0005361	XP_001648946.1	XP_003699310.1
OG0005362	XP_021694477.1, XP_021706153.1	XP_012138446.1
OG0005363	XP_021704554.1	XP_003706725.1
OG0005364	XP_001664173.2	XP_012139143.1
OG0005365	XP_001648424.1	XP_012139342.1
OG0005366	XP_021710973.1	XP_003708597.2
OG0005367	XP_021712860.1, XP_021697113.1, XP_021711789.1	XP_012135249.1
OG0005369	XP_021713031.1	XP_003705589.1
OG0005372	XP_001655027.1	XP_003701375.1
OG0005373	XP_001652722.1	XP_003705564.1
OG0005374	XP_001663973.1	XP_003703033.1
OG0005375	XP_021697300.1	XP_003704618.1
OG0005376	XP_001650225.1	XP_012143851.1
OG0005377	XP_021705470.1, XP_001652843.1	XP_003704568.1
OG0005378	XP_001658595.1	XP_012139434.1
OG0005379	XP_021701564.1	XP_003706392.1
OG0005380	XP_001663396.2	XP_003700549.1
OG0005381	XP_021698252.1	XP_003701897.2
OG0005382	XP_021704299.1	XP_012147207.1
OG0005383	XP_001649990.2	XP_003704970.1
OG0005384	XP_001649550.1, XP_001649551.1	XP_003702820.1
OG0005385	XP_001659673.1, XP_021700756.1, XP_021700757.1	XP_012142145.1
OG0005386	XP_001654683.1	XP_012143730.1
OG0005387	XP_021705363.1, XP_001663258.1	XP_003700827.1
OG0005388	XP_021702082.1	XP_003705309.1
OG0005389	XP_001656213.1	XP_012154507.1, XP_003700611.1, XP_012154506.1
OG0005390	XP_021698906.1, XP_021698907.1	XP_012139948.1
OG0005392	XP_001652256.1	XP_003708627.2
OG0005393	XP_001648155.1	XP_003708516.2
OG0005394	XP_001660170.1	XP_003707027.1
OG0005395	XP_001662427.1	XP_003707423.1
OG0005396	XP_001647606.2	XP_003703493.1
OG0005397	XP_021697850.1	XP_012137947.1
OG0005398	XP_001649367.2	XP_003706635.1
OG0005399	XP_001650527.1	XP_003706828.1
OG0005400	XP_021708752.1	XP_003701433.1
OG0005401	XP_021699844.1	XP_012142933.1
OG0005402	XP_001660515.1	XP_003708618.1
OG0005403	XP_021695011.1	XP_003699385.1
OG0005404	XP_021704708.1	XP_012148681.1
OG0005405	XP_001652098.2	XP_012141802.1
OG0005406	XP_001658312.1	XP_012143484.1
OG0005407	XP_021695107.1, XP_001653306.1, XP_021705515.1	XP_003701788.1
OG0005408	XP_001662654.2	XP_003703868.1
OG0005409	XP_001654982.2	XP_003699447.1
OG0005410	XP_001654043.1	XP_003700458.1
OG0005411	XP_001656912.2	XP_003701715.1
OG0005412	XP_001654152.1	XP_003702224.1
OG0005413	XP_001653630.1	XP_012144330.1
OG0005414	XP_001664143.2	XP_003702519.1
OG0005415	XP_001658423.1	XP_003700165.1
OG0005416	XP_001650059.1	XP_012154142.1
OG0005417	XP_001654902.2	XP_003702463.1
OG0005420	XP_001650135.1	XP_003701700.1
OG0005421	XP_001655791.1	XP_003704772.1
OG0005422	XP_021710466.1, XP_021712643.1, XP_021712644.1	XP_012153116.1
OG0005423	XP_001661885.1, XP_021706749.1	XP_003704771.1
OG0005424	XP_001650718.1	XP_003700863.1
OG0005425	XP_021708955.1	XP_012146094.1
OG0005426	XP_001654142.1	XP_003704940.2
OG0005427	XP_021707416.1, XP_021707417.1	XP_003707232.1
OG0005428	XP_001657714.1	XP_003700687.1
OG0005429	XP_021705712.1, XP_001660603.1	XP_012135151.1
OG0005430	XP_021698549.1	XP_003701901.1
OG0005431	XP_001663234.1	XP_003699189.2, XP_012135565.1
OG0005432	XP_001656091.1	XP_003706211.1
OG0005433	XP_021700084.1	XP_003702276.1, XP_003702279.1
OG0005434	XP_001663070.2	XP_012149715.1
OG0005435	XP_001651399.1	XP_003703744.1
OG0005436	XP_001649728.1	XP_003702062.1
OG0005437	XP_001655809.1	XP_003707783.1
OG0005438	XP_021697832.1	XP_012149904.1
OG0005439	XP_021697211.1	XP_003706267.2
OG0005440	XP_021711214.1, XP_021712757.1	XP_003706727.1
OG0005441	XP_021703929.1	XP_003700108.1
OG0005442	XP_001657984.1, XP_021694945.1, XP_021694944.1	XP_003706824.1
OG0005443	XP_021704124.1, XP_021704122.1, XP_021704123.1	XP_012138667.1
OG0005444	XP_001657748.2	XP_003701110.1
OG0005446	XP_001662997.2	XP_003704875.1, XP_012144132.1
OG0005447	XP_021709566.1	XP_012136081.1
OG0005448	XP_021693302.1	XP_012145614.1
OG0005449	XP_021696842.1	XP_003699255.1
OG0005450	XP_001654557.1	XP_003705772.2
OG0005451	XP_001651750.1	XP_012140645.1
OG0005452	XP_001652300.1	XP_012149348.1
OG0005453	XP_001658169.1, XP_021701321.1	XP_003702438.1
OG0005454	XP_021693546.1	XP_012153626.1
OG0005455	XP_021708051.1	XP_012145015.1
OG0005456	XP_021698123.1, XP_021698124.1	XP_012134771.1
OG0005458	XP_021693909.1	XP_012146243.1
OG0005459	XP_001657376.2	XP_003704040.1
OG0005460	XP_021704309.1	XP_003702427.1
OG0005461	XP_001656017.2	XP_012153651.1
OG0005463	XP_021705356.1	XP_012140497.1
OG0005465	XP_021704072.1	XP_003706205.1
OG0005466	XP_021699794.1	XP_012153182.1
OG0005467	XP_001652254.1	XP_012141732.1
OG0005469	XP_021712013.1, XP_001655670.2	XP_012147588.1
OG0005471	XP_021698454.1	XP_003700268.1
OG0005472	XP_001663352.2	XP_003708026.1
OG0005473	XP_021696198.1, XP_021696205.1, XP_021696206.1	XP_012140809.1
OG0005474	XP_001652713.1, XP_021700161.1	XP_012139689.1
OG0005475	XP_001661572.1	XP_003699979.1
OG0005477	XP_001655828.1	XP_012147642.1, XP_012147641.1
OG0005478	XP_021697146.1	XP_012149238.1
OG0005479	XP_021693373.1, XP_021693372.1	XP_012140636.1
OG0005480	XP_021709310.1	XP_012146584.1
OG0005481	XP_021698709.1	XP_012143024.1
OG0005482	XP_021697002.1	XP_012146077.1
OG0005483	XP_021694833.1	XP_003703915.1
OG0005484	XP_001650927.1	XP_012152269.1
OG0005485	XP_001652026.2	XP_003705813.1
OG0005486	XP_001662467.1	XP_003705191.1
OG0005487	XP_001656474.1, XP_021693559.1, XP_021693560.1	XP_012151060.1
OG0005488	XP_021705879.1, XP_021710756.1, XP_021710755.1	XP_012135270.1
OG0005489	XP_021697200.1	XP_012140996.1
OG0005490	XP_001653419.1	XP_003702102.1
OG0005491	XP_021699571.1	XP_012144733.1
OG0005492	XP_001650458.2	XP_012138828.1
OG0005493	XP_021694078.1	XP_003706853.1
OG0005494	XP_021694452.1	XP_003705291.1
OG0005495	XP_001656102.1	XP_003699494.1
OG0005496	XP_021698870.1	XP_012141868.1
OG0005497	XP_021695193.1	XP_012139641.1
OG0005498	XP_021699292.1	XP_003702404.1
OG0005499	XP_021708872.1	XP_012146609.1
OG0005500	XP_001654503.1	XP_012142969.1
OG0005501	XP_001663047.1	XP_003707911.1
OG0005502	XP_001660807.2	XP_003707053.1
OG0005503	XP_001663597.2	XP_012145816.1
OG0005505	XP_021694224.1	XP_012144141.1
OG0005506	XP_021708740.1	XP_003701713.1
OG0005507	XP_001653646.2	XP_003702099.1
OG0005508	XP_021713207.1	XP_003701261.1
OG0005509	XP_021712890.1, XP_021694556.1, XP_021712393.1	XP_003703971.1
OG0005510	XP_021708967.1	XP_003706539.1
OG0005511	XP_001655640.2	XP_003705753.1
OG0005512	XP_021703888.1	XP_012151204.1
OG0005513	XP_021704787.1, XP_001648238.1	XP_012149444.1
OG0005514	XP_001653390.1	XP_012151509.1
OG0005515	XP_021697652.1	XP_003708485.1
OG0005517	XP_021701205.1, XP_021701201.1	XP_003707301.1
OG0005519	XP_001651131.1	XP_003701642.1
OG0005521	XP_001661330.2	XP_003705431.1
OG0005522	XP_021696446.1	XP_003703919.1
OG0005523	XP_001656323.1	XP_003705774.1
OG0005524	XP_021707075.1	XP_003706236.1
OG0005525	XP_011493344.1	XP_003705536.1
OG0005526	XP_001658295.1, XP_021712378.1	XP_012144265.1
OG0005527	XP_021712011.1, XP_001653056.1	XP_012147369.1
OG0005528	XP_021696331.1	XP_003704043.1
OG0005529	XP_021695374.1	XP_003707036.1
OG0005530	XP_021701707.1	XP_003706353.1
OG0005531	XP_021708756.1	XP_012146768.1
OG0005532	XP_001655507.2	XP_012139817.1, XP_012139886.1
OG0005533	XP_021709067.1	XP_012138304.1, XP_012138306.1
OG0005534	XP_021700855.1	XP_003708064.1
OG0005535	XP_001663521.2	XP_012153822.1
OG0005537	XP_001659252.2	XP_012145809.1
OG0005538	XP_021707195.1, XP_021707190.1	XP_012148942.1
OG0005539	XP_021696795.1	XP_003707333.2
OG0005540	XP_001662857.2	XP_012152511.1
OG0005541	XP_021697242.1	XP_003708275.2, XP_012143328.1
OG0005542	XP_021706975.1, XP_021711738.1	XP_003703455.2
OG0005543	XP_001661807.2	XP_003701730.2
OG0005544	XP_021712799.1, XP_021712999.1	XP_003701809.2
OG0005545	XP_001660554.2	XP_003700765.1, XP_012134931.1
OG0005546	XP_021694910.1	XP_003704431.2
OG0005547	XP_001657836.1	XP_003706649.1
OG0005548	XP_021702943.1	XP_012152255.1
OG0005549	XP_021695717.1	XP_003704627.2
OG0005550	XP_021710070.1	XP_003699245.1
OG0005551	XP_021704985.1	XP_003703380.1
OG0005552	XP_021708963.1	XP_003705420.1
OG0005553	XP_021693037.1	XP_012139117.1
OG0005554	XP_001659381.2, XP_021699652.1	XP_003701786.1
OG0005555	XP_001655775.1, XP_021706181.1	XP_003704670.1
OG0005556	XP_001654438.2	XP_012151496.1
OG0005557	XP_021712745.1, XP_021705420.1	XP_012143577.1
OG0005558	XP_021694994.1	XP_003699620.1
OG0005559	XP_021711790.1, XP_001661758.1	XP_012135739.1
OG0005560	XP_001658249.2	XP_012142898.1
OG0005561	XP_021700330.1	XP_003701040.1
OG0005562	XP_021709331.1	XP_003700676.1
OG0005563	XP_001652194.1	XP_012148373.1
OG0005564	XP_021706226.1, XP_021706227.1	XP_003699582.2
OG0005565	XP_011493493.2	XP_003704650.1
OG0005566	XP_021699477.1, XP_021699482.1	XP_012140546.1
OG0005567	XP_001661879.1, XP_021707888.1, XP_021707889.1	XP_003702070.1
OG0005568	XP_021697769.1	XP_003702697.1
OG0005569	XP_021697607.1	XP_012142170.1
OG0005570	XP_001650026.1	XP_012145492.1
OG0005571	XP_021698054.1	XP_012144659.1
OG0005572	XP_001650265.1	XP_012150645.1
OG0005573	XP_021696239.1	XP_012138054.1
OG0005574	XP_001653437.1	XP_012141553.1
OG0005575	XP_021702178.1	XP_012141350.1
OG0005576	XP_021707150.1	XP_012148156.1
OG0005577	XP_001654766.1	XP_012145146.1
OG0005578	XP_021693055.1, XP_021693056.1	XP_012145281.1
OG0005579	XP_021693516.1	XP_012136297.1
OG0005580	XP_001661752.1	XP_003708534.1
OG0005581	XP_021704245.1	XP_012136642.1
OG0005582	XP_001656741.1, XP_021708496.1	XP_003699607.1
OG0005583	XP_001657871.2	XP_012149568.1, XP_003707111.1
OG0005584	XP_021713159.1, XP_001658106.1	XP_012152858.1
OG0005585	XP_001655117.1	XP_003700238.1
OG0005586	XP_021694802.1, XP_021694801.1	XP_012142215.1
OG0005587	XP_001659986.2	XP_012142187.1
OG0005588	XP_021713186.1, XP_021713185.1	XP_012153953.1
OG0005589	XP_001651293.1	XP_003704016.1
OG0005590	XP_021706755.1	XP_003701037.1
OG0005591	XP_021695577.1	XP_003701287.2
OG0005593	XP_021697020.1	XP_003704861.1
OG0005594	XP_021693198.1	XP_003701435.1, XP_012136254.1, XP_012136255.1
OG0005595	XP_001658556.1	XP_003699416.1
OG0005597	XP_001662422.2	XP_003699562.1
OG0005598	XP_001652402.1	XP_003707611.2
OG0005599	XP_021713166.1, XP_021712070.1, XP_021712364.1	XP_012148162.1
OG0005600	XP_001661408.2	XP_003702263.1
OG0005601	XP_021694948.1	XP_012150673.1
OG0005602	XP_021694074.1	XP_003703790.1
OG0005603	XP_021692939.1	XP_012145462.1
OG0005604	XP_021697543.1	XP_003704497.2
OG0005605	XP_001661622.1	XP_012150948.1
OG0005607	XP_021708900.1	XP_003707272.1
OG0005608	XP_001658264.2	XP_012137356.1
OG0005609	XP_021696080.1	XP_003702615.2
OG0005610	XP_021696083.1	XP_012139021.1
OG0005611	XP_021706163.1	XP_003704015.1
OG0005612	XP_001659705.2	XP_012151679.1
OG0005613	XP_001649210.1	XP_003703058.1
OG0005614	XP_021693091.1	XP_012139190.1
OG0005615	XP_021713162.1, XP_001658107.2, XP_021712560.1	XP_003708610.2
OG0005616	XP_021706703.1	XP_003701979.1
OG0005617	XP_021693314.1	XP_003708052.1
OG0005618	XP_021700091.1, XP_021700092.1	XP_012145153.1
OG0005621	XP_021707763.1	XP_003703297.1
OG0005622	XP_021705109.1, XP_001651895.1	XP_003706839.2
OG0005623	XP_001650896.2	XP_012137952.1
OG0005624	XP_001654311.1	XP_003704203.1
OG0005625	XP_021702622.1	XP_003704287.1
OG0005626	XP_021694519.1	XP_003704531.2
OG0005627	XP_021698114.1	XP_003699284.2
OG0005628	XP_001664064.2	XP_003701050.1
OG0005629	XP_001649208.2	XP_003705204.1
OG0005630	XP_021694041.1	XP_003708558.1
OG0005631	XP_021709999.1	XP_012141708.1, XP_012141707.1
OG0005632	XP_021696132.1	XP_003708231.1
OG0005633	XP_021706616.1	XP_003704583.1
OG0005634	XP_021704529.1	XP_012141855.1
OG0005635	XP_001656010.2	XP_003707122.1
OG0005637	XP_021713334.1	XP_012154566.1
OG0005638	XP_021697328.1, XP_021697327.1, XP_011493059.2, XP_001653719.2	XP_003705007.2
