Orthogroup	Aedes_aegypti	Bombyx_mori
OG0006058	XP_001661185.1	XP_037874460.1
OG0006059	XP_021710439.1	NP_001157371.1
OG0006060	XP_021706897.1	XP_004931664.1
OG0006062	XP_001661254.1	XP_037873839.1, XP_037873838.1
OG0006063	XP_001652386.1	XP_004928272.1
OG0006064	XP_021710500.1, XP_001658653.1	XP_004922915.1
OG0006065	XP_021695262.1	XP_021207187.1, XP_021207195.1
OG0006066	XP_021704229.1	XP_004928248.2
OG0006067	XP_021711726.1, XP_001657519.1	XP_004933463.1
OG0006068	XP_001661468.1	XP_004924994.1
OG0006069	XP_021695392.1	XP_037870641.1
OG0006070	XP_021705981.1	XP_004922631.1
OG0006071	XP_001655028.1	XP_004921947.1
OG0006072	XP_001648636.2	XP_004922465.1
OG0006073	XP_001648929.2	XP_037870881.1
OG0006074	XP_011493488.1	XP_012543984.1
OG0006075	XP_021711453.1	XP_021202319.2
OG0006076	XP_021704446.1	XP_037873084.1
OG0006077	XP_001648973.2	XP_004928466.1
OG0006078	XP_001649736.1	XP_037874703.1
OG0006079	XP_001649558.1	NP_001040349.1
OG0006080	XP_021696913.1	XP_037876044.1, XP_021203773.1
OG0006081	XP_021707579.1	XP_004925773.1
OG0006082	XP_001662847.2	NP_001073348.1
OG0006083	XP_021699758.1	XP_037874640.1, NP_001037620.1
OG0006084	XP_021708363.1	NP_001189464.1
OG0006085	XP_021708770.1	NP_001040302.1, XP_037866754.1
OG0006086	XP_001657223.1	XP_004932228.1
OG0006087	XP_021703167.1	XP_004926807.1
OG0006088	XP_001649522.2	NP_001182135.1
OG0006089	XP_021711510.1	XP_004927283.1
OG0006090	XP_001649776.1	XP_004932252.1
OG0006091	XP_001652330.2	XP_004930767.1, XP_012549876.1
OG0006092	XP_001648652.1	XP_004932363.1, XP_021207689.1
OG0006093	XP_021710072.1	XP_037877104.1
OG0006094	XP_021703004.1	XP_037866541.1
OG0006095	XP_001652810.1	XP_004933398.1
OG0006096	XP_001654349.2	XP_004925257.1
OG0006097	XP_021700082.1	XP_037869445.1
OG0006098	XP_021707208.1	XP_037875624.1
OG0006099	XP_021704688.1	XP_037872191.1
OG0006100	XP_021694071.1	XP_004923313.2
OG0006101	XP_021705817.1	XP_037870970.1
OG0006102	XP_021700393.1	XP_037869258.1
OG0006103	XP_001653341.1, XP_021702175.1	XP_004921658.1
OG0006104	XP_021702999.1	NP_001037315.1
OG0006106	XP_021700101.1	NP_001040511.1
OG0006107	XP_021709529.1	XP_037875680.1
OG0006108	XP_001655114.1	XP_037868096.1
OG0006109	XP_001656823.1	XP_004929283.2
OG0006110	XP_001659457.2	XP_037866596.1
OG0006111	XP_001664301.1	XP_004927345.2, XP_037875806.1
OG0006112	XP_001655069.1	XP_004932338.1
OG0006113	XP_001654078.2	XP_004931326.1
OG0006114	XP_001654917.1	XP_004928884.1
OG0006116	XP_001659270.2, XP_001659269.1	XP_004922481.2
OG0006117	XP_021704644.1	XP_037872359.1
OG0006118	XP_001648749.2	XP_037872841.1
OG0006119	XP_021694181.1	XP_004932563.3
OG0006120	XP_021702450.1	XP_004927042.1
OG0006121	XP_001648670.1	XP_004926949.2
OG0006123	XP_021696504.1	NP_001036917.1
OG0006124	XP_001650201.1	XP_004922460.1
OG0006125	XP_001656115.2	XP_004922459.1
OG0006126	XP_001649726.1	XP_037874960.1, XP_004926452.2
OG0006127	XP_001660027.1	NP_001040544.1
OG0006128	XP_001656113.1	NP_001040288.1, XP_012553379.1
OG0006130	XP_021702437.1	XP_004926215.2
OG0006131	XP_021694314.1	XP_012544448.1
OG0006134	XP_021713024.1	XP_012549007.1
OG0006135	XP_021701152.1	XP_004929468.1
OG0006136	XP_021699717.1	XP_012547897.1
OG0006137	XP_021695931.1, XP_021695922.1	XP_004932890.1
OG0006138	XP_021698409.1	XP_004923904.3
OG0006139	XP_001650883.1, XP_021696255.1, XP_021712153.1	XP_037867704.1
OG0006140	XP_021703752.1	XP_004924786.1
OG0006141	XP_021694661.1	NP_001040109.1
OG0006142	XP_001649217.2, XP_021705469.1	XP_037871823.1
OG0006143	XP_001654972.2, XP_021703376.1	XP_004929164.2
OG0006144	XP_021712876.1	XP_021202546.2
OG0006145	XP_001651673.1	NP_001036843.1, XP_012551197.1
OG0006147	XP_021711767.1, XP_001658105.1	XP_004928942.1
OG0006148	XP_021696849.1	XP_004924119.1
OG0006149	XP_001660024.2	XP_004927892.1
OG0006150	XP_021710551.1	XP_037875968.1
OG0006151	XP_021702412.1	XP_037870067.1
OG0006152	XP_021696550.1	XP_004923231.1
OG0006153	XP_001649570.2	XP_037875394.1
OG0006154	XP_021696188.1	NP_001243933.1
OG0006155	XP_021707090.1	XP_037874124.1
OG0006156	XP_021700807.1	XP_004931824.1
OG0006157	XP_001657524.1	XP_037872170.1
OG0006158	XP_001660498.2	NP_001037341.1
OG0006161	XP_021701325.1	XP_037875397.1
OG0006162	XP_001661820.1	XP_004929080.3
OG0006164	XP_001657798.1	XP_004928644.1
OG0006165	XP_001649657.2, XP_021712847.1	XP_004926292.2
OG0006166	XP_001651530.1	NP_001091807.1
OG0006167	XP_021695783.1	XP_037874743.1, XP_037874744.1
OG0006168	XP_001662181.2	NP_001040299.1
OG0006169	XP_001658177.2	XP_004928460.2
OG0006170	XP_001653613.1	XP_004930978.1
OG0006171	XP_001659248.1	NP_001040156.1
OG0006172	XP_001651760.1	XP_012552374.2
OG0006173	XP_021693381.1	XP_004926122.1
OG0006174	XP_001663011.1	XP_004933015.1
OG0006175	XP_021693796.1	XP_037876047.1
OG0006176	XP_021710504.1	XP_037869647.1
OG0006177	XP_021707996.1	XP_004922750.3
OG0006178	XP_021704112.1	NP_001296501.1, XP_004932289.2
OG0006179	XP_021706244.1, XP_001648502.2	XP_004928872.1
OG0006180	XP_021695635.1	XP_012549692.2
OG0006181	XP_021696820.1	XP_012545160.1
OG0006182	XP_021708688.1	XP_004922739.1
OG0006183	XP_001653128.1	XP_004932657.2
OG0006184	XP_001662027.2	XP_004928563.1, XP_037871582.1
OG0006185	XP_001654454.1	XP_037877353.1, XP_004926406.2
OG0006186	XP_001648588.2	XP_037869369.1
OG0006187	XP_021694638.1	XP_004932502.1
OG0006188	XP_021707431.1	XP_004921953.1
OG0006189	XP_021711889.1, XP_021710220.1	XP_004922117.1
OG0006190	XP_001650141.1, XP_021711809.1, XP_021711807.1, XP_021711805.1, XP_021711804.1, XP_021711811.1, XP_021711799.1, XP_021711800.1, XP_021711801.1, XP_021711802.1, XP_021711803.1, XP_021711812.1, XP_021711808.1, XP_021711798.1, XP_021711810.1	NP_001124376.2, XP_012551722.1
OG0006191	XP_011493301.2	NP_001091833.1
OG0006192	XP_001656421.2	XP_012544552.1
OG0006193	XP_001661836.1	NP_001040375.1
OG0006194	XP_021704882.1	XP_037868465.1
OG0006195	XP_001661894.2	XP_004922191.2
OG0006196	XP_001652824.1	NP_001040107.1
OG0006197	XP_001651465.2	XP_004923679.2
OG0006199	XP_001662260.1	XP_004931003.2
OG0006200	XP_001658056.1	XP_004925740.1
OG0006201	XP_001664046.2, XP_021701956.1	XP_037867445.1
OG0006202	XP_021710311.1	XP_012550985.1
OG0006203	XP_001648164.1	XP_004927739.1
OG0006204	XP_001658684.2	XP_004923217.1
OG0006205	XP_021695219.1, XP_021708918.1	XP_012550604.1
OG0006206	XP_021710132.1	XP_037866500.1
OG0006207	XP_021699088.1	XP_021203286.2
OG0006208	XP_021693067.1	XP_037869662.1
OG0006209	XP_021701922.1	XP_037866560.1
OG0006210	XP_001662533.2	XP_004925217.2
OG0006211	XP_021708017.1	XP_037873951.1
OG0006212	XP_001653244.2	XP_004929287.1
OG0006213	XP_001659184.2	XP_004924277.1
OG0006215	XP_001663131.1	XP_004923974.1
OG0006216	XP_001658440.2	NP_001037211.1
OG0006217	XP_001652243.1	XP_037871553.1, NP_001040483.1
OG0006218	XP_001658562.1	NP_001037600.1
OG0006219	XP_001655453.1	XP_004923401.1
OG0006220	XP_021699522.1	XP_012552973.1
OG0006221	XP_021704979.1	XP_037874306.1
OG0006222	XP_001649742.3, XP_021701013.1	XP_037877286.1
OG0006223	XP_001653482.2	XP_004923117.1
OG0006224	XP_001662971.1	NP_001166702.1
OG0006225	XP_001656981.1	XP_004925108.2
OG0006226	XP_001654182.2, XP_021708191.1	XP_004932567.1
OG0006228	XP_001651257.2, XP_021705034.1	NP_001296552.1
OG0006229	XP_001657927.2	XP_021207412.2
OG0006230	XP_001652053.1	XP_004931573.1
OG0006231	XP_021700747.1, XP_021700749.1	XP_004930077.1
OG0006232	XP_021707754.1, XP_001652356.1	XP_004926885.1
OG0006233	XP_021705050.1	XP_004930564.1
OG0006234	XP_001664106.1	XP_021204837.1
OG0006235	XP_021702670.1	XP_037874715.1
OG0006236	XP_001662680.2	XP_004924877.1
OG0006237	XP_001649608.2	XP_021209262.1
OG0006238	XP_021710553.1	XP_004922640.1
OG0006239	XP_021709687.1	XP_004929640.1, XP_012548825.1
OG0006241	XP_001659483.1	XP_012548985.2
OG0006242	XP_001657363.2, XP_001657364.2	XP_037872389.1
OG0006243	XP_001658449.1	NP_001040117.1
OG0006244	XP_021699725.1	XP_004925158.1
OG0006245	XP_001653798.2, XP_021702939.1	XP_004923953.1
OG0006246	XP_001659450.1	NP_001040405.1, XP_037877365.1
OG0006247	XP_021701011.1	NP_001161185.1
OG0006248	XP_021693719.1	XP_004924020.1
OG0006249	XP_021696640.1	XP_004921861.1
OG0006250	XP_021695603.1	XP_004931488.1
OG0006251	XP_021701369.1	XP_004931867.1
OG0006252	XP_001652452.1	XP_004922104.1, XP_004922102.1
OG0006253	XP_001649404.1	XP_037876172.1
OG0006254	XP_021696559.1	XP_021206385.1
OG0006255	XP_001653652.2	NP_001091770.1
OG0006256	XP_021699832.1, XP_021699834.1	XP_012547613.2
OG0006257	XP_001660415.1, XP_021704810.1	NP_001037156.1
OG0006258	XP_001662100.1	XP_004932259.1
OG0006259	XP_021698919.1	XP_004932316.1
OG0006260	XP_021710032.1	XP_037872437.1
OG0006261	XP_021713032.1	XP_004926166.1
OG0006262	XP_001654445.1	NP_001040301.1
OG0006263	XP_001658134.1	XP_012548903.2
OG0006264	XP_001658414.2	XP_037870711.1
OG0006265	XP_001656416.2	XP_004931323.2
OG0006266	XP_001655142.1, XP_021712740.1	XP_037867486.1
OG0006267	XP_021708664.1	NP_001040166.1
OG0006268	XP_001662153.1	XP_004932208.1
OG0006269	XP_001655113.1	XP_012544702.2
OG0006270	XP_021705036.1	XP_004932625.1
OG0006271	XP_001659155.1	XP_037877634.1, NP_001093271.1
OG0006273	XP_001661529.1	XP_004932003.1
OG0006274	XP_021699399.1	XP_037873653.1
OG0006275	XP_001656034.2	XP_004928263.1
OG0006276	XP_001661085.2	XP_037867053.1
OG0006277	XP_001654122.2	NP_001040312.1
OG0006278	XP_021701929.1	NP_001166623.2
OG0006279	XP_001649464.1	XP_004926544.2
OG0006280	XP_021706949.1	XP_021205078.1, XP_012547476.2
OG0006281	XP_021701193.1	XP_037871407.1
OG0006282	XP_021711621.1	XP_012550524.1
OG0006283	XP_001662069.2	XP_012549289.1
OG0006284	XP_001658130.2	XP_004923266.1
OG0006285	XP_001656619.1	XP_012549973.1
OG0006286	XP_001657422.1	XP_004924345.1
OG0006287	XP_001650345.1	XP_004930199.1
OG0006288	XP_021697338.1	XP_004930530.2
OG0006289	XP_001662357.1	XP_004932572.1
OG0006290	XP_021695110.1	XP_012553409.1
OG0006291	XP_021706632.1	NP_001093275.1, XP_037872103.1, XP_037872141.1
OG0006292	XP_001659750.2	XP_037868457.1
OG0006294	XP_001653052.1	XP_012545526.1
OG0006295	XP_001650202.1	XP_004925557.1
OG0006296	XP_021704011.1	XP_004929397.2
OG0006297	XP_001658958.2	XP_037866759.1
OG0006298	XP_001662051.2	XP_037868691.1
OG0006299	XP_021695016.1, XP_021694917.1	XP_037870432.1
OG0006300	XP_021693795.1	XP_004931062.2
OG0006301	XP_021697011.1	XP_021208415.1
OG0006302	XP_021706178.1	XP_037868415.1
OG0006303	XP_001657255.2	XP_004928583.1
OG0006304	XP_021700110.1	XP_004922916.1
OG0006305	XP_021694598.1	NP_001128674.1, XP_012551138.1
OG0006306	XP_001648253.1	XP_004930526.1
OG0006307	XP_021706343.1	XP_004923674.2
OG0006308	XP_001648949.2	XP_004921889.3
OG0006309	XP_001662411.1	XP_004931156.1
OG0006310	XP_001650763.1	XP_004929188.2
OG0006311	XP_021696841.1, XP_001650609.2	NP_001106225.1
OG0006312	XP_001649746.1	XP_021204624.1
OG0006313	XP_001649399.1	NP_001040484.1
OG0006314	XP_021699555.1	XP_037869142.1
OG0006315	XP_021699711.1	XP_004921638.1
OG0006316	XP_021704286.1	XP_037872345.1
OG0006317	XP_021696014.1	XP_004926247.1
OG0006318	XP_021709632.1	NP_001037189.1
OG0006319	XP_001662409.1	XP_004933404.1
OG0006320	XP_021698478.1	XP_012551338.2
OG0006322	XP_011493441.1	XP_004923246.1, XP_004923245.1
OG0006323	XP_011493383.1	NP_001040330.1
OG0006324	XP_001649078.2	XP_037874371.1
OG0006325	XP_021702947.1	XP_004926308.1
OG0006326	XP_001654401.2	XP_012550007.2
OG0006327	XP_001658204.2	XP_037873091.1
OG0006328	XP_001660887.1	XP_004932103.1
OG0006329	XP_001659032.1	XP_004922163.1
OG0006331	XP_001658276.1	XP_012551440.2
OG0006332	XP_001653669.1, XP_001653667.1, XP_021707232.1	NP_001040449.1
OG0006333	XP_001662996.1	XP_004925198.1
OG0006334	XP_001663180.1	NP_001091761.1
OG0006335	XP_021710512.1	XP_021207055.1
OG0006337	XP_001661825.1	NP_001040340.1
OG0006338	XP_001662618.1	XP_004923557.1
OG0006339	XP_021712646.1, XP_001662501.2	XP_037871272.1
OG0006340	XP_021693362.1	XP_012550298.2
OG0006343	XP_021703591.1	XP_004932487.1
OG0006344	XP_001654070.2	XP_037871666.1
OG0006345	XP_021709008.1	XP_004929713.2
OG0006346	XP_001656402.1	XP_004924175.1
OG0006347	XP_021696286.1	NP_001296518.1
OG0006348	XP_001654328.1	XP_004926444.1
OG0006349	XP_001658824.2	XP_004924785.1
OG0006350	XP_021706106.1	NP_001243942.1
OG0006351	XP_021713409.1	XP_012553262.1, NP_001037043.1
OG0006352	XP_021706867.1	XP_021203148.2
OG0006353	XP_021705989.1	XP_004930118.1
OG0006355	XP_021693425.1	XP_037874906.1
OG0006356	XP_001657729.1	XP_037876765.1, XP_037876772.1
OG0006357	XP_021707656.1	XP_037872222.1
OG0006358	XP_001652359.1	XP_004921724.1
OG0006359	XP_001660612.2	XP_037872311.1
OG0006360	XP_021697513.1	XP_037874933.1
OG0006361	XP_001660716.2	XP_004931334.1
OG0006362	XP_001656892.1	XP_037869805.1
OG0006365	XP_021712422.1, XP_001657668.2	XP_037876515.1, XP_012551662.2
OG0006366	XP_021707076.1	XP_004932206.1
OG0006367	XP_021695172.1	XP_021206626.1
OG0006368	XP_021705623.1	XP_004930202.2
OG0006369	XP_001657123.1	XP_037869098.1
OG0006370	XP_001662032.1	XP_004922575.1
OG0006373	XP_001648654.2	XP_037877705.1
OG0006374	XP_021712817.1, XP_001658799.2	NP_001268826.1
OG0006375	XP_001663666.2	XP_004925484.1
OG0006377	XP_021695198.1	XP_037866843.1
OG0006378	XP_001653879.2	XP_004927170.1
OG0006379	XP_021701522.1	XP_004930132.1
OG0006380	XP_021710493.1	XP_012551891.1
OG0006381	XP_021706258.1	NP_001103762.1
OG0006382	XP_001664244.2	XP_012553008.2
OG0006383	XP_021702590.1	XP_037873696.1, XP_037873697.1
OG0006384	XP_001652638.1	XP_004932365.2
OG0006385	XP_001648348.3	XP_004922516.1
OG0006386	XP_001660840.2	XP_012543804.2, XP_021202037.2
OG0006387	XP_021709494.1	XP_004923044.1
OG0006388	XP_021707726.1	XP_004932152.2
OG0006389	XP_001653143.2	XP_012552801.1
OG0006390	XP_001652466.1	XP_004933409.1
OG0006391	XP_001649858.2, XP_001649859.2	XP_037871824.1
OG0006392	XP_021703657.1	XP_037873701.1
OG0006393	XP_001657121.1	XP_004924171.1
OG0006394	XP_021706817.1	XP_004931048.2
OG0006395	XP_021709944.1	XP_037867750.1
OG0006396	XP_001654731.2	XP_012545533.1
OG0006397	XP_001651394.2	NP_001040293.1
OG0006398	XP_001658688.2	XP_004922527.1
OG0006399	XP_021712108.1, XP_021695083.1	XP_012547880.2
OG0006400	XP_021698933.1	XP_012551960.2
OG0006401	XP_021704579.1	XP_012548284.1
OG0006403	XP_021695823.1	XP_004932509.1
OG0006404	XP_001653183.2	NP_001037283.1
OG0006405	XP_021696127.1	XP_012547530.1
OG0006406	XP_001656444.1	XP_004929707.1
OG0006407	XP_021706770.1	XP_004921642.1
OG0006408	XP_021695876.1	NP_001036905.1
OG0006409	XP_021694165.1, XP_021694166.1	XP_004930568.1
OG0006411	XP_021698270.1	XP_004924250.1, NP_001274768.1
OG0006412	XP_001649124.1	XP_004922406.1
OG0006413	XP_001653824.1, XP_001653823.1	XP_012547253.2
OG0006414	XP_021699025.1	XP_037867071.1, XP_021207735.1
OG0006415	XP_021708154.1	XP_012545253.2
OG0006416	XP_021711898.1, XP_001661064.2	XP_037866571.1
OG0006417	XP_021700324.1	XP_037873618.1
OG0006418	XP_021707602.1	XP_037875703.1
OG0006419	XP_021708497.1	XP_004926504.3
OG0006420	XP_001657527.2	XP_004922844.2
OG0006422	XP_001663654.1	XP_004922415.2
OG0006423	XP_021709939.1	XP_037876793.1
OG0006425	XP_021709132.1	XP_004925145.3
OG0006426	XP_001650919.1	XP_004921562.2
OG0006427	XP_021709504.1	XP_004921755.2
OG0006430	XP_001663724.2	XP_004933323.1
OG0006431	XP_021705127.1	XP_004928669.1
OG0006432	XP_021694828.1	XP_037871387.1
OG0006433	XP_001656845.2	XP_037876318.1
OG0006434	XP_021698604.1	XP_004931652.2
OG0006435	XP_001659327.1	XP_012553125.2, XP_037876260.1
OG0006437	XP_001653312.1	XP_004927400.1, XP_004927401.1
OG0006438	XP_021704712.1	XP_004926352.1, XP_021203786.1
OG0006439	XP_001659227.2	XP_021203522.1
OG0006440	XP_021701538.1	XP_004925722.1
OG0006441	XP_001654260.2	XP_037876504.1
OG0006442	XP_001655350.2	XP_012544505.3
OG0006443	XP_021705140.1	XP_004931306.1
OG0006444	XP_001648196.1	NP_001091839.1
OG0006445	XP_021708505.1	XP_004929846.1
OG0006446	XP_021705676.1	XP_037868014.1
OG0006447	XP_001648609.1	XP_037867467.1
OG0006448	XP_011493731.1	XP_012548199.1
OG0006449	XP_001650574.2	XP_037876525.1
OG0006451	XP_001664282.1	XP_012549904.2, NP_001037572.1
OG0006452	XP_001659778.1	XP_037877067.1
OG0006454	XP_021695339.1	XP_004930905.1
OG0006455	XP_021697448.1	XP_037868644.1
OG0006456	XP_001654061.2	XP_037871411.1
OG0006457	XP_001649604.1	XP_004926521.1
OG0006458	XP_001661916.1	XP_004928708.1
OG0006459	XP_021706028.1	XP_004924043.2
OG0006460	XP_001661961.1	XP_004928986.1
OG0006463	XP_001664316.1	XP_004931093.1
OG0006464	XP_021707837.1	XP_037867228.1
OG0006465	XP_021709281.1	XP_037871632.1
OG0006466	XP_021704187.1	NP_001040346.1
OG0006467	XP_001654812.1	XP_037866627.1
OG0006469	XP_021698220.1	XP_012543922.1
OG0006470	XP_021704077.1	XP_037870396.1
OG0006471	XP_021703560.1	XP_021207333.2
OG0006472	XP_001652850.2	XP_037872616.1
OG0006473	XP_021709807.1	XP_012549478.1
OG0006474	XP_001652417.2	XP_037877747.1
OG0006475	XP_021701211.1	XP_004930062.1
OG0006476	XP_021697068.1	XP_004928645.1
OG0006477	XP_021700677.1	NP_001040406.1
OG0006478	XP_001656937.1	XP_012547997.1
OG0006479	XP_021700339.1, XP_021700341.1, XP_021700337.1, XP_021700344.1, XP_021700335.1, XP_021700336.1, XP_021700349.1, XP_021700348.1, XP_021700342.1, XP_021700343.1, XP_021700347.1, XP_021700346.1, XP_021700345.1, XP_021700338.1, XP_001652472.1, XP_021700352.1	XP_004933437.1
OG0006480	XP_001650487.2	XP_012545868.2
OG0006481	XP_021699696.1, XP_001662108.1	XP_012544187.2
OG0006482	XP_001648880.2	XP_037873593.1
OG0006483	XP_021697737.1	NP_001233136.1, XP_037869091.1
OG0006484	XP_021713424.1	XP_037876913.1, XP_037877310.1
OG0006485	XP_021709595.1, XP_021709594.1	XP_021203254.2
OG0006486	XP_021709153.1	XP_004928670.1, NP_001296565.1
OG0006487	XP_001659448.2	NP_001166197.1
OG0006488	XP_001657902.2	XP_004933124.1
OG0006489	XP_021694898.1	XP_021204389.1
OG0006490	XP_001660418.2	XP_004932768.2
OG0006491	XP_001660916.2	XP_004927874.2
OG0006492	XP_021712273.1, XP_021694720.1	NP_001166865.1
OG0006493	XP_011493096.1	XP_037866695.1
OG0006494	XP_021708500.1	XP_004928833.2
OG0006495	XP_001649467.1	XP_004932468.1
OG0006496	XP_021706328.1	XP_012549046.1
OG0006497	XP_021700020.1	XP_037870223.1
OG0006498	XP_001650131.1	XP_004925988.1
OG0006499	XP_021707065.1	NP_001036923.1
OG0006500	XP_001656926.2	XP_004928618.1
OG0006501	XP_001650005.1	XP_012551934.1, NP_001037612.1
OG0006502	XP_001648450.1	XP_004931366.1
OG0006503	XP_001662670.1	XP_012552998.2
OG0006505	XP_021702162.1	XP_012550071.1
OG0006506	XP_021712602.1, XP_001651261.1	XP_004923000.1
OG0006507	XP_021709249.1	XP_037874255.1
OG0006508	XP_021699337.1	XP_037869617.1, XP_037869615.1
OG0006509	XP_021711973.1, XP_021693609.1	XP_037868633.1
OG0006510	XP_001650335.1	XP_004931590.2
OG0006511	XP_021701335.1	XP_004929479.2
OG0006512	XP_021713034.1, XP_021712351.1	XP_037867630.1
OG0006513	XP_001654102.2	XP_004923565.1
OG0006514	XP_001659016.2	XP_021203181.2
OG0006515	XP_021694817.1	XP_004932644.1
OG0006516	XP_001653438.1	XP_004925346.1
OG0006517	XP_021694575.1	XP_004922182.1
OG0006518	XP_021698137.1	XP_021205157.1
OG0006519	XP_021707312.1	NP_001243923.1
OG0006520	XP_001656464.2	XP_012547622.2
OG0006521	XP_001653443.2	XP_004932122.2
OG0006522	XP_001655315.1	XP_021204475.1
OG0006523	XP_021699726.1	XP_037873362.1
OG0006524	XP_021703268.1	XP_004922448.1
OG0006525	XP_001654173.2, XP_021708087.1	XP_004931028.1
OG0006526	XP_021706331.1	XP_037872033.1
OG0006527	XP_021699671.1	XP_004931139.2
OG0006528	XP_021703214.1	XP_021202269.2
OG0006529	XP_001657348.1, XP_021711286.1	XP_004922744.1
OG0006530	XP_021694164.1	XP_004932886.2
OG0006532	XP_001664109.2	XP_004931895.2
OG0006533	XP_001662904.1	NP_001040303.1, XP_021208988.1
OG0006534	XP_001654737.1	XP_004930405.1
OG0006536	XP_021695744.1	XP_037876398.1
OG0006537	XP_021697183.1	XP_012544020.1
OG0006538	XP_021701619.1	NP_001037041.1
OG0006539	XP_021707172.1	XP_021203870.1
OG0006540	XP_001649665.2	XP_037866715.1, NP_001106734.1
OG0006541	XP_001650870.1	XP_004926251.2
OG0006542	XP_021701853.1	XP_037877624.1
OG0006544	XP_021694656.1	XP_037870703.1
OG0006545	XP_021704327.1	XP_021205458.2
OG0006546	XP_001661121.1	XP_037870477.1
OG0006547	XP_001664204.1	XP_004922531.1
OG0006548	XP_001662694.2	XP_004922391.1
OG0006549	XP_001655852.1	XP_004923340.1
OG0006551	XP_001650886.2	XP_004925418.1
OG0006552	XP_001663333.1	XP_037866936.1
OG0006553	XP_021707819.1	XP_021206483.2
OG0006554	XP_001658388.1	XP_004925868.1
OG0006555	XP_011493288.2, XP_021693043.1	XP_004928539.1
OG0006556	XP_001654277.1	XP_012553089.1, NP_001037576.1
OG0006558	XP_021697069.1	XP_004924853.1
OG0006559	XP_021703739.1	XP_037871750.1
OG0006560	XP_021700104.1	XP_004923697.2
OG0006561	XP_001658164.1	XP_004929436.1
OG0006562	XP_021708171.1	XP_004927103.1
OG0006563	XP_021705845.1	XP_004925070.1
OG0006565	XP_021693766.1	XP_012545462.1, XP_012545455.1
OG0006566	XP_021698895.1	XP_012544099.1
OG0006568	XP_001660405.1	XP_004928627.1
OG0006570	XP_021699637.1	XP_012549735.1
OG0006571	XP_021701970.1	XP_037873484.1
OG0006573	XP_001656668.1	NP_001239603.1, XP_012546676.1
OG0006574	XP_021702968.1	XP_021206849.1
OG0006575	XP_021702168.1	XP_004930498.3
OG0006576	XP_021705145.1	XP_037872239.1
OG0006577	XP_021709301.1	XP_004929096.2
OG0006579	XP_001656789.2	XP_004924104.1
OG0006580	XP_021705060.1	XP_004928459.2
OG0006581	XP_021699941.1, XP_021699950.1, XP_021699935.1	XP_012553052.3
OG0006582	XP_001650857.1	XP_004922095.2
OG0006583	XP_021700455.1	NP_001266413.1, XP_021207538.1
OG0006584	XP_001655336.2	XP_021204463.2
OG0006585	XP_001651220.2	XP_012550149.1, XP_004922420.1
OG0006586	XP_001662311.1	XP_004931874.1
OG0006587	XP_001663056.2	XP_004921822.1
OG0006588	XP_001662977.2	XP_012550922.2
OG0006590	XP_021703546.1	XP_021206841.1
OG0006591	XP_001660548.1	XP_037868750.1
OG0006592	XP_001658166.2	XP_004925556.3
OG0006593	XP_021694750.1, XP_021694749.1	XP_004921693.2
OG0006594	XP_021699913.1	XP_004921602.1
OG0006595	XP_021699828.1	XP_037867058.1
OG0006596	XP_021695771.1	XP_004931923.2
OG0006597	XP_021695160.1	XP_037872791.1, XP_037877265.1
OG0006598	XP_021706205.1	XP_037870437.1
OG0006599	XP_021703880.1	XP_037873048.1
OG0006600	XP_001658690.2	XP_037866483.1
OG0006601	XP_021709738.1	XP_012547626.1
OG0006602	XP_001660447.1	XP_037874699.1
OG0006603	XP_021706843.1	XP_004933203.2
OG0006604	XP_021698653.1	NP_001268818.1, XP_012550379.1
OG0006605	XP_001649766.2	XP_004931938.1
OG0006606	XP_021713002.1	XP_037867311.1
OG0006607	XP_021697634.1	XP_021208054.1
OG0006608	XP_021708619.1	XP_037873088.1
OG0006609	XP_021692953.1	XP_021202506.1
OG0006610	XP_021704132.1	XP_012552943.1
OG0006611	XP_021706441.1	XP_021209197.1
OG0006612	XP_001654859.1	XP_004924152.1, XP_037869675.1, XP_012544154.1
OG0006614	XP_021708235.1	XP_037867397.1
OG0006615	XP_021712414.1, XP_021701511.1	XP_037870203.1
OG0006616	XP_001655801.1	XP_004925034.4
OG0006617	XP_001656925.1	XP_004928629.1
OG0006618	XP_021710584.1	XP_037872274.1
OG0006619	XP_021709530.1, XP_021712417.1	XP_012552866.1
OG0006620	XP_021702057.1	XP_037866842.1, XP_021207772.1
OG0006621	XP_021713359.1	XP_021207510.2
OG0006623	XP_001647648.2	NP_001040184.1
OG0006624	XP_021696038.1	XP_037874119.1
OG0006625	XP_021693017.1	XP_021203829.2
OG0006626	XP_021709882.1, XP_021709905.1	XP_021206076.1
OG0006627	XP_021704811.1	XP_004925637.1
OG0006628	XP_021712803.1	NP_001040308.1
OG0006629	XP_001650268.1	XP_004926934.2
OG0006630	XP_021702740.1	NP_001165392.1, XP_037870177.1
OG0006631	XP_021703476.1	XP_037868764.1
OG0006632	XP_021703175.1	XP_004932371.1
OG0006633	XP_021706356.1	XP_037872084.1
OG0006634	XP_001654338.2	XP_004924790.1
OG0006637	XP_021699276.1, XP_021699277.1	NP_001127728.1
OG0006638	XP_001657730.2	XP_037873064.1
OG0006639	XP_021694514.1	XP_021202837.2
OG0006640	XP_021693918.1	XP_037870207.1, XP_037870206.1
OG0006641	XP_001659192.2	XP_037872800.1
OG0006642	XP_021698330.1	XP_037870102.1
OG0006643	XP_001659742.2	NP_001093290.1
