Orthogroup	Aedes_aegypti	Anopheles_gambiae
OG0008100	XP_001660110.2	XP_001687771.2
OG0008101	XP_001660699.2	XP_557978.3
OG0008102	XP_001660918.2, XP_021703454.1	XP_309159.3
OG0008104	XP_001663348.2	XP_316579.3, XP_001688894.1
OG0008105	XP_001663575.1	XP_313708.3
OG0008107	XP_021693477.1	XP_307884.3
OG0008108	XP_021693790.1	XP_003436839.1, XP_001237550.1
OG0008109	XP_021693826.1	XP_309062.5
OG0008110	XP_021694711.1	XP_003437023.1
OG0008111	XP_021695301.1	XP_310634.5
OG0008113	XP_021696981.1, XP_021696982.1	XP_315389.3
OG0008115	XP_021697552.1	XP_565438.2
OG0008116	XP_021697952.1	XP_001688879.1
OG0008118	XP_021698383.1, XP_021698382.1	XP_314358.4
OG0008119	XP_021698677.1	XP_559389.3
OG0008120	XP_021698801.1	XP_317993.4
OG0008121	XP_021699809.1	XP_001230905.1
OG0008122	XP_021700680.1	XP_317727.3
OG0008123	XP_021711927.1, XP_021700710.1	XP_319647.4
OG0008125	XP_021701745.1	XP_319089.4
OG0008126	XP_021701797.1	XP_319420.1
OG0008129	XP_021704591.1, XP_021704590.1	XP_312389.4
OG0008130	XP_021712877.1, XP_021706685.1	XP_318104.4
OG0008131	XP_021706824.1, XP_021706825.1, XP_021712625.1, XP_021712624.1	XP_309468.2
OG0008132	XP_021708485.1	XP_320519.4
OG0008133	XP_021708534.1	XP_309925.4
OG0008134	XP_021708712.1	XP_320967.4
OG0008136	XP_021709436.1	XP_309820.4
OG0008138	XP_021713001.1	XP_312587.5
OG0008201	XP_021701558.1	XP_001238081.2
OG0008205	XP_021697438.1	XP_001688079.1
OG0008212	XP_021698917.1	XP_308811.4
OG0008213	XP_001649408.2	XP_321730.5
OG0008220	XP_001656418.2	XP_313286.3
OG0008225	XP_001660912.2, XP_021712154.1	XP_003436908.1
OG0008230	XP_021696887.1, XP_021696886.1	XP_308862.3
OG0008233	XP_001659017.1	XP_319121.4
OG0008239	XP_001654727.1, XP_021707465.1	XP_312094.5
OG0008246	XP_021697664.1	XP_557020.3
OG0008248	XP_001656073.1, XP_021712761.1	XP_320941.5
OG0008252	XP_021705105.1	XP_320651.4
OG0008253	XP_001657064.2	XP_309860.4
OG0008254	XP_001653379.1	XP_319337.3
OG0008260	XP_001658608.1	XP_556988.3
OG0008264	XP_001651106.2	XP_307827.4
OG0008268	XP_021694148.1	XP_309111.3
OG0008270	XP_021705243.1, XP_001658830.2	XP_566389.3
OG0008271	XP_021704492.1	XP_555854.2
OG0008274	XP_001653124.2	XP_312509.4
OG0008275	XP_021697304.1, XP_001653712.2, XP_001662156.2, XP_001663782.1	XP_556826.3
OG0008275	XP_021695192.1, XP_021697488.1, XP_021697487.1, XP_021697493.1, XP_021697296.1, XP_021697298.1, XP_001655897.2, XP_001655898.2, XP_001653713.2	XP_001688682.1
OG0008277	XP_001655432.1	XP_318060.3
OG0008279	XP_001656605.1	XP_318986.3
OG0008280	XP_001657450.1	XP_315774.3
OG0008281	XP_001657593.2	XP_556739.3
OG0008284	XP_001659754.2	XP_556174.1
OG0008286	XP_001661812.1	XP_317846.4
OG0008289	XP_011493184.1	XP_313313.2
OG0008290	XP_021694050.1	XP_003436624.1
OG0008291	XP_021694123.1	XP_311743.5
OG0008292	XP_021694355.1	XP_003437034.1
OG0008294	XP_021698367.1	XP_315566.3
OG0008297	XP_021700574.1	XP_319205.3
OG0008298	XP_021701514.1	XP_318686.3
OG0008299	XP_021702006.1, XP_021702008.1, XP_021702007.1	XP_001689224.1
OG0008300	XP_021702189.1	XP_317084.4
OG0008301	XP_021702241.1	XP_001689222.1
OG0008302	XP_021706814.1	XP_309481.4
OG0008304	XP_021708519.1	XP_319543.2
OG0008305	XP_021711570.1	XP_003436718.1
OG0008306	XP_021711609.1	XP_320297.4
OG0008307	XP_021713208.1	XP_313613.5
OG0008403	XP_001656776.1	XP_555840.2
OG0008405	XP_001658322.1	XP_312546.4
OG0008406	XP_001649261.1	XP_310667.1
OG0008407	XP_001661616.2	XP_311278.4
OG0008408	XP_001649335.1	XP_318644.3
OG0008409	XP_021693239.1, XP_021693238.1, XP_001648009.2	XP_551123.2
OG0008412	XP_021701637.1	XP_314790.4
OG0008415	XP_001653480.2	XP_318071.4
OG0008418	XP_021697898.1	XP_312332.5
OG0008425	XP_021709050.1	XP_309965.4
OG0008426	XP_021700940.1	XP_318703.4
OG0008430	XP_021708954.1	XP_318445.5
OG0008430	XP_021706974.1, XP_001648987.2, XP_001660136.1, XP_001648985.2	XP_318449.4
OG0008436	XP_021708269.1	XP_320579.3, XP_552285.1
OG0008438	XP_021704120.1	XP_001238193.1
OG0008439	XP_021695836.1, XP_021695839.1, XP_021695838.1	XP_001687883.1
OG0008444	XP_001662790.1	XP_308201.3
OG0008451	XP_021696767.1	XP_308333.4, XP_001687897.1
OG0008459	XP_021704284.1	XP_560365.2
OG0008463	XP_021701403.1	XP_553659.3
OG0008467	XP_001649660.1	XP_319679.2
OG0008469	XP_021693840.1, XP_021693841.1, XP_021693842.1, XP_021693843.1, XP_021693837.1, XP_021693838.1, XP_021693839.1, XP_001656642.2	XP_309065.4
OG0008476	XP_001650817.2	XP_318586.4
OG0008478	XP_001649381.2	XP_001238532.3
OG0008480	XP_001656695.1	XP_317320.4
OG0008482	XP_001658613.2, XP_001649460.2	XP_001237420.1, XP_001237421.1, XP_003436264.1, XP_001237422.1
OG0008482	XP_001650048.2	XP_312028.3, XP_003436265.1
OG0008482	XP_001660601.1	XP_552852.2, XP_552851.3
OG0008483	XP_001649580.2, XP_021712557.1	XP_319523.4
OG0008484	XP_001652074.2	XP_556882.3
OG0008485	XP_001654263.2	XP_317719.4
OG0008486	XP_001657331.2	XP_313796.4, XP_003436828.1
OG0008487	XP_021710230.1, XP_021710233.1, XP_021710232.1, XP_021710235.1, XP_021710234.1, XP_021710237.1, XP_021710236.1, XP_021710225.1, XP_021710226.1, XP_021710223.1, XP_021710224.1, XP_021710222.1, XP_021710228.1, XP_021710231.1, XP_021710229.1, XP_001657368.2	XP_320200.4
OG0008488	XP_001659010.1	XP_315748.2
OG0008489	XP_001659317.1	XP_556870.3
OG0008491	XP_001664246.1, XP_021698648.1	XP_001237810.1
OG0008492	XP_021694203.1	XP_003436884.1
OG0008493	XP_021694341.1	XP_310726.4
OG0008494	XP_021695847.1	XP_308281.2
OG0008495	XP_021697446.1, XP_021712741.1	XP_001688389.2
OG0008496	XP_021697643.1	XP_003435726.1
OG0008497	XP_021701191.1	XP_317677.3
OG0008600	XP_001649341.1	XP_314739.4
OG0008603	XP_001655636.2	XP_311751.4
OG0008606	XP_021703450.1	XP_001689286.1
OG0008607	XP_001657636.1	XP_317347.3
OG0008609	XP_021700699.1	XP_317711.1
OG0008615	XP_001654084.2	XP_307781.4
OG0008618	XP_021708091.1	XP_321085.4
OG0008619	XP_001652537.1	XP_320181.3
OG0008621	XP_001658463.1, XP_021712289.1	XP_319797.3
OG0008636	XP_001662485.2	XP_311747.5
OG0008637	XP_001661451.2	XP_001687843.2
OG0008638	XP_001654980.1	XP_316958.4
OG0008642	XP_021694545.1	XP_316870.5
OG0008645	XP_021698796.1	XP_316184.4
OG0008648	XP_001655915.2	XP_314010.4
OG0008652	XP_021708461.1	XP_321827.5
OG0008653	YP_009389262.1	NP_008071.1
OG0008655	XP_001651209.2	XP_320055.4
OG0008657	XP_001659165.1	XP_308407.4
OG0008657	XP_001651945.2	XP_317796.3
OG0008657	XP_001659166.1	XP_001687924.1
OG0008657	XP_001659164.1	XP_001687925.1, XP_001687923.1
OG0008657	XP_001659459.2	XP_560029.2
OG0008657	XP_001662361.1, XP_001659998.1, XP_021705011.1	XP_309529.3
OG0008658	XP_001652209.2	XP_001689296.1
OG0008660	XP_001656618.2	XP_317198.4
OG0008661	XP_001657458.1	XP_320628.4
OG0008662	XP_001657797.1	XP_319697.2
OG0008663	XP_001659399.2	XP_321684.4
OG0008664	XP_001659458.2	XP_001230636.2
OG0008665	XP_001659946.1	XP_316208.3
OG0008665	XP_001659945.1, XP_001659944.1	XP_316206.2, XP_316207.4
OG0008666	XP_001660846.2	XP_001689078.1
OG0008668	XP_021697245.1	XP_308874.4
OG0008669	XP_021699955.1	XP_314350.4
OG0008671	XP_021702720.1	XP_311214.5
OG0008673	XP_021707413.1	XP_003436818.1
OG0008674	XP_021708962.1	XP_318091.4
OG0008675	XP_021710118.1	XP_551751.2
OG0008794	XP_021707338.1, XP_001661253.1	XP_001689283.1
OG0008796	XP_021695531.1	XP_315720.4
OG0008804	XP_021708628.1	XP_320240.4
OG0008809	XP_021707169.1	XP_003436246.1, XP_003436247.1, XP_312125.4
OG0008824	XP_001655337.2, XP_021708203.1, XP_021708205.1, XP_021708206.1, XP_021708207.1	XP_001238272.2
OG0008828	XP_001648280.1	XP_003436330.1
OG0008832	XP_001664136.2	XP_001687898.1
OG0008836	XP_001647961.1	XP_001237214.2
OG0008838	XP_001649600.2	XP_311863.3
OG0008839	XP_001650475.2	XP_315860.3, XP_001237724.1, XP_001237725.2
OG0008839	XP_021695432.1, XP_021695431.1, XP_021695430.1, XP_001650480.3	XP_001237723.2
OG0008840	XP_001651296.1	XP_552611.3
OG0008840	XP_001651295.1	XP_320858.4
OG0008842	XP_001654253.2	XP_319623.4
OG0008843	XP_001654679.1	XP_001688699.1
OG0008844	XP_001654944.1, XP_001654948.2, XP_001654953.1, XP_001654949.1, XP_021703360.1, XP_001654960.1, XP_001654959.1	XP_001688976.1
OG0008844	XP_001654954.1, XP_001654950.2, XP_001654947.1	XP_001688982.1
OG0008845	XP_001658150.2	XP_003436261.1
OG0008846	XP_001658265.1	XP_317272.3
OG0008848	XP_001659220.2	XP_308028.4
OG0008850	XP_001660805.1	XP_001237928.2
OG0008851	XP_001661328.2	XP_564678.2
OG0008852	XP_001663267.1	XP_320416.4
OG0008853	XP_021697950.1, XP_021708454.1, XP_021708453.1, XP_021712829.1, XP_021700977.1, XP_021696860.1, XP_021697930.1, XP_021706033.1, XP_021698678.1, XP_021693074.1, XP_021701834.1, XP_021707457.1, XP_021696060.1, XP_021705864.1	XP_001689071.1
OG0008856	XP_021702977.1	XP_319847.2
OG0008856	XP_021710434.1, XP_021706403.1	XP_309466.4
OG0008858	XP_021712786.1	XP_003436138.1
OG0008859	XP_021713076.1	XP_003436661.1
OG0009007	XP_001651887.1, XP_021698250.1	XP_001230973.2
OG0009007	XP_021705093.1, XP_001660285.1	XP_311977.4
OG0009007	XP_001649748.1, XP_021698248.1, XP_001663811.2	XP_314062.4, XP_001688515.1
OG0009015	XP_021706385.1	XP_003436032.1
OG0009019	XP_001654989.2	XP_554948.3
OG0009032	XP_001654552.3, XP_001654551.2, XP_001654550.3, XP_001651373.2, XP_021694419.1, XP_001654555.1, XP_011493549.1, XP_021693469.1, XP_001654554.1, XP_021693467.1	XP_313636.1, XP_313637.1, XP_313640.1, XP_313638.1
OG0009033	XP_021695066.1, XP_021711991.1, XP_021695065.1, XP_021695063.1, XP_021712115.1, XP_001663978.1, XP_001653005.2, XP_021712117.1, XP_021711992.1, XP_021695062.1, XP_021712116.1	XP_311111.4
OG0009034	XP_001654904.1	XP_562528.2, XP_003436558.1
OG0009036	XP_001657382.2	XP_318014.3
OG0009037	XP_011493754.2, XP_021712629.1	XP_319538.1
OG0009037	XP_021701481.1, XP_001658400.3	XP_318760.1
OG0009037	XP_001658293.2	XP_318761.1, XP_318763.1, XP_318789.1, XP_318786.1, XP_318764.1, XP_318795.1
OG0009038	XP_001663378.1	XP_001238452.2
OG0009039	XP_001663437.2, XP_021713013.1	XP_315237.5
OG0009040	XP_021694717.1, XP_021694718.1, XP_021694719.1	XP_319826.3
OG0009042	XP_021695436.1	XP_556944.1
OG0009043	XP_021697537.1	XP_315951.4
OG0009044	XP_021698384.1	XP_558285.3
OG0009045	XP_021699731.1	XP_001688473.1, XP_313913.4
OG0009047	XP_021703534.1, XP_021703535.1, XP_021703532.1, XP_021703533.1	XP_320068.4
OG0009048	XP_021704988.1	XP_318559.3
OG0009049	XP_021705727.1	XP_309358.1
OG0009154	XP_001660268.1	XP_001238152.1
OG0009157	XP_001662481.2	XP_318399.4
OG0009159	XP_001660989.2	XP_316660.2
OG0009160	XP_001654188.2	XP_320526.4
OG0009161	XP_001662576.2	XP_563485.4
OG0009164	XP_021696744.1	XP_308323.4
OG0009174	XP_021703893.1	XP_001237319.2
OG0009175	XP_001653643.2	XP_001688750.1
OG0009178	XP_001656415.1	XP_313289.3, XP_003436519.1
OG0009180	YP_009389261.1	NP_008070.1
OG0009181	YP_009389271.1	NP_008080.1
OG0009182	XP_001661694.2, XP_021712350.1	XP_001687968.1
OG0009182	XP_021695486.1, XP_001647640.1	XP_308533.2
OG0009182	XP_001661692.2	XP_308532.3
OG0009183	XP_001648100.2, XP_001648101.2, XP_021707606.1, XP_021711616.1, XP_021707174.1	XP_309819.4
OG0009184	XP_001649052.1	XP_565004.3
OG0009185	XP_021703017.1, XP_001662985.3	XP_003436940.1, XP_310907.1
OG0009185	XP_021696812.1, XP_001649200.2, XP_001649198.1, XP_001649199.1, XP_001657845.3, XP_011493336.1	XP_314478.1, XP_314477.1
OG0009186	XP_001649700.1, XP_001649699.1, XP_001649698.1	XP_001238116.1
OG0009186	XP_001649705.1, XP_001649704.1, XP_001649701.1, XP_001649702.1, XP_001649703.1	XP_319252.2, XP_319254.2, XP_001238117.1
OG0009189	XP_001658629.1	XP_311038.5
OG0009189	XP_001651767.1, XP_001651768.1, XP_001651766.1	XP_310165.4
OG0009190	XP_001652125.2	XP_555580.2
OG0009191	XP_021695273.1	XP_317700.4
OG0009191	XP_021703653.1, XP_021703654.1, XP_001653451.2, XP_021711755.1, XP_021694896.1, XP_001657160.2	XP_319817.4
OG0009192	XP_001653546.1, XP_001654769.2, XP_021712925.1	XP_565268.2
OG0009193	XP_021695899.1, XP_021695900.1, XP_021695901.1, XP_021695895.1, XP_021695896.1, XP_021695897.1, XP_001653574.1, XP_001653576.1, XP_011493155.1, XP_021695898.1	XP_001237055.1, XP_308262.3
OG0009195	XP_021702686.1, XP_021702685.1, XP_001654203.2	XP_001238224.2
OG0009196	XP_021696956.1, XP_001656120.2	XP_552245.3, XP_557865.3
OG0009197	XP_001659585.2	XP_001689085.1
OG0009198	XP_001662164.1	XP_315183.4
OG0009200	XP_021695770.1	XP_001688200.2
OG0009201	XP_021696662.1, XP_021696665.1, XP_021696664.1, XP_021696667.1, XP_021696666.1, XP_021696663.1	XP_564504.3
OG0009202	XP_021705225.1	XP_311996.2
OG0009311	XP_001662757.1	XP_319329.3
OG0009314	XP_021702080.1	XP_562343.4
OG0009314	XP_001658769.2, XP_021703440.1	XP_318852.2
OG0009315	XP_001654252.1, XP_021712253.1, XP_021700678.1	XP_319624.3
OG0009317	XP_021706798.1	XP_318371.5
OG0009318	XP_001659181.2	XP_308421.4
OG0009319	XP_001648794.1	XP_564983.3
OG0009320	XP_021706152.1	XP_310384.6, XP_003436629.1
OG0009321	XP_021704444.1, XP_021704439.1, XP_001655044.2, XP_021704421.1, XP_021704449.1, XP_021704429.1	XP_001688313.2
OG0009326	XP_021701533.1, XP_021706443.1	XP_003436439.1
OG0009328	XP_021701450.1, XP_021711875.1	XP_319027.4
OG0009331	XP_011493035.2, XP_001652010.1, XP_001652011.2	XP_310203.3
OG0009333	XP_001651855.1	XP_314136.4
OG0009335	YP_009389264.1	NP_008073.1
OG0009336	YP_009389272.1	NP_008081.1
OG0009339	XP_021705929.1, XP_001664290.2, XP_001652486.1, XP_001652487.1	XP_558354.4
OG0009340	XP_001653424.1, XP_021713122.1, XP_021712850.1, XP_021693798.1, XP_001660883.1, XP_021713127.1, XP_021713126.1, XP_021713128.1, XP_021711814.1, XP_021703288.1, XP_021703361.1	XP_311737.5
OG0009341	XP_001653476.2	XP_316261.2, XP_316263.2, XP_316262.3, XP_001237780.1, XP_316258.2, XP_001688822.1, XP_316259.2, XP_316260.4, XP_556903.1, XP_556905.2, XP_314745.2
OG0009344	XP_001656526.1, XP_021711759.1	XP_003436714.1, XP_312978.3
OG0009344	XP_001656520.2	XP_003436717.1, XP_562614.4, XP_003436716.1, XP_003436715.1
OG0009345	XP_001664001.2	XP_003437120.1, XP_310626.5
OG0009345	XP_011493129.2	XP_563520.4
OG0009346	XP_021706058.1, XP_021706057.1, XP_021706053.1, XP_021706052.1, XP_021706056.1, XP_021706055.1, XP_021706059.1, XP_011493504.1	XP_551285.2
OG0009347	XP_021695152.1	XP_310494.4
OG0009349	XP_021697573.1, XP_021697577.1, XP_021697574.1, XP_021697575.1, XP_021697576.1, XP_021697569.1, XP_021697570.1, XP_021697571.1, XP_021697572.1, XP_021697568.1, XP_021697578.1	XP_001237165.2
OG0009350	XP_021699804.1	XP_559280.1, XP_314340.2
OG0009352	XP_021705787.1, XP_021712679.1	XP_311517.4
OG0009353	XP_021706238.1, XP_021706234.1, XP_021706232.1, XP_021706236.1, XP_021706235.1, XP_021706239.1, XP_021706237.1, XP_021712924.1, XP_021706233.1	XP_001238369.1, XP_320734.3
OG0009355	XP_021707219.1	XP_561565.1
OG0009357	XP_021710784.1	XP_311368.3, XP_311367.2, XP_311366.1, XP_003436123.1, XP_310492.1, XP_319814.1, XP_311167.1, XP_311165.1, XP_320864.1, XP_310079.3, XP_314081.1
OG0009440	XP_001653656.2	XP_565182.2
OG0009442	XP_001660966.3	XP_562632.3, XP_313000.2
OG0009443	XP_021696739.1	XP_308320.4
OG0009449	XP_021710375.1	XP_563648.4
OG0009453	XP_021707094.1	XP_003435781.1
OG0009455	XP_001658662.1	XP_001687922.1
OG0009455	XP_001649809.2, XP_021710795.1, XP_001649779.2, XP_021703189.1, XP_001658252.2, XP_001660345.2	XP_001687926.1
OG0009457	XP_021703993.1, XP_021703994.1, XP_001652008.2	XP_310200.4
OG0009458	XP_021697384.1, XP_021697380.1, XP_021697381.1, XP_021697382.1, XP_021697383.1	XP_316467.3
OG0009460	XP_021711138.1	XP_001688409.2
OG0009464	YP_009389268.1	NP_008077.1
OG0009465	XP_001647843.2	XP_313598.5
OG0009465	XP_021693066.1, XP_021693065.1, XP_001647842.1	XP_001237493.3, XP_312785.2
OG0009467	XP_001650852.2	XP_310252.6, XP_306777.4, XP_310251.2
OG0009467	XP_001650849.1, XP_001650850.1	XP_559486.5, XP_306152.3, XP_306153.3
OG0009468	XP_021710681.1, XP_021710680.1, XP_001662031.1	XP_320790.4
OG0009468	XP_001651757.2	XP_310171.4
OG0009468	XP_021708467.1	XP_558103.1
OG0009469	XP_001652104.1	XP_001237939.1
OG0009470	XP_001653321.1, XP_021694743.1, XP_021694742.1	XP_559962.1, XP_318933.2, XP_311237.4, XP_003437071.1, XP_003437072.1, XP_561090.4, XP_001238314.2
OG0009471	XP_001656328.1	XP_562408.3, XP_313309.5, XP_562406.4
OG0009471	XP_001661230.1	XP_001687906.1
OG0009471	XP_001656397.1	XP_308362.4, XP_001687907.1, XP_001687905.1, XP_001237071.2
OG0009473	XP_001657995.2	XP_003436319.1
OG0009474	XP_001658546.3	XP_312245.4
OG0009475	XP_001659053.2	XP_556350.3
OG0009475	XP_021695512.1, XP_001662698.1, XP_001662699.2	XP_001688713.1, XP_001688712.1, XP_001688714.1, XP_315712.4, XP_315716.4, XP_315714.4
OG0009476	XP_001659133.3	XP_319612.1
OG0009477	XP_001661174.2, XP_021696095.1, XP_021697308.1, XP_021711909.1, XP_021713329.1, XP_021706487.1, XP_021709465.1	XP_308932.2
OG0009479	XP_021694447.1	XP_001237342.3
OG0009480	XP_021700847.1, XP_021697126.1, XP_021704094.1, XP_021704092.1, XP_021704093.1, XP_021697125.1, XP_021697129.1, XP_021697123.1, XP_021695179.1	XP_001688037.1
OG0009481	XP_021695291.1	XP_001237224.2, XP_309377.4, XP_001689104.1, XP_001688343.1, XP_001689101.1, XP_001689108.1, XP_001688517.1, XP_001688599.1, XP_001688642.1, XP_003437078.1
OG0009482	XP_021697027.1, XP_021697026.1	XP_001238118.2, XP_001238120.1, XP_319261.3, XP_319262.3, XP_001238131.1, XP_319260.3, XP_001238119.1, XP_001689181.1, XP_003436895.1
OG0009483	XP_021701294.1, XP_021701293.1, XP_021701292.1	XP_319997.4, XP_319991.3, XP_001238237.1, XP_001238240.1, XP_001238238.1, XP_001238239.1, XP_319994.4
OG0009484	XP_021702849.1, XP_021702848.1, XP_021702846.1, XP_021702847.1, XP_021702845.1	XP_318863.4
OG0009485	XP_021710178.1, XP_021710279.1, XP_021710278.1, XP_021710276.1, XP_021710284.1, XP_021710281.1, XP_021710280.1, XP_021710283.1, XP_021710282.1	XP_313193.4
OG0009581	XP_001653779.1	XP_001237116.2
OG0009582	XP_021710959.1, XP_021710957.1, XP_021710960.1, XP_021710961.1, XP_021710958.1	XP_003436027.1
OG0009583	XP_001653381.1	XP_555160.3
OG0009584	XP_001660532.2	XP_315167.3
OG0009585	XP_021707990.1	XP_311599.4
OG0009586	XP_021704263.1	XP_320128.3
OG0009589	XP_021693738.1	XP_003436876.1, XP_557457.4
OG0009590	XP_021700192.1, XP_021700188.1, XP_021700190.1, XP_011493583.2, XP_021700189.1	XP_319218.4
OG0009592	XP_001658176.1, XP_021699019.1	XP_316583.2, XP_316572.4
OG0009595	XP_021696419.1	XP_001688883.1
OG0009596	XP_021693746.1, XP_021693747.1	XP_003436877.1, XP_315187.4
OG0009597	XP_021710425.1	XP_311423.4
OG0009600	XP_021704977.1, XP_001651591.1	XP_313277.3
OG0009603	XP_021706122.1, XP_021706123.1, XP_021706124.1, XP_021706121.1	XP_001230997.3
OG0009604	XP_021712945.1	XP_313496.5
OG0009605	XP_021693811.1	XP_307483.4
OG0009607	XP_021699910.1, XP_021699909.1, XP_001661562.2	XP_314128.4
OG0009611	XP_021701272.1, XP_021701271.1	XP_318714.3
OG0009613	XP_021697163.1	XP_001688478.1, XP_313939.4
OG0009615	XP_021709007.1, XP_021706967.1	XP_311490.2
OG0009615	XP_021707759.1	XP_320911.4
OG0009621	XP_021699222.1, XP_021699223.1, XP_021699224.1, XP_021699221.1	XP_316328.4, XP_001688840.1
OG0009623	XP_021710872.1, XP_021705248.1	XP_310285.7, XP_003436592.1
OG0009625	XP_021698109.1, XP_021698110.1, XP_021698107.1, XP_021698108.1	XP_565286.3
OG0009629	XP_001654573.2, XP_021702085.1, XP_001649017.1	XP_001689138.1
OG0009631	XP_001652895.2, XP_001652894.2, XP_001649691.2, XP_001652896.2, XP_001652892.2, XP_001652890.1, XP_001652891.1	XP_001688694.1, XP_556255.3
OG0009632	XP_001659587.1	XP_307608.4
OG0009632	XP_001651921.1, XP_021698135.1, XP_001652990.2	XP_310136.4, XP_559691.3, XP_306965.4, XP_001230449.1, XP_001688267.1
OG0009633	XP_021696199.1, XP_021696200.1, XP_021696201.1, XP_021696202.1, XP_021696196.1, XP_021696197.1, XP_001654237.2, XP_021696203.1	XP_001687944.1
OG0009634	XP_001654300.2, XP_021705648.1	XP_310305.7
OG0009635	XP_001655150.2	XP_319142.1
OG0009635	XP_001654839.2	XP_312786.1
OG0009636	XP_001655141.1, XP_021712738.1	XP_318872.3, XP_557739.2, XP_001689150.1, XP_318922.1
OG0009638	XP_021706036.1, XP_001655687.1, XP_001659558.1	XP_558971.3
OG0009639	XP_001657000.2, XP_021707438.1	XP_307334.3, XP_001689322.1
OG0009639	XP_001657001.1, XP_021707688.1	XP_321281.4
OG0009640	XP_001657658.1	XP_316130.4, XP_001688781.1, XP_316129.2, XP_316128.3, XP_316133.3, XP_001237758.1, XP_316132.2, XP_316134.4
OG0009641	XP_001658560.1	XP_310887.5
OG0009642	XP_021696806.1	XP_315462.3
OG0009642	XP_001659105.1	XP_315459.4
OG0009642	XP_001659100.2, XP_001659102.2, XP_001659101.2, XP_001659103.1	XP_315457.1, XP_315456.3
OG0009643	XP_001659851.2	XP_316450.1
OG0009644	XP_021694878.1, XP_021709843.1, XP_021709846.1, XP_021712067.1, XP_001660530.2, XP_021709836.1	XP_312463.4
OG0009645	XP_001660735.2	XP_319943.4
OG0009646	XP_001661035.2	XP_311125.5
OG0009647	XP_001661759.2	XP_320874.3
OG0009648	XP_001661860.2	XP_310527.4
OG0009649	XP_001663400.2	XP_315068.4, XP_315048.1, XP_315072.4
OG0009650	XP_021710510.1, XP_021710509.1, XP_021710511.1, XP_001663541.2, XP_021710508.1	XP_317894.4
OG0009651	XP_021694094.1	XP_313696.3
OG0009654	XP_021696002.1	XP_309122.5
OG0009654	XP_021696013.1	XP_003437142.1, XP_560145.3
OG0009655	XP_021712452.1, XP_021700758.1, XP_021709906.1, XP_021704659.1, XP_021703035.1, XP_021697008.1, XP_021706340.1, XP_021708139.1, XP_021710931.1	XP_556083.1
OG0009656	XP_021701999.1, XP_021702000.1, XP_021702004.1, XP_021702003.1, XP_021702002.1	XP_319980.4
OG0009657	XP_021704445.1	XP_003436765.1
OG0009658	XP_021706184.1, XP_021712720.1	XP_003436415.1, XP_312891.4
OG0009659	XP_021709838.1, XP_021709837.1, XP_021709834.1, XP_021709835.1	XP_003436672.1, XP_003436671.1, XP_318415.4
OG0009750	XP_001654254.1	XP_319620.4
OG0009751	XP_021706419.1, XP_021712242.1	XP_001230590.1
OG0009754	XP_021704427.1	XP_312537.4
OG0009756	XP_021704679.1, XP_001653129.2, XP_021704680.1	XP_001237463.3
OG0009757	XP_021696476.1, XP_021696479.1, XP_021696478.1, XP_021696477.1	XP_308399.4
OG0009759	XP_021712404.1, XP_001654276.2	XP_003435775.1
OG0009760	XP_021713335.1	XP_313830.5
OG0009761	XP_021711054.1, XP_021711056.1, XP_021711055.1	XP_306928.3, XP_308091.4
OG0009762	XP_021707985.1	XP_554876.3
OG0009763	XP_001656299.2	XP_309432.3
OG0009783	XP_001653565.1	XP_308253.4
OG0009789	XP_021709477.1, XP_021709480.1, XP_021709479.1, XP_021709478.1	XP_001237496.3
OG0009792	XP_001655780.1, XP_021706224.1	XP_001230896.1
OG0009794	XP_021708812.1, XP_021708811.1	XP_312132.4
OG0009795	XP_021704779.1, XP_021704780.1	XP_309506.4
OG0009796	XP_021697246.1	XP_316930.3
OG0009797	XP_001650998.2	XP_320656.4
OG0009799	YP_009389265.1	NP_008074.1
OG0009800	YP_009389260.1	NP_008069.1
OG0009803	XP_021701920.1	XP_001688582.1
OG0009803	XP_001651850.2, XP_001648963.1, XP_021701919.1, XP_001648961.1	XP_001237582.2
OG0009804	XP_021702497.1, XP_001649668.1, XP_001649670.1, XP_021708002.1, XP_021708001.1, XP_021702496.1, XP_001660522.2	XP_001688957.1
OG0009805	XP_021697225.1, XP_021698638.1, XP_001654832.2, XP_001650275.2, XP_001661737.2, XP_001658029.2, XP_001658027.2, XP_001658735.2	XP_559324.4
OG0009806	XP_021711951.1, XP_021696948.1, XP_001656112.2, XP_001650327.2, XP_021693899.1	XP_315963.4
OG0009806	XP_021697621.1	XP_556530.2
OG0009807	XP_001651445.1	XP_310842.1
OG0009807	XP_001651444.2	XP_307999.2
OG0009808	XP_001651488.2	XP_310733.5
OG0009809	XP_001651638.2	XP_309766.4
OG0009810	XP_001651646.3	XP_309775.4
OG0009810	XP_021706495.1	XP_554880.3, XP_317954.4
OG0009811	XP_001651737.1, XP_021709829.1, XP_021709833.1	XP_309880.4, XP_309881.4, XP_309882.3, XP_309883.1
OG0009812	XP_021703132.1, XP_001653689.3, XP_001653688.1, XP_001653690.1	XP_312016.4, XP_317251.2, XP_317252.1, XP_555249.1
OG0009813	XP_021708251.1, XP_001654522.1, XP_001654521.1, XP_001654520.1	XP_003435923.1, XP_001238461.2, XP_003435927.1
OG0009814	XP_001654582.2	XP_559373.4
OG0009817	XP_001655562.1, XP_021702272.1, XP_021702273.1	XP_317446.4
