Orthogroup	Aedes_aegypti	Osmia_lignaria
OG0006138	XP_021698409.1	XP_034183571.1
OG0006139	XP_001650883.1, XP_021696255.1, XP_021712153.1	XP_034173820.1
OG0006140	XP_021703752.1	XP_034190311.1
OG0006141	XP_021694661.1	XP_034193549.1
OG0006142	XP_001649217.2, XP_021705469.1	XP_034183274.1
OG0006143	XP_001654972.2, XP_021703376.1	XP_034180508.1
OG0006144	XP_021712876.1	XP_034191285.1
OG0006145	XP_001651673.1	XP_034180726.1
OG0006147	XP_021711767.1, XP_001658105.1	XP_034176962.1
OG0006149	XP_001660024.2	XP_034181433.1
OG0006150	XP_021710551.1	XP_034183603.1
OG0006151	XP_021702412.1	XP_034180401.1
OG0006152	XP_021696550.1	XP_034189045.1
OG0006153	XP_001649570.2	XP_034191751.1
OG0006154	XP_021696188.1	XP_034195736.1
OG0006155	XP_021707090.1	XP_034174513.1
OG0006156	XP_021700807.1	XP_034183484.1
OG0006157	XP_001657524.1	XP_034172845.1
OG0006158	XP_001660498.2	XP_034183018.1
OG0006159	XP_001655573.2	XP_034180972.1
OG0006160	XP_001655851.1	XP_034179050.1
OG0006161	XP_021701325.1	XP_034191119.1
OG0006162	XP_001661820.1	XP_034192529.1
OG0006164	XP_001657798.1	XP_034188528.1
OG0006165	XP_001649657.2, XP_021712847.1	XP_034188207.1
OG0006166	XP_001651530.1	XP_034196617.1
OG0006167	XP_021695783.1	XP_034183162.1
OG0006168	XP_001662181.2	XP_034189945.1
OG0006169	XP_001658177.2	XP_034184768.1
OG0006170	XP_001653613.1	XP_034180202.1
OG0006171	XP_001659248.1	XP_034194335.1
OG0006172	XP_001651760.1	XP_034188283.1
OG0006173	XP_021693381.1	XP_034179161.1
OG0006174	XP_001663011.1	XP_034179220.1
OG0006175	XP_021693796.1	XP_034171951.1
OG0006176	XP_021710504.1	XP_034184099.1
OG0006177	XP_021707996.1	XP_034171286.1
OG0006178	XP_021704112.1	XP_034186490.1
OG0006179	XP_021706244.1, XP_001648502.2	XP_034196461.1
OG0006180	XP_021695635.1	XP_034190386.1
OG0006181	XP_021696820.1	XP_034189881.1
OG0006182	XP_021708688.1	XP_034186289.1
OG0006183	XP_001653128.1	XP_034174675.1
OG0006184	XP_001662027.2	XP_034190229.1
OG0006185	XP_001654454.1	XP_034190912.1
OG0006186	XP_001648588.2	XP_034182073.1
OG0006187	XP_021694638.1	XP_034192216.1
OG0006188	XP_021707431.1	XP_034180204.1
OG0006189	XP_021711889.1, XP_021710220.1	XP_034189441.1
OG0006191	XP_011493301.2	XP_034187339.1
OG0006192	XP_001656421.2	XP_034195420.1
OG0006193	XP_001661836.1	XP_034190317.1
OG0006194	XP_021704882.1	XP_034179066.1
OG0006195	XP_001661894.2	XP_034180973.1
OG0006196	XP_001652824.1	XP_034192063.1
OG0006197	XP_001651465.2	XP_034196426.1
OG0006199	XP_001662260.1	XP_034181748.1
OG0006200	XP_001658056.1	XP_034177272.1
OG0006201	XP_001664046.2, XP_021701956.1	XP_034194004.1
OG0006202	XP_021710311.1	XP_034182559.1
OG0006203	XP_001648164.1	XP_034195136.1
OG0006204	XP_001658684.2	XP_034178592.1
OG0006205	XP_021695219.1, XP_021708918.1	XP_034182407.1
OG0006206	XP_021710132.1	XP_034172328.1
OG0006207	XP_021699088.1	XP_034179979.1
OG0006208	XP_021693067.1	XP_034179833.1
OG0006209	XP_021701922.1	XP_034178805.1
OG0006210	XP_001662533.2	XP_034173731.1
OG0006211	XP_021708017.1	XP_034176316.1
OG0006212	XP_001653244.2	XP_034176538.1
OG0006213	XP_001659184.2	XP_034183042.1
OG0006215	XP_001663131.1	XP_034189594.1
OG0006216	XP_001658440.2	XP_034176366.1
OG0006217	XP_001652243.1	XP_034175823.1
OG0006218	XP_001658562.1	XP_034189625.1
OG0006219	XP_001655453.1	XP_034180145.1
OG0006220	XP_021699522.1	XP_034186224.1
OG0006221	XP_021704979.1	XP_034175615.1
OG0006222	XP_001649742.3, XP_021701013.1	XP_034190950.1
OG0006223	XP_001653482.2	XP_034171530.1
OG0006224	XP_001662971.1	XP_034187376.1
OG0006225	XP_001656981.1	XP_034185520.1
OG0006226	XP_001654182.2, XP_021708191.1	XP_034180164.1
OG0006228	XP_001651257.2, XP_021705034.1	XP_034183481.1
OG0006229	XP_001657927.2	XP_034182401.1
OG0006230	XP_001652053.1	XP_034180441.1
OG0006231	XP_021700747.1, XP_021700749.1	XP_034173309.1
OG0006232	XP_021707754.1, XP_001652356.1	XP_034181291.1
OG0006233	XP_021705050.1	XP_034189326.1
OG0006234	XP_001664106.1	XP_034195826.1
OG0006235	XP_021702670.1	XP_034184286.1
OG0006236	XP_001662680.2	XP_034179178.1
OG0006237	XP_001649608.2	XP_034177592.1
OG0006238	XP_021710553.1	XP_034195813.1
OG0006239	XP_021709687.1	XP_034179994.1
OG0006240	XP_001663805.2	XP_034193229.1
OG0006241	XP_001659483.1	XP_034183884.1
OG0006242	XP_001657363.2, XP_001657364.2	XP_034190370.1
OG0006243	XP_001658449.1	XP_034176255.1
OG0006244	XP_021699725.1	XP_034179669.1
OG0006245	XP_001653798.2, XP_021702939.1	XP_034191835.1
OG0006246	XP_001659450.1	XP_034179225.1
OG0006247	XP_021701011.1	XP_034170932.1
OG0006248	XP_021693719.1	XP_034193981.1
OG0006250	XP_021695603.1	XP_034180000.1
OG0006251	XP_021701369.1	XP_034186213.1
OG0006252	XP_001652452.1	XP_034189887.1
OG0006253	XP_001649404.1	XP_034176928.1
OG0006254	XP_021696559.1	XP_034182710.1
OG0006255	XP_001653652.2	XP_034192094.1
OG0006256	XP_021699832.1, XP_021699834.1	XP_034175296.1
OG0006257	XP_001660415.1, XP_021704810.1	XP_034172356.1
OG0006258	XP_001662100.1	XP_034178466.1
OG0006259	XP_021698919.1	XP_034171437.1
OG0006260	XP_021710032.1	XP_034171113.1
OG0006261	XP_021713032.1	XP_034191573.1
OG0006262	XP_001654445.1	XP_034188772.1
OG0006263	XP_001658134.1	XP_034190779.1
OG0006264	XP_001658414.2	XP_034188078.1
OG0006265	XP_001656416.2	XP_034188494.1
OG0006266	XP_001655142.1, XP_021712740.1	XP_034187935.1
OG0006267	XP_021708664.1	XP_034184802.1
OG0006268	XP_001662153.1	XP_034191228.1
OG0006269	XP_001655113.1	XP_034171949.1
OG0006270	XP_021705036.1	XP_034189085.1
OG0006271	XP_001659155.1	XP_034175809.1
OG0006273	XP_001661529.1	XP_034191077.1
OG0006274	XP_021699399.1	XP_034191696.1
OG0006275	XP_001656034.2	XP_034184123.1
OG0006276	XP_001661085.2	XP_034184407.1
OG0006277	XP_001654122.2	XP_034179090.1
OG0006278	XP_021701929.1	XP_034171565.1
OG0006279	XP_001649464.1	XP_034184998.1
OG0006280	XP_021706949.1	XP_034189626.1
OG0006281	XP_021701193.1	XP_034171132.1
OG0006282	XP_021711621.1	XP_034187838.1
OG0006283	XP_001662069.2	XP_034174862.1
OG0006284	XP_001658130.2	XP_034194270.1
OG0006285	XP_001656619.1	XP_034173096.1
OG0006286	XP_001657422.1	XP_034179274.1
OG0006287	XP_001650345.1	XP_034192123.1
OG0006288	XP_021697338.1	XP_034196683.1
OG0006289	XP_001662357.1	XP_034192235.1
OG0006290	XP_021695110.1	XP_034193087.1
OG0006291	XP_021706632.1	XP_034189281.1
OG0006292	XP_001659750.2	XP_034178002.1
OG0006293	XP_001649003.1, XP_021707585.1	XP_034172874.1
OG0006294	XP_001653052.1	XP_034181106.1
OG0006295	XP_001650202.1	XP_034193067.1
OG0006296	XP_021704011.1	XP_034182874.1
OG0006297	XP_001658958.2	XP_034186734.1
OG0006298	XP_001662051.2	XP_034179075.1
OG0006299	XP_021695016.1, XP_021694917.1	XP_034187795.1
OG0006300	XP_021693795.1	XP_034178828.1
OG0006301	XP_021697011.1	XP_034191465.1
OG0006302	XP_021706178.1	XP_034186740.1, XP_034186736.1
OG0006303	XP_001657255.2	XP_034174265.1
OG0006304	XP_021700110.1	XP_034187411.1
OG0006305	XP_021694598.1	XP_034190984.1
OG0006306	XP_001648253.1	XP_034182758.1
OG0006307	XP_021706343.1	XP_034185311.1
OG0006308	XP_001648949.2	XP_034176927.1
OG0006309	XP_001662411.1	XP_034173798.1
OG0006310	XP_001650763.1	XP_034179221.1
OG0006311	XP_021696841.1, XP_001650609.2	XP_034180099.1
OG0006312	XP_001649746.1	XP_034184530.1
OG0006313	XP_001649399.1	XP_034172562.1
OG0006314	XP_021699555.1	XP_034182152.1
OG0006315	XP_021699711.1	XP_034182169.1
OG0006316	XP_021704286.1	XP_034175633.1
OG0006317	XP_021696014.1	XP_034190105.1
OG0006318	XP_021709632.1	XP_034191309.1
OG0006319	XP_001662409.1	XP_034172969.1
OG0006320	XP_021698478.1	XP_034172985.1
OG0006322	XP_011493441.1	XP_034182514.1
OG0006323	XP_011493383.1	XP_034176137.1
OG0006324	XP_001649078.2	XP_034193576.1
OG0006325	XP_021702947.1	XP_034190325.1
OG0006326	XP_001654401.2	XP_034183933.1, XP_034183932.1
OG0006327	XP_001658204.2	XP_034195770.1
OG0006328	XP_001660887.1	XP_034187919.1
OG0006329	XP_001659032.1	XP_034193823.1
OG0006330	XP_021701539.1, XP_021701541.1, XP_021701540.1	XP_034191825.1
OG0006331	XP_001658276.1	XP_034180040.1
OG0006332	XP_001653669.1, XP_001653667.1, XP_021707232.1	XP_034176113.1
OG0006333	XP_001662996.1	XP_034191951.1
OG0006334	XP_001663180.1	XP_034189702.1
OG0006335	XP_021710512.1	XP_034173665.1
OG0006337	XP_001661825.1	XP_034189338.1
OG0006338	XP_001662618.1	XP_034193532.1
OG0006339	XP_021712646.1, XP_001662501.2	XP_034171195.1
OG0006340	XP_021693362.1	XP_034195015.1
OG0006342	XP_001650150.2	XP_034178221.1, XP_034178302.1
OG0006343	XP_021703591.1	XP_034187865.1
OG0006344	XP_001654070.2	XP_034186328.1
OG0006345	XP_021709008.1	XP_034171312.1
OG0006346	XP_001656402.1	XP_034194976.1
OG0006347	XP_021696286.1	XP_034184941.1
OG0006348	XP_001654328.1	XP_034190859.1
OG0006349	XP_001658824.2	XP_034185121.1
OG0006350	XP_021706106.1	XP_034172305.1
OG0006351	XP_021713409.1	XP_034184999.1
OG0006352	XP_021706867.1	XP_034182550.1
OG0006353	XP_021705989.1	XP_034189641.1
OG0006355	XP_021693425.1	XP_034185233.1
OG0006356	XP_001657729.1	XP_034181486.1
OG0006357	XP_021707656.1	XP_034192525.1
OG0006358	XP_001652359.1	XP_034189743.1
OG0006359	XP_001660612.2	XP_034185249.1
OG0006360	XP_021697513.1	XP_034181905.1
OG0006361	XP_001660716.2	XP_034180249.1
OG0006362	XP_001656892.1	XP_034192846.1
OG0006363	XP_021699101.1	XP_034191202.1
OG0006364	XP_021710562.1, XP_021712143.1	XP_034174281.1
OG0006365	XP_021712422.1, XP_001657668.2	XP_034178877.1
OG0006366	XP_021707076.1	XP_034189079.1
OG0006367	XP_021695172.1	XP_034181842.1
OG0006368	XP_021705623.1	XP_034191466.1
OG0006369	XP_001657123.1	XP_034194711.1
OG0006370	XP_001662032.1	XP_034191750.1
OG0006373	XP_001648654.2	XP_034178440.1
OG0006374	XP_021712817.1, XP_001658799.2	XP_034188745.1
OG0006375	XP_001663666.2	XP_034196648.1
OG0006377	XP_021695198.1	XP_034181351.1
OG0006378	XP_001653879.2	XP_034183195.1
OG0006379	XP_021701522.1	XP_034189828.1
OG0006380	XP_021710493.1	XP_034178257.1
OG0006381	XP_021706258.1	XP_034185638.1
OG0006382	XP_001664244.2	XP_034188620.1
OG0006383	XP_021702590.1	XP_034179164.1
OG0006385	XP_001648348.3	XP_034184499.1
OG0006386	XP_001660840.2	XP_034171033.1
OG0006388	XP_021707726.1	XP_034188500.1
OG0006389	XP_001653143.2	XP_034189954.1
OG0006390	XP_001652466.1	XP_034196444.1
OG0006391	XP_001649858.2, XP_001649859.2	XP_034194309.1
OG0006392	XP_021703657.1	XP_034190241.1
OG0006393	XP_001657121.1	XP_034182619.1
OG0006394	XP_021706817.1	XP_034172162.1
OG0006395	XP_021709944.1	XP_034192502.1
OG0006396	XP_001654731.2	XP_034196374.1
OG0006397	XP_001651394.2	XP_034183301.1
OG0006398	XP_001658688.2	XP_034196600.1
OG0006399	XP_021712108.1, XP_021695083.1	XP_034188325.1
OG0006400	XP_021698933.1	XP_034192341.1
OG0006401	XP_021704579.1	XP_034180967.1
OG0006403	XP_021695823.1	XP_034190979.1
OG0006404	XP_001653183.2	XP_034190144.1
OG0006405	XP_021696127.1	XP_034178297.1
OG0006406	XP_001656444.1	XP_034189112.1
OG0006407	XP_021706770.1	XP_034190523.1
OG0006408	XP_021695876.1	XP_034181467.1
OG0006409	XP_021694165.1, XP_021694166.1	XP_034173819.1
OG0006411	XP_021698270.1	XP_034176972.1
OG0006412	XP_001649124.1	XP_034190489.1
OG0006413	XP_001653824.1, XP_001653823.1	XP_034184679.1
OG0006414	XP_021699025.1	XP_034183412.1
OG0006415	XP_021708154.1	XP_034191909.1
OG0006416	XP_021711898.1, XP_001661064.2	XP_034172990.1
OG0006417	XP_021700324.1	XP_034185791.1
OG0006418	XP_021707602.1	XP_034180840.1
OG0006420	XP_001657527.2	XP_034196300.1
OG0006422	XP_001663654.1	XP_034173489.1
OG0006423	XP_021709939.1	XP_034172694.1
OG0006425	XP_021709132.1	XP_034178380.1
OG0006426	XP_001650919.1	XP_034182005.1
OG0006427	XP_021709504.1	XP_034191399.1
OG0006428	XP_021706620.1, XP_021711982.1	XP_034183302.1
OG0006429	XP_021712998.1	XP_034176487.1
OG0006430	XP_001663724.2	XP_034177924.1
OG0006431	XP_021705127.1	XP_034182136.1
OG0006432	XP_021694828.1	XP_034196638.1
OG0006433	XP_001656845.2	XP_034192648.1
OG0006434	XP_021698604.1	XP_034180048.1
OG0006435	XP_001659327.1	XP_034181339.1
OG0006437	XP_001653312.1	XP_034178856.1
OG0006438	XP_021704712.1	XP_034193495.1
OG0006439	XP_001659227.2	XP_034187012.1
OG0006440	XP_021701538.1	XP_034177497.1
OG0006441	XP_001654260.2	XP_034172950.1
OG0006442	XP_001655350.2	XP_034194565.1
OG0006443	XP_021705140.1	XP_034174093.1
OG0006444	XP_001648196.1	XP_034177693.1
OG0006445	XP_021708505.1	XP_034188614.1
OG0006447	XP_001648609.1	XP_034191314.1
OG0006448	XP_011493731.1	XP_034196331.1
OG0006449	XP_001650574.2	XP_034181194.1
OG0006450	XP_021700848.1	XP_034182150.1
OG0006451	XP_001664282.1	XP_034180803.1
OG0006452	XP_001659778.1	XP_034177574.1
OG0006454	XP_021695339.1	XP_034175976.1
OG0006455	XP_021697448.1	XP_034185250.1
OG0006456	XP_001654061.2	XP_034189273.1
OG0006457	XP_001649604.1	XP_034184875.1
OG0006458	XP_001661916.1	XP_034184810.1, XP_034184809.1, XP_034184808.1
OG0006459	XP_021706028.1	XP_034186387.1
OG0006460	XP_001661961.1	XP_034193467.1
OG0006463	XP_001664316.1	XP_034182080.1
OG0006464	XP_021707837.1	XP_034177342.1
OG0006465	XP_021709281.1	XP_034186650.1
OG0006466	XP_021704187.1	XP_034183253.1
OG0006467	XP_001654812.1	XP_034185847.1
OG0006468	XP_021694829.1	XP_034174083.1
OG0006469	XP_021698220.1	XP_034184525.1
OG0006470	XP_021704077.1	XP_034179953.1
OG0006471	XP_021703560.1	XP_034188170.1
OG0006472	XP_001652850.2	XP_034192168.1
OG0006473	XP_021709807.1	XP_034182443.1
OG0006474	XP_001652417.2	XP_034192920.1
OG0006475	XP_021701211.1	XP_034172567.1
OG0006476	XP_021697068.1	XP_034182144.1
OG0006477	XP_021700677.1	XP_034176019.1
OG0006478	XP_001656937.1	XP_034185138.1
OG0006480	XP_001650487.2	XP_034177452.1
OG0006481	XP_021699696.1, XP_001662108.1	XP_034177859.1
OG0006482	XP_001648880.2	XP_034181028.1
OG0006483	XP_021697737.1	XP_034190892.1
OG0006484	XP_021713424.1	XP_034188882.1
OG0006485	XP_021709595.1, XP_021709594.1	XP_034172111.1
OG0006486	XP_021709153.1	XP_034182259.1
OG0006487	XP_001659448.2	XP_034176583.1
OG0006488	XP_001657902.2	XP_034172225.1
OG0006489	XP_021694898.1	XP_034190954.1
OG0006490	XP_001660418.2	XP_034173482.1
OG0006491	XP_001660916.2	XP_034173642.1
OG0006492	XP_021712273.1, XP_021694720.1	XP_034194378.1
OG0006493	XP_011493096.1	XP_034179886.1
OG0006494	XP_021708500.1	XP_034189123.1
OG0006495	XP_001649467.1	XP_034194227.1
OG0006496	XP_021706328.1	XP_034185408.1
OG0006497	XP_021700020.1	XP_034191257.1
OG0006498	XP_001650131.1	XP_034187038.1
OG0006499	XP_021707065.1	XP_034176558.1
OG0006500	XP_001656926.2	XP_034194358.1
OG0006501	XP_001650005.1	XP_034173607.1
OG0006502	XP_001648450.1	XP_034190793.1
OG0006503	XP_001662670.1	XP_034178370.1
OG0006505	XP_021702162.1	XP_034191037.1
OG0006506	XP_021712602.1, XP_001651261.1	XP_034175518.1
OG0006507	XP_021709249.1	XP_034173138.1
OG0006508	XP_021699337.1	XP_034186033.1
OG0006509	XP_021711973.1, XP_021693609.1	XP_034178949.1
OG0006510	XP_001650335.1	XP_034177585.1
OG0006511	XP_021701335.1	XP_034195482.1
OG0006512	XP_021713034.1, XP_021712351.1	XP_034186980.1
OG0006513	XP_001654102.2	XP_034186860.1
OG0006514	XP_001659016.2	XP_034176613.1
OG0006515	XP_021694817.1	XP_034179673.1
OG0006516	XP_001653438.1	XP_034174267.1
OG0006517	XP_021694575.1	XP_034186672.1
OG0006518	XP_021698137.1	XP_034194512.1
OG0006519	XP_021707312.1	XP_034188476.1
OG0006520	XP_001656464.2	XP_034193280.1
OG0006521	XP_001653443.2	XP_034192457.1
OG0006522	XP_001655315.1	XP_034181084.1
OG0006523	XP_021699726.1	XP_034184239.1
OG0006524	XP_021703268.1	XP_034173646.1
OG0006525	XP_001654173.2, XP_021708087.1	XP_034189262.1
OG0006526	XP_021706331.1	XP_034194218.1
OG0006527	XP_021699671.1	XP_034173741.1
OG0006528	XP_021703214.1	XP_034184062.1
OG0006529	XP_001657348.1, XP_021711286.1	XP_034188828.1
OG0006530	XP_021694164.1	XP_034171319.1
OG0006532	XP_001664109.2	XP_034183533.1
OG0006533	XP_001662904.1	XP_034187461.1
OG0006534	XP_001654737.1	XP_034188660.1
OG0006535	XP_001660944.1	XP_034177242.1
OG0006536	XP_021695744.1	XP_034177375.1
OG0006537	XP_021697183.1	XP_034190582.1
OG0006538	XP_021701619.1	XP_034183467.1
OG0006539	XP_021707172.1	XP_034178904.1
OG0006540	XP_001649665.2	XP_034171983.1
OG0006541	XP_001650870.1	XP_034172865.1
OG0006543	XP_021701331.1, XP_021701330.1, XP_001658184.1	XP_034186824.1
OG0006544	XP_021694656.1	XP_034174901.1
OG0006545	XP_021704327.1	XP_034190551.1
OG0006546	XP_001661121.1	XP_034174765.1
OG0006547	XP_001664204.1	XP_034174449.1
OG0006548	XP_001662694.2	XP_034184944.1
OG0006549	XP_001655852.1	XP_034177504.1
OG0006551	XP_001650886.2	XP_034194646.1
OG0006552	XP_001663333.1	XP_034192026.1
OG0006553	XP_021707819.1	XP_034172898.1
OG0006554	XP_001658388.1	XP_034181746.1
OG0006555	XP_011493288.2, XP_021693043.1	XP_034194138.1
OG0006556	XP_001654277.1	XP_034190256.1
OG0006558	XP_021697069.1	XP_034188427.1
OG0006559	XP_021703739.1	XP_034182579.1
OG0006560	XP_021700104.1	XP_034182209.1
OG0006561	XP_001658164.1	XP_034187745.1
OG0006562	XP_021708171.1	XP_034174859.1
OG0006563	XP_021705845.1	XP_034176635.1
OG0006565	XP_021693766.1	XP_034177384.1
OG0006566	XP_021698895.1	XP_034171166.1
OG0006568	XP_001660405.1	XP_034174585.1
OG0006570	XP_021699637.1	XP_034177739.1
OG0006571	XP_021701970.1	XP_034184639.1
OG0006573	XP_001656668.1	XP_034196317.1
OG0006574	XP_021702968.1	XP_034190748.1
OG0006576	XP_021705145.1	XP_034189024.1
OG0006577	XP_021709301.1	XP_034171076.1
OG0006579	XP_001656789.2	XP_034175547.1
OG0006580	XP_021705060.1	XP_034183574.1
OG0006581	XP_021699941.1, XP_021699950.1, XP_021699935.1	XP_034179745.1
OG0006582	XP_001650857.1	XP_034170850.1
OG0006583	XP_021700455.1	XP_034182779.1
OG0006584	XP_001655336.2	XP_034171180.1
OG0006585	XP_001651220.2	XP_034177448.1
OG0006586	XP_001662311.1	XP_034186090.1
OG0006587	XP_001663056.2	XP_034177020.1
OG0006588	XP_001662977.2	XP_034182384.1
OG0006590	XP_021703546.1	XP_034189382.1
OG0006591	XP_001660548.1	XP_034181270.1
OG0006592	XP_001658166.2	XP_034174817.1
OG0006593	XP_021694750.1, XP_021694749.1	XP_034176102.1
OG0006594	XP_021699913.1	XP_034192872.1
OG0006595	XP_021699828.1	XP_034185769.1
OG0006596	XP_021695771.1	XP_034185592.1
OG0006597	XP_021695160.1	XP_034180302.1
OG0006598	XP_021706205.1	XP_034195410.1
OG0006599	XP_021703880.1	XP_034193923.1
OG0006600	XP_001658690.2	XP_034186489.1
OG0006601	XP_021709738.1	XP_034189574.1
OG0006602	XP_001660447.1	XP_034187159.1
OG0006603	XP_021706843.1	XP_034190712.1
OG0006604	XP_021698653.1	XP_034189848.1
OG0006605	XP_001649766.2	XP_034184790.1
OG0006606	XP_021713002.1	XP_034185279.1, XP_034185222.1
OG0006607	XP_021697634.1	XP_034182612.1
OG0006608	XP_021708619.1	XP_034176405.1
OG0006609	XP_021692953.1	XP_034177749.1
OG0006610	XP_021704132.1	XP_034180847.1
OG0006611	XP_021706441.1	XP_034177760.1
OG0006612	XP_001654859.1	XP_034184655.1
OG0006614	XP_021708235.1	XP_034179244.1
OG0006615	XP_021712414.1, XP_021701511.1	XP_034187592.1
OG0006616	XP_001655801.1	XP_034178829.1
OG0006617	XP_001656925.1	XP_034182069.1
OG0006618	XP_021710584.1	XP_034192870.1
OG0006619	XP_021709530.1, XP_021712417.1	XP_034187810.1
OG0006621	XP_021713359.1	XP_034186707.1
OG0006623	XP_001647648.2	XP_034184403.1
OG0006624	XP_021696038.1	XP_034172532.1
OG0006625	XP_021693017.1	XP_034181350.1
OG0006626	XP_021709882.1, XP_021709905.1	XP_034172556.1
OG0006627	XP_021704811.1	XP_034179839.1
OG0006628	XP_021712803.1	XP_034187760.1
OG0006629	XP_001650268.1	XP_034173708.1
OG0006630	XP_021702740.1	XP_034173659.1
OG0006631	XP_021703476.1	XP_034173818.1
OG0006632	XP_021703175.1	XP_034177575.1
OG0006633	XP_021706356.1	XP_034194734.1, XP_034194799.1
OG0006634	XP_001654338.2	XP_034183039.1
OG0006635	XP_021703806.1	XP_034190192.1
OG0006637	XP_021699276.1, XP_021699277.1	XP_034175851.1, XP_034175852.1, XP_034175853.1, XP_034175850.1
OG0006638	XP_001657730.2	XP_034192016.1
OG0006639	XP_021694514.1	XP_034189361.1
OG0006640	XP_021693918.1	XP_034187377.1
OG0006641	XP_001659192.2	XP_034171371.1
OG0006642	XP_021698330.1	XP_034176768.1
OG0006643	XP_001659742.2	XP_034193681.1
OG0006644	XP_021698027.1	XP_034182796.1
OG0006645	XP_021700538.1	XP_034183482.1
OG0006646	XP_001659809.1	XP_034172615.1
OG0006647	XP_021694152.1, XP_021694025.1	XP_034177220.1
OG0006648	XP_001655800.2	XP_034178833.1
OG0006649	XP_001660547.2	XP_034186981.1
OG0006650	XP_021694894.1	XP_034179055.1
OG0006651	XP_021707903.1	XP_034191832.1
OG0006652	XP_021695167.1	XP_034172662.1
OG0006653	XP_021705980.1	XP_034173609.1
OG0006654	XP_001657903.2	XP_034172743.1
OG0006655	XP_021693218.1	XP_034187820.1
OG0006656	XP_021696607.1, XP_021696608.1	XP_034189818.1
OG0006657	XP_001661237.1	XP_034194279.1
OG0006658	XP_001651882.1	XP_034178989.1
OG0006659	XP_001653516.2	XP_034174491.1
OG0006660	XP_021710900.1	XP_034184081.1
OG0006661	XP_001657977.2	XP_034194769.1, XP_034194018.1
OG0006662	XP_021709178.1	XP_034195369.1
OG0006663	XP_001657582.2	XP_034191772.1
OG0006664	XP_021710662.1	XP_034181436.1
OG0006665	XP_001657248.1	XP_034191792.1
OG0006666	XP_021707292.1, XP_021712363.1	XP_034194050.1
OG0006667	XP_021702177.1	XP_034181144.1
OG0006668	XP_021693528.1	XP_034193630.1
OG0006669	XP_021711268.1, XP_021711263.1, XP_021711259.1	XP_034185431.1
OG0006670	XP_001651908.2	XP_034172889.1
OG0006671	XP_021694700.1	XP_034172324.1
OG0006672	XP_001648305.2	XP_034185986.1
OG0006673	XP_001649363.2	XP_034193297.1, XP_034193294.1
OG0006674	XP_001649614.2	XP_034179311.1
OG0006676	XP_001650486.2	XP_034188557.1, XP_034188559.1
OG0006677	XP_001650535.2	XP_034183576.1
OG0006678	XP_001650658.1	XP_034174115.1, XP_034174114.1
OG0006679	XP_001650939.1	XP_034188324.1
OG0006680	XP_021711357.1, XP_021711356.1, XP_001651111.1	XP_034171298.1
OG0006681	XP_001651467.2	XP_034185857.1
OG0006682	XP_001651485.1	XP_034178874.1
OG0006683	XP_001651641.2	XP_034181820.1
OG0006684	XP_021695984.1, XP_001652310.1	XP_034175742.1
OG0006685	XP_001652628.1	XP_034193963.1
OG0006686	XP_021707041.1, XP_021707039.1, XP_021707038.1, XP_001653140.2	XP_034179663.1
OG0006687	XP_001653797.2	XP_034178045.1
OG0006688	XP_021701821.1, XP_021701820.1, XP_001654402.2	XP_034183930.1
OG0006689	XP_001654433.1	XP_034178709.1
OG0006690	XP_021701275.1, XP_021701276.1, XP_021701274.1, XP_001654893.1	XP_034182680.1
OG0006691	XP_001655031.2, XP_001655032.2	XP_034178862.1
OG0006692	XP_001655345.2	XP_034185622.1, XP_034184613.1
OG0006693	XP_001655525.2	XP_034174987.1, XP_034174983.1
OG0006694	XP_001655639.2	XP_034175674.1
OG0006695	XP_001655962.2	XP_034186176.1
OG0006696	XP_001656638.2	XP_034182833.1
OG0006697	XP_001657371.1	XP_034172090.1
OG0006698	XP_001657531.1	XP_034184022.1, XP_034184020.1
OG0006699	XP_001657892.1	XP_034186762.1
OG0006700	XP_001659279.2, XP_021702719.1, XP_021702718.1	XP_034181661.1
OG0006701	XP_021702715.1, XP_021702716.1, XP_021702713.1, XP_021702714.1, XP_001659282.2	XP_034187520.1
OG0006702	XP_001659401.2	XP_034196630.1
OG0006703	XP_001659696.2	XP_034190882.1
OG0006704	XP_001659808.1	XP_034172799.1
OG0006705	XP_001660790.2	XP_034188914.1
OG0006706	XP_001661378.2	XP_034178802.1
OG0006707	XP_001661397.1	XP_034195025.1
OG0006708	XP_001662978.1	XP_034187880.1
OG0006709	XP_001662982.2	XP_034180787.1
OG0006710	XP_001663461.1	XP_034181919.1
OG0006711	XP_021693038.1	XP_034192645.1, XP_034192644.1
OG0006713	XP_021693731.1	XP_034173764.1, XP_034173763.1
OG0006714	XP_021693953.1	XP_034178886.1
OG0006715	XP_021695989.1	XP_034186531.1
OG0006716	XP_021696745.1	XP_034173821.1
OG0006717	XP_021696914.1	XP_034191640.1
OG0006718	XP_021697247.1	XP_034186582.1
OG0006719	XP_021697274.1	XP_034180389.1
OG0006720	XP_021697553.1	XP_034172830.1
OG0006721	XP_021697876.1, XP_021697877.1	XP_034183130.1
OG0006722	XP_021698307.1	XP_034182103.1
OG0006723	XP_021698606.1	XP_034173146.1
OG0006724	XP_021700236.1	XP_034184885.1
OG0006725	XP_021700773.1	XP_034185083.1, XP_034185082.1
OG0006726	XP_021700931.1	XP_034178029.1
OG0006727	XP_021701153.1	XP_034187372.1, XP_034187371.1
OG0006728	XP_021701229.1	XP_034170942.1
