Orthogroup	Aedes_aegypti	Megalopta_genalis
OG0006036	XP_001661928.2	XP_033328469.1
OG0006037	XP_021697880.1	XP_033326305.1
OG0006038	XP_011493159.2	XP_033323723.1
OG0006039	XP_021694425.1	XP_033327123.1
OG0006040	XP_001648109.1	XP_033341748.1
OG0006041	XP_001659197.1	XP_033333145.1
OG0006042	XP_021697520.1	XP_033339536.1, XP_033339534.1
OG0006043	XP_021697029.1	XP_033341527.1
OG0006044	XP_021712133.1, XP_021699888.1	XP_033332303.1, XP_033337354.1
OG0006045	XP_001652784.1	XP_033333745.1
OG0006046	XP_021713379.1	XP_033332740.1
OG0006047	XP_021701486.1	XP_033335035.1
OG0006048	XP_021712433.1, XP_001655696.1	XP_033333726.1
OG0006049	XP_001654429.1	XP_033333122.1
OG0006050	XP_021704493.1, XP_001656074.1	XP_033334107.1
OG0006051	XP_021701146.1	XP_033339505.1
OG0006052	XP_001652129.1	XP_033325893.1
OG0006053	XP_001647995.2	XP_033341176.1
OG0006054	XP_001652050.1	XP_033322093.1
OG0006055	XP_001661907.1	XP_033328452.1
OG0006056	XP_021700723.1	XP_033339195.1
OG0006057	XP_001650717.1	XP_033340119.1
OG0006058	XP_001661185.1	XP_033338604.1
OG0006059	XP_021710439.1	XP_033342434.1
OG0006060	XP_021706897.1	XP_033326168.1
OG0006061	XP_021693611.1	XP_033322941.1
OG0006062	XP_001661254.1	XP_033327192.1
OG0006063	XP_001652386.1	XP_033326529.1
OG0006064	XP_021710500.1, XP_001658653.1	XP_033341342.1
OG0006065	XP_021695262.1	XP_033333944.1
OG0006066	XP_021704229.1	XP_033330740.1
OG0006067	XP_021711726.1, XP_001657519.1	XP_033334046.1
OG0006068	XP_001661468.1	XP_033339078.1
OG0006069	XP_021695392.1	XP_033341284.1
OG0006070	XP_021705981.1	XP_033326969.1
OG0006071	XP_001655028.1	XP_033326832.1
OG0006072	XP_001648636.2	XP_033336476.1
OG0006073	XP_001648929.2	XP_033342026.1
OG0006074	XP_011493488.1	XP_033328351.1
OG0006075	XP_021711453.1	XP_033339230.1
OG0006076	XP_021704446.1	XP_033334949.1
OG0006077	XP_001648973.2	XP_033341306.1
OG0006078	XP_001649736.1	XP_033331193.1
OG0006079	XP_001649558.1	XP_033332622.1
OG0006080	XP_021696913.1	XP_033340600.1
OG0006081	XP_021707579.1	XP_033341367.1
OG0006082	XP_001662847.2	XP_033338503.1
OG0006083	XP_021699758.1	XP_033330311.1
OG0006084	XP_021708363.1	XP_033332199.1
OG0006085	XP_021708770.1	XP_033324115.1
OG0006086	XP_001657223.1	XP_033328729.1
OG0006087	XP_021703167.1	XP_033336913.1
OG0006088	XP_001649522.2	XP_033324245.1
OG0006089	XP_021711510.1	XP_033333125.1
OG0006090	XP_001649776.1	XP_033342827.1
OG0006091	XP_001652330.2	XP_033337408.1
OG0006092	XP_001648652.1	XP_033323878.1
OG0006093	XP_021710072.1	XP_033330710.1
OG0006094	XP_021703004.1	XP_033328921.1
OG0006095	XP_001652810.1	XP_033324080.1
OG0006096	XP_001654349.2	XP_033325320.1
OG0006097	XP_021700082.1	XP_033340851.1
OG0006098	XP_021707208.1	XP_033334278.1
OG0006099	XP_021704688.1	XP_033337561.1, XP_033339940.1
OG0006100	XP_021694071.1	XP_033342451.1, XP_033342452.1
OG0006101	XP_021705817.1	XP_033322741.1
OG0006102	XP_021700393.1	XP_033329837.1
OG0006103	XP_001653341.1, XP_021702175.1	XP_033334303.1
OG0006104	XP_021702999.1	XP_033328738.1
OG0006106	XP_021700101.1	XP_033341074.1
OG0006107	XP_021709529.1	XP_033329545.1
OG0006108	XP_001655114.1	XP_033325275.1
OG0006109	XP_001656823.1	XP_033334860.1
OG0006110	XP_001659457.2	XP_033329399.1
OG0006111	XP_001664301.1	XP_033324724.1
OG0006112	XP_001655069.1	XP_033340774.1
OG0006113	XP_001654078.2	XP_033338936.1
OG0006114	XP_001654917.1	XP_033331660.1
OG0006116	XP_001659270.2, XP_001659269.1	XP_033321160.1
OG0006118	XP_001648749.2	XP_033336221.1
OG0006119	XP_021694181.1	XP_033324025.1
OG0006120	XP_021702450.1	XP_033335713.1
OG0006121	XP_001648670.1	XP_033337021.1
OG0006123	XP_021696504.1	XP_033326087.1
OG0006124	XP_001650201.1	XP_033327983.1
OG0006125	XP_001656115.2	XP_033330228.1
OG0006126	XP_001649726.1	XP_033335292.1
OG0006127	XP_001660027.1	XP_033327785.1, XP_033327786.1
OG0006128	XP_001656113.1	XP_033330267.1
OG0006130	XP_021702437.1	XP_033337343.1
OG0006131	XP_021694314.1	XP_033339731.1
OG0006134	XP_021713024.1	XP_033321686.1
OG0006135	XP_021701152.1	XP_033326837.1
OG0006136	XP_021699717.1	XP_033328154.1
OG0006137	XP_021695931.1, XP_021695922.1	XP_033330283.1
OG0006138	XP_021698409.1	XP_033325375.1
OG0006139	XP_001650883.1, XP_021696255.1, XP_021712153.1	XP_033335201.1
OG0006140	XP_021703752.1	XP_033337564.1
OG0006141	XP_021694661.1	XP_033327726.1
OG0006142	XP_001649217.2, XP_021705469.1	XP_033331365.1
OG0006143	XP_001654972.2, XP_021703376.1	XP_033339672.1
OG0006144	XP_021712876.1	XP_033338499.1
OG0006145	XP_001651673.1	XP_033336609.1
OG0006147	XP_021711767.1, XP_001658105.1	XP_033340764.1
OG0006149	XP_001660024.2	XP_033333977.1
OG0006150	XP_021710551.1	XP_033332686.1
OG0006151	XP_021702412.1	XP_033335711.1
OG0006152	XP_021696550.1	XP_033333517.1
OG0006153	XP_001649570.2	XP_033321543.1
OG0006154	XP_021696188.1	XP_033323715.1
OG0006155	XP_021707090.1	XP_033327161.1
OG0006156	XP_021700807.1	XP_033340875.1
OG0006157	XP_001657524.1	XP_033328683.1
OG0006158	XP_001660498.2	XP_033325170.1
OG0006159	XP_001655573.2	XP_033329359.1
OG0006160	XP_001655851.1	XP_033322304.1, XP_033322305.1
OG0006161	XP_021701325.1	XP_033331315.1
OG0006162	XP_001661820.1	XP_033333111.1
OG0006164	XP_001657798.1	XP_033323306.1
OG0006165	XP_001649657.2, XP_021712847.1	XP_033323312.1
OG0006166	XP_001651530.1	XP_033338651.1
OG0006167	XP_021695783.1	XP_033325106.1
OG0006168	XP_001662181.2	XP_033328512.1
OG0006169	XP_001658177.2	XP_033330357.1
OG0006170	XP_001653613.1	XP_033323997.1
OG0006171	XP_001659248.1	XP_033321784.1
OG0006172	XP_001651760.1	XP_033326170.1, XP_033326160.1
OG0006173	XP_021693381.1	XP_033340236.1
OG0006174	XP_001663011.1	XP_033341606.1
OG0006175	XP_021693796.1	XP_033342169.1
OG0006176	XP_021710504.1	XP_033339525.1
OG0006177	XP_021707996.1	XP_033341988.1
OG0006178	XP_021704112.1	XP_033325030.1
OG0006180	XP_021695635.1	XP_033336576.1
OG0006181	XP_021696820.1	XP_033339389.1
OG0006182	XP_021708688.1	XP_033337820.1
OG0006183	XP_001653128.1	XP_033334019.1
OG0006184	XP_001662027.2	XP_033327354.1
OG0006185	XP_001654454.1	XP_033337847.1, XP_033337846.1
OG0006186	XP_001648588.2	XP_033340439.1
OG0006187	XP_021694638.1	XP_033327029.1
OG0006188	XP_021707431.1	XP_033336143.1
OG0006189	XP_021711889.1, XP_021710220.1	XP_033339395.1
OG0006191	XP_011493301.2	XP_033332095.1
OG0006193	XP_001661836.1	XP_033337754.1
OG0006194	XP_021704882.1	XP_033324939.1
OG0006195	XP_001661894.2	XP_033329262.1
OG0006196	XP_001652824.1	XP_033336600.1
OG0006197	XP_001651465.2	XP_033326385.1
OG0006199	XP_001662260.1	XP_033335141.1
OG0006200	XP_001658056.1	XP_033338332.1
OG0006201	XP_001664046.2, XP_021701956.1	XP_033324851.1
OG0006202	XP_021710311.1	XP_033323124.1
OG0006203	XP_001648164.1	XP_033339339.1
OG0006204	XP_001658684.2	XP_033339105.1
OG0006205	XP_021695219.1, XP_021708918.1	XP_033341761.1
OG0006206	XP_021710132.1	XP_033341341.1
OG0006207	XP_021699088.1	XP_033330800.1, XP_033330799.1, XP_033330801.1
OG0006208	XP_021693067.1	XP_033341608.1
OG0006209	XP_021701922.1	XP_033330168.1
OG0006210	XP_001662533.2	XP_033326813.1
OG0006211	XP_021708017.1	XP_033333791.1
OG0006212	XP_001653244.2	XP_033342978.1
OG0006213	XP_001659184.2	XP_033335470.1
OG0006215	XP_001663131.1	XP_033337662.1
OG0006216	XP_001658440.2	XP_033340361.1, XP_033340362.1
OG0006217	XP_001652243.1	XP_033342528.1
OG0006218	XP_001658562.1	XP_033330497.1
OG0006219	XP_001655453.1	XP_033323948.1
OG0006220	XP_021699522.1	XP_033340537.1
OG0006221	XP_021704979.1	XP_033339489.1
OG0006222	XP_001649742.3, XP_021701013.1	XP_033326264.1
OG0006223	XP_001653482.2	XP_033321492.1
OG0006225	XP_001656981.1	XP_033335138.1
OG0006226	XP_001654182.2, XP_021708191.1	XP_033336067.1
OG0006228	XP_001651257.2, XP_021705034.1	XP_033325699.1
OG0006229	XP_001657927.2	XP_033341557.1
OG0006230	XP_001652053.1	XP_033323860.1
OG0006231	XP_021700747.1, XP_021700749.1	XP_033341153.1
OG0006232	XP_021707754.1, XP_001652356.1	XP_033329481.1
OG0006233	XP_021705050.1	XP_033323620.1, XP_033323619.1
OG0006234	XP_001664106.1	XP_033343083.1
OG0006235	XP_021702670.1	XP_033332799.1
OG0006236	XP_001662680.2	XP_033340680.1
OG0006237	XP_001649608.2	XP_033324443.1, XP_033324403.1
OG0006238	XP_021710553.1	XP_033327720.1
OG0006239	XP_021709687.1	XP_033335927.1
OG0006240	XP_001663805.2	XP_033322620.1
OG0006241	XP_001659483.1	XP_033339571.1
OG0006242	XP_001657363.2, XP_001657364.2	XP_033332621.1
OG0006243	XP_001658449.1	XP_033343052.1
OG0006244	XP_021699725.1	XP_033324578.1
OG0006245	XP_001653798.2, XP_021702939.1	XP_033335809.1
OG0006246	XP_001659450.1	XP_033341607.1
OG0006247	XP_021701011.1	XP_033338235.1
OG0006248	XP_021693719.1	XP_033324888.1, XP_033324649.1
OG0006249	XP_021696640.1	XP_033328138.1
OG0006250	XP_021695603.1	XP_033331718.1
OG0006251	XP_021701369.1	XP_033340694.1
OG0006252	XP_001652452.1	XP_033330988.1
OG0006253	XP_001649404.1	XP_033321143.1
OG0006254	XP_021696559.1	XP_033331190.1
OG0006255	XP_001653652.2	XP_033336618.1
OG0006256	XP_021699832.1, XP_021699834.1	XP_033335066.1
OG0006257	XP_001660415.1, XP_021704810.1	XP_033340182.1
OG0006258	XP_001662100.1	XP_033339207.1, XP_033339220.1
OG0006259	XP_021698919.1	XP_033337814.1
OG0006260	XP_021710032.1	XP_033329725.1
OG0006261	XP_021713032.1	XP_033336510.1
OG0006262	XP_001654445.1	XP_033342001.1
OG0006263	XP_001658134.1	XP_033328428.1, XP_033328396.1
OG0006264	XP_001658414.2	XP_033333098.1
OG0006265	XP_001656416.2	XP_033331206.1, XP_033331205.1
OG0006266	XP_001655142.1, XP_021712740.1	XP_033332884.1
OG0006267	XP_021708664.1	XP_033337463.1
OG0006268	XP_001662153.1	XP_033326298.1
OG0006269	XP_001655113.1	XP_033326331.1
OG0006270	XP_021705036.1	XP_033341985.1
OG0006271	XP_001659155.1	XP_033334785.1
OG0006273	XP_001661529.1	XP_033335458.1, XP_033335459.1
OG0006274	XP_021699399.1	XP_033332699.1
OG0006275	XP_001656034.2	XP_033331590.1
OG0006276	XP_001661085.2	XP_033333103.1
OG0006277	XP_001654122.2	XP_033322432.1
OG0006278	XP_021701929.1	XP_033322988.1
OG0006279	XP_001649464.1	XP_033334795.1
OG0006280	XP_021706949.1	XP_033337734.1
OG0006282	XP_021711621.1	XP_033323352.1
OG0006283	XP_001662069.2	XP_033327191.1
OG0006284	XP_001658130.2	XP_033321984.1
OG0006285	XP_001656619.1	XP_033328930.1
OG0006286	XP_001657422.1	XP_033340679.1
OG0006287	XP_001650345.1	XP_033335969.1
OG0006288	XP_021697338.1	XP_033332127.1
OG0006289	XP_001662357.1	XP_033336737.1
OG0006290	XP_021695110.1	XP_033334537.1
OG0006291	XP_021706632.1	XP_033334182.1
OG0006292	XP_001659750.2	XP_033339352.1
OG0006293	XP_001649003.1, XP_021707585.1	XP_033322928.1
OG0006294	XP_001653052.1	XP_033324442.1
OG0006295	XP_001650202.1	XP_033334657.1
OG0006296	XP_021704011.1	XP_033321643.1
OG0006297	XP_001658958.2	XP_033330032.1
OG0006298	XP_001662051.2	XP_033324829.1
OG0006299	XP_021695016.1, XP_021694917.1	XP_033326458.1
OG0006300	XP_021693795.1	XP_033333488.1
OG0006301	XP_021697011.1	XP_033340565.1
OG0006302	XP_021706178.1	XP_033338924.1
OG0006303	XP_001657255.2	XP_033326418.1
OG0006304	XP_021700110.1	XP_033336930.1
OG0006305	XP_021694598.1	XP_033326254.1
OG0006306	XP_001648253.1	XP_033341646.1
OG0006307	XP_021706343.1	XP_033327413.1
OG0006308	XP_001648949.2	XP_033333968.1
OG0006309	XP_001662411.1	XP_033336865.1
OG0006310	XP_001650763.1	XP_033340637.1
OG0006311	XP_021696841.1, XP_001650609.2	XP_033335761.1
OG0006312	XP_001649746.1	XP_033334383.1
OG0006313	XP_001649399.1	XP_033341411.1
OG0006314	XP_021699555.1	XP_033327840.1
OG0006315	XP_021699711.1	XP_033326096.1
OG0006316	XP_021704286.1	XP_033341829.1
OG0006317	XP_021696014.1	XP_033330484.1
OG0006318	XP_021709632.1	XP_033338543.1
OG0006319	XP_001662409.1	XP_033329465.1
OG0006320	XP_021698478.1	XP_033332598.1
OG0006322	XP_011493441.1	XP_033333011.1
OG0006323	XP_011493383.1	XP_033334754.1
OG0006324	XP_001649078.2	XP_033324741.1
OG0006325	XP_021702947.1	XP_033337635.1
OG0006326	XP_001654401.2	XP_033333569.1
OG0006327	XP_001658204.2	XP_033325599.1
OG0006328	XP_001660887.1	XP_033339299.1
OG0006329	XP_001659032.1	XP_033342162.1
OG0006330	XP_021701539.1, XP_021701541.1, XP_021701540.1	XP_033336190.1
OG0006331	XP_001658276.1	XP_033335681.1
OG0006332	XP_001653669.1, XP_001653667.1, XP_021707232.1	XP_033335168.1
OG0006333	XP_001662996.1	XP_033322232.1, XP_033322244.1
OG0006334	XP_001663180.1	XP_033322582.1
OG0006335	XP_021710512.1	XP_033336944.1
OG0006337	XP_001661825.1	XP_033325589.1
OG0006338	XP_001662618.1	XP_033324862.1
OG0006339	XP_021712646.1, XP_001662501.2	XP_033321546.1, XP_033321547.1
OG0006343	XP_021703591.1	XP_033337551.1
OG0006344	XP_001654070.2	XP_033325702.1
OG0006345	XP_021709008.1	XP_033341935.1
OG0006346	XP_001656402.1	XP_033327166.1
OG0006347	XP_021696286.1	XP_033331875.1
OG0006348	XP_001654328.1	XP_033331304.1, XP_033340603.1
OG0006349	XP_001658824.2	XP_033337502.1, XP_033337504.1
OG0006350	XP_021706106.1	XP_033340026.1
OG0006351	XP_021713409.1	XP_033324494.1
OG0006353	XP_021705989.1	XP_033337856.1
OG0006355	XP_021693425.1	XP_033327384.1
OG0006356	XP_001657729.1	XP_033334067.1
OG0006357	XP_021707656.1	XP_033332736.1
OG0006358	XP_001652359.1	XP_033325655.1
OG0006359	XP_001660612.2	XP_033337585.1
OG0006360	XP_021697513.1	XP_033329234.1
OG0006361	XP_001660716.2	XP_033336215.1
OG0006362	XP_001656892.1	XP_033329149.1
OG0006363	XP_021699101.1	XP_033340808.1
OG0006364	XP_021710562.1, XP_021712143.1	XP_033321326.1
OG0006366	XP_021707076.1	XP_033330412.1
OG0006367	XP_021695172.1	XP_033329983.1
OG0006368	XP_021705623.1	XP_033336368.1
OG0006369	XP_001657123.1	XP_033329892.1
OG0006370	XP_001662032.1	XP_033336462.1, XP_033336458.1
OG0006373	XP_001648654.2	XP_033330223.1
OG0006374	XP_021712817.1, XP_001658799.2	XP_033330625.1
OG0006375	XP_001663666.2	XP_033342200.1
OG0006377	XP_021695198.1	XP_033328377.1
OG0006378	XP_001653879.2	XP_033335356.1
OG0006379	XP_021701522.1	XP_033331435.1
OG0006380	XP_021710493.1	XP_033332035.1
OG0006381	XP_021706258.1	XP_033336589.1
OG0006382	XP_001664244.2	XP_033329852.1
OG0006383	XP_021702590.1	XP_033341056.1
OG0006384	XP_001652638.1	XP_033335152.1
OG0006385	XP_001648348.3	XP_033321360.1
OG0006388	XP_021707726.1	XP_033321600.1
OG0006389	XP_001653143.2	XP_033330370.1, XP_033339559.1
OG0006390	XP_001652466.1	XP_033333627.1
OG0006391	XP_001649858.2, XP_001649859.2	XP_033321786.1
OG0006392	XP_021703657.1	XP_033332347.1, XP_033332339.1
OG0006393	XP_001657121.1	XP_033330673.1
OG0006394	XP_021706817.1	XP_033340197.1, XP_033340145.1
OG0006396	XP_001654731.2	XP_033325690.1
OG0006397	XP_001651394.2	XP_033325114.1
OG0006398	XP_001658688.2	XP_033342199.1
OG0006399	XP_021712108.1, XP_021695083.1	XP_033323196.1
OG0006400	XP_021698933.1	XP_033329296.1
OG0006401	XP_021704579.1	XP_033329484.1
OG0006403	XP_021695823.1	XP_033331650.1
OG0006404	XP_001653183.2	XP_033323576.1
OG0006405	XP_021696127.1	XP_033331209.1
OG0006406	XP_001656444.1	XP_033341865.1
OG0006407	XP_021706770.1	XP_033337594.1
OG0006408	XP_021695876.1	XP_033329321.1
OG0006409	XP_021694165.1, XP_021694166.1	XP_033335175.1
OG0006411	XP_021698270.1	XP_033334006.1
OG0006412	XP_001649124.1	XP_033329909.1
OG0006413	XP_001653824.1, XP_001653823.1	XP_033330315.1
OG0006414	XP_021699025.1	XP_033325672.1
OG0006415	XP_021708154.1	XP_033337699.1
OG0006416	XP_021711898.1, XP_001661064.2	XP_033341114.1
OG0006417	XP_021700324.1	XP_033325382.1
OG0006418	XP_021707602.1	XP_033330872.1
OG0006419	XP_021708497.1	XP_033332826.1
OG0006420	XP_001657527.2	XP_033321077.1, XP_033321078.1
OG0006422	XP_001663654.1	XP_033321168.1
OG0006423	XP_021709939.1	XP_033341461.1
OG0006425	XP_021709132.1	XP_033330136.1
OG0006426	XP_001650919.1	XP_033326749.1, XP_033322089.1
OG0006427	XP_021709504.1	XP_033338505.1
OG0006428	XP_021706620.1, XP_021711982.1	XP_033331353.1
OG0006429	XP_021712998.1	XP_033337536.1
OG0006430	XP_001663724.2	XP_033332895.1
OG0006431	XP_021705127.1	XP_033333642.1
OG0006432	XP_021694828.1	XP_033334117.1, XP_033334118.1
OG0006433	XP_001656845.2	XP_033339231.1
OG0006434	XP_021698604.1	XP_033331679.1, XP_033331680.1
OG0006435	XP_001659327.1	XP_033324410.1
OG0006437	XP_001653312.1	XP_033341668.1
OG0006438	XP_021704712.1	XP_033324820.1
OG0006439	XP_001659227.2	XP_033338600.1
OG0006440	XP_021701538.1	XP_033337271.1
OG0006441	XP_001654260.2	XP_033341542.1
OG0006442	XP_001655350.2	XP_033343111.1
OG0006443	XP_021705140.1	XP_033324149.1
OG0006444	XP_001648196.1	XP_033340278.1, XP_033340279.1
OG0006445	XP_021708505.1	XP_033321943.1
OG0006447	XP_001648609.1	XP_033338607.1
OG0006448	XP_011493731.1	XP_033329099.1
OG0006449	XP_001650574.2	XP_033329487.1
OG0006450	XP_021700848.1	XP_033321922.1
OG0006451	XP_001664282.1	XP_033323336.1
OG0006452	XP_001659778.1	XP_033324071.1
OG0006454	XP_021695339.1	XP_033327286.1
OG0006455	XP_021697448.1	XP_033342538.1
OG0006456	XP_001654061.2	XP_033334180.1
OG0006457	XP_001649604.1	XP_033337864.1
OG0006458	XP_001661916.1	XP_033337954.1
OG0006459	XP_021706028.1	XP_033324428.1
OG0006460	XP_001661961.1	XP_033331279.1
OG0006463	XP_001664316.1	XP_033323179.1
OG0006464	XP_021707837.1	XP_033324350.1
OG0006465	XP_021709281.1	XP_033332532.1
OG0006466	XP_021704187.1	XP_033331372.1
OG0006467	XP_001654812.1	XP_033330538.1
OG0006468	XP_021694829.1	XP_033336799.1
OG0006469	XP_021698220.1	XP_033334312.1
OG0006471	XP_021703560.1	XP_033323185.1
OG0006472	XP_001652850.2	XP_033337917.1
OG0006473	XP_021709807.1	XP_033338380.1
OG0006474	XP_001652417.2	XP_033332072.1
OG0006475	XP_021701211.1	XP_033328538.1
OG0006476	XP_021697068.1	XP_033321824.1
OG0006477	XP_021700677.1	XP_033334855.1
OG0006478	XP_001656937.1	XP_033327419.1
OG0006480	XP_001650487.2	XP_033338358.1
OG0006481	XP_021699696.1, XP_001662108.1	XP_033322568.1
OG0006482	XP_001648880.2	XP_033329579.1
OG0006483	XP_021697737.1	XP_033331921.1
OG0006484	XP_021713424.1	XP_033334152.1
OG0006485	XP_021709595.1, XP_021709594.1	XP_033341433.1
OG0006486	XP_021709153.1	XP_033322018.1
OG0006487	XP_001659448.2	XP_033338955.1, XP_033338956.1
OG0006488	XP_001657902.2	XP_033328651.1
OG0006489	XP_021694898.1	XP_033332600.1, XP_033339889.1
OG0006490	XP_001660418.2	XP_033323071.1
OG0006491	XP_001660916.2	XP_033340003.1
OG0006493	XP_011493096.1	XP_033326513.1
OG0006494	XP_021708500.1	XP_033327770.1
OG0006495	XP_001649467.1	XP_033326444.1
OG0006496	XP_021706328.1	XP_033337403.1
OG0006497	XP_021700020.1	XP_033338912.1
OG0006498	XP_001650131.1	XP_033338641.1
OG0006499	XP_021707065.1	XP_033339629.1
OG0006500	XP_001656926.2	XP_033338996.1, XP_033339019.1
OG0006501	XP_001650005.1	XP_033326128.1
OG0006502	XP_001648450.1	XP_033330065.1
OG0006503	XP_001662670.1	XP_033330179.1
OG0006505	XP_021702162.1	XP_033326250.1
OG0006506	XP_021712602.1, XP_001651261.1	XP_033329547.1
OG0006507	XP_021709249.1	XP_033341094.1
OG0006508	XP_021699337.1	XP_033325381.1
OG0006510	XP_001650335.1	XP_033340285.1
OG0006511	XP_021701335.1	XP_033322835.1
OG0006512	XP_021713034.1, XP_021712351.1	XP_033338434.1
OG0006513	XP_001654102.2	XP_033338430.1, XP_033338429.1
OG0006514	XP_001659016.2	XP_033342095.1
OG0006515	XP_021694817.1	XP_033324586.1
OG0006516	XP_001653438.1	XP_033342542.1
OG0006517	XP_021694575.1	XP_033332439.1
OG0006518	XP_021698137.1	XP_033326603.1
OG0006519	XP_021707312.1	XP_033321707.1
OG0006520	XP_001656464.2	XP_033342262.1
OG0006521	XP_001653443.2	XP_033332797.1
OG0006522	XP_001655315.1	XP_033328724.1
OG0006523	XP_021699726.1	XP_033327918.1
OG0006524	XP_021703268.1	XP_033340146.1
OG0006525	XP_001654173.2, XP_021708087.1	XP_033334137.1
OG0006526	XP_021706331.1	XP_033321934.1
OG0006527	XP_021699671.1	XP_033333800.1
OG0006529	XP_001657348.1, XP_021711286.1	XP_033321538.1
OG0006530	XP_021694164.1	XP_033340472.1
OG0006532	XP_001664109.2	XP_033325956.1
OG0006533	XP_001662904.1	XP_033339627.1
OG0006534	XP_001654737.1	XP_033329847.1
OG0006535	XP_001660944.1	XP_033321133.1
OG0006536	XP_021695744.1	XP_033337214.1
OG0006537	XP_021697183.1	XP_033339382.1
OG0006538	XP_021701619.1	XP_033325768.1
OG0006539	XP_021707172.1	XP_033324802.1
OG0006540	XP_001649665.2	XP_033342117.1
OG0006541	XP_001650870.1	XP_033340104.1
OG0006542	XP_021701853.1	XP_033334523.1
OG0006543	XP_021701331.1, XP_021701330.1, XP_001658184.1	XP_033337006.1
OG0006544	XP_021694656.1	XP_033335569.1
OG0006545	XP_021704327.1	XP_033337895.1
OG0006546	XP_001661121.1	XP_033327184.1
OG0006547	XP_001664204.1	XP_033326583.1
OG0006548	XP_001662694.2	XP_033329190.1
OG0006549	XP_001655852.1	XP_033337162.1
OG0006551	XP_001650886.2	XP_033329098.1, XP_033329084.1
OG0006552	XP_001663333.1	XP_033336566.1
OG0006553	XP_021707819.1	XP_033341218.1
OG0006554	XP_001658388.1	XP_033329633.1
OG0006555	XP_011493288.2, XP_021693043.1	XP_033323163.1
OG0006556	XP_001654277.1	XP_033329974.1
OG0006558	XP_021697069.1	XP_033322015.1
OG0006559	XP_021703739.1	XP_033333629.1
OG0006560	XP_021700104.1	XP_033322170.1
OG0006561	XP_001658164.1	XP_033326608.1
OG0006562	XP_021708171.1	XP_033335172.1
OG0006563	XP_021705845.1	XP_033342018.1
OG0006565	XP_021693766.1	XP_033327996.1
OG0006566	XP_021698895.1	XP_033324610.1
OG0006568	XP_001660405.1	XP_033323529.1
OG0006570	XP_021699637.1	XP_033335360.1
OG0006571	XP_021701970.1	XP_033333329.1
OG0006573	XP_001656668.1	XP_033340193.1
OG0006574	XP_021702968.1	XP_033331332.1, XP_033331329.1
OG0006575	XP_021702168.1	XP_033322088.1, XP_033322087.1
OG0006576	XP_021705145.1	XP_033331704.1
OG0006577	XP_021709301.1	XP_033341845.1
OG0006579	XP_001656789.2	XP_033334676.1
OG0006580	XP_021705060.1	XP_033325376.1
OG0006581	XP_021699941.1, XP_021699950.1, XP_021699935.1	XP_033340814.1
OG0006582	XP_001650857.1	XP_033321493.1
OG0006583	XP_021700455.1	XP_033331272.1
OG0006584	XP_001655336.2	XP_033322774.1
OG0006585	XP_001651220.2	XP_033338992.1
OG0006586	XP_001662311.1	XP_033325905.1
OG0006587	XP_001663056.2	XP_033337250.1
OG0006588	XP_001662977.2	XP_033325853.1
OG0006590	XP_021703546.1	XP_033340559.1
OG0006591	XP_001660548.1	XP_033329597.1
OG0006592	XP_001658166.2	XP_033338143.1
OG0006593	XP_021694750.1, XP_021694749.1	XP_033334800.1
OG0006594	XP_021699913.1	XP_033339557.1
OG0006595	XP_021699828.1	XP_033328420.1
OG0006596	XP_021695771.1	XP_033327448.1, XP_033327449.1
OG0006597	XP_021695160.1	XP_033336572.1
OG0006598	XP_021706205.1	XP_033329091.1
OG0006599	XP_021703880.1	XP_033324577.1
OG0006600	XP_001658690.2	XP_033325136.1
OG0006601	XP_021709738.1	XP_033325875.1
OG0006602	XP_001660447.1	XP_033335254.1
OG0006603	XP_021706843.1	XP_033338336.1
OG0006604	XP_021698653.1	XP_033328510.1
OG0006605	XP_001649766.2	XP_033330333.1
OG0006606	XP_021713002.1	XP_033342215.1
OG0006607	XP_021697634.1	XP_033330669.1
OG0006608	XP_021708619.1	XP_033334670.1
OG0006609	XP_021692953.1	XP_033322516.1
OG0006610	XP_021704132.1	XP_033330818.1
OG0006611	XP_021706441.1	XP_033322504.1, XP_033326457.1
OG0006614	XP_021708235.1	XP_033339447.1
OG0006615	XP_021712414.1, XP_021701511.1	XP_033338071.1
OG0006616	XP_001655801.1	XP_033334014.1
OG0006617	XP_001656925.1	XP_033326757.1, XP_033326728.1
OG0006618	XP_021710584.1	XP_033326857.1
OG0006619	XP_021709530.1, XP_021712417.1	XP_033324051.1
OG0006620	XP_021702057.1	XP_033331833.1
OG0006621	XP_021713359.1	XP_033335469.1
OG0006623	XP_001647648.2	XP_033333295.1
OG0006624	XP_021696038.1	XP_033322936.1, XP_033322938.1
OG0006625	XP_021693017.1	XP_033327503.1
OG0006626	XP_021709882.1, XP_021709905.1	XP_033341292.1
OG0006627	XP_021704811.1	XP_033340084.1
OG0006628	XP_021712803.1	XP_033336864.1
OG0006629	XP_001650268.1	XP_033336899.1
OG0006630	XP_021702740.1	XP_033336941.1
OG0006631	XP_021703476.1	XP_033335188.1, XP_033335190.1, XP_033335189.1
OG0006632	XP_021703175.1	XP_033324068.1
OG0006633	XP_021706356.1	XP_033333724.1
OG0006634	XP_001654338.2	XP_033335460.1, XP_033335461.1
OG0006635	XP_021703806.1	XP_033323674.1
OG0006638	XP_001657730.2	XP_033335839.1
OG0006639	XP_021694514.1	XP_033329682.1
OG0006640	XP_021693918.1	XP_033337090.1, XP_033336906.1
