Orthogroup	Nasonia_vitripennis	Tribolium_castaneum
OG0005725	XP_008207690.1	XP_015838520.1, XP_015838521.1, XP_008197478.1
OG0005726	XP_008213220.1	XP_974953.1
OG0005727	XP_031776599.1	NP_001164083.1, XP_008195711.1
OG0005728	XP_016843455.1	XP_975436.1
OG0005729	XP_008203541.1	XP_008197901.1, XP_969096.1
OG0005730	XP_008216031.1	XP_015834563.1
OG0005731	XP_016836560.2	XP_008192201.1
OG0005732	XP_008205959.1	XP_966399.1, XP_015839291.1
OG0005733	XP_031786961.1	XP_008192428.1, XP_008192429.1
OG0005734	XP_001604876.1	XP_974479.1
OG0005735	XP_008202987.1	XP_008198379.1
OG0005736	XP_001603701.2	XP_015834102.1, XP_015834101.1
OG0005737	XP_008211726.2, XP_016845549.1	XP_008193748.1
OG0005738	XP_016844333.1	XP_967978.1
OG0005740	XP_001604781.1	XP_973508.1
OG0005741	XP_001603491.2	XP_008197143.1
OG0005742	XP_031786035.1	XP_015835465.1
OG0005743	XP_008203606.1	XP_015840616.1
OG0005744	XP_001602638.1	XP_008190612.1
OG0005745	XP_001606028.1	XP_008190490.1
OG0005746	XP_031784512.1	XP_971782.2
OG0005747	XP_016840632.1	XP_974155.1
OG0005748	XP_008211015.1	XP_968367.1
OG0005750	NP_001123272.1	XP_967927.1
OG0005751	XP_001603572.1	XP_970731.1
OG0005752	XP_031786818.1, XP_031786817.1	XP_008200200.1
OG0005754	XP_031777652.1	XP_971772.1, XP_001813407.1
OG0005756	XP_001607063.1	XP_015839935.1
OG0005757	XP_016839735.1, XP_016839737.1, XP_008213746.1, XP_008213747.1, XP_001607327.1	XP_966941.1
OG0005759	XP_031788830.1	XP_008193179.1
OG0005760	XP_001601329.1	XP_008200159.1, XP_008193188.2
OG0005761	XP_001605248.1	XP_008195193.1
OG0005762	XP_008211554.1	XP_008190844.1, XP_015833561.1, XP_008190859.1
OG0005763	XP_008202459.1	XP_008191278.1
OG0005764	XP_001606146.2, XP_031778551.1	XP_015837994.1
OG0005765	XP_001607814.1	XP_966810.1, XP_015835627.1
OG0005766	XP_001607410.1	XP_008199809.1
OG0005767	XP_001607524.2	XP_008195414.1
OG0005768	XP_001600741.1	XP_968412.1
OG0005769	XP_031779104.1	XP_008192998.2
OG0005770	XP_031784514.1	XP_969735.1
OG0005772	XP_031786226.1	XP_008193738.1
OG0005773	XP_001605855.2	XP_973951.1
OG0005774	XP_001602420.1	XP_972232.1
OG0005775	XP_016842483.1	XP_974257.1
OG0005776	XP_003427151.1	XP_971893.1
OG0005778	XP_001606458.1	XP_015839015.1
OG0005779	XP_001604937.1	XP_971676.1
OG0005780	XP_001599571.4	XP_976139.1
OG0005781	XP_001607598.1	XP_008194231.1, XP_968061.1
OG0005782	XP_031788222.1	XP_008200378.2
OG0005783	XP_016839412.1	XP_008190643.1, XP_008190641.1, XP_008190642.1
OG0005784	XP_001606460.1	XP_008191668.2
OG0005785	XP_031778477.1	XP_015837329.1
OG0005786	XP_031778625.1	XP_008193718.1
OG0005787	XP_001600217.1, XP_008210836.1	XP_008191446.1
OG0005789	XP_008215627.1	XP_966348.3
OG0005790	XP_016839247.1	XP_015834363.1
OG0005791	XP_031783665.1	NP_001103425.1, XP_015834309.1
OG0005793	XP_001606024.1	XP_015836059.1
OG0005795	XP_001601283.1, XP_032453392.1	XP_969125.1
OG0005796	XP_031787889.1	XP_008200025.1
OG0005798	XP_001605961.1	XP_974333.2
OG0005799	XP_003424497.1	XP_975152.2
OG0005800	XP_032455849.1, XP_031785138.1, XP_016843564.1	XP_001812039.1
OG0005801	XP_031781665.1, XP_001604001.2	XP_008191792.1
OG0005802	XP_031781191.1	XP_967562.2
OG0005803	XP_031785276.1	XP_972099.1
OG0005806	XP_016841364.1	XP_008195833.1
OG0005807	XP_003425669.1	XP_008192382.1
OG0005808	XP_003424072.1	XP_968475.1
OG0005809	XP_031783044.1, NP_001135439.1	XP_015834554.1
OG0005811	XP_008212394.1, NP_001155063.1	XP_001811565.1
OG0005813	XP_001604744.2, XP_008211854.1	XP_969848.1
OG0005815	XP_001600691.2	XP_008195335.1
OG0005816	XP_031786351.1	XP_015836172.1, XP_015836170.1, XP_015836173.1
OG0005817	XP_031777256.2	XP_969995.1
OG0005819	XP_008203256.1	XP_015839040.1
OG0005820	XP_003428022.1	XP_015834937.1
OG0005822	XP_003426397.1	XP_008198833.1
OG0005823	XP_016845588.1, XP_003423903.1, XP_031778922.1	XP_008198134.1
OG0005824	XP_016839800.1, XP_008210697.1	XP_008196430.1
OG0005827	NP_001161254.1, XP_008206165.1	XP_008194634.1
OG0005831	XP_031780023.2	XP_008194079.1
OG0005832	XP_032456099.1	XP_973367.1
OG0005833	XP_008209829.1, XP_032452910.1	XP_015839111.1, XP_008195984.1, XP_008195971.1, XP_008195965.1, XP_008195978.1, XP_969762.1
OG0005835	XP_008202105.1	XP_967201.2, XP_008199300.1
OG0005845	XP_031779764.1	XP_008196912.1
OG0005846	XP_001606859.1	XP_973326.1
OG0005847	NP_001161446.1	XP_968885.1
OG0005848	XP_031779782.1	XP_015840156.1
OG0005849	NP_001165823.1	XP_968733.1
OG0005850	XP_001602492.1	XP_968178.1
OG0005851	XP_001605642.1	XP_975530.1
OG0005852	XP_001599736.1	XP_973139.1
OG0005853	XP_001599093.1	XP_969085.1
OG0005854	XP_001605481.1	XP_970430.1
OG0005855	XP_031786604.1	XP_973632.1
OG0005856	XP_008204779.1	XP_975016.1
OG0005857	XP_016845866.1	XP_966448.1
OG0005858	XP_001607540.3	XP_973916.1
OG0005859	XP_032452593.1	XP_967224.1
OG0005860	XP_001601062.1	XP_969650.2
OG0005861	XP_031782846.1, NP_001135964.1	XP_008193890.1
OG0005862	XP_031779215.1	XP_001810703.1
OG0005863	XP_031786861.1	XP_972793.1
OG0005864	XP_001606754.1	XP_973422.1
OG0005865	NP_001167608.1, XP_031783048.1	XP_015833158.1
OG0005866	XP_001605758.1	XP_968355.1
OG0005867	NP_001135804.1	XP_015833912.1
OG0005869	XP_001603318.1	XP_974124.1
OG0005870	XP_001602456.1	XP_966459.2
OG0005871	XP_001607952.1	XP_008194056.1
OG0005872	XP_001602733.2	XP_973623.1
OG0005873	XP_008202898.1	XP_015838706.1, XP_972497.1
OG0005874	XP_001603667.1	XP_972224.1
OG0005875	XP_031785791.1	XP_008197572.1
OG0005876	XP_001599248.1	XP_973092.3
OG0005878	XP_008210586.1	XP_008200264.1
OG0005879	XP_001605485.1	XP_008196780.1
OG0005880	XP_008213869.1	XP_971703.1
OG0005881	XP_001606297.1	XP_974133.1
OG0005882	XP_031783876.1	XP_974274.1
OG0005883	XP_001600138.1	XP_008195940.1
OG0005884	XP_001606134.1	XP_974883.1
OG0005885	XP_001607665.1, XP_032454066.1	XP_015836788.1
OG0005886	XP_003423949.1	XP_969933.1
OG0005887	XP_001607491.1	XP_971023.1
OG0005888	XP_031785087.1	XP_967613.2
OG0005889	XP_001605533.1	XP_975558.1
OG0005890	XP_031780142.1	XP_966773.1
OG0005891	XP_001603921.1	XP_974159.1
OG0005892	XP_001607270.1	XP_971759.1
OG0005893	XP_001605432.1	XP_008201452.1
OG0005894	XP_001602177.1	XP_015838035.1
OG0005895	XP_001600566.1	XP_001811714.1
OG0005896	XP_001599128.1, XP_032454323.1	XP_975000.1
OG0005897	XP_001607072.1	XP_008193639.1
OG0005898	XP_016837951.1	XP_015837344.1
OG0005899	XP_001607310.2	XP_008193014.1
OG0005900	XP_003424081.1	XP_008200927.1
OG0005901	XP_031788387.1	XP_968263.1
OG0005902	XP_001600029.1	XP_008200832.1
OG0005903	XP_001607854.1	XP_968655.1
OG0005904	XP_001607333.2	XP_008195523.1
OG0005905	XP_001600201.1	XP_967123.1
OG0005906	XP_001607973.1	XP_973003.1
OG0005907	XP_001604863.1	XP_967777.1
OG0005908	XP_001608154.1	XP_974526.1
OG0005909	NP_001153326.1	XP_967235.1
OG0005910	XP_008202085.1	XP_974981.1
OG0005911	XP_016845464.1	XP_008200551.1
OG0005912	XP_001602438.1	XP_967771.1
OG0005913	XP_008205256.1	XP_971130.1
OG0005914	XP_008211487.1	XP_970454.1
OG0005915	XP_031776694.1	XP_015833427.1
OG0005916	XP_008205142.1	XP_008192815.1
OG0005917	XP_001604135.1	XP_971914.1
OG0005918	XP_001604565.1	XP_001816527.1
OG0005919	XP_001607595.1	XP_967890.1
OG0005920	XP_008208376.1	XP_008195119.1
OG0005921	XP_008207471.1	XP_015832908.1
OG0005922	NP_001165782.1	XP_975662.1
OG0005923	XP_001608266.1	XP_974837.1, XP_969673.1
OG0005924	XP_001605931.1	XP_969540.1
OG0005925	XP_001607951.2	XP_008195838.1
OG0005927	XP_001608295.1	XP_967615.2
OG0005928	XP_001607770.1	XP_968988.1
OG0005929	XP_001605922.1	XP_975129.1
OG0005930	XP_001603347.1	XP_015834846.1
OG0005931	XP_016839346.1	XP_972315.1
OG0005933	XP_001605162.1	XP_970979.1
OG0005935	XP_001605065.2	XP_975468.1
OG0005936	XP_032455243.1, XP_032455244.1, XP_003426427.1	XP_968660.2
OG0005937	XP_003426692.1	XP_974787.2
OG0005938	XP_031777174.1	XP_974541.1
OG0005939	XP_001607805.1	XP_968325.1
OG0005940	XP_031783750.1	XP_970581.1
OG0005941	XP_001604394.2	XP_008200477.1
OG0005942	XP_016836845.1	XP_968744.1
OG0005943	XP_008202401.3	XP_008196502.1
OG0005944	XP_001603335.1	XP_972242.2
OG0005945	XP_016837194.1	XP_966925.1
OG0005946	XP_008215617.1	XP_973141.1
OG0005947	XP_001606253.1	XP_015835164.1
OG0005948	XP_016845197.1	XP_972108.1
OG0005949	XP_031779851.1	XP_972979.1
OG0005950	XP_003426547.1	XP_970740.2
OG0005951	XP_008202280.1, XP_031783788.1	XP_968060.1
OG0005952	XP_032453208.1	XP_008195725.1
OG0005953	XP_001605375.1	XP_974511.1
OG0005954	XP_016839246.1	XP_015837261.1
OG0005956	XP_003426817.1	XP_008195605.1
OG0005957	NP_001154977.1	NP_001161919.1
OG0005958	XP_031786725.1, NP_001135431.1	XP_968248.1
OG0005959	XP_001607053.1	XP_015836024.1
OG0005960	XP_031777278.1	XP_971943.2
OG0005961	XP_001605347.1	XP_968289.1
OG0005962	XP_032458007.1	XP_015839659.1
OG0005963	XP_001606316.1	XP_966955.1
OG0005964	XP_001604485.1	XP_966494.1
OG0005965	XP_003427978.1	XP_015835418.1
OG0005966	XP_016842052.1	XP_008194882.1
OG0005967	XP_031782368.1	XP_008190656.1
OG0005968	XP_001602970.1	XP_968508.1
OG0005969	XP_031788749.1	XP_008195198.1
OG0005970	XP_031785385.1	XP_968008.1
OG0005972	NP_001135814.1	XP_008190857.1
OG0005973	XP_031784509.1	XP_974707.1
OG0005974	XP_001605404.2, XP_031779356.1	XP_970076.1
OG0005975	XP_008206466.1	XP_967206.1
OG0005976	XP_031779054.1	XP_008190409.1
OG0005977	XP_001603539.1	XP_008195389.1
OG0005978	XP_001601935.1	XP_008190672.1
OG0005979	XP_001608220.1	XP_971411.1
OG0005980	XP_001604828.1	XP_008191619.1, XP_015834983.1
OG0005981	XP_032453525.1, XP_001600152.1	XP_973579.1
OG0005982	XP_031782785.1	XP_008196504.1
OG0005983	NP_001162028.1	XP_969352.1
OG0005984	XP_001601355.2	XP_967318.2
OG0005985	XP_001605882.3	XP_001815071.1
OG0005986	XP_001603514.1	XP_970059.1
OG0005988	NP_001165785.1	XP_969318.1
OG0005989	XP_031781765.1	XP_975610.1
OG0005990	XP_001603475.2	XP_008191718.1
OG0005991	XP_032455890.1, NP_001136101.1	XP_975233.2
OG0005992	XP_016839874.1	XP_015834772.1
OG0005993	XP_031777303.1	XP_968963.1
OG0005994	XP_008204595.1	XP_969254.2
OG0005995	XP_016839050.1	XP_973561.1
OG0005997	XP_008206066.1, XP_016843243.1	XP_970827.1, XP_015834512.1
OG0005998	XP_001603897.1	XP_008195879.1
OG0005999	XP_001605626.2	XP_967903.1
OG0006000	XP_008210206.1	XP_973353.1
OG0006001	XP_032457716.1, XP_016837497.2	XP_008192777.1
OG0006002	XP_001599556.1	XP_972753.1
OG0006003	XP_001600692.1	XP_972504.1
OG0006004	XP_001601002.1	XP_967118.1
OG0006005	XP_001599426.1	XP_969076.2
OG0006006	NP_001153495.1	NP_001153545.1
OG0006007	XP_008203476.1	XP_008200322.1
OG0006008	XP_001608195.1	XP_008200316.1
OG0006009	XP_003427046.1	XP_974616.1
OG0006010	XP_031785417.1	XP_015837004.1
OG0006011	XP_001604202.1	XP_008193073.1
OG0006012	XP_031782247.1	XP_967027.2
OG0006013	XP_031789510.1	XP_015836548.1
OG0006014	XP_016844758.1	XP_008199578.1
OG0006015	XP_001606668.1	XP_968023.1
OG0006016	XP_031779595.1	XP_972028.1
OG0006017	XP_008208183.1	XP_015834055.1
OG0006018	XP_031783770.1	XP_008200332.1
OG0006019	XP_016844807.1	XP_008190573.1
OG0006020	XP_001604098.2	XP_008195444.1
OG0006021	XP_031787383.1	XP_015832919.1, XP_008190459.1
OG0006022	XP_001604498.1	XP_008196614.1
OG0006023	XP_001607743.2	XP_975549.1
OG0006024	XP_001601214.2	XP_008197009.1
OG0006025	XP_032455666.1	XP_015835432.1
OG0006026	XP_016840721.1	XP_970038.1
OG0006027	XP_001602617.2, XP_016838265.1	XP_970918.1
OG0006028	XP_031782314.1	XP_015833149.1
OG0006029	XP_031785168.1	XP_008196097.1
OG0006030	XP_008202496.1, XP_032457062.1, XP_031787715.1	XP_974086.2
OG0006031	XP_016844616.1	XP_008190529.1
OG0006032	XP_003424526.1	XP_973665.1
OG0006034	XP_031782504.1, XP_032451985.1	XP_008198963.1
OG0006035	NP_001154966.1, XP_008210277.1	XP_969092.1
OG0006036	XP_001606324.1	XP_015836850.1
OG0006037	NP_001166186.1, XP_016843822.1	XP_015834289.1
OG0006038	XP_031781734.1	XP_968035.2
OG0006039	XP_008204327.2	XP_015837622.1, XP_008196398.1
OG0006040	XP_031779132.1	XP_968097.2
OG0006041	XP_031778165.1	XP_972311.1
OG0006042	XP_008212081.1	XP_971938.1
OG0006043	XP_001601346.4	XP_970065.3
OG0006044	XP_016836886.1	XP_008199644.1
OG0006045	XP_003427585.1	XP_008195413.1
OG0006046	XP_003427626.1	XP_015839099.1
OG0006047	XP_003428162.1, XP_031786639.1	XP_972826.1
OG0006048	XP_001605132.2	XP_008196946.1
OG0006049	XP_001602245.2	XP_008195091.1
OG0006050	XP_001605333.2	XP_970844.1
OG0006051	XP_008203329.1	XP_015833164.1
OG0006052	XP_001604171.1	XP_974343.1
OG0006053	XP_003426755.1	XP_008201367.1
OG0006054	XP_001601192.2	XP_973804.1
OG0006055	XP_031778708.1	XP_015838151.1
OG0006056	XP_001601788.1	XP_008195140.1, XP_015836736.1
OG0006057	XP_016838920.1	XP_968863.2
OG0006058	XP_008215375.1	XP_001808147.1
OG0006059	XP_031786887.1	XP_008200063.1
OG0006060	XP_016843144.1	XP_015838089.1, XP_967353.1
OG0006061	XP_001606487.1	XP_008197571.1
OG0006062	XP_001606375.1	XP_975238.1
OG0006063	NP_001177939.1, XP_031785815.1	XP_974245.1
OG0006064	XP_001603137.2	XP_015835819.1
OG0006065	XP_031778542.1	XP_008196033.1
OG0006066	NP_001122837.2	XP_008192691.1
OG0006067	XP_001604957.1	XP_971811.1
OG0006069	XP_008215142.2	XP_971084.2
OG0006070	XP_001606181.1, XP_031780141.1	XP_015840675.1
OG0006071	XP_001603015.1	XP_971483.1, XP_008197391.1
OG0006072	XP_001602504.1	XP_008195580.1
OG0006073	XP_001606822.2	XP_008191932.1
OG0006075	XP_016839148.1	XP_008197353.1
OG0006076	XP_001600254.1	XP_008200459.1
OG0006077	XP_016840081.1, XP_001603754.1	XP_008193971.1
OG0006078	XP_031777476.1, XP_032457316.1	XP_972184.1
OG0006079	XP_001605876.1	XP_968214.1
OG0006080	NP_001136347.1	XP_972784.2
OG0006081	XP_003425768.2	XP_969821.1
OG0006082	XP_016845747.1	XP_975299.1
OG0006083	XP_008211348.1	XP_969292.2
OG0006084	XP_008203041.1, XP_008218058.1	XP_975200.2
OG0006085	XP_008208487.1	XP_008193426.1
OG0006086	XP_008217932.1	XP_975172.1
OG0006087	XP_001605643.1	XP_008191807.1
OG0006088	NP_001153325.1	XP_015840737.1
OG0006089	XP_001603401.1	XP_971921.1
OG0006090	XP_031783619.1	XP_015837916.1
OG0006091	XP_008215214.1	XP_969328.1
OG0006092	XP_031787273.1	XP_967408.1
OG0006093	XP_016844737.1	XP_968117.1
OG0006094	XP_008202414.1	XP_015835531.1
OG0006095	XP_016843543.1	XP_970606.1
OG0006096	XP_008211824.1	XP_969753.1
OG0006097	XP_001606262.2	XP_008196003.1
OG0006098	XP_001605302.1	XP_015833475.1
OG0006101	NP_001136166.1, XP_008208814.1	NP_001136167.1
OG0006102	XP_031778842.1	XP_008197945.1
OG0006104	XP_008202421.1	NP_001107822.1, XP_008193162.1
OG0006105	XP_016842155.1	XP_015834586.1, XP_970787.2
OG0006106	XP_001604679.2	NP_001153741.1, XP_008199600.1
OG0006107	XP_008202373.1	XP_974190.1
OG0006109	XP_031786349.1	NP_001095946.1
OG0006110	XP_001601618.1	XP_973449.1
OG0006111	XP_001605401.2	XP_969313.1
OG0006112	XP_008216006.1	XP_971899.1
OG0006113	XP_001600780.1	NP_001153722.1
OG0006114	NP_001165805.1	XP_969197.1
OG0006115	XP_031787065.1	XP_001813478.1
OG0006116	XP_003426922.1	XP_015836815.1
OG0006117	XP_008214303.1	XP_008194939.1
OG0006118	XP_016845713.1	XP_974055.1
OG0006119	XP_001607992.1	XP_969793.1
OG0006120	XP_001602801.2, XP_016845218.1	XP_008196845.1
OG0006123	XP_001607747.1	XP_967947.2
OG0006124	XP_001599572.1	XP_968460.1
OG0006125	XP_016844582.1	XP_972705.1
OG0006126	XP_001600756.1	XP_969150.1
OG0006127	XP_008207789.1	XP_966585.1
OG0006128	XP_016840135.1	XP_008196205.1
OG0006130	XP_001605720.1	XP_967502.1
OG0006131	XP_031785423.1	XP_008195462.1
OG0006132	XP_016843413.1, XP_008215532.1	XP_008194472.1
OG0006133	XP_031787373.1	XP_008190500.1
OG0006134	XP_008210148.1	XP_008191343.1
OG0006135	XP_031780876.1	XP_967817.2
OG0006136	XP_031779297.1	XP_015839689.1
OG0006137	XP_008215838.1	XP_968202.1
OG0006138	XP_016840615.1	XP_015834406.1
OG0006140	XP_001601694.3	XP_008200089.1
OG0006141	XP_003426390.1	XP_970646.1
OG0006143	XP_016842475.1	XP_001811667.1
OG0006144	XP_031784893.1	XP_008195509.1
OG0006145	XP_003425588.2	XP_970462.1
OG0006146	XP_001606605.2	XP_972818.2
OG0006147	XP_001605611.1	XP_973312.1
OG0006148	XP_032455824.1, XP_003426945.1	XP_974779.1, XP_008190958.1
OG0006149	XP_001601605.2	XP_974377.1
OG0006150	XP_031782429.1	XP_970568.2
OG0006151	XP_008214325.1	XP_008190797.1
OG0006152	XP_016838841.1	XP_973922.1
OG0006153	XP_001602396.1	XP_008191866.1
OG0006154	XP_001602576.2	XP_008192041.2
OG0006155	XP_001604031.2	XP_008195300.1
OG0006156	XP_031781388.1	XP_967600.2
OG0006157	XP_001603354.2	XP_008194660.1
OG0006158	XP_008205497.2	XP_008201238.1, NP_001034510.1
OG0006159	XP_016840254.2	XP_001810169.2
OG0006160	XP_001605436.3	XP_015835761.1
OG0006161	XP_031784399.1	XP_015836311.1
OG0006162	XP_003424741.1	XP_008195053.1
OG0006163	XP_001602750.1	XP_966716.1
OG0006164	XP_031780500.1	XP_968028.1
OG0006165	XP_031779092.1	XP_975134.2
OG0006166	XP_008217368.1	XP_001807129.1
OG0006167	XP_031784854.1	XP_015839012.1
OG0006168	NP_001135435.1	XP_970015.2
OG0006169	XP_003427083.1	XP_968057.1
OG0006170	XP_001606516.3	XP_008191382.2, XP_971029.1
OG0006171	NP_001153444.1, XP_032452219.1	XP_969175.1
OG0006172	XP_001606400.1	XP_967760.1
OG0006173	XP_001602362.1	XP_008198463.1
OG0006174	XP_001607941.2	XP_966482.1
OG0006175	XP_008209697.1, XP_016837572.1	XP_008190662.1
OG0006176	XP_016844432.1	XP_015833069.1
OG0006177	XP_016839350.1	XP_972963.1
OG0006178	XP_016838420.1	XP_008197383.1
OG0006179	XP_016845655.1	XP_008194805.1
OG0006180	XP_016838107.2	XP_972555.3
OG0006181	XP_008217609.1	XP_967438.2
OG0006182	XP_031787647.1	XP_015836222.1
OG0006183	XP_016840783.1	XP_973095.1
OG0006184	NP_001165852.1	NP_001161915.1
OG0006185	XP_031789574.1	XP_001808071.2
OG0006186	XP_031780685.1	XP_008194151.1
OG0006187	XP_001603708.2	XP_969860.2
OG0006188	XP_001608004.1	XP_969276.2
OG0006189	XP_003427881.1	XP_974964.1
OG0006191	XP_031780146.1	NP_001164154.1, XP_008200418.1
OG0006192	XP_001605190.1, XP_008211868.1	XP_008196113.1
OG0006193	XP_001601643.2	XP_008196472.1
OG0006194	XP_001600943.1	XP_008201501.1
OG0006195	XP_001605845.1, XP_016842843.1	XP_971097.1
OG0006196	XP_001602691.1	XP_973323.1
OG0006197	XP_032453614.1, NP_001152812.1	XP_967679.1
OG0006199	XP_016845798.1	XP_973597.1
OG0006200	XP_003426267.1	XP_008196414.1
OG0006201	XP_008209099.1	XP_008191241.1
OG0006202	XP_001607774.1	XP_971116.2
OG0006203	XP_001599639.1	XP_973025.1
OG0006204	XP_016840545.1	XP_008193768.1, XP_008193759.1
OG0006205	XP_008208010.1	XP_008197358.1
OG0006206	XP_032453124.1	XP_015833212.1
OG0006207	XP_031784240.1	XP_008192481.1
OG0006208	XP_031785345.1	XP_015835132.1
OG0006209	XP_008215110.1	XP_966390.1
OG0006210	XP_031784993.1	XP_008201451.1
OG0006211	XP_031785013.1	XP_008195304.1
OG0006212	XP_031784375.1	XP_008194346.1
OG0006214	XP_031779203.1	XP_008198272.1
OG0006215	XP_001603253.1	XP_972389.1
OG0006216	XP_016839754.1	XP_015833492.1
OG0006217	XP_016837608.1	XP_974716.1
OG0006218	XP_031787202.1	XP_974418.1
OG0006219	XP_001604886.1	XP_967673.1
OG0006220	XP_003423979.1	XP_968878.1
OG0006221	XP_001605478.2	XP_970593.2
OG0006222	XP_001605837.1	XP_008192239.1
OG0006223	XP_016842446.1, XP_031788389.1	XP_008191963.1
OG0006224	NP_001166279.1	XP_971011.1, XP_008201542.1
OG0006225	XP_031777518.1, NP_001136327.1	XP_967459.1
OG0006226	XP_003425002.1	XP_015837923.1
OG0006228	XP_031780298.1	XP_969161.2
OG0006229	XP_031779484.1	XP_008196961.1, NP_001127850.1
OG0006230	XP_031783877.1	XP_008198972.1
OG0006231	XP_001600961.1	XP_008199267.1
OG0006232	XP_031777290.1	XP_968899.1
OG0006233	XP_008213365.1	XP_008194458.1
OG0006234	XP_001601880.2	XP_015834942.1
OG0006235	XP_001602905.3	XP_970755.2
OG0006236	XP_008216418.1	XP_971934.2
OG0006237	XP_016843442.2, XP_016843443.2	XP_008195326.1
OG0006238	XP_031781637.1	XP_008192284.1
OG0006240	XP_008210159.1	XP_008198164.1
OG0006241	XP_001602414.3	XP_973652.1
OG0006242	XP_001601599.2	XP_972226.3
OG0006243	NP_001177678.1	XP_974351.1
OG0006244	XP_016840583.1	XP_972740.1
OG0006245	XP_001601240.4	XP_970678.1
OG0006246	XP_001601035.1	XP_967705.1
OG0006247	XP_031782333.1	XP_975203.2
OG0006248	XP_001604022.1	XP_974638.1
OG0006249	XP_008207717.1	XP_015837072.1
OG0006250	XP_001604139.2	XP_015840452.1, XP_969448.1
OG0006252	XP_001600229.1	NP_001034525.1
OG0006253	XP_001600559.3	XP_008196309.1
OG0006254	XP_008209332.1	XP_971710.2
OG0006255	XP_001605709.1	XP_968858.3
OG0006256	XP_003427343.1	XP_008192355.1
OG0006257	XP_008213727.1	XP_974304.1
OG0006258	NP_001267498.1	NP_001107765.1
OG0006259	XP_031784897.1	XP_969365.1
OG0006260	XP_001606983.2	XP_015836489.1
OG0006261	NP_001123293.1	XP_008199143.1
OG0006262	XP_031782494.1	XP_972829.1
OG0006263	XP_001603605.6	XP_015840946.1
OG0006264	XP_031787332.1	XP_001811917.1
OG0006266	XP_016843000.1	XP_968122.1
OG0006267	XP_001601344.1	XP_975078.2
OG0006268	XP_001604363.1	XP_967117.1
OG0006269	XP_001604914.2	XP_008195313.1
OG0006270	XP_031782509.1	XP_968806.3
OG0006271	NP_001153324.1	XP_968366.1
OG0006272	XP_031780144.1	XP_008191065.1
OG0006273	XP_001602042.1	XP_974567.2
OG0006274	XP_001608190.2	XP_973671.2
OG0006275	XP_032456535.1	XP_975323.1
OG0006276	XP_031784248.1	XP_008199318.1
OG0006277	XP_001607823.1	XP_972150.2
OG0006278	XP_031776673.1	XP_971450.1
OG0006279	XP_008202920.1	XP_008199174.1
OG0006280	XP_031785839.1	XP_015835096.1
OG0006281	XP_032454491.1	XP_008192768.1
OG0006282	XP_032455055.1	XP_008200283.1
OG0006283	XP_001602988.2	NP_001164094.1, XP_008200461.1
OG0006284	XP_001605963.1	XP_008201728.1
OG0006285	XP_001607732.1	XP_967513.1
OG0006286	XP_001600196.2	XP_008195631.1
OG0006287	XP_031786830.1	XP_015836430.1
OG0006288	XP_001601653.3	XP_008192776.1
OG0006289	XP_001602657.1	XP_972899.1
OG0006290	XP_032454233.1	XP_968844.1
OG0006291	XP_001602144.1	XP_015836383.1
OG0006292	XP_008205188.1	XP_971490.1, XP_015836264.1
OG0006293	XP_008211560.1	XP_968467.1, XP_967097.1
OG0006294	XP_016837513.1, XP_032453463.1	XP_966616.1
OG0006295	XP_001601251.2	XP_008195028.1
OG0006296	XP_001602110.1	XP_975638.1
OG0006297	XP_016845689.1	XP_008197797.1
OG0006298	XP_001605145.1	XP_968109.1
OG0006299	XP_008204655.1	XP_008201533.1
OG0006300	XP_008202595.1	XP_008192925.1
OG0006301	XP_001605011.2	XP_008200121.1
OG0006302	XP_031786229.1	XP_975194.2
OG0006303	XP_008205822.1	XP_008197566.1
OG0006304	XP_001601045.1	XP_967396.1
OG0006305	XP_031783430.1	XP_008192163.1
OG0006306	XP_001606338.1	XP_008198935.1
OG0006307	NP_001177857.1	XP_008194418.1
OG0006308	XP_031780464.1	XP_972593.1
OG0006309	XP_031781898.1	XP_969584.1
OG0006310	XP_001607291.1	XP_008199323.1
OG0006311	NP_001165809.1	XP_975769.1
OG0006312	XP_008210216.1	XP_008201336.1
OG0006313	XP_016837564.1	XP_967788.1
OG0006314	XP_031780341.1	XP_008197803.1
OG0006315	XP_016838189.1	XP_015838682.1
OG0006316	XP_008205982.1	XP_001814047.1
OG0006317	XP_001601669.2	XP_971377.1
OG0006318	XP_001607783.1	XP_015840161.1
OG0006319	XP_008215945.1, XP_031788361.1	XP_973781.1
OG0006320	XP_016840419.1	XP_974032.3
OG0006321	XP_031777708.1, XP_031777709.1	XP_015837795.1, XP_015837794.1
OG0006322	XP_031781239.1	XP_969081.1
OG0006323	XP_001605926.6	XP_969881.1
OG0006324	XP_016840586.1	XP_015839977.1
OG0006325	XP_008209529.1	XP_975115.1
OG0006326	XP_008212552.1	XP_008193707.1
OG0006327	XP_031785359.1	XP_973265.1
OG0006328	XP_001606770.1	XP_973520.1
OG0006329	XP_031786684.1	XP_008200453.1
OG0006330	XP_031787221.1	XP_008196849.1
OG0006331	XP_008211850.1	XP_970043.2
OG0006332	NP_001164365.1	XP_966737.1
OG0006333	NP_001135423.1	XP_967150.1
OG0006334	NP_001164377.1, XP_032454670.1	XP_970258.3
OG0006335	XP_016838260.1	XP_975679.2
OG0006336	XP_001602708.1	XP_974732.3
OG0006337	XP_031779523.1	XP_008193898.1
OG0006338	XP_016844176.1	XP_008198894.1
