Orthogroup	Nasonia_vitripennis	Solenopsis_invicta
OG0007324	XP_016839643.1	XP_011165682.1
OG0007326	XP_003424168.1	XP_039305261.1
OG0007327	XP_003423897.1	XP_011175641.2
OG0007328	XP_016838367.1	XP_039303698.1
OG0007329	XP_001604976.1	XP_011175933.1
OG0007330	XP_031779333.1	XP_025996642.1
OG0007331	XP_016837247.1	XP_011155981.2
OG0007332	XP_003427350.4	XP_011169134.1
OG0007333	XP_031784115.1	XP_011166042.1
OG0007334	XP_031788230.1	XP_011168120.1
OG0007335	XP_031789450.1	XP_011166506.1
OG0007336	XP_031788114.1	XP_011157726.1
OG0007337	XP_031776933.1	XP_039311145.1
OG0007338	XP_008217430.1	XP_011155716.1
OG0007339	XP_032453379.1	XP_011164312.1
OG0007340	XP_001606591.1	XP_011164026.2
OG0007341	XP_031788846.1, XP_031776884.1, XP_008215328.1	XP_011168807.2
OG0007342	XP_016844839.2	XP_025986558.1
OG0007343	XP_003424337.1	XP_011174180.2
OG0007344	XP_003425289.1	XP_011166142.1
OG0007345	XP_001599735.2	XP_011158927.1
OG0007346	XP_003427661.1	XP_011172276.2
OG0007347	XP_003424434.1	XP_011158953.1
OG0007348	XP_016840287.1	XP_011172087.1
OG0007350	XP_031778838.1	XP_039307507.1
OG0007351	XP_008210955.1	XP_011175819.2
OG0007352	XP_001607621.1	XP_011157417.1
OG0007353	XP_031782410.1	XP_011172119.2
OG0007355	XP_003424145.1	XP_011165100.1
OG0007356	XP_001605386.1	XP_011170091.1
OG0007357	XP_008207191.1	XP_011160445.1
OG0007358	XP_031784312.1	XP_039311374.1
OG0007359	XP_031783482.1	XP_025986909.1
OG0007360	XP_032453401.1	XP_039305748.1
OG0007361	XP_016844895.1	XP_039313550.1
OG0007362	XP_031789594.1	XP_025990391.2
OG0007363	XP_032457604.1	XP_011167695.2
OG0007364	XP_001603481.1	XP_011169126.1
OG0007365	XP_008215266.1	XP_025990293.1
OG0007366	XP_008202699.1	XP_011161992.2
OG0007367	XP_001605609.2	XP_011172040.1
OG0007368	XP_001601176.1	XP_011170808.1
OG0007369	XP_001601889.1	XP_011170922.1
OG0007370	XP_008201977.1	XP_011166046.1
OG0007372	XP_001606102.2	XP_039305283.1
OG0007373	XP_001606268.2	XP_011173063.2
OG0007374	XP_031780868.1	XP_039301678.1
OG0007375	XP_031786197.1	XP_039308088.1
OG0007376	XP_008205344.1	XP_011166170.2
OG0007377	XP_016839723.1	XP_039301981.1
OG0007378	XP_008203228.1	XP_039308231.1
OG0007379	XP_001600896.2	XP_011171940.2
OG0007380	XP_003424823.1	XP_011161149.1
OG0007382	XP_016841343.1	XP_025991481.1
OG0007383	XP_001602630.2	XP_025986787.1
OG0007385	XP_032454766.1	XP_011161139.2
OG0007386	XP_008203454.2	XP_011163663.1
OG0007387	XP_001601439.1	XP_011159701.1
OG0007388	XP_001602139.2	XP_011171924.2
OG0007389	XP_031777965.1	XP_039304858.1
OG0007390	XP_016844969.1	XP_025987115.1
OG0007392	XP_008214639.1	XP_011157936.1
OG0007394	XP_001605117.2	XP_011172642.2
OG0007395	XP_008209456.1	XP_025994243.1, XP_039306084.1
OG0007396	XP_001604898.2	XP_011162836.2
OG0007397	XP_001607207.1	XP_039305395.1
OG0007398	XP_016842848.2	XP_011155431.2
OG0007399	XP_016837464.1	XP_039314753.1
OG0007400	NP_001123262.1	XP_011165231.1
OG0007401	XP_008208464.3	XP_011165862.1
OG0007402	XP_008204135.1	XP_011161301.1
OG0007403	XP_008206634.2	XP_011162852.1
OG0007404	XP_031784531.1	XP_025991674.1
OG0007405	XP_001606394.2	XP_011171295.2
OG0007406	XP_031779648.1	XP_025986168.2
OG0007407	XP_031777926.1	XP_025993652.1
OG0007408	XP_016845737.1	XP_039302390.1
OG0007409	XP_016840697.1	XP_011164611.1
OG0007410	XP_001602553.1	XP_011156301.1
OG0007411	XP_001607954.2	XP_011174433.1
OG0007412	XP_001599577.1	XP_011168170.2
OG0007413	XP_008206325.2	XP_025995684.2
OG0007414	XP_016844959.1	XP_011158438.1
OG0007416	XP_008212293.3	XP_039314061.1
OG0007417	XP_008202927.2	XP_011175839.1
OG0007418	XP_031778309.1	XP_011165230.1
OG0007419	XP_031779975.1, XP_031779976.1	XP_025990719.1
OG0007420	XP_016838747.2	XP_011171718.1
OG0007422	XP_001604585.1	XP_011161767.1
OG0007423	XP_008204051.1	XP_025986375.1
OG0007425	XP_031785979.1	XP_025993985.1
OG0007426	XP_003425833.1	XP_039308650.1
OG0007428	XP_003428026.1	XP_039307644.1
OG0007429	XP_016841851.1	XP_011155863.2
OG0007430	XP_008209671.2	XP_011168699.1
OG0007431	XP_003424312.1	XP_025989791.1
OG0007432	XP_016843681.1	XP_025991141.1
OG0007433	XP_008211689.1	XP_039305626.1
OG0007434	XP_016841929.1	XP_011168349.1
OG0007435	XP_031788892.1, XP_031788893.1, XP_031788891.1	XP_011169358.1, XP_039315315.1
OG0007436	XP_001605629.3	XP_025986569.1
OG0007437	XP_008206600.1	XP_025986198.1
OG0007438	XP_032456208.1, XP_008201926.1	XP_039305810.1
OG0007439	XP_031780254.1	XP_039307392.1
OG0007440	XP_031783644.1	XP_025993075.1
OG0007442	XP_001607688.1	XP_011162063.2
OG0007443	XP_008215608.1	XP_011158097.2
OG0007444	XP_008204928.1	XP_025988381.1
OG0007445	XP_003427586.2	XP_011167622.2
OG0007446	XP_031786748.1	XP_039309847.1, XP_039309845.1
OG0007447	XP_001606013.2	XP_011162958.1
OG0007448	XP_016837692.1	XP_039302462.1
OG0007449	XP_031785201.1	XP_025988970.2
OG0007450	XP_008209890.1	XP_011159800.1
OG0007451	XP_008216797.2	XP_011166022.2
OG0007452	XP_016837200.1	XP_025986149.1
OG0007453	XP_001607627.1	XP_011161190.1
OG0007455	XP_031783800.1	XP_011173197.1
OG0007456	XP_008204289.1	XP_039301711.1
OG0007457	XP_031779886.1	XP_025995039.1
OG0007458	XP_001606006.1	XP_011164045.1
OG0007459	XP_016838578.1	XP_025994959.1
OG0007461	XP_016845546.1	XP_011164078.1
OG0007462	NP_001128393.1	XP_011165123.1
OG0007463	XP_008210504.2	XP_039307654.1, XP_025989868.2
OG0007464	XP_001607772.1	XP_011159356.2
OG0007465	XP_016839773.1	XP_011162960.1
OG0007466	XP_031778559.1	XP_025986852.2
OG0007467	XP_001605267.1	XP_011168783.1
OG0007468	XP_032454270.1	XP_039301920.1
OG0007469	XP_031778829.1	XP_025988698.1
OG0007470	XP_001600063.1	XP_011155849.2
OG0007471	XP_001603222.1	XP_011155539.2
OG0007472	XP_001602539.2	XP_039313670.1
OG0007473	XP_008216163.1	XP_011168670.2
OG0007474	XP_001608145.2	XP_011162730.1
OG0007475	NP_001123268.1	XP_011157929.1
OG0007477	XP_016840180.1	XP_011166130.1
OG0007478	XP_001601181.1	XP_039305570.1
OG0007479	XP_008207966.1	XP_011164549.1
OG0007480	XP_016837016.1, NP_001123218.1	XP_025995653.1
OG0007481	XP_031782840.1	XP_011159179.1
OG0007485	XP_003427705.1	XP_011166942.1
OG0007486	XP_001602821.1	XP_039305883.1
OG0007487	XP_008215394.1	XP_011166464.2
OG0007488	XP_001606539.1	XP_011157453.1
OG0007489	XP_008202097.1	XP_025995384.1
OG0007490	XP_008214456.1	XP_025989271.2, XP_011157608.2, XP_025989272.2
OG0007491	NP_001155850.1, XP_016844688.1	XP_025991499.1
OG0007492	XP_031776625.1, XP_001602825.1	XP_011156178.2
OG0007494	XP_003425818.1	XP_011169888.2
OG0007495	XP_032458057.1	XP_011158168.2
OG0007496	XP_001606840.1	XP_011173818.1
OG0007497	XP_008202169.1	XP_011170791.1
OG0007498	XP_003424208.1	XP_011162580.1
OG0007499	XP_003426724.1	XP_011162417.1
OG0007501	XP_031788164.1	XP_011170325.1
OG0007502	XP_003425848.1	XP_039313276.1
OG0007503	XP_016840381.2, XP_016840382.2, XP_032455578.1, XP_032455579.1	XP_011167453.2
OG0007504	XP_001604416.1	XP_011172334.1
OG0007505	XP_008204888.1	XP_025992923.1
OG0007506	NP_001127785.1, XP_031778367.1	XP_011170820.1
OG0007507	NP_001122408.2, XP_031778055.1	XP_039304687.1
OG0007508	XP_001603578.2	XP_025987141.1
OG0007511	XP_008202965.1	XP_025987510.2
OG0007512	XP_003423857.1	XP_039311661.1
OG0007513	XP_001607368.1	XP_011161665.1
OG0007514	XP_031784227.1	XP_025992021.1
OG0007515	NP_001155068.1	XP_011155754.1
OG0007516	XP_031778490.1	XP_011174770.1
OG0007517	XP_032454610.1	XP_011156504.1
OG0007518	XP_016845761.1	XP_011172564.1
OG0007519	XP_008201964.1	XP_011158919.2
OG0007521	XP_008213989.2	XP_039303903.1
OG0007522	XP_031785211.1	XP_039303887.1
OG0007523	XP_001608036.2	XP_011172721.1
OG0007525	XP_001604646.2	XP_025991996.1
OG0007526	XP_001603138.1	XP_011162554.2
OG0007527	XP_031786933.1, XP_003426889.1	XP_011156654.1
OG0007529	XP_031785557.1	XP_011158150.2
OG0007530	XP_008215383.1	XP_011159535.3
OG0007531	XP_031784786.1	XP_011173083.1
OG0007532	XP_001604649.2	XP_011164053.1
OG0007534	XP_001602343.2	XP_011173576.1
OG0007535	XP_031785355.1, XP_031785302.1	XP_025992959.1
OG0007536	XP_003425314.1	XP_025996094.1
OG0007538	XP_003424560.1	XP_011158196.2
OG0007539	XP_031779254.1	XP_039315725.1
OG0007540	XP_031787306.1	XP_039307152.1
OG0007541	XP_003425003.1	XP_011158572.1
OG0007543	XP_001600720.1	XP_011170158.3, XP_039315460.1
OG0007544	XP_031787751.1	XP_025987352.2
OG0007546	XP_032452245.1	XP_039303836.1, XP_039303829.1, XP_039303832.1
OG0007547	NP_001155050.1	XP_011171937.1, XP_011171938.1, XP_039302389.1, XP_039302388.1
OG0007549	XP_031783045.1, NP_001234887.1	XP_025992306.2
OG0007550	XP_001604519.1	XP_011167023.1
OG0007552	XP_031784351.1	XP_039312886.1
OG0007553	NP_001166278.1	XP_011163241.2
OG0007554	XP_003425038.1	XP_025995451.2
OG0007555	XP_031785493.1	XP_039315464.1, XP_025996383.2
OG0007558	XP_008203648.1	XP_039303257.1
OG0007559	XP_008211795.2	XP_011155890.2
OG0007560	XP_001607036.2	XP_011162756.1
OG0007561	XP_001606656.2	XP_011159290.1
OG0007562	XP_031777917.1	XP_011165671.2
OG0007563	XP_008212595.1	XP_011167733.2
OG0007564	XP_001599110.3, NP_001164356.2, XP_031778331.1	XP_011171862.2
OG0007565	XP_032453950.1	XP_039310975.1
OG0007566	XP_016836856.1, XP_001600382.1, XP_008215107.1	XP_011171022.1
OG0007567	XP_032456848.1	XP_039306589.1, XP_039306590.1, XP_039306587.1, XP_039306588.1
OG0007568	XP_001606524.1	XP_039310067.1, XP_011162704.1
OG0007569	XP_001606360.1, XP_031788136.1	XP_011161908.1, XP_025985972.1
OG0007570	XP_001607294.1	XP_011158624.1
OG0007572	XP_016840252.1	XP_039302761.1, XP_039302796.1, XP_039311836.1
OG0007573	XP_003426959.1	XP_025990533.1, XP_011159391.1, XP_011159390.1, XP_011159393.1, XP_011159392.1, XP_025990531.1
OG0007574	XP_032456614.1	XP_011156309.1
OG0007576	XP_003423956.1	XP_011166352.1
OG0007577	XP_001602378.2	XP_011176126.1
OG0007578	XP_008207025.2	XP_039308237.1
OG0007579	XP_031781500.1	XP_025996734.1, XP_039304326.1
OG0007580	XP_001601096.1	XP_011163365.1
OG0007581	XP_008203896.1	XP_011162465.1
OG0007582	XP_031777972.1, XP_003425589.1, XP_016841883.1	XP_011168911.1
OG0007583	XP_008217811.1	XP_011160570.2
OG0007584	XP_008209531.1	XP_011171907.1, XP_011171902.1, XP_025989588.1, XP_025989587.1
OG0007585	XP_001607768.1, XP_001604452.1	XP_011165706.2, XP_025988426.1, XP_011165703.1, XP_025988428.1, XP_025988424.2, XP_039305885.1, XP_011165702.2
OG0007587	XP_003424691.2	XP_025993801.2, XP_025993802.2
OG0007589	XP_008214814.1	XP_039304398.1
OG0007590	XP_001607479.1, XP_008207232.1	XP_025990870.1
OG0007593	XP_031789413.1	XP_011171011.1
OG0007596	XP_031780398.1	XP_025993049.1
OG0007597	XP_016841156.1	XP_011162401.1
OG0007598	XP_032451977.1, XP_031784176.1, XP_001605822.1, XP_031779055.1, XP_032452873.1, XP_031784140.1, XP_031784129.1	XP_011169463.1
OG0007602	XP_016844224.1	XP_025994126.2, XP_039313957.1, XP_025997509.2, XP_025997510.2, XP_039312534.1, XP_039312539.1, XP_039312535.1, XP_039310899.1, XP_039310202.1, XP_039312536.1, XP_039312537.1, XP_039312538.1, XP_039308366.1
OG0007604	XP_001605555.2	XP_011156720.1
OG0007605	XP_001600973.1, XP_008204780.1	XP_011167764.1
OG0007607	XP_001601799.1	XP_011163784.1
OG0007608	XP_001605794.2	XP_011167194.2
OG0007609	XP_032455309.1	XP_011168582.2
OG0007610	XP_001600325.1	XP_011159666.2
OG0007611	XP_016839306.1	XP_039306275.1
OG0007613	XP_016843537.1	XP_025989976.1
OG0007614	NP_001127787.1	XP_025989805.2
OG0007615	XP_008203208.1	XP_011175131.2
OG0007616	NP_001165854.1	XP_011164126.1
OG0007617	NP_001156932.1, XP_031788689.1	XP_011173543.1
OG0007618	XP_001600882.1	XP_011161420.1
OG0007619	NP_001193393.1	XP_011161044.1
OG0007621	XP_003424289.1	XP_011169315.1
OG0007622	XP_031782820.1	XP_011175306.1
OG0007623	XP_001600663.1	XP_039308705.1, XP_039308379.1
OG0007624	XP_003427547.1	XP_039306910.1
OG0007625	XP_001604826.2	XP_011170662.1
OG0007626	XP_008212899.1	XP_011173733.1
OG0007627	XP_008211961.1	XP_039313073.1
OG0007629	NP_001166087.1	XP_011169745.2
OG0007630	XP_031789091.1	XP_011163713.1
OG0007631	XP_031776999.1	XP_039307988.1
OG0007632	XP_031786374.1	XP_025995065.1
OG0007633	XP_016843091.1	XP_011176148.1
OG0007634	XP_008204569.1	XP_011162238.1
OG0007638	XP_001603911.1	XP_025992653.2
OG0007639	XP_032456820.1	XP_011157594.1
OG0007640	XP_016844043.2	XP_011164813.1
OG0007642	XP_001599500.1	XP_025991440.1
OG0007644	XP_031786836.1	XP_011161182.1
OG0007646	XP_016837210.1	XP_011165061.1
OG0007647	XP_008210039.1	XP_011161196.1
OG0007648	XP_001599511.2	XP_025988075.1
OG0007649	XP_001604675.1	XP_011159675.1
OG0007650	XP_031778933.1	XP_025992702.2
OG0007651	XP_008210404.2	XP_039309190.1
OG0007652	XP_031782789.1	XP_011161059.1
OG0007653	XP_001603682.2	XP_011172141.1
OG0007655	XP_008216270.1	XP_011165609.1
OG0007656	XP_003426992.1	XP_011155596.1
OG0007657	XP_001599859.1	XP_011159281.1
OG0007658	XP_001606188.1	XP_011161790.1
OG0007659	XP_008216692.1	XP_011163147.3
OG0007660	XP_016838811.1	XP_011173494.2
OG0007661	XP_016838616.1	XP_011155343.2
OG0007662	XP_016839443.1	XP_011164331.1
OG0007664	XP_008204265.1	XP_011160351.1
OG0007665	XP_008214624.1	XP_039310941.1
OG0007666	XP_031785208.1	XP_011173362.2
OG0007667	XP_008204034.1	XP_025989654.2
OG0007668	XP_001603424.1	XP_039311604.1
OG0007671	XP_008217228.2	XP_011172120.1
OG0007673	XP_001604229.1	XP_011161125.1
OG0007675	XP_031782620.1	XP_011168085.1
OG0007676	XP_016839990.1	XP_025988216.1
OG0007677	XP_001607967.2	XP_011168971.1
OG0007678	XP_031783294.1	XP_011156354.2
OG0007679	XP_001605964.1	XP_011169215.1
OG0007680	XP_001605131.1	XP_011160368.1
OG0007682	XP_001606372.1	XP_011158731.2
OG0007683	XP_032454654.1	XP_011162927.1
OG0007684	NP_001164390.1, XP_031778372.1	XP_011159422.1
OG0007685	XP_031784586.1	XP_025989461.1
OG0007686	XP_031788411.1	XP_011158705.2
OG0007687	NP_001153497.1	XP_011171048.1
OG0007688	XP_001599603.1	XP_039308483.1
OG0007690	XP_001604403.1	XP_011165805.1
OG0007691	XP_031780896.1	XP_025986044.1
OG0007692	XP_031786948.1	XP_011175942.1
OG0007694	XP_003426057.1	XP_011176157.1
OG0007695	XP_001601396.2	XP_011158055.1
OG0007697	XP_031787514.1	XP_011172773.2
OG0007699	XP_016844493.1	XP_025990383.2
OG0007700	XP_031788238.2	XP_011167063.1
OG0007701	XP_016837280.1	XP_025994532.2
OG0007702	NP_001136168.1	XP_011163151.1
OG0007703	XP_031780118.1	XP_011160561.3
OG0007704	XP_031786369.1	XP_011163928.2
OG0007705	XP_003426067.1	XP_011165547.1
OG0007707	XP_003426379.1	XP_011166862.1, XP_011166863.1
OG0007708	XP_016841899.1	XP_011158926.2
OG0007709	XP_031785180.1	XP_011171228.2
OG0007711	XP_031785891.1	XP_039309483.1
OG0007713	XP_016845501.1, XP_001601482.2	XP_011163944.2
OG0007714	XP_008216309.1	XP_011169412.2
OG0007715	XP_003424771.1	XP_011170116.1
OG0007716	XP_001604126.2	XP_039312171.1
OG0007717	XP_001604913.2	XP_025991181.2
OG0007718	XP_031777952.1	XP_025992510.2
OG0007719	XP_008206193.1	XP_025995853.1
OG0007720	XP_031787539.1	XP_039307582.1
OG0007721	XP_001604437.1	XP_011159991.2
OG0007722	XP_008205334.1	XP_011173662.1
OG0007723	XP_031782339.1	XP_011162467.1
OG0007726	XP_003426812.1	XP_011170935.1
OG0007728	XP_031787225.1	XP_011161172.2
OG0007730	XP_008214794.1	XP_011159709.1
OG0007731	XP_001602982.1	XP_011162136.1
OG0007732	XP_016844452.1	XP_025989769.1
OG0007733	XP_001600305.1	XP_011175482.2
OG0007734	XP_031778166.1	XP_025988723.1
OG0007735	XP_031783233.1	XP_039313304.1
OG0007736	XP_003424812.1	XP_025990137.1
OG0007737	XP_031782036.1	XP_011156220.2
OG0007738	XP_008207414.2	XP_011165935.1
OG0007739	XP_008204852.1	XP_025988473.1
OG0007741	XP_001603197.1	XP_025994810.2
OG0007742	XP_032451753.1, XP_032451752.1	XP_011157661.1
OG0007743	XP_001602573.1	XP_011162452.1
OG0007744	XP_031782596.1	XP_011172637.1
OG0007745	XP_003424608.1	XP_025993013.2
OG0007746	XP_016837582.1	XP_011159432.1
OG0007747	XP_008207525.2	XP_011167742.1
OG0007748	XP_031778600.1	XP_039311361.1
OG0007749	XP_031785103.1	XP_011165852.1, XP_011165854.1, XP_039304733.1, XP_011165853.1
OG0007750	XP_031780777.1	XP_025993042.1
OG0007751	NP_001152815.1, XP_008215062.1	XP_011167397.2
OG0007752	XP_016839804.1	XP_039303476.1
OG0007753	XP_016844520.1	XP_025986584.1
OG0007754	NP_001155160.1	XP_039310877.1
OG0007755	XP_016845496.1	XP_039311694.1
OG0007756	XP_003425484.2	XP_011170173.2
OG0007758	XP_008204543.1	XP_011156565.1
OG0007759	XP_031785336.1	XP_025986014.1
OG0007761	XP_008202911.1	XP_011162511.1, XP_039310593.1
OG0007763	XP_001604935.1	XP_025990729.1
OG0007764	XP_001606585.2	XP_011165126.1
OG0007766	XP_031778315.1, XP_031785817.1, XP_031781354.1, XP_008213805.1, XP_031789269.1, XP_031779860.1, XP_031781131.1, XP_031777505.1, XP_031777473.1	XP_011157258.1, XP_011172231.1, XP_025997022.1, XP_039313016.1, XP_011171621.1, XP_011171612.1, XP_011171644.1
OG0007768	XP_001606537.1	XP_011176204.1
OG0007769	XP_001607218.1	XP_011161249.1
OG0007771	XP_032454440.1	XP_011172150.1
OG0007772	XP_031787956.1	XP_039314354.1
OG0007773	XP_031777943.1	XP_039305054.1
OG0007775	XP_031781135.1	XP_039314774.1
OG0007776	XP_016836701.1	XP_011158053.1
OG0007778	XP_032453593.1	XP_039310531.1
OG0007779	XP_032452919.1	XP_039303156.1
OG0007780	XP_016841750.1	XP_025986668.2
OG0007781	XP_031780292.1	XP_011160604.2
OG0007782	XP_003426151.2, XP_032455610.1, XP_032455609.1	XP_011162643.2
OG0007783	XP_031779322.1	XP_039306169.1, XP_039306168.1
OG0007785	XP_003424912.2	XP_011173318.1
OG0007787	XP_001603368.1	XP_025997320.1
OG0007789	XP_016839167.1	XP_011173409.2
OG0007790	XP_031780559.1	XP_025987316.1
OG0007791	XP_001604415.1	XP_011156897.1
OG0007793	XP_001608250.2	XP_011164140.2
OG0007794	XP_016842304.1	XP_011161921.2
OG0007795	XP_008204030.1	XP_025993447.2
OG0007796	NP_001135428.1	XP_011173638.1
OG0007798	XP_031787919.1	NP_001291533.1
OG0007799	XP_031779328.1	XP_011175177.1
OG0007801	XP_001605943.1	XP_011158247.1
OG0007802	XP_008209713.1	XP_011159360.2
OG0007803	XP_008209164.1	XP_011167870.1
OG0007804	XP_031782127.1	XP_025986811.1
OG0007805	XP_031788334.1	XP_011162447.2
OG0007806	XP_001602220.1	XP_011162439.2
OG0007808	XP_001606722.1	XP_025995118.1
OG0007809	XP_031788076.1	XP_011157071.2
OG0007810	XP_008206938.1	XP_011172315.2
OG0007811	XP_001607700.1	XP_011160111.2
OG0007812	XP_016844316.1	XP_011163577.1
OG0007813	XP_016837845.1	XP_011157330.2
OG0007814	XP_001603163.2	XP_039313288.1
OG0007815	XP_008204173.1	XP_039306774.1
OG0007816	XP_031786738.1, NP_001129658.1	XP_011165736.1
OG0007818	XP_008209885.1, XP_031780738.1	XP_011164211.2
OG0007819	XP_001602242.1	XP_011162449.1
OG0007821	XP_008205904.1	XP_011170858.2
OG0007822	XP_031787626.1	XP_011162675.1
OG0007823	XP_031779593.1	XP_025987192.1
OG0007824	XP_008210718.1	XP_039314371.1
OG0007826	XP_001605079.1	XP_039308273.1
OG0007827	XP_031779180.1	XP_025987241.2, XP_039302145.1
OG0007828	NP_001166858.1	XP_039302417.1
OG0007829	XP_031781490.1, XP_032457637.1, XP_031781491.1	XP_039304091.1
OG0007830	XP_032454084.1	XP_011158792.1
OG0007831	XP_003424198.1	XP_011162941.1
OG0007832	XP_003427029.1	XP_011156758.1
OG0007835	XP_016845855.1	XP_011155736.1
OG0007836	XP_001602291.2	XP_011158122.1
OG0007837	XP_001604351.1	XP_011167088.1
OG0007838	XP_031784515.1	XP_039308639.1
OG0007839	NP_001161197.1	NP_001291527.1
OG0007840	XP_008211581.1	XP_011172381.2
OG0007841	XP_008211719.2	XP_011168768.1
OG0007843	XP_001604128.1	XP_011168594.1
OG0007844	XP_001604483.1	XP_011159903.2
OG0007845	XP_003424158.1, XP_032453416.1	XP_011165608.1
OG0007846	XP_031789524.1	XP_039314580.1, XP_025987010.1, XP_039314582.1
OG0007848	XP_032457277.1	XP_011169751.2
OG0007849	XP_016842359.1	XP_011164264.2
OG0007850	XP_003425658.1	XP_011170770.1
OG0007851	XP_016841074.1	XP_011160803.1
OG0007852	XP_001605476.2	XP_011162576.2
OG0007853	XP_031776605.1	XP_011164879.1
OG0007854	XP_008211287.1, XP_032454847.1	XP_011169773.1
OG0007856	XP_031782014.1	XP_039303615.1
OG0007857	XP_031785498.1	XP_011156447.1
OG0007858	XP_001607174.1	XP_025995002.2
OG0007859	XP_031782311.1	XP_025995793.1
OG0007860	XP_031788395.1	XP_011156521.3
OG0007861	XP_001608187.1	XP_011158725.2
OG0007862	XP_001604506.2	XP_011166983.1
OG0007863	XP_008208254.1	XP_011173846.2
OG0007864	XP_001601024.2	XP_011156608.1
OG0007865	XP_031787654.1	XP_025991490.2
OG0007868	XP_001603244.1	XP_025996812.1
OG0007869	XP_016837282.1	XP_039309541.1
OG0007870	XP_003425105.1	XP_039311585.1
OG0007872	XP_008204767.1	XP_011172973.1
OG0007874	XP_031784928.1	XP_011167672.1
OG0007875	XP_008211441.1	XP_025992799.1
OG0007876	XP_008211330.1	XP_039305532.1
OG0007877	XP_031777178.1	XP_011159074.1
OG0007880	XP_003427877.1	XP_011175344.1
OG0007881	XP_031780209.1, XP_008203297.2	XP_025993041.1, XP_011157421.1
OG0007882	XP_016839889.1	XP_011162597.1
OG0007883	XP_016839631.1	XP_025995945.2
OG0007884	XP_008204943.1	XP_011161099.1
OG0007885	XP_016837482.1	XP_011161806.1
OG0007886	XP_016840988.1, NP_001123524.1	XP_039308742.1
OG0007887	XP_001600850.1	XP_011163354.1
OG0007888	XP_003423997.1	XP_011158041.2
OG0007889	XP_001606414.3	XP_011164242.1
OG0007892	XP_001600109.2	XP_011160146.1
OG0007893	XP_001605082.1	XP_039307095.1
OG0007894	XP_001604282.3	XP_039314231.1
OG0007895	XP_001602339.2	XP_011173559.1
OG0007900	XP_031781304.1, XP_031781305.1	XP_039305496.1
OG0007901	XP_003424657.1	XP_039313386.1
OG0007902	XP_008205475.1	XP_025995181.1
OG0007903	XP_001599413.4	XP_025995339.1
OG0007904	XP_008216956.1	XP_011160820.1
OG0007905	XP_031784567.1	XP_025993882.1
OG0007908	XP_008207834.1, XP_008207833.1	XP_011164248.2
OG0007909	XP_001600893.1	XP_011160660.1, XP_011161534.1, XP_011161535.1
OG0007910	XP_001601570.2	XP_011156249.2
OG0007911	XP_001606881.1	XP_025990560.1, NP_001291515.1
OG0007912	XP_031784840.1	XP_011161554.1
OG0007914	XP_003425497.1	XP_011170353.1
OG0007915	XP_008202090.1	XP_011158072.2
OG0007916	XP_008214105.1	XP_011168157.1, XP_011168155.1, XP_039313631.1
OG0007917	XP_003423858.1	XP_011166494.1
OG0007918	XP_016844919.1	XP_011171277.2
OG0007919	XP_008208678.1	XP_011169713.1
OG0007920	XP_016839145.1	XP_025991705.2
OG0007921	XP_016836815.1, XP_016836817.1	XP_039308407.1
OG0007922	XP_016838961.1	XP_025986736.1, XP_011158793.1, XP_039305587.1, XP_011158794.1
OG0007923	XP_008215897.2	XP_025987414.1, XP_011162630.1, XP_025987415.1
OG0007924	XP_008203259.1	XP_011157939.1
OG0007927	XP_031782380.1	XP_011171195.1
OG0007929	NP_001127920.1	XP_011160568.1
OG0007930	XP_003426450.1	XP_011162351.1
OG0007931	XP_003428231.1	XP_011157230.3
OG0007933	XP_008213504.1	XP_039310607.1, XP_011162527.2
OG0007934	XP_016842325.1	XP_039310161.1
OG0007936	XP_031787607.1	XP_025986255.1
OG0007938	XP_031787840.1	XP_011168656.1
OG0007941	XP_001601448.2	XP_011156693.1
OG0007942	XP_008213381.1	XP_039302636.1, XP_039302635.1
OG0007949	XP_008217569.1, XP_016842164.1, XP_016842163.1, XP_008217567.1, XP_031780554.1	XP_039315396.1, XP_039307154.1
OG0007952	XP_031789327.1	XP_025997276.1, XP_039315723.1, XP_039315724.1, XP_039315722.1, XP_039308171.1, XP_039308169.1, XP_039308170.1, XP_039310864.1, XP_039312008.1
OG0007957	NP_001129486.1	XP_025985875.1
OG0007958	NP_001155061.1	XP_025987939.1
OG0007960	XP_003427152.1, XP_001605618.2	XP_011159361.2
OG0007961	XP_032455516.1	XP_011163777.2
OG0007962	XP_001599035.1	XP_011161594.1
OG0007963	NP_001165851.1	XP_039312935.1
OG0007964	XP_031787178.1	XP_011173367.1
OG0007966	XP_031786885.1	XP_011167576.1
OG0007967	XP_008202167.1, XP_008202164.1	XP_011161837.1
OG0007968	XP_001599727.1	XP_011164095.1
OG0007971	XP_016844090.1	XP_011167266.1
OG0007972	XP_008213532.1, XP_008213531.1	XP_011167192.1
OG0007973	XP_003427574.2	XP_011170492.1
OG0007974	XP_003425021.1	XP_011155324.1
OG0007975	XP_031788629.1	XP_025986447.1
OG0007976	XP_008206928.1, XP_001602935.2	XP_039309255.1
OG0007978	XP_001604251.1	XP_011159408.2
OG0007981	XP_001603121.2	XP_011164268.2
OG0007982	XP_003426096.3, XP_031788896.1	XP_011166627.1
OG0007983	XP_001605312.2	XP_011170059.1
OG0007984	XP_001602032.1	XP_025986976.2
OG0007985	XP_001601010.1	XP_011172235.3
OG0007986	XP_003428020.1	XP_011167173.3
OG0007987	XP_001607483.1	XP_011167353.2
