Orthogroup	Nasonia_vitripennis	Bombus_terrestris
OG0007355	XP_003424145.1	XP_012173697.1
OG0007356	XP_001605386.1	XP_012168784.1
OG0007357	XP_008207191.1	XP_003397416.1
OG0007358	XP_031784312.1	XP_003393438.1
OG0007359	XP_031783482.1	XP_020718345.1
OG0007360	XP_032453401.1	XP_020723382.1
OG0007361	XP_016844895.1	XP_012176635.1
OG0007362	XP_031789594.1	XP_012168038.1
OG0007363	XP_032457604.1	XP_003398615.1
OG0007364	XP_001603481.1	XP_012169268.1
OG0007365	XP_008215266.1	XP_003403327.1
OG0007366	XP_008202699.1	XP_003400943.1
OG0007367	XP_001605609.2	XP_003398691.1
OG0007368	XP_001601176.1	XP_003395414.1
OG0007369	XP_001601889.1	XP_020718235.1
OG0007370	XP_008201977.1	XP_003401260.1
OG0007372	XP_001606102.2	XP_012163242.1
OG0007373	XP_001606268.2	XP_003395895.1
OG0007374	XP_031780868.1	XP_012174284.1
OG0007375	XP_031786197.1	XP_020720920.1
OG0007376	XP_008205344.1	XP_012170664.1
OG0007377	XP_016839723.1	XP_020719169.1
OG0007378	XP_008203228.1	XP_012168368.1
OG0007379	XP_001600896.2	XP_003399898.1
OG0007380	XP_003424823.1	XP_003400598.1
OG0007382	XP_016841343.1	XP_020718875.1
OG0007383	XP_001602630.2	XP_003399760.1
OG0007385	XP_032454766.1	XP_003393393.1
OG0007386	XP_008203454.2	XP_020718571.1
OG0007387	XP_001601439.1	XP_003395617.1
OG0007388	XP_001602139.2	XP_020720972.1
OG0007389	XP_031777965.1	XP_012175685.2
OG0007390	XP_016844969.1	XP_020720940.1
OG0007392	XP_008214639.1	XP_020722534.1
OG0007394	XP_001605117.2	XP_003396044.1
OG0007395	XP_008209456.1	XP_012171437.1
OG0007396	XP_001604898.2	XP_003393552.1
OG0007397	XP_001607207.1	XP_012168791.1
OG0007398	XP_016842848.2	XP_012168143.1
OG0007399	XP_016837464.1	XP_012164134.1
OG0007400	NP_001123262.1	XP_020722509.1
OG0007401	XP_008208464.3	XP_003395718.1
OG0007402	XP_008204135.1	XP_003400665.1
OG0007403	XP_008206634.2	XP_012163868.1
OG0007404	XP_031784531.1	XP_012163778.1
OG0007405	XP_001606394.2	XP_020720815.1
OG0007406	XP_031779648.1	XP_020723215.1
OG0007407	XP_031777926.1	XP_003393196.1
OG0007408	XP_016845737.1	XP_020723255.1
OG0007409	XP_016840697.1	XP_012163544.1
OG0007410	XP_001602553.1	XP_003392883.1
OG0007411	XP_001607954.2	XP_003401117.1
OG0007412	XP_001599577.1	XP_003399236.1
OG0007413	XP_008206325.2	XP_003402208.1
OG0007414	XP_016844959.1	XP_020721293.1
OG0007416	XP_008212293.3	XP_003399712.1
OG0007417	XP_008202927.2	XP_003393332.1
OG0007418	XP_031778309.1	XP_020721388.1
OG0007420	XP_016838747.2	XP_003397194.1
OG0007422	XP_001604585.1	XP_003397009.1, XP_020719816.1
OG0007423	XP_008204051.1	XP_003393375.1
OG0007425	XP_031785979.1	XP_020721854.1
OG0007426	XP_003425833.1	XP_012167920.1
OG0007428	XP_003428026.1	XP_020719495.1
OG0007429	XP_016841851.1	XP_003393421.1
OG0007430	XP_008209671.2	XP_012176462.1
OG0007431	XP_003424312.1	XP_003396215.1
OG0007432	XP_016843681.1	XP_020719179.1
OG0007433	XP_008211689.1	XP_012167232.1
OG0007434	XP_016841929.1	XP_020719502.1
OG0007435	XP_031788892.1, XP_031788893.1, XP_031788891.1	XP_003400727.1
OG0007436	XP_001605629.3	XP_012169034.1
OG0007437	XP_008206600.1	XP_012169343.1
OG0007438	XP_032456208.1, XP_008201926.1	XP_003395187.1
OG0007439	XP_031780254.1	XP_020720442.1
OG0007440	XP_031783644.1	XP_003396491.1
OG0007442	XP_001607688.1	XP_020722966.1
OG0007443	XP_008215608.1	XP_012166618.1
OG0007444	XP_008204928.1	XP_020718462.1
OG0007445	XP_003427586.2	XP_012163922.1
OG0007446	XP_031786748.1	XP_012173755.1
OG0007447	XP_001606013.2	XP_012170952.1
OG0007448	XP_016837692.1	XP_012173820.1, XP_012173815.1
OG0007449	XP_031785201.1	XP_003403173.1
OG0007450	XP_008209890.1	XP_003396313.1
OG0007451	XP_008216797.2	XP_020719666.1
OG0007452	XP_016837200.1	XP_020722055.1
OG0007453	XP_001607627.1	XP_003396415.2
OG0007455	XP_031783800.1	XP_020719424.1
OG0007456	XP_008204289.1	XP_012174282.1, XP_012174217.1
OG0007457	XP_031779886.1	XP_012175993.1
OG0007458	XP_001606006.1	XP_012176455.1, XP_003394511.1
OG0007459	XP_016838578.1	XP_003402838.1
OG0007461	XP_016845546.1	XP_012169959.1
OG0007462	NP_001128393.1	XP_012168034.1
OG0007463	XP_008210504.2	XP_003402584.1
OG0007464	XP_001607772.1	XP_003394105.1
OG0007465	XP_016839773.1	XP_003400205.1
OG0007466	XP_031778559.1	XP_003400552.1
OG0007467	XP_001605267.1	XP_003394327.1
OG0007468	XP_032454270.1	XP_012168952.2
OG0007469	XP_031778829.1	XP_012173576.1
OG0007470	XP_001600063.1	XP_003393654.1
OG0007471	XP_001603222.1	XP_003400198.1
OG0007472	XP_001602539.2	XP_012170274.1
OG0007473	XP_008216163.1	XP_020722849.1
OG0007474	XP_001608145.2	XP_003393589.1
OG0007475	NP_001123268.1	XP_003395115.1
OG0007477	XP_016840180.1	XP_003400019.1, XP_012170663.1
OG0007478	XP_001601181.1	XP_003393875.1
OG0007479	XP_008207966.1	XP_003394711.1
OG0007480	XP_016837016.1, NP_001123218.1	XP_012164651.1
OG0007481	XP_031782840.1	XP_003392994.1, XP_020724164.1
OG0007485	XP_003427705.1	XP_003402771.1, XP_020723537.1
OG0007486	XP_001602821.1	XP_003395690.1
OG0007487	XP_008215394.1	XP_012167638.1
OG0007488	XP_001606539.1	XP_012168394.1
OG0007489	XP_008202097.1	XP_003399714.1
OG0007490	XP_008214456.1	XP_020721675.1
OG0007492	XP_031776625.1, XP_001602825.1	XP_003396646.1
OG0007494	XP_003425818.1	XP_003395664.1, XP_012164159.1
OG0007495	XP_032458057.1	XP_003393362.1
OG0007496	XP_001606840.1	XP_012164353.1
OG0007497	XP_008202169.1	XP_003398470.1
OG0007498	XP_003424208.1	XP_003397265.1
OG0007499	XP_003426724.1	XP_012176352.2
OG0007501	XP_031788164.1	XP_020722145.1
OG0007502	XP_003425848.1	XP_012164786.1
OG0007503	XP_016840381.2, XP_016840382.2, XP_032455578.1, XP_032455579.1	XP_012164352.2
OG0007504	XP_001604416.1	XP_012165216.1
OG0007505	XP_008204888.1	XP_012174024.1
OG0007506	NP_001127785.1, XP_031778367.1	XP_003403010.1
OG0007507	NP_001122408.2, XP_031778055.1	XP_003397828.1
OG0007508	XP_001603578.2	XP_003394688.1
OG0007511	XP_008202965.1	XP_003393641.1, XP_012171967.1
OG0007512	XP_003423857.1	XP_003398283.1
OG0007513	XP_001607368.1	XP_003402288.1
OG0007514	XP_031784227.1	XP_003398115.2
OG0007515	NP_001155068.1	XP_012172412.1
OG0007516	XP_031778490.1	XP_003398821.1
OG0007517	XP_032454610.1	XP_003400374.1
OG0007518	XP_016845761.1	XP_003403076.1
OG0007519	XP_008201964.1	XP_020722504.1
OG0007521	XP_008213989.2	XP_012172465.1
OG0007522	XP_031785211.1	XP_020718852.1
OG0007523	XP_001608036.2	XP_003396470.1
OG0007525	XP_001604646.2	XP_003397450.1
OG0007526	XP_001603138.1	XP_003392981.2
OG0007527	XP_031786933.1, XP_003426889.1	XP_012171212.1
OG0007529	XP_031785557.1	XP_012163093.1
OG0007530	XP_008215383.1	XP_020721409.1
OG0007531	XP_031784786.1	XP_003399135.1
OG0007532	XP_001604649.2	XP_020719534.1
OG0007534	XP_001602343.2	XP_020718291.1
OG0007535	XP_031785355.1, XP_031785302.1	XP_012164377.1
OG0007536	XP_003425314.1	XP_003400861.1
OG0007538	XP_003424560.1	XP_003394467.1
OG0007539	XP_031779254.1	XP_020721456.1
OG0007540	XP_031787306.1	XP_020720778.1
OG0007541	XP_003425003.1	XP_003397162.3
OG0007543	XP_001600720.1	XP_012164348.1
OG0007544	XP_031787751.1	XP_012173773.1
OG0007546	XP_032452245.1	XP_012163135.1
OG0007549	XP_031783045.1, NP_001234887.1	XP_012165000.1
OG0007550	XP_001604519.1	XP_012164921.1
OG0007552	XP_031784351.1	XP_020718673.1
OG0007553	NP_001166278.1	XP_003399157.1
OG0007554	XP_003425038.1	XP_020719089.1, XP_003395900.1
OG0007555	XP_031785493.1	XP_020723422.1
OG0007557	XP_031780462.1, XP_031780463.1	XP_020718918.1, XP_020718919.1
OG0007558	XP_008203648.1	XP_012163985.1
OG0007559	XP_008211795.2	XP_020724346.1
OG0007560	XP_001607036.2	XP_020723722.1
OG0007562	XP_031777917.1	XP_003395261.3
OG0007563	XP_008212595.1	XP_012170259.1
OG0007564	XP_001599110.3, NP_001164356.2, XP_031778331.1	XP_012169664.1
OG0007565	XP_032453950.1	XP_012165423.1
OG0007566	XP_016836856.1, XP_001600382.1, XP_008215107.1	XP_003397578.1
OG0007568	XP_001606524.1	XP_003397192.1
OG0007569	XP_001606360.1, XP_031788136.1	XP_003397207.1
OG0007570	XP_001607294.1	XP_020719976.1, XP_003397657.1, XP_003397656.1
OG0007571	XP_001605554.1, XP_001605540.1	XP_003395952.1, XP_020718997.1
OG0007572	XP_016840252.1	XP_020722587.1, XP_003401438.1
OG0007573	XP_003426959.1	XP_003395841.1, XP_012163821.1
OG0007574	XP_032456614.1	XP_012173014.1, XP_012173013.1
OG0007576	XP_003423956.1	XP_003397560.1
OG0007577	XP_001602378.2	XP_012167079.1
OG0007578	XP_008207025.2	XP_003397862.1
OG0007579	XP_031781500.1	XP_012173672.2
OG0007580	XP_001601096.1	XP_012173360.1
OG0007581	XP_008203896.1	XP_012168515.1, XP_012168516.1
OG0007582	XP_031777972.1, XP_003425589.1, XP_016841883.1	XP_012167288.1
OG0007583	XP_008217811.1	XP_020720563.1
OG0007584	XP_008209531.1	XP_012169656.1
OG0007585	XP_001607768.1, XP_001604452.1	XP_003398817.1
OG0007587	XP_003424691.2	XP_012175209.1
OG0007589	XP_008214814.1	XP_020718692.1
OG0007590	XP_001607479.1, XP_008207232.1	XP_012164349.1
OG0007591	XP_008204317.1	XP_020723632.1, XP_012174824.1
OG0007593	XP_031789413.1	XP_020720419.1, XP_020720418.1, XP_020720417.1, XP_012167580.1, XP_020720420.1
OG0007597	XP_016841156.1	XP_012172876.1, XP_003393691.1
OG0007598	XP_032451977.1, XP_031784176.1, XP_001605822.1, XP_031779055.1, XP_032452873.1, XP_031784140.1, XP_031784129.1	XP_003394112.1
OG0007604	XP_001605555.2	XP_012172169.1
OG0007607	XP_001601799.1	XP_003393171.1
OG0007608	XP_001605794.2	XP_003393944.1
OG0007609	XP_032455309.1	XP_003401831.1
OG0007610	XP_001600325.1	XP_003402117.1
OG0007611	XP_016839306.1	XP_003393614.1
OG0007612	NP_001161334.1	XP_012172264.1
OG0007613	XP_016843537.1	XP_003395468.2
OG0007615	XP_008203208.1	XP_003400271.1
OG0007616	NP_001165854.1	XP_003394130.1
OG0007618	XP_001600882.1	XP_003398590.1
OG0007619	NP_001193393.1	XP_012174381.1
OG0007621	XP_003424289.1	XP_003397266.1
OG0007622	XP_031782820.1	XP_003393930.1
OG0007623	XP_001600663.1	XP_012167941.1
OG0007624	XP_003427547.1	XP_003393397.1
OG0007625	XP_001604826.2	XP_012168649.1
OG0007626	XP_008212899.1	XP_003401635.1
OG0007627	XP_008211961.1	XP_003396864.1
OG0007629	NP_001166087.1	XP_003395358.1
OG0007630	XP_031789091.1	XP_012173455.1
OG0007631	XP_031776999.1	XP_012168802.1
OG0007632	XP_031786374.1	XP_012167792.1
OG0007633	XP_016843091.1	XP_020719202.1
OG0007638	XP_001603911.1	XP_012165641.1
OG0007639	XP_032456820.1	XP_012172507.2
OG0007640	XP_016844043.2	XP_012175392.1
OG0007642	XP_001599500.1	XP_020719561.1
OG0007644	XP_031786836.1	XP_003400577.1
OG0007645	XP_001601757.1	XP_020723570.1
OG0007646	XP_016837210.1	XP_012170700.1
OG0007647	XP_008210039.1	XP_003396429.1
OG0007649	XP_001604675.1	XP_003400812.1
OG0007650	XP_031778933.1	XP_012167117.1
OG0007651	XP_008210404.2	XP_003396405.1
OG0007652	XP_031782789.1	XP_012175771.1
OG0007653	XP_001603682.2	XP_012175629.1
OG0007655	XP_008216270.1	XP_012174148.1
OG0007656	XP_003426992.1	XP_012173049.1
OG0007657	XP_001599859.1	XP_003394237.1
OG0007658	XP_001606188.1	XP_012166356.1
OG0007659	XP_008216692.1	XP_012163404.1
OG0007660	XP_016838811.1	XP_003394753.1
OG0007661	XP_016838616.1	XP_003394735.1
OG0007662	XP_016839443.1	XP_020719121.1
OG0007663	XP_008211910.1	XP_003398094.1
OG0007664	XP_008204265.1	XP_003397582.1
OG0007665	XP_008214624.1	XP_003401372.2
OG0007666	XP_031785208.1	XP_003394750.1
OG0007667	XP_008204034.1	XP_012170160.1
OG0007668	XP_001603424.1	XP_003394824.1
OG0007671	XP_008217228.2	XP_012175653.1
OG0007673	XP_001604229.1	XP_003398245.1
OG0007675	XP_031782620.1	XP_012164522.1
OG0007676	XP_016839990.1	XP_003394315.1
OG0007677	XP_001607967.2	XP_003398794.1
OG0007678	XP_031783294.1	XP_003395953.1
OG0007679	XP_001605964.1	XP_020720592.1, XP_003393175.1
OG0007680	XP_001605131.1	XP_003397763.1
OG0007682	XP_001606372.1	XP_012175559.1
OG0007683	XP_032454654.1	XP_012165454.1
OG0007684	NP_001164390.1, XP_031778372.1	XP_003395852.1
OG0007685	XP_031784586.1	XP_020721103.1
OG0007686	XP_031788411.1	XP_003393842.1
OG0007687	NP_001153497.1	XP_003398008.1
OG0007688	XP_001599603.1	XP_003401761.1
OG0007690	XP_001604403.1	XP_012165308.1
OG0007691	XP_031780896.1	XP_020719020.1
OG0007692	XP_031786948.1	XP_003397953.1
OG0007694	XP_003426057.1	XP_012175481.1
OG0007695	XP_001601396.2	XP_003400033.1
OG0007697	XP_031787514.1	XP_012169445.1
OG0007699	XP_016844493.1	XP_012165319.1
OG0007700	XP_031788238.2	XP_020722263.1
OG0007701	XP_016837280.1	XP_012169657.1
OG0007702	NP_001136168.1	XP_012163402.1
OG0007703	XP_031780118.1	XP_020723564.1
OG0007704	XP_031786369.1	XP_003401373.1
OG0007705	XP_003426067.1	XP_012169754.1
OG0007707	XP_003426379.1	XP_012164559.1
OG0007708	XP_016841899.1	XP_003393792.1
OG0007709	XP_031785180.1	XP_020718825.1
OG0007710	XP_016845440.1, XP_016845439.1, XP_031786640.1	XP_020722601.1
OG0007711	XP_031785891.1	XP_012170815.1
OG0007712	XP_032452744.1, XP_008203065.1, XP_008203066.1	XP_012172823.1, XP_012172821.1, XP_003401547.1
OG0007713	XP_016845501.1, XP_001601482.2	XP_020722570.1
OG0007714	XP_008216309.1	XP_003396302.1
OG0007715	XP_003424771.1	XP_003397079.1
OG0007716	XP_001604126.2	XP_012172136.1
OG0007717	XP_001604913.2	XP_003400390.1
OG0007718	XP_031777952.1	XP_012172470.1
OG0007719	XP_008206193.1	XP_003400806.1
OG0007720	XP_031787539.1	XP_003393517.1
OG0007721	XP_001604437.1	XP_003402350.1
OG0007722	XP_008205334.1	XP_020718371.1
OG0007726	XP_003426812.1	XP_012176075.1, XP_003394249.1
OG0007728	XP_031787225.1	XP_003400582.1
OG0007730	XP_008214794.1	XP_020723084.1
OG0007731	XP_001602982.1	XP_012163547.1
OG0007732	XP_016844452.1	XP_020720151.1
OG0007733	XP_001600305.1	XP_003398898.1
OG0007734	XP_031778166.1	XP_003396724.1
OG0007735	XP_031783233.1	XP_003403047.1
OG0007736	XP_003424812.1	XP_012167062.1
OG0007737	XP_031782036.1	XP_003402994.2
OG0007738	XP_008207414.2	XP_020720698.1
OG0007739	XP_008204852.1	XP_012164363.1
OG0007741	XP_001603197.1	XP_012175184.1
OG0007742	XP_032451753.1, XP_032451752.1	XP_012166060.1
OG0007743	XP_001602573.1	XP_012173769.1, XP_003402233.1
OG0007744	XP_031782596.1	XP_003396849.1
OG0007745	XP_003424608.1	XP_003401808.1
OG0007746	XP_016837582.1	XP_012164394.2
OG0007747	XP_008207525.2	XP_020722683.1
OG0007748	XP_031778600.1	XP_020723307.1
OG0007749	XP_031785103.1	XP_020720499.1
OG0007750	XP_031780777.1	XP_003398710.1
OG0007751	NP_001152815.1, XP_008215062.1	XP_012175833.1
OG0007752	XP_016839804.1	XP_012168654.1
OG0007753	XP_016844520.1	XP_003400057.1
OG0007754	NP_001155160.1	XP_012165670.1
OG0007755	XP_016845496.1	XP_020718548.1
OG0007756	XP_003425484.2	XP_020718799.1
OG0007758	XP_008204543.1	XP_020721644.1
OG0007759	XP_031785336.1	XP_012175303.1
OG0007760	XP_001602527.3	XP_003402763.1
OG0007761	XP_008202911.1	XP_003394082.1
OG0007763	XP_001604935.1	XP_003397086.1
OG0007764	XP_001606585.2	XP_003398326.1
OG0007768	XP_001606537.1	XP_012171971.1
OG0007769	XP_001607218.1	XP_003400757.1
OG0007771	XP_032454440.1	XP_020722390.1
OG0007772	XP_031787956.1	XP_012165462.1
OG0007773	XP_031777943.1	XP_020723996.1
OG0007775	XP_031781135.1	XP_003395480.1
OG0007776	XP_016836701.1	XP_003393353.1
OG0007777	XP_031781103.1	XP_020719653.1
OG0007778	XP_032453593.1	XP_012176171.1
OG0007779	XP_032452919.1	XP_003393695.1
OG0007780	XP_016841750.1	XP_020721968.1
OG0007781	XP_031780292.1	XP_020720600.1
OG0007782	XP_003426151.2, XP_032455610.1, XP_032455609.1	XP_012164300.1
OG0007783	XP_031779322.1	XP_003400674.2
OG0007785	XP_003424912.2	XP_012173489.1, XP_003401985.1
OG0007787	XP_001603368.1	XP_003396409.1
OG0007789	XP_016839167.1	XP_012163522.1
OG0007790	XP_031780559.1	XP_003397303.1
OG0007791	XP_001604415.1	XP_003398814.1
OG0007793	XP_001608250.2	XP_012175894.1
OG0007794	XP_016842304.1	XP_012167158.1
OG0007795	XP_008204030.1	XP_012168420.1
OG0007796	NP_001135428.1	XP_012176431.1
OG0007797	XP_016841278.1	XP_012173989.1, XP_012173990.1
OG0007798	XP_031787919.1	XP_012172140.1
OG0007799	XP_031779328.1	XP_003400678.1
OG0007801	XP_001605943.1	XP_003402251.2
OG0007802	XP_008209713.1	XP_020724225.1
OG0007803	XP_008209164.1	XP_012172167.1
OG0007804	XP_031782127.1	XP_003393769.1
OG0007805	XP_031788334.1	XP_012168505.2
OG0007806	XP_001602220.1	XP_012166472.1
OG0007808	XP_001606722.1	XP_003402371.1
OG0007809	XP_031788076.1	XP_012173160.1
OG0007810	XP_008206938.1	XP_003402513.3, XP_020719504.1, XP_012165057.1
OG0007811	XP_001607700.1	XP_003397210.1
OG0007812	XP_016844316.1	XP_003396425.2
OG0007813	XP_016837845.1	XP_003402534.1
OG0007814	XP_001603163.2	XP_012171793.2
OG0007815	XP_008204173.1	XP_020720607.1
OG0007816	XP_031786738.1, NP_001129658.1	XP_003393141.1
OG0007818	XP_008209885.1, XP_031780738.1	XP_003402308.1
OG0007819	XP_001602242.1	XP_003402230.1
OG0007821	XP_008205904.1	XP_003395676.1
OG0007822	XP_031787626.1	XP_003397173.1
OG0007823	XP_031779593.1	XP_003397996.2
OG0007824	XP_008210718.1	XP_012165160.1
OG0007826	XP_001605079.1	XP_020720289.1
OG0007827	XP_031779180.1	XP_012164995.1
OG0007828	NP_001166858.1	XP_003395863.1
OG0007829	XP_031781490.1, XP_032457637.1, XP_031781491.1	XP_003399568.1
OG0007830	XP_032454084.1	XP_003399411.1
OG0007831	XP_003424198.1	XP_003396413.1
OG0007832	XP_003427029.1	XP_003397348.1
OG0007835	XP_016845855.1	XP_003399872.1
OG0007836	XP_001602291.2	XP_020718482.1
OG0007837	XP_001604351.1	XP_003399936.1
OG0007838	XP_031784515.1	XP_012169309.1
OG0007839	NP_001161197.1	XP_020719151.1
OG0007840	XP_008211581.1	XP_012164508.1
OG0007841	XP_008211719.2	XP_012171378.1
OG0007842	XP_003426609.1	XP_012168142.1
OG0007843	XP_001604128.1	XP_003392888.1
OG0007844	XP_001604483.1	XP_020724261.1
OG0007845	XP_003424158.1, XP_032453416.1	XP_003402421.1
OG0007846	XP_031789524.1	XP_020721654.1
OG0007848	XP_032457277.1	XP_020719513.1
OG0007849	XP_016842359.1	XP_012175917.1
OG0007850	XP_003425658.1	XP_003401945.1
OG0007851	XP_016841074.1	XP_012171271.1
OG0007852	XP_001605476.2	XP_012166483.1
OG0007853	XP_031776605.1	XP_020721428.1
OG0007854	XP_008211287.1, XP_032454847.1	XP_020718729.1
OG0007856	XP_031782014.1	XP_012174153.1
OG0007857	XP_031785498.1	XP_020723088.1
OG0007858	XP_001607174.1	XP_012172382.1
OG0007859	XP_031782311.1	XP_012165740.1
OG0007860	XP_031788395.1	XP_012170794.1, XP_020722021.1
OG0007861	XP_001608187.1	XP_012175274.1, XP_020724048.1
OG0007862	XP_001604506.2	XP_003400381.1
OG0007863	XP_008208254.1	XP_003401862.1
OG0007864	XP_001601024.2	XP_003397553.1
OG0007865	XP_031787654.1	XP_012173012.1
OG0007868	XP_001603244.1	XP_003398718.3
OG0007869	XP_016837282.1	XP_012167397.1
OG0007870	XP_003425105.1	XP_012168093.1
OG0007872	XP_008204767.1	XP_012173004.1
OG0007874	XP_031784928.1	XP_003398895.1
OG0007875	XP_008211441.1	XP_003398901.1
OG0007876	XP_008211330.1	XP_012174129.1
OG0007877	XP_031777178.1	XP_020719858.1
OG0007880	XP_003427877.1	XP_003399400.1
OG0007881	XP_031780209.1, XP_008203297.2	XP_003398703.1
OG0007882	XP_016839889.1	XP_012166493.1
OG0007883	XP_016839631.1	XP_012166149.1
OG0007884	XP_008204943.1	XP_003402259.1
OG0007885	XP_016837482.1	XP_003399655.1
OG0007886	XP_016840988.1, NP_001123524.1	XP_020720146.1
OG0007887	XP_001600850.1	XP_003398717.1
OG0007888	XP_003423997.1	XP_003393355.1
OG0007889	XP_001606414.3	XP_012174440.2
OG0007890	XP_008203504.1	XP_003399295.2
OG0007891	XP_031777558.1, XP_001605324.2	XP_020720650.1
OG0007892	XP_001600109.2	XP_003395484.1
OG0007893	XP_001605082.1	XP_003399164.1
OG0007894	XP_001604282.3	XP_020719488.1
OG0007895	XP_001602339.2	XP_003402418.1
OG0007898	XP_031784465.1	XP_003395407.1
OG0007900	XP_031781304.1, XP_031781305.1	XP_003399243.1
OG0007901	XP_003424657.1	XP_012164736.1
OG0007902	XP_008205475.1	XP_003395485.1
OG0007903	XP_001599413.4	XP_003395460.1
OG0007904	XP_008216956.1	XP_003400465.1
OG0007905	XP_031784567.1	XP_020723207.1
OG0007908	XP_008207834.1, XP_008207833.1	XP_012174754.1
OG0007910	XP_001601570.2	XP_012171841.2
OG0007911	XP_001606881.1	XP_003398556.1
OG0007912	XP_031784840.1	XP_012171909.1
OG0007914	XP_003425497.1	XP_003393671.1, XP_020723104.1
OG0007915	XP_008202090.1	XP_020721949.1
OG0007916	XP_008214105.1	XP_003399276.1, XP_020721210.1, XP_020721211.1
OG0007917	XP_003423858.1	XP_020720099.1
OG0007918	XP_016844919.1	XP_003398548.1
OG0007919	XP_008208678.1	XP_020718833.1, XP_012164329.1, XP_012164328.1, XP_012164330.1
OG0007920	XP_016839145.1	XP_020719400.1, XP_003396301.3
OG0007921	XP_016836815.1, XP_016836817.1	XP_003393727.1
OG0007923	XP_008215897.2	XP_012171200.2
OG0007924	XP_008203259.1	XP_003400079.1
OG0007925	XP_001604355.2	XP_012172328.1, XP_003401300.1
OG0007927	XP_031782380.1	XP_003396888.1
OG0007929	NP_001127920.1	XP_020720568.1, XP_020720567.1, XP_003398302.1, XP_012167753.1
OG0007930	XP_003426450.1	XP_020718794.1
OG0007931	XP_003428231.1	XP_012167925.1
OG0007933	XP_008213504.1	XP_003394095.1
OG0007934	XP_016842325.1	XP_003400418.1
OG0007936	XP_031787607.1	XP_012166531.1
OG0007937	XP_016844040.1, XP_016844041.1, XP_016844042.1	XP_003399115.2
OG0007938	XP_031787840.1	XP_012170843.1
OG0007940	XP_031784815.1	XP_020719730.1
OG0007941	XP_001601448.2	XP_012168992.1
OG0007942	XP_008213381.1	XP_012174350.1
OG0007957	NP_001129486.1	XP_020723232.1
OG0007960	XP_003427152.1, XP_001605618.2	XP_003394102.1
OG0007961	XP_032455516.1	XP_012175148.1
OG0007962	XP_001599035.1	XP_003394071.1
OG0007963	NP_001165851.1	XP_003394129.1
OG0007964	XP_031787178.1	XP_003394749.1
OG0007966	XP_031786885.1	XP_020720741.1
OG0007967	XP_008202167.1, XP_008202164.1	XP_003399674.1
OG0007968	XP_001599727.1	XP_012170051.1
OG0007970	XP_001603626.1	XP_003398626.1
OG0007971	XP_016844090.1	XP_003400952.1
OG0007972	XP_008213532.1, XP_008213531.1	XP_003400395.1
OG0007973	XP_003427574.2	XP_003398476.1
OG0007975	XP_031788629.1	XP_012167743.2
OG0007977	XP_031776759.1	XP_020720641.1
OG0007978	XP_001604251.1	XP_012172902.1, XP_003401630.1
OG0007981	XP_001603121.2	XP_003396229.1
OG0007982	XP_003426096.3, XP_031788896.1	XP_003398442.1
OG0007983	XP_001605312.2	XP_012172577.1
OG0007984	XP_001602032.1	XP_012167766.1
OG0007985	XP_001601010.1	XP_003395490.1
OG0007986	XP_003428020.1	XP_012174079.1
OG0007987	XP_001607483.1	XP_003394134.1
OG0007988	XP_001599516.2	XP_012165327.1
OG0007989	XP_003428149.1	XP_020721756.1
OG0007990	XP_003424699.1	XP_012176543.1
OG0007991	XP_003427507.1	XP_003402399.1
OG0007992	XP_031780339.1	XP_020720040.1
OG0007994	XP_031784564.1	XP_003397399.1
OG0007995	XP_001603842.3	XP_003395100.1
OG0007996	XP_016845654.1	XP_012169904.1
OG0007997	XP_001607242.2	XP_003393612.1
OG0008000	XP_008213083.1	XP_003397600.1
OG0008001	XP_031783478.1	XP_012168629.1
OG0008002	XP_031779196.1	XP_012168235.1
OG0008003	XP_001602214.2	XP_003398674.1
OG0008005	XP_016844891.1	XP_012173019.1
OG0008006	XP_001603332.2	XP_003402110.1
OG0008008	XP_008206807.1	XP_003400587.1
OG0008010	XP_001600497.1	XP_003400457.1
OG0008011	XP_016837853.1	XP_003394348.1
OG0008012	XP_031787560.1, XP_032456324.1	XP_020723498.1
OG0008013	XP_031780151.1	XP_003393511.1
OG0008014	XP_031783707.1	XP_003399378.1
OG0008015	XP_001604287.2	XP_003402646.1
OG0008017	XP_008215484.1	XP_012166664.1
OG0008019	NP_001136158.1	XP_020718844.1
OG0008020	XP_001603009.1	XP_020722006.1
OG0008021	NP_001127784.2, XP_008212395.1	XP_020718936.1
OG0008022	XP_001604964.1	XP_020718517.1
OG0008026	XP_001605368.1	XP_003398897.1
OG0008027	XP_016837986.1	XP_020718707.1
OG0008028	XP_031782315.1	XP_020719904.1
OG0008030	XP_008203760.1, XP_032453979.1	XP_003402643.2
OG0008032	XP_016837114.1	XP_003401717.1
OG0008033	XP_031784334.1	XP_012168144.1, XP_012168145.1
OG0008035	XP_031787553.1	XP_012165955.1
OG0008038	XP_031789488.1, XP_031789483.1	XP_020719539.1
OG0008039	NP_001135881.1	XP_003397353.1
OG0008040	XP_031777262.1, XP_031777265.1	XP_012170656.1
OG0008041	XP_003425372.1	XP_020719015.1, XP_012169868.2
OG0008042	XP_031788912.1	XP_020720491.1
OG0008044	XP_032452021.1	XP_020723213.1
OG0008045	XP_031783280.1	XP_012175181.1
OG0008047	XP_008203366.1	XP_012176382.1
OG0008049	XP_001606078.1	XP_003399651.1
OG0008051	XP_001607485.1	XP_012165140.1, XP_012165141.1
