Orthogroup	Nasonia_vitripennis	Polistes_dominula
OG0007170	XP_001605048.2	XP_015184047.1
OG0007171	XP_001600441.2	XP_015181433.1
OG0007172	XP_001604504.2	XP_015186908.1
OG0007173	XP_001599008.1	XP_015189121.1
OG0007174	XP_001602460.2	XP_015180400.1
OG0007175	XP_008205450.1	XP_015190602.1
OG0007176	XP_008211130.1	XP_015179593.1
OG0007177	XP_031785363.1	XP_015176800.1
OG0007178	XP_031785377.1	XP_015171931.1
OG0007179	XP_031779409.1	XP_015178253.1
OG0007180	XP_031787984.1	XP_015175519.1
OG0007181	XP_031787839.1, XP_032456258.1	XP_015173981.1
OG0007182	XP_001600575.1	XP_015182708.1
OG0007183	XP_008208058.1, XP_008208059.1, XP_032452410.1	XP_015174752.1
OG0007184	XP_031789577.1	XP_015171807.1
OG0007185	XP_031784574.1	XP_015175787.1
OG0007186	XP_008212497.1	XP_015176487.1
OG0007187	XP_031778817.1	XP_015177701.1
OG0007188	XP_008211515.1	XP_015191544.1
OG0007190	XP_001605633.1	XP_015182867.1
OG0007194	XP_008203415.1	XP_015189288.1
OG0007195	XP_031779555.1	XP_015188771.1
OG0007196	XP_001601126.1	XP_015190000.1
OG0007197	XP_031786380.1	XP_015172087.1
OG0007198	XP_001606777.1	XP_015173858.1
OG0007200	XP_003427318.1	XP_015186056.1
OG0007202	XP_001606148.4	XP_015187105.1
OG0007203	XP_016841108.1	XP_015174793.1
OG0007205	XP_008217019.1	XP_015177813.1
OG0007206	XP_008208776.1	XP_015174421.1
OG0007208	XP_001606403.1	XP_015184932.1
OG0007209	XP_031784910.1	XP_015182038.1
OG0007210	XP_008214207.1	XP_015173301.1
OG0007211	XP_031779665.1	XP_015186627.1
OG0007212	XP_031785715.1	XP_015181046.1
OG0007213	XP_008210525.1	XP_015185724.1
OG0007214	XP_008211645.2	XP_015171945.1
OG0007216	XP_031789425.1, XP_031788627.1	XP_015187488.1
OG0007217	XP_031785295.1	XP_015174449.1
OG0007218	XP_003428052.1	XP_015175282.1
OG0007220	XP_001599316.1	XP_015185204.1
OG0007221	XP_003427394.1	XP_015183241.1
OG0007222	XP_001603212.2	XP_015182274.1
OG0007223	XP_008210417.1	XP_015189055.1
OG0007225	XP_008202942.1	XP_015187569.1
OG0007226	XP_031777196.1	XP_015171043.1
OG0007227	XP_001607130.2	XP_015186091.1
OG0007228	XP_001601013.2	XP_015190969.1
OG0007229	XP_001606627.1	XP_015191229.1
OG0007230	XP_001608116.1	XP_015186256.1
OG0007231	XP_001606187.2	XP_015184301.1
OG0007233	XP_008203149.1	XP_015179332.1
OG0007234	XP_008207137.1	XP_015191744.1
OG0007235	XP_001600638.2	XP_015175747.1
OG0007236	XP_008202121.2	XP_015174287.1
OG0007237	XP_031784900.1	XP_015190368.1
OG0007238	XP_008214546.1	XP_015179627.1
OG0007239	XP_003424236.1	XP_015177441.1
OG0007240	XP_031782304.1	XP_015172641.1
OG0007241	XP_008202980.1	XP_015175875.1
OG0007242	XP_001603556.2	XP_015175418.1
OG0007243	XP_016838564.1	XP_015172963.1
OG0007244	XP_003425290.1	XP_015174567.1
OG0007245	XP_001606498.1	XP_015176040.1
OG0007246	XP_031778417.1	XP_015181156.1
OG0007247	XP_016840433.1	XP_015183671.1, XP_015183669.1
OG0007248	XP_008205858.2	XP_015185011.1
OG0007249	XP_016843679.1	XP_015181823.1
OG0007250	XP_001603116.2	XP_015188964.1
OG0007251	XP_031783752.1	XP_015182607.1
OG0007252	XP_001608028.2	XP_015191323.1, XP_015191332.1
OG0007253	NP_001180239.1	XP_015190252.1
OG0007256	XP_031782544.1	XP_015178984.1
OG0007259	XP_008217460.1	XP_015173697.1
OG0007260	XP_001604590.2	XP_015175061.1
OG0007262	XP_016838326.1	XP_015177968.1
OG0007263	XP_031776706.1	XP_015171391.1
OG0007264	XP_016840677.1, XP_008211685.1	XP_015179833.1
OG0007265	NP_001162022.1	XP_015175592.1
OG0007266	XP_016840593.1	XP_015187402.1
OG0007268	XP_003425378.1	XP_015177617.1
OG0007269	XP_001605115.1	XP_015176124.1
OG0007270	XP_031782533.1	XP_015180780.1
OG0007271	XP_008206998.1	XP_015183484.1
OG0007272	XP_016840454.1	XP_015184376.1
OG0007273	XP_003424124.1	XP_015177207.1
OG0007275	XP_001608308.1	XP_015180926.1
OG0007277	XP_016842606.1, XP_001603939.2	XP_015183977.1
OG0007278	XP_001606486.2	XP_015173091.1
OG0007279	XP_031776991.1	XP_015177315.1
OG0007280	XP_031776762.1	XP_015188024.1
OG0007281	XP_001604457.2	XP_015178824.1
OG0007282	XP_016845577.1	XP_015190824.1
OG0007284	XP_031783689.1	XP_015177374.1
OG0007285	XP_001608218.1	XP_015180457.1
OG0007286	XP_001603443.2	XP_015187958.1
OG0007287	XP_008212439.1	XP_015177300.1
OG0007288	XP_031783100.1	XP_015177251.1
OG0007289	XP_031787044.1	XP_015186750.1
OG0007290	XP_001602919.1	XP_015173229.1
OG0007291	XP_001606055.1	XP_015187932.1
OG0007293	XP_031782694.1	XP_015173669.1
OG0007294	XP_008205349.2	XP_015175710.1
OG0007295	XP_001607438.2	XP_015182798.1
OG0007296	XP_008205140.3	XP_015187726.1
OG0007297	XP_016841229.1	XP_015189074.1
OG0007298	XP_001601114.2	XP_015188092.1
OG0007299	XP_031780751.1	XP_015176654.1
OG0007300	XP_032457783.1	XP_015191277.1
OG0007301	XP_031783470.1	XP_015191725.1
OG0007302	XP_008204568.1	XP_015187996.1
OG0007303	XP_001607590.1	XP_015190697.1
OG0007304	XP_001605751.1	XP_015184940.1
OG0007305	XP_001602726.2	XP_015181976.1
OG0007306	XP_001603418.2	XP_015182713.1
OG0007307	XP_016837235.1	XP_015175913.1
OG0007308	XP_008208165.1	XP_015186392.1
OG0007311	XP_001602053.1	XP_015175398.1
OG0007312	XP_001601562.1	XP_015183867.1
OG0007313	XP_001604190.2	XP_015186832.1
OG0007314	XP_031781558.1	XP_015174137.1
OG0007315	XP_008214041.1	XP_015185379.1
OG0007316	XP_032457749.1	XP_015172128.1
OG0007317	XP_016842908.1	XP_015185170.1
OG0007318	XP_001601386.4	XP_015178146.1
OG0007319	XP_001601122.1	XP_015175129.1
OG0007320	XP_003425288.1	XP_015189228.1
OG0007321	XP_008209383.1	XP_015183838.1
OG0007322	XP_003424223.1	XP_015178443.1
OG0007323	XP_031778812.1	XP_015185015.1
OG0007324	XP_016839643.1	XP_015172056.1
OG0007326	XP_003424168.1	XP_015179742.1
OG0007327	XP_003423897.1	XP_015181802.1
OG0007328	XP_016838367.1	XP_015182360.1
OG0007330	XP_031779333.1	XP_015185855.1
OG0007331	XP_016837247.1	XP_015183054.1
OG0007332	XP_003427350.4	XP_015191284.1
OG0007333	XP_031784115.1	XP_015184133.1
OG0007334	XP_031788230.1	XP_015176117.1
OG0007335	XP_031789450.1	XP_015186610.1
OG0007336	XP_031788114.1	XP_015185872.1
OG0007337	XP_031776933.1	XP_015189286.1
OG0007338	XP_008217430.1	XP_015171224.1
OG0007339	XP_032453379.1	XP_015187705.1
OG0007340	XP_001606591.1	XP_015187550.1
OG0007341	XP_031788846.1, XP_031776884.1, XP_008215328.1	XP_015172767.1
OG0007342	XP_016844839.2	XP_015171775.1
OG0007343	XP_003424337.1	XP_015172526.1
OG0007344	XP_003425289.1	XP_015174721.1
OG0007345	XP_001599735.2	XP_015190735.1
OG0007346	XP_003427661.1	XP_015181935.1
OG0007347	XP_003424434.1	XP_015187000.1
OG0007348	XP_016840287.1	XP_015189012.1
OG0007349	XP_001605160.1	XP_015186036.1
OG0007350	XP_031778838.1	XP_015177732.1
OG0007351	XP_008210955.1	XP_015187515.1
OG0007352	XP_001607621.1	XP_015175854.1
OG0007353	XP_031782410.1	XP_015173786.1
OG0007355	XP_003424145.1	XP_015182208.1
OG0007356	XP_001605386.1	XP_015181753.1
OG0007358	XP_031784312.1	XP_015187821.1
OG0007359	XP_031783482.1	XP_015175299.1
OG0007360	XP_032453401.1	XP_015173473.1
OG0007361	XP_016844895.1	XP_015175534.1
OG0007362	XP_031789594.1	XP_015174357.1
OG0007363	XP_032457604.1	XP_015188755.1
OG0007364	XP_001603481.1	XP_015189146.1
OG0007365	XP_008215266.1	XP_015178650.1
OG0007366	XP_008202699.1	XP_015183133.1
OG0007367	XP_001605609.2	XP_015191488.1
OG0007368	XP_001601176.1	XP_015176493.1
OG0007369	XP_001601889.1	XP_015171843.1
OG0007370	XP_008201977.1	XP_015181766.1
OG0007372	XP_001606102.2	XP_015178094.1
OG0007374	XP_031780868.1	XP_015176697.1
OG0007375	XP_031786197.1	XP_015179883.1
OG0007376	XP_008205344.1	XP_015188780.1
OG0007377	XP_016839723.1	XP_015177434.1
OG0007378	XP_008203228.1	XP_015188243.1
OG0007379	XP_001600896.2	XP_015184527.1
OG0007380	XP_003424823.1	XP_015191672.1
OG0007382	XP_016841343.1	XP_015190712.1
OG0007383	XP_001602630.2	XP_015189507.1
OG0007385	XP_032454766.1	XP_015175567.1
OG0007386	XP_008203454.2	XP_015185695.1
OG0007387	XP_001601439.1	XP_015175683.1
OG0007388	XP_001602139.2	XP_015179971.1
OG0007390	XP_016844969.1	XP_015175669.1
OG0007392	XP_008214639.1	XP_015173910.1
OG0007394	XP_001605117.2	XP_015184982.1
OG0007395	XP_008209456.1	XP_015183085.1
OG0007396	XP_001604898.2	XP_015171366.1
OG0007397	XP_001607207.1	XP_015175587.1
OG0007398	XP_016842848.2	XP_015171789.1
OG0007399	XP_016837464.1	XP_015177525.1
OG0007400	NP_001123262.1	XP_015187183.1
OG0007401	XP_008208464.3	XP_015179893.1
OG0007402	XP_008204135.1	XP_015179798.1
OG0007403	XP_008206634.2	XP_015179261.1
OG0007404	XP_031784531.1	XP_015185062.1
OG0007405	XP_001606394.2	XP_015177493.1
OG0007406	XP_031779648.1	XP_015171343.1
OG0007407	XP_031777926.1	XP_015190817.1
OG0007408	XP_016845737.1	XP_015186578.1
OG0007409	XP_016840697.1	XP_015176495.1
OG0007410	XP_001602553.1	XP_015189921.1
OG0007411	XP_001607954.2	XP_015179159.1
OG0007413	XP_008206325.2	XP_015174609.1
OG0007414	XP_016844959.1	XP_015173940.1
OG0007416	XP_008212293.3	XP_015174938.1
OG0007417	XP_008202927.2	XP_015180170.1
OG0007418	XP_031778309.1	XP_015190239.1
OG0007419	XP_031779975.1, XP_031779976.1	XP_015191597.1
OG0007420	XP_016838747.2	XP_015190496.1
OG0007422	XP_001604585.1	XP_015177885.1
OG0007423	XP_008204051.1	XP_015177334.1
OG0007425	XP_031785979.1	XP_015187382.1
OG0007426	XP_003425833.1	XP_015182499.1
OG0007428	XP_003428026.1	XP_015178768.1
OG0007429	XP_016841851.1	XP_015189181.1
OG0007430	XP_008209671.2	XP_015183102.1
OG0007431	XP_003424312.1	XP_015179915.1
OG0007432	XP_016843681.1	XP_015173259.1
OG0007433	XP_008211689.1	XP_015186447.1, XP_015186444.1
OG0007434	XP_016841929.1	XP_015191143.1
OG0007435	XP_031788892.1, XP_031788893.1, XP_031788891.1	XP_015179534.1
OG0007436	XP_001605629.3	XP_015190978.1
OG0007437	XP_008206600.1	XP_015179046.1
OG0007438	XP_032456208.1, XP_008201926.1	XP_015176880.1
OG0007439	XP_031780254.1	XP_015181387.1
OG0007440	XP_031783644.1	XP_015176911.1
OG0007442	XP_001607688.1	XP_015180060.1
OG0007443	XP_008215608.1	XP_015174489.1
OG0007444	XP_008204928.1	XP_015172049.1
OG0007445	XP_003427586.2	XP_015185746.1
OG0007446	XP_031786748.1	XP_015186892.1
OG0007447	XP_001606013.2	XP_015184585.1
OG0007449	XP_031785201.1	XP_015177352.1
OG0007450	XP_008209890.1	XP_015177849.1
OG0007451	XP_008216797.2	XP_015185067.1
OG0007452	XP_016837200.1	XP_015175438.1
OG0007453	XP_001607627.1	XP_015177442.1
OG0007455	XP_031783800.1	XP_015178928.1
OG0007456	XP_008204289.1	XP_015187378.1
OG0007457	XP_031779886.1	XP_015175194.1
OG0007458	XP_001606006.1	XP_015175424.1
OG0007459	XP_016838578.1	XP_015189157.1
OG0007461	XP_016845546.1	XP_015179935.1
OG0007462	NP_001128393.1	XP_015174117.1
OG0007463	XP_008210504.2	XP_015179984.1
OG0007464	XP_001607772.1	XP_015174380.1
OG0007465	XP_016839773.1	XP_015172476.1
OG0007466	XP_031778559.1	XP_015185562.1
OG0007467	XP_001605267.1	XP_015186023.1
OG0007468	XP_032454270.1	XP_015174471.1
OG0007469	XP_031778829.1	XP_015177443.1
OG0007470	XP_001600063.1	XP_015187619.1
OG0007471	XP_001603222.1	XP_015172156.1, XP_015172158.1
OG0007472	XP_001602539.2	XP_015171363.1
OG0007473	XP_008216163.1	XP_015174602.1
OG0007474	XP_001608145.2	XP_015187653.1
OG0007475	NP_001123268.1	XP_015183236.1
OG0007477	XP_016840180.1	XP_015186871.1
OG0007478	XP_001601181.1	XP_015184001.1, XP_015184000.1
OG0007479	XP_008207966.1	XP_015174715.1
OG0007480	XP_016837016.1, NP_001123218.1	XP_015182841.1
OG0007481	XP_031782840.1	XP_015190739.1
OG0007485	XP_003427705.1	XP_015185902.1
OG0007486	XP_001602821.1	XP_015188117.1
OG0007487	XP_008215394.1	XP_015186602.1
OG0007488	XP_001606539.1	XP_015172678.1
OG0007489	XP_008202097.1	XP_015171110.1
OG0007492	XP_031776625.1, XP_001602825.1	XP_015177987.1
OG0007494	XP_003425818.1	XP_015189562.1
OG0007495	XP_032458057.1	XP_015173393.1, XP_015173400.1
OG0007496	XP_001606840.1	XP_015184547.1
OG0007497	XP_008202169.1	XP_015178552.1
OG0007498	XP_003424208.1	XP_015178668.1
OG0007499	XP_003426724.1	XP_015189211.1, XP_015189212.1
OG0007501	XP_031788164.1	XP_015175057.1
OG0007502	XP_003425848.1	XP_015187448.1
OG0007503	XP_016840381.2, XP_016840382.2, XP_032455578.1, XP_032455579.1	XP_015184444.1
OG0007504	XP_001604416.1	XP_015171637.1
OG0007505	XP_008204888.1	XP_015191196.1
OG0007506	NP_001127785.1, XP_031778367.1	XP_015177629.1
OG0007507	NP_001122408.2, XP_031778055.1	XP_015179055.1
OG0007508	XP_001603578.2	XP_015171838.1
OG0007511	XP_008202965.1	XP_015183861.1
OG0007512	XP_003423857.1	XP_015176831.1
OG0007513	XP_001607368.1	XP_015181302.1
OG0007514	XP_031784227.1	XP_015183392.1
OG0007515	NP_001155068.1	XP_015179457.1
OG0007516	XP_031778490.1	XP_015189437.1
OG0007518	XP_016845761.1	XP_015189515.1
OG0007519	XP_008201964.1	XP_015179507.1
OG0007521	XP_008213989.2	XP_015174880.1
OG0007522	XP_031785211.1	XP_015175585.1
OG0007523	XP_001608036.2	XP_015171487.1
OG0007525	XP_001604646.2	XP_015177158.1
OG0007526	XP_001603138.1	XP_015187773.1, XP_015187772.1
OG0007527	XP_031786933.1, XP_003426889.1	XP_015185181.1
OG0007529	XP_031785557.1	XP_015188980.1
OG0007530	XP_008215383.1	XP_015176764.1, XP_015176791.1
OG0007531	XP_031784786.1	XP_015172223.1, XP_015172222.1
OG0007532	XP_001604649.2	XP_015191508.1
OG0007534	XP_001602343.2	XP_015185120.1
OG0007535	XP_031785355.1, XP_031785302.1	XP_015184429.1
OG0007536	XP_003425314.1	XP_015174644.1
OG0007538	XP_003424560.1	XP_015176019.1
OG0007539	XP_031779254.1	XP_015175209.1
OG0007540	XP_031787306.1	XP_015179358.1
OG0007541	XP_003425003.1	XP_015187526.1
OG0007543	XP_001600720.1	XP_015171296.1
OG0007544	XP_031787751.1	XP_015174326.1
OG0007546	XP_032452245.1	XP_015181329.1
OG0007547	NP_001155050.1	XP_015173127.1
OG0007549	XP_031783045.1, NP_001234887.1	XP_015171962.1
OG0007550	XP_001604519.1	XP_015186631.1
OG0007552	XP_031784351.1	XP_015171954.1
OG0007553	NP_001166278.1	XP_015184452.1
OG0007554	XP_003425038.1	XP_015182861.1
OG0007555	XP_031785493.1	XP_015171031.1
OG0007558	XP_008203648.1	XP_015171906.1
OG0007559	XP_008211795.2	XP_015171219.1
OG0007560	XP_001607036.2	XP_015171460.1
OG0007561	XP_001606656.2	XP_015183725.1
OG0007562	XP_031777917.1	XP_015171457.1
OG0007563	XP_008212595.1	XP_015174252.1, XP_015174251.1
OG0007564	XP_001599110.3, NP_001164356.2, XP_031778331.1	XP_015172565.1
OG0007565	XP_032453950.1	XP_015174921.1, XP_015175076.1
OG0007566	XP_016836856.1, XP_001600382.1, XP_008215107.1	XP_015188070.1
OG0007567	XP_032456848.1	XP_015178323.1
OG0007568	XP_001606524.1	XP_015177785.1
OG0007569	XP_001606360.1, XP_031788136.1	XP_015185707.1
OG0007570	XP_001607294.1	XP_015186511.1
OG0007571	XP_001605554.1, XP_001605540.1	XP_015173375.1
OG0007572	XP_016840252.1	XP_015177408.1
OG0007573	XP_003426959.1	XP_015178185.1
OG0007574	XP_032456614.1	XP_015177076.1, XP_015177075.1
OG0007576	XP_003423956.1	XP_015182689.1, XP_015182690.1
OG0007577	XP_001602378.2	XP_015182237.1
OG0007578	XP_008207025.2	XP_015185226.1, XP_015185224.1, XP_015185227.1, XP_015185225.1, XP_015185228.1
OG0007579	XP_031781500.1	XP_015175978.1
OG0007580	XP_001601096.1	XP_015186668.1
OG0007581	XP_008203896.1	XP_015182373.1
OG0007582	XP_031777972.1, XP_003425589.1, XP_016841883.1	XP_015172554.1
OG0007583	XP_008217811.1	XP_015188553.1
OG0007584	XP_008209531.1	XP_015178092.1, XP_015178091.1
OG0007587	XP_003424691.2	XP_015175271.1
OG0007589	XP_008214814.1	XP_015188348.1
OG0007590	XP_001607479.1, XP_008207232.1	XP_015171120.1
OG0007591	XP_008204317.1	XP_015181676.1, XP_015181698.1
OG0007593	XP_031789413.1	XP_015188066.1
OG0007596	XP_031780398.1	XP_015175806.1
OG0007597	XP_016841156.1	XP_015184832.1, XP_015184831.1
OG0007598	XP_032451977.1, XP_031784176.1, XP_001605822.1, XP_031779055.1, XP_032452873.1, XP_031784140.1, XP_031784129.1	XP_015174280.1
OG0007604	XP_001605555.2	XP_015182605.1
OG0007605	XP_001600973.1, XP_008204780.1	XP_015178642.1
OG0007607	XP_001601799.1	XP_015180183.1
OG0007608	XP_001605794.2	XP_015185343.1
OG0007609	XP_032455309.1	XP_015184394.1
OG0007610	XP_001600325.1	XP_015172772.1
OG0007611	XP_016839306.1	XP_015190561.1
OG0007612	NP_001161334.1	XP_015180886.1
OG0007614	NP_001127787.1	XP_015173802.1, XP_015173803.1
OG0007615	XP_008203208.1	XP_015180747.1
OG0007616	NP_001165854.1	XP_015187322.1
OG0007618	XP_001600882.1	XP_015174224.1
OG0007621	XP_003424289.1	XP_015189766.1
OG0007622	XP_031782820.1	XP_015173712.1
OG0007623	XP_001600663.1	XP_015190642.1
OG0007624	XP_003427547.1	XP_015177252.1
OG0007625	XP_001604826.2	XP_015185487.1
OG0007626	XP_008212899.1	XP_015180769.1
OG0007627	XP_008211961.1	XP_015186893.1
OG0007629	NP_001166087.1	XP_015180998.1
OG0007630	XP_031789091.1	XP_015175957.1
OG0007631	XP_031776999.1	XP_015178475.1
OG0007632	XP_031786374.1	XP_015178007.1
OG0007633	XP_016843091.1	XP_015188461.1
OG0007634	XP_008204569.1	XP_015174216.1
OG0007638	XP_001603911.1	XP_015185243.1
OG0007639	XP_032456820.1	XP_015187450.1
OG0007644	XP_031786836.1	XP_015179657.1
OG0007646	XP_016837210.1	XP_015175582.1
OG0007647	XP_008210039.1	XP_015179851.1
OG0007648	XP_001599511.2	XP_015191592.1
OG0007649	XP_001604675.1	XP_015189521.1
OG0007650	XP_031778933.1	XP_015174143.1, XP_015174142.1, XP_015174145.1
OG0007651	XP_008210404.2	XP_015190185.1
OG0007652	XP_031782789.1	XP_015187814.1
OG0007653	XP_001603682.2	XP_015173706.1
OG0007655	XP_008216270.1	XP_015184718.1
OG0007656	XP_003426992.1	XP_015186099.1
OG0007657	XP_001599859.1	XP_015181339.1
OG0007658	XP_001606188.1	XP_015184685.1
OG0007659	XP_008216692.1	XP_015177874.1
OG0007660	XP_016838811.1	XP_015186209.1
OG0007661	XP_016838616.1	XP_015180050.1
OG0007662	XP_016839443.1	XP_015191370.1
OG0007663	XP_008211910.1	XP_015183416.1
OG0007664	XP_008204265.1	XP_015172619.1
OG0007665	XP_008214624.1	XP_015173230.1
OG0007666	XP_031785208.1	XP_015183261.1
OG0007667	XP_008204034.1	XP_015172121.1
OG0007668	XP_001603424.1	XP_015174572.1
OG0007671	XP_008217228.2	XP_015173674.1
OG0007673	XP_001604229.1	XP_015182501.1
OG0007675	XP_031782620.1	XP_015184839.1
OG0007676	XP_016839990.1	XP_015175157.1
OG0007677	XP_001607967.2	XP_015172503.1
OG0007678	XP_031783294.1	XP_015185055.1
OG0007679	XP_001605964.1	XP_015181206.1, XP_015181207.1
OG0007680	XP_001605131.1	XP_015185166.1
OG0007682	XP_001606372.1	XP_015184007.1
OG0007683	XP_032454654.1	XP_015184414.1
OG0007684	NP_001164390.1, XP_031778372.1	XP_015175255.1
OG0007685	XP_031784586.1	XP_015191794.1
OG0007686	XP_031788411.1	XP_015190564.1
OG0007687	NP_001153497.1	XP_015171582.1
OG0007688	XP_001599603.1	XP_015183512.1
OG0007690	XP_001604403.1	XP_015174823.1
OG0007691	XP_031780896.1	XP_015182148.1
OG0007692	XP_031786948.1	XP_015183687.1
OG0007694	XP_003426057.1	XP_015184948.1
OG0007695	XP_001601396.2	XP_015177058.1
OG0007697	XP_031787514.1	XP_015187292.1
OG0007700	XP_031788238.2	XP_015176618.1
OG0007701	XP_016837280.1	XP_015178088.1, XP_015178086.1
OG0007702	NP_001136168.1	XP_015177699.1
OG0007703	XP_031780118.1	XP_015191654.1
OG0007705	XP_003426067.1	XP_015182194.1
OG0007707	XP_003426379.1	XP_015184979.1
OG0007708	XP_016841899.1	XP_015190710.1
OG0007709	XP_031785180.1	XP_015184166.1
OG0007710	XP_016845440.1, XP_016845439.1, XP_031786640.1	XP_015189115.1
OG0007711	XP_031785891.1	XP_015171616.1
OG0007712	XP_032452744.1, XP_008203065.1, XP_008203066.1	XP_015174114.1
OG0007713	XP_016845501.1, XP_001601482.2	XP_015188855.1
OG0007714	XP_008216309.1	XP_015191119.1
OG0007715	XP_003424771.1	XP_015171914.1
OG0007716	XP_001604126.2	XP_015184723.1
OG0007717	XP_001604913.2	XP_015173390.1
OG0007718	XP_031777952.1	XP_015184134.1
OG0007719	XP_008206193.1	XP_015179274.1
OG0007720	XP_031787539.1	XP_015187917.1
OG0007722	XP_008205334.1	XP_015190384.1
OG0007723	XP_031782339.1	XP_015182414.1
OG0007726	XP_003426812.1	XP_015183900.1
OG0007728	XP_031787225.1	XP_015191679.1, XP_015191683.1, XP_015191682.1
OG0007730	XP_008214794.1	XP_015190661.1
OG0007731	XP_001602982.1	XP_015175461.1
OG0007732	XP_016844452.1	XP_015174704.1
OG0007733	XP_001600305.1	XP_015190528.1
OG0007735	XP_031783233.1	XP_015190411.1
OG0007736	XP_003424812.1	XP_015180114.1
OG0007737	XP_031782036.1	XP_015184442.1
OG0007738	XP_008207414.2	XP_015185643.1
OG0007739	XP_008204852.1	XP_015185778.1
OG0007741	XP_001603197.1	XP_015177090.1
OG0007742	XP_032451753.1, XP_032451752.1	XP_015183946.1
OG0007743	XP_001602573.1	XP_015191374.1
OG0007744	XP_031782596.1	XP_015184767.1
OG0007745	XP_003424608.1	XP_015191500.1
OG0007746	XP_016837582.1	XP_015175284.1
OG0007747	XP_008207525.2	XP_015174664.1
OG0007748	XP_031778600.1	XP_015186817.1
OG0007750	XP_031780777.1	XP_015175805.1
OG0007751	NP_001152815.1, XP_008215062.1	XP_015177558.1
OG0007752	XP_016839804.1	XP_015185502.1
OG0007753	XP_016844520.1	XP_015176368.1
OG0007754	NP_001155160.1	XP_015182066.1
OG0007755	XP_016845496.1	XP_015172349.1
OG0007756	XP_003425484.2	XP_015180300.1
OG0007758	XP_008204543.1	XP_015186219.1
OG0007759	XP_031785336.1	XP_015172547.1
OG0007760	XP_001602527.3	XP_015182615.1
OG0007761	XP_008202911.1	XP_015178662.1
OG0007763	XP_001604935.1	XP_015180229.1
OG0007764	XP_001606585.2	XP_015174096.1
OG0007768	XP_001606537.1	XP_015189439.1
OG0007769	XP_001607218.1	XP_015183174.1
OG0007770	XP_008202614.1	XP_015183194.1
OG0007771	XP_032454440.1	XP_015182307.1
OG0007772	XP_031787956.1	XP_015176008.1
OG0007773	XP_031777943.1	XP_015173032.1
OG0007775	XP_031781135.1	XP_015190620.1
OG0007776	XP_016836701.1	XP_015189043.1
OG0007777	XP_031781103.1	XP_015175070.1
OG0007778	XP_032453593.1	XP_015186033.1
OG0007779	XP_032452919.1	XP_015184763.1, XP_015184762.1
OG0007780	XP_016841750.1	XP_015177081.1
OG0007782	XP_003426151.2, XP_032455610.1, XP_032455609.1	XP_015176371.1
OG0007783	XP_031779322.1	XP_015179797.1
OG0007785	XP_003424912.2	XP_015182429.1
OG0007787	XP_001603368.1	XP_015179400.1
OG0007789	XP_016839167.1	XP_015176459.1
OG0007790	XP_031780559.1	XP_015181233.1
OG0007791	XP_001604415.1	XP_015183275.1
OG0007793	XP_001608250.2	XP_015187258.1
OG0007794	XP_016842304.1	XP_015183470.1
OG0007795	XP_008204030.1	XP_015189038.1
OG0007796	NP_001135428.1	XP_015183799.1
OG0007797	XP_016841278.1	XP_015186097.1
OG0007798	XP_031787919.1	XP_015171927.1
OG0007799	XP_031779328.1	XP_015179781.1
OG0007801	XP_001605943.1	XP_015181232.1
OG0007802	XP_008209713.1	XP_015176578.1
OG0007803	XP_008209164.1	XP_015184962.1
OG0007804	XP_031782127.1	XP_015173842.1
OG0007805	XP_031788334.1	XP_015191224.1
OG0007806	XP_001602220.1	XP_015172579.1
OG0007808	XP_001606722.1	XP_015187173.1
OG0007809	XP_031788076.1	XP_015190063.1
OG0007810	XP_008206938.1	XP_015191520.1
OG0007811	XP_001607700.1	XP_015187422.1
OG0007812	XP_016844316.1	XP_015186571.1
OG0007813	XP_016837845.1	XP_015172445.1
OG0007814	XP_001603163.2	XP_015180494.1
OG0007815	XP_008204173.1	XP_015179273.1
OG0007816	XP_031786738.1, NP_001129658.1	XP_015178447.1
OG0007818	XP_008209885.1, XP_031780738.1	XP_015182519.1
OG0007819	XP_001602242.1	XP_015191226.1
OG0007821	XP_008205904.1	XP_015171661.1
OG0007822	XP_031787626.1	XP_015185471.1
OG0007823	XP_031779593.1	XP_015182246.1
OG0007824	XP_008210718.1	XP_015186373.1
OG0007826	XP_001605079.1	XP_015188021.1
OG0007827	XP_031779180.1	XP_015176326.1
OG0007828	NP_001166858.1	XP_015186729.1
OG0007830	XP_032454084.1	XP_015171345.1
OG0007831	XP_003424198.1	XP_015179412.1
OG0007832	XP_003427029.1	XP_015189126.1
OG0007835	XP_016845855.1	XP_015175342.1
OG0007836	XP_001602291.2	XP_015179039.1
OG0007837	XP_001604351.1	XP_015173129.1
OG0007838	XP_031784515.1	XP_015183597.1
OG0007839	NP_001161197.1	XP_015189663.1
OG0007840	XP_008211581.1	XP_015184377.1
OG0007841	XP_008211719.2	XP_015189117.1
OG0007843	XP_001604128.1	XP_015188804.1
OG0007844	XP_001604483.1	XP_015175207.1
OG0007845	XP_003424158.1, XP_032453416.1	XP_015184719.1
OG0007846	XP_031789524.1	XP_015184524.1
OG0007848	XP_032457277.1	XP_015184874.1
OG0007849	XP_016842359.1	XP_015171065.1
OG0007850	XP_003425658.1	XP_015182961.1
OG0007851	XP_016841074.1	XP_015172194.1
OG0007852	XP_001605476.2	XP_015178678.1
OG0007853	XP_031776605.1	XP_015173079.1
OG0007854	XP_008211287.1, XP_032454847.1	XP_015181003.1
