Orthogroup	Nasonia_vitripennis	Vespa_mandarinia
OG0007385	XP_032454766.1	XP_035726922.1
OG0007386	XP_008203454.2	XP_035717931.1
OG0007387	XP_001601439.1	XP_035737350.1
OG0007388	XP_001602139.2	XP_035732716.1
OG0007389	XP_031777965.1	XP_035737343.1
OG0007390	XP_016844969.1	XP_035734454.1
OG0007392	XP_008214639.1	XP_035733720.1
OG0007394	XP_001605117.2	XP_035729391.1
OG0007395	XP_008209456.1	XP_035727312.1
OG0007396	XP_001604898.2	XP_035729033.1
OG0007397	XP_001607207.1	XP_035737349.1
OG0007398	XP_016842848.2	XP_035722863.1
OG0007399	XP_016837464.1	XP_035731980.1
OG0007400	NP_001123262.1	XP_035736763.1
OG0007401	XP_008208464.3	XP_035732743.1
OG0007402	XP_008204135.1	XP_035735964.1
OG0007403	XP_008206634.2	XP_035736644.1
OG0007404	XP_031784531.1	XP_035723301.1
OG0007405	XP_001606394.2	XP_035731978.1
OG0007406	XP_031779648.1	XP_035729024.1, XP_035729023.1, XP_035729025.1
OG0007407	XP_031777926.1	XP_035725835.1
OG0007408	XP_016845737.1	XP_035741057.1
OG0007409	XP_016840697.1	XP_035744291.1
OG0007410	XP_001602553.1	XP_035730114.1
OG0007411	XP_001607954.2	XP_035739656.1
OG0007412	XP_001599577.1	XP_035733886.1, XP_035733885.1
OG0007413	XP_008206325.2	XP_035743059.1
OG0007414	XP_016844959.1	XP_035740073.1
OG0007416	XP_008212293.3	XP_035739378.1
OG0007417	XP_008202927.2	XP_035723522.1
OG0007418	XP_031778309.1	XP_035723278.1, XP_035723274.1
OG0007419	XP_031779975.1, XP_031779976.1	XP_035729557.1
OG0007420	XP_016838747.2	XP_035743893.1
OG0007422	XP_001604585.1	XP_035743499.1
OG0007423	XP_008204051.1	XP_035723014.1
OG0007425	XP_031785979.1	XP_035734858.1
OG0007426	XP_003425833.1	XP_035730169.1
OG0007428	XP_003428026.1	XP_035722947.1
OG0007429	XP_016841851.1	XP_035726690.1
OG0007430	XP_008209671.2	XP_035726857.1
OG0007431	XP_003424312.1	XP_035729728.1
OG0007432	XP_016843681.1	XP_035724550.1
OG0007433	XP_008211689.1	XP_035730608.1
OG0007434	XP_016841929.1	XP_035728933.1
OG0007435	XP_031788892.1, XP_031788893.1, XP_031788891.1	XP_035731325.1
OG0007436	XP_001605629.3	XP_035731663.1
OG0007437	XP_008206600.1	XP_035736791.1
OG0007438	XP_032456208.1, XP_008201926.1	XP_035743877.1
OG0007439	XP_031780254.1	XP_035737642.1
OG0007440	XP_031783644.1	XP_035729969.1
OG0007442	XP_001607688.1	XP_035717602.1
OG0007443	XP_008215608.1	XP_035722176.1
OG0007444	XP_008204928.1	XP_035734231.1
OG0007445	XP_003427586.2	XP_035717936.1
OG0007446	XP_031786748.1	XP_035727300.1
OG0007447	XP_001606013.2	XP_035719804.1
OG0007449	XP_031785201.1	XP_035722751.1
OG0007450	XP_008209890.1	XP_035735762.1
OG0007452	XP_016837200.1	XP_035731402.1
OG0007453	XP_001607627.1	XP_035731748.1
OG0007455	XP_031783800.1	XP_035722356.1
OG0007456	XP_008204289.1	XP_035728737.1
OG0007457	XP_031779886.1	XP_035742867.1
OG0007458	XP_001606006.1	XP_035735928.1
OG0007459	XP_016838578.1	XP_035718114.1
OG0007461	XP_016845546.1	XP_035729800.1
OG0007462	NP_001128393.1	XP_035738489.1
OG0007463	XP_008210504.2	XP_035717225.1
OG0007464	XP_001607772.1	XP_035742438.1
OG0007465	XP_016839773.1	XP_035742121.1
OG0007466	XP_031778559.1	XP_035727339.1
OG0007467	XP_001605267.1	XP_035737624.1
OG0007468	XP_032454270.1	XP_035733999.1
OG0007469	XP_031778829.1	XP_035736064.1
OG0007470	XP_001600063.1	XP_035720586.1
OG0007471	XP_001603222.1	XP_035728392.1
OG0007472	XP_001602539.2	XP_035719035.1
OG0007473	XP_008216163.1	XP_035733240.1
OG0007474	XP_001608145.2	XP_035720393.1
OG0007475	NP_001123268.1	XP_035727089.1
OG0007477	XP_016840180.1	XP_035718232.1
OG0007478	XP_001601181.1	XP_035733516.1
OG0007479	XP_008207966.1	XP_035722635.1
OG0007480	XP_016837016.1, NP_001123218.1	XP_035727413.1
OG0007481	XP_031782840.1	XP_035725814.1
OG0007485	XP_003427705.1	XP_035724327.1
OG0007486	XP_001602821.1	XP_035724876.1
OG0007487	XP_008215394.1	XP_035733701.1
OG0007488	XP_001606539.1	XP_035728868.1
OG0007489	XP_008202097.1	XP_035719264.1
OG0007490	XP_008214456.1	XP_035730573.1
OG0007491	NP_001155850.1, XP_016844688.1	XP_035743808.1
OG0007492	XP_031776625.1, XP_001602825.1	XP_035721117.1
OG0007494	XP_003425818.1	XP_035743760.1
OG0007495	XP_032458057.1	XP_035722821.1
OG0007496	XP_001606840.1	XP_035719968.1
OG0007497	XP_008202169.1	XP_035742985.1
OG0007498	XP_003424208.1	XP_035728236.1
OG0007499	XP_003426724.1	XP_035726638.1
OG0007501	XP_031788164.1	XP_035725391.1, XP_035725388.1
OG0007502	XP_003425848.1	XP_035718123.1
OG0007503	XP_016840381.2, XP_016840382.2, XP_032455578.1, XP_032455579.1	XP_035719966.1
OG0007504	XP_001604416.1	XP_035743129.1
OG0007505	XP_008204888.1	XP_035740957.1
OG0007506	NP_001127785.1, XP_031778367.1	XP_035731990.1
OG0007507	NP_001122408.2, XP_031778055.1	XP_035739608.1
OG0007508	XP_001603578.2	XP_035727223.1
OG0007511	XP_008202965.1	XP_035728248.1
OG0007512	XP_003423857.1	XP_035730494.1
OG0007513	XP_001607368.1	XP_035742231.1
OG0007514	XP_031784227.1	XP_035732706.1
OG0007515	NP_001155068.1	XP_035735094.1
OG0007516	XP_031778490.1	XP_035724033.1
OG0007517	XP_032454610.1	XP_035721746.1
OG0007518	XP_016845761.1	XP_035722027.1
OG0007519	XP_008201964.1	XP_035737294.1, XP_035737293.1
OG0007521	XP_008213989.2	XP_035728196.1
OG0007522	XP_031785211.1	XP_035737159.1
OG0007523	XP_001608036.2	XP_035733950.1
OG0007525	XP_001604646.2	XP_035730530.1
OG0007526	XP_001603138.1	XP_035730280.1
OG0007527	XP_031786933.1, XP_003426889.1	XP_035729200.1
OG0007529	XP_031785557.1	XP_035724398.1
OG0007530	XP_008215383.1	XP_035725077.1
OG0007531	XP_031784786.1	XP_035735914.1
OG0007532	XP_001604649.2	XP_035743208.1
OG0007534	XP_001602343.2	XP_035729294.1
OG0007535	XP_031785355.1, XP_031785302.1	XP_035721282.1
OG0007538	XP_003424560.1	XP_035739160.1
OG0007539	XP_031779254.1	XP_035739500.1
OG0007540	XP_031787306.1	XP_035731582.1
OG0007541	XP_003425003.1	XP_035744069.1
OG0007543	XP_001600720.1	XP_035719649.1
OG0007544	XP_031787751.1	XP_035742449.1
OG0007546	XP_032452245.1	XP_035737542.1
OG0007547	NP_001155050.1	XP_035723705.1, XP_035723704.1
OG0007549	XP_031783045.1, NP_001234887.1	XP_035742163.1
OG0007550	XP_001604519.1	XP_035726480.1
OG0007552	XP_031784351.1	XP_035734354.1
OG0007553	NP_001166278.1	XP_035719759.1
OG0007554	XP_003425038.1	XP_035727475.1
OG0007555	XP_031785493.1	XP_035719664.1
OG0007557	XP_031780462.1, XP_031780463.1	XP_035721666.1
OG0007558	XP_008203648.1	XP_035734373.1
OG0007559	XP_008211795.2	XP_035722605.1
OG0007560	XP_001607036.2	XP_035738849.1, XP_035738847.1, XP_035738848.1
OG0007562	XP_031777917.1	XP_035732098.1
OG0007563	XP_008212595.1	XP_035738528.1
OG0007564	XP_001599110.3, NP_001164356.2, XP_031778331.1	XP_035723413.1
OG0007565	XP_032453950.1	XP_035738819.1, XP_035738816.1, XP_035738818.1, XP_035738820.1, XP_035738817.1
OG0007566	XP_016836856.1, XP_001600382.1, XP_008215107.1	XP_035737939.1, XP_035737941.1
OG0007567	XP_032456848.1	XP_035733269.1
OG0007568	XP_001606524.1	XP_035737282.1
OG0007569	XP_001606360.1, XP_031788136.1	XP_035742614.1
OG0007570	XP_001607294.1	XP_035730642.1
OG0007571	XP_001605554.1, XP_001605540.1	XP_035723256.1
OG0007572	XP_016840252.1	XP_035736013.1
OG0007573	XP_003426959.1	XP_035724236.1
OG0007574	XP_032456614.1	XP_035727815.1
OG0007576	XP_003423956.1	XP_035740314.1
OG0007578	XP_008207025.2	XP_035721487.1
OG0007579	XP_031781500.1	XP_035721810.1, XP_035721815.1
OG0007580	XP_001601096.1	XP_035740536.1
OG0007581	XP_008203896.1	XP_035720990.1
OG0007582	XP_031777972.1, XP_003425589.1, XP_016841883.1	XP_035723462.1, XP_035723463.1
OG0007583	XP_008217811.1	XP_035719357.1, XP_035719358.1
OG0007584	XP_008209531.1	XP_035725021.1
OG0007587	XP_003424691.2	XP_035724337.1
OG0007589	XP_008214814.1	XP_035732423.1
OG0007590	XP_001607479.1, XP_008207232.1	XP_035719669.1, XP_035719676.1
OG0007591	XP_008204317.1	XP_035723268.1
OG0007593	XP_031789413.1	XP_035737907.1, XP_035737906.1, XP_035737908.1
OG0007596	XP_031780398.1	XP_035733015.1, XP_035733016.1
OG0007597	XP_016841156.1	XP_035721386.1
OG0007598	XP_032451977.1, XP_031784176.1, XP_001605822.1, XP_031779055.1, XP_032452873.1, XP_031784140.1, XP_031784129.1	XP_035738689.1
OG0007604	XP_001605555.2	XP_035724899.1
OG0007605	XP_001600973.1, XP_008204780.1	XP_035727963.1
OG0007607	XP_001601799.1	XP_035723273.1
OG0007608	XP_001605794.2	XP_035726406.1
OG0007609	XP_032455309.1	XP_035731112.1
OG0007610	XP_001600325.1	XP_035725095.1
OG0007611	XP_016839306.1	XP_035725945.1
OG0007612	NP_001161334.1	XP_035739146.1
OG0007614	NP_001127787.1	XP_035728658.1
OG0007615	XP_008203208.1	XP_035718658.1
OG0007616	NP_001165854.1	XP_035735218.1
OG0007618	XP_001600882.1	XP_035728858.1
OG0007619	NP_001193393.1	XP_035717777.1
OG0007621	XP_003424289.1	XP_035723218.1
OG0007622	XP_031782820.1	XP_035728621.1
OG0007624	XP_003427547.1	XP_035722715.1
OG0007625	XP_001604826.2	XP_035722791.1
OG0007626	XP_008212899.1	XP_035738932.1
OG0007627	XP_008211961.1	XP_035730293.1
OG0007629	NP_001166087.1	XP_035730813.1
OG0007631	XP_031776999.1	XP_035718299.1
OG0007632	XP_031786374.1	XP_035721125.1
OG0007633	XP_016843091.1	XP_035721856.1
OG0007634	XP_008204569.1	XP_035739921.1
OG0007638	XP_001603911.1	XP_035726061.1
OG0007639	XP_032456820.1	XP_035729512.1
OG0007642	XP_001599500.1	XP_035738797.1
OG0007644	XP_031786836.1	XP_035735902.1, XP_035735903.1
OG0007646	XP_016837210.1	XP_035731472.1
OG0007647	XP_008210039.1	XP_035731992.1, XP_035731993.1
OG0007649	XP_001604675.1	XP_035722539.1
OG0007650	XP_031778933.1	XP_035738752.1
OG0007651	XP_008210404.2	XP_035717908.1
OG0007652	XP_031782789.1	XP_035720749.1
OG0007653	XP_001603682.2	XP_035728769.1
OG0007655	XP_008216270.1	XP_035721432.1
OG0007656	XP_003426992.1	XP_035740498.1
OG0007657	XP_001599859.1	XP_035737692.1
OG0007658	XP_001606188.1	XP_035725071.1
OG0007660	XP_016838811.1	XP_035740375.1
OG0007661	XP_016838616.1	XP_035717574.1
OG0007662	XP_016839443.1	XP_035743142.1
OG0007663	XP_008211910.1	XP_035738423.1, XP_035738434.1
OG0007664	XP_008204265.1	XP_035723228.1
OG0007665	XP_008214624.1	XP_035723441.1
OG0007666	XP_031785208.1	XP_035727091.1
OG0007667	XP_008204034.1	XP_035731326.1
OG0007668	XP_001603424.1	XP_035743832.1
OG0007671	XP_008217228.2	XP_035741318.1
OG0007673	XP_001604229.1	XP_035729970.1
OG0007675	XP_031782620.1	XP_035742096.1
OG0007676	XP_016839990.1	XP_035739854.1
OG0007677	XP_001607967.2	XP_035735913.1
OG0007678	XP_031783294.1	XP_035724932.1
OG0007679	XP_001605964.1	XP_035740776.1
OG0007680	XP_001605131.1	XP_035738277.1
OG0007682	XP_001606372.1	XP_035733412.1
OG0007683	XP_032454654.1	XP_035721207.1
OG0007684	NP_001164390.1, XP_031778372.1	XP_035724108.1
OG0007685	XP_031784586.1	XP_035729474.1
OG0007686	XP_031788411.1	XP_035718689.1, XP_035718688.1
OG0007687	NP_001153497.1	XP_035728797.1
OG0007688	XP_001599603.1	XP_035718147.1
OG0007690	XP_001604403.1	XP_035719286.1
OG0007694	XP_003426057.1	XP_035728126.1
OG0007695	XP_001601396.2	XP_035727568.1, XP_035727567.1
OG0007697	XP_031787514.1	XP_035734883.1
OG0007699	XP_016844493.1	XP_035722070.1
OG0007701	XP_016837280.1	XP_035725009.1
OG0007702	NP_001136168.1	XP_035732745.1
OG0007703	XP_031780118.1	XP_035733243.1
OG0007704	XP_031786369.1	XP_035729680.1
OG0007705	XP_003426067.1	XP_035726336.1
OG0007707	XP_003426379.1	XP_035723913.1
OG0007708	XP_016841899.1	XP_035722997.1
OG0007709	XP_031785180.1	XP_035733668.1
OG0007710	XP_016845440.1, XP_016845439.1, XP_031786640.1	XP_035743672.1
OG0007711	XP_031785891.1	XP_035743191.1
OG0007712	XP_032452744.1, XP_008203065.1, XP_008203066.1	XP_035733638.1
OG0007713	XP_016845501.1, XP_001601482.2	XP_035743104.1
OG0007714	XP_008216309.1	XP_035731581.1
OG0007715	XP_003424771.1	XP_035740755.1
OG0007716	XP_001604126.2	XP_035721418.1
OG0007717	XP_001604913.2	XP_035721458.1, XP_035721464.1
OG0007718	XP_031777952.1	XP_035733842.1
OG0007720	XP_031787539.1	XP_035743946.1
OG0007722	XP_008205334.1	XP_035744034.1
OG0007723	XP_031782339.1	XP_035720973.1
OG0007726	XP_003426812.1	XP_035728177.1
OG0007728	XP_031787225.1	XP_035735775.1
OG0007730	XP_008214794.1	XP_035733178.1
OG0007732	XP_016844452.1	XP_035730110.1
OG0007733	XP_001600305.1	XP_035723076.1
OG0007735	XP_031783233.1	XP_035744119.1
OG0007736	XP_003424812.1	XP_035731692.1
OG0007737	XP_031782036.1	XP_035721160.1
OG0007738	XP_008207414.2	XP_035725518.1
OG0007739	XP_008204852.1	XP_035742553.1
OG0007741	XP_001603197.1	XP_035727637.1
OG0007743	XP_001602573.1	XP_035743456.1
OG0007744	XP_031782596.1	XP_035721910.1
OG0007745	XP_003424608.1	XP_035742774.1
OG0007746	XP_016837582.1	XP_035723840.1
OG0007747	XP_008207525.2	XP_035728296.1
OG0007748	XP_031778600.1	XP_035730666.1
OG0007750	XP_031780777.1	XP_035733095.1
OG0007751	NP_001152815.1, XP_008215062.1	XP_035735408.1
OG0007752	XP_016839804.1	XP_035722082.1
OG0007753	XP_016844520.1	XP_035742947.1
OG0007754	NP_001155160.1	XP_035722279.1
OG0007755	XP_016845496.1	XP_035731339.1
OG0007756	XP_003425484.2	XP_035730850.1
OG0007758	XP_008204543.1	XP_035731829.1
OG0007759	XP_031785336.1	XP_035723420.1
OG0007760	XP_001602527.3	XP_035723842.1
OG0007761	XP_008202911.1	XP_035728372.1
OG0007763	XP_001604935.1	XP_035744164.1
OG0007764	XP_001606585.2	XP_035738488.1
OG0007768	XP_001606537.1	XP_035723824.1
OG0007769	XP_001607218.1	XP_035726786.1
OG0007771	XP_032454440.1	XP_035720189.1
OG0007772	XP_031787956.1	XP_035739150.1
OG0007773	XP_031777943.1	XP_035717753.1
OG0007775	XP_031781135.1	XP_035725891.1
OG0007776	XP_016836701.1	XP_035722194.1
OG0007777	XP_031781103.1	XP_035725703.1
OG0007778	XP_032453593.1	XP_035737599.1
OG0007779	XP_032452919.1	XP_035721392.1
OG0007780	XP_016841750.1	XP_035727691.1
OG0007781	XP_031780292.1	XP_035719413.1
OG0007782	XP_003426151.2, XP_032455610.1, XP_032455609.1	XP_035744092.1
OG0007783	XP_031779322.1	XP_035735577.1
OG0007785	XP_003424912.2	XP_035738979.1, XP_035738978.1
OG0007787	XP_001603368.1	XP_035735050.1
OG0007789	XP_016839167.1	XP_035717202.1
OG0007790	XP_031780559.1	XP_035740800.1
OG0007791	XP_001604415.1	XP_035735347.1
OG0007793	XP_001608250.2	XP_035735212.1
OG0007794	XP_016842304.1	XP_035743173.1
OG0007795	XP_008204030.1	XP_035736986.1
OG0007796	NP_001135428.1	XP_035742368.1
OG0007797	XP_016841278.1	XP_035740497.1, XP_035740496.1, XP_035740495.1
OG0007798	XP_031787919.1	XP_035740737.1
OG0007799	XP_031779328.1	XP_035735698.1
OG0007801	XP_001605943.1	XP_035742115.1
OG0007802	XP_008209713.1	XP_035717379.1
OG0007803	XP_008209164.1	XP_035724903.1, XP_035724904.1, XP_035724902.1
OG0007804	XP_031782127.1	XP_035722138.1
OG0007805	XP_031788334.1	XP_035743415.1
OG0007806	XP_001602220.1	XP_035723219.1
OG0007808	XP_001606722.1	XP_035739121.1
OG0007809	XP_031788076.1	XP_035723515.1
OG0007810	XP_008206938.1	XP_035743447.1
OG0007811	XP_001607700.1	XP_035744273.1
OG0007812	XP_016844316.1	XP_035730747.1
OG0007813	XP_016837845.1	XP_035720320.1
OG0007814	XP_001603163.2	XP_035732509.1
OG0007815	XP_008204173.1	XP_035736629.1
OG0007816	XP_031786738.1, NP_001129658.1	XP_035718411.1
OG0007818	XP_008209885.1, XP_031780738.1	XP_035729919.1
OG0007819	XP_001602242.1	XP_035743419.1
OG0007821	XP_008205904.1	XP_035720663.1
OG0007822	XP_031787626.1	XP_035743459.1
OG0007823	XP_031779593.1	XP_035727117.1
OG0007824	XP_008210718.1	XP_035730966.1
OG0007826	XP_001605079.1	XP_035737967.1
OG0007827	XP_031779180.1	XP_035732046.1
OG0007828	NP_001166858.1	XP_035730292.1
OG0007830	XP_032454084.1	XP_035719256.1
OG0007831	XP_003424198.1	XP_035735058.1
OG0007832	XP_003427029.1	XP_035743681.1
OG0007836	XP_001602291.2	XP_035722654.1
OG0007837	XP_001604351.1	XP_035723345.1
OG0007838	XP_031784515.1	XP_035730991.1
OG0007839	NP_001161197.1	XP_035740487.1
OG0007840	XP_008211581.1	XP_035721683.1
OG0007841	XP_008211719.2	XP_035737009.1
OG0007844	XP_001604483.1	XP_035739338.1
OG0007845	XP_003424158.1, XP_032453416.1	XP_035721436.1
OG0007846	XP_031789524.1	XP_035718992.1
OG0007848	XP_032457277.1	XP_035735346.1
OG0007849	XP_016842359.1	XP_035719610.1
OG0007850	XP_003425658.1	XP_035720344.1
OG0007851	XP_016841074.1	XP_035720133.1
OG0007852	XP_001605476.2	XP_035728230.1
OG0007853	XP_031776605.1	XP_035723726.1
OG0007854	XP_008211287.1, XP_032454847.1	XP_035731124.1
OG0007856	XP_031782014.1	XP_035737468.1
OG0007857	XP_031785498.1	XP_035744211.1
OG0007858	XP_001607174.1	XP_035729067.1
OG0007859	XP_031782311.1	XP_035720964.1
OG0007860	XP_031788395.1	XP_035721816.1
OG0007861	XP_001608187.1	XP_035732960.1
OG0007862	XP_001604506.2	XP_035721359.1
OG0007863	XP_008208254.1	XP_035722626.1
OG0007864	XP_001601024.2	XP_035733215.1
OG0007865	XP_031787654.1	XP_035729721.1
OG0007868	XP_001603244.1	XP_035744243.1
OG0007869	XP_016837282.1	XP_035720905.1
OG0007870	XP_003425105.1	XP_035737383.1, XP_035737373.1
OG0007872	XP_008204767.1	XP_035731118.1
OG0007874	XP_031784928.1	XP_035740062.1
OG0007875	XP_008211441.1	XP_035740146.1
OG0007876	XP_008211330.1	XP_035725322.1
OG0007880	XP_003427877.1	XP_035739762.1
OG0007882	XP_016839889.1	XP_035728242.1
OG0007883	XP_016839631.1	XP_035743027.1
OG0007884	XP_008204943.1	XP_035741171.1
OG0007885	XP_016837482.1	XP_035717693.1
OG0007886	XP_016840988.1, NP_001123524.1	XP_035741679.1
OG0007887	XP_001600850.1	XP_035719761.1
OG0007888	XP_003423997.1	XP_035722800.1
OG0007889	XP_001606414.3	XP_035719756.1
OG0007890	XP_008203504.1	XP_035719141.1
OG0007891	XP_031777558.1, XP_001605324.2	XP_035721534.1, XP_035721535.1
OG0007892	XP_001600109.2	XP_035720861.1
OG0007893	XP_001605082.1	XP_035732195.1
OG0007894	XP_001604282.3	XP_035720608.1
OG0007895	XP_001602339.2	XP_035727780.1
OG0007898	XP_031784465.1	XP_035724008.1
OG0007900	XP_031781304.1, XP_031781305.1	XP_035719888.1
OG0007901	XP_003424657.1	XP_035730387.1
OG0007902	XP_008205475.1	XP_035724517.1
OG0007903	XP_001599413.4	XP_035724506.1
OG0007904	XP_008216956.1	XP_035720138.1
OG0007905	XP_031784567.1	XP_035722705.1
OG0007908	XP_008207834.1, XP_008207833.1	XP_035742815.1
OG0007909	XP_001600893.1	XP_035729212.1, XP_035733062.1, XP_035739126.1, XP_035739127.1, XP_035739128.1, XP_035739129.1, XP_035739130.1, XP_035739125.1
OG0007910	XP_001601570.2	XP_035717821.1
OG0007911	XP_001606881.1	XP_035736704.1, XP_035736703.1
OG0007912	XP_031784840.1	XP_035733026.1, XP_035733027.1
OG0007914	XP_003425497.1	XP_035740866.1
OG0007915	XP_008202090.1	XP_035727687.1
OG0007916	XP_008214105.1	XP_035733972.1
OG0007917	XP_003423858.1	XP_035740242.1
OG0007919	XP_008208678.1	XP_035732526.1
OG0007920	XP_016839145.1	XP_035725864.1
OG0007921	XP_016836815.1, XP_016836817.1	XP_035725231.1
OG0007923	XP_008215897.2	XP_035733031.1
OG0007924	XP_008203259.1	XP_035719239.1, XP_035719240.1, XP_035719238.1, XP_035719237.1, XP_035719236.1, XP_035719234.1
OG0007925	XP_001604355.2	XP_035740361.1
OG0007927	XP_031782380.1	XP_035717900.1
OG0007929	NP_001127920.1	XP_035719924.1, XP_035719923.1
OG0007930	XP_003426450.1	XP_035741339.1
OG0007931	XP_003428231.1	XP_035732786.1
OG0007933	XP_008213504.1	XP_035728204.1, XP_035728203.1, XP_035728206.1
OG0007934	XP_016842325.1	XP_035739704.1
OG0007936	XP_031787607.1	XP_035741898.1
OG0007937	XP_016844040.1, XP_016844041.1, XP_016844042.1	XP_035738071.1
OG0007938	XP_031787840.1	XP_035736874.1
OG0007940	XP_031784815.1	XP_035724389.1
OG0007941	XP_001601448.2	XP_035736199.1
OG0007942	XP_008213381.1	XP_035743165.1
OG0007957	NP_001129486.1	XP_035721740.1
OG0007958	NP_001155061.1	XP_035723703.1
OG0007961	XP_032455516.1	XP_035735932.1
OG0007962	XP_001599035.1	XP_035728057.1
OG0007963	NP_001165851.1	XP_035734896.1
OG0007964	XP_031787178.1	XP_035742872.1
OG0007966	XP_031786885.1	XP_035734701.1
OG0007967	XP_008202167.1, XP_008202164.1	XP_035729218.1
OG0007968	XP_001599727.1	XP_035737596.1, XP_035737595.1
OG0007970	XP_001603626.1	XP_035720439.1
OG0007971	XP_016844090.1	XP_035725055.1
OG0007972	XP_008213532.1, XP_008213531.1	XP_035725076.1
OG0007973	XP_003427574.2	XP_035730265.1
OG0007975	XP_031788629.1	XP_035722216.1
OG0007976	XP_008206928.1, XP_001602935.2	XP_035718415.1
OG0007977	XP_031776759.1	XP_035737850.1
OG0007978	XP_001604251.1	XP_035721978.1
OG0007981	XP_001603121.2	XP_035718993.1
OG0007982	XP_003426096.3, XP_031788896.1	XP_035722297.1
OG0007983	XP_001605312.2	XP_035725778.1
OG0007984	XP_001602032.1	XP_035722581.1
OG0007985	XP_001601010.1	XP_035724773.1
OG0007986	XP_003428020.1	XP_035741925.1
OG0007987	XP_001607483.1	XP_035743296.1
OG0007988	XP_001599516.2	XP_035741022.1
OG0007989	XP_003428149.1	XP_035736425.1
OG0007991	XP_003427507.1	XP_035725359.1
OG0007992	XP_031780339.1	XP_035738276.1
OG0007995	XP_001603842.3	XP_035744051.1
OG0007996	XP_016845654.1	XP_035726305.1
OG0007997	XP_001607242.2	XP_035741990.1
OG0008000	XP_008213083.1	XP_035742362.1
OG0008001	XP_031783478.1	XP_035724030.1
OG0008002	XP_031779196.1	XP_035730068.1
OG0008005	XP_016844891.1	XP_035727802.1
OG0008006	XP_001603332.2	XP_035731756.1, XP_035731757.1
OG0008007	XP_001604663.2	XP_035726473.1, XP_035726472.1
OG0008012	XP_031787560.1, XP_032456324.1	XP_035737243.1
OG0008013	XP_031780151.1	XP_035743810.1
OG0008014	XP_031783707.1	XP_035726338.1, XP_035726337.1
OG0008015	XP_001604287.2	XP_035733567.1
OG0008017	XP_008215484.1	XP_035734309.1
OG0008019	NP_001136158.1	XP_035719681.1
OG0008020	XP_001603009.1	XP_035743332.1
OG0008021	NP_001127784.2, XP_008212395.1	XP_035725170.1
OG0008022	XP_001604964.1	XP_035743969.1, XP_035743979.1
OG0008023	XP_008217540.1	XP_035729247.1
OG0008026	XP_001605368.1	XP_035740156.1
OG0008027	XP_016837986.1	XP_035719643.1
OG0008028	XP_031782315.1	XP_035739920.1
OG0008030	XP_008203760.1, XP_032453979.1	XP_035739136.1
OG0008032	XP_016837114.1	XP_035741075.1
OG0008033	XP_031784334.1	XP_035722867.1
OG0008039	NP_001135881.1	XP_035719220.1
OG0008040	XP_031777262.1, XP_031777265.1	XP_035742311.1
OG0008041	XP_003425372.1	XP_035728859.1
OG0008042	XP_031788912.1	XP_035721783.1
OG0008044	XP_032452021.1	XP_035722738.1
OG0008045	XP_031783280.1	XP_035727642.1
OG0008047	XP_008203366.1	XP_035743297.1
OG0008049	XP_001606078.1	XP_035724457.1
OG0008051	XP_001607485.1	XP_035723325.1, XP_035723318.1
OG0008055	XP_031783274.1	XP_035724572.1
OG0008057	NP_001166085.1	XP_035740771.1
OG0008058	NP_001123219.2	XP_035726696.1
OG0008059	XP_008215425.1	XP_035742886.1
OG0008060	XP_003425025.1	XP_035719557.1
OG0008061	XP_001608024.2, XP_003424578.1	XP_035726866.1
OG0008062	XP_031784676.1	XP_035742968.1, XP_035742967.1
OG0008063	XP_032456941.1	XP_035723511.1
OG0008066	XP_031783751.2	XP_035742120.1
OG0008069	XP_003424582.1	XP_035723157.1
OG0008070	XP_008216369.1	XP_035727123.1
OG0008071	XP_008217805.1	XP_035719944.1
OG0008074	XP_003424540.1	XP_035740105.1
OG0008075	XP_001603144.2	XP_035722099.1
OG0008076	XP_001601833.1	XP_035729479.1
OG0008077	XP_003424441.1	XP_035727531.1
OG0008078	XP_001603280.1	XP_035719611.1
OG0008079	XP_008213414.1	XP_035733147.1
OG0008081	XP_031784981.1	XP_035729872.1
OG0008084	XP_001602858.1	XP_035729365.1
OG0008085	XP_001606856.1	XP_035743141.1
OG0008086	XP_001602403.1	XP_035732782.1
OG0008087	XP_031780482.1, XP_032451741.1, XP_008208196.1, XP_008208195.1, XP_032451742.1	XP_035737663.1
OG0008088	XP_008210398.1	XP_035736806.1, XP_035736805.1
OG0008089	XP_031783268.2	XP_035729881.1
OG0008090	XP_001602976.1	XP_035729649.1
OG0008091	XP_031785762.1	XP_035719653.1
OG0008092	XP_003426648.1	XP_035723343.1
OG0008093	XP_031783343.1	XP_035741435.1
OG0008094	XP_003426333.1	XP_035742143.1
OG0008099	XP_008205428.1, NP_001161252.1	XP_035727971.1
OG0008100	XP_016844817.1	XP_035736373.1
OG0008101	XP_016840843.1	XP_035731430.1
OG0008103	XP_001599705.1	XP_035721145.1
OG0008104	XP_008214055.1	XP_035734162.1, XP_035734163.1
OG0008106	XP_001604702.1	XP_035732819.1
OG0008114	XP_031782162.1	XP_035721266.1
OG0008115	XP_031779655.1	XP_035724051.1
OG0008116	XP_031779678.1	XP_035725140.1
OG0008117	XP_031786763.1	XP_035731973.1
OG0008119	XP_008216686.1, XP_032453958.1	XP_035743663.1
OG0008120	XP_003427376.1	XP_035741122.1
OG0008121	XP_031780955.1	XP_035741624.1
OG0008122	XP_031780566.1	XP_035722280.1
