Orthogroup	Nasonia_vitripennis	Habropoda_laboriosa
OG0006800	XP_016837946.2	XP_017788118.1
OG0006801	XP_031780778.1	XP_017798169.1
OG0006802	XP_001607849.1	XP_017799267.1
OG0006803	XP_001599652.1	XP_017787858.1
OG0006804	XP_001608256.1	XP_017793994.1
OG0006805	XP_008204547.1	XP_017788848.1
OG0006806	XP_016839578.1	XP_017789913.1
OG0006807	XP_001605069.1	XP_017797742.1
OG0006808	XP_001604366.1	XP_017798150.1
OG0006809	XP_001608066.1	XP_017794703.1
OG0006810	XP_001607882.1	XP_017795587.1
OG0006811	XP_001605207.2	XP_017793173.1
OG0006812	XP_031784083.1	XP_017793094.1
OG0006813	XP_031787509.1	XP_017797766.1
OG0006814	XP_001600601.2	XP_017788601.1
OG0006815	XP_008211499.1	XP_017788722.1
OG0006816	XP_008211542.1	XP_017797551.1
OG0006817	XP_003426364.1	XP_017787358.1
OG0006818	XP_016836528.1	XP_017787819.1
OG0006819	XP_031784521.1	XP_017796427.1
OG0006820	XP_001604778.2	XP_017791240.1
OG0006821	XP_001608158.1	XP_017795478.1
OG0006822	NP_001177976.1	XP_017797067.1
OG0006824	XP_003424562.1	XP_017795312.1
OG0006825	XP_031781879.1	XP_017798809.1
OG0006826	XP_016844584.1	XP_017798406.1
OG0006827	XP_001605429.2	XP_017793017.1
OG0006828	XP_001602417.1	XP_017787724.1
OG0006829	XP_031782097.1	XP_017792025.1
OG0006830	XP_003425944.1	XP_017798082.1
OG0006831	XP_016840117.1	XP_017798768.1, XP_017798767.1
OG0006832	XP_001605723.1	XP_017794459.1
OG0006833	XP_003424601.1	XP_017798523.1
OG0006834	XP_001606729.2	XP_017794768.1
OG0006835	XP_001605596.1	XP_017799588.1, XP_017799590.1
OG0006836	XP_001607497.1	XP_017796229.1
OG0006838	XP_001603267.2	XP_017790890.1
OG0006840	XP_001602385.1, XP_001602450.1	XP_017787793.1
OG0006841	XP_001600094.1	XP_017791225.1
OG0006842	NP_001154931.1	XP_017794210.1
OG0006843	XP_001600090.1	XP_017797637.1
OG0006844	XP_008205458.1	XP_017792095.1
OG0006845	XP_001603596.1	XP_017798032.1
OG0006846	XP_008208702.1	XP_017796361.1
OG0006847	XP_001605493.1	XP_017792353.1
OG0006848	NP_001123258.1	XP_017793241.1
OG0006849	XP_001607576.1	XP_017795050.1, XP_017795051.1
OG0006850	XP_001599491.1	XP_017788342.1
OG0006851	XP_001605724.1	XP_017798990.1
OG0006852	XP_001600750.1	XP_017798493.1
OG0006853	XP_003427462.1	XP_017798742.1
OG0006854	XP_008207464.1	XP_017789636.1
OG0006855	XP_016842557.1	XP_017790176.1
OG0006856	NP_001123221.2	XP_017794564.1
OG0006857	XP_001602355.1	XP_017798309.1
OG0006858	XP_001601343.1	XP_017789561.1
OG0006859	NP_001165795.1	XP_017788023.1
OG0006860	XP_003424573.1	XP_017794729.1
OG0006861	XP_001600982.1	XP_017798708.1
OG0006862	XP_016838358.1	XP_017789419.1
OG0006863	XP_003424046.3	XP_017797455.1
OG0006864	XP_003427298.1	XP_017790309.1
OG0006865	NP_001161184.1	XP_017793150.1
OG0006866	XP_016842433.2	XP_017791881.1
OG0006867	XP_031783477.1	XP_017796757.1
OG0006869	XP_031788181.1	XP_017794599.1
OG0006870	XP_001608069.1	XP_017794810.1
OG0006871	XP_001608087.2	XP_017789705.1
OG0006872	XP_001606559.1	XP_017795704.1
OG0006873	XP_001604661.1	XP_017794080.1
OG0006874	XP_031783554.1	XP_017793978.1
OG0006875	XP_031783767.1	XP_017793101.1
OG0006877	XP_031787669.1	XP_017798031.1
OG0006878	XP_001606368.1	XP_017793488.1
OG0006879	XP_001608093.2	XP_017792947.1
OG0006880	XP_001604676.1	XP_017792913.1
OG0006881	NP_001136160.1	XP_017797328.1
OG0006882	XP_001601337.1	XP_017792147.1
OG0006883	XP_016844606.1	XP_017795544.1
OG0006885	XP_001604769.2	XP_017789283.1
OG0006886	XP_008206141.1	XP_017793966.1
OG0006887	NP_001135909.1	XP_017787747.1
OG0006888	XP_001604960.1	XP_017788022.1
OG0006890	XP_008212499.1	XP_017792553.1
OG0006891	XP_016838911.1	XP_017787956.1
OG0006892	XP_031787270.1	XP_017794199.1
OG0006894	XP_001606034.1	XP_017796212.1
OG0006895	XP_001607996.1	XP_017787448.1
OG0006896	XP_001607231.2	XP_017795473.1
OG0006897	XP_016845876.1	XP_017787676.1
OG0006898	XP_031778725.1	XP_017795256.1
OG0006899	XP_008212999.1	XP_017798883.1
OG0006900	XP_001599050.1	XP_017795477.1
OG0006901	XP_001603586.2	XP_017793633.1
OG0006902	XP_001605210.1	XP_017792847.1
OG0006903	XP_031780376.1	XP_017795315.1
OG0006905	XP_001608163.1	XP_017798973.1
OG0006906	NP_001165824.1	XP_017792192.1
OG0006907	XP_031783787.1	XP_017790535.1
OG0006908	XP_008216689.1	XP_017796256.1
OG0006909	XP_001600449.3	XP_017798697.1
OG0006910	XP_032454934.1	XP_017797167.1
OG0006911	XP_001608173.1	XP_017788604.1
OG0006913	XP_008203373.2	XP_017789930.1
OG0006914	NP_001123085.1	XP_017788350.1
OG0006915	XP_001603229.2	XP_017799068.1
OG0006916	XP_001600698.1	XP_017797164.1
OG0006917	XP_001599955.2	XP_017790277.1
OG0006918	XP_001600714.1	XP_017796047.1
OG0006919	XP_008212900.1	XP_017798338.1
OG0006920	XP_001603157.2	XP_017796336.1
OG0006921	XP_001608157.1	XP_017792064.1
OG0006922	XP_001607157.2	XP_017791860.1
OG0006923	XP_031784917.1	XP_017789737.1
OG0006924	XP_001607722.1	XP_017799611.1
OG0006925	XP_001602512.1	XP_017795272.1
OG0006926	XP_008203909.1	XP_017789899.1
OG0006927	XP_031787403.1	XP_017795774.1
OG0006928	XP_031788402.1	XP_017790201.1
OG0006929	XP_031782887.1	XP_017787449.1
OG0006930	XP_001605224.2	XP_017790874.1
OG0006931	XP_001606004.2	XP_017793052.1
OG0006932	XP_031782412.1	XP_017796673.1
OG0006933	XP_031779543.1	XP_017796376.1
OG0006934	XP_008209600.1	XP_017787525.1
OG0006935	NP_001161449.1	XP_017792039.1
OG0006936	XP_001600930.2	XP_017798611.1
OG0006937	XP_003426680.1	XP_017795896.1
OG0006938	XP_001599344.2	XP_017798163.1
OG0006940	XP_016836585.1	XP_017796765.1
OG0006941	XP_016837146.1	XP_017798516.1
OG0006942	XP_032455541.1	XP_017797424.1
OG0006943	XP_003426785.1	XP_017791566.1
OG0006944	XP_031779301.1	XP_017789519.1
OG0006945	XP_032454428.1	XP_017795183.1
OG0006946	XP_008215247.1	XP_017795736.1
OG0006947	XP_001606216.2	XP_017788419.1
OG0006948	XP_003426410.1	XP_017797785.1
OG0006949	XP_016844782.1	XP_017789251.1
OG0006950	XP_001602833.2	XP_017796645.1
OG0006951	XP_001600435.1	XP_017792457.1
OG0006952	XP_001602203.1	XP_017790135.1
OG0006953	XP_008217975.1	XP_017796292.1
OG0006954	XP_001606273.2	XP_017799401.1
OG0006955	NP_001123223.2	XP_017791622.1
OG0006956	XP_001607153.2	XP_017793806.1
OG0006957	XP_016838657.1	XP_017799269.1
OG0006958	XP_001604933.2	XP_017793469.1
OG0006959	XP_031777206.1	XP_017794163.1
OG0006960	XP_031776691.1	XP_017792362.1
OG0006961	XP_031788152.1	XP_017794765.1
OG0006962	XP_008205005.1	XP_017798154.1
OG0006964	XP_001605180.1	XP_017792055.1
OG0006965	XP_031781635.1	XP_017793075.1
OG0006966	XP_001607847.1	XP_017795642.1
OG0006967	XP_001603185.1	XP_017798059.1
OG0006968	XP_001607897.2	XP_017796605.1
OG0006969	XP_001606562.1	XP_017798018.1
OG0006970	XP_031782047.1	XP_017794689.1
OG0006971	XP_031776718.1	XP_017791142.1
OG0006972	XP_031781596.1	XP_017797840.1
OG0006973	XP_003424231.1	XP_017790059.1
OG0006974	XP_031777565.1	XP_017797676.1
OG0006975	XP_031778098.1	XP_017796763.1
OG0006976	XP_031786769.1	XP_017794183.1
OG0006977	XP_016842457.1	XP_017788029.1
OG0006978	XP_008211315.1	XP_017794156.1
OG0006979	XP_016840082.1	XP_017792272.1
OG0006980	XP_001600102.2	XP_017795054.1
OG0006981	XP_001608135.2	XP_017795685.1
OG0006982	XP_001604900.3	XP_017792989.1
OG0006983	XP_031777371.1	XP_017791011.1
OG0006984	XP_001603216.1	XP_017788295.1
OG0006985	XP_016837916.1	XP_017798171.1
OG0006986	XP_016841796.1	XP_017787632.1
OG0006987	XP_001605270.1	XP_017790894.1
OG0006988	XP_001599314.1	XP_017792125.1
OG0006989	XP_016838839.1, XP_031783679.1	XP_017788161.1
OG0006990	XP_016838370.2	XP_017791972.1
OG0006991	XP_001600892.2	XP_017788096.1
OG0006992	XP_001601245.1, XP_003424704.1	XP_017799051.1
OG0006993	XP_008215834.1	XP_017794303.1
OG0006994	XP_001600202.1	XP_017792194.1
OG0006995	XP_008206359.1	XP_017790905.1
OG0006996	XP_008207316.2	XP_017798756.1
OG0006997	XP_008217884.1	XP_017787600.1
OG0006999	XP_001603225.1	XP_017791317.1
OG0007000	XP_016842165.1	XP_017790482.1
OG0007001	XP_001600968.1	XP_017796326.1
OG0007002	XP_008208962.1	XP_017794188.1
OG0007003	XP_001603770.2	XP_017796033.1
OG0007004	XP_031782984.1	XP_017798074.1
OG0007005	XP_001599799.1	XP_017788977.1
OG0007006	NP_001153415.1	XP_017796032.1
OG0007007	XP_031783448.1	XP_017796258.1
OG0007008	XP_001599746.2	XP_017788871.1
OG0007009	XP_031777477.1	XP_017798205.1
OG0007010	XP_031778555.1	XP_017797603.1
OG0007011	XP_031788759.1	XP_017795484.1
OG0007012	XP_001605994.1	XP_017796889.1
OG0007013	XP_031783481.1	XP_017797203.1
OG0007014	XP_001602756.1	XP_017796149.1
OG0007016	XP_001600292.1	XP_017797153.1
OG0007017	XP_008203915.1	XP_017795624.1
OG0007018	XP_001603228.1	XP_017797880.1
OG0007019	XP_031778257.1	XP_017794003.1, XP_017794002.1
OG0007020	XP_003425538.1	XP_017799368.1
OG0007022	XP_001606511.2	XP_017788321.1
OG0007023	XP_001606759.2	XP_017789781.1
OG0007024	XP_008210462.3	XP_017789996.1
OG0007025	XP_001604161.1	XP_017792707.1
OG0007026	XP_008207113.1	XP_017791440.1
OG0007027	XP_001605621.1	XP_017794043.1
OG0007028	XP_016841854.1	XP_017799290.1
OG0007029	XP_031785943.1	XP_017793489.1
OG0007030	XP_031781190.1	XP_017798643.1
OG0007031	XP_031778496.1	XP_017789595.1
OG0007032	XP_032454232.1, XP_016839008.1	XP_017789072.1
OG0007033	XP_032455608.1	XP_017796781.1
OG0007034	XP_008207029.1	XP_017792939.1
OG0007036	XP_001600018.2	XP_017792292.1
OG0007038	XP_001606569.2	XP_017791853.1
OG0007039	XP_001607537.2	XP_017794594.1
OG0007040	XP_003426259.1	XP_017791633.1
OG0007041	XP_003424731.1	XP_017788240.1
OG0007042	XP_008207629.1	XP_017795716.1
OG0007043	XP_008217824.1	XP_017789805.1
OG0007044	XP_001605030.2	XP_017792849.1
OG0007045	XP_001600095.2	XP_017798321.1
OG0007046	XP_031780075.1	XP_017797633.1
OG0007047	XP_001604189.2	XP_017797708.1
OG0007049	XP_031782284.1	XP_017788445.1
OG0007050	XP_001600992.1	XP_017799135.1
OG0007051	XP_008212208.1	XP_017798307.1
OG0007052	XP_001602606.2	XP_017796164.1
OG0007053	XP_031780748.1	XP_017796275.1
OG0007054	XP_031785554.1	XP_017792863.1
OG0007055	XP_001608292.1	XP_017790483.1
OG0007056	XP_001606680.2	XP_017799417.1
OG0007057	XP_008207044.2	XP_017795118.1
OG0007058	XP_008203002.1	XP_017796953.1
OG0007059	XP_001600798.2	XP_017788802.1
OG0007060	XP_031781057.1	XP_017797875.1
OG0007062	NP_001161452.1	XP_017799367.1
OG0007063	XP_001602021.1	XP_017788883.1
OG0007064	XP_016839563.1	XP_017788330.1
OG0007065	XP_001606014.2	XP_017793557.1
OG0007066	XP_031780408.1	XP_017797794.1
OG0007067	XP_001602610.2	XP_017798330.1
OG0007068	XP_008210007.1	XP_017791081.1
OG0007069	XP_001606195.1	XP_017788715.1
OG0007070	XP_001603097.1	XP_017794329.1
OG0007071	XP_008208112.2	XP_017788529.1
OG0007072	XP_031780674.1	XP_017794220.1
OG0007073	XP_001604597.2	XP_017798714.1
OG0007074	XP_016840780.1	XP_017788593.1
OG0007076	XP_001603014.1	XP_017789532.1
OG0007077	XP_008213730.1	XP_017796581.1
OG0007079	XP_001600331.2	XP_017788480.1
OG0007080	XP_031779124.1	XP_017798788.1
OG0007081	XP_003424075.2	XP_017790131.1
OG0007082	XP_031781054.1	XP_017791607.1
OG0007083	XP_001606574.2	XP_017790117.1
OG0007084	XP_031779535.1	XP_017788687.1
OG0007085	XP_031780406.1	XP_017795838.1
OG0007086	XP_008205558.1	XP_017794001.1
OG0007087	XP_001607767.2	XP_017794134.1
OG0007088	XP_001599282.1	XP_017794000.1
OG0007089	XP_031782392.1	XP_017788286.1
OG0007090	XP_001603731.2	XP_017787945.1
OG0007091	XP_008209507.1	XP_017788140.1
OG0007092	XP_008208439.1	XP_017787572.1
OG0007093	XP_001602955.1	XP_017788637.1
OG0007094	XP_001600112.1	XP_017791088.1
OG0007096	XP_008212462.1	XP_017789425.1
OG0007097	XP_001601394.2	XP_017787468.1
OG0007098	XP_031788344.1	XP_017799130.1
OG0007099	XP_031780863.1	XP_017791213.1
OG0007100	XP_031783832.1	XP_017798853.1
OG0007101	XP_008214405.1	XP_017790834.1
OG0007102	XP_001603780.2	XP_017793630.1
OG0007103	XP_001605001.1	XP_017789337.1
OG0007104	XP_001605497.2	XP_017792844.1
OG0007105	XP_008204094.1	XP_017792180.1
OG0007107	XP_003424389.1	XP_017789147.1
OG0007108	XP_001603959.1	XP_017796521.1
OG0007109	XP_031783797.1	XP_017798471.1
OG0007110	XP_001603164.2	XP_017797221.1
OG0007111	XP_003424070.1	XP_017789525.1
OG0007112	XP_016841707.1	XP_017788144.1
OG0007114	XP_032452878.1	XP_017788353.1
OG0007115	XP_008217592.1	XP_017799527.1
OG0007116	XP_001602076.1	XP_017788757.1, XP_017788765.1
OG0007117	XP_031787330.1	XP_017794138.1
OG0007118	XP_001605379.1	XP_017789263.1
OG0007119	XP_031783773.1	XP_017788559.1
OG0007120	XP_031777362.1	XP_017791878.1
OG0007121	XP_001600933.1	XP_017791334.1
OG0007122	XP_031789505.1	XP_017798461.1
OG0007123	XP_001605320.2	XP_017789395.1
OG0007124	XP_031778162.1	XP_017791581.1
OG0007125	XP_001602926.2	XP_017796486.1
OG0007126	XP_031776985.1	XP_017791387.1
OG0007127	XP_001605032.1	XP_017790113.1
OG0007128	XP_016844870.1	XP_017799139.1
OG0007129	XP_031779197.1	XP_017789895.1
OG0007131	XP_031782660.1	XP_017794213.1
OG0007132	NP_001127796.1	XP_017798691.1
OG0007133	XP_008205075.2	XP_017790825.1
OG0007134	XP_016837829.1	XP_017790939.1
OG0007135	XP_008202116.1	XP_017796160.1
OG0007136	XP_001604419.1	XP_017797052.1
OG0007137	XP_008212420.1	XP_017787989.1
OG0007138	XP_001606442.1	XP_017799197.1
OG0007139	XP_008202009.1	XP_017788699.1
OG0007140	XP_001604212.1	XP_017793081.1
OG0007141	XP_001607733.1	XP_017788862.1
OG0007142	XP_001605662.1	XP_017792220.1
OG0007143	XP_031788678.1	XP_017798670.1
OG0007144	NP_001180193.1	XP_017796746.1
OG0007145	XP_001602017.1	XP_017794680.1
OG0007146	XP_001602930.1	XP_017791178.1
OG0007147	XP_016840120.1	XP_017798534.1
OG0007148	XP_031787519.1	XP_017797306.1
OG0007149	XP_008213085.1	XP_017795091.1
OG0007150	XP_001607904.1	XP_017789571.1
OG0007151	NP_001135438.1	XP_017794879.1
OG0007152	XP_001603909.2	XP_017793412.1
OG0007153	XP_001601481.1	XP_017789686.1
OG0007154	XP_001602625.1	XP_017797855.1
OG0007155	XP_003423815.1	XP_017798415.1
OG0007156	XP_032454558.1	XP_017787484.1
OG0007157	XP_008210333.1, XP_031782808.1	XP_017799091.1
OG0007158	XP_016845595.1	XP_017792026.1
OG0007159	XP_001599568.2	XP_017789866.1
OG0007160	XP_031787973.1	XP_017797777.1
OG0007161	NP_001161268.1	XP_017799060.1
OG0007162	XP_001599076.1	XP_017787364.1
OG0007163	XP_001607989.1	XP_017789099.1
OG0007164	XP_003425640.1	XP_017795423.1
OG0007165	XP_008215083.1	XP_017799570.1
OG0007166	XP_016837889.1	XP_017787768.1
OG0007168	XP_008209390.1	XP_017788122.1
OG0007169	XP_001606702.2	XP_017795186.1
OG0007170	XP_001605048.2	XP_017788186.1
OG0007171	XP_001600441.2	XP_017799202.1
OG0007172	XP_001604504.2	XP_017791035.1
OG0007173	XP_001599008.1	XP_017788130.1
OG0007174	XP_001602460.2	XP_017790675.1
OG0007175	XP_008205450.1	XP_017796798.1
OG0007176	XP_008211130.1	XP_017798623.1
OG0007177	XP_031785363.1	XP_017798211.1
OG0007178	XP_031785377.1	XP_017798202.1
OG0007179	XP_031779409.1	XP_017789253.1
OG0007180	XP_031787984.1	XP_017791740.1
OG0007181	XP_031787839.1, XP_032456258.1	XP_017794793.1
OG0007182	XP_001600575.1	XP_017788775.1
OG0007183	XP_008208058.1, XP_008208059.1, XP_032452410.1	XP_017796145.1
OG0007184	XP_031789577.1	XP_017793809.1
OG0007185	XP_031784574.1	XP_017796040.1
OG0007186	XP_008212497.1	XP_017789319.1
OG0007187	XP_031778817.1	XP_017790867.1
OG0007188	XP_008211515.1	XP_017793392.1
OG0007190	XP_001605633.1	XP_017792054.1
OG0007193	XP_031787003.1	XP_017799606.1
OG0007194	XP_008203415.1	XP_017788866.1
OG0007195	XP_031779555.1	XP_017789528.1
OG0007197	XP_031786380.1	XP_017790649.1
OG0007198	XP_001606777.1	XP_017794934.1
OG0007200	XP_003427318.1	XP_017797593.1
OG0007202	XP_001606148.4	XP_017796434.1
OG0007203	XP_016841108.1	XP_017790606.1, XP_017790605.1
OG0007205	XP_008217019.1	XP_017789838.1
OG0007206	XP_008208776.1	XP_017790879.1
OG0007208	XP_001606403.1	XP_017794194.1
OG0007209	XP_031784910.1	XP_017788860.1
OG0007210	XP_008214207.1	XP_017789081.1
OG0007211	XP_031779665.1	XP_017795211.1
OG0007212	XP_031785715.1	XP_017790846.1
OG0007213	XP_008210525.1	XP_017791701.1
OG0007214	XP_008211645.2	XP_017793592.1
OG0007216	XP_031789425.1, XP_031788627.1	XP_017787504.1
OG0007217	XP_031785295.1	XP_017792891.1
OG0007218	XP_003428052.1	XP_017790805.1
OG0007219	XP_008201923.1	XP_017790995.1
OG0007220	XP_001599316.1	XP_017798386.1
OG0007221	XP_003427394.1	XP_017796572.1
OG0007222	XP_001603212.2	XP_017789676.1
OG0007223	XP_008210417.1	XP_017789727.1
OG0007225	XP_008202942.1	XP_017791997.1
OG0007226	XP_031777196.1	XP_017791094.1
OG0007227	XP_001607130.2	XP_017794706.1
OG0007228	XP_001601013.2	XP_017799199.1
OG0007229	XP_001606627.1	XP_017795618.1
OG0007230	XP_001608116.1	XP_017794075.1
OG0007231	XP_001606187.2	XP_017792567.1
OG0007233	XP_008203149.1	XP_017790474.1
OG0007234	XP_008207137.1	XP_017791797.1
OG0007235	XP_001600638.2	XP_017795904.1
OG0007236	XP_008202121.2	XP_017790926.1
OG0007237	XP_031784900.1	XP_017794079.1
OG0007238	XP_008214546.1	XP_017798728.1
OG0007239	XP_003424236.1	XP_017792314.1
OG0007240	XP_031782304.1	XP_017790538.1
OG0007241	XP_008202980.1	XP_017797711.1
OG0007242	XP_001603556.2	XP_017791187.1
OG0007243	XP_016838564.1	XP_017798122.1
OG0007244	XP_003425290.1	XP_017790266.1
OG0007245	XP_001606498.1	XP_017788361.1
OG0007246	XP_031778417.1	XP_017797388.1
OG0007247	XP_016840433.1	XP_017794514.1
OG0007248	XP_008205858.2	XP_017795989.1
OG0007249	XP_016843679.1	XP_017794811.1
OG0007250	XP_001603116.2	XP_017792389.1
OG0007251	XP_031783752.1	XP_017792592.1
OG0007252	XP_001608028.2	XP_017795661.1
OG0007253	NP_001180239.1	XP_017797434.1
OG0007255	XP_031779773.1, XP_031779906.1, XP_031786430.1, XP_031780274.1	XP_017788351.1
OG0007256	XP_031782544.1	XP_017799268.1
OG0007259	XP_008217460.1	XP_017791668.1
OG0007260	XP_001604590.2	XP_017797788.1
OG0007262	XP_016838326.1	XP_017789175.1
OG0007263	XP_031776706.1	XP_017793835.1
OG0007264	XP_016840677.1, XP_008211685.1	XP_017790838.1
OG0007265	NP_001162022.1	XP_017799215.1
OG0007266	XP_016840593.1	XP_017796580.1
OG0007267	XP_016836559.1, XP_016836556.1	XP_017793102.1
OG0007268	XP_003425378.1	XP_017788100.1
OG0007270	XP_031782533.1	XP_017790025.1
OG0007271	XP_008206998.1	XP_017793355.1
OG0007272	XP_016840454.1	XP_017788632.1
OG0007273	XP_003424124.1	XP_017789332.1
OG0007275	XP_001608308.1	XP_017791617.1
OG0007277	XP_016842606.1, XP_001603939.2	XP_017790613.1
OG0007278	XP_001606486.2	XP_017790212.1
OG0007279	XP_031776991.1	XP_017789738.1
OG0007280	XP_031776762.1	XP_017795745.1
OG0007281	XP_001604457.2	XP_017787811.1
OG0007282	XP_016845577.1	XP_017799568.1
OG0007284	XP_031783689.1	XP_017797209.1
OG0007285	XP_001608218.1	XP_017790292.1
OG0007286	XP_001603443.2	XP_017792183.1
OG0007287	XP_008212439.1	XP_017789331.1
OG0007288	XP_031783100.1	XP_017796947.1
OG0007289	XP_031787044.1	XP_017789126.1
OG0007290	XP_001602919.1	XP_017787804.1
OG0007291	XP_001606055.1	XP_017788092.1
OG0007293	XP_031782694.1	XP_017794444.1
OG0007294	XP_008205349.2	XP_017796738.1
OG0007295	XP_001607438.2	XP_017793440.1
OG0007296	XP_008205140.3	XP_017789180.1
OG0007297	XP_016841229.1	XP_017798012.1
OG0007298	XP_001601114.2	XP_017790751.1
OG0007299	XP_031780751.1	XP_017796248.1
OG0007300	XP_032457783.1	XP_017792265.1
OG0007301	XP_031783470.1	XP_017787947.1
OG0007302	XP_008204568.1	XP_017797879.1
OG0007303	XP_001607590.1	XP_017793614.1
OG0007304	XP_001605751.1	XP_017793540.1
OG0007305	XP_001602726.2	XP_017793039.1
OG0007306	XP_001603418.2	XP_017794505.1
OG0007307	XP_016837235.1	XP_017793381.1
OG0007308	XP_008208165.1	XP_017791373.1
OG0007311	XP_001602053.1	XP_017797137.1
OG0007312	XP_001601562.1	XP_017792582.1
OG0007313	XP_001604190.2	XP_017793360.1
OG0007314	XP_031781558.1	XP_017796116.1
OG0007315	XP_008214041.1	XP_017793565.1
OG0007316	XP_032457749.1	XP_017798067.1
OG0007318	XP_001601386.4	XP_017796042.1
OG0007319	XP_001601122.1	XP_017798019.1
OG0007320	XP_003425288.1	XP_017799216.1
OG0007321	XP_008209383.1	XP_017791189.1
OG0007322	XP_003424223.1	XP_017790234.1
OG0007323	XP_031778812.1	XP_017790900.1
OG0007324	XP_016839643.1	XP_017798142.1
OG0007326	XP_003424168.1	XP_017798076.1
OG0007327	XP_003423897.1	XP_017789029.1
OG0007328	XP_016838367.1	XP_017793641.1
OG0007329	XP_001604976.1	XP_017795851.1
OG0007330	XP_031779333.1	XP_017789482.1
OG0007331	XP_016837247.1	XP_017792630.1
OG0007332	XP_003427350.4	XP_017793447.1
OG0007333	XP_031784115.1	XP_017787646.1
OG0007334	XP_031788230.1	XP_017798034.1
OG0007335	XP_031789450.1	XP_017792406.1
OG0007336	XP_031788114.1	XP_017789078.1
OG0007337	XP_031776933.1	XP_017792050.1
OG0007338	XP_008217430.1	XP_017794863.1
OG0007339	XP_032453379.1	XP_017797381.1
OG0007340	XP_001606591.1	XP_017789031.1
OG0007341	XP_031788846.1, XP_031776884.1, XP_008215328.1	XP_017791960.1
OG0007342	XP_016844839.2	XP_017788780.1
OG0007343	XP_003424337.1	XP_017793112.1
OG0007344	XP_003425289.1	XP_017790444.1
OG0007345	XP_001599735.2	XP_017788260.1
OG0007346	XP_003427661.1	XP_017789266.1
OG0007347	XP_003424434.1	XP_017796456.1
OG0007348	XP_016840287.1	XP_017794016.1
OG0007349	XP_001605160.1	XP_017789511.1
OG0007350	XP_031778838.1	XP_017792323.1
OG0007351	XP_008210955.1	XP_017787461.1
OG0007352	XP_001607621.1	XP_017787709.1
OG0007353	XP_031782410.1	XP_017794462.1
OG0007355	XP_003424145.1	XP_017794843.1
OG0007356	XP_001605386.1	XP_017797544.1
OG0007357	XP_008207191.1	XP_017799507.1
OG0007358	XP_031784312.1	XP_017795509.1
OG0007359	XP_031783482.1	XP_017796179.1
OG0007360	XP_032453401.1	XP_017798277.1
OG0007361	XP_016844895.1	XP_017791693.1
OG0007362	XP_031789594.1	XP_017793931.1
OG0007363	XP_032457604.1	XP_017788755.1
OG0007364	XP_001603481.1	XP_017793332.1
OG0007365	XP_008215266.1	XP_017791551.1
OG0007366	XP_008202699.1	XP_017798544.1
OG0007367	XP_001605609.2	XP_017793354.1
OG0007368	XP_001601176.1	XP_017795394.1
OG0007369	XP_001601889.1	XP_017791706.1
OG0007370	XP_008201977.1	XP_017791882.1
OG0007372	XP_001606102.2	XP_017798062.1
OG0007373	XP_001606268.2	XP_017796115.1
OG0007374	XP_031780868.1	XP_017795834.1
OG0007375	XP_031786197.1	XP_017793021.1
OG0007376	XP_008205344.1	XP_017789884.1
OG0007377	XP_016839723.1	XP_017789023.1
OG0007378	XP_008203228.1	XP_017790479.1
OG0007379	XP_001600896.2	XP_017792449.1
OG0007380	XP_003424823.1	XP_017798606.1
OG0007382	XP_016841343.1	XP_017799065.1
OG0007383	XP_001602630.2	XP_017794828.1
OG0007385	XP_032454766.1	XP_017794713.1
OG0007386	XP_008203454.2	XP_017797248.1
OG0007387	XP_001601439.1	XP_017791937.1
OG0007388	XP_001602139.2	XP_017795536.1
OG0007390	XP_016844969.1	XP_017795604.1
OG0007392	XP_008214639.1	XP_017792876.1
OG0007394	XP_001605117.2	XP_017789076.1
OG0007395	XP_008209456.1	XP_017798686.1
OG0007396	XP_001604898.2	XP_017787904.1
OG0007397	XP_001607207.1	XP_017797542.1
OG0007398	XP_016842848.2	XP_017789956.1
OG0007399	XP_016837464.1	XP_017792191.1
OG0007400	NP_001123262.1	XP_017796642.1
OG0007401	XP_008208464.3	XP_017790657.1
OG0007402	XP_008204135.1	XP_017787997.1
OG0007403	XP_008206634.2	XP_017796084.1
OG0007404	XP_031784531.1	XP_017791936.1
OG0007405	XP_001606394.2	XP_017789817.1
OG0007406	XP_031779648.1	XP_017787917.1
OG0007407	XP_031777926.1	XP_017799061.1
OG0007408	XP_016845737.1	XP_017797465.1
OG0007409	XP_016840697.1	XP_017797180.1
OG0007410	XP_001602553.1	XP_017799196.1
OG0007411	XP_001607954.2	XP_017796655.1
OG0007412	XP_001599577.1	XP_017792861.1
OG0007413	XP_008206325.2	XP_017792800.1
OG0007414	XP_016844959.1	XP_017789273.1
OG0007416	XP_008212293.3	XP_017798454.1
OG0007417	XP_008202927.2	XP_017788360.1
OG0007418	XP_031778309.1	XP_017787550.1
OG0007419	XP_031779975.1, XP_031779976.1	XP_017795830.1
OG0007420	XP_016838747.2	XP_017790019.1
OG0007422	XP_001604585.1	XP_017798898.1
OG0007423	XP_008204051.1	XP_017794666.1
OG0007425	XP_031785979.1	XP_017788762.1
OG0007426	XP_003425833.1	XP_017793957.1
OG0007428	XP_003428026.1	XP_017799275.1
OG0007429	XP_016841851.1	XP_017794560.1
OG0007430	XP_008209671.2	XP_017791921.1
OG0007431	XP_003424312.1	XP_017797849.1
OG0007432	XP_016843681.1	XP_017789019.1
OG0007433	XP_008211689.1	XP_017791458.1
