Orthogroup	Nasonia_vitripennis	Eufriesea_mexicana
OG0006333	NP_001135423.1	XP_017757952.1
OG0006334	NP_001164377.1, XP_032454670.1	XP_017754445.1
OG0006335	XP_016838260.1	XP_017756641.1
OG0006336	XP_001602708.1	XP_017756972.1
OG0006337	XP_031779523.1	XP_017764242.1
OG0006338	XP_016844176.1	XP_017752716.1
OG0006339	XP_003425305.1	XP_017757061.1
OG0006340	XP_008208823.1	XP_017757113.1
OG0006341	XP_031787366.1, XP_031787365.1	XP_017756803.1
OG0006343	XP_016842414.1	XP_017755100.1
OG0006344	XP_003424125.1, XP_008203042.1	XP_017767315.1
OG0006345	XP_008207344.1	XP_017766393.1
OG0006346	XP_032454608.1	XP_017760021.1
OG0006347	XP_016837882.1	XP_017762694.1
OG0006348	XP_001604227.1	XP_017756154.1
OG0006349	XP_031787119.1	XP_017754541.1
OG0006350	NP_001127798.2	XP_017765419.1
OG0006352	XP_003424645.1	XP_017766031.1
OG0006353	XP_001599352.1	XP_017754367.1
OG0006355	XP_008210247.1	XP_017754929.1
OG0006356	XP_031787672.1	XP_017754300.1
OG0006357	XP_003427653.1	XP_017760312.1
OG0006358	NP_001154944.1	XP_017767350.1
OG0006359	XP_031778277.1	XP_017752515.1
OG0006360	XP_031777907.1	XP_017754257.1
OG0006361	XP_001601025.2	XP_017761602.1
OG0006362	XP_008204925.1	XP_017752132.1
OG0006363	XP_031783678.1	XP_017759794.1
OG0006364	XP_016841601.1	XP_017765162.1
OG0006365	XP_031787412.1	XP_017758174.1
OG0006366	XP_031779592.1, XP_032452713.1	XP_017757728.1
OG0006367	XP_031777719.1, XP_008202836.1	XP_017755098.1
OG0006368	XP_001605772.2	XP_017759294.1
OG0006369	XP_001607889.1	XP_017756066.1
OG0006370	XP_003425939.1	XP_017760603.1
OG0006371	XP_008205328.1	XP_017763692.1
OG0006372	XP_031777904.1, XP_008203158.2	XP_017760507.1
OG0006373	XP_031787059.1	XP_017766855.1
OG0006374	XP_008207963.1	XP_017758946.1
OG0006375	XP_001605402.1	XP_017760704.1
OG0006376	XP_008205685.1	XP_017758789.1
OG0006377	XP_031786723.1	XP_017764902.1
OG0006378	XP_001607429.2	XP_017756181.1
OG0006379	XP_031785270.1	XP_017767536.1
OG0006380	XP_008202024.1	XP_017766663.1
OG0006381	NP_001153469.1	XP_017752509.1
OG0006382	XP_016838576.1	XP_017754320.1
OG0006383	XP_001602941.1	XP_017753351.1
OG0006384	XP_008204234.1, XP_008204227.1	XP_017763399.1
OG0006385	XP_003426955.1	XP_017755726.1
OG0006386	XP_001607970.1	XP_017759750.1
OG0006387	XP_031780652.1	XP_017760316.1
OG0006388	XP_001607351.2	XP_017755431.1
OG0006389	XP_008215156.2	XP_017757358.1
OG0006390	XP_001606624.1	XP_017767576.1
OG0006391	XP_031778974.1	XP_017757282.1
OG0006392	XP_003425756.1	XP_017754386.1
OG0006393	XP_008206671.1, XP_008206670.1	XP_017765317.1
OG0006394	XP_016838670.1	XP_017753390.1
OG0006395	XP_031777949.1	XP_017763448.1
OG0006396	XP_031784524.1	XP_017755558.1
OG0006397	XP_001606827.1	XP_017764000.1
OG0006398	XP_001603834.1	XP_017762968.1
OG0006399	XP_016838230.1	XP_017755952.1
OG0006400	XP_032453786.1	XP_017763457.1
OG0006401	XP_016840057.1	XP_017755913.1
OG0006402	XP_031787300.1, XP_008207034.1	XP_017760434.1
OG0006403	XP_008204749.1	XP_017759830.1
OG0006404	XP_031780070.1	XP_017763838.1
OG0006405	XP_003427447.1	XP_017766565.1
OG0006406	XP_031788183.1	XP_017756354.1
OG0006407	XP_008217031.1	XP_017752548.1
OG0006408	XP_031782728.1	XP_017763530.1
OG0006409	XP_001603998.1	XP_017767256.1
OG0006410	XP_003425987.1	XP_017752233.1
OG0006411	XP_003427576.1	XP_017763890.1
OG0006413	XP_001606603.2	XP_017752513.1
OG0006414	XP_008217801.1	XP_017758348.1
OG0006415	XP_031778092.1	XP_017757963.1
OG0006416	XP_001603184.1	XP_017766008.1
OG0006417	XP_031779275.1	XP_017767448.1
OG0006418	XP_016838028.1	XP_017767269.1
OG0006419	XP_031784960.1, XP_031784959.1, XP_031784961.1	XP_017765809.1
OG0006420	XP_001605597.1	XP_017760178.1
OG0006421	XP_016837049.2	XP_017762364.1
OG0006422	XP_016842705.1, XP_008202438.1, XP_031777400.1	XP_017758829.1
OG0006423	XP_031777554.1	XP_017765993.1
OG0006425	XP_008215911.1	XP_017753011.1
OG0006426	XP_031780150.1	XP_017766649.1
OG0006427	XP_003424561.1	XP_017760044.1, XP_017760038.1
OG0006428	XP_016844586.1, XP_031786304.1	XP_017763631.1
OG0006429	XP_003425474.2	XP_017759152.1
OG0006430	XP_008214936.1, XP_003428226.1	XP_017755585.1
OG0006431	XP_031784502.1, XP_031784501.1	XP_017762925.1
OG0006432	XP_008213238.4	XP_017766451.1
OG0006433	XP_003428196.1	XP_017757615.1
OG0006434	XP_001606625.1	XP_017755469.1
OG0006435	XP_016840617.1	XP_017756526.1
OG0006437	XP_003424748.3	XP_017752253.1
OG0006438	XP_003427793.1, XP_031778800.1	XP_017752844.1
OG0006439	XP_001601225.2, XP_003427799.1	XP_017764457.1
OG0006440	XP_001601004.2	XP_017767686.1
OG0006441	XP_016841065.1, XP_032456390.1	XP_017754053.1
OG0006442	XP_031784581.1	XP_017761730.1
OG0006443	XP_003426042.2	XP_017765940.1
OG0006444	XP_001603154.1	XP_017761173.1
OG0006445	XP_008210146.1	XP_017755399.1
OG0006447	XP_031783662.1	XP_017759711.1, XP_017761782.1
OG0006448	XP_032454263.1	XP_017756771.1
OG0006449	XP_008206336.1	XP_017752298.1
OG0006450	XP_031778620.1	XP_017753094.1
OG0006451	XP_008205547.1	XP_017759238.1
OG0006452	XP_001606806.1	XP_017757498.1
OG0006453	XP_001608204.2	XP_017760428.1
OG0006454	XP_016839517.1	XP_017760009.1
OG0006455	XP_016843952.2	XP_017765567.1
OG0006456	XP_001607452.1	XP_017755151.1
OG0006457	XP_032457199.1, XP_031783023.1	XP_017761995.1
OG0006458	XP_003426993.1, XP_016845724.1	XP_017756032.1
OG0006459	XP_016837350.1	XP_017765278.1
OG0006460	NP_001154953.1, XP_008205976.1	XP_017753791.1
OG0006462	XP_031782811.1	XP_017754045.1
OG0006463	XP_031779505.1	XP_017759551.1
OG0006464	XP_008211256.1	XP_017758747.1
OG0006465	XP_016845158.1	XP_017761032.1
OG0006466	XP_016842101.1	XP_017764071.1
OG0006467	XP_008217642.1	XP_017760091.1
OG0006468	XP_001603976.2	XP_017765967.1
OG0006469	XP_016840788.1	XP_017758874.1
OG0006470	XP_008209980.1	XP_017752205.1
OG0006471	XP_008212571.1	XP_017767027.1
OG0006472	XP_001608068.2	XP_017759985.1
OG0006473	XP_008212651.1	XP_017766173.1
OG0006474	XP_031784462.1	XP_017762958.1
OG0006475	XP_001606736.1	XP_017763270.1
OG0006476	XP_008208068.1	XP_017756777.1
OG0006477	XP_001600804.1	XP_017754794.1
OG0006480	XP_031786919.1	XP_017752669.1
OG0006481	XP_008205429.1	XP_017755506.1
OG0006482	XP_016839977.1	XP_017763069.1
OG0006483	XP_016845819.1	XP_017752635.1
OG0006484	XP_031778175.1	XP_017762719.1
OG0006485	XP_031787323.1	XP_017754024.1
OG0006486	XP_008212454.1	XP_017755681.1
OG0006487	XP_016843988.2	XP_017762394.1
OG0006488	XP_001600859.1	XP_017759173.1
OG0006489	XP_008206393.1	XP_017762099.1
OG0006490	XP_016841447.1	XP_017759093.1
OG0006491	XP_001608182.2	XP_017765456.1
OG0006492	XP_031779053.1	XP_017757294.1
OG0006493	XP_031784925.1, XP_008207522.2	XP_017766953.1
OG0006494	XP_008213577.1	XP_017754698.1
OG0006495	XP_001605944.1	XP_017765339.1
OG0006496	XP_016839853.1	XP_017754982.1
OG0006497	XP_031783070.1	XP_017760092.1
OG0006498	XP_003423927.1	XP_017764414.1
OG0006499	XP_031783602.1	XP_017762840.1
OG0006500	XP_001605766.1	XP_017757301.1
OG0006501	XP_001603108.1	XP_017753507.1
OG0006502	XP_008217085.1, XP_001606048.1	XP_017766869.1
OG0006503	XP_016840456.1	XP_017766842.1
OG0006504	XP_032454028.1	XP_017758552.1
OG0006505	XP_031784057.1	XP_017762205.1
OG0006506	XP_008217001.1	XP_017763753.1
OG0006507	XP_031789298.2	XP_017754168.1
OG0006508	XP_016839579.1	XP_017767311.1
OG0006509	XP_008205594.1	XP_017754422.1
OG0006510	XP_001605077.1	XP_017761231.1
OG0006511	XP_031785546.1	XP_017766090.1, XP_017766112.1
OG0006512	XP_008216385.1	XP_017754609.1
OG0006513	XP_016837115.2	XP_017754680.1
OG0006514	XP_031779225.1	XP_017761325.1
OG0006515	XP_016839675.1	XP_017752863.1
OG0006516	XP_001602411.1	XP_017765628.1, XP_017765608.1
OG0006517	XP_031780208.1	XP_017762089.1
OG0006518	XP_031778637.1	XP_017765201.1
OG0006519	XP_001602880.1	XP_017755374.1
OG0006520	XP_001604666.5	XP_017760792.1
OG0006521	XP_001604733.1	XP_017753119.1
OG0006522	XP_001605954.1	XP_017755003.1
OG0006523	XP_031786490.1	XP_017765660.1
OG0006524	XP_001601139.1	XP_017765434.1
OG0006525	XP_001607901.1	XP_017755253.1
OG0006526	XP_031787711.1	XP_017757273.1
OG0006527	XP_008208985.1	XP_017754580.1
OG0006528	XP_016840743.1	XP_017761182.1
OG0006529	XP_031781915.1, NP_001153368.1	XP_017754695.1
OG0006531	XP_001600453.1	XP_017767440.1
OG0006532	XP_016841519.1	XP_017767331.1
OG0006533	NP_001165793.1	XP_017763511.1
OG0006534	XP_001604643.1	XP_017754342.1
OG0006535	XP_016845792.1	XP_017753673.1
OG0006536	XP_008211180.1	XP_017767739.1
OG0006537	XP_031788280.1	XP_017760419.1
OG0006538	XP_001606429.1, XP_008217116.1	XP_017766256.1
OG0006539	XP_001605041.2	XP_017752806.1
OG0006540	XP_031782299.1	XP_017758679.1
OG0006541	XP_001602758.1	XP_017762582.1, XP_017762580.1
OG0006542	XP_008208924.1	XP_017764605.1
OG0006543	XP_003428208.1	XP_017752741.1
OG0006544	XP_016839253.1	XP_017764939.1
OG0006545	XP_001605927.2	XP_017752537.1
OG0006546	XP_031786333.1, XP_001602660.1	XP_017765847.1
OG0006547	XP_031781807.1	XP_017767112.1
OG0006548	XP_001602854.2	XP_017754474.1
OG0006549	XP_001600296.1	XP_017767649.1
OG0006550	XP_008213012.1, XP_008213408.1	XP_017752566.1
OG0006551	XP_001600000.2	XP_017759564.1
OG0006552	XP_032453071.1, XP_008209430.1	XP_017759858.1
OG0006553	XP_016845695.1	XP_017754151.1
OG0006554	XP_031779131.1	XP_017759518.1
OG0006557	XP_003425300.1	XP_017760415.1, XP_017761309.1
OG0006558	XP_003424461.1	XP_017759473.1
OG0006560	XP_031778509.1	XP_017759494.1
OG0006561	XP_001599358.2	XP_017760134.1, XP_017760133.1
OG0006562	XP_031780290.1	XP_017767171.1
OG0006563	XP_031781004.1	XP_017761317.1
OG0006565	XP_008211318.1	XP_017757553.1
OG0006566	XP_008215669.1	XP_017762340.1
OG0006568	XP_031786759.1, XP_001603642.2	XP_017754545.1
OG0006570	XP_031784414.1	XP_017758223.1
OG0006571	XP_031781904.1	XP_017765125.1
OG0006572	XP_031776805.1, XP_031776804.1	XP_017756430.1
OG0006573	XP_008212269.1	XP_017762802.1
OG0006574	XP_016838645.1	XP_017766887.1
OG0006575	XP_008209391.1	XP_017766527.1
OG0006576	XP_001605754.1	XP_017764228.1
OG0006577	XP_031782233.1	XP_017756340.1
OG0006578	XP_032455817.1	XP_017762991.1
OG0006579	NP_001154943.1	XP_017759030.1
OG0006580	XP_008211503.1	XP_017757855.1
OG0006582	XP_001601128.1	XP_017765721.1
OG0006583	XP_031778579.1	XP_017752425.1
OG0006584	XP_032452618.1	XP_017753613.1
OG0006585	XP_031780552.1	XP_017752694.1
OG0006586	XP_001607315.1	XP_017767442.1
OG0006587	XP_016840426.1	XP_017767703.1
OG0006588	XP_031779118.1, XP_031779119.1	XP_017766183.1
OG0006589	XP_016836725.1	XP_017764624.1
OG0006590	XP_008207972.1	XP_017765804.1
OG0006591	XP_001605564.1	XP_017753927.1, XP_017753928.1
OG0006592	XP_001605763.1	XP_017757186.1
OG0006593	XP_008217053.1	XP_017760719.1
OG0006594	XP_031779091.1	XP_017755656.1
OG0006595	XP_031782167.1	XP_017759844.1
OG0006597	XP_016842106.1	XP_017753898.1
OG0006598	XP_001600324.2	XP_017761721.1
OG0006599	XP_008202865.1, XP_008202866.1	XP_017752792.1
OG0006600	XP_003424137.1	XP_017752943.1
OG0006601	XP_001601635.2	XP_017758499.1, XP_017758355.1
OG0006602	XP_016842157.1	XP_017761041.1
OG0006603	XP_016842278.1	XP_017767133.1
OG0006604	XP_008202478.3	XP_017757126.1
OG0006605	XP_001601148.1	XP_017764193.1
OG0006606	XP_008210004.1	XP_017764337.1
OG0006607	XP_008206669.1, XP_008206668.1	XP_017765302.1
OG0006608	XP_008206681.1	XP_017754872.1
OG0006609	NP_001164363.1	XP_017765988.1
OG0006610	XP_032452451.1	XP_017767281.1, XP_017765626.1
OG0006611	XP_031779806.1	XP_017758742.1
OG0006612	XP_031780348.1	XP_017756020.1
OG0006614	XP_031777862.1	XP_017765773.1
OG0006615	XP_001603297.2	XP_017760125.1
OG0006616	XP_016841752.1	XP_017766575.1
OG0006617	XP_008212483.1	XP_017767111.1
OG0006618	XP_008216596.1	XP_017766105.1
OG0006619	XP_001599180.2	XP_017758799.1
OG0006620	XP_008208527.1	XP_017764380.1
OG0006621	XP_032451856.1	XP_017754646.1
OG0006622	XP_008209128.1	XP_017753803.1
OG0006623	XP_031785369.1	XP_017755785.1
OG0006624	XP_031789414.1	XP_017764869.1
OG0006625	XP_016842343.1	XP_017755119.1
OG0006627	XP_032451954.1	XP_017753816.1
OG0006628	XP_032456072.1	XP_017765758.1, XP_017765757.1
OG0006629	XP_031785603.1	XP_017756263.1
OG0006630	XP_016837746.1	XP_017756521.1
OG0006632	XP_016840720.2, XP_008211693.3	XP_017757602.1
OG0006633	XP_008203225.2	XP_017764062.1
OG0006634	XP_008203343.2	XP_017761011.1
OG0006635	XP_031780926.1	XP_017759648.1
OG0006636	XP_031780315.1	XP_017760100.1
OG0006637	XP_008215699.1	XP_017762395.1
OG0006638	XP_001607530.2	XP_017761521.1
OG0006639	XP_032457211.1	XP_017752615.1
OG0006640	XP_008216304.1	XP_017760096.1
OG0006641	XP_031778003.1	XP_017760655.1
OG0006642	XP_008217293.1	XP_017759676.1
OG0006643	XP_001602798.1	XP_017753831.1
OG0006644	XP_031778845.1	XP_017755406.1
OG0006645	XP_008211193.1	XP_017756459.1
OG0006646	XP_016845860.1	XP_017759053.1
OG0006647	NP_001135855.1	XP_017767665.1
OG0006648	NP_001164364.1	XP_017766633.1
OG0006649	XP_031778238.1	XP_017764395.1
OG0006651	XP_003424901.1	XP_017761559.1, XP_017761564.1
OG0006652	XP_016839361.1	XP_017764258.1, XP_017765632.1
OG0006653	XP_031782242.1	XP_017753728.1
OG0006654	XP_031784933.1	XP_017759162.1
OG0006655	XP_001602957.2	XP_017758586.1
OG0006656	XP_031786214.1	XP_017767533.1
OG0006658	XP_016839498.1	XP_017753337.1
OG0006659	XP_001602258.1	XP_017758625.1
OG0006660	XP_031778930.1, XP_031778929.1, XP_031778928.1	XP_017758266.1
OG0006661	XP_016840656.1	XP_017759695.1
OG0006662	XP_031783459.1	XP_017764042.1
OG0006663	XP_008208105.1	XP_017760630.1
OG0006664	XP_016839023.1	XP_017754293.1
OG0006665	XP_032456823.1	XP_017761550.1
OG0006666	XP_031778039.1	XP_017759387.1
OG0006667	XP_016839339.1	XP_017764932.1
OG0006668	XP_031781638.1, XP_008207826.1	XP_017767776.1
OG0006669	XP_016840124.1	XP_017754493.1
OG0006670	XP_016845692.1	XP_017754202.1
OG0006671	XP_008215512.1	XP_017764663.1
OG0006672	XP_031787646.1, XP_031787782.1	XP_017765144.1, XP_017765067.1
OG0006674	XP_031787734.1	XP_017765227.1
OG0006675	XP_008203088.1	XP_017765475.1
OG0006677	XP_003427551.1	XP_017757854.1
OG0006678	XP_031783087.1	XP_017753047.1
OG0006679	XP_001600285.1	XP_017753079.1, XP_017753078.1
OG0006680	XP_001604606.2	XP_017759419.1
OG0006681	XP_016845338.1	XP_017767388.1
OG0006683	XP_001607546.2	XP_017753950.1
OG0006684	XP_003425293.1	XP_017760884.1
OG0006685	XP_003426681.1	XP_017753772.1
OG0006686	XP_003428159.1	XP_017753813.1, XP_017753811.1
OG0006688	XP_003424078.1	XP_017758238.1
OG0006689	XP_031776765.1, XP_001605151.1	XP_017764086.1
OG0006690	XP_001604156.1	XP_017762354.1
OG0006691	XP_031777947.2	XP_017760508.1
OG0006693	XP_008211427.1	XP_017761928.1
OG0006694	XP_031789411.1	XP_017761473.1
OG0006695	XP_008215971.1, XP_031787122.1	XP_017755806.1
OG0006696	XP_016840696.1	XP_017752190.1
OG0006697	XP_032457215.1	XP_017764878.1
OG0006698	XP_031787796.1	XP_017759440.1
OG0006699	XP_031788702.1	XP_017764467.1
OG0006700	XP_001605887.1	XP_017760247.1
OG0006701	XP_001602843.2	XP_017757200.1
OG0006702	XP_016845710.1	XP_017754528.1
OG0006703	XP_031781259.1	XP_017752614.1
OG0006704	XP_001607617.1, XP_008203031.1	XP_017754026.1
OG0006705	XP_001599958.1	XP_017762730.1
OG0006706	XP_001601424.3	XP_017766659.1
OG0006707	XP_001601601.2	XP_017764051.1
OG0006708	XP_001606635.1	XP_017760282.1
OG0006709	XP_031782108.1	XP_017767215.1
OG0006710	XP_008212484.1	XP_017767114.1
OG0006711	XP_003425948.1	XP_017757614.1
OG0006713	XP_001600589.1	XP_017763666.1
OG0006714	NP_001135968.1	XP_017758095.1
OG0006715	XP_001600868.3	XP_017755862.1
OG0006717	XP_008214058.1	XP_017762239.1
OG0006719	XP_031787053.1	XP_017764099.1
OG0006720	XP_031786819.1	XP_017761130.1
OG0006721	XP_031787583.1	XP_017756163.1
OG0006722	XP_001600821.1	XP_017755438.1
OG0006723	XP_001606499.2	XP_017754228.1
OG0006725	XP_001606025.1, XP_008211017.1	XP_017754478.1
OG0006726	XP_016840584.1	XP_017766773.1
OG0006727	XP_003425856.1	XP_017762910.1
OG0006728	XP_032454110.1, XP_003425685.1	XP_017765700.1
OG0006729	XP_001602699.2	XP_017756137.1
OG0006730	XP_031784693.1	XP_017755035.1
OG0006731	XP_001606607.1	XP_017761479.1
OG0006732	XP_001604833.2	XP_017766631.1
OG0006733	XP_008207659.1	XP_017754232.1
OG0006734	XP_001599401.2	XP_017761943.1
OG0006735	XP_001602910.2	XP_017755358.1
OG0006736	XP_001603351.2	XP_017754088.1
OG0006737	XP_031778964.1	XP_017755436.1
OG0006739	XP_001601258.1	XP_017759699.1
OG0006740	XP_001601237.1	XP_017755638.1
OG0006741	XP_016841038.1	XP_017752840.1
OG0006742	XP_001599395.1	XP_017763385.1
OG0006743	XP_031786371.1	XP_017752362.1
OG0006745	XP_001600163.2	XP_017765240.1
OG0006746	XP_031782435.1	XP_017756359.1
OG0006747	XP_003426589.2	XP_017764945.1
OG0006748	XP_031776745.1	XP_017758793.1
OG0006749	XP_001602704.1	XP_017754021.1
OG0006750	XP_001605126.1	XP_017760115.1, XP_017760105.1
OG0006751	XP_016841143.1, XP_016841144.1	XP_017764636.1
OG0006752	XP_031789399.1	XP_017758706.1
OG0006753	XP_008211880.1	XP_017755481.1
OG0006754	XP_001604899.4	XP_017753731.1
OG0006755	XP_031783060.1, NP_001152818.1	XP_017754557.1, XP_017754558.1
OG0006757	XP_001607695.1	XP_017754718.1
OG0006759	XP_032452778.1	XP_017752392.1
OG0006760	XP_008202991.1	XP_017752254.1
OG0006761	XP_001603247.1	XP_017765624.1, XP_017765648.1
OG0006762	NP_001135905.1, XP_016838719.1	XP_017757905.1, XP_017757906.1, XP_017757904.1
OG0006763	NP_001166263.1	XP_017759813.1
OG0006765	XP_003426777.2, XP_016840770.1	XP_017757374.1
OG0006766	XP_031788074.1, XP_008218134.1, XP_008218135.1, XP_032456073.1	XP_017759305.1
OG0006770	XP_003427699.1	XP_017761674.1
OG0006771	XP_008215124.2, XP_008215114.2, XP_008215136.2, XP_008215131.2, XP_032455693.1, XP_032455691.1, XP_003427421.1	XP_017762396.1
OG0006772	XP_003426498.1	XP_017763156.1
OG0006773	XP_008213506.1	XP_017754743.1
OG0006775	XP_008215103.1	XP_017758834.1, XP_017758835.1, XP_017758836.1, XP_017758837.1
OG0006776	XP_016837136.1, XP_016837137.1, XP_031779153.1	XP_017767278.1
OG0006777	XP_031787057.1	XP_017756589.1
OG0006778	XP_031789623.1, XP_032455075.1	XP_017763777.1
OG0006780	XP_031785667.1, XP_003427518.1, XP_008211371.1, XP_008211372.1	XP_017757193.1
OG0006781	XP_008208671.1	XP_017767730.1
OG0006782	XP_031778140.1, XP_032454079.1, XP_031778139.1	XP_017753678.1
OG0006783	XP_008214301.1, XP_031782625.1	XP_017762517.1, XP_017765611.1
OG0006784	XP_031778909.1	XP_017755370.1
OG0006785	XP_031784435.1	XP_017762945.1
OG0006786	XP_031787259.1	XP_017756892.1
OG0006787	XP_032455179.1, XP_032455180.1, XP_031786688.1, XP_016845277.1	XP_017755821.1
OG0006788	XP_031785387.1	XP_017761798.1
OG0006790	XP_031786264.1, XP_031786262.1, XP_031786263.1	XP_017766508.1
OG0006792	XP_016845195.1	XP_017753844.1
OG0006793	XP_016842270.2, NP_001234902.1	XP_017758093.1
OG0006798	XP_001606310.1	XP_017752941.1
OG0006799	NP_001165821.1	XP_017761727.1
OG0006800	XP_016837946.2	XP_017752352.1
OG0006801	XP_031780778.1	XP_017766333.1
OG0006802	XP_001607849.1	XP_017761148.1
OG0006803	XP_001599652.1	XP_017763742.1
OG0006804	XP_001608256.1	XP_017752275.1
OG0006805	XP_008204547.1	XP_017766576.1
OG0006806	XP_016839578.1	XP_017763045.1
OG0006807	XP_001605069.1	XP_017763193.1
OG0006808	XP_001604366.1	XP_017760135.1
OG0006809	XP_001608066.1	XP_017755470.1
OG0006810	XP_001607882.1	XP_017754828.1
OG0006811	XP_001605207.2	XP_017759548.1
OG0006812	XP_031784083.1	XP_017760819.1
OG0006813	XP_031787509.1	XP_017759328.1
OG0006814	XP_001600601.2	XP_017757962.1
OG0006815	XP_008211499.1	XP_017766570.1
OG0006816	XP_008211542.1	XP_017764394.1
OG0006817	XP_003426364.1	XP_017752496.1
OG0006818	XP_016836528.1	XP_017755005.1
OG0006819	XP_031784521.1	XP_017756352.1
OG0006820	XP_001604778.2	XP_017761660.1
OG0006821	XP_001608158.1	XP_017758441.1
OG0006822	NP_001177976.1	XP_017756517.1
OG0006824	XP_003424562.1	XP_017755637.1
OG0006825	XP_031781879.1	XP_017759872.1
OG0006826	XP_016844584.1	XP_017764425.1
OG0006827	XP_001605429.2	XP_017754195.1
OG0006828	XP_001602417.1	XP_017752302.1
OG0006829	XP_031782097.1	XP_017763851.1
OG0006830	XP_003425944.1	XP_017755890.1
OG0006831	XP_016840117.1	XP_017767223.1
OG0006832	XP_001605723.1	XP_017758670.1
OG0006833	XP_003424601.1	XP_017759855.1
OG0006834	XP_001606729.2	XP_017762223.1
OG0006835	XP_001605596.1	XP_017764195.1
OG0006836	XP_001607497.1	XP_017765881.1
OG0006838	XP_001603267.2	XP_017757692.1
OG0006839	XP_001607971.1	XP_017756872.1
OG0006840	XP_001602385.1, XP_001602450.1	XP_017752434.1, XP_017752399.1
OG0006841	XP_001600094.1	XP_017760496.1
OG0006842	NP_001154931.1	XP_017755177.1
OG0006844	XP_008205458.1	XP_017767414.1
OG0006845	XP_001603596.1	XP_017765797.1
OG0006846	XP_008208702.1	XP_017765017.1
OG0006847	XP_001605493.1	XP_017762794.1
OG0006848	NP_001123258.1	XP_017766292.1
OG0006849	XP_001607576.1	XP_017756498.1
OG0006850	XP_001599491.1	XP_017753722.1
OG0006851	XP_001605724.1	XP_017765974.1
OG0006852	XP_001600750.1	XP_017759919.1
OG0006853	XP_003427462.1	XP_017759898.1
OG0006854	XP_008207464.1	XP_017766954.1
OG0006855	XP_016842557.1	XP_017759287.1
OG0006856	NP_001123221.2	XP_017762029.1
OG0006857	XP_001602355.1	XP_017754632.1
OG0006858	XP_001601343.1	XP_017764713.1
OG0006859	NP_001165795.1	XP_017760621.1
OG0006860	XP_003424573.1	XP_017763218.1
OG0006861	XP_001600982.1	XP_017756801.1
OG0006862	XP_016838358.1	XP_017760418.1
OG0006863	XP_003424046.3	XP_017761078.1
OG0006864	XP_003427298.1	XP_017763047.1
OG0006865	NP_001161184.1	XP_017762292.1
OG0006866	XP_016842433.2	XP_017763023.1
OG0006867	XP_031783477.1	XP_017753100.1
OG0006868	NP_001136346.1, XP_031787487.1	XP_017766114.1
OG0006869	XP_031788181.1	XP_017763219.1
OG0006870	XP_001608069.1	XP_017752843.1
OG0006871	XP_001608087.2	XP_017760016.1
OG0006872	XP_001606559.1	XP_017765435.1
OG0006873	XP_001604661.1	XP_017752535.1
OG0006874	XP_031783554.1	XP_017756270.1
OG0006875	XP_031783767.1	XP_017762298.1
OG0006876	XP_032456509.1	XP_017763788.1
OG0006877	XP_031787669.1	XP_017754513.1
OG0006878	XP_001606368.1	XP_017760873.1
OG0006879	XP_001608093.2	XP_017764965.1
OG0006880	XP_001604676.1	XP_017764967.1
OG0006881	NP_001136160.1	XP_017755816.1
OG0006882	XP_001601337.1	XP_017755237.1
OG0006883	XP_016844606.1	XP_017755661.1
OG0006884	XP_008210384.1	XP_017756281.1, XP_017754604.1
OG0006885	XP_001604769.2	XP_017761471.1
OG0006886	XP_008206141.1	XP_017756248.1
OG0006887	NP_001135909.1	XP_017754741.1
OG0006888	XP_001604960.1	XP_017759306.1
OG0006890	XP_008212499.1	XP_017766236.1
OG0006891	XP_016838911.1	XP_017754561.1
OG0006892	XP_031787270.1	XP_017753222.1
OG0006893	XP_008210112.1	XP_017760870.1
OG0006894	XP_001606034.1	XP_017756563.1
OG0006895	XP_001607996.1	XP_017762367.1
OG0006896	XP_001607231.2	XP_017755675.1
OG0006897	XP_016845876.1	XP_017752802.1
OG0006898	XP_031778725.1	XP_017756221.1
OG0006899	XP_008212999.1	XP_017763494.1
OG0006900	XP_001599050.1	XP_017758435.1
OG0006901	XP_001603586.2	XP_017755958.1
OG0006902	XP_001605210.1	XP_017761903.1
OG0006903	XP_031780376.1	XP_017763908.1
OG0006905	XP_001608163.1	XP_017766010.1
OG0006906	NP_001165824.1	XP_017763884.1
OG0006907	XP_031783787.1	XP_017761745.1
OG0006908	XP_008216689.1	XP_017759976.1
OG0006909	XP_001600449.3	XP_017759888.1
OG0006910	XP_032454934.1	XP_017763693.1
OG0006911	XP_001608173.1	XP_017757972.1
OG0006913	XP_008203373.2	XP_017752719.1
OG0006914	NP_001123085.1	XP_017753719.1
OG0006915	XP_001603229.2	XP_017761177.1
OG0006916	XP_001600698.1	XP_017767270.1
OG0006917	XP_001599955.2	XP_017758843.1
OG0006918	XP_001600714.1	XP_017767704.1
OG0006919	XP_008212900.1	XP_017764460.1
OG0006920	XP_001603157.2	XP_017759080.1
OG0006921	XP_001608157.1	XP_017754390.1
OG0006922	XP_001607157.2	XP_017762994.1
OG0006923	XP_031784917.1	XP_017757853.1
OG0006924	XP_001607722.1	XP_017758987.1
OG0006925	XP_001602512.1	XP_017761099.1
OG0006926	XP_008203909.1	XP_017755910.1
OG0006927	XP_031787403.1	XP_017757753.1
OG0006928	XP_031788402.1	XP_017763082.1
OG0006929	XP_031782887.1	XP_017761990.1
OG0006930	XP_001605224.2	XP_017755720.1
OG0006931	XP_001606004.2	XP_017763387.1
