Orthogroup	Nasonia_vitripennis	Nomia_melanderi
OG0006689	XP_031776765.1, XP_001605151.1	XP_031840184.1
OG0006690	XP_001604156.1	XP_031834286.1
OG0006691	XP_031777947.2	XP_031829517.1
OG0006693	XP_008211427.1	XP_031838549.1
OG0006694	XP_031789411.1	XP_031849756.1
OG0006695	XP_008215971.1, XP_031787122.1	XP_031840157.1
OG0006696	XP_016840696.1	XP_031826969.1, XP_031826970.1
OG0006697	XP_032457215.1	XP_031828136.1
OG0006698	XP_031787796.1	XP_031844205.1
OG0006699	XP_031788702.1	XP_031826876.1
OG0006700	XP_001605887.1	XP_031837022.1
OG0006701	XP_001602843.2	XP_031845380.1
OG0006702	XP_016845710.1	XP_031847265.1
OG0006703	XP_031781259.1	XP_031828342.1, XP_031828344.1
OG0006704	XP_001607617.1, XP_008203031.1	XP_031839336.1
OG0006705	XP_001599958.1	XP_031832413.1
OG0006706	XP_001601424.3	XP_031827722.1
OG0006707	XP_001601601.2	XP_031841441.1
OG0006708	XP_001606635.1	XP_031833973.1, XP_031833971.1, XP_031833972.1
OG0006709	XP_031782108.1	XP_031832874.1
OG0006710	XP_008212484.1	XP_031844324.1
OG0006711	XP_003425948.1	XP_031831878.1
OG0006713	XP_001600589.1	XP_031842440.1, XP_031842441.1, XP_031842439.1
OG0006714	NP_001135968.1	XP_031843058.1
OG0006715	XP_001600868.3	XP_031839385.1
OG0006717	XP_008214058.1	XP_031838982.1
OG0006719	XP_031787053.1	XP_031843119.1
OG0006720	XP_031786819.1	XP_031827352.1
OG0006721	XP_031787583.1	XP_031841285.1
OG0006722	XP_001600821.1	XP_031844507.1, XP_031844508.1
OG0006723	XP_001606499.2	XP_031846860.1
OG0006725	XP_001606025.1, XP_008211017.1	XP_031846433.1
OG0006726	XP_016840584.1	XP_031840042.1
OG0006727	XP_003425856.1	XP_031828559.1
OG0006728	XP_032454110.1, XP_003425685.1	XP_031846336.1
OG0006729	XP_001602699.2	XP_031841357.1
OG0006730	XP_031784693.1	XP_031837909.1
OG0006731	XP_001606607.1	XP_031849883.1
OG0006732	XP_001604833.2	XP_031835955.1
OG0006733	XP_008207659.1	XP_031847604.1
OG0006734	XP_001599401.2	XP_031850180.1
OG0006735	XP_001602910.2	XP_031844256.1
OG0006736	XP_001603351.2	XP_031848479.1
OG0006737	XP_031778964.1	XP_031844577.1
OG0006739	XP_001601258.1	XP_031835004.1
OG0006740	XP_001601237.1	XP_031831439.1
OG0006741	XP_016841038.1	XP_031844810.1
OG0006742	XP_001599395.1	XP_031850275.1
OG0006743	XP_031786371.1	XP_031825692.1
OG0006745	XP_001600163.2	XP_031847333.1
OG0006746	XP_031782435.1	XP_031839972.1
OG0006747	XP_003426589.2	XP_031847314.1
OG0006748	XP_031776745.1	XP_031844036.1
OG0006749	XP_001602704.1	XP_031847562.1
OG0006750	XP_001605126.1	XP_031826768.1
OG0006751	XP_016841143.1, XP_016841144.1	XP_031847652.1
OG0006752	XP_031789399.1	XP_031841447.1
OG0006753	XP_008211880.1	XP_031848183.1
OG0006754	XP_001604899.4	XP_031842555.1
OG0006755	XP_031783060.1, NP_001152818.1	XP_031846032.1
OG0006757	XP_001607695.1	XP_031834766.1, XP_031834765.1
OG0006759	XP_032452778.1	XP_031844632.1, XP_031844633.1
OG0006760	XP_008202991.1	XP_031832292.1, XP_031832293.1
OG0006761	XP_001603247.1	XP_031841006.1, XP_031841018.1
OG0006762	NP_001135905.1, XP_016838719.1	XP_031838077.1
OG0006763	NP_001166263.1	XP_031839527.1
OG0006765	XP_003426777.2, XP_016840770.1	XP_031849591.1
OG0006766	XP_031788074.1, XP_008218134.1, XP_008218135.1, XP_032456073.1	XP_031833006.1
OG0006770	XP_003427699.1	XP_031838707.1, XP_031838706.1
OG0006771	XP_008215124.2, XP_008215114.2, XP_008215136.2, XP_008215131.2, XP_032455693.1, XP_032455691.1, XP_003427421.1	XP_031836059.1
OG0006772	XP_003426498.1	XP_031834124.1, XP_031834126.1, XP_031834125.1
OG0006773	XP_008213506.1	XP_031834769.1
OG0006775	XP_008215103.1	XP_031841232.1
OG0006776	XP_016837136.1, XP_016837137.1, XP_031779153.1	XP_031833140.1, XP_031833137.1
OG0006777	XP_031787057.1	XP_031839008.1, XP_031839009.1
OG0006780	XP_031785667.1, XP_003427518.1, XP_008211371.1, XP_008211372.1	XP_031845458.1
OG0006781	XP_008208671.1	XP_031833634.1
OG0006782	XP_031778140.1, XP_032454079.1, XP_031778139.1	XP_031843374.1
OG0006784	XP_031778909.1	XP_031844286.1
OG0006785	XP_031784435.1	XP_031833444.1
OG0006786	XP_031787259.1	XP_031844689.1, XP_031848643.1
OG0006787	XP_032455179.1, XP_032455180.1, XP_031786688.1, XP_016845277.1	XP_031842112.1
OG0006788	XP_031785387.1	XP_031837905.1
OG0006790	XP_031786264.1, XP_031786262.1, XP_031786263.1	XP_031832363.1
OG0006792	XP_016845195.1	XP_031843034.1
OG0006793	XP_016842270.2, NP_001234902.1	XP_031842883.1
OG0006798	XP_001606310.1	XP_031825736.1
OG0006799	NP_001165821.1	XP_031838663.1
OG0006800	XP_016837946.2	XP_031840949.1
OG0006801	XP_031780778.1	XP_031842277.1
OG0006802	XP_001607849.1	XP_031827302.1
OG0006803	XP_001599652.1	XP_031826023.1
OG0006804	XP_001608256.1	XP_031832023.1
OG0006805	XP_008204547.1	XP_031827711.1
OG0006806	XP_016839578.1	XP_031831991.1
OG0006807	XP_001605069.1	XP_031836202.1
OG0006808	XP_001604366.1	XP_031829312.1
OG0006809	XP_001608066.1	XP_031837944.1
OG0006810	XP_001607882.1	XP_031849955.1
OG0006811	XP_001605207.2	XP_031841212.1
OG0006812	XP_031784083.1	XP_031835469.1
OG0006813	XP_031787509.1	XP_031832707.1
OG0006814	XP_001600601.2	XP_031837986.1
OG0006815	XP_008211499.1	XP_031832351.1
OG0006816	XP_008211542.1	XP_031829077.1
OG0006817	XP_003426364.1	XP_031849084.1
OG0006818	XP_016836528.1	XP_031826601.1
OG0006819	XP_031784521.1	XP_031831449.1
OG0006820	XP_001604778.2	XP_031830323.1
OG0006821	XP_001608158.1	XP_031830652.1
OG0006822	NP_001177976.1	XP_031848808.1
OG0006824	XP_003424562.1	XP_031831371.1
OG0006825	XP_031781879.1	XP_031832929.1
OG0006826	XP_016844584.1	XP_031827054.1
OG0006827	XP_001605429.2	XP_031849295.1
OG0006828	XP_001602417.1	XP_031847469.1
OG0006829	XP_031782097.1	XP_031846792.1
OG0006830	XP_003425944.1	XP_031845565.1
OG0006831	XP_016840117.1	XP_031845949.1
OG0006832	XP_001605723.1	XP_031835536.1
OG0006833	XP_003424601.1	XP_031832647.1
OG0006834	XP_001606729.2	XP_031836021.1
OG0006836	XP_001607497.1	XP_031833354.1
OG0006838	XP_001603267.2	XP_031843559.1
OG0006839	XP_001607971.1	XP_031840081.1
OG0006840	XP_001602385.1, XP_001602450.1	XP_031847471.1
OG0006841	XP_001600094.1	XP_031829755.1
OG0006842	NP_001154931.1	XP_031827923.1
OG0006843	XP_001600090.1	XP_031836536.1
OG0006844	XP_008205458.1	XP_031845499.1
OG0006845	XP_001603596.1	XP_031841080.1
OG0006846	XP_008208702.1	XP_031841010.1
OG0006847	XP_001605493.1	XP_031840621.1
OG0006848	NP_001123258.1	XP_031843444.1
OG0006849	XP_001607576.1	XP_031837660.1
OG0006850	XP_001599491.1	XP_031846811.1
OG0006851	XP_001605724.1	XP_031839442.1
OG0006852	XP_001600750.1	XP_031832612.1
OG0006853	XP_003427462.1	XP_031832870.1
OG0006854	XP_008207464.1	XP_031842210.1
OG0006855	XP_016842557.1	XP_031827636.1
OG0006856	NP_001123221.2	XP_031827351.1
OG0006857	XP_001602355.1	XP_031827093.1
OG0006858	XP_001601343.1	XP_031843774.1
OG0006859	NP_001165795.1	XP_031832998.1
OG0006860	XP_003424573.1	XP_031837671.1
OG0006861	XP_001600982.1	XP_031833034.1
OG0006862	XP_016838358.1	XP_031840714.1
OG0006863	XP_003424046.3	XP_031848593.1
OG0006864	XP_003427298.1	XP_031831774.1
OG0006865	NP_001161184.1	XP_031835792.1
OG0006866	XP_016842433.2	XP_031842559.1
OG0006867	XP_031783477.1	XP_031834403.1
OG0006868	NP_001136346.1, XP_031787487.1	XP_031850355.1
OG0006869	XP_031788181.1	XP_031837771.1
OG0006870	XP_001608069.1	XP_031844766.1
OG0006871	XP_001608087.2	XP_031845615.1
OG0006872	XP_001606559.1	XP_031841987.1
OG0006873	XP_001604661.1	XP_031830237.1
OG0006874	XP_031783554.1	XP_031829924.1
OG0006875	XP_031783767.1	XP_031835359.1
OG0006876	XP_032456509.1	XP_031826488.1
OG0006877	XP_031787669.1	XP_031850565.1
OG0006878	XP_001606368.1	XP_031849251.1
OG0006879	XP_001608093.2	XP_031847493.1
OG0006880	XP_001604676.1	XP_031847482.1
OG0006882	XP_001601337.1	XP_031825349.1
OG0006883	XP_016844606.1	XP_031831289.1, XP_031831290.1
OG0006884	XP_008210384.1	XP_031833768.1
OG0006885	XP_001604769.2	XP_031849392.1
OG0006886	XP_008206141.1	XP_031829868.1
OG0006887	NP_001135909.1	XP_031834723.1
OG0006888	XP_001604960.1	XP_031832994.1
OG0006890	XP_008212499.1	XP_031843859.1
OG0006891	XP_016838911.1	XP_031845995.1
OG0006892	XP_031787270.1	XP_031840413.1
OG0006893	XP_008210112.1	XP_031848767.1
OG0006894	XP_001606034.1	XP_031843288.1
OG0006895	XP_001607996.1	XP_031829693.1
OG0006896	XP_001607231.2	XP_031831473.1
OG0006897	XP_016845876.1	XP_031825769.1
OG0006898	XP_031778725.1	XP_031834313.1
OG0006899	XP_008212999.1	XP_031831986.1
OG0006900	XP_001599050.1	XP_031830509.1
OG0006901	XP_001603586.2	XP_031833757.1
OG0006902	XP_001605210.1	XP_031850237.1
OG0006903	XP_031780376.1	XP_031836855.1
OG0006905	XP_001608163.1	XP_031844703.1
OG0006906	NP_001165824.1	XP_031825410.1
OG0006907	XP_031783787.1	XP_031834040.1
OG0006908	XP_008216689.1	XP_031834410.1
OG0006909	XP_001600449.3	XP_031832844.1
OG0006910	XP_032454934.1	XP_031842303.1
OG0006911	XP_001608173.1	XP_031848046.1
OG0006913	XP_008203373.2	XP_031847006.1
OG0006914	NP_001123085.1	XP_031832558.1
OG0006915	XP_001603229.2	XP_031832513.1
OG0006916	XP_001600698.1	XP_031842340.1
OG0006917	XP_001599955.2	XP_031838582.1
OG0006918	XP_001600714.1	XP_031833607.1
OG0006919	XP_008212900.1	XP_031827195.1
OG0006920	XP_001603157.2	XP_031844023.1
OG0006921	XP_001608157.1	XP_031828259.1
OG0006922	XP_001607157.2	XP_031842940.1
OG0006923	XP_031784917.1	XP_031843833.1
OG0006924	XP_001607722.1	XP_031841195.1
OG0006925	XP_001602512.1	XP_031846034.1
OG0006926	XP_008203909.1	XP_031834179.1
OG0006927	XP_031787403.1	XP_031836025.1
OG0006928	XP_031788402.1	XP_031832265.1
OG0006929	XP_031782887.1	XP_031830270.1
OG0006930	XP_001605224.2	XP_031838220.1
OG0006931	XP_001606004.2	XP_031850266.1
OG0006932	XP_031782412.1	XP_031842593.1
OG0006933	XP_031779543.1	XP_031840943.1
OG0006934	XP_008209600.1	XP_031843473.1
OG0006935	NP_001161449.1	XP_031828232.1
OG0006936	XP_001600930.2	XP_031832792.1
OG0006937	XP_003426680.1	XP_031847285.1
OG0006938	XP_001599344.2	XP_031833256.1
OG0006939	XP_031783469.1	XP_031834415.1
OG0006940	XP_016836585.1	XP_031832899.1
OG0006941	XP_016837146.1	XP_031848208.1
OG0006942	XP_032455541.1	XP_031843417.1, XP_031843420.1
OG0006944	XP_031779301.1	XP_031844327.1
OG0006945	XP_032454428.1	XP_031828061.1
OG0006946	XP_008215247.1	XP_031840170.1
OG0006947	XP_001606216.2	XP_031833731.1, XP_031833735.1
OG0006948	XP_003426410.1	XP_031836790.1
OG0006949	XP_016844782.1	XP_031850010.1
OG0006950	XP_001602833.2	XP_031842575.1
OG0006951	XP_001600435.1	XP_031841710.1
OG0006952	XP_001602203.1	XP_031831927.1
OG0006953	XP_008217975.1	XP_031829518.1
OG0006954	XP_001606273.2	XP_031844733.1
OG0006955	NP_001123223.2	XP_031830628.1
OG0006956	XP_001607153.2	XP_031834491.1
OG0006957	XP_016838657.1	XP_031832441.1
OG0006958	XP_001604933.2	XP_031849314.1
OG0006960	XP_031776691.1	XP_031826062.1
OG0006961	XP_031788152.1	XP_031842665.1
OG0006962	XP_008205005.1	XP_031845611.1
OG0006963	XP_003427493.1	XP_031831173.1
OG0006964	XP_001605180.1	XP_031846773.1
OG0006965	XP_031781635.1	XP_031835389.1
OG0006966	XP_001607847.1	XP_031836979.1
OG0006967	XP_001603185.1	XP_031845304.1
OG0006968	XP_001607897.2	XP_031842478.1
OG0006969	XP_001606562.1	XP_031829675.1
OG0006970	XP_031782047.1	XP_031828687.1
OG0006971	XP_031776718.1	XP_031829928.1
OG0006972	XP_031781596.1	XP_031828654.1
OG0006973	XP_003424231.1	XP_031845748.1
OG0006974	XP_031777565.1	XP_031832703.1
OG0006975	XP_031778098.1	XP_031832894.1
OG0006976	XP_031786769.1	XP_031828366.1
OG0006977	XP_016842457.1	XP_031845897.1
OG0006978	XP_008211315.1	XP_031840416.1
OG0006979	XP_016840082.1	XP_031826675.1
OG0006980	XP_001600102.2	XP_031841611.1
OG0006981	XP_001608135.2	XP_031826586.1
OG0006982	XP_001604900.3	XP_031835570.1
OG0006983	XP_031777371.1	XP_031826672.1
OG0006984	XP_001603216.1	XP_031837492.1
OG0006985	XP_016837916.1	XP_031842329.1
OG0006986	XP_016841796.1	XP_031843989.1
OG0006987	XP_001605270.1	XP_031835089.1
OG0006988	XP_001599314.1	XP_031846612.1
OG0006989	XP_016838839.1, XP_031783679.1	XP_031848339.1
OG0006990	XP_016838370.2	XP_031845548.1
OG0006991	XP_001600892.2	XP_031844573.1
OG0006992	XP_001601245.1, XP_003424704.1	XP_031839500.1
OG0006993	XP_008215834.1	XP_031840427.1
OG0006994	XP_001600202.1	XP_031825399.1
OG0006995	XP_008206359.1	XP_031828413.1
OG0006996	XP_008207316.2	XP_031829578.1
OG0006997	XP_008217884.1	XP_031826699.1
OG0006999	XP_001603225.1	XP_031845505.1
OG0007000	XP_016842165.1	XP_031834142.1
OG0007001	XP_001600968.1	XP_031829435.1
OG0007002	XP_008208962.1	XP_031828020.1
OG0007003	XP_001603770.2	XP_031831786.1
OG0007004	XP_031782984.1	XP_031847550.1
OG0007005	XP_001599799.1	XP_031844608.1
OG0007006	NP_001153415.1	XP_031825611.1
OG0007007	XP_031783448.1	XP_031834365.1
OG0007008	XP_001599746.2	XP_031847627.1
OG0007009	XP_031777477.1	XP_031845577.1
OG0007010	XP_031778555.1	XP_031838807.1
OG0007011	XP_031788759.1	XP_031830484.1, XP_031830483.1
OG0007012	XP_001605994.1	XP_031833210.1
OG0007013	XP_031783481.1	XP_031833348.1
OG0007014	XP_001602756.1	XP_031840768.1
OG0007016	XP_001600292.1	XP_031845385.1
OG0007017	XP_008203915.1	XP_031846749.1
OG0007018	XP_001603228.1	XP_031828504.1
OG0007019	XP_031778257.1	XP_031829961.1
OG0007020	XP_003425538.1	XP_031843227.1
OG0007022	XP_001606511.2	XP_031832553.1
OG0007023	XP_001606759.2	XP_031831362.1
OG0007024	XP_008210462.3	XP_031832165.1
OG0007025	XP_001604161.1	XP_031846541.1
OG0007026	XP_008207113.1	XP_031825896.1
OG0007027	XP_001605621.1	XP_031829951.1
OG0007028	XP_016841854.1	XP_031832448.1
OG0007029	XP_031785943.1	XP_031835636.1
OG0007030	XP_031781190.1	XP_031848192.1
OG0007031	XP_031778496.1	XP_031842415.1
OG0007032	XP_032454232.1, XP_016839008.1	XP_031846911.1
OG0007033	XP_032455608.1	XP_031844083.1
OG0007034	XP_008207029.1	XP_031847369.1
OG0007036	XP_001600018.2	XP_031828291.1
OG0007038	XP_001606569.2	XP_031843057.1
OG0007039	XP_001607537.2	XP_031837371.1
OG0007040	XP_003426259.1	XP_031847747.1
OG0007041	XP_003424731.1	XP_031827907.1
OG0007042	XP_008207629.1	XP_031840324.1
OG0007043	XP_008217824.1	XP_031830828.1
OG0007044	XP_001605030.2	XP_031838552.1
OG0007045	XP_001600095.2	XP_031827064.1
OG0007046	XP_031780075.1	XP_031843913.1
OG0007047	XP_001604189.2	XP_031837252.1
OG0007049	XP_031782284.1	XP_031834656.1
OG0007050	XP_001600992.1	XP_031839428.1
OG0007051	XP_008212208.1	XP_031826924.1
OG0007052	XP_001602606.2	XP_031844303.1
OG0007053	XP_031780748.1	XP_031848595.1
OG0007054	XP_031785554.1	XP_031826312.1
OG0007055	XP_001608292.1	XP_031841816.1
OG0007056	XP_001606680.2	XP_031825723.1
OG0007057	XP_008207044.2	XP_031844804.1
OG0007058	XP_008203002.1	XP_031843911.1
OG0007059	XP_001600798.2	XP_031847617.1
OG0007060	XP_031781057.1	XP_031837057.1
OG0007062	NP_001161452.1	XP_031827376.1
OG0007063	XP_001602021.1	XP_031827708.1
OG0007064	XP_016839563.1	XP_031837411.1
OG0007065	XP_001606014.2	XP_031842791.1
OG0007066	XP_031780408.1	XP_031843627.1
OG0007067	XP_001602610.2	XP_031827168.1
OG0007068	XP_008210007.1	XP_031841056.1
OG0007069	XP_001606195.1	XP_031844364.1
OG0007070	XP_001603097.1	XP_031835103.1
OG0007071	XP_008208112.2	XP_031849729.1
OG0007072	XP_031780674.1	XP_031828027.1
OG0007073	XP_001604597.2	XP_031848194.1
OG0007074	XP_016840780.1	XP_031838327.1
OG0007076	XP_001603014.1	XP_031830397.1
OG0007077	XP_008213730.1	XP_031842726.1
OG0007079	XP_001600331.2	XP_031836872.1
OG0007080	XP_031779124.1	XP_031833132.1
OG0007081	XP_003424075.2	XP_031846988.1
OG0007082	XP_031781054.1	XP_031831009.1
OG0007083	XP_001606574.2	XP_031828766.1
OG0007084	XP_031779535.1	XP_031828782.1
OG0007085	XP_031780406.1	XP_031840286.1
OG0007086	XP_008205558.1	XP_031828952.1
OG0007087	XP_001607767.2	XP_031837898.1
OG0007088	XP_001599282.1	XP_031829963.1
OG0007089	XP_031782392.1	XP_031832542.1
OG0007090	XP_001603731.2	XP_031846001.1
OG0007091	XP_008209507.1	XP_031848345.1
OG0007092	XP_008208439.1	XP_031826812.1
OG0007093	XP_001602955.1	XP_031848837.1
OG0007094	XP_001600112.1	XP_031838075.1
OG0007096	XP_008212462.1	XP_031840654.1
OG0007097	XP_001601394.2	XP_031847356.1
OG0007098	XP_031788344.1	XP_031846874.1
OG0007099	XP_031780863.1	XP_031830049.1
OG0007100	XP_031783832.1	XP_031838372.1
OG0007101	XP_008214405.1	XP_031833857.1
OG0007102	XP_001603780.2	XP_031833842.1
OG0007103	XP_001605001.1	XP_031849498.1
OG0007104	XP_001605497.2	XP_031846405.1
OG0007105	XP_008204094.1	XP_031825646.1
OG0007107	XP_003424389.1	XP_031840230.1
OG0007108	XP_001603959.1	XP_031839947.1
OG0007109	XP_031783797.1	XP_031827257.1
OG0007110	XP_001603164.2	XP_031845181.1
OG0007111	XP_003424070.1	XP_031840810.1
OG0007112	XP_016841707.1	XP_031840736.1
OG0007114	XP_032452878.1	XP_031849678.1, XP_031849677.1
OG0007115	XP_008217592.1	XP_031830217.1
OG0007116	XP_001602076.1	XP_031840905.1
OG0007117	XP_031787330.1	XP_031843199.1
OG0007118	XP_001605379.1	XP_031835498.1
OG0007119	XP_031783773.1	XP_031848190.1
OG0007120	XP_031777362.1	XP_031825772.1
OG0007121	XP_001600933.1	XP_031827575.1
OG0007122	XP_031789505.1	XP_031827048.1
OG0007123	XP_001605320.2	XP_031840689.1
OG0007124	XP_031778162.1	XP_031835924.1
OG0007125	XP_001602926.2	XP_031833474.1
OG0007126	XP_031776985.1	XP_031827138.1
OG0007127	XP_001605032.1	XP_031845724.1
OG0007128	XP_016844870.1	XP_031847126.1
OG0007129	XP_031779197.1	XP_031847908.1
OG0007130	XP_001603429.1	XP_031845572.1
OG0007131	XP_031782660.1	XP_031828424.1
OG0007132	NP_001127796.1	XP_031829583.1
OG0007133	XP_008205075.2	XP_031848277.1
OG0007134	XP_016837829.1	XP_031843548.1
OG0007135	XP_008202116.1	XP_031844343.1
OG0007136	XP_001604419.1	XP_031842293.1
OG0007137	XP_008212420.1	XP_031832997.1
OG0007138	XP_001606442.1	XP_031839443.1
OG0007139	XP_008202009.1	XP_031827815.1
OG0007140	XP_001604212.1	XP_031835439.1
OG0007141	XP_001607733.1	XP_031844378.1
OG0007142	XP_001605662.1	XP_031840611.1
OG0007143	XP_031788678.1	XP_031829560.1
OG0007144	NP_001180193.1	XP_031828131.1
OG0007145	XP_001602017.1	XP_031837133.1
OG0007146	XP_001602930.1	XP_031830866.1
OG0007147	XP_016840120.1	XP_031833150.1
OG0007148	XP_031787519.1	XP_031849956.1
OG0007149	XP_008213085.1	XP_031840067.1
OG0007150	XP_001607904.1	XP_031836806.1
OG0007151	NP_001135438.1	XP_031841344.1
OG0007152	XP_001603909.2	XP_031849334.1
OG0007153	XP_001601481.1	XP_031833292.1
OG0007154	XP_001602625.1	XP_031847054.1
OG0007155	XP_003423815.1	XP_031826993.1
OG0007156	XP_032454558.1	XP_031829671.1
OG0007157	XP_008210333.1, XP_031782808.1	XP_031847194.1
OG0007158	XP_016845595.1	XP_031846774.1
OG0007159	XP_001599568.2	XP_031827698.1
OG0007160	XP_031787973.1	XP_031836769.1
OG0007161	NP_001161268.1	XP_031847408.1
OG0007162	XP_001599076.1	XP_031838295.1
OG0007163	XP_001607989.1	XP_031848130.1
OG0007164	XP_003425640.1	XP_031834042.1
OG0007165	XP_008215083.1	XP_031829987.1
OG0007166	XP_016837889.1	XP_031826115.1
OG0007168	XP_008209390.1	XP_031844510.1
OG0007169	XP_001606702.2	XP_031827930.1
OG0007170	XP_001605048.2	XP_031828396.1
OG0007171	XP_001600441.2	XP_031839113.1
OG0007172	XP_001604504.2	XP_031826060.1
OG0007173	XP_001599008.1	XP_031844226.1
OG0007174	XP_001602460.2	XP_031831320.1
OG0007175	XP_008205450.1	XP_031833756.1
OG0007176	XP_008211130.1	XP_031832814.1
OG0007178	XP_031785377.1	XP_031845617.1
OG0007179	XP_031779409.1	XP_031835487.1
OG0007180	XP_031787984.1	XP_031848354.1
OG0007181	XP_031787839.1, XP_032456258.1	XP_031842532.1
OG0007182	XP_001600575.1	XP_031840942.1
OG0007183	XP_008208058.1, XP_008208059.1, XP_032452410.1	XP_031844284.1
OG0007184	XP_031789577.1	XP_031834205.1
OG0007185	XP_031784574.1	XP_031833545.1
OG0007186	XP_008212497.1	XP_031844229.1
OG0007187	XP_031778817.1	XP_031844702.1
OG0007188	XP_008211515.1	XP_031850144.1
OG0007190	XP_001605633.1	XP_031840626.1
OG0007193	XP_031787003.1	XP_031829810.1
OG0007194	XP_008203415.1	XP_031847629.1
OG0007195	XP_031779555.1	XP_031840713.1
OG0007196	XP_001601126.1	XP_031829782.1
OG0007197	XP_031786380.1	XP_031843331.1
OG0007198	XP_001606777.1	XP_031826745.1
OG0007199	XP_001605374.1	XP_031842131.1
OG0007200	XP_003427318.1	XP_031836797.1
OG0007202	XP_001606148.4	XP_031831871.1
OG0007203	XP_016841108.1	XP_031834170.1
OG0007205	XP_008217019.1	XP_031836314.1
OG0007206	XP_008208776.1	XP_031843867.1
OG0007208	XP_001606403.1	XP_031832269.1
OG0007209	XP_031784910.1	XP_031832367.1
OG0007210	XP_008214207.1	XP_031838716.1
OG0007211	XP_031779665.1	XP_031838648.1
OG0007212	XP_031785715.1	XP_031833651.1
OG0007213	XP_008210525.1	XP_031836856.1
OG0007214	XP_008211645.2	XP_031831209.1
OG0007216	XP_031789425.1, XP_031788627.1	XP_031830242.1
OG0007217	XP_031785295.1	XP_031850146.1
OG0007218	XP_003428052.1	XP_031833910.1
OG0007219	XP_008201923.1	XP_031836997.1
OG0007220	XP_001599316.1	XP_031827066.1
OG0007221	XP_003427394.1	XP_031846109.1
OG0007222	XP_001603212.2	XP_031846378.1
OG0007223	XP_008210417.1	XP_031845561.1
OG0007225	XP_008202942.1	XP_031837859.1
OG0007226	XP_031777196.1	XP_031825915.1
OG0007227	XP_001607130.2	XP_031836200.1
OG0007228	XP_001601013.2	XP_031846831.1
OG0007229	XP_001606627.1	XP_031826424.1
OG0007230	XP_001608116.1	XP_031830572.1
OG0007231	XP_001606187.2	XP_031834917.1
OG0007233	XP_008203149.1	XP_031832834.1
OG0007234	XP_008207137.1	XP_031842902.1
OG0007235	XP_001600638.2	XP_031843104.1
OG0007236	XP_008202121.2	XP_031835060.1
OG0007237	XP_031784900.1	XP_031830015.1
OG0007238	XP_008214546.1	XP_031832868.1, XP_031832869.1
OG0007239	XP_003424236.1	XP_031828174.1
OG0007240	XP_031782304.1	XP_031838370.1
OG0007241	XP_008202980.1	XP_031829579.1
OG0007242	XP_001603556.2	XP_031830112.1
OG0007243	XP_016838564.1	XP_031842247.1
OG0007244	XP_003425290.1	XP_031838584.1
OG0007245	XP_001606498.1	XP_031832540.1
OG0007246	XP_031778417.1	XP_031838240.1
OG0007247	XP_016840433.1	XP_031843072.1
OG0007248	XP_008205858.2	XP_031833603.1
OG0007249	XP_016843679.1	XP_031825812.1
OG0007250	XP_001603116.2	XP_031828155.1
OG0007251	XP_031783752.1	XP_031841737.1
OG0007252	XP_001608028.2	XP_031836994.1
OG0007253	NP_001180239.1	XP_031838271.1
OG0007255	XP_031779773.1, XP_031779906.1, XP_031786430.1, XP_031780274.1	XP_031837442.1
OG0007256	XP_031782544.1	XP_031839204.1
OG0007259	XP_008217460.1	XP_031826371.1
OG0007260	XP_001604590.2	XP_031848083.1
OG0007262	XP_016838326.1	XP_031849700.1
OG0007263	XP_031776706.1	XP_031830385.1
OG0007264	XP_016840677.1, XP_008211685.1	XP_031825457.1
OG0007265	NP_001162022.1	XP_031847135.1
OG0007266	XP_016840593.1	XP_031842727.1
OG0007267	XP_016836559.1, XP_016836556.1	XP_031835466.1, XP_031835467.1
OG0007268	XP_003425378.1	XP_031844562.1
OG0007269	XP_001605115.1	XP_031827018.1
OG0007270	XP_031782533.1	XP_031845783.1
OG0007271	XP_008206998.1	XP_031849198.1
OG0007272	XP_016840454.1	XP_031846628.1
OG0007273	XP_003424124.1	XP_031849474.1
OG0007275	XP_001608308.1	XP_031829447.1
OG0007277	XP_016842606.1, XP_001603939.2	XP_031834867.1, XP_031834858.1
OG0007278	XP_001606486.2	XP_031832198.1
OG0007279	XP_031776991.1	XP_031846525.1
OG0007280	XP_031776762.1	XP_031839802.1
OG0007281	XP_001604457.2	XP_031825976.1
OG0007282	XP_016845577.1	XP_031839429.1
OG0007284	XP_031783689.1	XP_031845473.1
OG0007285	XP_001608218.1	XP_031849926.1
OG0007286	XP_001603443.2	XP_031825642.1
OG0007287	XP_008212439.1	XP_031849468.1
OG0007288	XP_031783100.1	XP_031833220.1
OG0007289	XP_031787044.1	XP_031849102.1
OG0007290	XP_001602919.1	XP_031847363.1
OG0007291	XP_001606055.1	XP_031840673.1
OG0007293	XP_031782694.1	XP_031834956.1
OG0007294	XP_008205349.2	XP_031827482.1
OG0007295	XP_001607438.2	XP_031848841.1
OG0007297	XP_016841229.1	XP_031850383.1
OG0007298	XP_001601114.2	XP_031825679.1
OG0007299	XP_031780751.1	XP_031846071.1
OG0007300	XP_032457783.1	XP_031826447.1
OG0007301	XP_031783470.1	XP_031846016.1
OG0007302	XP_008204568.1	XP_031828605.1
OG0007303	XP_001607590.1	XP_031831169.1
OG0007304	XP_001605751.1	XP_031842599.1
OG0007305	XP_001602726.2	XP_031835503.1
OG0007306	XP_001603418.2	XP_031840765.1
OG0007307	XP_016837235.1	XP_031850255.1
