Orthogroup	Nasonia_vitripennis	Bombyx_mori
OG0006790	XP_031786264.1, XP_031786262.1, XP_031786263.1	XP_004933335.2
OG0006792	XP_016845195.1	XP_037875836.1
OG0006793	XP_016842270.2, NP_001234902.1	XP_037866713.1, NP_001166811.1
OG0006798	XP_001606310.1	NP_001040234.1
OG0006799	NP_001165821.1	NP_001040398.1
OG0006800	XP_016837946.2	NP_001037249.1
OG0006801	XP_031780778.1	XP_004922586.1
OG0006802	XP_001607849.1	NP_001077096.1
OG0006803	XP_001599652.1	XP_012549002.1
OG0006804	XP_001608256.1	NP_001040344.1
OG0006805	XP_008204547.1	NP_001037646.1
OG0006806	XP_016839578.1	XP_004921720.1
OG0006807	XP_001605069.1	NP_001037227.1
OG0006808	XP_001604366.1	XP_004929409.1
OG0006809	XP_001608066.1	XP_021209025.1
OG0006810	XP_001607882.1	XP_004925472.2
OG0006811	XP_001605207.2	XP_004927481.1
OG0006812	XP_031784083.1	XP_004923294.1
OG0006813	XP_031787509.1	XP_004932586.1
OG0006814	XP_001600601.2	XP_004925710.1
OG0006815	XP_008211499.1	NP_001266320.1
OG0006816	XP_008211542.1	XP_012543998.1
OG0006817	XP_003426364.1	XP_021203162.1
OG0006818	XP_016836528.1	XP_004924732.1
OG0006819	XP_031784521.1	XP_004931275.2
OG0006820	XP_001604778.2	XP_004927970.1
OG0006821	XP_001608158.1	XP_004932940.1
OG0006822	NP_001177976.1	XP_004930114.1
OG0006824	XP_003424562.1	NP_001040451.1
OG0006825	XP_031781879.1	NP_001040326.1
OG0006826	XP_016844584.1	NP_001119730.1
OG0006827	XP_001605429.2	XP_004930356.1
OG0006828	XP_001602417.1	NP_001129359.1
OG0006829	XP_031782097.1	NP_001108475.1
OG0006830	XP_003425944.1	XP_037870553.1
OG0006831	XP_016840117.1	NP_001296532.1
OG0006832	XP_001605723.1	XP_004923158.1
OG0006833	XP_003424601.1	XP_004928720.1
OG0006834	XP_001606729.2	XP_037871017.1
OG0006835	XP_001605596.1	XP_004929027.1
OG0006836	XP_001607497.1	XP_037870372.1
OG0006838	XP_001603267.2	XP_004921586.2
OG0006839	XP_001607971.1	XP_004924193.1
OG0006841	XP_001600094.1	XP_004924804.2
OG0006842	NP_001154931.1	XP_004933146.1
OG0006843	XP_001600090.1	XP_004927918.1
OG0006844	XP_008205458.1	NP_001040388.1
OG0006845	XP_001603596.1	XP_037874834.1
OG0006847	XP_001605493.1	NP_001093092.1
OG0006848	NP_001123258.1	NP_001093081.1, XP_037873764.1
OG0006849	XP_001607576.1	XP_004923949.1
OG0006850	XP_001599491.1	NP_001040458.1
OG0006851	XP_001605724.1	XP_012543791.1
OG0006852	XP_001600750.1	XP_037866788.1
OG0006853	XP_003427462.1	XP_004925077.1
OG0006854	XP_008207464.1	NP_001091813.1
OG0006855	XP_016842557.1	XP_012544339.1
OG0006856	NP_001123221.2	XP_004922939.1
OG0006857	XP_001602355.1	XP_004931963.2
OG0006858	XP_001601343.1	XP_004930138.1
OG0006859	NP_001165795.1	NP_001040478.1
OG0006860	XP_003424573.1	XP_004932562.1
OG0006861	XP_001600982.1	XP_004924424.1
OG0006862	XP_016838358.1	NP_001135959.1
OG0006863	XP_003424046.3	XP_037875974.1
OG0006864	XP_003427298.1	NP_001040479.1
OG0006865	NP_001161184.1	NP_001162053.1
OG0006866	XP_016842433.2	NP_001040437.1
OG0006867	XP_031783477.1	NP_001166738.1
OG0006868	NP_001136346.1, XP_031787487.1	XP_004928625.2
OG0006869	XP_031788181.1	XP_004921995.1
OG0006870	XP_001608069.1	XP_004926155.1
OG0006871	XP_001608087.2	XP_004925550.1
OG0006872	XP_001606559.1	XP_004921538.3
OG0006873	XP_001604661.1	XP_037875675.1
OG0006874	XP_031783554.1	XP_004931193.1
OG0006875	XP_031783767.1	XP_004921607.1
OG0006876	XP_032456509.1	XP_012548878.1, NP_001108474.1
OG0006877	XP_031787669.1	XP_004925191.3
OG0006878	XP_001606368.1	XP_004928134.1
OG0006879	XP_001608093.2	XP_004927877.1
OG0006880	XP_001604676.1	NP_001139535.1, XP_012545246.1
OG0006882	XP_001601337.1	NP_001040219.1
OG0006883	XP_016844606.1	XP_004932323.1
OG0006884	XP_008210384.1	NP_001040474.1
OG0006885	XP_001604769.2	XP_012552241.1
OG0006887	NP_001135909.1	XP_004924995.1
OG0006888	XP_001604960.1	NP_001040147.1
OG0006890	XP_008212499.1	XP_004929268.1
OG0006891	XP_016838911.1	XP_004925720.1
OG0006892	XP_031787270.1	XP_004922258.1
OG0006893	XP_008210112.1	NP_001036852.1, XP_021204931.1
OG0006894	XP_001606034.1	XP_004932523.1
OG0006895	XP_001607996.1	XP_037868453.1
OG0006896	XP_001607231.2	NP_001040434.1
OG0006897	XP_016845876.1	XP_004926125.1
OG0006898	XP_031778725.1	XP_004925361.3
OG0006899	XP_008212999.1	XP_004924524.1
OG0006900	XP_001599050.1	NP_001040297.1
OG0006901	XP_001603586.2	NP_001093268.1
OG0006902	XP_001605210.1	XP_004929170.1
OG0006903	XP_031780376.1	NP_001243954.1
OG0006905	XP_001608163.1	XP_012549003.2
OG0006906	NP_001165824.1	NP_001093287.1
OG0006907	XP_031783787.1	XP_004927852.1
OG0006908	XP_008216689.1	NP_001166703.1
OG0006909	XP_001600449.3	XP_004927589.1
OG0006910	XP_032454934.1	XP_037868804.1
OG0006911	XP_001608173.1	XP_004925481.1
OG0006913	XP_008203373.2	XP_037873553.1
OG0006914	NP_001123085.1	XP_004933405.1
OG0006915	XP_001603229.2	NP_001239601.1, XP_037877252.1
OG0006916	XP_001600698.1	XP_012550767.2
OG0006917	XP_001599955.2	XP_004927604.1
OG0006918	XP_001600714.1	XP_004925700.1
OG0006919	XP_008212900.1	XP_012549793.1
OG0006920	XP_001603157.2	XP_004932924.1
OG0006921	XP_001608157.1	XP_004928876.1
OG0006922	XP_001607157.2	XP_037869023.1
OG0006923	XP_031784917.1	XP_037871815.1
OG0006925	XP_001602512.1	XP_004923560.1
OG0006926	XP_008203909.1	XP_037872106.1, NP_001104820.1
OG0006927	XP_031787403.1	XP_037871478.1
OG0006928	XP_031788402.1	XP_012553050.1
OG0006929	XP_031782887.1	XP_021207468.1
OG0006930	XP_001605224.2	XP_004925205.2
OG0006931	XP_001606004.2	XP_004928361.1
OG0006932	XP_031782412.1	XP_004927541.1
OG0006933	XP_031779543.1	XP_004930452.1
OG0006934	XP_008209600.1	XP_021202161.2
OG0006935	NP_001161449.1	NP_001040233.1
OG0006936	XP_001600930.2	XP_004928146.3, XP_037873172.1
OG0006937	XP_003426680.1	XP_004922454.1
OG0006938	XP_001599344.2	XP_012548676.1
OG0006939	XP_031783469.1	XP_004929460.2, XP_037870349.1
OG0006940	XP_016836585.1	XP_021207854.1
OG0006941	XP_016837146.1	XP_037873326.1
OG0006942	XP_032455541.1	XP_004925325.2
OG0006943	XP_003426785.1	XP_004931026.1
OG0006944	XP_031779301.1	XP_021205314.1
OG0006945	XP_032454428.1	XP_021207806.2
OG0006946	XP_008215247.1	XP_012550517.2
OG0006947	XP_001606216.2	XP_037873448.1
OG0006949	XP_016844782.1	XP_021207401.2
OG0006950	XP_001602833.2	XP_004922074.1
OG0006951	XP_001600435.1	XP_004924305.2
OG0006952	XP_001602203.1	NP_001036848.1
OG0006953	XP_008217975.1	XP_037867488.1
OG0006954	XP_001606273.2	XP_012546225.3
OG0006955	NP_001123223.2	XP_004932941.2
OG0006956	XP_001607153.2	NP_001093077.1
OG0006957	XP_016838657.1	XP_004933582.2
OG0006958	XP_001604933.2	XP_004924362.1
OG0006959	XP_031777206.1	XP_012550522.2
OG0006960	XP_031776691.1	NP_001040354.1
OG0006961	XP_031788152.1	XP_037876759.1
OG0006962	XP_008205005.1	XP_037872416.1
OG0006963	XP_003427493.1	XP_012552001.2
OG0006965	XP_031781635.1	XP_004923664.1
OG0006966	XP_001607847.1	NP_001040240.1
OG0006967	XP_001603185.1	XP_021206539.2
OG0006968	XP_001607897.2	XP_012548475.1
OG0006969	XP_001606562.1	XP_004922000.1
OG0006970	XP_031782047.1	XP_037871300.1
OG0006971	XP_031776718.1	XP_004931977.2
OG0006972	XP_031781596.1	XP_037870884.1
OG0006973	XP_003424231.1	XP_004925423.1
OG0006974	XP_031777565.1	XP_021203634.1
OG0006975	XP_031778098.1	XP_037872745.1
OG0006976	XP_031786769.1	XP_012549036.2
OG0006977	XP_016842457.1	XP_004924241.1
OG0006978	XP_008211315.1	XP_004927540.2
OG0006979	XP_016840082.1	XP_037877098.1
OG0006980	XP_001600102.2	XP_004925527.1
OG0006981	XP_001608135.2	XP_037876579.1
OG0006983	XP_031777371.1	XP_037869574.1
OG0006985	XP_016837916.1	XP_021207273.2
OG0006986	XP_016841796.1	XP_037873541.1
OG0006987	XP_001605270.1	XP_037870638.1
OG0006988	XP_001599314.1	XP_004923973.1
OG0006990	XP_016838370.2	XP_037870412.1
OG0006991	XP_001600892.2	XP_037869278.1
OG0006993	XP_008215834.1	XP_037868341.1
OG0006994	XP_001600202.1	XP_004932244.1
OG0006995	XP_008206359.1	XP_012551710.2
OG0006996	XP_008207316.2	XP_004923291.1
OG0006999	XP_001603225.1	XP_004926906.1
OG0007000	XP_016842165.1	XP_012553356.1
OG0007001	XP_001600968.1	XP_037875343.1
OG0007002	XP_008208962.1	XP_037869242.1
OG0007003	XP_001603770.2	XP_004925739.1
OG0007004	XP_031782984.1	XP_004925575.1
OG0007005	XP_001599799.1	XP_037869330.1
OG0007006	NP_001153415.1	XP_004924654.1
OG0007009	XP_031777477.1	NP_001296555.1
OG0007010	XP_031778555.1	XP_037868344.1
OG0007011	XP_031788759.1	XP_004928406.1
OG0007012	XP_001605994.1	XP_012544578.3
OG0007013	XP_031783481.1	XP_004929424.1
OG0007014	XP_001602756.1	XP_004924832.1
OG0007016	XP_001600292.1	XP_004931420.2
OG0007017	XP_008203915.1	XP_037873526.1
OG0007018	XP_001603228.1	NP_001296558.1
OG0007019	XP_031778257.1	XP_021207501.2
OG0007020	XP_003425538.1	XP_004926365.3
OG0007022	XP_001606511.2	XP_012550344.1
OG0007023	XP_001606759.2	XP_004924869.1
OG0007024	XP_008210462.3	XP_004926895.2
OG0007025	XP_001604161.1	XP_012546503.1
OG0007026	XP_008207113.1	XP_004928340.1
OG0007027	XP_001605621.1	XP_037869094.1
OG0007028	XP_016841854.1	XP_012547460.1
OG0007029	XP_031785943.1	XP_037867873.1
OG0007030	XP_031781190.1	XP_004922469.1
OG0007031	XP_031778496.1	XP_021202890.2
OG0007032	XP_032454232.1, XP_016839008.1	NP_001274759.1
OG0007033	XP_032455608.1	XP_037866681.1
OG0007034	XP_008207029.1	NP_001129364.1, XP_012552764.1
OG0007036	XP_001600018.2	XP_004926206.1
OG0007038	XP_001606569.2	XP_004922910.1
OG0007039	XP_001607537.2	XP_021206382.2
OG0007040	XP_003426259.1	XP_037867050.1
OG0007041	XP_003424731.1	XP_004926518.1
OG0007042	XP_008207629.1	XP_004928207.2
OG0007043	XP_008217824.1	XP_004932440.1
OG0007044	XP_001605030.2	XP_037866487.1
OG0007045	XP_001600095.2	XP_004931973.2
OG0007046	XP_031780075.1	XP_021206812.1
OG0007047	XP_001604189.2	XP_037876961.1
OG0007049	XP_031782284.1	XP_037871181.1
OG0007050	XP_001600992.1	XP_037873675.1
OG0007051	XP_008212208.1	XP_037874856.1
OG0007052	XP_001602606.2	XP_004932125.1
OG0007053	XP_031780748.1	XP_037867429.1
OG0007054	XP_031785554.1	XP_004923430.1
OG0007055	XP_001608292.1	XP_004929058.2
OG0007056	XP_001606680.2	XP_037872287.1
OG0007057	XP_008207044.2	XP_037875498.1
OG0007058	XP_008203002.1	XP_021204275.1
OG0007059	XP_001600798.2	NP_001077078.1
OG0007060	XP_031781057.1	XP_021205868.1
OG0007062	NP_001161452.1	XP_012551174.2
OG0007064	XP_016839563.1	XP_021204636.1
OG0007065	XP_001606014.2	XP_004923868.1
OG0007066	XP_031780408.1	NP_001177769.1
OG0007067	XP_001602610.2	NP_001037054.1
OG0007068	XP_008210007.1	XP_012552256.1
OG0007070	XP_001603097.1	XP_037869986.1
OG0007071	XP_008208112.2	XP_004930342.1
OG0007072	XP_031780674.1	XP_004924885.2
OG0007073	XP_001604597.2	XP_037871706.1
OG0007074	XP_016840780.1	XP_012545250.1
OG0007076	XP_001603014.1	XP_004921742.1
OG0007077	XP_008213730.1	XP_004921725.1
OG0007079	XP_001600331.2	NP_001188363.1, XP_012552960.1
OG0007080	XP_031779124.1	XP_037874435.1
OG0007081	XP_003424075.2	XP_004923443.1
OG0007082	XP_031781054.1	XP_037874805.1
OG0007083	XP_001606574.2	XP_004933029.1
OG0007084	XP_031779535.1	XP_012552367.2
OG0007085	XP_031780406.1	XP_012548821.1
OG0007086	XP_008205558.1	XP_004921601.2
OG0007087	XP_001607767.2	XP_004923105.3
OG0007088	XP_001599282.1	NP_001266403.1
OG0007089	XP_031782392.1	XP_012543783.1
OG0007090	XP_001603731.2	XP_021201841.1
OG0007091	XP_008209507.1	XP_004929307.1
OG0007092	XP_008208439.1	XP_037875162.1
OG0007093	XP_001602955.1	XP_004921624.1
OG0007094	XP_001600112.1	XP_004927178.1
OG0007096	XP_008212462.1	XP_004928543.1
OG0007097	XP_001601394.2	XP_021204471.1
OG0007098	XP_031788344.1	XP_037871084.1
OG0007099	XP_031780863.1	XP_004933683.1
OG0007100	XP_031783832.1	XP_012544028.1
OG0007101	XP_008214405.1	XP_037868204.1
OG0007102	XP_001603780.2	XP_004932171.1
OG0007103	XP_001605001.1	XP_004925218.1
OG0007104	XP_001605497.2	NP_001037003.1
OG0007105	XP_008204094.1	XP_004924090.1
OG0007107	XP_003424389.1	XP_021205571.1
OG0007108	XP_001603959.1	XP_004929110.1
OG0007109	XP_031783797.1	XP_004927948.2
OG0007110	XP_001603164.2	XP_004930611.1
OG0007112	XP_016841707.1	XP_004930049.1
OG0007114	XP_032452878.1	XP_004930478.1
OG0007115	XP_008217592.1	XP_021201998.2
OG0007116	XP_001602076.1	XP_004924836.1
OG0007117	XP_031787330.1	XP_037869785.1
OG0007118	XP_001605379.1	NP_001091820.2
OG0007119	XP_031783773.1	XP_037870860.1
OG0007120	XP_031777362.1	XP_004930728.1
OG0007121	XP_001600933.1	NP_001040525.1
OG0007122	XP_031789505.1	XP_004921564.1
OG0007123	XP_001605320.2	XP_004928631.2
OG0007124	XP_031778162.1	XP_004928328.1
OG0007125	XP_001602926.2	NP_001296538.1
OG0007126	XP_031776985.1	XP_004931968.1
OG0007127	XP_001605032.1	XP_037876888.1
OG0007128	XP_016844870.1	XP_037875648.1
OG0007129	XP_031779197.1	XP_037869934.1
OG0007130	XP_001603429.1	NP_001036957.1
OG0007131	XP_031782660.1	XP_004932483.1
OG0007132	NP_001127796.1	XP_004933592.1
OG0007133	XP_008205075.2	XP_004924645.2
OG0007134	XP_016837829.1	NP_001157381.1
OG0007135	XP_008202116.1	XP_012553435.2
OG0007136	XP_001604419.1	XP_012545811.2
OG0007137	XP_008212420.1	NP_001037126.1
OG0007138	XP_001606442.1	NP_001037356.1
OG0007139	XP_008202009.1	XP_037877861.1
OG0007140	XP_001604212.1	XP_004931733.2
OG0007141	XP_001607733.1	XP_021209144.1
OG0007142	XP_001605662.1	XP_021208033.1
OG0007143	XP_031788678.1	XP_037877663.1
OG0007144	NP_001180193.1	XP_004930732.1
OG0007145	XP_001602017.1	XP_012550526.1
OG0007146	XP_001602930.1	XP_012552478.1
OG0007147	XP_016840120.1	XP_021207164.1
OG0007148	XP_031787519.1	XP_021207926.1
OG0007149	XP_008213085.1	XP_021206571.2
OG0007150	XP_001607904.1	XP_004926377.1
OG0007151	NP_001135438.1	XP_004929216.2
OG0007152	XP_001603909.2	XP_004923292.1
OG0007153	XP_001601481.1	XP_004932950.1
OG0007154	XP_001602625.1	XP_004925878.1
OG0007155	XP_003423815.1	XP_004924304.1
OG0007156	XP_032454558.1	XP_004932146.1
OG0007158	XP_016845595.1	XP_037877154.1
OG0007159	XP_001599568.2	XP_004929309.2
OG0007161	NP_001161268.1	NP_001136223.1
OG0007162	XP_001599076.1	XP_037873291.1
OG0007163	XP_001607989.1	XP_037870241.1
OG0007164	XP_003425640.1	XP_004921749.1
OG0007165	XP_008215083.1	XP_037871806.1
OG0007166	XP_016837889.1	XP_004929822.2
OG0007168	XP_008209390.1	XP_004930208.1
OG0007169	XP_001606702.2	XP_004927480.1
OG0007170	XP_001605048.2	XP_012545290.1
OG0007171	XP_001600441.2	XP_004931953.3
OG0007172	XP_001604504.2	XP_012548761.1, XP_021205949.1
OG0007173	XP_001599008.1	NP_001037632.1
OG0007174	XP_001602460.2	NP_001037593.1
OG0007175	XP_008205450.1	XP_004933556.1
OG0007176	XP_008211130.1	NP_001266310.1
OG0007177	XP_031785363.1	XP_037870204.1, NP_001091768.1
OG0007178	XP_031785377.1	XP_004925537.1
OG0007179	XP_031779409.1	XP_037869363.1
OG0007180	XP_031787984.1	XP_004924858.2
OG0007181	XP_031787839.1, XP_032456258.1	XP_037877792.1, XP_037877797.1
OG0007182	XP_001600575.1	XP_004921640.1
OG0007183	XP_008208058.1, XP_008208059.1, XP_032452410.1	XP_004921975.2, XP_037877267.1
OG0007184	XP_031789577.1	XP_012548822.2
OG0007185	XP_031784574.1	NP_001296487.1, XP_037876106.1
OG0007186	XP_008212497.1	XP_004928528.2
OG0007187	XP_031778817.1	XP_004930417.1
OG0007188	XP_008211515.1	XP_004926652.1
OG0007190	XP_001605633.1	XP_012551247.2
OG0007193	XP_031787003.1	XP_004927514.3
OG0007194	XP_008203415.1	XP_012553041.3
OG0007195	XP_031779555.1	XP_004928597.3
OG0007196	XP_001601126.1	XP_004928339.1
OG0007197	XP_031786380.1	XP_012545469.1
OG0007198	XP_001606777.1	XP_004922832.2
OG0007199	XP_001605374.1	NP_001108406.1
OG0007200	XP_003427318.1	XP_012546014.2
OG0007205	XP_008217019.1	XP_021209152.2
OG0007206	XP_008208776.1	XP_037873646.1
OG0007208	XP_001606403.1	XP_037872284.1
OG0007209	XP_031784910.1	XP_037872708.1
OG0007210	XP_008214207.1	XP_037870950.1
OG0007211	XP_031779665.1	XP_012550031.1
OG0007212	XP_031785715.1	XP_037866996.1
OG0007213	XP_008210525.1	XP_037866470.1
OG0007214	XP_008211645.2	XP_012549743.1
OG0007216	XP_031789425.1, XP_031788627.1	XP_004925808.2
OG0007217	XP_031785295.1	XP_004929376.2
OG0007218	XP_003428052.1	XP_004930397.1
OG0007219	XP_008201923.1	XP_021203792.1
OG0007220	XP_001599316.1	NP_001040168.1
OG0007221	XP_003427394.1	XP_012547210.1
OG0007222	XP_001603212.2	XP_037866553.1
OG0007223	XP_008210417.1	XP_004932508.1
OG0007225	XP_008202942.1	XP_037867453.1
OG0007226	XP_031777196.1	XP_004932936.1
OG0007227	XP_001607130.2	XP_004927979.1
OG0007228	XP_001601013.2	XP_037876618.1
OG0007229	XP_001606627.1	XP_021207149.1
OG0007230	XP_001608116.1	NP_001091799.1
OG0007231	XP_001606187.2	XP_037871164.1
OG0007233	XP_008203149.1	XP_004925496.2
OG0007234	XP_008207137.1	XP_037875671.1
OG0007235	XP_001600638.2	XP_037876023.1
OG0007236	XP_008202121.2	XP_012553422.1
OG0007237	XP_031784900.1	XP_037874807.1
OG0007239	XP_003424236.1	XP_037877145.1
OG0007240	XP_031782304.1	XP_004922105.1
OG0007241	XP_008202980.1	XP_037872716.1
OG0007242	XP_001603556.2	XP_037874449.1
OG0007243	XP_016838564.1	NP_001037374.1
OG0007244	XP_003425290.1	XP_004930368.1
OG0007245	XP_001606498.1	XP_004921842.1
OG0007247	XP_016840433.1	XP_012545303.1
OG0007248	XP_008205858.2	XP_004921852.1
OG0007249	XP_016843679.1	XP_037870778.1
OG0007250	XP_001603116.2	NP_001091745.1
OG0007251	XP_031783752.1	XP_021206915.2
OG0007252	XP_001608028.2	XP_004921978.2
OG0007253	NP_001180239.1	XP_012544909.2
OG0007256	XP_031782544.1	XP_037867108.1
OG0007258	XP_031780282.1	XP_037870981.1, XP_037876369.1, XP_037870976.1, XP_037875244.1, XP_037868978.1, XP_037874878.1, XP_037874343.1, XP_037874840.1, XP_037871244.1
OG0007259	XP_008217460.1	XP_012551751.1
OG0007260	XP_001604590.2	XP_012551707.2
OG0007262	XP_016838326.1	XP_004929483.1
OG0007263	XP_031776706.1	XP_004926451.1
OG0007264	XP_016840677.1, XP_008211685.1	XP_012545264.2
OG0007265	NP_001162022.1	NP_001040517.1
OG0007266	XP_016840593.1	XP_004922229.1
OG0007268	XP_003425378.1	XP_012553423.2
OG0007269	XP_001605115.1	XP_037870427.1
OG0007270	XP_031782533.1	XP_012549241.1
OG0007272	XP_016840454.1	XP_004921864.2
OG0007273	XP_003424124.1	XP_004928678.1, XP_012547828.1
OG0007275	XP_001608308.1	XP_037867325.1, NP_001040218.1
OG0007277	XP_016842606.1, XP_001603939.2	XP_037871341.1
OG0007278	XP_001606486.2	NP_001040108.1
OG0007279	XP_031776991.1	XP_012548412.1
OG0007280	XP_031776762.1	XP_037876358.1
OG0007281	XP_001604457.2	XP_004931477.1
OG0007282	XP_016845577.1	XP_004932409.1
OG0007284	XP_031783689.1	XP_004926333.2
OG0007285	XP_001608218.1	NP_001040123.1
OG0007286	XP_001603443.2	XP_004924541.1
OG0007287	XP_008212439.1	XP_004928706.1
OG0007288	XP_031783100.1	XP_004930624.1
OG0007289	XP_031787044.1	XP_004927732.2
OG0007291	XP_001606055.1	XP_004926932.1
OG0007293	XP_031782694.1	XP_004922826.1
OG0007294	XP_008205349.2	XP_037876399.1
OG0007296	XP_008205140.3	XP_021202350.2
OG0007297	XP_016841229.1	XP_004928264.1
OG0007298	XP_001601114.2	XP_004923869.1
OG0007299	XP_031780751.1	XP_021201877.1
OG0007300	XP_032457783.1	XP_004925954.1
OG0007301	XP_031783470.1	XP_021204585.1
OG0007302	XP_008204568.1	XP_037875945.1, XP_037875941.1
OG0007303	XP_001607590.1	XP_037871569.1
OG0007304	XP_001605751.1	XP_004932396.1
OG0007305	XP_001602726.2	XP_037867011.1
OG0007306	XP_001603418.2	XP_037873256.1
OG0007307	XP_016837235.1	XP_012549543.1
OG0007308	XP_008208165.1	XP_037874733.1, XP_037874732.1
OG0007311	XP_001602053.1	XP_021203239.2
OG0007312	XP_001601562.1	XP_004927818.1
OG0007313	XP_001604190.2	XP_012543910.1
OG0007314	XP_031781558.1	XP_012552749.1
OG0007315	XP_008214041.1	XP_037870064.1
OG0007316	XP_032457749.1	XP_037870453.1
OG0007317	XP_016842908.1	XP_004926309.1
OG0007318	XP_001601386.4	NP_001037279.1
OG0007319	XP_001601122.1	XP_021206889.1
OG0007320	XP_003425288.1	XP_021203703.1
OG0007321	XP_008209383.1	XP_037876545.1
OG0007322	XP_003424223.1	XP_004922829.1
OG0007323	XP_031778812.1	XP_004925182.2
OG0007324	XP_016839643.1	XP_037870394.1
OG0007326	XP_003424168.1	XP_021205728.1
OG0007327	XP_003423897.1	XP_012548253.2
OG0007329	XP_001604976.1	XP_004928711.1
OG0007330	XP_031779333.1	XP_037871774.1
OG0007331	XP_016837247.1	XP_037869178.1
OG0007332	XP_003427350.4	XP_004924647.2
OG0007333	XP_031784115.1	XP_004925109.1
OG0007334	XP_031788230.1	XP_004930434.1
OG0007335	XP_031789450.1	XP_004931015.2
OG0007336	XP_031788114.1	XP_037871471.1
OG0007337	XP_031776933.1	XP_004931027.3
OG0007338	XP_008217430.1	XP_037874946.1
OG0007339	XP_032453379.1	XP_037876519.1
OG0007340	XP_001606591.1	XP_037873946.1
OG0007342	XP_016844839.2	XP_004924860.1
OG0007343	XP_003424337.1	XP_037868391.1, XP_037868392.1
OG0007344	XP_003425289.1	XP_004926205.1
OG0007345	XP_001599735.2	XP_004922659.1
OG0007346	XP_003427661.1	XP_004927519.1
OG0007347	XP_003424434.1	XP_012550345.1
OG0007348	XP_016840287.1	NP_001268823.1
OG0007349	XP_001605160.1	XP_004928576.1
OG0007350	XP_031778838.1	XP_037868408.1
OG0007351	XP_008210955.1	XP_004930786.2
OG0007352	XP_001607621.1	NP_001040223.1
OG0007353	XP_031782410.1	XP_004928805.1
OG0007355	XP_003424145.1	XP_037876159.1
OG0007356	XP_001605386.1	XP_004931118.1
OG0007357	XP_008207191.1	XP_004930083.1
OG0007358	XP_031784312.1	XP_037876536.1
OG0007359	XP_031783482.1	XP_037874382.1
OG0007360	XP_032453401.1	XP_037870520.1
OG0007361	XP_016844895.1	XP_037869172.1
OG0007362	XP_031789594.1	XP_037873045.1
OG0007363	XP_032457604.1	XP_004931751.2
OG0007364	XP_001603481.1	XP_004928288.1
OG0007365	XP_008215266.1	XP_012550519.1
OG0007366	XP_008202699.1	XP_037873107.1
OG0007367	XP_001605609.2	NP_001040118.1
OG0007368	XP_001601176.1	XP_004925483.1
OG0007369	XP_001601889.1	XP_021206333.1
OG0007370	XP_008201977.1	XP_004929461.1
OG0007372	XP_001606102.2	XP_037871942.1
OG0007373	XP_001606268.2	XP_021202383.2
OG0007374	XP_031780868.1	XP_037874524.1
OG0007375	XP_031786197.1	XP_021205042.2
OG0007376	XP_008205344.1	XP_004929853.1
OG0007377	XP_016839723.1	XP_012547283.2
OG0007378	XP_008203228.1	XP_012549216.2
OG0007379	XP_001600896.2	XP_004930836.1
OG0007380	XP_003424823.1	XP_012550641.1
OG0007382	XP_016841343.1	XP_004933309.2
OG0007383	XP_001602630.2	XP_004921598.2
OG0007385	XP_032454766.1	XP_012547045.2
OG0007386	XP_008203454.2	XP_021208944.1
OG0007387	XP_001601439.1	NP_001135962.1
OG0007388	XP_001602139.2	XP_004922941.1
OG0007389	XP_031777965.1	XP_021204908.2, XP_004927901.2
OG0007390	XP_016844969.1	XP_012545903.2
OG0007392	XP_008214639.1	XP_037870065.1
OG0007394	XP_001605117.2	XP_037871171.1
OG0007397	XP_001607207.1	XP_037875240.1
OG0007398	XP_016842848.2	XP_037869085.1
OG0007399	XP_016837464.1	XP_037866519.1
OG0007400	NP_001123262.1	XP_004923051.1
OG0007401	XP_008208464.3	XP_021203711.2
OG0007402	XP_008204135.1	XP_037875313.1
OG0007403	XP_008206634.2	XP_004921826.2, XP_004921824.2
OG0007404	XP_031784531.1	XP_012544713.3
OG0007405	XP_001606394.2	XP_004924700.1
OG0007407	XP_031777926.1	XP_037876775.1
OG0007408	XP_016845737.1	XP_037875172.1, XP_012549826.1
OG0007409	XP_016840697.1	XP_004923555.2
OG0007410	XP_001602553.1	XP_004929654.2
OG0007411	XP_001607954.2	XP_021203615.1
OG0007412	XP_001599577.1	XP_012548355.2
OG0007414	XP_016844959.1	XP_004931793.1
OG0007416	XP_008212293.3	XP_037869050.1, NP_001093306.1
OG0007417	XP_008202927.2	XP_037867533.1
OG0007418	XP_031778309.1	XP_021206633.2
OG0007419	XP_031779975.1, XP_031779976.1	XP_021203919.1
OG0007422	XP_001604585.1	XP_037873658.1
OG0007423	XP_008204051.1	XP_037866988.1
OG0007425	XP_031785979.1	XP_004925027.1
OG0007426	XP_003425833.1	XP_021207464.2
OG0007428	XP_003428026.1	XP_037873706.1
OG0007429	XP_016841851.1	XP_037873387.1
OG0007430	XP_008209671.2	XP_037871707.1
OG0007431	XP_003424312.1	XP_037871321.1
OG0007432	XP_016843681.1	XP_037871251.1
OG0007433	XP_008211689.1	XP_037873090.1
OG0007434	XP_016841929.1	XP_004922149.1
OG0007435	XP_031788892.1, XP_031788893.1, XP_031788891.1	XP_004931790.1
OG0007436	XP_001605629.3	XP_021202910.1
OG0007437	XP_008206600.1	XP_004931449.2
OG0007438	XP_032456208.1, XP_008201926.1	XP_004923155.1
OG0007439	XP_031780254.1	XP_037871590.1
OG0007440	XP_031783644.1	XP_037870167.1
