Orthogroup	Nasonia_vitripennis	Apis_mellifera
OG0006848	NP_001123258.1	XP_392156.2
OG0006849	XP_001607576.1	XP_001122504.1
OG0006850	XP_001599491.1	XP_624282.1
OG0006851	XP_001605724.1	XP_026295577.1
OG0006852	XP_001600750.1	XP_006564915.1
OG0006853	XP_003427462.1	XP_016771509.1
OG0006854	XP_008207464.1	XP_006558384.1
OG0006855	XP_016842557.1	XP_016769781.1
OG0006856	NP_001123221.2	XP_392127.1
OG0006857	XP_001602355.1	XP_397213.2
OG0006858	XP_001601343.1	XP_001121371.2
OG0006859	NP_001165795.1	XP_624801.1
OG0006860	XP_003424573.1	XP_003249659.1
OG0006861	XP_001600982.1	XP_006564883.1
OG0006862	XP_016838358.1	XP_623456.1
OG0006863	XP_003424046.3	XP_006570991.1
OG0006864	XP_003427298.1	NP_001229473.1
OG0006865	NP_001161184.1	NP_001161897.1
OG0006866	XP_016842433.2	XP_026301291.1
OG0006867	XP_031783477.1	NP_001161365.1
OG0006868	NP_001136346.1, XP_031787487.1	NP_001165849.1
OG0006869	XP_031788181.1	XP_393962.3
OG0006870	XP_001608069.1	XP_001121593.3
OG0006871	XP_001608087.2	XP_623274.2
OG0006872	XP_001606559.1	XP_623429.3
OG0006873	XP_001604661.1	XP_006564652.1
OG0006874	XP_031783554.1	XP_016769032.1
OG0006875	XP_031783767.1	XP_393466.2
OG0006877	XP_031787669.1	XP_624118.1
OG0006878	XP_001606368.1	XP_001121911.1
OG0006879	XP_001608093.2	XP_623160.1
OG0006880	XP_001604676.1	XP_624506.1
OG0006881	NP_001136160.1	XP_026298562.1
OG0006882	XP_001601337.1	XP_001121144.1
OG0006883	XP_016844606.1	XP_003251833.2
OG0006884	XP_008210384.1	XP_003251281.1
OG0006885	XP_001604769.2	XP_393829.3
OG0006886	XP_008206141.1	XP_006564616.1
OG0006887	NP_001135909.1	XP_016773517.2
OG0006888	XP_001604960.1	XP_393973.2
OG0006890	XP_008212499.1	XP_624879.1
OG0006891	XP_016838911.1	XP_016767520.1
OG0006892	XP_031787270.1	XP_624325.2
OG0006893	XP_008210112.1	XP_016770294.1
OG0006894	XP_001606034.1	XP_394359.2
OG0006895	XP_001607996.1	XP_394753.2
OG0006896	XP_001607231.2	XP_393085.2
OG0006897	XP_016845876.1	XP_001122074.3
OG0006898	XP_031778725.1	XP_026295160.1
OG0006899	XP_008212999.1	XP_624820.3
OG0006900	XP_001599050.1	XP_001122972.1
OG0006901	XP_001603586.2	XP_001120636.1
OG0006902	XP_001605210.1	XP_006566420.1
OG0006903	XP_031780376.1	XP_393347.3
OG0006905	XP_001608163.1	XP_006571254.1
OG0006906	NP_001165824.1	XP_396465.2
OG0006907	XP_031783787.1	XP_006559684.2
OG0006908	XP_008216689.1	XP_026296145.1
OG0006909	XP_001600449.3	XP_026300766.1
OG0006910	XP_032454934.1	XP_006557398.1
OG0006911	XP_001608173.1	XP_026297969.1
OG0006913	XP_008203373.2	XP_026296669.1
OG0006914	NP_001123085.1	XP_396187.2
OG0006916	XP_001600698.1	XP_016767158.1
OG0006917	XP_001599955.2	XP_016770530.1
OG0006918	XP_001600714.1	XP_394559.1
OG0006919	XP_008212900.1	XP_006557352.1
OG0006920	XP_001603157.2	XP_026294890.1
OG0006921	XP_001608157.1	XP_006568187.1
OG0006922	XP_001607157.2	XP_006563429.1
OG0006923	XP_031784917.1	XP_003250475.1
OG0006924	XP_001607722.1	XP_001120832.2
OG0006925	XP_001602512.1	XP_392660.2
OG0006926	XP_008203909.1	XP_026297464.1, XP_026297465.1
OG0006927	XP_031787403.1	XP_006565093.1
OG0006928	XP_031788402.1	XP_006558688.2
OG0006929	XP_031782887.1	XP_026298096.1
OG0006930	XP_001605224.2	XP_016769342.2
OG0006931	XP_001606004.2	XP_396873.2
OG0006932	XP_031782412.1	XP_006563593.1
OG0006933	XP_031779543.1	XP_006569305.1
OG0006934	XP_008209600.1	XP_026300085.1
OG0006935	NP_001161449.1	XP_392639.1
OG0006936	XP_001600930.2	XP_006564964.1
OG0006937	XP_003426680.1	XP_006558326.1
OG0006938	XP_001599344.2	XP_016767184.1
OG0006940	XP_016836585.1	XP_393989.4
OG0006941	XP_016837146.1	XP_003250708.2
OG0006942	XP_032455541.1	XP_026296960.1
OG0006943	XP_003426785.1	XP_026298922.1
OG0006944	XP_031779301.1	XP_006568545.1
OG0006945	XP_032454428.1	XP_016772712.1
OG0006946	XP_008215247.1	XP_006567646.2
OG0006947	XP_001606216.2	XP_392210.1, XP_006568928.1
OG0006948	XP_003426410.1	XP_001123357.1
OG0006949	XP_016844782.1	XP_026299440.1
OG0006950	XP_001602833.2	XP_625196.1
OG0006951	XP_001600435.1	XP_392569.2
OG0006952	XP_001602203.1	NP_001229449.1
OG0006953	XP_008217975.1	XP_006558167.2
OG0006954	XP_001606273.2	XP_026298405.1
OG0006955	NP_001123223.2	XP_006569243.1
OG0006956	XP_001607153.2	XP_392330.1
OG0006957	XP_016838657.1	XP_001119966.1
OG0006958	XP_001604933.2	XP_391869.3
OG0006959	XP_031777206.1	XP_026299698.1
OG0006960	XP_031776691.1	XP_624522.1
OG0006961	XP_031788152.1	XP_026301462.1
OG0006962	XP_008205005.1	XP_392325.1
OG0006964	XP_001605180.1	XP_396270.5
OG0006965	XP_031781635.1	XP_395464.3
OG0006966	XP_001607847.1	XP_016768757.2
OG0006968	XP_001607897.2	XP_006563668.1
OG0006969	XP_001606562.1	XP_026298160.1
OG0006970	XP_031782047.1	XP_001121774.2
OG0006971	XP_031776718.1	XP_006559546.1
OG0006972	XP_031781596.1	XP_395743.3
OG0006973	XP_003424231.1	XP_006559868.1
OG0006974	XP_031777565.1	XP_026300694.1
OG0006975	XP_031778098.1	XP_006563004.2
OG0006976	XP_031786769.1	XP_001121110.2
OG0006977	XP_016842457.1	XP_003249666.1
OG0006978	XP_008211315.1	XP_006568621.1
OG0006979	XP_016840082.1	XP_003251399.1
OG0006980	XP_001600102.2	XP_016771111.2
OG0006981	XP_001608135.2	XP_003251217.1
OG0006983	XP_031777371.1	XP_006568404.1
OG0006984	XP_001603216.1	XP_006571644.1
OG0006985	XP_016837916.1	XP_026296008.1
OG0006986	XP_016841796.1	XP_006571573.2
OG0006987	XP_001605270.1	XP_026297936.1
OG0006988	XP_001599314.1	XP_006570274.1
OG0006989	XP_016838839.1, XP_031783679.1	XP_001121891.1
OG0006990	XP_016838370.2	XP_006567290.1
OG0006991	XP_001600892.2	XP_016766753.1
OG0006992	XP_001601245.1, XP_003424704.1	XP_395172.2
OG0006993	XP_008215834.1	XP_026302078.1
OG0006994	XP_001600202.1	XP_393007.1
OG0006995	XP_008206359.1	XP_026296320.1, NP_001012645.1
OG0006996	XP_008207316.2	XP_006563068.1
OG0006997	XP_008217884.1	XP_006565314.3
OG0006999	XP_001603225.1	XP_016770896.2
OG0007000	XP_016842165.1	XP_006557334.2
OG0007001	XP_001600968.1	XP_623247.1
OG0007002	XP_008208962.1	XP_006568663.1
OG0007003	XP_001603770.2	XP_395865.5
OG0007004	XP_031782984.1	XP_394455.4
OG0007005	XP_001599799.1	XP_623765.3
OG0007006	NP_001153415.1	XP_625143.2
OG0007007	XP_031783448.1	XP_001121187.2
OG0007008	XP_001599746.2	XP_016771436.2
OG0007009	XP_031777477.1	XP_001120958.2
OG0007010	XP_031778555.1	XP_006561302.1
OG0007011	XP_031788759.1	XP_026299182.1
OG0007012	XP_001605994.1	XP_026295974.1
OG0007013	XP_031783481.1	XP_003249380.1
OG0007014	XP_001602756.1	XP_623732.1
OG0007016	XP_001600292.1	XP_392346.4
OG0007017	XP_008203915.1	XP_396937.4
OG0007018	XP_001603228.1	XP_395584.4
OG0007019	XP_031778257.1	XP_397351.4, XP_006564622.2, XP_006564621.2
OG0007020	XP_003425538.1	XP_006560719.1
OG0007022	XP_001606511.2	XP_623870.2
OG0007023	XP_001606759.2	XP_016767927.1
OG0007024	XP_008210462.3	XP_006559878.1
OG0007025	XP_001604161.1	XP_006572272.1
OG0007026	XP_008207113.1	XP_624153.3
OG0007027	XP_001605621.1	XP_397094.2
OG0007028	XP_016841854.1	XP_006571147.1
OG0007029	XP_031785943.1	XP_006566725.1
OG0007030	XP_031781190.1	XP_394033.1
OG0007031	XP_031778496.1	XP_392703.4
OG0007032	XP_032454232.1, XP_016839008.1	XP_016768245.1
OG0007033	XP_032455608.1	XP_006571706.1
OG0007036	XP_001600018.2	XP_006569667.1
OG0007038	XP_001606569.2	XP_625224.4
OG0007039	XP_001607537.2	XP_026301035.1
OG0007040	XP_003426259.1	XP_026299196.1
OG0007041	XP_003424731.1	XP_624477.3
OG0007042	XP_008207629.1	XP_003251027.3
OG0007043	XP_008217824.1	XP_006566268.1
OG0007044	XP_001605030.2	XP_006566404.2
OG0007045	XP_001600095.2	XP_026301566.1
OG0007046	XP_031780075.1	XP_006571710.1
OG0007047	XP_001604189.2	XP_006566036.1
OG0007049	XP_031782284.1	XP_006568944.2
OG0007050	XP_001600992.1	XP_016767286.1
OG0007051	XP_008212208.1	XP_006559444.2
OG0007052	XP_001602606.2	XP_396848.4
OG0007053	XP_031780748.1	XP_006562731.1
OG0007054	XP_031785554.1	XP_026301107.1
OG0007055	XP_001608292.1	XP_026298128.1
OG0007056	XP_001606680.2	XP_006560698.2
OG0007057	XP_008207044.2	XP_026301300.1
OG0007058	XP_008203002.1	XP_006572582.2
OG0007059	XP_001600798.2	XP_393885.1
OG0007060	XP_031781057.1	XP_026300114.1
OG0007062	NP_001161452.1	XP_393509.2
OG0007063	XP_001602021.1	XP_001122369.1
OG0007064	XP_016839563.1	XP_393377.4
OG0007065	XP_001606014.2	XP_395371.3
OG0007066	XP_031780408.1	XP_026295881.1
OG0007067	XP_001602610.2	XP_623438.1
OG0007068	XP_008210007.1	XP_026298555.1, XP_026298551.1
OG0007069	XP_001606195.1	XP_003249321.1
OG0007070	XP_001603097.1	XP_026298507.1
OG0007071	XP_008208112.2	XP_392288.1
OG0007072	XP_031780674.1	XP_003251260.2
OG0007073	XP_001604597.2	XP_026300723.1
OG0007074	XP_016840780.1	XP_006567757.1
OG0007076	XP_001603014.1	XP_393713.3
OG0007077	XP_008213730.1	XP_394075.2
OG0007079	XP_001600331.2	XP_001121316.2
OG0007080	XP_031779124.1	XP_026300767.1
OG0007081	XP_003424075.2	XP_006569721.1
OG0007082	XP_031781054.1	XP_624074.1
OG0007083	XP_001606574.2	XP_001120416.2
OG0007084	XP_031779535.1	XP_026297348.1
OG0007085	XP_031780406.1	XP_003251601.2
OG0007086	XP_008205558.1	XP_623289.1
OG0007087	XP_001607767.2	XP_026298532.1
OG0007088	XP_001599282.1	XP_395614.3
OG0007089	XP_031782392.1	XP_006571438.1
OG0007090	XP_001603731.2	XP_006562769.1
OG0007091	XP_008209507.1	XP_395623.2
OG0007092	XP_008208439.1	XP_006565309.1
OG0007093	XP_001602955.1	XP_623363.1
OG0007094	XP_001600112.1	XP_006567524.1
OG0007096	XP_008212462.1	XP_016766793.2
OG0007097	XP_001601394.2	XP_392087.3
OG0007098	XP_031788344.1	XP_006570768.1
OG0007099	XP_031780863.1	XP_006559529.1
OG0007100	XP_031783832.1	XP_026298015.1
OG0007101	XP_008214405.1	XP_016767630.1
OG0007102	XP_001603780.2	XP_396096.4
OG0007103	XP_001605001.1	XP_006558513.3
OG0007104	XP_001605497.2	XP_006563745.1
OG0007105	XP_008204094.1	XP_016767905.1
OG0007107	XP_003424389.1	XP_623745.2
OG0007108	XP_001603959.1	XP_006568868.2
OG0007109	XP_031783797.1	XP_006559464.1
OG0007110	XP_001603164.2	XP_623486.1
OG0007111	XP_003424070.1	XP_392295.3
OG0007112	XP_016841707.1	XP_624047.2
OG0007114	XP_032452878.1	XP_003249693.1
OG0007115	XP_008217592.1	XP_016769149.1
OG0007116	XP_001602076.1	XP_006560985.1
OG0007117	XP_031787330.1	XP_001120297.2
OG0007118	XP_001605379.1	XP_624661.1
OG0007119	XP_031783773.1	XP_026298027.1
OG0007120	XP_031777362.1	XP_006563491.1
OG0007121	XP_001600933.1	XP_006566986.1
OG0007122	XP_031789505.1	XP_396976.2
OG0007123	XP_001605320.2	XP_394446.4
OG0007124	XP_031778162.1	XP_392877.1
OG0007125	XP_001602926.2	XP_396658.3
OG0007126	XP_031776985.1	XP_393863.3
OG0007127	XP_001605032.1	XP_006558856.1
OG0007128	XP_016844870.1	XP_006571390.1
OG0007129	XP_031779197.1	XP_026299008.1
OG0007130	XP_001603429.1	XP_006567267.1
OG0007131	XP_031782660.1	XP_026299494.1
OG0007132	NP_001127796.1	XP_016771903.2
OG0007133	XP_008205075.2	XP_016769720.1
OG0007134	XP_016837829.1	XP_006569897.2
OG0007135	XP_008202116.1	XP_006564003.1
OG0007136	XP_001604419.1	XP_392327.4
OG0007137	XP_008212420.1	XP_624821.1
OG0007138	XP_001606442.1	XP_016773364.2
OG0007139	XP_008202009.1	XP_006560452.1
OG0007140	XP_001604212.1	XP_623891.2
OG0007142	XP_001605662.1	XP_026297547.1
OG0007143	XP_031788678.1	XP_006563059.1
OG0007144	NP_001180193.1	XP_625119.1
OG0007145	XP_001602017.1	XP_624319.1
OG0007146	XP_001602930.1	XP_395811.2
OG0007147	XP_016840120.1	XP_006565787.1
OG0007148	XP_031787519.1	XP_397372.4
OG0007149	XP_008213085.1	XP_026298817.1
OG0007150	XP_001607904.1	XP_395812.4
OG0007151	NP_001135438.1	XP_396194.3
OG0007152	XP_001603909.2	XP_392764.1
OG0007153	XP_001601481.1	XP_624438.1
OG0007154	XP_001602625.1	XP_016773304.2
OG0007155	XP_003423815.1	XP_395927.4
OG0007156	XP_032454558.1	XP_397412.2
OG0007157	XP_008210333.1, XP_031782808.1	XP_026301948.1
OG0007158	XP_016845595.1	XP_016768634.1
OG0007159	XP_001599568.2	XP_391981.3
OG0007160	XP_031787973.1	XP_396426.5
OG0007161	NP_001161268.1	XP_016772174.1
OG0007162	XP_001599076.1	NP_001229927.1
OG0007163	XP_001607989.1	XP_001120478.2
OG0007164	XP_003425640.1	XP_006572119.2
OG0007165	XP_008215083.1	XP_006559584.2
OG0007166	XP_016837889.1	XP_006568392.1
OG0007168	XP_008209390.1	XP_003250379.1
OG0007169	XP_001606702.2	XP_396802.3
OG0007170	XP_001605048.2	XP_026296616.1
OG0007171	XP_001600441.2	XP_392816.2
OG0007172	XP_001604504.2	XP_394689.3
OG0007173	XP_001599008.1	XP_001119885.1
OG0007174	XP_001602460.2	XP_016767773.1
OG0007175	XP_008205450.1	XP_006559844.1
OG0007176	XP_008211130.1	XP_394000.4
OG0007177	XP_031785363.1	XP_006563273.1
OG0007178	XP_031785377.1	XP_394464.1
OG0007179	XP_031779409.1	XP_026299526.1
OG0007180	XP_031787984.1	XP_026295305.1
OG0007181	XP_031787839.1, XP_032456258.1	XP_006560013.1
OG0007182	XP_001600575.1	XP_006560931.1
OG0007183	XP_008208058.1, XP_008208059.1, XP_032452410.1	XP_026295291.1
OG0007184	XP_031789577.1	XP_394701.3
OG0007185	XP_031784574.1	XP_006564792.1
OG0007186	XP_008212497.1	XP_006568550.1
OG0007187	XP_031778817.1	XP_392932.3
OG0007188	XP_008211515.1	XP_624936.3
OG0007190	XP_001605633.1	XP_026297432.1
OG0007193	XP_031787003.1	NP_001012633.1
OG0007194	XP_008203415.1	XP_016771176.2
OG0007195	XP_031779555.1	XP_016766792.2
OG0007196	XP_001601126.1	XP_026299452.1
OG0007197	XP_031786380.1	XP_392371.3
OG0007198	XP_001606777.1	XP_625165.1
OG0007199	XP_001605374.1	XP_006561478.1
OG0007200	XP_003427318.1	XP_006559113.3
OG0007202	XP_001606148.4	XP_001122118.2
OG0007203	XP_016841108.1	XP_016768566.1
OG0007205	XP_008217019.1	XP_026300448.1
OG0007206	XP_008208776.1	XP_026298631.1
OG0007208	XP_001606403.1	XP_003249755.1
OG0007209	XP_031784910.1	XP_391954.4
OG0007210	XP_008214207.1	XP_026296979.1
OG0007211	XP_031779665.1	XP_006557561.1
OG0007212	XP_031785715.1	XP_001121636.2
OG0007213	XP_008210525.1	XP_006568037.1
OG0007216	XP_031789425.1, XP_031788627.1	XP_006564669.2
OG0007217	XP_031785295.1	XP_026299414.1
OG0007218	XP_003428052.1	XP_006567880.1
OG0007219	XP_008201923.1	XP_026296231.1
OG0007220	XP_001599316.1	XP_624824.3
OG0007221	XP_003427394.1	XP_006558801.1
OG0007222	XP_001603212.2	XP_623539.1
OG0007223	XP_008210417.1	XP_026299503.1
OG0007225	XP_008202942.1	XP_026298514.1
OG0007226	XP_031777196.1	XP_006564548.1
OG0007227	XP_001607130.2	XP_396511.3
OG0007228	XP_001601013.2	XP_001120268.3
OG0007229	XP_001606627.1	XP_006568378.2
OG0007230	XP_001608116.1	XP_016769151.1
OG0007231	XP_001606187.2	XP_006561239.1
OG0007233	XP_008203149.1	XP_001120954.1
OG0007234	XP_008207137.1	XP_006563445.1
OG0007235	XP_001600638.2	XP_016772372.2
OG0007236	XP_008202121.2	XP_006563346.1
OG0007237	XP_031784900.1	XP_026298081.1
OG0007238	XP_008214546.1	XP_001121339.1
OG0007239	XP_003424236.1	XP_006569683.1
OG0007240	XP_031782304.1	XP_001122632.3
OG0007241	XP_008202980.1	XP_006565027.1
OG0007242	XP_001603556.2	XP_393593.4
OG0007243	XP_016838564.1	XP_003251000.2
OG0007244	XP_003425290.1	XP_001120667.3
OG0007245	XP_001606498.1	XP_001120529.2
OG0007246	XP_031778417.1	XP_006561358.2
OG0007247	XP_016840433.1	XP_006567442.2
OG0007248	XP_008205858.2	XP_016767904.1
OG0007249	XP_016843679.1	XP_026301213.1
OG0007250	XP_001603116.2	XP_006569643.2
OG0007251	XP_031783752.1	XP_006563216.3
OG0007252	XP_001608028.2	XP_396208.4
OG0007253	NP_001180239.1	XP_006561337.1
OG0007255	XP_031779773.1, XP_031779906.1, XP_031786430.1, XP_031780274.1	XP_006571648.1
OG0007256	XP_031782544.1	XP_624057.3
OG0007259	XP_008217460.1	XP_016768556.2
OG0007260	XP_001604590.2	XP_397317.2
OG0007262	XP_016838326.1	XP_006560996.1
OG0007263	XP_031776706.1	XP_003251210.1
OG0007264	XP_016840677.1, XP_008211685.1	XP_006562229.1
OG0007265	NP_001162022.1	XP_392115.1
OG0007266	XP_016840593.1	XP_006563575.2
OG0007267	XP_016836559.1, XP_016836556.1	XP_026299766.1
OG0007268	XP_003425378.1	XP_006559789.1
OG0007269	XP_001605115.1	XP_026301683.1
OG0007270	XP_031782533.1	XP_006558857.1
OG0007271	XP_008206998.1	XP_006566617.1, XP_006566620.1
OG0007272	XP_016840454.1	XP_006567699.1
OG0007273	XP_003424124.1	XP_026295422.1
OG0007275	XP_001608308.1	XP_001121268.2
OG0007277	XP_016842606.1, XP_001603939.2	XP_006569150.1
OG0007278	XP_001606486.2	XP_026297640.1
OG0007279	XP_031776991.1	XP_026299651.1
OG0007280	XP_031776762.1	XP_006567463.2
OG0007281	XP_001604457.2	XP_006568416.2
OG0007282	XP_016845577.1	NP_001229451.1
OG0007284	XP_031783689.1	XP_026295913.1
OG0007285	XP_001608218.1	XP_393789.2
OG0007286	XP_001603443.2	XP_006567785.2
OG0007287	XP_008212439.1	XP_026295421.1
OG0007288	XP_031783100.1	XP_026296280.1
OG0007289	XP_031787044.1	XP_006570561.1
OG0007290	XP_001602919.1	XP_392084.1
OG0007291	XP_001606055.1	XP_392863.3
OG0007293	XP_031782694.1	XP_016766379.1
OG0007294	XP_008205349.2	XP_006569964.1
OG0007295	XP_001607438.2	XP_026297552.1
OG0007296	XP_008205140.3	XP_003250098.2
OG0007297	XP_016841229.1	XP_026295487.1
OG0007298	XP_001601114.2	XP_394543.3
OG0007299	XP_031780751.1	XP_006562726.1
OG0007300	XP_032457783.1	XP_006570067.1
OG0007301	XP_031783470.1	XP_016767395.1
OG0007303	XP_001607590.1	XP_026296801.1
OG0007304	XP_001605751.1	XP_016772102.1
OG0007305	XP_001602726.2	XP_396542.5
OG0007306	XP_001603418.2	XP_026298777.1
OG0007307	XP_016837235.1	XP_392676.2
OG0007308	XP_008208165.1	XP_026300281.1
OG0007311	XP_001602053.1	XP_001122740.5
OG0007312	XP_001601562.1	XP_395542.2
OG0007313	XP_001604190.2	XP_396706.4
OG0007314	XP_031781558.1	XP_393267.5
OG0007315	XP_008214041.1	XP_026297215.1
OG0007316	XP_032457749.1	XP_016767396.2
OG0007317	XP_016842908.1	XP_006569198.1
OG0007318	XP_001601386.4	XP_006564279.1
OG0007319	XP_001601122.1	XP_624144.2
OG0007320	XP_003425288.1	XP_006571383.1
OG0007321	XP_008209383.1	XP_026298456.1
OG0007322	XP_003424223.1	XP_001120363.1
OG0007323	XP_031778812.1	XP_006569870.1
OG0007324	XP_016839643.1	XP_016767296.1
OG0007326	XP_003424168.1	XP_006569369.2
OG0007327	XP_003423897.1	XP_006570730.1
OG0007328	XP_016838367.1	XP_003251089.1
OG0007329	XP_001604976.1	XP_396280.4
OG0007330	XP_031779333.1	XP_016766596.1
OG0007331	XP_016837247.1	XP_392968.2
OG0007332	XP_003427350.4	XP_624890.1
OG0007333	XP_031784115.1	XP_006560709.1
OG0007334	XP_031788230.1	XP_001122532.3
OG0007335	XP_031789450.1	XP_394669.2
OG0007336	XP_031788114.1	XP_026296939.1
OG0007337	XP_031776933.1	XP_391887.4
OG0007338	XP_008217430.1	XP_006561268.2
OG0007339	XP_032453379.1	XP_016772954.2
OG0007341	XP_031788846.1, XP_031776884.1, XP_008215328.1	XP_006560617.1
OG0007342	XP_016844839.2	XP_391948.3
OG0007343	XP_003424337.1	XP_001119971.2
OG0007344	XP_003425289.1	XP_001122585.3
OG0007345	XP_001599735.2	XP_006569049.1
OG0007346	XP_003427661.1	XP_393828.2
OG0007347	XP_003424434.1	XP_392195.5
OG0007348	XP_016840287.1	XP_393479.3
OG0007349	XP_001605160.1	XP_003249307.1
OG0007350	XP_031778838.1	XP_006569637.2
OG0007351	XP_008210955.1	XP_392763.3
OG0007352	XP_001607621.1	XP_393110.1
OG0007353	XP_031782410.1	XP_394353.3
OG0007355	XP_003424145.1	XP_006561443.1
OG0007356	XP_001605386.1	XP_003250387.2
OG0007357	XP_008207191.1	XP_394781.4
OG0007358	XP_031784312.1	XP_026295021.1
OG0007359	XP_031783482.1	XP_006558743.1
OG0007360	XP_032453401.1	XP_026296240.1
OG0007361	XP_016844895.1	XP_006568016.1
OG0007362	XP_031789594.1	XP_006560181.1
OG0007363	XP_032457604.1	XP_393890.1
OG0007364	XP_001603481.1	XP_395329.2
OG0007365	XP_008215266.1	XP_026298881.1
OG0007366	XP_008202699.1	XP_003251930.2
OG0007367	XP_001605609.2	XP_397380.1
OG0007368	XP_001601176.1	XP_026296620.1
OG0007369	XP_001601889.1	XP_006566858.1
OG0007370	XP_008201977.1	XP_392078.2
OG0007373	XP_001606268.2	XP_016768215.2
OG0007374	XP_031780868.1	XP_026297344.1
OG0007375	XP_031786197.1	NP_001238948.1
OG0007376	XP_008205344.1	XP_003250394.3
OG0007377	XP_016839723.1	XP_006570038.2
OG0007378	XP_008203228.1	XP_026295645.1
OG0007379	XP_001600896.2	XP_003250595.1
OG0007380	XP_003424823.1	XP_392019.4
OG0007382	XP_016841343.1	XP_396056.5
OG0007383	XP_001602630.2	XP_625184.4
OG0007385	XP_032454766.1	XP_001121796.2
OG0007386	XP_008203454.2	XP_026296037.1
OG0007387	XP_001601439.1	XP_392365.1
OG0007388	XP_001602139.2	XP_006564475.2
OG0007389	XP_031777965.1	XP_026294930.1
OG0007390	XP_016844969.1	XP_006566331.1
OG0007392	XP_008214639.1	XP_026301558.1
OG0007394	XP_001605117.2	XP_623365.1
OG0007395	XP_008209456.1	XP_026301029.1
OG0007396	XP_001604898.2	XP_026302223.1
OG0007397	XP_001607207.1	XP_003250392.2
OG0007398	XP_016842848.2	XP_396388.5
OG0007399	XP_016837464.1	XP_394599.3
OG0007400	NP_001123262.1	XP_001121410.2
OG0007401	XP_008208464.3	NP_001229444.1
OG0007402	XP_008204135.1	XP_026300747.1
OG0007403	XP_008206634.2	XP_026296837.1
OG0007404	XP_031784531.1	XP_006562242.2
OG0007405	XP_001606394.2	XP_006566135.1
OG0007406	XP_031779648.1	XP_016766410.2
OG0007407	XP_031777926.1	XP_026298382.1
OG0007408	XP_016845737.1	XP_026297045.1
OG0007409	XP_016840697.1	XP_395004.3
OG0007410	XP_001602553.1	XP_026302081.1
OG0007411	XP_001607954.2	XP_392067.4
OG0007412	XP_001599577.1	XP_026299488.1
OG0007413	XP_008206325.2	XP_026301576.1
OG0007414	XP_016844959.1	XP_016770578.1
OG0007416	XP_008212293.3	XP_392937.2
OG0007417	XP_008202927.2	XP_026301784.1
OG0007418	XP_031778309.1	XP_026300172.1
OG0007419	XP_031779975.1, XP_031779976.1	XP_026297517.1
OG0007420	XP_016838747.2	XP_001121647.2
OG0007422	XP_001604585.1	XP_396279.3
OG0007423	XP_008204051.1	XP_006562359.1
OG0007425	XP_031785979.1	XP_001122113.1
OG0007426	XP_003425833.1	XP_026299274.1
OG0007428	XP_003428026.1	XP_026300457.1
OG0007429	XP_016841851.1	XP_001121332.3
OG0007430	XP_008209671.2	XP_395563.4
OG0007431	XP_003424312.1	XP_006563283.2
OG0007432	XP_016843681.1	XP_026297303.1
OG0007433	XP_008211689.1	XP_026297003.1
OG0007434	XP_016841929.1	XP_026295698.1, NP_001229483.1
OG0007435	XP_031788892.1, XP_031788893.1, XP_031788891.1	XP_026300892.1
OG0007436	XP_001605629.3	XP_026299473.1
OG0007437	XP_008206600.1	XP_006566798.2
OG0007438	XP_032456208.1, XP_008201926.1	XP_003251943.1
OG0007439	XP_031780254.1	XP_016768314.2
OG0007440	XP_031783644.1	XP_026299731.1
OG0007442	XP_001607688.1	XP_396906.3
OG0007443	XP_008215608.1	XP_006571791.1
OG0007444	XP_008204928.1	XP_394473.2
OG0007445	XP_003427586.2	XP_006564268.2
OG0007446	XP_031786748.1	XP_026294632.1
OG0007447	XP_001606013.2	XP_006557930.1
OG0007448	XP_016837692.1	XP_006561392.2
OG0007449	XP_031785201.1	XP_026298212.1
OG0007450	XP_008209890.1	XP_624006.3
OG0007451	XP_008216797.2	XP_006568704.2, XP_006568703.2
OG0007452	XP_016837200.1	XP_026295050.1
OG0007453	XP_001607627.1	XP_001123126.4
OG0007455	XP_031783800.1	XP_006569533.1
OG0007456	XP_008204289.1	XP_016768377.1
OG0007457	XP_031779886.1	XP_006561021.1
OG0007458	XP_001606006.1	XP_001121569.3
OG0007459	XP_016838578.1	XP_006568034.1
OG0007461	XP_016845546.1	XP_026300004.1
OG0007462	NP_001128393.1	XP_001121066.2
OG0007463	XP_008210504.2	XP_006571469.1
OG0007464	XP_001607772.1	XP_624351.3
OG0007465	XP_016839773.1	XP_003249178.1
OG0007466	XP_031778559.1	XP_026300937.1
OG0007467	XP_001605267.1	XP_016766739.1
OG0007468	XP_032454270.1	XP_016766417.2
OG0007469	XP_031778829.1	XP_006569839.1
OG0007470	XP_001600063.1	XP_395197.2
OG0007471	XP_001603222.1	XP_001122511.2
OG0007472	XP_001602539.2	XP_006557814.2
OG0007473	XP_008216163.1	XP_026298728.1
OG0007474	XP_001608145.2	XP_624725.1
OG0007475	NP_001123268.1	XP_026295859.1
OG0007477	XP_016840180.1	XP_001120814.2
OG0007478	XP_001601181.1	XP_001120497.1
OG0007479	XP_008207966.1	XP_001121254.2
OG0007480	XP_016837016.1, NP_001123218.1	XP_006570973.2
OG0007481	XP_031782840.1	XP_006571419.1, XP_001121501.2
OG0007485	XP_003427705.1	XP_006563316.1
OG0007486	XP_001602821.1	XP_003250023.2
OG0007487	XP_008215394.1	XP_016769495.1
OG0007488	XP_001606539.1	XP_624257.1
OG0007489	XP_008202097.1	XP_395319.2
