Orthogroup	Osmia_bicornis	Tribolium_castaneum
OG0005858	XP_029040220.1	XP_973916.1
OG0005859	XP_029033107.1	XP_967224.1
OG0005860	XP_029051558.1	XP_969650.2
OG0005861	XP_029044758.1	XP_008193890.1
OG0005862	XP_029043018.1	XP_001810703.1
OG0005863	XP_029040122.1	XP_972793.1
OG0005864	XP_029045308.1	XP_973422.1
OG0005865	XP_029044562.1, XP_029044563.1	XP_015833158.1
OG0005866	XP_029051292.1	XP_968355.1
OG0005867	XP_029053641.1	XP_015833912.1
OG0005868	XP_029046593.1	XP_968469.2
OG0005869	XP_029053555.1	XP_974124.1
OG0005870	XP_029043092.1	XP_966459.2
OG0005871	XP_029042139.1	XP_008194056.1
OG0005872	XP_029047962.1	XP_973623.1
OG0005873	XP_029039573.1	XP_015838706.1, XP_972497.1
OG0005874	XP_029038930.1	XP_972224.1
OG0005875	XP_029042556.1	XP_008197572.1
OG0005876	XP_029042336.1	XP_973092.3
OG0005877	XP_029055706.1	XP_968270.1
OG0005878	XP_029038749.1	XP_008200264.1
OG0005879	XP_029048975.1	XP_008196780.1
OG0005880	XP_029033193.1	XP_971703.1
OG0005881	XP_029046009.1	XP_974133.1
OG0005882	XP_029032453.1	XP_974274.1
OG0005883	XP_029043933.1	XP_008195940.1
OG0005884	XP_029054731.1	XP_974883.1
OG0005885	XP_029044205.1, XP_029044298.1	XP_015836788.1
OG0005886	XP_029046745.1	XP_969933.1
OG0005887	XP_029053564.1	XP_971023.1
OG0005888	XP_029046411.1	XP_967613.2
OG0005889	XP_029051601.1	XP_975558.1
OG0005890	XP_029040566.1	XP_966773.1
OG0005891	XP_029046008.1	XP_974159.1
OG0005892	XP_029034375.1	XP_971759.1
OG0005893	XP_029042244.1	XP_008201452.1
OG0005894	XP_029039143.1	XP_015838035.1
OG0005895	XP_029038412.1	XP_001811714.1
OG0005896	XP_029033292.1	XP_975000.1
OG0005897	XP_029053296.1	XP_008193639.1
OG0005898	XP_029050330.1	XP_015837344.1
OG0005899	XP_029047909.1	XP_008193014.1
OG0005900	XP_029037036.1	XP_008200927.1
OG0005901	XP_029036687.1	XP_968263.1
OG0005902	XP_029035141.1	XP_008200832.1
OG0005903	XP_029050941.1	XP_968655.1
OG0005904	XP_029055906.1	XP_008195523.1
OG0005905	XP_029040553.1	XP_967123.1
OG0005906	XP_029031848.1	XP_973003.1
OG0005907	XP_029032691.1	XP_967777.1
OG0005908	XP_029041489.1	XP_974526.1
OG0005909	XP_029053015.1	XP_967235.1
OG0005910	XP_029054421.1	XP_974981.1
OG0005911	XP_029051555.1	XP_008200551.1
OG0005912	XP_029039880.1	XP_967771.1
OG0005913	XP_029035602.1	XP_971130.1
OG0005914	XP_029052842.1	XP_970454.1
OG0005915	XP_029032210.1	XP_015833427.1
OG0005916	XP_029053429.1	XP_008192815.1
OG0005917	XP_029043136.1, XP_029043137.1	XP_971914.1
OG0005918	XP_029045612.1	XP_001816527.1
OG0005919	XP_029040126.1	XP_967890.1
OG0005920	XP_029045499.1	XP_008195119.1
OG0005921	XP_029037112.1	XP_015832908.1
OG0005922	XP_029043316.1	XP_975662.1
OG0005923	XP_029036682.1	XP_974837.1, XP_969673.1
OG0005924	XP_029051877.1	XP_969540.1
OG0005925	XP_029036930.1	XP_008195838.1
OG0005926	XP_029035993.1	XP_970144.1
OG0005927	XP_029036940.1	XP_967615.2
OG0005928	XP_029040845.1	XP_968988.1
OG0005929	XP_029038125.1	XP_975129.1
OG0005930	XP_029050102.1	XP_015834846.1
OG0005931	XP_029047013.1	XP_972315.1
OG0005933	XP_029044785.1, XP_029045171.1	XP_970979.1
OG0005934	XP_029051099.1	XP_973675.1
OG0005935	XP_029049385.1	XP_975468.1
OG0005936	XP_029042461.1	XP_968660.2
OG0005937	XP_029034678.1	XP_974787.2
OG0005938	XP_029038114.1	XP_974541.1
OG0005939	XP_029049562.1	XP_968325.1
OG0005940	XP_029032251.1	XP_970581.1
OG0005941	XP_029043893.1	XP_008200477.1
OG0005942	XP_029048270.1	XP_968744.1
OG0005943	XP_029035745.1	XP_008196502.1
OG0005944	XP_029049625.1	XP_972242.2
OG0005945	XP_029037178.1	XP_966925.1
OG0005946	XP_029050659.1	XP_973141.1
OG0005947	XP_029041742.1	XP_015835164.1
OG0005948	XP_029050004.1	XP_972108.1
OG0005949	XP_029052511.1	XP_972979.1
OG0005950	XP_029039018.1	XP_970740.2
OG0005951	XP_029041942.1	XP_968060.1
OG0005952	XP_029035883.1	XP_008195725.1
OG0005953	XP_029043551.1	XP_974511.1
OG0005954	XP_029032983.1	XP_015837261.1
OG0005955	XP_029056655.1	XP_971559.1
OG0005956	XP_029039112.1	XP_008195605.1
OG0005957	XP_029043040.1	NP_001161919.1
OG0005958	XP_029056610.1	XP_968248.1
OG0005959	XP_029044747.1	XP_015836024.1
OG0005960	XP_029054172.1	XP_971943.2
OG0005961	XP_029040695.1	XP_968289.1
OG0005962	XP_029039209.1	XP_015839659.1
OG0005963	XP_029042818.1	XP_966955.1
OG0005964	XP_029048505.1	XP_966494.1
OG0005965	XP_029035054.1	XP_015835418.1
OG0005966	XP_029039046.1	XP_008194882.1
OG0005967	XP_029041890.1	XP_008190656.1
OG0005968	XP_029032334.1	XP_968508.1
OG0005969	XP_029043432.1	XP_008195198.1
OG0005970	XP_029055352.1	XP_968008.1
OG0005971	XP_029052458.1	XP_972764.1
OG0005972	XP_029049461.1	XP_008190857.1
OG0005973	XP_029035590.1	XP_974707.1
OG0005974	XP_029033788.1	XP_970076.1
OG0005975	XP_029052570.1	XP_967206.1
OG0005976	XP_029049899.1	XP_008190409.1
OG0005977	XP_029052641.1	XP_008195389.1
OG0005978	XP_029031849.1	XP_008190672.1
OG0005979	XP_029036655.1	XP_971411.1
OG0005980	XP_029050458.1	XP_008191619.1, XP_015834983.1
OG0005981	XP_029040837.1	XP_973579.1
OG0005982	XP_029032479.1	XP_008196504.1
OG0005983	XP_029032179.1	XP_969352.1
OG0005984	XP_029034739.1	XP_967318.2
OG0005985	XP_029039822.1	XP_001815071.1
OG0005986	XP_029035937.1	XP_970059.1
OG0005987	XP_029032623.1	XP_974790.1
OG0005988	XP_029052038.1	XP_969318.1
OG0005989	XP_029035951.1	XP_975610.1
OG0005990	XP_029041568.1	XP_008191718.1
OG0005991	XP_029035041.1	XP_975233.2
OG0005992	XP_029048100.1	XP_015834772.1
OG0005993	XP_029038147.1	XP_968963.1
OG0005994	XP_029040136.1	XP_969254.2
OG0005995	XP_029048637.1	XP_973561.1
OG0005996	XP_029035015.1	XP_972013.1
OG0005997	XP_029041281.1	XP_970827.1, XP_015834512.1
OG0005998	XP_029032136.1	XP_008195879.1
OG0005999	XP_029042012.1	XP_967903.1
OG0006000	XP_029053740.1	XP_973353.1
OG0006001	XP_029051979.1	XP_008192777.1
OG0006002	XP_029042843.1, XP_029042279.1	XP_972753.1
OG0006003	XP_029052968.1	XP_972504.1
OG0006004	XP_029052551.1	XP_967118.1
OG0006005	XP_029047291.1	XP_969076.2
OG0006006	XP_029044805.1	NP_001153545.1
OG0006007	XP_029034275.1	XP_008200322.1
OG0006008	XP_029035264.1, XP_029035265.1	XP_008200316.1
OG0006009	XP_029053929.1	XP_974616.1
OG0006010	XP_029042828.1, XP_029042829.1	XP_015837004.1
OG0006011	XP_029032941.1	XP_008193073.1
OG0006012	XP_029034211.1	XP_967027.2
OG0006013	XP_029034622.1	XP_015836548.1
OG0006014	XP_029038812.1	XP_008199578.1
OG0006015	XP_029052806.1	XP_968023.1
OG0006016	XP_029045935.1	XP_972028.1
OG0006017	XP_029055414.1	XP_015834055.1
OG0006018	XP_029042240.1	XP_008200332.1
OG0006019	XP_029040325.1	XP_008190573.1
OG0006020	XP_029042060.1	XP_008195444.1
OG0006021	XP_029052494.1	XP_015832919.1, XP_008190459.1
OG0006022	XP_029035131.1	XP_008196614.1
OG0006023	XP_029036583.1	XP_975549.1
OG0006024	XP_029039246.1	XP_008197009.1
OG0006025	XP_029040483.1	XP_015835432.1
OG0006026	XP_029041965.1	XP_970038.1
OG0006027	XP_029048066.1	XP_970918.1
OG0006028	XP_029035455.1	XP_015833149.1
OG0006029	XP_029046822.1	XP_008196097.1
OG0006030	XP_029033721.1	XP_974086.2
OG0006031	XP_029053018.1	XP_008190529.1
OG0006032	XP_029045337.1	XP_973665.1
OG0006033	XP_029046932.1	XP_969665.1
OG0006034	XP_029055319.1	XP_008198963.1
OG0006035	XP_029032471.1	XP_969092.1
OG0006036	XP_029032661.1	XP_015836850.1
OG0006037	XP_029045143.1	XP_015834289.1
OG0006038	XP_029043860.1, XP_029043834.1	XP_968035.2
OG0006039	XP_029035908.1	XP_015837622.1, XP_008196398.1
OG0006040	XP_029056585.1	XP_968097.2
OG0006041	XP_029053174.1	XP_972311.1
OG0006042	XP_029042782.1	XP_971938.1
OG0006043	XP_029037862.1	XP_970065.3
OG0006044	XP_029044202.1	XP_008199644.1
OG0006045	XP_029036487.1	XP_008195413.1
OG0006046	XP_029038154.1	XP_015839099.1
OG0006047	XP_029049184.1	XP_972826.1
OG0006048	XP_029041479.1	XP_008196946.1
OG0006049	XP_029041188.1	XP_008195091.1
OG0006050	XP_029056599.1	XP_970844.1
OG0006051	XP_029052460.1	XP_015833164.1
OG0006052	XP_029056521.1	XP_974343.1
OG0006053	XP_029047395.1	XP_008201367.1
OG0006054	XP_029049553.1	XP_973804.1
OG0006055	XP_029032293.1	XP_015838151.1
OG0006056	XP_029035699.1	XP_008195140.1, XP_015836736.1
OG0006057	XP_029040719.1	XP_968863.2
OG0006058	XP_029042315.1	XP_001808147.1
OG0006059	XP_029038553.1	XP_008200063.1
OG0006060	XP_029040806.1	XP_015838089.1, XP_967353.1
OG0006061	XP_029042553.1	XP_008197571.1
OG0006062	XP_029032107.1	XP_975238.1
OG0006063	XP_029050081.1	XP_974245.1
OG0006064	XP_029050918.1	XP_015835819.1
OG0006065	XP_029045295.1	XP_008196033.1
OG0006066	XP_029033069.1	XP_008192691.1
OG0006067	XP_029041237.1	XP_971811.1
OG0006068	XP_029050115.1, XP_029052386.1	XP_972846.1
OG0006069	XP_029051982.1	XP_971084.2
OG0006070	XP_029033499.1	XP_015840675.1
OG0006071	XP_029032378.1	XP_971483.1, XP_008197391.1
OG0006072	XP_029043431.1	XP_008195580.1
OG0006073	XP_029043167.1	XP_008191932.1
OG0006074	XP_029049967.1	XP_970611.1
OG0006075	XP_029042605.1	XP_008197353.1
OG0006076	XP_029048349.1	XP_008200459.1
OG0006077	XP_029049445.1	XP_008193971.1
OG0006078	XP_029049908.1	XP_972184.1
OG0006079	XP_029046764.1	XP_968214.1
OG0006080	XP_029052267.1	XP_972784.2
OG0006081	XP_029037963.1	XP_969821.1
OG0006082	XP_029042383.1	XP_975299.1
OG0006083	XP_029044241.1	XP_969292.2
OG0006084	XP_029034857.1	XP_975200.2
OG0006085	XP_029036530.1	XP_008193426.1
OG0006086	XP_029039930.1, XP_029039939.1	XP_975172.1
OG0006087	XP_029042906.1	XP_008191807.1
OG0006088	XP_029042954.1	XP_015840737.1
OG0006089	XP_029041200.1	XP_971921.1
OG0006090	XP_029050157.1	XP_015837916.1
OG0006091	XP_029052338.1	XP_969328.1
OG0006092	XP_029038414.1	XP_967408.1
OG0006093	XP_029036241.1	XP_968117.1
OG0006094	XP_029034011.1	XP_015835531.1
OG0006095	XP_029052572.1	XP_970606.1
OG0006096	XP_029051774.1	XP_969753.1
OG0006097	XP_029053497.1, XP_029053721.1	XP_008196003.1
OG0006098	XP_029034307.1	XP_015833475.1
OG0006099	XP_029034937.1	XP_008191976.1
OG0006100	XP_029038564.1	XP_970018.1
OG0006101	XP_029040092.1	NP_001136167.1
OG0006102	XP_029037117.1	XP_008197945.1
OG0006103	XP_029035679.1	NP_001164117.1
OG0006104	XP_029034068.1	NP_001107822.1, XP_008193162.1
OG0006105	XP_029048294.1	XP_015834586.1, XP_970787.2
OG0006106	XP_029039990.1	NP_001153741.1, XP_008199600.1
OG0006107	XP_029038200.1	XP_974190.1
OG0006109	XP_029035410.1	NP_001095946.1
OG0006110	XP_029043732.1	XP_973449.1
OG0006111	XP_029036857.1	XP_969313.1
OG0006112	XP_029047242.1, XP_029047243.1	XP_971899.1
OG0006113	XP_029042282.1	NP_001153722.1
OG0006114	XP_029048891.1	XP_969197.1
OG0006115	XP_029034721.1	XP_001813478.1
OG0006116	XP_029041367.1	XP_015836815.1
OG0006117	XP_029043612.1	XP_008194939.1
OG0006118	XP_029038391.1	XP_974055.1
OG0006119	XP_029046851.1	XP_969793.1
OG0006120	XP_029043340.1	XP_008196845.1
OG0006121	XP_029035950.1	XP_975394.1
OG0006123	XP_029031885.1	XP_967947.2
OG0006124	XP_029052538.1	XP_968460.1
OG0006125	XP_029032345.1	XP_972705.1
OG0006126	XP_029049851.1	XP_969150.1
OG0006127	XP_029032445.1	XP_966585.1
OG0006128	XP_029050364.1	XP_008196205.1
OG0006130	XP_029051231.1	XP_967502.1
OG0006131	XP_029042857.1	XP_008195462.1
OG0006132	XP_029042099.1	XP_008194472.1
OG0006133	XP_029044008.1, XP_029043976.1	XP_008190500.1
OG0006134	XP_029050059.1	XP_008191343.1
OG0006135	XP_029035997.1	XP_967817.2
OG0006136	XP_029052845.1	XP_015839689.1
OG0006137	XP_029047460.1	XP_968202.1
OG0006138	XP_029034481.1	XP_015834406.1
OG0006139	XP_029044330.1	XP_008194175.1
OG0006140	XP_029047070.1	XP_008200089.1
OG0006141	XP_029048844.1	XP_970646.1
OG0006143	XP_029038386.1	XP_001811667.1
OG0006144	XP_029042380.1	XP_008195509.1
OG0006145	XP_029043554.1	XP_970462.1
OG0006146	XP_029039150.1	XP_972818.2
OG0006147	XP_029055573.1	XP_973312.1
OG0006149	XP_029044587.1	XP_974377.1
OG0006150	XP_029048506.1	XP_970568.2
OG0006151	XP_029032766.1	XP_008190797.1
OG0006152	XP_029043133.1	XP_973922.1
OG0006153	XP_029037505.1	XP_008191866.1
OG0006154	XP_029034924.1	XP_008192041.2
OG0006155	XP_029033566.1	XP_008195300.1
OG0006156	XP_029040442.1, XP_029040441.1	XP_967600.2
OG0006157	XP_029047345.1	XP_008194660.1
OG0006158	XP_029049270.1	XP_008201238.1, NP_001034510.1
OG0006159	XP_029046986.1, XP_029046987.1	XP_001810169.2
OG0006160	XP_029034812.1	XP_015835761.1
OG0006161	XP_029056314.1	XP_015836311.1
OG0006162	XP_029053652.1	XP_008195053.1
OG0006163	XP_029035563.1	XP_966716.1
OG0006164	XP_029047213.1	XP_968028.1
OG0006165	XP_029044054.1	XP_975134.2
OG0006166	XP_029038218.1	XP_001807129.1
OG0006167	XP_029034585.1	XP_015839012.1
OG0006168	XP_029046944.1	XP_970015.2
OG0006169	XP_029051532.1	XP_968057.1
OG0006170	XP_029038481.1	XP_008191382.2, XP_971029.1
OG0006171	XP_029046174.1	XP_969175.1
OG0006172	XP_029044093.1	XP_967760.1
OG0006173	XP_029049289.1	XP_008198463.1
OG0006174	XP_029040938.1, XP_029040937.1	XP_966482.1
OG0006175	XP_029055910.1	XP_008190662.1
OG0006176	XP_029052911.1	XP_015833069.1
OG0006177	XP_029031941.1	XP_972963.1
OG0006178	XP_029056150.1	XP_008197383.1
OG0006179	XP_029043619.1	XP_008194805.1
OG0006180	XP_029050307.1	XP_972555.3
OG0006181	XP_029037005.1	XP_967438.2
OG0006182	XP_029049014.1, XP_029049012.1	XP_015836222.1
OG0006183	XP_029053358.1	XP_973095.1
OG0006184	XP_029047110.1	NP_001161915.1
OG0006185	XP_029035357.1	XP_001808071.2
OG0006186	XP_029032610.1	XP_008194151.1
OG0006187	XP_029053933.1	XP_969860.2
OG0006188	XP_029046863.1	XP_969276.2
OG0006189	XP_029036749.1	XP_974964.1
OG0006191	XP_029047044.1	NP_001164154.1, XP_008200418.1
OG0006192	XP_029051061.1	XP_008196113.1
OG0006193	XP_029047098.1	XP_008196472.1
OG0006194	XP_029034838.1	XP_008201501.1
OG0006195	XP_029046996.1	XP_971097.1
OG0006196	XP_029043482.1	XP_973323.1
OG0006197	XP_029040183.1	XP_967679.1
OG0006199	XP_029040992.1	XP_973597.1
OG0006200	XP_029041317.1	XP_008196414.1
OG0006201	XP_029036689.1	XP_008191241.1
OG0006202	XP_029032903.1	XP_971116.2
OG0006203	XP_029048053.1	XP_973025.1
OG0006204	XP_029052402.1	XP_008193768.1, XP_008193759.1
OG0006205	XP_029033088.1	XP_008197358.1
OG0006206	XP_029050884.1	XP_015833212.1
OG0006207	XP_029032805.1	XP_008192481.1
OG0006208	XP_029047649.1	XP_015835132.1
OG0006209	XP_029044542.1	XP_966390.1
OG0006210	XP_029046697.1	XP_008201451.1
OG0006211	XP_029048339.1	XP_008195304.1
OG0006212	XP_029038334.1	XP_008194346.1
OG0006214	XP_029038622.1	XP_008198272.1
OG0006215	XP_029039742.1	XP_972389.1
OG0006216	XP_029055192.1	XP_015833492.1
OG0006217	XP_029035389.1	XP_974716.1
OG0006218	XP_029039596.1	XP_974418.1
OG0006219	XP_029032690.1	XP_967673.1
OG0006220	XP_029051139.1	XP_968878.1
OG0006221	XP_029037427.1	XP_970593.2
OG0006222	XP_029045201.1	XP_008192239.1
OG0006223	XP_029048275.1	XP_008191963.1
OG0006224	XP_029039300.1	XP_971011.1, XP_008201542.1
OG0006225	XP_029033333.1	XP_967459.1
OG0006226	XP_029039410.1	XP_015837923.1
OG0006228	XP_029034444.1	XP_969161.2
OG0006229	XP_029033012.1	XP_008196961.1, NP_001127850.1
OG0006230	XP_029045462.1	XP_008198972.1
OG0006231	XP_029038057.1	XP_008199267.1
OG0006232	XP_029046310.1	XP_968899.1
OG0006233	XP_029031913.1	XP_008194458.1
OG0006234	XP_029055600.1	XP_015834942.1
OG0006235	XP_029047906.1	XP_970755.2
OG0006236	XP_029035296.1	XP_971934.2
OG0006237	XP_029055826.1	XP_008195326.1
OG0006238	XP_029037276.1	XP_008192284.1
OG0006239	XP_029039399.1	XP_973089.1
OG0006240	XP_029053510.1	XP_008198164.1
OG0006241	XP_029052424.1	XP_973652.1
OG0006242	XP_029050766.1	XP_972226.3
OG0006243	XP_029042767.1	XP_974351.1
OG0006244	XP_029044387.1	XP_972740.1
OG0006245	XP_029050660.1	XP_970678.1
OG0006246	XP_029040947.1	XP_967705.1
OG0006247	XP_029041611.1	XP_975203.2
OG0006248	XP_029045927.1	XP_974638.1
OG0006249	XP_029036404.1	XP_015837072.1
OG0006250	XP_029041773.1	XP_015840452.1, XP_969448.1
OG0006251	XP_029051125.1	XP_973772.1
OG0006252	XP_029036766.1	NP_001034525.1
OG0006253	XP_029045533.1	XP_008196309.1
OG0006254	XP_029037153.1	XP_971710.2
OG0006255	XP_029039164.1	XP_968858.3
OG0006256	XP_029037391.1	XP_008192355.1
OG0006257	XP_029040743.1	XP_974304.1
OG0006258	XP_029035700.1	NP_001107765.1
OG0006259	XP_029036299.1	XP_969365.1
OG0006260	XP_029044688.1	XP_015836489.1
OG0006261	XP_029037493.1	XP_008199143.1
OG0006262	XP_029031951.1	XP_972829.1
OG0006263	XP_029039660.1	XP_015840946.1
OG0006264	XP_029045095.1	XP_001811917.1
OG0006266	XP_029045051.1	XP_968122.1
OG0006267	XP_029051477.1	XP_975078.2
OG0006268	XP_029045190.1	XP_967117.1
OG0006269	XP_029053584.1	XP_008195313.1
OG0006270	XP_029034213.1	XP_968806.3
OG0006271	XP_029054010.1	XP_968366.1
OG0006272	XP_029047012.1	XP_008191065.1
OG0006273	XP_029045199.1	XP_974567.2
OG0006274	XP_029037508.1	XP_973671.2
OG0006275	XP_029052935.1	XP_975323.1
OG0006276	XP_029047943.1	XP_008199318.1
OG0006277	XP_029034684.1	XP_972150.2
OG0006278	XP_029032209.1	XP_971450.1
OG0006279	XP_029035117.1	XP_008199174.1
OG0006280	XP_029039650.1	XP_015835096.1
OG0006281	XP_029056602.1	XP_008192768.1
OG0006282	XP_029037706.1	XP_008200283.1
OG0006283	XP_029032094.1	NP_001164094.1, XP_008200461.1
OG0006284	XP_029046257.1	XP_008201728.1
OG0006285	XP_029034040.1	XP_967513.1
OG0006286	XP_029035303.1	XP_008195631.1
OG0006287	XP_029039140.1	XP_015836430.1
OG0006288	XP_029031902.1	XP_008192776.1
OG0006289	XP_029054604.1	XP_972899.1
OG0006290	XP_029049707.1	XP_968844.1
OG0006291	XP_029043066.1	XP_015836383.1
OG0006292	XP_029052396.1	XP_971490.1, XP_015836264.1
OG0006293	XP_029042540.1	XP_968467.1, XP_967097.1
OG0006294	XP_029041090.1	XP_966616.1
OG0006295	XP_029054336.1	XP_008195028.1
OG0006296	XP_029038870.1	XP_975638.1
OG0006297	XP_029041945.1	XP_008197797.1
OG0006298	XP_029034841.1	XP_968109.1
OG0006299	XP_029039331.1	XP_008201533.1
OG0006300	XP_029049219.1	XP_008192925.1
OG0006301	XP_029032582.1	XP_008200121.1
OG0006302	XP_029051037.1	XP_975194.2
OG0006303	XP_029048213.1	XP_008197566.1
OG0006304	XP_029042903.1	XP_967396.1
OG0006305	XP_029045210.1	XP_008192163.1
OG0006306	XP_029033074.1	XP_008198935.1
OG0006307	XP_029051259.1	XP_008194418.1
OG0006308	XP_029045520.1	XP_972593.1
OG0006309	XP_029035633.1	XP_969584.1
OG0006310	XP_029035262.1	XP_008199323.1
OG0006311	XP_029039409.1	XP_975769.1
OG0006312	XP_029038773.1	XP_008201336.1
OG0006313	XP_029037991.1	XP_967788.1
OG0006314	XP_029032836.1	XP_008197803.1
OG0006315	XP_029032848.1	XP_015838682.1
OG0006316	XP_029037417.1	XP_001814047.1
OG0006317	XP_029039980.1	XP_971377.1
OG0006318	XP_029042356.1	XP_015840161.1
OG0006319	XP_029055478.1	XP_973781.1
OG0006320	XP_029035793.1	XP_974032.3
OG0006321	XP_029045888.1	XP_015837795.1, XP_015837794.1
OG0006322	XP_029032980.1	XP_969081.1
OG0006323	XP_029046516.1	XP_969881.1
OG0006324	XP_029036807.1	XP_015839977.1
OG0006325	XP_029047104.1	XP_975115.1
OG0006326	XP_029054128.1, XP_029053345.1	XP_008193707.1
OG0006327	XP_029041531.1, XP_029041811.1	XP_973265.1
OG0006328	XP_029051048.1	XP_973520.1
OG0006329	XP_029036945.1	XP_008200453.1
OG0006330	XP_029050644.1	XP_008196849.1
OG0006331	XP_029041795.1	XP_970043.2
OG0006332	XP_029046555.1	XP_966737.1
OG0006333	XP_029039202.1	XP_967150.1
OG0006334	XP_029052291.1	XP_970258.3
OG0006335	XP_029046669.1	XP_975679.2
OG0006336	XP_029037290.1	XP_974732.3
OG0006337	XP_029043194.1	XP_008193898.1
OG0006338	XP_029036758.1	XP_008198894.1
OG0006339	XP_029041648.1	XP_969974.2
OG0006340	XP_029048049.1	XP_969014.1
OG0006341	XP_029047954.1	XP_969694.1
OG0006342	XP_029032216.1, XP_029032217.1	XP_972140.1, XP_008192387.1
OG0006343	XP_029042222.1	XP_008197440.1
OG0006344	XP_029039592.1	XP_967064.1
OG0006345	XP_029056561.1	XP_008194877.1
OG0006346	XP_029054521.1	XP_975242.1
OG0006347	XP_029044623.1	XP_967413.1
OG0006348	XP_029033134.1	XP_008197900.1
OG0006349	XP_029034968.1	XP_971770.1
OG0006350	XP_029037854.1	XP_008191855.1
OG0006351	XP_029035118.1, XP_029035162.1	XP_008201369.1
OG0006352	XP_029032916.1	XP_008199164.1
OG0006353	XP_029039641.1	XP_008196657.1
OG0006355	XP_029044213.1	XP_008197719.1
OG0006356	XP_029041034.1	XP_973551.1
OG0006357	XP_029053654.1	XP_008194944.1
OG0006358	XP_029045560.1	XP_966409.1
OG0006359	XP_029044201.1	XP_015834095.1
OG0006360	XP_029046343.1	XP_968892.1
OG0006361	XP_029051377.1	XP_008194669.1
OG0006362	XP_029053843.1	XP_015833389.1, XP_008190921.1
OG0006363	XP_029052189.1, XP_029052207.1	XP_968124.2
OG0006364	XP_029032279.1	XP_008191418.1
OG0006365	XP_029040832.1	XP_968712.2
OG0006366	XP_029044679.1	XP_008191093.1
OG0006368	XP_029043304.1, XP_029043305.1	XP_974191.1
OG0006369	XP_029033784.1	XP_015839149.1
OG0006370	XP_029037657.1	XP_968179.1
OG0006371	XP_029047601.1	XP_967247.2
OG0006372	XP_029056378.1, XP_029056377.1	XP_974114.2
OG0006373	XP_029044517.1	XP_008193147.1
OG0006374	XP_029034261.1	XP_971689.1
OG0006375	XP_029055895.1	XP_008198624.1
OG0006376	XP_029038408.1, XP_029038399.1	XP_008195117.1
OG0006377	XP_029035227.1	XP_008190836.1
OG0006378	XP_029041768.1	XP_970244.1
OG0006379	XP_029040015.1	XP_015833902.1, XP_972461.1
OG0006380	XP_029050358.1	XP_975069.1
OG0006381	XP_029033415.1	XP_008192680.1
OG0006382	XP_029050088.1	XP_008198299.1
OG0006383	XP_029035356.1	XP_966740.1
OG0006384	XP_029048355.1	XP_008200069.1, XP_008200070.1
OG0006385	XP_029038805.1	XP_008200175.1
OG0006386	XP_029032055.1	XP_971252.1
OG0006387	XP_029051816.1	XP_015836426.1, XP_015836408.1
OG0006388	XP_029050058.1	XP_008190611.1
OG0006389	XP_029039912.1	XP_967510.2
OG0006390	XP_029036209.1	XP_974784.1
OG0006391	XP_029046177.1	XP_008201022.1
OG0006392	XP_029053091.1	XP_969056.1
OG0006393	XP_029052042.1	XP_968347.1
OG0006394	XP_029037906.1	XP_008193619.1
OG0006395	XP_029053175.1	XP_008201476.1, XP_008201477.1
OG0006396	XP_029042019.1	XP_015835444.1
OG0006397	XP_029034569.1	XP_008193042.1
OG0006398	XP_029032130.1	XP_974084.1
OG0006399	XP_029033814.1	XP_015838133.1
OG0006400	XP_029053463.1	XP_015837215.1
OG0006401	XP_029046995.1	XP_008194829.2
OG0006402	XP_029049286.1	XP_008196798.1
OG0006403	XP_029048513.1	XP_015833396.1
OG0006404	XP_029036688.1	XP_973226.1
OG0006405	XP_029044961.1	XP_968294.1
OG0006406	XP_029034241.1	XP_008199618.1
OG0006407	XP_029047119.1	XP_008197696.1
OG0006408	XP_029046298.1	XP_008199399.1
OG0006409	XP_029044329.1	XP_968188.1
OG0006410	XP_029042570.1, XP_029042573.1	XP_008197354.1
OG0006411	XP_029048688.1	XP_973116.1, XP_008195776.1
OG0006412	XP_029050819.1	XP_968536.1
OG0006413	XP_029044187.1	XP_008192636.1
OG0006415	XP_029039098.1	XP_015837698.1, XP_015837695.1
OG0006416	XP_029033917.1	XP_973026.1
OG0006417	XP_029039775.1	XP_008195262.1
OG0006418	XP_029041923.1	XP_015834030.1
OG0006419	XP_029044593.1	XP_975423.1
OG0006420	XP_029039504.1	XP_975447.1
OG0006421	XP_029047565.1	XP_015839225.1
OG0006423	XP_029034078.1	XP_008193406.1
OG0006424	XP_029045405.1	XP_008197285.1
OG0006425	XP_029035684.1	XP_967594.1
OG0006426	XP_029049542.1	XP_970005.1
OG0006427	XP_029042385.1	XP_967239.1
OG0006428	XP_029034571.1	XP_015835351.1
OG0006429	XP_029038561.1	XP_015838597.1, XP_015838592.1
OG0006431	XP_029040669.1	XP_967482.1
OG0006432	XP_029054945.1	XP_008192443.1
OG0006433	XP_029036578.1	XP_008195500.1
OG0006434	XP_029041776.1	XP_008198977.1
OG0006435	XP_029041186.1	XP_008196000.1
OG0006437	XP_029049980.1	XP_008190829.1
OG0006438	XP_029045779.1	XP_974586.1
OG0006439	XP_029050948.1	XP_972658.1
OG0006440	XP_029043925.1	XP_973240.2
OG0006441	XP_029050935.1	XP_973953.2
OG0006442	XP_029037291.1	XP_967088.1
OG0006443	XP_029035598.1	XP_970720.1
OG0006444	XP_029032311.1	XP_968770.1
OG0006445	XP_029050077.1	XP_968396.2
OG0006446	XP_029040384.1	XP_008193494.1
OG0006447	XP_029042357.1	XP_008198789.1
