Orthogroup	Osmia_bicornis	Bombyx_mori
OG0006847	XP_029055385.1	NP_001093092.1
OG0006848	XP_029053989.1	NP_001093081.1, XP_037873764.1
OG0006849	XP_029040219.1	XP_004923949.1
OG0006850	XP_029050872.1	NP_001040458.1
OG0006851	XP_029038054.1	XP_012543791.1
OG0006852	XP_029038454.1	XP_037866788.1
OG0006853	XP_029039041.1	XP_004925077.1
OG0006854	XP_029049993.1	NP_001091813.1
OG0006855	XP_029041962.1	XP_012544339.1
OG0006856	XP_029035823.1, XP_029035824.1	XP_004922939.1
OG0006857	XP_029050747.1	XP_004931963.2
OG0006858	XP_029039630.1	XP_004930138.1
OG0006859	XP_029037567.1	NP_001040478.1
OG0006860	XP_029046855.1	XP_004932562.1
OG0006861	XP_029045354.1	XP_004924424.1
OG0006862	XP_029037193.1	NP_001135959.1
OG0006863	XP_029040560.1	XP_037875974.1
OG0006864	XP_029042312.1	NP_001040479.1
OG0006865	XP_029042754.1	NP_001162053.1
OG0006866	XP_029047756.1	NP_001040437.1
OG0006867	XP_029039288.1	NP_001166738.1
OG0006868	XP_029033743.1	XP_004928625.2
OG0006869	XP_029039392.1	XP_004921995.1
OG0006870	XP_029034665.1	XP_004926155.1
OG0006871	XP_029054408.1	XP_004925550.1
OG0006872	XP_029053926.1	XP_004921538.3
OG0006873	XP_029052314.1	XP_037875675.1
OG0006874	XP_029047136.1	XP_004931193.1
OG0006875	XP_029044051.1	XP_004921607.1
OG0006876	XP_029048570.1	XP_012548878.1, NP_001108474.1
OG0006877	XP_029031903.1	XP_004925191.3
OG0006878	XP_029046591.1	XP_004928134.1
OG0006879	XP_029049989.1	XP_004927877.1
OG0006882	XP_029048728.1	NP_001040219.1
OG0006883	XP_029036681.1	XP_004932323.1
OG0006884	XP_029055075.1	NP_001040474.1
OG0006885	XP_029044855.1	XP_012552241.1
OG0006887	XP_029031844.1	XP_004924995.1
OG0006888	XP_029037689.1	NP_001040147.1
OG0006890	XP_029040047.1	XP_004929268.1
OG0006891	XP_029046704.1	XP_004925720.1
OG0006892	XP_029055482.1	XP_004922258.1
OG0006893	XP_029046586.1	NP_001036852.1, XP_021204931.1
OG0006894	XP_029055871.1	XP_004932523.1
OG0006895	XP_029049633.1	XP_037868453.1
OG0006896	XP_029042140.1	NP_001040434.1
OG0006897	XP_029044441.1	XP_004926125.1
OG0006898	XP_029032883.1	XP_004925361.3
OG0006899	XP_029053470.1	XP_004924524.1
OG0006900	XP_029052468.1	NP_001040297.1
OG0006901	XP_029042193.1	NP_001093268.1
OG0006902	XP_029042634.1	XP_004929170.1
OG0006903	XP_029047599.1	NP_001243954.1
OG0006904	XP_029035718.1	XP_012551044.1
OG0006905	XP_029033982.1	XP_012549003.2
OG0006906	XP_029048701.1	NP_001093287.1
OG0006907	XP_029046339.1	XP_004927852.1
OG0006908	XP_029039299.1	NP_001166703.1
OG0006909	XP_029039069.1	XP_004927589.1
OG0006910	XP_029046694.1	XP_037868804.1
OG0006911	XP_029038476.1	XP_004925481.1
OG0006912	XP_029044756.1	XP_004929279.1
OG0006913	XP_029041159.1	XP_037873553.1
OG0006914	XP_029051713.1	XP_004933405.1
OG0006915	XP_029048802.1	NP_001239601.1, XP_037877252.1
OG0006916	XP_029033039.1	XP_012550767.2
OG0006917	XP_029035390.1	XP_004927604.1
OG0006918	XP_029041323.1	XP_004925700.1
OG0006919	XP_029051026.1	XP_012549793.1
OG0006920	XP_029040404.1	XP_004932924.1
OG0006921	XP_029040803.1	XP_004928876.1
OG0006922	XP_029047740.1	XP_037869023.1
OG0006923	XP_029034459.1	XP_037871815.1
OG0006925	XP_029046500.1	XP_004923560.1
OG0006926	XP_029047328.1	XP_037872106.1, NP_001104820.1
OG0006927	XP_029042585.1	XP_037871478.1
OG0006928	XP_029040965.1	XP_012553050.1
OG0006929	XP_029049602.1	XP_021207468.1
OG0006930	XP_029047945.1	XP_004925205.2
OG0006931	XP_029048431.1	XP_004928361.1
OG0006932	XP_029036877.1	XP_004927541.1
OG0006933	XP_029033015.1	XP_004930452.1
OG0006934	XP_029056114.1, XP_029056112.1	XP_021202161.2
OG0006935	XP_029040748.1	NP_001040233.1
OG0006936	XP_029039087.1	XP_004928146.3, XP_037873172.1
OG0006937	XP_029045988.1	XP_004922454.1
OG0006938	XP_029048003.1	XP_012548676.1
OG0006939	XP_029034534.1	XP_004929460.2, XP_037870349.1
OG0006940	XP_029045385.1	XP_021207854.1
OG0006941	XP_029052148.1	XP_037873326.1
OG0006943	XP_029052418.1	XP_004931026.1
OG0006944	XP_029037119.1	XP_021205314.1
OG0006945	XP_029032178.1	XP_021207806.2
OG0006946	XP_029041463.1	XP_012550517.2
OG0006947	XP_029036326.1	XP_037873448.1
OG0006949	XP_029035476.1	XP_021207401.2
OG0006950	XP_029036701.1	XP_004922074.1
OG0006951	XP_029040238.1	XP_004924305.2
OG0006952	XP_029041096.1	NP_001036848.1
OG0006953	XP_029052582.1	XP_037867488.1
OG0006954	XP_029033962.1	XP_012546225.3
OG0006955	XP_029039851.1	XP_004932941.2
OG0006956	XP_029032383.1	NP_001093077.1
OG0006957	XP_029037908.1	XP_004933582.2
OG0006958	XP_029046594.1	XP_004924362.1
OG0006959	XP_029043963.1	XP_012550522.2
OG0006960	XP_029055532.1	NP_001040354.1
OG0006961	XP_029036909.1	XP_037876759.1
OG0006962	XP_029046324.1	XP_037872416.1
OG0006963	XP_029036416.1	XP_012552001.2
OG0006965	XP_029037571.1	XP_004923664.1
OG0006966	XP_029032512.1	NP_001040240.1
OG0006967	XP_029034118.1	XP_021206539.2
OG0006968	XP_029052499.1	XP_012548475.1
OG0006969	XP_029035158.1	XP_004922000.1
OG0006970	XP_029039183.1	XP_037871300.1
OG0006971	XP_029046809.1	XP_004931977.2
OG0006972	XP_029053430.1	XP_037870884.1
OG0006973	XP_029038241.1	XP_004925423.1
OG0006974	XP_029045346.1	XP_021203634.1
OG0006975	XP_029045383.1	XP_037872745.1
OG0006976	XP_029055438.1	XP_012549036.2
OG0006977	XP_029037411.1	XP_004924241.1
OG0006978	XP_029047409.1	XP_004927540.2
OG0006979	XP_029032198.1	XP_037877098.1
OG0006980	XP_029034651.1	XP_004925527.1
OG0006981	XP_029035257.1	XP_037876579.1
OG0006983	XP_029046946.1	XP_037869574.1
OG0006985	XP_029033767.1	XP_021207273.2
OG0006986	XP_029037863.1	XP_037873541.1
OG0006987	XP_029043118.1	XP_037870638.1
OG0006988	XP_029048753.1	XP_004923973.1
OG0006990	XP_029047556.1	XP_037870412.1
OG0006991	XP_029033723.1	XP_037869278.1
OG0006993	XP_029047456.1	XP_037868341.1
OG0006994	XP_029054886.1	XP_004932244.1
OG0006995	XP_029038893.1	XP_012551710.2
OG0006996	XP_029043444.1	XP_004923291.1
OG0006998	XP_029041392.1	XP_004924229.1
OG0006999	XP_029041713.1	XP_004926906.1
OG0007000	XP_029051813.1	XP_012553356.1
OG0007001	XP_029034848.1	XP_037875343.1
OG0007002	XP_029055411.1	XP_037869242.1
OG0007003	XP_029046457.1	XP_004925739.1
OG0007004	XP_029042944.1	XP_004925575.1
OG0007005	XP_029041187.1	XP_037869330.1
OG0007006	XP_029043888.1	XP_004924654.1
OG0007009	XP_029046413.1	NP_001296555.1
OG0007010	XP_029050470.1	XP_037868344.1
OG0007011	XP_029051457.1	XP_004928406.1
OG0007012	XP_029034736.1	XP_012544578.3
OG0007013	XP_029032122.1	XP_004929424.1
OG0007014	XP_029033768.1	XP_004924832.1
OG0007015	XP_029038176.1	XP_037874559.1, XP_037874588.1
OG0007016	XP_029035592.1	XP_004931420.2
OG0007017	XP_029032321.1	XP_037873526.1
OG0007018	XP_029037422.1	NP_001296558.1
OG0007019	XP_029044249.1	XP_021207501.2
OG0007020	XP_029044411.1	XP_004926365.3
OG0007022	XP_029040737.1	XP_012550344.1
OG0007023	XP_029046049.1	XP_004924869.1
OG0007024	XP_029046354.1	XP_004926895.2
OG0007025	XP_029035846.1	XP_012546503.1
OG0007026	XP_029040545.1	XP_004928340.1
OG0007027	XP_029047125.1	XP_037869094.1
OG0007028	XP_029048779.1	XP_012547460.1
OG0007029	XP_029049761.1	XP_037867873.1
OG0007030	XP_029052166.1	XP_004922469.1
OG0007031	XP_029054364.1	XP_021202890.2
OG0007032	XP_029039888.1	NP_001274759.1
OG0007033	XP_029040863.1	XP_037866681.1
OG0007034	XP_029056391.1	NP_001129364.1, XP_012552764.1
OG0007035	XP_029051917.1	XP_037875517.1
OG0007036	XP_029035182.1	XP_004926206.1
OG0007038	XP_029040834.1	XP_004922910.1
OG0007039	XP_029032731.1	XP_021206382.2
OG0007040	XP_029045625.1	XP_037867050.1
OG0007041	XP_029035282.1	XP_004926518.1
OG0007042	XP_029036390.1	XP_004928207.2
OG0007043	XP_029049002.1	XP_004932440.1
OG0007044	XP_029048860.1	XP_037866487.1
OG0007045	XP_029048651.1	XP_004931973.2
OG0007046	XP_029055811.1	XP_021206812.1
OG0007047	XP_029043476.1	XP_037876961.1
OG0007048	XP_029039518.1	XP_037870051.1
OG0007049	XP_029036256.1	XP_037871181.1
OG0007050	XP_029038058.1	XP_037873675.1
OG0007051	XP_029050711.1	XP_037874856.1
OG0007052	XP_029033003.1	XP_004932125.1
OG0007053	XP_029051762.1	XP_037867429.1
OG0007054	XP_029040072.1	XP_004923430.1
OG0007055	XP_029053661.1	XP_004929058.2
OG0007056	XP_029034687.1	XP_037872287.1
OG0007057	XP_029034716.1	XP_037875498.1
OG0007058	XP_029056524.1	XP_021204275.1
OG0007059	XP_029052410.1	NP_001077078.1
OG0007060	XP_029049089.1	XP_021205868.1
OG0007061	XP_029047208.1	XP_037875198.1
OG0007062	XP_029051721.1	XP_012551174.2
OG0007064	XP_029047348.1	XP_021204636.1
OG0007065	XP_029045799.1	XP_004923868.1
OG0007066	XP_029036984.1	NP_001177769.1
OG0007067	XP_029050723.1	NP_001037054.1
OG0007068	XP_029050814.1	XP_012552256.1
OG0007070	XP_029041481.1	XP_037869986.1
OG0007071	XP_029050335.1	XP_004930342.1
OG0007072	XP_029055441.1	XP_004924885.2
OG0007073	XP_029052167.1	XP_037871706.1
OG0007074	XP_029036546.1	XP_012545250.1
OG0007075	XP_029038552.1	XP_012551503.2
OG0007076	XP_029034460.1	XP_004921742.1
OG0007077	XP_029036816.1	XP_004921725.1
OG0007078	XP_029035017.1	XP_004925107.1
OG0007079	XP_029038619.1	NP_001188363.1, XP_012552960.1
OG0007080	XP_029041918.1	XP_037874435.1
OG0007081	XP_029041192.1	XP_004923443.1
OG0007082	XP_029039920.1	XP_037874805.1
OG0007083	XP_029040721.1	XP_004933029.1
OG0007084	XP_029054543.1	XP_012552367.2
OG0007085	XP_029042773.1, XP_029043081.1	XP_012548821.1
OG0007086	XP_029051894.1	XP_004921601.2
OG0007087	XP_029041498.1	XP_004923105.3
OG0007088	XP_029044254.1	NP_001266403.1
OG0007089	XP_029040720.1	XP_012543783.1
OG0007090	XP_029032575.1	XP_021201841.1
OG0007091	XP_029052709.1	XP_004929307.1
OG0007092	XP_029049882.1	XP_037875162.1
OG0007093	XP_029036640.1	XP_004921624.1
OG0007094	XP_029052882.1	XP_004927178.1
OG0007095	XP_029032384.1	XP_021202446.1
OG0007096	XP_029037184.1	XP_004928543.1
OG0007097	XP_029049974.1	XP_021204471.1
OG0007098	XP_029049510.1	XP_037871084.1
OG0007099	XP_029046780.1	XP_004933683.1
OG0007100	XP_029047020.1	XP_012544028.1
OG0007101	XP_029036450.1	XP_037868204.1
OG0007102	XP_029052713.1	XP_004932171.1
OG0007103	XP_029046204.1	XP_004925218.1
OG0007104	XP_029041077.1	NP_001037003.1
OG0007105	XP_029052512.1	XP_004924090.1
OG0007106	XP_029044480.1, XP_029044359.1	XP_004929858.1
OG0007107	XP_029040148.1	XP_021205571.1
OG0007108	XP_029031914.1	XP_004929110.1
OG0007109	XP_029048636.1	XP_004927948.2
OG0007110	XP_029046566.1	XP_004930611.1
OG0007112	XP_029037136.1	XP_004930049.1
OG0007113	XP_029037892.1	XP_037866899.1
OG0007114	XP_029037174.1	XP_004930478.1
OG0007115	XP_029044221.1	XP_021201998.2
OG0007116	XP_029033900.1	XP_004924836.1
OG0007117	XP_029038979.1	XP_037869785.1
OG0007118	XP_029048943.1	NP_001091820.2
OG0007119	XP_029038470.1	XP_037870860.1
OG0007120	XP_029039476.1	XP_004930728.1
OG0007121	XP_029034598.1	NP_001040525.1
OG0007122	XP_029053004.1	XP_004921564.1
OG0007123	XP_029046246.1	XP_004928631.2
OG0007124	XP_029045554.1	XP_004928328.1
OG0007125	XP_029034355.1	NP_001296538.1
OG0007126	XP_029033211.1	XP_004931968.1
OG0007127	XP_029051195.1	XP_037876888.1
OG0007128	XP_029037858.1	XP_037875648.1
OG0007129	XP_029039584.1	XP_037869934.1
OG0007130	XP_029046338.1	NP_001036957.1
OG0007131	XP_029032255.1	XP_004932483.1
OG0007132	XP_029043311.1	XP_004933592.1
OG0007133	XP_029033503.1, XP_029033697.1	XP_004924645.2
OG0007134	XP_029056514.1	NP_001157381.1
OG0007135	XP_029032990.1	XP_012553435.2
OG0007136	XP_029044377.1	XP_012545811.2
OG0007137	XP_029037563.1	NP_001037126.1
OG0007138	XP_029037809.1	NP_001037356.1
OG0007139	XP_029049266.1	XP_037877861.1
OG0007140	XP_029037445.1	XP_004931733.2
OG0007141	XP_029045020.1	XP_021209144.1
OG0007142	XP_029055376.1	XP_021208033.1
OG0007143	XP_029043306.1	XP_037877663.1
OG0007144	XP_029038906.1	XP_004930732.1
OG0007145	XP_029032770.1	XP_012550526.1
OG0007146	XP_029034992.1	XP_012552478.1
OG0007147	XP_029041777.1	XP_021207164.1
OG0007148	XP_029055905.1	XP_021207926.1
OG0007149	XP_029051932.1	XP_021206571.2
OG0007150	XP_029049985.1	XP_004926377.1
OG0007151	XP_029048804.1	XP_004929216.2
OG0007152	XP_029049687.1	XP_004923292.1
OG0007153	XP_029054603.1	XP_004932950.1
OG0007154	XP_029048859.1	XP_004925878.1
OG0007155	XP_029050967.1	XP_004924304.1
OG0007156	XP_029051272.1	XP_004932146.1
OG0007158	XP_029055397.1	XP_037877154.1
OG0007159	XP_029043795.1	XP_004929309.2
OG0007161	XP_029050000.1	NP_001136223.1
OG0007162	XP_029037400.1	XP_037873291.1
OG0007163	XP_029050443.1	XP_037870241.1
OG0007164	XP_029053589.1	XP_004921749.1
OG0007165	XP_029051521.1	XP_037871806.1
OG0007166	XP_029044631.1	XP_004929822.2
OG0007168	XP_029033031.1	XP_004930208.1
OG0007169	XP_029032252.1	XP_004927480.1
OG0007170	XP_029035332.1	XP_012545290.1
OG0007171	XP_029037891.1	XP_004931953.3
OG0007172	XP_029046960.1	XP_012548761.1, XP_021205949.1
OG0007173	XP_029037137.1	NP_001037632.1
OG0007174	XP_029048250.1	NP_001037593.1
OG0007175	XP_029036668.1	XP_004933556.1
OG0007176	XP_029039034.1	NP_001266310.1
OG0007177	XP_029040032.1	XP_037870204.1, NP_001091768.1
OG0007178	XP_029035872.1	XP_004925537.1
OG0007179	XP_029048961.1	XP_037869363.1
OG0007180	XP_029040601.1	XP_004924858.2
OG0007181	XP_029045879.1	XP_037877792.1, XP_037877797.1
OG0007182	XP_029032863.1	XP_004921640.1
OG0007183	XP_029052670.1	XP_004921975.2, XP_037877267.1
OG0007184	XP_029038187.1	XP_012548822.2
OG0007185	XP_029041318.1	NP_001296487.1, XP_037876106.1
OG0007186	XP_029050256.1	XP_004928528.2
OG0007187	XP_029054139.1	XP_004930417.1
OG0007188	XP_029037360.1	XP_004926652.1
OG0007189	XP_029032538.1	XP_012550987.1
OG0007190	XP_029055461.1	XP_012551247.2
OG0007191	XP_029040713.1	XP_012550153.2, XP_012546165.2, XP_021206723.2
OG0007192	XP_029047054.1	XP_012545912.1
OG0007193	XP_029046832.1	XP_004927514.3
OG0007194	XP_029052413.1	XP_012553041.3
OG0007195	XP_029037181.1	XP_004928597.3
OG0007196	XP_029054205.1	XP_004928339.1
OG0007197	XP_029036538.1	XP_012545469.1
OG0007198	XP_029045204.1	XP_004922832.2
OG0007199	XP_029038884.1	NP_001108406.1
OG0007200	XP_029040081.1	XP_012546014.2
OG0007201	XP_029046494.1	XP_004928331.1
OG0007205	XP_029035669.1	XP_021209152.2
OG0007206	XP_029038730.1	XP_037873646.1
OG0007208	XP_029041262.1	XP_037872284.1
OG0007209	XP_029050378.1	XP_037872708.1
OG0007210	XP_029031890.1	XP_037870950.1
OG0007211	XP_029053394.1, XP_029053176.1	XP_012550031.1
OG0007212	XP_029052522.1	XP_037866996.1
OG0007213	XP_029033827.1	XP_037866470.1
OG0007214	XP_029055712.1	XP_012549743.1
OG0007216	XP_029044290.1	XP_004925808.2
OG0007217	XP_029038342.1	XP_004929376.2
OG0007218	XP_029036448.1	XP_004930397.1
OG0007219	XP_029035575.1	XP_021203792.1
OG0007220	XP_029048656.1	NP_001040168.1
OG0007221	XP_029045693.1	XP_012547210.1
OG0007222	XP_029040993.1	XP_037866553.1
OG0007223	XP_029053934.1	XP_004932508.1
OG0007225	XP_029038549.1	XP_037867453.1
OG0007226	XP_029050551.1	XP_004932936.1
OG0007227	XP_029054779.1	XP_004927979.1
OG0007228	XP_029042516.1	XP_037876618.1
OG0007229	XP_029032505.1	XP_021207149.1
OG0007230	XP_029047155.1	NP_001091799.1
OG0007231	XP_029032101.1	XP_037871164.1
OG0007233	XP_029054363.1	XP_004925496.2
OG0007234	XP_029045813.1	XP_037875671.1
OG0007235	XP_029047620.1	XP_037876023.1
OG0007236	XP_029044675.1	XP_012553422.1
OG0007237	XP_029052296.1	XP_037874807.1
OG0007239	XP_029055392.1	XP_037877145.1
OG0007240	XP_029047485.1	XP_004922105.1
OG0007241	XP_029037623.1	XP_037872716.1
OG0007242	XP_029034884.1	XP_037874449.1
OG0007243	XP_029048529.1	NP_001037374.1
OG0007244	XP_029046601.1	XP_004930368.1
OG0007245	XP_029040735.1	XP_004921842.1
OG0007247	XP_029038063.1, XP_029038055.1	XP_012545303.1
OG0007248	XP_029036381.1	XP_004921852.1
OG0007249	XP_029045861.1	XP_037870778.1
OG0007250	XP_029035297.1	NP_001091745.1
OG0007251	XP_029050124.1	XP_021206915.2
OG0007252	XP_029032511.1	XP_004921978.2
OG0007253	XP_029050184.1	XP_012544909.2
OG0007254	XP_029031860.1	XP_012552938.1
OG0007256	XP_029054428.1	XP_037867108.1
OG0007257	XP_029051180.1	XP_037872328.1
OG0007258	XP_029055186.1	XP_037870981.1, XP_037876369.1, XP_037870976.1, XP_037875244.1, XP_037868978.1, XP_037874878.1, XP_037874343.1, XP_037874840.1, XP_037871244.1
OG0007259	XP_029055287.1	XP_012551751.1
OG0007260	XP_029043469.1	XP_012551707.2
OG0007261	XP_029054318.1	XP_037869240.1
OG0007262	XP_029037063.1	XP_004929483.1
OG0007263	XP_029033316.1	XP_004926451.1
OG0007264	XP_029045486.1	XP_012545264.2
OG0007265	XP_029054461.1	NP_001040517.1
OG0007266	XP_029036866.1	XP_004922229.1
OG0007268	XP_029053205.1	XP_012553423.2
OG0007269	XP_029050735.1	XP_037870427.1
OG0007270	XP_029051187.1	XP_012549241.1
OG0007272	XP_029045734.1	XP_004921864.2
OG0007273	XP_029037125.1	XP_004928678.1, XP_012547828.1
OG0007275	XP_029036762.1	XP_037867325.1, NP_001040218.1
OG0007276	XP_029050526.1, XP_029050527.1	XP_004931609.3
OG0007277	XP_029043689.1	XP_037871341.1
OG0007278	XP_029041239.1	NP_001040108.1
OG0007279	XP_029054793.1	XP_012548412.1
OG0007280	XP_029041462.1	XP_037876358.1
OG0007281	XP_029053093.1	XP_004931477.1
OG0007282	XP_029038445.1	XP_004932409.1
OG0007283	XP_029042219.1	XP_004932535.1
OG0007284	XP_029035534.1	XP_004926333.2
OG0007285	XP_029049119.1	NP_001040123.1
OG0007286	XP_029036372.1	XP_004924541.1
OG0007287	XP_029052037.1	XP_004928706.1
OG0007288	XP_029034770.1	XP_004930624.1
OG0007289	XP_029055678.1	XP_004927732.2
OG0007291	XP_029047212.1	XP_004926932.1
OG0007293	XP_029031974.1	XP_004922826.1
OG0007294	XP_029038959.1	XP_037876399.1
OG0007296	XP_029050407.1	XP_021202350.2
OG0007297	XP_029031867.1	XP_004928264.1
OG0007298	XP_029048231.1	XP_004923869.1
OG0007299	XP_029044375.1	XP_021201877.1
OG0007300	XP_029032626.1	XP_004925954.1
OG0007301	XP_029032659.1	XP_021204585.1
OG0007302	XP_029042639.1, XP_029042640.1	XP_037875945.1, XP_037875941.1
OG0007303	XP_029055806.1	XP_037871569.1
OG0007304	XP_029040882.1	XP_004932396.1
OG0007305	XP_029044170.1	XP_037867011.1
OG0007306	XP_029037913.1	XP_037873256.1
OG0007307	XP_029046514.1	XP_012549543.1
OG0007308	XP_029038830.1	XP_037874733.1, XP_037874732.1
OG0007309	XP_029037004.1	XP_037874166.1
OG0007311	XP_029034934.1	XP_021203239.2
OG0007312	XP_029036325.1	XP_004927818.1
OG0007313	XP_029049774.1	XP_012543910.1
OG0007314	XP_029035642.1	XP_012552749.1
OG0007315	XP_029038689.1	XP_037870064.1
OG0007316	XP_029035928.1	XP_037870453.1
OG0007317	XP_029039927.1	XP_004926309.1
OG0007318	XP_029042185.1	NP_001037279.1
OG0007319	XP_029050327.1	XP_021206889.1
OG0007320	XP_029042502.1	XP_021203703.1
OG0007321	XP_029047982.1	XP_037876545.1
OG0007322	XP_029051618.1	XP_004922829.1
OG0007323	XP_029044740.1	XP_004925182.2
OG0007324	XP_029035975.1	XP_037870394.1
OG0007325	XP_029047486.1	NP_001240825.1, XP_037870180.1
OG0007326	XP_029042900.1	XP_021205728.1
OG0007327	XP_029050384.1	XP_012548253.2
OG0007329	XP_029049392.1	XP_004928711.1
OG0007330	XP_029046239.1	XP_037871774.1
OG0007331	XP_029034145.1	XP_037869178.1
OG0007332	XP_029037365.1	XP_004924647.2
OG0007333	XP_029044474.1	XP_004925109.1
OG0007334	XP_029035157.1	XP_004930434.1
OG0007335	XP_029055530.1	XP_004931015.2
OG0007336	XP_029048058.1	XP_037871471.1
OG0007337	XP_029055617.1	XP_004931027.3
OG0007338	XP_029040341.1	XP_037874946.1
OG0007339	XP_029048449.1	XP_037876519.1
OG0007340	XP_029049548.1	XP_037873946.1
OG0007342	XP_029049953.1	XP_004924860.1
OG0007343	XP_029048858.1	XP_037868391.1, XP_037868392.1
OG0007344	XP_029039621.1	XP_004926205.1
OG0007345	XP_029036226.1	XP_004922659.1
OG0007346	XP_029044851.1	XP_004927519.1
OG0007347	XP_029034148.1	XP_012550345.1
OG0007348	XP_029050781.1	NP_001268823.1
OG0007349	XP_029037100.1	XP_004928576.1
OG0007350	XP_029035205.1	XP_037868408.1
OG0007351	XP_029049619.1	XP_004930786.2
OG0007352	XP_029050492.1	NP_001040223.1
OG0007353	XP_029056605.1	XP_004928805.1
OG0007354	XP_029055514.1	XP_004929689.1, XP_004929687.1
OG0007355	XP_029042343.1	XP_037876159.1
OG0007356	XP_029044893.1	XP_004931118.1
OG0007357	XP_029039102.1	XP_004930083.1
OG0007358	XP_029053817.1	XP_037876536.1
OG0007359	XP_029034804.1	XP_037874382.1
OG0007360	XP_029042993.1	XP_037870520.1
OG0007361	XP_029040606.1	XP_037869172.1
OG0007362	XP_029047712.1	XP_037873045.1
OG0007363	XP_029052098.1	XP_004931751.2
OG0007364	XP_029049824.1	XP_004928288.1
OG0007365	XP_029039788.1	XP_012550519.1
OG0007366	XP_029037490.1	XP_037873107.1
OG0007367	XP_029046530.1	NP_001040118.1
OG0007368	XP_029043881.1	XP_004925483.1
OG0007369	XP_029052060.1	XP_021206333.1
OG0007370	XP_029047757.1	XP_004929461.1
OG0007373	XP_029050505.1	XP_021202383.2
OG0007374	XP_029041665.1	XP_037874524.1
OG0007375	XP_029053383.1	XP_021205042.2
OG0007376	XP_029035698.1	XP_004929853.1
OG0007377	XP_029037284.1	XP_012547283.2
OG0007378	XP_029039657.1	XP_012549216.2
OG0007379	XP_029040262.1	XP_004930836.1
OG0007380	XP_029038455.1	XP_012550641.1
OG0007381	XP_029038240.1	XP_037870869.1
OG0007382	XP_029050933.1	XP_004933309.2
OG0007383	XP_029045262.1	XP_004921598.2
OG0007384	XP_029052365.1	XP_037871455.1
OG0007385	XP_029032818.1	XP_012547045.2
OG0007386	XP_029035647.1	XP_021208944.1
OG0007387	XP_029041320.1	NP_001135962.1
OG0007388	XP_029048887.1	XP_004922941.1
OG0007389	XP_029034383.1	XP_021204908.2, XP_004927901.2
OG0007390	XP_029049129.1	XP_012545903.2
OG0007392	XP_029050377.1	XP_037870065.1
OG0007393	XP_029035943.1	XP_004925530.1
OG0007394	XP_029037297.1	XP_037871171.1
OG0007397	XP_029044885.1	XP_037875240.1
OG0007398	XP_029040065.1	XP_037869085.1
OG0007399	XP_029048658.1	XP_037866519.1
OG0007400	XP_029036784.1	XP_004923051.1
OG0007401	XP_029046723.1	XP_021203711.2
OG0007402	XP_029051213.1	XP_037875313.1
OG0007404	XP_029041310.1	XP_012544713.3
OG0007405	XP_029045637.1, XP_029045638.1	XP_004924700.1
OG0007407	XP_029033947.1	XP_037876775.1
OG0007408	XP_029048022.1	XP_037875172.1, XP_012549826.1
OG0007409	XP_029046552.1	XP_004923555.2
OG0007410	XP_029037838.1	XP_004929654.2
OG0007411	XP_029040941.1	XP_021203615.1
OG0007412	XP_029038255.1	XP_012548355.2
OG0007414	XP_029048835.1	XP_004931793.1
OG0007415	XP_029050450.1	XP_004926930.1
OG0007416	XP_029052997.1	XP_037869050.1, NP_001093306.1
OG0007417	XP_029034095.1	XP_037867533.1
OG0007418	XP_029056095.1, XP_029056099.1	XP_021206633.2
OG0007419	XP_029053412.1	XP_021203919.1
OG0007421	XP_029037501.1	XP_004929267.1
OG0007422	XP_029051059.1	XP_037873658.1
OG0007423	XP_029039405.1	XP_037866988.1
OG0007424	XP_029038396.1	XP_037872620.1, XP_037872621.1
OG0007425	XP_029052352.1	XP_004925027.1
OG0007426	XP_029040476.1	XP_021207464.2
OG0007427	XP_029052588.1, XP_029052587.1	XP_021202310.2
OG0007428	XP_029038065.1	XP_037873706.1
OG0007429	XP_029035821.1	XP_037873387.1
OG0007430	XP_029046632.1	XP_037871707.1
OG0007431	XP_029032422.1	XP_037871321.1
OG0007432	XP_029052880.1	XP_037871251.1
OG0007433	XP_029043579.1	XP_037873090.1
OG0007434	XP_029055662.1	XP_004922149.1
OG0007435	XP_029043535.1	XP_004931790.1
OG0007436	XP_029049188.1	XP_021202910.1
OG0007437	XP_029037573.1	XP_004931449.2
OG0007438	XP_029035544.1	XP_004923155.1
OG0007439	XP_029040070.1	XP_037871590.1
OG0007440	XP_029032401.1	XP_037870167.1
OG0007441	XP_029038340.1	XP_037872926.1
OG0007442	XP_029044197.1	XP_037874991.1
OG0007443	XP_029044419.1	XP_012551319.3
OG0007444	XP_029035956.1	XP_021203250.2
OG0007445	XP_029042046.1	XP_037876166.1
OG0007446	XP_029040613.1	XP_004927194.1
OG0007447	XP_029044984.1	XP_037869291.1
OG0007448	XP_029038908.1	XP_037868664.1
OG0007449	XP_029044286.1	XP_037874659.1
OG0007450	XP_029035202.1	XP_004921634.2
OG0007451	XP_029055537.1	XP_037870178.1
OG0007452	XP_029034410.1	XP_004923229.1
OG0007453	XP_029033340.1	NP_001124373.1
OG0007454	XP_029047292.1	XP_004931628.1
OG0007455	XP_029052391.1	XP_037869828.1
OG0007456	XP_029050436.1	XP_021205803.1
OG0007457	XP_029049536.1	XP_004930382.1
OG0007458	XP_029038823.1	XP_004927782.1
OG0007459	XP_029033846.1	XP_004930883.2
OG0007460	XP_029051430.1	XP_037870044.1
OG0007461	XP_029040304.1	XP_037868102.1
