Orthogroup	Osmia_bicornis	Drosophila_melanogaster
OG0005386	XP_029048569.1	NP_477469.1, NP_649980.1
OG0005388	XP_029035142.1	NP_477296.1
OG0005389	XP_029046587.1	NP_001285452.1
OG0005390	XP_029035567.1	NP_730427.1
OG0005391	XP_029035274.1	NP_724625.1
OG0005392	XP_029050027.1	NP_001014579.1
OG0005393	XP_029044018.1, XP_029043986.1	NP_001261461.1
OG0005394	XP_029052423.1	NP_572273.2
OG0005395	XP_029045501.1, XP_029045500.1	NP_652380.2
OG0005396	XP_029038222.1, XP_029038221.1	NP_001246776.1
OG0005398	XP_029034502.1, XP_029034504.1	NP_648767.1
OG0005399	XP_029053561.1	NP_569919.2
OG0005400	XP_029045831.1	NP_649239.1
OG0005401	XP_029045026.1	NP_649716.1, NP_573111.1
OG0005402	XP_029050031.1	NP_001189221.1
OG0005403	XP_029032170.1	NP_523931.1
OG0005404	XP_029032133.1	NP_523411.1, NP_649376.3
OG0005405	XP_029044944.1	NP_001027248.1
OG0005406	XP_029053693.1	NP_001286172.1
OG0005407	XP_029033385.1	NP_001285655.1
OG0005408	XP_029050932.1	NP_649868.1
OG0005409	XP_029034513.1, XP_029034523.1, XP_029034503.1	NP_001260250.1
OG0005410	XP_029048657.1	NP_001260026.1
OG0005411	XP_029037251.1	NP_001014547.1
OG0005412	XP_029043702.1	NP_001137769.2
OG0005413	XP_029033079.1	NP_573324.1, NP_573325.1
OG0005414	XP_029044677.1	NP_610090.1
OG0005415	XP_029039117.1	NP_729454.1
OG0005416	XP_029050977.1	NP_001247010.1
OG0005417	XP_029044058.1	NP_001262394.1
OG0005419	XP_029041220.1, XP_029041219.1	NP_001188678.1
OG0005420	XP_029034137.1	NP_001014460.1
OG0005421	XP_029039526.1	NP_650917.1
OG0005423	XP_029039461.1	NP_524220.1
OG0005424	XP_029055914.1	NP_001262009.1
OG0005425	XP_029044617.1, XP_029045063.1	NP_001259491.1
OG0005426	XP_029033262.1	NP_001163080.1
OG0005427	XP_029035405.1	NP_649484.3
OG0005428	XP_029041967.1, XP_029041966.1	NP_523984.1
OG0005429	XP_029048301.1	NP_477006.1
OG0005430	XP_029048158.1	NP_610284.1, NP_523847.2
OG0005431	XP_029033571.1, XP_029033527.1	NP_523976.1
OG0005432	XP_029034682.1	NP_001262235.1
OG0005433	XP_029041577.1, XP_029041578.1	NP_001033975.2
OG0005434	XP_029034625.1	NP_648231.1
OG0005435	XP_029042513.1	NP_727796.1
OG0005436	XP_029055218.1	NP_001286089.1
OG0005437	XP_029051344.1	NP_523444.1
OG0005439	XP_029035512.1	NP_001356959.1
OG0005440	XP_029045997.1	NP_001263014.1
OG0005441	XP_029041409.1	NP_609451.1
OG0005442	XP_029039884.1	NP_001259259.1
OG0005443	XP_029038517.1	NP_649341.1
OG0005444	XP_029050822.1	NP_001262430.1
OG0005446	XP_029047918.1	NP_608836.1
OG0005447	XP_029043108.1	NP_650858.1
OG0005448	XP_029043861.1	NP_001303492.1
OG0005449	XP_029042451.1	NP_001097474.1
OG0005450	XP_029046029.1	NP_001014608.1
OG0005451	XP_029040027.1	NP_001286471.1
OG0005452	XP_029039686.1	NP_001246234.1
OG0005453	XP_029044072.1	NP_648278.1
OG0005454	XP_029055820.1	NP_651560.2
OG0005455	XP_029033861.1	NP_001259588.1
OG0005456	XP_029043031.1	NP_001286415.1
OG0005458	XP_029047669.1	NP_001036747.1
OG0005459	XP_029052702.1	NP_001162702.1
OG0005460	XP_029056382.1, XP_029056275.1	NP_648625.1
OG0005461	XP_029042862.1	NP_523661.2
OG0005462	XP_029044971.1, XP_029044970.1	NP_001262199.1
OG0005463	XP_029042689.1, XP_029043001.1	NP_730169.1
OG0005465	XP_029042893.1	NP_001097107.1, NP_523499.2
OG0005466	XP_029041684.1	NP_001188915.1
OG0005467	XP_029051690.1	NP_001246877.1
OG0005469	XP_029035170.1	NP_609596.1
OG0005470	XP_029031884.1	NP_001285256.1, NP_648643.1, NP_001260771.1
OG0005471	XP_029038292.1	NP_523467.1
OG0005472	XP_029049451.1	NP_001260628.1, NP_001260626.1
OG0005473	XP_029036385.1, XP_029035351.1	NP_733416.2
OG0005474	XP_029039063.1	NP_001097800.1
OG0005475	XP_029048973.1	NP_001014533.1
OG0005477	XP_029043055.1	NP_649557.2
OG0005478	XP_029038628.1	NP_001036564.1
OG0005479	XP_029041316.1, XP_029041309.1	NP_650316.1
OG0005480	XP_029044425.1	NP_610701.2
OG0005481	XP_029049215.1	NP_001137759.1
OG0005482	XP_029050160.1	NP_609609.1
OG0005483	XP_029032765.1	NP_001259606.1
OG0005484	XP_029046283.1	NP_648210.1
OG0005485	XP_029047607.1	NP_723994.2
OG0005486	XP_029042165.1	NP_524494.1
OG0005487	XP_029037321.1	NP_001263038.1
OG0005489	XP_029051776.1	NP_001260781.1
OG0005490	XP_029055676.1	NP_996018.2
OG0005491	XP_029051471.1	NP_726322.1
OG0005492	XP_029046818.1, XP_029046819.1	NP_647700.2
OG0005493	XP_029052116.1	NP_524461.2
OG0005494	XP_029035134.1, XP_029035133.1	NP_732768.1
OG0005495	XP_029034334.1	NP_732553.2
OG0005496	XP_029040767.1, XP_029040766.1	NP_647819.3
OG0005497	XP_029037665.1	NP_523716.2
OG0005498	XP_029055330.1	NP_723186.2
OG0005499	XP_029052805.1	NP_731669.2
OG0005500	XP_029036099.1	NP_649253.1
OG0005501	XP_029050269.1	NP_611016.2
OG0005502	XP_029039821.1	NP_524931.1
OG0005503	XP_029050001.1	NP_001262808.1
OG0005504	XP_029044334.1	NP_724239.1
OG0005505	XP_029034489.1	NP_996345.3
OG0005506	XP_029052262.1	NP_477060.1
OG0005507	XP_029055395.1	NP_523950.2
OG0005508	XP_029047080.1	NP_001263000.1
OG0005509	XP_029049641.1	NP_651321.1
OG0005510	XP_029045059.1	NP_001036323.1
OG0005511	XP_029046527.1	NP_001262910.1
OG0005512	XP_029042631.1	NP_001259829.1
OG0005514	XP_029049448.1	NP_001036448.1
OG0005515	XP_029043934.1	NP_523620.1
OG0005517	XP_029048226.1	NP_001162935.1
OG0005519	XP_029037800.1	NP_648163.1
OG0005521	XP_029043846.1	NP_995827.2
OG0005523	XP_029053984.1	NP_609045.2
OG0005524	XP_029044678.1	NP_001286691.1
OG0005525	XP_029051843.1	NP_001356972.1
OG0005526	XP_029047848.1	NP_609218.1
OG0005527	XP_029035825.1	NP_733041.2
OG0005528	XP_029052072.1	NP_524823.1
OG0005529	XP_029039820.1	NP_001260619.1
OG0005530	XP_029041069.1	NP_001260667.1, NP_001261565.1
OG0005531	XP_029056443.1	NP_729778.1
OG0005532	XP_029043569.1, XP_029043571.1	NP_647662.1
OG0005533	XP_029043664.1, XP_029043671.1	NP_001137651.1
OG0005534	XP_029047454.1	NP_608857.2
OG0005535	XP_029035462.1, XP_029035460.1	NP_611232.1
OG0005536	XP_029040582.1	NP_611639.1
OG0005537	XP_029037113.1	NP_788922.1
OG0005538	XP_029040431.1	NP_001262943.1
OG0005539	XP_029036505.1	NP_001245581.1
OG0005540	XP_029043505.1	NP_001261581.1
OG0005541	XP_029045390.1	NP_995608.1
OG0005542	XP_029051635.1, XP_029051634.1	NP_001262399.1
OG0005543	XP_029053789.1, XP_029053786.1	NP_650946.3
OG0005544	XP_029049394.1	NP_732373.1
OG0005545	XP_029046633.1	NP_649889.1
OG0005546	XP_029042602.1	NP_001162777.1
OG0005547	XP_029048083.1	NP_573238.1
OG0005548	XP_029049886.1	NP_001260212.1
OG0005549	XP_029048566.1	NP_610680.2
OG0005550	XP_029037462.1	NP_001162967.1
OG0005551	XP_029050405.1	NP_001286296.1
OG0005552	XP_029043853.1	NP_650367.1
OG0005553	XP_029036539.1	NP_001262293.1
OG0005554	XP_029033306.1	NP_001303342.1
OG0005555	XP_029047553.1	NP_001096883.3
OG0005556	XP_029049464.1	NP_730511.1
OG0005557	XP_029048268.1	NP_001356899.1
OG0005558	XP_029045782.1	NP_651659.2
OG0005559	XP_029046773.1	NP_001303449.2
OG0005560	XP_029042591.1	NP_001259891.2
OG0005561	XP_029040024.1	NP_001286847.1
OG0005562	XP_029049319.1	NP_001262163.1
OG0005563	XP_029048969.1	NP_611247.3
OG0005564	XP_029044820.1	NP_001246918.1
OG0005565	XP_029044654.1	NP_001286955.1
OG0005566	XP_029050393.1	NP_610216.1
OG0005567	XP_029048527.1	NP_001262105.1
OG0005568	XP_029037289.1	NP_476641.1
OG0005569	XP_029040691.1	NP_001188571.1
OG0005570	XP_029042346.1	NP_648559.1
OG0005571	XP_029035765.1	NP_611891.1
OG0005572	XP_029044828.1	NP_001027219.1
OG0005573	XP_029032495.1	NP_611256.1
OG0005574	XP_029045299.1	NP_611467.1
OG0005575	XP_029051643.1	NP_001285615.1
OG0005576	XP_029053147.1	NP_001259085.1
OG0005577	XP_029043823.1	NP_611895.1
OG0005578	XP_029035138.1	NP_733184.2
OG0005579	XP_029034685.1	NP_001263013.1
OG0005580	XP_029032180.1	NP_477347.1
OG0005581	XP_029032080.1	NP_730546.1
OG0005582	XP_029045983.1	NP_001262963.1
OG0005583	XP_029039188.1	NP_650821.2
OG0005584	XP_029045967.1	NP_651226.1
OG0005585	XP_029037421.1	NP_730934.1
OG0005586	XP_029052063.1	NP_001259317.1
OG0005587	XP_029033043.1	NP_001262167.1
OG0005588	XP_029046647.1	NP_609648.1
OG0005589	XP_029037252.1	NP_001286406.1
OG0005590	XP_029039824.1	NP_651976.1
OG0005591	XP_029042009.1	NP_001246685.1
OG0005593	XP_029038741.1	NP_572810.1
OG0005594	XP_029045819.1	NP_524219.1
OG0005595	XP_029035850.1	NP_001189016.1
OG0005596	XP_029032346.1	NP_001246807.1
OG0005597	XP_029055894.1	NP_610705.1
OG0005598	XP_029047775.1	NP_611578.1
OG0005599	XP_029053148.1	NP_001356947.1
OG0005600	XP_029056626.1	NP_001245908.1
OG0005601	XP_029038709.1	NP_001259569.1
OG0005602	XP_029047396.1	NP_001245939.1
OG0005603	XP_029050749.1	NP_001285225.1
OG0005604	XP_029041823.1	NP_001286362.1
OG0005605	XP_029035478.1	NP_001137792.1
OG0005606	XP_029055522.1	NP_001246678.1
OG0005607	XP_029036363.1	NP_001262897.1
OG0005608	XP_029033678.1	NP_610575.1
OG0005609	XP_029056522.1	NP_648092.1
OG0005610	XP_029056486.1	NP_730591.2
OG0005611	XP_029037149.1	NP_524690.1
OG0005612	XP_029041341.1, XP_029041342.1	NP_648550.1
OG0005613	XP_029041873.1, XP_029041593.1	NP_730894.2
OG0005614	XP_029046089.1	NP_001369000.1
OG0005615	XP_029045930.1	NP_001247343.2
OG0005616	XP_029041026.1	NP_477412.1
OG0005617	XP_029040250.1	NP_001163606.1
OG0005620	XP_029032382.1	NP_001261502.1
OG0005621	XP_029043869.1, XP_029042354.1	NP_001163477.1
OG0005623	XP_029053098.1	NP_650402.1
OG0005624	XP_029036172.1	NP_729654.1
OG0005625	XP_029035311.1	NP_001260132.1
OG0005626	XP_029032027.1, XP_029032002.1	NP_001138153.1
OG0005627	XP_029049671.1	NP_609037.1
OG0005628	XP_029040005.1	NP_477209.2
OG0005629	XP_029043886.1, XP_029043887.1	NP_650694.2
OG0005630	XP_029050017.1	NP_001247267.1
OG0005631	XP_029042541.1	NP_733291.1
OG0005632	XP_029032846.1	NP_647785.3
OG0005633	XP_029038885.1	NP_001247129.1
OG0005634	XP_029047375.1	NP_650866.1, NP_524240.1
OG0005636	XP_029050970.1	NP_649091.1
OG0005637	XP_029037471.1	NP_728308.1
OG0005638	XP_029035769.1	NP_648286.1
OG0005639	XP_029039635.1, XP_029039636.1	NP_001246491.1
OG0005640	XP_029037794.1	NP_001014529.1
OG0005641	XP_029038469.1	NP_511099.2
OG0005642	XP_029042276.1	NP_001259165.1
OG0005643	XP_029038680.1	NP_995914.1
OG0005644	XP_029036444.1	NP_572499.2
OG0005645	XP_029037992.1, XP_029037993.1	NP_572307.1
OG0005646	XP_029048297.1	NP_729748.3, NP_727348.2
OG0005647	XP_029048893.1	NP_648906.1
OG0005649	XP_029043550.1, XP_029043549.1	NP_608729.1
OG0005650	XP_029040966.1	NP_001163551.1
OG0005651	XP_029041163.1	NP_001260291.1
OG0005652	XP_029055501.1	NP_001259135.1
OG0005653	XP_029032866.1	NP_001247284.1
OG0005654	XP_029046574.1	NP_001245484.1
OG0005655	XP_029051798.1	NP_001285868.1
OG0005656	XP_029053224.1	NP_611396.1
OG0005657	XP_029034771.1	NP_649831.1
OG0005658	XP_029038349.1, XP_029038344.1	NP_001188757.1
OG0005659	XP_029036696.1	NP_649124.1, NP_524061.1
OG0005660	XP_029053145.1	NP_524273.1
OG0005661	XP_029039619.1	NP_001247391.1
OG0005662	XP_029053825.1	NP_001303314.1, NP_001303493.1
OG0005663	XP_029047638.1	NP_651673.1
OG0005664	XP_029049291.1	NP_649639.1
OG0005665	XP_029035708.1	NP_001246282.1
OG0005666	XP_029039638.1	NP_001262615.1
OG0005667	XP_029038501.1	NP_001188762.1
OG0005668	XP_029036493.1	NP_001097140.1
OG0005669	XP_029039750.1	NP_649305.1
OG0005670	XP_029036718.1	NP_001262563.1
OG0005671	XP_029051226.1	NP_001285454.1
OG0005672	XP_029053334.1	NP_001260637.1
OG0005673	XP_029054338.1	NP_001189159.1, NP_648686.3, NP_788705.1
OG0005674	XP_029047482.1	NP_650956.1
OG0005676	XP_029042054.1	NP_001287520.1
OG0005677	XP_029035275.1	NP_648048.1
OG0005678	XP_029046482.1	NP_524860.2
OG0005679	XP_029047744.1	NP_733401.3
OG0005682	XP_029048610.1	NP_611875.1
OG0005683	XP_029046123.1, XP_029046122.1	NP_001261286.1
OG0005684	XP_029056551.1	NP_001261646.1
OG0005685	XP_029040275.1	NP_610342.1
OG0005686	XP_029042685.1	NP_001188782.2, NP_723592.1
OG0005687	XP_029055462.1	NP_730167.2
OG0005688	XP_029051002.1	NP_572962.1
OG0005689	XP_029047325.1	NP_001259238.1
OG0005690	XP_029050525.1	NP_001260903.1
OG0005691	XP_029046581.1	NP_608656.1
OG0005692	XP_029043385.1	NP_001036333.1
OG0005693	XP_029044629.1	NP_001036265.1
OG0005695	XP_029038593.1	NP_649985.1
OG0005696	XP_029049182.1	NP_001284887.1
OG0005697	XP_029055595.1	NP_001285914.1
OG0005698	XP_029055456.1, XP_029055453.1	NP_001261685.1
OG0005700	XP_029045438.1, XP_029045387.1	NP_001097775.2
OG0005701	XP_029044599.1	NP_001261017.1
OG0005702	XP_029051873.1	NP_001285682.1
OG0005704	XP_029036527.1	NP_610636.1
OG0005705	XP_029048266.1	NP_001285176.1
OG0005706	XP_029042617.1	NP_611010.4
OG0005707	XP_029056352.1	NP_523919.1
OG0005708	XP_029045357.1	NP_001189281.1
OG0005709	XP_029046373.1	NP_608574.2
OG0005710	XP_029038259.1	NP_001014513.1
OG0005711	XP_029049613.1	NP_476613.1
OG0005712	XP_029032788.1	NP_523927.2
OG0005713	XP_029034839.1	NP_536750.2
OG0005714	XP_029034217.1	NP_610534.3
OG0005715	XP_029032702.1	NP_001285726.1
OG0005716	XP_029036829.1	NP_726441.1
OG0005717	XP_029038028.1	NP_725856.1
OG0005718	XP_029043662.1	NP_572530.1
OG0005719	XP_029035354.1	NP_523815.2
OG0005720	XP_029049434.1	NP_001163836.1
OG0005721	XP_029038430.1	NP_524919.2
OG0005722	XP_029036006.1, XP_029036005.1, XP_029036003.1	NP_648245.2
OG0005724	XP_029047830.1	NP_609217.1
OG0005725	XP_029050641.1	NP_001261921.1
OG0005726	XP_029037703.1	NP_001015498.5, NP_651541.2, NP_651540.1
OG0005727	XP_029055873.1	NP_001262178.1
OG0005728	XP_029056073.1, XP_029056063.1	NP_001303484.1
OG0005729	XP_029050522.1	NP_648452.1
OG0005730	XP_029050388.1	NP_572335.1
OG0005731	XP_029054832.1	NP_001137775.1
OG0005732	XP_029040911.1, XP_029040913.1	NP_611498.1
OG0005733	XP_029038239.1	NP_650702.1
OG0005734	XP_029050949.1	NP_001247135.1
OG0005735	XP_029038165.1	NP_001262686.1
OG0005736	XP_029049010.1	NP_523760.1
OG0005737	XP_029050758.1	NP_001162796.1
OG0005738	XP_029050722.1	NP_001303555.1
OG0005740	XP_029047781.1	NP_649255.1
OG0005741	XP_029046886.1	NP_787969.1
OG0005742	XP_029039727.1	NP_001138013.2
OG0005743	XP_029051242.1	NP_001259366.1
OG0005744	XP_029049564.1	NP_610086.3
OG0005745	XP_029043699.1	NP_001262400.1
OG0005746	XP_029048738.1	NP_536735.2
OG0005747	XP_029046462.1	NP_001097990.2
OG0005748	XP_029034979.1	NP_001027049.1
OG0005749	XP_029049631.1	NP_001137629.2
OG0005750	XP_029042861.1	NP_648633.2
OG0005751	XP_029049534.1	NP_001285238.1
OG0005752	XP_029034091.1	NP_609486.2
OG0005753	XP_029054882.1	YP_009047273.1
OG0005754	XP_029044283.1	NP_001286929.1
OG0005755	XP_029047421.1	NP_647734.1
OG0005756	XP_029037426.1	NP_001369031.1, NP_651262.1
OG0005757	XP_029037763.1	NP_001259780.1
OG0005758	XP_029043747.1	NP_731751.1
OG0005759	XP_029034051.1	NP_609109.3
OG0005760	XP_029036386.1	NP_001097638.1
OG0005761	XP_029051951.1	NP_001188957.1
OG0005762	XP_029034662.1	NP_001262565.1
OG0005763	XP_029053104.1	NP_572520.1
OG0005764	XP_029034612.1	NP_001285735.1
OG0005765	XP_029044819.1	NP_001027448.1
OG0005766	XP_029046565.1	NP_001015389.1
OG0005767	XP_029043557.1	NP_001285298.1
OG0005768	XP_029043191.1	NP_609901.5
OG0005769	XP_029036044.1	NP_610111.3
OG0005770	XP_029049691.1, XP_029049692.1	NP_001036571.2
OG0005771	XP_029048020.1, XP_029048019.1	NP_608336.1, NP_608333.1
OG0005772	XP_029035454.1	NP_725169.3
OG0005773	XP_029040067.1	NP_609898.1
OG0005774	XP_029037331.1	NP_001259694.1
OG0005775	XP_029050360.1, XP_029050359.1	NP_001033973.1
OG0005776	XP_029049854.1	NP_001260711.1
OG0005778	XP_029034688.1	NP_524493.1
OG0005779	XP_029035280.1, XP_029035279.1	NP_001261778.1
OG0005780	XP_029044621.1	NP_610019.2
OG0005781	XP_029037615.1	NP_001285907.1
OG0005782	XP_029041291.1	NP_733083.1, NP_001303579.2, NP_523572.1, NP_573012.1
OG0005783	XP_029052011.1, XP_029052010.1	NP_001262518.1
OG0005784	XP_029052876.1	NP_001262950.1
OG0005785	XP_029043471.1	NP_611304.1
OG0005786	XP_029039818.1	NP_476817.1
OG0005787	XP_029051560.1	NP_001261474.1
OG0005789	XP_029044211.1	NP_732202.2
OG0005790	XP_029051569.1	NP_001284849.1
OG0005791	XP_029037525.1	NP_573090.3
OG0005792	XP_029039294.1	NP_001259610.1, NP_573125.1
OG0005793	XP_029039830.1	NP_648162.2
OG0005794	XP_029034600.1	NP_648462.1
OG0005795	XP_029031987.1	NP_001163165.1
OG0005798	XP_029040424.1	NP_649926.2
OG0005799	XP_029046558.1	NP_652664.2, NP_723704.1
OG0005800	XP_029047820.1	NP_608989.1
OG0005801	XP_029035018.1	NP_651710.1
OG0005803	XP_029040017.1	NP_001245809.1
OG0005804	XP_029033336.1	NP_001356888.1
OG0005805	XP_029051516.1, XP_029051517.1, XP_029051515.1	NP_649945.1
OG0005806	XP_029052596.1	NP_001097270.1
OG0005807	XP_029048645.1	NP_572720.2
OG0005808	XP_029032895.1	NP_001259494.1
OG0005809	XP_029048025.1	NP_001262185.1
OG0005810	XP_029037810.1, XP_029037811.1, XP_029037812.1	NP_732443.4
OG0005812	XP_029046699.1	NP_001162674.1
OG0005813	XP_029044854.1	NP_001246760.1
OG0005814	XP_029034109.1	NP_610724.1
OG0005815	XP_029049110.1	NP_650697.1
OG0005817	XP_029042337.1	NP_001027078.1
OG0005818	XP_029046781.1	NP_001286910.1
OG0005832	XP_029040987.1	NP_001303422.1
OG0005845	XP_029039859.1	NP_477223.2
OG0005846	XP_029047391.1	NP_611604.1
OG0005847	XP_029041908.1	NP_001287401.1
OG0005848	XP_029042355.1	NP_524357.2
OG0005849	XP_029031963.1	NP_524358.2
OG0005850	XP_029056589.1	NP_477034.1
OG0005851	XP_029052426.1	NP_524819.1
OG0005852	XP_029053643.1	NP_611136.1
OG0005853	XP_029038574.1	NP_524002.1
OG0005855	XP_029043328.1	NP_476964.1
OG0005856	XP_029047951.1	NP_476969.1
OG0005857	XP_029056094.1, XP_029056125.1	NP_001285895.1
OG0005858	XP_029040220.1	NP_001260537.1
OG0005859	XP_029033107.1	NP_722745.1
OG0005860	XP_029051558.1	NP_001259561.1, NP_611757.1
OG0005861	XP_029044758.1	NP_609095.1
OG0005862	XP_029043018.1	NP_609504.2
OG0005863	XP_029040122.1	NP_001287144.1
OG0005864	XP_029045308.1	NP_001259878.1
OG0005865	XP_029044562.1, XP_029044563.1	NP_725672.2
OG0005866	XP_029051292.1	NP_523707.1
OG0005867	XP_029053641.1	NP_001287067.1
OG0005868	XP_029046593.1	NP_001285131.1
OG0005869	XP_029053555.1	NP_001285072.1
OG0005870	XP_029043092.1	NP_001261214.1
OG0005871	XP_029042139.1	NP_648058.1
OG0005872	XP_029047962.1	NP_001285737.1
OG0005873	XP_029039573.1	NP_001261849.1
OG0005874	XP_029038930.1	NP_723568.1, NP_573347.1
OG0005875	XP_029042556.1	NP_001263094.1, NP_001097975.1
OG0005876	XP_029042336.1	NP_610986.1
OG0005877	XP_029055706.1	NP_724594.1
OG0005878	XP_029038749.1	NP_001285869.1
OG0005879	XP_029048975.1	NP_573196.1
OG0005880	XP_029033193.1	NP_649783.2
OG0005881	XP_029046009.1	NP_001286781.1
OG0005882	XP_029032453.1	NP_001247279.1
OG0005883	XP_029043933.1	NP_731252.1
OG0005884	XP_029054731.1	NP_524185.1
OG0005885	XP_029044205.1, XP_029044298.1	NP_001287612.1
OG0005886	XP_029046745.1	NP_650338.1
OG0005887	XP_029053564.1	NP_648312.3
OG0005888	XP_029046411.1	NP_651884.1
OG0005889	XP_029051601.1	NP_648514.1
OG0005890	XP_029040566.1	NP_001246806.1
OG0005891	XP_029046008.1	NP_001262845.1
OG0005892	XP_029034375.1	NP_001286614.1
OG0005893	XP_029042244.1	NP_649969.1
OG0005894	XP_029039143.1	NP_001285148.1
OG0005895	XP_029038412.1	NP_001259997.1
OG0005896	XP_029033292.1	NP_001014522.2
OG0005897	XP_029053296.1	NP_650975.1
OG0005898	XP_029050330.1	NP_001246833.1
OG0005899	XP_029047909.1	NP_647772.1
OG0005900	XP_029037036.1	NP_610238.2
OG0005901	XP_029036687.1	NP_001259579.1
OG0005902	XP_029035141.1	NP_651066.2
OG0005903	XP_029050941.1	NP_524837.2, NP_001163078.1
OG0005904	XP_029055906.1	NP_524467.1
OG0005905	XP_029040553.1	NP_649527.1
OG0005906	XP_029031848.1	NP_523598.2
OG0005907	XP_029032691.1	NP_610454.2
OG0005908	XP_029041489.1	NP_609247.1
OG0005909	XP_029053015.1	NP_001284944.1
OG0005910	XP_029054421.1	NP_650619.1
OG0005911	XP_029051555.1	NP_651323.3
OG0005912	XP_029039880.1	NP_648848.1
OG0005913	XP_029035602.1	NP_001246916.1
OG0005914	XP_029052842.1	NP_611983.2, NP_001246514.1
OG0005916	XP_029053429.1	NP_610057.1
OG0005917	XP_029043136.1, XP_029043137.1	NP_001284862.1
OG0005918	XP_029045612.1	NP_001259714.1
OG0005919	XP_029040126.1	NP_649293.1
OG0005920	XP_029045499.1	NP_725114.1
OG0005921	XP_029037112.1	NP_788762.1
OG0005922	XP_029043316.1	NP_573385.1
OG0005923	XP_029036682.1	NP_001286315.1
OG0005924	XP_029051877.1	NP_648242.1
OG0005925	XP_029036930.1	NP_523397.1
OG0005926	XP_029035993.1	NP_648167.1
OG0005927	XP_029036940.1	NP_611224.1
OG0005928	XP_029040845.1	NP_001303457.1
OG0005929	XP_029038125.1	NP_611731.1
OG0005930	XP_029050102.1	NP_733074.1
OG0005931	XP_029047013.1	NP_001285026.1
OG0005933	XP_029044785.1, XP_029045171.1	NP_611078.1
OG0005934	XP_029051099.1	NP_610067.1, NP_001286113.1
OG0005935	XP_029049385.1	NP_001262997.1
OG0005936	XP_029042461.1	NP_524113.1
OG0005937	XP_029034678.1	NP_651001.2
OG0005938	XP_029038114.1	NP_649057.1
OG0005939	XP_029049562.1	NP_001246062.1
OG0005940	XP_029032251.1	NP_611072.2
OG0005941	XP_029043893.1	NP_001137933.1
OG0005942	XP_029048270.1	NP_001245490.1
OG0005943	XP_029035745.1	NP_001137646.1
OG0005944	XP_029049625.1	NP_651335.2
OG0005945	XP_029037178.1	NP_609836.1
OG0005946	XP_029050659.1	NP_001260048.1
OG0005947	XP_029041742.1	NP_001303388.1
OG0005948	XP_029050004.1	NP_524022.1
OG0005949	XP_029052511.1	NP_572572.1
OG0005950	XP_029039018.1	NP_001163220.1
OG0005951	XP_029041942.1	NP_001285220.1
OG0005952	XP_029035883.1	NP_523420.1
OG0005953	XP_029043551.1	NP_001287207.1
OG0005954	XP_029032983.1	NP_001303571.1
OG0005955	XP_029056655.1	NP_649357.1, NP_996139.1
OG0005956	XP_029039112.1	NP_648910.1
OG0005957	XP_029043040.1	NP_476792.1
OG0005958	XP_029056610.1	NP_001262085.1
OG0005959	XP_029044747.1	NP_001262270.1
OG0005960	XP_029054172.1	NP_001284975.1
OG0005961	XP_029040695.1	NP_648769.2
OG0005962	XP_029039209.1	NP_648064.1
OG0005963	XP_029042818.1	NP_001286260.1
OG0005964	XP_029048505.1	NP_001036321.2
OG0005965	XP_029035054.1	NP_001097110.1
OG0005966	XP_029039046.1	NP_609246.1
OG0005967	XP_029041890.1	NP_001163390.1
OG0005968	XP_029032334.1	NP_610314.1
OG0005969	XP_029043432.1	NP_569916.1
OG0005970	XP_029055352.1	NP_647889.2
OG0005971	XP_029052458.1	NP_001260465.1
OG0005972	XP_029049461.1	NP_651458.1
OG0005973	XP_029035590.1	NP_001015354.3
OG0005974	XP_029033788.1	NP_724484.1
OG0005975	XP_029052570.1	NP_611243.1
OG0005976	XP_029049899.1	NP_001260688.1
OG0005977	XP_029052641.1	NP_610662.1
OG0005978	XP_029031849.1	NP_610313.1
OG0005979	XP_029036655.1	NP_001262295.1
OG0005980	XP_029050458.1	NP_608902.1
OG0005981	XP_029040837.1	NP_001260218.1
OG0005982	XP_029032479.1	NP_730354.2
OG0005983	XP_029032179.1	NP_524742.1
OG0005984	XP_029034739.1	NP_651556.2
OG0005985	XP_029039822.1	NP_523606.1
OG0005986	XP_029035937.1	NP_648582.1
OG0005987	XP_029032623.1	NP_001097261.1
OG0005988	XP_029052038.1	NP_001285378.1
OG0005989	XP_029035951.1	NP_477225.1
OG0005990	XP_029041568.1	NP_609202.1
OG0005991	XP_029035041.1	NP_650767.1
OG0005992	XP_029048100.1	NP_001163480.1
OG0005993	XP_029038147.1	NP_001285455.1
OG0005994	XP_029040136.1	NP_001027191.1
OG0005995	XP_029048637.1	NP_648603.1
OG0005996	XP_029035015.1	NP_573314.1
OG0005997	XP_029041281.1	NP_650252.1
OG0005998	XP_029032136.1	NP_001260437.1
OG0005999	XP_029042012.1	NP_511074.1
OG0006000	XP_029053740.1	NP_524606.1
OG0006001	XP_029051979.1	NP_524867.2
OG0006002	XP_029042843.1, XP_029042279.1	NP_652605.1
OG0006003	XP_029052968.1	NP_647633.1
OG0006004	XP_029052551.1	NP_651715.1
OG0006005	XP_029047291.1	NP_649295.1, NP_649294.1
OG0006007	XP_029034275.1	NP_524288.3
OG0006008	XP_029035264.1, XP_029035265.1	NP_730996.2
OG0006009	XP_029053929.1	NP_572329.3
OG0006010	XP_029042828.1, XP_029042829.1	NP_001262302.1
OG0006011	XP_029032941.1	NP_001014475.1
OG0006012	XP_029034211.1	NP_001285314.1
