Orthogroup	Osmia_bicornis	Aedes_aegypti
OG0005658	XP_029038349.1, XP_029038344.1	XP_021700085.1
OG0005659	XP_029036696.1	XP_021708544.1
OG0005660	XP_029053145.1	XP_001654548.2, XP_021693462.1
OG0005661	XP_029039619.1	XP_001654405.1
OG0005662	XP_029053825.1	XP_021703538.1
OG0005663	XP_029047638.1	XP_001663412.1, XP_021712944.1
OG0005664	XP_029049291.1	XP_001656223.1
OG0005665	XP_029035708.1	XP_021703934.1
OG0005666	XP_029039638.1	XP_021705904.1
OG0005667	XP_029038501.1	XP_001654880.1
OG0005668	XP_029036493.1	XP_021703193.1
OG0005669	XP_029039750.1	XP_021697834.1
OG0005670	XP_029036718.1	XP_021693210.1
OG0005671	XP_029051226.1	XP_001661219.1
OG0005672	XP_029053334.1	XP_011493097.1
OG0005673	XP_029054338.1	XP_001650875.1
OG0005674	XP_029047482.1	XP_021712744.1
OG0005675	XP_029038974.1	XP_021707022.1
OG0005676	XP_029042054.1	XP_021710890.1
OG0005677	XP_029035275.1	XP_001659262.2
OG0005678	XP_029046482.1	XP_021713415.1
OG0005679	XP_029047744.1	XP_021699347.1
OG0005682	XP_029048610.1	XP_021703270.1
OG0005683	XP_029046123.1, XP_029046122.1	XP_021699209.1
OG0005684	XP_029056551.1	XP_021708011.1
OG0005685	XP_029040275.1	XP_021698257.1
OG0005686	XP_029042685.1	XP_021702395.1
OG0005687	XP_029055462.1	XP_021708013.1
OG0005688	XP_029051002.1	XP_021706983.1
OG0005689	XP_029047325.1	XP_021704159.1
OG0005690	XP_029050525.1	XP_021710519.1
OG0005691	XP_029046581.1	XP_001664223.1
OG0005692	XP_029043385.1	XP_021698874.1
OG0005693	XP_029044629.1	XP_001659295.2
OG0005695	XP_029038593.1	XP_001648087.1
OG0005696	XP_029049182.1	XP_021709415.1
OG0005697	XP_029055595.1	XP_021700878.1
OG0005698	XP_029055456.1, XP_029055453.1	XP_021697754.1
OG0005699	XP_029052803.1	XP_021711309.1
OG0005700	XP_029045438.1, XP_029045387.1	XP_021693854.1, XP_021693870.1
OG0005701	XP_029044599.1	XP_021709128.1
OG0005702	XP_029051873.1	XP_021701030.1, XP_021701029.1
OG0005704	XP_029036527.1	XP_001653286.2
OG0005705	XP_029048266.1	XP_021711437.1
OG0005706	XP_029042617.1	XP_021710240.1
OG0005707	XP_029056352.1	XP_021707695.1
OG0005708	XP_029045357.1	XP_021693132.1
OG0005709	XP_029046373.1	XP_001662634.2
OG0005710	XP_029038259.1	XP_021708830.1, XP_021711825.1
OG0005711	XP_029049613.1	XP_001650511.2
OG0005712	XP_029032788.1	XP_001660921.1
OG0005713	XP_029034839.1	XP_001656738.1
OG0005714	XP_029034217.1	XP_021699693.1
OG0005715	XP_029032702.1	XP_021702211.1
OG0005716	XP_029036829.1	XP_021707235.1
OG0005717	XP_029038028.1	XP_021708798.1
OG0005718	XP_029043662.1	XP_001661139.1
OG0005719	XP_029035354.1	XP_021695903.1, XP_021695904.1
OG0005720	XP_029049434.1	XP_001654451.1
OG0005721	XP_029038430.1	XP_001659247.1
OG0005722	XP_029036006.1, XP_029036005.1, XP_029036003.1	XP_021699580.1
OG0005724	XP_029047830.1	XP_001658297.1
OG0005725	XP_029050641.1	XP_021708086.1
OG0005726	XP_029037703.1	XP_021710262.1, XP_021711907.1
OG0005727	XP_029055873.1	XP_021706187.1
OG0005728	XP_029056073.1, XP_029056063.1	XP_001658963.1
OG0005729	XP_029050522.1	XP_021710239.1
OG0005730	XP_029050388.1	XP_001657231.1
OG0005732	XP_029040911.1, XP_029040913.1	XP_001659130.2
OG0005733	XP_029038239.1	XP_001652387.1
OG0005734	XP_029050949.1	XP_001654071.1
OG0005735	XP_029038165.1	XP_021707136.1
OG0005736	XP_029049010.1	XP_021701842.1, XP_001658464.2
OG0005737	XP_029050758.1	XP_021709659.1
OG0005738	XP_029050722.1	XP_021707684.1
OG0005740	XP_029047781.1	XP_001664113.2
OG0005741	XP_029046886.1	XP_001659131.2
OG0005742	XP_029039727.1	XP_021708526.1, XP_021708522.1
OG0005743	XP_029051242.1	XP_021694724.1
OG0005744	XP_029049564.1	XP_001652102.2
OG0005745	XP_029043699.1	XP_021708396.1, XP_001659006.2, XP_021711743.1, XP_021711744.1
OG0005746	XP_029048738.1	XP_001655140.1
OG0005747	XP_029046462.1	XP_001651608.1
OG0005748	XP_029034979.1	XP_021704788.1
OG0005749	XP_029049631.1	XP_021711360.1
OG0005750	XP_029042861.1	XP_001661373.2
OG0005751	XP_029049534.1	XP_021712079.1, XP_001653614.2
OG0005752	XP_029034091.1	XP_021701680.1
OG0005753	XP_029054882.1	YP_009389267.1
OG0005754	XP_029044283.1	XP_001647695.2
OG0005755	XP_029047421.1	XP_001648157.1
OG0005756	XP_029037426.1	XP_001648276.2, XP_001648277.2
OG0005757	XP_029037763.1	XP_001648484.2
OG0005758	XP_029043747.1	XP_001648725.1, XP_001648727.1, XP_001648726.1
OG0005759	XP_029034051.1	XP_001649191.2, XP_021703003.1, XP_021703001.1
OG0005760	XP_029036386.1	XP_001649382.2
OG0005761	XP_029051951.1	XP_001651005.2
OG0005762	XP_029034662.1	XP_001651967.2
OG0005763	XP_029053104.1	XP_001652439.1
OG0005764	XP_029034612.1	XP_001652932.1
OG0005765	XP_029044819.1	XP_001653029.1
OG0005766	XP_029046565.1	XP_001653462.1
OG0005767	XP_029043557.1	XP_001654174.2
OG0005768	XP_029043191.1	XP_001654308.1, XP_011493529.1
OG0005769	XP_029036044.1	XP_001654894.1
OG0005770	XP_029049691.1, XP_029049692.1	XP_001655423.2
OG0005771	XP_029048020.1, XP_029048019.1	XP_001655489.1, XP_001655487.1, XP_021707422.1, XP_021707421.1
OG0005772	XP_029035454.1	XP_001655911.1
OG0005773	XP_029040067.1	XP_001655996.2
OG0005774	XP_029037331.1	XP_001656458.2
OG0005775	XP_029050360.1, XP_029050359.1	XP_001656558.1
OG0005776	XP_029049854.1	XP_001656615.2
OG0005777	XP_029035089.1, XP_029035093.1	XP_001656679.2
OG0005778	XP_029034688.1	XP_001658235.3
OG0005779	XP_029035280.1, XP_029035279.1	XP_001658394.2
OG0005780	XP_029044621.1	XP_001658432.1
OG0005781	XP_029037615.1	XP_021712236.1, XP_001658596.1
OG0005782	XP_029041291.1	XP_001658869.1
OG0005783	XP_029052011.1, XP_029052010.1	XP_001658967.2
OG0005784	XP_029052876.1	XP_001660021.2
OG0005785	XP_029043471.1	XP_001660512.1
OG0005786	XP_029039818.1	XP_001660806.2
OG0005787	XP_029051560.1	XP_001662150.1
OG0005789	XP_029044211.1	XP_021693093.1
OG0005790	XP_029051569.1	XP_021693209.1, XP_021694927.1
OG0005791	XP_029037525.1	XP_021694939.1, XP_021694940.1
OG0005792	XP_029039294.1	XP_021694976.1
OG0005793	XP_029039830.1	XP_021695576.1
OG0005794	XP_029034600.1	XP_021696606.1
OG0005795	XP_029031987.1	XP_021697337.1
OG0005796	XP_029056656.1	XP_021698430.1, XP_021698432.1, XP_021698431.1, XP_021698433.1
OG0005797	XP_029046685.1	XP_021713257.1, XP_021698889.1
OG0005798	XP_029040424.1	XP_021700109.1
OG0005799	XP_029046558.1	XP_021700428.1
OG0005800	XP_029047820.1	XP_021700476.1
OG0005801	XP_029035018.1	XP_021701068.1
OG0005802	XP_029039543.1	XP_021701217.1
OG0005803	XP_029040017.1	XP_021701525.1, XP_021709660.1
OG0005804	XP_029033336.1	XP_021702264.1
OG0005805	XP_029051516.1, XP_029051517.1, XP_029051515.1	XP_021702499.1
OG0005806	XP_029052596.1	XP_021703206.1
OG0005807	XP_029048645.1	XP_021703985.1
OG0005808	XP_029032895.1	XP_021704643.1
OG0005809	XP_029048025.1	XP_021704878.1, XP_021704880.1
OG0005810	XP_029037810.1, XP_029037811.1, XP_029037812.1	XP_021705482.1
OG0005811	XP_029053340.1	XP_021705974.1
OG0005812	XP_029046699.1	XP_021706292.1
OG0005813	XP_029044854.1	XP_021706702.1
OG0005814	XP_029034109.1	XP_021712012.1, XP_021708780.1
OG0005815	XP_029049110.1	XP_021710073.1
OG0005816	XP_029034611.1	XP_021710192.1
OG0005817	XP_029042337.1	XP_021713411.1
OG0005845	XP_029039859.1	XP_021701334.1
OG0005846	XP_029047391.1	XP_001651796.1
OG0005847	XP_029041908.1	XP_001649125.1
OG0005848	XP_029042355.1	XP_021709631.1
OG0005849	XP_029031963.1	XP_001655005.1
OG0005850	XP_029056589.1	XP_001648107.1, XP_001648108.1
OG0005851	XP_029052426.1	XP_001647834.1
OG0005852	XP_029053643.1	XP_001661827.1
OG0005853	XP_029038574.1	XP_021712413.1, XP_001648567.1
OG0005854	XP_029039293.1	XP_021701840.1
OG0005855	XP_029043328.1	XP_001660320.1
OG0005856	XP_029047951.1	XP_001655376.1
OG0005857	XP_029056094.1, XP_029056125.1	XP_001659139.1
OG0005858	XP_029040220.1	XP_001655992.1
OG0005859	XP_029033107.1	XP_001655159.1
OG0005860	XP_029051558.1	XP_011493218.1
OG0005861	XP_029044758.1	XP_021703642.1
OG0005862	XP_029043018.1	XP_021704087.1
OG0005863	XP_029040122.1	XP_021695920.1
OG0005864	XP_029045308.1	XP_001659904.1
OG0005865	XP_029044562.1, XP_029044563.1	XP_001661551.2
OG0005866	XP_029051292.1	XP_021703581.1, XP_021703582.1
OG0005867	XP_029053641.1	XP_021701161.1, XP_001650904.1
OG0005868	XP_029046593.1	XP_001652665.1
OG0005869	XP_029053555.1	XP_001651182.2
OG0005870	XP_029043092.1	XP_001658185.1
OG0005871	XP_029042139.1	XP_001653151.2
OG0005872	XP_029047962.1	XP_001648064.1
OG0005873	XP_029039573.1	XP_001656828.1
OG0005875	XP_029042556.1	XP_001657213.1
OG0005876	XP_029042336.1	XP_001656000.1
OG0005877	XP_029055706.1	XP_021699957.1
OG0005878	XP_029038749.1	XP_021710242.1
OG0005879	XP_029048975.1	XP_001656310.2
OG0005880	XP_029033193.1	XP_001650442.1
OG0005881	XP_029046009.1	XP_001652542.1, XP_001658052.2
OG0005882	XP_029032453.1	XP_021712825.1, XP_001657476.1
OG0005883	XP_029043933.1	XP_001658323.1
OG0005884	XP_029054731.1	XP_001656814.2
OG0005885	XP_029044205.1, XP_029044298.1	XP_021706593.1
OG0005886	XP_029046745.1	XP_001650844.2
OG0005887	XP_029053564.1	XP_001658790.2
OG0005888	XP_029046411.1	XP_001648060.1
OG0005889	XP_029051601.1	XP_001656504.1
OG0005890	XP_029040566.1	XP_021697115.1
OG0005891	XP_029046008.1	XP_001650980.2
OG0005892	XP_029034375.1	XP_001663129.1
OG0005893	XP_029042244.1	XP_001650506.1
OG0005894	XP_029039143.1	XP_001658389.1
OG0005895	XP_029038412.1	XP_001654974.1
OG0005896	XP_029033292.1	XP_001652273.1
OG0005897	XP_029053296.1	XP_001662944.2
OG0005898	XP_029050330.1	XP_001662341.2
OG0005899	XP_029047909.1	XP_021706104.1, XP_001655818.2
OG0005900	XP_029037036.1	XP_001653076.1
OG0005901	XP_029036687.1	XP_001656446.1
OG0005902	XP_029035141.1	XP_001655849.1
OG0005903	XP_029050941.1	XP_001654091.1
OG0005904	XP_029055906.1	XP_001654851.1
OG0005905	XP_029040553.1	XP_001662201.1
OG0005906	XP_029031848.1	XP_001657133.1
OG0005907	XP_029032691.1	XP_001652167.1
OG0005908	XP_029041489.1	XP_021702147.1
OG0005909	XP_029053015.1	XP_021702823.1
OG0005910	XP_029054421.1	XP_021701319.1
OG0005911	XP_029051555.1	XP_021702328.1
OG0005912	XP_029039880.1	XP_001652052.1
OG0005913	XP_029035602.1	XP_001654707.1
OG0005915	XP_029032210.1	XP_001659682.2
OG0005916	XP_029053429.1	XP_021712109.1, XP_001649019.1
OG0005917	XP_029043136.1, XP_029043137.1	XP_001658907.1
OG0005918	XP_029045612.1	XP_001653814.1
OG0005919	XP_029040126.1	XP_001655512.2
OG0005920	XP_029045499.1	XP_001655146.1
OG0005921	XP_029037112.1	XP_021707753.1
OG0005922	XP_029043316.1	XP_001663929.2
OG0005923	XP_029036682.1	XP_001663469.1
OG0005924	XP_029051877.1	XP_001663087.2
OG0005925	XP_029036930.1	XP_001652288.1, XP_021712654.1
OG0005926	XP_029035993.1	XP_001658165.2
OG0005927	XP_029036940.1	XP_001650598.2
OG0005928	XP_029040845.1	XP_001658413.1
OG0005929	XP_029038125.1	XP_001664192.2
OG0005930	XP_029050102.1	XP_001657637.2
OG0005931	XP_029047013.1	XP_001655305.2
OG0005933	XP_029044785.1, XP_029045171.1	XP_001655787.1
OG0005934	XP_029051099.1	XP_001649339.1
OG0005935	XP_029049385.1	XP_021693196.1
OG0005936	XP_029042461.1	XP_001650607.1
OG0005937	XP_029034678.1	XP_021705245.1
OG0005938	XP_029038114.1	XP_001650252.1
OG0005939	XP_029049562.1	XP_001648368.1
OG0005940	XP_029032251.1	XP_001658877.1
OG0005941	XP_029043893.1	XP_001651592.1
OG0005942	XP_029048270.1	XP_001658980.2
OG0005943	XP_029035745.1	XP_001656556.3
OG0005944	XP_029049625.1	XP_001657418.1, XP_021711980.1
OG0005945	XP_029037178.1	XP_021702014.1
OG0005946	XP_029050659.1	XP_021706173.1
OG0005947	XP_029041742.1	XP_001657467.1
OG0005948	XP_029050004.1	XP_001658945.1
OG0005949	XP_029052511.1	XP_021700021.1
OG0005950	XP_029039018.1	XP_021697148.1, XP_021697149.1, XP_021697150.1, XP_021697147.1
OG0005951	XP_029041942.1	XP_001648343.1
OG0005952	XP_029035883.1	XP_021706990.1
OG0005954	XP_029032983.1	XP_021705988.1
OG0005956	XP_029039112.1	XP_001656371.1
OG0005957	XP_029043040.1	XP_001658066.2, XP_001652469.2
OG0005958	XP_029056610.1	XP_021704184.1
OG0005959	XP_029044747.1	XP_001663472.2
OG0005960	XP_029054172.1	XP_001654684.1
OG0005961	XP_029040695.1	XP_001655459.2
OG0005962	XP_029039209.1	XP_001661327.1
OG0005963	XP_029042818.1	XP_001662374.1
OG0005965	XP_029035054.1	XP_021702732.1
OG0005966	XP_029039046.1	XP_001656796.2
OG0005967	XP_029041890.1	XP_021698314.1
OG0005968	XP_029032334.1	XP_001660155.1
OG0005969	XP_029043432.1	XP_001648601.2
OG0005970	XP_029055352.1	XP_001648630.1
OG0005971	XP_029052458.1	XP_001664075.2, XP_021699358.1, XP_001664073.1, XP_001650394.1
OG0005972	XP_029049461.1	XP_001651995.1
OG0005973	XP_029035590.1	XP_021696447.1
OG0005974	XP_029033788.1	XP_021711869.1, XP_001656848.2
OG0005975	XP_029052570.1	XP_001661410.2
OG0005976	XP_029049899.1	XP_001663356.2
OG0005977	XP_029052641.1	XP_001661520.1
OG0005978	XP_029031849.1	XP_021699960.1
OG0005979	XP_029036655.1	XP_001652782.1
OG0005980	XP_029050458.1	XP_001657933.2
OG0005981	XP_029040837.1	XP_001663282.1
OG0005982	XP_029032479.1	XP_001647963.1
OG0005983	XP_029032179.1	XP_001651798.1
OG0005984	XP_029034739.1	XP_001655177.1
OG0005985	XP_029039822.1	XP_001660797.2
OG0005986	XP_029035937.1	XP_001652173.1
OG0005987	XP_029032623.1	XP_001659332.1
OG0005988	XP_029052038.1	XP_001651019.1
OG0005989	XP_029035951.1	XP_001659177.2
OG0005990	XP_029041568.1	XP_001663059.1, XP_021702043.1
OG0005991	XP_029035041.1	XP_001663717.1
OG0005992	XP_029048100.1	XP_001657494.2
OG0005993	XP_029038147.1	XP_021710266.1
OG0005994	XP_029040136.1	XP_001658149.1
OG0005995	XP_029048637.1	XP_001656059.1
OG0005996	XP_029035015.1	XP_001648370.1
OG0005997	XP_029041281.1	XP_001661638.1
OG0005998	XP_029032136.1	XP_001663263.1
OG0005999	XP_029042012.1	XP_001647934.2
OG0006000	XP_029053740.1	XP_021694846.1
OG0006001	XP_029051979.1	XP_001652823.2
OG0006002	XP_029042843.1, XP_029042279.1	XP_021694973.1
OG0006003	XP_029052968.1	XP_001661201.1
OG0006004	XP_029052551.1	XP_021700664.1
OG0006005	XP_029047291.1	XP_021697915.1
OG0006006	XP_029044805.1	XP_021706799.1
OG0006007	XP_029034275.1	XP_021693531.1
OG0006008	XP_029035264.1, XP_029035265.1	XP_021704210.1
OG0006009	XP_029053929.1	XP_001661450.1
OG0006010	XP_029042828.1, XP_029042829.1	XP_021713400.1, XP_021708566.1
OG0006011	XP_029032941.1	XP_011493072.1
OG0006012	XP_029034211.1	XP_001656445.1
OG0006013	XP_029034622.1	XP_001651356.2
OG0006014	XP_029038812.1	XP_001658437.2
OG0006015	XP_029052806.1	XP_001653427.2
OG0006016	XP_029045935.1	XP_001661948.1
OG0006017	XP_029055414.1	XP_021694297.1, XP_021711896.1
OG0006018	XP_029042240.1	XP_021695067.1
OG0006019	XP_029040325.1	XP_001649511.2
OG0006020	XP_029042060.1	XP_021699051.1
OG0006021	XP_029052494.1	XP_021711092.1
OG0006022	XP_029035131.1	XP_001655300.2
OG0006023	XP_029036583.1	XP_001655231.2
OG0006024	XP_029039246.1	XP_021708658.1
OG0006025	XP_029040483.1	XP_021705604.1
OG0006026	XP_029041965.1	XP_001648996.2
OG0006027	XP_029048066.1	XP_021706774.1
OG0006028	XP_029035455.1	XP_021704838.1
OG0006029	XP_029046822.1	XP_021695918.1
OG0006030	XP_029033721.1	XP_001656929.2
OG0006031	XP_029053018.1	XP_021703577.1
OG0006032	XP_029045337.1	XP_021695290.1
OG0006033	XP_029046932.1	XP_021697075.1
OG0006034	XP_029055319.1	XP_021704323.1
OG0006035	XP_029032471.1	XP_001652627.2, XP_021709724.1
OG0006036	XP_029032661.1	XP_001661928.2
OG0006037	XP_029045143.1	XP_021697880.1
OG0006038	XP_029043860.1, XP_029043834.1	XP_011493159.2
OG0006039	XP_029035908.1	XP_021694425.1
OG0006040	XP_029056585.1	XP_001648109.1
OG0006041	XP_029053174.1	XP_001659197.1
OG0006042	XP_029042782.1	XP_021697520.1
OG0006043	XP_029037862.1	XP_021697029.1
OG0006044	XP_029044202.1	XP_021712133.1, XP_021699888.1
OG0006045	XP_029036487.1	XP_001652784.1
OG0006046	XP_029038154.1	XP_021713379.1
OG0006047	XP_029049184.1	XP_021701486.1
OG0006048	XP_029041479.1	XP_021712433.1, XP_001655696.1
OG0006049	XP_029041188.1	XP_001654429.1
OG0006050	XP_029056599.1	XP_021704493.1, XP_001656074.1
OG0006051	XP_029052460.1	XP_021701146.1
OG0006052	XP_029056521.1	XP_001652129.1
OG0006053	XP_029047395.1	XP_001647995.2
OG0006054	XP_029049553.1	XP_001652050.1
OG0006055	XP_029032293.1	XP_001661907.1
OG0006056	XP_029035699.1	XP_021700723.1
OG0006057	XP_029040719.1	XP_001650717.1
OG0006058	XP_029042315.1	XP_001661185.1
OG0006059	XP_029038553.1	XP_021710439.1
OG0006060	XP_029040806.1	XP_021706897.1
OG0006061	XP_029042553.1	XP_021693611.1
OG0006062	XP_029032107.1	XP_001661254.1
OG0006063	XP_029050081.1	XP_001652386.1
OG0006064	XP_029050918.1	XP_021710500.1, XP_001658653.1
OG0006065	XP_029045295.1	XP_021695262.1
OG0006066	XP_029033069.1	XP_021704229.1
OG0006067	XP_029041237.1	XP_021711726.1, XP_001657519.1
OG0006068	XP_029050115.1, XP_029052386.1	XP_001661468.1
OG0006069	XP_029051982.1	XP_021695392.1
OG0006070	XP_029033499.1	XP_021705981.1
OG0006071	XP_029032378.1	XP_001655028.1
OG0006072	XP_029043431.1	XP_001648636.2
OG0006073	XP_029043167.1	XP_001648929.2
OG0006074	XP_029049967.1	XP_011493488.1
OG0006075	XP_029042605.1	XP_021711453.1
OG0006076	XP_029048349.1	XP_021704446.1
OG0006077	XP_029049445.1	XP_001648973.2
OG0006078	XP_029049908.1	XP_001649736.1
OG0006079	XP_029046764.1	XP_001649558.1
OG0006080	XP_029052267.1	XP_021696913.1
OG0006081	XP_029037963.1	XP_021707579.1
OG0006082	XP_029042383.1	XP_001662847.2
OG0006083	XP_029044241.1	XP_021699758.1
OG0006084	XP_029034857.1	XP_021708363.1
OG0006085	XP_029036530.1	XP_021708770.1
OG0006086	XP_029039930.1, XP_029039939.1	XP_001657223.1
OG0006087	XP_029042906.1	XP_021703167.1
OG0006088	XP_029042954.1	XP_001649522.2
OG0006089	XP_029041200.1	XP_021711510.1
OG0006090	XP_029050157.1	XP_001649776.1
OG0006091	XP_029052338.1	XP_001652330.2
OG0006092	XP_029038414.1	XP_001648652.1
OG0006093	XP_029036241.1	XP_021710072.1
OG0006094	XP_029034011.1	XP_021703004.1
OG0006095	XP_029052572.1	XP_001652810.1
OG0006096	XP_029051774.1	XP_001654349.2
OG0006097	XP_029053497.1, XP_029053721.1	XP_021700082.1
OG0006098	XP_029034307.1	XP_021707208.1
OG0006099	XP_029034937.1	XP_021704688.1
OG0006100	XP_029038564.1	XP_021694071.1
OG0006101	XP_029040092.1	XP_021705817.1
OG0006102	XP_029037117.1	XP_021700393.1
OG0006103	XP_029035679.1	XP_001653341.1, XP_021702175.1
OG0006104	XP_029034068.1	XP_021702999.1
OG0006106	XP_029039990.1	XP_021700101.1
OG0006107	XP_029038200.1	XP_021709529.1
OG0006108	XP_029037947.1	XP_001655114.1
OG0006109	XP_029035410.1	XP_001656823.1
OG0006110	XP_029043732.1	XP_001659457.2
OG0006111	XP_029036857.1	XP_001664301.1
OG0006112	XP_029047242.1, XP_029047243.1	XP_001655069.1
OG0006113	XP_029042282.1	XP_001654078.2
OG0006114	XP_029048891.1	XP_001654917.1
OG0006116	XP_029041367.1	XP_001659270.2, XP_001659269.1
OG0006117	XP_029043612.1	XP_021704644.1
OG0006118	XP_029038391.1	XP_001648749.2
OG0006119	XP_029046851.1	XP_021694181.1
OG0006120	XP_029043340.1	XP_021702450.1
OG0006121	XP_029035950.1	XP_001648670.1
OG0006123	XP_029031885.1	XP_021696504.1
OG0006124	XP_029052538.1	XP_001650201.1
OG0006125	XP_029032345.1	XP_001656115.2
OG0006126	XP_029049851.1	XP_001649726.1
OG0006127	XP_029032445.1	XP_001660027.1
OG0006128	XP_029050364.1	XP_001656113.1
OG0006130	XP_029051231.1	XP_021702437.1
OG0006131	XP_029042857.1	XP_021694314.1
OG0006134	XP_029050059.1	XP_021713024.1
OG0006135	XP_029035997.1	XP_021701152.1
OG0006136	XP_029052845.1	XP_021699717.1
OG0006137	XP_029047460.1	XP_021695931.1, XP_021695922.1
OG0006138	XP_029034481.1	XP_021698409.1
OG0006139	XP_029044330.1	XP_001650883.1, XP_021696255.1, XP_021712153.1
OG0006140	XP_029047070.1	XP_021703752.1
OG0006141	XP_029048844.1	XP_021694661.1
OG0006142	XP_029041668.1	XP_001649217.2, XP_021705469.1
OG0006143	XP_029038386.1	XP_001654972.2, XP_021703376.1
OG0006144	XP_029042380.1	XP_021712876.1
OG0006145	XP_029043554.1	XP_001651673.1
OG0006147	XP_029055573.1	XP_021711767.1, XP_001658105.1
OG0006149	XP_029044587.1	XP_001660024.2
OG0006150	XP_029048506.1	XP_021710551.1
OG0006151	XP_029032766.1	XP_021702412.1
OG0006152	XP_029043133.1	XP_021696550.1
OG0006153	XP_029037505.1	XP_001649570.2
OG0006154	XP_029034924.1	XP_021696188.1
OG0006155	XP_029033566.1	XP_021707090.1
OG0006156	XP_029040442.1, XP_029040441.1	XP_021700807.1
OG0006157	XP_029047345.1	XP_001657524.1
OG0006158	XP_029049270.1	XP_001660498.2
OG0006159	XP_029046986.1, XP_029046987.1	XP_001655573.2
OG0006160	XP_029034812.1	XP_001655851.1
OG0006161	XP_029056314.1	XP_021701325.1
OG0006162	XP_029053652.1	XP_001661820.1
OG0006164	XP_029047213.1	XP_001657798.1
OG0006165	XP_029044054.1	XP_001649657.2, XP_021712847.1
OG0006166	XP_029038218.1	XP_001651530.1
OG0006167	XP_029034585.1	XP_021695783.1
OG0006168	XP_029046944.1	XP_001662181.2
OG0006169	XP_029051532.1	XP_001658177.2
OG0006170	XP_029038481.1	XP_001653613.1
OG0006171	XP_029046174.1	XP_001659248.1
OG0006172	XP_029044093.1	XP_001651760.1
OG0006173	XP_029049289.1	XP_021693381.1
OG0006174	XP_029040938.1, XP_029040937.1	XP_001663011.1
OG0006175	XP_029055910.1	XP_021693796.1
OG0006176	XP_029052911.1	XP_021710504.1
OG0006177	XP_029031941.1	XP_021707996.1
OG0006178	XP_029056150.1	XP_021704112.1
OG0006179	XP_029043619.1	XP_021706244.1, XP_001648502.2
OG0006180	XP_029050307.1	XP_021695635.1
OG0006181	XP_029037005.1	XP_021696820.1
OG0006182	XP_029049014.1, XP_029049012.1	XP_021708688.1
OG0006183	XP_029053358.1	XP_001653128.1
OG0006184	XP_029047110.1	XP_001662027.2
OG0006185	XP_029035357.1	XP_001654454.1
OG0006186	XP_029032610.1	XP_001648588.2
OG0006187	XP_029053933.1	XP_021694638.1
OG0006188	XP_029046863.1	XP_021707431.1
OG0006189	XP_029036749.1	XP_021711889.1, XP_021710220.1
OG0006191	XP_029047044.1	XP_011493301.2
OG0006192	XP_029051061.1	XP_001656421.2
OG0006193	XP_029047098.1	XP_001661836.1
OG0006194	XP_029034838.1	XP_021704882.1
OG0006195	XP_029046996.1	XP_001661894.2
OG0006196	XP_029043482.1	XP_001652824.1
OG0006197	XP_029040183.1	XP_001651465.2
OG0006199	XP_029040992.1	XP_001662260.1
OG0006200	XP_029041317.1	XP_001658056.1
OG0006201	XP_029036689.1	XP_001664046.2, XP_021701956.1
OG0006202	XP_029032903.1	XP_021710311.1
OG0006203	XP_029048053.1	XP_001648164.1
OG0006204	XP_029052402.1	XP_001658684.2
OG0006205	XP_029033088.1	XP_021695219.1, XP_021708918.1
OG0006206	XP_029050884.1	XP_021710132.1
OG0006207	XP_029032805.1	XP_021699088.1
OG0006208	XP_029047649.1	XP_021693067.1
OG0006209	XP_029044542.1	XP_021701922.1
OG0006210	XP_029046697.1	XP_001662533.2
OG0006211	XP_029048339.1	XP_021708017.1
OG0006212	XP_029038334.1	XP_001653244.2
OG0006213	XP_029041683.1	XP_001659184.2
OG0006215	XP_029039742.1	XP_001663131.1
OG0006216	XP_029055192.1	XP_001658440.2
OG0006217	XP_029035389.1	XP_001652243.1
OG0006218	XP_029039596.1	XP_001658562.1
OG0006219	XP_029032690.1	XP_001655453.1
OG0006220	XP_029051139.1	XP_021699522.1
OG0006221	XP_029037427.1	XP_021704979.1
OG0006222	XP_029045201.1	XP_001649742.3, XP_021701013.1
OG0006223	XP_029048275.1	XP_001653482.2
OG0006224	XP_029039300.1	XP_001662971.1
OG0006225	XP_029033333.1	XP_001656981.1
OG0006226	XP_029039410.1	XP_001654182.2, XP_021708191.1
OG0006228	XP_029034444.1	XP_001651257.2, XP_021705034.1
OG0006229	XP_029033012.1	XP_001657927.2
OG0006230	XP_029045462.1	XP_001652053.1
OG0006231	XP_029038057.1	XP_021700747.1, XP_021700749.1
OG0006232	XP_029046310.1	XP_021707754.1, XP_001652356.1
OG0006233	XP_029031913.1	XP_021705050.1
OG0006234	XP_029055600.1	XP_001664106.1
OG0006235	XP_029047906.1	XP_021702670.1
OG0006236	XP_029035296.1	XP_001662680.2
OG0006237	XP_029055826.1	XP_001649608.2
OG0006238	XP_029037276.1	XP_021710553.1
OG0006239	XP_029039399.1	XP_021709687.1
OG0006240	XP_029053510.1	XP_001663805.2
OG0006241	XP_029052424.1	XP_001659483.1
OG0006242	XP_029050766.1	XP_001657363.2, XP_001657364.2
OG0006243	XP_029042767.1	XP_001658449.1
OG0006244	XP_029044387.1	XP_021699725.1
OG0006245	XP_029050660.1	XP_001653798.2, XP_021702939.1
OG0006246	XP_029040947.1	XP_001659450.1
OG0006247	XP_029041611.1	XP_021701011.1
OG0006248	XP_029045927.1	XP_021693719.1
OG0006249	XP_029036404.1	XP_021696640.1
OG0006250	XP_029041773.1	XP_021695603.1
