Orthogroup	Osmia_bicornis	Bombus_terrestris
OG0006168	XP_029046944.1	XP_003396871.1
OG0006169	XP_029051532.1	XP_003403131.1
OG0006170	XP_029038481.1	XP_012173328.1
OG0006171	XP_029046174.1	XP_003394174.1
OG0006172	XP_029044093.1	XP_003394265.1
OG0006173	XP_029049289.1	XP_003401375.1
OG0006174	XP_029040938.1, XP_029040937.1	XP_003401081.1
OG0006175	XP_029055910.1	XP_003393526.1
OG0006176	XP_029052911.1	XP_012166818.1
OG0006177	XP_029031941.1	XP_003402636.1
OG0006178	XP_029056150.1	XP_003399724.1
OG0006179	XP_029043619.1	XP_003393878.1
OG0006180	XP_029050307.1	XP_012173203.1
OG0006181	XP_029037005.1	XP_012174487.1
OG0006182	XP_029049014.1, XP_029049012.1	XP_012168748.1
OG0006183	XP_029053358.1	XP_003401959.1
OG0006184	XP_029047110.1	XP_012175204.1
OG0006185	XP_029035357.1	XP_003402559.1
OG0006186	XP_029032610.1	XP_003396363.1
OG0006187	XP_029053933.1	XP_003398812.1
OG0006188	XP_029046863.1	XP_003400845.1
OG0006189	XP_029036749.1	XP_003402728.1
OG0006191	XP_029047044.1	XP_003395128.1
OG0006192	XP_029051061.1	XP_003393334.1, XP_020724337.1
OG0006193	XP_029047098.1	XP_003401903.1
OG0006194	XP_029034838.1	XP_003401436.1
OG0006195	XP_029046996.1	XP_003397284.1
OG0006196	XP_029043482.1	XP_003400906.1
OG0006197	XP_029040183.1	XP_012176730.2
OG0006198	XP_029041937.1	XP_020722116.1, XP_020722117.1
OG0006199	XP_029040992.1	XP_003398835.1
OG0006200	XP_029041317.1	XP_003395595.1
OG0006201	XP_029036689.1	XP_012172053.1
OG0006202	XP_029032903.1	XP_003394159.1
OG0006203	XP_029048053.1	XP_003396009.1
OG0006204	XP_029052402.1	XP_003400175.2
OG0006205	XP_029033088.1	XP_020724154.1
OG0006206	XP_029050884.1	XP_012165968.2
OG0006207	XP_029032805.1	XP_012167845.1
OG0006208	XP_029047649.1	XP_012172723.1
OG0006209	XP_029044542.1	XP_012170770.1
OG0006210	XP_029046697.1	XP_012163633.1
OG0006211	XP_029048339.1	XP_012164660.1
OG0006212	XP_029038334.1	XP_020720889.1
OG0006213	XP_029041683.1	XP_020721412.1
OG0006214	XP_029038622.1	XP_003394573.1
OG0006215	XP_029039742.1	XP_012176667.1
OG0006216	XP_029055192.1	XP_012165579.1
OG0006217	XP_029035389.1	XP_003399285.1
OG0006218	XP_029039596.1	XP_003398571.1
OG0006219	XP_029032690.1	XP_003393371.1
OG0006220	XP_029051139.1	XP_003402998.2
OG0006221	XP_029037427.1	XP_012169810.1
OG0006222	XP_029045201.1	XP_003399753.1
OG0006223	XP_029048275.1	XP_020722840.1
OG0006224	XP_029039300.1	XP_003395018.1
OG0006225	XP_029033333.1	XP_012165098.1
OG0006226	XP_029039410.1	XP_012171592.1
OG0006227	XP_029052985.1	XP_012169977.1
OG0006228	XP_029034444.1	XP_003398064.1
OG0006229	XP_029033012.1	XP_003394628.1
OG0006230	XP_029045462.1	XP_003400934.1
OG0006231	XP_029038057.1	XP_012168502.1
OG0006232	XP_029046310.1	XP_020719849.1
OG0006233	XP_029031913.1	XP_003402626.1
OG0006234	XP_029055600.1	XP_003396015.1
OG0006235	XP_029047906.1	XP_012167089.2
OG0006236	XP_029035296.1	XP_012165271.1
OG0006237	XP_029055826.1	XP_020718957.1
OG0006238	XP_029037276.1	XP_003396013.1
OG0006239	XP_029039399.1	XP_003400526.1
OG0006240	XP_029053510.1	XP_012174506.2
OG0006241	XP_029052424.1	XP_003403370.3
OG0006242	XP_029050766.1	XP_020723794.1
OG0006243	XP_029042767.1	XP_012168646.1
OG0006244	XP_029044387.1	XP_012172491.1
OG0006245	XP_029050660.1	XP_012171944.1
OG0006246	XP_029040947.1	XP_003401078.1
OG0006247	XP_029041611.1	XP_003393827.3
OG0006248	XP_029045927.1	XP_012172558.1
OG0006249	XP_029036404.1	XP_012164364.1
OG0006250	XP_029041773.1	XP_003400499.1
OG0006251	XP_029051125.1	XP_012168462.1
OG0006252	XP_029036766.1	XP_003402717.1
OG0006253	XP_029045533.1	XP_012164052.1
OG0006254	XP_029037153.1	XP_020724265.1
OG0006255	XP_029039164.1	XP_003400740.1
OG0006256	XP_029037391.1	XP_012169356.1
OG0006257	XP_029040743.1	XP_003393181.1
OG0006258	XP_029035700.1	XP_003400021.1
OG0006259	XP_029036299.1	XP_003394428.1
OG0006260	XP_029044688.1	XP_020720043.1
OG0006261	XP_029037493.1	XP_003400922.1
OG0006262	XP_029031951.1	XP_003402634.1
OG0006263	XP_029039660.1	XP_012165696.1
OG0006264	XP_029045095.1	XP_003402370.2
OG0006265	XP_029052659.1	XP_003394531.1
OG0006266	XP_029045051.1	XP_003402369.1
OG0006267	XP_029051477.1	XP_003403037.1
OG0006268	XP_029045190.1	XP_012170352.1
OG0006269	XP_029053584.1	XP_012166997.1, XP_003397485.1
OG0006270	XP_029034213.1	XP_003393714.1
OG0006271	XP_029054010.1	XP_003399358.1
OG0006272	XP_029047012.1	XP_012163564.1
OG0006273	XP_029045199.1	XP_003402109.1
OG0006274	XP_029037508.1	XP_003401928.1
OG0006275	XP_029052935.1	XP_003397406.1
OG0006276	XP_029047943.1	XP_012167151.1
OG0006277	XP_029034684.1	XP_003401446.2
OG0006278	XP_029032209.1	XP_020719340.1
OG0006279	XP_029035117.1	XP_003398633.1
OG0006280	XP_029039650.1	XP_012170895.1
OG0006281	XP_029056602.1	XP_003394078.1
OG0006282	XP_029037706.1	XP_003397983.1
OG0006283	XP_029032094.1	XP_020718457.1
OG0006284	XP_029046257.1	XP_012176127.1
OG0006285	XP_029034040.1	XP_003393140.1
OG0006286	XP_029035303.1	XP_003396305.1
OG0006287	XP_029039140.1	XP_003400576.1
OG0006288	XP_029031902.1	XP_003402877.1
OG0006289	XP_029054604.1	XP_003398811.2
OG0006290	XP_029049707.1	XP_012169386.1
OG0006291	XP_029043066.1	XP_003393677.1
OG0006292	XP_029052396.1	XP_003400167.1
OG0006293	XP_029042540.1	XP_012173010.1
OG0006294	XP_029041090.1	XP_012173939.1
OG0006295	XP_029054336.1	XP_012169081.1
OG0006296	XP_029038870.1	XP_012176458.1
OG0006297	XP_029041945.1	XP_003399706.1
OG0006298	XP_029034841.1	XP_012172633.1
OG0006299	XP_029039331.1	XP_012163406.1
OG0006300	XP_029049219.1	XP_003400024.1
OG0006301	XP_029032582.1	XP_003396352.1
OG0006302	XP_029051037.1	XP_020721718.1
OG0006303	XP_029048213.1	XP_003395262.1
OG0006304	XP_029042903.1	XP_003394770.1
OG0006305	XP_029045210.1	XP_003399748.1
OG0006306	XP_029033074.1	XP_003394146.1
OG0006307	XP_029051259.1	XP_003403038.1
OG0006308	XP_029045520.1	XP_003395584.1
OG0006309	XP_029035633.1	XP_003394756.1
OG0006310	XP_029035262.1	XP_012165279.1
OG0006311	XP_029039409.1	XP_012171144.1
OG0006312	XP_029038773.1	XP_003397433.1
OG0006313	XP_029037991.1	XP_012176457.1
OG0006314	XP_029032836.1	XP_012176086.1
OG0006315	XP_029032848.1	XP_012176091.1
OG0006316	XP_029037417.1	XP_003394839.1
OG0006317	XP_029039980.1	XP_012168376.2
OG0006318	XP_029042356.1	XP_020723196.1
OG0006319	XP_029055478.1	XP_003396264.1
OG0006320	XP_029035793.1	XP_003402539.1
OG0006321	XP_029045888.1	XP_003401546.1
OG0006322	XP_029032980.1	XP_003402864.1
OG0006323	XP_029046516.1	XP_003399435.1
OG0006324	XP_029036807.1	XP_012172178.1
OG0006325	XP_029047104.1	XP_012173018.1
OG0006326	XP_029054128.1, XP_029053345.1	XP_003394788.1
OG0006327	XP_029041531.1, XP_029041811.1	XP_012166931.1
OG0006328	XP_029051048.1	XP_012166555.1
OG0006329	XP_029036945.1	XP_012172693.1
OG0006330	XP_029050644.1	XP_003400453.1
OG0006331	XP_029041795.1	XP_012171197.1
OG0006332	XP_029046555.1	XP_003399403.1
OG0006333	XP_029039202.1	XP_003402047.1
OG0006334	XP_029052291.1	XP_003396233.1
OG0006335	XP_029046669.1	XP_003402489.1
OG0006336	XP_029037290.1	XP_003396043.1
OG0006337	XP_029043194.1	XP_012167018.1
OG0006338	XP_029036758.1	XP_003401202.1
OG0006339	XP_029041648.1	XP_003393811.1
OG0006340	XP_029048049.1	XP_012164873.1
OG0006341	XP_029047954.1	XP_020720466.1
OG0006342	XP_029032216.1, XP_029032217.1	XP_012165970.1
OG0006343	XP_029042222.1	XP_003399194.1
OG0006344	XP_029039592.1	XP_012168233.1
OG0006345	XP_029056561.1	XP_012174837.1
OG0006346	XP_029054521.1	XP_003398886.1
OG0006347	XP_029044623.1	XP_003396667.1, XP_020719198.1
OG0006348	XP_029033134.1	XP_003399506.1
OG0006349	XP_029034968.1	XP_012175068.1
OG0006350	XP_029037854.1	XP_012164550.1
OG0006351	XP_029035118.1	XP_020720569.1
OG0006352	XP_029032916.1	XP_003394158.1
OG0006353	XP_029039641.1	XP_003400349.1
OG0006355	XP_029044213.1	XP_012173097.1
OG0006356	XP_029041034.1	XP_003397262.1
OG0006357	XP_029053654.1	XP_020719876.1
OG0006358	XP_029045560.1	XP_012167994.1
OG0006359	XP_029044201.1	XP_003401691.1
OG0006360	XP_029046343.1	XP_003397140.1
OG0006361	XP_029051377.1	XP_003400454.1
OG0006362	XP_029053843.1	XP_012174765.1
OG0006364	XP_029032279.1	XP_012166139.1
OG0006365	XP_029040832.1	XP_020722459.1
OG0006366	XP_029044679.1	XP_020720424.1
OG0006367	XP_029041080.1	XP_012169454.1
OG0006368	XP_029043304.1, XP_029043305.1	XP_003400899.1
OG0006369	XP_029033784.1	XP_003394581.1
OG0006370	XP_029037657.1	XP_003400726.1
OG0006371	XP_029047601.1	XP_003395165.1
OG0006372	XP_029056378.1, XP_029056377.1	XP_012172009.1
OG0006373	XP_029044517.1	XP_020721932.1
OG0006374	XP_029034261.1	XP_003393645.1
OG0006375	XP_029055895.1	XP_003393537.1
OG0006376	XP_029038408.1, XP_029038399.1	XP_003397555.1
OG0006377	XP_029035227.1	XP_003396801.1
OG0006378	XP_029041768.1	XP_003399483.1
OG0006379	XP_029040015.1	XP_003398162.1
OG0006380	XP_029050358.1	XP_003400335.1
OG0006381	XP_029033415.1	XP_020722969.1
OG0006382	XP_029050088.1	XP_003394646.1
OG0006383	XP_029035356.1	XP_012165248.1
OG0006384	XP_029048355.1	XP_003399149.1
OG0006385	XP_029038805.1	XP_012167125.1
OG0006386	XP_029032055.1	XP_012175613.1
OG0006387	XP_029051816.1	XP_020719821.1
OG0006388	XP_029050058.1	XP_003394619.1
OG0006389	XP_029039912.1	XP_003398401.1
OG0006390	XP_029036209.1	XP_003397648.2
OG0006391	XP_029046177.1	XP_012175944.1
OG0006392	XP_029053091.1	XP_003396739.1
OG0006393	XP_029052042.1	XP_003402527.1
OG0006394	XP_029037906.1	XP_020719942.1
OG0006395	XP_029053175.1	XP_020719748.1
OG0006396	XP_029042019.1	XP_012166926.1
OG0006397	XP_029034569.1	XP_003399968.2
OG0006398	XP_029032130.1	XP_003394050.1
OG0006399	XP_029033814.1	XP_012174854.1
OG0006400	XP_029053463.1	XP_012166409.1
OG0006401	XP_029046995.1	XP_012166503.1
OG0006402	XP_029049286.1	XP_012172550.1
OG0006403	XP_029048513.1	XP_012165871.1
OG0006404	XP_029036688.1	XP_003402770.2
OG0006405	XP_029044961.1	XP_012170949.1
OG0006406	XP_029034241.1	XP_012173382.1
OG0006407	XP_029047119.1	XP_003401695.1
OG0006408	XP_029046298.1	XP_003397097.1
OG0006409	XP_029044329.1	XP_003394961.1
OG0006410	XP_029042570.1, XP_029042573.1	XP_012170878.1
OG0006411	XP_029048688.1	XP_003395374.1
OG0006412	XP_029050819.1	XP_012175508.1, XP_003403239.1
OG0006413	XP_029044187.1	XP_003401683.2
OG0006414	XP_029034499.1	XP_012168455.1
OG0006415	XP_029039098.1	XP_012173359.1
OG0006416	XP_029033917.1	XP_003393216.1
OG0006417	XP_029039775.1	XP_012168246.1
OG0006418	XP_029041923.1	XP_012171153.1
OG0006419	XP_029044593.1	XP_003397382.1
OG0006420	XP_029039504.1	XP_003396071.1
OG0006421	XP_029047565.1	XP_012174279.2
OG0006423	XP_029034078.1	XP_020719755.1
OG0006424	XP_029045405.1	XP_020722286.1
OG0006425	XP_029035684.1	XP_012170774.1
OG0006426	XP_029049542.1	XP_012175995.1
OG0006427	XP_029042385.1	XP_003402137.1
OG0006428	XP_029034571.1	XP_003399740.1
OG0006429	XP_029038561.1	XP_003397740.1
OG0006430	XP_029043820.1	XP_003395319.1
OG0006431	XP_029040669.1	XP_012175956.1
OG0006432	XP_029054945.1	XP_003393781.1
OG0006433	XP_029036578.1	XP_012164366.1
OG0006434	XP_029041776.1	XP_003400500.1
OG0006435	XP_029041186.1	XP_020723297.1
OG0006438	XP_029045779.1	XP_020722694.1
OG0006439	XP_029050948.1	XP_012170056.1
OG0006440	XP_029043925.1	XP_012163867.1
OG0006441	XP_029050935.1	XP_003392893.1
OG0006442	XP_029037291.1	XP_003396075.1
OG0006443	XP_029035598.1	XP_003395058.1
OG0006444	XP_029032311.1	XP_003396347.1
OG0006445	XP_029050077.1	XP_012176590.1
OG0006446	XP_029040384.1	XP_003393410.1
OG0006447	XP_029042357.1	XP_003399571.1
OG0006448	XP_029040146.1	XP_003396056.1
OG0006449	XP_029041304.1	XP_012166670.1
OG0006450	XP_029040684.1	XP_020723312.1
OG0006451	XP_029041430.1	XP_003398018.1
OG0006452	XP_029054374.1	XP_003395807.1
OG0006453	XP_029035078.1	XP_003402607.1
OG0006454	XP_029050152.1	XP_003398830.1
OG0006455	XP_029049398.1	XP_012175233.1
OG0006456	XP_029043082.1	XP_012172669.1, XP_012172662.1
OG0006457	XP_029049617.1	XP_003401722.1
OG0006459	XP_029043006.1	XP_012173725.1
OG0006460	XP_029045878.1	XP_020722385.1
OG0006462	XP_029034007.1, XP_029034004.1	XP_020719477.1
OG0006463	XP_029040699.1	XP_003402836.1, XP_020723572.1
OG0006464	XP_029048228.1	XP_003395472.1
OG0006465	XP_029038828.1	XP_020721742.1
OG0006466	XP_029041724.1	XP_012170301.1
OG0006467	XP_029053551.1	XP_012167769.1
OG0006468	XP_029035593.1	XP_012163477.1
OG0006469	XP_029038770.1	XP_012166915.1
OG0006470	XP_029039456.1	XP_012172523.2
OG0006471	XP_029044075.1	XP_012176106.1
OG0006472	XP_029054023.1	XP_003402526.2, XP_003398825.3
OG0006473	XP_029032950.1	XP_020724079.1, XP_003394151.1
OG0006474	XP_029036630.1	XP_003395503.1
OG0006475	XP_029037994.1	XP_003393008.2
OG0006476	XP_029040681.1	XP_012174685.1
OG0006477	XP_029052857.1	XP_012169040.2
OG0006478	XP_029034980.1	XP_003403095.1
OG0006480	XP_029048201.1	XP_003395502.1
OG0006481	XP_029055804.1	XP_003395770.2
OG0006482	XP_029038141.1	XP_003397186.1
OG0006483	XP_029054034.1	XP_012165150.1
OG0006484	XP_029034331.1	XP_020721448.1
OG0006485	XP_029050880.1	XP_003393075.1
OG0006486	XP_029037042.1	XP_012176188.1
OG0006487	XP_029038505.1	XP_003396473.1
OG0006488	XP_029042492.1	XP_003392904.1
OG0006489	XP_029045155.1	XP_012170335.1
OG0006490	XP_029051723.1	XP_012174802.1
OG0006491	XP_029037849.1, XP_029037850.1	XP_003392936.1
OG0006492	XP_029049891.1	XP_020724228.1
OG0006493	XP_029049984.1	XP_003401477.1
OG0006494	XP_029056529.1	XP_012170852.1
OG0006495	XP_029046237.1	XP_003394288.1
OG0006496	XP_029052332.1	XP_012173115.1
OG0006497	XP_029042391.1	XP_012173674.2
OG0006498	XP_029051033.1	XP_003399642.1
OG0006499	XP_029042770.1	XP_020721296.1
OG0006500	XP_029049880.1	XP_012175867.1
OG0006501	XP_029035767.1	XP_003393310.1
OG0006502	XP_029043267.1	XP_012170175.1
OG0006503	XP_029049939.1	XP_012170928.1
OG0006504	XP_029035587.1	XP_020718342.1
OG0006505	XP_029045132.1	XP_012170347.1
OG0006506	XP_029047251.1	XP_012166078.1
OG0006507	XP_029049492.1	XP_012163496.1
OG0006508	XP_029039769.1	XP_012168247.1
OG0006509	XP_029039567.1	XP_020722781.1
OG0006510	XP_029032590.1	XP_012165332.1
OG0006511	XP_029050433.1	XP_003396157.1
OG0006512	XP_029050710.1	XP_020721401.1
OG0006513	XP_029050739.1	XP_020721692.1
OG0006514	XP_029050161.1	XP_003402313.1
OG0006515	XP_029044396.1	XP_003401310.3
OG0006516	XP_029046364.1	XP_003402408.1
OG0006517	XP_029033190.1	XP_012170401.1, XP_003399797.1
OG0006518	XP_029050220.1	XP_003394293.2
OG0006519	XP_029052678.1	XP_012176573.1
OG0006520	XP_029049800.1	XP_012169228.1
OG0006521	XP_029054492.1	XP_012166341.1
OG0006522	XP_029032322.1	XP_003396890.1
OG0006523	XP_029038082.1	XP_012167441.1
OG0006524	XP_029038121.1	XP_012166767.2
OG0006525	XP_029043189.1	XP_012172943.1
OG0006526	XP_029046235.1	XP_012175826.1
OG0006527	XP_029032826.1	XP_003395201.1
OG0006528	XP_029053976.1, XP_029053919.1	XP_020720108.1
OG0006529	XP_029031970.1	XP_003393753.1
OG0006530	XP_029032413.1	XP_003396558.2
OG0006531	XP_029033516.1	XP_020720635.1
OG0006532	XP_029040551.1	XP_003398163.1
OG0006533	XP_029042930.1	XP_003398607.1
OG0006534	XP_029051742.1	XP_003394668.1
OG0006535	XP_029053049.1	XP_012163851.1
OG0006536	XP_029042125.1	XP_012163924.2
OG0006537	XP_029051852.1	XP_012174295.1
OG0006538	XP_029040534.1	XP_003398232.1
OG0006539	XP_029044385.1	XP_012172475.1
OG0006540	XP_029048300.1	XP_012175740.1
OG0006541	XP_029047354.1	XP_012174276.1
OG0006542	XP_029050314.1	XP_020720930.1
OG0006543	XP_029038887.1	XP_012175822.1
OG0006544	XP_029048853.1	XP_003394843.1
OG0006545	XP_029047069.1	XP_003401706.1
OG0006547	XP_029033049.1	XP_003394985.1
OG0006548	XP_029033397.1	XP_003401951.1
OG0006549	XP_029043932.1	XP_003395444.1
OG0006550	XP_029038395.1, XP_029038394.1	XP_012171887.2
OG0006551	XP_029040651.1	XP_012164850.1
OG0006552	XP_029039149.1	XP_003400672.1
OG0006553	XP_029037920.1	XP_020719117.1
OG0006554	XP_029041006.1	XP_003399444.2
OG0006555	XP_029052650.1	XP_012171342.1
OG0006556	XP_029046839.1	XP_003401760.1
OG0006558	XP_029040621.1	XP_003394715.1
OG0006559	XP_029033114.1	XP_012175951.2
OG0006560	XP_029037088.1	XP_020724269.1
OG0006561	XP_029035994.1	XP_012163144.1
OG0006562	XP_029044369.1	XP_003394963.1
OG0006563	XP_029050180.1	XP_012173896.1
OG0006565	XP_029042069.1	XP_003395567.1
OG0006566	XP_029031870.1	XP_012174586.1
OG0006568	XP_029032456.1	XP_003395212.1
OG0006570	XP_029055710.1	XP_020718804.1
OG0006571	XP_029032161.1	XP_003396999.1
OG0006572	XP_029039877.1, XP_029039878.1	XP_020723914.1
OG0006573	XP_029055394.1	XP_012165509.1
OG0006574	XP_029043296.1	XP_003399658.1
OG0006575	XP_029049555.1	XP_003394207.1
OG0006576	XP_029043230.1	XP_012167085.1, XP_003397745.1
OG0006577	XP_029032075.1	XP_012174342.1
OG0006578	XP_029045966.1	XP_012172411.1, XP_012172409.1
OG0006579	XP_029049101.1	XP_003399244.2
OG0006580	XP_029034482.1	XP_003398199.1
OG0006581	XP_029039532.1	XP_012172288.2
OG0006582	XP_029048289.1	XP_003393856.1
OG0006583	XP_029032892.1	XP_020724180.1
OG0006584	XP_029056550.1	XP_012166999.2, XP_020720009.1
OG0006585	XP_029048251.1	XP_012163834.1, XP_012163835.1
OG0006586	XP_029033540.1, XP_029033586.1	XP_003398492.1
OG0006587	XP_029043849.1	XP_003395449.1
OG0006588	XP_029038620.1	XP_003394565.1
OG0006589	XP_029037694.1	XP_012168688.1
OG0006590	XP_029056630.1	XP_003397457.1
OG0006591	XP_029043756.1	XP_012166620.1
OG0006592	XP_029034535.1	XP_003394989.1
OG0006593	XP_029046503.1	XP_012169801.1
OG0006594	XP_029036683.1	XP_003403243.1
OG0006595	XP_029035183.1	XP_003396759.1
OG0006596	XP_029033376.1	XP_012172888.1
OG0006597	XP_029032724.1	XP_012171969.1
OG0006598	XP_029053288.1, XP_029053233.1	XP_012164913.1
OG0006599	XP_029045915.1	XP_012172493.1
OG0006600	XP_029056050.1, XP_029056149.1	XP_020721568.1
OG0006601	XP_029039587.1	XP_003398446.1
OG0006602	XP_029040343.1	XP_012169999.1
OG0006603	XP_029033203.1	XP_012170235.1
OG0006604	XP_029046943.1	XP_003396865.1
OG0006605	XP_029051547.1	XP_003403134.1
OG0006606	XP_029049399.1	XP_012175254.1
OG0006607	XP_029052033.1	XP_003393628.1
OG0006608	XP_029048830.1	XP_003399012.1
OG0006609	XP_029055730.1	XP_012164286.1
OG0006610	XP_029041930.1	XP_012171164.1
OG0006611	XP_029053144.1	XP_020718745.1
OG0006612	XP_029051235.1	XP_003401867.1
OG0006614	XP_029056353.1	XP_020722477.1
OG0006615	XP_029043004.1	XP_003402426.1
OG0006616	XP_029049208.1, XP_029049209.1	XP_012170748.1
OG0006617	XP_029032968.1	XP_003394356.1
OG0006618	XP_029040599.1	XP_012164775.1
OG0006619	XP_029037684.1	XP_003397681.1
OG0006621	XP_029050713.1	XP_012170579.1
OG0006622	XP_029036915.1	XP_003401538.1
OG0006623	XP_029047828.1	XP_020720308.1
OG0006624	XP_029037997.1	XP_020720457.1
OG0006625	XP_029041113.1	XP_003399192.1
OG0006626	XP_029037986.1	XP_020720249.1
OG0006627	XP_029047653.1	XP_012172720.1
OG0006628	XP_029035849.1	XP_012169427.1
OG0006629	XP_029046427.1	XP_020723371.1
OG0006630	XP_029046606.1	XP_003402482.2
OG0006631	XP_029044328.1	XP_003394960.1
OG0006632	XP_029054375.1	XP_020718862.1
OG0006633	XP_029041456.1, XP_029041460.1	XP_003397855.1
OG0006634	XP_029048865.1	XP_003399530.1
OG0006635	XP_029036763.1	XP_003396228.1
OG0006636	XP_029042892.1	XP_020723378.1
OG0006638	XP_029039049.1	XP_003400629.1
OG0006639	XP_029043939.1	XP_012165109.1
OG0006640	XP_029042888.1	XP_012174149.2
OG0006641	XP_029044703.1	XP_003394419.1
OG0006642	XP_029055628.1	XP_012165666.1
OG0006643	XP_029036735.1	XP_003401549.1
OG0006644	XP_029032994.1	XP_012176551.1
OG0006645	XP_029040439.1	XP_003403363.1
OG0006646	XP_029054448.1	XP_003392882.1
OG0006647	XP_029042182.1	XP_020718620.1
OG0006648	XP_029049204.1	XP_003400026.1
OG0006649	XP_029051006.1	XP_012170136.1
OG0006650	XP_029034681.1	XP_020722579.1, XP_020722581.1
OG0006651	XP_029050688.1	XP_012171269.1
OG0006652	XP_029040728.1	XP_020724169.1
OG0006653	XP_029040392.1	XP_020721134.1
OG0006654	XP_029042491.1	XP_003392903.1
OG0006655	XP_029045955.1	XP_003395113.1
OG0006656	XP_029040011.1	XP_012167802.1
OG0006657	XP_029046137.1	XP_003394306.1
OG0006658	XP_029035175.1	XP_003396296.1
OG0006659	XP_029035655.1	XP_003395131.1
OG0006660	XP_029054730.1	XP_003394797.1
OG0006661	XP_029052109.1	XP_003393274.1
OG0006662	XP_029051229.1	XP_020719083.1
OG0006663	XP_029037566.1	XP_012171809.1
OG0006664	XP_029041227.1	XP_003397288.1
OG0006665	XP_029050640.1	XP_020722315.1
OG0006666	XP_029039393.1	XP_003400631.2
OG0006667	XP_029046988.1	XP_012174190.1
OG0006668	XP_029043774.1, XP_029043657.1	XP_003402986.1
OG0006670	XP_029037912.1	XP_003393084.1
OG0006671	XP_029038053.1	XP_012176661.1
OG0006673	XP_029049790.1, XP_029049788.1	XP_012169229.1
OG0006674	XP_029052780.1	XP_020722758.1
OG0006675	XP_029055979.1	XP_003393524.1
OG0006676	XP_029033811.1, XP_029033812.1	XP_003394224.1
OG0006677	XP_029034486.1	XP_012167860.1
OG0006678	XP_029034522.1	XP_020718449.1
OG0006679	XP_029033874.1	XP_003402351.1
OG0006680	XP_029037777.1	XP_020723036.1, XP_020723037.1, XP_003403378.2
OG0006681	XP_029052125.1	XP_003398089.2
OG0006682	XP_029049349.1	XP_012172041.1
OG0006683	XP_029046405.1	XP_020719875.1, XP_003397365.1
OG0006684	XP_029049177.1	XP_003399032.1
OG0006685	XP_029045990.1	XP_012172556.1
OG0006686	XP_029047640.1	XP_003401602.1
OG0006687	XP_029049261.1	XP_012170710.1, XP_003400087.1, XP_020721785.1, XP_020721784.1
OG0006688	XP_029053343.1	XP_012163113.1
OG0006689	XP_029041454.1	XP_003397846.1
OG0006690	XP_029032948.1	XP_003402859.1
OG0006691	XP_029056365.1	XP_003400986.1
OG0006693	XP_029042717.1	XP_003398911.1
OG0006694	XP_029042705.1	XP_003398735.1
OG0006695	XP_029053282.1	XP_012167657.1
OG0006696	XP_029049179.1	XP_003402148.2
OG0006697	XP_029035331.1	XP_012165473.1
OG0006698	XP_029054005.1, XP_029053983.1	XP_003397729.1
OG0006699	XP_029050992.1	XP_012170123.1
OG0006700	XP_029053401.1	XP_003397987.1
OG0006701	XP_029035974.1	XP_003395271.1
OG0006702	XP_029055950.1	XP_003393531.1
OG0006703	XP_029054114.1	XP_020719225.1, XP_003396463.1
OG0006704	XP_029051978.1	XP_003402610.1
OG0006705	XP_029034365.1	XP_012173195.1, XP_012173205.1, XP_012173209.1, XP_012173202.1
OG0006706	XP_029043809.1, XP_029043811.1	XP_012170754.1
OG0006707	XP_029041347.1	XP_003397851.1
OG0006708	XP_029042221.1	XP_003397379.3
OG0006709	XP_029041874.1	XP_003400385.1
OG0006710	XP_029032898.1	XP_012176238.1, XP_003394355.1, XP_012176237.1
OG0006711	XP_029036554.1	XP_003395836.1
OG0006713	XP_029034552.1	XP_003395176.1
OG0006714	XP_029040841.1	XP_012172241.1
OG0006715	XP_029041442.1, XP_029041436.1	XP_012167664.1
OG0006716	XP_029044332.1	XP_020718586.1, XP_012163320.1, XP_020718587.1
OG0006717	XP_029051203.1	XP_003395950.1
OG0006718	XP_029040347.1	XP_012169902.1
OG0006719	XP_029041408.1	XP_012167540.1
OG0006720	XP_029033933.1	XP_003393489.1
OG0006721	XP_029041679.1	XP_012169942.1
OG0006722	XP_029051565.1	XP_003394629.1
OG0006723	XP_029049498.1	XP_003393048.1
OG0006724	XP_029049628.1	XP_003401850.1
OG0006725	XP_029034939.1, XP_029034938.1	XP_003403075.1
OG0006726	XP_029044506.1	XP_012171033.1, XP_012171035.1
OG0006727	XP_029035834.1, XP_029035833.1	XP_003398969.1
OG0006728	XP_029041639.1	XP_003393830.1
OG0006729	XP_029041658.1	XP_003399590.1
OG0006730	XP_029041391.1	XP_020720115.1
OG0006731	XP_029035485.1	XP_012169613.1
OG0006732	XP_029036159.1	XP_012171059.1
OG0006733	XP_029034061.1	XP_012164702.1
OG0006734	XP_029038351.1	XP_012168966.1
OG0006735	XP_029052672.1	XP_012176572.1
OG0006736	XP_029034055.1	XP_012164739.1
OG0006738	XP_029047572.1	XP_012175967.1
OG0006739	XP_029032044.1	XP_012175610.1
OG0006740	XP_029042096.1	XP_012164466.1
OG0006741	XP_029034704.1	XP_012172317.1
OG0006742	XP_029048365.1	XP_003399399.1
OG0006743	XP_029039497.1	XP_003401347.1
OG0006745	XP_029052778.1	XP_012172147.1
OG0006746	XP_029031943.1	XP_012174367.1
OG0006747	XP_029049283.1	XP_003401381.1
OG0006748	XP_029038521.1	XP_003397516.1
OG0006749	XP_029033905.1	XP_012164593.1
OG0006750	XP_029042342.1	XP_003402146.1
