Orthogroup	Megachile_rotundata	Dufourea_novaeangliae
OG0007834	XP_003707895.1	XP_015432871.1
OG0007835	XP_003707869.1	XP_015433005.1
OG0007836	XP_003705696.1	XP_015431224.1
OG0007837	XP_003704670.1	XP_015437626.1
OG0007839	XP_003702012.1	XP_015434535.1
OG0007840	XP_003706028.1	XP_015430014.1
OG0007841	XP_003702285.1	XP_015429147.1
OG0007842	XP_003702347.1	XP_015429088.1
OG0007843	XP_003700860.1	XP_015429045.1
OG0007844	XP_003700870.2	XP_015439611.1
OG0007845	XP_012148709.1	XP_015429072.1
OG0007846	XP_003708257.1	XP_015429005.1
OG0007847	XP_003708256.1	XP_015429003.1
OG0007848	XP_003701711.1	XP_015431856.1
OG0007849	XP_003699864.2	XP_015435873.1
OG0007850	XP_003701651.1	XP_015435824.1
OG0007851	XP_012136956.1	XP_015435895.1
OG0007852	XP_012146743.1	XP_015433685.1
OG0007853	XP_003706163.1	XP_015437596.1
OG0007854	XP_003706225.1	XP_015430758.1
OG0007855	XP_003706218.1	XP_015430848.1
OG0007856	XP_012147408.1	XP_015430661.1
OG0007857	XP_003706739.2	XP_015431677.1
OG0007858	XP_003699442.1	XP_015430759.1
OG0007859	XP_003699440.1	XP_015439643.1
OG0007860	XP_003699412.1	XP_015436885.1
OG0007861	XP_003707300.1	XP_015440016.1
OG0007862	XP_003707297.1	XP_015440049.1
OG0007863	XP_003700351.1	XP_015439953.1
OG0007864	XP_003705424.1	XP_015440013.1
OG0007865	XP_003705184.1	XP_015440064.1
OG0007866	XP_003702683.2	XP_015440108.1
OG0007867	XP_003707463.2	XP_015439995.1
OG0007868	XP_003705667.1	XP_015436657.1
OG0007869	XP_003705666.1	XP_015438205.1
OG0007870	XP_003702062.1	XP_015438028.1
OG0007871	XP_003702051.1	XP_015429986.1
OG0007872	XP_003700810.1	XP_015436917.1
OG0007873	XP_003702008.1	XP_015434511.1
OG0007874	XP_003702018.1	XP_015434558.1
OG0007875	XP_003703498.1	XP_015435999.1
OG0007876	XP_003703482.1	XP_015429214.1
OG0007877	XP_003703450.1	XP_015435089.1
OG0007878	XP_012141176.1	XP_015429189.1
OG0007879	XP_012135821.1	XP_015437502.1
OG0007880	XP_003703472.1	XP_015429568.1
OG0007881	XP_012141003.1	XP_015429203.1
OG0007882	XP_012135856.1	XP_015430923.1
OG0007883	XP_003701143.1	XP_015430900.1
OG0007884	XP_003700140.1	XP_015436306.1
OG0007885	XP_003700155.1	XP_015436214.1
OG0007886	XP_012151060.1	XP_015436328.1
OG0007887	XP_003700127.1	XP_015436063.1
OG0007888	XP_003708678.1	XP_015436230.1
OG0007889	XP_003700173.1	XP_015436433.1
OG0007890	XP_003707631.1	XP_015436213.1
OG0007891	XP_003707576.1	XP_015436124.1
OG0007892	XP_003701706.1	XP_015431818.1
OG0007893	XP_012135889.1	XP_015430887.1
OG0007894	XP_003699375.1	XP_015436595.1
OG0007895	XP_003704661.1	XP_015434144.1
OG0007896	XP_003704598.1	XP_015431349.1
OG0007897	XP_003705392.1	XP_015428433.1
OG0007898	XP_003703360.2	XP_015437152.1
OG0007899	XP_003707580.1	XP_015436390.1
OG0007900	XP_003707634.1	XP_015436392.1
OG0007901	XP_003700459.1	XP_015428443.1
OG0007902	XP_012144272.1	XP_015431167.1
OG0007903	XP_003700042.1	XP_015436051.1
OG0007904	XP_003702893.1	XP_015434054.1
OG0007905	XP_003707550.1	XP_015436189.1
OG0007906	XP_012152805.1	XP_015430728.1
OG0007907	XP_003702805.1	XP_015439148.1
OG0007908	XP_003703945.1	XP_015430774.1
OG0007909	XP_003704135.1	XP_015432711.1
OG0007910	XP_012152121.1	XP_015436154.1
OG0007911	XP_012142435.1	XP_015432697.1
OG0007912	XP_003707746.1	XP_015437345.1
OG0007913	XP_012153064.1	XP_015437824.1
OG0007914	XP_003700203.1	XP_015432208.1
OG0007915	XP_003704132.1	XP_015432706.1
OG0007916	XP_003699785.1	XP_015431382.1
OG0007917	XP_003708296.1	XP_015439155.1
OG0007918	XP_003706570.2	XP_015434495.1
OG0007919	XP_003706566.1	XP_015434476.1
OG0007920	XP_003708635.1	XP_015432459.1
OG0007921	XP_003702056.1	XP_015438241.1
OG0007922	XP_003707938.1	XP_015435291.1
OG0007923	XP_003707937.1	XP_015435338.1
OG0007924	XP_003706824.1	XP_015428910.1
OG0007925	XP_003701849.2	XP_015429444.1
OG0007926	XP_003704124.1	XP_015432144.1
OG0007927	XP_003699634.1	XP_015433194.1
OG0007928	XP_012137181.1	XP_015435678.1
OG0007929	XP_003707357.1	XP_015439849.1
OG0007930	XP_012138687.1	XP_015435578.1
OG0007931	XP_003701920.1	XP_015439142.1
OG0007932	XP_003701374.1	XP_015431907.1
OG0007933	XP_003705699.1	XP_015436997.1
OG0007934	XP_003705930.1	XP_015434880.1
OG0007935	XP_012148514.1	XP_015430201.1
OG0007936	XP_003700339.1	XP_015436690.1
OG0007937	XP_003700051.1	XP_015433793.1
OG0007938	XP_003700022.1	XP_015436432.1
OG0007939	XP_003701170.1	XP_015433522.1
OG0007940	XP_003708159.1	XP_015437098.1
OG0007941	XP_012134986.1	XP_015437747.1
OG0007942	XP_003700642.1	XP_015440253.1
OG0007943	XP_003707272.1	XP_015439869.1
OG0007944	XP_003704053.1	XP_015435772.1
OG0007945	XP_012142233.1	XP_015434348.1
OG0007946	XP_012151063.1	XP_015435909.1
OG0007947	XP_012154566.1	XP_015437723.1
OG0007948	XP_012144265.1	XP_015436101.1
OG0007949	XP_012147866.1	XP_015430551.1
OG0007950	XP_003708502.2	XP_015429956.1
OG0007951	XP_003700561.1	XP_015437361.1
OG0007952	XP_003703466.1	XP_015435138.1
OG0007953	XP_012144740.1	XP_015430419.1
OG0007954	XP_012152858.1	XP_015438088.1
OG0007955	XP_003708407.1	XP_015430640.1
OG0007956	XP_003702215.1	XP_015429107.1
OG0007957	XP_003701273.1	XP_015433518.1
OG0007958	XP_003705086.1	XP_015433503.1
OG0007959	XP_003700338.1	XP_015435739.1
OG0007960	XP_003700250.1	XP_015429727.1
OG0007961	XP_003701264.1	XP_015437523.1
OG0007962	XP_003704038.1	XP_015434253.1
OG0007963	XP_003703075.1	XP_015438161.1
OG0007964	XP_003701464.1	XP_015435000.1
OG0007965	XP_003704985.1	XP_015437551.1
OG0007966	XP_003706236.1	XP_015435708.1
OG0007967	XP_003702519.1	XP_015434763.1
OG0007968	XP_012151821.1	XP_015435450.1
OG0007969	XP_003702090.1	XP_015437454.1
OG0007970	XP_012141454.1	XP_015429584.1
OG0007971	XP_003706672.1	XP_015432990.1
OG0007972	XP_003704015.1	XP_015431547.1
OG0007973	XP_012148197.1	XP_015429688.1
OG0007974	XP_003699838.1	XP_015433659.1
OG0007975	XP_003702992.1	XP_015434168.1
OG0007976	XP_003706951.1	XP_015438544.1
OG0007977	XP_003704935.1	XP_015432193.1
OG0007978	XP_003707128.1	XP_015439239.1
OG0007979	XP_003700773.1	XP_015432207.1
OG0007980	XP_003701090.1	XP_015432617.1
OG0007981	XP_003700335.1	XP_015428843.1
OG0007982	XP_003705096.1	XP_015433527.1
OG0007983	XP_003701351.1	XP_015431931.1
OG0007984	XP_003700760.1	XP_015435197.1
OG0007985	XP_003703807.1	XP_015432963.1
OG0007986	XP_003701886.1	XP_015439916.1
OG0007987	XP_003699373.1	XP_015437368.1
OG0007988	XP_012138667.1	XP_015436521.1
OG0007989	XP_012135011.1	XP_015436923.1
OG0007990	XP_003700532.1	XP_015430374.1
OG0007991	XP_003700310.1	XP_015440241.1
OG0007992	XP_003701037.1	XP_015437069.1
OG0007993	XP_012137003.1	XP_015431927.1
OG0007994	XP_003702349.1	XP_015429726.1
OG0007995	XP_003708147.1	XP_015429313.1
OG0007996	XP_012149835.1, XP_003707193.1	XP_015437846.1
OG0007997	XP_003706812.1	XP_015431249.1
OG0007998	XP_003699539.1	XP_015439288.1
OG0007999	XP_012139116.1	XP_015439883.1
OG0008000	XP_003702024.1	XP_015434548.1
OG0008001	XP_003703367.1	XP_015437560.1
OG0008002	XP_003704477.1	XP_015435020.1
OG0008003	XP_003699445.1	XP_015430792.1
OG0008004	XP_003703022.1	XP_015431742.1
OG0008005	XP_012151423.1	XP_015433057.1
OG0008006	XP_003700768.1	XP_015434624.1
OG0008007	XP_003706300.1	XP_015431499.1
OG0008008	XP_003701942.1	XP_015429001.1
OG0008009	XP_012154069.1	XP_015433258.1
OG0008010	XP_003707503.1	XP_015433388.1
OG0008011	XP_003700951.1	XP_015429022.1
OG0008012	XP_003700619.1	XP_015437772.1
OG0008013	XP_003707343.1	XP_015433301.1
OG0008014	XP_003706303.1	XP_015429482.1
OG0008015	XP_003707654.1	XP_015436201.1
OG0008016	XP_003706669.1	XP_015429937.1
OG0008017	XP_003704141.1	XP_015432152.1
OG0008018	XP_012149883.1	XP_015431813.1
OG0008019	XP_003699585.1	XP_015436347.1
OG0008020	XP_012153484.1	XP_015434799.1
OG0008021	XP_003705720.1	XP_015438490.1
OG0008022	XP_012138133.1	XP_015437006.1
OG0008023	XP_012140661.1	XP_015437164.1
OG0008024	XP_003699378.1	XP_015436547.1
OG0008025	XP_012146165.1	XP_015429981.1
OG0008026	XP_012147354.1	XP_015431470.1
OG0008027	XP_003705020.1	XP_015431532.1
OG0008028	XP_003706738.1	XP_015440009.1
OG0008029	XP_003706299.1	XP_015431503.1
OG0008030	XP_003701937.1	XP_015435227.1
OG0008031	XP_003707240.1	XP_015438777.1
OG0008032	XP_012148486.1	XP_015438383.1
OG0008033	XP_012154181.1	XP_015430357.1
OG0008034	XP_003702846.1	XP_015439159.1
OG0008035	XP_003703243.1	XP_015440375.1
OG0008036	XP_003704743.2, XP_012143918.1	XP_015430171.1
OG0008037	XP_012143916.1	XP_015430172.1
OG0008038	XP_003708036.1	XP_015438916.1
OG0008039	XP_003702668.2	XP_015439884.1
OG0008040	XP_003707268.1	XP_015440095.1
OG0008041	XP_012139289.1	XP_015437262.1
OG0008042	XP_003700272.1	XP_015430071.1
OG0008043	XP_012142392.1	XP_015431869.1
OG0008044	XP_012140854.1	XP_015431159.1
OG0008045	XP_003704043.1	XP_015431534.1
OG0008046	XP_012153686.1	XP_015437297.1
OG0008047	XP_003705041.1	XP_015432909.1
OG0008048	XP_003704592.2	XP_015433419.1
OG0008049	XP_003703591.1	XP_015429292.1
OG0008050	XP_003708087.1	XP_015434124.1
OG0008051	XP_003701509.1	XP_015431553.1
OG0008052	XP_012141115.1	XP_015435959.1
OG0008053	XP_012144101.1	XP_015429226.1
OG0008054	XP_003704813.1	XP_015429274.1
OG0008055	XP_003703458.1	XP_015429510.1
OG0008056	XP_003702620.1	XP_015437908.1
OG0008057	XP_003701547.1	XP_015433960.1
OG0008058	XP_012146224.1	XP_015438047.1
OG0008059	XP_003705318.1	XP_015428585.1
OG0008060	XP_003699287.2	XP_015437410.1
OG0008061	XP_003699366.1	XP_015437326.1
OG0008062	XP_012143882.1	XP_015431268.1
OG0008063	XP_003705439.1	XP_015431849.1
OG0008064	XP_003705068.1	XP_015430526.1
OG0008065	XP_003708271.2	XP_015439145.1
OG0008066	XP_003708474.1	XP_015429799.1
OG0008067	XP_003702209.1	XP_015433731.1
OG0008068	XP_003702210.1	XP_015433895.1
OG0008069	XP_003699861.2	XP_015433637.1
OG0008070	XP_003706080.2	XP_015431521.1
OG0008071	XP_003707781.2	XP_015440536.1
OG0008072	XP_003707739.1	XP_015440488.1
OG0008073	XP_003707121.1	XP_015434126.1
OG0008074	XP_003699840.1	XP_015433647.1
OG0008075	XP_012152799.1	XP_015432212.1
OG0008076	XP_003707518.1	XP_015430990.1
OG0008077	XP_003702205.1	XP_015434481.1
OG0008078	XP_003704639.1	XP_015434510.1
OG0008079	XP_003707891.1	XP_015432921.1
OG0008080	XP_003708398.1	XP_015430744.1
OG0008081	XP_003708396.1	XP_015430750.1
OG0008082	XP_003706367.1	XP_015430191.1
OG0008083	XP_012154365.1	XP_015430379.1
OG0008084	XP_012147888.1	XP_015430111.1
OG0008085	XP_003703873.1	XP_015432844.1
OG0008086	XP_003700691.1	XP_015431926.1
OG0008088	XP_003703439.1	XP_015429231.1
OG0008089	XP_012151785.1	XP_015435366.1
OG0008090	XP_003701268.1	XP_015437493.1
OG0008091	XP_003703974.1	XP_015435726.1
OG0008092	XP_003703719.1	XP_015432970.1
OG0008093	XP_003703721.1	XP_015432951.1
OG0008094	XP_012135682.1	XP_015430482.1
OG0008095	XP_003700676.1	XP_015432160.1
OG0008096	XP_003699879.2	XP_015431507.1
OG0008098	XP_012139146.1	XP_015433352.1
OG0008099	XP_012139203.1	XP_015433345.1
OG0008100	XP_003702802.1	XP_015439174.1
OG0008101	XP_012145486.1	XP_015430262.1
OG0008102	XP_012146147.1	XP_015433640.1
OG0008103	XP_003699687.1	XP_015435118.1
OG0008104	XP_003703672.1	XP_015435996.1
OG0008105	XP_003700251.1	XP_015429707.1
OG0008106	XP_003704917.1	XP_015432199.1
OG0008107	XP_003701959.1	XP_015432599.1
OG0008108	XP_003706327.1	XP_015428438.1
OG0008109	XP_003702856.1	XP_015439178.1
OG0008110	XP_003703474.1	XP_015435105.1
OG0008111	XP_012151312.1	XP_015431853.1
OG0008112	XP_003699561.1	XP_015428655.1
OG0008113	XP_003705752.1	XP_015437032.1
OG0008114	XP_003701944.2	XP_015429171.1
OG0008115	XP_003701146.1	XP_015430905.1
OG0008116	XP_003706115.1	XP_015431900.1
OG0008117	XP_012148313.1	XP_015438254.1
OG0008118	XP_012149035.1	XP_015438531.1
OG0008119	XP_003706598.1	XP_015429936.1
OG0008120	XP_003707660.1	XP_015429952.1
OG0008121	XP_003700358.1	XP_015439856.1
OG0008122	XP_003701525.1	XP_015435041.1
OG0008123	XP_012138402.1	XP_015432756.1
OG0008124	XP_003699563.1	XP_015429127.1
OG0008125	XP_003703311.1	XP_015437212.1
OG0008126	XP_003703502.1	XP_015435958.1
OG0008127	XP_003706800.1	XP_015431358.1
OG0008128	XP_003699797.1	XP_015439218.1
OG0008129	XP_003702258.1	XP_015432324.1
OG0008130	XP_012150290.1	XP_015433310.1
OG0008131	XP_003708643.1	XP_015432479.1
OG0008132	XP_003708019.1	XP_015432980.1
OG0008133	XP_003701461.1	XP_015433974.1
OG0008134	XP_003700869.1	XP_015439612.1
OG0008135	XP_003700829.1	XP_015436901.1
OG0008136	XP_012138892.1	XP_015430440.1
OG0008137	XP_012148551.1	XP_015437947.1
OG0008138	XP_003699695.1	XP_015433863.1
OG0008139	XP_003703426.1	XP_015428700.1
OG0008140	XP_012137037.1	XP_015431152.1
OG0008141	XP_003704440.2	XP_015435584.1
OG0008142	XP_003702560.1	XP_015430897.1
OG0008143	XP_003705333.1	XP_015433094.1
OG0008144	XP_003702146.1	XP_015429420.1
OG0008145	XP_003707279.1	XP_015439990.1
OG0008146	XP_012146752.1	XP_015432061.1
OG0008147	XP_003708061.1	XP_015437932.1
OG0008148	XP_003708202.1	XP_015429347.1
OG0008149	XP_012136634.1	XP_015435015.1
OG0008150	XP_003701663.1	XP_015431850.1
OG0008151	XP_003706427.1	XP_015430461.1
OG0008152	XP_003700778.1	XP_015432229.1
OG0008153	XP_003700423.1	XP_015430283.1
OG0008154	XP_003699851.1	XP_015429768.1
OG0008155	XP_003699887.1	XP_015429312.1
OG0008156	XP_003703946.1	XP_015430794.1
OG0008157	XP_003704553.1	XP_015433854.1
OG0008158	XP_012145554.1	XP_015434598.1
OG0008159	XP_003701371.1	XP_015435758.1
OG0008160	XP_012150316.1	XP_015433262.1
OG0008161	XP_003706457.1	XP_015428784.1
OG0008162	XP_003705324.1	XP_015428741.1
OG0008163	XP_012152115.1	XP_015433856.1
OG0008164	XP_003707911.1	XP_015435303.1
OG0008165	XP_012137051.1	XP_015431959.1
OG0008166	XP_003703290.1	XP_015438619.1
OG0008167	XP_003708052.1	XP_015432723.1
OG0008168	XP_012144715.1	XP_015432955.1
OG0008169	XP_003703527.1	XP_015439339.1
OG0008170	XP_012137639.1	XP_015429259.1
OG0008171	XP_003706326.1	XP_015429483.1
OG0008172	XP_003700615.1	XP_015437340.1
OG0008173	XP_003705046.1	XP_015433003.1
OG0008174	XP_012136752.1	XP_015431639.1
OG0008175	XP_003708273.1	XP_015439160.1
OG0008176	XP_003705357.1	XP_015428469.1
OG0008177	XP_003699796.1	XP_015439214.1
OG0008178	XP_003704027.1	XP_015434250.1
OG0008179	XP_003703515.1	XP_015436010.1
OG0008180	XP_003700856.1	XP_015429146.1
OG0008181	XP_003708180.1	XP_015435785.1
OG0008182	XP_003707030.2	XP_015438375.1
OG0008183	XP_003705532.2	XP_015428792.1
OG0008184	XP_012147815.1	XP_015430531.1
OG0008185	XP_003706555.1	XP_015429657.1
OG0008186	XP_003705419.1	XP_015440123.1
OG0008187	XP_012140726.1	XP_015438316.1
OG0008188	XP_012142093.1	XP_015431724.1
OG0008189	XP_003706578.1	XP_015429743.1
OG0008190	XP_003706686.1	XP_015432923.1
OG0008191	XP_003708485.1	XP_015438260.1
OG0008192	XP_012153017.1	XP_015438613.1
OG0008193	XP_012146719.1	XP_015431940.1
OG0008194	XP_012143335.1	XP_015431210.1
OG0008195	XP_003705377.1	XP_015432710.1
OG0008196	XP_003704562.2	XP_015431160.1
OG0008197	XP_003699927.1	XP_015433661.1
OG0008198	XP_003706667.1	XP_015432887.1
OG0008199	XP_003702216.1	XP_015429128.1
OG0008200	XP_003705426.1	XP_015440022.1
OG0008201	XP_003700558.1	XP_015437716.1
OG0008202	XP_003701992.1	XP_015436501.1
OG0008203	XP_003699276.1	XP_015438819.1
OG0008204	XP_003705410.2	XP_015428459.1
OG0008205	XP_012148992.1	XP_015428949.1
OG0008206	XP_012153358.1	XP_015437953.1
OG0008207	XP_012145130.1	XP_015433389.1
OG0008208	XP_003707651.1	XP_015436252.1
OG0008209	XP_003702550.2	XP_015430397.1
OG0008210	XP_003701553.1	XP_015433973.1
OG0008211	XP_003702102.1	XP_015430044.1
OG0008212	XP_003706891.1	XP_015431391.1
OG0008213	XP_003701736.1	XP_015438438.1
OG0008214	XP_003703797.1	XP_015432874.1
OG0008215	XP_003705797.1	XP_015435888.1
OG0008216	XP_003703136.1	XP_015436951.1
OG0008217	XP_003703698.1	XP_015429514.1
OG0008218	XP_003707112.1	XP_015435699.1
OG0008219	XP_012152876.1	XP_015438083.1
OG0008220	XP_003703554.1	XP_015438055.1
OG0008221	XP_003705013.1	XP_015434325.1
OG0008222	XP_003703798.1	XP_015432836.1
OG0008223	XP_012148187.1	XP_015428821.1
OG0008224	XP_003699213.1	XP_015435174.1
OG0008225	XP_003706885.1	XP_015431344.1
OG0008226	XP_003702042.1	XP_015436754.1
OG0008227	XP_003704475.1	XP_015437875.1
OG0008228	XP_003705102.1	XP_015437487.1
OG0008229	XP_003699614.1	XP_015439331.1
OG0008230	XP_003704476.1	XP_015437881.1
OG0008231	XP_003700549.1	XP_015438812.1
OG0008232	XP_003703048.1	XP_015431743.1
OG0008233	XP_003706450.1	XP_015428781.1
OG0008234	XP_003706808.1	XP_015438605.1
OG0008235	XP_003699181.1	XP_015428864.1
OG0008236	XP_003700420.1	XP_015430292.1
OG0008237	XP_003699461.2	XP_015430711.1
OG0008238	XP_003701799.2	XP_015436614.1
OG0008239	XP_003700690.2	XP_015435183.1
OG0008240	XP_012140194.1	XP_015437921.1
OG0008241	XP_003701440.1	XP_015439366.1
OG0008242	XP_003704641.1	XP_015434489.1
OG0008243	XP_012148942.1	XP_015438457.1
OG0008244	XP_003703724.1	XP_015435341.1
OG0008245	XP_003703782.1	XP_015430436.1
OG0008246	XP_012141855.1	XP_015436836.1
OG0008247	XP_003699952.1	XP_015437715.1
OG0008248	XP_003705186.2	XP_015439992.1
OG0008249	XP_003701917.1	XP_015437855.1
OG0008250	XP_003703148.1	XP_015436098.1
OG0008251	XP_012139789.1	XP_015439075.1
OG0008252	XP_003708075.1	XP_015434303.1
OG0008253	XP_003701154.1	XP_015430947.1
OG0008254	XP_003706014.1	XP_015432461.1
OG0008255	XP_003706227.1	XP_015430685.1
OG0008256	XP_003708142.1	XP_015429352.1
OG0008257	XP_003701414.1	XP_015433142.1
OG0008258	XP_003704874.1	XP_015436239.1
OG0008259	XP_003700952.1	XP_015429012.1
OG0008260	XP_003707246.1	XP_015431827.1
OG0008261	XP_003706870.1	XP_015438479.1
OG0008262	XP_003701487.1	XP_015435013.1
OG0008263	XP_012142916.1	XP_015432357.1
OG0008264	XP_003699862.1	XP_015433672.1
OG0008265	XP_003701107.1	XP_015430413.1
OG0008266	XP_003702179.1	XP_015434513.1
OG0008267	XP_012135647.1	XP_015437479.1
OG0008268	XP_003707707.1	XP_015432595.1
OG0008269	XP_003699396.1	XP_015430158.1
OG0008270	XP_003707708.1	XP_015432589.1
OG0008271	XP_003708026.1	XP_015435344.1
OG0008272	XP_012151584.1	XP_015435364.1
OG0008273	XP_003707671.1	XP_015429887.1
OG0008274	XP_003699256.1	XP_015437793.1
OG0008275	XP_003702061.1	XP_015437367.1
OG0008276	XP_003703870.1	XP_015432960.1
OG0008277	XP_003705284.1	XP_015435660.1
OG0008278	XP_003702048.1	XP_015429913.1
OG0008279	XP_003699876.2	XP_015431512.1
OG0008280	XP_003708227.1	XP_015435784.1
OG0008281	XP_003706237.1	XP_015434740.1
OG0008282	XP_003700373.1	XP_015440114.1
OG0008283	XP_012134629.1	XP_015432231.1
OG0008284	XP_012144351.1	XP_015432196.1
OG0008285	XP_012139046.1	XP_015438147.1
OG0008286	XP_003701466.1	XP_015435018.1
OG0008287	XP_012142933.1	XP_015437683.1
OG0008288	XP_003706353.1	XP_015428753.1
OG0008289	XP_003703627.1	XP_015429612.1
OG0008290	XP_012144118.1	XP_015436104.1
OG0008291	XP_003708170.1	XP_015431550.1
OG0008292	XP_003707509.1	XP_015433798.1
OG0008293	XP_012136319.1	XP_015439458.1
OG0008294	XP_003703524.1	XP_015435128.1
OG0008295	XP_012150975.1	XP_015440489.1
OG0008296	XP_003707452.1	XP_015439791.1
OG0008297	XP_003706527.1	XP_015428739.1
OG0008298	XP_003706424.1	XP_015429819.1
OG0008299	XP_003706155.1	XP_015430686.1
OG0008300	XP_003702691.1	XP_015433372.1
OG0008301	XP_003707836.1	XP_015428450.1
OG0008302	XP_003702608.1	XP_015434636.1
OG0008303	XP_003700461.1	XP_015428461.1
OG0008304	XP_003706156.1	XP_015430763.1
OG0008305	XP_003707243.1	XP_015428404.1
OG0008306	XP_003700942.1	XP_015428632.1
OG0008307	XP_003703757.1	XP_015430565.1
OG0008308	XP_003706587.1	XP_015438207.1
OG0008309	XP_003707289.1	XP_015439851.1
OG0008310	XP_012149222.1	XP_015438496.1
OG0008311	XP_003704893.1	XP_015436210.1
OG0008312	XP_003699835.1	XP_015434136.1
OG0008313	XP_003699494.1	XP_015430696.1
OG0008314	XP_003701263.2	XP_015437513.1
OG0008315	XP_003702362.1	XP_015429006.1
OG0008316	XP_003704571.1	XP_015434628.1
OG0008317	XP_012150627.1	XP_015436393.1
OG0008318	XP_012140926.1	XP_015435100.1
OG0008319	XP_012145354.1	XP_015434063.1
OG0008320	XP_003700457.1	XP_015432716.1
OG0008321	XP_003699728.1	XP_015428928.1
OG0008322	XP_003707802.1	XP_015437042.1
OG0008323	XP_003705976.1	XP_015433173.1
OG0008324	XP_012154142.1	XP_015430329.1
OG0008325	XP_003702812.1	XP_015439099.1
OG0008326	XP_003700035.1	XP_015436314.1
OG0008327	XP_012144909.1	XP_015430514.1
OG0008328	XP_003700036.1	XP_015436307.1
OG0008329	XP_003706793.1	XP_015431302.1
OG0008330	XP_012150485.1	XP_015430943.1
OG0008331	XP_003705761.2	XP_015440517.1
OG0008332	XP_003704067.1	XP_015435942.1
OG0008333	XP_012145060.1	XP_015439661.1
OG0008334	XP_012144273.1	XP_015436149.1
OG0008335	XP_003700483.1	XP_015430341.1
OG0008336	XP_003704139.1	XP_015432731.1
OG0008337	XP_012146398.1	XP_015440481.1
OG0008338	XP_003706339.1	XP_015434741.1
OG0008339	XP_003702795.1	XP_015439096.1
OG0008340	XP_003701551.1	XP_015434010.1
OG0008341	XP_003700694.1	XP_015433850.1
OG0008342	XP_003699252.1	XP_015435560.1
OG0008343	XP_012135015.1	XP_015436925.1
OG0008344	XP_003699408.1	XP_015435393.1
OG0008345	XP_003702798.1	XP_015439094.1
OG0008346	XP_012142098.1	XP_015430652.1
OG0008347	XP_003702764.1	XP_015439095.1
OG0008348	XP_003708197.1	XP_015435848.1
OG0008349	XP_003707681.1	XP_015438838.1
OG0008350	XP_003703602.2	XP_015438054.1
OG0008351	XP_003700365.1	XP_015439952.1
OG0008352	XP_012147569.1	XP_015440493.1
OG0008353	XP_003708684.1	XP_015438715.1
OG0008354	XP_003702861.1	XP_015439066.1
OG0008355	XP_003699606.1	XP_015434892.1
OG0008356	XP_003708276.1	XP_015439038.1
OG0008357	XP_012140909.1	XP_015434846.1
OG0008358	XP_003706101.1	XP_015434644.1
OG0008359	XP_012134809.1	XP_015438656.1
OG0008360	XP_003707307.1	XP_015439865.1
OG0008361	XP_003706096.1	XP_015434655.1
OG0008362	XP_003708522.1	XP_015437274.1
OG0008363	XP_003708565.1	XP_015439389.1
OG0008364	XP_003704123.1	XP_015432178.1
OG0008365	XP_003706329.1	XP_015431812.1
OG0008366	XP_003704128.2	XP_015432201.1
OG0008367	XP_003708577.1	XP_015437969.1
OG0008368	XP_012137597.1	XP_015428701.1
OG0008369	XP_003701428.1	XP_015437985.1
OG0008370	XP_003701004.1	XP_015435540.1
OG0008371	XP_012152788.1	XP_015430768.1
OG0008372	XP_012143928.1	XP_015430195.1
OG0008373	XP_003704746.1	XP_015430189.1
OG0008374	XP_003708581.1	XP_015437967.1
OG0008375	XP_003706162.1	XP_015437607.1
OG0008376	XP_003703891.1	XP_015437578.1
OG0008377	XP_003708451.1	XP_015430690.1
OG0008378	XP_012146886.1	XP_015432478.1
OG0008379	XP_012152386.1	XP_015433662.1
OG0008380	XP_003706593.1	XP_015438189.1
OG0008381	XP_012150608.1, XP_003707569.1	XP_015436256.1
OG0008382	XP_012142301.1, XP_003704032.1	XP_015431458.1
OG0008384	XP_012149941.1	XP_015439716.1
OG0008385	XP_003704787.1	XP_015434404.1
OG0008386	XP_003700064.1	XP_015436409.1
OG0008387	XP_003707578.1	XP_015436136.1
OG0008388	XP_003699208.1	XP_015439567.1
OG0008389	XP_003699793.1	XP_015431355.1
OG0008390	XP_012143590.1	XP_015431275.1
OG0008391	XP_012151156.1	XP_015437052.1
OG0008392	XP_012151887.1, XP_012151885.1, XP_012151888.1, XP_012151886.1	XP_015432656.1
OG0008393	XP_012134771.1	XP_015434724.1
OG0008395	XP_012145764.1, XP_012145765.1	XP_015438911.1
OG0008396	XP_012153343.1	XP_015435611.1
OG0008397	XP_003705781.1	XP_015432612.1
OG0008398	XP_012135713.1	XP_015430540.1
OG0008399	XP_003706196.2	XP_015430772.1
OG0008400	XP_003705207.1	XP_015440133.1
OG0008401	XP_003705570.2	XP_015438772.1
OG0008402	XP_012143714.1	XP_015435198.1
OG0008404	XP_003706948.1	XP_015438347.1
OG0008405	XP_012137744.1	XP_015439603.1
OG0008406	XP_003705711.1	XP_015431032.1
OG0008407	XP_003700254.1	XP_015429739.1
OG0008409	XP_003707704.1	XP_015432679.1
OG0008410	XP_012142165.1	XP_015434289.1
OG0008411	XP_012149013.1	XP_015428943.1
OG0008412	XP_012145680.1	XP_015431557.1
OG0008413	XP_012151756.1	XP_015435383.1
OG0008415	XP_003702178.1	XP_015429792.1
OG0008417	XP_003704447.1	XP_015436968.1
OG0008418	XP_003702270.1	XP_015428972.1
OG0008419	XP_012142395.1	XP_015439713.1
OG0008420	XP_003702245.1	XP_015432055.1
