Orthogroup	Megachile_rotundata	Ceratina_calcarata
OG0007264	XP_003703569.2	XP_017891231.1
OG0007265	XP_012137620.1	XP_026675353.1
OG0007266	XP_012144806.1	XP_017881416.1
OG0007267	XP_012144916.1	XP_017881362.2
OG0007268	XP_012151620.1	XP_017888286.1
OG0007269	XP_012151626.1	XP_017888266.1
OG0007270	XP_012143329.1	XP_017884076.1
OG0007271	XP_012136005.1	XP_017877411.1
OG0007272	XP_012143301.1	XP_017878258.1
OG0007273	XP_012143306.1	XP_017889608.1
OG0007274	XP_003707627.1	XP_017886728.1
OG0007275	XP_003707582.2	XP_026675284.1
OG0007276	XP_012138943.1	XP_017884895.1
OG0007277	XP_012144288.1	XP_017889890.1
OG0007278	XP_003700150.1	XP_017876242.1
OG0007279	XP_003707579.1	XP_017881468.1
OG0007280	XP_012140262.1	XP_026673872.1
OG0007281	XP_003701786.1	XP_017893153.1
OG0007282	XP_012144229.1	XP_026666896.1
OG0007283	XP_012150449.1	XP_026667408.1, XP_017876052.1
OG0007284	XP_003706412.1	XP_017882952.1
OG0007285	XP_003700174.2	XP_026669181.1
OG0007286	XP_003700142.1	XP_017875111.2
OG0007287	XP_003707523.2	XP_017875984.1
OG0007288	XP_012152441.1	XP_026669964.1
OG0007289	XP_012135555.1	XP_017877678.1
OG0007290	XP_012144213.1	XP_026675563.1
OG0007291	XP_012152505.1	XP_026670111.1
OG0007292	XP_012140303.1	XP_026670716.1
OG0007293	XP_003707522.1, XP_012150455.1	XP_017877279.1
OG0007294	XP_003707521.1, XP_012150456.1	XP_026670502.1
OG0007295	XP_012143317.1	XP_026675376.1
OG0007296	XP_012144216.1	XP_026672443.1, XP_026673417.1
OG0007297	XP_003704868.2	XP_017885472.1
OG0007298	XP_003700028.2	XP_017886550.1
OG0007299	XP_012152209.1	XP_026670118.1
OG0007300	XP_012152584.1	XP_026670077.1
OG0007301	XP_012149570.1	XP_017889275.1
OG0007302	XP_012149482.1	XP_017889276.1
OG0007303	XP_012149238.1	XP_017882936.1
OG0007304	XP_012144257.1	XP_017885474.1
OG0007305	XP_003704841.1	XP_017885459.1
OG0007306	XP_012143264.1	XP_017886513.2
OG0007307	XP_012150673.1	XP_026669951.1
OG0007308	XP_003706889.1	XP_017882145.1
OG0007309	XP_003699733.1	XP_017883800.1
OG0007310	XP_003707032.1	XP_017882174.1
OG0007311	XP_003707031.1	XP_017882173.1
OG0007312	XP_012136010.1	XP_017889997.1
OG0007313	XP_012146108.1	XP_017884774.1
OG0007314	XP_012149122.1	XP_017876723.1
OG0007315	XP_012148828.1	XP_017876467.1
OG0007316	XP_003707011.1	XP_017876685.1
OG0007317	XP_003706837.1	XP_017883814.1
OG0007318	XP_003707051.2	XP_026670273.1
OG0007319	XP_003700649.2	XP_017888879.1
OG0007320	XP_012143208.1	XP_026670447.1
OG0007321	XP_003706867.1	XP_017875648.1
OG0007322	XP_012149413.1	XP_017882117.1
OG0007323	XP_012148939.1	XP_017882054.1
OG0007324	XP_012149305.1	XP_017891823.1
OG0007325	XP_012149449.1	XP_017876553.1
OG0007326	XP_012148477.1	XP_026670385.1
OG0007327	XP_012149199.1	XP_017885675.1, XP_017885674.1
OG0007328	XP_012149171.1	XP_017882289.1
OG0007329	XP_003707027.1	XP_017881920.2
OG0007330	XP_012149234.1	XP_017875706.1
OG0007331	XP_012152238.1	XP_017883612.1
OG0007332	XP_012148772.1	XP_017876545.1
OG0007333	XP_012148891.1	XP_017876446.1
OG0007334	XP_003706810.1	XP_026670246.1
OG0007335	XP_003706993.1	XP_017891897.1
OG0007336	XP_012135439.1	XP_017891627.1
OG0007337	XP_003706815.1	XP_017892133.1
OG0007338	XP_012149141.1, XP_012149142.1	XP_017881287.1
OG0007339	XP_012135394.1	XP_026667666.1
OG0007340	XP_012149389.1	XP_017882183.1
OG0007341	XP_003706855.1	XP_017875748.1
OG0007342	XP_003706887.1	XP_017875731.1
OG0007343	XP_012149203.1	XP_026670375.1
OG0007344	XP_012148862.1	XP_017876582.1
OG0007345	XP_012148866.1	XP_017876585.1
OG0007346	XP_012143580.1	XP_026668883.1
OG0007347	XP_012145282.1	XP_017889647.1
OG0007348	XP_012146441.1	XP_026669427.1
OG0007349	XP_012137707.1	XP_017881087.1
OG0007350	XP_012154031.1	XP_017877596.1
OG0007351	XP_003707543.1	XP_026669848.1
OG0007352	XP_003707810.1	XP_017878640.1
OG0007353	XP_003707682.1	XP_017881121.1
OG0007354	XP_003707735.1	XP_017876384.1
OG0007355	XP_012145588.1	XP_017887486.1
OG0007356	XP_012152266.1	XP_017890435.1
OG0007357	XP_012134528.1	XP_017883040.2
OG0007358	XP_012151111.1, XP_012151306.1	XP_017876261.1
OG0007359	XP_003707750.1	XP_017876275.1
OG0007360	XP_012151304.1	XP_026667495.1
OG0007361	XP_003707764.1	XP_017878377.1
OG0007362	XP_003707780.1	XP_026668546.1
OG0007363	XP_012146124.1	XP_017887993.1
OG0007364	XP_003699697.1	XP_026674543.1
OG0007365	XP_003699689.1	XP_017890456.1
OG0007366	XP_012154412.1	XP_017880020.1
OG0007367	XP_012134539.1	XP_017879983.1
OG0007368	XP_012154406.1	XP_017876900.1
OG0007369	XP_012151915.1	XP_017888000.1
OG0007370	XP_003705312.1	XP_017887441.1
OG0007371	XP_003700325.1	XP_017891415.1
OG0007372	XP_012138947.1	XP_026671865.1
OG0007373	XP_012153148.1	XP_017887527.1
OG0007374	XP_003707791.1	XP_017880294.1
OG0007375	XP_012153068.1	XP_017881522.1
OG0007376	XP_012140184.1	XP_017885188.1
OG0007377	XP_012151197.1	XP_017879061.1
OG0007378	XP_012142455.1	XP_017881109.1
OG0007379	XP_012146373.1	XP_026668600.1
OG0007380	XP_003705757.1	XP_017878385.1
OG0007381	XP_012139019.1	XP_017892610.2
OG0007382	XP_003702719.1	XP_017875578.1
OG0007383	XP_012148357.1	XP_026668596.1
OG0007384	XP_012154390.1	XP_017882050.1
OG0007385	XP_012154383.1	XP_017882300.1
OG0007386	XP_012153062.1	XP_017881365.1
OG0007387	XP_012138149.1	XP_026669491.1, XP_026669492.1
OG0007388	XP_012147515.1	XP_017878940.2
OG0007389	XP_003700993.1	XP_017883958.1
OG0007390	XP_003700580.1	XP_017879007.1
OG0007391	XP_003700620.1	XP_017879004.1
OG0007392	XP_012146177.1	XP_026670039.1
OG0007393	XP_012153125.1	XP_026673112.1
OG0007394	XP_012153813.1	XP_017879990.1
OG0007395	XP_012135649.1	XP_026668566.1
OG0007396	XP_012154068.1	XP_026674511.1
OG0007397	XP_003699270.1	XP_017888311.1
OG0007398	XP_003707705.1	XP_017886666.2
OG0007399	XP_012134625.1	XP_026673856.1
OG0007400	XP_012144509.1	XP_026672772.1
OG0007401	XP_003704912.1	XP_026672623.1
OG0007402	XP_003704949.1	XP_017888455.1
OG0007403	XP_003700780.1	XP_017879903.1
OG0007404	XP_003701283.1	XP_017888465.1
OG0007405	XP_012134580.1	XP_026672626.1
OG0007406	XP_003701372.1	XP_017887471.1
OG0007407	XP_003704933.1	XP_017877460.1
OG0007408	XP_012144365.1	XP_017877086.1
OG0007409	XP_012134633.1	XP_017875348.1
OG0007410	XP_003704133.1	XP_017886930.1
OG0007411	XP_012142562.1	XP_026672773.1
OG0007412	XP_012134778.1	XP_017877109.1
OG0007413	XP_003701367.2	XP_017891470.1
OG0007414	XP_003707885.1	XP_026667106.1
OG0007415	XP_003700711.1	XP_017881848.2
OG0007416	XP_012136170.1	XP_026668475.1
OG0007417	XP_003704149.2	XP_017886480.1
OG0007418	XP_003700263.1	XP_026671870.1
OG0007419	XP_012136093.1	XP_017892682.1
OG0007420	XP_003701358.2	XP_026675019.1
OG0007421	XP_012152419.1	XP_017886913.1
OG0007422	XP_012153182.1	XP_026670622.1
OG0007423	XP_012142506.1	XP_017886649.1
OG0007425	XP_012149716.1	XP_017884128.1
OG0007426	XP_003704981.1	XP_017880258.1
OG0007427	XP_012148553.1	XP_017882886.1
OG0007428	XP_012148512.1	XP_017883301.1
OG0007429	XP_012134618.1	XP_017883785.1, XP_026673570.1
OG0007430	XP_003701330.1	XP_017877559.1
OG0007431	XP_012136031.1	XP_026667999.1
OG0007432	XP_012142541.1	XP_026667931.1
OG0007433	XP_012136115.1	XP_026669966.1
OG0007434	XP_012151536.1	XP_017879725.1
OG0007435	XP_012143109.1	XP_017892115.1
OG0007436	XP_003704221.1	XP_017887121.1
OG0007438	XP_012140464.1	XP_017880901.1
OG0007439	XP_012141630.1	XP_026670055.1
OG0007440	XP_012142813.1	XP_026672817.1
OG0007441	XP_003704177.2	XP_017893504.1
OG0007442	XP_003703165.1	XP_017875248.1
OG0007443	XP_012140384.1	XP_017888554.2
OG0007444	XP_003704329.1	XP_017893390.1
OG0007445	XP_003707989.1	XP_017888264.1
OG0007446	XP_012152648.1	XP_017888054.1
OG0007448	XP_012139342.1	XP_017877347.1
OG0007449	XP_003704441.1	XP_026675079.1
OG0007450	XP_012139570.1	XP_017885001.1
OG0007451	XP_012137457.1	XP_026671937.1
OG0007452	XP_012137567.1	XP_017876374.1
OG0007453	XP_003702880.1	XP_017890250.1
OG0007454	XP_012139381.1	XP_017890271.1
OG0007455	XP_012145422.1	XP_017884885.1
OG0007456	XP_012139687.1	XP_017875433.1
OG0007457	XP_012137474.1	XP_017884578.1
OG0007458	XP_012137443.1	XP_026666639.1, XP_026666641.1
OG0007459	XP_012139389.1	XP_026670464.1
OG0007460	XP_003701935.1	XP_017875012.1
OG0007461	XP_012151998.1	XP_026671510.1, XP_017885007.1
OG0007462	XP_012139443.1	XP_017884547.1
OG0007463	XP_012137546.1	XP_017888733.1
OG0007464	XP_012139652.1	XP_026671735.1
OG0007465	XP_012152681.1	XP_017892153.1
OG0007466	XP_012147297.1	XP_026671940.1
OG0007467	XP_003701011.1	XP_017883324.1
OG0007468	XP_003708005.2	XP_017888187.1
OG0007469	XP_003701956.1	XP_017893316.1
OG0007470	XP_012152494.1	XP_017884484.1
OG0007471	XP_003702809.1	XP_017884375.2
OG0007472	XP_012139818.1	XP_017884926.1
OG0007473	XP_012139335.1	XP_026675310.1
OG0007474	XP_012137590.1	XP_017883171.1, XP_017888918.1
OG0007475	XP_003705486.2	XP_026672912.1
OG0007476	XP_012139884.1	XP_017884440.1
OG0007477	XP_012152609.1	XP_017884393.1
OG0007478	XP_012152464.1	XP_017887179.1
OG0007479	XP_012152548.1	XP_017884644.1
OG0007480	XP_012153883.1	XP_017890867.1
OG0007481	XP_003702891.1	XP_026671811.1
OG0007482	XP_012139632.1	XP_026671561.1
OG0007483	XP_012144892.1	XP_017882282.1
OG0007484	XP_012141044.1	XP_026672493.1
OG0007485	XP_012141073.1	XP_026672496.1
OG0007486	XP_003705901.2	XP_017889577.1
OG0007487	XP_003708551.1	XP_017892588.1
OG0007488	XP_012147020.1	XP_026672144.1
OG0007490	XP_012138901.1	XP_026670937.1
OG0007491	XP_003699607.1	XP_017886503.1
OG0007492	XP_012141257.1	XP_017891525.1
OG0007493	XP_012141542.1	XP_017889474.1
OG0007494	XP_003708549.1	XP_017878189.1
OG0007495	XP_012142167.1	XP_026674104.1
OG0007496	XP_003703809.1	XP_026667185.1
OG0007497	XP_012146876.1	XP_017886454.1
OG0007498	XP_012153344.1	XP_017886457.1
OG0007499	XP_003708658.2	XP_026674026.1
OG0007500	XP_012148561.1	XP_017882837.2
OG0007501	XP_012147031.1	XP_026672186.1
OG0007502	XP_012146976.1	XP_017878116.1
OG0007503	XP_012136353.1	XP_026673979.1
OG0007504	XP_012146954.1	XP_017889818.1
OG0007505	XP_003701422.1	XP_017889410.1
OG0007506	XP_012136332.1	XP_017891138.1
OG0007507	XP_003708572.2	XP_017892567.1
OG0007508	XP_003699661.2	XP_026672561.1
OG0007509	XP_012144690.1	XP_017890774.1
OG0007510	XP_012141821.1	XP_017889446.1
OG0007511	XP_012153451.1	XP_017889784.1
OG0007512	XP_003707846.2	XP_017877336.1
OG0007513	XP_012150990.1	XP_017877316.1
OG0007514	XP_003700494.1	XP_026672747.1
OG0007515	XP_012154191.1	XP_017887106.1
OG0007516	XP_003700343.1	XP_026669358.1
OG0007517	XP_012151390.1	XP_017886688.1
OG0007518	XP_003700525.1	XP_017875325.1
OG0007519	XP_003700444.1	XP_017892674.1
OG0007520	XP_012154257.1	XP_017886871.1
OG0007521	XP_012145552.1	XP_017877134.1
OG0007522	XP_012151340.1	XP_017888474.1
OG0007523	XP_012134755.1	XP_017886654.1
OG0007524	XP_012150901.1	XP_017887529.1
OG0007525	XP_012143793.1	XP_017886883.2
OG0007526	XP_012154150.1	XP_017890648.2
OG0007527	XP_012148345.1	XP_026673090.1
OG0007528	XP_012150911.1	XP_026673091.1
OG0007529	XP_003700517.1	XP_017883726.1
OG0007530	XP_012134776.1	XP_017888452.1
OG0007531	XP_012145455.1	XP_026673622.1, XP_017886661.1
OG0007532	XP_012153946.1	XP_017886642.1
OG0007533	XP_012154125.1	XP_017877200.1
OG0007534	XP_012154360.1	XP_017882564.1
OG0007535	XP_012145466.1	XP_017888692.1
OG0007536	XP_003700464.1	XP_017883703.1
OG0007537	XP_012135314.1	XP_026671200.1
OG0007538	XP_012145057.1	XP_017875425.1
OG0007539	XP_012144805.1	XP_017884404.1
OG0007541	XP_012141888.1	XP_017876155.1
OG0007542	XP_012145266.1	XP_026667897.1
OG0007543	XP_003699546.1	XP_017879485.1
OG0007544	XP_012135357.1	XP_017892329.1
OG0007545	XP_012143861.1	XP_026669477.1
OG0007546	XP_003707961.1	XP_017883974.1
OG0007547	XP_012151545.1	XP_026670982.1
OG0007548	XP_012151790.1	XP_026673744.1
OG0007549	XP_012151781.1	XP_026667274.1
OG0007550	XP_012151689.1	XP_017888949.1
OG0007551	XP_012151553.1	XP_017877053.1
OG0007552	XP_003707970.1	XP_017877886.1
OG0007553	XP_012141732.1	XP_017881048.1
OG0007554	XP_012141816.1	XP_026674270.1
OG0007555	XP_003707190.1	XP_017892738.1
OG0007556	XP_003704662.1	XP_017877005.1
OG0007557	XP_003700301.1	XP_017875807.1
OG0007559	XP_012151907.1	XP_017887922.1
OG0007560	XP_003703783.1	XP_017890639.1
OG0007561	XP_003702192.1, XP_012138128.1	XP_017892433.1
OG0007562	XP_012138172.1	XP_026669478.1
OG0007563	XP_012144689.1	XP_017890727.1
OG0007564	XP_012147035.1	XP_017876055.1
OG0007565	XP_003700252.1	XP_017889115.1
OG0007566	XP_012147160.1	XP_026673853.1
OG0007567	XP_003700954.1	XP_017880546.1
OG0007568	XP_012138185.1, XP_012138184.1	XP_026675628.1
OG0007569	XP_012149841.1	XP_017887884.1
OG0007570	XP_003702377.2	XP_017892868.1
OG0007571	XP_012137229.1	XP_017877607.1
OG0007572	XP_003701671.1	XP_017893573.1
OG0007573	XP_003700847.1	XP_017876772.1
OG0007574	XP_012136491.1	XP_017879316.1
OG0007575	XP_012136624.1	XP_017879166.1
OG0007576	XP_003707245.1	XP_017884300.1
OG0007577	XP_003700648.1	XP_017888953.1
OG0007578	XP_003701290.1	XP_017882583.1
OG0007579	XP_003699185.2	XP_017883921.1
OG0007580	XP_003706786.1	XP_017876465.1
OG0007581	XP_003705741.1	XP_017887451.1
OG0007582	XP_003699351.2	XP_017880005.1
OG0007583	XP_012154403.1	XP_026669249.1
OG0007584	XP_003699965.1	XP_017887519.1
OG0007585	XP_012151135.1	XP_026668860.1
OG0007586	XP_003706720.1	XP_026670793.1
OG0007587	XP_003700775.1	XP_017875339.1
OG0007588	XP_012142695.1	XP_017892137.1
OG0007589	XP_003704315.1	XP_017892134.1
OG0007590	XP_003704326.1	XP_026666746.1
OG0007591	XP_003704175.1	XP_017875257.1
OG0007592	XP_003704374.1	XP_017890289.1
OG0007593	XP_003704313.1	XP_017890290.1
OG0007594	XP_003703239.1	XP_017892107.1
OG0007595	XP_003704260.1	XP_017888566.1
OG0007596	XP_003704256.1	XP_026671080.1
OG0007598	XP_003699808.1	XP_017884448.1
OG0007599	XP_003705476.1	XP_026670264.1
OG0007600	XP_003702748.1	XP_017892152.1
OG0007601	XP_012139749.1	XP_017875514.1
OG0007602	XP_003702780.1	XP_017884935.1
OG0007603	XP_003702760.1	XP_017884458.1
OG0007604	XP_012143899.1, XP_012143898.1	XP_017889845.1
OG0007605	XP_012143944.1	XP_017889928.2
OG0007606	XP_003708659.1	XP_017886458.1
OG0007607	XP_003705498.2	XP_017891516.1
OG0007608	XP_003699646.1	XP_017891604.1
OG0007609	XP_003699686.1	XP_017891489.1
OG0007610	XP_012143530.1	XP_017886578.1
OG0007611	XP_003700431.1	XP_017883710.1
OG0007612	XP_003704682.1	XP_017882780.1
OG0007613	XP_003706404.1	XP_017877117.1
OG0007614	XP_012151697.1	XP_017889063.1
OG0007615	XP_003707880.1	XP_017888263.1
OG0007616	XP_012148284.1	XP_017885897.1
OG0007617	XP_012148351.1	XP_017885891.1
OG0007618	XP_003699209.1	XP_017885641.1
OG0007619	XP_003705775.1	XP_017887870.1
OG0007620	XP_003706049.1	XP_026671538.1
OG0007621	XP_012147955.1	XP_017878072.1
OG0007622	XP_003701528.1	XP_017883961.1
OG0007623	XP_012138389.1	XP_017884001.1
OG0007624	XP_003702345.1	XP_017884362.1
OG0007625	XP_012135085.1	XP_017891458.1
OG0007626	XP_012144330.1	XP_017878731.1
OG0007627	XP_003701641.1, XP_012136892.1	XP_017886070.1
OG0007628	XP_012136902.1	XP_017892126.2
OG0007629	XP_003705018.2	XP_017882485.1
OG0007630	XP_012146864.1	XP_017882471.1
OG0007631	XP_003699897.1	XP_017880892.1
OG0007633	XP_003699211.1	XP_017886587.1
OG0007634	XP_003699487.1	XP_017881725.1
OG0007635	XP_003701878.1	XP_017879818.1
OG0007636	XP_003705264.1	XP_017882374.1
OG0007637	XP_003707440.1	XP_017890124.1
OG0007638	XP_012139137.1	XP_017883576.1
OG0007639	XP_003703318.2	XP_017885928.1
OG0007640	XP_003705863.1	XP_026674729.1
OG0007641	XP_003702069.1	XP_017885848.1
OG0007642	XP_003700831.1	XP_017878844.1
OG0007643	XP_003702009.2	XP_017887941.1
OG0007644	XP_003701095.1	XP_017878301.1
OG0007645	XP_012141089.1	XP_017885582.1
OG0007646	XP_003703449.1	XP_017885504.1
OG0007647	XP_003704536.1	XP_017893216.1
OG0007648	XP_003707645.1	XP_017882947.1
OG0007649	XP_003707641.1	XP_017889300.1
OG0007650	XP_003700015.1	XP_017875237.2
OG0007651	XP_003700011.1	XP_017881336.1
OG0007652	XP_003705103.1	XP_017875993.1
OG0007653	XP_003701309.1	XP_017882608.1
OG0007654	XP_012142999.1	XP_017881221.1
OG0007655	XP_003703226.1	XP_017889384.1
OG0007656	XP_012144824.1	XP_026669988.1
OG0007657	XP_003702581.2	XP_017889427.1
OG0007658	XP_003702156.2	XP_017887553.1
OG0007659	XP_003703513.2	XP_017880224.1
OG0007660	XP_012152511.1	XP_017884557.1
OG0007661	XP_012138126.1	XP_017892438.1
OG0007662	XP_003705645.1	XP_017887894.1
OG0007663	XP_003706845.1	XP_017892014.1
OG0007664	XP_003701809.2	XP_017881304.1
OG0007665	XP_012141823.1	XP_026668370.1
OG0007666	XP_003703027.1	XP_017878399.1
OG0007667	XP_003708454.1	XP_017877971.1
OG0007668	XP_003708051.1	XP_017886820.1
OG0007669	XP_003705749.1	XP_017887496.1
OG0007670	XP_003707514.1	XP_017880043.1
OG0007671	XP_012138028.1	XP_017885230.1
OG0007672	XP_003706284.1	XP_017882530.2
OG0007673	XP_012142520.1	XP_017879026.1
OG0007674	XP_003699616.1	XP_017886448.1
OG0007675	XP_003702498.1	XP_017877127.1
OG0007676	XP_003701921.1	XP_017875006.1
OG0007677	XP_003703831.1	XP_017881619.1
OG0007678	XP_012144634.1	XP_017882963.1
OG0007679	XP_003704249.1	XP_017881331.1
OG0007680	XP_003701590.1	XP_017889795.1
OG0007681	XP_003701169.1	XP_017877655.1
OG0007682	XP_003699280.1	XP_017890542.1
OG0007683	XP_003703786.1	XP_017875971.1
OG0007684	XP_003700027.1	XP_017876196.1
OG0007685	XP_003707650.1	XP_017881237.1
OG0007687	XP_003702854.1	XP_017884470.1
OG0007688	XP_003704025.1	XP_017886088.1
OG0007689	XP_003707974.1	XP_017877103.2
OG0007690	XP_012150859.1	XP_017884753.1
OG0007691	XP_012150687.1	XP_017892037.1
OG0007692	XP_012139193.1	XP_017890193.1
OG0007693	XP_003705085.1	XP_017881513.1
OG0007694	XP_003706138.1	XP_017880642.1
OG0007695	XP_003706137.1	XP_017880646.1
OG0007696	XP_012153162.1	XP_017887721.1
OG0007697	XP_003702386.1	XP_017890320.1
OG0007698	XP_003704583.1	XP_026670190.1
OG0007699	XP_003699747.1	XP_026671227.1
OG0007700	XP_003707619.1	XP_017877498.1
OG0007701	XP_003701265.1	XP_017877234.1
OG0007702	XP_003706858.1	XP_017885779.1
OG0007703	XP_003703477.1	XP_017885500.1
OG0007704	XP_003704036.1	XP_017880815.1
OG0007705	XP_003699803.1	XP_026671605.1
OG0007706	XP_003703519.1	XP_017889658.1
OG0007707	XP_003705539.1	XP_017877027.1
OG0007708	XP_003700485.1	XP_017874992.1
OG0007709	XP_003701471.1	XP_017879359.1
OG0007710	XP_003707195.1	XP_017877122.1
OG0007711	XP_003701723.1	XP_017876972.1
OG0007712	XP_012138450.1	XP_017884303.1
OG0007713	XP_012140840.1	XP_026668488.1
OG0007714	XP_003702356.1	XP_017892837.1
OG0007715	XP_003707362.1	XP_017879521.1
OG0007716	XP_003701744.1	XP_017882939.2
OG0007717	XP_003699251.1	XP_017888333.1
OG0007718	XP_012144787.1	XP_017881452.1
OG0007719	XP_003702073.1	XP_017892314.1
OG0007720	XP_003707273.1	XP_017890068.1
OG0007721	XP_003705273.1	XP_017883052.1
OG0007722	XP_003707102.1	XP_017879509.1
OG0007723	XP_012140383.1	XP_017887819.1
OG0007724	XP_012153905.1	XP_017883972.1
OG0007725	XP_012153249.1	XP_017886414.1
OG0007726	XP_003699810.1	XP_017884584.1
OG0007727	XP_003705536.1	XP_017888810.1
OG0007728	XP_003705019.1	XP_017880698.1
OG0007729	XP_003704065.1	XP_017880604.1
OG0007730	XP_012137025.1	XP_017886569.1
OG0007731	XP_003708146.1	XP_017887289.1
OG0007732	XP_003701400.1	XP_017889932.1
OG0007733	XP_003701433.1	XP_017889851.1
OG0007734	XP_003704797.1	XP_017875046.1
OG0007735	XP_003706675.1	XP_017875804.1
OG0007736	XP_003708547.2	XP_017886417.1
OG0007738	XP_003707400.1	XP_017883128.1
OG0007739	XP_012143093.1	XP_026668689.1
OG0007740	XP_003705642.1	XP_017893125.1
OG0007741	XP_003703590.1	XP_017892251.1
OG0007742	XP_012141051.1	XP_017891155.1
OG0007743	XP_003703039.1	XP_017877799.1
OG0007744	XP_003702364.1	XP_017892300.1
OG0007745	XP_003707427.1	XP_026674309.1
OG0007746	XP_003703505.1	XP_017883182.1
OG0007747	XP_012137082.1	XP_017883288.1
OG0007748	XP_003707290.1	XP_017883066.1
OG0007749	XP_003703166.1	XP_017880929.1
OG0007750	XP_003707145.1	XP_017877238.1
OG0007751	XP_012146344.1	XP_017892054.1
OG0007752	XP_003705174.1	XP_017891814.1
OG0007753	XP_003702092.1	XP_017892432.1
OG0007754	XP_003699545.1	XP_017889854.1
OG0007755	XP_012141840.1	XP_017876135.1
OG0007756	XP_003703963.1	XP_026669886.1
OG0007757	XP_003706013.1	XP_017889916.1
OG0007758	XP_012144013.1	XP_017882640.1
OG0007759	XP_012153885.1	XP_017877164.1
OG0007760	XP_003703129.1	XP_017887878.1
OG0007761	XP_012143666.1	XP_017885220.1
OG0007762	XP_003705831.1	XP_026667845.1
OG0007763	XP_003699233.1	XP_017892902.1
OG0007764	XP_003702878.1	XP_017884994.1
OG0007765	XP_003702480.1	XP_017881446.1
OG0007766	XP_003702477.1	XP_017881475.1
OG0007767	XP_012145723.1, XP_012145722.1	XP_017875049.1
OG0007768	XP_003703722.1	XP_017881046.1
OG0007769	XP_003701069.2	XP_017876486.1
OG0007770	XP_003704439.1	XP_017876457.1
OG0007771	XP_003704357.1	XP_017890348.1
OG0007772	XP_003700777.1	XP_017875364.1
OG0007773	XP_003700146.1	XP_017882725.2
OG0007774	XP_003701672.1	XP_017890355.1
OG0007775	XP_012144750.1	XP_017888752.1
OG0007776	XP_003703146.1	XP_017885192.1
OG0007777	XP_003708266.1	XP_017881605.1
OG0007778	XP_003708318.1	XP_017881600.1
OG0007779	XP_003701079.1	XP_017876581.1
OG0007780	XP_003701538.1	XP_017884222.1
OG0007781	XP_012136459.1	XP_026671407.1
OG0007782	XP_003706893.1	XP_017882135.1
OG0007783	XP_003699499.1	XP_017893367.1
OG0007784	XP_003699725.1	XP_017876732.1
OG0007785	XP_003699711.1	XP_017883896.1
OG0007786	XP_003707066.1	XP_017876636.1
OG0007787	XP_003706784.1	XP_026667596.1
OG0007788	XP_003706797.1	XP_017876649.1
OG0007789	XP_003705731.1	XP_026669434.1
OG0007791	XP_003699273.1	XP_026669278.1
OG0007792	XP_003705663.1, XP_012146188.1	XP_017881509.1
OG0007793	XP_003705661.1	XP_017881532.1
OG0007794	XP_012135829.1	XP_017892833.2
OG0007795	XP_003707805.1	XP_017876279.1
OG0007796	XP_012151205.1	XP_017878390.1
OG0007797	XP_012151189.1	XP_017878532.1
OG0007798	XP_003707809.1	XP_017878422.1
OG0007799	XP_003707803.1	XP_017878678.1
OG0007800	XP_003707762.1	XP_017878677.1
OG0007801	XP_003699958.1	XP_017878693.1
OG0007802	XP_003699959.1	XP_017878583.1
OG0007803	XP_003699984.1	XP_017878588.1
OG0007804	XP_003706724.1	XP_017882842.1
OG0007805	XP_012136069.1	XP_026670737.1
OG0007806	XP_003700198.1	XP_017882785.1
OG0007807	XP_003704953.1	XP_017880255.1
OG0007808	XP_003701293.2	XP_017877548.1
OG0007809	XP_012142650.1	XP_017890322.1
OG0007810	XP_003704220.2	XP_017890274.1
OG0007811	XP_003704309.1	XP_017891849.1
OG0007812	XP_003704189.1	XP_017893381.2
OG0007813	XP_003704241.1	XP_017877469.1
OG0007814	XP_003704391.1	XP_017883444.1
OG0007815	XP_003705472.1	XP_017882140.1
OG0007816	XP_003705475.2	XP_026670261.1
OG0007817	XP_003707150.1	XP_017888102.1
OG0007818	XP_003702873.1	XP_017890122.1
OG0007819	XP_003708292.2	XP_026675307.1
OG0007820	XP_003708287.1	XP_017888108.1
OG0007821	XP_003708284.2	XP_017888151.1
OG0007822	XP_003702796.1	XP_017875448.1
OG0007823	XP_003702810.1	XP_017877568.1
OG0007824	XP_003702829.1	XP_017884822.1
OG0007825	XP_003702783.1	XP_017884455.1
OG0007826	XP_003702928.1	XP_017881953.1
OG0007827	XP_003702771.1	XP_017884985.1
OG0007828	XP_012139534.1	XP_017885013.1
OG0007829	XP_003702752.1	XP_017884944.1
OG0007830	XP_003706005.1	XP_017886308.1
OG0007831	XP_003704772.1	XP_026674123.1
OG0007832	XP_003705908.2	XP_017887409.1
OG0007833	XP_003703845.1	XP_017879701.2
OG0007834	XP_003707895.1	XP_017889100.1
OG0007835	XP_003707869.1	XP_017875947.1
OG0007836	XP_003705696.1	XP_026672201.1
OG0007837	XP_003704670.1	XP_017875820.1
OG0007839	XP_003702012.1	XP_017887571.1
OG0007840	XP_003706028.1	XP_017885003.1
OG0007841	XP_003702285.1	XP_017884364.1
OG0007842	XP_003702347.1	XP_017884361.1
OG0007843	XP_003700860.1	XP_026671421.1
OG0007844	XP_003700870.2	XP_017884169.1
OG0007845	XP_012148709.1	XP_017879345.2
OG0007846	XP_003708257.1	XP_017892773.2
OG0007847	XP_003708256.1	XP_017892767.2
OG0007848	XP_003701711.1	XP_017893569.1
OG0007849	XP_003699864.2	XP_017882327.1
OG0007850	XP_003701651.1	XP_017887348.1
